ticker,FLT US Equity,FLT US Equity,FLT US Equity,FLT US Equity,FLT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-08-06,35.99,36.09,36.23,36.3796,34.7355,UP,1
2012-08-07,36.56,36.03,36.158,36.3416,34.7797,UP,1
2012-08-08,36.7,36.6,36.22,36.3018,34.8244,UP,1
2012-08-09,40.08,39.0,37.08,36.3394,34.8846,UP,1
2012-08-10,40.65,40.11,37.996,36.3944,34.9481,DOWN,0
2012-08-13,39.99,40.71,38.796,36.47,35.0081,UP,1
2012-08-14,40.71,39.84,39.626,36.5506,35.0705,UP,1
2012-08-15,41.96,40.66,40.678,36.6492,35.1394,UP,1
2012-08-16,42.78,42.07,41.218,36.734,35.2134,DOWN,0
2012-08-17,42.54,42.93,41.596,36.8128,35.2896,UP,1
2012-08-20,43.44,42.93,42.286,36.9482,35.3677,DOWN,0
2012-08-21,43.39,43.47,42.822,37.0844,35.4433,DOWN,0
2012-08-22,43.17,43.11,43.064,37.208,35.5193,DOWN,0
2012-08-23,42.77,42.97,43.062,37.3188,35.5929,DOWN,0
2012-08-24,42.77,42.62,43.108,37.4286,35.6675,UP,1
2012-08-27,43.1,42.93,43.04,37.5416,35.7485,DOWN,0
2012-08-28,42.99,42.94,42.96,37.6428,35.8212,UP,1
2012-08-29,43.34,42.9,42.994,37.745,35.8902,DOWN,0
2012-08-30,42.87,43.1,43.014,37.8506,35.9608,UP,1
2012-08-31,43.18,43.23,43.096,37.985,36.0319,DOWN,0
2012-09-04,43.06,43.1,43.088,38.1462,36.1032,DOWN,0
2012-09-05,42.99,43.17,43.088,38.3174,36.1773,UP,1
2012-09-06,44.46,43.39,43.312,38.5188,36.2584,DOWN,0
2012-09-07,44.12,44.46,43.562,38.7194,36.3396,DOWN,0
2012-09-10,44.02,44.18,43.73,38.9196,36.4209,DOWN,0
2012-09-11,43.8,43.95,43.878,39.0948,36.504,UP,1
2012-09-12,43.97,44.02,44.074,39.2752,36.5889,UP,1
2012-09-13,44.25,43.89,44.032,39.4482,36.6733,UP,1
2012-09-14,44.63,44.22,44.134,39.635,36.7578,DOWN,0
2012-09-17,43.8,44.55,44.09,39.8142,36.8348,UP,1
2012-09-18,43.96,43.82,44.122,39.986,36.9126,UP,1
2012-09-19,44.61,44.0,44.25,40.1724,36.9922,DOWN,0
2012-09-20,43.96,44.39,44.192,40.338,37.0673,UP,1
2012-09-21,45.6,44.22,44.386,40.5272,37.1506,DOWN,0
2012-09-24,45.22,45.45,44.67,40.7022,37.2321,DOWN,0
2012-09-25,43.97,45.43,44.672,40.8624,37.3083,UP,1
2012-09-26,43.98,44.0,44.546,41.0132,37.3819,UP,1
2012-09-27,44.39,43.98,44.632,41.1754,37.4592,UP,1
2012-09-28,44.8,44.18,44.472,41.3446,37.5361,DOWN,0
2012-10-01,44.38,44.84,44.304,41.512,37.6082,UP,1
2012-10-02,44.8,44.63,44.47,41.6984,37.69,UP,1
2012-10-03,45.24,45.06,44.722,41.8938,37.7704,UP,1
2012-10-04,45.54,45.68,44.952,42.0892,37.8555,UP,1
2012-10-05,45.65,45.82,45.122,42.2718,37.9363,DOWN,0
2012-10-08,45.31,45.47,45.308,42.4326,38.0154,UP,1
2012-10-09,45.64,45.39,45.476,42.6058,38.096,UP,1
2012-10-10,45.66,45.52,45.56,42.7806,38.1769,UP,1
2012-10-11,46.0,45.82,45.652,42.9728,38.2587,DOWN,0
2012-10-12,45.6,45.12,45.642,43.1692,38.3395,UP,1
2012-10-15,45.84,45.47,45.748,43.3646,38.4203,DOWN,0
2012-10-16,45.82,46.18,45.784,43.5612,38.5001,UP,1
2012-10-17,46.32,45.9,45.916,43.7564,38.5789,UP,1
2012-10-18,47.2,46.42,46.156,43.9664,38.6621,DOWN,0
2012-10-19,47.07,47.0,46.45,44.1062,38.7417,UP,1
2012-10-22,47.52,46.7,46.786,44.2436,38.8234,DOWN,0
2012-10-23,46.7,47.04,46.962,44.3778,38.8991,DOWN,0
2012-10-24,46.6,46.75,47.018,44.4956,38.972,DOWN,0
2012-10-25,46.32,46.89,46.842,44.5828,39.0416,UP,1
2012-10-26,46.64,46.28,46.756,44.66,39.1121,UP,1
2012-10-31,47.41,46.97,46.734,44.7574,39.1876,UP,1
2012-11-01,47.63,47.5,46.92,44.8412,39.263,DOWN,0
2012-11-02,47.42,47.97,47.084,44.9218,39.3362,DOWN,0
2012-11-05,47.21,47.55,47.262,45.0026,39.4061,UP,1
2012-11-06,47.53,46.73,47.44,45.0978,39.4777,DOWN,0
2012-11-07,46.22,47.08,47.202,45.1668,39.5412,DOWN,0
2012-11-08,46.14,46.46,46.904,45.2276,39.6036,UP,1
2012-11-09,47.88,49.0,46.996,45.3254,39.6732,UP,1
2012-11-12,48.64,48.82,47.282,45.4314,39.7476,DOWN,0
2012-11-13,48.52,48.2,47.48,45.5444,39.8196,DOWN,0
2012-11-14,48.31,48.5,47.898,45.647,39.8921,UP,1
2012-11-15,48.47,48.38,48.364,45.7552,39.9645,UP,1
2012-11-16,48.65,48.75,48.518,45.8684,40.036,UP,1
2012-11-19,49.47,49.12,48.684,45.9686,40.111,UP,1
2012-11-20,50.55,49.48,49.09,46.0972,40.19,UP,1
2012-11-21,51.12,50.3,49.652,46.2392,40.2695,UP,1
2012-11-23,51.71,51.5,50.3,46.3974,40.352,DOWN,0
2012-11-26,51.2,51.7,50.81,46.542,40.4293,UP,1
2012-11-27,52.7,51.36,51.456,46.711,40.509,DOWN,0
2012-11-28,52.19,52.35,51.784,46.8622,40.5875,DOWN,0
2012-11-29,51.59,52.59,51.878,47.018,40.6685,UP,1
2012-11-30,52.19,51.41,51.974,47.1826,40.7487,DOWN,0
2012-12-03,51.93,52.3,52.12,47.329,40.8277,DOWN,0
2012-12-04,51.67,51.76,51.914,47.4832,40.9039,UP,1
2012-12-05,52.45,51.72,51.966,47.6202,40.9829,DOWN,0
2012-12-06,52.45,51.78,52.138,47.7648,41.0641,UP,1
2012-12-07,52.74,52.54,52.248,47.9402,41.145,DOWN,0
2012-12-10,51.7,52.56,52.202,48.0946,41.2176,DOWN,0
2012-12-11,51.29,51.63,52.126,48.2326,41.2871,UP,1
2012-12-12,51.35,51.63,51.906,48.3636,41.3589,DOWN,0
2012-12-13,50.53,51.5,51.522,48.4866,41.4266,DOWN,0
2012-12-14,50.42,50.62,51.058,48.599,41.4936,UP,1
2012-12-17,50.74,50.53,50.866,48.709,41.5598,UP,1
2012-12-18,51.52,50.89,50.912,48.8286,41.6326,UP,1
2012-12-19,51.9,51.6,51.022,48.9536,41.7065,UP,1
2012-12-20,52.52,52.04,51.42,49.0978,41.7897,UP,1
2012-12-21,53.1,52.24,51.956,49.247,41.8728,UP,1
2012-12-24,53.49,52.85,52.506,49.4036,41.9559,DOWN,0
2012-12-26,53.28,53.55,52.858,49.5492,42.0361,DOWN,0
2012-12-27,53.13,53.17,53.104,49.6998,42.1158,DOWN,0
2012-12-28,52.85,52.82,53.17,49.84,42.1915,UP,1
2012-12-31,53.65,52.65,53.28,49.9966,42.2748,UP,1
2013-01-02,55.18,54.56,53.618,50.1738,42.3577,DOWN,0
2013-01-03,54.89,55.05,53.94,50.3276,42.4391,UP,1
2013-01-04,55.0,55.02,54.314,50.4862,42.521,UP,1
2013-01-07,55.81,55.01,54.906,50.652,42.6063,DOWN,0
2013-01-08,55.74,55.61,55.324,50.8328,42.6902,UP,1
2013-01-09,55.98,55.7,55.484,51.0204,42.775,UP,1
2013-01-10,56.71,56.2,55.848,51.2282,42.8615,DOWN,0
2013-01-11,56.57,55.7,56.162,51.4268,42.9457,UP,1
2013-01-14,56.93,56.9,56.386,51.6172,43.0308,UP,1
2013-01-15,57.2,56.89,56.678,51.8086,43.1187,DOWN,0
2013-01-16,57.17,57.27,56.916,52.0036,43.2069,UP,1
2013-01-17,58.19,57.47,57.212,52.2232,43.304,UP,1
2013-01-18,59.08,58.0,57.714,52.4542,43.4046,DOWN,0
2013-01-22,58.73,59.29,58.074,52.7044,43.5021,DOWN,0
2013-01-23,58.02,58.59,58.238,52.942,43.5963,UP,1
2013-01-24,59.36,58.2,58.676,53.1716,43.6969,UP,1
2013-01-25,60.26,59.55,59.09,53.404,43.8046,DOWN,0
2013-01-28,59.34,60.44,59.142,53.6204,43.912,DOWN,0
2013-01-29,59.08,59.15,59.212,53.8358,44.0157,UP,1
2013-01-30,59.51,59.34,59.51,54.0566,44.1197,UP,1
2013-01-31,59.84,59.87,59.606,54.2804,44.2262,UP,1
2013-02-01,60.03,60.23,59.56,54.4916,44.3359,DOWN,0
2013-02-04,59.78,60.0,59.648,54.6762,44.4392,UP,1
2013-02-05,59.89,60.12,59.81,54.8516,44.5453,UP,1
2013-02-06,59.9,59.86,59.888,55.0154,44.6524,DOWN,0
2013-02-07,59.55,59.98,59.83,55.1824,44.757,UP,1
2013-02-08,66.01,64.07,61.026,55.4486,44.8939,UP,1
2013-02-11,66.15,66.4,62.3,55.7278,45.0293,DOWN,0
2013-02-12,66.03,66.16,63.528,56.0166,45.1591,UP,1
2013-02-13,66.04,66.03,64.756,56.2936,45.2893,UP,1
2013-02-14,66.53,65.93,66.152,56.5856,45.4216,UP,1
2013-02-15,68.47,66.77,66.644,56.9216,45.5662,UP,1
2013-02-19,69.55,68.55,67.324,57.2636,45.71,DOWN,0
2013-02-20,68.65,69.66,67.848,57.5876,45.8509,DOWN,0
2013-02-21,67.7,68.23,68.18,57.8868,45.9861,UP,1
2013-02-22,67.97,68.13,68.468,58.2122,46.1246,DOWN,0
2013-02-25,67.28,68.15,68.23,58.532,46.2597,UP,1
2013-02-26,67.45,67.45,67.81,58.854,46.3942,UP,1
2013-02-27,68.23,67.75,67.726,59.208,46.531,UP,1
2013-02-28,69.81,68.37,68.148,59.5958,46.6824,UP,1
2013-03-01,70.34,69.57,68.622,59.9878,46.8357,UP,1
2013-03-04,71.18,70.41,69.402,60.381,46.9949,UP,1
2013-03-05,72.07,71.62,70.326,60.7844,47.1592,UP,1
2013-03-06,72.25,72.26,71.13,61.179,47.3254,DOWN,0
2013-03-07,69.88,70.5,71.144,61.5146,47.4799,UP,1
2013-03-08,70.52,70.37,71.18,61.8552,47.6438,DOWN,0
2013-03-11,70.41,70.59,71.026,62.1978,47.8058,DOWN,0
2013-03-12,70.4,70.35,70.692,62.5432,47.9696,UP,1
2013-03-13,70.5,70.57,70.342,62.8962,48.1329,UP,1
2013-03-14,70.56,70.54,70.478,63.2344,48.293,DOWN,0
2013-03-15,69.52,70.44,70.278,63.5212,48.4483,DOWN,0
2013-03-18,69.46,69.06,70.088,63.8126,48.6021,DOWN,0
2013-03-19,68.83,69.44,69.774,64.0892,48.7553,UP,1
2013-03-20,69.74,69.12,69.622,64.3678,48.9145,UP,1
2013-03-21,72.38,69.6,69.986,64.7006,49.0953,UP,1
2013-03-22,75.82,72.55,71.246,65.0974,49.291,DOWN,0
2013-03-25,75.46,76.01,72.446,65.4724,49.4832,UP,1
2013-03-26,76.69,76.13,74.018,65.8748,49.6739,DOWN,0
2013-03-27,76.05,76.5,75.28,66.2572,49.8612,UP,1
2013-03-28,76.67,76.11,76.138,66.6466,50.0612,UP,1
2013-04-01,77.24,76.73,76.422,67.048,50.2645,UP,1
2013-04-02,77.83,77.52,76.896,67.4408,50.4687,DOWN,0
2013-04-03,77.27,78.0,77.012,67.8046,50.6689,DOWN,0
2013-04-04,77.26,77.48,77.254,68.1752,50.8688,DOWN,0
2013-04-05,75.25,76.0,76.97,68.5198,51.0578,UP,1
2013-04-08,76.44,75.3,76.81,68.8614,51.2503,UP,1
2013-04-09,77.08,76.72,76.66,69.1978,51.4446,UP,1
2013-04-10,78.36,77.21,76.878,69.5782,51.6484,DOWN,0
2013-04-11,77.57,78.73,76.94,69.948,51.854,DOWN,0
2013-04-12,77.03,77.4,77.296,70.2984,52.0641,DOWN,0
2013-04-15,73.81,76.66,76.77,70.5778,52.261,UP,1
2013-04-16,75.05,74.25,76.364,70.8782,52.4643,DOWN,0
2013-04-17,74.1,74.68,75.512,71.1646,52.6644,DOWN,0
2013-04-18,72.42,74.3,74.482,71.4152,52.8564,UP,1
2013-04-19,73.44,72.56,73.764,71.686,53.0484,UP,1
2013-04-22,75.3,73.77,74.062,72.001,53.2502,UP,1
2013-04-23,77.22,75.74,74.496,72.2252,53.4583,DOWN,0
2013-04-24,75.93,77.2,74.862,72.4208,53.6615,DOWN,0
2013-04-25,74.99,76.26,75.376,72.6,53.8622,UP,1
2013-04-26,75.48,75.04,75.784,72.7888,54.0628,DOWN,0
2013-04-29,75.44,75.9,75.812,72.967,54.2635,UP,1
2013-04-30,76.9,75.08,75.748,73.1356,54.4696,DOWN,0
2013-05-01,74.9,76.58,75.542,73.2426,54.6634,UP,1
2013-05-02,77.2,75.23,75.984,73.4136,54.8671,UP,1
2013-05-03,80.34,85.18,76.956,73.6664,55.089,UP,1
2013-05-06,81.97,81.1,78.262,73.9464,55.3166,UP,1
2013-05-07,82.17,82.39,79.316,74.2442,55.5461,UP,1
2013-05-08,82.84,81.34,80.904,74.552,55.7786,DOWN,0
2013-05-09,81.58,82.99,81.78,74.819,56.0064,DOWN,0
2013-05-10,81.25,81.63,81.962,75.0478,56.2353,UP,1
2013-05-13,82.35,80.78,82.038,75.288,56.4697,UP,1
2013-05-14,84.21,82.24,82.446,75.5486,56.7119,DOWN,0
2013-05-15,81.9,82.41,82.258,75.7452,56.9388,DOWN,0
2013-05-16,81.22,81.19,82.186,75.9246,57.1585,UP,1
2013-05-17,82.05,81.38,82.346,76.168,57.3839,UP,1
2013-05-20,83.43,82.26,82.562,76.4262,57.6164,UP,1
2013-05-21,84.01,83.5,82.522,76.6982,57.8545,DOWN,0
2013-05-22,81.84,83.95,82.51,76.927,58.0848,UP,1
2013-05-23,82.06,80.32,82.678,77.1582,58.3148,UP,1
2013-05-24,82.54,81.65,82.776,77.3978,58.5475,UP,1
2013-05-28,84.35,83.87,82.96,77.6944,58.7865,UP,1
2013-05-29,85.91,84.35,83.34,78.0234,59.0325,UP,1
2013-05-30,87.39,86.25,84.45,78.3946,59.2691,DOWN,0
2013-05-31,87.08,87.33,85.454,78.7414,59.5012,DOWN,0
2013-06-03,86.14,87.1,86.174,79.0166,59.732,DOWN,0
2013-06-04,85.33,86.15,86.37,79.2068,59.9551,DOWN,0
2013-06-05,84.13,85.22,86.014,79.3802,60.1659,UP,1
2013-06-06,85.42,83.59,85.62,79.5548,60.3791,UP,1
2013-06-07,87.11,86.53,85.626,79.776,60.602,UP,1
2013-06-10,88.1,87.49,86.018,80.0046,60.8253,DOWN,0
2013-06-11,87.58,86.79,86.468,80.2114,61.0462,DOWN,0
2013-06-12,87.54,88.0,87.15,80.4056,61.2681,UP,1
2013-06-13,87.79,87.22,87.624,80.616,61.4932,DOWN,0
2013-06-14,87.65,87.95,87.732,80.8238,61.7176,UP,1
2013-06-17,88.07,89.1,87.726,81.0802,61.9424,UP,1
2013-06-18,89.12,88.37,88.034,81.3338,62.1731,DOWN,0
2013-06-19,88.15,89.18,88.156,81.5552,62.3971,DOWN,0
2013-06-20,83.94,87.3,87.386,81.6668,62.6025,DOWN,0
2013-06-21,83.8,83.94,86.616,81.7914,62.8056,DOWN,0
2013-06-24,82.38,82.95,85.478,81.8984,63.0021,UP,1
2013-06-25,83.4,83.04,84.334,82.0902,63.2042,UP,1
2013-06-26,84.91,84.34,83.686,82.2874,63.4064,DOWN,0
2013-06-27,83.17,85.65,83.532,82.4688,63.6017,DOWN,0
2013-06-28,81.3,82.88,83.032,82.6464,63.7881,UP,1
2013-07-01,82.88,81.55,83.132,82.8352,63.9835,DOWN,0
2013-07-02,82.41,82.9,82.934,82.9774,64.1757,UP,1
2013-07-03,83.24,82.0,82.6,83.0978,64.3706,UP,1
2013-07-05,84.34,83.9,82.834,83.266,64.5692,DOWN,0
2013-07-08,84.26,84.9,83.426,83.4514,64.7715,UP,1
2013-07-09,85.8,84.5,84.01,83.6578,64.9807,DOWN,0
2013-07-10,85.67,85.9,84.662,83.8624,65.186,UP,1
2013-07-11,86.65,86.67,85.344,84.0574,65.3995,DOWN,0
2013-07-12,85.97,86.2,85.67,84.2788,65.6013,UP,1
2013-07-15,86.13,86.27,86.044,84.4574,65.8058,DOWN,0
2013-07-16,84.94,85.95,85.872,84.5494,66.0107,UP,1
2013-07-17,85.57,85.0,85.852,84.6214,66.2187,UP,1
2013-07-18,87.0,85.83,85.922,84.718,66.4317,DOWN,0
2013-07-19,86.87,86.77,86.102,84.7986,66.6421,UP,1
2013-07-22,87.61,87.15,86.398,84.9192,66.8582,DOWN,0
2013-07-23,87.08,87.76,86.826,85.0358,67.0696,UP,1
2013-07-24,87.74,87.45,87.26,85.1436,67.2821,DOWN,0
2013-07-25,87.61,87.34,87.382,85.2116,67.4925,UP,1
2013-07-26,90.46,87.81,88.1,85.3828,67.7165,DOWN,0
2013-07-29,89.12,90.43,88.402,85.5408,67.9356,UP,1
2013-07-30,89.57,89.42,88.9,85.6912,68.1552,UP,1
2013-07-31,89.77,89.59,89.306,85.818,68.3758,UP,1
2013-08-01,91.85,90.32,90.154,85.9748,68.605,UP,1
2013-08-02,98.44,95.95,91.75,86.3068,68.8692,UP,1
2013-08-05,98.78,100.3,93.682,86.6412,69.1339,DOWN,0
2013-08-06,98.19,98.54,95.406,86.9542,69.3958,DOWN,0
2013-08-07,97.94,98.05,97.04,87.226,69.6539,UP,1
2013-08-08,98.9,98.54,98.45,87.4858,69.9124,DOWN,0
2013-08-09,98.67,98.26,98.496,87.7114,70.1704,DOWN,0
2013-08-12,97.25,98.67,98.19,87.9148,70.419,UP,1
2013-08-13,97.45,97.65,98.042,88.141,70.6728,UP,1
2013-08-14,99.43,97.83,98.34,88.423,70.9369,DOWN,0
2013-08-15,97.52,98.16,98.064,88.6908,71.1929,UP,1
2013-08-16,97.67,97.0,97.864,88.9358,71.4481,DOWN,0
2013-08-19,97.51,97.72,97.916,89.1438,71.6986,UP,1
2013-08-20,97.8,98.0,97.986,89.3378,71.9494,DOWN,0
2013-08-21,96.96,97.86,97.492,89.5254,72.1971,UP,1
2013-08-22,103.12,97.42,98.612,89.837,72.4767,DOWN,0
2013-08-23,102.82,104.04,99.642,90.1376,72.7531,UP,1
2013-08-26,104.7,102.9,101.08,90.4786,73.0455,DOWN,0
2013-08-27,103.17,104.0,102.154,90.7806,73.3307,DOWN,0
2013-08-28,103.09,103.04,103.38,91.06,73.6067,UP,1
2013-08-29,104.48,103.08,103.652,91.3866,73.8859,DOWN,0
2013-08-30,103.11,105.12,103.71,91.77,74.1589,UP,1
2013-09-03,105.8,104.33,103.93,92.21,74.4463,DOWN,0
2013-09-04,103.99,105.9,104.094,92.6422,74.7239,UP,1
2013-09-05,104.01,104.22,104.278,93.0544,75.0007,DOWN,0
2013-09-06,103.33,104.42,104.048,93.4228,75.27,DOWN,0
2013-09-09,103.21,103.78,104.068,93.8236,75.5333,UP,1
2013-09-10,106.09,104.47,104.126,94.3194,75.8082,UP,1
2013-09-11,107.41,106.3,104.81,94.81,76.0867,DOWN,0
2013-09-12,107.24,107.5,105.456,95.3066,76.3669,DOWN,0
2013-09-13,107.23,107.32,106.236,95.7864,76.6395,UP,1
2013-09-16,108.47,108.82,107.288,96.269,76.9209,UP,1
2013-09-17,109.57,109.08,107.984,96.7752,77.2108,UP,1
2013-09-18,110.98,109.57,108.698,97.2788,77.5048,DOWN,0
2013-09-19,110.73,111.5,109.396,97.78,77.7988,DOWN,0
2013-09-20,110.68,111.07,110.086,98.2606,78.0938,DOWN,0
2013-09-23,109.87,110.92,110.366,98.7386,78.3809,UP,1
2013-09-24,110.42,110.09,110.536,99.2244,78.6708,UP,1
2013-09-25,110.93,110.3,110.526,99.7442,78.9617,DOWN,0
2013-09-26,110.1,110.87,110.4,100.2348,79.2537,UP,1
2013-09-27,111.17,109.8,110.498,100.7182,79.5531,DOWN,0
2013-09-30,110.16,110.0,110.556,101.184,79.8472,UP,1
2013-10-01,111.37,110.37,110.746,101.6592,80.1514,UP,1
2013-10-02,113.6,110.79,111.28,102.1896,80.4673,DOWN,0
2013-10-03,111.15,113.61,111.49,102.6578,80.7693,UP,1
2013-10-04,112.04,111.09,111.664,103.1464,81.0719,DOWN,0
2013-10-07,111.81,111.02,111.994,103.5734,81.3715,DOWN,0
2013-10-08,104.57,111.74,110.634,103.8824,81.6317,DOWN,0
2013-10-09,103.09,103.91,108.532,104.1528,81.8817,UP,1
2013-10-10,107.08,104.61,107.718,104.499,82.1496,DOWN,0
2013-10-11,106.59,107.35,106.628,104.7938,82.4162,DOWN,0
2013-10-14,106.1,105.74,105.486,104.947,82.681,UP,1
2013-10-15,106.79,105.69,105.93,105.1072,82.9507,UP,1
2013-10-16,110.41,107.71,107.394,105.3516,83.2345,UP,1
2013-10-17,111.3,110.49,108.238,105.6188,83.5151,UP,1
2013-10-18,112.49,111.88,109.418,105.8906,83.8031,DOWN,0
2013-10-21,112.32,113.25,110.662,106.1636,84.0897,UP,1
2013-10-22,113.36,113.01,111.976,106.4858,84.3775,DOWN,0
2013-10-23,111.09,112.51,112.112,106.7586,84.6542,DOWN,0
2013-10-24,110.41,111.06,111.934,106.9782,84.9264,DOWN,0
2013-10-25,109.58,111.43,111.352,107.2194,85.1907,DOWN,0
2013-10-28,108.47,109.74,110.582,107.4354,85.4502,UP,1
2013-10-29,111.24,109.09,110.158,107.71,85.7218,DOWN,0
2013-10-30,107.16,111.4,109.372,107.8972,85.9716,UP,1
2013-10-31,115.35,117.0,110.36,108.265,86.2625,DOWN,0
2013-11-01,114.16,115.08,111.276,108.4858,86.5423,UP,1
2013-11-04,114.4,114.5,112.462,108.7174,86.8189,UP,1
2013-11-05,116.27,114.02,113.468,108.9488,87.1066,DOWN,0
2013-11-06,114.71,116.53,114.978,109.1796,87.3901,DOWN,0
2013-11-07,111.18,115.02,114.144,109.3414,87.6492,UP,1
2013-11-08,113.6,112.08,114.032,109.5238,87.9159,UP,1
2013-11-11,114.86,113.74,114.124,109.7588,88.1935,DOWN,0
2013-11-12,114.82,114.38,113.834,109.9392,88.4722,UP,1
2013-11-13,116.99,114.12,114.29,110.1992,88.7596,UP,1
2013-11-14,117.49,117.18,115.552,110.4688,89.0478,UP,1
2013-11-15,118.2,117.13,116.472,110.7662,89.3387,DOWN,0
2013-11-18,118.03,118.55,117.106,111.0626,89.6299,DOWN,0
2013-11-19,116.08,118.19,117.358,111.2624,89.9109,UP,1
2013-11-20,116.98,116.18,117.356,111.4538,90.1963,UP,1
2013-11-21,119.36,117.74,117.73,111.6962,90.4953,UP,1
2013-11-22,120.93,120.0,118.276,111.9702,90.7699,DOWN,0
2013-11-25,120.72,121.9,118.814,112.2152,91.0428,DOWN,0
2013-11-26,120.52,121.15,119.702,112.4342,91.3152,UP,1
2013-11-27,121.2,120.55,120.546,112.6386,91.591,UP,1
2013-11-29,121.78,120.99,121.03,112.8596,91.8673,UP,1
2013-12-02,122.7,122.4,121.384,113.1,92.1384,DOWN,0
2013-12-03,122.05,122.18,121.65,113.3436,92.4009,DOWN,0
2013-12-04,121.99,121.66,121.944,113.575,92.6676,UP,1
2013-12-05,122.19,121.17,122.142,113.8002,92.9401,DOWN,0
2013-12-06,118.73,119.3,121.532,113.9728,93.1939,DOWN,0
2013-12-09,118.31,119.0,120.654,114.1156,93.449,UP,1
2013-12-10,118.48,118.0,119.94,114.282,93.7042,DOWN,0
2013-12-11,116.78,118.33,118.898,114.3902,93.9469,DOWN,0
2013-12-12,116.59,116.4,117.778,114.45,94.1808,UP,1
2013-12-13,118.12,117.14,117.656,114.5894,94.4197,UP,1
2013-12-16,118.6,118.91,117.714,114.7206,94.6568,DOWN,0
2013-12-17,118.15,118.74,117.648,114.8474,94.8872,UP,1
2013-12-18,119.12,118.74,118.116,115.1384,95.1216,DOWN,0
2013-12-19,117.06,118.81,118.21,115.4178,95.3575,UP,1
2013-12-20,117.87,117.78,118.16,115.6336,95.5942,UP,1
2013-12-23,118.62,118.45,118.164,115.8742,95.8353,DOWN,0
2013-12-24,118.09,118.5,118.152,116.114,96.0737,UP,1
2013-12-26,118.53,118.16,118.034,116.3488,96.3139,DOWN,0
2013-12-27,115.95,118.7,117.812,116.4596,96.5408,DOWN,0
2013-12-30,114.27,115.96,117.092,116.519,96.7646,UP,1
2013-12-31,117.17,114.25,116.802,116.6126,97.0031,UP,1
2014-01-02,118.38,116.79,116.86,116.7338,97.2509,DOWN,0
2014-01-03,116.62,118.29,116.478,116.799,97.4852,DOWN,0
2014-01-06,116.11,116.82,116.51,116.8994,97.7039,UP,1
2014-01-07,116.55,116.36,116.966,117.0222,97.9075,UP,1
2014-01-08,117.8,116.71,117.092,117.1866,98.1192,DOWN,0
2014-01-09,115.87,117.92,116.59,117.3346,98.3151,UP,1
2014-01-10,116.26,116.0,116.518,117.435,98.5162,DOWN,0
2014-01-13,113.5,116.26,115.996,117.5618,98.7004,DOWN,0
2014-01-14,113.38,113.5,115.362,117.5224,98.8811,DOWN,0
2014-01-15,110.21,113.19,113.844,117.4434,99.0429,DOWN,0
2014-01-16,110.01,110.13,112.672,117.3556,99.2066,DOWN,0
2014-01-17,107.71,110.0,110.962,117.1844,99.3589,DOWN,0
2014-01-21,104.56,107.39,109.174,116.9814,99.5054,UP,1
2014-01-22,106.28,104.5,107.754,116.8834,99.6546,UP,1
2014-01-23,106.83,105.14,107.078,116.748,99.8034,DOWN,0
2014-01-24,105.19,106.12,106.114,116.5546,99.9375,DOWN,0
2014-01-27,101.69,105.34,104.91,116.292,100.0581,UP,1
2014-01-28,106.19,101.84,105.236,116.076,100.2039,UP,1
2014-01-29,106.36,104.5,105.252,115.8534,100.3667,UP,1
2014-01-30,110.12,108.13,105.91,115.6918,100.542,DOWN,0
2014-01-31,106.32,108.53,106.136,115.4576,100.7031,DOWN,0
2014-02-03,104.48,105.98,106.694,115.2256,100.8634,UP,1
2014-02-04,107.48,104.77,106.952,115.0356,101.0336,UP,1
2014-02-05,107.8,106.67,107.24,114.8044,101.1961,UP,1
2014-02-06,114.94,109.74,108.204,114.6846,101.3847,UP,1
2014-02-07,116.48,115.4,110.236,114.5998,101.5875,DOWN,0
2014-02-10,113.55,116.5,112.05,114.4604,101.7803,UP,1
2014-02-11,115.06,113.79,113.566,114.3376,101.9782,UP,1
2014-02-12,116.15,115.1,115.236,114.225,102.1817,UP,1
2014-02-13,116.53,115.0,115.554,114.1016,102.3799,UP,1
2014-02-14,116.75,116.39,115.608,113.9956,102.5891,UP,1
2014-02-18,119.36,117.58,116.77,113.943,102.7999,DOWN,0
2014-02-19,118.74,119.29,117.506,113.874,102.9919,UP,1
2014-02-20,119.32,118.66,118.14,113.8858,103.1787,UP,1
2014-02-21,120.89,120.44,119.012,113.9374,103.3723,UP,1
2014-02-24,124.44,120.66,120.55,114.0566,103.5803,UP,1
2014-02-25,127.28,125.0,122.134,114.2666,103.8088,UP,1
2014-02-26,127.33,127.8,123.852,114.4814,104.0392,UP,1
2014-02-27,130.57,128.27,126.102,114.7304,104.2803,DOWN,0
2014-02-28,129.93,131.01,127.91,114.957,104.5089,DOWN,0
2014-03-03,127.37,127.67,128.496,115.1414,104.7362,UP,1
2014-03-04,129.96,129.15,129.032,115.3582,104.9799,DOWN,0
2014-03-05,125.85,125.26,128.736,115.534,105.1989,UP,1
2014-03-06,126.53,126.25,127.928,115.7072,105.4144,DOWN,0
2014-03-07,125.88,127.33,127.118,115.8524,105.6238,DOWN,0
2014-03-10,124.07,126.43,126.458,115.972,105.8349,DOWN,0
2014-03-11,122.92,124.44,125.05,116.0598,106.0392,DOWN,0
