ticker,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-11-08,50.19,50.6,45.56,50.552,47.814,UP,1
2005-11-09,50.5,50.1,45.5879,50.65,47.8656,UP,1
2005-11-10,51.94,50.85,45.624,50.86,47.94,DOWN,0
2005-11-11,51.81,51.88,45.658,51.042,48.0124,DOWN,0
2005-11-14,51.66,51.67,45.69,51.22,48.085,UP,1
2005-11-15,52.0,51.45,45.7197,51.582,48.1574,DOWN,0
2005-11-16,51.68,51.6,45.7451,51.818,48.2212,UP,1
2005-11-17,52.53,51.68,45.7728,51.936,48.3108,UP,1
2005-11-18,52.76,52.96,45.8011,52.126,48.4004,DOWN,0
2005-11-21,52.3,52.76,45.827,52.254,48.4834,UP,1
2005-11-22,52.34,51.55,45.8521,52.322,48.5666,UP,1
2005-11-23,52.89,52.17,45.8809,52.564,48.6686,UP,1
2005-11-25,53.02,53.05,45.9108,52.662,48.7716,UP,1
2005-11-28,53.35,52.77,45.9402,52.78,48.8806,DOWN,0
2005-11-29,53.15,53.6,45.9706,52.95,48.9948,DOWN,0
2005-11-30,53.05,53.0,45.9989,53.092,49.108,UP,1
2005-12-01,53.52,53.05,46.0307,53.218,49.2552,DOWN,0
2005-12-02,53.48,53.24,46.0644,53.31,49.3822,DOWN,0
2005-12-05,53.09,53.37,46.0972,53.258,49.495,DOWN,0
2005-12-06,52.83,53.34,46.1324,53.194,49.6014,UP,1
2005-12-07,53.2,52.82,46.1684,53.224,49.7088,UP,1
2005-12-08,53.28,53.07,46.2039,53.176,49.8242,DOWN,0
2005-12-09,53.08,53.38,46.2376,53.096,49.9376,DOWN,0
2005-12-12,52.66,53.44,46.2713,53.01,50.03,UP,1
2005-12-13,53.16,52.54,46.3063,53.076,50.1422,DOWN,0
2005-12-14,52.76,52.9,46.3357,52.988,50.2622,DOWN,0
2005-12-15,52.48,52.77,46.3624,52.828,50.3942,DOWN,0
2005-12-16,52.37,52.69,46.3845,52.686,50.5046,DOWN,0
2005-12-19,52.18,51.52,46.4069,52.59,50.6074,UP,1
2005-12-20,52.5,52.15,46.4298,52.458,50.7356,DOWN,0
2005-12-21,52.22,52.68,46.4676,52.35,50.8532,UP,1
2005-12-22,52.62,52.2,46.5137,52.378,50.9828,DOWN,0
2005-12-23,52.18,52.71,46.5558,52.34,51.1006,UP,1
2005-12-27,52.45,52.17,46.5949,52.394,51.219,DOWN,0
2005-12-28,52.36,52.54,46.6357,52.366,51.3466,UP,1
2005-12-29,52.46,52.41,46.6776,52.414,51.4722,DOWN,0
2005-12-30,51.63,52.36,46.7133,52.216,51.5618,UP,1
2006-01-03,51.82,51.71,46.7506,52.144,51.667,DOWN,0
2006-01-04,51.63,51.73,46.7886,51.98,51.7458,DOWN,0
2006-01-05,51.58,52.48,46.827,51.824,51.8142,UP,1
2006-01-06,52.45,51.98,46.8683,51.822,51.895,DOWN,0
2006-01-09,51.55,51.71,46.9065,51.806,51.9562,DOWN,0
2006-01-10,49.28,51.0,46.932,51.298,51.9846,DOWN,0
2006-01-11,48.9,49.9,46.9614,50.752,51.988,DOWN,0
2006-01-12,47.06,49.85,46.977,49.848,51.9504,UP,1
2006-01-13,47.95,47.0,46.9986,48.948,51.9294,UP,1
2006-01-17,50.0,48.9,47.0335,48.638,51.9292,DOWN,0
2006-01-18,49.67,49.64,47.0651,48.716,51.9048,UP,1
2006-01-19,50.27,49.98,47.0994,48.99,51.8922,DOWN,0
2006-01-20,49.34,49.39,47.1316,49.446,51.8636,UP,1
2006-01-23,49.63,49.35,47.1647,49.782,51.8524,UP,1
2006-01-24,50.11,49.649,47.2001,49.804,51.8446,DOWN,0
2006-01-25,49.79,49.65,47.235,49.828,51.8016,UP,1
2006-01-26,50.6,49.02,47.2759,49.894,51.7774,UP,1
2006-01-27,51.07,50.99,47.3213,50.24,51.7656,UP,1
2006-01-30,51.55,51.45,47.3713,50.624,51.7566,DOWN,0
2006-01-31,51.04,51.25,47.4223,50.81,51.7438,UP,1
2006-02-01,51.36,51.065,47.4737,51.124,51.7204,DOWN,0
2006-02-02,51.3,51.338,47.5241,51.264,51.6912,UP,1
2006-02-03,51.84,51.32,47.5806,51.418,51.682,DOWN,0
2006-02-06,51.76,51.64,47.6311,51.46,51.6704,DOWN,0
2006-02-07,51.65,51.793,47.6831,51.582,51.6456,UP,1
2006-02-08,52.47,51.39,47.7387,51.804,51.6346,UP,1
2006-02-09,53.45,52.48,47.7917,52.234,51.6366,DOWN,0
2006-02-10,53.43,53.35,47.841,52.552,51.6422,DOWN,0
2006-02-13,53.38,53.63,47.8925,52.876,51.6488,UP,1
2006-02-14,54.16,53.15,47.9456,53.378,51.6616,UP,1
2006-02-15,54.57,53.26,47.9984,53.798,51.6834,UP,1
2006-02-16,55.0,54.548,48.051,54.108,51.7216,DOWN,0
2006-02-17,54.76,55.0,48.0968,54.374,51.7602,DOWN,0
2006-02-21,54.35,54.76,48.1455,54.568,51.7832,UP,1
2006-02-22,54.72,54.68,48.1958,54.68,51.812,DOWN,0
2006-02-23,54.11,54.72,48.2426,54.588,51.8326,UP,1
2006-02-24,54.31,54.21,48.2937,54.45,51.8656,DOWN,0
2006-02-27,54.31,54.32,48.3459,54.36,51.8886,DOWN,0
2006-02-28,53.09,54.07,48.3932,54.108,51.8952,UP,1
2006-03-01,54.28,53.34,48.4468,54.02,51.9312,UP,1
2006-03-02,54.32,54.0,48.4991,54.062,51.9702,UP,1
2006-03-03,54.43,53.86,48.5531,54.086,52.0152,UP,1
2006-03-06,54.59,54.48,48.6061,54.142,52.057,UP,1
2006-03-07,54.95,54.5,48.6583,54.514,52.1116,DOWN,0
2006-03-08,54.94,54.03,48.716,54.646,52.158,DOWN,0
2006-03-09,54.89,54.94,48.7737,54.76,52.2122,UP,1
2006-03-10,54.9,54.7,48.8284,54.854,52.2612,UP,1
2006-03-13,55.35,54.95,48.8888,55.006,52.321,UP,1
2006-03-14,56.42,55.372,48.952,55.3,52.4002,UP,1
2006-03-15,58.85,56.11,49.0282,56.082,52.5446,UP,1
2006-03-16,59.05,58.86,49.1052,56.914,52.6892,DOWN,0
2006-03-17,58.26,59.35,49.1782,57.586,52.8218,DOWN,0
2006-03-20,57.13,56.91,49.2454,57.942,52.9328,DOWN,0
2006-03-21,56.75,57.25,49.3112,58.008,53.0188,DOWN,0
2006-03-22,56.57,56.5,49.3755,57.552,53.1192,UP,1
2006-03-23,56.64,56.27,49.4385,57.07,53.2664,UP,1
2006-03-24,57.39,56.68,49.5049,56.896,53.4362,DOWN,0
2006-03-27,56.99,57.39,49.5684,56.868,53.6348,DOWN,0
2006-03-28,56.64,56.39,49.6337,56.846,53.8086,UP,1
2006-03-29,57.18,56.85,49.7011,56.968,53.9522,DOWN,0
2006-03-30,57.16,56.76,49.7698,57.072,54.102,UP,1
2006-03-31,57.62,57.45,49.845,57.118,54.249,DOWN,0
2006-04-03,57.51,57.62,49.9196,57.222,54.4124,UP,1
2006-04-04,57.84,57.61,49.9913,57.462,54.5766,UP,1
2006-04-05,57.88,57.7,50.063,57.602,54.732,UP,1
2006-04-06,58.3,57.75,50.1371,57.83,54.9022,DOWN,0
2006-04-07,58.17,58.15,50.2078,57.94,55.0536,UP,1
2006-04-10,58.18,58.27,50.2787,58.074,55.1958,DOWN,0
2006-04-11,57.42,57.89,50.3458,57.99,55.3132,UP,1
2006-04-12,58.09,57.09,50.4185,58.032,55.4542,DOWN,0
2006-04-13,58.05,57.75,50.4871,57.982,55.588,DOWN,0
2006-04-17,57.87,57.9,50.5545,57.922,55.7194,UP,1
2006-04-18,58.68,57.96,50.6267,58.022,55.8562,DOWN,0
2006-04-19,57.51,58.28,50.6933,58.04,55.9712,DOWN,0
2006-04-20,57.44,57.65,50.7598,57.91,56.087,DOWN,0
2006-04-21,57.19,57.7,50.8255,57.738,56.1814,UP,1
2006-04-24,57.45,57.29,50.8971,57.654,56.2614,DOWN,0
2006-04-25,56.25,57.17,50.9592,57.168,56.3178,DOWN,0
2006-04-26,55.14,56.25,51.0134,56.694,56.353,DOWN,0
2006-04-27,55.06,54.7,51.0684,56.218,56.371,UP,1
2006-04-28,55.66,54.83,51.1265,55.912,56.3928,DOWN,0
2006-05-01,54.89,56.15,51.1801,55.4,56.3906,DOWN,0
2006-05-02,54.88,54.94,51.233,55.126,56.393,UP,1
2006-05-03,55.96,55.1,51.2951,55.29,56.4252,DOWN,0
2006-05-04,55.35,55.96,51.3507,55.348,56.4378,DOWN,0
2006-05-05,54.83,55.45,51.4008,55.182,56.4522,DOWN,0
2006-05-08,54.21,55.04,51.45,55.046,56.4502,DOWN,0
2006-05-09,53.82,54.22,51.4954,54.834,56.4404,DOWN,0
2006-05-10,53.55,53.55,51.541,54.352,56.4496,DOWN,0
2006-05-11,53.04,53.7,51.5735,53.89,56.4248,UP,1
2006-05-12,53.61,53.05,51.6093,53.646,56.4106,DOWN,0
2006-05-15,53.56,53.7,51.6431,53.516,56.3932,UP,1
2006-05-16,53.8,53.66,51.6821,53.512,56.3774,DOWN,0
2006-05-17,52.8,53.05,51.714,53.362,56.3344,DOWN,0
2006-05-18,52.23,51.91,51.7422,53.2,56.2802,DOWN,0
2006-05-19,52.23,52.24,51.7677,52.924,56.227,DOWN,0
2006-05-22,51.74,51.81,51.7906,52.56,56.1638,DOWN,0
2006-05-23,51.06,51.49,51.8098,52.012,56.078,UP,1
2006-05-24,52.42,50.77,51.8394,51.936,55.998,DOWN,0
2006-05-25,52.25,52.62,51.8664,51.94,55.866,UP,1
2006-05-26,52.35,52.2,51.893,51.964,55.732,DOWN,0
2006-05-30,51.26,52.0,51.9093,51.868,55.592,UP,1
2006-05-31,51.6,51.23,51.9299,51.976,55.4814,UP,1
2006-06-01,51.72,51.55,51.9484,51.836,55.3808,UP,1
2006-06-02,51.92,51.02,51.9714,51.77,55.2878,DOWN,0
2006-06-05,51.54,51.6,51.99,51.608,55.1858,DOWN,0
2006-06-06,51.0,51.78,52.0055,51.556,55.058,UP,1
2006-06-07,51.55,51.43,52.0235,51.546,54.9492,UP,1
2006-06-08,51.68,51.7,52.0398,51.538,54.85,UP,1
2006-06-09,51.77,51.75,52.0559,51.508,54.7418,DOWN,0
2006-06-12,51.15,51.84,52.0712,51.43,54.6216,DOWN,0
2006-06-13,50.91,51.16,52.0851,51.412,54.4874,UP,1
2006-06-14,51.28,50.9,52.1022,51.358,54.3628,UP,1
2006-06-15,52.2,51.29,52.1233,51.462,54.25,UP,1
2006-06-16,52.41,52.05,52.1457,51.59,54.1406,DOWN,0
2006-06-19,51.7,52.41,52.1631,51.7,54.0086,DOWN,0
2006-06-20,51.5,52.05,52.1797,51.818,53.8752,UP,1
2006-06-21,52.1,51.33,52.2,51.982,53.7536,DOWN,0
2006-06-22,50.47,51.9,52.2105,51.636,53.6146,DOWN,0
2006-06-23,49.94,50.3,52.2177,51.142,53.4516,UP,1
2006-06-26,50.0,50.1,52.2275,50.802,53.2906,DOWN,0
2006-06-27,48.67,49.16,52.2294,50.236,53.1066,DOWN,0
2006-06-28,48.66,48.68,52.232,49.548,52.9062,UP,1
2006-06-29,49.64,48.82,52.2393,49.382,52.7488,UP,1
2006-06-30,50.23,49.64,52.2515,49.44,52.6046,UP,1
2006-07-03,50.32,50.23,52.2637,49.504,52.4672,UP,1
2006-07-05,51.34,51.6,52.2809,50.038,52.345,UP,1
2006-07-06,51.65,51.2,52.302,50.636,52.253,DOWN,0
2006-07-07,51.28,51.76,52.3214,50.964,52.1758,UP,1
2006-07-10,51.55,51.5,52.3484,51.228,52.1056,UP,1
2006-07-11,51.69,51.36,52.3712,51.502,52.0262,DOWN,0
2006-07-12,50.21,51.6,52.385,51.276,51.9326,DOWN,0
2006-07-13,48.88,50.15,52.3918,50.722,51.8126,DOWN,0
2006-07-14,48.77,48.63,52.3965,50.22,51.6688,UP,1
2006-07-17,48.82,48.93,52.4031,49.674,51.5382,UP,1
2006-07-18,48.88,48.77,52.4104,49.112,51.4192,UP,1
2006-07-19,50.65,49.35,52.4235,49.2,51.348,DOWN,0
2006-07-20,49.57,50.65,52.4336,49.338,51.263,DOWN,0
2006-07-21,48.97,49.86,52.4446,49.378,51.1714,UP,1
2006-07-24,50.4,48.91,52.4672,49.694,51.1186,UP,1
2006-07-25,54.32,52.25,52.5046,50.782,51.1328,DOWN,0
2006-07-26,54.16,54.58,52.5402,51.484,51.1448,UP,1
2006-07-27,54.45,54.0,52.582,52.46,51.1578,UP,1
2006-07-28,55.43,54.95,52.6274,53.752,51.2104,UP,1
2006-07-31,56.3,55.14,52.6782,54.932,51.2918,UP,1
2006-08-01,56.42,56.22,52.7289,55.352,51.3756,UP,1
2006-08-02,57.75,56.43,52.785,56.07,51.4958,DOWN,0
2006-08-03,57.33,56.5,52.8417,56.646,51.6212,DOWN,0
2006-08-04,57.23,57.58,52.897,57.006,51.7174,DOWN,0
2006-08-07,56.46,57.23,52.9435,57.038,51.8016,UP,1
2006-08-08,56.78,56.8,52.9946,57.11,51.8902,UP,1
2006-08-09,56.82,56.86,53.0403,56.924,52.0014,UP,1
2006-08-10,56.85,57.0,53.0837,56.828,52.1064,UP,1
2006-08-11,57.08,56.86,53.1271,56.798,52.2136,DOWN,0
2006-08-14,56.96,57.5,53.1694,56.898,52.3144,DOWN,0
2006-08-15,56.75,57.23,53.2139,56.892,52.4186,DOWN,0
2006-08-16,56.75,56.94,53.254,56.878,52.5336,DOWN,0
2006-08-17,56.17,56.8,53.2901,56.742,52.626,DOWN,0
2006-08-18,56.1,56.24,53.3256,56.546,52.7144,UP,1
2006-08-21,56.24,55.9,53.3568,56.402,52.8038,UP,1
2006-08-22,56.6,56.33,53.3853,56.372,52.9128,DOWN,0
2006-08-23,56.13,56.6,53.4115,56.248,53.0172,UP,1
2006-08-24,56.25,56.11,53.4389,56.264,53.1166,DOWN,0
2006-08-25,56.15,56.07,53.4687,56.274,53.1956,DOWN,0
2006-08-28,56.13,56.02,53.4968,56.252,53.27,DOWN,0
2006-08-29,55.81,55.95,53.5161,56.094,53.3522,UP,1
2006-08-30,56.65,55.95,53.5403,56.198,53.4552,DOWN,0
2006-08-31,55.91,56.45,53.5616,56.13,53.5314,UP,1
2006-09-01,56.72,56.57,53.5852,56.244,53.6564,UP,1
2006-09-05,56.9,56.54,53.6113,56.398,53.7956,DOWN,0
2006-09-06,56.03,56.67,53.6288,56.442,53.9162,DOWN,0
2006-09-07,56.01,56.03,53.645,56.314,54.063,UP,1
2006-09-08,56.55,56.91,53.6663,56.442,54.2208,DOWN,0
2006-09-11,56.44,56.55,53.6868,56.386,54.3568,DOWN,0
2006-09-12,56.41,56.69,53.7044,56.288,54.4804,UP,1
2006-09-13,56.99,56.43,53.7242,56.48,54.6138,DOWN,0
2006-09-14,56.74,56.86,53.7412,56.626,54.7218,UP,1
2006-09-15,56.8,56.99,53.7594,56.676,54.8248,DOWN,0
2006-09-18,56.33,56.63,53.7758,56.654,54.9258,UP,1
2006-09-19,56.61,56.55,53.7913,56.694,55.027,DOWN,0
2006-09-20,56.36,56.55,53.8057,56.568,55.1204,UP,1
2006-09-21,56.88,56.65,53.8246,56.596,55.2538,DOWN,0
2006-09-22,56.3,56.98,53.842,56.496,55.4022,UP,1
2006-09-25,57.4,56.55,53.863,56.71,55.5748,UP,1
2006-09-26,57.82,57.5,53.8857,56.952,55.7548,DOWN,0
2006-09-27,57.51,57.76,53.9078,57.182,55.9274,DOWN,0
2006-09-28,57.22,57.62,53.9306,57.25,56.0588,UP,1
2006-09-29,58.03,57.37,53.955,57.596,56.228,DOWN,0
2006-10-02,57.98,57.28,53.9811,57.712,56.4082,UP,1
2006-10-03,58.11,57.8,54.0092,57.77,56.5624,UP,1
2006-10-04,58.32,57.9,54.039,57.932,56.6424,UP,1
2006-10-05,58.92,58.12,54.0727,58.272,56.7376,DOWN,0
2006-10-06,58.65,58.64,54.1034,58.396,56.8216,DOWN,0
2006-10-09,58.1,58.37,54.1328,58.42,56.875,UP,1
2006-10-10,58.39,58.15,54.1617,58.476,56.9168,UP,1
2006-10-11,58.56,58.02,54.1936,58.524,56.9596,DOWN,0
2006-10-12,58.48,58.81,54.2237,58.436,56.9742,DOWN,0
2006-10-13,58.19,58.3,54.2529,58.344,56.9914,UP,1
2006-10-16,58.28,58.01,54.282,58.38,57.0124,UP,1
2006-10-17,58.77,58.1,54.3177,58.456,57.0586,UP,1
2006-10-18,59.03,58.9,54.3537,58.55,57.1036,UP,1
2006-10-19,62.8,59.79,54.4096,59.414,57.2232,UP,1
2006-10-20,63.1,62.9,54.4672,60.396,57.3482,UP,1
2006-10-23,63.94,63.12,54.5246,61.528,57.4854,DOWN,0
2006-10-24,63.42,63.9,54.584,62.458,57.6146,DOWN,0
2006-10-25,63.01,63.29,54.6526,63.254,57.7398,UP,1
2006-10-26,63.36,62.81,54.7249,63.366,57.872,DOWN,0
2006-10-27,63.26,63.1,54.8059,63.398,58.0138,UP,1
2006-10-30,63.75,63.25,54.8849,63.36,58.1668,UP,1
2006-10-31,64.17,64.09,54.9558,63.51,58.3254,DOWN,0
2006-11-01,64.0,64.2,55.0274,63.708,58.4734,UP,1
2006-11-02,64.64,63.67,55.0993,63.964,58.6436,DOWN,0
2006-11-03,64.33,64.68,55.1742,64.178,58.8052,UP,1
2006-11-06,65.49,64.33,55.2535,64.526,58.992,DOWN,0
2006-11-07,64.67,65.2,55.3263,64.626,59.1628,UP,1
2006-11-08,64.92,64.32,55.402,64.81,59.345,DOWN,0
2006-11-09,64.25,65.1,55.4702,64.732,59.497,DOWN,0
2006-11-10,64.2,64.02,55.5359,64.706,59.6628,UP,1
2006-11-13,64.29,63.93,55.5996,64.466,59.8142,UP,1
2006-11-14,65.17,64.23,55.6702,64.566,59.9796,DOWN,0
2006-11-15,65.0,64.92,55.7384,64.582,60.159,UP,1
2006-11-16,65.26,64.92,55.8082,64.784,60.344,UP,1
2006-11-17,65.34,65.07,55.8757,65.012,60.5198,DOWN,0
2006-11-20,65.22,66.2,55.943,65.198,60.6954,UP,1
2006-11-21,66.0,65.02,56.0148,65.364,60.8872,UP,1
2006-11-22,66.11,65.8,56.083,65.586,61.0696,DOWN,0
2006-11-24,65.53,65.6,56.1434,65.64,61.2454,UP,1
2006-11-27,65.6,65.33,56.2042,65.692,61.4214,UP,1
2006-11-28,65.92,65.3,56.2669,65.832,61.6132,UP,1
2006-11-29,67.22,66.25,56.3322,66.076,61.8254,DOWN,0
2006-11-30,66.65,67.05,56.3926,66.184,62.0312,DOWN,0
2006-12-01,66.41,67.0,56.4497,66.36,62.2218,UP,1
2006-12-04,67.14,66.65,56.5116,66.668,62.4386,DOWN,0
2006-12-05,67.09,67.13,56.5753,66.902,62.6324,DOWN,0
2006-12-06,67.02,67.1,56.6368,66.862,62.8164,DOWN,0
2006-12-07,66.55,66.96,56.699,66.842,62.9972,UP,1
2006-12-08,66.6,66.5,56.7604,66.88,63.1848,DOWN,0
2006-12-11,66.34,66.34,56.8206,66.72,63.351,UP,1
2006-12-12,68.0,66.35,56.8951,66.902,63.5514,UP,1
2006-12-13,68.42,68.0,56.9658,67.182,63.7576,UP,1
2006-12-14,68.92,68.49,57.0388,67.656,63.9696,UP,1
2006-12-15,69.0,68.92,57.1117,68.136,64.1712,UP,1
2006-12-18,69.1,68.89,57.1842,68.688,64.3802,DOWN,0
2006-12-19,68.83,68.64,57.2536,68.854,64.5948,DOWN,0
2006-12-20,68.29,68.99,57.3204,68.828,64.7928,DOWN,0
2006-12-21,67.97,68.44,57.3858,68.638,64.981,UP,1
2006-12-22,68.23,68.14,57.4524,68.484,65.176,DOWN,0
2006-12-26,68.13,68.06,57.5163,68.29,65.3748,UP,1
2006-12-27,68.87,68.55,57.5786,68.298,65.5866,DOWN,0
2006-12-28,68.45,68.63,57.6266,68.33,65.7802,DOWN,0
2006-12-29,68.02,68.28,57.6714,68.34,65.96,DOWN,0
2007-01-03,67.09,68.06,57.7156,68.112,66.0458,DOWN,0
2007-01-04,66.78,67.14,57.7638,67.842,66.1194,UP,1
2007-01-05,66.81,66.5,57.8141,67.43,66.1768,DOWN,0
2007-01-08,66.6,66.61,57.8643,67.06,66.2404,UP,1
2007-01-09,66.88,66.73,57.9155,66.832,66.3178,UP,1
2007-01-10,67.77,66.89,57.9674,66.968,66.406,UP,1
2007-01-11,69.22,67.99,58.0286,67.456,66.5252,DOWN,0
2007-01-12,67.89,68.84,58.0848,67.672,66.608,UP,1
2007-01-16,68.77,68.09,58.1428,68.106,66.7,DOWN,0
2007-01-17,68.74,68.91,58.2007,68.478,66.7948,UP,1
2007-01-18,69.44,69.23,58.2598,68.812,66.8908,DOWN,0
2007-01-19,69.12,69.45,58.3178,68.792,66.9866,DOWN,0
2007-01-22,68.32,68.86,58.3702,68.878,67.0432,DOWN,0
2007-01-23,67.78,68.12,58.4197,68.68,67.1054,UP,1
2007-01-24,68.4,67.8,58.4702,68.612,67.175,DOWN,0
2007-01-25,66.36,68.38,58.5112,67.996,67.2172,UP,1
2007-01-26,66.83,68.0,58.5544,67.538,67.2698,DOWN,0
2007-01-29,66.71,67.08,58.6009,67.216,67.3182,DOWN,0
2007-01-30,66.19,66.89,58.6414,66.898,67.3386,UP,1
2007-01-31,67.08,66.31,58.6865,66.634,67.3802,UP,1
2007-02-01,67.89,67.17,58.7366,66.94,67.4328,DOWN,0
2007-02-02,67.3,67.67,58.7797,67.034,67.472,UP,1
2007-02-05,67.74,67.39,58.8308,67.24,67.5224,UP,1
2007-02-06,68.17,67.68,58.8845,67.636,67.5658,UP,1
2007-02-07,68.74,68.04,58.9422,67.968,67.6184,UP,1
2007-02-08,69.74,68.74,59.0037,68.338,67.7026,DOWN,0
2007-02-09,68.37,69.62,59.0643,68.552,67.758,DOWN,0
2007-02-12,67.2,68.38,59.1246,68.444,67.7836,UP,1
2007-02-13,67.59,67.2,59.1872,68.328,67.791,UP,1
2007-02-14,68.07,67.58,59.2493,68.194,67.8194,DOWN,0
2007-02-15,67.69,68.26,59.3133,67.784,67.845,UP,1
2007-02-16,68.58,67.66,59.3818,67.826,67.8738,UP,1
2007-02-20,68.61,68.16,59.4451,68.108,67.9042,UP,1
2007-02-21,68.65,68.36,59.5116,68.32,67.9368,DOWN,0
2007-02-22,67.85,68.14,59.5767,68.276,67.9628,DOWN,0
2007-02-23,66.78,67.62,59.6395,68.094,67.9664,DOWN,0
2007-02-26,65.45,66.2,59.6977,67.468,67.9486,DOWN,0
2007-02-27,63.89,64.63,59.7494,66.524,67.8664,UP,1
2007-02-28,64.56,63.75,59.807,65.706,67.7892,UP,1
2007-03-01,64.74,63.4,59.8626,65.084,67.7056,DOWN,0
2007-03-02,64.15,64.71,59.9156,64.558,67.6086,DOWN,0
2007-03-05,63.58,63.62,59.9645,64.184,67.4982,UP,1
2007-03-06,64.37,63.79,60.0223,64.28,67.409,DOWN,0
2007-03-07,63.98,64.47,60.0811,64.164,67.3228,UP,1
2007-03-08,64.38,64.3,60.1418,64.092,67.251,UP,1
2007-03-09,64.79,64.93,60.2071,64.22,67.1822,DOWN,0
2007-03-12,64.04,64.48,60.272,64.312,67.1004,DOWN,0
2007-03-13,61.86,64.2,60.3192,63.81,66.9602,UP,1
2007-03-14,62.17,62.08,60.3688,63.448,66.8346,UP,1
2007-03-15,62.93,62.18,60.4217,63.158,66.7328,DOWN,0
2007-03-16,62.92,63.22,60.48,62.784,66.6494,UP,1
2007-03-19,63.43,63.17,60.5391,62.662,66.5824,UP,1
2007-03-20,64.36,63.6,60.6023,63.162,66.5334,UP,1
2007-03-21,65.37,64.41,60.6696,63.802,66.5088,DOWN,0
2007-03-22,65.24,65.31,60.7381,64.264,66.476,UP,1
2007-03-23,66.0,65.24,60.8131,64.88,66.4406,DOWN,0
2007-03-26,63.59,65.5,60.8733,64.912,66.328,DOWN,0
2007-03-27,63.33,63.34,60.9315,64.706,66.2368,DOWN,0
2007-03-28,63.29,63.22,60.9891,64.29,66.1272,DOWN,0
2007-03-29,62.64,63.83,61.0466,63.77,66.0052,UP,1
2007-03-30,62.88,62.56,61.1064,63.146,65.874,DOWN,0
2007-04-02,62.34,62.94,61.1617,62.896,65.7384,DOWN,0
2007-04-03,62.28,62.65,61.2121,62.686,65.6176,DOWN,0
2007-04-04,61.74,62.35,61.2588,62.376,65.4968,DOWN,0
2007-04-05,61.68,61.52,61.3087,62.184,65.3624,UP,1
2007-04-09,61.97,61.68,61.361,62.002,65.2746,DOWN,0
2007-04-10,61.22,61.97,61.4066,61.778,65.1624,DOWN,0
2007-04-11,60.91,61.25,61.4588,61.504,65.0464,UP,1
2007-04-12,61.13,60.92,61.5148,61.382,64.9452,UP,1
2007-04-13,61.38,61.98,61.5717,61.322,64.8312,UP,1
2007-04-16,62.26,61.61,61.6396,61.38,64.7186,UP,1
2007-04-17,64.05,62.44,61.7166,61.946,64.6536,DOWN,0
2007-04-18,64.02,63.57,61.7885,62.568,64.5792,DOWN,0
2007-04-19,63.6,64.74,61.8553,63.062,64.4878,UP,1
2007-04-20,64.16,64.25,61.9245,63.618,64.3962,DOWN,0
2007-04-23,63.54,64.28,61.9855,63.874,64.2722,UP,1
2007-04-24,66.23,65.56,62.0584,64.31,64.2294,UP,1
2007-04-25,66.43,66.33,62.1342,64.792,64.214,UP,1
2007-04-26,66.71,66.69,62.21,65.414,64.1964,DOWN,0
2007-04-27,66.25,66.4,62.2828,65.832,64.16,DOWN,0
2007-04-30,65.53,66.5,62.3594,66.23,64.1168,UP,1
2007-05-01,65.9,65.7,62.4445,66.164,64.0632,UP,1
2007-05-02,66.03,65.9,62.5308,66.084,64.0116,UP,1
2007-05-03,66.55,66.4,62.6194,66.052,63.9696,UP,1
2007-05-04,67.67,67.01,62.7134,66.336,63.966,UP,1
2007-05-07,67.96,68.04,62.7999,66.822,63.9896,UP,1
2007-05-08,68.85,67.5,62.8963,67.412,64.0576,UP,1
2007-05-09,68.97,68.83,62.9963,68.0,64.1592,DOWN,0
2007-05-10,68.62,68.72,63.0874,68.414,64.2404,UP,1
2007-05-11,69.85,68.84,63.1651,68.85,64.3426,UP,1
2007-05-14,70.0,69.58,63.2443,69.258,64.4596,DOWN,0
2007-05-15,69.5,70.25,63.3195,69.388,64.578,UP,1
2007-05-16,70.46,69.96,63.3947,69.686,64.6998,DOWN,0
2007-05-17,70.13,70.46,63.4638,69.988,64.8228,DOWN,0
2007-05-18,70.02,70.23,63.5318,70.022,64.9356,DOWN,0
2007-05-21,69.65,69.76,63.5913,69.952,65.0328,UP,1
2007-05-22,69.68,69.38,63.6531,69.988,65.1456,UP,1
2007-05-23,70.61,70.0,63.72,70.018,65.3206,DOWN,0
2007-05-24,70.01,70.84,63.7877,69.994,65.4774,UP,1
2007-05-25,70.19,70.34,63.8548,70.028,65.6226,UP,1
2007-05-29,70.24,70.2,63.9219,70.146,65.769,UP,1
2007-05-30,70.9,70.07,63.9921,70.39,65.9184,DOWN,0
2007-05-31,70.31,71.0,64.0583,70.33,66.0374,UP,1
2007-06-01,70.39,70.32,64.1254,70.406,66.1378,UP,1
2007-06-04,71.96,70.11,64.2015,70.76,66.2722,DOWN,0
2007-06-05,71.65,71.57,64.276,71.042,66.3852,DOWN,0
2007-06-06,71.25,71.69,64.3514,71.112,66.5384,DOWN,0
2007-06-07,69.91,72.0,64.4204,71.032,66.67,DOWN,0
2007-06-08,69.45,69.49,64.4865,70.844,66.7932,UP,1
2007-06-11,70.02,69.45,64.5536,70.456,66.9408,DOWN,0
2007-06-12,68.1,69.61,64.6134,69.746,67.0452,UP,1
2007-06-13,68.74,68.12,64.6759,69.244,67.1732,UP,1
