ticker,A US Equity,A US Equity,A US Equity,A US Equity,A US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2003-06-27,13.1722,12.9027,12.8636,11.7186,10.479,DOWN,0
2003-06-30,13.1722,13.1385,12.9526,11.7807,10.4934,UP,1
2003-07-01,13.4148,13.1116,13.1089,11.8431,10.51,UP,1
2003-07-02,13.6775,13.4417,13.2948,11.9075,10.5293,DOWN,0
2003-07-03,13.4687,13.5967,13.3811,11.9582,10.5469,UP,1
2003-07-07,14.3446,13.5697,13.6156,12.0308,10.5689,UP,1
2003-07-08,14.6073,14.3446,13.9026,12.1125,10.5945,UP,1
2003-07-09,14.668,14.5939,14.1532,12.1901,10.6208,DOWN,0
2003-07-10,14.1896,14.4052,14.2556,12.2568,10.6468,UP,1
2003-07-11,14.6208,14.2503,14.4861,12.3334,10.6754,UP,1
2003-07-14,14.924,14.7893,14.602,12.4137,10.7026,UP,1
2003-07-15,14.9779,15.0251,14.6761,12.4943,10.7311,DOWN,0
2003-07-16,14.7825,15.0116,14.699,12.5743,10.7609,DOWN,0
2003-07-17,14.2166,14.6208,14.7044,12.6421,10.788,UP,1
2003-07-18,14.3109,14.2839,14.6424,12.7128,10.8156,DOWN,0
2003-07-21,13.819,14.1492,14.4214,12.7733,10.8426,UP,1
2003-07-22,14.4726,14.0144,14.3203,12.8427,10.8735,UP,1
2003-07-23,14.5871,14.5063,14.2812,12.9148,10.9067,DOWN,0
2003-07-24,14.5669,14.6276,14.3513,12.9873,10.9407,UP,1
2003-07-25,14.641,14.5871,14.4173,13.0606,10.9727,UP,1
2003-07-28,14.8027,14.5871,14.6141,13.1315,11.01,DOWN,0
2003-07-29,14.7825,14.8162,14.6761,13.2047,11.0474,DOWN,0
2003-07-30,14.5198,14.7825,14.6626,13.2861,11.0833,UP,1
2003-07-31,14.641,14.6208,14.6774,13.3628,11.1194,DOWN,0
2003-08-01,14.5198,14.641,14.6532,13.4396,11.152,UP,1
2003-08-04,14.5265,14.4995,14.5979,13.5123,11.1867,DOWN,0
2003-08-05,14.0346,14.4591,14.4483,13.5739,11.2161,DOWN,0
2003-08-06,13.8662,13.9875,14.3176,13.6201,11.2447,UP,1
2003-08-07,13.9268,13.7988,14.1748,13.6608,11.2721,UP,1
2003-08-08,13.9403,13.9673,14.0589,13.7019,11.3004,UP,1
2003-08-11,14.1627,14.0077,13.9861,13.7409,11.3308,UP,1
2003-08-12,14.3176,14.1829,14.0427,13.7748,11.3584,UP,1
2003-08-13,14.4793,14.3513,14.1654,13.8077,11.3872,UP,1
2003-08-14,14.6613,14.4524,14.3122,13.8326,11.415,UP,1
2003-08-15,14.6747,14.5939,14.4591,13.8613,11.4455,UP,1
2003-08-18,15.1329,14.6747,14.6532,13.9038,11.4744,UP,1
2003-08-19,16.3659,15.6719,15.0628,13.9779,11.5099,UP,1
2003-08-20,16.4265,16.1166,15.4523,14.0531,11.5429,UP,1
2003-08-21,16.7702,16.4602,15.874,14.134,11.5762,DOWN,0
2003-08-22,16.3794,16.8712,16.215,14.2077,11.6073,DOWN,0
2003-08-25,16.2446,16.2918,16.4373,14.2776,11.6381,DOWN,0
2003-08-26,16.1705,16.0829,16.3982,14.3417,11.6711,UP,1
2003-08-27,16.5074,16.1368,16.4144,14.4126,11.7063,DOWN,0
2003-08-28,16.3659,16.5006,16.3335,14.4764,11.7425,UP,1
2003-08-29,16.3861,16.2716,16.3349,14.5446,11.7779,UP,1
2003-09-02,16.6219,16.44,16.4104,14.6202,11.8159,DOWN,0
2003-09-03,16.5074,16.5748,16.4777,14.6957,11.8514,UP,1
2003-09-04,16.9453,16.5074,16.5653,14.782,11.8896,UP,1
2003-09-05,17.1812,16.9453,16.7284,14.8707,11.9297,UP,1
2003-09-08,17.8078,17.134,17.0127,14.9661,11.9628,DOWN,0
2003-09-09,17.4372,17.7202,17.1758,15.0514,11.9927,DOWN,0
2003-09-10,16.5006,17.1138,17.1744,15.1179,12.0137,UP,1
2003-09-11,16.8712,16.5545,17.1596,15.1871,12.0366,DOWN,0
2003-09-12,16.8241,16.8712,17.0882,15.25,12.0549,DOWN,0
2003-09-15,16.5074,16.7095,16.8281,15.3108,12.0743,UP,1
2003-09-16,16.6219,16.3861,16.665,15.3563,12.0914,DOWN,0
2003-09-17,16.5748,16.6421,16.6799,15.3957,12.1089,DOWN,0
2003-09-18,16.5478,16.4063,16.6152,15.4333,12.1266,UP,1
2003-09-19,16.8712,16.5748,16.6246,15.4869,12.1501,DOWN,0
2003-09-22,16.4602,16.5411,16.6152,15.5237,12.1748,UP,1
2003-09-23,16.6084,16.3794,16.6125,15.5574,12.2007,DOWN,0
2003-09-24,15.5439,16.6084,16.4063,15.5687,12.2219,DOWN,0
2003-09-25,15.3754,15.6113,16.1718,15.5805,12.2435,DOWN,0
2003-09-26,15.079,15.2946,15.8134,15.5978,12.2611,UP,1
2003-09-29,15.2676,15.1329,15.5749,15.6169,12.2791,DOWN,0
2003-09-30,14.8971,15.1733,15.2326,15.6385,12.2957,UP,1
2003-10-01,14.9914,14.924,15.1221,15.6489,12.3127,DOWN,0
2003-10-02,14.8162,14.8903,15.0103,15.6534,12.3274,UP,1
2003-10-03,15.4967,15.5641,15.0938,15.672,12.3463,UP,1
2003-10-06,15.5169,15.4967,15.1437,15.6896,12.3671,UP,1
2003-10-07,15.7864,15.4293,15.3215,15.7092,12.3896,DOWN,0
2003-10-08,15.773,15.9549,15.4779,15.729,12.4078,UP,1
2003-10-09,15.9212,15.773,15.6989,15.7571,12.425,UP,1
2003-10-10,15.9684,15.8606,15.7932,15.7836,12.4434,UP,1
2003-10-13,16.0896,16.0357,15.9077,15.815,12.4622,UP,1
2003-10-14,16.2177,16.0357,15.994,15.8488,12.482,UP,1
2003-10-15,16.3322,16.4198,16.1058,15.8948,12.503,UP,1
2003-10-16,16.3861,16.3053,16.1988,15.9452,12.5244,DOWN,0
2003-10-17,16.157,16.3659,16.2365,15.9898,12.5407,DOWN,0
2003-10-20,16.056,16.1031,16.2298,16.0321,12.5568,UP,1
2003-10-21,16.184,16.0155,16.2231,16.0725,12.5705,DOWN,0
2003-10-22,15.8201,16.0357,16.1206,16.1026,12.5829,DOWN,0
2003-10-23,15.4765,15.8201,15.9387,16.1225,12.5969,UP,1
2003-10-24,15.5439,15.4765,15.8161,16.1402,12.6087,DOWN,0
2003-10-27,15.4091,15.5776,15.6867,16.1549,12.6187,UP,1
2003-10-28,16.1705,15.4967,15.684,16.1756,12.6335,UP,1
2003-10-29,16.2311,16.1638,15.7662,16.1729,12.6476,UP,1
2003-10-30,16.7163,16.3389,16.0142,16.1787,12.6675,UP,1
2003-10-31,16.7904,16.8106,16.2635,16.1791,12.6886,UP,1
2003-11-03,17.0397,16.8375,16.5896,16.1923,12.7129,UP,1
2003-11-04,17.1138,17.0397,16.7782,16.2097,12.7389,UP,1
2003-11-05,17.2485,17.0127,16.9817,16.2313,12.7665,UP,1
2003-11-06,17.7,17.2485,17.1785,16.2551,12.7965,UP,1
2003-11-07,18.0705,17.7,17.4345,16.2892,12.8305,DOWN,0
2003-11-10,17.4304,17.9897,17.5126,16.3101,12.863,UP,1
2003-11-11,17.4978,17.3159,17.5895,16.3276,12.8939,UP,1
2003-11-12,18.1042,17.4372,17.7606,16.3596,12.927,DOWN,0
2003-11-13,17.8549,18.1581,17.7916,16.3777,12.9619,UP,1
2003-11-14,17.929,17.8549,17.7633,16.3927,12.9961,UP,1
2003-11-17,18.0234,17.929,17.8819,16.397,13.0306,UP,1
2003-11-18,18.7106,19.472,18.1244,16.4225,13.0693,DOWN,0
2003-11-19,18.6634,18.6163,18.2363,16.4657,13.1076,DOWN,0
2003-11-20,18.3535,18.495,18.336,16.4954,13.1581,DOWN,0
2003-11-21,18.3198,18.3535,18.4142,16.5253,13.2111,UP,1
2003-11-24,18.6634,18.3535,18.5422,16.5684,13.2649,UP,1
2003-11-25,18.7174,18.6634,18.5435,16.6103,13.3179,UP,1
2003-11-26,18.8858,18.7376,18.588,16.6566,13.3704,UP,1
2003-11-28,19.0542,18.7982,18.7281,16.7067,13.4238,DOWN,0
2003-12-01,19.0542,19.162,18.875,16.7503,13.477,DOWN,0
2003-12-02,18.7308,19.0542,18.8885,16.7958,13.5278,UP,1
2003-12-03,19.0677,18.7308,18.9586,16.8449,13.581,DOWN,0
2003-12-04,18.8588,19.034,18.9532,16.9112,13.6328,DOWN,0
2003-12-05,18.1379,18.6298,18.7699,16.9665,13.6782,UP,1
2003-12-08,18.5017,18.1446,18.6594,17.0349,13.7269,DOWN,0
2003-12-09,18.0975,18.6702,18.5327,17.0915,13.773,DOWN,0
2003-12-10,17.8751,18.0301,18.2942,17.1511,13.8193,UP,1
2003-12-11,18.3872,17.9425,18.1999,17.219,13.8671,DOWN,0
2003-12-12,18.3603,18.4276,18.2444,17.2899,13.9144,DOWN,0
2003-12-15,18.2659,18.4883,18.1972,17.3453,13.9619,UP,1
2003-12-16,18.5017,18.1581,18.2781,17.405,14.0111,DOWN,0
2003-12-17,18.3131,18.5354,18.3656,17.4555,14.0588,UP,1
2003-12-18,18.7443,18.1918,18.4371,17.5149,14.1085,UP,1
2003-12-19,18.8588,19.0138,18.5368,17.5737,14.1577,UP,1
2003-12-22,19.1149,18.8656,18.7066,17.6366,14.2097,DOWN,0
2003-12-23,19.0475,19.0003,18.8157,17.6958,14.2626,DOWN,0
2003-12-24,18.9127,18.9599,18.9357,17.7497,14.3154,DOWN,0
2003-12-26,18.8319,18.8521,18.9532,17.7997,14.3656,UP,1
2003-12-29,19.2631,18.8521,19.034,17.8572,14.4168,UP,1
2003-12-30,19.3372,19.2362,19.0785,17.9208,14.4662,UP,1
2003-12-31,19.7011,19.3035,19.2092,17.9937,14.5148,DOWN,0
2004-01-02,19.4046,19.7078,19.3076,18.0581,14.5624,UP,1
2004-01-05,19.9099,19.8762,19.5232,18.1399,14.612,UP,1
2004-01-06,20.5365,19.9099,19.7779,18.2411,14.6649,UP,1
2004-01-07,20.7993,20.55,20.0703,18.3462,14.7208,UP,1
2004-01-08,21.7493,20.8128,20.4799,18.473,14.7817,DOWN,0
2004-01-09,21.5944,21.628,20.9179,18.5815,14.8424,UP,1
2004-01-12,21.8302,21.5944,21.3019,18.6935,14.9039,DOWN,0
2004-01-13,21.7224,21.8639,21.5391,18.7936,14.9656,DOWN,0
2004-01-14,21.655,21.7291,21.7102,18.8909,15.0296,UP,1
2004-01-15,22.1738,21.7291,21.7951,18.9936,15.095,UP,1
2004-01-16,23.0766,22.1805,22.0916,19.1129,15.162,DOWN,0
2004-01-20,22.9149,23.0766,22.3085,19.2262,15.2281,UP,1
2004-01-21,23.427,22.9756,22.6495,19.3407,15.2968,DOWN,0
2004-01-22,22.8947,23.427,22.8974,19.4372,15.3632,DOWN,0
2004-01-23,22.5309,22.9015,22.9688,19.5392,15.4276,UP,1
2004-01-26,22.8476,22.3018,22.923,19.6462,15.4956,UP,1
2004-01-27,24.3231,25.1653,23.2047,19.7706,15.5698,DOWN,0
2004-01-28,24.2221,24.4781,23.3637,19.8979,15.6437,DOWN,0
2004-01-29,24.0199,24.2962,23.5887,20.0197,15.7163,UP,1
2004-01-30,24.8352,24.0065,24.0496,20.156,15.7927,DOWN,0
2004-02-02,24.5387,24.8958,24.3878,20.2725,15.8663,UP,1
2004-02-03,24.5792,24.2894,24.439,20.3909,15.9388,DOWN,0
2004-02-04,23.7841,24.4579,24.3514,20.4995,16.0063,DOWN,0
2004-02-05,23.7369,23.7706,24.2948,20.6078,16.0727,UP,1
2004-02-06,24.8285,23.71,24.2935,20.7311,16.1421,UP,1
2004-02-09,24.9969,24.8554,24.3851,20.8567,16.2136,UP,1
2004-02-10,25.1788,24.8621,24.505,20.9826,16.2868,UP,1
2004-02-11,25.199,25.1316,24.788,21.1055,16.3589,DOWN,0
2004-02-12,24.8756,25.0306,25.0158,21.2219,16.429,UP,1
2004-02-13,24.9834,24.916,25.0468,21.3469,16.4999,UP,1
2004-02-17,25.2597,24.9834,25.0993,21.4708,16.5717,DOWN,0
2004-02-18,24.2423,24.2557,24.912,21.5785,16.6382,UP,1
2004-02-19,24.3164,24.5253,24.7355,21.702,16.7058,DOWN,0
2004-02-20,23.6157,24.3164,24.4835,21.8043,16.7698,DOWN,0
2004-02-23,22.7195,23.5281,24.0307,21.8967,16.8295,UP,1
2004-02-24,22.7398,22.5713,23.5267,21.994,16.8892,UP,1
2004-02-25,22.8745,22.4366,23.2532,22.0838,16.9486,UP,1
2004-02-26,23.043,22.8745,22.9985,22.1774,17.0089,DOWN,0
2004-02-27,23.0362,23.043,22.8826,22.2728,17.0694,UP,1
2004-03-01,23.1305,23.0025,22.9648,22.3654,17.1301,DOWN,0
2004-03-02,23.0632,23.1305,23.0295,22.4604,17.1892,DOWN,0
2004-03-03,22.888,23.0632,23.0322,22.5433,17.248,DOWN,0
2004-03-04,22.8745,22.9149,22.9985,22.6236,17.3101,UP,1
2004-03-05,23.454,22.7398,23.082,22.7104,17.3733,DOWN,0
2004-03-08,22.6522,23.4472,22.9864,22.7825,17.4332,DOWN,0
2004-03-09,22.1199,23.1508,22.7977,22.8466,17.4894,DOWN,0
2004-03-10,21.2642,22.2344,22.4729,22.8953,17.5409,DOWN,0
2004-03-11,20.3479,21.1564,21.9676,22.917,17.5849,UP,1
2004-03-12,21.3248,20.3479,21.5418,22.9567,17.632,DOWN,0
2004-03-15,20.395,21.2979,21.0904,22.9706,17.6746,DOWN,0
2004-03-16,20.3411,20.3816,20.7346,22.9893,17.7152,UP,1
2004-03-17,21.3114,20.4153,20.7441,23.0174,17.7587,DOWN,0
2004-03-18,20.6174,21.0216,20.798,23.019,17.7976,DOWN,0
2004-03-19,20.5837,20.8195,20.6497,23.0147,17.8334,DOWN,0
2004-03-22,20.3209,20.4489,20.6349,22.9861,17.8688,DOWN,0
2004-03-23,19.472,20.3479,20.4611,22.9436,17.9011,UP,1
2004-03-24,19.7213,19.4989,20.143,22.9015,17.9364,UP,1
2004-03-25,20.6848,20.011,20.1565,22.8807,17.9765,UP,1
2004-03-26,20.7454,20.5567,20.1889,22.8625,18.0166,UP,1
2004-03-29,21.0688,20.8869,20.3384,22.8404,18.0585,UP,1
2004-03-30,21.1968,21.089,20.6834,22.8028,18.1007,UP,1
2004-03-31,21.3114,21.2238,21.0014,22.7708,18.1425,UP,1
2004-04-01,21.3181,21.3114,21.1281,22.7286,18.1843,UP,1
2004-04-02,21.7763,21.5944,21.3343,22.7062,18.2272,UP,1
2004-04-05,21.8571,21.7156,21.4919,22.6927,18.2717,UP,1
2004-04-06,21.938,21.628,21.6402,22.6745,18.3171,DOWN,0
2004-04-07,21.4663,21.6954,21.6712,22.6174,18.3608,DOWN,0
2004-04-08,21.4461,21.527,21.6968,22.5619,18.4049,UP,1
2004-04-12,21.4731,21.4461,21.6361,22.5109,18.4485,DOWN,0
2004-04-13,20.8936,21.4933,21.4434,22.4321,18.4878,DOWN,0
2004-04-14,20.7252,20.7252,21.2009,22.3558,18.5256,DOWN,0
2004-04-15,20.1457,20.8195,20.9368,22.2672,18.5604,UP,1
2004-04-16,20.3007,20.7521,20.7077,22.1975,18.5949,UP,1
2004-04-19,20.4826,20.2468,20.5096,22.1324,18.6289,DOWN,0
2004-04-20,19.3642,20.5837,20.2037,22.0231,18.6584,UP,1
2004-04-21,19.5663,19.573,19.9719,21.9145,18.6845,UP,1
2004-04-22,19.7886,19.5394,19.9005,21.8067,18.7104,UP,1
2004-04-23,19.8762,19.7213,19.8156,21.7003,18.7364,DOWN,0
2004-04-26,19.6,19.8762,19.6391,21.5948,18.7635,DOWN,0
2004-04-27,19.4113,19.6067,19.6485,21.4833,18.7874,DOWN,0
2004-04-28,19.0677,19.2698,19.5488,21.3595,18.8081,DOWN,0
2004-04-29,18.7308,18.9666,19.3372,21.2492,18.8269,DOWN,0
2004-04-30,18.1985,18.7645,19.0017,21.1269,18.844,UP,1
2004-05-03,18.367,18.2255,18.7551,21.0219,18.8647,DOWN,0
2004-05-04,18.0099,18.495,18.4748,20.9277,18.8832,UP,1
2004-05-05,18.0638,18.0032,18.274,20.8342,18.9045,DOWN,0
2004-05-06,17.7471,17.9223,18.0773,20.7317,18.9208,DOWN,0
2004-05-07,17.7269,17.6528,17.9829,20.6253,18.9365,DOWN,0
2004-05-10,17.1205,17.417,17.7336,20.507,18.9493,UP,1
2004-05-11,17.6528,17.3159,17.6622,20.3975,18.9644,DOWN,0
2004-05-12,17.6258,17.6595,17.5746,20.2887,18.9785,DOWN,0
2004-05-13,17.5315,17.3496,17.5315,20.1816,18.9922,DOWN,0
2004-05-14,17.2418,17.5315,17.4345,20.0689,19.0058,DOWN,0
2004-05-17,17.1946,17.1475,17.4493,19.9437,19.0186,DOWN,0
2004-05-18,17.1138,17.6528,17.3415,19.833,19.0316,DOWN,0
2004-05-19,16.9858,17.3159,17.2135,19.7303,19.0439,DOWN,0
2004-05-20,16.3726,16.9116,16.9817,19.6325,19.0555,UP,1
2004-05-21,16.4265,16.4467,16.8187,19.554,19.0684,DOWN,0
2004-05-24,16.4063,16.5209,16.661,19.4557,19.0807,UP,1
2004-05-25,16.6623,16.44,16.5707,19.381,19.0944,UP,1
2004-05-26,16.8173,16.7432,16.537,19.3105,19.1076,UP,1
2004-05-27,17.1205,16.8982,16.6866,19.2267,19.1216,UP,1
2004-05-28,17.3159,17.1205,16.8645,19.1607,19.1358,UP,1
2004-06-01,17.3833,17.1475,17.0599,19.0967,19.1494,DOWN,0
2004-06-02,17.1138,17.39,17.1502,19.0325,19.1616,DOWN,0
2004-06-03,16.878,17.0464,17.1623,18.9807,19.1704,UP,1
2004-06-04,16.9925,17.0464,17.1367,18.9261,19.1735,UP,1
2004-06-07,17.8617,17.1475,17.2458,18.8696,19.1807,UP,1
2004-06-08,17.8953,17.8819,17.3482,18.8126,19.1863,DOWN,0
2004-06-09,17.6528,17.8953,17.4561,18.7443,19.1927,UP,1
2004-06-10,17.7202,17.6191,17.6245,18.6748,19.2,DOWN,0
2004-06-14,17.39,17.6865,17.704,18.5963,19.2061,UP,1
2004-06-15,17.545,17.4843,17.6407,18.5209,19.2113,UP,1
2004-06-16,17.5652,17.5922,17.5746,18.4367,19.2173,DOWN,0
2004-06-17,17.2283,17.4304,17.4897,18.3441,19.2215,UP,1
2004-06-18,17.4439,17.2283,17.4345,18.2542,19.2256,DOWN,0
2004-06-21,17.2351,17.4439,17.4035,18.1696,19.2293,UP,1
2004-06-22,17.6056,17.2014,17.4156,18.0928,19.2326,UP,1
2004-06-23,18.2188,17.6528,17.5463,18.0277,19.2378,UP,1
2004-06-24,18.4883,18.5152,17.7983,17.9796,19.2412,UP,1
2004-06-25,19.883,18.4883,18.2861,17.9627,19.2534,DOWN,0
2004-06-28,19.5057,19.883,18.7403,17.9499,19.2684,UP,1
2004-06-29,19.9571,19.4315,19.2106,17.9431,19.2839,DOWN,0
2004-06-30,19.728,19.9436,19.5124,17.928,19.2984,DOWN,0
2004-07-01,19.2968,19.6202,19.6741,17.9266,19.3123,DOWN,0
2004-07-02,19.0475,19.2159,19.507,17.9162,19.3245,DOWN,0
2004-07-06,18.4748,18.9195,19.3008,17.89,19.334,DOWN,0
2004-07-07,18.4074,18.4074,18.9909,17.8606,19.3432,DOWN,0
2004-07-08,18.1042,18.3872,18.6661,17.8307,19.3494,DOWN,0
2004-07-09,18.084,18.1918,18.4236,17.8041,19.3575,DOWN,0
2004-07-12,17.7202,17.8549,18.1581,17.7772,19.3631,DOWN,0
2004-07-13,17.7067,17.7202,18.0045,17.7567,19.3739,DOWN,0
2004-07-14,17.3833,17.4843,17.7997,17.7404,19.3839,UP,1
2004-07-15,17.4102,17.5854,17.6609,17.7212,19.3956,DOWN,0
2004-07-16,17.0531,17.4843,17.4547,17.7021,19.4045,DOWN,0
2004-07-19,16.979,16.9858,17.3065,17.6804,19.4149,UP,1
2004-07-20,17.3765,16.9049,17.2404,17.673,19.4269,DOWN,0
2004-07-21,16.5074,17.4507,17.0653,17.6486,19.4353,UP,1
2004-07-22,16.7432,16.4265,16.9319,17.6411,19.4416,DOWN,0
2004-07-23,15.874,16.6084,16.696,17.6055,19.4433,DOWN,0
2004-07-26,15.6247,15.901,16.4252,17.5655,19.4425,UP,1
2004-07-27,15.6652,15.5304,16.0829,17.5281,19.442,DOWN,0
2004-07-28,15.3687,15.5641,15.8552,17.4907,19.4392,UP,1
2004-07-29,15.8673,15.5304,15.68,17.4641,19.4387,UP,1
2004-07-30,16.0425,15.8403,15.7137,17.4427,19.4385,UP,1
2004-08-02,16.1907,16.0492,15.8269,17.4268,19.4384,DOWN,0
2004-08-03,15.618,16.1705,15.8174,17.4117,19.4348,DOWN,0
2004-08-04,15.463,15.5911,15.8363,17.3924,19.4302,DOWN,0
2004-08-05,15.1935,15.4159,15.7016,17.3682,19.4253,DOWN,0
2004-08-06,14.7219,14.9375,15.4374,17.3294,19.4187,UP,1
2004-08-09,14.823,14.7354,15.1639,17.2895,19.4119,UP,1
2004-08-10,15.4024,14.8903,15.1208,17.2551,19.4098,DOWN,0
2004-08-11,14.668,15.3957,14.9618,17.2022,19.4057,DOWN,0
2004-08-12,13.2598,14.6747,14.575,17.1197,19.3943,UP,1
2004-08-13,13.8258,14.4052,14.3958,17.0539,19.3864,UP,1
2004-08-16,13.9605,13.7112,14.2233,16.9956,19.3754,UP,1
2004-08-17,14.2772,14.0953,13.9983,16.9413,19.3656,UP,1
2004-08-18,14.668,14.3109,13.9983,16.8774,19.3553,UP,1
2004-08-19,14.6949,14.668,14.2853,16.8134,19.3449,UP,1
2004-08-20,14.9577,14.6747,14.5117,16.7595,19.3345,DOWN,0
2004-08-23,14.924,15.052,14.7044,16.7036,19.3235,DOWN,0
2004-08-24,14.5602,14.9577,14.761,16.647,19.3101,UP,1
2004-08-25,14.796,14.54,14.7866,16.592,19.2955,DOWN,0
2004-08-26,14.54,14.7893,14.7556,16.5315,19.2779,UP,1
2004-08-27,14.5804,14.6006,14.6801,16.4785,19.2636,DOWN,0
2004-08-30,14.2368,14.4861,14.5427,16.4144,19.2473,DOWN,0
2004-08-31,13.8123,14.129,14.3931,16.3459,19.2259,UP,1
2004-09-01,13.9403,13.7651,14.222,16.2726,19.2063,UP,1
2004-09-02,14.2839,13.9471,14.1707,16.1939,19.1881,DOWN,0
2004-09-03,13.7247,14.2503,13.9996,16.0987,19.1666,UP,1
2004-09-07,13.8662,13.9134,13.9255,15.9783,19.1424,DOWN,0
2004-09-08,13.5967,13.6978,13.8824,15.8602,19.117,UP,1
2004-09-09,14.257,13.7045,13.9457,15.7462,19.0965,UP,1
2004-09-10,15.3013,14.1761,14.1492,15.6576,19.0815,UP,1
2004-09-13,15.4159,15.3754,14.4874,15.58,19.0652,UP,1
2004-09-14,15.4293,15.3754,14.8,15.5076,19.0488,DOWN,0
2004-09-15,15.079,15.3957,15.0965,15.4397,19.0297,UP,1
2004-09-16,15.1194,15.0655,15.269,15.374,19.0101,UP,1
2004-09-17,15.4293,15.1531,15.2946,15.3205,18.9919,UP,1
2004-09-20,15.6584,15.3822,15.3431,15.272,18.9766,UP,1
2004-09-21,15.7123,15.6584,15.3997,15.2318,18.9598,DOWN,0
2004-09-22,15.2744,15.5439,15.4388,15.1832,18.9419,DOWN,0
2004-09-23,15.2407,15.207,15.463,15.1403,18.9274,DOWN,0
2004-09-24,14.7017,15.2272,15.3175,15.0861,18.9084,DOWN,0
2004-09-27,14.385,14.6208,15.0628,15.0328,18.8898,DOWN,0
2004-09-28,14.3446,14.4187,14.7893,14.9801,18.8722,UP,1
2004-09-29,14.5602,14.2839,14.6464,14.9238,18.853,DOWN,0
2004-09-30,14.5332,14.4861,14.5049,14.8843,18.8339,UP,1
2004-10-01,15.49,14.6208,14.6626,14.8592,18.82,UP,1
2004-10-04,15.8606,15.7662,14.9577,14.8589,18.8068,DOWN,0
2004-10-05,15.6382,15.8336,15.2164,14.8592,18.7935,DOWN,0
2004-10-06,15.5102,15.5304,15.4064,14.8561,18.7773,DOWN,0
2004-10-07,15.3148,15.3957,15.5628,14.855,18.7596,DOWN,0
2004-10-08,14.9779,15.2811,15.4603,14.8372,18.7389,DOWN,0
2004-10-11,14.9308,15.2205,15.2744,14.815,18.7183,DOWN,0
2004-10-12,14.7691,14.8297,15.1005,14.7866,18.6976,UP,1
2004-10-13,15.1127,15.0925,15.021,14.7765,18.679,DOWN,0
2004-10-14,14.9173,15.1127,14.9415,14.7656,18.6572,UP,1
2004-10-15,15.3552,15.0655,15.017,14.7688,18.6373,UP,1
2004-10-18,15.4765,15.362,15.1262,14.7839,18.6162,DOWN,0
2004-10-19,15.3081,15.6113,15.234,14.7936,18.5957,UP,1
2004-10-20,15.9886,15.1733,15.4091,14.8053,18.5761,UP,1
2004-10-21,16.5478,16.0021,15.7352,14.8429,18.5562,DOWN,0
2004-10-22,16.1031,16.5478,15.8848,14.8998,18.5327,UP,1
2004-10-25,16.1368,15.9482,16.0169,14.946,18.5046,UP,1
2004-10-26,16.3928,16.1099,16.2338,14.9946,18.4786,UP,1
2004-10-27,16.8308,16.3255,16.4023,15.0457,18.4536,DOWN,0
2004-10-28,16.7095,16.8308,16.4346,15.0865,18.4286,UP,1
2004-10-29,16.8847,16.7095,16.5909,15.1303,18.4047,DOWN,0
2004-11-01,16.6489,16.8106,16.6933,15.1642,18.3771,UP,1
2004-11-02,16.7904,16.4872,16.7728,15.2015,18.3457,DOWN,0
2004-11-03,16.7365,17.4237,16.754,15.245,18.3148,UP,1
2004-11-04,16.8173,16.7365,16.7755,15.2854,18.2817,UP,1
2004-11-05,16.9858,16.7769,16.7958,15.3343,18.2522,UP,1
2004-11-08,17.3631,16.7836,16.9386,15.39,18.2263,DOWN,0
2004-11-09,17.2216,17.1475,17.0248,15.4497,18.1982,DOWN,0
2004-11-10,16.878,17.2485,17.0531,15.511,18.161,UP,1
2004-11-11,17.3024,16.9184,17.1502,15.5783,18.1264,DOWN,0
2004-11-12,15.2137,15.6719,16.7958,15.5968,18.0824,UP,1
2004-11-15,15.3552,15.0116,16.3942,15.6295,18.035,UP,1
2004-11-16,15.463,15.234,16.0425,15.6614,17.9896,UP,1
2004-11-17,15.746,15.5169,15.8161,15.7044,17.9454,UP,1
2004-11-18,15.7595,15.5776,15.5075,15.7344,17.9053,DOWN,0
2004-11-19,15.5843,15.7932,15.5816,15.7401,17.8645,DOWN,0
2004-11-22,15.5506,15.5035,15.6207,15.7428,17.8181,DOWN,0
2004-11-23,15.3822,15.4293,15.6045,15.7418,17.7701,UP,1
2004-11-24,15.618,15.3418,15.5789,15.7526,17.7223,DOWN,0
2004-11-26,15.6045,15.5372,15.5479,15.7623,17.6743,DOWN,0
2004-11-29,15.5304,15.5911,15.5372,15.7643,17.6276,DOWN,0
2004-11-30,15.4226,15.3754,15.5115,15.7596,17.5798,UP,1
2004-12-01,15.9616,15.5169,15.6274,15.7646,17.5333,UP,1
2004-12-02,16.1974,15.9616,15.7433,15.7831,17.493,UP,1
2004-12-03,16.312,16.2985,15.8848,15.8045,17.453,UP,1
2004-12-06,16.3794,16.2716,16.0546,15.8381,17.4168,DOWN,0
2004-12-07,16.0896,16.3524,16.188,15.8722,17.3837,DOWN,0
2004-12-08,15.8538,16.0964,16.1665,15.9023,17.3493,UP,1
2004-12-09,15.9751,15.8134,16.122,15.9306,17.3148,DOWN,0
2004-12-10,15.9616,16.3389,16.0519,15.9592,17.2794,UP,1
2004-12-13,16.0627,16.0627,15.9886,15.9707,17.2445,UP,1
2004-12-14,16.3053,15.9886,16.0317,15.9796,17.2104,DOWN,0
2004-12-15,16.2918,16.3053,16.1193,15.9926,17.1765,DOWN,0
