ticker,A US Equity,A US Equity,A US Equity,A US Equity,A US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2000-04-19,58.7865,58.6181,57.4642,71.7268,,UP,1
2000-04-20,60.5973,59.2076,57.4558,71.918,,UP,1
2000-04-24,61.7342,58.7023,58.6602,72.1193,,DOWN,0
2000-04-25,60.6394,63.7556,60.0751,72.3163,,UP,1
2000-04-26,61.9027,64.0924,60.732,72.5244,,DOWN,0
2000-04-27,61.1447,60.0498,61.2036,72.644,,DOWN,0
2000-04-28,59.7129,60.6394,61.0268,72.7467,,UP,1
2000-05-01,64.2609,59.7129,61.5321,72.7248,,UP,1
2000-05-02,67.8903,66.198,62.9823,72.8193,,DOWN,0
2000-05-03,61.65,65.6926,62.9318,72.8193,,DOWN,0
2000-05-04,60.8078,61.65,62.8644,72.7014,,UP,1
2000-05-05,61.6079,60.7657,63.2434,72.495,,DOWN,0
2000-05-08,57.1021,61.9027,61.8116,72.1801,,DOWN,0
2000-05-09,54.028,57.6074,59.0392,71.8996,,DOWN,0
2000-05-10,51.8803,53.2279,57.0852,71.5374,,DOWN,0
2000-05-11,51.5856,52.2172,55.2408,71.0987,,UP,1
2000-05-12,61.0184,56.5967,55.1229,70.9002,,DOWN,0
2000-05-15,59.4182,60.6394,55.5861,70.6332,,UP,1
2000-05-16,59.6287,60.7236,56.7062,69.6832,,DOWN,0
2000-05-17,52.5541,56.0914,56.841,68.8208,,DOWN,0
2000-05-18,47.8377,52.5541,56.0914,67.7293,,DOWN,0
2000-05-19,44.89,48.9747,52.8657,66.5653,,DOWN,0
2000-05-22,42.0264,45.1426,49.3874,65.4924,,DOWN,0
2000-05-23,39.0787,41.7317,45.2774,64.5053,,UP,1
2000-05-24,39.7525,38.9103,42.7171,63.6648,,UP,1
2000-05-25,46.3217,39.9209,42.4139,63.0516,,DOWN,0
2000-05-26,43.7951,45.1426,42.1949,62.3366,,UP,1
2000-05-30,50.7855,44.5952,43.9467,61.7201,,DOWN,0
2000-05-31,49.6064,49.859,46.0522,61.1794,,DOWN,0
2000-06-01,49.1853,50.1538,47.9388,60.6134,,UP,1
2000-06-02,55.0808,49.5221,49.6906,60.1056,,DOWN,0
2000-06-05,53.2279,54.5754,51.5771,59.5573,,DOWN,0
2000-06-06,47.8377,50.6591,50.9876,58.897,,DOWN,0
2000-06-07,45.1426,47.1639,50.0949,58.2603,,UP,1
2000-06-08,46.5744,45.1426,49.5727,57.5865,,UP,1
2000-06-09,47.7535,46.9955,48.1072,57.0323,,DOWN,0
2000-06-12,44.4689,48.9326,46.3554,56.5068,,UP,1
2000-06-13,46.5323,43.4582,46.0943,56.036,,DOWN,0
2000-06-14,45.648,47.6693,46.1954,55.6284,,DOWN,0
2000-06-15,44.4268,45.7743,45.7659,55.2569,,DOWN,0
2000-06-16,42.1949,44.5952,44.6542,54.7946,,UP,1
2000-06-19,45.8164,41.858,44.9237,54.296,,UP,1
2000-06-20,49.6064,46.4481,45.5385,53.6441,,UP,1
2000-06-21,52.891,49.4379,46.9871,53.2584,,DOWN,0
2000-06-22,51.0381,53.7332,48.3094,52.919,,DOWN,0
2000-06-23,50.617,49.8169,49.9938,52.7724,,DOWN,0
2000-06-26,50.617,50.5328,50.9539,52.572,,UP,1
2000-06-27,50.8276,50.4486,51.1982,52.4743,,UP,1
2000-06-28,53.5648,53.0594,51.3329,52.4743,,DOWN,0
2000-06-29,51.1224,53.8174,51.3497,52.3243,,DOWN,0
2000-06-30,49.6906,51.6698,51.1645,52.1424,,DOWN,0
2000-07-03,49.6485,49.859,50.9708,51.9235,,DOWN,0
2000-07-05,47.3324,48.5957,50.2717,51.6354,,DOWN,0
2000-07-06,46.5744,47.1639,48.8736,51.3541,,DOWN,0
2000-07-07,45.4795,47.1639,47.7451,51.0257,,UP,1
2000-07-10,46.1533,45.648,47.0376,50.7258,,DOWN,0
2000-07-11,45.3532,45.8164,46.1786,50.4386,,UP,1
2000-07-12,46.4902,46.785,46.0101,50.0832,,UP,1
2000-07-13,47.8377,46.4902,46.2628,49.6822,,UP,1
2000-07-14,51.9225,48.1746,47.5514,49.4876,,UP,1
2000-07-17,52.7226,51.7961,48.8652,49.3259,,DOWN,0
2000-07-18,51.6277,52.5541,50.1201,49.1263,,DOWN,0
2000-07-19,49.9011,51.2066,50.8023,48.9823,,DOWN,0
2000-07-20,36.3836,49.7748,48.5115,48.6294,,DOWN,0
2000-07-21,32.3831,34.6992,44.6036,48.2395,,UP,1
2000-07-24,33.3516,33.6885,40.7294,47.8748,,DOWN,0
2000-07-25,30.1512,33.0569,36.4342,47.2574,,DOWN,0
2000-07-26,28.9721,30.9513,32.2484,46.6485,,DOWN,0
2000-07-27,27.4562,29.8144,30.4629,46.0051,,UP,1
2000-07-28,27.793,28.1299,29.5448,45.5098,,DOWN,0
2000-07-31,27.4562,27.6667,28.3657,45.1022,,DOWN,0
2000-08-01,27.2877,27.414,27.793,44.7502,,DOWN,0
2000-08-02,27.035,27.035,27.4056,44.4503,,UP,1
2000-08-03,27.6246,26.3613,27.4393,44.2213,,DOWN,0
2000-08-04,26.9929,27.2877,27.2793,43.9661,,DOWN,0
2000-08-07,26.7824,27.3719,27.1445,43.5753,,DOWN,0
2000-08-08,26.1507,26.7403,26.9171,43.2224,,UP,1
2000-08-09,26.4876,26.1086,26.8077,42.7364,,DOWN,0
2000-08-10,26.2771,26.3192,26.5381,42.2698,,UP,1
2000-08-11,27.3719,26.7824,26.6139,41.8336,,UP,1
2000-08-14,29.309,28.2984,27.1193,41.3181,,DOWN,0
2000-08-15,28.6353,29.4775,27.6162,40.8263,,UP,1
2000-08-16,29.309,28.8037,28.1805,40.4557,,UP,1
2000-08-17,37.5627,29.0564,30.4376,40.3041,,UP,1
2000-08-18,37.9838,38.9103,32.56,40.1323,,UP,1
2000-08-21,40.7631,39.2471,34.8508,39.9925,,DOWN,0
2000-08-22,40.7631,40.6789,37.2764,39.9184,,DOWN,0
2000-08-23,40.7631,40.342,39.5672,39.803,,DOWN,0
2000-08-24,40.2578,40.6789,40.1062,39.6952,,DOWN,0
2000-08-25,39.4156,40.2157,40.3926,39.595,,UP,1
2000-08-28,39.4998,39.2893,40.1399,39.5411,,UP,1
2000-08-29,42.4476,39.4998,40.4768,39.4737,,DOWN,0
2000-08-30,41.3527,42.6581,40.5947,39.3086,,DOWN,0
2000-08-31,41.1,41.5211,40.7631,39.0728,50.0361,UP,1
2000-09-01,41.6896,40.8895,41.2179,38.8858,50.1435,DOWN,0
2000-09-05,41.6475,41.5632,41.6475,38.7064,50.2035,DOWN,0
2000-09-06,40.4262,41.5632,41.2432,38.5026,50.2696,UP,1
2000-09-07,41.6922,40.4262,41.3111,38.3199,50.3298,DOWN,0
2000-09-08,39.9209,40.8052,41.0753,38.047,50.3947,DOWN,0
2000-09-11,38.2365,39.7525,40.3847,37.7893,50.4475,DOWN,0
2000-09-12,37.0574,37.6048,39.4666,37.5367,50.494,DOWN,0
2000-09-13,37.0574,38.2365,38.7929,37.2848,50.5374,UP,1
2000-09-14,37.5627,37.4785,37.967,37.0894,50.5831,UP,1
2000-09-15,38.4049,37.5206,37.6638,36.9261,50.6305,DOWN,0
2000-09-18,36.3836,38.4892,37.2932,36.7441,50.6637,DOWN,0
2000-09-19,36.2994,36.0888,37.1416,36.5471,50.6953,DOWN,0
2000-09-20,35.373,36.0888,36.8047,36.3475,50.7181,DOWN,0
2000-09-21,32.341,35.4572,35.7604,36.0645,50.7273,UP,1
2000-09-22,33.6885,32.3831,34.8171,35.7815,50.7435,DOWN,0
2000-09-25,32.5515,33.857,34.0507,35.3941,50.752,DOWN,0
2000-09-26,30.446,32.6779,32.88,34.9485,50.7534,UP,1
2000-09-27,30.9935,31.1198,32.0041,34.5359,50.7551,UP,1
2000-09-28,32.3041,31.0356,31.9967,34.1839,50.7718,UP,1
2000-09-29,32.9727,32.5515,31.8536,34.1157,50.7962,UP,1
2000-10-02,34.0675,33.099,32.1568,34.1494,50.8074,UP,1
2000-10-03,35.9625,34.3623,33.2601,34.2016,50.8324,UP,1
2000-10-04,38.9945,35.6256,34.8603,34.3785,50.8695,DOWN,0
2000-10-05,37.1416,39.0366,35.8278,34.5419,50.8981,DOWN,0
2000-10-06,35.1624,37.6048,36.2657,34.696,50.9137,DOWN,0
2000-10-09,34.1518,35.1203,36.2826,34.8232,50.9169,DOWN,0
2000-10-10,33.3938,34.7834,35.7688,34.9419,50.9059,DOWN,0
2000-10-11,30.8671,32.341,34.1433,35.0135,50.8531,DOWN,0
2000-10-12,30.1512,31.5409,32.7453,35.0758,50.7613,DOWN,0
2000-10-13,29.8986,29.309,31.6925,35.1213,50.6438,UP,1
2000-10-16,31.2882,30.2355,31.1198,35.2072,50.5398,DOWN,0
2000-10-17,29.1827,31.3724,30.2776,35.2552,50.4431,DOWN,0
2000-10-18,27.5404,27.3298,29.6122,35.283,50.3568,UP,1
2000-10-19,29.4775,28.6353,29.4775,35.3428,50.294,UP,1
2000-10-20,31.3724,29.4775,29.7722,35.4447,50.2488,UP,1
2000-10-23,34.4044,31.3724,30.3955,35.5854,50.2018,DOWN,0
2000-10-24,32.3831,34.4044,31.0356,35.6468,50.1315,DOWN,0
2000-10-25,28.7195,30.2355,31.2714,35.6485,50.046,UP,1
2000-10-26,29.6459,28.7195,31.3051,35.6553,49.9698,UP,1
2000-10-27,30.825,30.9092,31.1956,35.5205,49.8961,DOWN,0
2000-10-30,30.6566,30.1933,30.446,35.374,49.819,UP,1
2000-10-31,31.204,30.7408,30.2102,35.1828,49.7342,UP,1
2000-11-01,31.5409,30.9935,30.7745,34.9983,49.6561,UP,1
2000-11-02,32.4252,31.7514,31.3303,34.8316,49.5887,DOWN,0
2000-11-03,31.5409,32.0883,31.4735,34.6572,49.5148,DOWN,0
2000-11-06,31.2461,31.6251,31.5914,34.4938,49.4402,DOWN,0
2000-11-07,30.9513,30.7408,31.5409,34.3229,49.367,DOWN,0
2000-11-08,29.8986,30.9513,31.2124,34.0719,49.2863,DOWN,0
2000-11-09,29.3511,30.067,30.5976,33.8319,49.2025,DOWN,0
2000-11-10,26.5718,28.2984,29.6038,33.5413,49.1061,DOWN,0
2000-11-13,26.4876,26.4034,28.6521,33.2373,49.0156,UP,1
2000-11-14,28.7195,27.2035,28.2057,32.9787,48.92,UP,1
2000-11-15,29.2248,28.8037,28.071,32.7547,48.8084,DOWN,0
2000-11-16,28.0457,28.93,27.8099,32.4817,48.6867,UP,1
2000-11-17,31.9199,29.6459,28.8795,32.3217,48.5894,DOWN,0
2000-11-20,30.067,31.583,29.5954,32.1583,48.4719,UP,1
2000-11-21,32.7621,32.7621,30.4039,32.0724,48.3696,DOWN,0
2000-11-22,32.341,32.7621,31.0271,31.9781,48.2761,UP,1
2000-11-24,34.3202,32.9305,32.282,31.9133,48.1893,DOWN,0
2000-11-27,34.0254,34.3202,32.7031,31.8257,48.1055,UP,1
2000-11-28,34.1518,34.0254,33.5201,31.781,48.0188,UP,1
2000-11-29,36.2994,34.7834,34.2276,31.781,47.9245,DOWN,0
2000-11-30,35.1624,35.7098,34.7918,31.7768,47.8274,UP,1
2000-12-01,35.7098,35.6677,35.0698,31.8442,47.6792,DOWN,0
2000-12-04,34.3623,35.0782,35.1371,31.8577,47.5352,UP,1
2000-12-05,37.0995,35.5414,35.7267,31.9486,47.4124,DOWN,0
2000-12-06,35.0361,37.2258,35.474,32.0404,47.2541,UP,1
2000-12-07,36.3836,35.373,35.7183,32.1482,47.0764,UP,1
2000-12-08,40.0472,37.9838,36.5857,32.3031,46.9123,DOWN,0
2000-12-11,38.9103,39.4998,37.4953,32.4218,46.7666,DOWN,0
2000-12-12,38.5734,39.3314,37.7901,32.512,46.6096,UP,1
2000-12-13,39.205,39.8367,38.6239,32.5768,46.438,UP,1
2000-12-14,39.9209,39.2471,39.3314,32.5953,46.2829,DOWN,0
2000-12-15,38.3207,39.9209,38.9861,32.6189,46.1106,UP,1
2000-12-18,38.4049,38.3207,38.885,32.6838,45.767,UP,1
2000-12-19,38.447,38.4049,38.8597,32.7697,45.4809,DOWN,0
2000-12-20,35.373,36.8047,38.0933,32.8093,45.1457,DOWN,0
2000-12-21,34.615,35.373,37.0321,32.8842,44.8033,UP,1
2000-12-22,36.8468,34.4465,36.7373,33.0181,44.5092,DOWN,0
2000-12-26,36.0467,36.8889,36.2657,33.1411,44.2472,UP,1
2000-12-27,37.689,36.0888,36.1141,33.2691,44.0268,DOWN,0
2000-12-28,37.2679,37.4785,36.4931,33.4308,43.8282,DOWN,0
2000-12-29,36.8889,37.3101,36.9479,33.6178,43.6149,DOWN,0
2001-01-02,34.2781,36.2994,36.4342,33.7138,43.3783,UP,1
2001-01-03,37.8154,33.099,36.7879,33.8427,43.1841,UP,1
2001-01-04,39.2471,38.3207,37.0995,33.9395,42.993,DOWN,0
2001-01-05,37.0995,38.5734,37.0658,34.0338,42.7761,DOWN,0
2001-01-08,35.8783,36.5521,36.8637,34.177,42.5523,DOWN,0
2001-01-09,35.7098,36.0467,37.15,34.2983,42.3266,UP,1
2001-01-10,37.2679,35.373,37.0405,34.4272,42.128,UP,1
2001-01-11,38.7839,37.6469,36.9479,34.5897,41.9206,DOWN,0
2001-01-12,37.8154,38.7839,37.0911,34.7219,41.7324,UP,1
2001-01-16,39.205,37.8996,37.7564,34.8752,41.5747,UP,1
2001-01-17,41.7317,39.7104,38.9608,35.0613,41.433,UP,1
2001-01-18,45.5216,41.7317,40.6115,35.341,41.3304,DOWN,0
2001-01-19,44.1741,45.4795,41.6896,35.5995,41.2363,DOWN,0
2001-01-22,42.2791,44.2162,42.5823,35.8261,41.1211,DOWN,0
2001-01-23,42.2791,42.237,43.1971,36.0737,40.9788,DOWN,0
2001-01-24,39.0787,42.4476,42.6665,36.2682,40.7632,DOWN,0
2001-01-25,37.2258,38.1944,41.0074,36.4813,40.5884,DOWN,0
2001-01-26,36.8047,36.5942,39.5335,36.6877,40.4324,DOWN,0
2001-01-29,36.6666,37.3943,38.411,36.8466,40.326,UP,1
2001-01-30,36.8889,37.2932,37.333,36.9999,40.2073,DOWN,0
2001-01-31,36.7542,37.0574,36.8681,37.1741,40.1125,DOWN,0
2001-02-01,36.2489,35.9794,36.6727,37.2606,40.0259,DOWN,0
2001-02-02,35.1708,36.296,36.3459,37.3627,39.9087,DOWN,0
2001-02-05,33.1495,36.1141,35.6425,37.3705,39.7805,UP,1
2001-02-06,34.3421,33.2843,35.1331,37.4105,39.6492,DOWN,0
2001-02-07,33.7829,33.958,34.5388,37.3997,39.5095,UP,1
2001-02-08,36.5251,33.857,34.5941,37.4497,39.3889,DOWN,0
2001-02-09,35.373,36.5318,34.6345,37.4741,39.2562,DOWN,0
2001-02-12,34.4432,35.2382,34.8932,37.437,39.1227,DOWN,0
2001-02-13,31.9165,34.3623,34.4081,37.3721,38.9838,UP,1
2001-02-14,32.341,32.5094,34.1197,37.3047,38.8242,UP,1
2001-02-15,36.2826,33.4864,34.0712,37.3431,38.6661,DOWN,0
2001-02-16,33.6885,33.6885,33.7344,37.2749,38.5263,DOWN,0
2001-02-20,29.6459,33.1495,32.7749,37.1671,38.3705,DOWN,0
2001-02-21,27.0856,28.2984,31.8087,36.9812,38.1979,DOWN,0
2001-02-22,26.3242,26.9171,30.6054,36.7067,38.044,DOWN,0
2001-02-23,25.8054,26.331,28.5099,36.4446,37.9029,DOWN,0
2001-02-26,25.8054,25.3944,26.9333,36.1892,37.7725,DOWN,0
2001-02-27,25.7044,25.4348,26.145,35.9192,37.6431,DOWN,0
2001-02-28,24.2557,25.8728,25.579,35.6059,37.4593,UP,1
2001-03-01,25.8122,24.1884,25.4766,35.3557,37.2913,DOWN,0
2001-03-02,25.6235,24.5589,25.4402,35.1001,37.1212,UP,1
2001-03-05,25.637,25.6302,25.4065,34.8439,36.9866,UP,1
2001-03-06,27.3551,26.3444,25.7367,34.6836,36.8842,UP,1
2001-03-07,27.5976,28.5005,26.4051,34.5432,36.7978,DOWN,0
2001-03-08,26.9508,27.6044,26.6328,34.3453,36.7224,DOWN,0
2001-03-09,24.9632,26.3444,26.5007,34.1236,36.6518,DOWN,0
2001-03-12,23.5887,24.2557,26.0911,33.8416,36.571,UP,1
2001-03-13,24.6465,23.9862,25.5494,33.5892,36.4626,DOWN,0
2001-03-14,23.7841,23.7167,24.7867,33.3271,36.3626,DOWN,0
2001-03-15,23.4809,23.9189,24.0927,33.1111,36.226,DOWN,0
2001-03-16,23.4135,23.1777,23.7828,32.8231,36.0951,UP,1
2001-03-19,24.9228,23.3125,24.0496,32.5366,35.9738,DOWN,0
2001-03-20,23.1103,24.4242,23.7423,32.2568,35.8139,DOWN,0
2001-03-21,21.2912,22.2479,23.2437,31.9651,35.6542,UP,1
2001-03-22,23.4472,21.4933,23.237,31.7198,35.5323,UP,1
2001-03-23,25.4887,23.4472,23.652,31.4843,35.434,DOWN,0
2001-03-26,24.9767,25.0104,23.6628,31.2081,35.326,DOWN,0
2001-03-27,24.8824,24.9295,24.0172,30.9495,35.2117,DOWN,0
2001-03-28,22.0323,23.6494,24.1655,30.606,35.0995,DOWN,0
2001-03-29,20.2131,21.5607,23.5186,30.1756,34.9679,UP,1
2001-03-30,20.705,20.6174,22.5619,29.6793,34.8432,UP,1
2001-04-02,20.7858,21.7291,21.7237,29.2115,34.725,DOWN,0
2001-04-03,19.8762,20.2805,20.7225,28.7635,34.6134,DOWN,0
2001-04-04,18.9262,19.344,20.1013,28.2964,34.4789,UP,1
2001-04-05,20.6309,19.3709,20.1848,27.9275,34.334,DOWN,0
2001-04-06,18.7308,17.518,19.79,27.5576,34.1632,DOWN,0
2001-04-09,18.5961,18.5422,19.352,27.1934,34.001,UP,1
2001-04-10,20.1121,19.0003,19.3992,26.8623,33.8485,UP,1
2001-04-11,21.3451,21.0553,19.883,26.5514,33.7022,UP,1
2001-04-12,22.8813,20.8869,20.3331,26.274,33.5624,DOWN,0
2001-04-16,22.45,22.3692,21.0769,25.998,33.4068,UP,1
2001-04-17,22.4568,21.7291,21.849,25.7437,33.2635,UP,1
2001-04-18,25.5965,23.2451,22.9459,25.5926,33.143,UP,1
2001-04-19,26.2703,25.1923,23.931,25.4312,33.0262,UP,1
2001-04-20,27.2203,26.2636,24.7988,25.3,32.9256,DOWN,0
2001-04-23,26.9508,26.6139,25.699,25.1085,32.8275,DOWN,0
2001-04-24,25.0777,26.2097,26.2232,24.9026,32.7255,UP,1
2001-04-25,26.1625,24.9295,26.3363,24.737,32.6255,DOWN,0
2001-04-26,25.61,25.7717,26.2043,24.6108,32.5268,UP,1
2001-04-27,26.1356,26.5466,25.9873,24.4867,32.425,UP,1
2001-04-30,26.2838,26.5466,25.8539,24.2867,32.3173,UP,1
2001-05-01,26.4118,25.5359,26.1207,24.1412,32.1897,UP,1
2001-05-02,26.7622,26.8835,26.2407,24.0835,32.0599,DOWN,0
2001-05-03,25.9065,26.4455,26.3,24.0599,31.9313,DOWN,0
2001-05-04,25.8526,25.738,26.2434,24.0505,31.8111,UP,1
2001-05-07,26.1019,25.3338,26.207,24.0564,31.7596,DOWN,0
2001-05-08,25.8863,26.2097,26.1019,24.0581,31.7272,UP,1
2001-05-09,26.2771,25.5359,26.0049,24.0695,31.6918,UP,1
2001-05-10,26.4185,26.9508,26.1073,24.1128,31.6731,UP,1
2001-05-11,26.742,26.4792,26.2851,24.1314,31.662,DOWN,0
2001-05-14,26.1086,26.8295,26.2865,24.1411,31.6552,DOWN,0
2001-05-15,25.2327,25.5022,26.1558,24.133,31.6424,UP,1
2001-05-16,25.9402,24.5657,26.0884,24.1047,31.6349,UP,1
2001-05-17,26.0884,25.6033,26.0224,24.0745,31.6289,DOWN,0
2001-05-18,24.2557,25.6033,25.5251,24.0206,31.615,UP,1
2001-05-21,25.6033,24.2557,25.4241,24.0334,31.6049,UP,1
2001-05-22,26.4455,26.1086,25.6666,24.0905,31.6021,DOWN,0
2001-05-23,25.5561,25.8391,25.5898,24.1087,31.596,DOWN,0
2001-05-24,24.4579,25.5561,25.2637,24.1222,31.5875,UP,1
2001-05-25,25.3944,24.7948,25.4914,24.1605,31.5821,DOWN,0
2001-05-29,24.2221,25.3675,25.2152,24.1766,31.5718,DOWN,0
2001-05-30,22.1468,22.9756,24.3555,24.1211,31.5457,UP,1
2001-05-31,22.5983,22.2344,23.7639,24.1109,31.5121,UP,1
2001-06-01,22.888,23.2451,23.4499,24.1428,31.4834,DOWN,0
2001-06-04,22.5713,22.9082,22.8853,24.1253,31.4497,UP,1
2001-06-05,22.9756,22.5713,22.636,24.075,31.3767,UP,1
2001-06-06,23.0901,22.9756,22.8247,24.0373,31.3023,UP,1
2001-06-07,24.1479,22.5713,23.1346,24.0226,31.2192,DOWN,0
2001-06-08,23.5887,23.7437,23.2747,24.0537,31.1333,DOWN,0
2001-06-11,22.7532,23.1777,23.3111,24.1046,31.0433,DOWN,0
2001-06-12,22.4366,22.2479,23.2033,24.1392,30.9542,DOWN,0
2001-06-13,21.9919,22.5713,22.9837,24.1633,30.8671,DOWN,0
2001-06-14,20.9543,21.6617,22.3449,24.1849,30.7743,DOWN,0
2001-06-15,20.5231,20.2266,21.7318,24.2168,30.6647,DOWN,0
2001-06-18,20.2131,20.4153,21.2238,24.2084,30.559,DOWN,0
2001-06-19,19.755,20.55,20.6875,24.2289,30.4523,DOWN,0
2001-06-20,19.1486,19.755,20.1188,24.24,30.3396,UP,1
2001-06-21,19.9301,19.3709,19.914,24.2363,30.231,DOWN,0
2001-06-22,19.8089,19.5394,19.7711,24.2056,30.1279,UP,1
2001-06-25,19.9773,19.8425,19.724,24.1475,30.0193,DOWN,0
2001-06-26,19.6741,19.7415,19.7078,24.092,29.9181,UP,1
2001-06-27,20.1121,19.1688,19.9005,24.0451,29.8275,UP,1
2001-06-28,21.3518,20.2131,20.1848,23.9602,29.7489,UP,1
2001-06-29,21.8975,21.2238,20.6026,23.8728,29.6731,UP,1
2001-07-02,22.2951,21.8975,21.0661,23.7743,29.5968,DOWN,0
2001-07-03,21.911,22.3692,21.5135,23.6735,29.5143,DOWN,0
2001-07-05,21.6752,21.9043,21.8261,23.6054,29.4408,DOWN,0
2001-07-06,20.3142,21.4933,21.6186,23.4885,29.3609,DOWN,0
2001-07-09,20.1525,20.3142,21.2696,23.3793,29.2848,DOWN,0
2001-07-10,19.0677,20.1525,20.6241,23.2379,29.2184,DOWN,0
2001-07-11,18.1042,19.1014,19.8628,23.0744,29.1405,UP,1
2001-07-12,20.7117,19.2025,19.6701,22.9604,29.0813,DOWN,0
