ticker,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-10-19,1.849,1.855,1.8665,1.9423,2.0642,UP,1
2012-10-22,1.857,1.866,1.8735,1.9395,2.0645,UP,1
2012-10-23,1.893,1.825,1.8779,1.9358,2.0649,DOWN,0
2012-10-24,1.828,1.901,1.8592,1.9331,2.0649,UP,1
2012-10-25,1.835,1.853,1.8523,1.9306,2.0646,DOWN,0
2012-10-26,1.825,1.835,1.8475,1.9267,2.0643,UP,1
2012-10-31,1.875,1.847,1.8512,1.9242,2.0661,UP,1
2012-11-01,1.95,1.883,1.8626,1.9238,2.067,DOWN,0
2012-11-02,1.928,1.951,1.8826,1.9236,2.0677,UP,1
2012-11-05,2.1,1.987,1.9357,1.9256,2.0693,DOWN,0
2012-11-06,2.077,2.041,1.9859,1.9262,2.0708,UP,1
2012-11-07,2.103,2.067,2.0314,1.9289,2.0724,DOWN,0
2012-11-08,2.087,2.067,2.0589,1.9329,2.0737,DOWN,0
2012-11-09,2.021,2.04,2.0776,1.9351,2.0745,UP,1
2012-11-12,2.071,2.019,2.0719,1.9386,2.0752,UP,1
2012-11-13,2.108,2.086,2.0781,1.9429,2.0759,DOWN,0
2012-11-14,2.092,2.131,2.0759,1.9467,2.0765,DOWN,0
2012-11-15,2.055,2.087,2.0694,1.9503,2.0771,UP,1
2012-11-16,2.123,2.077,2.0897,1.9555,2.0779,UP,1
2012-11-19,2.195,2.138,2.1143,1.9613,2.0788,UP,1
2012-11-20,2.2,2.187,2.1328,1.9662,2.0794,DOWN,0
2012-11-21,2.165,2.174,2.1473,1.973,2.0796,DOWN,0
2012-11-23,2.142,2.173,2.1648,1.9788,2.0798,UP,1
2012-11-26,2.151,2.14,2.1705,1.9841,2.0799,DOWN,0
2012-11-27,2.143,2.142,2.1603,1.9876,2.0797,UP,1
2012-11-28,2.215,2.133,2.1633,1.9914,2.0805,UP,1
2012-11-29,2.246,2.229,2.1796,1.993,2.0812,UP,1
2012-11-30,2.255,2.242,2.2021,1.9963,2.0814,UP,1
2012-12-03,2.308,2.259,2.2335,2.001,2.0817,DOWN,0
2012-12-04,2.26,2.272,2.2568,2.005,2.0817,DOWN,0
2012-12-05,2.247,2.255,2.2632,2.0099,2.0812,UP,1
2012-12-06,2.26,2.255,2.266,2.0143,2.081,UP,1
2012-12-07,2.278,2.287,2.2707,2.0229,2.081,UP,1
2012-12-10,2.305,2.295,2.27,2.0323,2.081,UP,1
2012-12-11,2.352,2.307,2.2884,2.0414,2.0815,DOWN,0
2012-12-12,2.351,2.347,2.3091,2.0493,2.0821,DOWN,0
2012-12-13,2.241,2.351,2.3052,2.0553,2.082,UP,1
2012-12-14,2.254,2.252,2.3004,2.0606,2.0822,UP,1
2012-12-17,2.293,2.251,2.2981,2.0674,2.0821,UP,1
2012-12-18,2.306,2.284,2.2889,2.0743,2.0823,UP,1
2012-12-19,2.307,2.317,2.2803,2.082,2.0826,DOWN,0
2012-12-20,2.295,2.301,2.2912,2.0889,2.0831,DOWN,0
2012-12-21,2.267,2.263,2.2937,2.0964,2.0833,UP,1
2012-12-24,2.285,2.243,2.2921,2.1042,2.0837,DOWN,0
2012-12-26,2.239,2.264,2.2788,2.1113,2.0834,UP,1
2012-12-27,2.246,2.233,2.2665,2.1193,2.0826,DOWN,0
2012-12-28,2.215,2.225,2.2504,2.1272,2.0816,UP,1
2012-12-31,2.258,2.2,2.2487,2.1349,2.0812,UP,1
2013-01-02,2.357,2.333,2.2631,2.1436,2.0813,DOWN,0
2013-01-03,2.318,2.345,2.2788,2.1526,2.0811,DOWN,0
2013-01-04,2.293,2.32,2.2883,2.1615,2.0809,DOWN,0
2013-01-07,2.289,2.32,2.3032,2.1701,2.0807,DOWN,0
2013-01-08,2.245,2.3,2.3007,2.1772,2.0802,DOWN,0
2013-01-09,2.243,2.267,2.2777,2.1855,2.08,DOWN,0
2013-01-10,2.235,2.258,2.2612,2.1935,2.0798,DOWN,0
2013-01-11,2.194,2.269,2.2413,2.2009,2.0783,UP,1
2013-01-14,2.217,2.205,2.2269,2.2077,2.0767,UP,1
2013-01-15,2.26,2.207,2.2299,2.2139,2.0754,UP,1
2013-01-16,2.273,2.257,2.236,2.2208,2.0743,UP,1
2013-01-17,2.292,2.277,2.2473,2.2247,2.0734,UP,1
2013-01-18,2.301,2.316,2.2688,2.2292,2.0727,UP,1
2013-01-22,2.346,2.304,2.2945,2.234,2.0717,UP,1
2013-01-23,2.4,2.335,2.3225,2.2403,2.0721,UP,1
2013-01-24,2.466,2.4,2.3611,2.2492,2.0729,DOWN,0
2013-01-25,2.465,2.467,2.3957,2.2571,2.0742,UP,1
2013-01-28,2.535,2.457,2.4425,2.2656,2.076,DOWN,0
2013-01-29,2.53,2.54,2.4793,2.2744,2.0777,DOWN,0
2013-01-30,2.501,2.523,2.4996,2.2833,2.079,DOWN,0
2013-01-31,2.501,2.525,2.5065,2.2909,2.0803,UP,1
2013-02-01,2.553,2.545,2.5241,2.298,2.0823,DOWN,0
2013-02-04,2.516,2.56,2.5203,2.3044,2.0842,UP,1
2013-02-05,2.542,2.533,2.5227,2.3119,2.086,UP,1
2013-02-06,2.611,2.545,2.5447,2.3213,2.088,UP,1
2013-02-07,2.632,2.613,2.5709,2.3309,2.0901,DOWN,0
2013-02-08,2.616,2.63,2.5835,2.3404,2.0925,DOWN,0
2013-02-11,2.561,2.532,2.5925,2.3473,2.0947,DOWN,0
2013-02-12,2.526,2.563,2.5893,2.3529,2.0964,UP,1
2013-02-13,2.563,2.553,2.5797,2.3591,2.0981,DOWN,0
2013-02-14,2.553,2.576,2.564,2.364,2.0997,DOWN,0
2013-02-15,2.469,2.567,2.5347,2.3681,2.101,UP,1
2013-02-19,2.619,2.491,2.5461,2.3756,2.1029,DOWN,0
2013-02-20,2.569,2.62,2.5548,2.3818,2.1044,DOWN,0
2013-02-21,2.344,2.433,2.5109,2.3831,2.1053,UP,1
2013-02-22,2.407,2.381,2.4817,2.3851,2.1067,DOWN,0
2013-02-25,2.292,2.41,2.4463,2.3839,2.1073,UP,1
2013-02-26,2.295,2.297,2.3816,2.3828,2.1088,UP,1
2013-02-27,2.34,2.294,2.3357,2.3848,2.1104,DOWN,0
2013-02-28,2.322,2.393,2.3313,2.3862,2.1111,DOWN,0
2013-03-01,2.31,2.333,2.3119,2.3865,2.1119,UP,1
2013-03-04,2.372,2.318,2.3279,2.3878,2.1137,UP,1
2013-03-05,2.443,2.4,2.3575,2.3905,2.1161,UP,1
2013-03-06,2.513,2.467,2.392,2.3949,2.1189,UP,1
2013-03-07,2.549,2.515,2.4373,2.4005,2.1222,UP,1
2013-03-08,2.565,2.537,2.4883,2.4061,2.1258,UP,1
2013-03-11,2.607,2.591,2.5352,2.4135,2.1292,UP,1
2013-03-12,2.608,2.593,2.5681,2.4207,2.132,DOWN,0
2013-03-13,2.599,2.6,2.5853,2.4284,2.1347,DOWN,0
2013-03-14,2.457,2.593,2.5669,2.4324,2.1369,DOWN,0
2013-03-15,2.353,2.443,2.5245,2.4323,2.1387,DOWN,0
2013-03-18,2.343,2.353,2.4719,2.4328,2.1398,DOWN,0
2013-03-19,2.339,2.35,2.418,2.4337,2.1414,UP,1
2013-03-20,2.397,2.351,2.3776,2.4358,2.1435,UP,1
2013-03-21,2.401,2.397,2.3664,2.4389,2.1462,UP,1
2013-03-22,2.441,2.413,2.3841,2.4429,2.1491,UP,1
2013-03-25,2.502,2.473,2.4159,2.4482,2.1523,UP,1
2013-03-26,2.524,2.532,2.4529,2.4548,2.1552,UP,1
2013-03-27,2.544,2.529,2.4824,2.4614,2.1582,DOWN,0
2013-03-28,2.526,2.549,2.5075,2.4667,2.1608,UP,1
2013-04-01,2.929,2.824,2.6049,2.4798,2.1658,UP,1
2013-04-02,2.956,2.907,2.6957,2.4931,2.1707,DOWN,0
2013-04-03,2.74,2.873,2.7389,2.5019,2.1744,UP,1
2013-04-04,2.801,2.741,2.7903,2.5109,2.1787,DOWN,0
2013-04-05,2.758,2.8,2.8367,2.5181,2.1825,UP,1
2013-04-08,2.789,2.798,2.8087,2.5246,2.1858,DOWN,0
2013-04-09,2.7,2.787,2.7575,2.5293,2.1886,UP,1
2013-04-10,2.791,2.713,2.7676,2.5344,2.1913,UP,1
2013-04-11,2.906,2.804,2.7887,2.5419,2.1951,UP,1
2013-04-12,2.917,2.883,2.8204,2.5502,2.1984,DOWN,0
2013-04-15,2.887,2.9,2.84,2.5579,2.2018,UP,1
2013-04-16,3.039,2.946,2.9079,2.5676,2.2065,DOWN,0
2013-04-17,3.03,3.033,2.9557,2.5779,2.211,UP,1
2013-04-18,3.131,3.065,3.0008,2.5897,2.2162,UP,1
2013-04-19,3.189,3.164,3.0552,2.6012,2.2217,UP,1
2013-04-22,3.346,3.24,3.1471,2.6155,2.2283,UP,1
2013-04-23,3.401,3.4,3.2193,2.6312,2.2351,DOWN,0
2013-04-24,3.362,3.393,3.2857,2.6472,2.2415,UP,1
2013-04-25,3.467,3.367,3.3528,2.666,2.2485,DOWN,0
2013-04-26,3.413,3.542,3.3977,2.683,2.255,UP,1
2013-04-29,3.663,3.451,3.4611,2.7052,2.2629,DOWN,0
2013-04-30,3.599,3.733,3.5008,2.7278,2.2704,DOWN,0
2013-05-01,3.552,3.733,3.5388,2.7465,2.2773,UP,1
2013-05-02,3.607,3.59,3.5669,2.7673,2.2839,UP,1
2013-05-03,3.637,3.765,3.6116,2.7931,2.2901,UP,1
2013-05-06,3.967,3.759,3.6724,2.8243,2.2988,DOWN,0
2013-05-07,3.701,4.133,3.6927,2.8525,2.3066,UP,1
2013-05-08,3.719,3.833,3.7261,2.8809,2.3144,UP,1
2013-05-09,4.627,4.675,3.93,2.9267,2.327,UP,1
2013-05-10,5.118,4.643,4.2261,2.9826,2.3423,UP,1
2013-05-13,5.853,5.399,4.6035,3.0535,2.3617,DOWN,0
2013-05-14,5.549,6.281,4.9732,3.117,2.3798,UP,1
2013-05-15,5.656,5.453,5.3606,3.1813,2.3987,UP,1
2013-05-16,6.15,6.313,5.6653,3.254,2.4196,DOWN,0
2013-05-17,6.1,6.167,5.8617,3.325,2.441,DOWN,0
2013-05-20,5.996,6.075,5.8903,3.3937,2.4618,DOWN,0
2013-05-21,5.839,5.9,5.9483,3.4583,2.4822,DOWN,0
2013-05-22,5.816,5.758,5.9802,3.5225,2.5026,UP,1
2013-05-23,6.182,5.654,5.9867,3.5941,2.5244,UP,1
2013-05-24,6.472,6.173,6.0611,3.6744,2.5474,UP,1
2013-05-28,7.356,6.77,6.333,3.7745,2.5741,DOWN,0
2013-05-29,6.975,7.57,6.5602,3.8671,2.5993,UP,1
2013-05-30,6.997,6.831,6.7963,3.9603,2.6244,DOWN,0
2013-05-31,6.517,7.084,6.8634,4.0427,2.647,DOWN,0
2013-06-03,6.173,6.508,6.8035,4.1182,2.6675,UP,1
2013-06-04,6.323,6.183,6.5969,4.1958,2.6893,UP,1
2013-06-05,6.358,6.244,6.4735,4.2729,2.7113,UP,1
2013-06-06,6.49,6.35,6.3721,4.3522,2.7337,UP,1
2013-06-07,6.803,6.533,6.4292,4.4374,2.7577,DOWN,0
2013-06-10,6.67,6.595,6.5287,4.5203,2.7812,DOWN,0
2013-06-11,6.298,6.545,6.5237,4.5877,2.803,UP,1
2013-06-12,6.515,6.453,6.5552,4.6588,2.8256,UP,1
2013-06-13,6.545,6.6,6.5663,4.735,2.848,UP,1
2013-06-14,6.687,6.667,6.5431,4.8127,2.8716,UP,1
2013-06-17,6.813,6.907,6.5717,4.8938,2.8963,UP,1
2013-06-18,6.893,6.783,6.6907,4.9759,2.9212,UP,1
2013-06-19,6.979,6.804,6.7833,5.0614,2.9466,DOWN,0
2013-06-20,6.71,6.977,6.8163,5.1398,2.9707,DOWN,0
2013-06-21,6.637,6.913,6.8063,5.2144,2.9944,UP,1
2013-06-24,6.766,6.433,6.7968,5.2914,3.0188,UP,1
2013-06-25,6.827,6.873,6.7836,5.3702,3.0436,UP,1
2013-06-26,7.048,6.92,6.7975,5.4504,3.0693,UP,1
2013-06-27,7.283,7.117,6.9121,5.5355,3.096,DOWN,0
2013-06-28,7.157,7.238,7.0163,5.616,3.1226,UP,1
2013-07-01,7.812,7.291,7.2255,5.7084,3.1524,UP,1
2013-07-02,7.855,7.884,7.4311,5.7986,3.1823,DOWN,0
2013-07-03,7.683,7.867,7.558,5.8843,3.2109,UP,1
2013-07-05,8.006,7.888,7.7025,5.9771,3.2408,UP,1
2013-07-08,8.107,8.091,7.8925,6.0699,3.2705,UP,1
2013-07-09,8.23,8.309,7.9761,6.1663,3.3012,DOWN,0
2013-07-10,8.151,8.213,8.0355,6.2561,3.3316,UP,1
2013-07-11,8.374,8.325,8.1737,6.3515,3.3631,UP,1
2013-07-12,8.66,8.367,8.3045,6.4537,3.3964,DOWN,0
2013-07-15,8.484,8.869,8.3799,6.5512,3.4286,DOWN,0
2013-07-16,7.27,8.419,8.1879,6.6239,3.4558,UP,1
2013-07-17,8.017,7.101,8.1609,6.7049,3.4867,DOWN,0
2013-07-18,7.935,8.065,8.0732,6.7896,3.5168,UP,1
2013-07-19,7.979,7.9,7.9369,6.8748,3.547,UP,1
2013-07-22,8.162,7.993,7.8725,6.9455,3.5781,UP,1
2013-07-23,8.183,8.267,8.0551,7.0068,3.609,DOWN,0
2013-07-24,8.113,8.298,8.0744,7.052,3.6398,UP,1
2013-07-25,8.271,8.027,8.1416,7.1064,3.6714,UP,1
2013-07-26,8.626,8.543,8.2711,7.1658,3.7049,UP,1
2013-07-29,8.975,8.621,8.4336,7.2223,3.74,DOWN,0
2013-07-30,8.783,8.987,8.5536,7.276,3.7745,UP,1
2013-07-31,8.952,8.838,8.7213,7.3351,3.8098,UP,1
2013-08-01,9.037,9.0,8.8744,7.3991,3.8455,UP,1
2013-08-02,9.2,8.973,8.9892,7.4667,3.8823,UP,1
2013-08-05,9.645,9.334,9.1233,7.536,3.9214,DOWN,0
2013-08-06,9.477,9.65,9.2621,7.5961,3.9595,DOWN,0
2013-08-07,8.949,9.459,9.2615,7.628,3.9946,UP,1
2013-08-08,10.232,10.29,9.5005,7.6931,4.0364,DOWN,0
2013-08-09,10.2,10.16,9.7005,7.7572,4.0782,DOWN,0
2013-08-12,9.825,9.962,9.7365,7.8233,4.118,DOWN,0
2013-08-13,9.695,9.967,9.7803,7.8938,4.157,DOWN,0
2013-08-14,9.291,9.515,9.8487,7.9531,4.1943,UP,1
2013-08-15,9.311,9.095,9.6645,8.0122,4.2317,UP,1
2013-08-16,9.467,9.442,9.5179,8.0717,4.2699,UP,1
2013-08-19,9.66,9.562,9.4848,8.1289,4.3088,UP,1
2013-08-20,9.972,9.91,9.5401,8.1949,4.349,DOWN,0
2013-08-21,9.857,10.0,9.6535,8.2661,4.3886,UP,1
2013-08-22,10.473,9.948,9.8859,8.3453,4.4305,UP,1
2013-08-23,10.789,10.467,10.1504,8.4301,4.474,UP,1
2013-08-26,10.948,11.01,10.408,8.5154,4.5183,UP,1
2013-08-27,11.134,10.82,10.6404,8.6018,4.5635,DOWN,0
2013-08-28,11.097,11.271,10.8883,8.6859,4.6089,DOWN,0
2013-08-29,11.071,10.948,11.0077,8.7677,4.6539,UP,1
2013-08-30,11.267,11.091,11.1032,8.8588,4.6997,DOWN,0
2013-09-03,11.263,11.56,11.1661,8.9514,4.7455,UP,1
2013-09-04,11.375,11.318,11.2143,9.0435,4.7921,DOWN,0
2013-09-05,11.329,11.34,11.2607,9.1336,4.8381,DOWN,0
2013-09-06,11.131,11.238,11.2728,9.2152,4.8828,DOWN,0
2013-09-09,10.713,10.875,11.1622,9.2838,4.9254,UP,1
2013-09-10,11.091,10.763,11.1279,9.3625,4.97,DOWN,0
2013-09-11,10.901,11.094,11.0332,9.4243,5.0138,UP,1
2013-09-12,10.995,10.933,10.9665,9.4871,5.058,UP,1
2013-09-13,11.036,10.851,10.9475,9.5542,5.1025,UP,1
2013-09-16,11.105,11.2,11.0259,9.6162,5.147,DOWN,0
2013-09-17,11.082,11.005,11.024,9.6757,5.1911,DOWN,0
2013-09-18,11.081,11.138,11.06,9.7327,5.2353,UP,1
2013-09-19,11.861,11.387,11.2332,9.8069,5.283,UP,1
2013-09-20,12.226,11.927,11.4712,9.8839,5.3329,DOWN,0
2013-09-23,12.074,12.299,11.6649,9.9522,5.382,UP,1
2013-09-24,12.155,11.943,11.8796,10.0256,5.4315,UP,1
2013-09-25,12.349,12.237,12.1332,10.1272,5.4818,UP,1
2013-09-26,12.576,12.447,12.2761,10.2184,5.5332,UP,1
2013-09-27,12.727,12.501,12.3762,10.3142,5.5851,UP,1
2013-09-30,12.891,12.6,12.5397,10.4125,5.6378,DOWN,0
2013-10-01,12.867,12.931,12.682,10.5066,5.6909,DOWN,0
2013-10-02,12.063,12.573,12.6248,10.5842,5.7399,DOWN,0
2013-10-03,11.554,11.67,12.4204,10.653,5.7862,UP,1
2013-10-04,12.065,11.76,12.2881,10.7289,5.835,UP,1
2013-10-07,12.205,12.164,12.1508,10.8005,5.8845,DOWN,0
2013-10-08,11.649,12.293,11.9072,10.8539,5.9313,DOWN,0
2013-10-09,11.252,11.649,11.7449,10.9033,5.9762,UP,1
2013-10-10,11.529,11.539,11.7399,10.9549,6.0224,UP,1
2013-10-11,11.913,11.517,11.7095,11.0124,6.0708,UP,1
2013-10-14,11.981,11.667,11.6648,11.068,6.1195,UP,1
2013-10-15,12.263,12.352,11.7876,11.1204,6.1697,DOWN,0
2013-10-16,12.237,12.327,11.9847,11.1756,6.2196,DOWN,0
2013-10-17,12.187,12.236,12.1163,11.2403,6.2688,UP,1
2013-10-18,12.227,12.277,12.179,11.2802,6.3183,DOWN,0
2013-10-21,11.507,12.219,12.084,11.3064,6.3644,DOWN,0
2013-10-22,11.436,11.367,11.9187,11.3386,6.4101,DOWN,0
2013-10-23,10.967,11.261,11.6646,11.364,6.4537,UP,1
2013-10-24,11.543,11.0,11.5359,11.4091,6.5002,DOWN,0
2013-10-25,11.311,11.614,11.3527,11.4491,6.5456,DOWN,0
2013-10-28,10.857,11.345,11.2228,11.4769,6.5889,UP,1
2013-10-29,10.965,10.851,11.1285,11.503,6.6327,DOWN,0
2013-10-30,10.615,10.975,11.0581,11.5158,6.6744,UP,1
2013-10-31,10.663,10.378,10.882,11.5319,6.7164,UP,1
2013-11-01,10.811,10.867,10.7821,11.5387,6.759,UP,1
2013-11-04,11.68,11.0,10.9467,11.5565,6.8059,UP,1
2013-11-05,11.787,12.0,11.1112,11.5733,6.8531,DOWN,0
2013-11-06,10.077,10.321,11.0037,11.5521,6.8915,DOWN,0
2013-11-07,9.318,9.613,10.7348,11.5166,6.9257,DOWN,0
2013-11-08,9.197,9.099,10.4119,11.4791,6.9594,UP,1
2013-11-11,9.647,9.4,10.0052,11.4467,6.9949,DOWN,0
2013-11-12,9.187,9.646,9.4851,11.4052,7.0282,UP,1
2013-11-13,9.247,9.389,9.3189,11.3626,7.0619,DOWN,0
2013-11-14,9.173,9.261,9.29,11.3195,7.0953,DOWN,0
2013-11-15,9.03,9.123,9.2566,11.2775,7.1277,DOWN,0
2013-11-18,8.105,9.018,8.9484,11.2253,7.1556,UP,1
2013-11-19,8.406,7.962,8.7923,11.1716,7.185,DOWN,0
2013-11-20,8.074,8.405,8.5577,11.1151,7.2123,UP,1
2013-11-21,8.14,8.193,8.3511,11.058,7.2398,DOWN,0
2013-11-22,8.092,8.105,8.1635,10.9991,7.2672,DOWN,0
2013-11-25,8.056,8.3,8.1536,10.9381,7.2947,DOWN,0
2013-11-26,8.033,7.959,8.0791,10.8771,7.3222,UP,1
2013-11-27,8.463,8.087,8.1568,10.8247,7.3517,UP,1
2013-11-29,8.485,8.651,8.2259,10.7572,7.3814,DOWN,0
2013-12-02,8.278,8.423,8.2631,10.6783,7.4104,UP,1
2013-12-03,9.647,8.845,8.5812,10.6297,7.4455,DOWN,0
2013-12-04,9.263,9.621,8.8272,10.5719,7.479,UP,1
2013-12-05,9.365,9.343,9.0077,10.5122,7.5141,DOWN,0
2013-12-06,9.157,9.434,9.1421,10.4438,7.5479,UP,1
2013-12-09,9.44,9.133,9.3745,10.3781,7.5836,UP,1
2013-12-10,9.479,9.337,9.3411,10.3099,7.6195,DOWN,0
2013-12-11,9.31,9.459,9.3504,10.2387,7.6544,UP,1
2013-12-12,9.831,9.313,9.4436,10.1941,7.6919,UP,1
2013-12-13,9.844,9.87,9.5809,10.1599,7.7296,UP,1
2013-12-16,9.863,9.899,9.6654,10.1158,7.767,UP,1
2013-12-17,10.164,9.839,9.8023,10.075,7.8056,DOWN,0
2013-12-18,9.865,10.149,9.9134,10.0393,7.8424,DOWN,0
2013-12-19,9.381,9.793,9.8234,10.0019,7.8766,UP,1
2013-12-20,9.549,9.439,9.7645,9.9623,7.9115,UP,1
2013-12-23,9.57,9.657,9.706,9.9155,7.9463,UP,1
2013-12-24,10.094,10.0,9.692,9.8777,7.9837,UP,1
2013-12-26,10.367,10.336,9.7923,9.8398,8.0226,DOWN,0
2013-12-27,10.075,10.353,9.9309,9.7966,8.0607,UP,1
2013-12-30,10.163,10.075,10.0536,9.7561,8.0997,DOWN,0
2013-12-31,10.029,10.155,10.1453,9.7121,8.1381,DOWN,0
2014-01-02,10.007,9.987,10.1279,9.6821,8.1765,DOWN,0
2014-01-03,9.971,10.0,10.0487,9.6528,8.2144,DOWN,0
2014-01-06,9.8,10.0,9.9937,9.6295,8.2514,UP,1
2014-01-07,9.957,9.841,9.9527,9.5978,8.2889,UP,1
2014-01-08,10.085,9.923,9.964,9.5732,8.3268,DOWN,0
2014-01-09,9.835,10.167,9.9297,9.5528,8.3634,DOWN,0
2014-01-10,9.715,9.897,9.8785,9.5278,8.3993,DOWN,0
2014-01-13,9.289,9.719,9.7764,9.5013,8.4331,UP,1
2014-01-14,10.751,9.367,9.9352,9.5031,8.4722,UP,1
2014-01-15,10.942,11.23,10.1065,9.5057,8.5121,UP,1
2014-01-16,11.398,10.833,10.4191,9.5,8.5554,DOWN,0
2014-01-17,11.334,11.346,10.7429,9.491,8.5981,UP,1
2014-01-21,11.779,11.416,11.2408,9.525,8.6432,UP,1
2014-01-22,11.904,11.854,11.4713,9.5767,8.6888,UP,1
2014-01-23,12.1,11.815,11.7029,9.6348,8.7358,DOWN,0
2014-01-24,11.64,11.857,11.7513,9.6747,8.78,DOWN,0
2014-01-27,11.308,11.677,11.7461,9.7171,8.822,UP,1
2014-01-28,11.892,11.433,11.7688,9.77,8.8669,DOWN,0
2014-01-29,11.682,11.687,11.7244,9.8202,8.9109,UP,1
2014-01-30,12.189,11.867,11.7423,9.8834,8.9566,DOWN,0
2014-01-31,12.094,11.923,11.8331,9.9631,9.0019,DOWN,0
2014-02-03,11.807,12.193,11.9329,10.0312,9.0453,UP,1
2014-02-04,11.915,12.047,11.9376,10.108,9.0889,DOWN,0
2014-02-05,11.628,11.887,11.9268,10.1777,9.1304,UP,1
2014-02-06,11.892,11.753,11.8673,10.2537,9.1728,UP,1
2014-02-07,12.435,12.067,11.9356,10.3413,9.2182,UP,1
2014-02-10,13.104,12.623,12.1949,10.4427,9.2664,UP,1
2014-02-11,13.108,13.265,12.4335,10.5356,9.3148,DOWN,0
2014-02-12,13.021,13.052,12.7121,10.6264,9.3616,UP,1
2014-02-13,13.309,12.889,12.9955,10.727,9.4102,DOWN,0
2014-02-14,13.215,13.207,13.1515,10.7984,9.4585,UP,1
2014-02-18,13.58,13.683,13.2467,10.8847,9.5084,DOWN,0
2014-02-19,12.909,13.58,13.2069,10.9556,9.5547,UP,1
2014-02-20,13.998,14.334,13.4023,11.0524,9.6049,DOWN,0
2014-02-21,13.973,14.109,13.5352,11.143,9.6562,UP,1
2014-02-24,14.51,13.917,13.7941,11.2437,9.7102,UP,1
2014-02-25,16.533,15.333,14.3848,11.3881,9.7697,UP,1
2014-02-26,16.867,17.239,15.1763,11.5288,9.8285,DOWN,0
2014-02-27,16.836,17.417,15.7439,11.6687,9.8834,DOWN,0
2014-02-28,16.321,16.643,16.2133,11.7978,9.9372,UP,1
2014-03-03,16.704,15.817,16.6521,11.9286,9.9925,UP,1
2014-03-04,16.989,17.232,16.7433,12.0711,10.0467,DOWN,0
2014-03-05,16.844,17.115,16.7388,12.2204,10.1004,UP,1
2014-03-06,16.863,16.943,16.7441,12.3666,10.1547,DOWN,0
2014-03-07,16.414,16.863,16.7628,12.5035,10.2076,DOWN,0
2014-03-10,15.923,16.18,16.6065,12.6201,10.2581,DOWN,0
2014-03-11,15.627,15.767,16.3341,12.7253,10.3054,UP,1
2014-03-12,16.099,15.433,16.1852,12.8458,10.3535,DOWN,0
2014-03-13,15.853,16.253,15.9832,12.9596,10.396,DOWN,0
2014-03-14,15.398,15.686,15.78,13.067,10.4381,UP,1
2014-03-17,15.599,15.663,15.7152,13.1788,10.4811,UP,1
2014-03-18,16.003,15.797,15.7903,13.2995,10.5285,DOWN,0
2014-03-19,15.723,16.093,15.7149,13.4179,10.5763,DOWN,0
2014-03-20,15.661,15.744,15.6765,13.532,10.623,DOWN,0
2014-03-21,15.259,15.735,15.6488,13.6355,10.6675,DOWN,0
2014-03-24,14.678,15.317,15.4647,13.7323,10.7084,UP,1
2014-03-25,14.696,14.943,15.2033,13.8319,10.7479,DOWN,0
2014-03-26,14.197,14.797,14.8983,13.9301,10.7855,DOWN,0
2014-03-27,13.821,14.158,14.5304,13.9915,10.8232,UP,1
2014-03-28,14.158,14.187,14.3101,14.0558,10.8614,DOWN,0
2014-03-31,13.897,14.433,14.1539,14.1058,10.8981,UP,1
2014-04-01,14.465,13.935,14.1076,14.1684,10.937,UP,1
2014-04-02,15.353,14.667,14.3387,14.2399,10.9797,DOWN,0
2014-04-03,15.027,15.353,14.5797,14.3023,11.0204,DOWN,0
2014-04-04,14.148,15.067,14.5778,14.3433,11.0562,DOWN,0
2014-04-07,13.835,13.721,14.5654,14.3872,11.0918,UP,1
2014-04-08,14.364,14.003,14.5453,14.4483,11.1305,UP,1
2014-04-09,14.462,14.451,14.3671,14.4997,11.169,DOWN,0
2014-04-10,13.613,14.455,14.0843,14.5383,11.2029,DOWN,0
2014-04-11,13.585,13.374,13.9717,14.5663,11.2356,DOWN,0
2014-04-14,13.206,13.84,13.846,14.5885,11.2652,DOWN,0
2014-04-15,12.927,13.273,13.5587,14.6109,11.294,UP,1
2014-04-16,13.274,13.133,13.3211,14.6381,11.3214,DOWN,0
2014-04-17,13.208,13.307,13.2401,14.6697,11.3481,UP,1
2014-04-21,13.625,13.139,13.2481,14.7043,11.3778,UP,1
2014-04-22,14.576,13.757,13.5221,14.7472,11.4107,DOWN,0
2014-04-23,13.866,14.422,13.7099,14.7624,11.4395,DOWN,0
2014-04-24,13.857,14.054,13.8265,14.7774,11.4676,DOWN,0
2014-04-25,13.323,13.467,13.8496,14.7834,11.4935,DOWN,0
2014-04-28,13.234,13.333,13.7713,14.7819,11.5178,UP,1
2014-04-29,13.795,13.214,13.6151,14.7935,11.5434,UP,1
2014-04-30,13.859,13.573,13.6137,14.7991,11.5703,DOWN,0
2014-05-01,13.849,13.805,13.612,14.8179,11.6032,UP,1
2014-05-02,14.061,13.907,13.7595,14.8191,11.6334,UP,1
2014-05-05,14.441,13.965,14.0008,14.8285,11.666,DOWN,0
2014-05-06,13.819,14.44,14.0056,14.8147,11.6952,DOWN,0
2014-05-07,13.423,13.976,13.9184,14.7525,11.7215,DOWN,0
2014-05-08,11.906,12.133,13.5299,14.6532,11.7401,UP,1
2014-05-09,12.151,11.991,13.1479,14.5595,11.7603,UP,1
