ticker,GRMN US Equity,GRMN US Equity,GRMN US Equity,GRMN US Equity,GRMN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-01-20,29.9,30.25,30.649,30.6379,27.1743,UP,1
2006-01-23,30.525,29.945,30.46,30.702,27.2132,UP,1
2006-01-24,32.185,30.515,30.757,30.7899,27.2596,DOWN,0
2006-01-25,31.52,32.2,30.916,30.8494,27.3034,UP,1
2006-01-26,31.625,30.68,31.151,30.9091,27.3462,UP,1
2006-01-27,32.12,31.545,31.595,30.9715,27.3915,DOWN,0
2006-01-30,31.705,32.34,31.831,31.0323,27.4371,DOWN,0
2006-01-31,31.105,31.865,31.615,31.0774,27.4837,DOWN,0
2006-02-01,31.105,30.87,31.532,31.1094,27.5319,UP,1
2006-02-02,32.21,31.4,31.649,31.1421,27.5851,DOWN,0
2006-02-03,31.995,32.08,31.624,31.1633,27.6376,DOWN,0
2006-02-06,31.34,31.93,31.551,31.1728,27.685,DOWN,0
2006-02-07,30.735,31.51,31.477,31.1896,27.7305,DOWN,0
2006-02-08,30.37,30.775,31.33,31.1985,27.7728,UP,1
2006-02-09,32.82,30.825,31.452,31.2776,27.8281,UP,1
2006-02-10,33.25,32.625,31.703,31.3846,27.8888,UP,1
2006-02-13,34.0,33.46,32.235,31.5136,27.9574,DOWN,0
2006-02-14,33.52,33.905,32.792,31.6215,28.0262,DOWN,0
2006-02-15,32.95,33.495,33.308,31.7014,28.0897,DOWN,0
2006-02-16,32.75,33.0,33.294,31.766,28.1517,DOWN,0
2006-02-17,32.66,32.825,33.176,31.8372,28.2132,UP,1
2006-02-21,33.0,32.745,32.976,31.9033,28.2763,DOWN,0
2006-02-22,32.565,35.125,32.785,31.9666,28.3343,UP,1
2006-02-23,32.765,32.835,32.748,32.0383,28.3947,UP,1
2006-02-24,33.5,32.835,32.898,32.0999,28.4557,UP,1
2006-02-27,35.17,34.445,33.4,32.1679,28.5232,DOWN,0
2006-02-28,34.41,35.0,33.682,32.2212,28.589,UP,1
2006-03-01,34.835,34.71,34.136,32.2959,28.6564,UP,1
2006-03-02,36.35,34.94,34.853,32.4125,28.7325,UP,1
2006-03-03,37.0,36.3,35.553,32.539,28.8117,UP,1
2006-03-06,37.605,37.16,36.04,32.6773,28.8896,DOWN,0
2006-03-07,36.92,37.5,36.542,32.7878,28.9647,UP,1
2006-03-08,37.395,36.69,37.054,32.8527,29.0406,UP,1
2006-03-09,37.7,37.595,37.324,32.921,29.116,DOWN,0
2006-03-10,37.385,37.485,37.401,33.0044,29.1929,DOWN,0
2006-03-13,37.33,37.4,37.346,33.0943,29.2718,UP,1
2006-03-14,37.65,37.315,37.492,33.1989,29.3505,UP,1
2006-03-15,38.5,37.65,37.713,33.3054,29.4322,DOWN,0
2006-03-16,38.32,38.68,37.837,33.3982,29.5129,UP,1
2006-03-17,38.545,38.26,38.069,33.5137,29.5938,UP,1
2006-03-20,39.705,38.93,38.544,33.6685,29.6817,UP,1
2006-03-21,40.515,39.7,39.117,33.811,29.7757,DOWN,0
2006-03-22,40.385,40.43,39.494,33.9493,29.8693,DOWN,0
2006-03-23,39.9,40.285,39.81,34.0998,29.9625,UP,1
2006-03-24,40.775,39.99,40.256,34.2761,30.0607,UP,1
2006-03-27,42.075,40.95,40.73,34.4807,30.1656,DOWN,0
2006-03-28,40.745,42.295,40.776,34.6662,30.2649,DOWN,0
2006-03-29,40.69,41.075,40.837,34.866,30.3629,DOWN,0
2006-03-30,39.505,40.585,40.758,35.0416,30.4554,UP,1
2006-03-31,39.715,39.04,40.546,35.2269,30.5487,UP,1
2006-04-03,40.57,40.07,40.245,35.4403,30.6415,DOWN,0
2006-04-04,40.565,40.77,40.209,35.6411,30.7331,UP,1
2006-04-05,40.79,40.44,40.229,35.8132,30.8267,UP,1
2006-04-06,41.22,40.645,40.572,36.0072,30.9245,DOWN,0
2006-04-07,41.135,41.305,40.856,36.1974,31.0211,UP,1
2006-04-10,41.145,41.15,40.971,36.3779,31.1208,UP,1
2006-04-11,41.315,41.295,41.121,36.5701,31.2239,UP,1
2006-04-12,42.13,41.315,41.389,36.7906,31.3319,UP,1
2006-04-13,43.5,42.02,41.845,37.0385,31.4456,DOWN,0
2006-04-17,42.98,43.25,42.214,37.2539,31.5547,UP,1
2006-04-18,43.975,43.17,42.78,37.4935,31.6677,UP,1
2006-04-19,44.0,44.125,43.317,37.7467,31.7786,DOWN,0
2006-04-20,43.78,43.995,43.647,38.0076,31.8871,DOWN,0
2006-04-21,43.005,44.27,43.548,38.2603,31.9817,UP,1
2006-04-24,43.02,43.4,43.556,38.4643,32.078,UP,1
2006-04-25,43.545,43.375,43.47,38.6702,32.1748,UP,1
2006-04-26,43.585,43.27,43.387,38.8619,32.2746,UP,1
2006-04-27,44.12,42.38,43.455,39.0739,32.3767,DOWN,0
2006-04-28,43.18,44.45,43.49,39.2785,32.4738,UP,1
2006-05-01,43.71,44.225,43.628,39.4977,32.5721,UP,1
2006-05-02,43.96,44.25,43.711,39.7237,32.6658,UP,1
2006-05-03,48.215,48.475,44.637,40.028,32.7819,DOWN,0
2006-05-04,48.055,48.28,45.424,40.3378,32.8958,DOWN,0
2006-05-05,47.405,48.445,46.269,40.6306,33.0015,UP,1
2006-05-08,47.95,47.495,47.117,40.9196,33.1111,UP,1
2006-05-09,48.835,47.835,48.092,41.1929,33.2271,DOWN,0
2006-05-10,48.5,48.91,48.149,41.4747,33.3414,DOWN,0
2006-05-11,48.46,48.82,48.23,41.7472,33.4523,DOWN,0
2006-05-12,47.36,48.17,48.221,41.9674,33.5519,DOWN,0
2006-05-15,46.105,46.865,47.852,42.1495,33.6459,UP,1
2006-05-16,46.635,46.26,47.412,42.3301,33.7418,DOWN,0
2006-05-17,43.9,46.635,46.492,42.4697,33.8235,DOWN,0
2006-05-18,43.25,44.135,45.45,42.5868,33.9029,UP,1
2006-05-19,44.615,43.25,44.901,42.7251,33.9909,DOWN,0
2006-05-22,42.685,44.605,44.217,42.8311,34.0737,UP,1
2006-05-23,43.585,43.115,43.607,42.9562,34.1591,UP,1
2006-05-24,44.355,43.585,43.698,43.0903,34.2467,UP,1
2006-05-25,45.48,45.0,44.144,43.2299,34.3366,UP,1
2006-05-26,46.95,46.075,44.611,43.4025,34.4334,DOWN,0
2006-05-30,46.255,46.85,45.325,43.5567,34.5228,UP,1
2006-05-31,46.645,46.26,45.937,43.6955,34.6154,UP,1
2006-06-01,48.56,46.5,46.778,43.8564,34.7164,UP,1
2006-06-02,48.64,48.875,47.41,44.0215,34.8226,DOWN,0
2006-06-05,46.975,48.66,47.415,44.163,34.9202,DOWN,0
2006-06-06,46.24,46.94,47.412,44.2723,35.0138,UP,1
2006-06-07,46.48,46.415,47.379,44.3604,35.1071,DOWN,0
2006-06-08,45.73,46.105,46.813,44.4601,35.1957,DOWN,0
2006-06-09,45.235,46.465,46.132,44.551,35.2811,DOWN,0
2006-06-12,44.8,46.365,45.697,44.6569,35.3652,DOWN,0
2006-06-13,41.78,44.505,44.805,44.6982,35.4338,UP,1
2006-06-14,44.835,41.785,44.476,44.7835,35.519,UP,1
