ticker,MET US Equity,MET US Equity,MET US Equity,MET US Equity,MET US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2004-12-10,35.9395,36.4118,35.7185,34.329,32.3474,UP,1
2004-12-13,36.1801,36.0464,35.8076,34.3508,32.3717,DOWN,0
2004-12-14,35.984,36.0019,35.9181,34.3632,32.3945,UP,1
2004-12-15,36.6969,35.9929,36.1141,34.3853,32.422,DOWN,0
2004-12-16,36.3583,36.6969,36.2318,34.3989,32.446,DOWN,0
2004-12-17,35.2979,35.6454,36.1034,34.3983,32.4636,UP,1
2004-12-20,35.7345,35.69,36.0143,34.4263,32.4845,UP,1
2004-12-21,36.1533,35.9573,36.0482,34.4589,32.5087,UP,1
2004-12-22,36.2068,36.0019,35.9502,34.4949,32.5336,DOWN,0
2004-12-23,36.1712,36.3583,35.9127,34.5383,32.5617,DOWN,0
2004-12-27,36.0108,36.4474,36.0553,34.5946,32.5926,UP,1
2004-12-28,36.5454,36.1355,36.2175,34.7019,32.6225,DOWN,0
2004-12-29,36.3761,36.3405,36.2621,34.8145,32.6529,DOWN,0
2004-12-30,36.2514,36.3761,36.271,34.9339,32.6819,DOWN,0
2004-12-31,36.0999,36.3405,36.2567,35.0414,32.7067,DOWN,0
2005-01-03,35.788,36.1533,36.2122,35.1423,32.7268,DOWN,0
2005-01-04,35.5652,35.7791,36.0161,35.2398,32.7484,DOWN,0
2005-01-05,35.3335,35.69,35.8076,35.3216,32.7701,UP,1
2005-01-06,35.7434,35.2444,35.706,35.3814,32.7938,DOWN,0
2005-01-07,35.387,35.9127,35.5634,35.4215,32.8169,UP,1
2005-01-10,35.9929,35.4315,35.6044,35.4659,32.8406,DOWN,0
2005-01-11,35.3068,35.9929,35.5527,35.4886,32.8599,UP,1
2005-01-12,35.7167,35.4672,35.6294,35.5212,32.879,DOWN,0
2005-01-13,35.583,35.7702,35.5973,35.5472,32.8971,UP,1
2005-01-14,35.7078,35.4672,35.6614,35.5795,32.9166,UP,1
2005-01-18,36.5633,35.7612,35.7755,35.609,32.9395,UP,1
2005-01-19,36.7326,37.2494,36.0607,35.642,32.9616,DOWN,0
2005-01-20,35.9573,36.7326,36.1088,35.6518,32.978,DOWN,0
2005-01-21,35.8949,35.9573,36.1712,35.6732,32.9944,UP,1
2005-01-24,35.9038,36.0821,36.2104,35.6908,33.0138,UP,1
2005-01-25,36.1088,36.1266,36.1195,35.7037,33.0342,UP,1
2005-01-26,36.385,36.1979,36.05,35.747,33.0545,DOWN,0
2005-01-27,36.2246,36.3138,36.1034,35.7639,33.0774,DOWN,0
2005-01-28,35.5919,36.2425,36.0428,35.7748,33.0978,DOWN,0
2005-01-31,35.4226,35.6454,35.9466,35.7723,33.1185,UP,1
2005-02-01,36.0375,35.7345,35.9323,35.7889,33.1419,DOWN,0
2005-02-02,35.8949,36.0375,35.8343,35.8144,33.1656,DOWN,0
2005-02-03,35.3781,35.9573,35.665,35.8154,33.1898,UP,1
2005-02-04,36.1088,35.4672,35.7684,35.8336,33.218,DOWN,0
2005-02-07,36.0731,36.2068,35.8985,35.8534,33.2434,DOWN,0
2005-02-08,36.0286,35.9395,35.8967,35.8721,33.2696,DOWN,0
2005-02-09,35.8593,36.1355,35.8896,35.8978,33.2959,DOWN,0
2005-02-10,35.1375,35.9573,35.8414,35.9054,33.3162,UP,1
2005-02-11,35.5919,35.1375,35.7381,35.9074,33.3419,UP,1
2005-02-14,35.7612,35.681,35.6757,35.9102,33.368,UP,1
2005-02-15,36.3316,35.7078,35.7363,35.9154,33.396,UP,1
2005-02-16,36.8663,36.7148,35.9377,35.938,33.4249,DOWN,0
2005-02-17,36.0197,36.8752,36.1141,35.9498,33.4508,UP,1
2005-02-18,36.6078,36.1355,36.3173,35.9676,33.4821,DOWN,0
2005-02-22,35.7702,36.4029,36.3191,35.9676,33.5083,UP,1
2005-02-23,36.091,36.0286,36.271,35.9707,33.5397,UP,1
2005-02-24,36.5365,36.2959,36.205,35.9778,33.5744,UP,1
2005-02-25,36.7861,36.4118,36.3583,35.9938,33.6088,DOWN,0
2005-02-28,36.5722,36.6256,36.3512,35.9913,33.64,UP,1
2005-03-01,36.6078,36.5722,36.5187,35.9963,33.6709,DOWN,0
2005-03-02,36.1444,36.5365,36.5294,36.0133,33.6995,UP,1
2005-03-03,36.6256,36.2246,36.5472,36.0311,33.7329,DOWN,0
2005-03-04,36.5009,36.7593,36.4902,36.038,33.7647,DOWN,0
2005-03-07,36.2335,37.2138,36.4225,36.0386,33.7956,UP,1
2005-03-08,36.4474,36.3405,36.3904,36.0441,33.8278,DOWN,0
2005-03-09,36.3227,36.1979,36.426,36.0503,33.858,UP,1
2005-03-10,36.5276,36.3583,36.4064,36.05,33.8876,DOWN,0
2005-03-11,36.0019,36.5811,36.3066,36.0425,33.9125,UP,1
2005-03-14,36.4474,36.2603,36.3494,36.0464,33.9365,DOWN,0
2005-03-15,35.7969,36.4296,36.2193,36.0404,33.9576,DOWN,0
2005-03-16,35.2979,35.6721,36.0143,36.0305,33.9757,UP,1
2005-03-17,35.3157,35.4494,35.7719,36.0256,33.9931,DOWN,0
2005-03-18,35.1553,35.1998,35.6026,36.022,34.0093,DOWN,0
2005-03-21,35.0573,35.3335,35.3246,36.0083,34.026,DOWN,0
2005-03-22,34.3176,34.986,35.0287,35.9869,34.0384,DOWN,0
2005-03-23,34.2463,34.2641,34.8184,35.952,34.0475,DOWN,0
2005-03-24,34.1394,34.3087,34.5832,35.9286,34.0571,UP,1
2005-03-28,34.3533,34.2196,34.4228,35.9013,34.0695,DOWN,0
2005-03-29,34.2196,34.2641,34.2552,35.8741,34.08,UP,1
2005-03-30,34.7988,34.3533,34.3515,35.8559,34.0939,UP,1
2005-03-31,34.8434,34.7632,34.4709,35.8215,34.1084,DOWN,0
2005-04-01,34.6295,35.084,34.5689,35.7794,34.1235,UP,1
2005-04-04,35.3246,34.7899,34.7632,35.7668,34.1407,UP,1
2005-04-05,35.4137,35.4939,35.002,35.7571,34.1607,UP,1
2005-04-06,35.5474,35.5563,35.1517,35.75,34.1825,DOWN,0
2005-04-07,35.4583,35.5028,35.2747,35.737,34.2017,DOWN,0
2005-04-08,35.1909,35.4761,35.387,35.7131,34.2198,UP,1
2005-04-11,35.4226,35.1909,35.4066,35.6971,34.2387,UP,1
2005-04-12,35.9306,35.2889,35.5099,35.7039,34.2601,DOWN,0
2005-04-13,35.0394,35.2444,35.4084,35.6962,34.2771,DOWN,0
2005-04-14,34.8968,34.9503,35.2961,35.6734,34.293,DOWN,0
2005-04-15,34.282,34.7097,35.1143,35.6411,34.3046,UP,1
2005-04-18,34.3265,34.3087,34.8951,35.6201,34.3173,UP,1
2005-04-19,34.5849,34.3533,34.6259,35.5896,34.332,DOWN,0
2005-04-20,34.2641,34.5939,34.4709,35.5534,34.3455,UP,1
2005-04-21,35.0127,34.6206,34.4941,35.5331,34.3637,DOWN,0
2005-04-22,34.3978,34.879,34.5172,35.5039,34.3799,UP,1
2005-04-25,34.7899,34.6919,34.6099,35.4969,34.3994,DOWN,0
2005-04-26,33.872,34.6206,34.4673,35.4625,34.4124,DOWN,0
2005-04-27,33.7295,33.872,34.3604,35.4219,34.4251,UP,1
2005-04-28,33.774,33.6403,34.1126,35.3708,34.4395,UP,1
2005-04-29,34.6652,34.0592,34.1661,35.3267,34.4596,DOWN,0
2005-05-02,34.6295,34.8879,34.134,35.2989,34.4802,DOWN,0
2005-05-03,34.6117,34.4691,34.282,35.259,34.4999,UP,1
2005-05-04,38.8089,36.9821,35.2979,35.3198,34.5412,DOWN,0
2005-05-05,38.2832,38.6753,36.1997,35.3636,34.5783,UP,1
2005-05-06,38.8089,38.8535,37.0284,35.4091,34.6199,UP,1
2005-05-09,38.898,38.8535,37.8821,35.4513,34.6631,DOWN,0
2005-05-10,38.1049,38.8089,38.5808,35.482,34.702,UP,1
2005-05-11,38.702,38.194,38.5594,35.5238,34.7431,DOWN,0
2005-05-12,37.793,38.8089,38.4614,35.5568,34.7792,DOWN,0
2005-05-13,37.5524,37.9534,38.2101,35.5754,34.8087,UP,1
2005-05-16,38.5149,37.6861,38.1334,35.6156,34.8423,UP,1
2005-05-17,39.2278,38.3545,38.358,35.6755,34.8772,DOWN,0
2005-05-18,38.0782,39.0763,38.2333,35.7081,34.9079,UP,1
2005-05-19,38.4347,38.4079,38.3616,35.7504,34.9391,UP,1
2005-05-20,38.7555,38.5861,38.6022,35.7949,34.9736,UP,1
2005-05-23,39.0406,38.9426,38.7073,35.8557,35.0099,UP,1
2005-05-24,39.4238,39.1654,38.7465,35.9152,35.0475,DOWN,0
2005-05-25,39.0406,39.3882,38.939,35.9801,35.0817,UP,1
2005-05-26,39.8426,39.3436,39.2206,36.071,35.1199,DOWN,0
2005-05-27,39.8337,39.905,39.4363,36.1614,35.1592,DOWN,0
2005-05-31,39.7446,39.4327,39.5771,36.2532,35.1991,DOWN,0
2005-06-01,39.4685,39.8516,39.586,36.3414,35.2358,DOWN,0
2005-06-02,39.4149,39.4684,39.6609,36.4433,35.2723,DOWN,0
2005-06-03,38.702,39.2545,39.4327,36.5324,35.3019,UP,1
2005-06-06,39.2723,38.6842,39.3205,36.6351,35.3348,DOWN,0
2005-06-07,38.8446,39.2367,39.1405,36.7249,35.3656,UP,1
2005-06-08,38.898,38.8802,39.0264,36.8185,35.3986,UP,1
2005-06-09,39.3525,39.0763,39.0139,36.9096,35.4338,DOWN,0
2005-06-10,39.0763,39.3258,39.0887,36.9942,35.4668,DOWN,0
2005-06-13,38.5594,39.0763,38.9462,37.0728,35.4966,UP,1
2005-06-14,38.6485,38.5594,38.907,37.1393,35.5265,DOWN,0
2005-06-15,38.6307,38.8089,38.8535,37.2036,35.557,UP,1
2005-06-16,39.1119,38.8089,38.8054,37.2749,35.5865,UP,1
2005-06-17,39.8694,39.4773,38.964,37.3632,35.6212,UP,1
2005-06-20,40.1991,39.8872,39.2919,37.4633,35.657,DOWN,0
2005-06-21,40.1367,40.1991,39.5896,37.5576,35.6909,DOWN,0
2005-06-22,40.012,40.1902,39.8658,37.6392,35.7211,DOWN,0
2005-06-23,39.5129,40.0565,39.946,37.7287,35.7498,UP,1
2005-06-24,39.7357,39.5753,39.9193,37.8255,35.7797,UP,1
2005-06-27,40.012,39.7268,39.8819,37.9401,35.8098,UP,1
2005-06-28,40.4308,39.9674,39.9407,38.0622,35.8394,UP,1
2005-06-29,40.5021,40.6001,40.0387,38.1805,35.8716,DOWN,0
2005-06-30,40.0476,40.7694,40.1456,38.2962,35.9025,UP,1
2005-07-01,40.5199,40.1724,40.3025,38.4063,35.9364,UP,1
2005-07-05,41.5536,40.5823,40.6108,38.5494,35.9766,UP,1
2005-07-06,41.616,41.5536,40.8478,38.686,36.0187,DOWN,0
2005-07-07,41.0813,41.0813,40.9637,38.8301,36.0565,UP,1
2005-07-08,41.1259,41.0457,41.1793,38.9781,36.0971,DOWN,0
2005-07-11,40.7694,41.215,41.2293,39.118,36.1355,DOWN,0
2005-07-12,40.7516,40.7694,41.0688,39.2397,36.1715,DOWN,0
2005-07-13,40.5912,40.8051,40.8639,39.3589,36.2079,UP,1
2005-07-14,41.0279,40.7249,40.8532,39.4873,36.2445,UP,1
2005-07-15,41.3487,41.0368,40.8977,39.5381,36.2811,DOWN,0
2005-07-18,41.3487,41.4289,41.0136,39.5994,36.3157,DOWN,0
2005-07-19,41.313,41.5269,41.1259,39.6495,36.3468,UP,1
2005-07-20,41.4289,41.1348,41.2934,39.7001,36.3771,DOWN,0
2005-07-21,40.9477,41.5714,41.2774,39.7569,36.4039,UP,1
2005-07-22,41.3398,40.9031,41.2756,39.8097,36.4322,UP,1
2005-07-25,41.4734,41.5002,41.3005,39.8833,36.4629,UP,1
2005-07-26,41.9903,41.5893,41.436,39.972,36.5012,UP,1
2005-07-27,42.5963,42.0348,41.6695,40.0537,36.5416,UP,1
2005-07-28,42.8279,42.5517,42.0455,40.1257,36.5837,UP,1
2005-07-29,43.7904,44.3785,42.5357,40.2399,36.6326,DOWN,0
2005-08-01,43.122,43.7993,42.8654,40.3337,36.6822,UP,1
2005-08-02,43.3092,43.2735,43.1292,40.4247,36.7429,UP,1
2005-08-03,43.7993,43.2022,43.3698,40.5199,36.8082,DOWN,0
2005-08-04,43.5765,43.8171,43.5195,40.603,36.8746,DOWN,0
2005-08-05,42.7567,43.4874,43.3127,40.6773,36.9348,DOWN,0
2005-08-08,42.4626,43.1309,43.1808,40.7297,36.9934,UP,1
2005-08-09,42.7656,42.7299,43.0721,40.7883,37.0538,UP,1
2005-08-10,43.1042,42.9973,42.9331,40.8555,37.1131,UP,1
2005-08-11,43.5587,43.122,42.9295,40.9373,37.1671,DOWN,0
2005-08-12,43.4517,43.3983,43.0686,41.0181,37.2175,UP,1
2005-08-15,43.6923,43.4874,43.3145,41.1179,37.267,DOWN,0
2005-08-16,42.9973,43.7013,43.3608,41.1924,37.3112,DOWN,0
2005-08-17,42.9973,43.0864,43.3395,41.2754,37.3557,DOWN,0
2005-08-18,42.926,43.0062,43.2129,41.356,37.3989,UP,1
2005-08-19,42.9705,43.1755,43.1167,41.4283,37.4433,UP,1
2005-08-22,43.7993,43.3894,43.1381,41.5228,37.4869,UP,1
2005-08-23,44.1112,44.0221,43.3608,41.6338,37.532,DOWN,0
2005-08-24,43.7458,44.1201,43.5106,41.7358,37.5734,UP,1
2005-08-25,44.0934,43.5943,43.744,41.845,37.6198,DOWN,0
2005-08-26,43.5587,44.0934,43.8617,41.934,37.6624,UP,1
2005-08-29,43.7726,43.5676,43.8563,42.012,37.704,DOWN,0
2005-08-30,43.3894,43.8349,43.712,42.0758,37.7498,UP,1
2005-08-31,43.6478,43.4428,43.6923,42.1461,37.7912,UP,1
2005-09-01,43.7191,43.7102,43.6175,42.2202,37.8345,DOWN,0
2005-09-02,43.6389,43.7191,43.6335,42.3027,37.875,UP,1
2005-09-06,43.7636,43.9151,43.6318,42.3833,37.9178,UP,1
2005-09-07,43.8706,43.7636,43.728,42.4604,37.964,DOWN,0
2005-09-08,43.6389,43.22,43.7262,42.5246,38.0056,UP,1
2005-09-09,44.4676,43.7993,43.8759,42.6039,38.0519,UP,1
2005-09-12,44.4765,44.5389,44.0435,42.6925,38.0989,DOWN,0
2005-09-13,43.8171,44.4231,44.0541,42.7584,38.1425,DOWN,0
2005-09-14,43.5676,43.1309,43.9936,42.7987,38.1875,UP,1
2005-09-15,43.8884,43.7547,44.0435,42.8442,38.2331,UP,1
2005-09-16,44.735,44.1023,44.0969,42.9172,38.2793,DOWN,0
2005-09-19,44.2983,44.735,44.0613,42.9807,38.3227,DOWN,0
2005-09-20,43.6745,44.2716,44.0328,43.0388,38.3607,DOWN,0
2005-09-21,43.6656,43.4785,44.0524,43.0971,38.4004,DOWN,0
2005-09-22,43.1309,43.4874,43.9009,43.1479,38.4389,UP,1
2005-09-23,43.2824,43.1933,43.6104,43.193,38.4767,DOWN,0
2005-09-26,43.2646,43.7102,43.4036,43.2313,38.5142,DOWN,0
2005-09-27,43.0507,43.2735,43.2789,43.2653,38.5497,UP,1
2005-09-28,43.1309,43.22,43.1719,43.3017,38.5845,UP,1
2005-09-29,43.924,43.0864,43.3305,43.3516,38.6242,UP,1
2005-09-30,44.4053,43.933,43.5551,43.4207,38.6627,DOWN,0
2005-10-03,43.9686,44.4676,43.6959,43.4733,38.7008,DOWN,0
2005-10-04,43.8082,44.4409,43.8474,43.52,38.7433,DOWN,0
2005-10-05,43.2468,43.933,43.8706,43.5451,38.7809,DOWN,0
2005-10-06,42.9973,43.4874,43.6852,43.5532,38.8151,UP,1
2005-10-07,43.0775,43.3092,43.4197,43.5581,38.8495,DOWN,0
2005-10-10,42.5606,43.22,43.1381,43.5335,38.8814,DOWN,0
2005-10-11,42.0972,42.7745,42.7959,43.5131,38.9119,DOWN,0
2005-10-12,41.7051,42.0794,42.4875,43.481,38.9377,UP,1
2005-10-13,41.9814,41.7051,42.2844,43.4446,38.9657,DOWN,0
2005-10-14,41.821,42.017,42.0331,43.4095,38.9935,UP,1
2005-10-17,42.2309,41.7764,41.9671,43.399,39.0242,DOWN,0
2005-10-18,42.017,42.2309,41.9511,43.3901,39.0553,UP,1
2005-10-19,42.9527,42.0259,42.2006,43.3938,39.0923,DOWN,0
2005-10-20,42.4537,42.9973,42.295,43.3808,39.1279,UP,1
2005-10-21,42.6943,42.4537,42.4697,43.3635,39.1626,UP,1
2005-10-24,43.9864,42.9973,42.8208,43.3742,39.2056,DOWN,0
2005-10-25,43.3983,43.8438,43.0971,43.3683,39.2426,UP,1
2005-10-26,43.9953,43.1309,43.3056,43.3883,39.2861,UP,1
2005-10-27,45.0914,43.9953,43.8331,43.4302,39.333,DOWN,0
2005-10-28,43.6656,44.9578,44.0274,43.445,39.3734,UP,1
2005-10-31,44.031,43.8617,44.0363,43.4662,39.415,UP,1
2005-11-01,44.8152,44.0488,44.3197,43.4865,39.4563,UP,1
2005-11-02,45.2073,44.9756,44.5621,43.5084,39.4986,DOWN,0
2005-11-03,44.4765,45.4301,44.4391,43.523,39.5412,UP,1
2005-11-04,44.6013,44.8686,44.6263,43.5332,39.5848,UP,1
2005-11-07,44.7884,44.7795,44.7778,43.5578,39.6292,DOWN,0
2005-11-08,44.6013,44.7974,44.735,43.5744,39.6716,DOWN,0
2005-11-09,44.4855,44.5033,44.5906,43.5963,39.7121,UP,1
2005-11-10,44.9488,44.4855,44.6851,43.6223,39.7558,DOWN,0
2005-11-11,44.8954,44.9399,44.7439,43.6458,39.8023,UP,1
2005-11-14,45.1984,44.6904,44.8259,43.677,39.8512,DOWN,0
2005-11-15,44.4409,45.0558,44.7938,43.6906,39.8932,UP,1
2005-11-16,44.8508,44.4409,44.8669,43.7102,39.938,UP,1
2005-11-17,45.1805,45.1271,44.9132,43.741,39.987,UP,1
2005-11-18,45.5192,45.4479,45.038,43.762,40.034,DOWN,0
2005-11-21,45.4746,45.5192,45.0932,43.782,40.081,UP,1
2005-11-22,45.537,45.3588,45.3124,43.8164,40.1286,UP,1
2005-11-23,45.5637,45.5637,45.455,43.8563,40.1771,DOWN,0
2005-11-25,45.3766,45.6707,45.4942,43.8861,40.2283,UP,1
2005-11-28,45.4924,45.3855,45.4889,43.9012,40.2778,UP,1
2005-11-29,46.3123,45.6707,45.6564,43.9415,40.3305,DOWN,0
2005-11-30,45.84,46.4727,45.717,43.9848,40.3781,UP,1
2005-12-01,46.0093,45.9826,45.8061,44.0317,40.4238,UP,1
2005-12-02,46.4727,46.0093,46.0253,44.0985,40.4761,DOWN,0
2005-12-05,45.2607,45.4924,45.979,44.1381,40.5193,UP,1
2005-12-06,45.2697,45.2875,45.7705,44.1782,40.5668,DOWN,0
2005-12-07,45.1093,45.3588,45.6243,44.2194,40.6119,UP,1
2005-12-08,45.2162,45.2875,45.4657,44.2611,40.6553,DOWN,0
2005-12-09,45.1895,45.2162,45.2091,44.2864,40.6973,DOWN,0
2005-12-12,44.8686,45.4212,45.1306,44.2956,40.7388,DOWN,0
2005-12-13,44.7528,44.7795,45.0273,44.3113,40.7795,DOWN,0
2005-12-14,44.5924,44.8686,44.9239,44.327,40.8218,UP,1
2005-12-15,44.8686,44.7795,44.8544,44.3595,40.863,DOWN,0
2005-12-16,44.3963,45.1093,44.6958,44.3874,40.9025,DOWN,0
2005-12-19,44.0934,44.4944,44.5407,44.4078,40.9418,UP,1
2005-12-20,44.1201,43.933,44.4142,44.4389,40.9801,DOWN,0
2005-12-21,43.9508,44.4676,44.2858,44.476,41.0183,UP,1
2005-12-22,44.1112,44.0399,44.1344,44.5241,41.0562,UP,1
2005-12-23,44.2181,44.4231,44.0987,44.5689,41.0973,DOWN,0
2005-12-27,43.7636,44.2805,44.0328,44.6077,41.1339,DOWN,0
2005-12-28,43.5498,43.7726,43.9187,44.6341,41.1726,UP,1
2005-12-29,43.728,43.5498,43.8741,44.6683,41.2148,DOWN,0
2005-12-30,43.6656,43.7369,43.785,44.6826,41.2565,UP,1
2006-01-03,45.0201,43.8438,43.9454,44.7339,41.3058,UP,1
2006-01-04,45.2964,45.2251,44.252,44.7859,41.357,DOWN,0
2006-01-05,45.1716,45.1449,44.5764,44.8097,41.4113,UP,1
2006-01-06,45.4212,45.5816,44.915,44.8501,41.4672,UP,1
2006-01-09,45.9024,45.5816,45.3623,44.8883,41.526,DOWN,0
2006-01-10,45.4924,45.8043,45.4568,44.8963,41.5817,UP,1
2006-01-11,45.635,45.6261,45.5245,44.9357,41.6388,DOWN,0
2006-01-12,45.0647,45.4657,45.5031,44.9563,41.6901,UP,1
2006-01-13,45.1538,45.1805,45.4497,44.9631,41.7417,DOWN,0
2006-01-17,44.6102,45.0469,45.1912,44.9512,41.7916,DOWN,0
2006-01-18,44.227,44.6191,44.9382,44.9462,41.8361,DOWN,0
2006-01-19,43.8528,44.1736,44.5817,44.9312,41.8783,DOWN,0
2006-01-20,42.8992,43.8528,44.1486,44.8934,41.915,UP,1
2006-01-23,43.2735,43.1577,43.7726,44.8669,41.9541,UP,1
2006-01-24,43.7191,43.3537,43.5943,44.8515,41.9967,UP,1
2006-01-25,43.8438,43.9151,43.5177,44.8294,42.0388,UP,1
2006-01-26,45.1627,44.2894,43.7797,44.8348,42.085,DOWN,0
2006-01-27,44.9667,45.0112,44.1932,44.8302,42.1346,UP,1
2006-01-30,45.2251,44.9756,44.5835,44.8458,42.1863,DOWN,0
2006-01-31,44.6993,45.3142,44.7795,44.8428,42.2384,UP,1
2006-02-01,44.735,44.7198,44.9578,44.8339,42.2904,DOWN,0
2006-02-02,44.334,44.7546,44.792,44.8102,42.3392,DOWN,0
2006-02-03,43.5943,43.9775,44.5175,44.7726,42.3858,UP,1
2006-02-06,43.7636,43.5052,44.2252,44.7371,42.4296,DOWN,0
2006-02-07,43.7369,43.6834,44.0328,44.7006,42.4763,UP,1
2006-02-08,44.0755,43.7458,43.9009,44.6746,42.5227,DOWN,0
2006-02-09,43.8438,44.1112,43.8028,44.6416,42.5725,UP,1
2006-02-10,44.8241,43.826,44.0488,44.6118,42.628,DOWN,0
2006-02-13,44.3251,44.6013,44.1611,44.5815,42.6808,UP,1
2006-02-14,45.4122,44.6191,44.4962,44.5696,42.7345,DOWN,0
2006-02-15,45.332,45.3231,44.7475,44.5468,42.788,DOWN,0
2006-02-16,45.3053,45.5192,45.0397,44.5477,42.8415,DOWN,0
2006-02-17,44.7172,45.3499,45.0184,44.5366,42.871,DOWN,0
2006-02-21,44.4855,44.7172,45.0504,44.5241,42.902,UP,1
2006-02-22,46.3212,44.6904,45.2322,44.5462,42.9396,DOWN,0
2006-02-23,45.635,46.0271,45.2928,44.5551,42.9733,DOWN,0
2006-02-24,45.4835,45.7598,45.3285,44.5674,43.0102,DOWN,0
2006-02-27,45.2786,45.6083,45.4408,44.578,43.0431,DOWN,0
2006-02-28,44.6637,45.1895,45.4764,44.5794,43.0774,DOWN,0
2006-03-01,44.2716,43.9775,45.0665,44.5674,43.111,UP,1
2006-03-02,44.6102,44.2716,44.8615,44.5717,43.1415,DOWN,0
2006-03-03,44.0666,44.6459,44.5781,44.5712,43.1657,DOWN,0
2006-03-06,43.6389,44.0755,44.2502,44.5616,43.1935,UP,1
2006-03-07,44.0755,43.6389,44.1326,44.5641,43.2217,UP,1
2006-03-08,44.2894,43.9953,44.1361,44.5676,43.2494,DOWN,0
2006-03-09,43.7993,44.2894,43.9739,44.5592,43.2732,UP,1
2006-03-10,44.227,43.6745,44.006,44.5685,43.2972,UP,1
2006-03-13,44.3161,44.2003,44.1415,44.5838,43.3236,UP,1
2006-03-14,45.136,44.4231,44.3536,44.612,43.35,DOWN,0
2006-03-15,44.9578,45.3142,44.4872,44.6378,43.3756,UP,1
2006-03-16,45.038,45.2518,44.735,44.6382,43.4021,UP,1
2006-03-17,45.1895,45.0558,44.9275,44.6361,43.4307,UP,1
2006-03-20,45.3766,45.4479,45.1396,44.6402,43.4605,DOWN,0
2006-03-21,44.6102,45.332,45.0344,44.6239,43.4901,DOWN,0
2006-03-22,44.1112,44.5122,44.8651,44.5881,43.5143,DOWN,0
2006-03-23,43.6656,44.2181,44.5906,44.5516,43.5384,UP,1
2006-03-24,43.8438,43.6656,44.3215,44.5158,43.5631,DOWN,0
2006-03-27,43.7993,43.8884,44.006,44.4904,43.5853,DOWN,0
2006-03-28,43.4428,43.6923,43.7726,44.4562,43.6072,UP,1
2006-03-29,43.63,43.6211,43.6763,44.4366,43.6325,DOWN,0
2006-03-30,43.4339,43.4874,43.63,44.4208,43.6564,DOWN,0
2006-03-31,43.1042,43.4607,43.482,44.4058,43.6788,UP,1
2006-04-03,43.1666,43.0953,43.3555,44.4111,43.6991,UP,1
2006-04-04,43.4963,43.2913,43.3662,44.4156,43.7172,UP,1
2006-04-05,44.0755,43.6656,43.4553,44.4227,43.7366,UP,1
2006-04-06,44.3607,44.1112,43.6407,44.4331,43.7577,DOWN,0
2006-04-07,43.9508,44.3607,43.81,44.4088,43.7774,DOWN,0
2006-04-10,43.7102,44.1112,43.9187,44.3837,43.7984,UP,1
2006-04-11,43.9508,43.933,44.0096,44.3582,43.8195,UP,1
2006-04-12,44.5478,44.1112,44.1041,44.3552,43.8421,DOWN,0
2006-04-13,43.8884,43.8438,44.0096,44.3382,43.8594,DOWN,0
2006-04-17,43.7369,43.8884,43.9668,44.3263,43.8756,UP,1
2006-04-18,44.6815,43.9775,44.1611,44.348,43.8988,UP,1
2006-04-19,44.9756,44.628,44.366,44.3723,43.9211,DOWN,0
2006-04-20,44.4498,44.6459,44.3464,44.3865,43.9355,UP,1
2006-04-21,44.5122,44.7528,44.4712,44.3953,43.95,UP,1
2006-04-24,44.7082,44.4676,44.6655,44.4126,43.9682,DOWN,0
2006-04-25,44.6726,44.5746,44.6637,44.4095,43.9859,UP,1
2006-04-26,45.4479,44.6815,44.7581,44.432,44.0093,UP,1
2006-04-27,46.1073,45.0469,45.0896,44.4459,44.0361,UP,1
2006-04-28,46.4281,47.2302,45.4728,44.4678,44.0652,DOWN,0
2006-05-01,45.9558,46.4103,45.7224,44.4808,44.0899,DOWN,0
2006-05-02,45.8043,45.7598,45.9487,44.5026,44.1122,UP,1
2006-05-03,46.2053,45.8578,46.1002,44.537,44.1364,DOWN,0
2006-05-04,46.143,46.4905,46.1073,44.5334,44.1606,UP,1
2006-05-05,46.8915,46.5618,46.2,44.5585,44.1879,DOWN,0
2006-05-08,46.7757,46.6509,46.364,44.5844,44.217,DOWN,0
2006-05-09,46.4192,46.5885,46.4869,44.6072,44.2424,UP,1
2006-05-10,47.3995,47.2747,46.7258,44.6619,44.2721,DOWN,0
2006-05-11,47.0519,47.2302,46.9076,44.7175,44.2974,DOWN,0
2006-05-12,46.5618,47.0074,46.8416,44.7565,44.3172,DOWN,0
2006-05-15,46.3925,46.642,46.765,44.8031,44.335,UP,1
2006-05-16,46.6153,46.6064,46.8042,44.8626,44.3492,DOWN,0
2006-05-17,45.6974,47.4529,46.4638,44.895,44.362,DOWN,0
2006-05-18,45.2251,45.0023,46.0984,44.9137,44.3716,UP,1
2006-05-19,45.8935,45.4033,45.9647,44.9556,44.3821,DOWN,0
2006-05-22,45.8043,45.8935,45.8471,44.9872,44.3932,DOWN,0
2006-05-23,45.7063,45.938,45.6653,45.015,44.408,UP,1
2006-05-24,45.9558,45.6172,45.717,45.0314,44.4254,UP,1
2006-05-25,45.9915,46.0717,45.8703,45.052,44.4416,UP,1
2006-05-26,46.4727,46.3479,45.9861,45.0807,44.4584,DOWN,0
2006-05-30,44.8597,46.1608,45.7972,45.0741,44.4649,UP,1
2006-05-31,45.8667,45.136,45.8293,45.0839,44.477,UP,1
