ticker,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,NDAQ US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-01-23,8.4867,8.4767,8.3493,8.3526,8.2536,UP,1
2012-01-24,8.5533,8.48,8.4253,8.3555,8.248,UP,1
2012-01-25,8.6333,8.55,8.5,8.3569,8.2437,DOWN,0
2012-01-26,8.61,8.6867,8.546,8.3524,8.24,UP,1
2012-01-27,8.6633,8.55,8.5893,8.3499,8.237,DOWN,0
2012-01-30,8.4333,8.58,8.5787,8.341,8.2329,DOWN,0
2012-01-31,8.2533,8.4967,8.5187,8.3343,8.2279,UP,1
2012-02-01,8.2567,8.3167,8.4433,8.3299,8.2221,DOWN,0
2012-02-02,8.22,8.18,8.3653,8.3231,8.2173,UP,1
2012-02-03,8.3567,8.3467,8.304,8.3225,8.2134,UP,1
2012-02-06,8.45,8.3233,8.3073,8.3245,8.2101,UP,1
2012-02-07,8.5667,8.44,8.37,8.3317,8.207,UP,1
2012-02-08,8.7467,8.63,8.468,8.343,8.2054,DOWN,0
2012-02-09,8.6267,8.7533,8.5493,8.3473,8.2031,UP,1
2012-02-10,8.6667,8.5567,8.6113,8.3539,8.2006,UP,1
2012-02-13,8.7867,8.74,8.6787,8.3547,8.1991,DOWN,0
2012-02-14,8.7867,8.75,8.7227,8.3564,8.1979,DOWN,0
2012-02-15,8.7367,8.83,8.7207,8.3585,8.1963,UP,1
2012-02-16,8.9167,8.71,8.7787,8.3621,8.1963,UP,1
2012-02-17,8.9367,8.9233,8.8327,8.3665,8.1966,DOWN,0
2012-02-21,8.8667,8.92,8.8487,8.3733,8.1968,DOWN,0
2012-02-22,8.74,8.8267,8.8393,8.3823,8.1962,UP,1
2012-02-23,8.7533,8.7533,8.8427,8.3873,8.1943,UP,1
2012-02-24,8.8967,8.77,8.8387,8.3995,8.193,UP,1
2012-02-27,8.93,8.82,8.8373,8.4161,8.1927,DOWN,0
2012-02-28,8.8767,8.9433,8.8393,8.4332,8.1917,DOWN,0
2012-02-29,8.78,8.9167,8.8473,8.4471,8.1908,DOWN,0
2012-03-01,8.77,8.7967,8.8507,8.4623,8.1909,DOWN,0
2012-03-02,8.7033,8.7867,8.812,8.479,8.1912,UP,1
2012-03-05,8.7167,8.72,8.7693,8.4905,8.1911,DOWN,0
2012-03-06,8.49,8.6233,8.692,8.4978,8.19,UP,1
2012-03-07,8.5467,8.51,8.6453,8.5052,8.1902,UP,1
2012-03-08,8.65,8.6133,8.6213,8.5136,8.1919,UP,1
2012-03-09,8.71,8.6633,8.6227,8.5236,8.1939,DOWN,0
2012-03-12,8.6133,8.6933,8.602,8.5339,8.1956,UP,1
2012-03-13,8.9067,8.65,8.6853,8.5479,8.1995,DOWN,0
2012-03-14,8.83,8.91,8.742,8.5611,8.2014,UP,1
2012-03-15,8.9167,8.8533,8.7953,8.573,8.2034,DOWN,0
2012-03-16,8.87,8.95,8.8273,8.5863,8.207,UP,1
2012-03-19,8.9333,8.9133,8.8913,8.6005,8.2107,DOWN,0
2012-03-20,8.9067,8.9,8.8913,8.6158,8.215,UP,1
2012-03-21,8.95,8.94,8.9153,8.6326,8.2206,UP,1
2012-03-22,8.96,8.8733,8.924,8.644,8.2257,DOWN,0
2012-03-23,8.88,8.9333,8.926,8.6546,8.2311,UP,1
2012-03-26,9.06,8.9633,8.9513,8.6694,8.2362,DOWN,0
2012-03-27,8.87,9.07,8.944,8.6815,8.2409,DOWN,0
2012-03-28,8.8067,8.8467,8.9153,8.6941,8.2452,DOWN,0
2012-03-29,8.6067,8.7433,8.8447,8.7011,8.248,UP,1
2012-03-30,8.6333,8.6467,8.7953,8.7061,8.2519,UP,1
2012-04-02,8.6433,8.6067,8.712,8.7101,8.2556,DOWN,0
2012-04-03,8.5767,8.6133,8.6533,8.7119,8.2589,DOWN,0
2012-04-04,8.4067,8.48,8.5733,8.7089,8.2612,UP,1
2012-04-05,8.5067,8.3567,8.5533,8.7064,8.2633,DOWN,0
2012-04-09,8.45,8.3733,8.5167,8.7032,8.2656,DOWN,0
2012-04-10,8.1967,8.39,8.4273,8.6939,8.2676,UP,1
2012-04-11,8.2433,8.2967,8.3607,8.6901,8.2699,UP,1
2012-04-12,8.3167,8.2367,8.3427,8.6913,8.272,DOWN,0
2012-04-13,8.19,8.2733,8.2793,8.69,8.2729,DOWN,0
2012-04-16,8.1433,8.24,8.218,8.6885,8.2717,UP,1
2012-04-17,8.26,8.2,8.2307,8.6865,8.2709,DOWN,0
2012-04-18,8.2367,8.2067,8.2293,8.6823,8.2685,DOWN,0
2012-04-19,8.2333,8.2433,8.2127,8.6756,8.2659,UP,1
2012-04-20,8.3467,8.27,8.244,8.6676,8.265,DOWN,0
2012-04-23,8.34,8.2433,8.2833,8.6619,8.2637,UP,1
2012-04-24,8.4433,8.3333,8.32,8.6574,8.2636,DOWN,0
2012-04-25,8.3733,8.3367,8.3473,8.6491,8.2653,DOWN,0
2012-04-26,8.3567,8.32,8.372,8.6405,8.2672,UP,1
2012-04-27,8.38,8.4,8.3787,8.6334,8.2694,DOWN,0
2012-04-30,8.19,8.3567,8.3487,8.6189,8.2711,DOWN,0
2012-05-01,8.1467,8.17,8.2893,8.6031,8.2724,DOWN,0
2012-05-02,8.03,8.1067,8.2207,8.5863,8.2746,DOWN,0
2012-05-03,7.89,8.04,8.1273,8.5693,8.2751,DOWN,0
2012-05-04,7.89,7.84,8.0293,8.5521,8.2756,DOWN,0
2012-05-07,7.8133,7.8267,7.954,8.5304,8.2749,UP,1
2012-05-08,7.8833,7.7433,7.9013,8.5095,8.274,UP,1
2012-05-09,8.02,7.7867,7.8993,8.4923,8.2739,DOWN,0
2012-05-10,7.91,8.0667,7.9033,8.4749,8.2729,DOWN,0
2012-05-11,7.7867,7.8067,7.8827,8.4553,8.2727,UP,1
2012-05-14,7.8533,7.7133,7.8907,8.4383,8.272,UP,1
2012-05-15,7.8933,7.8267,7.8927,8.4218,8.2713,DOWN,0
2012-05-16,7.705,7.9533,7.8297,8.4061,8.2695,DOWN,0
2012-05-17,7.6667,7.6967,7.781,8.3885,8.2689,DOWN,0
2012-05-18,7.33,7.7133,7.6897,8.3621,8.2664,UP,1
2012-05-21,7.5933,7.2,7.6377,8.3398,8.267,DOWN,0
2012-05-22,7.44,7.59,7.547,8.3163,8.2662,DOWN,0
2012-05-23,7.27,7.2667,7.46,8.2836,8.2686,DOWN,0
2012-05-24,7.2667,7.2967,7.38,8.2523,8.2672,UP,1
2012-05-25,7.3533,7.28,7.3847,8.221,8.2682,UP,1
2012-05-29,7.4067,7.4267,7.3473,8.1918,8.266,DOWN,0
2012-05-30,7.27,7.35,7.3133,8.1585,8.264,UP,1
2012-05-31,7.2933,7.2933,7.318,8.1262,8.2611,DOWN,0
2012-06-01,7.1267,7.1633,7.29,8.0898,8.2585,UP,1
2012-06-04,7.13,7.1167,7.2453,8.0532,8.256,UP,1
2012-06-05,7.2867,7.1233,7.2213,8.0213,8.2564,UP,1
2012-06-06,7.4117,7.3167,7.2497,7.9883,8.2582,DOWN,0
2012-06-07,7.37,7.3967,7.265,7.9583,8.2601,UP,1
2012-06-08,7.3733,7.39,7.3143,7.9297,8.2597,DOWN,0
2012-06-11,7.1467,7.3733,7.3177,7.9005,8.257,UP,1
2012-06-12,7.24,7.1833,7.3083,7.8726,8.2561,DOWN,0
2012-06-13,7.11,7.15,7.248,7.8419,8.2538,DOWN,0
2012-06-14,7.09,7.1267,7.192,7.8122,8.2501,UP,1
2012-06-15,7.16,7.09,7.1493,7.7873,8.2469,UP,1
2012-06-18,7.2267,7.1467,7.1653,7.7617,8.2435,UP,1
2012-06-19,7.3833,7.2733,7.194,7.7403,8.2419,UP,1
2012-06-20,7.4133,7.3833,7.2547,7.7247,8.2413,DOWN,0
2012-06-21,7.1833,7.4467,7.2733,7.7035,8.2411,UP,1
2012-06-22,7.2567,7.1933,7.2927,7.6823,8.2381,DOWN,0
2012-06-25,7.08,7.1467,7.2633,7.6601,8.235,UP,1
2012-06-26,7.0967,7.1167,7.206,7.6391,8.2333,UP,1
2012-06-27,7.2067,7.1267,7.1647,7.6181,8.2313,UP,1
2012-06-28,7.2867,7.1567,7.1853,7.5991,8.2285,UP,1
2012-06-29,7.5567,7.4267,7.2453,7.5855,8.2266,UP,1
2012-07-02,7.63,7.5933,7.3553,7.5712,8.2229,DOWN,0
2012-07-03,7.5867,7.6167,7.4533,7.5561,8.2187,DOWN,0
2012-07-05,7.5167,7.5533,7.5153,7.5376,8.215,DOWN,0
2012-07-06,7.4067,7.45,7.5393,7.5183,8.2108,DOWN,0
2012-07-09,7.2833,7.3633,7.4847,7.4968,8.207,DOWN,0
2012-07-10,7.22,7.3167,7.4027,7.4736,8.2031,UP,1
2012-07-11,7.3667,7.2267,7.3587,7.4571,8.1992,DOWN,0
2012-07-12,7.3467,7.2967,7.3247,7.4411,8.1943,UP,1
2012-07-13,7.52,7.35,7.3473,7.4309,8.1901,DOWN,0
2012-07-16,7.5033,7.51,7.3913,7.4232,8.1877,UP,1
2012-07-17,7.5867,7.6033,7.4647,7.4171,8.1855,UP,1
2012-07-18,7.6333,7.56,7.518,7.4135,8.1851,DOWN,0
2012-07-19,7.6033,7.64,7.5693,7.4079,8.1859,DOWN,0
2012-07-20,7.4567,7.52,7.5567,7.3967,8.185,DOWN,0
2012-07-23,7.3833,7.35,7.5327,7.3861,8.1821,DOWN,0
2012-07-24,7.2767,7.37,7.4707,7.3759,8.1778,UP,1
2012-07-25,7.6233,7.6,7.4687,7.3713,8.1757,UP,1
2012-07-26,7.7367,7.7567,7.4953,7.3682,8.1725,UP,1
2012-07-27,7.75,7.81,7.554,7.3691,8.1695,DOWN,0
2012-07-30,7.72,7.7433,7.6213,7.3702,8.1659,DOWN,0
2012-07-31,7.5667,7.6533,7.6793,7.3749,8.1615,UP,1
2012-08-01,7.5967,7.6167,7.674,7.375,8.157,DOWN,0
2012-08-02,7.5433,7.5567,7.6353,7.377,8.1532,UP,1
2012-08-03,7.6533,7.69,7.616,7.3847,8.1497,UP,1
2012-08-06,7.7167,7.69,7.6153,7.3937,8.1469,UP,1
2012-08-07,7.7967,7.77,7.6613,7.4026,8.1441,DOWN,0
2012-08-08,7.76,7.73,7.694,7.4096,8.141,UP,1
2012-08-09,7.7633,7.74,7.738,7.4195,8.1371,UP,1
2012-08-10,7.7867,7.7333,7.7647,7.4294,8.1353,UP,1
2012-08-13,7.7933,7.7933,7.78,7.4427,8.1338,DOWN,0
2012-08-14,7.7267,7.81,7.766,7.4546,8.1295,UP,1
2012-08-15,7.7667,7.7133,7.7673,7.4642,8.1255,UP,1
2012-08-16,7.8067,7.74,7.776,7.4721,8.1228,UP,1
2012-08-17,7.8633,7.8167,7.7913,7.482,8.1215,DOWN,0
2012-08-20,7.8467,7.8833,7.802,7.4915,8.1196,UP,1
2012-08-21,7.905,7.89,7.8377,7.5066,8.1169,DOWN,0
2012-08-22,7.73,7.8767,7.8303,7.5164,8.1134,DOWN,0
2012-08-23,7.6233,7.7067,7.7937,7.5267,8.1087,DOWN,0
2012-08-24,7.59,7.5867,7.739,7.5367,8.1033,UP,1
2012-08-27,7.6333,7.64,7.6963,7.5462,8.0995,UP,1
2012-08-28,7.6967,7.62,7.6547,7.5556,8.0951,DOWN,0
2012-08-29,7.6667,7.7167,7.642,7.5612,8.0893,DOWN,0
2012-08-30,7.5967,7.6033,7.6367,7.5649,8.0833,UP,1
2012-08-31,7.6233,7.6033,7.6433,7.5737,8.0771,UP,1
2012-09-04,7.75,7.5967,7.6667,7.5836,8.0729,UP,1
2012-09-05,7.76,7.7633,7.6793,7.5972,8.0693,UP,1
2012-09-06,7.91,7.81,7.728,7.6134,8.066,DOWN,0
2012-09-07,7.91,7.92,7.7907,7.6275,8.0637,DOWN,0
2012-09-10,7.8617,7.87,7.8383,7.639,8.0612,UP,1
2012-09-11,7.8867,7.84,7.8657,7.6456,8.0596,UP,1
2012-09-12,7.9367,7.85,7.901,7.6517,8.0584,UP,1
2012-09-13,8.07,7.9233,7.933,7.6614,8.0567,UP,1
2012-09-14,8.1567,8.0867,7.9823,7.6742,8.0558,DOWN,0
2012-09-17,8.0367,8.1333,8.0173,7.6868,8.0522,DOWN,0
2012-09-18,7.88,7.99,8.016,7.6987,8.0481,UP,1
2012-09-19,8.0,7.8667,8.0287,7.7143,8.045,DOWN,0
2012-09-20,7.9,7.9667,7.9947,7.725,8.0408,UP,1
2012-09-21,7.93,7.9533,7.9493,7.7367,8.0369,DOWN,0
2012-09-24,7.9067,7.8833,7.9233,7.7444,8.0337,DOWN,0
2012-09-25,7.7233,7.9567,7.892,7.7488,8.0309,DOWN,0
2012-09-26,7.6367,7.73,7.8193,7.7498,8.0266,UP,1
2012-09-27,7.8067,7.7067,7.8007,7.7533,8.0242,DOWN,0
2012-09-28,7.7633,7.7533,7.7673,7.7565,8.0225,UP,1
2012-10-01,7.8433,7.7933,7.7547,7.7642,8.0216,DOWN,0
2012-10-02,7.7733,7.88,7.7647,7.772,8.0201,DOWN,0
2012-10-03,7.75,7.7767,7.7873,7.7815,8.0188,UP,1
2012-10-04,7.9,7.7933,7.806,7.787,8.0189,DOWN,0
2012-10-05,7.8633,7.94,7.826,7.7895,8.0175,DOWN,0
2012-10-08,7.8467,7.8167,7.8267,7.7915,8.0161,DOWN,0
2012-10-09,7.77,7.82,7.826,7.7925,8.0141,UP,1
2012-10-10,7.8533,7.82,7.8467,7.7982,8.0122,DOWN,0
2012-10-11,7.8333,7.93,7.8333,7.8029,8.0103,DOWN,0
2012-10-12,7.7533,7.82,7.8113,7.8071,8.0086,UP,1
2012-10-15,7.8967,7.76,7.8213,7.812,8.007,UP,1
2012-10-16,8.0267,7.9367,7.8727,7.8182,8.0063,UP,1
2012-10-17,8.1567,8.0133,7.9333,7.8254,8.0055,UP,1
2012-10-18,8.1901,8.14,8.0047,7.834,8.0054,DOWN,0
2012-10-19,8.09,8.1433,8.072,7.8405,8.0048,DOWN,0
2012-10-22,8.0433,8.0233,8.1014,7.8457,8.0043,DOWN,0
2012-10-23,8.0433,7.95,8.1047,7.8507,8.0039,DOWN,0
2012-10-24,7.86,8.0733,8.0454,7.8533,8.0013,UP,1
2012-10-25,7.955,7.8667,7.9983,7.8571,7.9993,DOWN,0
2012-10-26,7.9233,7.9633,7.965,7.8594,7.9973,UP,1
2012-10-31,7.9267,7.9967,7.9417,7.8607,7.9956,UP,1
2012-11-01,8.0533,7.9633,7.9437,7.8648,7.995,DOWN,0
2012-11-02,8.0067,8.0933,7.973,7.8669,7.9938,UP,1
2012-11-05,8.0933,7.9667,8.0007,7.8741,7.9923,UP,1
2012-11-06,8.1367,8.11,8.0433,7.8844,7.9908,DOWN,0
2012-11-07,7.93,8.0333,8.044,7.8912,7.988,DOWN,0
2012-11-08,7.8533,7.9167,8.004,7.8956,7.9845,UP,1
2012-11-09,7.8633,7.84,7.9753,7.8989,7.9806,DOWN,0
2012-11-12,7.8267,7.8867,7.922,7.9021,7.9767,DOWN,0
2012-11-13,7.72,7.7833,7.8387,7.9046,7.972,DOWN,0
2012-11-14,7.6017,7.7333,7.773,7.9042,7.9679,UP,1
2012-11-15,7.69,7.5967,7.7403,7.903,7.965,DOWN,0
2012-11-16,7.65,7.6933,7.6977,7.9008,7.962,UP,1
2012-11-19,7.7667,7.7367,7.6857,7.8979,7.9597,DOWN,0
2012-11-20,7.7067,7.75,7.683,7.8938,7.9565,UP,1
2012-11-21,7.7433,7.7167,7.7113,7.8915,7.953,UP,1
2012-11-23,7.9267,7.78,7.7587,7.8923,7.9498,DOWN,0
2012-11-26,7.8467,7.9067,7.798,7.8905,7.9453,UP,1
2012-11-27,7.87,7.8267,7.8187,7.8865,7.9415,UP,1
2012-11-28,7.9833,7.82,7.874,7.883,7.9381,UP,1
2012-11-29,8.0867,8.0,7.9427,7.884,7.9346,DOWN,0
2012-11-30,8.0767,8.08,7.9727,7.8879,7.931,DOWN,0
2012-12-03,7.9633,8.1133,7.996,7.8872,7.9271,UP,1
2012-12-04,8.0533,7.9633,8.0327,7.8903,7.9228,DOWN,0
2012-12-05,7.89,8.0633,8.014,7.8895,7.9176,UP,1
2012-12-06,7.8967,7.89,7.976,7.8893,7.9127,UP,1
2012-12-07,7.9033,7.9367,7.9413,7.8929,7.9086,DOWN,0
2012-12-10,7.8267,7.9167,7.914,7.8967,7.9039,UP,1
2012-12-11,7.8533,7.88,7.874,7.8976,7.8987,UP,1
2012-12-12,8.1033,7.8333,7.9167,7.9044,7.8946,UP,1
2012-12-13,8.11,8.06,7.9593,7.9097,7.8907,DOWN,0
2012-12-14,8.0667,7.9867,7.992,7.9156,7.8872,UP,1
2012-12-17,8.2267,8.11,8.072,7.9251,7.8845,UP,1
2012-12-18,8.4033,8.2033,8.182,7.9352,7.883,UP,1
2012-12-19,8.4067,8.3633,8.2427,7.9461,7.8814,UP,1
2012-12-20,8.7031,8.9167,8.3613,7.9632,7.8825,DOWN,0
2012-12-21,8.4967,8.6133,8.4473,7.9777,7.8822,DOWN,0
2012-12-24,8.4067,8.53,8.4833,7.9888,7.881,DOWN,0
2012-12-26,8.3867,8.4233,8.48,7.9999,7.8794,DOWN,0
2012-12-27,8.35,8.4033,8.4686,8.0118,7.8781,DOWN,0
2012-12-28,8.2967,8.2933,8.3873,8.0198,7.875,UP,1
2012-12-31,8.33,8.2933,8.354,8.0259,7.8725,UP,1
2013-01-02,8.5867,8.47,8.39,8.0345,7.8709,UP,1
2013-01-03,8.7933,8.5833,8.4713,8.0465,7.8705,UP,1
2013-01-04,8.8267,8.77,8.5667,8.0613,7.8699,DOWN,0
2013-01-07,8.7567,8.8233,8.6587,8.0755,7.8692,DOWN,0
2013-01-08,8.7,8.7267,8.7327,8.0887,7.8679,UP,1
2013-01-09,8.79,8.67,8.7733,8.1073,7.8671,UP,1
2013-01-10,8.8767,8.8333,8.79,8.1257,7.8671,DOWN,0
2013-01-11,8.86,8.8267,8.7967,8.1444,7.8661,UP,1
2013-01-14,8.9067,8.87,8.8267,8.164,7.8663,UP,1
2013-01-15,8.93,8.9067,8.8727,8.1816,7.8669,UP,1
2013-01-16,8.95,8.9,8.9047,8.2004,7.8686,UP,1
2013-01-17,9.0233,8.9867,8.934,8.219,7.8705,UP,1
2013-01-18,9.043,9.0433,8.9706,8.2372,7.8725,UP,1
2013-01-22,9.1667,9.0667,9.0226,8.2619,7.8755,DOWN,0
2013-01-23,9.1267,9.16,9.0619,8.2874,7.8791,UP,1
2013-01-24,9.17,9.13,9.1059,8.3135,7.8824,UP,1
2013-01-25,9.2333,9.2333,9.1479,8.3416,7.8863,UP,1
2013-01-28,9.26,9.21,9.1913,8.3724,7.8916,UP,1
2013-01-29,9.3,9.2367,9.218,8.4064,7.8969,UP,1
2013-01-30,9.3233,9.2767,9.2573,8.4391,7.902,UP,1
2013-01-31,9.44,9.26,9.3113,8.4749,7.9082,UP,1
2013-02-01,9.5467,9.54,9.374,8.5105,7.9152,DOWN,0
2013-02-04,9.4533,9.5233,9.4127,8.5454,7.9212,UP,1
2013-02-05,9.6033,9.53,9.4733,8.5826,7.928,UP,1
2013-02-06,9.6667,9.5467,9.542,8.6174,7.9352,UP,1
2013-02-07,9.7533,9.6567,9.6047,8.6555,7.9422,UP,1
2013-02-08,9.8233,9.8,9.66,8.6946,7.9496,UP,1
2013-02-11,10.1267,9.83,9.7947,8.7375,7.9581,UP,1
2013-02-12,10.1833,10.4433,9.9107,8.7794,7.9671,UP,1
2013-02-13,10.55,10.1467,10.0873,8.8289,7.9781,DOWN,0
2013-02-14,10.2,10.5033,10.1767,8.8736,7.9872,UP,1
2013-02-15,10.3567,10.1867,10.2833,8.9197,7.998,UP,1
2013-02-19,10.4967,10.4133,10.3573,8.9718,8.0098,DOWN,0
2013-02-20,10.35,10.46,10.3907,9.0209,8.0214,DOWN,0
2013-02-21,10.3267,10.3433,10.346,9.0693,8.0335,UP,1
2013-02-22,10.4533,10.3467,10.3967,9.1219,8.0464,DOWN,0
2013-02-25,10.2767,10.5067,10.3807,9.1703,8.0587,UP,1
2013-02-26,10.4833,10.38,10.378,9.2179,8.0717,UP,1
2013-02-27,10.5967,10.4167,10.4273,9.2677,8.0846,DOWN,0
2013-02-28,10.5533,10.6,10.4727,9.3174,8.0978,DOWN,0
2013-03-01,10.5267,10.5333,10.4873,9.3634,8.1115,UP,1
2013-03-04,10.6767,10.48,10.5673,9.4089,8.1256,UP,1
2013-03-05,10.8167,10.6933,10.634,9.4571,8.1402,DOWN,0
2013-03-06,10.7433,10.8167,10.6633,9.4979,8.1554,DOWN,0
2013-03-07,10.6667,10.7667,10.686,9.5413,8.1704,UP,1
2013-03-08,10.675,10.7433,10.7157,9.5866,8.1871,UP,1
2013-03-11,10.77,10.67,10.7343,9.6343,8.203,DOWN,0
2013-03-12,10.7,10.6833,10.711,9.6813,8.2193,UP,1
2013-03-13,10.7067,10.7033,10.7037,9.7295,8.2365,UP,1
2013-03-14,10.8667,10.7333,10.7437,9.7802,8.2545,DOWN,0
2013-03-15,10.8567,10.9233,10.78,9.8256,8.272,DOWN,0
2013-03-18,10.77,10.7233,10.78,9.8652,8.2888,DOWN,0
2013-03-19,10.6633,10.78,10.7727,9.9019,8.3058,DOWN,0
2013-03-20,10.6467,10.6867,10.7607,9.9397,8.3226,UP,1
2013-03-21,10.68,10.62,10.7233,9.9793,8.3403,UP,1
2013-03-22,10.7867,10.73,10.7093,10.0192,8.3586,DOWN,0
2013-03-25,10.7133,10.8133,10.698,10.056,8.3757,UP,1
2013-03-26,10.8367,10.7633,10.7327,10.0955,8.3929,DOWN,0
2013-03-27,10.7933,10.72,10.762,10.1332,8.41,DOWN,0
2013-03-28,10.7667,10.7633,10.7793,10.17,8.427,DOWN,0
2013-04-01,10.67,10.76,10.756,10.2044,8.4446,DOWN,0
2013-04-02,9.3033,10.0367,10.474,10.21,8.4549,UP,1
2013-04-03,9.4233,9.3367,10.1913,10.2176,8.4665,UP,1
2013-04-04,9.5233,9.4633,9.9373,10.2247,8.4786,UP,1
2013-04-05,9.5867,9.4533,9.7013,10.2339,8.4908,UP,1
2013-04-08,9.6667,9.59,9.5007,10.2438,8.503,DOWN,0
2013-04-09,9.5833,9.6967,9.5567,10.2508,8.514,UP,1
2013-04-10,9.6667,9.57,9.6053,10.259,8.5252,UP,1
2013-04-11,9.7233,9.66,9.6453,10.2674,8.5379,UP,1
2013-04-12,9.7267,9.7033,9.6733,10.2755,8.5503,DOWN,0
2013-04-15,9.5133,9.6667,9.6427,10.277,8.5624,UP,1
2013-04-16,9.5467,9.5633,9.6353,10.277,8.5747,DOWN,0
2013-04-17,9.4333,9.3867,9.5887,10.2766,8.5858,DOWN,0
2013-04-18,9.3133,9.5,9.5067,10.2708,8.596,UP,1
2013-04-19,9.3233,9.3467,9.426,10.2639,8.6048,UP,1
2013-04-22,9.3833,9.31,9.4,10.2565,8.6136,UP,1
2013-04-23,9.49,9.4133,9.3887,10.2498,8.6231,DOWN,0
2013-04-24,9.4,9.4733,9.382,10.2353,8.6325,UP,1
2013-04-25,9.5767,9.4567,9.4347,10.2232,8.6433,UP,1
2013-04-26,9.6367,9.59,9.4973,10.2049,8.6551,UP,1
2013-04-29,9.7,9.6733,9.5607,10.1949,8.6675,UP,1
2013-04-30,9.8267,9.67,9.628,10.1843,8.6798,DOWN,0
2013-05-01,9.75,9.78,9.698,10.1694,8.6918,UP,1
2013-05-02,9.99,9.76,9.7807,10.1622,8.7042,UP,1
2013-05-03,10.1533,10.0533,9.884,10.1587,8.7174,DOWN,0
2013-05-06,10.0467,10.1767,9.9533,10.1506,8.7297,UP,1
2013-05-07,10.0733,10.07,10.0027,10.1465,8.7419,UP,1
2013-05-08,10.18,10.0733,10.0887,10.1404,8.7548,DOWN,0
2013-05-09,10.0767,10.1667,10.106,10.13,8.7679,UP,1
2013-05-10,10.1667,10.06,10.1087,10.1223,8.7818,DOWN,0
2013-05-13,10.16,10.1633,10.1313,10.115,8.7962,UP,1
2013-05-14,10.3067,10.1433,10.178,10.1076,8.8097,UP,1
2013-05-15,10.3767,10.2967,10.2173,10.0988,8.8229,DOWN,0
2013-05-16,10.2533,10.3333,10.2527,10.089,8.8354,UP,1
2013-05-17,10.42,10.26,10.3033,10.084,8.8489,UP,1
2013-05-20,10.4467,10.4,10.3607,10.0795,8.8633,DOWN,0
2013-05-21,10.3967,10.4167,10.3787,10.072,8.8773,DOWN,0
2013-05-22,10.3267,10.13,10.3687,10.0645,8.8912,DOWN,0
2013-05-23,10.3067,10.2367,10.3793,10.0565,8.9045,DOWN,0
2013-05-24,10.24,10.26,10.3433,10.044,8.9171,UP,1
2013-05-28,10.49,10.4033,10.352,10.0367,8.9305,UP,1
2013-05-29,10.53,10.5,10.3787,10.0319,8.9444,UP,1
2013-05-30,10.7167,10.51,10.4567,10.0329,8.9592,DOWN,0
2013-05-31,10.4867,10.7067,10.4927,10.0297,8.9727,DOWN,0
2013-06-03,10.3533,10.4867,10.5153,10.0232,8.9855,DOWN,0
2013-06-04,10.28,10.3933,10.4733,10.0131,8.9982,UP,1
2013-06-05,10.3467,10.34,10.4367,10.0057,9.0111,UP,1
2013-06-06,10.6167,10.38,10.4167,10.0013,9.0252,UP,1
2013-06-07,10.96,10.7267,10.5113,10.0047,9.0407,UP,1
2013-06-10,10.9733,11.0,10.6353,10.0088,9.0563,DOWN,0
2013-06-11,10.7067,10.8233,10.7207,10.0095,9.0703,DOWN,0
2013-06-12,10.4467,10.7233,10.7407,10.0324,9.0839,UP,1
2013-06-13,10.86,10.4,10.7893,10.0611,9.1001,UP,1
2013-06-14,10.8667,10.8867,10.7707,10.088,9.1164,UP,1
2013-06-17,11.0133,10.9533,10.7787,10.1165,9.1333,UP,1
2013-06-18,11.0633,10.9933,10.85,10.1445,9.1502,DOWN,0
2013-06-19,10.9033,11.0333,10.9413,10.1709,9.1664,UP,1
2013-06-20,10.9167,10.8367,10.9527,10.1959,9.183,DOWN,0
2013-06-21,10.8567,11.0133,10.9507,10.2185,9.1991,DOWN,0
2013-06-24,10.6167,10.8067,10.8713,10.2363,9.2135,UP,1
2013-06-25,10.7833,10.6633,10.8153,10.2617,9.2286,UP,1
2013-06-26,10.8083,10.9033,10.7963,10.287,9.2431,UP,1
2013-06-27,10.9533,10.89,10.8037,10.3174,9.2583,DOWN,0
2013-06-28,10.93,10.9267,10.8183,10.3497,9.2736,UP,1
2013-07-01,11.0367,10.9833,10.9023,10.384,9.2894,DOWN,0
2013-07-02,11.02,11.08,10.9497,10.4167,9.3048,DOWN,0
2013-07-03,10.9067,10.9533,10.9693,10.445,9.319,UP,1
2013-07-05,11.1,10.92,10.9987,10.479,9.3337,DOWN,0
2013-07-08,11.0467,11.13,11.022,10.5084,9.3487,UP,1
2013-07-09,11.08,11.1133,11.0307,10.5373,9.3647,UP,1
2013-07-10,11.09,11.1033,11.0447,10.5651,9.3802,UP,1
2013-07-11,11.3733,11.2,11.138,10.596,9.3976,UP,1
2013-07-12,11.4333,11.4167,11.2047,10.6297,9.4151,DOWN,0
2013-07-15,11.38,11.4433,11.2713,10.6575,9.4324,DOWN,0
2013-07-16,11.26,11.3667,11.3073,10.6796,9.4501,DOWN,0
2013-07-17,11.2233,11.2867,11.334,10.7032,9.4681,UP,1
2013-07-18,11.38,11.2567,11.3353,10.7293,9.4859,DOWN,0
2013-07-19,11.2967,11.36,11.308,10.7516,9.5036,DOWN,0
2013-07-22,11.2533,11.3633,11.2827,10.7752,9.5206,UP,1
2013-07-23,11.28,11.2167,11.2867,10.7974,9.5382,DOWN,0
