ticker,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-12-18,73.98,72.56,72.402,66.4182,62.3277,DOWN,0
2013-12-19,72.92,73.55,72.742,66.7386,62.363,UP,1
2013-12-20,74.03,73.2,73.228,67.0478,62.403,UP,1
2013-12-23,74.41,74.5,73.588,67.3374,62.4466,UP,1
2013-12-24,74.74,74.74,74.016,67.6226,62.4892,UP,1
2013-12-26,75.12,75.0,74.244,67.935,62.542,DOWN,0
2013-12-27,74.75,75.14,74.61,68.2154,62.591,DOWN,0
2013-12-30,74.72,75.01,74.748,68.4654,62.6439,UP,1
2013-12-31,77.13,75.27,75.292,68.7384,62.7044,DOWN,0
2014-01-02,76.45,77.17,75.634,68.9892,62.7596,DOWN,0
2014-01-03,76.29,76.36,75.868,69.2174,62.8033,UP,1
2014-01-06,77.01,76.51,76.32,69.4644,62.8543,UP,1
2014-01-07,77.02,77.07,76.78,69.7402,62.9016,DOWN,0
2014-01-08,76.87,77.25,76.728,70.0096,62.9517,UP,1
2014-01-09,78.13,77.01,77.064,70.3066,63.0061,DOWN,0
2014-01-10,78.0,78.39,77.406,70.5838,63.0548,DOWN,0
2014-01-13,75.81,78.2,77.166,70.7954,63.084,UP,1
2014-01-14,76.49,76.15,77.06,71.0366,63.1196,DOWN,0
2014-01-15,75.54,76.5,76.794,71.2648,63.1631,DOWN,0
2014-01-16,75.39,75.31,76.246,71.4838,63.2278,UP,1
2014-01-17,76.02,74.87,75.85,71.7188,63.2959,UP,1
2014-01-21,76.9,76.03,76.068,71.9696,63.3689,UP,1
2014-01-22,77.1,77.3,76.19,72.2348,63.4363,UP,1
2014-01-23,77.2,77.52,76.522,72.4716,63.499,DOWN,0
2014-01-24,74.44,76.22,76.332,72.6506,63.5519,UP,1
2014-01-27,74.9,74.57,76.108,72.8404,63.6163,UP,1
2014-01-28,75.08,73.92,75.744,73.021,63.6884,DOWN,0
2014-01-29,74.18,74.03,75.16,73.1534,63.7717,DOWN,0
2014-01-30,73.56,74.44,74.432,73.2826,63.8431,DOWN,0
2014-01-31,73.09,73.1,74.162,73.4002,63.9186,DOWN,0
2014-02-03,71.36,73.12,73.454,73.472,63.9892,DOWN,0
2014-02-04,71.14,71.51,72.666,73.5542,64.0557,DOWN,0
2014-02-05,70.67,70.75,71.964,73.6176,64.1119,UP,1
2014-02-06,73.3,71.3,71.912,73.714,64.1727,UP,1
2014-02-07,74.28,73.7,72.15,73.8268,64.235,DOWN,0
2014-02-10,72.27,74.35,72.332,73.8972,64.2869,UP,1
2014-02-11,74.09,72.3,72.922,73.9766,64.3493,DOWN,0
2014-02-12,73.64,74.17,73.516,74.0572,64.4085,UP,1
2014-02-13,74.65,72.75,73.786,74.123,64.477,UP,1
2014-02-14,75.93,74.47,74.116,74.2296,64.5583,DOWN,0
2014-02-18,75.38,76.21,74.738,74.3454,64.6337,DOWN,0
2014-02-19,75.27,75.22,74.974,74.4562,64.6991,UP,1
2014-02-20,75.29,75.02,75.304,74.5372,64.7563,DOWN,0
2014-02-21,74.95,75.08,75.364,74.5996,64.8086,UP,1
2014-02-24,76.25,75.01,75.428,74.6924,64.8728,UP,1
2014-02-25,77.53,76.23,75.858,74.826,64.9498,DOWN,0
2014-02-26,76.76,77.44,76.156,74.9368,65.0267,DOWN,0
2014-02-27,74.74,76.48,76.046,74.9996,65.0906,UP,1
2014-02-28,74.86,74.78,76.028,75.0446,65.1445,DOWN,0
2014-03-03,74.86,74.65,75.75,75.0898,65.194,UP,1
2014-03-04,76.08,75.55,75.46,75.1318,65.2552,UP,1
2014-03-05,76.81,75.8,75.47,75.2096,65.312,UP,1
2014-03-06,78.14,76.98,76.15,75.2918,65.3729,DOWN,0
2014-03-07,78.08,78.5,76.794,75.3652,65.4362,UP,1
2014-03-10,78.66,78.0,77.554,75.4436,65.5025,UP,1
2014-03-11,79.08,78.63,78.154,75.5228,65.5717,UP,1
2014-03-12,80.0,79.09,78.792,75.6278,65.6443,DOWN,0
2014-03-13,78.14,80.07,78.792,75.6962,65.7024,UP,1
2014-03-14,78.69,78.03,78.914,75.7274,65.7617,UP,1
2014-03-17,79.35,78.86,79.052,75.7854,65.8246,UP,1
2014-03-18,80.35,79.32,79.306,75.8666,65.8935,DOWN,0
2014-03-19,78.43,80.24,78.992,75.895,65.9552,UP,1
2014-03-20,78.5,78.07,79.064,75.9246,66.0218,DOWN,0
2014-03-21,77.95,80.12,78.916,75.9462,66.0935,DOWN,0
2014-03-24,77.42,78.37,78.53,75.932,66.1556,UP,1
2014-03-25,78.2,77.24,78.1,75.936,66.2173,DOWN,0
2014-03-26,77.21,78.47,77.856,75.964,66.2778,DOWN,0
2014-03-27,76.86,77.29,77.528,75.9714,66.3423,DOWN,0
2014-03-28,76.65,77.0,77.268,75.9936,66.409,UP,1
2014-03-31,77.06,77.3,77.196,76.027,66.4717,UP,1
2014-04-01,79.58,77.22,77.472,76.0982,66.5506,DOWN,0
2014-04-02,79.24,79.17,77.878,76.145,66.6255,UP,1
2014-04-03,80.6,79.67,78.626,76.215,66.7065,DOWN,0
2014-04-04,79.57,81.01,79.21,76.2624,66.7862,DOWN,0
2014-04-07,77.95,79.1,79.388,76.3326,66.874,DOWN,0
2014-04-08,77.56,78.06,78.984,76.3858,66.9656,UP,1
2014-04-09,78.33,78.03,78.802,76.4508,67.0713,DOWN,0
2014-04-10,76.69,78.27,78.02,76.501,67.1577,UP,1
2014-04-11,76.75,76.63,77.456,76.5648,67.2428,UP,1
2014-04-14,78.01,77.11,77.468,76.6632,67.3368,UP,1
2014-04-15,78.68,77.76,77.692,76.8096,67.4356,UP,1
2014-04-16,81.11,79.42,78.248,77.009,67.5467,DOWN,0
2014-04-17,80.28,80.67,78.966,77.2012,67.6627,UP,1
2014-04-21,81.82,80.36,79.98,77.3716,67.7834,UP,1
2014-04-22,81.98,81.33,80.774,77.5256,67.9071,UP,1
2014-04-23,82.3,81.85,81.498,77.7262,68.0248,UP,1
2014-04-24,82.57,82.6,81.79,77.8958,68.1451,UP,1
2014-04-25,82.59,82.53,82.252,78.0748,68.2776,UP,1
2014-04-28,84.05,82.89,82.698,78.2628,68.4091,DOWN,0
2014-04-29,83.75,84.53,83.052,78.4192,68.5324,DOWN,0
2014-04-30,83.22,83.91,83.236,78.576,68.6523,UP,1
2014-05-01,84.05,83.27,83.532,78.7516,68.7844,DOWN,0
2014-05-02,83.53,83.99,83.72,78.9164,68.9118,UP,1
2014-05-05,83.93,83.14,83.696,79.096,69.0469,UP,1
2014-05-06,84.26,84.1299,83.798,79.2562,69.1807,UP,1
2014-05-07,85.03,84.67,84.16,79.4062,69.3161,DOWN,0
2014-05-08,82.92,84.21,83.934,79.5294,69.4332,DOWN,0
2014-05-09,81.91,82.72,83.61,79.6728,69.5486,UP,1
2014-05-12,83.54,82.64,83.532,79.8464,69.6692,UP,1
2014-05-13,84.26,83.78,83.532,80.0344,69.7955,DOWN,0
2014-05-14,83.56,84.06,83.238,80.184,69.9185,DOWN,0
2014-05-15,82.01,83.0099,83.056,80.288,70.0362,DOWN,0
2014-05-16,81.86,81.85,83.046,80.3624,70.138,UP,1
2014-05-19,82.73,81.99,82.884,80.4554,70.249,DOWN,0
2014-05-20,81.97,82.45,82.426,80.5216,70.3668,DOWN,0
2014-05-21,81.59,82.24,82.032,80.5718,70.4858,UP,1
2014-05-22,82.38,81.69,82.106,80.6194,70.6061,DOWN,0
2014-05-23,82.03,82.35,82.14,80.6972,70.7265,UP,1
2014-05-27,82.18,82.26,82.03,80.767,70.8424,UP,1
2014-05-28,82.99,82.05,82.234,80.8398,70.9627,UP,1
2014-05-29,84.32,83.24,82.78,80.9192,71.0935,UP,1
2014-05-30,84.79,84.36,83.262,81.0464,71.222,UP,1
2014-06-02,85.24,84.99,83.904,81.1812,71.3542,DOWN,0
2014-06-03,84.54,84.89,84.376,81.313,71.4912,DOWN,0
2014-06-04,83.7,84.06,84.518,81.4386,71.6282,DOWN,0
2014-06-05,83.52,84.07,84.358,81.545,71.7691,UP,1
2014-06-06,84.36,83.95,84.272,81.688,71.9058,DOWN,0
2014-06-09,83.73,84.18,83.97,81.8254,72.0347,DOWN,0
2014-06-10,82.83,83.6,83.628,81.949,72.1583,UP,1
2014-06-11,82.89,82.36,83.466,82.0656,72.2822,DOWN,0
2014-06-12,82.8,83.37,83.322,82.13,72.4056,UP,1
2014-06-13,83.49,82.8,83.148,82.215,72.5375,DOWN,0
2014-06-16,83.44,83.52,83.09,82.2718,72.6646,UP,1
2014-06-17,84.07,83.01,83.338,82.3618,72.7963,UP,1
2014-06-18,84.5,83.88,83.66,82.4928,72.9333,UP,1
2014-06-19,85.26,84.71,84.152,82.6468,73.0691,UP,1
2014-06-20,85.94,85.59,84.642,82.799,73.2036,UP,1
2014-06-23,86.33,86.25,85.22,82.9918,73.3463,DOWN,0
2014-06-24,84.94,86.02,85.394,83.1556,73.4839,DOWN,0
2014-06-25,81.36,80.95,84.766,83.2226,73.6033,UP,1
2014-06-26,82.1,81.92,84.134,83.291,73.7299,DOWN,0
2014-06-27,81.49,81.6801,83.244,83.2986,73.8527,DOWN,0
2014-06-30,80.43,81.06,82.064,83.3016,73.9726,UP,1
2014-07-01,80.6,80.6,81.196,83.2772,74.0899,UP,1
2014-07-02,81.0,80.64,81.124,83.2576,74.2108,UP,1
2014-07-03,81.5,81.2,81.004,83.2416,74.338,DOWN,0
2014-07-07,80.5,81.33,80.806,83.2002,74.4543,DOWN,0
2014-07-08,79.28,80.31,80.576,83.134,74.5599,UP,1
2014-07-09,79.81,79.66,80.418,83.0492,74.6693,DOWN,0
2014-07-10,79.73,78.72,80.164,82.9688,74.7809,UP,1
2014-07-11,80.29,79.55,79.922,82.9102,74.8935,DOWN,0
2014-07-14,79.95,80.88,79.812,82.8282,75.003,UP,1
2014-07-15,81.12,79.74,80.18,82.78,75.1162,DOWN,0
2014-07-16,80.84,81.21,80.386,82.7182,75.2278,DOWN,0
2014-07-17,79.54,80.4,80.348,82.6238,75.3364,UP,1
2014-07-18,80.86,79.91,80.462,82.5404,75.4512,DOWN,0
2014-07-21,80.16,80.4,80.504,82.4852,75.5561,UP,1
2014-07-22,80.5,80.74,80.38,82.457,75.6608,UP,1
2014-07-23,81.27,80.55,80.466,82.4116,75.7713,UP,1
2014-07-24,82.1,81.73,80.978,82.3684,75.8923,UP,1
2014-07-25,82.65,82.14,81.336,82.3502,76.0211,DOWN,0
2014-07-28,82.61,83.0,81.826,82.3622,76.1496,DOWN,0
2014-07-29,82.47,82.92,82.22,82.3744,76.2691,DOWN,0
2014-07-30,81.72,82.19,82.31,82.3542,76.3781,DOWN,0
2014-07-31,81.11,81.14,82.112,82.337,76.4812,DOWN,0
2014-08-01,80.54,80.62,81.69,82.316,76.5864,UP,1
2014-08-04,81.88,80.81,81.544,82.306,76.6922,DOWN,0
2014-08-05,81.01,81.44,81.252,82.2856,76.7861,UP,1
2014-08-06,82.28,80.75,81.364,82.2876,76.8801,DOWN,0
2014-08-07,81.52,82.5,81.446,82.2582,76.9682,UP,1
2014-08-08,83.05,82.0,81.948,82.2328,77.059,DOWN,0
2014-08-11,82.39,83.51,82.05,82.1848,77.1477,UP,1
2014-08-12,82.56,82.58,82.36,82.1312,77.2443,UP,1
2014-08-13,82.78,82.56,82.46,82.096,77.3412,UP,1
2014-08-14,83.69,82.95,82.894,82.0958,77.4433,UP,1
2014-08-15,83.79,83.85,83.042,82.1012,77.5415,UP,1
2014-08-18,85.61,84.27,83.686,82.1262,77.6434,UP,1
2014-08-19,86.09,85.61,84.392,82.1734,77.7517,UP,1
2014-08-20,86.6,85.99,85.156,82.2488,77.8641,DOWN,0
2014-08-21,86.24,86.7,85.666,82.3158,77.9731,DOWN,0
2014-08-22,86.09,86.05,86.126,82.3816,78.0822,UP,1
2014-08-25,86.9,86.38,86.384,82.4498,78.1949,DOWN,0
2014-08-26,86.67,86.87,86.5,82.5144,78.309,DOWN,0
2014-08-27,86.44,86.7,86.468,82.5618,78.4144,UP,1
2014-08-28,86.61,86.03,86.542,82.604,78.52,UP,1
2014-08-29,87.02,86.58,86.728,82.6392,78.6281,DOWN,0
2014-09-02,86.95,86.91,86.738,82.6594,78.7326,UP,1
2014-09-03,87.24,87.2,86.852,82.6776,78.831,DOWN,0
2014-09-04,86.88,87.22,86.94,82.7164,78.9299,UP,1
2014-09-05,87.51,86.94,87.12,82.8394,79.0314,DOWN,0
2014-09-08,87.06,87.45,87.128,82.9386,79.1278,DOWN,0
2014-09-09,86.47,87.0,87.032,83.0382,79.225,DOWN,0
2014-09-10,85.14,86.13,86.612,83.1324,79.3132,DOWN,0
2014-09-11,84.01,84.58,86.038,83.2006,79.3909,DOWN,0
2014-09-12,83.02,83.88,85.14,83.241,79.4628,UP,1
2014-09-15,83.9,83.04,84.508,83.289,79.5385,UP,1
2014-09-16,85.78,83.78,84.37,83.3946,79.6168,DOWN,0
2014-09-17,85.69,85.94,84.48,83.5228,79.6972,UP,1
2014-09-18,85.89,85.71,84.856,83.6444,79.7699,DOWN,0
2014-09-19,85.75,86.04,85.402,83.7648,79.8456,DOWN,0
2014-09-22,83.84,85.5,85.39,83.8358,79.9169,DOWN,0
2014-09-23,83.26,83.85,84.886,83.902,79.9845,DOWN,0
2014-09-24,82.69,82.95,84.286,83.9334,80.0418,DOWN,0
2014-09-25,81.74,82.83,83.456,83.9514,80.0913,UP,1
2014-09-26,82.23,81.6,82.752,84.0052,80.1444,DOWN,0
2014-09-29,81.77,81.37,82.338,84.0234,80.199,DOWN,0
2014-09-30,81.31,81.5,81.948,84.0464,80.2495,DOWN,0
2014-10-01,79.63,81.31,81.336,84.029,80.2896,DOWN,0
2014-10-02,77.76,79.18,80.54,83.9588,80.3154,DOWN,0
2014-10-03,77.64,78.23,79.622,83.8696,80.3406,DOWN,0
2014-10-06,77.35,77.7,78.738,83.7636,80.3574,DOWN,0
2014-10-07,77.35,77.59,77.946,83.6584,80.3796,UP,1
2014-10-08,79.16,77.83,77.852,83.5922,80.4052,DOWN,0
2014-10-09,76.61,78.97,77.622,83.49,80.4162,DOWN,0
2014-10-10,76.32,76.75,77.358,83.3942,80.4241,DOWN,0
2014-10-13,73.05,75.98,76.498,83.2444,80.4138,DOWN,0
2014-10-14,70.59,73.52,75.146,83.0186,80.393,DOWN,0
2014-10-15,67.89,69.82,72.892,82.7562,80.3588,UP,1
2014-10-16,69.71,67.46,71.512,82.5048,80.3217,UP,1
2014-10-17,72.21,70.69,70.69,82.3186,80.3005,UP,1
2014-10-20,72.35,71.76,70.55,82.1046,80.2808,UP,1
2014-10-21,76.81,74.35,71.794,81.993,80.2798,DOWN,0
2014-10-22,75.39,76.75,73.294,81.8496,80.2717,UP,1
2014-10-23,76.12,76.42,74.576,81.7164,80.2679,UP,1
2014-10-24,76.49,76.15,75.432,81.5724,80.2597,DOWN,0
2014-10-27,75.48,75.65,76.058,81.4062,80.2471,UP,1
2014-10-28,77.53,75.85,76.202,81.2446,80.2557,DOWN,0
2014-10-29,76.39,78.56,76.402,81.0506,80.2552,UP,1
2014-10-30,77.4,76.35,76.658,80.8666,80.2645,UP,1
2014-10-31,78.5,77.7,77.06,80.7118,80.2801,DOWN,0
2014-11-03,76.68,78.46,77.3,80.5236,80.2834,DOWN,0
2014-11-04,74.49,76.02,76.692,80.2754,80.2713,UP,1
2014-11-05,74.74,74.9,76.362,80.0368,80.2595,UP,1
2014-11-06,75.42,75.18,75.966,79.8164,80.2506,DOWN,0
2014-11-07,74.7,75.3,75.206,79.5782,80.2519,DOWN,0
2014-11-10,74.5,75.0,74.77,79.3278,80.2499,DOWN,0
2014-11-11,73.64,74.89,74.6,79.0616,80.2427,DOWN,0
2014-11-12,73.04,72.97,74.26,78.7776,80.237,DOWN,0
2014-11-13,70.83,72.63,73.342,78.4566,80.2234,UP,1
2014-11-14,71.78,70.94,72.758,78.142,80.2168,UP,1
2014-11-17,72.78,71.79,72.414,77.8564,80.2239,UP,1
2014-11-18,73.96,73.15,72.478,77.6062,80.238,UP,1
2014-11-19,75.77,74.14,73.024,77.4188,80.2635,UP,1
2014-11-20,77.83,75.52,74.424,77.2952,80.2862,UP,1
2014-11-21,79.42,79.01,75.952,77.2232,80.3119,DOWN,0
2014-11-24,79.42,79.13,77.28,77.1336,80.3476,UP,1
2014-11-25,79.54,79.76,78.396,77.0088,80.3749,DOWN,0
2014-11-26,79.28,79.57,79.098,76.8806,80.4031,DOWN,0
2014-11-28,73.02,78.41,78.136,76.6232,80.3949,DOWN,0
2014-12-01,71.86,73.0,76.624,76.3454,80.3746,UP,1
2014-12-02,73.76,71.75,75.492,76.1438,80.3665,UP,1
2014-12-03,74.83,73.81,74.55,75.9752,80.3643,UP,1
2014-12-04,74.97,74.33,73.688,75.8208,80.3627,DOWN,0
2014-12-05,73.02,74.82,73.688,75.6464,80.353,DOWN,0
2014-12-08,68.93,72.23,73.102,75.3804,80.3164,DOWN,0
2014-12-09,68.81,68.56,72.112,75.1212,80.2728,DOWN,0
2014-12-10,67.11,67.63,70.568,74.8372,80.2246,DOWN,0
2014-12-11,66.82,67.11,68.938,74.581,80.185,DOWN,0
2014-12-12,65.68,66.3,67.47,74.3394,80.1391,DOWN,0
2014-12-15,65.09,66.65,66.702,74.0884,80.0902,UP,1
2014-12-16,67.04,64.6,66.348,73.8822,80.045,UP,1
2014-12-17,68.36,66.78,66.598,73.7024,80.0028,UP,1
2014-12-18,69.03,69.9,67.04,73.4998,79.9572,UP,1
2014-12-19,71.81,69.6,68.266,73.4038,79.9259,DOWN,0
2014-12-22,71.23,71.06,69.494,73.302,79.8887,UP,1
2014-12-23,72.56,71.49,70.598,73.2922,79.8561,DOWN,0
2014-12-24,72.1,72.1,71.346,73.3224,79.8166,UP,1
2014-12-26,72.65,72.34,72.07,73.4176,79.7892,UP,1
2014-12-29,72.82,73.01,72.272,73.4798,79.7598,UP,1
2014-12-30,72.92,72.8,72.61,73.494,79.7277,DOWN,0
2014-12-31,71.7,72.7,72.438,73.481,79.6844,UP,1
2015-01-02,72.29,71.61,72.476,73.3906,79.6537,DOWN,0
2015-01-05,67.92,71.24,71.53,73.2412,79.6008,DOWN,0
2015-01-06,66.02,67.66,70.17,73.0392,79.5412,UP,1
2015-01-07,66.31,66.77,68.848,72.8356,79.4856,UP,1
2015-01-08,68.89,67.1,68.286,72.7038,79.4391,DOWN,0
2015-01-09,67.31,68.31,67.29,72.4994,79.3896,DOWN,0
2015-01-12,64.24,66.48,66.554,72.2564,79.3265,DOWN,0
2015-01-13,61.5,64.31,65.65,71.9384,79.2507,DOWN,0
2015-01-14,59.42,60.64,64.272,71.5568,79.1625,DOWN,0
2015-01-15,59.09,60.24,62.312,71.205,79.0601,UP,1
2015-01-16,60.83,59.0,61.016,70.9318,78.968,UP,1
2015-01-20,63.62,61.79,60.892,70.7094,78.8831,UP,1
2015-01-21,66.25,64.27,61.842,70.526,78.8165,UP,1
2015-01-22,67.31,66.84,63.42,70.3782,78.7633,UP,1
2015-01-23,68.52,67.47,65.306,70.2586,78.7181,DOWN,0
2015-01-26,68.4,68.64,66.82,70.1538,78.6685,UP,1
2015-01-27,69.6,67.7,68.016,70.085,78.633,DOWN,0
2015-01-28,68.37,69.8,68.44,70.0358,78.5911,UP,1
2015-01-29,70.48,69.95,69.074,70.0098,78.5535,DOWN,0
2015-01-30,70.32,69.73,69.434,69.9606,78.5117,UP,1
2015-02-02,72.8,71.31,70.314,69.9374,78.4701,UP,1
2015-02-03,74.88,73.72,71.37,69.9196,78.4431,DOWN,0
2015-02-04,74.42,73.83,72.58,69.8514,78.4061,UP,1
2015-02-05,75.21,75.3,73.526,69.7672,78.3723,UP,1
2015-02-06,76.1,75.32,74.682,69.7008,78.3413,DOWN,0
2015-02-09,75.93,76.27,75.308,69.6286,78.3081,DOWN,0
2015-02-10,75.67,75.2,75.466,69.5564,78.2735,DOWN,0
2015-02-11,74.19,74.93,75.42,69.5798,78.2242,UP,1
2015-02-12,75.11,74.73,75.4,69.6448,78.181,UP,1
2015-02-13,76.62,75.76,75.504,69.702,78.148,UP,1
2015-02-17,76.9,76.38,75.698,69.7434,78.1122,DOWN,0
2015-02-18,75.95,76.01,75.754,69.763,78.0743,UP,1
2015-02-19,77.43,75.47,76.402,69.8512,78.0418,DOWN,0
2015-02-20,77.34,77.52,76.848,70.0194,78.0072,UP,1
2015-02-23,79.33,76.75,77.39,70.2298,77.9787,UP,1
2015-02-24,80.0,79.71,78.01,70.4876,77.9641,DOWN,0
2015-02-25,79.09,79.88,78.638,70.733,77.95,UP,1
2015-02-26,80.06,78.99,79.164,71.0206,77.9326,DOWN,0
2015-02-27,78.46,80.1,79.388,71.288,77.9036,DOWN,0
2015-03-02,77.0,78.11,78.922,71.4872,77.8708,UP,1
2015-03-03,78.09,77.53,78.54,71.6818,77.8512,DOWN,0
2015-03-04,77.96,77.7,78.314,71.8604,77.8317,DOWN,0
2015-03-05,76.88,78.2,77.678,71.9618,77.8025,DOWN,0
2015-03-06,75.36,76.16,77.058,72.0444,77.7694,UP,1
2015-03-09,76.29,75.44,76.916,72.119,77.7429,DOWN,0
2015-03-10,74.03,75.84,76.104,72.1576,77.7012,UP,1
2015-03-11,74.55,74.28,75.422,72.1956,77.6638,DOWN,0
2015-03-12,74.16,75.1,74.878,72.2224,77.6237,UP,1
2015-03-13,74.64,74.14,74.734,72.2568,77.5819,UP,1
2015-03-16,76.29,74.32,74.734,72.3486,77.5418,DOWN,0
2015-03-17,75.95,75.59,75.118,72.4218,77.4976,UP,1
2015-03-18,78.12,75.64,75.832,72.6258,77.462,DOWN,0
2015-03-19,77.51,77.22,76.502,72.8556,77.4268,UP,1
2015-03-20,78.86,77.7,77.346,73.1066,77.4026,DOWN,0
2015-03-23,78.53,79.0,77.794,73.2994,77.3777,DOWN,0
2015-03-24,77.63,78.38,78.13,73.5058,77.344,UP,1
2015-03-25,79.0,78.59,78.306,73.801,77.3204,DOWN,0
2015-03-26,78.44,79.7,78.492,74.1398,77.2984,DOWN,0
2015-03-27,77.61,78.61,78.242,74.5036,77.272,UP,1
2015-03-30,79.56,78.26,78.448,74.913,77.2558,DOWN,0
2015-03-31,78.6,78.45,78.642,75.2684,77.2314,UP,1
2015-04-01,79.94,79.07,78.83,75.5948,77.2139,DOWN,0
2015-04-02,78.17,79.28,78.776,75.8332,77.1844,UP,1
2015-04-06,78.55,78.49,78.964,76.058,77.1546,DOWN,0
2015-04-07,77.77,78.64,78.606,76.243,77.1172,DOWN,0
2015-04-08,77.41,78.06,78.368,76.4232,77.0745,UP,1
2015-04-09,77.81,77.28,77.942,76.5874,77.0319,UP,1
2015-04-10,78.34,78.0,77.976,76.7868,76.9989,DOWN,0
2015-04-13,76.93,78.45,77.652,76.9158,76.9768,UP,1
2015-04-14,77.83,77.58,77.664,77.066,76.9554,UP,1
2015-04-15,78.94,77.95,77.97,77.1888,76.9427,UP,1
2015-04-16,79.24,78.82,78.256,77.276,76.9367,DOWN,0
2015-04-17,78.01,78.67,78.19,77.3478,76.9238,UP,1
2015-04-20,79.3,78.26,78.664,77.4296,76.9153,UP,1
2015-04-21,79.5,79.3,78.998,77.4976,76.9053,UP,1
2015-04-22,80.92,79.92,79.394,77.5974,76.9074,UP,1
2015-04-23,81.23,81.14,79.792,77.7086,76.9171,UP,1
2015-04-24,81.59,81.38,80.508,77.8566,76.926,DOWN,0
2015-04-27,81.07,81.87,80.862,77.9758,76.9327,UP,1
2015-04-28,81.61,81.23,81.284,78.0756,76.9393,DOWN,0
2015-04-29,81.0,81.43,81.3,78.1576,76.9446,DOWN,0
2015-04-30,79.31,80.9,80.916,78.2248,76.9355,UP,1
2015-05-01,81.61,79.41,80.92,78.3084,76.9394,DOWN,0
2015-05-04,80.84,82.0,80.874,78.3784,76.9459,DOWN,0
2015-05-05,80.44,81.1,80.64,78.4006,76.9438,DOWN,0
2015-05-06,79.82,80.55,80.404,78.397,76.9421,UP,1
2015-05-07,79.94,79.8,80.53,78.414,76.9393,UP,1
2015-05-08,81.63,80.4,80.534,78.4454,76.9411,DOWN,0
2015-05-11,80.54,81.98,80.474,78.487,76.9333,DOWN,0
2015-05-12,80.5,80.28,80.486,78.557,76.9225,UP,1
2015-05-13,80.77,80.95,80.676,78.6106,76.9133,UP,1
2015-05-14,81.63,80.41,81.014,78.684,76.9091,DOWN,0
2015-05-15,81.05,81.54,80.898,78.7674,76.9058,UP,1
2015-05-18,81.33,81.11,81.056,78.8868,76.9069,DOWN,0
2015-05-19,80.7,80.9,81.096,78.975,76.9077,DOWN,0
2015-05-20,80.52,80.74,81.046,79.1048,76.9009,UP,1
2015-05-21,81.0,80.69,80.92,79.2338,76.9008,DOWN,0
2015-05-22,80.97,80.62,80.904,79.37,76.8943,DOWN,0
2015-05-26,79.36,80.17,80.51,79.4644,76.8835,DOWN,0
2015-05-27,79.19,79.82,80.208,79.5224,76.8642,UP,1
2015-05-28,79.56,78.94,80.016,79.5946,76.85,DOWN,0
2015-05-29,79.12,79.56,79.64,79.6146,76.8328,UP,1
2015-06-01,79.35,79.55,79.316,79.6514,76.8157,DOWN,0
2015-06-02,79.1,79.38,79.264,79.6562,76.7927,DOWN,0
2015-06-03,78.3,78.79,79.086,79.6516,76.7653,DOWN,0
2015-06-04,77.38,77.71,78.65,79.6466,76.7241,UP,1
2015-06-05,78.05,77.24,78.436,79.6276,76.6839,DOWN,0
2015-06-08,77.18,77.11,78.002,79.6024,76.6368,DOWN,0
2015-06-09,76.79,77.34,77.54,79.586,76.5896,UP,1
2015-06-10,77.8,77.41,77.44,79.5508,76.5481,UP,1
2015-06-11,78.67,77.98,77.698,79.5522,76.507,DOWN,0
2015-06-12,77.65,78.16,77.618,79.5064,76.4619,UP,1
2015-06-15,78.08,77.7,77.798,79.5046,76.4201,UP,1
2015-06-16,78.39,78.0,78.118,79.5014,76.379,UP,1
2015-06-17,78.84,79.15,78.326,79.5228,76.3381,UP,1
2015-06-18,80.03,78.91,78.598,79.5752,76.3035,DOWN,0
2015-06-19,79.67,79.58,79.002,79.6124,76.2656,DOWN,0
2015-06-22,79.6,80.02,79.306,79.6376,76.2292,UP,1
2015-06-23,80.31,79.8,79.69,79.7052,76.1932,DOWN,0
2015-06-24,79.19,79.7,79.76,79.7324,76.1539,DOWN,0
2015-06-25,78.89,79.19,79.532,79.7314,76.116,UP,1
2015-06-26,79.62,78.8,79.522,79.739,76.0884,DOWN,0
2015-06-29,78.49,78.75,79.3,79.7486,76.0608,UP,1
2015-06-30,80.56,79.24,79.35,79.7738,76.0485,UP,1
2015-07-01,81.3,80.64,79.772,79.8098,76.0355,UP,1
2015-07-02,81.45,81.47,80.284,79.8204,76.0138,UP,1
2015-07-06,81.54,80.39,80.668,79.8266,75.9931,UP,1
2015-07-07,82.35,81.98,81.44,79.8418,75.9754,DOWN,0
2015-07-08,78.5,81.85,81.028,79.7904,75.9391,UP,1
2015-07-09,79.45,79.6,80.658,79.7472,75.9172,UP,1
2015-07-10,81.49,79.86,80.666,79.757,75.9083,UP,1
2015-07-13,83.42,82.045,81.042,79.8392,75.912,UP,1
2015-07-14,83.52,82.89,81.276,79.8774,75.9209,DOWN,0
2015-07-15,81.77,82.79,81.93,79.896,75.9186,UP,1
2015-07-16,83.21,82.42,82.682,79.9514,75.9258,UP,1
2015-07-17,83.24,83.21,83.032,80.0198,75.9354,DOWN,0
2015-07-20,82.33,83.13,82.814,80.0676,75.9489,DOWN,0
2015-07-21,81.98,82.3,82.506,80.0746,75.97,DOWN,0
2015-07-22,81.83,81.84,82.518,80.1004,75.991,DOWN,0
