ticker,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-01-17,44.9,44.7,42.4853,44.902,44.1099,UP,1
2006-01-18,44.92,44.65,42.4863,44.94,44.159,DOWN,0
2006-01-19,44.695,44.92,42.4835,44.88,44.212,DOWN,0
2006-01-20,43.23,44.5,42.474,44.503,44.2265,UP,1
2006-01-23,43.79,43.56,42.4651,44.307,44.2519,DOWN,0
2006-01-24,43.73,43.7995,42.4578,44.073,44.2803,DOWN,0
2006-01-25,43.435,43.72,42.4493,43.776,44.2962,DOWN,0
2006-01-26,43.1,43.5,42.4367,43.457,44.2982,UP,1
2006-01-27,43.84,43.1,42.433,43.579,44.3168,UP,1
2006-01-30,44.265,43.865,42.4366,43.674,44.33,DOWN,0
2006-01-31,42.145,42.53,42.4346,43.357,44.3063,DOWN,0
2006-02-01,42.0,42.1565,42.429,43.07,44.2742,UP,1
2006-02-02,42.74,41.989,42.4232,42.998,44.2577,DOWN,0
2006-02-03,42.34,42.5,42.4198,42.698,44.2317,UP,1
2006-02-06,42.45,42.225,42.4158,42.335,44.2083,DOWN,0
2006-02-07,42.23,42.25,42.4142,42.352,44.1776,UP,1
2006-02-08,42.45,42.195,42.4118,42.442,44.1542,UP,1
2006-02-09,42.515,42.4,42.4142,42.397,44.124,UP,1
2006-02-10,42.66,42.45,42.4162,42.461,44.1014,UP,1
2006-02-13,43.0,42.63,42.4244,42.571,44.0787,UP,1
2006-02-14,43.78,42.91,42.4337,42.881,44.0585,UP,1
2006-02-15,44.205,43.75,42.4448,43.232,44.0458,DOWN,0
2006-02-16,44.095,44.194,42.4546,43.548,44.0378,UP,1
2006-02-17,44.22,44.1,42.4617,43.86,44.0381,DOWN,0
2006-02-21,43.9,44.22,42.4689,44.04,44.0413,UP,1
2006-02-22,44.085,44.025,42.4762,44.101,44.0549,DOWN,0
2006-02-23,43.43,43.885,42.4805,43.946,44.0448,DOWN,0
2006-02-24,43.29,43.33,42.4876,43.785,44.0244,UP,1
2006-02-27,43.33,43.275,42.493,43.607,44.002,DOWN,0
2006-02-28,42.92,43.125,42.4987,43.411,43.9584,UP,1
2006-03-01,44.15,43.075,42.5142,43.424,43.9449,UP,1
2006-03-02,44.275,44.15,42.5273,43.593,43.93,UP,1
2006-03-03,44.555,44.2,42.5386,43.846,43.9278,UP,1
2006-03-06,44.935,44.875,42.5503,44.167,43.9354,UP,1
2006-03-07,45.355,45.05,42.5659,44.654,43.9409,DOWN,0
2006-03-08,44.925,45.16,42.5809,44.809,43.9373,DOWN,0
2006-03-09,44.92,44.945,42.5922,44.938,43.928,UP,1
2006-03-10,45.78,44.885,42.6086,45.183,43.9531,UP,1
2006-03-13,46.175,45.995,42.6279,45.431,43.9819,UP,1
2006-03-14,46.95,46.145,42.6499,45.75,44.0303,UP,1
2006-03-15,48.355,47.5,42.6779,46.436,44.1175,UP,1
2006-03-16,48.95,48.375,42.7116,47.242,44.2007,DOWN,0
2006-03-17,48.82,49.125,42.7414,47.85,44.2788,DOWN,0
2006-03-20,48.25,48.675,42.7688,48.265,44.3543,DOWN,0
2006-03-21,47.8,48.25,42.7949,48.435,44.4081,UP,1
2006-03-22,49.21,47.925,42.8286,48.606,44.4941,DOWN,0
2006-03-23,48.955,49.31,42.8592,48.607,44.5786,DOWN,0
2006-03-24,48.6,48.95,42.8923,48.563,44.6507,DOWN,0
2006-03-27,48.385,48.635,42.9281,48.59,44.7161,UP,1
2006-03-28,48.4,48.385,42.9663,48.71,44.7887,DOWN,0
2006-03-29,47.73,48.175,42.9989,48.414,44.8453,DOWN,0
2006-03-30,47.715,47.625,43.0315,48.166,44.9012,UP,1
2006-03-31,48.155,48.115,43.0661,48.077,44.9704,UP,1
2006-04-03,48.225,48.605,43.1,48.045,45.0703,UP,1
2006-04-04,48.32,48.125,43.1329,48.029,45.1609,UP,1
2006-04-05,48.995,48.775,43.1685,48.282,45.2662,DOWN,0
2006-04-06,47.75,48.9,43.1986,48.289,45.3525,UP,1
2006-04-07,47.775,48.135,43.2316,48.213,45.446,UP,1
2006-04-10,47.925,47.65,43.2665,48.153,45.5277,DOWN,0
2006-04-11,47.615,48.175,43.3029,48.012,45.5947,UP,1
2006-04-12,47.87,47.575,43.3422,47.787,45.7092,UP,1
2006-04-13,47.875,47.87,43.3784,47.812,45.8267,UP,1
2006-04-17,48.18,48.2,43.417,47.893,45.9355,UP,1
2006-04-18,49.31,48.62,43.4643,48.17,46.0749,UP,1
2006-04-19,49.585,48.815,43.5119,48.564,46.2176,UP,1
2006-04-20,50.75,51.05,43.5623,49.14,46.388,UP,1
2006-04-21,51.33,51.75,43.6178,49.831,46.5656,UP,1
2006-04-24,51.62,51.205,43.674,50.519,46.7477,DOWN,0
2006-04-25,51.315,51.675,43.7246,50.92,46.9208,UP,1
2006-04-26,52.175,51.215,43.7798,51.438,47.1043,DOWN,0
2006-04-27,51.65,52.18,43.8343,51.618,47.2617,DOWN,0
2006-04-28,51.35,51.5,43.8853,51.622,47.4046,UP,1
2006-05-01,51.355,51.425,43.9346,51.569,47.5498,UP,1
2006-05-02,51.48,51.335,43.9845,51.602,47.695,UP,1
2006-05-03,52.2,51.575,44.0395,51.607,47.861,DOWN,0
2006-05-04,52.02,52.35,44.0916,51.681,48.0197,UP,1
2006-05-05,52.93,52.295,44.144,51.997,48.2097,UP,1
2006-05-08,53.29,52.93,44.2002,52.384,48.4097,DOWN,0
2006-05-09,53.025,53.165,44.2509,52.693,48.6036,DOWN,0
2006-05-10,52.935,52.975,44.3014,52.84,48.8039,DOWN,0
2006-05-11,52.835,52.8,44.3512,53.003,48.9776,DOWN,0
2006-05-12,51.395,52.84,44.3931,52.696,49.12,DOWN,0
2006-05-15,51.18,51.1,44.4331,52.274,49.2525,UP,1
2006-05-16,51.445,51.15,44.4762,51.958,49.3827,DOWN,0
2006-05-17,50.12,51.32,44.513,51.395,49.478,DOWN,0
2006-05-18,49.64,49.72,44.5455,50.756,49.5723,UP,1
2006-05-19,49.975,49.94,44.5789,50.472,49.6734,DOWN,0
2006-05-22,49.355,49.87,44.6105,50.107,49.7449,UP,1
2006-05-23,49.66,49.9,44.6434,49.75,49.8146,UP,1
2006-05-24,49.71,49.425,44.6773,49.668,49.8698,UP,1
2006-05-25,50.375,50.375,44.7142,49.815,49.9102,DOWN,0
2006-05-26,50.26,50.72,44.7509,49.872,49.9364,DOWN,0
2006-05-30,49.28,50.07,44.781,49.857,49.9456,UP,1
2006-05-31,49.65,49.2,44.812,49.855,49.9736,UP,1
2006-06-01,50.43,49.8,44.8461,49.999,50.0262,DOWN,0
2006-06-02,50.07,50.39,44.8806,49.938,50.0434,DOWN,0
2006-06-05,49.25,49.85,44.9108,49.736,50.0493,DOWN,0
2006-06-06,49.19,49.4,44.942,49.718,50.0611,DOWN,0
2006-06-07,48.56,49.19,44.9705,49.5,50.0646,DOWN,0
2006-06-08,48.02,48.6,44.9965,49.018,50.057,UP,1
2006-06-09,48.71,48.35,45.0274,48.746,50.0766,DOWN,0
2006-06-12,47.83,48.7,45.0552,48.462,50.0789,DOWN,0
2006-06-13,47.4,47.56,45.0819,48.104,50.0638,DOWN,0
2006-06-14,47.3,47.34,45.1089,47.852,50.0453,UP,1
2006-06-15,48.97,47.5,45.1427,48.042,50.0583,DOWN,0
2006-06-16,48.23,48.57,45.1762,47.946,50.043,DOWN,0
2006-06-19,47.43,48.22,45.2026,47.866,50.0366,UP,1
2006-06-20,47.6,47.24,45.2268,47.906,50.0331,UP,1
2006-06-21,47.93,47.51,45.2523,48.032,50.0332,DOWN,0
2006-06-22,47.5,47.93,45.2739,47.738,50.0309,UP,1
2006-06-23,47.54,47.17,45.2964,47.6,50.0243,UP,1
2006-06-26,47.63,47.54,45.3233,47.64,50.0194,DOWN,0
2006-06-27,47.05,47.58,45.3469,47.53,49.9968,DOWN,0
2006-06-28,46.79,46.87,45.3708,47.302,49.9464,UP,1
2006-06-29,47.65,47.14,45.4014,47.332,49.9077,DOWN,0
2006-06-30,47.5,47.9,45.4332,47.324,49.8427,UP,1
2006-07-03,47.51,47.95,45.4653,47.3,49.7663,DOWN,0
2006-07-05,46.9,47.52,45.4958,47.27,49.6719,DOWN,0
2006-07-06,46.46,47.0,45.5263,47.204,49.5748,DOWN,0
2006-07-07,45.55,46.36,45.5531,46.784,49.4423,UP,1
2006-07-10,45.74,45.7,45.5846,46.432,49.3241,DOWN,0
2006-07-11,45.61,45.73,45.6139,46.052,49.2093,DOWN,0
2006-07-12,45.22,46.25,45.6395,45.716,49.0866,DOWN,0
2006-07-13,44.54,44.84,45.6643,45.332,48.9478,DOWN,0
2006-07-14,44.19,44.29,45.6849,45.06,48.7876,DOWN,0
2006-07-17,43.34,44.1,45.7009,44.58,48.614,DOWN,0
2006-07-18,42.9,43.3,45.7117,44.038,48.4134,UP,1
2006-07-19,44.27,43.04,45.7273,43.848,48.233,DOWN,0
2006-07-20,43.71,45.6,45.7409,43.682,48.0467,DOWN,0
2006-07-21,43.34,44.03,45.7552,43.512,47.8548,UP,1
2006-07-24,43.93,43.37,45.7746,43.63,47.6767,UP,1
2006-07-25,44.54,44.35,45.7975,43.958,47.5396,DOWN,0
2006-07-26,44.38,44.5,45.8194,43.98,47.4036,UP,1
2006-07-27,45.43,44.74,45.8469,44.324,47.2833,UP,1
2006-07-28,45.65,45.6,45.8749,44.786,47.1939,UP,1
2006-07-31,45.73,45.7,45.9026,45.146,47.1157,DOWN,0
2006-08-01,44.98,45.45,45.927,45.234,47.0158,UP,1
2006-08-02,45.47,45.08,45.9515,45.452,46.9381,UP,1
2006-08-03,46.4,45.3,45.9807,45.646,46.8729,UP,1
2006-08-04,46.52,47.07,46.0098,45.82,46.8091,DOWN,0
2006-08-07,46.34,46.52,46.0355,45.942,46.7284,DOWN,0
2006-08-08,45.16,46.39,46.0591,45.978,46.6264,DOWN,0
2006-08-09,44.01,45.75,46.0787,45.686,46.521,UP,1
2006-08-10,44.6,44.04,46.0992,45.326,46.42,DOWN,0
2006-08-11,44.28,44.6,46.1179,44.878,46.297,DOWN,0
2006-08-14,44.16,44.6,46.1326,44.442,46.1788,UP,1
2006-08-15,44.9,44.65,46.1519,44.39,46.0918,UP,1
2006-08-16,45.38,45.2,46.1683,44.664,46.0156,DOWN,0
2006-08-17,45.24,45.2,46.1826,44.792,45.9492,DOWN,0
2006-08-18,44.98,45.35,46.1976,44.932,45.8884,DOWN,0
2006-08-21,44.36,44.88,46.2083,44.972,45.8014,DOWN,0
2006-08-22,44.19,44.29,46.2169,44.83,45.7286,DOWN,0
2006-08-23,44.09,44.19,46.2271,44.572,45.6624,DOWN,0
2006-08-24,43.7,44.48,46.2331,44.264,45.5904,DOWN,0
2006-08-25,43.52,43.45,46.2381,43.972,45.4814,UP,1
2006-08-28,43.72,43.5,46.2452,43.844,45.3912,UP,1
2006-08-29,43.91,43.72,46.2515,43.788,45.3208,DOWN,0
2006-08-30,43.85,43.91,46.2558,43.74,45.2458,UP,1
2006-08-31,43.9,44.04,46.2607,43.78,45.1652,UP,1
2006-09-01,44.17,44.1,46.2635,43.91,45.0986,DOWN,0
2006-09-05,44.13,44.17,46.2675,43.992,45.0304,DOWN,0
2006-09-06,43.38,43.9,46.2664,43.886,44.9454,UP,1
2006-09-07,43.51,43.15,46.2661,43.818,44.8746,UP,1
2006-09-08,43.96,43.87,46.2677,43.83,44.818,DOWN,0
2006-09-11,43.81,43.96,46.2687,43.758,44.7412,DOWN,0
2006-09-12,43.7,44.0,46.2684,43.672,44.6652,UP,1
2006-09-13,43.89,43.73,46.2697,43.774,44.5928,UP,1
2006-09-14,44.67,43.9,46.2729,44.006,44.5482,DOWN,0
2006-09-15,43.53,44.75,46.2716,43.92,44.4896,UP,1
2006-09-18,43.95,42.98,46.2707,43.948,44.4576,UP,1
2006-09-19,44.54,44.0,46.2695,44.116,44.4336,UP,1
2006-09-20,44.78,44.83,46.2692,44.294,44.417,DOWN,0
2006-09-21,43.96,44.69,46.2665,44.152,44.3918,UP,1
2006-09-22,44.07,44.16,46.2658,44.26,44.3824,UP,1
2006-09-25,44.56,44.25,46.2699,44.382,44.3898,UP,1
2006-09-26,45.36,44.31,46.2797,44.546,44.4302,DOWN,0
2006-09-27,45.29,45.11,46.2865,44.648,44.478,UP,1
2006-09-28,45.36,45.45,46.2917,44.928,44.4998,DOWN,0
2006-09-29,44.9,45.15,46.294,45.094,44.5236,UP,1
2006-10-02,45.2,44.8,46.2945,45.222,44.5608,UP,1
2006-10-03,45.48,45.2,46.2977,45.246,44.5918,UP,1
2006-10-04,46.06,45.48,46.3029,45.4,44.6222,UP,1
2006-10-05,47.46,46.0,46.3169,45.82,44.6838,UP,1
2006-10-06,47.75,47.36,46.3329,46.39,44.7302,DOWN,0
2006-10-09,47.68,47.7,46.3459,46.886,44.7708,UP,1
2006-10-10,48.21,47.58,46.3614,47.432,44.8204,UP,1
2006-10-11,48.54,48.22,46.3772,47.928,44.8916,UP,1
2006-10-12,48.93,48.56,46.3992,48.222,44.9608,UP,1
2006-10-13,49.15,48.73,46.4213,48.502,45.0158,UP,1
2006-10-16,49.99,48.93,46.4486,48.964,45.0852,DOWN,0
2006-10-17,49.5,49.4,46.4761,49.222,45.1484,DOWN,0
2006-10-18,47.22,47.7,46.4883,48.958,45.1896,DOWN,0
2006-10-19,46.59,46.35,46.4966,48.49,45.2412,DOWN,0
2006-10-20,46.34,46.25,46.506,47.928,45.276,UP,1
2006-10-23,47.0,46.32,46.5154,47.33,45.3304,DOWN,0
2006-10-24,46.96,47.0,46.5257,46.822,45.3864,DOWN,0
2006-10-25,46.7,47.12,46.5355,46.718,45.4224,UP,1
2006-10-26,47.51,47.0,46.5481,46.902,45.465,DOWN,0
2006-10-27,47.03,47.08,46.5577,47.04,45.5008,UP,1
2006-10-30,47.93,46.75,46.5735,47.226,45.5598,DOWN,0
2006-10-31,47.93,47.89,46.5886,47.42,45.6312,DOWN,0
2006-11-01,47.76,48.0,46.6028,47.632,45.7026,DOWN,0
2006-11-02,47.15,47.5,46.6151,47.56,45.7638,DOWN,0
2006-11-03,46.76,47.4,46.6327,47.506,45.825,UP,1
2006-11-06,47.15,46.72,46.6495,47.35,45.8976,UP,1
2006-11-07,47.64,47.39,46.6691,47.292,45.976,UP,1
2006-11-08,47.92,47.53,46.6915,47.324,46.0562,DOWN,0
2006-11-09,47.01,47.8,46.7111,47.296,46.1194,DOWN,0
2006-11-10,46.84,47.01,46.7261,47.312,46.1782,UP,1
2006-11-13,47.05,46.86,46.74,47.292,46.2358,DOWN,0
2006-11-14,46.99,47.05,46.7642,47.162,46.293,UP,1
2006-11-15,47.23,47.11,46.7904,47.024,46.37,DOWN,0
2006-11-16,47.23,47.49,46.8128,47.068,46.4444,DOWN,0
2006-11-17,47.07,47.0,46.8365,47.114,46.5066,DOWN,0
2006-11-20,46.5,47.85,46.8567,47.004,46.5604,UP,1
2006-11-21,47.0,46.4,46.8806,47.006,46.6264,UP,1
2006-11-22,47.57,47.06,46.9062,47.074,46.7,DOWN,0
2006-11-24,47.39,47.23,46.9305,47.106,46.7544,DOWN,0
2006-11-27,46.92,47.22,46.9518,47.076,46.8222,DOWN,0
2006-11-28,46.71,46.72,46.9704,47.118,46.8774,UP,1
2006-11-29,47.09,46.88,46.9869,47.136,46.9284,UP,1
2006-11-30,47.2,46.97,47.0019,47.062,46.9768,DOWN,0
2006-12-01,46.83,47.2,47.0156,46.95,47.0342,UP,1
2006-12-04,47.27,46.7,47.0308,47.02,47.0982,UP,1
2006-12-05,47.46,47.11,47.0486,47.17,47.1562,DOWN,0
2006-12-06,47.36,47.71,47.065,47.224,47.1962,DOWN,0
2006-12-07,47.29,47.5,47.0843,47.242,47.2362,UP,1
2006-12-08,47.53,47.24,47.1055,47.382,47.2796,DOWN,0
2006-12-11,46.73,47.44,47.1225,47.274,47.3162,UP,1
2006-12-12,46.83,46.52,47.1421,47.148,47.3488,DOWN,0
2006-12-13,46.65,47.01,47.1546,47.006,47.3722,UP,1
2006-12-14,47.92,46.58,47.1728,47.132,47.4094,DOWN,0
2006-12-15,46.8,47.43,47.184,46.986,47.3962,UP,1
2006-12-18,47.24,47.0,47.1955,47.088,47.386,DOWN,0
2006-12-19,46.97,46.78,47.2036,47.116,47.3718,DOWN,0
2006-12-20,46.66,46.63,47.2123,47.118,47.3408,DOWN,0
2006-12-21,46.24,46.66,47.2189,46.782,47.2948,DOWN,0
2006-12-22,46.1,46.3,47.2205,46.642,47.2382,UP,1
2006-12-26,46.25,46.1,47.2209,46.444,47.1802,UP,1
2006-12-27,46.62,46.14,47.2192,46.374,47.1128,DOWN,0
2006-12-28,46.54,46.45,47.2101,46.35,47.0536,DOWN,0
2006-12-29,46.19,46.38,47.1963,46.34,47.033,DOWN,0
2007-01-03,45.89,46.37,47.1817,46.298,47.019,UP,1
2007-01-04,46.17,45.6,47.1713,46.282,47.0156,DOWN,0
2007-01-05,46.0,45.96,47.1623,46.158,46.9956,UP,1
2007-01-08,46.17,46.1,47.1471,46.084,46.9798,UP,1
2007-01-09,46.52,46.41,47.1349,46.15,46.9762,UP,1
2007-01-10,46.8,46.22,47.1259,46.332,46.962,UP,1
2007-01-11,47.48,46.78,47.1214,46.594,46.971,UP,1
2007-01-12,47.55,47.28,47.1171,46.904,46.9634,UP,1
2007-01-16,47.75,47.6,47.1172,47.22,46.9598,DOWN,0
2007-01-17,47.58,47.9,47.1166,47.432,46.9562,DOWN,0
2007-01-18,47.41,48.37,47.1128,47.554,46.9614,UP,1
2007-01-19,47.48,47.45,47.1091,47.554,46.9758,DOWN,0
2007-01-22,47.05,47.32,47.1028,47.454,46.9738,UP,1
2007-01-23,47.47,47.0,47.0951,47.398,46.9704,DOWN,0
2007-01-24,47.43,47.43,47.0935,47.368,46.9606,DOWN,0
2007-01-25,47.08,47.51,47.0901,47.302,46.962,DOWN,0
2007-01-26,46.95,47.1,47.0852,47.196,46.9642,DOWN,0
2007-01-29,46.91,46.75,47.0817,47.168,46.9614,UP,1
2007-01-30,50.15,48.31,47.0931,47.704,47.0246,UP,1
2007-01-31,50.99,49.37,47.1086,48.416,47.0998,UP,1
2007-02-01,51.8,50.9,47.1267,49.36,47.1912,DOWN,0
2007-02-02,51.48,51.63,47.1376,50.266,47.2794,UP,1
2007-02-05,51.72,51.31,47.1483,51.228,47.3838,UP,1
2007-02-06,51.9,51.75,47.154,51.578,47.4818,UP,1
2007-02-07,52.0,52.0,47.1574,51.78,47.5704,DOWN,0
2007-02-08,51.75,52.01,47.158,51.77,47.6576,DOWN,0
2007-02-09,51.33,52.0,47.1581,51.74,47.7458,UP,1
2007-02-12,51.66,51.25,47.1555,51.728,47.8448,UP,1
2007-02-13,51.95,52.0,47.157,51.738,47.942,UP,1
2007-02-14,52.77,52.05,47.1641,51.892,48.0534,UP,1
2007-02-15,53.08,52.57,47.1727,52.158,48.1784,DOWN,0
2007-02-16,52.55,52.87,47.1781,52.402,48.284,UP,1
2007-02-20,53.33,52.61,47.1837,52.736,48.4014,UP,1
2007-02-21,53.43,53.06,47.1908,53.032,48.5228,DOWN,0
2007-02-22,52.86,53.3,47.1904,53.05,48.6342,DOWN,0
2007-02-23,52.77,52.85,47.1878,52.988,48.739,DOWN,0
2007-02-26,52.6,52.75,47.1857,52.998,48.8564,DOWN,0
2007-02-27,51.39,51.98,47.178,52.61,48.9476,UP,1
2007-02-28,51.64,51.47,47.172,52.252,49.0474,DOWN,0
2007-03-01,51.53,50.8,47.1727,51.986,49.1196,DOWN,0
2007-03-02,50.9,52.38,47.1713,51.612,49.2016,DOWN,0
2007-03-05,50.21,50.3,47.1651,51.134,49.261,UP,1
2007-03-06,50.53,50.7,47.1672,50.962,49.3322,UP,1
2007-03-07,50.78,50.37,47.1729,50.79,49.4146,UP,1
2007-03-08,51.14,51.11,47.1787,50.712,49.5126,DOWN,0
2007-03-09,50.88,51.62,47.1863,50.708,49.6082,UP,1
2007-03-12,50.98,50.77,47.1929,50.862,49.7028,DOWN,0
2007-03-13,49.64,50.57,47.1926,50.684,49.7632,DOWN,0
2007-03-14,49.5,50.2,47.1882,50.428,49.8224,UP,1
2007-03-15,49.93,49.5,47.1865,50.186,49.8972,UP,1
2007-03-16,50.41,50.02,47.1922,50.092,49.9876,UP,1
2007-03-19,51.27,50.9,47.2003,50.15,50.0896,DOWN,0
2007-03-20,51.2,51.15,47.2041,50.462,50.1936,UP,1
2007-03-21,52.6,51.15,47.2168,51.082,50.3222,UP,1
2007-03-22,52.66,52.54,47.2338,51.628,50.445,UP,1
2007-03-23,52.87,52.66,47.2522,52.12,50.5664,DOWN,0
2007-03-26,52.45,52.69,47.2717,52.356,50.6658,DOWN,0
2007-03-27,52.04,52.08,47.2918,52.524,50.7556,DOWN,0
2007-03-28,51.35,51.7,47.305,52.274,50.8276,UP,1
2007-03-29,51.56,51.82,47.3236,52.054,50.9072,UP,1
2007-03-30,51.6,51.56,47.3446,51.8,50.991,UP,1
2007-04-02,51.76,51.54,47.3669,51.662,51.0766,UP,1
2007-04-03,52.2,52.0,47.3831,51.694,51.1796,UP,1
2007-04-04,52.43,52.26,47.4041,51.91,51.2788,DOWN,0
2007-04-05,52.32,52.2,47.4285,52.062,51.3766,UP,1
2007-04-09,52.49,52.5,47.453,52.24,51.4848,UP,1
2007-04-10,52.8,52.67,47.4773,52.448,51.6018,DOWN,0
2007-04-11,52.21,52.9,47.5009,52.45,51.7078,DOWN,0
2007-04-12,51.83,52.28,47.5223,52.33,51.7414,UP,1
2007-04-13,52.27,52.66,47.5455,52.32,51.767,UP,1
2007-04-16,53.03,52.5,47.5754,52.428,51.7916,UP,1
2007-04-17,53.56,53.28,47.6093,52.58,51.8332,DOWN,0
2007-04-18,51.76,53.0,47.6298,52.49,51.834,DOWN,0
2007-04-19,51.31,52.77,47.6489,52.386,51.8222,UP,1
2007-04-20,51.68,51.91,47.6697,52.268,51.8158,DOWN,0
2007-04-23,51.62,51.9,47.6933,51.986,51.8132,DOWN,0
2007-04-24,51.38,51.81,47.7179,51.55,51.8142,UP,1
2007-04-25,51.67,51.58,47.7485,51.532,51.8144,DOWN,0
2007-04-26,51.46,50.82,47.7771,51.562,51.8046,UP,1
2007-04-27,51.96,51.43,47.8089,51.618,51.7884,DOWN,0
2007-04-30,51.31,52.05,47.8393,51.556,51.753,UP,1
2007-05-01,51.51,51.64,47.8742,51.582,51.7322,UP,1
2007-05-02,52.42,51.72,47.9153,51.732,51.714,UP,1
2007-05-03,52.6,52.61,47.9616,51.96,51.6974,UP,1
2007-05-04,52.99,52.85,48.0121,52.166,51.7,DOWN,0
2007-05-07,52.72,53.8,48.0543,52.448,51.699,DOWN,0
2007-05-08,52.6,52.26,48.0988,52.666,51.699,UP,1
2007-05-09,52.67,52.61,48.1454,52.716,51.7246,DOWN,0
2007-05-10,51.91,52.25,48.1853,52.578,51.73,UP,1
2007-05-11,52.33,52.24,48.2243,52.446,51.746,UP,1
2007-05-14,52.38,52.25,48.2643,52.378,51.7756,DOWN,0
2007-05-15,51.98,52.3,48.297,52.254,51.811,DOWN,0
2007-05-16,51.95,52.05,48.3285,52.11,51.8394,DOWN,0
2007-05-17,51.6,51.7,48.3579,52.048,51.8558,DOWN,0
2007-05-18,51.43,51.7,48.3901,51.868,51.8616,UP,1
2007-05-21,51.96,51.11,48.4226,51.784,51.8832,UP,1
2007-05-22,53.72,51.79,48.4592,52.132,51.938,DOWN,0
2007-05-23,53.24,53.96,48.4928,52.39,52.01,DOWN,0
2007-05-24,52.46,53.61,48.5234,52.562,52.0692,UP,1
2007-05-25,52.72,52.04,48.5612,52.82,52.125,UP,1
2007-05-29,52.75,52.49,48.6049,52.978,52.1718,UP,1
2007-05-30,52.8,52.64,48.6459,52.794,52.2024,DOWN,0
2007-05-31,52.72,52.65,48.6881,52.69,52.2328,DOWN,0
2007-06-01,52.58,52.75,48.7302,52.714,52.2324,DOWN,0
2007-06-04,52.3,52.24,48.7672,52.63,52.2252,DOWN,0
2007-06-05,51.65,51.8,48.7985,52.41,52.2008,UP,1
2007-06-06,51.71,51.36,48.8309,52.192,52.186,DOWN,0
2007-06-07,51.25,51.33,48.8622,51.898,52.1702,UP,1
2007-06-08,52.02,51.46,48.9005,51.786,52.1836,UP,1
2007-06-11,52.54,51.97,48.9423,51.834,52.2032,UP,1
2007-06-12,52.85,52.15,48.9861,52.074,52.2282,UP,1
2007-06-13,55.35,54.5,49.0443,52.802,52.3,UP,1
2007-06-14,55.57,54.75,49.1046,53.666,52.3674,DOWN,0
2007-06-15,55.36,56.0,49.1628,54.334,52.426,DOWN,0
2007-06-18,55.32,55.61,49.2198,54.89,52.486,UP,1
2007-06-19,55.42,55.01,49.2777,55.404,52.5446,UP,1
2007-06-20,55.43,55.8,49.3353,55.42,52.5972,UP,1
2007-06-21,55.85,55.04,49.3937,55.476,52.67,DOWN,0
2007-06-22,55.12,55.7,49.4487,55.428,52.7358,DOWN,0
2007-06-25,54.88,55.12,49.5062,55.34,52.788,DOWN,0
2007-06-26,54.15,54.9,49.5594,55.086,52.8104,UP,1
2007-06-27,54.85,53.55,49.6138,54.97,52.8362,DOWN,0
2007-06-28,54.45,55.09,49.667,54.69,52.89,DOWN,0
2007-06-29,54.19,54.42,49.7195,54.504,52.9476,UP,1
2007-07-02,55.61,54.61,49.7781,54.65,53.0262,UP,1
2007-07-03,55.73,55.6,49.8334,54.966,53.1084,DOWN,0
2007-07-05,55.54,55.59,49.8934,55.104,53.1916,UP,1
2007-07-06,55.81,55.63,49.9527,55.376,53.2744,UP,1
2007-07-09,56.7,56.51,50.0135,55.878,53.3792,DOWN,0
2007-07-10,55.3,56.24,50.0661,55.816,53.446,UP,1
2007-07-11,56.27,55.35,50.1277,55.924,53.5452,UP,1
2007-07-12,57.46,56.5,50.1946,56.308,53.6642,UP,1
2007-07-13,57.91,57.32,50.2614,56.728,53.774,UP,1
2007-07-16,58.01,57.68,50.3246,56.99,53.8822,UP,1
2007-07-17,58.16,58.23,50.389,57.562,53.9856,DOWN,0
2007-07-18,57.9,58.0,50.4517,57.888,54.0892,DOWN,0
2007-07-19,57.79,58.02,50.5161,57.954,54.193,DOWN,0
2007-07-20,57.09,57.16,50.5756,57.79,54.2814,DOWN,0
2007-07-23,57.07,57.7,50.6335,57.602,54.3846,DOWN,0
2007-07-24,56.73,56.7,50.6869,57.316,54.4726,DOWN,0
2007-07-25,56.17,56.14,50.7304,56.97,54.5484,DOWN,0
2007-07-26,55.52,55.5,50.7693,56.516,54.6192,DOWN,0
2007-07-27,54.64,55.31,50.8041,56.026,54.673,UP,1
2007-07-30,55.29,53.89,50.8395,55.67,54.7468,DOWN,0
2007-07-31,55.05,54.51,50.872,55.334,54.8192,UP,1
2007-08-01,56.02,55.03,50.9075,55.304,54.9004,UP,1
2007-08-02,56.08,56.28,50.9421,55.416,54.9476,DOWN,0
2007-08-03,54.76,56.08,50.966,55.44,54.978,UP,1
2007-08-06,55.22,55.1,50.9946,55.426,55.0332,DOWN,0
2007-08-07,54.88,54.85,51.0329,55.392,55.0764,UP,1
2007-08-08,55.48,54.91,51.0773,55.284,55.131,DOWN,0
2007-08-09,54.26,54.35,51.1169,54.92,55.1602,UP,1
2007-08-10,54.63,53.9,51.1551,54.894,55.1984,DOWN,0
2007-08-13,54.13,55.0,51.1909,54.676,55.2294,DOWN,0
2007-08-14,53.72,53.94,51.226,54.444,55.2578,DOWN,0
2007-08-15,51.89,52.25,51.2479,53.726,55.2626,UP,1
2007-08-16,52.6,51.63,51.2758,53.394,55.2804,UP,1
