ticker,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,29.8438,30.4063,36.1488,30.025,31.9334,DOWN,0
2000-02-09,29.625,29.8125,36.1112,30.0188,31.8666,DOWN,0
2000-02-10,28.5,29.7188,36.0629,29.6813,31.7891,DOWN,0
2000-02-11,27.8438,28.625,36.0041,29.2188,31.6866,DOWN,0
2000-02-14,27.3438,27.8438,35.9484,28.6313,31.5734,UP,1
2000-02-15,29.25,27.3125,35.9018,28.5125,31.4847,DOWN,0
2000-02-16,28.9063,29.2188,35.8565,28.3688,31.3784,DOWN,0
2000-02-17,28.7813,28.9063,35.808,28.425,31.2747,DOWN,0
2000-02-18,28.1563,28.0,35.756,28.4875,31.1678,UP,1
2000-02-22,28.9375,28.6875,35.7007,28.8063,31.0903,UP,1
2000-02-23,29.625,28.375,35.6524,28.8813,31.0453,DOWN,0
2000-02-24,28.2813,29.0,35.5968,28.7563,30.9644,DOWN,0
2000-02-25,26.375,28.0,35.541,28.275,30.8375,DOWN,0
2000-02-28,26.125,25.5625,35.4835,27.8688,30.6981,DOWN,0
2000-02-29,25.8438,26.125,35.4254,27.25,30.5625,UP,1
2000-03-01,26.5,25.9688,35.3695,26.625,30.4381,DOWN,0
2000-03-02,26.5,26.5,35.316,26.2688,30.3206,UP,1
2000-03-03,27.5625,26.5,35.2641,26.5063,30.2269,DOWN,0
2000-03-06,26.9688,27.9375,35.2115,26.675,30.13,DOWN,0
2000-03-07,26.25,26.9688,35.1559,26.7563,30.0169,UP,1
2000-03-08,27.0313,26.3438,35.1027,26.8625,29.9131,UP,1
2000-03-09,27.4375,26.9063,35.0596,27.05,29.7994,DOWN,0
2000-03-10,27.1875,27.3125,35.0062,26.975,29.6838,DOWN,0
2000-03-13,27.0938,26.5,34.9566,27.0,29.57,DOWN,0
2000-03-14,27.0,27.1563,34.8998,27.15,29.4344,UP,1
2000-03-15,29.25,27.125,34.8515,27.5938,29.3806,UP,1
2000-03-16,32.1875,29.3438,34.814,28.5438,29.4144,UP,1
2000-03-17,32.4063,32.1875,34.7765,29.5875,29.445,DOWN,0
2000-03-20,31.125,32.2813,34.731,30.3938,29.4544,DOWN,0
2000-03-21,31.0313,31.1563,34.6838,31.2,29.4225,DOWN,0
2000-03-22,30.5938,31.0,34.6351,31.4688,29.3694,DOWN,0
2000-03-23,30.125,30.5,34.5843,31.0563,29.3138,DOWN,0
2000-03-24,29.7813,30.125,34.5349,30.5313,29.2594,DOWN,0
2000-03-27,29.1953,29.5,34.4857,30.1453,29.1602,DOWN,0
2000-03-28,28.5,29.0313,34.4342,29.6391,29.0552,UP,1
2000-03-29,28.6875,28.4063,34.3795,29.2578,28.9833,UP,1
2000-03-30,29.0313,28.6875,34.3301,29.0391,28.9202,DOWN,0
2000-03-31,27.625,29.0313,34.2721,28.6078,28.8433,UP,1
2000-04-03,29.5938,28.0,34.2192,28.6875,28.8108,UP,1
2000-04-04,30.0,29.5,34.1704,28.9875,28.7977,DOWN,0
2000-04-05,29.5313,30.375,34.1217,29.1563,28.792,DOWN,0
2000-04-06,29.375,29.9063,34.0706,29.225,28.7764,DOWN,0
2000-04-07,29.125,29.75,34.0253,29.525,28.7614,UP,1
2000-04-10,29.6563,29.0938,33.9823,29.5375,28.7795,UP,1
2000-04-11,30.0,30.125,33.9398,29.5375,28.7945,UP,1
2000-04-12,32.0,30.25,33.9051,30.0313,28.8414,DOWN,0
2000-04-13,31.0313,31.5,33.8559,30.3625,28.8689,DOWN,0
2000-04-14,29.5625,31.0625,33.8015,30.45,28.8564,UP,1
2000-04-17,30.5313,29.625,33.7529,30.625,28.8639,DOWN,0
2000-04-18,29.5625,30.5,33.699,30.5375,28.8495,UP,1
2000-04-19,30.25,29.625,33.6481,30.1875,28.8577,DOWN,0
2000-04-20,30.2188,30.25,33.5978,30.025,28.8695,UP,1
2000-04-24,30.9688,30.0938,33.5509,30.3063,28.9189,UP,1
2000-04-25,31.8438,30.9688,33.5126,30.5688,28.9989,DOWN,0
2000-04-26,31.2188,31.75,33.4793,30.9,29.0764,UP,1
2000-04-27,31.375,31.2813,33.4486,31.125,29.1189,UP,1
2000-04-28,32.0313,31.5,33.4215,31.4875,29.1814,DOWN,0
2000-05-01,31.875,31.9063,33.3921,31.6688,29.2433,UP,1
2000-05-02,32.1875,31.875,33.3654,31.7375,29.3239,DOWN,0
2000-05-03,31.4375,32.3125,33.3351,31.7813,29.3739,DOWN,0
2000-05-04,31.25,31.3125,33.2978,31.7563,29.4064,UP,1
2000-05-05,31.7813,31.3125,33.2623,31.7063,29.4764,DOWN,0
2000-05-08,31.625,31.75,33.2279,31.6563,29.5814,DOWN,0
2000-05-09,31.3438,31.4375,33.1942,31.4875,29.6858,UP,1
2000-05-10,31.4063,31.4688,33.1626,31.4813,29.797,UP,1
2000-05-11,31.9063,31.5625,33.1331,31.6125,29.9052,DOWN,0
2000-05-12,31.4375,31.9063,33.1028,31.5438,30.0039,DOWN,0
2000-05-15,31.4063,31.4375,33.074,31.5,30.0808,UP,1
2000-05-16,32.375,31.3438,33.0537,31.7063,30.1889,DOWN,0
2000-05-17,32.3125,32.25,33.0306,31.8875,30.3102,DOWN,0
2000-05-18,31.625,32.3125,33.0045,31.8313,30.402,DOWN,0
2000-05-19,31.4375,31.375,32.979,31.8313,30.482,DOWN,0
2000-05-22,30.6563,31.5313,32.9496,31.6813,30.5514,UP,1
2000-05-23,30.7188,30.5938,32.9175,31.35,30.6239,UP,1
2000-05-24,32.0,30.8438,32.8929,31.2875,30.7239,DOWN,0
2000-05-25,30.5,32.0625,32.8554,31.0625,30.7489,DOWN,0
2000-05-26,29.8125,30.375,32.815,30.7375,30.7014,DOWN,0
2000-05-30,29.4688,30.0313,32.7714,30.5,30.6427,DOWN,0
2000-05-31,29.0313,29.5625,32.724,30.1625,30.6008,UP,1
2000-06-01,29.4063,29.0313,32.6736,29.6438,30.5683,UP,1
2000-06-02,29.4688,30.125,32.6246,29.4375,30.5458,DOWN,0
2000-06-05,29.4688,29.4688,32.5767,29.3688,30.5327,DOWN,0
2000-06-06,29.2813,29.5938,32.5259,29.3313,30.5227,DOWN,0
2000-06-07,28.5,29.4063,32.4689,29.225,30.5088,UP,1
2000-06-08,28.7813,28.5313,32.4136,29.1,30.5144,UP,1
2000-06-09,29.25,28.8438,32.3596,29.0563,30.5256,DOWN,0
2000-06-12,28.543,29.125,32.303,28.8711,30.5159,DOWN,0
2000-06-13,28.375,28.4375,32.2483,28.6898,30.5309,UP,1
2000-06-14,29.0625,28.4688,32.2006,28.8023,30.5202,UP,1
2000-06-15,29.125,29.0625,32.1514,28.8711,30.5027,UP,1
2000-06-16,29.2637,30.0,32.1029,28.8738,30.4974,UP,1
2000-06-19,29.6875,29.375,32.0571,29.1027,30.5036,DOWN,0
2000-06-20,27.7813,29.875,31.9982,28.984,30.4768,DOWN,0
2000-06-21,27.625,27.5625,31.9381,28.6965,30.4361,UP,1
2000-06-22,28.125,28.0,31.8795,28.4965,30.3986,DOWN,0
2000-06-23,27.75,28.1563,31.8179,28.1938,30.3136,DOWN,0
2000-06-26,27.4063,27.75,31.7707,27.7375,30.2411,UP,1
2000-06-27,28.3438,27.2813,31.7292,27.85,30.2168,UP,1
2000-06-28,28.9609,28.375,31.6929,28.1172,30.1854,DOWN,0
2000-06-29,27.9688,28.75,31.6546,28.0859,30.1535,UP,1
2000-06-30,28.5,27.7188,31.6229,28.2359,30.1185,UP,1
2000-07-03,29.25,28.5,31.5888,28.6047,30.0991,DOWN,0
2000-07-05,28.8125,29.25,31.5502,28.6984,30.056,UP,1
2000-07-06,28.9688,28.875,31.508,28.7,29.9985,DOWN,0
2000-07-07,28.7188,29.3125,31.4636,28.85,29.9485,DOWN,0
2000-07-10,27.9375,28.5,31.4196,28.7375,29.8797,UP,1
2000-07-11,29.2188,28.0,31.3807,28.7313,29.8235,DOWN,0
2000-07-12,29.2188,29.5,31.3424,28.8125,29.7704,UP,1
2000-07-13,29.2813,29.125,31.3063,28.875,29.7122,UP,1
2000-07-14,29.875,29.25,31.273,29.1063,29.681,DOWN,0
2000-07-17,28.6563,29.875,31.2299,29.25,29.6291,DOWN,0
2000-07-18,27.8438,28.6563,31.186,28.975,29.5504,UP,1
2000-07-19,28.0,27.8438,31.1422,28.7313,29.4779,DOWN,0
2000-07-20,27.7813,28.125,31.098,28.4313,29.4066,DOWN,0
2000-07-21,27.5938,27.9063,31.0508,27.975,29.3304,UP,1
2000-07-24,27.7813,27.7188,30.995,27.8,29.2479,UP,1
2000-07-25,28.125,27.9063,30.9394,27.8563,29.1816,UP,1
2000-07-26,28.2188,28.125,30.8816,27.9,29.1179,UP,1
2000-07-27,28.6563,28.5,30.8324,28.075,29.0435,DOWN,0
2000-07-28,28.25,28.6563,30.7849,28.2063,28.9622,UP,1
2000-07-31,28.5625,28.25,30.739,28.3625,28.901,UP,1
2000-08-01,28.6875,28.875,30.7015,28.475,28.846,DOWN,0
2000-08-02,28.3125,28.5625,30.6613,28.4938,28.7991,DOWN,0
2000-08-03,27.875,28.5,30.6202,28.3375,28.7422,DOWN,0
2000-08-04,27.8438,27.9063,30.5802,28.2563,28.6591,UP,1
2000-08-07,28.0625,27.7813,30.5446,28.1563,28.6104,UP,1
2000-08-08,29.1875,27.8125,30.513,28.2563,28.5979,UP,1
2000-08-09,29.5,29.25,30.4846,28.4938,28.5985,DOWN,0
2000-08-10,29.25,29.375,30.4568,28.7688,28.6029,UP,1
2000-08-11,29.625,29.2813,30.4286,29.125,28.6072,DOWN,0
2000-08-14,29.5,29.7188,30.3969,29.4125,28.6079,UP,1
2000-08-15,29.5625,29.4375,30.3611,29.4875,28.6097,DOWN,0
2000-08-16,29.5313,29.3125,30.3244,29.4938,28.6147,DOWN,0
2000-08-17,29.0313,29.4688,30.2915,29.45,28.6254,UP,1
2000-08-18,29.1875,28.9688,30.2608,29.3625,28.6335,DOWN,0
2000-08-21,28.8438,29.1875,30.2332,29.2313,28.6254,DOWN,0
2000-08-22,28.6563,28.7813,30.2107,29.05,28.6276,DOWN,0
2000-08-23,28.1563,28.5938,30.1847,28.775,28.6232,DOWN,0
2000-08-24,28.0938,28.2813,30.1613,28.5875,28.6039,UP,1
2000-08-25,28.7188,28.0938,30.1405,28.4938,28.5957,DOWN,0
2000-08-28,28.1875,28.625,30.1166,28.3625,28.5742,UP,1
2000-08-29,28.4688,28.0938,30.1024,28.325,28.5498,DOWN,0
2000-08-30,28.25,28.5,30.0855,28.3438,28.5592,DOWN,0
2000-08-31,28.041,28.125,30.0632,28.3332,28.5675,DOWN,0
2000-09-01,27.9063,28.125,30.0349,28.1707,28.5632,UP,1
2000-09-05,28.0938,27.9063,30.0096,28.152,28.57,UP,1
2000-09-06,28.2813,28.125,29.9829,28.1145,28.5875,DOWN,0
2000-09-07,28.2188,28.75,29.9556,28.1082,28.585,DOWN,0
2000-09-08,27.5938,28.2188,29.9263,28.0188,28.5577,DOWN,0
2000-09-11,27.5625,27.6563,29.8924,27.95,28.5496,UP,1
2000-09-12,28.5625,27.5625,29.8651,28.0438,28.5508,UP,1
2000-09-13,28.5938,28.5,29.8432,28.1063,28.5377,UP,1
2000-09-14,28.75,28.9375,29.8251,28.2125,28.5364,DOWN,0
2000-09-15,27.8125,28.7813,29.7993,28.2563,28.5133,DOWN,0
2000-09-18,26.0,27.75,29.7643,27.9438,28.4589,UP,1
2000-09-19,26.1875,26.0,29.7268,27.4688,28.4239,UP,1
2000-09-20,26.625,26.1875,29.6888,27.075,28.3721,DOWN,0
2000-09-21,26.5,26.6563,29.6515,26.625,28.3177,UP,1
2000-09-22,26.875,26.625,29.6184,26.4375,28.2696,DOWN,0
2000-09-25,26.7188,26.875,29.5879,26.5813,28.2064,UP,1
2000-09-26,26.8125,26.8125,29.5626,26.7063,28.1696,DOWN,0
2000-09-27,26.7813,26.5938,29.5349,26.7375,28.1483,UP,1
2000-09-28,28.0,26.8125,29.5113,27.0375,28.1483,DOWN,0
2000-09-29,27.9375,28.125,29.4855,27.25,28.1514,DOWN,0
2000-10-02,27.5625,27.875,29.4602,27.4188,28.1508,UP,1
2000-10-03,28.6875,27.5625,29.44,27.7938,28.1689,UP,1
2000-10-04,29.5,28.75,29.4256,28.3375,28.1964,UP,1
2000-10-05,29.6875,29.5,29.4128,28.675,28.2258,UP,1
2000-10-06,30.0625,29.75,29.4041,29.1,28.2539,UP,1
2000-10-09,30.3125,30.0625,29.3961,29.65,28.2952,DOWN,0
2000-10-10,30.25,30.3125,29.3863,29.9625,28.3289,DOWN,0
2000-10-11,29.8438,30.25,29.3699,30.0313,28.3521,DOWN,0
2000-10-12,29.0,29.8125,29.35,29.8938,28.3658,UP,1
2000-10-13,29.2188,29.0313,29.3322,29.725,28.3927,UP,1
2000-10-16,29.4063,29.0938,29.3103,29.5438,28.4239,DOWN,0
2000-10-17,28.8125,29.3438,29.2947,29.2563,28.4389,UP,1
2000-10-18,28.8438,28.375,29.2864,29.0563,28.4321,DOWN,0
2000-10-19,27.7188,28.6875,29.2706,28.8,28.3964,DOWN,0
2000-10-20,27.0,27.5,29.2524,28.3563,28.3514,DOWN,0
2000-10-23,26.4375,27.0,29.2214,27.7625,28.2877,UP,1
2000-10-24,26.6875,26.4688,29.1886,27.3375,28.2314,DOWN,0
2000-10-25,25.875,26.5,29.1535,26.7438,28.1577,DOWN,0
2000-10-26,25.8438,25.9375,29.1202,26.3688,28.0839,DOWN,0
2000-10-27,25.5313,25.6563,29.0771,26.075,28.0139,UP,1
2000-10-30,26.875,25.5,29.0427,26.1625,27.9677,UP,1
2000-10-31,27.7813,27.0625,29.0202,26.3813,27.9464,UP,1
2000-11-01,28.1875,27.75,29.0002,26.8438,27.9371,DOWN,0
2000-11-02,27.625,28.0938,28.981,27.2,27.9264,DOWN,0
2000-11-03,27.4688,27.7188,28.9622,27.5875,27.9139,UP,1
2000-11-06,28.3125,27.875,28.9505,27.875,27.9058,UP,1
2000-11-07,28.75,28.3125,28.9452,28.0688,27.9171,UP,1
2000-11-08,29.125,28.875,28.94,28.2563,27.9302,UP,1
2000-11-09,29.2188,29.0,28.9367,28.575,27.9496,UP,1
2000-11-10,29.2813,29.1563,28.9394,28.9375,27.9744,DOWN,0
2000-11-13,29.0,29.0,28.9381,29.075,27.9963,DOWN,0
2000-11-14,28.6875,29.0938,28.9333,29.0625,28.0081,UP,1
2000-11-15,28.9688,28.8125,28.9299,29.0313,28.0219,DOWN,0
2000-11-16,28.6563,28.9063,28.9222,28.9188,28.0306,DOWN,0
2000-11-17,27.8125,28.875,28.9105,28.625,28.035,UP,1
2000-11-20,28.0625,27.9375,28.8994,28.4375,28.045,UP,1
2000-11-21,28.125,27.4063,28.8908,28.325,28.0363,DOWN,0
2000-11-22,27.4375,28.1875,28.8799,28.0188,28.0131,UP,1
2000-11-24,27.9375,27.8125,28.8771,27.875,27.9969,DOWN,0
2000-11-27,27.4063,27.875,28.8749,27.7938,27.9888,UP,1
2000-11-28,27.7188,27.4063,28.8767,27.725,28.0231,UP,1
2000-11-29,28.375,27.7188,28.8724,27.775,28.0669,DOWN,0
2000-11-30,28.1563,28.0,28.8686,27.9188,28.0975,DOWN,0
2000-12-01,28.0313,27.9375,28.8649,27.9375,28.1281,UP,1
2000-12-04,29.25,28.1563,28.8703,28.3063,28.1756,UP,1
2000-12-05,30.125,29.375,28.8763,28.7875,28.2438,DOWN,0
2000-12-06,30.0,30.0,28.8781,29.1125,28.3075,DOWN,0
2000-12-07,29.5625,29.5,28.8846,29.3938,28.3631,UP,1
2000-12-08,29.5938,30.1875,28.9006,29.7063,28.395,UP,1
2000-12-11,30.3125,29.5313,28.9216,29.9188,28.4425,UP,1
2000-12-12,30.375,30.0,28.9442,29.9688,28.4988,DOWN,0
2000-12-13,29.4375,29.625,28.9589,29.8563,28.5138,DOWN,0
2000-12-14,27.9688,28.8125,28.9663,29.5375,28.4831,UP,1
2000-12-15,28.2813,27.8438,28.9699,29.275,28.455,UP,1
2000-12-18,28.75,28.375,28.9788,28.9625,28.4288,DOWN,0
2000-12-19,28.25,28.625,28.9888,28.5375,28.3875,DOWN,0
2000-12-20,27.7813,27.625,28.9925,28.2063,28.3381,UP,1
2000-12-21,28.9375,28.5313,29.0,28.4,28.32,UP,1
2000-12-22,28.9688,29.0625,29.0089,28.5375,28.3194,UP,1
2000-12-26,29.0,28.8438,29.0185,28.5875,28.315,UP,1
2000-12-27,29.8125,28.9375,29.0325,28.9,28.3231,DOWN,0
2000-12-28,29.7188,29.5625,29.0349,29.2875,28.3413,UP,1
2000-12-29,29.7813,29.8438,29.0228,29.4563,28.36,DOWN,0
2001-01-02,29.5313,29.8125,29.0085,29.5688,28.3963,UP,1
2001-01-03,30.3125,29.5,29.0044,29.8313,28.4625,UP,1
2001-01-04,31.5,30.0,29.0067,30.1688,28.5638,UP,1
2001-01-05,31.625,31.625,29.0119,30.55,28.6625,DOWN,0
2001-01-08,31.5625,31.5,29.0191,30.9063,28.7763,DOWN,0
2001-01-09,31.0938,31.4375,29.0256,31.2188,28.8813,DOWN,0
2001-01-10,30.8125,30.6563,29.0337,31.3188,28.9869,DOWN,0
2001-01-11,30.4688,30.9375,29.0436,31.1125,29.0588,DOWN,0
2001-01-12,30.125,30.3438,29.0508,30.8125,29.1056,UP,1
2001-01-16,31.25,30.25,29.0619,30.75,29.1669,UP,1
2001-01-17,31.6563,31.5,29.082,30.8625,29.2475,DOWN,0
2001-01-18,30.9688,31.5313,29.0889,30.8938,29.3175,DOWN,0
2001-01-19,30.9375,31.0313,29.0936,30.9875,29.37,UP,1
2001-01-22,31.0625,30.6875,29.1012,31.175,29.4163,UP,1
2001-01-23,31.8125,31.4375,29.1134,31.2875,29.47,DOWN,0
2001-01-24,31.375,31.8438,29.1247,31.2313,29.5131,UP,1
2001-01-25,32.1563,31.5,29.1372,31.4688,29.5706,UP,1
2001-01-26,32.375,32.1563,29.149,31.7563,29.6381,DOWN,0
2001-01-29,32.28,32.375,29.1504,31.9998,29.71,UP,1
2001-01-30,32.41,30.4,29.1573,32.1193,29.7788,UP,1
2001-01-31,32.75,32.415,29.1733,32.3943,29.8607,UP,1
2001-02-01,33.5,32.755,29.1881,32.663,29.9744,DOWN,0
2001-02-02,32.48,33.4,29.2027,32.684,30.0628,UP,1
2001-02-05,32.59,32.375,29.2144,32.746,30.1521,DOWN,0
2001-02-06,32.345,32.5,29.225,32.733,30.2502,DOWN,0
2001-02-07,32.305,32.345,29.2317,32.644,30.3376,UP,1
2001-02-08,32.37,32.305,29.2343,32.418,30.4369,DOWN,0
2001-02-09,31.92,32.37,29.2379,32.306,30.5209,UP,1
2001-02-12,32.425,31.8,29.2431,32.273,30.6019,UP,1
2001-02-13,32.64,32.475,29.2461,32.332,30.6916,DOWN,0
2001-02-14,32.13,32.69,29.2474,32.297,30.7735,UP,1
2001-02-15,32.68,32.4,29.2499,32.359,30.8421,DOWN,0
2001-02-16,31.96,32.73,29.2525,32.367,30.8788,DOWN,0
2001-02-20,31.905,31.9,29.2558,32.263,30.9169,DOWN,0
2001-02-21,31.515,31.8,29.2544,32.038,30.956,DOWN,0
2001-02-22,31.43,31.75,29.2535,31.898,30.9927,DOWN,0
2001-02-23,31.165,31.43,29.2526,31.595,31.0098,DOWN,0
2001-02-26,31.115,31.05,29.2511,31.426,31.0246,DOWN,0
2001-02-27,30.45,31.05,29.2438,31.135,31.0448,DOWN,0
2001-02-28,30.275,30.525,29.238,30.887,31.0909,DOWN,0
2001-03-01,30.245,30.275,29.2322,30.65,31.1302,UP,1
2001-03-02,30.815,30.75,29.2244,30.58,31.1715,UP,1
2001-03-05,32.395,30.925,29.2248,30.836,31.2544,UP,1
2001-03-06,32.745,33.2,29.2304,31.295,31.3537,UP,1
2001-03-07,33.225,33.175,29.2394,31.885,31.4394,UP,1
2001-03-08,33.74,33.225,29.2548,32.584,31.5349,DOWN,0
2001-03-09,32.295,33.7,29.2627,32.88,31.6008,DOWN,0
2001-03-12,31.75,32.395,29.2614,32.751,31.6395,DOWN,0
2001-03-13,31.2,31.875,29.2649,32.442,31.6691,DOWN,0
2001-03-14,31.025,31.2,29.271,32.002,31.694,UP,1
2001-03-15,31.05,31.025,29.2789,31.464,31.7244,DOWN,0
2001-03-16,29.9,30.925,29.2832,30.985,31.7161,DOWN,0
2001-03-19,29.645,28.9,29.2844,30.564,31.679,DOWN,0
2001-03-20,29.13,29.525,29.2827,30.15,31.6291,DOWN,0
2001-03-21,28.36,29.13,29.2772,29.617,31.5651,UP,1
2001-03-22,28.85,28.395,29.275,29.177,31.5202,DOWN,0
2001-03-23,28.74,28.61,29.2762,28.945,31.4788,UP,1
2001-03-26,29.38,28.745,29.2792,28.892,31.457,DOWN,0
2001-03-27,29.33,29.35,29.2796,28.932,31.4411,DOWN,0
2001-03-28,28.895,29.125,29.2814,29.039,31.394,DOWN,0
2001-03-29,28.37,28.55,29.2814,28.943,31.3283,UP,1
2001-03-30,28.42,28.35,29.2781,28.879,31.2773,DOWN,0
2001-04-02,28.32,28.5,29.2741,28.667,31.2249,DOWN,0
2001-04-03,27.555,28.2,29.2656,28.312,31.1548,UP,1
2001-04-04,28.2,28.05,29.2581,28.173,31.0825,UP,1
2001-04-05,29.875,28.5,29.2686,28.474,31.0525,DOWN,0
2001-04-06,29.47,29.5,29.2778,28.684,30.9988,UP,1
2001-04-09,29.8,29.65,29.2862,28.98,30.9473,UP,1
2001-04-10,30.15,29.85,29.2982,29.499,30.9047,DOWN,0
2001-04-11,29.615,30.225,29.3093,29.782,30.8488,UP,1
2001-04-12,30.1,29.65,29.318,29.827,30.7958,UP,1
2001-04-16,30.36,30.4,29.325,30.005,30.733,UP,1
2001-04-17,30.545,30.31,29.3379,30.154,30.6943,UP,1
2001-04-18,31.795,30.425,29.3544,30.483,30.6784,DOWN,0
2001-04-19,31.43,31.875,29.3653,30.846,30.6601,DOWN,0
2001-04-20,31.095,31.31,29.3767,31.045,30.6359,DOWN,0
2001-04-23,30.98,31.0,29.3868,31.169,30.6081,DOWN,0
2001-04-24,30.68,30.915,29.3966,31.196,30.5833,UP,1
2001-04-25,30.965,30.365,29.4117,31.03,30.5541,UP,1
2001-04-26,31.51,30.85,29.4232,31.046,30.5315,UP,1
2001-04-27,31.925,31.15,29.4367,31.212,30.5274,DOWN,0
2001-04-30,31.69,31.95,29.4487,31.354,30.5076,UP,1
2001-05-01,31.75,31.815,29.4581,31.568,30.5034,DOWN,0
2001-05-02,31.565,31.875,29.4726,31.688,30.4966,DOWN,0
2001-05-03,31.475,31.5,29.4908,31.681,30.4958,UP,1
2001-05-04,32.05,31.3,29.5111,31.706,30.5082,DOWN,0
2001-05-07,32.01,32.0,29.5322,31.77,30.5251,UP,1
2001-05-08,32.155,32.01,29.555,31.851,30.5459,DOWN,0
2001-05-09,32.125,32.075,29.5767,31.963,30.5794,UP,1
2001-05-10,32.605,32.35,29.5991,32.189,30.626,DOWN,0
2001-05-11,32.59,33.0,29.621,32.297,30.6729,UP,1
2001-05-14,32.935,32.575,29.6424,32.482,30.7153,UP,1
2001-05-15,33.305,32.7,29.6676,32.712,30.7335,UP,1
2001-05-16,34.755,33.325,29.6986,33.238,30.7737,UP,1
2001-05-17,35.6,34.925,29.7332,33.837,30.8212,DOWN,0
2001-05-18,35.04,35.475,29.7668,34.327,30.8472,DOWN,0
2001-05-21,35.025,35.165,29.8026,34.745,30.9018,UP,1
2001-05-22,35.115,35.15,29.8389,35.107,30.9691,DOWN,0
2001-05-23,34.77,35.15,29.8725,35.11,31.0405,UP,1
2001-05-24,34.97,34.765,29.9014,34.984,31.1194,DOWN,0
2001-05-25,34.5,34.75,29.9264,34.876,31.1884,DOWN,0
2001-05-29,34.4,34.62,29.9521,34.751,31.2784,DOWN,0
2001-05-30,34.06,34.3,29.9743,34.54,31.3667,UP,1
2001-05-31,34.23,34.2,29.9979,34.432,31.4687,DOWN,0
2001-06-01,34.225,34.105,30.0213,34.283,31.586,UP,1
2001-06-04,34.435,34.45,30.0458,34.27,31.6977,UP,1
2001-06-05,34.98,34.4,30.0755,34.386,31.8225,DOWN,0
2001-06-06,34.245,34.7,30.1008,34.423,31.9198,UP,1
2001-06-07,34.4,34.3,30.1286,34.457,32.0212,DOWN,0
2001-06-08,33.99,34.3,30.1553,34.41,32.1231,DOWN,0
2001-06-11,33.575,33.9,30.1823,34.238,32.2272,DOWN,0
2001-06-12,33.255,33.58,30.2082,33.893,32.3239,DOWN,0
2001-06-13,33.205,32.9,30.2306,33.685,32.4216,DOWN,0
2001-06-14,32.78,32.8,30.2535,33.361,32.5261,UP,1
2001-06-15,33.56,33.6,30.279,33.275,32.6333,DOWN,0
2001-06-18,33.175,33.5,30.3036,33.195,32.6993,DOWN,0
2001-06-19,32.675,33.275,30.3268,33.079,32.7634,UP,1
2001-06-20,32.99,32.45,30.3522,33.036,32.8272,UP,1
2001-06-21,33.21,32.99,30.3778,33.122,32.8884,DOWN,0
2001-06-22,32.925,33.275,30.401,32.995,32.9546,DOWN,0
2001-06-25,32.66,33.05,30.4232,32.892,33.0058,UP,1
2001-06-26,32.695,32.375,30.4487,32.896,33.0525,DOWN,0
2001-06-27,31.97,32.25,30.4708,32.692,33.081,UP,1
2001-06-28,32.17,31.9,30.4888,32.484,33.0885,DOWN,0
2001-06-29,31.65,32.295,30.5041,32.229,33.0929,UP,1
2001-07-02,32.55,31.775,30.5231,32.207,33.122,UP,1
2001-07-03,32.95,32.55,30.5488,32.258,33.1614,UP,1
