ticker,HD US Equity,HD US Equity,HD US Equity,HD US Equity,HD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-03-31,37.36,37.32,34.6417,37.23,36.2706,DOWN,0
2004-04-01,37.08,37.3,34.6549,37.216,36.2994,DOWN,0
2004-04-02,36.68,37.3,34.6711,37.166,36.3144,UP,1
2004-04-05,37.24,36.53,34.6927,37.154,36.3408,DOWN,0
2004-04-06,36.94,37.84,34.715,37.06,36.3536,DOWN,0
2004-04-07,36.49,37.12,34.7378,36.886,36.3646,DOWN,0
2004-04-08,36.2,36.75,34.7577,36.71,36.3918,UP,1
2004-04-12,36.46,36.26,34.7778,36.666,36.409,DOWN,0
2004-04-13,35.86,36.46,34.7947,36.39,36.4168,DOWN,0
2004-04-14,35.82,35.5,34.8115,36.166,36.4274,UP,1
2004-04-15,35.86,35.83,34.8252,36.04,36.4436,UP,1
2004-04-16,36.2,36.15,34.8407,36.04,36.4584,DOWN,0
2004-04-19,36.0,36.05,34.8535,35.948,36.4684,DOWN,0
2004-04-20,35.65,36.15,34.8647,35.906,36.4548,DOWN,0
2004-04-21,35.54,35.71,34.8736,35.85,36.4422,UP,1
2004-04-22,36.35,35.47,34.8826,35.948,36.4482,UP,1
2004-04-23,36.49,36.1,34.8976,36.006,36.4414,DOWN,0
2004-04-26,36.35,36.6,34.9172,36.076,36.437,UP,1
2004-04-27,36.53,36.37,34.934,36.252,36.4442,DOWN,0
2004-04-28,35.99,36.28,34.947,36.342,36.438,DOWN,0
2004-04-29,35.73,35.9,34.9598,36.218,36.4348,DOWN,0
2004-04-30,35.19,35.73,34.9683,35.958,36.4274,UP,1
2004-05-03,35.23,35.25,34.9789,35.734,36.418,UP,1
2004-05-04,35.36,35.22,34.9903,35.5,36.4176,DOWN,0
2004-05-05,35.26,35.23,35.0059,35.354,36.403,DOWN,0
2004-05-06,34.36,35.0,35.0189,35.08,36.362,DOWN,0
2004-05-07,33.0,33.5,35.0233,34.642,36.2852,UP,1
2004-05-10,33.44,32.6,35.0331,34.284,36.2278,UP,1
2004-05-11,33.49,33.45,35.0405,33.91,36.1608,UP,1
2004-05-12,33.53,33.35,35.0494,33.564,36.0908,UP,1
2004-05-13,33.72,33.25,35.0602,33.436,36.0242,UP,1
2004-05-14,33.8,33.58,35.0727,33.596,35.9582,DOWN,0
2004-05-17,33.47,33.25,35.084,33.602,35.8786,UP,1
2004-05-18,34.62,34.45,35.1031,33.828,35.8266,DOWN,0
2004-05-19,34.02,34.85,35.1185,33.926,35.7676,UP,1
2004-05-20,34.1,34.02,35.1372,34.002,35.7216,UP,1
2004-05-21,34.47,34.25,35.1529,34.136,35.6892,UP,1
2004-05-24,34.65,34.6,35.1664,34.372,35.6604,UP,1
2004-05-25,35.3,34.66,35.1793,34.508,35.6582,UP,1
2004-05-26,35.46,35.25,35.1931,34.796,35.6502,UP,1
2004-05-27,35.84,35.5,35.2067,35.144,35.637,UP,1
2004-05-28,35.92,35.84,35.2204,35.434,35.6156,DOWN,0
2004-06-01,35.76,35.77,35.2338,35.656,35.5972,DOWN,0
2004-06-02,35.67,35.0,35.2444,35.73,35.5894,DOWN,0
2004-06-03,35.48,35.5,35.2523,35.734,35.5748,DOWN,0
2004-06-04,35.33,35.57,35.2682,35.632,35.5616,UP,1
2004-06-07,35.84,35.58,35.2845,35.616,35.5354,UP,1
2004-06-08,35.93,35.75,35.3004,35.65,35.5154,DOWN,0
2004-06-09,35.44,35.48,35.3136,35.604,35.4782,UP,1
2004-06-10,35.75,35.64,35.3299,35.658,35.445,DOWN,0
2004-06-14,35.51,35.5,35.3463,35.694,35.408,UP,1
2004-06-15,35.77,35.8,35.3628,35.68,35.3818,UP,1
2004-06-16,36.0,35.78,35.3815,35.694,35.3682,DOWN,0
2004-06-17,35.67,35.95,35.3991,35.74,35.3368,DOWN,0
2004-06-18,35.37,35.68,35.4146,35.664,35.3054,UP,1
2004-06-21,35.72,35.25,35.4293,35.706,35.29,DOWN,0
2004-06-22,35.04,35.35,35.4333,35.56,35.2668,UP,1
2004-06-23,35.44,34.9,35.4417,35.448,35.2464,DOWN,0
2004-06-24,35.4,35.5,35.4499,35.394,35.2372,DOWN,0
2004-06-25,35.25,35.55,35.4654,35.37,35.2258,UP,1
2004-06-28,35.46,35.5,35.4839,35.318,35.2178,DOWN,0
2004-06-29,35.17,35.33,35.5009,35.344,35.1972,UP,1
2004-06-30,35.2,35.07,35.519,35.296,35.1812,DOWN,0
2004-07-01,34.99,35.21,35.53,35.214,35.168,DOWN,0
2004-07-02,34.69,34.99,35.537,35.102,35.151,DOWN,0
2004-07-06,34.67,34.4,35.5453,34.944,35.1174,UP,1
2004-07-07,35.0,34.55,35.5544,34.91,35.0876,DOWN,0
2004-07-08,34.29,34.8,35.5604,34.728,35.0464,UP,1
2004-07-09,34.37,34.3,35.5685,34.604,35.0032,UP,1
2004-07-12,34.66,34.37,35.5768,34.598,34.9766,UP,1
2004-07-13,34.86,34.7,35.5891,34.636,34.9592,DOWN,0
2004-07-14,34.51,34.77,35.6009,34.538,34.9456,DOWN,0
2004-07-15,34.33,34.66,35.6127,34.546,34.9276,DOWN,0
2004-07-16,33.92,34.64,35.6215,34.456,34.8988,DOWN,0
2004-07-19,33.27,33.95,35.6286,34.178,34.859,UP,1
2004-07-20,33.99,33.35,35.6341,34.004,34.8516,DOWN,0
2004-07-21,33.53,34.22,35.6355,33.808,34.8622,UP,1
2004-07-22,33.8,33.35,35.6363,33.702,34.8694,DOWN,0
2004-07-23,33.0,33.7,35.6312,33.518,34.8596,DOWN,0
2004-07-26,32.88,33.05,35.6233,33.44,34.8466,UP,1
2004-07-27,33.43,32.98,35.6185,33.328,34.8408,UP,1
2004-07-28,33.5,33.39,35.6104,33.322,34.8348,UP,1
2004-07-29,33.72,33.65,35.6044,33.306,34.8398,DOWN,0
2004-07-30,33.72,33.6,35.5955,33.45,34.8218,UP,1
2004-08-02,34.03,33.72,35.589,33.68,34.822,DOWN,0
2004-08-03,33.52,33.87,35.5751,33.698,34.8104,UP,1
2004-08-04,33.59,33.27,35.5615,33.716,34.7928,DOWN,0
2004-08-05,32.98,33.59,35.5457,33.568,34.7594,DOWN,0
2004-08-06,32.9,32.55,35.5297,33.404,34.7114,UP,1
2004-08-09,32.91,32.9,35.5135,33.18,34.6604,UP,1
2004-08-10,33.37,33.0,35.5,33.15,34.611,DOWN,0
2004-08-11,33.09,33.12,35.4863,33.05,34.5544,DOWN,0
2004-08-12,32.95,33.14,35.473,33.044,34.4982,UP,1
2004-08-13,33.14,33.15,35.4587,33.092,34.4476,UP,1
2004-08-16,33.98,33.45,35.4411,33.306,34.4176,UP,1
2004-08-17,35.1,35.78,35.4305,33.652,34.413,UP,1
2004-08-18,36.03,35.0,35.4253,34.24,34.4168,UP,1
2004-08-19,36.24,36.03,35.4212,34.898,34.423,UP,1
2004-08-20,36.36,36.24,35.4154,35.542,34.4414,DOWN,0
2004-08-23,36.0,36.27,35.409,35.946,34.4464,UP,1
2004-08-24,36.33,36.19,35.4052,36.192,34.4628,UP,1
2004-08-25,36.6,36.22,35.4016,36.306,34.4794,DOWN,0
2004-08-26,36.57,36.53,35.3976,36.372,34.4908,UP,1
2004-08-27,36.59,36.58,35.3952,36.418,34.5092,DOWN,0
2004-08-30,36.53,36.55,35.3932,36.524,34.5324,UP,1
2004-08-31,36.56,36.68,35.3913,36.57,34.5492,UP,1
2004-09-01,36.88,36.55,35.3941,36.626,34.586,UP,1
2004-09-02,37.93,36.91,35.4028,36.898,34.6358,DOWN,0
2004-09-03,37.48,37.76,35.4129,37.076,34.6774,UP,1
2004-09-07,37.64,37.73,35.4263,37.298,34.7252,DOWN,0
2004-09-08,37.27,37.5,35.4354,37.44,34.7614,DOWN,0
2004-09-09,37.01,37.25,35.4439,37.466,34.7982,UP,1
2004-09-10,37.54,37.0,35.4533,37.388,34.845,DOWN,0
2004-09-13,37.43,37.7,35.458,37.378,34.8938,UP,1
2004-09-14,38.14,37.65,35.4656,37.478,34.9628,UP,1
2004-09-15,38.39,38.11,35.4748,37.702,35.0372,UP,1
2004-09-16,38.7,38.4,35.4845,38.04,35.1112,DOWN,0
2004-09-17,38.31,38.95,35.4922,38.194,35.1916,UP,1
2004-09-20,38.46,38.3,35.5052,38.4,35.2734,UP,1
2004-09-21,38.79,38.73,35.5215,38.53,35.356,DOWN,0
2004-09-22,38.25,38.55,35.5384,38.502,35.4238,DOWN,0
2004-09-23,38.16,38.25,35.5556,38.394,35.4968,UP,1
2004-09-24,38.43,38.16,35.5743,38.418,35.5788,DOWN,0
2004-09-27,38.31,38.4,35.5956,38.388,35.6666,UP,1
2004-09-28,38.83,38.27,35.6244,38.396,35.7778,UP,1
2004-09-29,39.38,38.77,35.6486,38.622,35.8856,DOWN,0
2004-09-30,39.2,39.27,35.6714,38.83,35.999,UP,1
2004-10-01,39.25,39.59,35.6959,38.994,36.108,UP,1
2004-10-04,39.64,39.26,35.7223,39.26,36.2408,DOWN,0
2004-10-05,39.53,39.5,35.7442,39.4,36.3738,UP,1
2004-10-06,39.71,39.6,35.7661,39.466,36.4994,DOWN,0
2004-10-07,39.29,39.75,35.7851,39.484,36.6152,DOWN,0
2004-10-08,39.02,39.1,35.806,39.438,36.7212,UP,1
2004-10-11,40.07,39.32,35.8334,39.524,36.8482,DOWN,0
2004-10-12,39.85,39.75,35.8592,39.588,36.9646,DOWN,0
2004-10-13,39.79,40.0,35.8837,39.604,37.09,DOWN,0
2004-10-14,39.31,39.7,35.9024,39.608,37.2044,UP,1
2004-10-15,39.81,39.51,35.925,39.766,37.341,UP,1
2004-10-18,40.18,39.81,35.9484,39.788,37.4866,DOWN,0
2004-10-19,39.74,40.22,35.972,39.766,37.6232,DOWN,0
2004-10-20,39.48,39.74,35.9943,39.704,37.7454,UP,1
2004-10-21,39.73,39.4,36.0159,39.788,37.8782,DOWN,0
2004-10-22,39.17,39.73,36.0322,39.66,38.0026,DOWN,0
2004-10-25,38.67,38.9,36.0476,39.358,38.1132,UP,1
2004-10-26,39.67,38.65,36.0675,39.344,38.227,UP,1
2004-10-27,40.79,39.51,36.0954,39.606,38.3408,UP,1
2004-10-28,41.16,40.57,36.1258,39.892,38.4434,DOWN,0
2004-10-29,41.08,41.07,36.1539,40.274,38.5402,DOWN,0
2004-11-01,41.08,41.02,36.1821,40.756,38.6346,UP,1
2004-11-02,41.14,40.86,36.2131,41.05,38.7374,UP,1
2004-11-03,41.21,41.89,36.2441,41.134,38.835,UP,1
2004-11-04,41.94,41.21,36.2756,41.29,38.9418,UP,1
2004-11-05,42.29,41.94,36.3074,41.532,39.0562,UP,1
2004-11-08,42.45,42.2,36.3401,41.806,39.1734,DOWN,0
2004-11-09,42.06,42.3,36.3689,41.99,39.284,DOWN,0
2004-11-10,42.01,42.19,36.3992,42.15,39.393,UP,1
2004-11-11,42.77,42.38,36.4389,42.316,39.5108,UP,1
2004-11-12,43.22,42.84,36.477,42.502,39.6166,UP,1
2004-11-15,43.79,43.12,36.5186,42.77,39.7428,DOWN,0
2004-11-16,43.0,44.27,36.5571,42.958,39.85,DOWN,0
2004-11-17,42.28,42.85,36.5933,43.012,39.9502,UP,1
2004-11-18,42.81,42.28,36.63,43.02,40.0662,DOWN,0
2004-11-19,42.7,42.97,36.666,42.916,40.1694,UP,1
2004-11-22,43.23,42.73,36.7005,42.804,40.2854,UP,1
2004-11-23,43.53,43.22,36.7373,42.91,40.3932,DOWN,0
2004-11-24,43.43,43.48,36.7742,43.14,40.494,DOWN,0
2004-11-26,43.37,43.26,36.8069,43.252,40.5874,DOWN,0
2004-11-29,43.03,43.31,36.8392,43.318,40.6818,DOWN,0
2004-11-30,41.75,42.5,36.8671,43.022,40.7476,UP,1
2004-12-01,42.28,41.95,36.897,42.772,40.8174,DOWN,0
2004-12-02,42.15,42.28,36.9283,42.516,40.8954,DOWN,0
2004-12-03,41.79,41.85,36.9595,42.2,40.968,UP,1
2004-12-06,42.0,41.59,36.991,41.994,41.0394,DOWN,0
2004-12-07,41.77,41.8,37.0229,41.998,41.1086,UP,1
2004-12-08,42.56,42.0,37.0558,42.054,41.1832,UP,1
2004-12-09,42.89,42.56,37.0882,42.202,41.2534,DOWN,0
2004-12-10,42.64,42.95,37.1172,42.372,41.3222,UP,1
2004-12-13,42.76,41.52,37.1494,42.524,41.3924,DOWN,0
2004-12-14,42.65,42.7,37.1785,42.7,41.4526,DOWN,0
2004-12-15,42.49,42.75,37.2058,42.686,41.5118,UP,1
2004-12-16,42.59,42.49,37.2335,42.626,41.5694,DOWN,0
2004-12-17,42.01,42.5,37.258,42.5,41.6238,DOWN,0
2004-12-20,41.73,42.55,37.2794,42.294,41.678,UP,1
2004-12-21,42.11,41.65,37.3039,42.186,41.7188,UP,1
2004-12-22,42.52,42.2,37.3316,42.192,41.7722,DOWN,0
2004-12-23,42.52,42.52,37.3622,42.178,41.8268,DOWN,0
2004-12-27,42.23,42.52,37.3929,42.222,41.8852,UP,1
2004-12-28,42.84,42.36,37.4267,42.444,41.9458,DOWN,0
2004-12-29,42.8,42.6,37.4636,42.582,41.9982,UP,1
2004-12-30,42.92,42.94,37.4989,42.662,42.0618,DOWN,0
2004-12-31,42.74,42.85,37.5301,42.706,42.127,UP,1
2005-01-03,43.1,42.99,37.5607,42.88,42.1944,DOWN,0
2005-01-04,42.55,43.24,37.59,42.822,42.262,DOWN,0
2005-01-05,42.16,42.5,37.6205,42.694,42.3318,DOWN,0
2005-01-06,41.53,42.16,37.6471,42.416,42.369,DOWN,0
2005-01-07,41.42,41.63,37.6743,42.152,42.3816,UP,1
2005-01-10,41.8,41.25,37.6975,41.892,42.3944,DOWN,0
2005-01-11,41.71,41.58,37.7214,41.724,42.407,UP,1
2005-01-12,42.2,41.65,37.7459,41.732,42.4294,DOWN,0
2005-01-13,41.73,42.05,37.7675,41.772,42.4412,UP,1
2005-01-14,41.9,41.8,37.7902,41.868,42.455,UP,1
2005-01-18,42.16,41.51,37.8156,41.94,42.4594,DOWN,0
2005-01-19,41.8,41.98,37.8412,41.958,42.4496,DOWN,0
2005-01-20,41.15,41.81,37.8608,41.748,42.4236,DOWN,0
2005-01-21,40.9,41.15,37.8806,41.582,42.4004,DOWN,0
2005-01-24,40.39,41.1,37.9001,41.28,42.368,UP,1
2005-01-25,40.57,40.49,37.9219,40.962,42.324,UP,1
2005-01-26,40.73,40.82,37.9433,40.748,42.2742,DOWN,0
2005-01-27,40.66,40.52,37.9673,40.65,42.2116,DOWN,0
2005-01-28,40.41,40.75,37.9902,40.552,42.1598,UP,1
2005-01-31,41.26,40.6,38.0172,40.726,42.1394,DOWN,0
2005-02-01,41.14,41.2,38.0419,40.84,42.106,UP,1
2005-02-02,41.3,41.08,38.0684,40.954,42.078,UP,1
2005-02-03,41.57,41.2,38.098,41.136,42.0448,UP,1
2005-02-04,42.42,41.45,38.1324,41.538,42.0226,UP,1
2005-02-07,42.52,42.27,38.1633,41.79,42.0044,DOWN,0
2005-02-08,42.05,42.3,38.1911,41.972,41.978,DOWN,0
2005-02-09,41.86,42.15,38.2186,42.084,41.9546,UP,1
2005-02-10,42.37,42.0,38.2478,42.244,41.967,UP,1
2005-02-11,42.81,42.24,38.2819,42.322,41.9776,DOWN,0
2005-02-14,42.62,42.78,38.3164,42.342,41.987,UP,1
2005-02-15,42.73,42.4,38.3541,42.478,42.0058,DOWN,0
2005-02-16,42.37,42.73,38.3898,42.58,42.0132,DOWN,0
2005-02-17,41.81,42.26,38.422,42.468,42.014,UP,1
2005-02-18,42.02,41.82,38.4558,42.31,42.0032,DOWN,0
2005-02-22,40.28,41.35,38.4854,41.842,41.951,DOWN,0
2005-02-23,39.75,40.48,38.5192,41.246,41.8932,DOWN,0
2005-02-24,39.62,39.66,38.5501,40.696,41.8304,UP,1
2005-02-25,40.58,39.76,38.5855,40.45,41.789,DOWN,0
2005-02-28,40.02,40.25,38.618,40.05,41.7396,UP,1
2005-03-01,40.05,40.05,38.6496,40.004,41.6888,DOWN,0
2005-03-02,39.98,40.0,38.6805,40.05,41.6482,DOWN,0
2005-03-03,39.72,39.99,38.7118,40.07,41.608,UP,1
2005-03-04,40.09,39.95,38.7391,39.972,41.5676,DOWN,0
2005-03-07,39.88,40.01,38.7684,39.944,41.5148,UP,1
2005-03-08,39.97,39.95,38.7978,39.928,41.4638,DOWN,0
2005-03-09,39.49,39.84,38.8229,39.83,41.409,UP,1
2005-03-10,39.89,39.41,38.8491,39.864,41.35,DOWN,0
2005-03-11,39.42,40.0,38.8697,39.73,41.2824,UP,1
2005-03-14,39.47,39.6,38.8897,39.648,41.2134,UP,1
2005-03-15,39.76,39.65,38.9093,39.606,41.1538,DOWN,0
2005-03-16,38.88,39.46,38.9241,39.484,41.0694,UP,1
2005-03-17,38.91,38.79,38.9399,39.288,40.9966,DOWN,0
2005-03-18,38.88,38.92,38.9559,39.18,40.931,DOWN,0
2005-03-21,37.99,38.64,38.9685,38.884,40.8602,DOWN,0
2005-03-22,37.82,38.0,38.9809,38.496,40.7882,DOWN,0
2005-03-23,37.7,37.54,38.9902,38.26,40.7062,UP,1
2005-03-24,38.03,37.69,39.0007,38.084,40.6326,UP,1
2005-03-28,38.59,38.3,39.0165,38.026,40.5604,DOWN,0
2005-03-29,37.69,38.4,39.0262,37.966,40.4796,UP,1
2005-03-30,38.15,37.85,39.0394,38.032,40.4046,UP,1
2005-03-31,38.24,38.18,39.0517,38.14,40.3262,DOWN,0
2005-04-01,37.6,38.4,39.0597,38.054,40.2422,UP,1
2005-04-04,37.91,37.55,39.0709,37.918,40.1774,UP,1
2005-04-05,38.23,37.7,39.0852,38.026,40.124,DOWN,0
2005-04-06,37.79,37.85,39.0956,37.954,40.072,DOWN,0
2005-04-07,37.4,37.61,39.1074,37.786,40.0086,UP,1
2005-04-08,37.48,37.51,39.1176,37.762,39.9436,UP,1
2005-04-11,37.74,37.55,39.1293,37.728,39.8852,UP,1
2005-04-12,38.55,37.83,39.1458,37.792,39.848,DOWN,0
2005-04-13,37.9,38.4,39.158,37.814,39.7808,DOWN,0
2005-04-14,37.15,37.77,39.1679,37.764,39.701,DOWN,0
2005-04-15,36.11,36.57,39.1724,37.49,39.5972,UP,1
2005-04-18,36.73,36.11,39.1811,37.288,39.5004,DOWN,0
2005-04-19,36.46,36.7,39.19,36.87,39.3812,DOWN,0
2005-04-20,35.6,36.01,39.1946,36.41,39.2428,UP,1
2005-04-21,36.67,35.9,39.203,36.314,39.1352,DOWN,0
2005-04-22,36.02,36.67,39.2116,36.296,39.0184,UP,1
2005-04-25,36.2,36.02,39.2208,36.19,38.895,DOWN,0
2005-04-26,36.2,36.06,39.2285,36.138,38.7628,DOWN,0
2005-04-27,36.03,36.01,39.2343,36.224,38.631,DOWN,0
2005-04-28,35.09,35.75,39.2372,35.908,38.4782,UP,1
2005-04-29,35.37,35.25,39.2424,35.778,38.3382,UP,1
2005-05-02,36.26,35.67,39.2541,35.79,38.2272,UP,1
2005-05-03,36.75,35.7,39.2715,35.9,38.1218,UP,1
2005-05-04,37.1,36.82,39.2871,36.114,38.0582,DOWN,0
2005-05-05,36.85,36.98,39.3037,36.466,38.0002,UP,1
2005-05-06,37.16,37.1,39.3205,36.824,37.951,UP,1
2005-05-09,37.25,37.0,39.3417,37.022,37.8844,DOWN,0
2005-05-10,36.46,36.68,39.3596,36.964,37.8132,UP,1
2005-05-11,36.52,36.42,39.3751,36.848,37.7426,DOWN,0
2005-05-12,36.23,36.39,39.3887,36.724,37.6676,UP,1
2005-05-13,36.29,36.43,39.4016,36.55,37.599,UP,1
2005-05-16,37.37,36.44,39.4198,36.574,37.5446,UP,1
2005-05-17,38.86,39.0,39.444,37.054,37.5242,UP,1
2005-05-18,39.8,39.1,39.4754,37.71,37.5208,UP,1
2005-05-19,40.14,39.8,39.5081,38.492,37.5338,DOWN,0
2005-05-20,39.63,40.15,39.5414,39.16,37.5286,UP,1
2005-05-23,39.96,39.98,39.5767,39.678,37.5394,DOWN,0
2005-05-24,39.85,39.81,39.6114,39.876,37.547,DOWN,0
2005-05-25,39.37,39.86,39.6414,39.79,37.5392,UP,1
2005-05-26,39.92,39.52,39.6755,39.746,37.56,UP,1
2005-05-27,39.97,39.8,39.7106,39.814,37.5812,DOWN,0
2005-05-31,39.35,39.8,39.7417,39.692,37.5906,UP,1
2005-06-01,39.94,39.2,39.7715,39.71,37.6296,UP,1
2005-06-02,40.34,39.91,39.7977,39.904,37.68,DOWN,0
2005-06-03,39.72,40.34,39.8161,39.864,37.7204,UP,1
2005-06-06,39.95,39.72,39.8347,39.86,37.7588,UP,1
2005-06-07,40.0,39.96,39.8529,39.99,37.787,DOWN,0
2005-06-08,39.67,40.0,39.8712,39.936,37.8266,DOWN,0
2005-06-09,39.6,39.52,39.8876,39.788,37.8556,DOWN,0
2005-06-10,39.5,38.65,39.9021,39.744,37.8808,UP,1
2005-06-13,39.76,39.27,39.918,39.706,37.924,UP,1
2005-06-14,40.03,39.61,39.9352,39.712,37.9664,DOWN,0
2005-06-15,40.03,40.32,39.9527,39.784,38.0024,UP,1
2005-06-16,40.2,39.91,39.9709,39.904,38.0506,DOWN,0
2005-06-17,40.2,40.32,39.9875,40.044,38.1066,DOWN,0
2005-06-20,39.95,40.0,39.9976,40.082,38.156,DOWN,0
2005-06-21,39.68,40.32,40.0086,40.012,38.1948,UP,1
2005-06-22,39.7,39.97,40.0189,39.946,38.2178,DOWN,0
2005-06-23,39.14,39.74,40.0283,39.734,38.2426,DOWN,0
2005-06-24,38.24,38.76,40.0344,39.342,38.2644,UP,1
2005-06-27,38.47,38.35,40.0391,39.046,38.3116,UP,1
2005-06-28,39.31,38.7,40.0485,38.972,38.3632,DOWN,0
2005-06-29,38.8,39.25,40.0518,38.792,38.41,UP,1
2005-06-30,38.9,39.9,40.0543,38.744,38.476,UP,1
2005-07-01,39.49,39.18,40.0583,38.994,38.5324,UP,1
2005-07-05,40.08,39.57,40.0671,39.316,38.6136,DOWN,0
2005-07-06,39.27,40.04,40.0712,39.308,38.675,UP,1
2005-07-07,39.36,38.99,40.074,39.42,38.7382,UP,1
2005-07-08,40.08,39.5,40.0832,39.656,38.8192,UP,1
2005-07-11,40.3,39.8,40.0939,39.818,38.9234,UP,1
2005-07-12,41.3,40.55,40.1082,40.062,39.042,DOWN,0
2005-07-13,40.98,41.21,40.1216,40.404,39.1364,UP,1
2005-07-14,41.04,40.97,40.1326,40.74,39.2222,UP,1
2005-07-15,41.61,41.03,40.1438,41.046,39.3124,UP,1
2005-07-18,42.45,41.46,40.16,41.476,39.4244,UP,1
2005-07-19,43.2,42.5,40.1798,41.856,39.5452,UP,1
2005-07-20,43.95,43.21,40.2013,42.45,39.6792,DOWN,0
2005-07-21,43.35,43.7,40.2204,42.912,39.817,UP,1
2005-07-22,43.47,43.22,40.2392,43.284,39.956,DOWN,0
2005-07-25,43.06,43.33,40.2581,43.406,40.0926,UP,1
2005-07-26,43.69,43.08,40.2814,43.504,40.2406,DOWN,0
2005-07-27,43.35,43.77,40.2978,43.384,40.3602,UP,1
2005-07-28,43.87,43.26,40.3179,43.488,40.4604,DOWN,0
2005-07-29,43.51,43.78,40.3365,43.496,40.5346,DOWN,0
2005-08-01,42.86,43.21,40.3543,43.456,40.589,DOWN,0
2005-08-02,42.41,42.73,40.3673,43.2,40.6446,DOWN,0
2005-08-03,42.23,42.1,40.3775,42.976,40.69,DOWN,0
2005-08-04,41.28,41.5,40.3852,42.458,40.7186,DOWN,0
2005-08-05,40.95,41.22,40.3926,41.946,40.7502,DOWN,0
2005-08-08,40.59,41.05,40.3969,41.492,40.7636,UP,1
2005-08-09,41.36,40.94,40.4078,41.282,40.7914,UP,1
2005-08-10,41.66,41.7,40.4228,41.168,40.8376,DOWN,0
2005-08-11,41.5,41.63,40.4319,41.212,40.8688,DOWN,0
2005-08-12,41.28,41.2,40.4344,41.278,40.8876,UP,1
2005-08-15,41.61,42.0,40.4366,41.482,40.9254,DOWN,0
2005-08-16,40.67,41.35,40.4346,41.344,40.9398,DOWN,0
2005-08-17,40.62,40.52,40.4323,41.136,40.9522,UP,1
2005-08-18,40.7,40.37,40.4301,40.976,40.9728,DOWN,0
2005-08-19,40.37,40.73,40.4259,40.794,40.9882,UP,1
2005-08-22,40.53,40.49,40.4188,40.578,41.0088,UP,1
2005-08-23,40.64,40.73,40.4106,40.572,41.0264,DOWN,0
2005-08-24,39.9,40.45,40.3978,40.428,41.0238,UP,1
2005-08-25,40.18,39.85,40.3884,40.324,41.0268,DOWN,0
2005-08-26,39.81,40.05,40.3774,40.212,41.019,UP,1
2005-08-29,40.54,39.85,40.3663,40.214,41.0258,DOWN,0
2005-08-30,39.75,40.35,40.3489,40.036,41.0218,UP,1
2005-08-31,40.32,40.1,40.3316,40.12,41.0346,UP,1
2005-09-01,40.61,40.7,40.3196,40.206,41.0528,DOWN,0
2005-09-02,40.33,40.9,40.3099,40.31,41.0766,UP,1
2005-09-06,41.71,40.7,40.3044,40.544,41.146,UP,1
2005-09-07,41.93,41.8,40.3005,40.98,41.2152,DOWN,0
2005-09-08,41.18,41.8,40.2903,41.152,41.2526,UP,1
2005-09-09,41.22,41.19,40.2787,41.274,41.301,UP,1
2005-09-12,41.33,41.21,40.2682,41.474,41.3496,DOWN,0
2005-09-13,40.6,40.85,40.2544,41.252,41.3718,DOWN,0
2005-09-14,40.34,40.76,40.2409,40.934,41.377,DOWN,0
2005-09-15,40.34,40.59,40.2339,40.766,41.3984,DOWN,0
2005-09-16,39.9,40.75,40.222,40.502,41.4092,DOWN,0
2005-09-19,39.53,39.94,40.2089,40.142,41.3982,DOWN,0
2005-09-20,38.71,39.52,40.1935,39.764,41.3664,DOWN,0
2005-09-21,38.35,38.4,40.1752,39.366,41.3074,UP,1
2005-09-22,38.75,38.44,40.1601,39.048,41.2628,DOWN,0
2005-09-23,38.53,38.82,40.14,38.774,41.2126,DOWN,0
2005-09-26,38.41,38.89,40.1176,38.55,41.1486,DOWN,0
2005-09-27,38.39,38.55,40.0963,38.486,41.0674,DOWN,0
2005-09-28,37.85,38.3,40.0718,38.386,40.9604,UP,1
2005-09-29,38.06,37.7,40.0488,38.248,40.8426,UP,1
2005-09-30,38.14,38.06,40.0271,38.17,40.7384,DOWN,0
2005-10-03,38.12,38.15,40.0047,38.112,40.6314,UP,1
2005-10-04,38.24,38.24,39.9859,38.082,40.535,DOWN,0
2005-10-05,37.68,38.24,39.9656,38.048,40.4148,UP,1
2005-10-06,37.92,37.81,39.9447,38.02,40.3062,DOWN,0
2005-10-07,37.8,37.92,39.9211,37.952,40.1848,UP,1
2005-10-10,38.02,38.1,39.8986,37.932,40.075,UP,1
2005-10-11,38.23,38.02,39.8786,37.93,39.9824,DOWN,0
2005-10-12,38.12,38.25,39.855,38.018,39.8966,DOWN,0
2005-10-13,37.95,37.87,39.8307,38.024,39.811,UP,1
2005-10-14,38.41,38.91,39.8082,38.146,39.7536,UP,1
2005-10-17,38.46,38.5,39.7868,38.234,39.7038,DOWN,0
2005-10-18,38.16,38.3,39.7621,38.22,39.6552,UP,1
2005-10-19,39.26,38.0,39.7456,38.448,39.6132,UP,1
2005-10-20,39.57,39.76,39.7327,38.772,39.5714,UP,1
2005-10-21,39.65,39.8,39.7233,39.02,39.5344,UP,1
2005-10-24,40.66,40.0,39.7195,39.46,39.522,DOWN,0
2005-10-25,40.12,40.6,39.7111,39.852,39.4922,UP,1
2005-10-26,40.26,39.95,39.7038,40.052,39.484,DOWN,0
2005-10-27,39.39,40.05,39.6898,40.016,39.4594,UP,1
2005-10-28,40.52,39.75,39.6837,40.19,39.4558,UP,1
