ticker,FTNT US Equity,FTNT US Equity,FTNT US Equity,FTNT US Equity,FTNT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-01-13,4.18,4.164,4.106,4.5598,4.3329,UP,1
2012-01-17,4.324,4.226,4.164,4.5545,4.3324,UP,1
2012-01-18,4.414,4.366,4.2508,4.5428,4.3341,UP,1
2012-01-19,4.502,4.546,4.3264,4.534,4.3349,UP,1
2012-01-20,4.55,4.51,4.394,4.5292,4.3354,DOWN,0
2012-01-23,4.472,4.516,4.4524,4.5218,4.3367,DOWN,0
2012-01-24,4.464,4.474,4.4804,4.518,4.3392,UP,1
2012-01-25,4.592,4.46,4.516,4.51,4.3423,DOWN,0
2012-01-26,4.572,4.622,4.53,4.5032,4.3457,DOWN,0
2012-01-27,4.556,4.516,4.5312,4.4962,4.3495,DOWN,0
2012-01-30,4.498,4.512,4.5364,4.4831,4.3519,UP,1
2012-01-31,4.562,4.534,4.556,4.4722,4.3546,UP,1
2012-02-01,5.008,5.018,4.6392,4.4744,4.3593,UP,1
2012-02-02,5.106,4.99,4.746,4.4794,4.3652,DOWN,0
2012-02-03,5.076,5.132,4.85,4.4862,4.3712,DOWN,0
2012-02-06,5.026,5.084,4.9556,4.4923,4.3762,DOWN,0
2012-02-07,4.97,4.91,5.0372,4.5004,4.3809,UP,1
2012-02-08,5.054,4.972,5.0464,4.5104,4.3857,UP,1
2012-02-09,5.244,5.1,5.074,4.5211,4.3913,DOWN,0
2012-02-10,5.115,5.158,5.0818,4.5309,4.396,UP,1
2012-02-13,5.276,5.25,5.1318,4.5405,4.3985,UP,1
2012-02-14,5.34,5.28,5.2058,4.5512,4.4009,DOWN,0
2012-02-15,5.164,5.358,5.2278,4.5569,4.4036,UP,1
2012-02-16,5.262,5.15,5.2314,4.5597,4.4073,DOWN,0
2012-02-17,5.192,5.276,5.2468,4.5653,4.4112,UP,1
2012-02-21,5.24,5.194,5.2396,4.5754,4.4143,DOWN,0
2012-02-22,5.226,5.3,5.2168,4.5861,4.4171,UP,1
2012-02-23,5.25,5.216,5.234,4.593,4.4197,UP,1
2012-02-24,5.398,5.296,5.2612,4.6051,4.4231,DOWN,0
2012-02-27,5.376,5.362,5.298,4.6194,4.4269,UP,1
2012-02-28,5.48,5.42,5.346,4.6404,4.4308,DOWN,0
2012-02-29,5.41,5.47,5.3828,4.6612,4.4344,UP,1
2012-03-01,5.566,5.424,5.446,4.6838,4.4388,DOWN,0
2012-03-02,5.508,5.546,5.468,4.7077,4.443,DOWN,0
2012-03-05,5.25,5.364,5.4428,4.7272,4.4456,DOWN,0
2012-03-06,5.128,5.148,5.3724,4.7496,4.4469,UP,1
2012-03-07,5.214,5.158,5.3332,4.7714,4.4487,UP,1
2012-03-08,5.262,5.266,5.2724,4.7933,4.4516,UP,1
2012-03-09,5.318,5.274,5.2344,4.8151,4.455,UP,1
2012-03-12,5.448,5.318,5.274,4.8387,4.4583,UP,1
2012-03-13,5.562,5.462,5.3608,4.8633,4.4624,DOWN,0
2012-03-14,5.434,5.53,5.4048,4.8847,4.4656,UP,1
2012-03-15,5.486,5.464,5.4496,4.9114,4.4688,DOWN,0
2012-03-16,5.424,5.462,5.4708,4.9394,4.4711,UP,1
2012-03-19,5.494,5.442,5.48,4.9685,4.4751,DOWN,0
2012-03-20,5.444,5.446,5.4564,4.9957,4.4788,DOWN,0
2012-03-21,5.434,5.48,5.4564,5.0237,4.4823,DOWN,0
2012-03-22,5.318,5.4,5.4228,5.0505,4.4847,UP,1
2012-03-23,5.406,5.34,5.4192,5.0761,4.4878,UP,1
2012-03-26,5.532,5.44,5.4268,5.1025,4.4917,DOWN,0
2012-03-27,5.424,5.418,5.4228,5.1274,4.4961,DOWN,0
2012-03-28,5.332,5.422,5.4024,5.1476,4.5,UP,1
2012-03-29,5.456,5.32,5.43,5.1684,4.5044,UP,1
2012-03-30,5.53,5.496,5.4548,5.189,4.5098,UP,1
2012-04-02,5.684,5.5,5.4852,5.2117,4.515,DOWN,0
2012-04-03,5.684,5.684,5.5372,5.2359,4.5208,DOWN,0
2012-04-04,5.64,5.62,5.5988,5.2594,4.5262,UP,1
2012-04-05,5.688,5.6,5.6452,5.2813,4.53,DOWN,0
2012-04-09,5.576,5.596,5.6544,5.3014,4.5333,DOWN,0
2012-04-10,5.452,5.56,5.608,5.3193,4.5354,UP,1
2012-04-11,5.456,5.49,5.5624,5.3385,4.5368,UP,1
2012-04-12,5.558,5.498,5.546,5.3584,4.5386,DOWN,0
2012-04-13,5.5,5.518,5.5084,5.3683,4.5394,DOWN,0
2012-04-16,5.41,5.546,5.4752,5.3743,4.5395,UP,1
2012-04-17,5.51,5.452,5.4868,5.383,4.5398,UP,1
2012-04-18,5.532,5.5,5.502,5.3931,4.5399,DOWN,0
2012-04-19,5.496,5.548,5.4896,5.4037,4.5395,DOWN,0
2012-04-20,5.42,5.5,5.4736,5.411,4.5384,DOWN,0
2012-04-23,5.284,5.296,5.4484,5.4118,4.5372,DOWN,0
2012-04-24,5.148,5.398,5.376,5.4124,4.5349,UP,1
2012-04-25,5.288,5.474,5.3272,5.4127,4.534,DOWN,0
2012-04-26,5.196,5.296,5.2672,5.4098,4.5331,UP,1
2012-04-27,5.244,5.214,5.232,5.4114,4.5319,DOWN,0
2012-04-30,5.224,5.24,5.22,5.4106,4.531,UP,1
2012-05-01,5.282,5.228,5.2468,5.4124,4.5306,DOWN,0
2012-05-02,5.272,5.224,5.2436,5.4131,4.5304,DOWN,0
2012-05-03,5.208,5.258,5.246,5.4127,4.5297,DOWN,0
2012-05-04,5.06,5.166,5.2092,5.4089,4.5333,DOWN,0
2012-05-07,5.042,5.034,5.1728,5.4018,4.5379,DOWN,0
2012-05-08,4.984,5.034,5.1132,5.394,4.5417,DOWN,0
2012-05-09,4.94,4.902,5.0468,5.3832,4.5458,DOWN,0
2012-05-10,4.788,4.95,4.9628,5.3707,4.549,UP,1
2012-05-11,4.838,4.744,4.9184,5.3562,4.5534,DOWN,0
2012-05-14,4.754,4.746,4.8608,5.3411,4.5574,UP,1
2012-05-15,4.804,4.762,4.8248,5.3322,4.5611,UP,1
2012-05-16,4.846,4.86,4.806,5.3265,4.5651,DOWN,0
2012-05-17,4.658,4.83,4.78,5.3154,4.5682,DOWN,0
2012-05-18,4.488,4.658,4.71,5.2999,4.5696,UP,1
2012-05-21,4.612,4.488,4.6816,5.2858,4.5719,UP,1
2012-05-22,4.652,4.614,4.6512,5.2699,4.5755,DOWN,0
2012-05-23,4.634,4.6,4.6088,5.2513,4.5807,DOWN,0
2012-05-24,4.286,4.644,4.5344,5.2284,4.5829,UP,1
2012-05-25,4.368,4.27,4.5104,5.206,4.5866,DOWN,0
2012-05-29,4.362,4.444,4.4604,5.1848,4.5889,DOWN,0
2012-05-30,4.312,4.31,4.3924,5.1611,4.5908,DOWN,0
2012-05-31,4.25,4.326,4.3156,5.1372,4.5914,DOWN,0
2012-06-01,4.082,4.156,4.2748,5.1102,4.5915,UP,1
2012-06-04,4.098,4.098,4.2208,5.0858,4.5912,UP,1
2012-06-05,4.154,4.064,4.1792,5.0608,4.5932,UP,1
2012-06-06,4.329,4.21,4.1826,5.0367,4.5974,DOWN,0
2012-06-07,4.324,4.388,4.1974,5.0147,4.6017,UP,1
2012-06-08,4.37,4.298,4.255,4.9955,4.6051,DOWN,0
2012-06-11,4.194,4.39,4.2742,4.9702,4.6082,DOWN,0
2012-06-12,4.176,4.21,4.2786,4.9431,4.6116,UP,1
2012-06-13,4.238,4.346,4.2604,4.9142,4.6142,DOWN,0
2012-06-14,4.236,4.212,4.2428,4.8853,4.6163,UP,1
2012-06-15,4.426,4.23,4.254,4.861,4.6196,UP,1
2012-06-18,4.438,4.394,4.3028,4.836,4.6227,UP,1
2012-06-19,4.494,4.464,4.3664,4.8143,4.6261,UP,1
2012-06-20,4.528,4.504,4.4244,4.7959,4.6303,DOWN,0
2012-06-21,4.388,4.514,4.4548,4.7745,4.6341,UP,1
2012-06-22,4.514,4.402,4.4724,4.7536,4.6378,DOWN,0
2012-06-25,4.384,4.426,4.4616,4.7313,4.6412,UP,1
2012-06-26,4.4,4.39,4.4428,4.7111,4.6456,UP,1
2012-06-27,4.536,4.416,4.4444,4.6916,4.6508,DOWN,0
2012-06-28,4.398,4.47,4.4464,4.6689,4.6553,UP,1
2012-06-29,4.644,4.474,4.4724,4.6519,4.6599,UP,1
2012-07-02,4.722,4.68,4.54,4.6379,4.6646,UP,1
2012-07-03,4.84,4.734,4.628,4.6291,4.6707,DOWN,0
2012-07-05,4.826,4.82,4.686,4.6226,4.6764,DOWN,0
2012-07-06,4.36,4.764,4.6784,4.6041,4.6809,DOWN,0
2012-07-09,4.238,4.362,4.5972,4.5849,4.6845,UP,1
2012-07-10,4.246,4.294,4.502,4.5649,4.6892,DOWN,0
2012-07-11,4.21,4.148,4.376,4.5447,4.694,DOWN,0
2012-07-12,4.186,4.154,4.248,4.5227,4.6974,UP,1
2012-07-13,4.31,4.182,4.238,4.5035,4.7016,DOWN,0
2012-07-16,4.256,4.3,4.2416,4.4845,4.7059,DOWN,0
2012-07-17,4.252,4.29,4.2428,4.4683,4.7103,UP,1
2012-07-18,4.696,4.3,4.34,4.4614,4.717,UP,1
2012-07-19,4.808,4.72,4.4644,4.4579,4.7245,DOWN,0
2012-07-20,4.694,4.824,4.5412,4.4529,4.7314,DOWN,0
2012-07-23,4.564,4.61,4.6028,4.4485,4.7372,DOWN,0
2012-07-24,4.448,4.552,4.642,4.4407,4.7415,UP,1
2012-07-25,4.478,4.52,4.5984,4.4351,4.746,UP,1
2012-07-26,5.01,5.002,4.6388,4.4393,4.7525,UP,1
2012-07-27,5.086,5.036,4.7172,4.4441,4.7596,DOWN,0
2012-07-30,4.922,5.064,4.7888,4.4493,4.7665,DOWN,0
2012-07-31,4.802,4.928,4.8596,4.4556,4.772,DOWN,0
2012-08-01,4.676,4.83,4.8992,4.4569,4.7755,UP,1
2012-08-02,4.686,4.648,4.8344,4.4576,4.7797,UP,1
2012-08-03,4.854,4.796,4.788,4.462,4.7843,UP,1
2012-08-06,4.91,4.848,4.7856,4.4745,4.7904,UP,1
2012-08-07,5.026,4.928,4.8304,4.4876,4.7973,DOWN,0
2012-08-08,4.978,4.988,4.8908,4.4999,4.8045,DOWN,0
2012-08-09,4.944,4.986,4.9424,4.5126,4.8101,UP,1
2012-08-10,4.956,4.908,4.9628,4.5267,4.8134,DOWN,0
2012-08-13,4.878,4.946,4.9564,4.5426,4.817,DOWN,0
2012-08-14,4.774,4.898,4.906,4.5561,4.8192,UP,1
2012-08-15,4.882,4.83,4.8868,4.5707,4.8205,UP,1
2012-08-16,4.98,4.91,4.894,4.5837,4.8224,UP,1
2012-08-17,5.072,5.002,4.9172,4.5987,4.8252,DOWN,0
2012-08-20,5.042,5.072,4.95,4.6121,4.8274,UP,1
2012-08-21,5.074,5.056,5.01,4.6297,4.8278,UP,1
2012-08-22,5.152,5.096,5.064,4.6492,4.8289,DOWN,0
2012-08-23,5.138,5.152,5.0956,4.6672,4.8306,DOWN,0
2012-08-24,5.122,5.124,5.1056,4.685,4.832,UP,1
2012-08-27,5.258,5.13,5.1488,4.7016,4.835,UP,1
2012-08-28,5.284,5.226,5.1908,4.7185,4.8365,UP,1
2012-08-29,5.302,5.31,5.2208,4.7347,4.8384,DOWN,0
2012-08-30,5.212,5.298,5.2356,4.7484,4.8399,UP,1
2012-08-31,5.302,5.262,5.2716,4.7666,4.8407,UP,1
2012-09-04,5.322,5.306,5.2844,4.7828,4.8418,DOWN,0
2012-09-05,5.306,5.332,5.2888,4.8012,4.8438,UP,1
2012-09-06,5.48,5.332,5.3244,4.8228,4.8469,DOWN,0
2012-09-07,5.476,5.468,5.3772,4.8416,4.8506,DOWN,0
2012-09-10,5.465,5.476,5.4098,4.863,4.8543,DOWN,0
2012-09-11,5.44,5.46,5.4334,4.8789,4.8587,UP,1
2012-09-12,5.498,5.524,5.4718,4.8944,4.8634,UP,1
2012-09-13,5.524,5.488,5.4806,4.9081,4.8675,UP,1
2012-09-14,5.536,5.556,5.4926,4.9223,4.8721,DOWN,0
2012-09-17,5.47,5.566,5.4936,4.9445,4.8754,DOWN,0
2012-09-18,5.456,5.474,5.4968,4.9689,4.8787,UP,1
2012-09-19,5.508,5.448,5.4988,4.9941,4.8818,DOWN,0
2012-09-20,5.476,5.466,5.4892,5.0194,4.8836,DOWN,0
2012-09-21,5.4,5.484,5.462,5.0437,4.886,DOWN,0
2012-09-24,5.216,5.384,5.4112,5.0618,4.8885,DOWN,0
2012-09-25,5.1697,5.254,5.3539,5.0801,4.8909,DOWN,0
2012-09-26,5.004,4.8,5.2531,5.0951,4.8913,DOWN,0
2012-09-27,4.937,5.02,5.1453,5.1,4.8921,DOWN,0
2012-09-28,4.824,4.928,5.0301,5.1003,4.8929,DOWN,0
2012-10-01,4.68,4.802,4.9229,5.1,4.8941,DOWN,0
2012-10-02,4.652,4.696,4.8194,5.1018,4.8955,UP,1
2012-10-03,4.676,4.708,4.7538,5.1063,4.8967,UP,1
2012-10-04,4.79,4.666,4.7244,5.1126,4.8991,UP,1
2012-10-05,4.818,4.79,4.7232,5.1087,4.9018,DOWN,0
2012-10-08,4.762,4.786,4.7396,5.1022,4.9056,DOWN,0
2012-10-09,4.742,4.804,4.7576,5.0986,4.9087,DOWN,0
2012-10-10,4.731,4.726,4.7686,5.0972,4.9115,UP,1
2012-10-11,4.782,4.748,4.767,5.0993,4.9143,UP,1
2012-10-12,4.852,4.754,4.7738,5.1027,4.9172,UP,1
2012-10-15,4.95,4.86,4.8114,5.1046,4.9203,UP,1
2012-10-16,4.96,4.948,4.855,5.1056,4.9233,DOWN,0
2012-10-17,4.0281,4.134,4.7144,5.0856,4.9227,DOWN,0
2012-10-18,3.906,4.0,4.5392,5.0642,4.9221,UP,1
2012-10-19,3.944,3.942,4.3576,5.0442,4.9216,DOWN,0
2012-10-22,3.89,3.922,4.1456,5.0229,4.9206,UP,1
2012-10-23,3.91,3.828,3.9356,5.0035,4.92,DOWN,0
2012-10-24,3.85,3.93,3.9,4.985,4.9194,UP,1
2012-10-25,3.874,3.886,3.8936,4.9649,4.9181,UP,1
2012-10-26,3.908,3.882,3.8864,4.9434,4.9166,DOWN,0
2012-10-31,3.874,3.904,3.8832,4.9195,4.9151,UP,1
2012-11-01,4.05,3.9,3.9112,4.8996,4.9137,DOWN,0
2012-11-02,4.0039,4.07,3.942,4.8782,4.9116,DOWN,0
2012-11-05,3.926,3.978,3.9524,4.8537,4.9088,UP,1
2012-11-06,3.95,3.978,3.9608,4.8299,4.9058,DOWN,0
2012-11-07,3.826,3.92,3.9512,4.804,4.9025,DOWN,0
2012-11-08,3.776,3.822,3.8964,4.7744,4.8991,UP,1
2012-11-09,3.804,3.774,3.8564,4.7448,4.8952,DOWN,0
2012-11-12,3.674,3.814,3.806,4.7122,4.8907,DOWN,0
2012-11-13,3.562,3.664,3.7284,4.6792,4.8857,UP,1
2012-11-14,3.61,3.626,3.6852,4.6454,4.8813,DOWN,0
2012-11-15,3.562,3.634,3.6424,4.6102,4.8763,UP,1
2012-11-16,3.656,3.58,3.6128,4.5772,4.8695,UP,1
2012-11-19,3.72,3.716,3.622,4.542,4.8626,DOWN,0
2012-11-20,3.65,3.722,3.6396,4.5055,4.8554,UP,1
2012-11-21,3.74,3.668,3.6656,4.471,4.849,UP,1
2012-11-23,3.812,3.74,3.7156,4.4384,4.8432,UP,1
2012-11-26,3.846,3.8,3.7536,4.4054,4.8372,DOWN,0
2012-11-27,3.836,3.918,3.7768,4.3716,4.8301,UP,1
2012-11-28,3.904,3.9,3.8276,4.339,4.8241,UP,1
2012-11-29,3.974,3.936,3.8744,4.309,4.8176,UP,1
2012-11-30,3.996,3.992,3.9112,4.2798,4.8108,DOWN,0
2012-12-03,3.936,4.002,3.9292,4.2484,4.8047,UP,1
2012-12-04,3.986,3.948,3.9592,4.2186,4.7983,DOWN,0
2012-12-05,3.764,3.982,3.9312,4.1859,4.7912,UP,1
2012-12-06,3.82,3.75,3.9004,4.158,4.7841,UP,1
2012-12-07,3.94,3.822,3.8892,4.1334,4.7777,UP,1
2012-12-10,4.02,3.93,3.906,4.1137,4.7715,UP,1
2012-12-11,4.05,4.024,3.9188,4.0959,4.7648,DOWN,0
2012-12-12,4.038,4.072,3.9736,4.0802,4.7581,UP,1
2012-12-13,4.108,4.036,4.0312,4.0688,4.7512,UP,1
2012-12-14,4.2,4.178,4.0832,4.0597,4.7452,UP,1
2012-12-17,4.228,4.222,4.1248,4.0508,4.7385,UP,1
2012-12-18,4.268,4.25,4.1684,4.0403,4.7323,UP,1
2012-12-19,4.272,4.314,4.2152,4.0294,4.7274,DOWN,0
2012-12-20,4.26,4.272,4.2456,4.0194,4.723,DOWN,0
2012-12-21,4.232,4.204,4.252,4.0092,4.7181,DOWN,0
2012-12-24,4.224,4.212,4.2512,3.999,4.7129,DOWN,0
2012-12-26,4.16,4.21,4.2296,3.9866,4.7072,DOWN,0
2012-12-27,4.156,4.158,4.2064,3.9727,4.7007,UP,1
2012-12-28,4.186,4.142,4.1916,3.9574,4.6938,UP,1
2012-12-31,4.204,4.182,4.186,3.9423,4.6877,UP,1
2013-01-02,4.238,4.26,4.1888,3.9465,4.6814,DOWN,0
2013-01-03,3.866,4.216,4.13,3.9457,4.6736,DOWN,0
2013-01-04,3.862,3.86,4.0712,3.944,4.6655,DOWN,0
2013-01-07,3.812,3.86,3.9964,3.9425,4.6573,UP,1
2013-01-08,3.818,3.832,3.9192,3.9406,4.6492,UP,1
2013-01-09,3.836,3.888,3.8388,3.9404,4.6418,UP,1
2013-01-10,3.916,3.868,3.8488,3.9412,4.6344,DOWN,0
2013-01-11,3.868,3.936,3.85,3.9404,4.6261,UP,1
2013-01-14,3.888,3.824,3.8652,3.9407,4.6184,UP,1
2013-01-15,4.018,3.872,3.9052,3.94,4.6118,DOWN,0
2013-01-16,3.984,4.018,3.9348,3.9396,4.6044,DOWN,0
2013-01-17,3.96,4.008,3.9436,3.9403,4.5966,DOWN,0
2013-01-18,3.95,3.946,3.96,3.9403,4.5879,DOWN,0
2013-01-22,3.864,3.862,3.9552,3.9411,4.5788,UP,1
2013-01-23,3.942,3.874,3.94,3.9444,4.5703,UP,1
2013-01-24,3.99,3.936,3.9412,3.9481,4.5618,UP,1
2013-01-25,4.166,4.004,3.9824,3.958,4.5548,UP,1
2013-01-28,4.21,4.164,4.0344,3.9709,4.5486,DOWN,0
2013-01-29,3.942,4.042,4.05,3.9776,4.541,DOWN,0
2013-01-30,3.87,3.956,4.0356,3.9837,4.5326,UP,1
2013-01-31,4.718,4.656,4.1812,4.005,4.5287,UP,1
2013-02-01,4.719,4.73,4.2918,4.0249,4.5252,DOWN,0
2013-02-04,4.578,4.708,4.3654,4.0435,4.5206,UP,1
2013-02-05,4.6,4.578,4.497,4.0607,4.5159,UP,1
2013-02-06,4.682,4.574,4.6594,4.0781,4.5118,DOWN,0
2013-02-07,4.616,4.642,4.639,4.0935,4.5078,UP,1
2013-02-08,4.688,4.612,4.6328,4.1105,4.5048,DOWN,0
2013-02-11,4.622,4.678,4.6416,4.1249,4.5022,UP,1
2013-02-12,4.77,4.632,4.6756,4.1408,4.4996,DOWN,0
2013-02-13,4.662,4.792,4.6716,4.1541,4.4969,UP,1
2013-02-14,4.684,4.654,4.6852,4.1691,4.4941,UP,1
2013-02-15,4.702,4.698,4.688,4.1834,4.4915,UP,1
2013-02-19,4.708,4.68,4.7052,4.2023,4.4887,UP,1
2013-02-20,4.718,4.704,4.6948,4.2203,4.4859,DOWN,0
2013-02-21,4.632,4.696,4.6888,4.2341,4.483,UP,1
2013-02-22,4.802,4.722,4.7124,4.2497,4.4817,DOWN,0
2013-02-25,4.746,4.88,4.7212,4.2637,4.4802,UP,1
2013-02-26,4.938,4.782,4.7672,4.2817,4.48,UP,1
2013-02-27,4.958,4.926,4.8152,4.2987,4.4801,DOWN,0
2013-02-28,4.835,4.952,4.8558,4.3114,4.4803,DOWN,0
2013-03-01,4.83,4.818,4.8614,4.3234,4.4803,DOWN,0
2013-03-04,4.828,4.82,4.8778,4.3346,4.4807,UP,1
2013-03-05,4.908,4.838,4.8718,4.3473,4.4812,DOWN,0
2013-03-06,4.856,4.912,4.8514,4.3592,4.4812,DOWN,0
2013-03-07,4.79,4.866,4.8424,4.3704,4.4819,UP,1
2013-03-08,4.868,4.826,4.85,4.3833,4.4838,DOWN,0
2013-03-11,4.858,4.86,4.856,4.3972,4.485,UP,1
2013-03-12,4.89,4.842,4.8524,4.4119,4.4862,UP,1
2013-03-13,4.93,4.892,4.8672,4.4268,4.4877,UP,1
2013-03-14,5.0,4.92,4.9092,4.4427,4.4913,DOWN,0
2013-03-15,4.956,4.982,4.9268,4.4571,4.4942,DOWN,0
2013-03-18,4.838,4.902,4.9228,4.4765,4.4966,DOWN,0
2013-03-19,4.672,4.86,4.8792,4.4927,4.4984,UP,1
2013-03-20,4.7258,4.77,4.8384,4.511,4.5008,DOWN,0
2013-03-21,4.658,4.676,4.77,4.5278,4.5036,DOWN,0
2013-03-22,4.606,4.672,4.7,4.5432,4.5062,DOWN,0
2013-03-25,4.586,4.61,4.6496,4.5566,4.5083,UP,1
2013-03-26,4.598,4.62,4.6348,4.5712,4.5097,UP,1
2013-03-27,4.654,4.566,4.6204,4.5865,4.5113,UP,1
2013-03-28,4.736,4.634,4.636,4.6009,4.5132,DOWN,0
2013-04-01,4.596,4.702,4.634,4.6131,4.5152,DOWN,0
2013-04-02,4.59,4.618,4.6348,4.6257,4.5172,DOWN,0
2013-04-03,4.442,4.6,4.6036,4.6356,4.5183,UP,1
2013-04-04,4.462,4.446,4.5652,4.6475,4.5194,DOWN,0
2013-04-05,4.394,4.36,4.4968,4.6566,4.5192,DOWN,0
2013-04-08,4.346,4.41,4.4468,4.6637,4.5188,UP,1
2013-04-09,4.424,4.358,4.4136,4.6688,4.5184,DOWN,0
2013-04-10,4.37,4.466,4.3992,4.672,4.5176,DOWN,0
2013-04-11,3.798,3.514,4.2664,4.6692,4.5147,DOWN,0
2013-04-12,3.754,3.776,4.1384,4.6668,4.5109,DOWN,0
2013-04-15,3.614,3.73,3.992,4.6448,4.507,UP,1
2013-04-16,3.626,3.602,3.8324,4.6229,4.5032,DOWN,0
2013-04-17,3.614,3.634,3.6812,4.6036,4.4986,DOWN,0
2013-04-18,3.538,3.61,3.6292,4.5824,4.4943,DOWN,0
2013-04-19,3.506,3.548,3.5796,4.5589,4.4886,UP,1
2013-04-22,3.556,3.52,3.568,4.5377,4.4827,UP,1
2013-04-23,3.56,3.576,3.5548,4.5151,4.4763,DOWN,0
2013-04-24,3.506,3.536,3.5332,4.4928,4.4697,UP,1
2013-04-25,3.516,3.532,3.5288,4.4677,4.4655,DOWN,0
2013-04-26,3.472,3.502,3.522,4.4439,4.4617,UP,1
2013-04-29,3.57,3.5,3.5248,4.4216,4.4583,UP,1
2013-04-30,3.592,3.538,3.5312,4.3994,4.4552,DOWN,0
2013-05-01,3.568,3.618,3.5436,4.3766,4.4521,UP,1
2013-05-02,3.614,3.592,3.5632,4.3545,4.4486,UP,1
2013-05-03,3.616,3.624,3.592,4.3342,4.4454,UP,1
2013-05-06,3.636,3.61,3.6052,4.3109,4.4424,DOWN,0
2013-05-07,3.622,3.636,3.6112,4.2884,4.437,UP,1
2013-05-08,3.644,3.622,3.6264,4.2625,4.4312,DOWN,0
2013-05-09,3.62,3.634,3.6276,4.2358,4.4258,UP,1
2013-05-10,3.75,3.64,3.6544,4.2141,4.4217,DOWN,0
2013-05-13,3.616,3.728,3.6504,4.1898,4.4176,UP,1
2013-05-14,3.652,3.616,3.6564,4.1663,4.4134,DOWN,0
2013-05-15,3.638,3.64,3.6552,4.1409,4.4066,UP,1
2013-05-16,3.7,3.654,3.6712,4.1178,4.3997,UP,1
2013-05-17,3.792,3.73,3.6796,4.0978,4.394,UP,1
2013-05-20,3.854,3.808,3.7272,4.0775,4.3893,DOWN,0
2013-05-21,3.84,3.866,3.7648,4.0572,4.3851,DOWN,0
2013-05-22,3.742,3.842,3.7856,4.0342,4.3804,DOWN,0
2013-05-23,3.68,3.704,3.7816,4.0092,4.3745,DOWN,0
2013-05-24,3.662,3.666,3.7556,3.9824,4.3683,UP,1
2013-05-28,3.722,3.7,3.7292,3.9578,4.3617,UP,1
2013-05-29,3.786,3.708,3.7184,3.9367,4.3558,UP,1
2013-05-30,3.858,3.772,3.7416,3.9204,4.3503,DOWN,0
2013-05-31,3.852,3.806,3.776,3.903,4.3448,DOWN,0
2013-06-03,3.7,3.86,3.7836,3.8838,4.3389,DOWN,0
2013-06-04,3.642,3.678,3.7676,3.8645,4.3333,DOWN,0
2013-06-05,3.614,3.664,3.7332,3.8451,4.3269,UP,1
2013-06-06,3.688,3.636,3.6992,3.8269,4.3205,UP,1
2013-06-07,3.73,3.7,3.6748,3.8084,4.3138,DOWN,0
2013-06-10,3.726,3.758,3.68,3.7882,4.3072,DOWN,0
2013-06-11,3.66,3.686,3.6836,3.7695,4.3001,DOWN,0
2013-06-12,3.632,3.678,3.6872,3.7503,4.2925,DOWN,0
2013-06-13,3.614,3.622,3.6724,3.7338,4.2849,DOWN,0
2013-06-14,3.548,3.602,3.636,3.7155,4.277,UP,1
2013-06-17,3.6,3.564,3.6108,3.6996,4.2687,UP,1
2013-06-18,3.604,3.608,3.5996,3.6848,4.2603,DOWN,0
2013-06-19,3.55,3.6,3.5832,3.6673,4.2516,DOWN,0
2013-06-20,3.532,3.534,3.5668,3.6505,4.2432,DOWN,0
2013-06-21,3.468,3.548,3.5508,3.6439,4.234,DOWN,0
2013-06-24,3.306,3.43,3.492,3.635,4.2239,UP,1
2013-06-25,3.346,3.324,3.4404,3.6296,4.2141,UP,1
2013-06-26,3.418,3.384,3.414,3.6254,4.2038,UP,1
2013-06-27,3.462,3.436,3.4,3.6224,4.1937,UP,1
2013-06-28,3.5,3.46,3.4064,3.6216,4.1839,DOWN,0
2013-07-01,3.456,3.502,3.4364,3.6206,4.174,UP,1
2013-07-02,3.468,3.446,3.4608,3.6189,4.1638,UP,1
2013-07-03,3.596,3.498,3.4964,3.6196,4.1542,UP,1
2013-07-05,3.648,3.62,3.5336,3.6224,4.1448,UP,1
2013-07-08,3.672,3.66,3.568,3.6256,4.1358,UP,1
2013-07-09,3.738,3.68,3.6244,3.6309,4.1272,UP,1
2013-07-10,3.932,3.86,3.7172,3.6381,4.1193,UP,1
2013-07-11,3.984,3.96,3.7948,3.646,4.1118,UP,1
2013-07-12,4.006,3.99,3.8664,3.6547,4.1049,DOWN,0
2013-07-15,4.0,4.002,3.932,3.6624,4.0988,DOWN,0
2013-07-16,3.988,4.0,3.982,3.6699,4.0929,UP,1
2013-07-17,4.084,4.0,4.0124,3.6788,4.0883,UP,1
2013-07-18,4.086,4.1,4.0328,3.6881,4.084,UP,1
2013-07-19,4.09,4.058,4.0496,3.697,4.0804,DOWN,0
2013-07-22,4.088,4.116,4.0672,3.7064,4.0774,UP,1
2013-07-23,4.286,4.4,4.1268,3.7171,4.0756,DOWN,0
2013-07-24,4.27,4.334,4.164,3.7302,4.0735,DOWN,0
2013-07-25,4.196,4.284,4.186,3.7411,4.0706,DOWN,0
2013-07-26,4.146,4.17,4.1972,3.7512,4.0672,DOWN,0
2013-07-29,4.074,4.104,4.1944,3.7587,4.0638,DOWN,0
2013-07-30,4.034,4.108,4.144,3.7636,4.0602,UP,1
2013-07-31,4.25,4.26,4.14,3.7715,4.0578,UP,1
2013-08-01,4.268,4.3,4.1544,3.78,4.0553,DOWN,0
