ticker,MCHP US Equity,MCHP US Equity,MCHP US Equity,MCHP US Equity,MCHP US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-11-24,16.795,16.445,12.4245,16.324,14.5705,UP,1
2003-11-25,17.17,16.875,12.4504,16.564,14.6329,DOWN,0
2003-11-26,17.13,17.345,12.4773,16.71,14.7039,UP,1
2003-11-28,17.24,17.08,12.505,16.91,14.7777,UP,1
2003-12-01,17.54,17.36,12.5323,17.175,14.8583,UP,1
2003-12-02,18.015,17.495,12.5594,17.419,14.9589,DOWN,0
2003-12-03,17.83,18.12,12.5863,17.551,15.0529,DOWN,0
2003-12-04,17.25,17.7,12.6092,17.575,15.1455,DOWN,0
2003-12-05,16.22,16.99,12.6281,17.371,15.222,DOWN,0
2003-12-08,16.105,16.25,12.6464,17.084,15.2993,DOWN,0
2003-12-09,15.405,16.27,12.6617,16.562,15.3595,UP,1
2003-12-10,15.865,15.0,12.6814,16.169,15.4372,UP,1
2003-12-11,16.03,15.825,12.6995,15.925,15.5122,UP,1
2003-12-12,16.325,16.055,12.7175,15.946,15.5905,DOWN,0
2003-12-15,15.905,16.8,12.7364,15.906,15.652,DOWN,0
2003-12-16,15.61,15.91,12.7559,15.947,15.7073,DOWN,0
2003-12-17,15.455,15.495,12.7734,15.865,15.7531,UP,1
2003-12-18,16.3,15.795,12.7962,15.919,15.8189,UP,1
2003-12-19,16.45,16.11,12.8223,15.944,15.8865,DOWN,0
2003-12-22,16.33,16.35,12.8488,16.029,15.9445,UP,1
2003-12-23,16.37,16.345,12.8757,16.181,15.9984,DOWN,0
2003-12-24,15.625,16.31,12.8986,16.215,16.0341,UP,1
2003-12-26,16.15,16.28,12.9201,16.185,16.0872,UP,1
2003-12-29,16.76,16.345,12.9496,16.247,16.1507,DOWN,0
2003-12-30,16.755,16.825,12.9757,16.332,16.2156,DOWN,0
2003-12-31,16.685,16.695,12.9998,16.395,16.279,UP,1
2004-01-02,16.81,16.945,13.0301,16.632,16.3327,UP,1
2004-01-05,17.075,16.975,13.0613,16.817,16.3985,DOWN,0
2004-01-06,16.77,17.06,13.0894,16.819,16.4584,UP,1
2004-01-07,17.01,16.8953,13.1202,16.87,16.5247,UP,1
2004-01-08,17.325,17.305,13.1506,16.998,16.5892,DOWN,0
2004-01-09,17.175,17.14,13.1793,17.071,16.6155,UP,1
2004-01-12,17.335,17.255,13.2131,17.123,16.6358,DOWN,0
2004-01-13,16.415,17.365,13.2418,17.052,16.6404,UP,1
2004-01-14,16.605,16.42,13.2751,16.971,16.6446,UP,1
2004-01-15,16.71,16.57,13.3081,16.848,16.6409,UP,1
2004-01-16,16.935,16.845,13.3395,16.8,16.6412,DOWN,0
2004-01-20,16.59,16.93,13.3681,16.651,16.6324,DOWN,0
2004-01-21,15.905,16.47,13.3957,16.549,16.6026,UP,1
2004-01-22,16.0,16.075,13.4244,16.428,16.5784,DOWN,0
2004-01-23,15.235,15.75,13.4539,16.133,16.5526,DOWN,0
2004-01-26,14.85,15.355,13.4819,15.716,16.52,DOWN,0
2004-01-27,14.325,14.77,13.507,15.263,16.4582,DOWN,0
2004-01-28,14.31,14.545,13.5332,14.944,16.4034,UP,1
2004-01-29,14.32,14.39,13.5582,14.608,16.3632,UP,1
2004-01-30,14.35,14.305,13.5846,14.431,16.3238,DOWN,0
2004-02-02,14.155,14.47,13.6091,14.292,16.2875,UP,1
2004-02-03,14.45,14.12,13.6326,14.317,16.2485,DOWN,0
2004-02-04,14.17,14.3225,13.6537,14.289,16.2071,UP,1
2004-02-05,14.5,14.175,13.6768,14.325,16.1728,UP,1
2004-02-06,15.08,14.635,13.7028,14.471,16.1385,DOWN,0
2004-02-09,14.825,15.075,13.7233,14.605,16.0916,UP,1
2004-02-10,15.045,14.775,13.7485,14.724,16.0499,UP,1
2004-02-11,15.205,15.04,13.7734,14.931,16.0092,DOWN,0
2004-02-12,15.195,15.25,13.7966,15.07,15.9623,DOWN,0
2004-02-13,15.16,15.2,13.8204,15.086,15.9052,UP,1
2004-02-17,15.305,15.23,13.8447,15.182,15.8547,DOWN,0
2004-02-18,15.29,15.175,13.8663,15.231,15.8155,DOWN,0
2004-02-19,15.035,15.69,13.8864,15.197,15.7918,DOWN,0
2004-02-20,14.78,14.945,13.9045,15.114,15.7653,DOWN,0
2004-02-23,14.13,14.75,13.9223,14.908,15.7398,UP,1
2004-02-24,14.39,14.165,13.9421,14.725,15.7103,DOWN,0
2004-02-25,14.32,14.465,13.9623,14.531,15.6761,UP,1
2004-02-26,14.47,14.37,13.9835,14.418,15.639,DOWN,0
2004-02-27,14.385,14.445,14.0057,14.339,15.6086,UP,1
2004-03-01,15.075,14.31,14.0306,14.528,15.5979,DOWN,0
2004-03-02,14.58,14.72,14.053,14.566,15.5804,DOWN,0
2004-03-03,14.07,14.415,14.0736,14.516,15.5358,UP,1
2004-03-04,14.27,14.125,14.0961,14.476,15.4922,UP,1
2004-03-05,14.33,13.99,14.1189,14.465,15.4522,DOWN,0
2004-03-08,13.56,14.36,14.1386,14.162,15.396,UP,1
2004-03-09,13.625,13.56,14.158,13.971,15.356,DOWN,0
2004-03-10,13.51,13.5,14.1753,13.859,15.3032,DOWN,0
2004-03-11,13.305,13.42,14.1884,13.666,15.2341,UP,1
2004-03-12,13.785,13.35,14.2037,13.557,15.1747,DOWN,0
2004-03-15,13.275,13.62,14.2143,13.5,15.1065,DOWN,0
2004-03-16,12.98,13.5,14.2214,13.371,15.0299,DOWN,0
2004-03-17,12.955,13.0975,14.2306,13.26,14.9475,UP,1
2004-03-18,13.45,13.225,14.2413,13.289,14.8811,DOWN,0
2004-03-19,13.19,13.475,14.2486,13.17,14.8047,DOWN,0
2004-03-22,12.895,12.99,14.2554,13.094,14.7161,DOWN,0
2004-03-23,12.645,13.075,14.2616,13.027,14.6255,UP,1
2004-03-24,13.08,12.7,14.2712,13.052,14.5404,UP,1
2004-03-25,13.44,13.265,14.2826,13.05,14.4809,DOWN,0
2004-03-26,13.245,13.6,14.2908,13.061,14.4137,UP,1
2004-03-29,13.355,13.34,14.3001,13.153,14.3466,DOWN,0
2004-03-30,13.22,13.39,14.3109,13.268,14.2723,DOWN,0
2004-03-31,13.21,13.225,14.3211,13.294,14.2047,UP,1
2004-04-01,13.525,13.305,14.3336,13.311,14.1571,UP,1
2004-04-02,13.935,13.755,14.347,13.449,14.1158,UP,1
2004-04-05,14.3,13.905,14.36,13.638,14.0971,DOWN,0
2004-04-06,14.06,13.975,14.3712,13.806,14.0813,DOWN,0
2004-04-07,13.98,14.025,14.382,13.96,14.0744,DOWN,0
2004-04-08,13.82,14.29,14.3927,14.019,14.0646,DOWN,0
2004-04-12,13.745,13.81,14.4018,13.981,14.0531,DOWN,0
2004-04-13,13.43,13.78,14.4072,13.807,14.0347,UP,1
2004-04-14,13.51,13.345,14.4126,13.697,14.0218,DOWN,0
2004-04-15,13.5,14.05,14.4182,13.601,14.0028,DOWN,0
2004-04-16,13.4,13.44,14.4225,13.517,13.9874,UP,1
2004-04-19,13.81,13.35,14.4275,13.53,13.9736,DOWN,0
2004-04-20,13.405,13.785,14.4301,13.525,13.9401,UP,1
2004-04-21,13.875,13.56,14.4326,13.598,13.9211,UP,1
2004-04-22,14.165,13.79,14.4362,13.731,13.9035,UP,1
2004-04-23,16.315,15.21,14.4507,14.314,13.9257,DOWN,0
2004-04-26,15.63,16.0018,14.463,14.678,13.9344,DOWN,0
2004-04-27,15.22,15.675,14.4731,15.041,13.9356,DOWN,0
2004-04-28,14.735,15.135,14.4789,15.213,13.9242,DOWN,0
2004-04-29,14.45,14.805,14.4852,15.27,13.9074,DOWN,0
2004-04-30,14.02,14.46,14.4893,14.811,13.8871,DOWN,0
2004-05-03,13.935,14.175,14.4971,14.472,13.8702,UP,1
2004-05-04,14.475,13.94,14.5083,14.323,13.8771,UP,1
2004-05-05,15.15,14.495,14.5231,14.406,13.8923,UP,1
2004-05-06,15.22,14.91,14.5365,14.56,13.9103,UP,1
2004-05-07,15.335,15.2,14.5514,14.823,13.9276,DOWN,0
2004-05-10,15.09,15.165,14.5664,15.054,13.9417,UP,1
2004-05-11,15.185,15.205,14.5799,15.196,13.9439,DOWN,0
2004-05-12,14.87,15.05,14.5919,15.14,13.9497,DOWN,0
2004-05-13,14.605,14.775,14.6019,15.017,13.9604,DOWN,0
2004-05-14,14.335,14.555,14.6113,14.817,13.9617,DOWN,0
2004-05-17,14.23,14.13,14.6164,14.645,13.9597,UP,1
2004-05-18,14.58,14.455,14.6238,14.524,13.9801,UP,1
2004-05-19,15.075,14.805,14.6335,14.565,14.0091,DOWN,0
2004-05-20,14.815,15.175,14.6439,14.607,14.0352,UP,1
