ticker,ROL US Equity,ROL US Equity,ROL US Equity,ROL US Equity,ROL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-12-05,2.6522,2.6812,2.5714,2.6883,2.6016,UP,1
2005-12-06,2.6653,2.6667,2.5741,2.678,2.6032,UP,1
2005-12-07,2.6667,2.6469,2.5769,2.6754,2.6053,UP,1
2005-12-08,2.6785,2.6733,2.5795,2.6677,2.6075,UP,1
2005-12-09,2.693,2.6733,2.5819,2.6711,2.6098,DOWN,0
2005-12-12,2.6798,2.7075,2.5841,2.6767,2.6119,UP,1
2005-12-13,2.6996,2.6759,2.5862,2.6835,2.614,UP,1
2005-12-14,2.7167,2.6996,2.5883,2.6935,2.617,DOWN,0
2005-12-15,2.6469,2.7101,2.59,2.6872,2.6196,UP,1
2005-12-16,2.6917,2.6456,2.5918,2.6869,2.6217,DOWN,0
2005-12-19,2.6193,2.6153,2.5934,2.6748,2.6224,UP,1
2005-12-20,2.6561,2.6166,2.5953,2.6661,2.6239,UP,1
2005-12-21,2.6877,2.6667,2.5974,2.6603,2.6264,DOWN,0
2005-12-22,2.664,2.6838,2.5994,2.6638,2.6286,DOWN,0
2005-12-23,2.6298,2.6601,2.6011,2.6514,2.6295,DOWN,0
2005-12-27,2.5942,2.6337,2.6026,2.6464,2.6296,UP,1
2005-12-28,2.6324,2.6074,2.6046,2.6416,2.6303,DOWN,0
2005-12-29,2.5745,2.6272,2.6063,2.619,2.6305,UP,1
2005-12-30,2.5956,2.5692,2.6079,2.6053,2.629,UP,1
2006-01-03,2.6719,2.6206,2.6098,2.6137,2.6305,UP,1
2006-01-04,2.7246,2.6719,2.6116,2.6398,2.633,DOWN,0
2006-01-05,2.693,2.7286,2.6134,2.6519,2.6341,UP,1
2006-01-06,2.7286,2.7193,2.6149,2.6827,2.6367,UP,1
2006-01-09,2.7826,2.7391,2.6166,2.7201,2.6411,UP,1
2006-01-10,2.7997,2.7773,2.6186,2.7457,2.6473,UP,1
2006-01-11,2.8221,2.7944,2.6206,2.7652,2.6545,DOWN,0
2006-01-12,2.7786,2.8247,2.6223,2.7823,2.66,DOWN,0
2006-01-13,2.7681,2.7747,2.6239,2.7902,2.6661,DOWN,0
2006-01-17,2.7667,2.7457,2.6255,2.787,2.6705,UP,1
2006-01-18,2.7681,2.7575,2.627,2.7807,2.6751,UP,1
2006-01-19,2.7826,2.776,2.6283,2.7728,2.6796,DOWN,0
2006-01-20,2.7062,2.7826,2.6288,2.7583,2.6822,UP,1
2006-01-23,2.7207,2.7075,2.6293,2.7488,2.6851,UP,1
2006-01-24,2.7878,2.7193,2.6304,2.7531,2.6897,DOWN,0
2006-01-25,2.7325,2.7786,2.6315,2.7459,2.6914,UP,1
2006-01-26,2.8326,2.7417,2.6328,2.756,2.6955,DOWN,0
2006-01-27,2.8115,2.8313,2.6343,2.777,2.6996,DOWN,0
2006-01-30,2.8063,2.8057,2.6361,2.7941,2.7035,UP,1
2006-01-31,2.83,2.7826,2.6381,2.8026,2.7081,UP,1
2006-02-01,2.8537,2.8269,2.6403,2.8268,2.7124,DOWN,0
2006-02-02,2.8247,2.8379,2.6422,2.8252,2.7154,UP,1
2006-02-03,2.8273,2.8049,2.6444,2.8284,2.7179,DOWN,0
2006-02-06,2.8181,2.8181,2.646,2.8307,2.7199,DOWN,0
2006-02-07,2.7233,2.8049,2.6477,2.8094,2.7203,UP,1
2006-02-08,2.7628,2.7207,2.6493,2.7912,2.7212,DOWN,0
2006-02-09,2.722,2.7588,2.6509,2.7707,2.7216,UP,1
2006-02-10,2.7891,2.7128,2.6518,2.7631,2.723,DOWN,0
2006-02-13,2.7062,2.7865,2.6527,2.7407,2.7236,UP,1
2006-02-14,2.7246,2.7062,2.6533,2.7409,2.7237,UP,1
2006-02-15,2.7773,2.7193,2.6539,2.7438,2.7257,UP,1
2006-02-16,2.8036,2.7852,2.6549,2.7602,2.7288,DOWN,0
2006-02-17,2.7602,2.8089,2.6558,2.7544,2.7307,DOWN,0
2006-02-21,2.6627,2.7536,2.656,2.7457,2.7306,UP,1
2006-02-22,2.6943,2.6614,2.6563,2.7396,2.7309,DOWN,0
2006-02-23,2.6061,2.6798,2.6559,2.7054,2.7292,DOWN,0
2006-02-24,2.5653,2.6008,2.6554,2.6577,2.7269,UP,1
2006-02-27,2.6179,2.5653,2.6553,2.6293,2.7252,DOWN,0
2006-02-28,2.5508,2.6008,2.6549,2.6069,2.7219,UP,1
2006-03-01,2.6074,2.56,2.6551,2.5895,2.7211,DOWN,0
2006-03-02,2.5495,2.5942,2.6546,2.5782,2.7183,DOWN,0
2006-03-03,2.5468,2.5284,2.6542,2.5745,2.7168,DOWN,0
2006-03-06,2.5416,2.5416,2.6538,2.5592,2.7145,DOWN,0
2006-03-07,2.535,2.5218,2.6531,2.556,2.7115,DOWN,0
2006-03-08,2.531,2.5337,2.6526,2.5408,2.7088,UP,1
2006-03-09,2.5337,2.531,2.6518,2.5376,2.7069,UP,1
2006-03-10,2.5376,2.531,2.6511,2.5358,2.7058,UP,1
2006-03-13,2.5705,2.5402,2.6509,2.5416,2.7045,UP,1
2006-03-14,2.585,2.5666,2.6506,2.5516,2.7048,DOWN,0
2006-03-15,2.5837,2.5811,2.6501,2.5621,2.7045,UP,1
2006-03-16,2.6008,2.5745,2.6497,2.5755,2.7031,DOWN,0
2006-03-17,2.5995,2.6074,2.6491,2.5879,2.7006,DOWN,0
2006-03-20,2.5798,2.6008,2.6485,2.5898,2.6983,DOWN,0
2006-03-21,2.5771,2.5811,2.6481,2.5882,2.6953,UP,1
2006-03-22,2.5956,2.5745,2.6476,2.5906,2.6916,DOWN,0
2006-03-23,2.5574,2.5929,2.6469,2.5819,2.6867,UP,1
2006-03-24,2.6074,2.5613,2.6468,2.5834,2.6824,DOWN,0
2006-03-27,2.5771,2.6074,2.6463,2.5829,2.6784,UP,1
2006-03-28,2.5877,2.5811,2.6461,2.585,2.6748,UP,1
2006-03-29,2.61,2.6535,2.6461,2.5879,2.6716,UP,1
2006-03-30,2.6469,2.6193,2.6464,2.6058,2.6692,UP,1
2006-03-31,2.6653,2.6403,2.6467,2.6174,2.6669,DOWN,0
2006-04-03,2.6653,2.6733,2.6466,2.6351,2.6661,UP,1
2006-04-04,2.6825,2.6851,2.647,2.654,2.6653,UP,1
2006-04-05,2.7009,2.6785,2.6478,2.6722,2.6636,UP,1
2006-04-06,2.7022,2.6891,2.6487,2.6833,2.663,DOWN,0
2006-04-07,2.6956,2.7009,2.6496,2.6893,2.6602,UP,1
2006-04-10,2.7049,2.6996,2.6507,2.6972,2.6581,DOWN,0
2006-04-11,2.6891,2.7049,2.6513,2.6985,2.6557,UP,1
2006-04-12,2.7075,2.6482,2.6521,2.6999,2.6533,DOWN,0
2006-04-13,2.6996,2.6956,2.6526,2.6993,2.6502,DOWN,0
2006-04-17,2.6996,2.6996,2.6529,2.7001,2.6477,UP,1
2006-04-18,2.7707,2.6996,2.6536,2.7133,2.6466,DOWN,0
2006-04-19,2.7694,2.772,2.6542,2.7293,2.6456,DOWN,0
2006-04-20,2.7681,2.7694,2.6544,2.7415,2.6465,UP,1
2006-04-21,2.7786,2.7786,2.6547,2.7573,2.6468,DOWN,0
2006-04-24,2.7378,2.7681,2.6548,2.7649,2.6471,UP,1
2006-04-25,2.7417,2.7378,2.655,2.7591,2.6462,DOWN,0
2006-04-26,2.693,2.7391,2.6547,2.7438,2.6459,DOWN,0
2006-04-27,2.6627,2.6667,2.6542,2.7228,2.6447,UP,1
2006-04-28,2.6667,2.5969,2.6537,2.7004,2.6425,DOWN,0
2006-05-01,2.6087,2.6706,2.6531,2.6746,2.6386,DOWN,0
2006-05-02,2.5798,2.6074,2.6522,2.6422,2.635,DOWN,0
2006-05-03,2.5745,2.5679,2.6515,2.6185,2.6332,UP,1
2006-05-04,2.6337,2.5719,2.6505,2.6127,2.632,UP,1
2006-05-05,2.639,2.6351,2.6497,2.6071,2.6326,UP,1
2006-05-08,2.6456,2.6258,2.6488,2.6145,2.6342,DOWN,0
2006-05-09,2.6403,2.643,2.6477,2.6266,2.6347,UP,1
2006-05-10,2.6416,2.6364,2.647,2.6401,2.6365,DOWN,0
2006-05-11,2.6087,2.6403,2.6461,2.6351,2.6365,DOWN,0
2006-05-12,2.564,2.5429,2.6448,2.62,2.6368,UP,1
2006-05-15,2.5758,2.5547,2.6432,2.6061,2.6374,DOWN,0
2006-05-16,2.56,2.5679,2.6422,2.59,2.6378,DOWN,0
2006-05-17,2.5126,2.5416,2.6411,2.5642,2.6373,UP,1
2006-05-18,2.5205,2.5218,2.6398,2.5466,2.6371,UP,1
2006-05-19,2.5376,2.5152,2.6389,2.5413,2.6372,DOWN,0
2006-05-22,2.5139,2.5192,2.6382,2.5289,2.6367,DOWN,0
2006-05-23,2.4968,2.535,2.6377,2.5163,2.6352,UP,1
2006-05-24,2.5258,2.4942,2.6373,2.5189,2.6341,UP,1
2006-05-25,2.5495,2.5481,2.637,2.5247,2.6334,DOWN,0
2006-05-26,2.535,2.5613,2.6368,2.5242,2.6321,DOWN,0
2006-05-30,2.5192,2.535,2.6363,2.5252,2.6305,UP,1
2006-05-31,2.5942,2.5271,2.6361,2.5447,2.6307,UP,1
2006-06-01,2.6153,2.6035,2.6363,2.5626,2.6315,DOWN,0
2006-06-02,2.6048,2.6337,2.6366,2.5737,2.6317,DOWN,0
2006-06-05,2.5455,2.5942,2.6365,2.5758,2.6315,UP,1
2006-06-06,2.5613,2.5521,2.6366,2.5842,2.6305,DOWN,0
2006-06-07,2.5468,2.5719,2.6365,2.5747,2.6299,UP,1
2006-06-08,2.5824,2.5363,2.6364,2.5682,2.6298,DOWN,0
2006-06-09,2.5534,2.6008,2.6363,2.5579,2.6287,DOWN,0
2006-06-12,2.5363,2.5587,2.636,2.556,2.6265,UP,1
2006-06-13,2.5758,2.5297,2.6358,2.5589,2.6247,UP,1
2006-06-14,2.589,2.5811,2.6357,2.5674,2.6232,UP,1
2006-06-15,2.6166,2.6087,2.6357,2.5742,2.6218,DOWN,0
2006-06-16,2.5653,2.6127,2.6357,2.5766,2.6191,DOWN,0
2006-06-19,2.5337,2.5719,2.6354,2.5761,2.6158,UP,1
2006-06-20,2.5442,2.5284,2.6352,2.5697,2.6127,UP,1
2006-06-21,2.556,2.5442,2.6352,2.5632,2.6098,UP,1
2006-06-22,2.5626,2.5481,2.6348,2.5524,2.6072,UP,1
2006-06-23,2.5719,2.5521,2.6347,2.5537,2.6045,UP,1
2006-06-26,2.614,2.5863,2.635,2.5697,2.6028,DOWN,0
2006-06-27,2.5877,2.6206,2.6352,2.5784,2.6006,DOWN,0
2006-06-28,2.5732,2.5929,2.6352,2.5819,2.5966,UP,1
2006-06-29,2.6179,2.5916,2.6356,2.5929,2.5936,DOWN,0
2006-06-30,2.5863,2.6272,2.6361,2.5958,2.5899,UP,1
2006-07-03,2.6311,2.5811,2.6365,2.5992,2.587,DOWN,0
2006-07-05,2.5692,2.6298,2.6359,2.5956,2.5836,UP,1
2006-07-06,2.5745,2.5745,2.6355,2.5958,2.5803,DOWN,0
2006-07-07,2.5613,2.5613,2.6355,2.5845,2.5776,UP,1
2006-07-10,2.5692,2.5613,2.6355,2.5811,2.5758,UP,1
2006-07-11,2.6179,2.5587,2.6357,2.5784,2.5748,DOWN,0
2006-07-12,2.5495,2.6061,2.6356,2.5745,2.5736,DOWN,0
2006-07-13,2.5363,2.5363,2.6354,2.5668,2.5727,UP,1
2006-07-14,2.5376,2.535,2.6353,2.5621,2.572,DOWN,0
2006-07-17,2.5284,2.5376,2.6351,2.5539,2.5699,UP,1
2006-07-18,2.5481,2.5429,2.6349,2.54,2.5681,UP,1
2006-07-19,2.6324,2.5455,2.6352,2.5566,2.5678,DOWN,0
2006-07-20,2.5455,2.643,2.635,2.5584,2.5659,DOWN,0
2006-07-21,2.5363,2.535,2.6348,2.5582,2.5638,UP,1
2006-07-24,2.6509,2.5547,2.6355,2.5827,2.5647,DOWN,0
2006-07-25,2.6219,2.6535,2.6357,2.5974,2.5658,UP,1
2006-07-26,2.8089,2.6219,2.6368,2.6327,2.5705,DOWN,0
2006-07-27,2.7049,2.8247,2.6374,2.6646,2.5734,UP,1
2006-07-28,2.7957,2.7193,2.6386,2.7164,2.579,DOWN,0
2006-07-31,2.7826,2.776,2.6397,2.7428,2.5843,DOWN,0
2006-08-01,2.7799,2.7681,2.6407,2.7744,2.5891,DOWN,0
2006-08-02,2.7773,2.7918,2.6416,2.7681,2.5944,UP,1
2006-08-03,2.8576,2.7654,2.6429,2.7986,2.6016,DOWN,0
2006-08-04,2.7891,2.884,2.6441,2.7973,2.6069,UP,1
2006-08-07,2.8313,2.7852,2.6449,2.807,2.6125,DOWN,0
2006-08-08,2.7839,2.8379,2.6458,2.8078,2.6175,DOWN,0
2006-08-09,2.776,2.7944,2.6467,2.8076,2.6226,UP,1
2006-08-10,2.8326,2.7654,2.6476,2.8026,2.6274,DOWN,0
2006-08-11,2.8049,2.8247,2.6487,2.8057,2.6312,DOWN,0
2006-08-14,2.8036,2.8247,2.6499,2.8002,2.6352,UP,1
2006-08-15,2.8471,2.8392,2.6517,2.8128,2.6412,UP,1
2006-08-16,2.8919,2.8576,2.6538,2.836,2.6478,UP,1
2006-08-17,2.8958,2.8708,2.6558,2.8487,2.6548,DOWN,0
2006-08-18,2.8892,2.8971,2.6579,2.8655,2.6609,DOWN,0
2006-08-21,2.8418,2.8708,2.6594,2.8732,2.6667,DOWN,0
2006-08-22,2.8286,2.8247,2.6608,2.8695,2.6725,DOWN,0
2006-08-23,2.7549,2.8339,2.6618,2.8421,2.6761,UP,1
2006-08-24,2.7654,2.7615,2.6628,2.816,2.6797,DOWN,0
2006-08-25,2.7523,2.7523,2.6637,2.7886,2.6824,UP,1
2006-08-28,2.7562,2.743,2.6646,2.7715,2.6862,UP,1
2006-08-29,2.7852,2.7654,2.6653,2.7628,2.6912,UP,1
2006-08-30,2.8076,2.7984,2.6662,2.7733,2.6965,DOWN,0
2006-08-31,2.797,2.8181,2.6672,2.7797,2.7013,UP,1
2006-09-01,2.801,2.8049,2.6681,2.7894,2.7061,DOWN,0
2006-09-05,2.7931,2.8049,2.6691,2.7968,2.7105,DOWN,0
2006-09-06,2.747,2.772,2.6696,2.7891,2.7132,DOWN,0
2006-09-07,2.7167,2.7391,2.6698,2.771,2.7157,DOWN,0
2006-09-08,2.7154,2.7259,2.6699,2.7546,2.7186,UP,1
2006-09-11,2.7193,2.7062,2.6699,2.7383,2.7206,UP,1
2006-09-12,2.7773,2.7259,2.6703,2.7351,2.7244,DOWN,0
2006-09-13,2.7773,2.7852,2.6706,2.7412,2.7273,DOWN,0
2006-09-14,2.7575,2.776,2.6709,2.7494,2.7311,UP,1
2006-09-15,2.7628,2.7588,2.6711,2.7588,2.7349,DOWN,0
2006-09-18,2.7391,2.7523,2.6714,2.7628,2.7384,DOWN,0
2006-09-19,2.7351,2.7351,2.6715,2.7544,2.7418,UP,1
2006-09-20,2.7615,2.747,2.6719,2.7512,2.7446,DOWN,0
2006-09-21,2.7457,2.772,2.6724,2.7488,2.7485,DOWN,0
2006-09-22,2.7338,2.7391,2.6727,2.743,2.7525,UP,1
2006-09-25,2.7654,2.7338,2.6732,2.7483,2.7571,UP,1
2006-09-26,2.8089,2.7654,2.6739,2.7631,2.7627,UP,1
2006-09-27,2.8155,2.8049,2.6745,2.7739,2.768,UP,1
2006-09-28,2.8168,2.8155,2.6752,2.7881,2.7717,DOWN,0
2006-09-29,2.7799,2.8221,2.6756,2.7973,2.7764,DOWN,0
2006-10-02,2.7602,2.7747,2.6758,2.7962,2.7809,UP,1
2006-10-03,2.7681,2.7588,2.6764,2.7881,2.7832,UP,1
2006-10-04,2.8563,2.7628,2.6772,2.7962,2.7879,UP,1
2006-10-05,2.88,2.8431,2.6785,2.8089,2.7893,DOWN,0
2006-10-06,2.8787,2.8708,2.6796,2.8286,2.7928,DOWN,0
2006-10-09,2.8747,2.8668,2.6806,2.8516,2.7944,UP,1
2006-10-10,2.8919,2.884,2.6817,2.8763,2.7966,DOWN,0
2006-10-11,2.8589,2.88,2.6828,2.8768,2.7981,UP,1
2006-10-12,2.9037,2.8774,2.6844,2.8816,2.8007,UP,1
2006-10-13,2.9195,2.9063,2.6858,2.8897,2.8019,UP,1
2006-10-16,2.9511,2.9103,2.6877,2.905,2.8051,DOWN,0
2006-10-17,2.9406,2.9314,2.6894,2.9148,2.8073,UP,1
2006-10-18,2.9419,2.9498,2.6908,2.9314,2.8105,UP,1
2006-10-19,2.9485,2.9366,2.6919,2.9403,2.8139,DOWN,0
2006-10-20,2.9406,2.9564,2.6931,2.9445,2.8161,DOWN,0
2006-10-23,2.9287,2.9406,2.6941,2.94,2.8186,DOWN,0
2006-10-24,2.8695,2.9169,2.6946,2.9258,2.8199,DOWN,0
2006-10-25,2.8049,2.8365,2.6946,2.8984,2.8191,UP,1
2006-10-26,2.8247,2.8155,2.6946,2.8737,2.8177,UP,1
2006-10-27,2.8379,2.8155,2.6949,2.8531,2.8166,UP,1
2006-10-30,2.8681,2.8247,2.6954,2.841,2.8161,DOWN,0
2006-10-31,2.8497,2.8721,2.6958,2.8371,2.8163,DOWN,0
2006-11-01,2.7707,2.8602,2.6958,2.8302,2.8151,UP,1
2006-11-02,2.801,2.7523,2.6959,2.8255,2.8161,UP,1
2006-11-03,2.8089,2.8142,2.6964,2.8197,2.8169,UP,1
2006-11-06,2.8207,2.8181,2.6969,2.8102,2.8183,UP,1
2006-11-07,2.8853,2.8181,2.6974,2.8173,2.8209,UP,1
2006-11-08,2.9037,2.8629,2.6983,2.8439,2.8232,DOWN,0
2006-11-09,2.8774,2.9063,2.6985,2.8592,2.8246,DOWN,0
2006-11-10,2.8774,2.8774,2.6988,2.8729,2.8262,UP,1
2006-11-13,2.8958,2.8774,2.6993,2.8879,2.8281,UP,1
2006-11-14,2.9432,2.8642,2.6999,2.8995,2.8311,UP,1
2006-11-15,2.9616,2.9432,2.7004,2.9111,2.8354,UP,1
2006-11-16,2.9695,2.9893,2.7011,2.9295,2.8405,UP,1
2006-11-17,2.9761,2.9748,2.7019,2.9493,2.8457,DOWN,0
2006-11-20,2.963,2.9366,2.7026,2.9627,2.8506,DOWN,0
2006-11-21,2.9327,2.9682,2.7036,2.9606,2.8537,DOWN,0
2006-11-22,2.8945,2.9379,2.7043,2.9472,2.856,UP,1
2006-11-24,2.9063,2.8734,2.7052,2.9345,2.859,DOWN,0
2006-11-27,2.8484,2.8642,2.7055,2.909,2.8607,UP,1
2006-11-28,2.8655,2.8313,2.7063,2.8895,2.8632,UP,1
2006-11-29,2.9116,2.8787,2.7072,2.8853,2.8668,DOWN,0
2006-11-30,2.8853,2.9037,2.7078,2.8834,2.8693,DOWN,0
2006-12-01,2.8602,2.8774,2.7081,2.8742,2.8715,UP,1
2006-12-04,2.9314,2.851,2.7089,2.8908,2.8755,UP,1
2006-12-05,2.9709,2.9406,2.7105,2.9119,2.8796,DOWN,0
2006-12-06,2.9445,2.9603,2.7117,2.9185,2.8823,DOWN,0
2006-12-07,2.9024,2.9432,2.7132,2.9219,2.8841,DOWN,0
2006-12-08,2.8905,2.8919,2.7148,2.9279,2.8855,DOWN,0
2006-12-11,2.8747,2.8826,2.7161,2.9166,2.8874,DOWN,0
2006-12-12,2.8642,2.8787,2.7177,2.8953,2.8895,UP,1
2006-12-13,2.8919,2.884,2.7191,2.8847,2.892,UP,1
2006-12-14,2.9406,2.9011,2.7211,2.8924,2.8937,DOWN,0
2006-12-15,2.9366,2.9379,2.723,2.9016,2.8948,DOWN,0
2006-12-18,2.876,2.9393,2.7247,2.9019,2.8947,UP,1
2006-12-19,2.8932,2.8629,2.7265,2.9077,2.8951,UP,1
2006-12-20,2.9077,2.8984,2.7283,2.9108,2.8954,UP,1
2006-12-21,2.9103,2.9169,2.7302,2.9048,2.8965,DOWN,0
2006-12-22,2.8984,2.9142,2.732,2.8971,2.8964,UP,1
2006-12-26,2.9445,2.8905,2.7339,2.9108,2.8969,UP,1
2006-12-27,2.9959,2.9603,2.736,2.9314,2.8978,DOWN,0
2006-12-28,2.9669,2.9853,2.7379,2.9432,2.8983,DOWN,0
2006-12-29,2.9116,2.959,2.7394,2.9435,2.8977,UP,1
2007-01-03,2.9524,2.9248,2.7412,2.9543,2.8978,UP,1
2007-01-04,2.9603,2.9458,2.7431,2.9574,2.8981,DOWN,0
2007-01-05,2.8563,2.9235,2.7445,2.9295,2.8967,UP,1
2007-01-08,2.8589,2.8458,2.7458,2.9079,2.8965,DOWN,0
2007-01-09,2.8392,2.8616,2.7472,2.8934,2.8972,DOWN,0
2007-01-10,2.826,2.8115,2.7483,2.8681,2.8972,UP,1
2007-01-11,2.8523,2.8352,2.7497,2.8466,2.8975,DOWN,0
2007-01-12,2.8471,2.8471,2.751,2.8447,2.8971,DOWN,0
2007-01-16,2.8444,2.8484,2.7522,2.8418,2.897,DOWN,0
2007-01-17,2.8089,2.8444,2.753,2.8358,2.8977,DOWN,0
2007-01-18,2.7905,2.7878,2.7536,2.8286,2.8975,DOWN,0
2007-01-19,2.776,2.7786,2.7541,2.8134,2.8969,DOWN,0
2007-01-22,2.7615,2.7681,2.7545,2.7962,2.8957,UP,1
2007-01-23,2.7865,2.7549,2.755,2.7847,2.8937,UP,1
2007-01-24,2.8023,2.7786,2.7555,2.7833,2.8917,DOWN,0
2007-01-25,2.7694,2.7812,2.7558,2.7791,2.8895,UP,1
2007-01-26,2.8076,2.7773,2.7564,2.7854,2.8881,UP,1
2007-01-29,2.8313,2.797,2.7571,2.7994,2.8868,UP,1
2007-01-30,2.8523,2.8444,2.7578,2.8126,2.885,UP,1
2007-01-31,2.8734,2.8418,2.7587,2.8268,2.8832,UP,1
2007-02-01,2.8813,2.8813,2.7596,2.8492,2.8815,UP,1
2007-02-02,2.8826,2.8905,2.7601,2.8642,2.8796,DOWN,0
2007-02-05,2.8721,2.8747,2.7606,2.8724,2.8778,UP,1
2007-02-06,2.8866,2.8774,2.7612,2.8792,2.8769,UP,1
2007-02-07,2.9182,2.8971,2.7619,2.8882,2.8773,UP,1
2007-02-08,2.9524,2.8747,2.763,2.9024,2.8783,DOWN,0
2007-02-09,2.9327,2.9551,2.764,2.9124,2.8799,UP,1
2007-02-12,2.9366,2.93,2.7652,2.9253,2.8814,UP,1
2007-02-13,2.963,2.9472,2.7667,2.9406,2.8824,DOWN,0
2007-02-14,2.963,2.9616,2.7682,2.9495,2.884,DOWN,0
2007-02-15,2.9537,2.9564,2.7699,2.9498,2.8858,UP,1
2007-02-16,3.0091,2.9524,2.772,2.9651,2.8874,UP,1
2007-02-20,3.0354,2.9959,2.7743,2.9848,2.8887,UP,1
2007-02-21,3.0565,3.0183,2.7764,3.0035,2.8909,UP,1
2007-02-22,3.0723,3.0538,2.7786,3.0254,2.8943,UP,1
2007-02-23,3.1012,3.0617,2.7809,3.0549,2.8985,DOWN,0
2007-02-26,3.0762,3.1012,2.7831,3.0683,2.9025,DOWN,0
2007-02-27,2.9933,2.9577,2.7848,3.0599,2.9051,UP,1
2007-02-28,3.0288,2.9853,2.7869,3.0544,2.9079,UP,1
2007-03-01,3.063,2.9788,2.7894,3.0525,2.9103,DOWN,0
2007-03-02,3.0275,3.042,2.7917,3.0378,2.9121,DOWN,0
2007-03-05,3.0143,2.9959,2.794,3.0254,2.9149,UP,1
2007-03-06,3.0367,3.0341,2.7966,3.0341,2.9178,DOWN,0
2007-03-07,3.0038,3.0288,2.799,3.0291,2.9197,UP,1
2007-03-08,3.038,3.0262,2.8015,3.0241,2.9222,DOWN,0
2007-03-09,3.0196,3.0472,2.804,3.0225,2.9247,UP,1
2007-03-12,3.0433,3.0196,2.8068,3.0283,2.9266,DOWN,0
2007-03-13,3.0038,3.0222,2.8091,3.0217,2.9268,UP,1
2007-03-14,3.0064,2.9972,2.8114,3.0222,2.9276,DOWN,0
2007-03-15,3.0051,3.0077,2.8138,3.0156,2.9295,DOWN,0
2007-03-16,2.9709,3.0038,2.816,3.0059,2.9298,UP,1
2007-03-19,3.0235,2.9933,2.8182,3.0019,2.9311,UP,1
2007-03-20,3.0301,3.013,2.8203,3.0072,2.9346,UP,1
2007-03-21,3.0512,3.0314,2.8225,3.0162,2.9384,DOWN,0
2007-03-22,3.038,3.0604,2.825,3.0227,2.9424,DOWN,0
2007-03-23,3.0249,3.038,2.8273,3.0335,2.9464,UP,1
2007-03-26,3.0328,3.0222,2.8297,3.0354,2.95,UP,1
2007-03-27,3.0407,3.0288,2.832,3.0375,2.9539,DOWN,0
2007-03-28,3.0328,3.0354,2.8344,3.0338,2.9576,DOWN,0
2007-03-29,3.0328,3.0551,2.8369,3.0328,2.9621,DOWN,0
2007-03-30,3.0301,3.0301,2.8391,3.0338,2.9669,UP,1
2007-04-02,3.0341,3.042,2.8414,3.0341,2.972,UP,1
2007-04-03,3.0591,3.0472,2.8436,3.0378,2.978,DOWN,0
2007-04-04,3.0393,3.0499,2.846,3.0391,2.9831,UP,1
2007-04-05,3.0407,3.0525,2.8485,3.0407,2.9878,DOWN,0
2007-04-09,3.0354,3.038,2.8509,3.0417,2.9931,UP,1
2007-04-10,3.0393,3.0288,2.8534,3.0428,2.9978,DOWN,0
2007-04-11,2.9959,3.0393,2.8555,3.0301,3.0011,UP,1
2007-04-12,3.0538,2.9919,2.8579,3.033,3.0051,UP,1
2007-04-13,3.067,3.0538,2.8602,3.0383,3.009,UP,1
2007-04-16,3.1105,3.0788,2.8628,3.0533,3.0136,DOWN,0
2007-04-17,3.0736,3.1091,2.8653,3.0601,3.0174,DOWN,0
2007-04-18,3.0367,3.0617,2.8674,3.0683,3.0207,DOWN,0
2007-04-19,3.0235,3.0064,2.8696,3.0623,3.0234,UP,1
2007-04-20,3.0538,3.0472,2.8717,3.0596,3.0261,DOWN,0
2007-04-23,3.0446,3.0459,2.8741,3.0465,3.028,DOWN,0
2007-04-24,3.0117,3.0262,2.8763,3.0341,3.0295,UP,1
2007-04-25,3.1249,3.0486,2.8791,3.0517,3.0333,DOWN,0
2007-04-26,3.1157,3.1144,2.8818,3.0702,3.0364,DOWN,0
2007-04-27,3.0973,3.1039,2.8842,3.0788,3.0391,DOWN,0
2007-04-30,3.038,3.1065,2.8867,3.0775,3.0407,UP,1
2007-05-01,3.042,3.0288,2.8892,3.0836,3.0414,UP,1
2007-05-02,3.0617,3.0341,2.8918,3.0709,3.0419,DOWN,0
2007-05-03,3.0472,3.0617,2.8944,3.0573,3.0417,UP,1
2007-05-04,3.0512,3.0591,2.8969,3.048,3.0413,DOWN,0
2007-05-07,3.0433,3.0512,2.899,3.0491,3.0402,UP,1
2007-05-08,3.0525,3.0262,2.9015,3.0512,3.0397,DOWN,0
2007-05-09,3.0525,3.0393,2.9041,3.0493,3.0409,UP,1
2007-05-10,3.0565,3.0354,2.9061,3.0512,3.0414,UP,1
2007-05-11,3.0841,3.0709,2.9084,3.0578,3.0418,DOWN,0
2007-05-14,3.063,3.0788,2.9097,3.0617,3.0426,DOWN,0
2007-05-15,3.0196,3.0604,2.9113,3.0551,3.0427,UP,1
2007-05-16,3.0736,3.0314,2.9127,3.0594,3.0434,DOWN,0
2007-05-17,3.0736,3.0591,2.9141,3.0628,3.0448,UP,1
2007-05-18,3.0828,3.0736,2.9156,3.0625,3.0457,UP,1
2007-05-21,3.121,3.0736,2.9174,3.0741,3.0477,DOWN,0
2007-05-22,3.1197,3.1144,2.9187,3.0941,3.0492,DOWN,0
2007-05-23,3.0999,3.117,2.9202,3.0994,3.0512,DOWN,0
2007-05-24,3.0604,3.0907,2.9214,3.0968,3.0522,UP,1
