ticker,ROL US Equity,ROL US Equity,ROL US Equity,ROL US Equity,ROL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-10-22,4.9284,4.8928,4.2602,4.909,4.4316,UP,1
2010-10-25,4.9659,4.9481,4.2656,4.9169,4.4493,DOWN,0
2010-10-26,4.9422,4.9244,4.2709,4.9363,4.4657,UP,1
2010-10-27,5.1536,4.958,4.2774,4.977,4.4849,UP,1
2010-10-28,5.1694,5.1832,4.2838,5.0319,4.5048,DOWN,0
2010-10-29,5.1457,5.1635,4.29,5.0754,4.5265,UP,1
2010-11-01,5.1635,5.1872,4.2967,5.1149,4.5485,UP,1
2010-11-02,5.2227,5.2188,4.3035,5.171,4.5722,UP,1
2010-11-03,5.2326,5.2326,4.3108,5.1868,4.597,UP,1
2010-11-04,5.3175,5.2998,4.3187,5.2164,4.6226,UP,1
2010-11-05,5.3215,5.3353,4.3268,5.2516,4.6488,DOWN,0
2010-11-08,5.3077,5.3077,4.335,5.2804,4.6718,DOWN,0
2010-11-09,5.282,5.3294,4.3433,5.2922,4.6953,UP,1
2010-11-10,5.3294,5.2978,4.3502,5.3116,4.7209,DOWN,0
2010-11-11,5.2583,5.2741,4.3573,5.2998,4.7428,DOWN,0
2010-11-12,5.2247,5.2168,4.364,5.2804,4.7637,UP,1
2010-11-15,5.2484,5.2543,4.3709,5.2685,4.7836,DOWN,0
2010-11-16,5.1575,5.203,4.3774,5.2437,4.8021,UP,1
2010-11-17,5.1674,5.1694,4.3839,5.2113,4.8213,UP,1
2010-11-18,5.2602,5.2346,4.3912,5.2117,4.842,DOWN,0
2010-11-19,5.2563,5.2326,4.3983,5.218,4.8621,UP,1
2010-11-22,5.2642,5.2128,4.4057,5.2211,4.8802,DOWN,0
2010-11-23,5.2326,5.203,4.4129,5.2361,4.8983,UP,1
2010-11-24,5.4281,5.284,4.421,5.2883,4.9197,DOWN,0
2010-11-26,5.4025,5.3867,4.4287,5.3167,4.9419,DOWN,0
2010-11-29,5.3946,5.3551,4.4358,5.3444,4.9615,DOWN,0
2010-11-30,5.3373,5.3353,4.4425,5.359,4.9771,UP,1
2010-12-01,5.5249,5.4242,4.4498,5.4175,4.9988,DOWN,0
2010-12-02,5.5052,5.5091,4.4567,5.4329,5.0197,UP,1
2010-12-03,5.5486,5.4914,4.4636,5.4621,5.0442,DOWN,0
2010-12-06,5.519,5.5269,4.47,5.487,5.0647,UP,1
2010-12-07,5.6257,5.5743,4.4771,5.5447,5.088,UP,1
2010-12-08,5.6672,5.6395,4.4844,5.5731,5.1104,UP,1
2010-12-09,5.6928,5.7185,4.4917,5.6107,5.1331,UP,1
2010-12-10,5.7106,5.7165,4.4992,5.6431,5.155,UP,1
2010-12-13,5.7393,5.7185,4.5066,5.6871,5.1781,DOWN,0
2010-12-14,5.6948,5.7689,4.5136,5.7009,5.2017,UP,1
2010-12-15,5.76,5.6919,4.5208,5.7195,5.2232,UP,1
2010-12-16,5.8252,5.76,4.5284,5.746,5.2445,UP,1
2010-12-17,5.8519,5.837,4.5356,5.7742,5.2666,UP,1
2010-12-20,5.8726,5.8874,4.5429,5.8009,5.2877,UP,1
2010-12-21,5.8756,5.9111,4.55,5.837,5.309,DOWN,0
2010-12-22,5.84,5.8785,4.5568,5.853,5.3307,UP,1
2010-12-23,5.9348,5.8341,4.5641,5.875,5.3518,UP,1
2010-12-27,5.9496,5.9081,4.5716,5.8945,5.374,DOWN,0
2010-12-28,5.9467,5.9526,4.5794,5.9093,5.3963,DOWN,0
2010-12-29,5.9319,5.9674,4.5872,5.9206,5.4164,DOWN,0
2010-12-30,5.8785,5.917,4.5945,5.9283,5.4371,DOWN,0
2010-12-31,5.8519,5.8904,4.6017,5.9117,5.4551,UP,1
2011-01-03,5.92,5.9141,4.6092,5.9058,5.4756,DOWN,0
2011-01-04,5.7185,5.923,4.6156,5.8601,5.4914,UP,1
2011-01-05,5.8222,5.7007,4.6223,5.8382,5.5085,DOWN,0
2011-01-06,5.6948,5.8281,4.6287,5.8015,5.5236,DOWN,0
2011-01-07,5.6237,5.7126,4.6352,5.7559,5.533,UP,1
2011-01-10,5.6563,5.5911,4.6421,5.7031,5.5427,UP,1
2011-01-11,5.6889,5.6859,4.649,5.6972,5.5536,UP,1
2011-01-12,5.7185,5.7452,4.656,5.6764,5.5647,DOWN,0
2011-01-13,5.6948,5.7274,4.6631,5.6764,5.5741,DOWN,0
2011-01-14,5.6681,5.68,4.6701,5.6853,5.5829,UP,1
2011-01-18,5.7304,5.6652,4.6771,5.7001,5.5911,DOWN,0
2011-01-19,5.6622,5.7126,4.6836,5.6948,5.5979,DOWN,0
2011-01-20,5.6504,5.6267,4.69,5.6812,5.6048,DOWN,0
2011-01-21,5.6356,5.6741,4.6965,5.6693,5.6119,UP,1
2011-01-24,5.7215,5.6296,4.7036,5.68,5.6197,DOWN,0
2011-01-25,5.7185,5.683,4.7108,5.6776,5.6289,UP,1
2011-01-26,5.8341,5.7185,4.7183,5.712,5.6411,DOWN,0
2011-01-27,5.8044,5.8252,4.7253,5.7428,5.6522,DOWN,0
2011-01-28,5.6,5.8104,4.7312,5.7357,5.6611,UP,1
2011-01-31,5.6267,5.6059,4.7375,5.7167,5.6702,UP,1
2011-02-01,5.7541,5.6652,4.7444,5.7239,5.6801,DOWN,0
2011-02-02,5.7511,5.76,4.751,5.7073,5.69,DOWN,0
2011-02-03,5.7393,5.7511,4.7574,5.6942,5.6995,DOWN,0
2011-02-04,5.7007,5.7304,4.7635,5.7144,5.7089,UP,1
2011-02-07,5.76,5.6948,4.77,5.741,5.7155,UP,1
2011-02-08,5.7748,5.7333,4.7767,5.7452,5.723,DOWN,0
2011-02-09,5.7452,5.7452,4.7835,5.744,5.73,UP,1
2011-02-10,5.7481,5.6889,4.7901,5.7458,5.7382,UP,1
2011-02-11,5.8696,5.7185,4.7976,5.7796,5.7451,DOWN,0
2011-02-14,5.84,5.8874,4.8053,5.7956,5.7518,DOWN,0
2011-02-15,5.7867,5.843,4.8124,5.7979,5.7565,UP,1
2011-02-16,5.7926,5.8074,4.8197,5.8074,5.762,UP,1
2011-02-17,5.8163,5.7837,4.8271,5.821,5.7658,UP,1
2011-02-18,5.8785,5.8044,4.8355,5.8228,5.7701,DOWN,0
2011-02-22,5.7659,5.8222,4.8438,5.808,5.7715,DOWN,0
2011-02-23,5.6533,5.7689,4.8502,5.7813,5.7704,UP,1
2011-02-24,5.6593,5.6474,4.8565,5.7547,5.7688,UP,1
2011-02-25,5.7867,5.6859,4.8628,5.7487,5.7706,UP,1
2011-02-28,5.8133,5.837,4.8698,5.7357,5.7717,DOWN,0
2011-03-01,5.7096,5.84,4.8764,5.7244,5.7694,UP,1
2011-03-02,5.7659,5.7067,4.883,5.747,5.7676,UP,1
2011-03-03,5.8844,5.8252,4.8908,5.792,5.7679,DOWN,0
2011-03-04,5.8133,5.8756,4.8983,5.7973,5.7666,DOWN,0
2011-03-07,5.76,5.84,4.9065,5.7867,5.765,UP,1
2011-03-08,5.8578,5.7452,4.9152,5.8163,5.7635,UP,1
2011-03-09,5.8607,5.8489,4.924,5.8353,5.7617,DOWN,0
2011-03-10,5.6711,5.7926,4.9318,5.7926,5.7562,UP,1
2011-03-11,5.6978,5.6415,4.9396,5.7695,5.7515,DOWN,0
2011-03-14,5.6711,5.6385,4.9467,5.7517,5.7474,DOWN,0
2011-03-15,5.6207,5.5319,4.9538,5.7043,5.7428,DOWN,0
2011-03-16,5.5763,5.603,4.9611,5.6474,5.7359,DOWN,0
2011-03-17,5.5733,5.6296,4.9677,5.6279,5.733,UP,1
2011-03-18,5.6207,5.6059,4.9746,5.6124,5.7289,UP,1
2011-03-21,5.763,5.68,4.983,5.6308,5.7303,UP,1
2011-03-22,5.7896,5.76,4.9916,5.6646,5.7336,UP,1
2011-03-23,5.8222,5.7867,5.0,5.7138,5.7369,DOWN,0
2011-03-24,5.8193,5.8519,5.0085,5.763,5.7396,UP,1
2011-03-25,5.8607,5.8578,5.0168,5.811,5.7424,DOWN,0
2011-03-28,5.8222,5.8578,5.0247,5.8228,5.7449,UP,1
2011-03-29,5.8548,5.8163,5.0331,5.8359,5.7487,UP,1
2011-03-30,5.9556,5.8785,5.0415,5.8625,5.7532,UP,1
2011-03-31,6.0148,5.9289,5.0504,5.9016,5.7602,UP,1
2011-04-01,6.0978,6.0652,5.0597,5.949,5.7692,UP,1
2011-04-04,6.1481,6.1156,5.0693,6.0142,5.7794,UP,1
2011-04-05,6.1719,6.1244,5.0791,6.0776,5.7884,UP,1
2011-04-06,6.2222,6.2074,5.0892,6.131,5.7985,DOWN,0
2011-04-07,6.1126,6.2104,5.099,6.1505,5.8041,DOWN,0
2011-04-08,6.0207,6.1393,5.1085,6.1351,5.8084,DOWN,0
2011-04-11,5.9526,6.0385,5.1174,6.096,5.8155,DOWN,0
2011-04-12,5.8548,5.9289,5.1255,6.0326,5.82,UP,1
2011-04-13,5.8637,5.8874,5.1342,5.9609,5.8222,UP,1
2011-04-14,5.9111,5.7985,5.1434,5.9206,5.8254,UP,1
2011-04-15,5.9585,5.8756,5.153,5.9081,5.8298,DOWN,0
2011-04-18,5.8044,5.8874,5.1619,5.8785,5.8319,DOWN,0
2011-04-19,5.7956,5.8341,5.1708,5.8667,5.8326,UP,1
2011-04-20,5.9081,5.8874,5.1798,5.8756,5.8353,UP,1
2011-04-21,5.9407,5.9526,5.1884,5.8815,5.8392,UP,1
2011-04-25,5.9437,5.9407,5.1969,5.8785,5.8431,UP,1
2011-04-26,6.1422,5.9674,5.2064,5.9461,5.8485,UP,1
2011-04-27,6.1659,5.9881,5.2156,6.0201,5.8551,DOWN,0
2011-04-28,6.1511,6.2015,5.2249,6.0687,5.8623,UP,1
2011-04-29,6.2133,6.1689,5.2347,6.1233,5.8708,DOWN,0
2011-05-02,6.1126,6.2044,5.2447,6.157,5.8767,DOWN,0
2011-05-03,6.0593,6.1037,5.2541,6.1404,5.8803,DOWN,0
2011-05-04,5.9763,6.08,5.2629,6.1025,5.8845,DOWN,0
2011-05-05,5.923,5.9437,5.2717,6.0569,5.8899,UP,1
2011-05-06,5.9467,5.9822,5.2802,6.0036,5.8956,UP,1
2011-05-09,6.0059,5.9259,5.2887,5.9822,5.9,UP,1
2011-05-10,6.1037,6.0474,5.2973,5.9911,5.9058,DOWN,0
2011-05-11,5.9674,6.0711,5.3054,5.9893,5.911,UP,1
2011-05-12,6.1037,5.9467,5.3141,6.0255,5.9177,DOWN,0
2011-05-13,6.0444,6.1126,5.3226,6.045,5.9209,DOWN,0
2011-05-16,5.917,6.003,5.3306,6.0273,5.923,DOWN,0
2011-05-17,5.8459,5.8696,5.3381,5.9757,5.9247,UP,1
2011-05-18,5.92,5.8696,5.3461,5.9662,5.926,UP,1
2011-05-19,5.9674,5.9763,5.3541,5.939,5.9281,DOWN,0
2011-05-20,5.9052,5.9348,5.362,5.9111,5.9328,DOWN,0
2011-05-23,5.7689,5.8193,5.3695,5.8815,5.9342,DOWN,0
2011-05-24,5.7304,5.7689,5.3765,5.8584,5.9354,UP,1
2011-05-25,5.7926,5.7096,5.3842,5.8329,5.9388,UP,1
2011-05-26,5.8311,5.757,5.3927,5.8056,5.9439,DOWN,0
2011-05-27,5.8222,5.8607,5.4012,5.789,5.9489,UP,1
2011-05-31,5.9615,5.8904,5.4106,5.8276,5.9557,DOWN,0
2011-06-01,5.7689,5.9526,5.4189,5.8353,5.9559,UP,1
2011-06-02,5.7748,5.7778,5.4268,5.8317,5.9556,DOWN,0
2011-06-03,5.6919,5.6563,5.4344,5.8039,5.9529,DOWN,0
2011-06-06,5.6415,5.6978,5.4423,5.7677,5.9494,UP,1
2011-06-07,5.683,5.6859,5.4504,5.712,5.9458,DOWN,0
2011-06-08,5.6681,5.68,5.4585,5.6919,5.9428,UP,1
2011-06-09,5.68,5.68,5.4669,5.6729,5.9393,DOWN,0
2011-06-10,5.6237,5.6415,5.4749,5.6593,5.9326,UP,1
2011-06-13,5.6415,5.6444,5.483,5.6593,5.9252,UP,1
2011-06-14,5.7037,5.7007,5.4908,5.6634,5.9173,DOWN,0
2011-06-15,5.6148,5.6474,5.4983,5.6527,5.9066,UP,1
2011-06-16,5.6504,5.6148,5.5063,5.6468,5.8962,UP,1
2011-06-17,5.7007,5.683,5.514,5.6622,5.8857,UP,1
2011-06-20,5.7926,5.6681,5.5221,5.6924,5.8793,UP,1
2011-06-21,5.9289,5.84,5.5304,5.7375,5.8775,DOWN,0
2011-06-22,5.8489,5.8963,5.5385,5.7843,5.8754,DOWN,0
2011-06-23,5.8311,5.7748,5.5466,5.8204,5.875,UP,1
2011-06-24,5.837,5.837,5.5547,5.8477,5.8744,UP,1
2011-06-27,5.8904,5.843,5.5629,5.8673,5.874,UP,1
2011-06-28,5.9881,5.8993,5.571,5.8791,5.8746,UP,1
2011-06-29,6.0089,6.0,5.5794,5.9111,5.8787,UP,1
2011-06-30,6.0385,6.003,5.5878,5.9526,5.8836,UP,1
2011-07-01,6.1363,6.0533,5.5971,6.0124,5.8881,UP,1
2011-07-05,6.1719,6.1452,5.6059,6.0687,5.8927,UP,1
2011-07-06,6.2607,6.163,5.6144,6.1233,5.8991,UP,1
2011-07-07,6.3378,6.3081,5.6238,6.189,5.903,DOWN,0
2011-07-08,6.3022,6.2489,5.6331,6.2418,5.9057,DOWN,0
2011-07-11,6.2133,6.2222,5.6425,6.2572,5.907,UP,1
2011-07-12,6.2281,6.1807,5.6512,6.2684,5.9073,DOWN,0
2011-07-13,6.2074,6.2548,5.6599,6.2578,5.9092,DOWN,0
2011-07-14,6.1126,6.2193,5.6677,6.2127,5.9102,UP,1
2011-07-15,6.157,6.1215,5.6757,6.1837,5.9138,DOWN,0
2011-07-18,6.0356,6.1333,5.6828,6.1481,5.9161,UP,1
2011-07-19,6.1719,6.0978,5.6908,6.1369,5.9206,DOWN,0
2011-07-20,6.1541,6.1867,5.699,6.1262,5.9236,UP,1
2011-07-21,6.2726,6.1926,5.7069,6.1582,5.9269,DOWN,0
2011-07-22,6.1689,6.243,5.714,6.1606,5.931,DOWN,0
2011-07-25,6.0919,6.1156,5.7207,6.1719,5.9307,DOWN,0
2011-07-26,5.9644,6.0978,5.7264,6.1304,5.9291,DOWN,0
2011-07-27,5.7067,5.6563,5.7309,6.0409,5.9249,DOWN,0
2011-07-28,5.6296,5.7215,5.7353,5.9123,5.9206,UP,1
2011-07-29,5.6563,5.5733,5.7391,5.8098,5.9153,DOWN,0
2011-08-01,5.5852,5.7215,5.7429,5.7084,5.9077,DOWN,0
2011-08-02,5.5052,5.5556,5.7462,5.6166,5.8997,UP,1
2011-08-03,5.5674,5.5052,5.7495,5.5887,5.8956,DOWN,0
2011-08-04,5.4459,5.4785,5.7525,5.552,5.89,DOWN,0
2011-08-05,5.4163,5.5052,5.7548,5.504,5.8824,DOWN,0
2011-08-08,4.9541,5.2444,5.7551,5.3778,5.8649,UP,1
2011-08-09,5.3481,5.1081,5.7572,5.3464,5.8554,DOWN,0
2011-08-10,5.0252,5.2267,5.7575,5.2379,5.8367,UP,1
2011-08-11,5.3215,5.0489,5.7594,5.213,5.8277,UP,1
2011-08-12,5.3452,5.3689,5.7603,5.1988,5.8191,UP,1
2011-08-15,5.4459,5.3985,5.7617,5.2972,5.8142,DOWN,0
2011-08-16,5.3719,5.3541,5.7628,5.3019,5.8088,UP,1
2011-08-17,5.3985,5.3867,5.764,5.3766,5.8031,DOWN,0
2011-08-18,5.0933,5.1941,5.7634,5.331,5.7916,DOWN,0
2011-08-19,5.04,5.0222,5.7624,5.2699,5.7788,UP,1
2011-08-22,5.1081,5.1615,5.7614,5.2024,5.7685,UP,1
2011-08-23,5.4489,5.1496,5.762,5.2178,5.7647,UP,1
2011-08-24,5.6563,5.4459,5.7637,5.2693,5.7637,DOWN,0
2011-08-25,5.4933,5.6948,5.7648,5.3493,5.7613,UP,1
2011-08-26,5.6504,5.4548,5.7664,5.4714,5.7613,UP,1
2011-08-29,6.1244,5.7452,5.7707,5.6747,5.7698,UP,1
2011-08-30,6.1896,6.1096,5.7756,5.8228,5.7777,UP,1
2011-08-31,6.1956,6.2044,5.7803,5.9307,5.7831,DOWN,0
2011-09-01,6.0533,6.2311,5.7848,6.0427,5.7871,DOWN,0
2011-09-02,5.8459,5.9022,5.7882,6.0818,5.7874,DOWN,0
2011-09-06,5.7926,5.6089,5.7908,6.0154,5.7865,UP,1
2011-09-07,6.0356,5.8933,5.7947,5.9846,5.7895,DOWN,0
2011-09-08,5.9763,5.9793,5.7983,5.9407,5.7892,DOWN,0
2011-09-09,5.7748,5.9052,5.801,5.885,5.7845,UP,1
2011-09-12,5.7867,5.677,5.8028,5.8732,5.7795,UP,1
2011-09-13,5.8963,5.8281,5.8053,5.8939,5.7747,UP,1
2011-09-14,5.9793,5.9556,5.8082,5.8827,5.7708,UP,1
2011-09-15,5.9852,6.0415,5.8114,5.8844,5.7653,DOWN,0
2011-09-16,5.9793,6.0267,5.8137,5.9253,5.7582,DOWN,0
2011-09-19,5.8785,5.8252,5.8156,5.9437,5.7497,DOWN,0
2011-09-20,5.7867,5.8904,5.8168,5.9218,5.7412,DOWN,0
2011-09-21,5.5822,5.7926,5.8171,5.8424,5.7282,DOWN,0
2011-09-22,5.4519,5.3985,5.8162,5.7357,5.7131,UP,1
2011-09-23,5.4904,5.4252,5.8153,5.6379,5.7007,UP,1
2011-09-26,5.6919,5.5467,5.8153,5.6006,5.6914,UP,1
2011-09-27,5.8281,5.8311,5.8159,5.6089,5.6872,DOWN,0
2011-09-28,5.523,5.8133,5.8148,5.597,5.6743,UP,1
2011-09-29,5.6504,5.6356,5.8146,5.6367,5.6642,DOWN,0
2011-09-30,5.5437,5.5615,5.8135,5.6474,5.6496,DOWN,0
2011-10-03,5.1852,5.4993,5.8103,5.5461,5.6299,UP,1
2011-10-04,5.5378,5.1319,5.8087,5.488,5.6188,UP,1
2011-10-05,5.677,5.5615,5.8078,5.5188,5.6131,UP,1
2011-10-06,5.7244,5.6474,5.807,5.5336,5.6135,DOWN,0
2011-10-07,5.6296,5.7452,5.806,5.5508,5.6135,UP,1
2011-10-10,5.8578,5.7363,5.8056,5.6853,5.6175,UP,1
2011-10-11,5.8785,5.8133,5.8052,5.7535,5.6233,UP,1
2011-10-12,6.0119,5.917,5.8055,5.8204,5.6335,DOWN,0
2011-10-13,5.9585,5.9615,5.8057,5.8673,5.6413,UP,1
2011-10-14,6.1037,6.0296,5.8068,5.9621,5.6545,DOWN,0
2011-10-17,5.9644,6.0593,5.8074,5.9834,5.6654,UP,1
2011-10-18,6.0948,5.9911,5.8082,6.0267,5.6882,DOWN,0
2011-10-19,6.0237,6.083,5.8098,6.029,5.7017,DOWN,0
2011-10-20,6.0119,6.0178,5.8107,6.0397,5.7215,UP,1
2011-10-21,6.163,6.1274,5.8131,6.0516,5.7383,UP,1
2011-10-24,6.2844,6.163,5.8164,6.1156,5.7571,DOWN,0
2011-10-25,6.077,6.2519,5.8185,6.112,5.7697,UP,1
2011-10-26,6.3822,6.1837,5.8219,6.1837,5.7899,UP,1
2011-10-27,6.9393,6.723,5.828,6.3692,5.8207,DOWN,0
2011-10-28,6.643,6.9363,5.8328,6.4652,5.8517,DOWN,0
2011-10-31,6.4533,6.5422,5.8367,6.499,5.88,DOWN,0
2011-11-01,6.1511,6.3319,5.8388,6.5138,5.9009,UP,1
2011-11-02,6.3526,6.2756,5.8423,6.5079,5.9189,UP,1
2011-11-03,6.6281,6.4415,5.8471,6.4456,5.9384,DOWN,0
2011-11-04,6.4919,6.6044,5.8514,6.4154,5.9583,DOWN,0
2011-11-07,6.4919,6.5037,5.8553,6.4231,5.9752,UP,1
2011-11-08,6.6074,6.5037,5.8597,6.5144,5.9848,DOWN,0
2011-11-09,6.2311,6.4207,5.8617,6.4901,5.9857,UP,1
2011-11-10,6.2933,6.3556,5.8641,6.4231,5.9876,UP,1
2011-11-11,6.4,6.3407,5.8681,6.4047,5.9945,DOWN,0
2011-11-14,6.2489,6.3556,5.8713,6.3561,6.0026,UP,1
2011-11-15,6.3585,6.1956,5.8743,6.3064,6.0139,DOWN,0
2011-11-16,6.237,6.2696,5.8767,6.3076,6.018,DOWN,0
2011-11-17,6.2133,6.2519,5.8791,6.2916,6.0227,UP,1
2011-11-18,6.237,6.2222,5.8818,6.259,6.0319,DOWN,0
2011-11-21,6.0148,6.1333,5.883,6.2121,6.0365,DOWN,0
2011-11-22,5.9674,5.9911,5.884,6.1339,6.0379,DOWN,0
2011-11-23,5.8281,5.9111,5.8844,6.0521,6.0349,DOWN,0
2011-11-25,5.7659,5.8015,5.8845,5.9627,6.0305,UP,1
2011-11-28,6.1067,5.9763,5.8857,5.9366,6.0331,DOWN,0
2011-11-29,6.0889,6.1333,5.8869,5.9514,6.0373,UP,1
2011-11-30,6.5778,6.5926,5.8909,6.0735,6.0531,DOWN,0
2011-12-01,6.4948,6.5719,5.8944,6.2068,6.0713,UP,1
2011-12-02,6.5511,6.5659,5.8981,6.3639,6.0933,UP,1
2011-12-05,6.5926,6.6607,5.9016,6.461,6.1154,DOWN,0
2011-12-06,6.5778,6.5956,5.9057,6.5588,6.1331,DOWN,0
2011-12-07,6.4563,6.5363,5.9097,6.5345,6.1457,DOWN,0
2011-12-08,6.2696,6.4,5.9128,6.4895,6.1606,UP,1
2011-12-09,6.4563,6.2963,5.9161,6.4705,6.1767,UP,1
2011-12-12,6.4978,6.3644,5.9195,6.4516,6.1958,DOWN,0
2011-12-13,6.3852,6.563,5.9229,6.413,6.2198,DOWN,0
2011-12-14,6.3704,6.3259,5.9259,6.3959,6.2364,UP,1
2011-12-15,6.4681,6.4741,5.9289,6.4356,6.2523,DOWN,0
2011-12-16,6.3644,6.5274,5.9316,6.4172,6.2651,DOWN,0
2011-12-19,6.2904,6.4148,5.9343,6.3757,6.2783,UP,1
2011-12-20,6.5481,6.4237,5.9377,6.4083,6.2921,UP,1
2011-12-21,6.6104,6.5156,5.9415,6.4563,6.3067,DOWN,0
2011-12-22,6.5956,6.6311,5.9461,6.4818,6.3184,UP,1
2011-12-23,6.6133,6.6104,5.9507,6.5316,6.3315,UP,1
2011-12-27,6.643,6.5719,5.9555,6.6021,6.3423,DOWN,0
2011-12-28,6.4919,6.6281,5.9599,6.5908,6.3528,UP,1
