ticker,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-03-29,20.1618,19.9079,16.8273,20.0987,19.4975,UP,1
2010-03-30,20.1705,20.188,16.8625,20.069,19.5076,DOWN,0
2010-03-31,19.9823,20.118,16.8976,20.0261,19.5048,UP,1
2010-04-01,20.4725,20.0742,16.9362,20.1232,19.5118,UP,1
2010-04-05,20.7702,20.5032,16.9765,20.3115,19.5282,UP,1
2010-04-06,21.0109,20.7264,17.0174,20.4813,19.5563,DOWN,0
2010-04-07,20.8359,20.9584,17.0576,20.6144,19.5771,DOWN,0
2010-04-08,20.6214,20.7614,17.0987,20.7422,19.5927,UP,1
2010-04-09,20.8271,20.6345,17.1415,20.8131,19.6248,UP,1
2010-04-12,20.8971,20.7921,17.1844,20.8385,19.6625,DOWN,0
2010-04-13,20.8096,20.9015,17.2243,20.7982,19.7093,UP,1
2010-04-14,20.9584,20.8183,17.2656,20.8227,19.7513,DOWN,0
2010-04-15,20.9453,20.884,17.3059,20.8875,19.7912,DOWN,0
2010-04-16,20.7702,20.8315,17.3452,20.8761,19.8307,DOWN,0
2010-04-19,20.7439,20.6564,17.3829,20.8455,19.8833,UP,1
2010-04-20,21.2254,20.8665,17.4254,20.9287,19.951,UP,1
2010-04-21,21.2561,21.1992,17.4677,20.9882,20.0205,UP,1
2010-04-22,21.5318,21.1641,17.5133,21.1055,20.0892,UP,1
2010-04-23,21.9039,21.4837,17.5617,21.3322,20.1674,UP,1
2010-04-26,21.9696,21.9346,17.6097,21.5774,20.2425,DOWN,0
2010-04-27,21.2473,21.8864,17.6536,21.5817,20.3026,UP,1
2010-04-28,21.3874,21.2561,17.6969,21.608,20.3588,UP,1
2010-04-29,21.5362,21.4968,17.7409,21.6089,20.4155,DOWN,0
2010-04-30,21.51,21.6544,17.7831,21.5301,20.472,UP,1
2010-05-03,22.2016,21.5887,17.8279,21.5765,20.5396,DOWN,0
2010-05-04,21.777,21.9915,17.8697,21.6824,20.5946,DOWN,0
2010-05-05,21.2167,21.5887,17.9081,21.6483,20.6428,DOWN,0
2010-05-06,20.3106,21.1466,17.9408,21.4031,20.6646,DOWN,0
2010-05-07,20.1311,20.3544,17.9718,21.1274,20.6805,UP,1
2010-05-10,21.2123,20.9847,18.0061,20.9295,20.7167,UP,1
2010-05-11,21.3655,20.9234,18.0401,20.8472,20.7479,UP,1
2010-05-12,21.6982,21.3349,18.0756,20.9435,20.7829,DOWN,0
2010-05-13,21.3174,21.6982,18.1093,21.1449,20.8076,DOWN,0
2010-05-14,20.6783,21.2167,18.1411,21.2543,20.811,DOWN,0
2010-05-17,20.5645,20.6826,18.1716,21.1248,20.8118,DOWN,0
2010-05-18,20.1267,20.6914,18.1997,20.877,20.8083,DOWN,0
2010-05-19,19.8159,19.9779,18.2249,20.5006,20.7964,DOWN,0
2010-05-20,18.7785,19.3038,18.2446,19.9928,20.7614,UP,1
2010-05-21,18.9186,18.2357,18.2659,19.6409,20.727,DOWN,0
2010-05-24,18.7304,18.8748,18.2865,19.274,20.6932,DOWN,0
2010-05-25,18.3846,18.2445,18.3036,18.9256,20.6531,UP,1
2010-05-26,18.8004,18.5728,18.3232,18.7225,20.6208,UP,1
2010-05-27,19.5314,19.1637,18.3472,18.8731,20.6021,DOWN,0
2010-05-28,19.4658,19.5533,18.3688,18.9825,20.5817,DOWN,0
2010-06-01,18.7479,19.2294,18.3862,18.986,20.5544,UP,1
2010-06-02,19.5927,18.8092,18.4082,19.2276,20.5449,UP,1
2010-06-03,19.8247,19.6015,18.432,19.4325,20.535,DOWN,0
2010-06-04,18.9843,19.422,18.4516,19.3231,20.5107,DOWN,0
2010-06-07,18.5859,19.0455,18.4684,19.1471,20.4827,UP,1
2010-06-08,18.8661,18.5859,18.4865,19.1707,20.4634,UP,1
2010-06-09,18.9186,18.9668,18.5035,19.0359,20.4386,UP,1
2010-06-10,19.724,19.2557,18.5236,19.0158,20.4296,UP,1
2010-06-11,19.8291,19.3826,18.5441,19.1847,20.4266,UP,1
2010-06-14,19.9604,19.9779,18.5657,19.4596,20.4163,UP,1
2010-06-15,20.5426,20.0479,18.5913,19.7949,20.4118,DOWN,0
2010-06-16,20.4682,20.4463,18.6184,20.1048,20.4009,UP,1
2010-06-17,20.6126,20.5732,18.6473,20.2826,20.3965,DOWN,0
2010-06-18,20.5732,20.6739,18.6771,20.4314,20.3955,DOWN,0
2010-06-21,20.5645,20.8008,18.7072,20.5522,20.3902,DOWN,0
2010-06-22,19.9079,20.6345,18.7342,20.4253,20.3705,DOWN,0
2010-06-23,19.4789,19.9298,18.7583,20.2274,20.3438,DOWN,0
2010-06-24,19.4351,19.352,18.7804,19.9919,20.3134,UP,1
2010-06-25,19.7897,19.5358,18.8035,19.8352,20.2903,UP,1
2010-06-28,20.0173,19.7722,18.8286,19.7258,20.2752,DOWN,0
2010-06-29,19.1287,19.7766,18.8498,19.5699,20.2429,DOWN,0
2010-06-30,18.9317,19.0587,18.8693,19.4605,20.197,DOWN,0
2010-07-01,18.6166,18.8748,18.8861,19.2968,20.1442,DOWN,0
2010-07-02,18.5115,18.6297,18.9005,19.0412,20.0838,UP,1
2010-07-06,18.7566,18.8048,18.9154,18.789,20.0209,UP,1
2010-07-07,19.3082,18.7085,18.9315,18.8249,19.9677,UP,1
2010-07-08,19.6452,19.422,18.9505,18.9676,19.9356,UP,1
2010-07-09,19.8553,19.7372,18.9698,19.2154,19.905,DOWN,0
2010-07-12,19.7984,19.7372,18.9899,19.4728,19.8702,UP,1
2010-07-13,20.1442,20.0304,19.0129,19.7503,19.8429,DOWN,0
2010-07-14,19.9998,20.0129,19.0348,19.8886,19.7989,UP,1
2010-07-15,20.1311,19.9473,19.0561,19.9858,19.766,DOWN,0
2010-07-16,19.7328,20.0392,19.0744,19.9613,19.7363,UP,1
2010-07-19,19.8335,19.7853,19.0934,19.9683,19.7267,UP,1
2010-07-20,20.0786,19.5752,19.1158,19.9551,19.7257,DOWN,0
2010-07-21,19.724,20.1355,19.1374,19.9,19.6959,UP,1
2010-07-22,19.9735,19.9341,19.1586,19.8685,19.6681,UP,1
2010-07-23,20.118,19.9823,19.1796,19.9455,19.6365,UP,1
2010-07-26,20.5995,20.2537,19.2035,20.0987,19.6221,UP,1
2010-07-27,20.9715,20.8271,19.2277,20.2773,19.628,DOWN,0
2010-07-28,20.5863,20.6826,19.2494,20.4498,19.6284,DOWN,0
2010-07-29,20.35,20.7439,19.2688,20.5251,19.6329,UP,1
2010-07-30,20.3675,20.1705,19.2885,20.575,19.6439,UP,1
2010-08-02,20.9497,20.617,19.3107,20.645,19.6873,DOWN,0
2010-08-03,20.7483,20.8796,19.3306,20.6004,19.7239,DOWN,0
2010-08-04,20.7308,20.7921,19.3514,20.6292,19.7639,DOWN,0
2010-08-05,20.6608,20.582,19.3702,20.6914,19.8095,DOWN,0
2010-08-06,20.4244,20.4944,19.3871,20.7028,19.8419,UP,1
2010-08-09,20.5426,20.4988,19.405,20.6214,19.8622,DOWN,0
2010-08-10,20.4682,20.3456,19.4233,20.5653,19.8822,DOWN,0
2010-08-11,19.7372,20.0436,19.4389,20.3666,19.902,DOWN,0
2010-08-12,19.6452,19.5533,19.4552,20.1635,19.9031,UP,1
2010-08-13,19.7853,19.6015,19.4716,20.0357,19.9023,DOWN,0
2010-08-16,19.6934,19.689,19.4904,19.8658,19.9164,UP,1
2010-08-17,20.0261,19.8335,19.5092,19.7774,19.9453,DOWN,0
2010-08-18,19.886,20.0392,19.5294,19.8072,19.9656,DOWN,0
2010-08-19,19.5183,19.8072,19.5478,19.7818,19.9776,DOWN,0
2010-08-20,19.2557,19.3563,19.5633,19.6759,19.9683,DOWN,0
2010-08-23,19.1637,19.3432,19.5784,19.5699,19.955,DOWN,0
2010-08-24,19.0018,18.923,19.5901,19.3651,19.9358,UP,1
2010-08-25,19.0718,18.958,19.6031,19.2023,19.9064,DOWN,0
2010-08-26,19.0412,19.1156,19.6141,19.1068,19.8778,UP,1
2010-08-27,19.3957,19.1418,19.6257,19.1348,19.8535,DOWN,0
2010-08-30,18.9142,19.3432,19.6353,19.0849,19.8203,DOWN,0
2010-08-31,18.7829,18.8442,19.6455,19.0412,19.7847,UP,1
2010-09-01,19.3607,19.0806,19.6569,19.0989,19.7737,DOWN,0
2010-09-02,19.2775,19.4877,19.6655,19.1462,19.7697,UP,1
2010-09-03,19.6233,19.4307,19.6758,19.1917,19.7735,DOWN,0
2010-09-07,19.0937,19.4001,19.6843,19.2276,19.7596,UP,1
2010-09-08,19.2075,19.0893,19.6947,19.3126,19.7434,UP,1
2010-09-09,19.4045,19.4264,19.7062,19.3213,19.7489,UP,1
2010-09-10,19.4614,19.3651,19.7166,19.3581,19.7595,UP,1
2010-09-13,19.4877,19.619,19.7268,19.3309,19.7769,UP,1
2010-09-14,19.527,19.457,19.7361,19.4176,19.7972,DOWN,0
2010-09-15,19.4264,19.4351,19.7464,19.4614,19.8106,DOWN,0
2010-09-16,19.352,19.4001,19.7555,19.4509,19.8115,DOWN,0
2010-09-17,19.2338,19.457,19.7638,19.4054,19.8033,UP,1
2010-09-20,19.4176,19.2951,19.7721,19.3914,19.7945,DOWN,0
2010-09-21,19.2732,19.4351,19.7797,19.3406,19.784,UP,1
2010-09-22,19.3388,19.2775,19.7871,19.3231,19.7679,DOWN,0
2010-09-23,19.2075,19.2206,19.7925,19.2942,19.752,UP,1
2010-09-24,19.6233,19.457,19.8005,19.3721,19.7419,DOWN,0
2010-09-27,19.4789,19.6715,19.8079,19.3843,19.7368,UP,1
2010-09-28,19.5183,19.5139,19.8145,19.4334,19.7305,DOWN,0
2010-09-29,19.492,19.4351,19.8192,19.464,19.7188,UP,1
2010-09-30,19.7153,19.6715,19.8243,19.5656,19.7186,UP,1
2010-10-01,19.9779,19.851,19.83,19.6365,19.7187,UP,1
2010-10-04,20.0479,19.921,19.8358,19.7503,19.7173,UP,1
2010-10-05,20.9059,20.153,19.8463,20.0278,19.7234,DOWN,0
2010-10-06,20.7877,20.8271,19.8567,20.2869,19.7197,UP,1
2010-10-07,20.9497,20.8446,19.8665,20.5338,19.727,UP,1
2010-10-08,21.0678,21.0109,19.877,20.7518,19.7414,UP,1
2010-10-11,21.0941,21.0591,19.8865,20.961,19.7559,UP,1
2010-10-12,21.1029,21.0722,19.8957,21.0004,19.759,UP,1
2010-10-13,21.3611,21.1992,19.9054,21.1151,19.7712,UP,1
2010-10-14,21.3918,21.4224,19.9156,21.2035,19.7844,UP,1
2010-10-15,21.5931,21.5056,19.9264,21.3086,19.8031,UP,1
2010-10-18,21.6544,21.5887,19.9372,21.4207,19.8277,DOWN,0
2010-10-19,21.1641,21.4487,19.9432,21.4329,19.8401,UP,1
2010-10-20,21.5362,21.2561,19.952,21.4679,19.8615,UP,1
2010-10-21,21.545,21.65,19.9603,21.4986,19.8976,UP,1
2010-10-22,21.9302,21.6281,19.9711,21.566,19.9433,UP,1
2010-10-25,21.9608,22.0702,19.9816,21.6273,19.9868,DOWN,0
2010-10-26,21.9214,21.8864,19.9896,21.7787,20.0314,DOWN,0
2010-10-27,21.7463,21.6675,19.9983,21.8207,20.0658,DOWN,0
2010-10-28,21.7376,21.8645,20.0064,21.8593,20.1028,UP,1
2010-10-29,21.8076,21.7332,20.0156,21.8347,20.1486,UP,1
2010-11-01,21.8295,21.9346,20.0264,21.8085,20.2001,UP,1
2010-11-02,22.0352,22.044,20.036,21.8312,20.2575,UP,1
2010-11-03,22.0484,22.1447,20.0456,21.8917,20.3185,UP,1
2010-11-04,22.2541,22.241,20.0571,21.995,20.3821,UP,1
2010-11-05,22.3767,22.3373,20.071,22.1088,20.4488,DOWN,0
2010-11-08,22.3767,22.3241,20.0839,22.2182,20.5084,DOWN,0
2010-11-09,22.1972,22.4161,20.0957,22.2506,20.5741,UP,1
2010-11-10,22.3723,22.2016,20.1114,22.3154,20.6459,UP,1
2010-11-11,22.4511,22.2235,20.1286,22.3548,20.7077,UP,1
2010-11-12,22.7225,22.3154,20.1499,22.4239,20.7766,UP,1
2010-11-15,22.7356,22.845,20.1693,22.4957,20.8388,DOWN,0
2010-11-16,22.0878,22.578,20.1849,22.4738,20.8987,DOWN,0
2010-11-17,22.0396,22.0527,20.2011,22.4073,20.9554,UP,1
2010-11-18,22.1753,22.2585,20.2215,22.3521,21.0108,UP,1
2010-11-19,22.2628,22.1665,20.2436,22.2602,21.0668,UP,1
2010-11-22,22.4861,22.1578,20.2671,22.2103,21.1268,DOWN,0
2010-11-23,22.3241,22.2322,20.2882,22.2576,21.1827,UP,1
2010-11-24,22.6305,22.4379,20.3114,22.3758,21.2468,DOWN,0
2010-11-26,22.4117,22.4554,20.3324,22.4231,21.308,DOWN,0
2010-11-29,22.3679,22.3198,20.353,22.4441,21.3707,UP,1
2010-11-30,22.3723,22.1928,20.372,22.4213,21.4298,UP,1
2010-12-01,22.5167,22.648,20.3911,22.4598,21.4946,UP,1
2010-12-02,22.9851,22.5124,20.4126,22.5307,21.5676,UP,1
2010-12-03,23.1908,22.9413,20.4344,22.6866,21.6472,UP,1
2010-12-06,23.309,23.1558,20.4558,22.8748,21.7209,UP,1
2010-12-07,23.3615,23.4797,20.4786,23.0726,21.7986,UP,1
2010-12-08,23.6067,23.3615,20.5006,23.2906,21.8804,UP,1
2010-12-09,23.7161,23.6855,20.5225,23.4368,21.9648,UP,1
2010-12-10,23.7511,23.7774,20.5442,23.5489,22.0456,DOWN,0
2010-12-13,23.7424,23.8693,20.5639,23.6356,22.1208,UP,1
2010-12-14,23.9525,23.8036,20.5839,23.7537,22.1989,DOWN,0
2010-12-15,23.5541,23.9437,20.6013,23.7432,22.2519,UP,1
2010-12-16,23.5717,23.5454,20.6166,23.7144,22.3076,UP,1
2010-12-17,23.7073,23.5191,20.6325,23.7056,22.3627,UP,1
2010-12-20,24.0094,23.8168,20.651,23.759,22.4216,UP,1
2010-12-21,24.075,24.0663,20.6693,23.7835,22.4812,UP,1
2010-12-22,24.1932,24.075,20.6877,23.9113,22.543,UP,1
2010-12-23,24.272,24.2326,20.7058,24.0514,22.6012,DOWN,0
2010-12-27,24.2633,24.2151,20.725,24.1626,22.6586,UP,1
2010-12-28,24.2983,24.3289,20.7446,24.2204,22.7127,UP,1
2010-12-29,24.3596,24.3377,20.7643,24.2773,22.7668,UP,1
2010-12-30,24.3771,24.2939,20.7839,24.314,22.8311,DOWN,0
2010-12-31,24.2808,24.3421,20.8028,24.3158,22.886,UP,1
2011-01-03,24.701,24.4427,20.8258,24.4033,22.9491,DOWN,0
2011-01-04,24.3464,24.6003,20.8472,24.413,22.9974,DOWN,0
2011-01-05,24.2414,24.1144,20.8668,24.3893,23.0431,UP,1
2011-01-06,24.3814,24.2895,20.8877,24.3902,23.0923,UP,1
2011-01-07,24.434,24.3902,20.9099,24.4208,23.146,DOWN,0
2011-01-10,24.3289,23.9218,20.9324,24.3464,23.1978,UP,1
2011-01-11,24.7535,24.3508,20.9554,24.4278,23.2568,UP,1
2011-01-12,25.1168,24.8717,20.9801,24.6029,23.3225,UP,1
2011-01-13,25.2613,25.0687,21.0065,24.7789,23.387,UP,1
2011-01-14,25.2875,25.2175,21.0306,24.9496,23.4518,UP,1
2011-01-18,25.3138,25.2219,21.0533,25.1466,23.513,DOWN,0
2011-01-19,25.1956,25.2438,21.0742,25.235,23.5694,UP,1
2011-01-20,25.4933,25.0993,21.0975,25.3103,23.6317,UP,1
2011-01-21,25.6115,25.5239,21.1225,25.3803,23.7,UP,1
2011-01-24,25.8216,25.6815,21.1474,25.4872,23.769,DOWN,0
2011-01-25,25.6202,25.7472,21.1711,25.5484,23.8324,UP,1
2011-01-26,25.8829,25.71,21.1964,25.6859,23.8956,DOWN,0
2011-01-27,25.8566,25.6815,21.2209,25.7585,23.958,DOWN,0
2011-01-28,25.7165,25.8566,21.2448,25.7796,24.0306,UP,1
2011-01-31,25.7778,25.7647,21.2698,25.7708,24.1053,UP,1
2011-02-01,25.9223,25.9004,21.2957,25.8312,24.1803,DOWN,0
2011-02-02,25.7647,25.7778,21.3184,25.8076,24.2503,UP,1
2011-02-03,25.9047,25.7822,21.3416,25.8172,24.3187,DOWN,0
2011-02-04,25.8303,25.9004,21.3631,25.84,24.3888,UP,1
2011-02-07,26.0492,25.8435,21.3839,25.8942,24.4572,UP,1
2011-02-08,26.0536,26.0054,21.4043,25.9205,24.53,DOWN,0
2011-02-09,25.9047,25.931,21.4276,25.9485,24.6008,UP,1
2011-02-10,26.1718,25.826,21.4515,26.0019,24.6767,UP,1
2011-02-11,26.4038,26.0798,21.4758,26.1166,24.7545,UP,1
2011-02-14,26.5263,26.4344,21.5009,26.212,24.8253,UP,1
2011-02-15,26.8371,26.4738,21.5241,26.3687,24.8982,UP,1
2011-02-16,27.1391,26.8765,21.5509,26.6156,24.9748,UP,1
2011-02-17,27.6119,27.0997,21.5829,26.9036,25.0598,UP,1
2011-02-18,28.2991,27.52,21.6228,27.2827,25.1537,DOWN,0
2011-02-22,27.7213,28.2991,21.6608,27.5217,25.2338,UP,1
2011-02-23,27.7388,27.7213,21.6934,27.7021,25.3135,DOWN,0
2011-02-24,27.6075,27.66,21.7246,27.7957,25.3909,UP,1
2011-02-25,28.019,27.752,21.7562,27.8771,25.4722,UP,1
2011-02-28,28.2641,28.0584,21.791,27.8701,25.5664,DOWN,0
2011-03-01,27.787,28.3867,21.8265,27.8833,25.6507,UP,1
2011-03-02,27.8789,27.8395,21.8631,27.9113,25.7341,UP,1
2011-03-03,28.3604,28.0102,21.9042,28.0619,25.8211,DOWN,0
2011-03-04,28.2466,28.286,21.9464,28.1074,25.9046,DOWN,0
2011-03-07,28.0496,28.286,21.9927,28.0645,25.9817,UP,1
2011-03-08,28.4129,28.0496,22.0402,28.1897,26.0645,UP,1
2011-03-09,28.6055,28.2685,22.0896,28.335,26.1514,DOWN,0
2011-03-10,28.4567,28.3298,22.14,28.3543,26.2345,UP,1
2011-03-11,28.5968,28.1984,22.1889,28.4243,26.3193,DOWN,0
2011-03-14,28.2685,28.3079,22.2326,28.4681,26.3971,DOWN,0
2011-03-15,27.5025,27.5725,22.2728,28.286,26.4615,DOWN,0
2011-03-16,27.2267,27.4018,22.3152,28.0102,26.512,UP,1
2011-03-17,27.8045,27.5988,22.3563,27.8798,26.5812,UP,1
2011-03-18,28.0321,28.251,22.3973,27.7668,26.657,UP,1
2011-03-21,28.9645,28.2685,22.4472,27.906,26.7487,DOWN,0
2011-03-22,28.8988,29.0433,22.4988,28.1853,26.838,UP,1
2011-03-23,28.9207,28.89,22.549,28.5241,26.9298,DOWN,0
2011-03-24,28.6624,29.0564,22.5978,28.6957,27.008,UP,1
2011-03-25,28.9163,28.6712,22.6437,28.8725,27.084,DOWN,0
2011-03-28,28.7675,28.9688,22.6884,28.8331,27.1541,DOWN,0
2011-03-29,28.588,28.715,22.7315,28.771,27.2201,UP,1
2011-03-30,28.8594,28.6712,22.7731,28.7587,27.291,UP,1
2011-03-31,29.2752,28.8069,22.8172,28.8813,27.3726,UP,1
2011-04-01,29.4897,29.481,22.8615,28.996,27.4525,UP,1
2011-04-04,29.5685,29.5466,22.9065,29.1562,27.5317,DOWN,0
2011-04-05,29.4678,29.4766,22.951,29.3322,27.6046,DOWN,0
2011-04-06,29.0126,29.5116,22.9966,29.3628,27.6725,DOWN,0
2011-04-07,28.7631,28.9601,23.043,29.2604,27.7301,DOWN,0
2011-04-08,28.6493,28.9426,23.0891,29.0923,27.7859,DOWN,0
2011-04-11,28.4085,28.7062,23.1322,28.8603,27.8398,DOWN,0
2011-04-12,28.1897,28.2247,23.173,28.6046,27.888,UP,1
2011-04-13,28.2072,28.251,23.2184,28.4436,27.9337,UP,1
2011-04-14,28.2116,28.0496,23.2648,28.3333,27.9826,UP,1
2011-04-15,28.4742,28.2116,23.3141,28.2982,28.034,DOWN,0
2011-04-18,28.1153,28.159,23.3621,28.2396,28.0797,UP,1
2011-04-19,28.1678,28.1153,23.4092,28.2352,28.1221,UP,1
2011-04-20,29.1264,28.5311,23.4583,28.4191,28.1836,UP,1
2011-04-21,29.2752,29.2621,23.5064,28.6318,28.251,UP,1
2011-04-25,29.4109,29.3015,23.5542,28.8191,28.3157,UP,1
2011-04-26,29.9756,29.5466,23.6051,29.1912,28.3872,UP,1
2011-04-27,30.0281,29.9143,23.6545,29.5633,28.4572,UP,1
2011-04-28,30.247,30.0019,23.7057,29.7874,28.5254,UP,1
2011-04-29,30.6147,30.2733,23.7581,30.0553,28.5949,DOWN,0
2011-05-02,30.5315,30.6891,23.8121,30.2794,28.6533,DOWN,0
2011-05-03,30.4309,30.3521,23.8651,30.3704,28.696,DOWN,0
2011-05-04,29.5248,29.2884,23.9124,30.2698,28.732,UP,1
2011-05-05,29.5641,29.319,23.9616,30.1332,28.7685,UP,1
2011-05-06,30.4133,30.0281,24.0138,30.0929,28.8247,UP,1
2011-05-09,30.8073,30.3477,24.0672,30.1481,28.8804,UP,1
2011-05-10,31.0305,30.9211,24.1194,30.268,28.9357,DOWN,0
2011-05-11,30.5053,30.8598,24.167,30.4641,28.9901,DOWN,0
2011-05-12,30.3958,30.3739,24.2161,30.6305,29.0405,DOWN,0
2011-05-13,30.2995,30.4965,24.2658,30.6077,29.0792,DOWN,0
2011-05-16,30.247,30.2295,24.3152,30.4956,29.1192,DOWN,0
2011-05-17,30.2383,30.0807,24.3617,30.3372,29.163,UP,1
2011-05-18,30.9167,30.3783,24.4125,30.4195,29.2131,UP,1
2011-05-19,30.9211,31.0349,24.4635,30.5245,29.2594,DOWN,0
2011-05-20,30.8905,30.9036,24.5146,30.6427,29.3081,DOWN,0
2011-05-23,30.6235,30.4571,24.5656,30.718,29.3486,DOWN,0
2011-05-24,30.5534,30.7723,24.6157,30.781,29.3943,UP,1
2011-05-25,30.8336,30.4615,24.6675,30.7644,29.4609,DOWN,0
2011-05-26,30.6322,30.7066,24.722,30.7066,29.529,UP,1
2011-05-27,30.6453,30.7285,24.777,30.6576,29.5859,UP,1
2011-05-31,31.1181,30.9999,24.8336,30.7565,29.6476,DOWN,0
2011-06-01,30.8161,31.0043,24.8892,30.809,29.6846,DOWN,0
2011-06-02,30.6453,30.8642,24.9423,30.7714,29.7195,DOWN,0
2011-06-03,30.5096,30.2164,24.9955,30.7469,29.7513,DOWN,0
2011-06-06,29.9406,30.3958,25.0476,30.6059,29.7769,UP,1
2011-06-07,30.1726,30.1201,25.1021,30.4168,29.802,UP,1
2011-06-08,30.247,30.1901,25.1576,30.303,29.8316,UP,1
2011-06-09,30.4352,30.2995,25.2147,30.261,29.8685,DOWN,0
2011-06-10,30.2207,30.3302,25.2705,30.2032,29.8958,DOWN,0
2011-06-13,30.1288,30.3127,25.3259,30.2409,29.9128,UP,1
2011-06-14,30.5053,30.4177,25.3815,30.3074,29.9332,DOWN,0
2011-06-15,30.0807,30.2601,25.4373,30.2741,29.9434,DOWN,0
2011-06-16,29.9537,30.1244,25.4931,30.1778,29.9531,UP,1
2011-06-17,30.3652,30.1813,25.5482,30.2067,29.9802,UP,1
2011-06-20,30.9386,30.2251,25.6065,30.3687,30.0237,UP,1
2011-06-21,31.4332,31.14,25.6655,30.5543,30.0794,UP,1
2011-06-22,31.5164,31.4026,25.7276,30.8414,30.1415,UP,1
2011-06-23,31.6609,31.14,25.7899,31.1829,30.2109,UP,1
2011-06-24,32.0723,31.6696,25.8532,31.5243,30.2882,UP,1
2011-06-27,32.1686,32.1686,25.9168,31.7703,30.3674,DOWN,0
2011-06-28,32.0373,32.3131,25.9795,31.8911,30.4386,UP,1
2011-06-29,32.3437,32.173,26.0436,32.0566,30.5232,UP,1
2011-06-30,32.3962,32.4707,26.1085,32.2036,30.6078,UP,1
2011-07-01,32.9828,32.4269,26.1766,32.3857,30.6849,DOWN,0
2011-07-05,32.9259,32.904,26.2451,32.5372,30.7579,UP,1
2011-07-06,33.0616,32.834,26.3133,32.7421,30.8309,DOWN,0
2011-07-07,32.9959,33.2673,26.3819,32.8725,30.8913,DOWN,0
2011-07-08,32.939,32.6326,26.4499,32.9811,30.9496,DOWN,0
2011-07-11,32.4138,32.5888,26.5159,32.8672,30.9929,DOWN,0
2011-07-12,32.3437,32.3175,26.5795,32.7508,31.0275,DOWN,0
2011-07-13,32.2956,32.4794,26.6436,32.5976,31.0628,DOWN,0
2011-07-14,32.2343,32.44,26.7072,32.4453,31.0988,UP,1
2011-07-15,32.567,32.3962,26.7726,32.3709,31.1597,DOWN,0
2011-07-18,32.3656,32.4488,26.8358,32.3612,31.2157,UP,1
2011-07-19,32.7596,32.4663,26.8997,32.4444,31.2626,DOWN,0
2011-07-20,32.6239,32.7946,26.9626,32.5101,31.299,UP,1
2011-07-21,33.2454,32.8515,27.0243,32.7123,31.3433,DOWN,0
2011-07-22,33.1141,33.3549,27.086,32.8217,31.3954,DOWN,0
2011-07-25,32.9128,32.9128,27.1458,32.9312,31.4458,DOWN,0
2011-07-26,32.6851,32.8734,27.2039,32.9163,31.4935,DOWN,0
2011-07-27,32.3218,32.5276,27.26,32.8559,31.535,DOWN,0
2011-07-28,31.941,32.1861,27.3142,32.595,31.569,DOWN,0
2011-07-29,31.8622,31.5996,27.3667,32.3446,31.5879,DOWN,0
2011-08-01,31.8447,32.2168,27.419,32.131,31.6064,DOWN,0
2011-08-02,31.2976,31.6915,27.4675,31.8535,31.6146,DOWN,0
2011-08-03,30.2689,31.0918,27.5105,31.4429,31.6075,DOWN,0
2011-08-04,28.2159,29.8224,27.5458,30.6979,31.5607,DOWN,0
2011-08-05,27.8833,28.3954,27.5775,29.9021,31.5017,DOWN,0
2011-08-08,25.9616,27.1348,27.5996,28.7255,31.4083,UP,1
2011-08-09,27.8001,26.3906,27.629,28.026,31.3514,DOWN,0
2011-08-10,27.2529,27.3098,27.6554,27.4228,31.2741,UP,1
2011-08-11,28.9294,27.3711,27.6905,27.5655,31.2364,UP,1
2011-08-12,29.0301,29.2577,27.7269,27.7949,31.2041,UP,1
2011-08-15,29.853,29.3103,27.7675,28.5731,31.1909,DOWN,0
2011-08-16,29.8399,29.5685,27.8076,28.9811,31.1889,UP,1
2011-08-17,29.9362,30.0719,27.8482,29.5177,31.1842,DOWN,0
2011-08-18,29.1658,29.2446,27.8838,29.565,31.1626,DOWN,0
2011-08-19,28.785,28.82,27.9175,29.516,31.1296,DOWN,0
2011-08-22,28.6099,29.4285,27.9493,29.2674,31.0973,UP,1
2011-08-23,29.4591,28.7106,27.9847,29.1912,31.0839,UP,1
2011-08-24,29.9231,29.2621,28.0224,29.1886,31.0723,DOWN,0
2011-08-25,29.4897,30.015,28.0589,29.2534,31.0605,UP,1
2011-08-26,30.1157,29.3146,28.0976,29.5195,31.0637,UP,1
2011-08-29,31.0393,30.4921,28.1405,30.0054,31.0772,UP,1
2011-08-30,31.0656,30.8598,28.1823,30.3267,31.0797,DOWN,0
2011-08-31,31.0349,31.2275,28.2238,30.549,31.0718,UP,1
2011-09-01,31.0612,31.14,28.2686,30.8633,31.0627,DOWN,0
2011-09-02,30.0063,30.4527,28.3085,30.8414,31.0296,DOWN,0
2011-09-06,29.5641,29.0126,28.3454,30.5464,30.9794,UP,1
2011-09-07,30.3564,30.0456,28.3859,30.4046,30.9432,DOWN,0
2011-09-08,29.9318,30.2689,28.4231,30.184,30.9011,DOWN,0
2011-09-09,29.087,29.6429,28.4569,29.7891,30.8359,DOWN,0
2011-09-12,28.8331,28.7719,28.4879,29.5545,30.7647,UP,1
2011-09-13,29.3278,28.9776,28.5225,29.5072,30.6916,UP,1
2011-09-14,29.5992,29.4416,28.5587,29.3558,30.625,UP,1
