ticker,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-08-15,66.86,67.75,59.7531,67.318,63.1732,DOWN,0
2006-08-16,65.41,67.0,59.7933,66.904,63.3028,UP,1
2006-08-17,66.15,64.82,59.8387,66.664,63.4824,UP,1
2006-08-18,67.26,66.35,59.8868,66.546,63.6704,DOWN,0
2006-08-21,66.89,67.42,59.9286,66.514,63.8576,DOWN,0
2006-08-22,66.55,66.6,59.964,66.452,64.0368,DOWN,0
2006-08-23,65.68,66.44,60.0023,66.506,64.2148,UP,1
2006-08-24,66.73,65.68,60.049,66.622,64.3928,UP,1
2006-08-25,66.77,66.8,60.0935,66.524,64.5396,DOWN,0
2006-08-28,66.16,66.31,60.1405,66.378,64.6886,DOWN,0
2006-08-29,65.74,65.97,60.188,66.216,64.8532,DOWN,0
2006-08-30,65.19,65.75,60.2308,66.118,65.0068,DOWN,0
2006-08-31,64.4,65.19,60.2698,65.652,65.1292,UP,1
2006-09-01,64.83,64.72,60.3105,65.264,65.2526,UP,1
2006-09-05,66.34,65.73,60.3565,65.3,65.4052,DOWN,0
2006-09-06,65.22,66.09,60.3953,65.196,65.516,UP,1
2006-09-07,65.4,65.01,60.4317,65.238,65.622,DOWN,0
2006-09-08,64.22,65.4,60.4586,65.202,65.6792,DOWN,0
2006-09-11,62.0,63.63,60.473,64.636,65.6702,DOWN,0
2006-09-12,61.39,62.0,60.4864,63.646,65.6568,UP,1
2006-09-13,62.39,61.61,60.5056,63.08,65.6496,DOWN,0
2006-09-14,62.05,62.46,60.53,62.41,65.613,DOWN,0
2006-09-15,61.79,62.06,60.5521,61.924,65.5692,UP,1
2006-09-18,62.85,62.0,60.5798,62.094,65.5526,DOWN,0
2006-09-19,61.89,63.01,60.5957,62.194,65.505,DOWN,0
2006-09-20,60.88,61.9,60.6042,61.892,65.4166,UP,1
2006-09-21,62.05,61.08,60.6162,61.892,65.3602,DOWN,0
2006-09-22,61.94,62.3,60.626,61.922,65.3002,UP,1
2006-09-25,62.18,61.46,60.6404,61.788,65.2162,UP,1
2006-09-26,63.59,62.18,60.6603,62.128,65.1906,UP,1
2006-09-27,64.2,63.84,60.6872,62.792,65.1636,UP,1
2006-09-28,64.53,64.11,60.7119,63.288,65.1344,UP,1
2006-09-29,64.86,64.4,60.7419,63.872,65.1252,DOWN,0
2006-10-02,64.51,64.9,60.7681,64.338,65.1264,DOWN,0
2006-10-03,62.94,64.0,60.7877,64.208,65.0598,UP,1
2006-10-04,63.7,63.25,60.8186,64.108,64.9948,UP,1
2006-10-05,63.88,64.13,60.8543,63.978,64.9224,DOWN,0
2006-10-06,63.66,63.52,60.8882,63.738,64.841,DOWN,0
2006-10-09,63.24,64.02,60.9193,63.484,64.7848,UP,1
2006-10-10,63.9,63.09,60.9533,63.676,64.7472,DOWN,0
2006-10-11,63.1,63.63,60.9831,63.556,64.6842,UP,1
2006-10-12,64.02,63.49,61.0238,63.584,64.6452,UP,1
2006-10-13,64.2,64.36,61.0613,63.692,64.6192,UP,1
2006-10-16,65.05,64.41,61.1042,64.054,64.607,DOWN,0
2006-10-17,64.93,65.11,61.145,64.26,64.569,DOWN,0
2006-10-18,64.6,64.94,61.1726,64.56,64.517,UP,1
2006-10-19,65.64,64.8,61.2062,64.884,64.4802,DOWN,0
2006-10-20,65.28,65.83,61.2417,65.1,64.4388,UP,1
2006-10-23,65.64,64.94,61.2736,65.218,64.3946,UP,1
2006-10-24,66.89,65.64,61.3133,65.61,64.3914,UP,1
2006-10-25,67.58,66.66,61.355,66.206,64.4058,DOWN,0
2006-10-26,67.5,68.28,61.3933,66.578,64.4476,UP,1
2006-10-27,67.68,68.05,61.4323,67.058,64.4782,DOWN,0
2006-10-30,66.39,67.21,61.4624,67.208,64.4608,UP,1
2006-10-31,67.2,66.1,61.4891,67.27,64.467,DOWN,0
2006-11-01,66.98,67.2,61.5195,67.15,64.4756,UP,1
2006-11-02,67.79,66.95,61.5505,67.208,64.5178,UP,1
2006-11-03,68.91,68.0,61.5894,67.454,64.5614,UP,1
2006-11-06,69.77,69.05,61.6272,68.13,64.6214,DOWN,0
2006-11-07,68.91,69.85,61.6615,68.472,64.6764,UP,1
2006-11-08,69.51,68.6,61.7028,68.978,64.7518,UP,1
2006-11-09,70.2,69.86,61.7527,69.46,64.852,DOWN,0
2006-11-10,69.54,70.3,61.7985,69.586,64.9548,UP,1
2006-11-13,70.35,69.54,61.8465,69.702,65.0652,UP,1
2006-11-14,70.38,70.46,61.9015,69.996,65.146,DOWN,0
2006-11-15,69.95,69.85,61.9577,70.084,65.2406,DOWN,0
2006-11-16,68.55,70.31,62.0079,69.754,65.3036,UP,1
2006-11-17,69.1,68.11,62.0659,69.666,65.4012,UP,1
2006-11-20,69.24,68.84,62.1179,69.444,65.546,UP,1
2006-11-21,70.22,69.58,62.1803,69.412,65.7226,DOWN,0
2006-11-22,69.6,70.22,62.2389,69.342,65.8668,DOWN,0
2006-11-24,68.84,68.97,62.2986,69.4,66.0026,DOWN,0
2006-11-27,68.75,69.29,62.3593,69.33,66.1418,UP,1
2006-11-28,69.88,68.89,62.4256,69.458,66.2824,UP,1
2006-11-29,71.05,70.2,62.5022,69.624,66.4656,UP,1
2006-11-30,72.32,71.25,62.584,70.168,66.6944,UP,1
2006-12-01,73.11,72.33,62.6681,71.022,66.9156,UP,1
2006-12-04,73.5,73.11,62.7497,71.972,67.1468,UP,1
2006-12-05,73.95,73.66,62.83,72.786,67.3822,DOWN,0
2006-12-06,73.56,73.85,62.9116,73.288,67.5816,DOWN,0
2006-12-07,73.32,73.66,62.9925,73.488,67.764,DOWN,0
2006-12-08,72.83,73.62,63.0684,73.432,67.93,UP,1
2006-12-11,73.7,72.83,63.1514,73.472,68.1068,UP,1
2006-12-12,73.85,74.46,63.2382,73.452,68.2936,UP,1
2006-12-13,74.4,74.53,63.324,73.62,68.5228,UP,1
2006-12-14,75.97,74.72,63.4188,74.15,68.7682,DOWN,0
2006-12-15,75.38,75.99,63.5109,74.66,68.9982,DOWN,0
2006-12-18,73.33,75.1,63.5983,74.586,69.1916,UP,1
2006-12-19,74.49,72.98,63.6941,74.714,69.4166,DOWN,0
2006-12-20,73.65,74.46,63.7868,74.564,69.6116,DOWN,0
2006-12-21,73.23,73.66,63.8807,74.016,69.8142,DOWN,0
2006-12-22,72.73,73.3,63.9739,73.486,69.9884,UP,1
2006-12-26,73.09,72.64,64.0635,73.438,70.1662,UP,1
2006-12-27,74.04,73.28,64.1519,73.348,70.346,UP,1
2006-12-28,74.28,74.26,64.2408,73.474,70.533,DOWN,0
2006-12-29,73.53,73.89,64.3198,73.534,70.7116,DOWN,0
2007-01-03,70.97,72.77,64.3887,73.182,70.8182,DOWN,0
2007-01-04,70.28,70.9,64.4564,72.62,70.9182,UP,1
2007-01-05,70.55,70.28,64.5263,71.922,71.0164,UP,1
2007-01-08,71.45,71.06,64.6011,71.356,71.1076,DOWN,0
2007-01-09,70.63,70.98,64.6711,70.776,71.1686,DOWN,0
2007-01-10,69.41,69.75,64.7303,70.464,71.2068,DOWN,0
2007-01-11,68.69,69.32,64.7827,70.146,71.227,UP,1
2007-01-12,70.35,69.1,64.8451,70.106,71.3062,DOWN,0
2007-01-16,69.67,70.08,64.9003,69.75,71.3556,UP,1
2007-01-17,70.82,69.71,64.9619,69.788,71.4324,UP,1
2007-01-18,70.92,70.83,65.0266,70.09,71.495,UP,1
2007-01-19,72.32,71.33,65.0965,70.816,71.5632,DOWN,0
2007-01-22,71.22,72.51,65.1581,70.99,71.5922,UP,1
2007-01-23,72.56,71.61,65.2234,71.568,71.6652,UP,1
2007-01-24,72.84,72.49,65.2905,71.972,71.7318,DOWN,0
2007-01-25,71.52,72.5,65.3549,72.092,71.7582,DOWN,0
2007-01-26,71.5,72.14,65.4138,71.928,71.7974,UP,1
2007-01-29,71.53,71.51,65.4741,71.99,71.821,UP,1
2007-01-30,73.07,71.95,65.5461,72.092,71.8748,DOWN,0
2007-01-31,72.88,72.99,65.6166,72.1,71.9334,UP,1
2007-02-01,74.47,73.25,65.6924,72.69,72.0518,DOWN,0
2007-02-02,74.04,73.8,65.7582,73.198,72.1506,DOWN,0
2007-02-05,73.78,74.05,65.8221,73.648,72.2414,DOWN,0
2007-02-06,73.37,74.15,65.8888,73.708,72.3044,DOWN,0
2007-02-07,72.64,73.87,65.9446,73.66,72.3652,UP,1
2007-02-08,73.75,72.46,66.0084,73.516,72.4634,DOWN,0
2007-02-09,73.32,73.93,66.0729,73.372,72.5548,DOWN,0
2007-02-12,72.32,73.1,66.1334,73.08,72.6036,UP,1
2007-02-13,72.83,72.73,66.1977,72.972,72.6392,DOWN,0
2007-02-14,72.19,72.64,66.2535,72.882,72.6366,DOWN,0
2007-02-15,71.36,72.06,66.3045,72.404,72.6016,DOWN,0
2007-02-16,70.81,71.01,66.3445,71.902,72.5478,DOWN,0
2007-02-20,70.12,70.65,66.3856,71.462,72.4712,DOWN,0
2007-02-21,69.94,70.12,66.4253,70.884,72.3988,UP,1
2007-02-22,70.67,70.02,66.4669,70.58,72.3458,UP,1
2007-02-23,71.07,71.19,66.5122,70.522,72.3106,UP,1
2007-02-26,71.41,71.42,66.555,70.642,72.2648,DOWN,0
2007-02-27,68.58,70.71,66.5835,70.334,72.1594,DOWN,0
2007-02-28,68.52,68.59,66.6125,70.05,72.0418,DOWN,0
2007-03-01,67.6,67.32,66.6436,69.436,71.8744,DOWN,0
2007-03-02,66.79,67.58,66.6748,68.58,71.7026,DOWN,0
2007-03-05,66.43,66.2,66.7018,67.584,71.5646,UP,1
2007-03-06,67.67,67.28,66.7455,67.402,71.4282,UP,1
2007-03-07,68.33,67.8,66.7936,67.364,71.3218,UP,1
2007-03-08,68.46,68.95,66.8436,67.536,71.2264,UP,1
2007-03-09,68.47,68.83,66.8948,67.872,71.1412,UP,1
2007-03-12,68.83,68.47,66.9485,68.352,71.056,DOWN,0
2007-03-13,67.84,68.83,66.9997,68.386,70.932,UP,1
2007-03-14,68.32,68.3,67.0438,68.384,70.8128,UP,1
2007-03-15,68.87,68.2,67.089,68.466,70.7196,DOWN,0
2007-03-16,68.08,69.24,67.1372,68.388,70.6618,UP,1
2007-03-19,69.38,68.58,67.1851,68.498,70.6438,UP,1
2007-03-20,70.05,69.39,67.2355,68.94,70.6338,UP,1
2007-03-21,71.34,70.38,67.2884,69.544,70.6316,UP,1
2007-03-22,72.93,71.55,67.3563,70.356,70.6776,UP,1
2007-03-23,73.7,73.39,67.4302,71.48,70.7634,UP,1
2007-03-26,74.4,74.14,67.5163,72.484,70.8776,DOWN,0
2007-03-27,74.17,74.01,67.5979,73.308,70.954,DOWN,0
2007-03-28,74.08,74.47,67.6806,73.856,71.0422,UP,1
2007-03-29,74.95,74.36,67.7674,74.26,71.1248,DOWN,0
2007-03-30,73.96,74.81,67.8533,74.312,71.1856,UP,1
2007-04-02,74.83,74.05,67.9383,74.398,71.2358,UP,1
2007-04-03,75.34,74.61,68.0179,74.632,71.3182,UP,1
2007-04-04,75.55,75.12,68.1021,74.926,71.378,UP,1
2007-04-05,75.61,75.56,68.1926,75.058,71.4334,DOWN,0
2007-04-09,75.49,75.32,68.2825,75.364,71.5128,UP,1
2007-04-10,77.04,75.79,68.3763,75.806,71.6236,DOWN,0
2007-04-11,76.56,77.04,68.4658,76.05,71.7242,UP,1
2007-04-12,77.17,76.75,68.5581,76.374,71.8062,DOWN,0
2007-04-13,77.01,77.5,68.6447,76.654,71.8888,UP,1
2007-04-16,77.87,77.25,68.7336,77.13,71.9568,UP,1
2007-04-17,77.96,78.0,68.8166,77.314,72.0352,DOWN,0
2007-04-18,77.77,77.55,68.8932,77.556,72.115,DOWN,0
2007-04-19,76.81,77.47,68.9669,77.484,72.1838,UP,1
2007-04-20,78.45,77.29,69.0454,77.772,72.3,DOWN,0
2007-04-23,77.56,78.06,69.1138,77.71,72.3762,DOWN,0
2007-04-24,77.1,77.11,69.1794,77.538,72.4518,UP,1
2007-04-25,78.32,77.58,69.2526,77.648,72.5718,DOWN,0
2007-04-26,78.18,78.17,69.3222,77.922,72.6788,DOWN,0
2007-04-27,78.08,78.42,69.3861,77.848,72.7966,DOWN,0
2007-04-30,77.79,78.09,69.4507,77.894,72.9252,UP,1
2007-05-01,78.35,77.97,69.5177,78.144,73.076,UP,1
2007-05-02,78.64,78.48,69.579,78.208,73.2464,UP,1
2007-05-03,79.56,78.65,69.6525,78.484,73.4388,DOWN,0
2007-05-04,79.3,79.8,69.7212,78.728,73.6114,UP,1
2007-05-07,79.58,78.63,69.7892,79.086,73.7816,UP,1
2007-05-08,80.05,79.42,69.8628,79.426,73.9544,DOWN,0
2007-05-09,79.75,79.92,69.9393,79.648,74.1778,DOWN,0
2007-05-10,78.19,79.52,69.9989,79.374,74.3712,UP,1
2007-05-11,80.04,78.5,70.0644,79.522,74.62,UP,1
2007-05-14,80.87,80.0,70.1312,79.78,74.9016,DOWN,0
2007-05-15,80.73,80.94,70.1962,79.916,75.1876,DOWN,0
2007-05-16,80.73,80.15,70.2696,80.112,75.4488,UP,1
2007-05-17,81.46,80.75,70.348,80.766,75.7114,UP,1
2007-05-18,82.85,81.87,70.431,81.328,75.9992,DOWN,0
2007-05-21,82.83,83.11,70.5153,81.72,76.2864,DOWN,0
2007-05-22,82.18,82.83,70.5987,82.01,76.5534,DOWN,0
2007-05-23,81.4,82.18,70.6774,82.144,76.8246,DOWN,0
2007-05-24,79.97,81.67,70.7431,81.846,77.0576,UP,1
2007-05-25,81.13,80.4,70.8128,81.502,77.3028,DOWN,0
2007-05-29,80.71,80.98,70.8789,81.078,77.5554,UP,1
2007-05-30,82.25,80.56,70.9534,81.092,77.8128,DOWN,0
2007-05-31,81.49,82.15,71.0216,81.11,78.0416,UP,1
2007-06-01,82.23,81.76,71.0975,81.562,78.2594,UP,1
2007-06-04,83.13,82.2,71.1789,81.962,78.4634,DOWN,0
2007-06-05,82.73,82.71,71.2655,82.366,78.644,DOWN,0
2007-06-06,81.79,82.73,71.3437,82.274,78.7918,DOWN,0
2007-06-07,80.2,81.65,71.4084,82.016,78.9124,UP,1
2007-06-08,80.69,80.01,71.4774,81.708,79.0446,UP,1
2007-06-11,81.36,80.66,71.5514,81.354,79.1728,DOWN,0
2007-06-12,80.56,81.35,71.6258,80.92,79.3048,UP,1
2007-06-13,81.15,80.81,71.6979,80.792,79.4312,UP,1
2007-06-14,82.33,81.41,71.7757,81.218,79.571,UP,1
2007-06-15,83.17,82.86,71.8608,81.714,79.7234,UP,1
2007-06-18,83.39,83.27,71.949,82.12,79.879,DOWN,0
2007-06-19,83.29,82.99,72.0395,82.666,80.035,DOWN,0
2007-06-20,80.97,83.6,72.1224,82.63,80.1136,UP,1
2007-06-21,82.85,81.49,72.2125,82.734,80.2394,DOWN,0
2007-06-22,81.55,82.85,72.2885,82.41,80.327,UP,1
2007-06-25,82.95,81.56,72.3772,82.322,80.4458,DOWN,0
2007-06-26,82.7,83.49,72.4637,82.204,80.5424,UP,1
2007-06-27,83.89,82.25,72.562,82.788,80.661,UP,1
2007-06-28,84.18,84.89,72.6729,83.054,80.7892,UP,1
2007-06-29,84.24,84.79,72.7872,83.592,80.9378,UP,1
2007-07-02,85.15,84.7,72.901,84.032,81.0718,UP,1
2007-07-03,86.33,83.6,73.0224,84.758,81.2472,UP,1
2007-07-05,86.57,86.79,73.1463,85.294,81.4366,UP,1
2007-07-06,87.68,86.57,73.2704,85.994,81.6238,UP,1
2007-07-09,89.5,87.55,73.4085,87.046,81.8502,DOWN,0
2007-07-10,89.0,89.0,73.5491,87.816,82.0686,UP,1
2007-07-11,90.75,89.48,73.6926,88.7,82.3278,UP,1
2007-07-12,93.3,90.91,73.8494,90.046,82.6268,UP,1
2007-07-13,93.33,93.48,74.0051,91.176,82.9206,DOWN,0
2007-07-16,92.12,93.5,74.1478,91.7,83.1718,DOWN,0
2007-07-17,91.1,93.08,74.2823,92.12,83.4078,UP,1
2007-07-18,93.08,91.09,74.425,92.586,83.6778,DOWN,0
2007-07-19,93.0,93.46,74.5657,92.526,83.9368,DOWN,0
2007-07-20,92.12,93.0,74.7038,92.284,84.1842,UP,1
2007-07-23,92.57,92.17,74.8519,92.374,84.4718,DOWN,0
2007-07-24,89.85,91.64,74.9827,92.124,84.668,UP,1
2007-07-25,91.05,89.86,75.1185,91.718,84.8716,DOWN,0
2007-07-26,87.46,89.26,75.2375,90.61,85.0062,DOWN,0
2007-07-27,85.2,88.31,75.3473,89.226,85.0956,UP,1
2007-07-30,86.43,85.85,75.46,87.998,85.195,DOWN,0
2007-07-31,85.26,86.26,75.5708,87.08,85.2432,DOWN,0
2007-08-01,85.17,84.77,75.6765,85.904,85.29,DOWN,0
2007-08-02,83.89,84.51,75.775,85.19,85.3242,DOWN,0
2007-08-03,81.02,83.71,75.8548,84.354,85.3166,UP,1
2007-08-06,82.02,81.19,75.9403,83.472,85.3576,UP,1
2007-08-07,83.18,81.33,76.0332,83.056,85.3986,UP,1
2007-08-08,84.33,82.98,76.1266,82.888,85.471,DOWN,0
2007-08-09,81.11,83.1,76.2058,82.332,85.4482,UP,1
2007-08-10,83.42,80.14,76.2947,82.812,85.4868,DOWN,0
2007-08-13,82.45,84.1,76.3725,82.898,85.4912,DOWN,0
2007-08-14,82.45,83.06,76.4468,82.752,85.4776,DOWN,0
2007-08-15,80.76,82.25,76.5131,82.038,85.4382,UP,1
2007-08-16,81.39,79.79,76.5817,82.094,85.4302,UP,1
2007-08-17,84.36,83.69,76.6715,82.282,85.5134,UP,1
2007-08-20,84.89,84.0,76.76,82.77,85.5974,DOWN,0
2007-08-21,84.3,84.14,76.8466,83.14,85.6562,UP,1
2007-08-22,85.39,84.81,76.9346,84.066,85.7528,UP,1
2007-08-23,85.48,85.8,77.0174,84.884,85.8394,UP,1
2007-08-24,87.22,85.9,77.1047,85.456,85.9372,DOWN,0
2007-08-27,87.0,86.63,77.1951,85.878,86.0138,DOWN,0
2007-08-28,84.3,86.6,77.2691,85.878,86.032,UP,1
2007-08-29,86.7,85.2,77.3516,86.14,86.1002,UP,1
2007-08-30,87.19,86.7,77.4398,86.482,86.2246,UP,1
2007-08-31,87.76,88.31,77.5269,86.59,86.3228,UP,1
2007-09-04,88.73,87.19,77.6186,86.936,86.4664,DOWN,0
2007-09-05,88.36,88.47,77.7107,87.748,86.5746,UP,1
2007-09-06,88.93,88.48,77.8126,88.194,86.6992,DOWN,0
2007-09-07,87.65,87.93,77.9053,88.286,86.7744,DOWN,0
2007-09-10,87.05,87.56,77.9944,88.144,86.8318,UP,1
2007-09-11,88.59,87.51,78.0862,88.116,86.9188,UP,1
2007-09-12,89.19,88.42,78.1842,88.282,86.9996,UP,1
2007-09-13,90.09,89.65,78.2904,88.514,87.0748,UP,1
2007-09-14,90.65,89.4,78.3999,89.114,87.1564,UP,1
2007-09-17,90.93,90.01,78.5052,89.89,87.2214,UP,1
2007-09-18,93.34,91.2,78.6166,90.84,87.2982,UP,1
2007-09-19,94.11,93.7,78.7256,91.824,87.4004,UP,1
2007-09-20,94.17,94.02,78.8309,92.64,87.4688,UP,1
2007-09-21,94.84,94.28,78.9376,93.478,87.4996,DOWN,0
2007-09-24,94.35,95.0,79.0396,94.162,87.52,DOWN,0
2007-09-25,91.88,93.09,79.1312,93.87,87.5152,UP,1
2007-09-26,92.51,93.18,79.2271,93.55,87.5434,UP,1
2007-09-27,93.51,93.26,79.3305,93.418,87.552,UP,1
2007-09-28,93.58,93.55,79.4299,93.166,87.5636,UP,1
2007-10-01,94.44,93.3,79.5329,93.184,87.61,DOWN,0
2007-10-02,92.56,93.92,79.6237,93.32,87.6098,DOWN,0
2007-10-03,91.48,91.51,79.7012,93.114,87.6424,UP,1
2007-10-04,91.84,91.65,79.7835,92.78,87.6582,UP,1
2007-10-05,92.32,92.1,79.8785,92.528,87.7554,DOWN,0
2007-10-08,91.58,91.55,79.9639,91.956,87.883,UP,1
2007-10-09,92.8,91.83,80.0597,92.004,88.0104,DOWN,0
2007-10-10,92.08,90.33,80.1539,92.124,88.1468,DOWN,0
2007-10-11,91.0,92.52,80.2453,91.956,88.2634,UP,1
2007-10-12,91.41,91.53,80.3369,91.774,88.4138,UP,1
2007-10-15,92.33,92.27,80.4283,91.924,88.64,UP,1
2007-10-16,93.45,92.4,80.5242,92.054,88.8686,DOWN,0
2007-10-17,93.26,93.88,80.6228,92.29,89.0702,DOWN,0
2007-10-18,92.42,93.07,80.7301,92.574,89.232,DOWN,0
2007-10-19,89.27,92.7,80.825,92.146,89.3952,DOWN,0
2007-10-22,88.44,88.16,80.9145,91.368,89.4956,UP,1
2007-10-23,88.92,88.93,81.0018,90.462,89.625,UP,1
2007-10-24,89.9,89.12,81.0982,89.79,89.774,UP,1
2007-10-25,91.23,90.46,81.2073,89.552,89.9834,UP,1
2007-10-26,91.65,91.86,81.3221,90.028,90.1886,UP,1
2007-10-29,92.88,91.86,81.4347,90.916,90.359,DOWN,0
2007-10-30,90.08,91.75,81.5368,91.148,90.4628,UP,1
2007-10-31,91.51,90.4,81.6402,91.47,90.607,DOWN,0
2007-11-01,89.04,90.05,81.7308,91.032,90.68,DOWN,0
2007-11-02,88.48,87.65,81.8116,90.398,90.74,DOWN,0
2007-11-05,88.48,87.47,81.8979,89.518,90.7652,UP,1
2007-11-06,90.64,88.69,81.9883,89.63,90.838,DOWN,0
2007-11-07,87.54,90.91,82.0618,88.836,90.9028,UP,1
2007-11-08,89.18,87.97,82.1501,88.864,90.9524,DOWN,0
2007-11-09,87.26,88.9,82.2289,88.62,90.9538,DOWN,0
2007-11-12,85.27,87.0,82.2976,87.978,90.904,UP,1
2007-11-13,86.83,85.82,82.3664,87.216,90.866,DOWN,0
2007-11-14,86.15,87.35,82.4328,86.938,90.8218,DOWN,0
2007-11-15,84.16,85.94,82.4812,85.934,90.7264,UP,1
2007-11-16,85.98,84.88,82.5409,85.678,90.693,DOWN,0
2007-11-19,85.03,85.98,82.5972,85.63,90.6526,UP,1
2007-11-20,87.9,85.05,82.6698,85.844,90.6388,DOWN,0
2007-11-21,85.75,87.8,82.7354,85.764,90.57,UP,1
2007-11-23,86.67,86.46,82.8,86.266,90.5016,DOWN,0
2007-11-26,83.79,86.85,82.8523,85.828,90.3644,UP,1
2007-11-27,84.31,83.45,82.9123,85.684,90.232,UP,1
2007-11-28,86.06,84.52,82.9784,85.316,90.0864,UP,1
2007-11-29,86.56,85.61,83.0503,85.478,89.9354,UP,1
2007-11-30,87.77,87.13,83.1323,85.698,89.8074,UP,1
2007-12-03,87.84,87.1,83.2175,86.508,89.6674,DOWN,0
2007-12-04,87.16,87.14,83.3027,87.078,89.5236,UP,1
2007-12-05,89.3,87.79,83.3995,87.726,89.472,UP,1
2007-12-06,91.38,89.27,83.503,88.69,89.4494,DOWN,0
2007-12-07,90.96,90.69,83.6025,89.328,89.3984,UP,1
2007-12-10,91.72,91.23,83.704,90.104,89.3612,DOWN,0
2007-12-11,89.89,91.68,83.8106,90.65,89.2702,UP,1
2007-12-12,91.78,91.91,83.9269,91.146,89.2546,UP,1
2007-12-13,93.08,91.51,84.0543,91.486,89.2866,DOWN,0
2007-12-14,92.02,92.5,84.1804,91.698,89.2902,DOWN,0
2007-12-17,89.98,91.7,84.2982,91.35,89.2434,UP,1
2007-12-18,91.19,90.6,84.4158,91.61,89.2356,DOWN,0
2007-12-19,90.9,91.39,84.5286,91.434,89.1976,UP,1
2007-12-20,92.05,90.93,84.6466,91.228,89.197,UP,1
2007-12-21,94.04,92.3,84.7744,91.632,89.2578,UP,1
2007-12-24,94.48,93.63,84.9027,92.532,89.3192,UP,1
2007-12-26,94.84,94.31,85.0377,93.262,89.3694,DOWN,0
2007-12-27,93.75,95.08,85.1648,93.832,89.3754,UP,1
2007-12-28,94.86,94.01,85.2948,94.394,89.4074,DOWN,0
2007-12-31,93.33,94.37,85.421,94.252,89.4256,UP,1
2008-01-02,93.46,93.96,85.5414,94.048,89.5094,UP,1
2008-01-03,94.61,93.8,85.6642,94.002,89.6328,DOWN,0
2008-01-04,93.35,93.88,85.7743,93.922,89.7214,DOWN,0
2008-01-07,92.13,93.74,85.8703,93.376,89.766,DOWN,0
2008-01-08,90.95,92.41,85.9565,92.9,89.7604,UP,1
2008-01-09,92.57,90.88,86.0474,92.722,89.7788,DOWN,0
2008-01-10,91.9,91.6,86.136,92.18,89.7592,DOWN,0
2008-01-11,90.67,91.6,86.219,91.644,89.771,UP,1
2008-01-14,90.91,91.22,86.2988,91.4,89.759,DOWN,0
2008-01-15,88.27,89.96,86.3703,90.864,89.7436,DOWN,0
2008-01-16,86.25,87.69,86.4274,89.6,89.699,DOWN,0
2008-01-17,82.75,86.5,86.4645,87.77,89.5844,UP,1
2008-01-18,83.46,82.75,86.504,86.328,89.4408,DOWN,0
2008-01-22,81.25,78.23,86.5322,84.396,89.315,UP,1
2008-01-23,81.45,78.76,86.562,83.032,89.1604,UP,1
2008-01-24,83.67,81.85,86.5952,82.516,89.0886,DOWN,0
2008-01-25,81.82,84.68,86.6215,82.33,89.0196,UP,1
2008-01-28,82.86,81.13,86.6499,82.21,88.9402,DOWN,0
2008-01-29,82.6,83.21,86.6779,82.48,88.8692,UP,1
2008-01-30,83.23,82.11,86.7047,82.836,88.8506,UP,1
2008-01-31,83.25,82.1,86.7311,82.752,88.796,DOWN,0
2008-02-01,82.49,84.71,86.7547,82.886,88.7452,DOWN,0
2008-02-04,82.02,82.51,86.7808,82.718,88.6276,DOWN,0
2008-02-05,79.74,80.73,86.7872,82.146,88.5074,DOWN,0
2008-02-06,77.51,80.13,86.787,81.002,88.3242,UP,1
2008-02-07,78.74,77.11,86.7952,80.1,88.2232,UP,1
2008-02-08,79.26,79.29,86.7999,79.454,88.1222,UP,1
2008-02-11,80.43,80.22,86.8111,79.136,88.0096,UP,1
2008-02-12,81.12,80.84,86.8263,79.412,87.9008,UP,1
2008-02-13,82.12,80.92,86.848,80.334,87.7878,UP,1
2008-02-14,82.84,82.98,86.8704,81.154,87.6878,UP,1
2008-02-15,83.6,82.52,86.8952,82.022,87.6166,UP,1
2008-02-19,84.83,84.39,86.9216,82.902,87.5272,UP,1
2008-02-20,86.34,83.99,86.9568,83.946,87.4264,DOWN,0
2008-02-21,84.78,85.57,86.9828,84.478,87.3028,UP,1
2008-02-22,85.42,85.27,87.0096,84.994,87.1768,UP,1
2008-02-25,87.18,85.54,87.0468,85.71,87.1226,UP,1
2008-02-26,88.12,86.75,87.0964,86.368,87.0494,UP,1
2008-02-27,88.22,87.43,87.1373,86.744,86.9522,UP,1
2008-02-28,89.02,88.22,87.1781,87.592,86.8922,DOWN,0
2008-02-29,86.66,88.47,87.2077,87.84,86.8258,UP,1
2008-03-03,87.2,86.38,87.2401,87.844,86.746,DOWN,0
2008-03-04,86.73,86.66,87.2664,87.566,86.6626,UP,1
2008-03-05,88.79,87.03,87.2961,87.68,86.5974,DOWN,0
2008-03-06,87.8,88.53,87.321,87.436,86.4726,DOWN,0
2008-03-07,85.26,87.23,87.3364,87.156,86.2882,DOWN,0
2008-03-10,84.73,85.55,87.353,86.662,86.086,UP,1
2008-03-11,88.16,85.71,87.394,86.948,85.9742,DOWN,0
2008-03-12,86.73,87.5,87.422,86.536,85.8116,UP,1
2008-03-13,87.04,86.0,87.4536,86.384,85.6858,DOWN,0
2008-03-14,85.34,87.51,87.4691,86.4,85.5234,DOWN,0
2008-03-17,84.19,83.47,87.4826,86.292,85.315,UP,1
2008-03-18,86.12,85.11,87.502,85.884,85.1704,DOWN,0
