ticker,COO US Equity,COO US Equity,COO US Equity,COO US Equity,COO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-07-07,43.44,43.67,55.9879,44.194,48.7234,UP,1
2006-07-10,44.65,43.75,55.8401,44.266,48.5414,DOWN,0
2006-07-11,44.05,44.2,55.6929,44.11,48.326,DOWN,0
2006-07-12,43.93,43.95,55.5445,43.968,48.1166,UP,1
2006-07-13,44.09,43.8,55.3942,44.032,47.922,DOWN,0
2006-07-14,43.12,44.05,55.2362,43.968,47.7216,UP,1
2006-07-17,43.44,43.02,55.0789,43.726,47.5344,UP,1
2006-07-18,43.49,43.43,54.9156,43.614,47.3312,UP,1
2006-07-19,44.07,43.55,54.7529,43.642,47.124,DOWN,0
2006-07-20,43.27,44.0,54.5808,43.478,46.8972,DOWN,0
2006-07-21,42.88,43.2,54.4044,43.43,46.6926,DOWN,0
2006-07-24,42.85,43.0,54.2415,43.312,46.4676,UP,1
2006-07-25,43.15,42.95,54.0946,43.244,46.278,UP,1
2006-07-26,44.0,43.12,53.9542,43.23,46.105,DOWN,0
2006-07-27,42.87,44.04,53.8032,43.15,45.8962,UP,1
2006-07-28,44.09,42.86,53.6719,43.392,45.7268,UP,1
2006-07-31,44.2,44.07,53.5451,43.662,45.5628,DOWN,0
2006-08-01,43.24,44.18,53.4081,43.68,45.3918,DOWN,0
2006-08-02,42.67,43.25,53.2635,43.414,45.2044,DOWN,0
2006-08-03,42.57,42.17,53.1212,43.354,45.0084,UP,1
2006-08-04,42.64,43.15,52.9834,43.064,44.8146,DOWN,0
2006-08-07,42.62,42.54,52.8442,42.748,44.6314,UP,1
2006-08-08,45.67,44.6,52.7254,43.234,44.5932,UP,1
2006-08-09,45.93,45.85,52.608,43.886,44.5728,UP,1
2006-08-10,48.0,47.05,52.5005,44.972,44.5858,UP,1
2006-08-11,48.11,48.01,52.3977,46.066,44.584,UP,1
2006-08-14,48.91,48.3,52.3021,47.324,44.5902,UP,1
2006-08-15,48.94,49.2,52.2085,47.978,44.601,DOWN,0
2006-08-16,48.7,49.15,52.1155,48.532,44.6212,DOWN,0
2006-08-17,48.47,48.45,52.0137,48.626,44.665,DOWN,0
2006-08-18,48.01,48.43,51.9062,48.606,44.6836,DOWN,0
2006-08-21,47.8,47.8,51.7898,48.384,44.6992,DOWN,0
2006-08-22,47.49,47.8,51.6668,48.094,44.718,DOWN,0
2006-08-23,46.89,47.56,51.5376,47.732,44.7416,UP,1
2006-08-24,47.38,46.93,51.4057,47.514,44.7952,UP,1
2006-08-25,47.72,47.5,51.2753,47.456,44.8412,UP,1
2006-08-28,48.44,47.78,51.1605,47.584,44.9114,UP,1
2006-08-29,49.11,48.55,51.0459,47.908,44.9924,UP,1
2006-08-30,49.37,49.1,50.9327,48.404,45.0988,UP,1
2006-08-31,49.98,49.58,50.8291,48.924,45.219,UP,1
2006-09-01,50.53,49.97,50.7283,49.486,45.3576,UP,1
2006-09-05,50.86,50.63,50.6307,49.97,45.493,DOWN,0
2006-09-06,49.63,50.61,50.5242,50.074,45.6126,DOWN,0
2006-09-07,49.49,49.25,50.4086,50.098,45.7326,UP,1
2006-09-08,54.2,52.5,50.3555,50.942,45.9456,UP,1
2006-09-11,54.95,53.95,50.3728,51.826,46.1488,UP,1
2006-09-12,55.58,54.75,50.3898,52.77,46.3746,UP,1
2006-09-13,56.7,55.7,50.4103,54.184,46.612,DOWN,0
2006-09-14,55.94,56.3,50.4196,55.474,46.838,UP,1
2006-09-15,55.95,56.0,50.4273,55.824,47.0816,DOWN,0
2006-09-18,55.24,55.75,50.4295,55.882,47.3176,DOWN,0
2006-09-19,55.16,55.65,50.4412,55.798,47.5278,UP,1
2006-09-20,56.1,55.25,50.4544,55.678,47.7688,DOWN,0
2006-09-21,55.22,56.08,50.4642,55.534,47.9946,DOWN,0
2006-09-22,54.16,55.0,50.4735,55.176,48.196,UP,1
2006-09-25,54.64,54.0,50.4945,55.056,48.4264,DOWN,0
2006-09-26,54.11,54.38,50.5143,54.846,48.6398,DOWN,0
2006-09-27,53.49,54.0,50.5305,54.324,48.8398,UP,1
2006-09-28,54.21,53.46,50.5528,54.122,49.0426,DOWN,0
2006-09-29,53.5,54.15,50.5903,53.99,49.2472,DOWN,0
2006-10-02,53.0,53.51,50.6182,53.662,49.4496,DOWN,0
2006-10-03,52.32,53.0,50.6427,53.304,49.639,UP,1
2006-10-04,52.83,52.1,50.662,53.172,49.8326,UP,1
2006-10-05,53.62,52.75,50.6884,53.054,50.025,DOWN,0
2006-10-06,52.8,53.45,50.712,52.914,50.2236,UP,1
2006-10-09,52.86,52.8,50.7286,52.886,50.399,DOWN,0
2006-10-10,52.46,52.8,50.7356,52.914,50.5642,UP,1
2006-10-11,53.84,52.5,50.7485,53.116,50.7762,UP,1
2006-10-12,55.45,53.9,50.7707,53.482,51.0318,UP,1
2006-10-13,56.0,55.55,50.7945,54.122,51.3004,UP,1
2006-10-16,56.23,55.9,50.8188,54.796,51.5722,DOWN,0
2006-10-17,56.02,55.95,50.8424,55.508,51.8402,UP,1
2006-10-18,56.25,56.25,50.8671,55.99,52.0518,UP,1
2006-10-19,57.76,56.2,50.8918,56.452,52.2884,UP,1
2006-10-20,58.25,57.75,50.9161,56.902,52.4934,UP,1
2006-10-23,58.55,58.25,50.9424,57.366,52.7022,DOWN,0
2006-10-24,57.95,58.55,50.9619,57.752,52.883,UP,1
2006-10-25,58.55,57.88,50.9871,58.212,53.0752,UP,1
2006-10-26,58.71,58.3,51.0111,58.402,53.2754,DOWN,0
2006-10-27,57.85,58.61,51.0333,58.322,53.463,DOWN,0
2006-10-30,57.81,57.75,51.0582,58.174,53.659,DOWN,0
2006-10-31,57.63,57.8,51.0819,58.11,53.8556,DOWN,0
2006-11-01,57.63,57.6,51.1011,57.926,54.0584,DOWN,0
2006-11-02,56.79,57.53,51.1178,57.542,54.2564,DOWN,0
2006-11-03,55.09,56.65,51.1341,56.99,54.4106,UP,1
2006-11-06,55.35,55.0,51.1505,56.498,54.5632,DOWN,0
2006-11-07,54.57,55.1,51.1579,55.886,54.6858,DOWN,0
2006-11-08,53.89,54.4,51.1575,55.138,54.7814,DOWN,0
2006-11-09,53.86,53.8,51.1525,54.552,54.8712,DOWN,0
2006-11-10,53.42,53.75,51.1411,54.218,54.94,UP,1
2006-11-13,53.67,53.15,51.1349,53.882,55.0028,UP,1
2006-11-14,53.85,53.78,51.127,53.738,55.0626,DOWN,0
2006-11-15,53.82,53.83,51.1226,53.724,55.1464,UP,1
2006-11-16,54.02,53.9,51.1229,53.756,55.237,DOWN,0
2006-11-17,53.65,53.85,51.1267,53.802,55.226,DOWN,0
2006-11-20,53.56,53.5,51.1311,53.78,55.1982,UP,1
2006-11-21,53.58,53.51,51.1374,53.726,55.1582,UP,1
2006-11-22,53.98,53.6,51.1458,53.758,55.1038,DOWN,0
2006-11-24,53.8,53.8,51.1478,53.714,55.061,UP,1
2006-11-27,53.86,53.7,51.1503,53.756,55.0192,DOWN,0
2006-11-28,53.6,53.65,51.1531,53.764,54.9864,UP,1
2006-11-29,53.97,54.0,51.158,53.842,54.9626,DOWN,0
2006-11-30,53.97,53.98,51.1578,53.84,54.92,UP,1
2006-12-01,54.13,53.97,51.1607,53.906,54.8982,UP,1
2006-12-04,54.15,54.13,51.1565,53.964,54.898,DOWN,0
2006-12-05,53.15,54.0,51.1472,53.874,54.8682,UP,1
2006-12-06,53.73,53.0,51.1416,53.826,54.8606,UP,1
2006-12-07,53.74,53.65,51.1393,53.78,54.8656,DOWN,0
2006-12-08,53.59,53.85,51.1319,53.672,54.8532,DOWN,0
2006-12-11,52.67,53.8,51.1257,53.376,54.8366,DOWN,0
2006-12-12,49.45,51.05,51.1106,52.636,54.7656,DOWN,0
2006-12-13,44.59,43.1,51.0691,50.808,54.611,DOWN,0
2006-12-14,44.19,44.6,51.0303,48.898,54.4382,UP,1
2006-12-15,44.84,44.6,50.994,47.148,54.2626,DOWN,0
2006-12-18,44.02,44.1,50.9518,45.418,54.087,UP,1
2006-12-19,45.02,43.9,50.913,44.532,53.9302,UP,1
2006-12-20,45.5,45.06,50.8884,44.714,53.791,DOWN,0
2006-12-21,45.46,45.6,50.8643,44.968,53.6234,DOWN,0
2006-12-22,45.07,45.63,50.8339,45.014,53.4158,UP,1
2006-12-26,45.43,45.12,50.7995,45.296,53.2044,DOWN,0
2006-12-27,45.0,45.27,50.7585,45.292,52.9798,DOWN,0
2006-12-28,44.57,45.0,50.7131,45.106,52.7508,DOWN,0
2006-12-29,44.5,44.55,50.6676,44.914,52.5158,DOWN,0
2007-01-03,43.79,43.91,50.6166,44.658,52.2364,UP,1
2007-01-04,45.61,44.02,50.5726,44.694,51.9836,UP,1
2007-01-05,47.01,45.09,50.5317,45.096,51.7528,DOWN,0
2007-01-08,46.75,46.86,50.4833,45.532,51.5288,DOWN,0
2007-01-09,46.26,46.63,50.4331,45.884,51.283,UP,1
2007-01-10,51.39,46.35,50.4123,47.404,51.1366,UP,1
2007-01-11,51.44,52.06,50.3948,48.57,51.0084,UP,1
2007-01-12,51.64,51.5,50.3826,49.496,50.885,DOWN,0
2007-01-16,51.48,51.46,50.3686,50.442,50.762,DOWN,0
2007-01-17,50.65,51.48,50.3489,51.32,50.6224,DOWN,0
2007-01-18,50.19,50.55,50.3297,51.08,50.4904,DOWN,0
2007-01-19,50.08,50.6,50.3141,50.808,50.3902,DOWN,0
2007-01-22,46.83,45.5,50.2833,49.846,50.2198,UP,1
2007-01-23,47.6,46.99,50.2574,49.07,50.0804,UP,1
2007-01-24,47.61,47.65,50.2301,48.462,49.9548,UP,1
2007-01-25,47.91,47.62,50.2037,48.006,49.8358,DOWN,0
2007-01-26,47.17,47.74,50.1776,47.424,49.7108,DOWN,0
2007-01-29,46.74,47.27,50.1458,47.406,49.5722,DOWN,0
2007-01-30,46.68,47.06,50.1071,47.222,49.4288,UP,1
2007-01-31,47.7,46.64,50.0743,47.24,49.3064,UP,1
2007-02-01,48.3,48.0,50.0453,47.318,49.192,UP,1
2007-02-02,48.36,48.12,50.0164,47.556,49.0862,DOWN,0
2007-02-05,47.75,48.11,49.9889,47.758,48.97,DOWN,0
2007-02-06,47.21,47.75,49.9563,47.864,48.8426,DOWN,0
2007-02-07,46.33,47.16,49.9235,47.59,48.6896,UP,1
2007-02-08,46.66,46.38,49.8863,47.262,48.5468,DOWN,0
2007-02-09,46.35,46.73,49.8532,46.86,48.3966,DOWN,0
2007-02-12,46.05,46.36,49.8182,46.52,48.2456,UP,1
2007-02-13,46.08,46.05,49.7799,46.294,48.0878,UP,1
2007-02-14,46.14,46.08,49.7365,46.256,47.9312,UP,1
2007-02-15,46.41,46.19,49.6965,46.206,47.7768,UP,1
2007-02-16,46.65,46.4,49.6607,46.266,47.6268,UP,1
2007-02-20,46.9,46.62,49.6295,46.436,47.5018,UP,1
2007-02-21,47.41,46.89,49.6025,46.702,47.3754,DOWN,0
2007-02-22,47.11,47.67,49.5698,46.896,47.2428,UP,1
2007-02-23,47.18,47.11,49.5336,47.05,47.1146,DOWN,0
2007-02-26,46.47,47.25,49.4929,47.014,46.9906,DOWN,0
2007-02-27,46.0,46.4,49.4573,46.834,46.9216,DOWN,0
2007-02-28,45.91,45.87,49.4164,46.534,46.948,UP,1
2007-03-01,45.97,45.89,49.3831,46.306,46.9836,UP,1
2007-03-02,46.0,46.01,49.3498,46.07,47.0068,DOWN,0
2007-03-05,45.85,45.92,49.3125,45.946,47.0434,DOWN,0
2007-03-06,45.31,46.02,49.2763,45.808,47.0492,DOWN,0
2007-03-07,45.25,45.18,49.2405,45.676,47.0442,UP,1
2007-03-08,45.71,45.35,49.2101,45.624,47.0492,UP,1
2007-03-09,47.82,48.01,49.189,45.988,47.1042,DOWN,0
2007-03-12,46.99,47.51,49.1621,46.216,47.1354,DOWN,0
2007-03-13,46.14,46.81,49.1312,46.382,47.1582,UP,1
2007-03-14,46.61,46.05,49.1053,46.654,47.199,UP,1
2007-03-15,46.83,46.81,49.1016,46.878,47.2456,DOWN,0
2007-03-16,46.56,46.92,49.0996,46.626,47.301,UP,1
2007-03-19,46.59,46.81,49.0958,46.546,47.3206,UP,1
2007-03-20,47.31,46.75,49.0914,46.78,47.3266,DOWN,0
2007-03-21,47.26,47.56,49.0847,46.91,47.3368,UP,1
2007-03-22,48.08,47.44,49.0831,47.16,47.3732,UP,1
2007-03-23,48.63,47.91,49.0878,47.574,47.318,DOWN,0
2007-03-26,48.52,48.63,49.099,47.96,47.2596,UP,1
2007-03-27,48.61,48.66,49.1066,48.22,47.199,UP,1
2007-03-28,48.72,48.6,49.1151,48.512,47.1438,DOWN,0
2007-03-29,48.6,48.83,49.1254,48.616,47.1028,UP,1
2007-03-30,48.62,48.75,49.1399,48.614,47.0714,UP,1
2007-04-02,48.85,48.8,49.1607,48.68,47.0468,UP,1
2007-04-03,49.03,48.6,49.1787,48.764,47.0908,DOWN,0
2007-04-04,48.75,48.88,49.1978,48.77,47.1138,UP,1
2007-04-05,49.68,48.62,49.2209,48.986,47.1552,UP,1
2007-04-09,49.94,49.6,49.2504,49.25,47.1958,DOWN,0
2007-04-10,49.46,49.66,49.2778,49.372,47.2416,UP,1
2007-04-11,50.53,49.8,49.3125,49.672,47.3174,UP,1
2007-04-12,50.72,50.4,49.3456,50.066,47.3982,DOWN,0
2007-04-13,50.36,50.76,49.3792,50.202,47.4514,DOWN,0
2007-04-16,50.25,50.33,49.413,50.264,47.4904,UP,1
2007-04-17,50.37,50.35,49.4471,50.446,47.5306,DOWN,0
2007-04-18,50.11,50.21,49.4737,50.362,47.5778,DOWN,0
2007-04-19,49.88,49.91,49.5016,50.194,47.6312,UP,1
2007-04-20,49.9,50.1,49.527,50.102,47.7026,DOWN,0
2007-04-23,49.78,49.97,49.5527,50.008,47.765,DOWN,0
2007-04-24,49.31,49.76,49.5804,49.796,47.8242,UP,1
2007-04-25,49.56,49.42,49.611,49.686,47.8944,UP,1
2007-04-26,50.26,49.6,49.639,49.762,47.978,UP,1
2007-04-27,51.34,50.55,49.6755,50.05,48.082,DOWN,0
2007-04-30,51.1,51.56,49.7113,50.314,48.1758,UP,1
2007-05-01,51.3,51.05,49.7474,50.712,48.2688,UP,1
2007-05-02,52.13,51.49,49.7924,51.226,48.3734,UP,1
2007-05-03,52.24,51.96,49.8364,51.622,48.47,DOWN,0
2007-05-04,51.95,52.7,49.8787,51.744,48.5668,DOWN,0
2007-05-07,51.78,51.99,49.9173,51.88,48.6588,DOWN,0
2007-05-08,51.26,51.53,49.9572,51.872,48.7546,DOWN,0
2007-05-09,51.18,51.27,49.9987,51.682,48.8582,DOWN,0
2007-05-10,51.0,51.26,50.0395,51.434,48.96,DOWN,0
2007-05-11,50.56,50.9,50.0765,51.156,49.0518,DOWN,0
2007-05-14,50.13,50.31,50.1072,50.826,49.1344,UP,1
2007-05-15,50.54,50.05,50.1455,50.682,49.2282,UP,1
2007-05-16,53.42,52.81,50.1922,51.13,49.3904,DOWN,0
2007-05-17,53.25,53.42,50.2374,51.58,49.5504,UP,1
2007-05-18,53.3,53.14,50.2877,52.128,49.7022,UP,1
2007-05-21,55.0,55.93,50.3494,53.102,49.8458,UP,1
2007-05-22,55.49,55.31,50.414,54.092,50.0158,DOWN,0
2007-05-23,54.25,55.25,50.472,54.258,50.178,UP,1
2007-05-24,54.75,54.75,50.5327,54.558,50.3408,UP,1
2007-05-25,54.87,54.89,50.5787,54.872,50.5016,UP,1
2007-05-29,54.89,55.0,50.6235,54.85,50.6682,UP,1
2007-05-30,55.57,54.84,50.6613,54.866,50.8478,DOWN,0
2007-05-31,55.14,55.44,50.6965,55.044,51.0044,UP,1
2007-06-01,55.45,55.14,50.7292,55.184,51.1682,DOWN,0
2007-06-04,54.93,55.53,50.7591,55.196,51.3052,DOWN,0
2007-06-05,54.1,54.3,50.7861,55.038,51.4146,UP,1
2007-06-06,54.14,51.84,50.8145,54.752,51.527,DOWN,0
2007-06-07,53.17,53.67,50.8403,54.358,51.6182,UP,1
2007-06-08,53.3,53.0,50.8678,53.928,51.7098,UP,1
2007-06-11,53.61,53.09,50.8984,53.664,51.81,UP,1
2007-06-12,53.62,53.18,50.932,53.568,51.91,UP,1
2007-06-13,53.81,52.94,50.9642,53.502,52.0092,UP,1
2007-06-14,53.92,53.56,50.9952,53.652,52.107,UP,1
2007-06-15,54.15,53.96,51.0237,53.822,52.215,DOWN,0
2007-06-18,53.87,54.35,51.0475,53.874,52.2988,UP,1
2007-06-19,54.39,53.96,51.0726,54.028,52.3878,DOWN,0
2007-06-20,54.12,54.39,51.0933,54.09,52.481,UP,1
2007-06-21,54.4,54.12,51.1127,54.186,52.5584,DOWN,0
2007-06-22,54.06,54.19,51.1287,54.168,52.6252,DOWN,0
2007-06-25,53.58,54.24,51.1484,54.11,52.6896,DOWN,0
2007-06-26,53.48,53.83,51.1684,53.928,52.7542,UP,1
2007-06-27,53.54,53.48,51.1651,53.812,52.8176,DOWN,0
2007-06-28,53.41,53.53,51.1574,53.614,52.8836,DOWN,0
2007-06-29,53.32,53.66,51.1461,53.466,52.9524,UP,1
2007-07-02,53.54,53.31,51.1303,53.458,53.0252,DOWN,0
2007-07-03,53.48,53.51,51.118,53.458,53.0992,UP,1
2007-07-05,54.51,53.26,51.1108,53.652,53.2032,UP,1
2007-07-06,54.85,54.3,51.1088,53.94,53.309,UP,1
2007-07-09,55.31,54.77,51.1096,54.338,53.41,DOWN,0
2007-07-10,54.11,54.86,51.0996,54.452,53.4654,UP,1
2007-07-11,54.33,54.11,51.0952,54.622,53.53,UP,1
2007-07-12,54.42,54.33,51.0965,54.604,53.5924,DOWN,0
2007-07-13,53.78,54.24,51.0922,54.39,53.6254,DOWN,0
2007-07-16,53.41,53.46,51.0887,54.01,53.6488,DOWN,0
2007-07-17,53.15,53.31,51.087,53.818,53.6728,DOWN,0
2007-07-18,52.85,53.57,51.0802,53.522,53.6942,UP,1
2007-07-19,54.01,53.2,51.0827,53.44,53.7492,DOWN,0
2007-07-20,53.52,53.98,51.0853,53.388,53.796,DOWN,0
2007-07-23,53.26,53.45,51.09,53.358,53.8412,DOWN,0
2007-07-24,53.11,53.0,51.0914,53.35,53.8922,DOWN,0
2007-07-25,53.07,53.3,51.0887,53.394,53.951,DOWN,0
2007-07-26,52.19,52.53,51.0856,53.03,53.984,DOWN,0
2007-07-27,51.59,52.25,51.0793,52.644,53.9474,DOWN,0
2007-07-30,51.45,51.36,51.0742,52.282,53.9114,DOWN,0
2007-07-31,50.13,51.45,51.0557,51.686,53.848,UP,1
2007-08-01,51.73,49.87,51.0371,51.418,53.7826,UP,1
2007-08-02,52.75,51.91,51.0208,51.53,53.7278,UP,1
2007-08-03,53.21,52.96,51.0057,51.854,53.707,UP,1
2007-08-06,53.92,55.0,50.9952,52.348,53.6904,UP,1
2007-08-07,54.57,53.9,50.9868,53.236,53.6844,UP,1
2007-08-08,55.45,55.5,50.9753,53.98,53.6956,DOWN,0
2007-08-09,55.38,54.9,50.9609,54.506,53.6918,DOWN,0
2007-08-10,53.4,53.78,50.9352,54.544,53.657,DOWN,0
2007-08-13,52.96,53.5,50.9102,54.352,53.6072,DOWN,0
2007-08-14,51.93,53.0,50.8771,53.824,53.5472,DOWN,0
2007-08-15,51.65,52.82,50.8418,53.064,53.4982,DOWN,0
2007-08-16,50.63,51.3,50.8057,52.114,53.428,UP,1
2007-08-17,51.2,51.0,50.7727,51.674,53.3886,UP,1
2007-08-20,51.86,51.4,50.7438,51.454,53.3598,UP,1
2007-08-21,52.61,51.52,50.7187,51.59,53.3398,DOWN,0
2007-08-22,51.95,52.67,50.6945,51.65,53.3064,DOWN,0
2007-08-23,49.9,51.85,50.6686,51.504,53.2282,UP,1
2007-08-24,50.19,50.04,50.6428,51.302,53.1536,UP,1
2007-08-27,50.33,50.19,50.6216,50.996,53.0772,DOWN,0
2007-08-28,49.66,50.36,50.6004,50.406,52.993,DOWN,0
2007-08-29,49.5,50.14,50.5786,49.916,52.8952,DOWN,0
2007-08-30,48.89,49.42,50.556,49.714,52.7906,DOWN,0
2007-08-31,48.76,48.88,50.5314,49.428,52.6778,DOWN,0
2007-09-04,48.7,49.04,50.5057,49.102,52.5706,UP,1
2007-09-05,49.5,48.45,50.4841,49.07,52.489,UP,1
2007-09-06,49.69,49.7,50.4624,49.108,52.4132,UP,1
2007-09-07,50.55,50.09,50.4469,49.44,52.3534,UP,1
2007-09-10,51.78,50.82,50.438,50.044,52.3208,UP,1
2007-09-11,52.04,51.84,50.4303,50.712,52.2952,UP,1
2007-09-12,52.82,52.18,50.4245,51.376,52.2808,DOWN,0
2007-09-13,51.93,52.87,50.4152,51.824,52.2498,DOWN,0
2007-09-14,51.85,51.92,50.4051,52.084,52.1966,DOWN,0
2007-09-17,51.17,51.83,50.393,51.962,52.123,UP,1
2007-09-18,51.44,51.54,50.3803,51.842,52.0456,UP,1
2007-09-19,52.04,51.61,50.3707,51.686,52.0042,UP,1
2007-09-20,52.14,52.12,50.3607,51.728,51.9604,DOWN,0
2007-09-21,52.08,52.14,50.3504,51.774,51.9136,DOWN,0
2007-09-24,52.07,52.11,50.345,51.954,51.8794,UP,1
2007-09-25,53.03,51.71,50.3415,52.272,51.8718,UP,1
2007-09-26,54.23,53.06,50.3439,52.71,51.8934,DOWN,0
2007-09-27,53.77,54.42,50.3448,53.036,51.9118,DOWN,0
2007-09-28,52.42,53.9,50.3436,53.104,51.88,DOWN,0
2007-10-01,52.41,52.71,50.3584,53.172,51.8578,DOWN,0
2007-10-02,52.15,52.21,50.3962,52.996,51.8356,DOWN,0
2007-10-03,52.12,52.16,50.4358,52.574,51.8158,DOWN,0
2007-10-04,50.39,50.99,50.4636,51.898,51.7622,DOWN,0
2007-10-05,50.31,50.38,50.495,51.476,51.7246,DOWN,0
2007-10-08,49.58,50.31,50.5178,50.91,51.6844,DOWN,0
2007-10-09,47.43,47.57,50.5275,49.966,51.604,UP,1
2007-10-10,47.77,47.69,50.539,49.096,51.5568,DOWN,0
2007-10-11,46.97,47.61,50.5485,48.412,51.4616,DOWN,0
2007-10-12,45.81,46.59,50.5504,47.512,51.3228,DOWN,0
2007-10-15,45.3,45.8,50.5519,46.656,51.1646,DOWN,0
2007-10-16,44.67,45.26,50.5524,46.104,50.9796,UP,1
2007-10-17,44.89,44.76,50.5544,45.528,50.786,DOWN,0
2007-10-18,44.75,44.9,50.5592,45.084,50.572,UP,1
2007-10-19,44.91,44.6,50.5557,44.904,50.3626,UP,1
2007-10-22,45.37,44.75,50.5475,44.918,50.202,UP,1
2007-10-23,45.4,45.49,50.5407,45.064,50.0508,DOWN,0
2007-10-24,44.15,45.33,50.5302,44.916,49.8952,DOWN,0
2007-10-25,42.65,43.9,50.4865,44.496,49.7152,UP,1
2007-10-26,42.83,42.91,50.4434,44.08,49.5592,DOWN,0
2007-10-29,42.36,42.71,50.397,43.478,49.3824,DOWN,0
2007-10-30,42.2,42.1,50.3506,42.838,49.1892,DOWN,0
2007-10-31,42.0,42.16,50.3074,42.408,48.977,UP,1
2007-11-01,42.5,41.8,50.2689,42.378,48.788,UP,1
2007-11-02,43.74,42.55,50.2372,42.56,48.6648,UP,1
2007-11-05,43.87,43.51,50.2224,42.862,48.5384,DOWN,0
2007-11-06,43.18,43.83,50.2003,43.058,48.3954,UP,1
2007-11-07,43.67,42.66,50.1806,43.392,48.2756,UP,1
2007-11-08,43.93,43.94,50.1607,43.678,48.1642,DOWN,0
2007-11-09,43.87,43.82,50.1442,43.704,48.0638,DOWN,0
2007-11-12,43.59,43.88,50.1285,43.648,47.9604,DOWN,0
2007-11-13,43.41,44.21,50.1121,43.694,47.8546,UP,1
2007-11-14,44.58,43.47,50.0965,43.876,47.7562,DOWN,0
2007-11-15,43.94,44.67,50.0747,43.878,47.6412,DOWN,0
2007-11-16,43.67,43.98,50.0513,43.838,47.5036,DOWN,0
2007-11-19,43.08,43.5,50.0279,43.736,47.3296,DOWN,0
2007-11-20,42.57,43.07,50.0047,43.568,47.1402,DOWN,0
2007-11-21,41.7,41.77,49.9816,42.992,46.9178,UP,1
2007-11-23,42.19,41.66,49.9592,42.642,46.723,DOWN,0
2007-11-26,41.81,42.03,49.9365,42.27,46.5222,UP,1
2007-11-27,41.9,41.95,49.9158,42.034,46.3368,UP,1
2007-11-28,42.19,41.91,49.8963,41.958,46.1518,UP,1
2007-11-29,43.07,42.31,49.881,42.232,45.9724,DOWN,0
2007-11-30,43.03,43.55,49.8641,42.4,45.7902,UP,1
2007-12-03,43.43,43.12,49.848,42.724,45.6172,UP,1
2007-12-04,43.64,43.35,49.8317,43.072,45.4486,DOWN,0
2007-12-05,43.36,43.59,49.8114,43.306,45.2552,DOWN,0
2007-12-06,42.76,43.2,49.7897,43.244,45.0258,DOWN,0
2007-12-07,42.73,42.83,49.7674,43.184,44.805,DOWN,0
2007-12-10,42.63,42.83,49.7482,43.024,44.6092,DOWN,0
2007-12-11,42.54,42.89,49.7309,42.804,44.4118,DOWN,0
2007-12-12,39.46,37.45,49.6987,42.024,44.158,DOWN,0
2007-12-13,38.78,39.3,49.6627,41.228,43.8912,DOWN,0
2007-12-14,38.7,38.89,49.6262,40.422,43.6574,DOWN,0
2007-12-17,38.4,38.73,49.589,39.576,43.4192,DOWN,0
2007-12-18,37.81,38.5,49.5515,38.63,43.1838,DOWN,0
2007-12-19,37.46,37.82,49.5125,38.23,42.9844,DOWN,0
2007-12-20,37.28,37.52,49.4704,37.93,42.7746,DOWN,0
2007-12-21,37.02,37.32,49.4164,37.594,42.5756,DOWN,0
2007-12-24,37.0,37.02,49.3664,37.314,42.3994,UP,1
2007-12-26,37.45,37.03,49.323,37.242,42.2424,DOWN,0
2007-12-27,37.32,37.35,49.2766,37.214,42.0954,UP,1
2007-12-28,37.6,37.36,49.2304,37.278,41.9496,UP,1
2007-12-31,38.0,37.83,49.1876,37.474,41.8146,DOWN,0
2008-01-02,38.0,37.96,49.1447,37.674,41.6764,UP,1
2008-01-03,38.38,38.0,49.1,37.86,41.5366,UP,1
2008-01-04,38.45,38.23,49.056,38.086,41.3976,DOWN,0
2008-01-07,37.9,38.45,49.0051,38.146,41.2726,UP,1
2008-01-08,37.91,37.95,48.9515,38.128,41.1778,UP,1
2008-01-09,38.22,38.06,48.8999,38.172,41.0856,UP,1
2008-01-10,38.51,38.34,48.8495,38.198,41.0086,DOWN,0
2008-01-11,38.25,38.58,48.7971,38.158,40.9296,UP,1
2008-01-14,38.35,38.38,48.7459,38.248,40.8566,UP,1
2008-01-15,38.57,38.11,48.6956,38.38,40.778,UP,1
2008-01-16,38.73,38.61,48.645,38.482,40.6778,DOWN,0
2008-01-17,38.37,38.7,48.5917,38.454,40.5678,DOWN,0
2008-01-18,37.74,38.62,48.5366,38.352,40.459,DOWN,0
2008-01-22,37.48,37.67,48.4756,38.178,40.3352,DOWN,0
2008-01-23,37.34,36.54,48.4126,37.932,40.2034,UP,1
2008-01-24,37.46,37.2,48.3526,37.678,40.0752,DOWN,0
2008-01-25,36.9,37.87,48.2845,37.384,39.9414,UP,1
2008-01-28,37.61,36.9,48.2189,37.358,39.8254,UP,1
2008-01-29,37.77,37.87,48.156,37.416,39.6892,UP,1
2008-01-30,38.52,37.88,48.0973,37.652,39.5808,UP,1
2008-01-31,39.38,38.32,48.0424,38.036,39.495,UP,1
2008-02-01,41.24,39.58,47.998,38.904,39.4582,DOWN,0
2008-02-04,40.29,41.43,47.9501,39.44,39.4126,UP,1
2008-02-05,40.48,40.1,47.903,39.982,39.3882,DOWN,0
2008-02-06,40.09,40.58,47.8545,40.296,39.3462,DOWN,0
