ticker,COO US Equity,COO US Equity,COO US Equity,COO US Equity,COO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,15.3438,15.1563,12.7381,15.5125,14.6995,DOWN,0
2000-02-10,15.3125,15.2813,12.7753,15.45,14.7532,DOWN,0
2000-02-11,15.125,15.375,12.8113,15.3438,14.8032,DOWN,0
2000-02-14,14.9063,15.0938,12.8464,15.1875,14.8513,DOWN,0
2000-02-15,14.9063,14.9063,12.8822,15.1188,14.8932,DOWN,0
2000-02-16,14.7813,14.8125,12.916,15.0063,14.9351,UP,1
2000-02-17,14.9688,14.875,12.9516,14.9375,14.9776,DOWN,0
2000-02-18,14.9688,15.0938,12.9871,14.9063,15.0076,DOWN,0
2000-02-22,14.9688,15.0313,13.0219,14.9188,15.0282,UP,1
2000-02-23,15.1875,15.0313,13.0572,14.975,15.0376,UP,1
2000-02-24,15.2813,15.3125,13.093,15.075,15.067,DOWN,0
2000-02-25,14.5625,15.2813,13.116,14.9938,15.0795,DOWN,0
2000-02-28,14.125,14.5625,13.1372,14.825,15.0807,DOWN,0
2000-02-29,13.5625,14.125,13.1539,14.5438,15.0738,DOWN,0
2000-03-01,13.5,13.7188,13.1667,14.2063,15.0576,UP,1
2000-03-02,13.875,13.5,13.1835,13.925,15.0545,UP,1
2000-03-03,14.375,13.9375,13.201,13.8875,15.0613,DOWN,0
2000-03-06,14.125,14.3125,13.2156,13.8875,15.0651,DOWN,0
2000-03-07,13.75,14.0,13.2281,13.925,15.0601,DOWN,0
2000-03-08,13.5625,13.6875,13.2411,13.9375,15.0463,DOWN,0
2000-03-09,13.4375,13.5,13.2533,13.85,15.0194,DOWN,0
2000-03-10,12.8438,13.375,13.2603,13.5438,14.9769,DOWN,0
2000-03-13,12.6875,12.8125,13.2694,13.2563,14.9313,UP,1
2000-03-14,12.7813,12.625,13.2766,13.0625,14.8856,UP,1
2000-03-15,12.9688,12.6563,13.2856,12.9438,14.85,UP,1
2000-03-16,14.3125,12.9375,13.3022,13.1188,14.8388,DOWN,0
2000-03-17,14.2188,14.3125,13.3191,13.3938,14.8238,UP,1
2000-03-20,14.9063,14.2188,13.3378,13.8375,14.8225,UP,1
2000-03-21,15.0,14.9063,13.3572,14.2813,14.8206,UP,1
2000-03-22,15.625,15.1875,13.3785,14.8125,14.8306,UP,1
2000-03-23,16.9688,18.0,13.4061,15.3438,14.8694,DOWN,0
2000-03-24,15.8125,17.0938,13.4302,15.6625,14.8819,DOWN,0
2000-03-27,15.4063,15.7813,13.4513,15.7625,14.8806,UP,1
2000-03-28,15.6563,15.4063,13.4747,15.8938,14.8838,UP,1
2000-03-29,15.9688,15.6563,13.4977,15.9625,14.8925,DOWN,0
2000-03-30,15.1875,16.0938,13.5155,15.6063,14.8713,UP,1
2000-03-31,16.0938,15.1875,13.5385,15.6625,14.8675,UP,1
2000-04-03,16.6875,16.0938,13.5655,15.9188,14.8794,DOWN,0
2000-04-04,16.5313,16.6563,13.5922,16.0938,14.8975,UP,1
2000-04-05,17.25,16.5313,13.6217,16.35,14.9269,DOWN,0
2000-04-06,17.125,17.5,13.6499,16.7375,14.9575,UP,1
2000-04-07,17.5,17.4375,13.6803,17.0188,14.9938,DOWN,0
2000-04-10,17.4375,17.75,13.7105,17.1688,15.0325,DOWN,0
2000-04-11,17.0,17.0,13.7375,17.2625,15.07,UP,1
2000-04-12,17.6563,17.0,13.7669,17.3438,15.1144,DOWN,0
2000-04-13,17.3438,17.5938,13.7913,17.3875,15.1563,DOWN,0
2000-04-14,16.4375,17.25,13.8124,17.175,15.1725,DOWN,0
2000-04-17,15.9063,16.4375,13.8313,16.8688,15.1775,UP,1
2000-04-18,15.9375,16.0313,13.8513,16.6563,15.1825,DOWN,0
2000-04-19,15.5,15.9375,13.8725,16.225,15.1875,UP,1
2000-04-20,15.6875,15.625,13.8961,15.8938,15.1944,DOWN,0
2000-04-24,15.625,15.5625,13.9185,15.7313,15.2006,DOWN,0
2000-04-25,15.5938,15.75,13.9406,15.6688,15.21,DOWN,0
2000-04-26,15.5,15.6563,13.9624,15.5813,15.2219,UP,1
2000-04-27,15.8125,15.5938,13.9855,15.6438,15.24,UP,1
2000-04-28,16.8125,15.9375,14.013,15.8688,15.2806,UP,1
2000-05-01,17.0,16.8125,14.0417,16.1438,15.3213,UP,1
2000-05-02,17.0313,16.875,14.0705,16.4313,15.3625,DOWN,0
2000-05-03,16.4375,16.9063,14.0969,16.6188,15.3919,UP,1
2000-05-04,16.5625,16.5625,14.1241,16.7688,15.4194,UP,1
2000-05-05,16.7813,16.5625,14.1528,16.7625,15.4494,DOWN,0
2000-05-08,16.75,16.7188,14.1808,16.7125,15.4931,UP,1
2000-05-09,17.0938,16.7813,14.2117,16.725,15.5525,DOWN,0
2000-05-10,17.0625,17.0313,14.2439,16.85,15.6225,UP,1
2000-05-11,17.25,17.0,14.2755,16.9875,15.6975,UP,1
2000-05-12,17.4063,17.2813,14.3094,17.1125,15.7681,DOWN,0
2000-05-15,17.4063,17.4063,14.3453,17.2438,15.8288,UP,1
2000-05-16,17.5938,17.4688,14.3806,17.3438,15.8981,DOWN,0
2000-05-17,17.3125,17.5313,14.4158,17.3938,15.9694,DOWN,0
2000-05-18,17.0313,17.375,14.4489,17.35,16.0388,DOWN,0
2000-05-19,16.6875,16.9688,14.4819,17.2063,16.1038,DOWN,0
2000-05-22,16.5313,16.6875,14.5155,17.0313,16.1775,UP,1
2000-05-23,16.625,16.6563,14.5463,16.8375,16.2563,DOWN,0
2000-05-24,16.5,16.6563,14.5752,16.675,16.3306,UP,1
2000-05-25,16.625,16.5,14.6024,16.5938,16.4038,UP,1
2000-05-26,16.6875,16.625,14.6303,16.5938,16.4513,UP,1
2000-05-30,17.4688,16.875,14.6621,16.7813,16.5163,DOWN,0
2000-05-31,17.25,17.5,14.6925,16.9063,16.5631,DOWN,0
2000-06-01,17.25,17.3125,14.7194,17.0563,16.6081,UP,1
2000-06-02,17.4688,17.3125,14.7474,17.225,16.645,UP,1
2000-06-05,17.6563,17.5,14.7761,17.4188,16.6588,UP,1
2000-06-06,17.7188,17.6563,14.8044,17.4688,16.6969,UP,1
2000-06-07,17.9063,17.8125,14.833,17.6,16.7469,UP,1
2000-06-08,18.1563,17.9063,14.8628,17.7813,16.7969,UP,1
2000-06-09,18.8125,18.2813,14.895,18.05,16.8538,DOWN,0
2000-06-12,18.625,19.0,14.9264,18.2438,16.9225,DOWN,0
2000-06-13,18.4688,18.5938,14.9611,18.3938,16.97,UP,1
2000-06-14,18.5,18.5313,14.9961,18.5125,17.0063,DOWN,0
2000-06-15,18.5,18.5,15.0288,18.5813,17.0456,DOWN,0
2000-06-16,18.125,18.6875,15.0539,18.4438,17.0631,UP,1
2000-06-19,18.5,18.1875,15.08,18.4188,17.0906,UP,1
2000-06-20,18.5313,18.5313,15.108,18.4313,17.1112,DOWN,0
2000-06-21,18.5313,18.5,15.1347,18.4375,17.1331,DOWN,0
2000-06-22,18.125,18.625,15.1592,18.3625,17.1556,UP,1
2000-06-23,18.1563,18.125,15.1833,18.3688,17.1656,DOWN,0
2000-06-26,18.125,18.1875,15.2063,18.2938,17.1813,DOWN,0
2000-06-27,18.0313,18.1563,15.2275,18.1938,17.2131,UP,1
2000-06-28,18.4375,18.0313,15.2494,18.175,17.2638,DOWN,0
2000-06-29,18.3125,18.4063,15.2708,18.2125,17.3113,DOWN,0
2000-06-30,18.1875,18.375,15.291,18.2188,17.365,UP,1
2000-07-03,18.5938,18.3125,15.3133,18.3125,17.4231,UP,1
2000-07-05,18.75,18.5625,15.3372,18.4563,17.4856,UP,1
2000-07-06,19.0625,18.75,15.355,18.5813,17.555,DOWN,0
2000-07-07,18.9375,19.0625,15.3742,18.7063,17.6238,DOWN,0
2000-07-10,18.9063,18.9688,15.3952,18.85,17.6856,DOWN,0
2000-07-11,18.625,18.9375,15.4156,18.8563,17.7219,DOWN,0
2000-07-12,18.625,18.625,15.4349,18.8313,17.7544,UP,1
2000-07-13,18.7188,18.5625,15.4516,18.7625,17.7881,DOWN,0
2000-07-14,18.6875,18.6875,15.4667,18.7125,17.8331,DOWN,0
2000-07-17,18.125,18.7188,15.4802,18.5563,17.8644,UP,1
2000-07-18,18.4063,18.125,15.4956,18.5125,17.8969,DOWN,0
2000-07-19,18.1875,18.375,15.513,18.425,17.9256,UP,1
2000-07-20,18.2188,18.125,15.5305,18.325,17.9481,DOWN,0
2000-07-21,18.0938,18.1875,15.5485,18.2063,17.9688,DOWN,0
2000-07-24,18.0,18.1875,15.5616,18.1813,17.9838,DOWN,0
2000-07-25,17.75,18.0625,15.573,18.05,17.9906,DOWN,0
2000-07-26,17.4688,17.6875,15.5849,17.9063,17.9919,DOWN,0
2000-07-27,17.2813,17.375,15.5986,17.7188,17.9856,DOWN,0
2000-07-28,17.1563,17.2813,15.6125,17.5313,17.9825,UP,1
2000-07-31,17.5625,17.1563,15.6289,17.4438,17.9931,UP,1
2000-08-01,18.0313,17.625,15.6497,17.5,18.02,DOWN,0
2000-08-02,17.9375,17.9688,15.6731,17.5938,18.0481,DOWN,0
2000-08-03,17.6563,17.875,15.6933,17.6688,18.0688,UP,1
2000-08-04,17.7813,17.6875,15.7136,17.7938,18.0944,UP,1
2000-08-07,18.0,17.8438,15.7353,17.8813,18.1219,DOWN,0
2000-08-08,17.8438,17.9375,15.7556,17.8438,18.145,UP,1
2000-08-09,18.0938,17.8438,15.7781,17.875,18.1575,DOWN,0
2000-08-10,18.0938,18.0313,15.7997,17.9625,18.1744,DOWN,0
2000-08-11,17.8438,18.0625,15.8227,17.975,18.1863,DOWN,0
2000-08-14,17.4688,17.7813,15.8449,17.8688,18.1863,DOWN,0
2000-08-15,17.1563,17.4063,15.8681,17.7313,18.1763,UP,1
2000-08-16,17.1875,17.25,15.8878,17.55,18.1656,DOWN,0
2000-08-17,17.0,17.1875,15.9085,17.3313,18.1475,DOWN,0
2000-08-18,16.5,16.875,15.9263,17.0625,18.1144,DOWN,0
2000-08-21,16.0,16.3438,15.9416,16.7688,18.0581,UP,1
2000-08-22,16.4375,15.9375,15.9585,16.625,18.0144,DOWN,0
2000-08-23,16.375,16.8125,15.9752,16.4625,17.9725,DOWN,0
2000-08-24,14.625,16.25,15.9816,15.9875,17.895,DOWN,0
2000-08-25,13.6875,14.875,15.9838,15.425,17.7987,DOWN,0
2000-08-28,13.6875,13.6563,15.9872,14.9625,17.71,UP,1
2000-08-29,14.5,13.8125,15.9952,14.575,17.63,UP,1
2000-08-30,16.2813,14.8125,16.0099,14.5563,17.585,UP,1
2000-08-31,16.4375,16.3438,16.0247,14.9188,17.5431,UP,1
2000-09-01,16.5938,16.5,16.0417,15.5,17.5125,UP,1
2000-09-05,16.7188,16.5313,16.0597,16.1063,17.4838,UP,1
2000-09-06,16.8125,16.7813,16.0746,16.5688,17.4575,DOWN,0
2000-09-07,16.8125,16.7813,16.0886,16.675,17.4331,UP,1
2000-09-08,16.875,16.8438,16.105,16.7625,17.4019,UP,1
2000-09-11,17.25,16.8125,16.1231,16.8938,17.3806,DOWN,0
2000-09-12,17.1875,17.2344,16.1417,16.9875,17.3606,UP,1
2000-09-13,17.2188,17.1563,16.1625,17.0688,17.3331,DOWN,0
2000-09-14,16.5,17.3438,16.1819,17.0063,17.2881,UP,1
2000-09-15,16.8125,16.3125,16.2028,16.9938,17.2431,DOWN,0
2000-09-18,16.4688,16.875,16.2227,16.8375,17.1938,DOWN,0
2000-09-19,16.0938,16.3438,16.2391,16.6188,17.1375,UP,1
2000-09-20,16.1875,16.1563,16.2566,16.4125,17.0888,UP,1
2000-09-21,16.2188,16.1875,16.2735,16.3563,17.0406,UP,1
2000-09-22,16.4375,16.1563,16.2883,16.2813,16.995,DOWN,0
2000-09-25,16.2188,16.375,16.2997,16.2313,16.9456,DOWN,0
2000-09-26,16.0313,16.1563,16.3063,16.2188,16.9038,UP,1
2000-09-27,16.0938,16.0,16.3177,16.2,16.8575,UP,1
2000-09-28,16.8125,16.0625,16.3321,16.3188,16.83,UP,1
2000-09-29,17.6875,16.75,16.3502,16.5688,16.8194,DOWN,0
2000-10-02,17.3125,17.6875,16.3672,16.7875,16.8038,DOWN,0
2000-10-03,16.9688,17.375,16.3805,16.975,16.7831,DOWN,0
2000-10-04,16.6875,16.9375,16.3938,17.0938,16.7619,UP,1
2000-10-05,17.0,16.5625,16.4086,17.1313,16.7525,UP,1
2000-10-06,17.0938,17.0625,16.4244,17.0125,16.7488,UP,1
2000-10-09,17.25,17.0313,16.4406,17.0,16.7506,DOWN,0
2000-10-10,17.25,17.0625,16.4556,17.0563,16.7444,DOWN,0
2000-10-11,17.0313,17.2188,16.4669,17.125,16.7244,DOWN,0
2000-10-12,17.0,17.0938,16.477,17.125,16.7056,UP,1
2000-10-13,17.4688,16.9375,16.4895,17.2,16.7019,DOWN,0
2000-10-16,17.375,17.4688,16.5011,17.225,16.6938,DOWN,0
2000-10-17,17.375,17.3125,16.5142,17.25,16.6813,DOWN,0
2000-10-18,17.375,17.3125,16.5267,17.3188,16.6719,UP,1
2000-10-19,17.5,17.4375,16.5394,17.4188,16.66,DOWN,0
2000-10-20,17.4375,17.4375,16.5517,17.4125,16.6469,UP,1
2000-10-23,17.6563,17.375,16.5645,17.4688,16.6431,DOWN,0
2000-10-24,17.5938,17.6563,16.5769,17.5125,16.6456,UP,1
2000-10-25,17.625,17.6563,16.5898,17.5625,16.655,DOWN,0
2000-10-26,17.5,17.5625,16.6014,17.5625,16.6613,UP,1
2000-10-27,17.6875,17.5625,16.6125,17.6125,16.675,UP,1
2000-10-30,17.75,17.625,16.6238,17.6313,16.7,UP,1
2000-10-31,17.875,17.75,16.6355,17.6875,16.7375,DOWN,0
2000-11-01,17.5938,17.875,16.6422,17.6813,16.7606,UP,1
2000-11-02,17.625,17.5313,16.6489,17.7063,16.7856,UP,1
2000-11-03,17.8438,17.7188,16.6577,17.7375,16.85,DOWN,0
2000-11-06,17.8125,17.9063,16.6686,17.75,16.9325,DOWN,0
2000-11-07,17.6563,17.8125,16.678,17.7063,17.0119,DOWN,0
2000-11-08,17.6563,17.6563,16.6883,17.7188,17.075,DOWN,0
2000-11-09,17.0313,17.5938,16.695,17.6,17.09,DOWN,0
2000-11-10,16.7188,17.0625,16.7011,17.375,17.0956,DOWN,0
2000-11-13,16.625,16.4688,16.7086,17.1375,17.0963,UP,1
2000-11-14,16.875,16.6563,16.7158,16.9813,17.0994,UP,1
2000-11-15,17.1875,16.875,16.7255,16.8875,17.1069,DOWN,0
2000-11-16,17.1563,17.3125,16.7331,16.9125,17.1138,UP,1
2000-11-17,17.25,17.2188,16.7411,17.0188,17.1213,DOWN,0
2000-11-20,17.0313,17.1875,16.7478,17.1,17.1169,DOWN,0
2000-11-21,16.9375,17.0938,16.7563,17.1125,17.1119,DOWN,0
2000-11-22,16.5938,16.9375,16.7625,16.9938,17.0994,DOWN,0
2000-11-24,16.5938,16.5938,16.7689,16.8813,17.1013,UP,1
2000-11-27,16.6875,16.625,16.7767,16.7688,17.0988,DOWN,0
2000-11-28,16.375,16.75,16.7841,16.6375,17.0969,UP,1
2000-11-29,16.4375,16.4063,16.7917,16.5375,17.1038,DOWN,0
2000-11-30,16.2813,16.4375,16.7992,16.475,17.1056,UP,1
2000-12-01,16.375,16.2813,16.8063,16.4313,17.1088,DOWN,0
2000-12-04,16.0625,16.0625,16.8117,16.3063,17.1013,UP,1
2000-12-05,16.3438,16.125,16.8186,16.3,17.1038,DOWN,0
2000-12-06,16.3438,16.375,16.8244,16.2813,17.11,DOWN,0
2000-12-07,15.9688,16.375,16.8278,16.2188,17.1075,DOWN,0
2000-12-08,15.3438,15.9063,16.8317,16.0125,17.0781,UP,1
2000-12-11,15.4688,15.4063,16.8384,15.8938,17.0338,UP,1
2000-12-12,15.9688,15.5938,16.8505,15.8188,17.0069,UP,1
2000-12-13,16.125,16.0,16.8636,15.775,16.99,DOWN,0
2000-12-14,15.7188,16.0938,16.8728,15.725,16.9706,UP,1
2000-12-15,17.8125,15.6563,16.89,16.2188,16.9869,DOWN,0
2000-12-18,17.4688,17.6875,16.9067,16.6188,16.9944,UP,1
2000-12-19,17.5938,17.4688,16.9259,16.9438,17.0013,DOWN,0
2000-12-20,17.2813,17.4375,16.9445,17.175,17.0019,UP,1
2000-12-21,17.4688,17.3125,16.9647,17.525,17.0106,UP,1
2000-12-22,18.0313,17.4688,16.9906,17.5688,17.0313,UP,1
2000-12-26,18.25,18.0,17.0184,17.725,17.0469,UP,1
2000-12-27,19.375,18.3125,17.0514,18.0813,17.0869,UP,1
2000-12-28,19.7188,19.5,17.0852,18.5688,17.1338,UP,1
2000-12-29,19.9375,19.7188,17.1133,19.0625,17.185,UP,1
2001-01-02,19.9688,19.6875,17.142,19.45,17.2344,DOWN,0
2001-01-03,19.9375,20.0938,17.1672,19.7875,17.2844,DOWN,0
2001-01-04,19.0313,19.8438,17.1873,19.7188,17.3119,DOWN,0
2001-01-05,18.5,18.8125,17.2017,19.475,17.33,DOWN,0
2001-01-08,18.25,18.4063,17.2081,19.1375,17.3425,UP,1
2001-01-09,18.7188,18.2813,17.2227,18.8875,17.3669,UP,1
2001-01-10,19.5,18.75,17.2431,18.8,17.4031,DOWN,0
2001-01-11,19.25,19.5313,17.2611,18.8438,17.4331,UP,1
2001-01-12,19.75,19.1875,17.28,19.0938,17.4706,DOWN,0
2001-01-16,19.7188,19.6875,17.3027,19.3875,17.5131,DOWN,0
2001-01-17,18.5938,19.6563,17.3152,19.3625,17.5325,UP,1
2001-01-18,19.0938,18.7188,17.3272,19.2813,17.5575,DOWN,0
2001-01-19,18.9375,19.0625,17.3392,19.2188,17.58,UP,1
2001-01-22,19.2813,18.875,17.3494,19.125,17.6125,DOWN,0
2001-01-23,19.25,19.2813,17.36,19.0313,17.6444,UP,1
2001-01-24,19.6875,19.3125,17.3709,19.25,17.6975,UP,1
2001-01-25,19.875,19.7188,17.3831,19.4063,17.7606,DOWN,0
2001-01-26,19.875,19.9063,17.3975,19.5938,17.8256,UP,1
2001-01-29,19.975,19.85,17.4091,19.7325,17.8876,UP,1
2001-01-30,20.1,20.0,17.4229,19.9025,17.9459,DOWN,0
2001-01-31,19.3,20.11,17.4372,19.825,17.9888,DOWN,0
2001-02-01,19.3,19.2,17.4542,19.71,18.0298,DOWN,0
2001-02-02,18.87,19.225,17.4688,19.509,18.0665,DOWN,0
2001-02-05,18.825,18.745,17.4854,19.279,18.1043,UP,1
2001-02-06,18.975,18.95,17.5019,19.054,18.1519,UP,1
2001-02-07,19.61,19.05,17.5218,19.116,18.2122,DOWN,0
2001-02-08,19.35,19.55,17.5406,19.126,18.2655,DOWN,0
2001-02-09,19.25,19.355,17.5593,19.202,18.323,DOWN,0
2001-02-12,18.9,19.2,17.5748,19.217,18.3722,DOWN,0
2001-02-13,18.125,18.905,17.5813,19.047,18.4091,DOWN,0
2001-02-14,17.64,18.15,17.5845,18.653,18.4344,UP,1
2001-02-15,17.865,17.765,17.5887,18.356,18.4705,UP,1
2001-02-16,18.5,17.865,17.599,18.206,18.5136,UP,1
2001-02-20,19.2,18.475,17.6122,18.266,18.5707,DOWN,0
2001-02-21,18.8,19.2,17.6223,18.401,18.6273,UP,1
2001-02-22,19.085,18.775,17.634,18.69,18.7022,UP,1
2001-02-23,19.125,19.0,17.6441,18.942,18.7753,UP,1
2001-02-26,19.55,19.13,17.6566,19.152,18.8469,DOWN,0
2001-02-27,19.15,19.625,17.6661,19.142,18.9074,UP,1
2001-02-28,20.45,19.275,17.6813,19.472,19.002,UP,1
2001-03-01,20.5,20.625,17.6968,19.755,19.0558,UP,1
2001-03-02,20.7,20.425,17.7123,20.07,19.1204,UP,1
2001-03-05,22.3,20.705,17.7372,20.62,19.2145,DOWN,0
2001-03-06,21.575,21.995,17.7599,21.105,19.3004,UP,1
2001-03-07,22.0,21.58,17.7865,21.415,19.391,UP,1
2001-03-08,22.125,21.5,17.8145,21.74,19.4729,DOWN,0
2001-03-09,21.8,22.0,17.8403,21.96,19.5439,DOWN,0
2001-03-12,21.78,21.625,17.8668,21.856,19.592,DOWN,0
2001-03-13,20.875,21.655,17.888,21.716,19.6151,DOWN,0
2001-03-14,20.75,20.75,17.9083,21.466,19.6314,DOWN,0
2001-03-15,20.5,21.0,17.9235,21.141,19.642,UP,1
2001-03-16,20.75,20.875,17.941,20.931,19.6583,UP,1
2001-03-19,20.925,20.75,17.9593,20.76,19.6961,UP,1
2001-03-20,21.475,20.8,17.9794,20.88,19.7556,DOWN,0
2001-03-21,21.145,21.475,17.9968,20.959,19.8135,DOWN,0
2001-03-22,21.125,20.75,18.0139,21.084,19.8617,DOWN,0
2001-03-23,21.125,21.175,18.0299,21.159,19.8942,UP,1
2001-03-26,21.975,21.1,18.049,21.369,19.9487,UP,1
2001-03-27,22.46,21.95,18.0673,21.566,20.0029,DOWN,0
2001-03-28,22.35,22.45,18.0859,21.807,20.0555,UP,1
2001-03-29,23.15,22.25,18.1093,22.212,20.1466,UP,1
2001-03-30,23.675,23.125,18.1352,22.722,20.2382,DOWN,0
2001-04-02,23.15,23.675,18.1584,22.957,20.3225,DOWN,0
2001-04-03,22.65,23.15,18.1811,22.995,20.3899,DOWN,0
2001-04-04,22.635,22.65,18.2017,23.052,20.4575,UP,1
2001-04-05,23.5,22.65,18.2266,23.122,20.5338,UP,1
2001-04-06,24.3,23.5,18.2554,23.247,20.6223,UP,1
2001-04-09,24.525,24.7,18.2874,23.522,20.7153,DOWN,0
2001-04-10,22.1,24.75,18.3071,23.412,20.7578,DOWN,0
2001-04-11,21.95,22.075,18.3263,23.275,20.7948,UP,1
2001-04-12,22.15,21.955,18.3469,23.005,20.8518,DOWN,0
2001-04-16,21.8,22.1,18.3637,22.505,20.9018,UP,1
2001-04-17,22.42,21.875,18.3842,22.084,20.9728,UP,1
2001-04-18,22.475,22.67,18.4056,22.159,21.0458,DOWN,0
2001-04-19,22.16,22.45,18.4235,22.201,21.1095,DOWN,0
2001-04-20,21.725,22.175,18.4384,22.116,21.1518,DOWN,0
2001-04-23,20.9,21.65,18.4475,21.936,21.1828,UP,1
2001-04-24,21.35,21.15,18.4596,21.722,21.2248,UP,1
2001-04-25,22.025,21.35,18.4752,21.632,21.2873,UP,1
2001-04-26,22.45,22.125,18.4943,21.69,21.3738,UP,1
2001-04-27,22.8,22.875,18.5152,21.905,21.477,DOWN,0
2001-04-30,22.2,22.85,18.5326,22.165,21.5637,DOWN,0
2001-05-01,21.775,22.075,18.548,22.25,21.6292,UP,1
2001-05-02,21.87,21.775,18.5668,22.219,21.6826,DOWN,0
2001-05-03,21.45,21.925,18.582,22.019,21.7356,DOWN,0
2001-05-04,21.0,21.35,18.596,21.659,21.7739,DOWN,0
2001-05-07,20.565,20.925,18.6078,21.332,21.8027,UP,1
2001-05-08,21.01,20.565,18.6224,21.179,21.8319,DOWN,0
2001-05-09,20.9,21.0,18.6369,20.985,21.8669,DOWN,0
2001-05-10,20.65,20.85,18.6514,20.825,21.8709,UP,1
2001-05-11,20.75,20.65,18.6678,20.775,21.8759,UP,1
2001-05-14,20.975,20.725,18.6862,20.857,21.8814,UP,1
2001-05-15,21.05,20.95,18.7057,20.865,21.8564,UP,1
2001-05-16,21.675,21.035,18.7263,21.02,21.8584,UP,1
2001-05-17,21.83,21.65,18.7453,21.256,21.855,DOWN,0
2001-05-18,21.69,21.875,18.764,21.444,21.8463,DOWN,0
2001-05-21,21.275,21.625,18.7821,21.504,21.8358,UP,1
2001-05-22,21.3,21.325,18.7997,21.554,21.8262,DOWN,0
2001-05-23,21.175,21.25,18.8156,21.454,21.8322,UP,1
2001-05-24,21.375,21.25,18.8332,21.363,21.8447,UP,1
2001-05-25,22.05,21.4,18.853,21.435,21.8757,UP,1
2001-05-29,22.7,22.375,18.8761,21.72,21.9147,UP,1
2001-05-30,22.95,22.875,18.9016,22.05,21.9552,DOWN,0
2001-05-31,22.85,22.955,18.9285,22.385,21.9827,UP,1
2001-06-01,23.25,22.875,18.959,22.76,22.0248,UP,1
2001-06-04,23.635,23.25,18.9912,23.077,22.075,UP,1
2001-06-05,23.955,23.6,19.026,23.328,22.1316,DOWN,0
2001-06-06,23.825,24.05,19.0626,23.503,22.1686,DOWN,0
2001-06-07,23.8,23.825,19.1016,23.693,22.1954,DOWN,0
2001-06-08,23.54,23.675,19.1371,23.751,22.2192,UP,1
2001-06-11,23.65,23.575,19.1735,23.754,22.2292,UP,1
2001-06-12,24.1,23.65,19.2209,23.783,22.2377,DOWN,0
2001-06-13,23.175,23.8,19.2683,23.653,22.2382,UP,1
2001-06-14,23.39,23.175,19.3168,23.571,22.253,UP,1
2001-06-15,23.705,23.39,19.3628,23.604,22.2744,DOWN,0
2001-06-18,23.43,23.8,19.3986,23.56,22.273,DOWN,0
2001-06-19,23.4,23.45,19.4334,23.42,22.255,DOWN,0
2001-06-20,23.275,23.35,19.4668,23.44,22.23,UP,1
2001-06-21,23.635,23.275,19.5014,23.489,22.2607,DOWN,0
2001-06-22,23.35,23.95,19.5341,23.418,22.2887,UP,1
2001-06-25,23.65,23.35,19.5683,23.462,22.3187,UP,1
2001-06-26,24.29,23.62,19.6053,23.64,22.3685,UP,1
2001-06-27,24.6,24.29,19.6421,23.905,22.4121,UP,1
2001-06-28,25.4,25.0,19.6831,24.258,22.4706,UP,1
2001-06-29,25.7,25.4,19.7255,24.728,22.5414,DOWN,0
2001-07-02,24.975,25.375,19.7679,24.993,22.6064,DOWN,0
