ticker,NDSN US Equity,NDSN US Equity,NDSN US Equity,NDSN US Equity,NDSN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-05-24,16.575,16.605,16.2205,16.501,17.8666,UP,1
2004-05-25,17.925,16.675,16.2526,16.736,17.865,UP,1
2004-05-26,18.72,18.66,16.2879,17.194,17.8794,DOWN,0
2004-05-27,18.47,18.545,16.3218,17.628,17.881,UP,1
2004-05-28,18.925,18.335,16.3574,18.123,17.896,UP,1
2004-06-01,19.6,18.73,16.3952,18.728,17.9314,DOWN,0
2004-06-02,19.365,19.805,16.4323,19.016,17.9624,DOWN,0
2004-06-03,18.895,19.25,16.4656,19.051,17.983,UP,1
2004-06-04,19.315,19.275,16.4985,19.22,18.0113,UP,1
2004-06-07,19.915,19.265,16.5357,19.418,18.0344,UP,1
2004-06-08,21.14,19.7,16.5788,19.726,18.0908,DOWN,0
2004-06-09,20.86,21.025,16.623,20.025,18.128,DOWN,0
2004-06-10,20.4,20.75,16.6656,20.326,18.1555,DOWN,0
2004-06-14,20.375,19.995,16.7077,20.538,18.1884,UP,1
2004-06-15,20.72,20.605,16.7503,20.699,18.2305,UP,1
2004-06-16,20.8,20.75,16.7914,20.631,18.2725,UP,1
2004-06-17,20.85,20.555,16.8335,20.629,18.3145,UP,1
2004-06-18,21.245,20.625,16.8741,20.798,18.3672,DOWN,0
2004-06-21,20.845,21.14,16.9129,20.892,18.4152,UP,1
2004-06-22,20.995,20.8,16.9498,20.947,18.4736,UP,1
2004-06-23,21.425,20.87,16.9901,21.072,18.5408,DOWN,0
2004-06-24,21.24,21.55,17.0285,21.15,18.6119,DOWN,0
2004-06-25,20.915,21.14,17.0677,21.084,18.6751,UP,1
2004-06-28,21.23,21.33,17.1081,21.161,18.7499,UP,1
2004-06-29,21.43,21.065,17.1478,21.248,18.8192,UP,1
2004-06-30,21.685,21.295,17.1893,21.3,18.8951,DOWN,0
2004-07-01,20.935,21.235,17.2261,21.239,18.9594,UP,1
2004-07-02,21.085,20.855,17.263,21.273,19.0196,DOWN,0
2004-07-06,20.9,20.905,17.3,21.207,19.0646,DOWN,0
2004-07-07,20.32,20.86,17.3328,20.985,19.1028,DOWN,0
2004-07-08,20.205,20.61,17.3651,20.689,19.1462,UP,1
2004-07-09,20.465,20.175,17.3985,20.595,19.1901,DOWN,0
2004-07-12,20.3,20.48,17.4322,20.438,19.2422,UP,1
2004-07-13,20.615,20.2,17.4674,20.381,19.3034,UP,1
2004-07-14,21.085,20.72,17.5069,20.534,19.3795,DOWN,0
2004-07-15,21.075,21.205,17.5483,20.708,19.4344,UP,1
2004-07-16,21.495,21.07,17.5898,20.914,19.4914,DOWN,0
2004-07-19,21.265,21.485,17.6314,21.107,19.5494,UP,1
2004-07-20,21.87,21.185,17.6738,21.358,19.6213,DOWN,0
2004-07-21,21.0,21.72,17.7123,21.341,19.6922,DOWN,0
2004-07-22,20.715,20.85,17.7458,21.269,19.769,DOWN,0
2004-07-23,20.405,20.575,17.7793,21.051,19.8241,UP,1
2004-07-26,20.655,20.355,17.8128,20.929,19.8944,UP,1
2004-07-27,21.255,20.48,17.8496,20.806,19.9812,DOWN,0
2004-07-28,20.705,20.975,17.8832,20.747,20.0541,UP,1
2004-07-29,21.0,20.6,17.9194,20.804,20.1428,DOWN,0
2004-07-30,20.935,20.91,17.9544,20.91,20.2265,UP,1
2004-08-02,21.095,20.85,17.9898,20.998,20.3198,DOWN,0
2004-08-03,20.765,20.92,18.0233,20.9,20.4091,UP,1
2004-08-04,20.845,20.54,18.0576,20.928,20.497,DOWN,0
2004-08-05,20.125,20.74,18.0895,20.753,20.568,DOWN,0
2004-08-06,19.4,20.07,18.1166,20.446,20.5975,UP,1
2004-08-09,19.49,19.32,18.1451,20.125,20.6129,UP,1
2004-08-10,20.24,19.71,18.179,20.02,20.6483,DOWN,0
2004-08-11,19.865,19.95,18.2116,19.824,20.6671,DOWN,0
2004-08-12,19.495,19.5,18.2422,19.698,20.665,DOWN,0
2004-08-13,19.45,19.29,18.2699,19.708,20.6667,DOWN,0
2004-08-16,19.395,19.32,18.2979,19.689,20.6767,DOWN,0
2004-08-17,19.12,19.45,18.3234,19.465,20.6728,UP,1
2004-08-18,19.42,19.09,18.3512,19.376,20.6629,DOWN,0
2004-08-19,19.21,19.295,18.378,19.319,20.6243,UP,1
2004-08-20,19.335,19.315,18.4039,19.296,20.5938,DOWN,0
2004-08-23,19.125,19.32,18.429,19.242,20.5683,UP,1
2004-08-24,19.29,19.3,18.4524,19.276,20.5466,DOWN,0
2004-08-25,17.045,19.53,18.4645,18.801,20.4731,DOWN,0
2004-08-26,16.985,17.25,18.4752,18.356,20.3968,UP,1
2004-08-27,17.005,16.85,18.4867,17.89,20.3199,DOWN,0
2004-08-30,16.605,17.08,18.4957,17.386,20.2271,UP,1
2004-08-31,17.145,16.475,18.5047,16.957,20.1531,UP,1
2004-09-01,17.2,17.195,18.5123,16.988,20.0772,UP,1
2004-09-02,17.405,16.985,18.5207,17.072,19.9968,UP,1
2004-09-03,17.5,17.5,18.5294,17.171,19.922,UP,1
2004-09-07,17.78,17.63,18.5402,17.406,19.8593,UP,1
2004-09-08,17.955,17.57,18.5512,17.568,19.7938,UP,1
2004-09-09,18.02,18.11,18.5627,17.732,19.7256,DOWN,0
2004-09-10,17.47,17.92,18.5708,17.745,19.6413,DOWN,0
2004-09-13,17.24,17.385,18.5766,17.693,19.5674,DOWN,0
2004-09-14,17.18,17.32,18.5808,17.573,19.4893,DOWN,0
2004-09-15,17.095,17.32,18.5839,17.401,19.4132,DOWN,0
2004-09-16,17.0,17.095,18.5875,17.197,19.3468,DOWN,0
2004-09-17,16.945,17.145,18.5859,17.092,19.2816,DOWN,0
2004-09-20,16.835,16.825,18.5837,17.011,19.209,DOWN,0
2004-09-21,16.76,16.77,18.5825,16.927,19.1382,DOWN,0
2004-09-22,16.5,16.71,18.5803,16.808,19.0559,DOWN,0
2004-09-23,16.435,16.5,18.5779,16.695,18.9629,UP,1
2004-09-24,16.55,16.485,18.5771,16.616,18.8724,DOWN,0
2004-09-27,16.255,16.62,18.5751,16.5,18.7676,UP,1
2004-09-28,16.63,16.225,18.5745,16.474,18.6749,UP,1
2004-09-29,16.955,16.575,18.5734,16.565,18.5766,UP,1
2004-09-30,17.165,16.97,18.5734,16.711,18.4999,UP,1
2004-10-01,17.625,17.18,18.5784,16.926,18.4381,UP,1
2004-10-04,17.88,17.49,18.5821,17.251,18.3876,DOWN,0
2004-10-05,17.765,17.725,18.5856,17.478,18.3298,UP,1
2004-10-06,18.015,17.675,18.5894,17.69,18.265,DOWN,0
2004-10-07,17.8,17.705,18.5913,17.817,18.2069,UP,1
2004-10-08,17.88,17.555,18.5932,17.868,18.1445,UP,1
2004-10-11,18.085,17.805,18.5943,17.909,18.0875,DOWN,0
2004-10-12,18.025,18.0,18.5969,17.961,18.0261,DOWN,0
2004-10-13,17.785,18.115,18.5981,17.915,17.9665,DOWN,0
2004-10-14,17.48,17.87,18.5957,17.851,17.8992,DOWN,0
2004-10-15,17.48,17.425,18.5939,17.771,17.8463,UP,1
2004-10-18,17.5,17.45,18.5949,17.654,17.8083,DOWN,0
2004-10-19,17.285,17.625,18.5932,17.506,17.7642,DOWN,0
2004-10-20,17.23,17.06,18.5918,17.395,17.704,DOWN,0
2004-10-21,17.04,17.225,18.5882,17.307,17.6475,DOWN,0
2004-10-22,16.86,17.13,18.5833,17.183,17.5948,UP,1
2004-10-25,16.925,16.795,18.5772,17.068,17.5443,UP,1
2004-10-26,16.9265,16.9145,18.5723,16.9963,17.4949,UP,1
2004-10-27,17.74,16.98,18.5713,17.0983,17.4673,DOWN,0
2004-10-28,17.48,17.325,18.5677,17.1863,17.4285,UP,1
2004-10-29,17.51,17.63,18.5623,17.3163,17.3945,DOWN,0
2004-11-01,17.465,17.63,18.5572,17.4243,17.3571,UP,1
2004-11-02,17.525,17.355,18.5516,17.544,17.3251,UP,1
2004-11-03,18.125,17.7,18.5489,17.621,17.3018,UP,1
2004-11-04,18.435,18.125,18.5467,17.812,17.3296,UP,1
2004-11-05,18.51,18.445,18.5466,18.012,17.3601,DOWN,0
2004-11-08,18.46,18.595,18.5467,18.211,17.3892,UP,1
2004-11-09,18.865,18.295,18.5474,18.479,17.4344,DOWN,0
2004-11-10,18.735,18.8,18.5491,18.601,17.4662,UP,1
2004-11-11,19.065,18.665,18.5534,18.727,17.5035,DOWN,0
2004-11-12,19.055,19.065,18.5579,18.836,17.5365,DOWN,0
2004-11-15,19.04,18.775,18.5625,18.952,17.5673,DOWN,0
2004-11-16,18.585,18.925,18.5695,18.896,17.5834,UP,1
2004-11-17,18.93,18.755,18.5776,18.935,17.6029,DOWN,0
2004-11-18,18.91,18.705,18.5868,18.904,17.6207,DOWN,0
2004-11-19,18.5,18.72,18.5927,18.793,17.6413,UP,1
2004-11-22,18.745,18.45,18.5967,18.734,17.6714,UP,1
2004-11-23,19.1,18.86,18.6036,18.837,17.7098,DOWN,0
2004-11-24,19.055,18.88,18.6082,18.862,17.749,DOWN,0
2004-11-26,18.98,19.17,18.6118,18.876,17.7886,UP,1
2004-11-29,19.03,18.995,18.6153,18.982,17.8303,DOWN,0
2004-11-30,19.03,18.705,18.6211,19.039,17.8742,UP,1
2004-12-01,19.45,19.135,18.6276,19.109,17.928,DOWN,0
2004-12-02,19.105,19.4,18.6348,19.119,17.9801,UP,1
2004-12-03,19.2,19.305,18.6436,19.163,18.0354,DOWN,0
2004-12-06,18.5,19.395,18.6483,19.057,18.0744,DOWN,0
2004-12-07,18.3,18.69,18.654,18.911,18.1153,UP,1
2004-12-08,18.795,18.635,18.663,18.78,18.1586,DOWN,0
2004-12-09,18.72,18.515,18.6687,18.703,18.1939,UP,1
2004-12-10,19.265,18.355,18.6732,18.716,18.2359,DOWN,0
2004-12-13,19.21,19.175,18.6778,18.858,18.2676,UP,1
2004-12-14,19.745,19.025,18.6827,19.147,18.3049,UP,1
2004-12-15,19.87,19.64,18.6887,19.362,18.347,DOWN,0
2004-12-16,19.515,19.755,18.6933,19.521,18.377,DOWN,0
2004-12-17,19.465,19.4,18.6957,19.561,18.4103,DOWN,0
2004-12-20,19.375,19.315,18.697,19.594,18.4402,UP,1
2004-12-21,19.725,19.665,18.7015,19.59,18.473,UP,1
2004-12-22,19.835,19.735,18.707,19.583,18.5092,DOWN,0
2004-12-23,19.82,19.815,18.7156,19.644,18.5499,DOWN,0
2004-12-27,19.595,19.91,18.7235,19.67,18.5922,UP,1
2004-12-28,20.18,19.55,18.7318,19.831,18.6462,DOWN,0
2004-12-29,20.165,20.19,18.7426,19.919,18.6995,UP,1
2004-12-30,20.23,20.195,18.7537,19.998,18.7584,DOWN,0
2004-12-31,20.035,20.19,18.762,20.041,18.8145,DOWN,0
2005-01-03,19.82,20.11,18.7702,20.086,18.8701,DOWN,0
2005-01-04,19.41,19.94,18.7781,19.932,18.9211,DOWN,0
2005-01-05,19.215,19.37,18.7851,19.742,18.9669,UP,1
2005-01-06,19.5,19.385,18.7933,19.596,19.0184,DOWN,0
2005-01-07,19.25,19.375,18.8,19.439,19.0486,UP,1
2005-01-10,19.26,19.08,18.8025,19.327,19.0842,DOWN,0
2005-01-11,19.045,19.155,18.8061,19.254,19.1149,UP,1
2005-01-12,19.29,18.985,18.8076,19.269,19.1514,DOWN,0
2005-01-13,19.0075,19.21,18.8075,19.1705,19.1811,UP,1
2005-01-14,19.165,19.07,18.8097,19.1535,19.2018,UP,1
2005-01-18,19.22,19.02,18.8127,19.1455,19.2176,DOWN,0
2005-01-19,18.9,19.135,18.8137,19.1165,19.2254,DOWN,0
2005-01-20,18.59,18.85,18.8129,18.9765,19.228,UP,1
2005-01-21,18.605,18.58,18.8129,18.896,19.2227,DOWN,0
2005-01-24,18.43,18.615,18.8128,18.749,19.2166,UP,1
2005-01-25,18.44,18.52,18.8146,18.593,19.2041,UP,1
2005-01-26,18.69,18.34,18.8177,18.551,19.1968,DOWN,0
2005-01-27,18.555,18.46,18.8221,18.544,19.1872,UP,1
2005-01-28,18.605,18.65,18.8263,18.544,19.1875,UP,1
2005-01-31,18.815,18.695,18.833,18.621,19.1853,UP,1
2005-02-01,18.94,18.735,18.8378,18.721,19.1859,UP,1
2005-02-02,18.995,18.905,18.8434,18.782,19.1958,UP,1
2005-02-03,19.12,19.1,18.8504,18.895,19.2033,UP,1
2005-02-04,19.245,19.015,18.8562,19.023,19.2062,DOWN,0
2005-02-07,19.12,18.965,18.8586,19.084,19.2075,UP,1
2005-02-08,19.505,19.0,18.864,19.197,19.218,DOWN,0
2005-02-09,19.06,19.57,18.8692,19.21,19.2186,UP,1
2005-02-10,19.115,19.045,18.8734,19.209,19.2203,UP,1
2005-02-11,19.285,19.05,18.8813,19.217,19.217,UP,1
2005-02-14,19.46,19.15,18.8909,19.285,19.2241,UP,1
2005-02-15,19.75,19.42,18.9032,19.334,19.2351,UP,1
2005-02-16,19.785,19.65,18.9105,19.479,19.2608,DOWN,0
2005-02-17,19.255,19.755,18.9135,19.507,19.2799,UP,1
2005-02-18,19.4,19.255,18.9187,19.53,19.292,DOWN,0
2005-02-22,19.01,19.04,18.9224,19.44,19.2978,DOWN,0
2005-02-23,19.01,19.25,18.9302,19.292,19.2927,UP,1
2005-02-24,19.49,19.13,18.9432,19.233,19.2983,UP,1
2005-02-25,20.17,19.415,18.9558,19.416,19.3068,DOWN,0
2005-02-28,19.995,20.0,18.9701,19.535,19.3093,UP,1
2005-03-01,20.1875,19.945,18.9865,19.7705,19.3227,DOWN,0
2005-03-02,19.96,19.975,19.001,19.9605,19.3326,DOWN,0
2005-03-03,19.79,20.095,19.0171,20.0205,19.3409,UP,1
2005-03-04,19.995,19.995,19.0333,19.9855,19.3463,DOWN,0
2005-03-07,19.84,19.88,19.0504,19.9545,19.3464,DOWN,0
2005-03-08,19.725,19.905,19.0675,19.862,19.3445,DOWN,0
2005-03-09,19.57,19.58,19.0831,19.784,19.344,DOWN,0
2005-03-10,19.475,19.42,19.0976,19.721,19.3299,UP,1
2005-03-11,19.5975,19.35,19.106,19.6415,19.3186,DOWN,0
2005-03-14,19.54,19.685,19.1101,19.5815,19.3047,DOWN,0
2005-03-15,19.14,19.75,19.1134,19.4645,19.2869,DOWN,0
2005-03-16,19.01,19.065,19.1138,19.3525,19.2707,DOWN,0
2005-03-17,18.925,19.2,19.1105,19.2425,19.2609,DOWN,0
2005-03-18,18.375,18.925,19.1055,18.998,19.2441,UP,1
2005-03-21,18.525,18.115,19.1037,18.795,19.2246,UP,1
2005-03-22,18.57,18.68,19.0999,18.681,19.211,DOWN,0
2005-03-23,18.47,18.445,19.0927,18.573,19.1952,UP,1
2005-03-24,18.655,18.625,19.0803,18.519,19.1874,DOWN,0
2005-03-28,18.55,18.775,19.0687,18.554,19.1726,DOWN,0
2005-03-29,18.365,18.575,19.0586,18.522,19.1598,UP,1
2005-03-30,18.77,18.49,19.0505,18.562,19.1519,DOWN,0
2005-03-31,18.41,18.8,19.039,18.55,19.1357,DOWN,0
2005-04-01,18.055,18.45,19.0253,18.43,19.1188,UP,1
2005-04-04,18.325,18.125,19.0126,18.385,19.1135,DOWN,0
2005-04-05,18.01,18.37,18.9965,18.314,19.1016,UP,1
2005-04-06,18.095,17.965,18.9827,18.179,19.0949,DOWN,0
2005-04-07,17.09,17.415,18.9632,17.915,19.0679,UP,1
2005-04-08,17.18,17.0,18.942,17.74,19.0377,DOWN,0
2005-04-11,17.08,17.18,18.9212,17.491,19.0082,UP,1
2005-04-12,17.36,17.025,18.9034,17.361,18.9833,DOWN,0
2005-04-13,16.575,17.295,18.8801,17.057,18.9385,DOWN,0
2005-04-14,16.11,16.68,18.8535,16.861,18.8819,DOWN,0
2005-04-15,15.885,16.1,18.8245,16.602,18.8197,UP,1
2005-04-18,15.945,15.885,18.7996,16.375,18.7562,UP,1
2005-04-19,16.175,15.945,18.775,16.138,18.6948,DOWN,0
2005-04-20,15.94,16.1,18.7502,16.011,18.6312,UP,1
2005-04-21,16.32,16.0,18.7302,16.053,18.5675,DOWN,0
2005-04-22,15.735,16.37,18.7079,16.023,18.501,UP,1
2005-04-25,16.405,15.895,18.6876,16.115,18.4468,DOWN,0
2005-04-26,15.65,16.41,18.6643,16.01,18.3741,UP,1
2005-04-27,16.06,15.57,18.6415,16.034,18.3061,DOWN,0
2005-04-28,15.745,15.89,18.6148,15.919,18.226,UP,1
2005-04-29,16.11,15.725,18.59,15.994,18.1525,UP,1
2005-05-02,16.22,16.03,18.5636,15.957,18.0918,DOWN,0
2005-05-03,16.12,16.215,18.5379,16.051,18.0262,UP,1
2005-05-04,16.58,16.24,18.5115,16.155,17.9776,DOWN,0
2005-05-05,16.55,16.505,18.4892,16.316,17.9284,DOWN,0
2005-05-06,16.53,16.655,18.4683,16.4,17.8692,UP,1
2005-05-09,16.83,16.48,18.4504,16.522,17.8024,DOWN,0
2005-05-10,16.335,16.62,18.4288,16.565,17.7292,UP,1
2005-05-11,16.44,16.255,18.4047,16.537,17.6543,DOWN,0
2005-05-12,15.905,16.44,18.3807,16.408,17.5732,DOWN,0
2005-05-13,15.78,15.85,18.3546,16.258,17.493,UP,1
2005-05-16,16.145,15.795,18.3307,16.121,17.416,DOWN,0
2005-05-17,15.99,16.005,18.3052,16.052,17.339,UP,1
2005-05-18,16.705,15.94,18.2849,16.105,17.2786,DOWN,0
2005-05-19,16.705,16.71,18.2642,16.265,17.2213,UP,1
2005-05-20,16.745,16.525,18.2473,16.458,17.1667,UP,1
2005-05-23,17.04,16.66,18.2355,16.637,17.1155,DOWN,0
2005-05-24,16.835,17.12,18.2222,16.806,17.0614,DOWN,0
2005-05-25,15.765,16.595,18.1998,16.618,16.9939,DOWN,0
2005-05-26,15.685,15.985,18.1789,16.414,16.9274,UP,1
2005-05-27,15.75,15.855,18.1602,16.215,16.8639,DOWN,0
2005-05-31,15.53,15.72,18.1406,15.913,16.807,DOWN,0
2005-06-01,15.4,15.685,18.1206,15.626,16.7445,DOWN,0
2005-06-02,15.16,15.375,18.1008,15.505,16.6763,DOWN,0
2005-06-03,14.98,15.185,18.0786,15.364,16.6065,UP,1
2005-06-06,15.2375,14.95,18.0588,15.2615,16.5381,UP,1
2005-06-07,15.36,15.275,18.0389,15.2275,16.4744,DOWN,0
2005-06-08,15.055,15.36,18.0185,15.1585,16.4082,DOWN,0
2005-06-09,15.05,15.165,17.9973,15.1365,16.3337,DOWN,0
2005-06-10,15.0,15.115,17.9871,15.1405,16.2655,UP,1
2005-06-13,15.35,15.0,17.9789,15.163,16.2115,UP,1
2005-06-14,15.475,15.32,17.9713,15.186,16.1545,UP,1
2005-06-15,15.63,15.475,17.9664,15.301,16.1068,UP,1
2005-06-16,15.765,15.6,17.9595,15.444,16.0603,UP,1
2005-06-17,15.92,15.765,17.9531,15.628,16.0368,UP,1
2005-06-20,16.09,15.92,17.9465,15.776,16.0151,UP,1
2005-06-21,16.28,16.185,17.9404,15.937,15.999,UP,1
2005-06-22,16.42,16.25,17.9336,16.095,15.9802,UP,1
2005-06-23,16.455,16.38,17.9261,16.233,15.9778,UP,1
2005-06-24,16.61,16.465,17.9191,16.371,15.9878,DOWN,0
2005-06-27,16.59,16.6,17.9147,16.471,16.0019,UP,1
2005-06-28,17.005,16.67,17.9135,16.616,16.0231,UP,1
2005-06-29,17.095,17.0,17.9131,16.751,16.0415,UP,1
2005-06-30,17.14,17.14,17.9133,16.888,16.0655,UP,1
2005-07-01,17.46,17.175,17.9156,17.058,16.0883,DOWN,0
2005-07-05,17.165,17.415,17.9167,17.173,16.1169,DOWN,0
2005-07-06,16.935,17.16,17.9172,17.159,16.1275,DOWN,0
2005-07-07,16.72,16.67,17.917,17.084,16.1489,UP,1
2005-07-08,17.3,16.74,17.921,17.116,16.1737,DOWN,0
2005-07-11,17.275,17.19,17.9252,17.079,16.2043,DOWN,0
2005-07-12,16.99,17.245,17.9274,17.044,16.2219,DOWN,0
2005-07-13,16.91,16.995,17.9307,17.039,16.2357,DOWN,0
2005-07-14,16.86,17.115,17.9318,17.067,16.2505,UP,1
2005-07-15,17.015,16.76,17.9321,17.01,16.2592,DOWN,0
2005-07-18,16.81,16.99,17.9304,16.917,16.2644,DOWN,0
2005-07-19,16.205,16.44,17.9233,16.76,16.2579,UP,1
2005-07-20,16.475,16.14,17.9162,16.673,16.2508,DOWN,0
2005-07-21,16.29,16.5,17.9089,16.559,16.2499,UP,1
2005-07-22,16.4,16.32,17.9008,16.436,16.2491,DOWN,0
2005-07-25,16.27,16.4,17.8931,16.328,16.2564,DOWN,0
2005-07-26,16.255,16.27,17.885,16.338,16.2659,UP,1
2005-07-27,16.4,16.335,17.8766,16.323,16.271,UP,1
2005-07-28,16.645,16.4,17.8697,16.394,16.2841,UP,1
2005-07-29,16.685,16.685,17.8642,16.451,16.2837,UP,1
2005-08-01,16.81,16.7,17.8608,16.559,16.2858,UP,1
2005-08-02,16.95,16.735,17.8582,16.698,16.2899,DOWN,0
2005-08-03,16.905,16.91,17.8552,16.799,16.2872,DOWN,0
2005-08-04,16.695,16.88,17.8523,16.809,16.2844,DOWN,0
2005-08-05,16.535,16.75,17.8488,16.779,16.2998,DOWN,0
2005-08-08,16.5,16.51,17.8461,16.717,16.3161,DOWN,0
2005-08-09,16.44,16.545,17.844,16.615,16.3299,DOWN,0
2005-08-10,16.215,16.225,17.8404,16.477,16.3436,UP,1
2005-08-11,16.635,16.16,17.839,16.465,16.3683,DOWN,0
2005-08-12,16.345,16.595,17.832,16.427,16.392,UP,1
2005-08-15,16.46,16.385,17.8269,16.419,16.4216,DOWN,0
2005-08-16,15.98,16.455,17.8193,16.327,16.4365,UP,1
2005-08-17,16.375,16.07,17.8138,16.359,16.4568,DOWN,0
2005-08-18,16.345,16.25,17.8079,16.301,16.4826,UP,1
2005-08-19,16.475,16.255,17.7997,16.327,16.5111,UP,1
2005-08-22,16.625,16.55,17.7906,16.36,16.5436,DOWN,0
2005-08-23,16.39,16.65,17.78,16.442,16.5644,UP,1
2005-08-24,17.075,16.555,17.7731,16.582,16.5964,UP,1
2005-08-25,17.35,17.03,17.7655,16.783,16.6308,DOWN,0
2005-08-26,17.275,17.25,17.7582,16.943,16.661,UP,1
2005-08-29,17.82,17.27,17.752,17.182,16.699,DOWN,0
2005-08-30,17.745,17.825,17.7454,17.453,16.7321,UP,1
2005-08-31,17.76,17.82,17.739,17.59,16.7617,UP,1
2005-09-01,17.865,17.645,17.7354,17.693,16.7906,UP,1
2005-09-02,17.945,17.81,17.7305,17.827,16.8204,UP,1
2005-09-06,18.47,17.9,17.7283,17.957,16.8576,DOWN,0
2005-09-07,17.955,18.395,17.7256,17.999,16.8849,DOWN,0
2005-09-08,17.83,17.91,17.721,18.013,16.9014,UP,1
2005-09-09,18.255,17.865,17.7168,18.091,16.9246,UP,1
2005-09-12,18.805,18.345,17.7155,18.263,16.9579,DOWN,0
2005-09-13,18.34,18.68,17.7123,18.237,16.9755,UP,1
2005-09-14,18.47,18.37,17.7095,18.34,17.0016,DOWN,0
2005-09-15,18.39,18.55,17.7063,18.452,17.0307,UP,1
2005-09-16,18.965,18.5,17.7039,18.594,17.0756,DOWN,0
2005-09-19,18.51,18.885,17.7009,18.535,17.0998,UP,1
2005-09-20,18.725,18.64,17.6986,18.612,17.1288,DOWN,0
2005-09-21,18.335,18.65,17.6977,18.585,17.1557,UP,1
2005-09-22,18.57,18.42,17.6991,18.621,17.1889,UP,1
2005-09-23,18.615,18.565,17.6982,18.551,17.224,DOWN,0
2005-09-26,18.5,18.69,17.6971,18.549,17.2537,UP,1
2005-09-27,18.99,18.545,17.6957,18.602,17.2973,UP,1
2005-09-28,19.0,19.035,17.6947,18.735,17.3532,UP,1
2005-09-29,19.125,19.02,17.6916,18.846,17.4062,DOWN,0
2005-09-30,19.015,19.005,17.6873,18.926,17.4607,UP,1
2005-10-03,19.05,19.025,17.685,19.036,17.5137,DOWN,0
2005-10-04,19.005,19.1,17.6827,19.039,17.5684,DOWN,0
2005-10-05,18.405,18.98,17.6778,18.92,17.6114,DOWN,0
2005-10-06,18.135,18.43,17.6699,18.722,17.6461,UP,1
2005-10-07,18.36,18.31,17.6625,18.591,17.6804,UP,1
2005-10-10,18.425,18.48,17.6555,18.466,17.7152,DOWN,0
2005-10-11,18.255,18.55,17.6488,18.316,17.7441,UP,1
2005-10-12,18.395,18.215,17.6399,18.314,17.773,DOWN,0
2005-10-13,18.27,18.34,17.6304,18.341,17.8003,UP,1
2005-10-14,18.445,18.36,17.6215,18.358,17.8353,DOWN,0
2005-10-17,18.335,18.485,17.613,18.34,17.8713,DOWN,0
2005-10-18,17.875,18.245,17.6033,18.264,17.8988,UP,1
2005-10-19,18.245,17.775,17.5974,18.234,17.9349,DOWN,0
2005-10-20,17.79,18.22,17.5903,18.138,17.9664,DOWN,0
2005-10-21,17.61,17.34,17.5809,17.971,17.9859,UP,1
2005-10-24,18.23,17.66,17.5758,17.95,18.0236,DOWN,0
2005-10-25,17.995,18.075,17.5694,17.974,18.0543,UP,1
2005-10-26,18.065,17.885,17.5645,17.938,18.096,DOWN,0
2005-10-27,17.75,18.01,17.5568,17.93,18.1235,UP,1
2005-10-28,18.66,17.83,17.5551,18.14,18.1698,DOWN,0
2005-10-31,18.585,18.595,17.5522,18.211,18.212,UP,1
2005-11-01,18.855,18.495,17.5504,18.383,18.2566,UP,1
2005-11-02,19.395,18.95,17.5528,18.649,18.3167,UP,1
2005-11-03,19.4,19.445,17.5569,18.979,18.3632,DOWN,0
2005-11-04,19.32,19.405,17.5605,19.111,18.4026,UP,1
2005-11-07,19.565,19.38,17.5661,19.307,18.4484,DOWN,0
2005-11-08,19.45,19.415,17.5712,19.426,18.481,UP,1
2005-11-09,19.705,19.47,17.5763,19.488,18.5202,UP,1
2005-11-10,19.92,19.71,17.5831,19.592,18.5634,UP,1
2005-11-11,19.96,19.86,17.5899,19.72,18.6053,DOWN,0
2005-11-14,19.545,19.965,17.5935,19.716,18.6373,DOWN,0
2005-11-15,19.375,19.495,17.5957,19.701,18.6554,DOWN,0
2005-11-16,19.275,19.4,17.5971,19.615,18.6818,UP,1
2005-11-17,19.695,19.34,17.6,19.57,18.7191,UP,1
2005-11-18,19.74,19.855,17.6024,19.526,18.7488,DOWN,0
2005-11-21,19.74,19.645,17.6055,19.565,18.7675,UP,1
2005-11-22,19.875,19.625,17.6074,19.665,18.7982,DOWN,0
2005-11-23,19.835,19.75,17.6113,19.777,18.8255,UP,1
2005-11-25,19.87,19.83,17.615,19.812,18.8551,DOWN,0
2005-11-28,19.42,19.67,17.6157,19.748,18.8642,UP,1
2005-11-29,19.855,19.505,17.6177,19.771,18.8911,UP,1
2005-11-30,19.91,19.815,17.6185,19.778,18.9148,UP,1
2005-12-01,19.935,19.93,17.6192,19.798,18.9468,DOWN,0
2005-12-02,19.835,19.875,17.6221,19.791,18.9721,DOWN,0
2005-12-05,19.74,19.735,17.6238,19.855,18.9946,DOWN,0
2005-12-06,19.46,19.785,17.6261,19.776,19.0138,DOWN,0
2005-12-07,19.16,19.315,17.6268,19.626,19.0172,UP,1
2005-12-08,19.17,19.335,17.6252,19.473,19.0206,UP,1
2005-12-09,19.44,19.215,17.6216,19.394,19.0269,DOWN,0
2005-12-12,19.31,19.49,17.6182,19.308,19.0328,UP,1
2005-12-13,19.625,19.395,17.6154,19.341,19.0443,UP,1
2005-12-14,21.41,20.5895,17.6226,19.791,19.0924,DOWN,0
2005-12-15,20.99,21.205,17.6286,20.155,19.1441,DOWN,0
2005-12-16,20.935,21.095,17.6333,20.454,19.2001,DOWN,0
