ticker,UHS US Equity,UHS US Equity,UHS US Equity,UHS US Equity,UHS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-06-29,24.445,24.4,24.465,24.358,25.3502,UP,1
2006-06-30,25.13,24.48,24.4681,24.537,25.3603,UP,1
2006-07-03,25.175,25.11,24.4705,24.702,25.3726,DOWN,0
2006-07-05,25.06,25.1,24.4731,24.827,25.3665,UP,1
2006-07-06,25.205,25.02,24.4764,25.003,25.3657,UP,1
2006-07-07,25.27,25.155,24.4824,25.168,25.3649,UP,1
2006-07-10,25.325,25.345,24.4906,25.207,25.3656,UP,1
2006-07-11,25.55,25.3,24.4997,25.282,25.3687,UP,1
2006-07-12,25.585,25.495,24.5068,25.387,25.3761,UP,1
2006-07-13,25.61,25.49,24.5152,25.468,25.3797,DOWN,0
2006-07-14,25.6,25.61,24.5237,25.534,25.3884,UP,1
2006-07-17,25.71,25.605,24.532,25.611,25.3916,DOWN,0
2006-07-18,25.355,25.58,24.5403,25.572,25.3818,UP,1
2006-07-19,25.61,25.86,24.5493,25.577,25.3754,UP,1
2006-07-20,25.945,25.58,24.5609,25.644,25.3752,UP,1
2006-07-21,25.96,26.06,24.5742,25.716,25.3728,UP,1
2006-07-24,26.195,26.125,24.5909,25.813,25.3755,UP,1
2006-07-25,26.245,26.185,24.6083,25.991,25.3794,DOWN,0
2006-07-26,26.23,26.25,24.624,26.115,25.3783,DOWN,0
2006-07-27,25.9,26.2,24.6363,26.106,25.3723,UP,1
2006-07-28,28.145,27.18,24.6557,26.543,25.4112,DOWN,0
2006-07-31,28.0,28.075,24.6765,26.904,25.4451,UP,1
2006-08-01,28.525,28.0,24.7008,27.36,25.4919,UP,1
2006-08-02,28.97,28.6,24.7256,27.908,25.5428,DOWN,0
2006-08-03,28.905,28.97,24.749,28.509,25.6057,UP,1
2006-08-04,29.3,29.125,24.7738,28.74,25.6764,DOWN,0
2006-08-07,29.215,29.17,24.7982,28.983,25.7491,DOWN,0
2006-08-08,29.01,29.21,24.8229,29.08,25.8179,DOWN,0
2006-08-09,28.805,29.05,24.8452,29.047,25.8872,UP,1
2006-08-10,29.19,28.745,24.8706,29.104,25.9634,UP,1
2006-08-11,29.2,29.105,24.8989,29.084,26.0324,DOWN,0
2006-08-14,29.1,29.3,24.9304,29.061,26.0978,DOWN,0
2006-08-15,29.0,29.105,24.9615,29.059,26.1675,UP,1
2006-08-16,29.22,29.125,24.9927,29.142,26.243,UP,1
2006-08-17,29.64,29.26,25.0231,29.232,26.3242,DOWN,0
2006-08-18,29.195,29.58,25.0514,29.231,26.3961,DOWN,0
2006-08-21,29.115,29.105,25.0796,29.234,26.4724,UP,1
2006-08-22,29.54,29.12,25.1105,29.342,26.5597,DOWN,0
2006-08-23,29.45,29.52,25.1429,29.388,26.6518,DOWN,0
2006-08-24,29.05,29.465,25.1722,29.27,26.7383,DOWN,0
2006-08-25,28.7,28.29,25.1996,29.171,26.8159,DOWN,0
2006-08-28,28.185,28.25,25.2247,28.985,26.885,UP,1
2006-08-29,28.6,28.19,25.2506,28.797,26.9639,UP,1
2006-08-30,28.65,28.645,25.2743,28.637,27.0436,DOWN,0
2006-08-31,28.31,28.395,25.2955,28.489,27.117,UP,1
2006-09-01,28.59,28.335,25.3152,28.467,27.2012,UP,1
2006-09-05,29.575,29.45,25.3414,28.745,27.308,DOWN,0
2006-09-06,28.82,29.15,25.3637,28.789,27.3974,DOWN,0
2006-09-07,28.775,28.64,25.3857,28.814,27.4842,DOWN,0
2006-09-08,28.565,28.745,25.4068,28.865,27.569,UP,1
2006-09-11,29.26,28.505,25.4319,28.999,27.6653,DOWN,0
2006-09-12,29.17,29.14,25.4565,28.918,27.7461,DOWN,0
2006-09-13,29.0,29.185,25.4802,28.954,27.8226,DOWN,0
2006-09-14,28.805,28.995,25.5041,28.96,27.8975,UP,1
2006-09-15,28.9,28.9,25.529,29.027,27.9714,DOWN,0
2006-09-18,28.85,28.875,25.5535,28.945,28.043,UP,1
2006-09-19,28.875,28.825,25.5778,28.886,28.114,UP,1
2006-09-20,29.295,29.25,25.6039,28.945,28.1889,DOWN,0
2006-09-21,29.23,29.3,25.6273,29.03,28.2618,DOWN,0
2006-09-22,29.145,29.125,25.6493,29.079,28.3325,UP,1
2006-09-25,29.325,29.175,25.6725,29.174,28.407,UP,1
2006-09-26,29.845,29.375,25.6983,29.368,28.4897,UP,1
2006-09-27,29.97,29.775,25.7243,29.503,28.582,UP,1
2006-09-28,30.035,29.96,25.7503,29.664,28.6705,DOWN,0
2006-09-29,29.965,30.1,25.7763,29.828,28.7509,DOWN,0
2006-10-02,29.755,30.015,25.8025,29.914,28.8268,DOWN,0
2006-10-03,29.465,29.675,25.8287,29.838,28.8922,UP,1
2006-10-04,29.6,29.31,25.8571,29.764,28.9593,UP,1
2006-10-05,29.89,29.6,25.8877,29.735,29.0325,DOWN,0
2006-10-06,29.285,29.89,25.9155,29.599,29.1002,DOWN,0
2006-10-09,28.83,29.215,25.941,29.414,29.1139,DOWN,0
2006-10-10,28.54,28.74,25.9647,29.229,29.1247,DOWN,0
2006-10-11,28.505,28.415,25.9881,29.01,29.1243,UP,1
2006-10-12,29.05,29.21,26.0149,28.842,29.1259,DOWN,0
2006-10-13,28.815,29.0,26.0417,28.748,29.1241,DOWN,0
2006-10-16,28.67,28.9,26.0675,28.716,29.1115,DOWN,0
2006-10-17,27.345,28.03,26.0873,28.477,29.0741,UP,1
2006-10-18,27.41,27.365,26.1071,28.258,29.0421,DOWN,0
2006-10-19,27.29,27.41,26.126,27.906,29.0118,UP,1
2006-10-20,27.495,27.23,26.1456,27.642,28.9779,DOWN,0
2006-10-23,27.435,27.4,26.1645,27.395,28.9426,DOWN,0
2006-10-24,27.255,27.31,26.1828,27.377,28.9057,DOWN,0
2006-10-25,27.01,27.285,26.2046,27.297,28.8659,DOWN,0
2006-10-26,26.425,27.01,26.2228,27.124,28.81,UP,1
2006-10-27,27.16,26.8,26.2454,27.057,28.7604,DOWN,0
2006-10-30,26.825,27.165,26.263,26.935,28.713,DOWN,0
2006-10-31,26.475,26.865,26.2785,26.779,28.6602,DOWN,0
2006-11-01,26.055,26.64,26.2927,26.588,28.5905,UP,1
2006-11-02,26.435,26.0,26.3091,26.59,28.5302,DOWN,0
2006-11-03,26.305,26.53,26.3257,26.419,28.4753,UP,1
2006-11-06,26.62,26.38,26.3424,26.378,28.4337,UP,1
2006-11-07,26.725,26.62,26.3587,26.428,28.4045,DOWN,0
2006-11-08,25.95,26.67,26.3731,26.407,28.3515,DOWN,0
2006-11-09,25.65,25.97,26.3841,26.25,28.2915,DOWN,0
2006-11-10,25.585,25.73,26.3919,26.106,28.237,UP,1
2006-11-13,25.62,25.64,26.401,25.906,28.1776,UP,1
2006-11-14,25.635,25.635,26.4104,25.688,28.0988,UP,1
2006-11-15,25.71,25.605,26.4148,25.64,28.0366,UP,1
2006-11-16,26.02,25.835,26.4211,25.714,27.9815,UP,1
2006-11-17,26.11,26.535,26.43,25.819,27.9324,DOWN,0
2006-11-20,25.77,26.19,26.4346,25.849,27.8626,DOWN,0
2006-11-21,25.495,25.76,26.4377,25.821,27.7891,UP,1
2006-11-22,26.295,25.715,26.4444,25.938,27.735,DOWN,0
2006-11-24,26.14,26.25,26.4509,25.962,27.6817,DOWN,0
2006-11-27,26.095,26.065,26.4576,25.959,27.6256,UP,1
2006-11-28,26.34,25.995,26.4659,26.073,27.5754,UP,1
2006-11-29,26.735,26.58,26.476,26.321,27.5326,UP,1
2006-11-30,27.605,26.735,26.4867,26.583,27.4988,DOWN,0
2006-12-01,27.355,27.675,26.4956,26.826,27.4613,UP,1
2006-12-04,27.385,27.355,26.5046,27.084,27.4261,DOWN,0
2006-12-05,27.355,27.455,26.5137,27.287,27.3867,UP,1
2006-12-06,27.51,27.355,26.5243,27.442,27.34,UP,1
2006-12-07,27.735,27.615,26.5357,27.468,27.2953,DOWN,0
2006-12-08,27.685,27.65,26.5472,27.534,27.2483,UP,1
2006-12-11,27.74,27.65,26.5576,27.605,27.2038,UP,1
2006-12-12,28.01,27.775,26.5721,27.736,27.1689,DOWN,0
2006-12-13,27.19,27.5,26.5817,27.672,27.1234,DOWN,0
2006-12-14,26.985,27.19,26.5908,27.522,27.0711,DOWN,0
2006-12-15,26.93,26.985,26.6004,27.371,27.0119,UP,1
2006-12-18,27.01,26.89,26.6106,27.225,26.9664,UP,1
2006-12-19,27.225,26.96,26.6235,27.068,26.9343,UP,1
2006-12-20,27.53,27.2,26.6362,27.136,26.9141,DOWN,0
2006-12-21,27.29,27.53,26.6508,27.197,26.8898,UP,1
2006-12-22,27.725,27.29,26.6666,27.356,26.8633,DOWN,0
2006-12-26,27.685,27.6,26.6822,27.491,26.8407,DOWN,0
2006-12-27,27.625,27.74,26.6971,27.571,26.8198,UP,1
2006-12-28,27.655,27.6,26.7153,27.596,26.826,UP,1
2006-12-29,27.715,27.6,26.7324,27.681,26.8321,UP,1
2007-01-03,27.905,28.05,26.7504,27.717,26.8444,DOWN,0
2007-01-04,27.84,27.905,26.7679,27.748,26.8513,DOWN,0
2007-01-05,27.585,27.04,26.7846,27.74,26.8543,UP,1
2007-01-08,27.6,27.585,26.7993,27.729,26.8612,DOWN,0
2007-01-09,27.585,27.625,26.8144,27.703,26.8727,UP,1
2007-01-10,27.8,27.5,26.8287,27.682,26.9002,UP,1
2007-01-11,28.205,27.925,26.8449,27.755,26.9211,DOWN,0
2007-01-12,28.085,28.25,26.8617,27.855,26.9463,UP,1
2007-01-16,28.185,28.25,26.877,27.972,26.9805,DOWN,0
2007-01-17,28.13,28.3,26.89,28.081,27.022,DOWN,0
2007-01-18,27.945,28.105,26.9028,28.11,27.0522,UP,1
2007-01-19,28.46,27.92,26.9192,28.161,27.0953,UP,1
2007-01-22,28.9,29.075,26.9387,28.324,27.1409,DOWN,0
2007-01-23,28.75,28.775,26.9575,28.437,27.1814,UP,1
2007-01-24,29.015,28.75,26.9786,28.614,27.2427,DOWN,0
2007-01-25,28.545,28.92,26.9984,28.734,27.3006,UP,1
2007-01-26,28.565,28.535,27.0194,28.755,27.3602,UP,1
2007-01-29,28.635,28.6,27.0413,28.702,27.4205,DOWN,0
2007-01-30,28.56,28.735,27.0611,28.664,27.479,UP,1
2007-01-31,28.965,28.525,27.0832,28.654,27.5441,UP,1
2007-02-01,29.0,29.0,27.1064,28.745,27.6037,DOWN,0
2007-02-02,28.905,29.0,27.1284,28.813,27.6596,UP,1
2007-02-05,29.865,29.5,27.1549,29.059,27.7415,DOWN,0
2007-02-06,29.68,29.865,27.1802,29.283,27.8252,UP,1
2007-02-07,29.84,29.765,27.2066,29.458,27.8961,DOWN,0
2007-02-08,29.75,29.84,27.2285,29.608,27.9683,UP,1
2007-02-09,29.865,29.735,27.2516,29.8,28.0437,UP,1
2007-02-12,30.095,29.94,27.2755,29.846,28.1188,DOWN,0
2007-02-13,29.95,30.08,27.2988,29.9,28.1831,UP,1
2007-02-14,30.055,29.93,27.3221,29.943,28.2321,UP,1
2007-02-15,30.095,30.055,27.3465,30.012,28.2869,DOWN,0
2007-02-16,29.19,30.12,27.3653,29.877,28.323,UP,1
2007-02-20,29.3,29.0,27.386,29.718,28.3619,UP,1
2007-02-21,29.39,29.3,27.4052,29.606,28.3995,UP,1
2007-02-22,29.715,29.335,27.4246,29.538,28.4391,DOWN,0
2007-02-23,29.51,29.675,27.4425,29.421,28.4756,DOWN,0
2007-02-26,29.475,29.51,27.4601,29.478,28.5103,DOWN,0
2007-02-27,28.775,29.125,27.4735,29.373,28.5256,UP,1
2007-02-28,28.93,28.825,27.4879,29.281,28.5604,DOWN,0
2007-03-01,28.325,28.88,27.4993,29.003,28.5872,UP,1
2007-03-02,28.36,28.34,27.5096,28.773,28.6158,UP,1
2007-03-05,28.78,29.1,27.5225,28.634,28.6512,UP,1
2007-03-06,29.31,28.825,27.5381,28.741,28.6929,DOWN,0
2007-03-07,29.235,29.23,27.5527,28.802,28.727,DOWN,0
2007-03-08,29.21,29.395,27.5679,28.979,28.7654,DOWN,0
2007-03-09,29.1,29.31,27.5812,29.127,28.7929,DOWN,0
2007-03-12,28.74,29.02,27.5961,29.119,28.814,DOWN,0
2007-03-13,28.195,28.52,27.6083,28.896,28.8254,UP,1
2007-03-14,28.34,28.26,27.6221,28.717,28.8391,UP,1
2007-03-15,28.695,28.27,27.6377,28.614,28.8587,DOWN,0
2007-03-16,28.68,28.7,27.6544,28.53,28.8742,UP,1
2007-03-19,29.57,29.0,27.6754,28.696,28.9088,UP,1
2007-03-20,29.825,29.375,27.6957,29.022,28.9536,DOWN,0
2007-03-21,29.605,29.825,27.7146,29.275,28.9937,DOWN,0
2007-03-22,29.33,29.61,27.7337,29.402,29.0286,DOWN,0
2007-03-23,29.02,29.33,27.7516,29.47,29.053,DOWN,0
2007-03-26,28.955,29.025,27.7684,29.347,29.068,DOWN,0
2007-03-27,28.545,28.83,27.7832,29.091,29.0772,DOWN,0
2007-03-28,28.34,28.505,27.7984,28.838,29.0803,UP,1
2007-03-29,28.74,28.455,27.8162,28.72,29.0925,DOWN,0
2007-03-30,28.63,28.725,27.8351,28.642,29.1062,UP,1
2007-04-02,28.715,28.775,27.8551,28.594,29.1113,DOWN,0
2007-04-03,28.65,28.8,27.8742,28.615,29.1063,DOWN,0
2007-04-04,28.435,28.595,27.8927,28.634,29.1,UP,1
2007-04-05,28.98,28.46,27.9144,28.682,29.0993,DOWN,0
2007-04-09,28.825,29.0,27.9352,28.721,29.1049,DOWN,0
2007-04-10,28.65,28.87,27.9552,28.708,29.1066,UP,1
2007-04-11,28.66,28.585,27.9766,28.71,29.1071,UP,1
2007-04-12,29.065,28.6,28.0008,28.836,29.1172,UP,1
2007-04-13,29.17,29.105,28.0249,28.874,29.1213,UP,1
2007-04-16,29.52,29.265,28.0503,29.013,29.1317,DOWN,0
2007-04-17,29.51,29.565,28.0762,29.185,29.1438,DOWN,0
2007-04-18,29.19,29.455,28.0999,29.291,29.1303,UP,1
2007-04-19,29.3,29.015,28.1208,29.338,29.1227,UP,1
2007-04-20,29.7,29.535,28.1434,29.444,29.1199,UP,1
2007-04-23,29.75,29.675,28.1669,29.49,29.1199,UP,1
2007-04-24,29.855,29.835,28.1901,29.559,29.1197,UP,1
2007-04-25,29.885,29.855,28.2132,29.698,29.1155,DOWN,0
2007-04-26,29.87,29.76,28.2359,29.812,29.1139,UP,1
2007-04-27,30.64,30.85,28.2613,30.0,29.1256,DOWN,0
2007-04-30,30.36,30.645,28.2852,30.122,29.1309,DOWN,0
2007-05-01,30.22,30.445,28.3083,30.195,29.1515,UP,1
2007-05-02,30.495,30.22,28.3328,30.317,29.1754,DOWN,0
2007-05-03,30.225,30.5,28.3553,30.388,29.1921,UP,1
2007-05-04,30.5,30.325,28.3811,30.36,29.2078,UP,1
2007-05-07,30.59,30.525,28.406,30.406,29.2294,DOWN,0
2007-05-08,30.295,30.26,28.4277,30.421,29.2458,DOWN,0
2007-05-09,29.88,30.1,28.4473,30.298,29.2679,DOWN,0
2007-05-10,29.73,29.81,28.465,30.199,29.2839,UP,1
2007-05-11,29.83,29.73,28.4829,30.065,29.314,DOWN,0
2007-05-14,29.67,29.785,28.5001,29.881,29.3402,UP,1
2007-05-15,29.74,29.735,28.5193,29.77,29.3594,UP,1
2007-05-16,29.89,29.9,28.528,29.772,29.371,DOWN,0
2007-05-17,29.73,29.675,28.5367,29.772,29.3809,UP,1
2007-05-18,29.815,29.825,28.5431,29.769,29.393,UP,1
2007-05-21,30.09,29.76,28.5487,29.853,29.4128,DOWN,0
2007-05-22,29.99,30.09,28.5542,29.903,29.4378,UP,1
2007-05-23,30.165,29.995,28.5585,29.958,29.4772,DOWN,0
2007-05-24,30.11,30.135,28.563,30.034,29.5126,UP,1
2007-05-25,30.275,30.155,28.5693,30.126,29.5442,UP,1
2007-05-29,30.49,30.535,28.5777,30.206,29.5804,UP,1
2007-05-30,30.605,30.31,28.5848,30.329,29.6011,UP,1
2007-05-31,30.895,30.845,28.5933,30.475,29.6225,UP,1
2007-06-01,31.31,31.06,28.6043,30.715,29.6566,UP,1
2007-06-04,31.5,31.7,28.6168,30.96,29.7,DOWN,0
2007-06-05,31.475,31.48,28.6281,31.157,29.7491,DOWN,0
2007-06-06,30.975,31.235,28.6348,31.231,29.7895,DOWN,0
2007-06-07,30.83,30.855,28.6429,31.218,29.8352,UP,1
2007-06-08,31.28,30.75,28.6538,31.212,29.894,DOWN,0
2007-06-11,31.15,31.22,28.6618,31.142,29.9422,DOWN,0
2007-06-12,30.805,31.025,28.6686,31.008,29.9857,DOWN,0
2007-06-13,30.76,30.845,28.6771,30.965,30.0266,UP,1
2007-06-14,30.925,30.715,28.6883,30.984,30.0721,UP,1
2007-06-15,31.14,31.105,28.703,30.956,30.1262,DOWN,0
2007-06-18,30.925,31.165,28.7147,30.911,30.1651,DOWN,0
2007-06-19,30.725,30.8,28.725,30.895,30.2031,DOWN,0
2007-06-20,30.57,30.825,28.7363,30.857,30.2415,UP,1
2007-06-21,30.765,30.525,28.7472,30.825,30.2836,DOWN,0
2007-06-22,30.52,30.72,28.7519,30.701,30.3127,DOWN,0
2007-06-25,30.435,30.495,28.76,30.603,30.338,UP,1
2007-06-26,30.59,30.55,28.7691,30.576,30.3594,UP,1
2007-06-27,30.645,30.425,28.7795,30.591,30.3821,UP,1
2007-06-28,30.665,30.625,28.7865,30.571,30.4116,UP,1
2007-06-29,30.75,30.715,28.7944,30.617,30.4406,DOWN,0
2007-07-02,30.665,30.915,28.8027,30.663,30.4599,UP,1
2007-07-03,31.045,30.67,28.8139,30.754,30.4858,DOWN,0
2007-07-05,30.925,31.05,28.8241,30.81,30.5072,UP,1
2007-07-06,31.15,30.965,28.8356,30.907,30.5325,DOWN,0
2007-07-09,30.72,31.255,28.8448,30.901,30.5495,DOWN,0
2007-07-10,30.295,30.605,28.8498,30.827,30.5426,DOWN,0
2007-07-11,30.13,30.3,28.8543,30.644,30.538,DOWN,0
2007-07-12,30.09,30.1,28.859,30.477,30.5354,DOWN,0
2007-07-13,29.745,30.105,28.8611,30.196,30.5204,UP,1
2007-07-16,30.09,29.735,28.8623,30.07,30.5177,DOWN,0
2007-07-17,30.05,30.065,28.8627,30.021,30.5087,DOWN,0
2007-07-18,29.695,29.955,28.861,29.934,30.4908,DOWN,0
2007-07-19,29.33,29.725,28.8579,29.782,30.4715,DOWN,0
2007-07-20,28.925,29.28,28.8537,29.618,30.4524,DOWN,0
2007-07-23,27.87,28.25,28.8457,29.174,30.4152,UP,1
2007-07-24,28.18,27.85,28.8386,28.8,30.3822,DOWN,0
2007-07-25,27.815,28.18,28.8283,28.424,30.3451,DOWN,0
2007-07-26,27.4,27.75,28.8188,28.038,30.2983,DOWN,0
2007-07-27,26.765,27.265,28.8085,27.606,30.2358,UP,1
2007-07-30,26.805,27.125,28.7998,27.393,30.1773,DOWN,0
2007-07-31,26.22,26.995,28.7884,27.001,30.1054,DOWN,0
2007-08-01,25.97,26.14,28.773,26.632,30.023,DOWN,0
2007-08-02,25.595,26.05,28.7569,26.271,29.9351,DOWN,0
2007-08-03,24.53,25.595,28.7362,25.824,29.8224,DOWN,0
2007-08-06,24.38,24.6,28.7214,25.339,29.7078,UP,1
2007-08-07,24.45,24.365,28.7066,24.985,29.5913,UP,1
2007-08-08,24.62,24.64,28.6932,24.715,29.4739,UP,1
2007-08-09,25.445,24.465,28.683,24.685,29.3707,DOWN,0
2007-08-10,25.085,25.215,28.6712,24.796,29.2545,UP,1
2007-08-13,26.085,25.375,28.6654,25.137,29.15,DOWN,0
2007-08-14,26.025,26.265,28.6605,25.452,29.0405,DOWN,0
2007-08-15,25.775,25.955,28.6572,25.683,28.9265,UP,1
2007-08-16,25.855,25.695,28.6507,25.765,28.8241,UP,1
2007-08-17,25.93,26.445,28.6462,25.934,28.7261,UP,1
2007-08-20,25.95,26.045,28.6436,25.907,28.6195,UP,1
2007-08-21,26.175,25.9,28.6442,25.937,28.52,UP,1
2007-08-22,26.325,26.36,28.6436,26.047,28.4304,DOWN,0
2007-08-23,26.225,26.435,28.6432,26.121,28.3397,UP,1
2007-08-24,26.365,26.155,28.642,26.208,28.2485,DOWN,0
2007-08-27,25.95,26.265,28.6381,26.208,28.1447,DOWN,0
2007-08-28,25.7,25.985,28.6368,26.113,28.0402,UP,1
2007-08-29,26.08,25.805,28.639,26.064,27.9473,UP,1
2007-08-30,26.18,25.865,28.642,26.055,27.8595,UP,1
2007-08-31,26.4,26.375,28.6458,26.062,27.7722,DOWN,0
2007-09-04,26.095,26.665,28.6482,26.091,27.6837,DOWN,0
2007-09-05,25.905,25.965,28.6491,26.132,27.5931,UP,1
2007-09-06,26.235,25.92,28.6502,26.163,27.506,DOWN,0
2007-09-07,26.045,25.965,28.6499,26.136,27.414,UP,1
2007-09-10,26.135,26.11,28.6517,26.083,27.3234,DOWN,0
2007-09-11,26.11,26.135,28.6548,26.086,27.2306,DOWN,0
2007-09-12,26.0,26.01,28.6533,26.105,27.1373,DOWN,0
2007-09-13,25.755,26.11,28.6514,26.009,27.0315,UP,1
2007-09-14,25.84,25.605,28.6501,25.968,26.9298,UP,1
2007-09-17,26.065,25.775,28.6487,25.954,26.8281,UP,1
2007-09-18,26.675,26.195,28.6484,26.067,26.7472,DOWN,0
2007-09-19,26.555,26.805,28.6432,26.178,26.6724,DOWN,0
2007-09-20,26.13,26.555,28.637,26.253,26.5924,UP,1
2007-09-21,26.42,26.25,28.6322,26.369,26.519,DOWN,0
2007-09-24,26.25,26.385,28.6267,26.406,26.4491,DOWN,0
2007-09-25,26.045,26.235,28.6194,26.28,26.3682,UP,1
2007-09-26,26.505,26.125,28.6132,26.27,26.2973,UP,1
2007-09-27,26.545,26.545,28.6075,26.353,26.2343,UP,1
2007-09-28,27.21,26.62,28.6049,26.511,26.1919,DOWN,0
2007-10-01,26.82,27.23,28.5989,26.625,26.1498,DOWN,0
2007-10-02,26.715,26.78,28.5965,26.759,26.1267,DOWN,0
2007-10-03,26.59,26.62,28.5946,26.776,26.0949,DOWN,0
2007-10-04,26.425,26.69,28.5921,26.752,26.0671,DOWN,0
2007-10-05,26.0,26.56,28.587,26.51,26.0391,DOWN,0
2007-10-08,25.32,25.925,28.5775,26.21,26.0102,UP,1
2007-10-09,25.35,25.42,28.5666,25.937,25.9811,DOWN,0
2007-10-10,24.995,25.25,28.5551,25.618,25.9566,UP,1
2007-10-11,25.1,25.06,28.542,25.353,25.9392,DOWN,0
2007-10-12,25.035,25.15,28.5287,25.16,25.928,DOWN,0
2007-10-15,24.94,25.12,28.5153,25.084,25.9362,DOWN,0
2007-10-16,24.555,25.055,28.4998,24.925,25.9397,UP,1
2007-10-17,24.755,24.77,28.485,24.877,25.9458,UP,1
2007-10-18,25.405,24.69,28.4725,24.938,25.9615,DOWN,0
2007-10-19,25.22,25.35,28.4594,24.975,25.957,DOWN,0
2007-10-22,24.89,24.96,28.4459,24.965,25.9531,UP,1
2007-10-23,25.055,24.89,28.4332,25.065,25.9325,DOWN,0
2007-10-24,24.795,25.055,28.4193,25.073,25.9079,DOWN,0
2007-10-25,24.6,24.785,28.4033,24.912,25.8844,UP,1
2007-10-26,24.805,24.825,28.3863,24.829,25.8634,UP,1
2007-10-29,24.835,24.95,28.37,24.818,25.8415,DOWN,0
2007-10-30,24.495,24.75,28.3515,24.706,25.8124,DOWN,0
2007-10-31,24.375,24.56,28.3328,24.622,25.7764,DOWN,0
2007-11-01,24.32,24.13,28.3146,24.566,25.7363,DOWN,0
2007-11-02,24.225,24.6,28.2935,24.45,25.6963,UP,1
2007-11-05,25.225,24.165,28.2751,24.528,25.6735,UP,1
2007-11-06,25.245,25.22,28.2576,24.678,25.6594,DOWN,0
2007-11-07,25.08,25.1,28.2379,24.819,25.647,UP,1
2007-11-08,25.415,25.19,28.2223,25.038,25.6337,DOWN,0
2007-11-09,25.395,25.22,28.2064,25.272,25.618,DOWN,0
2007-11-12,25.155,25.325,28.189,25.258,25.5931,UP,1
2007-11-13,25.565,25.275,28.174,25.322,25.5825,DOWN,0
2007-11-14,25.49,25.65,28.1566,25.404,25.5742,DOWN,0
2007-11-15,25.295,25.485,28.1381,25.38,25.5554,DOWN,0
2007-11-16,25.105,25.335,28.1191,25.322,25.5366,DOWN,0
2007-11-19,24.83,24.88,28.0939,25.257,25.5105,DOWN,0
2007-11-20,24.825,24.79,28.0697,25.109,25.4848,DOWN,0
2007-11-21,24.445,24.62,28.0427,24.9,25.4537,UP,1
2007-11-23,24.53,24.51,28.0166,24.747,25.4292,UP,1
2007-11-26,24.6,24.53,27.9903,24.646,25.4044,UP,1
2007-11-27,24.78,24.63,27.9637,24.636,25.3787,UP,1
2007-11-28,25.195,24.79,27.9399,24.71,25.3491,UP,1
2007-11-29,25.255,25.09,27.9159,24.872,25.3231,UP,1
2007-11-30,25.475,25.375,27.8928,25.061,25.31,DOWN,0
2007-12-03,25.39,25.475,27.8738,25.219,25.2894,DOWN,0
2007-12-04,25.175,25.22,27.8532,25.298,25.2679,UP,1
2007-12-05,25.5,25.42,27.8337,25.359,25.257,UP,1
2007-12-06,26.28,25.42,27.8166,25.564,25.2525,UP,1
2007-12-07,26.425,26.395,27.8011,25.754,25.2501,UP,1
2007-12-10,26.9,26.445,27.7883,26.056,25.2439,DOWN,0
2007-12-11,26.115,27.0,27.775,26.244,25.2298,DOWN,0
2007-12-12,26.0,26.535,27.7603,26.344,25.2155,UP,1
2007-12-13,26.275,25.935,27.7501,26.343,25.2092,DOWN,0
2007-12-14,26.005,26.11,27.7383,26.259,25.2008,DOWN,0
2007-12-17,25.55,25.985,27.7221,25.989,25.1918,UP,1
2007-12-18,25.685,25.735,27.704,25.903,25.1991,UP,1
2007-12-19,25.75,25.6,27.6866,25.853,25.2071,UP,1
2007-12-20,25.81,25.895,27.6696,25.76,25.2234,UP,1
2007-12-21,26.01,26.0,27.6541,25.761,25.2416,UP,1
2007-12-24,26.5,26.065,27.6429,25.951,25.2709,DOWN,0
2007-12-26,26.02,26.515,27.6321,26.018,25.2925,DOWN,0
2007-12-27,25.875,25.925,27.6197,26.043,25.3189,UP,1
2007-12-28,26.09,25.905,27.6067,26.099,25.3456,DOWN,0
2007-12-31,25.6,26.01,27.5913,26.017,25.3495,DOWN,0
2008-01-02,25.25,25.62,27.5697,25.767,25.3501,DOWN,0
2008-01-03,25.125,25.215,27.5462,25.588,25.3548,DOWN,0
2008-01-04,24.985,24.845,27.5231,25.41,25.3534,UP,1
2008-01-07,25.4,25.05,27.5035,25.272,25.3655,DOWN,0
2008-01-08,25.1,25.375,27.4839,25.172,25.3755,DOWN,0
2008-01-09,25.01,25.065,27.4642,25.124,25.3796,DOWN,0
2008-01-10,24.635,24.88,27.4446,25.026,25.3756,DOWN,0
2008-01-11,24.075,24.435,27.4233,24.844,25.3672,UP,1
2008-01-14,24.09,24.205,27.4,24.582,25.3615,UP,1
2008-01-15,24.235,23.925,27.3781,24.409,25.3598,DOWN,0
2008-01-16,24.12,24.19,27.3551,24.231,25.3577,UP,1
2008-01-17,24.17,24.265,27.3327,24.138,25.3366,UP,1
2008-01-18,24.185,24.25,27.3114,24.16,25.3154,DOWN,0
2008-01-22,23.735,23.265,27.2852,24.089,25.2885,DOWN,0
2008-01-23,23.365,23.365,27.2579,23.915,25.2475,UP,1
2008-01-24,23.495,23.45,27.2321,23.79,25.2095,DOWN,0
2008-01-25,23.4,23.575,27.2058,23.636,25.1744,UP,1
2008-01-28,23.755,23.39,27.1793,23.55,25.1382,UP,1
2008-01-29,24.2,23.81,27.1544,23.643,25.1124,DOWN,0
