ticker,UHS US Equity,UHS US Equity,UHS US Equity,UHS US Equity,UHS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,11.7813,11.9375,9.7701,11.8719,9.948,DOWN,0
2000-02-09,11.5,11.8125,9.7602,11.8719,10.0134,DOWN,0
2000-02-10,11.3906,11.4375,9.7497,11.7469,10.0765,DOWN,0
2000-02-11,11.3125,11.3594,9.7395,11.5844,10.138,DOWN,0
2000-02-14,11.0469,11.2188,9.73,11.4063,10.1927,UP,1
2000-02-15,11.5625,11.0,9.7216,11.3625,10.2574,DOWN,0
2000-02-16,10.7813,11.5469,9.7085,11.2188,10.3105,DOWN,0
2000-02-17,10.625,10.8438,9.6958,11.0656,10.3552,DOWN,0
2000-02-18,10.2188,10.625,9.6819,10.8469,10.3877,DOWN,0
2000-02-22,10.0781,10.2188,9.668,10.6531,10.4168,DOWN,0
2000-02-23,9.9688,10.0781,9.6504,10.3344,10.4402,DOWN,0
2000-02-24,9.7188,10.0,9.6304,10.1219,10.4649,UP,1
2000-02-25,9.875,9.75,9.6128,9.9719,10.4943,DOWN,0
2000-02-28,9.5781,9.8438,9.5954,9.8438,10.5196,UP,1
2000-02-29,9.7188,9.5781,9.5801,9.7719,10.5471,UP,1
2000-03-01,10.0156,9.7344,9.5669,9.7813,10.5815,UP,1
2000-03-02,10.4375,10.0781,9.5552,9.925,10.6218,DOWN,0
2000-03-03,10.3438,10.4688,9.543,10.0188,10.6627,DOWN,0
2000-03-06,10.0781,10.3125,9.5261,10.1188,10.6918,DOWN,0
2000-03-07,9.7813,10.1094,9.5087,10.1313,10.7134,DOWN,0
2000-03-08,9.7813,9.8125,9.4929,10.0844,10.7265,UP,1
2000-03-09,10.0313,9.8438,9.4804,10.0031,10.7503,DOWN,0
2000-03-10,9.875,10.0,9.4695,9.9094,10.7663,DOWN,0
2000-03-13,9.8594,9.9063,9.4585,9.8656,10.7825,UP,1
2000-03-14,9.9219,9.875,9.4458,9.8938,10.8009,UP,1
2000-03-15,9.9531,9.9375,9.4333,9.9281,10.8138,UP,1
2000-03-16,10.4375,10.0156,9.4219,10.0094,10.84,DOWN,0
2000-03-17,10.4219,10.4375,9.4114,10.1188,10.8584,UP,1
2000-03-20,10.4688,10.4219,9.399,10.2406,10.8638,UP,1
2000-03-21,10.6875,10.5938,9.388,10.3938,10.8566,UP,1
2000-03-22,11.0469,10.75,9.379,10.6125,10.8459,DOWN,0
2000-03-23,10.9688,11.0313,9.371,10.7188,10.8428,UP,1
2000-03-24,11.125,10.9375,9.3658,10.8594,10.8438,DOWN,0
2000-03-27,10.9219,11.0938,9.3602,10.95,10.8322,DOWN,0
2000-03-28,10.7969,10.8906,9.3547,10.9719,10.8191,UP,1
2000-03-29,10.8438,10.8125,9.3487,10.9313,10.8072,UP,1
2000-03-30,11.3281,10.875,9.3447,11.0031,10.8109,UP,1
2000-03-31,12.25,11.2969,9.346,11.2281,10.8159,DOWN,0
2000-04-03,12.25,12.2188,9.3496,11.4938,10.8209,UP,1
2000-04-04,12.375,12.1563,9.3527,11.8094,10.8284,UP,1
2000-04-05,12.5156,12.3125,9.356,12.1438,10.8416,UP,1
2000-04-06,12.6875,12.6406,9.3606,12.4156,10.8625,DOWN,0
2000-04-07,12.6719,12.6875,9.3651,12.5,10.8859,UP,1
2000-04-10,12.9219,12.6406,9.3706,12.6344,10.9194,UP,1
2000-04-11,13.0,12.875,9.3769,12.7594,10.9559,UP,1
2000-04-12,13.4844,12.9063,9.3851,12.9531,11.0003,DOWN,0
2000-04-13,13.2813,13.5625,9.3918,13.0719,11.0359,DOWN,0
2000-04-14,12.7969,13.25,9.3965,13.0969,11.0516,DOWN,0
2000-04-17,12.5938,12.7813,9.4008,13.0313,11.0609,UP,1
2000-04-18,13.0,12.5938,9.407,13.0313,11.0822,UP,1
2000-04-19,13.1094,13.0313,9.4157,12.9563,11.1088,UP,1
2000-04-20,13.4688,13.2344,9.4268,12.9938,11.1481,DOWN,0
2000-04-24,13.4219,13.4375,9.4362,13.1188,11.1888,UP,1
2000-04-25,13.9844,13.4063,9.4482,13.3969,11.2422,DOWN,0
2000-04-26,13.7188,14.4375,9.4604,13.5406,11.2956,DOWN,0
2000-04-27,13.2969,13.7344,9.4713,13.5781,11.3303,UP,1
2000-04-28,13.6875,13.3281,9.4841,13.6219,11.3884,UP,1
2000-05-01,13.75,13.6563,9.4951,13.6875,11.4509,UP,1
2000-05-02,13.7969,13.6875,9.5068,13.65,11.5225,DOWN,0
2000-05-03,13.2031,13.8594,9.5167,13.5469,11.585,UP,1
2000-05-04,13.7188,13.1719,9.5298,13.6313,11.66,DOWN,0
2000-05-05,13.625,13.6563,9.5428,13.6188,11.7381,UP,1
2000-05-08,13.6563,13.6875,9.5561,13.6,11.8138,UP,1
2000-05-09,13.875,13.6875,9.5701,13.6156,11.8997,DOWN,0
2000-05-10,13.1875,13.8438,9.5821,13.6125,11.9691,UP,1
2000-05-11,13.9063,13.2188,9.5983,13.65,12.0469,DOWN,0
2000-05-12,13.5625,13.875,9.6129,13.6375,12.1094,UP,1
2000-05-15,13.9531,13.5,9.6295,13.6969,12.1816,DOWN,0
2000-05-16,13.7656,14.0469,9.6454,13.675,12.2553,DOWN,0
2000-05-17,13.4063,13.5781,9.6607,13.7188,12.3278,UP,1
2000-05-18,13.6563,13.4219,9.6787,13.6688,12.4053,DOWN,0
2000-05-19,13.4375,13.75,9.6952,13.6438,12.4734,DOWN,0
2000-05-22,13.2188,13.375,9.711,13.4969,12.5403,UP,1
2000-05-23,13.7344,13.25,9.7297,13.4906,12.6178,UP,1
2000-05-24,13.8906,13.7344,9.7516,13.5875,12.6972,UP,1
2000-05-25,13.9688,13.9375,9.7755,13.65,12.7775,DOWN,0
2000-05-26,13.8125,13.9688,9.7985,13.725,12.845,UP,1
2000-05-30,14.0,13.875,9.8226,13.8813,12.9166,DOWN,0
2000-05-31,13.2813,14.0,9.843,13.7906,12.9728,UP,1
2000-06-01,13.6875,13.3281,9.8669,13.75,13.0328,UP,1
2000-06-02,14.1094,13.75,9.8933,13.7781,13.0941,UP,1
2000-06-05,14.125,14.2031,9.9212,13.8406,13.1572,DOWN,0
2000-06-06,14.0469,14.1094,9.9474,13.85,13.2156,UP,1
2000-06-07,14.0625,14.1406,9.974,14.0063,13.2784,DOWN,0
2000-06-08,14.0469,14.125,10.0018,14.0781,13.3434,UP,1
2000-06-09,14.0625,14.0625,10.0297,14.0688,13.4078,UP,1
2000-06-12,14.75,14.1563,10.0614,14.1938,13.4763,DOWN,0
2000-06-13,14.1094,14.75,10.09,14.2063,13.5134,UP,1
2000-06-14,14.8594,14.1094,10.122,14.3656,13.5656,UP,1
2000-06-15,16.2813,14.7969,10.1617,14.8125,13.6438,DOWN,0
2000-06-16,16.0625,16.2813,10.2008,15.2125,13.7147,DOWN,0
2000-06-19,15.5781,15.9375,10.2379,15.3781,13.7725,UP,1
2000-06-20,16.125,15.6406,10.2778,15.7813,13.8416,DOWN,0
2000-06-21,16.0156,16.2188,10.3178,16.0125,13.9034,UP,1
2000-06-22,16.7813,15.9531,10.3614,16.1125,13.9791,DOWN,0
2000-06-23,16.5156,16.6406,10.4026,16.2031,14.0397,UP,1
2000-06-26,16.6563,16.6406,10.4434,16.4188,14.1072,UP,1
2000-06-27,17.25,16.9531,10.4862,16.6438,14.1963,UP,1
2000-06-28,17.4844,17.3125,10.5322,16.9375,14.2941,UP,1
2000-06-29,17.5156,17.3594,10.5797,17.0844,14.3844,DOWN,0
2000-06-30,16.375,17.4531,10.6232,17.0563,14.4497,UP,1
2000-07-03,16.6563,16.4375,10.6743,17.0563,14.5134,UP,1
2000-07-05,17.0,16.4063,10.7274,17.0063,14.585,UP,1
2000-07-06,17.0313,17.0625,10.7817,16.9156,14.6459,DOWN,0
2000-07-07,16.9531,17.0938,10.8365,16.8031,14.7106,UP,1
2000-07-10,16.9688,16.9219,10.8914,16.9219,14.7841,DOWN,0
2000-07-11,16.9531,16.9531,10.9465,16.9813,14.8494,UP,1
2000-07-12,16.9844,16.9844,11.0017,16.9781,14.9141,DOWN,0
2000-07-13,16.4688,16.9219,11.0544,16.8656,14.9675,DOWN,0
2000-07-14,16.2344,16.5313,11.1054,16.7219,15.0281,UP,1
2000-07-17,16.9531,16.2344,11.1578,16.7188,15.0928,UP,1
2000-07-18,17.1875,16.5313,11.2131,16.7656,15.1641,DOWN,0
2000-07-19,16.8594,17.1875,11.2674,16.7406,15.2281,DOWN,0
2000-07-20,16.8594,16.8281,11.3215,16.8188,15.2878,DOWN,0
2000-07-21,16.7656,16.8281,11.3752,16.925,15.3594,DOWN,0
2000-07-24,16.625,16.7969,11.4276,16.8594,15.4138,DOWN,0
2000-07-25,16.0781,16.6406,11.4772,16.6375,15.4641,UP,1
2000-07-26,16.5313,16.1094,11.5277,16.5719,15.5156,UP,1
2000-07-27,16.5781,16.5156,11.5783,16.5156,15.5719,UP,1
2000-07-28,16.8281,16.5469,11.6312,16.5281,15.6403,UP,1
2000-07-31,16.8438,16.8594,11.6844,16.5719,15.7041,UP,1
2000-08-01,17.0156,17.0,11.739,16.7594,15.7756,DOWN,0
2000-08-02,16.9688,17.0,11.7935,16.8469,15.8506,UP,1
2000-08-03,16.9844,16.9063,11.8469,16.9281,15.9156,UP,1
2000-08-04,17.0313,16.9844,11.9002,16.9688,15.9784,DOWN,0
2000-08-07,16.9219,17.0,11.9524,16.9844,16.0375,DOWN,0
2000-08-08,16.75,16.8906,12.0018,16.9313,16.0963,DOWN,0
2000-08-09,16.6563,16.7188,12.0502,16.8688,16.1494,UP,1
2000-08-10,16.7813,16.625,12.099,16.8281,16.2194,UP,1
2000-08-11,16.9375,16.8125,12.1483,16.8094,16.2844,UP,1
2000-08-14,17.0,16.9844,12.1965,16.825,16.3422,DOWN,0
2000-08-15,16.3594,17.0313,12.2415,16.7469,16.3869,UP,1
2000-08-16,16.7969,16.3594,12.2879,16.775,16.4419,DOWN,0
2000-08-17,16.4063,16.7813,12.332,16.7,16.4888,DOWN,0
2000-08-18,16.3516,16.375,12.3763,16.5828,16.5348,DOWN,0
2000-08-21,16.0156,16.375,12.4188,16.3859,16.5739,DOWN,0
2000-08-22,15.9531,16.0781,12.4611,16.3047,16.598,UP,1
2000-08-23,15.9688,15.9531,12.5036,16.1391,16.6352,UP,1
2000-08-24,16.1563,15.9375,12.5459,16.0891,16.6611,UP,1
2000-08-25,16.5313,16.125,12.5888,16.125,16.6661,DOWN,0
2000-08-28,16.5313,16.4688,12.6311,16.2281,16.6755,DOWN,0
2000-08-29,16.5313,16.5,12.6732,16.3438,16.6945,UP,1
2000-08-30,17.0313,16.5625,12.7173,16.5563,16.7127,UP,1
2000-08-31,17.6875,17.0938,12.7645,16.8625,16.7461,DOWN,0
2000-09-01,17.4688,17.6875,12.8096,17.05,16.7598,DOWN,0
2000-09-05,17.3906,17.4375,12.8535,17.2219,16.7773,DOWN,0
2000-09-06,17.2969,17.2344,12.8967,17.375,16.7902,DOWN,0
2000-09-07,16.7813,17.2969,12.9374,17.325,16.7808,UP,1
2000-09-08,16.9844,16.8125,12.9815,17.1844,16.7708,DOWN,0
2000-09-11,16.9844,16.8906,13.0255,17.0875,16.7602,UP,1
2000-09-12,17.1875,17.2031,13.0707,17.0469,16.7764,UP,1
2000-09-13,18.0,17.125,13.1196,17.1875,16.8033,DOWN,0
2000-09-14,18.0,18.0156,13.1684,17.4313,16.8233,UP,1
2000-09-15,18.5469,18.0625,13.2199,17.7438,16.8536,UP,1
2000-09-18,19.0469,18.5156,13.2736,18.1563,16.8955,UP,1
2000-09-19,20.25,19.5313,13.3332,18.7688,16.9611,DOWN,0
2000-09-20,20.0,20.3125,13.3926,19.1688,17.022,UP,1
2000-09-21,20.5,19.9688,13.4531,19.6688,17.0923,UP,1
2000-09-22,21.125,20.4688,13.5158,20.1844,17.1855,DOWN,0
2000-09-25,20.875,21.1563,13.5771,20.55,17.2783,UP,1
2000-09-26,21.3438,20.9688,13.6398,20.7688,17.3661,DOWN,0
2000-09-27,21.2188,21.3438,13.7035,21.0125,17.4467,DOWN,0
2000-09-28,21.125,21.2188,13.7671,21.1375,17.532,UP,1
2000-09-29,21.4063,21.25,13.8325,21.1938,17.623,DOWN,0
2000-10-02,21.3438,21.375,13.8975,21.2875,17.7145,UP,1
2000-10-03,21.4375,21.6875,13.9632,21.3063,17.8108,UP,1
2000-10-04,21.6406,21.1563,14.0293,21.3906,17.922,UP,1
2000-10-05,22.2188,21.6875,14.0989,21.6094,18.0358,DOWN,0
2000-10-06,21.9688,22.2344,14.1656,21.7219,18.1436,DOWN,0
2000-10-09,21.7656,22.0625,14.231,21.8063,18.2423,UP,1
2000-10-10,21.8125,21.6719,14.2944,21.8813,18.3417,DOWN,0
2000-10-11,21.6406,21.75,14.3584,21.8813,18.4342,DOWN,0
2000-10-12,21.5,21.5469,14.4205,21.7375,18.5248,DOWN,0
2000-10-13,21.3906,21.5,14.4822,21.6219,18.613,UP,1
2000-10-16,22.375,21.3906,14.5491,21.7438,18.7198,DOWN,0
2000-10-17,21.375,22.5156,14.6094,21.6563,18.8089,DOWN,0
2000-10-18,20.8125,21.2813,14.6679,21.4906,18.8902,UP,1
2000-10-19,21.3906,21.1875,14.7273,21.4688,18.9848,DOWN,0
2000-10-20,21.3125,21.4531,14.7829,21.4531,19.0755,DOWN,0
2000-10-23,21.0156,21.2188,14.8327,21.1813,19.157,UP,1
2000-10-24,21.0313,21.0156,14.88,21.1125,19.2377,UP,1
2000-10-25,21.7188,21.0938,14.9329,21.2938,19.3448,DOWN,0
2000-10-26,21.5781,21.7031,14.9854,21.3313,19.4405,DOWN,0
2000-10-27,20.6875,21.6094,15.0314,21.2063,19.5261,UP,1
2000-10-30,20.7188,20.5938,15.0777,21.1469,19.6134,UP,1
2000-10-31,20.9688,20.7813,15.1254,21.1344,19.7125,DOWN,0
2000-11-01,19.3125,20.0,15.1662,20.6531,19.7797,UP,1
2000-11-02,20.2031,19.375,15.2072,20.3781,19.8644,DOWN,0
2000-11-03,20.1875,20.3281,15.2482,20.2781,19.945,DOWN,0
2000-11-06,20.1719,20.2188,15.289,20.1688,20.0178,UP,1
2000-11-07,21.6406,20.3125,15.3379,20.3031,20.12,DOWN,0
2000-11-08,21.3906,21.6094,15.3867,20.7188,20.2172,UP,1
2000-11-09,21.7344,21.4219,15.4379,21.025,20.3113,DOWN,0
2000-11-10,21.625,21.7344,15.4897,21.3125,20.39,UP,1
2000-11-13,21.7188,21.6719,15.5425,21.6219,20.475,DOWN,0
2000-11-14,21.6094,21.6875,15.5942,21.6156,20.5594,UP,1
2000-11-15,22.8125,22.25,15.6507,21.9,20.6697,DOWN,0
2000-11-16,22.4063,22.8125,15.7027,22.0344,20.7822,UP,1
2000-11-17,22.4375,22.4688,15.7543,22.1969,20.8913,DOWN,0
2000-11-20,21.9688,22.1875,15.8044,22.2469,20.9909,UP,1
2000-11-21,22.25,21.9688,15.8568,22.375,21.0922,DOWN,0
2000-11-22,22.0625,22.1875,15.9096,22.225,21.1734,DOWN,0
2000-11-24,22.0469,22.1094,15.9629,22.1531,21.2544,UP,1
2000-11-27,22.9688,22.1094,16.0211,22.2594,21.3428,UP,1
2000-11-28,23.125,24.125,16.0815,22.4906,21.4244,UP,1
2000-11-29,24.2188,23.2813,16.1448,22.8844,21.5038,UP,1
2000-11-30,25.6094,24.0,16.2189,23.5938,21.6159,UP,1
2000-12-01,25.9219,25.6406,16.2954,24.3688,21.7244,DOWN,0
2000-12-04,25.25,25.8906,16.3706,24.825,21.8069,DOWN,0
2000-12-05,25.125,25.5,16.4458,25.225,21.8919,UP,1
2000-12-06,25.5313,25.0625,16.5236,25.4875,21.9756,UP,1
2000-12-07,25.75,25.25,16.6038,25.5156,22.0663,UP,1
2000-12-08,26.0938,25.7656,16.6849,25.55,22.1656,UP,1
2000-12-11,26.1094,26.3125,16.7675,25.7219,22.2597,DOWN,0
2000-12-12,24.9375,26.1094,16.8436,25.6844,22.3316,DOWN,0
2000-12-13,24.125,25.0,16.9142,25.4031,22.3853,DOWN,0
2000-12-14,23.9844,23.9375,16.9819,25.05,22.4322,UP,1
2000-12-15,25.4063,23.9219,17.0572,24.9125,22.4959,UP,1
2000-12-18,26.25,25.4063,17.1381,24.9406,22.5816,UP,1
2000-12-19,26.3125,26.4063,17.2207,25.2156,22.6725,UP,1
2000-12-20,26.8125,26.3125,17.3059,25.7531,22.7725,DOWN,0
2000-12-21,26.0,26.6563,17.3857,26.1563,22.8597,DOWN,0
2000-12-22,25.9688,26.0313,17.4662,26.2688,22.9491,UP,1
2000-12-26,26.9219,26.0313,17.5515,26.4031,23.0597,UP,1
2000-12-27,27.9375,26.9844,17.6416,26.7281,23.1709,DOWN,0
2000-12-28,27.8438,28.0,17.7311,26.9344,23.3003,UP,1
2000-12-29,27.9375,27.8594,17.8186,27.3219,23.4428,DOWN,0
2001-01-02,25.1719,27.5,17.8923,27.1625,23.5184,UP,1
2001-01-03,25.3438,25.1094,17.9667,26.8469,23.5991,DOWN,0
2001-01-04,22.1875,25.3125,18.0242,25.6969,23.6225,DOWN,0
2001-01-05,22.0313,22.1563,18.0791,24.5344,23.6425,UP,1
2001-01-08,22.1875,22.0156,18.1352,23.3844,23.6519,DOWN,0
2001-01-09,21.0938,22.3438,18.185,22.5688,23.6422,UP,1
2001-01-10,22.9219,21.875,18.245,22.0844,23.6869,DOWN,0
2001-01-11,22.7813,23.125,18.305,22.2031,23.7281,DOWN,0
2001-01-12,22.2813,22.7813,18.3621,22.2531,23.7544,DOWN,0
2001-01-16,21.8125,22.3438,18.4146,22.1781,23.8044,DOWN,0
2001-01-17,21.2031,21.8125,18.4593,22.2,23.8244,DOWN,0
2001-01-18,20.5,21.7031,18.5006,21.7156,23.8306,DOWN,0
2001-01-19,19.4375,19.9688,18.5359,21.0469,23.8159,UP,1
2001-01-22,20.4063,19.5156,18.5754,20.6719,23.7913,UP,1
2001-01-23,20.5,20.4375,18.6144,20.4094,23.7734,DOWN,0
2001-01-24,19.6719,20.625,18.6494,20.1031,23.7322,UP,1
2001-01-25,19.9844,19.8594,18.6847,20.0,23.6994,UP,1
2001-01-26,20.9219,19.8594,18.7243,20.2969,23.6834,DOWN,0
2001-01-29,20.3125,20.925,18.7585,20.2781,23.6575,UP,1
2001-01-30,20.35,20.3125,18.7938,20.2481,23.6082,UP,1
2001-01-31,20.475,20.35,18.8322,20.4087,23.5696,UP,1
2001-02-01,20.4975,20.475,18.8717,20.5114,23.5308,UP,1
2001-02-02,20.7125,20.685,18.9103,20.4695,23.5057,UP,1
2001-02-05,21.1125,20.9625,18.9503,20.6295,23.4829,UP,1
2001-02-06,21.5,21.25,18.9905,20.8595,23.4717,UP,1
2001-02-07,22.3125,21.7075,19.0349,21.227,23.477,DOWN,0
2001-02-08,21.8275,22.3125,19.0741,21.493,23.4542,UP,1
2001-02-09,22.005,21.55,19.1156,21.7515,23.4318,UP,1
2001-02-12,22.775,22.0075,19.163,22.084,23.4029,DOWN,0
2001-02-13,22.765,22.775,19.2083,22.337,23.346,DOWN,0
2001-02-14,22.2525,22.8875,19.2509,22.325,23.2726,DOWN,0
2001-02-15,21.1625,22.4125,19.2877,22.192,23.1909,UP,1
2001-02-16,21.2875,20.9375,19.3281,22.0485,23.1141,UP,1
2001-02-20,21.6875,21.29,19.3679,21.831,23.0373,DOWN,0
2001-02-21,20.8125,21.8125,19.4039,21.4405,22.9385,DOWN,0
2001-02-22,20.515,20.815,19.4382,21.093,22.8269,DOWN,0
2001-02-23,20.475,20.475,19.4712,20.9555,22.7143,UP,1
2001-02-26,21.3025,20.4875,19.5118,20.9585,22.6416,UP,1
2001-02-27,21.825,21.25,19.5513,20.986,22.5956,UP,1
2001-02-28,22.4375,21.825,19.5957,21.311,22.5646,UP,1
2001-03-01,22.55,22.44,19.6387,21.718,22.5075,UP,1
2001-03-02,23.2,22.55,19.6859,22.263,22.4465,DOWN,0
2001-03-05,22.4025,23.45,19.7309,22.483,22.3683,DOWN,0
2001-03-06,22.16,22.575,19.7734,22.55,22.2752,DOWN,0
2001-03-07,21.6125,22.2225,19.8143,22.385,22.1875,DOWN,0
2001-03-08,21.25,21.7375,19.8544,22.125,22.0931,DOWN,0
2001-03-09,20.935,21.225,19.8904,21.672,21.9734,DOWN,0
2001-03-12,20.015,20.935,19.921,21.1945,21.8149,UP,1
2001-03-13,20.0275,20.125,19.9513,20.768,21.6586,UP,1
2001-03-14,20.53,19.9025,19.9849,20.5515,21.5105,UP,1
2001-03-15,20.875,20.675,20.0193,20.4765,21.4245,UP,1
2001-03-16,21.0925,20.8775,20.0583,20.508,21.3395,UP,1
2001-03-19,21.23,21.095,20.0961,20.751,21.3203,DOWN,0
2001-03-20,20.8975,21.23,20.13,20.925,21.2977,UP,1
2001-03-21,21.1225,21.0025,20.165,21.0435,21.2764,DOWN,0
2001-03-22,20.5125,21.25,20.1973,20.971,21.2647,UP,1
2001-03-23,20.7125,20.6125,20.2306,20.895,21.2206,UP,1
2001-03-26,21.18,21.0,20.2662,20.885,21.1885,DOWN,0
2001-03-27,20.7725,21.18,20.2998,20.86,21.1584,DOWN,0
2001-03-28,20.6875,20.725,20.3295,20.773,21.1359,UP,1
2001-03-29,21.7475,20.8125,20.3677,21.02,21.1467,UP,1
2001-03-30,22.075,22.2425,20.4037,21.2925,21.1782,DOWN,0
2001-04-02,21.58,22.075,20.4302,21.3725,21.2211,DOWN,0
2001-04-03,21.3875,21.6,20.4569,21.4955,21.2407,UP,1
2001-04-04,22.7125,21.75,20.4925,21.9005,21.285,DOWN,0
2001-04-05,22.6075,22.775,20.5249,22.0725,21.3437,UP,1
2001-04-06,22.63,22.605,20.558,22.1835,21.3966,UP,1
2001-04-09,22.975,22.8175,20.589,22.4625,21.4377,UP,1
2001-04-10,23.075,22.725,20.6218,22.8,21.4929,DOWN,0
2001-04-11,22.1,23.0125,20.649,22.6775,21.5279,UP,1
2001-04-12,22.6025,22.1875,20.6758,22.6765,21.5705,DOWN,0
2001-04-16,22.2825,22.625,20.6998,22.607,21.6062,UP,1
2001-04-17,23.1175,22.4,20.7278,22.6355,21.6543,DOWN,0
2001-04-18,22.3875,23.6125,20.7578,22.498,21.6798,DOWN,0
2001-04-19,21.375,22.175,20.7814,22.353,21.6773,DOWN,0
2001-04-20,21.245,21.0,20.8026,22.0815,21.6559,DOWN,0
2001-04-23,20.9,21.3025,20.822,21.805,21.6374,UP,1
2001-04-24,21.17,21.125,20.8431,21.4155,21.6207,UP,1
2001-04-25,21.925,21.225,20.8679,21.323,21.6037,DOWN,0
2001-04-26,21.69,22.05,20.8915,21.386,21.5822,UP,1
2001-04-27,21.8225,21.6275,20.9157,21.5015,21.5736,UP,1
2001-04-30,22.44,21.75,20.9456,21.8095,21.5991,DOWN,0
2001-05-01,21.8875,22.4025,20.9738,21.953,21.6111,DOWN,0
2001-05-02,21.0,21.75,20.9941,21.768,21.5974,UP,1
2001-05-03,21.41,21.15,21.0152,21.712,21.6093,DOWN,0
2001-05-04,20.575,21.25,21.0338,21.4625,21.6105,UP,1
2001-05-07,20.6475,20.6375,21.0527,21.104,21.614,DOWN,0
2001-05-08,20.075,20.6475,21.0693,20.7415,21.5894,UP,1
2001-05-09,20.175,20.2,21.087,20.5765,21.5564,UP,1
2001-05-10,20.3,20.1775,21.1081,20.3545,21.5137,DOWN,0
2001-05-11,20.2625,20.15,21.1268,20.292,21.4679,UP,1
2001-05-14,20.375,20.4375,21.1458,20.2375,21.4114,UP,1
2001-05-15,20.5,20.375,21.1641,20.3225,21.3734,UP,1
2001-05-16,20.9125,20.4375,21.1845,20.47,21.3484,DOWN,0
2001-05-17,20.75,20.85,21.2031,20.56,21.3312,DOWN,0
2001-05-18,20.3125,20.745,21.2199,20.57,21.3124,DOWN,0
2001-05-21,19.3125,20.31,21.2315,20.3575,21.28,UP,1
2001-05-22,19.85,19.3125,21.2456,20.2275,21.2767,DOWN,0
2001-05-23,18.9075,19.6125,21.2555,19.8265,21.2543,UP,1
2001-05-24,19.725,19.025,21.2704,19.6215,21.2382,UP,1
2001-05-25,20.2375,19.725,21.2883,19.6065,21.2254,DOWN,0
2001-05-29,19.45,20.135,21.3016,19.634,21.1926,UP,1
2001-05-30,19.6625,19.925,21.3153,19.5965,21.1612,UP,1
2001-05-31,20.0,20.025,21.3303,19.815,21.1433,DOWN,0
2001-06-01,19.6875,20.025,21.3469,19.8075,21.1146,UP,1
2001-06-04,20.15,20.45,21.3637,19.79,21.1073,UP,1
2001-06-05,21.06,20.35,21.3869,20.112,21.1143,UP,1
2001-06-06,21.655,21.375,21.4135,20.5105,21.1238,UP,1
2001-06-07,21.75,21.655,21.4421,20.8605,21.1433,DOWN,0
2001-06-08,21.6,21.75,21.4704,21.243,21.1616,DOWN,0
2001-06-11,21.44,21.605,21.4977,21.501,21.1554,UP,1
2001-06-12,22.25,21.7,21.5282,21.739,21.1589,DOWN,0
2001-06-13,22.225,22.125,21.5567,21.853,21.1718,DOWN,0
2001-06-14,21.92,22.22,21.5836,21.887,21.1825,UP,1
2001-06-15,22.3,22.125,21.6124,22.027,21.1742,UP,1
2001-06-18,23.375,22.625,21.6442,22.414,21.1896,DOWN,0
2001-06-19,23.0,23.375,21.6707,22.564,21.1969,UP,1
2001-06-20,23.375,23.0,21.7003,22.794,21.205,DOWN,0
2001-06-21,23.2,23.5,21.7293,23.05,21.2074,DOWN,0
2001-06-22,22.5,23.075,21.7553,23.09,21.2155,DOWN,0
