ticker,NEE US Equity,NEE US Equity,NEE US Equity,NEE US Equity,NEE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-05-09,14.4125,14.3275,13.5009,14.3445,13.8127,UP,1
2011-05-10,14.5875,14.45,13.5078,14.3935,13.8271,DOWN,0
2011-05-11,14.555,14.5725,13.5134,14.433,13.8476,UP,1
2011-05-12,14.72,14.5,13.5206,14.5245,13.873,DOWN,0
2011-05-13,14.66,14.7225,13.5283,14.587,13.894,DOWN,0
2011-05-16,14.5175,14.6075,13.5355,14.608,13.9106,UP,1
2011-05-17,14.65,14.4925,13.5413,14.6205,13.9305,DOWN,0
2011-05-18,14.625,14.655,13.5472,14.6345,13.9465,DOWN,0
2011-05-19,14.5975,14.69,13.5532,14.61,13.9596,DOWN,0
2011-05-20,14.445,14.6225,13.5588,14.567,13.9717,DOWN,0
2011-05-23,14.3975,14.3525,13.5637,14.543,13.9812,DOWN,0
2011-05-24,14.345,14.3975,13.5686,14.482,13.9927,DOWN,0
2011-05-25,14.2525,14.2975,13.5726,14.4075,14.0089,UP,1
2011-05-26,14.275,14.2025,13.5782,14.343,14.0314,UP,1
2011-05-27,14.3375,14.325,13.5848,14.3215,14.0541,UP,1
2011-05-31,14.4875,14.4075,13.5922,14.3395,14.08,DOWN,0
2011-06-01,14.19,14.365,13.5979,14.3085,14.095,DOWN,0
2011-06-02,14.0525,14.19,13.6026,14.2685,14.1066,DOWN,0
2011-06-03,13.92,13.595,13.6065,14.1975,14.1166,DOWN,0
2011-06-06,13.8525,13.8575,13.611,14.1005,14.1235,DOWN,0
2011-06-07,13.8525,13.89,13.6136,13.9735,14.1301,UP,1
2011-06-08,13.875,13.8425,13.6159,13.9105,14.1387,UP,1
2011-06-09,13.9075,13.915,13.6175,13.8815,14.1435,DOWN,0
2011-06-10,13.8725,13.9,13.6203,13.872,14.146,UP,1
2011-06-13,13.975,13.9125,13.6239,13.8965,14.1499,DOWN,0
2011-06-14,13.9725,14.0725,13.6264,13.9205,14.1497,DOWN,0
2011-06-15,13.8675,13.9175,13.6291,13.919,14.1461,UP,1
2011-06-16,14.0375,13.9025,13.6322,13.945,14.1453,UP,1
2011-06-17,14.1575,14.135,13.6347,14.002,14.1456,UP,1
2011-06-20,14.2625,14.1425,13.6377,14.0595,14.1506,DOWN,0
2011-06-21,14.2425,14.3025,13.6406,14.1135,14.1555,DOWN,0
2011-06-22,14.18,14.2075,13.6436,14.176,14.1632,DOWN,0
2011-06-23,14.095,14.0775,13.6463,14.1875,14.1695,UP,1
2011-06-24,14.1525,14.1275,13.6488,14.1865,14.1777,UP,1
2011-06-27,14.245,14.16,13.651,14.183,14.1868,UP,1
2011-06-28,14.2725,14.2625,13.6531,14.189,14.1967,UP,1
2011-06-29,14.3075,14.315,13.6559,14.2145,14.2082,UP,1
2011-06-30,14.365,14.345,13.6605,14.2685,14.221,UP,1
2011-07-01,14.545,14.3675,13.6659,14.347,14.2335,DOWN,0
2011-07-05,14.4225,14.4925,13.6708,14.3825,14.2444,UP,1
2011-07-06,14.44,14.425,13.6749,14.416,14.256,UP,1
2011-07-07,14.5125,14.5375,13.6798,14.457,14.266,DOWN,0
2011-07-08,14.425,14.4125,13.6841,14.469,14.2735,DOWN,0
2011-07-11,14.29,14.3,13.6886,14.418,14.2751,UP,1
2011-07-12,14.3225,14.245,13.6921,14.398,14.2787,DOWN,0
2011-07-13,14.3,14.3675,13.6952,14.37,14.2817,DOWN,0
2011-07-14,14.2475,14.3125,13.6977,14.317,14.2798,DOWN,0
2011-07-15,14.2,14.27,13.7004,14.272,14.2767,DOWN,0
2011-07-18,14.09,14.155,13.7028,14.232,14.2732,UP,1
2011-07-19,14.1925,14.115,13.7058,14.206,14.2702,UP,1
2011-07-20,14.235,14.1975,13.7095,14.193,14.2666,UP,1
2011-07-21,14.4725,14.3075,13.7138,14.238,14.2643,DOWN,0
2011-07-22,14.365,14.48,13.7172,14.271,14.2605,UP,1
2011-07-25,14.385,14.26,13.7205,14.33,14.2538,DOWN,0
2011-07-26,14.34,14.3825,13.7235,14.3595,14.2474,DOWN,0
2011-07-27,14.1625,14.32,13.7256,14.345,14.2403,DOWN,0
2011-07-28,14.06,14.0875,13.7268,14.2625,14.2285,DOWN,0
2011-07-29,13.8125,14.02,13.7266,14.152,14.2123,UP,1
2011-08-01,13.8525,13.8875,13.7267,14.0455,14.1973,DOWN,0
2011-08-02,13.56,13.7775,13.7253,13.8895,14.1796,DOWN,0
2011-08-03,13.5075,13.5775,13.7231,13.7585,14.1618,DOWN,0
2011-08-04,13.1225,13.405,13.7193,13.571,14.1374,UP,1
2011-08-05,13.2025,13.2225,13.7153,13.449,14.1164,DOWN,0
2011-08-08,12.5425,12.9825,13.7085,13.187,14.0817,UP,1
2011-08-09,12.985,12.6875,13.7041,13.072,14.0547,DOWN,0
2011-08-10,12.5475,12.8175,13.6983,12.88,14.0159,UP,1
2011-08-11,13.1125,12.5825,13.6948,12.878,13.9943,UP,1
2011-08-12,13.1725,13.205,13.6923,12.872,13.9767,UP,1
2011-08-15,13.685,13.24,13.6919,13.1005,13.972,DOWN,0
2011-08-16,13.6725,13.5875,13.6915,13.238,13.9684,UP,1
2011-08-17,13.7625,13.755,13.6929,13.481,13.9666,DOWN,0
2011-08-18,13.6475,13.545,13.6931,13.588,13.9621,DOWN,0
2011-08-19,13.5725,13.5525,13.6927,13.668,13.9554,DOWN,0
2011-08-22,13.5325,13.7775,13.6916,13.6375,13.9486,UP,1
2011-08-23,13.78,13.6025,13.6921,13.659,13.9447,UP,1
2011-08-24,14.01,13.63,13.6941,13.7085,13.9455,DOWN,0
2011-08-25,13.8025,14.04,13.695,13.7395,13.9442,UP,1
2011-08-26,13.8525,13.7275,13.6966,13.7955,13.9404,UP,1
2011-08-29,14.0725,13.985,13.6996,13.9035,13.9387,UP,1
2011-08-30,14.11,14.025,13.7032,13.9695,13.9357,UP,1
2011-08-31,14.18,14.145,13.7071,14.0035,13.9344,DOWN,0
2011-09-01,14.18,14.2075,13.7123,14.079,13.9344,DOWN,0
2011-09-02,13.9075,13.97,13.7166,14.09,13.9307,DOWN,0
2011-09-06,13.7625,13.7,13.72,14.028,13.9229,DOWN,0
2011-09-07,13.75,13.95,13.7237,13.956,13.913,DOWN,0
2011-09-08,13.665,13.5525,13.727,13.853,13.9008,DOWN,0
2011-09-09,13.4,13.535,13.73,13.697,13.8827,UP,1
2011-09-12,13.53,13.29,13.7333,13.6215,13.866,DOWN,0
2011-09-13,13.3975,13.515,13.7368,13.5485,13.843,UP,1
2011-09-14,13.4625,13.3825,13.7407,13.491,13.8238,UP,1
2011-09-15,13.585,13.5625,13.7454,13.475,13.8067,UP,1
2011-09-16,13.82,13.645,13.7508,13.559,13.7929,DOWN,0
2011-09-19,13.6875,13.67,13.7552,13.5905,13.7781,UP,1
2011-09-20,13.9175,13.75,13.7609,13.6945,13.7707,DOWN,0
2011-09-21,13.7025,13.9475,13.7658,13.7425,13.7583,DOWN,0
2011-09-22,13.3375,13.47,13.7689,13.693,13.739,UP,1
2011-09-23,13.4525,13.34,13.7726,13.6195,13.7232,UP,1
2011-09-26,13.595,13.58,13.7767,13.601,13.711,UP,1
2011-09-27,13.64,13.855,13.7799,13.5455,13.702,DOWN,0
2011-09-28,13.46,13.6775,13.7821,13.497,13.6874,UP,1
2011-09-29,13.63,13.6125,13.786,13.5555,13.6753,DOWN,0
2011-09-30,13.505,13.5275,13.79,13.566,13.6559,DOWN,0
2011-10-03,13.2175,13.4725,13.792,13.4905,13.633,UP,1
2011-10-04,13.2525,13.085,13.7937,13.413,13.6104,UP,1
2011-10-05,13.255,13.29,13.7956,13.372,13.5886,UP,1
2011-10-06,13.44,13.225,13.7989,13.334,13.5742,UP,1
2011-10-07,13.55,13.5025,13.8015,13.343,13.564,UP,1
2011-10-10,13.775,13.715,13.8052,13.4545,13.5632,DOWN,0
2011-10-11,13.6925,13.7375,13.8085,13.5425,13.5601,DOWN,0
2011-10-12,13.67,13.71,13.8114,13.6255,13.5623,DOWN,0
2011-10-13,13.6475,13.6175,13.8146,13.667,13.5651,UP,1
2011-10-14,13.715,13.7175,13.8182,13.7,13.5769,DOWN,0
2011-10-17,13.6725,13.7125,13.8216,13.6795,13.5863,UP,1
2011-10-18,13.7075,13.6925,13.8248,13.6825,13.6096,DOWN,0
2011-10-19,13.6875,13.7325,13.8273,13.686,13.6237,UP,1
2011-10-20,13.77,13.7175,13.8308,13.7105,13.6481,UP,1
2011-10-21,13.9675,13.88,13.8355,13.761,13.6652,DOWN,0
2011-10-24,13.96,13.975,13.84,13.8185,13.681,DOWN,0
2011-10-25,13.8,13.8875,13.8428,13.837,13.6833,UP,1
2011-10-26,14.0075,13.96,13.8469,13.901,13.69,UP,1
2011-10-27,14.45,14.3675,13.8521,14.037,13.7037,DOWN,0
2011-10-28,14.26,14.43,13.8562,14.0955,13.716,DOWN,0
2011-10-31,14.1,14.1325,13.859,14.1235,13.7265,DOWN,0
2011-11-01,13.8375,13.8825,13.8604,14.131,13.7326,UP,1
2011-11-02,14.05,14.0225,13.863,14.1395,13.738,UP,1
2011-11-03,14.4025,14.15,13.8672,14.13,13.7459,DOWN,0
2011-11-04,14.11,13.8875,13.8698,14.1,13.752,DOWN,0
2011-11-07,14.0075,13.9125,13.8721,14.0815,13.7551,UP,1
2011-11-08,14.1125,14.005,13.8745,14.1365,13.7559,DOWN,0
2011-11-09,13.72,13.94,13.8753,14.0705,13.7481,UP,1
2011-11-10,13.8225,13.87,13.8764,13.9545,13.741,UP,1
2011-11-11,13.955,13.915,13.8786,13.9235,13.7365,DOWN,0
2011-11-14,13.8175,13.975,13.8809,13.8855,13.7347,UP,1
2011-11-15,13.9125,13.825,13.8823,13.8455,13.7377,DOWN,0
2011-11-16,13.9,13.81,13.8832,13.8815,13.7407,DOWN,0
2011-11-17,13.845,13.865,13.8837,13.886,13.7443,UP,1
2011-11-18,13.8825,13.8825,13.8847,13.8715,13.7539,DOWN,0
2011-11-21,13.675,13.79,13.8841,13.843,13.7568,DOWN,0
2011-11-22,13.365,13.505,13.8816,13.7335,13.7562,DOWN,0
2011-11-23,13.095,13.2875,13.8781,13.5725,13.7488,UP,1
2011-11-25,13.1425,13.0875,13.8747,13.432,13.74,UP,1
2011-11-28,13.3875,13.405,13.8729,13.333,13.7313,UP,1
2011-11-29,13.6,13.4575,13.8725,13.318,13.7296,UP,1
2011-11-30,13.86,13.8375,13.8733,13.417,13.7284,UP,1
2011-12-01,13.895,13.86,13.8748,13.577,13.7323,UP,1
2011-12-02,13.94,14.0,13.8767,13.7365,13.7443,UP,1
2011-12-05,14.1275,14.1375,13.8791,13.8845,13.7578,UP,1
2011-12-06,14.195,14.1625,13.8818,14.0035,13.7698,UP,1
2011-12-07,14.27,14.1475,13.8852,14.0855,13.7824,DOWN,0
2011-12-08,14.155,14.1925,13.888,14.1375,13.7963,UP,1
2011-12-09,14.37,14.23,13.8914,14.2235,13.8111,DOWN,0
2011-12-12,14.2475,14.3425,13.8933,14.2475,13.826,UP,1
2011-12-13,14.345,14.3225,13.8974,14.2775,13.8485,DOWN,0
2011-12-14,14.2925,14.3025,13.9016,14.282,13.8693,UP,1
2011-12-15,14.4775,14.455,13.906,14.3465,13.8938,DOWN,0
2011-12-16,14.4675,14.555,13.9099,14.366,13.9143,DOWN,0
2011-12-19,14.3875,14.4275,13.9135,14.394,13.9311,UP,1
2011-12-20,14.685,14.52,13.9178,14.462,13.9493,UP,1
2011-12-21,14.92,14.72,13.9227,14.5875,13.9738,UP,1
2011-12-22,14.93,14.935,13.9282,14.678,13.999,UP,1
2011-12-23,15.0625,14.92,13.9339,14.797,14.0273,UP,1
2011-12-27,15.1925,15.065,13.941,14.958,14.0569,DOWN,0
2011-12-28,15.1675,15.1775,13.9496,15.0545,14.0868,UP,1
2011-12-29,15.27,15.2375,13.9602,15.1245,14.118,DOWN,0
2011-12-30,15.22,15.2875,13.9703,15.1825,14.1487,DOWN,0
2012-01-03,14.7375,15.29,13.978,15.1175,14.168,DOWN,0
2012-01-04,14.7,14.7175,13.9843,15.019,14.1827,UP,1
2012-01-05,14.8875,14.7725,13.9914,14.963,14.2012,DOWN,0
2012-01-06,14.73,14.8675,13.9979,14.855,14.2198,UP,1
2012-01-09,14.7475,14.7875,14.0041,14.7605,14.2346,UP,1
2012-01-10,14.8125,14.7875,14.0106,14.7755,14.2419,DOWN,0
2012-01-11,14.8025,14.77,14.0174,14.796,14.2527,UP,1
2012-01-12,14.8475,14.855,14.0233,14.788,14.2677,DOWN,0
2012-01-13,14.78,14.76,14.0284,14.798,14.2865,UP,1
2012-01-17,14.7875,14.9225,14.0335,14.806,14.3013,UP,1
2012-01-18,14.875,14.775,14.0379,14.8185,14.3107,DOWN,0
2012-01-19,14.6975,14.92,14.0412,14.7975,14.3225,UP,1
2012-01-20,14.8275,14.6925,14.0449,14.7935,14.3389,UP,1
2012-01-23,14.84,14.8075,14.0484,14.8055,14.3534,DOWN,0
2012-01-24,14.7975,14.8375,14.0524,14.8075,14.375,UP,1
2012-01-25,15.0125,14.7475,14.0574,14.835,14.3988,DOWN,0
2012-01-26,14.9175,15.025,14.063,14.879,14.418,UP,1
2012-01-27,14.98,14.85,14.069,14.9095,14.4413,UP,1
2012-01-30,14.9825,14.925,14.0752,14.938,14.4627,DOWN,0
2012-01-31,14.9625,14.9925,14.0811,14.971,14.4839,UP,1
2012-02-01,14.9875,15.04,14.0871,14.966,14.5068,UP,1
2012-02-02,15.0275,15.025,14.0936,14.988,14.5297,UP,1
2012-02-03,15.0525,15.1175,14.1003,15.0025,14.5572,DOWN,0
2012-02-06,14.9925,15.0125,14.1056,15.0045,14.5898,UP,1
2012-02-07,15.045,14.9625,14.1115,15.021,14.6288,UP,1
2012-02-08,15.0875,15.02,14.1176,15.041,14.6676,DOWN,0
2012-02-09,15.0725,15.0775,14.1229,15.05,14.7013,UP,1
2012-02-10,15.09,15.0075,14.1281,15.0575,14.7311,DOWN,0
2012-02-13,15.01,15.125,14.1321,15.061,14.7541,UP,1
2012-02-14,15.095,14.97,14.1369,15.071,14.7781,DOWN,0
2012-02-15,14.9925,15.13,14.1411,15.052,14.7992,UP,1
2012-02-16,15.1075,15.035,14.1449,15.059,14.8188,DOWN,0
2012-02-17,15.055,15.125,14.1484,15.052,14.836,UP,1
2012-02-21,15.1025,15.105,14.1526,15.0705,14.8526,DOWN,0
2012-02-22,15.045,15.125,14.1561,15.0605,14.8704,UP,1
2012-02-23,15.0525,15.045,14.1593,15.0725,14.8841,UP,1
2012-02-24,15.1925,15.1,14.1623,15.0895,14.903,UP,1
2012-02-27,15.205,15.165,14.1656,15.1195,14.9202,DOWN,0
2012-02-28,15.12,15.24,14.1676,15.123,14.9367,DOWN,0
2012-02-29,14.8775,15.01,14.1686,15.0895,14.9447,UP,1
2012-03-01,14.9525,14.8875,14.1708,15.0695,14.9544,DOWN,0
2012-03-02,14.95,14.9425,14.1723,15.021,14.9657,UP,1
2012-03-05,14.96,14.915,14.174,14.972,14.9712,DOWN,0
2012-03-06,14.8825,14.895,14.1754,14.9245,14.9704,UP,1
2012-03-07,14.9375,14.8875,14.1779,14.9365,14.9706,UP,1
2012-03-08,14.94,15.0,14.1806,14.934,14.9682,UP,1
2012-03-09,15.0025,14.97,14.1839,14.9445,14.9644,UP,1
2012-03-12,15.1925,15.01,14.1886,14.991,14.9649,UP,1
2012-03-13,15.2275,15.2075,14.1933,15.06,14.964,DOWN,0
2012-03-14,15.015,15.2125,14.1967,15.0755,14.9599,UP,1
2012-03-15,15.0625,15.0325,14.1996,15.1,14.9664,DOWN,0
2012-03-16,15.04,15.0475,14.2039,15.1075,14.9732,DOWN,0
2012-03-19,15.0075,15.0,14.2086,15.0705,14.9756,UP,1
2012-03-20,15.05,14.9725,14.2143,15.035,14.982,UP,1
2012-03-21,15.0775,15.13,14.2204,15.0475,14.9886,DOWN,0
2012-03-22,15.0725,15.015,14.2265,15.0495,14.9938,UP,1
2012-03-23,15.1,15.0625,14.2326,15.0615,14.9998,UP,1
2012-03-26,15.2325,15.1875,14.2393,15.1065,15.0075,UP,1
2012-03-27,15.24,15.2325,14.2461,15.1445,15.0167,DOWN,0
2012-03-28,15.1125,15.23,14.2518,15.1515,15.0231,UP,1
2012-03-29,15.15,15.065,14.2577,15.167,15.0286,UP,1
2012-03-30,15.27,15.2125,14.2647,15.201,15.0401,UP,1
2012-04-02,15.4575,15.3,14.2718,15.246,15.0527,UP,1
2012-04-03,15.49,15.4775,14.2784,15.296,15.0657,UP,1
2012-04-04,15.61,15.4475,14.2852,15.3955,15.0819,UP,1
2012-04-05,15.72,15.5675,14.2926,15.5095,15.0961,DOWN,0
2012-04-09,15.6575,15.5825,14.3,15.587,15.1109,DOWN,0
2012-04-10,15.5625,15.6,14.3073,15.608,15.1225,UP,1
2012-04-11,15.6,15.6375,14.3145,15.63,15.1349,UP,1
2012-04-12,15.63,15.5925,14.3215,15.634,15.1482,DOWN,0
2012-04-13,15.52,15.62,14.3277,15.594,15.1589,UP,1
2012-04-16,15.68,15.5475,14.3346,15.5985,15.1719,UP,1
2012-04-17,15.755,15.7325,14.3415,15.637,15.186,DOWN,0
2012-04-18,15.7,15.6925,14.3473,15.657,15.2002,DOWN,0
2012-04-19,15.68,15.675,14.3536,15.667,15.2128,UP,1
2012-04-20,15.865,15.695,14.3607,15.736,15.2284,DOWN,0
2012-04-23,15.835,15.805,14.3673,15.767,15.2437,UP,1
2012-04-24,15.975,15.855,14.3751,15.811,15.2614,UP,1
2012-04-25,16.1025,16.0075,14.3841,15.8915,15.2832,UP,1
2012-04-26,16.1075,16.15,14.393,15.977,15.3034,UP,1
2012-04-27,16.135,16.1375,14.4022,16.031,15.3263,DOWN,0
2012-04-30,16.0875,16.12,14.4114,16.0815,15.3459,DOWN,0
2012-05-01,15.9475,15.7125,14.4202,16.076,15.3638,DOWN,0
2012-05-02,15.9475,15.9325,14.4294,16.045,15.3807,DOWN,0
2012-05-03,15.9,15.915,14.438,16.0035,15.3978,DOWN,0
2012-05-04,15.8925,15.8875,14.4463,15.955,15.4146,UP,1
2012-05-07,16.035,15.8875,14.4541,15.9445,15.4314,UP,1
2012-05-08,16.05,16.005,14.4625,15.965,15.4483,DOWN,0
2012-05-09,16.0375,15.9575,14.4708,15.983,15.4667,UP,1
2012-05-10,16.2725,16.1475,14.4804,16.0575,15.4945,UP,1
2012-05-11,16.2925,16.25,14.4911,16.1375,15.5214,UP,1
2012-05-14,16.425,16.275,14.5029,16.2155,15.5509,DOWN,0
2012-05-15,16.41,16.4325,14.5159,16.2875,15.5798,DOWN,0
2012-05-16,16.39,16.435,14.5286,16.358,15.61,DOWN,0
2012-05-17,16.2625,16.3825,14.5421,16.356,15.6365,DOWN,0
2012-05-18,16.25,16.28,14.5558,16.3475,15.6627,UP,1
2012-05-21,16.3,16.245,14.5717,16.3225,15.6886,UP,1
2012-05-22,16.4025,16.3125,14.5877,16.321,15.7128,DOWN,0
2012-05-23,16.235,16.39,14.6062,16.29,15.733,UP,1
2012-05-24,16.2575,16.29,14.6225,16.289,15.7578,UP,1
2012-05-25,16.3325,16.2775,14.6414,16.3055,15.7832,UP,1
2012-05-29,16.41,16.375,14.6579,16.3275,15.8106,DOWN,0
2012-05-30,16.2925,16.3525,14.6735,16.3055,15.8363,UP,1
2012-05-31,16.335,16.1775,14.6868,16.3255,15.862,DOWN,0
2012-06-01,16.1475,16.1425,14.6992,16.3035,15.8834,UP,1
2012-06-04,16.1825,16.15,14.7113,16.2735,15.9056,UP,1
2012-06-05,16.2875,16.2275,14.7245,16.249,15.9294,UP,1
2012-06-06,16.415,16.3475,14.7387,16.2735,15.953,UP,1
2012-06-07,16.5625,16.495,14.7538,16.319,15.9795,UP,1
2012-06-08,16.735,16.5075,14.7686,16.4365,16.012,DOWN,0
2012-06-11,16.67,16.8075,14.7819,16.534,16.0424,UP,1
2012-06-12,16.725,16.68,14.7965,16.6215,16.0715,UP,1
2012-06-13,16.75,16.6975,14.811,16.6885,16.0973,UP,1
2012-06-14,16.8775,16.775,14.825,16.7515,16.1251,UP,1
2012-06-15,16.9425,17.0075,14.8392,16.793,16.1517,UP,1
2012-06-18,17.05,16.9425,14.8535,16.869,16.1783,DOWN,0
2012-06-19,16.96,17.095,14.8674,16.916,16.2043,DOWN,0
2012-06-20,16.8,16.95,14.8819,16.926,16.2291,DOWN,0
2012-06-21,16.6525,16.8375,14.8963,16.881,16.2501,UP,1
2012-06-22,16.655,16.71,14.9109,16.8235,16.2707,UP,1
2012-06-25,16.7275,16.57,14.9262,16.759,16.2948,UP,1
2012-06-26,16.755,16.7625,14.943,16.718,16.3163,UP,1
2012-06-27,16.94,16.7475,14.96,16.746,16.34,UP,1
2012-06-28,16.9825,16.84,14.9779,16.812,16.3657,UP,1
2012-06-29,17.2025,17.1925,14.9966,16.9215,16.3961,UP,1
2012-07-02,17.21,17.3075,15.0148,17.018,16.423,DOWN,0
2012-07-03,17.1425,17.1825,15.0314,17.0955,16.4492,DOWN,0
2012-07-05,17.1025,17.1025,15.0484,17.128,16.4717,DOWN,0
2012-07-06,17.075,17.0175,15.0642,17.1465,16.4912,DOWN,0
2012-07-09,16.965,17.0625,15.0805,17.099,16.5083,UP,1
2012-07-10,17.1325,17.06,15.0995,17.0835,16.5283,DOWN,0
2012-07-11,17.0925,17.1625,15.1177,17.0735,16.5484,UP,1
2012-07-12,17.105,17.035,15.1353,17.074,16.5715,UP,1
2012-07-13,17.3325,17.1525,15.1537,17.1255,16.5992,UP,1
2012-07-16,17.3825,17.275,15.1733,17.209,16.6289,DOWN,0
2012-07-17,17.365,17.4175,15.192,17.2555,16.6583,UP,1
2012-07-18,17.625,17.3425,15.2126,17.362,16.6901,DOWN,0
2012-07-19,17.575,17.61,15.2344,17.456,16.7206,UP,1
2012-07-20,17.6225,17.5225,15.2563,17.514,16.7523,DOWN,0
2012-07-23,17.4875,17.565,15.2774,17.535,16.7766,DOWN,0
2012-07-24,17.3125,17.4875,15.2968,17.5245,16.797,DOWN,0
2012-07-25,17.205,17.395,15.3151,17.4405,16.8126,UP,1
2012-07-26,17.68,17.3375,15.3346,17.4615,16.838,UP,1
2012-07-27,17.7725,17.7325,15.355,17.4915,16.8657,UP,1
2012-07-30,17.855,17.775,15.3759,17.565,16.8975,DOWN,0
2012-07-31,17.725,17.8425,15.3963,17.6475,16.927,DOWN,0
2012-08-01,17.645,17.8225,15.4159,17.7355,16.9539,DOWN,0
2012-08-02,17.55,17.5475,15.4353,17.7095,16.9769,UP,1
2012-08-03,17.7175,17.6825,15.4554,17.6985,17.0065,DOWN,0
2012-08-06,17.5975,17.7075,15.4749,17.647,17.0333,DOWN,0
2012-08-07,17.4625,17.66,15.4934,17.5945,17.0559,DOWN,0
2012-08-08,17.45,17.48,15.5108,17.5555,17.0767,DOWN,0
2012-08-09,17.3125,17.4075,15.5276,17.508,17.0971,UP,1
2012-08-10,17.45,17.295,15.5458,17.4545,17.1194,DOWN,0
2012-08-13,17.3225,17.3475,15.5624,17.3995,17.1429,UP,1
2012-08-14,17.3975,17.415,15.5771,17.3865,17.1672,DOWN,0
2012-08-15,17.3075,17.3675,15.5924,17.358,17.1876,UP,1
2012-08-16,17.395,17.355,15.6088,17.3745,17.2072,UP,1
2012-08-17,17.4,17.4475,15.6267,17.3645,17.224,DOWN,0
2012-08-20,17.2575,17.3575,15.6427,17.3515,17.2344,DOWN,0
2012-08-21,17.14,17.22,15.6564,17.3,17.2438,DOWN,0
2012-08-22,17.0525,17.095,15.6711,17.249,17.2504,DOWN,0
2012-08-23,16.8525,17.0375,15.6853,17.1405,17.2524,UP,1
2012-08-24,16.96,16.855,15.6996,17.0525,17.2541,UP,1
2012-08-27,17.075,17.0,15.7163,17.016,17.2567,UP,1
2012-08-28,17.0975,17.025,15.7327,17.0075,17.2577,DOWN,0
2012-08-29,16.9375,16.975,15.7476,16.9845,17.2572,DOWN,0
2012-08-30,16.845,16.89,15.7628,16.983,17.2581,DOWN,0
2012-08-31,16.8275,16.895,15.7773,16.9565,17.2616,DOWN,0
2012-09-04,16.7975,16.835,15.7918,16.901,17.2645,DOWN,0
2012-09-05,16.7875,16.805,15.8065,16.839,17.2657,UP,1
2012-09-06,16.8525,16.4975,15.8214,16.822,17.2676,UP,1
2012-09-07,16.9125,16.8825,15.8376,16.8355,17.2671,UP,1
2012-09-10,16.985,16.97,15.8557,16.867,17.2671,DOWN,0
2012-09-11,16.935,17.0,15.8749,16.8945,17.2618,DOWN,0
2012-09-12,16.7775,16.95,15.893,16.8925,17.2531,UP,1
2012-09-13,17.175,16.755,15.912,16.957,17.2538,DOWN,0
2012-09-14,16.9475,17.1425,15.9287,16.964,17.2507,DOWN,0
2012-09-17,16.8875,16.985,15.9439,16.9445,17.2469,DOWN,0
2012-09-18,16.8525,16.85,15.9586,16.928,17.2447,UP,1
2012-09-19,16.8775,16.8275,15.9733,16.948,17.2396,UP,1
2012-09-20,17.0125,16.85,15.9878,16.9155,17.238,UP,1
2012-09-21,17.1575,17.0525,16.0026,16.9575,17.239,UP,1
2012-09-24,17.3725,17.16,16.0181,17.0545,17.2398,UP,1
2012-09-25,17.3975,17.41,16.0343,17.1635,17.2401,UP,1
2012-09-26,17.4875,17.4375,16.0499,17.2855,17.2426,UP,1
2012-09-27,17.535,17.5225,16.0663,17.39,17.2408,UP,1
2012-09-28,17.5825,17.5175,16.0825,17.475,17.2409,DOWN,0
2012-10-01,17.5375,17.675,16.0987,17.508,17.2392,UP,1
2012-10-02,17.6425,17.6225,16.1146,17.557,17.2423,UP,1
2012-10-03,17.68,17.6625,16.1306,17.5955,17.2497,UP,1
2012-10-04,17.77,17.735,16.1475,17.6425,17.261,DOWN,0
2012-10-05,17.7075,17.7925,16.1626,17.6675,17.2615,DOWN,0
2012-10-08,17.67,17.7275,16.1764,17.694,17.2595,DOWN,0
2012-10-09,17.5775,17.6225,16.1896,17.681,17.2539,DOWN,0
2012-10-10,17.4725,17.575,16.2017,17.6395,17.2488,DOWN,0
2012-10-11,17.4625,17.5625,16.213,17.578,17.2452,DOWN,0
2012-10-12,17.3425,17.5225,16.2239,17.505,17.241,UP,1
2012-10-15,17.415,17.3675,16.2346,17.454,17.235,UP,1
2012-10-16,17.6225,17.52,16.2466,17.463,17.2355,UP,1
2012-10-17,17.945,17.665,16.2627,17.5575,17.2452,UP,1
2012-10-18,18.0125,17.94,16.2792,17.6675,17.2564,DOWN,0
2012-10-19,17.93,18.0075,16.2945,17.785,17.2687,DOWN,0
2012-10-22,17.915,17.895,16.3104,17.885,17.278,DOWN,0
2012-10-23,17.69,17.8,16.3251,17.8985,17.2854,DOWN,0
2012-10-24,17.3825,17.495,16.3379,17.786,17.2851,UP,1
2012-10-25,17.435,17.44,16.3511,17.6705,17.2876,DOWN,0
2012-10-26,17.38,17.4375,16.3638,17.5605,17.2873,UP,1
2012-10-31,17.515,17.3975,16.3774,17.4805,17.2896,DOWN,0
2012-11-01,17.4675,17.575,16.3908,17.436,17.2938,DOWN,0
2012-11-02,17.4325,17.5225,16.4036,17.446,17.2997,DOWN,0
2012-11-05,17.4025,17.395,16.4172,17.4395,17.3067,DOWN,0
2012-11-06,17.2875,17.4125,16.4295,17.421,17.3154,DOWN,0
2012-11-07,17.0125,17.2325,16.4403,17.3205,17.3164,DOWN,0
2012-11-08,16.9025,16.9875,16.4508,17.2075,17.313,DOWN,0
2012-11-09,16.845,16.845,16.46,17.09,17.3079,DOWN,0
2012-11-12,16.6975,16.845,16.4689,16.949,17.3032,UP,1
