ticker,D US Equity,D US Equity,D US Equity,D US Equity,D US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-08-16,32.19,31.765,31.3913,31.855,31.527,UP,1
2004-08-17,32.225,32.19,31.3988,31.961,31.5566,UP,1
2004-08-18,32.51,32.225,31.4083,32.094,31.5907,DOWN,0
2004-08-19,32.335,32.385,31.4159,32.206,31.6209,UP,1
2004-08-20,32.35,32.32,31.4235,32.322,31.6542,DOWN,0
2004-08-23,32.29,32.4,31.432,32.342,31.6826,UP,1
2004-08-24,32.315,32.29,31.44,32.36,31.7108,DOWN,0
2004-08-25,32.315,32.075,31.4487,32.321,31.7362,UP,1
2004-08-26,32.36,32.415,31.458,32.326,31.7546,DOWN,0
2004-08-27,32.345,32.39,31.4668,32.325,31.7679,DOWN,0
2004-08-30,32.245,32.295,31.4752,32.316,31.781,UP,1
2004-08-31,32.445,32.325,31.485,32.342,31.7961,UP,1
2004-09-01,32.565,32.5,31.4943,32.392,31.8122,DOWN,0
2004-09-02,32.5,32.54,31.5044,32.42,31.8204,DOWN,0
2004-09-03,32.38,32.45,31.5151,32.427,31.8264,UP,1
2004-09-07,32.715,32.455,31.5303,32.521,31.8416,DOWN,0
2004-09-08,32.625,32.5,31.5434,32.557,31.856,UP,1
2004-09-09,32.78,32.6,31.5575,32.6,31.8823,UP,1
2004-09-10,32.845,32.71,31.5713,32.669,31.9084,DOWN,0
2004-09-13,32.625,32.845,31.5827,32.718,31.9384,DOWN,0
2004-09-14,32.5,32.625,31.5934,32.675,31.9559,UP,1
2004-09-15,32.53,32.585,31.6054,32.656,31.9731,UP,1
2004-09-16,32.7,32.59,31.6183,32.64,31.9939,DOWN,0
2004-09-17,32.48,32.7,31.6285,32.567,32.0151,UP,1
2004-09-20,32.6,32.575,31.6381,32.562,32.0435,UP,1
2004-09-21,32.81,32.675,31.6513,32.624,32.0737,DOWN,0
2004-09-22,32.505,32.775,31.662,32.619,32.0981,DOWN,0
2004-09-23,32.315,32.46,31.6715,32.542,32.1127,DOWN,0
2004-09-24,32.3,32.32,31.6792,32.506,32.1231,UP,1
2004-09-27,32.455,32.315,31.6891,32.477,32.1343,UP,1
2004-09-28,32.58,32.575,31.6997,32.431,32.1454,UP,1
2004-09-29,32.6,32.48,31.7104,32.45,32.1566,UP,1
2004-09-30,32.625,32.5,31.7215,32.512,32.1776,UP,1
2004-10-01,32.85,32.625,31.7332,32.622,32.2058,DOWN,0
2004-10-04,32.81,32.85,31.7457,32.693,32.2352,DOWN,0
2004-10-05,32.755,32.81,31.7566,32.728,32.264,UP,1
2004-10-06,33.015,32.755,31.7664,32.811,32.2986,DOWN,0
2004-10-07,32.74,33.0,31.7736,32.834,32.3276,UP,1
2004-10-08,32.985,32.865,31.7809,32.861,32.3603,DOWN,0
2004-10-11,32.925,33.0,31.7861,32.884,32.3842,UP,1
2004-10-12,33.12,32.93,31.7921,32.957,32.4116,DOWN,0
2004-10-13,32.62,33.115,31.7952,32.878,32.4294,DOWN,0
2004-10-14,32.54,32.51,31.7975,32.838,32.4427,UP,1
2004-10-15,32.595,32.6,31.7996,32.76,32.4625,DOWN,0
2004-10-18,32.58,32.57,31.803,32.691,32.481,DOWN,0
2004-10-19,32.35,32.57,31.8047,32.537,32.4986,UP,1
2004-10-20,32.54,32.425,31.809,32.521,32.5155,DOWN,0
2004-10-21,32.0,32.075,31.8116,32.413,32.5186,DOWN,0
2004-10-22,31.855,32.005,31.8138,32.265,32.5202,DOWN,0
2004-10-25,31.76,32.0,31.8176,32.101,32.52,UP,1
2004-10-26,32.45,31.765,31.8254,32.121,32.5252,DOWN,0
2004-10-27,32.025,32.4,31.8309,32.018,32.5212,DOWN,0
2004-10-28,31.865,31.995,31.8349,31.991,32.5083,UP,1
2004-10-29,32.16,31.955,31.8387,32.052,32.5048,DOWN,0
2004-11-01,32.05,32.14,31.8446,32.11,32.4988,DOWN,0
2004-11-02,31.75,32.0,31.8498,31.97,32.488,UP,1
2004-11-03,32.1,32.125,31.8553,31.985,32.4837,UP,1
2004-11-04,32.695,32.1,31.8619,32.151,32.4913,DOWN,0
2004-11-05,32.56,32.695,31.867,32.231,32.4953,UP,1
2004-11-08,32.73,32.74,31.8746,32.367,32.503,UP,1
2004-11-09,32.915,32.825,31.8821,32.6,32.5164,UP,1
2004-11-10,32.935,33.1,31.8887,32.767,32.5262,UP,1
2004-11-11,33.25,32.965,31.8949,32.878,32.5399,UP,1
2004-11-12,33.77,33.46,31.9027,33.12,32.5653,DOWN,0
2004-11-15,33.575,33.645,31.9102,33.289,32.5892,DOWN,0
2004-11-16,33.405,33.6,31.9176,33.387,32.603,DOWN,0
2004-11-17,33.245,33.5,31.9245,33.449,32.6154,DOWN,0
2004-11-18,33.225,33.285,31.9326,33.444,32.6243,DOWN,0
2004-11-19,33.05,33.275,31.9409,33.3,32.6284,UP,1
2004-11-22,33.5,33.15,31.9502,33.285,32.6459,UP,1
2004-11-23,33.625,33.255,31.9603,33.329,32.6684,DOWN,0
2004-11-24,33.365,33.1,31.9679,33.353,32.6851,DOWN,0
2004-11-26,33.335,33.415,31.9749,33.375,32.6978,DOWN,0
2004-11-29,32.975,33.34,31.9818,33.36,32.7077,DOWN,0
2004-11-30,32.735,32.96,31.9879,33.207,32.7104,DOWN,0
2004-12-01,32.625,32.74,31.9923,33.007,32.7067,DOWN,0
2004-12-02,32.22,32.55,31.9948,32.778,32.701,UP,1
2004-12-03,32.265,32.275,31.998,32.564,32.7,UP,1
2004-12-06,33.09,32.525,32.0065,32.587,32.7158,UP,1
2004-12-07,33.25,33.15,32.0146,32.69,32.7317,UP,1
2004-12-08,33.635,33.3,32.0246,32.892,32.7528,UP,1
2004-12-09,33.675,33.635,32.036,33.183,32.7743,UP,1
2004-12-10,33.75,33.945,32.0492,33.48,32.7968,UP,1
2004-12-13,34.135,33.875,32.0628,33.689,32.8225,DOWN,0
2004-12-14,34.06,34.025,32.0751,33.851,32.8475,UP,1
2004-12-15,34.225,34.145,32.0876,33.969,32.8769,DOWN,0
2004-12-16,34.165,34.15,32.0986,34.067,32.8999,DOWN,0
2004-12-17,34.12,34.05,32.1087,34.141,32.9275,DOWN,0
2004-12-20,34.02,34.25,32.1161,34.118,32.9482,DOWN,0
2004-12-21,33.99,34.035,32.123,34.104,32.9695,UP,1
2004-12-22,34.0,34.0,32.1303,34.059,32.9871,DOWN,0
2004-12-23,33.88,34.05,32.1382,34.002,33.0123,DOWN,0
2004-12-27,33.65,33.93,32.1475,33.908,33.0345,UP,1
2004-12-28,33.925,33.76,32.1571,33.889,33.0611,DOWN,0
2004-12-29,33.89,33.825,32.1657,33.869,33.0873,UP,1
2004-12-30,34.085,33.97,32.1752,33.886,33.122,DOWN,0
2004-12-31,33.87,34.09,32.1824,33.884,33.1486,DOWN,0
2005-01-03,33.74,34.0,32.1901,33.902,33.1834,DOWN,0
2005-01-04,33.585,33.75,32.1983,33.834,33.218,DOWN,0
2005-01-05,33.35,33.5,32.2069,33.726,33.2498,UP,1
2005-01-06,33.53,33.26,32.2172,33.615,33.2714,DOWN,0
2005-01-07,33.455,33.65,32.2282,33.532,33.3,UP,1
2005-01-10,33.95,33.505,32.2416,33.574,33.3417,DOWN,0
2005-01-11,33.81,33.95,32.2544,33.619,33.3747,UP,1
2005-01-12,34.07,33.715,32.2663,33.763,33.4151,UP,1
2005-01-13,34.25,34.07,32.2779,33.907,33.4651,UP,1
2005-01-14,34.55,34.25,32.2899,34.126,33.5141,UP,1
2005-01-18,34.825,34.475,32.303,34.301,33.5567,DOWN,0
2005-01-19,34.465,34.665,32.3146,34.432,33.5948,DOWN,0
2005-01-20,34.175,34.465,32.3248,34.453,33.6237,DOWN,0
2005-01-21,34.13,34.175,32.3337,34.429,33.648,UP,1
2005-01-24,34.225,34.13,32.3439,34.364,33.6738,DOWN,0
2005-01-25,34.19,34.2,32.3539,34.237,33.6926,UP,1
2005-01-26,34.48,34.35,32.3688,34.24,33.7068,DOWN,0
2005-01-27,34.33,34.35,32.3836,34.271,33.7219,DOWN,0
2005-01-28,34.265,34.31,32.3975,34.298,33.7391,UP,1
2005-01-31,34.69,34.45,32.4113,34.391,33.768,DOWN,0
2005-02-01,34.475,34.69,32.4239,34.448,33.793,UP,1
2005-02-02,34.55,34.525,32.4374,34.462,33.823,DOWN,0
2005-02-03,34.41,34.55,32.4515,34.478,33.8412,UP,1
2005-02-04,34.945,34.6,32.4682,34.614,33.8676,UP,1
2005-02-07,35.09,34.965,32.4846,34.694,33.9021,UP,1
2005-02-08,35.205,35.125,32.5017,34.84,33.9395,UP,1
2005-02-09,35.25,35.125,32.5187,34.98,33.985,UP,1
2005-02-10,35.425,35.175,32.5371,35.183,34.0388,DOWN,0
2005-02-11,35.315,35.375,32.555,35.257,34.0926,UP,1
2005-02-14,35.585,35.275,32.5743,35.356,34.1599,DOWN,0
2005-02-15,35.485,35.585,32.5922,35.412,34.2243,UP,1
2005-02-16,35.845,35.375,32.6117,35.531,34.2794,UP,1
2005-02-17,36.005,35.75,32.632,35.647,34.3345,DOWN,0
2005-02-18,35.8,36.01,32.6527,35.744,34.3778,DOWN,0
2005-02-22,35.0,35.75,32.6679,35.627,34.4043,UP,1
2005-02-23,35.07,35.0,32.6858,35.544,34.4307,UP,1
2005-02-24,35.43,35.075,32.708,35.461,34.4566,UP,1
2005-02-25,36.37,35.305,32.7357,35.534,34.5028,DOWN,0
2005-02-28,36.015,36.21,32.7614,35.577,34.5386,DOWN,0
2005-03-01,35.855,35.965,32.7854,35.748,34.5724,UP,1
2005-03-02,35.97,35.795,32.8091,35.928,34.6094,UP,1
2005-03-03,36.125,35.97,32.8347,36.067,34.6515,UP,1
2005-03-04,37.125,36.375,32.8654,36.218,34.7142,UP,1
2005-03-07,37.55,37.0,32.9,36.525,34.7852,UP,1
2005-03-08,37.575,37.5,32.9339,36.869,34.8591,DOWN,0
2005-03-09,37.035,37.3,32.965,37.082,34.9268,UP,1
2005-03-10,37.14,37.035,32.9942,37.285,34.9911,DOWN,0
2005-03-11,36.88,37.075,33.0203,37.236,35.0509,UP,1
2005-03-14,37.415,36.85,33.0512,37.209,35.1175,DOWN,0
2005-03-15,37.155,37.5,33.0801,37.125,35.1832,DOWN,0
2005-03-16,37.12,37.155,33.1083,37.142,35.2508,UP,1
2005-03-17,37.83,37.45,33.1403,37.28,35.3357,UP,1
2005-03-18,37.905,37.775,33.1739,37.485,35.4268,DOWN,0
2005-03-21,37.775,37.89,33.2088,37.557,35.5117,DOWN,0
2005-03-22,37.195,37.94,33.2411,37.565,35.5865,DOWN,0
2005-03-23,36.555,37.1,33.2698,37.452,35.6386,UP,1
2005-03-24,36.88,36.6,33.3001,37.262,35.7,DOWN,0
2005-03-28,36.8,36.99,33.3307,37.041,35.7546,DOWN,0
2005-03-29,36.245,36.725,33.3575,36.735,35.7945,UP,1
2005-03-30,36.85,36.25,33.3873,36.666,35.8405,UP,1
2005-03-31,37.215,37.025,33.4181,36.798,35.8883,UP,1
2005-04-01,37.635,37.47,33.4491,36.949,35.9517,UP,1
2005-04-04,38.04,37.675,33.4809,37.197,36.029,UP,1
2005-04-05,38.25,38.25,33.5142,37.598,36.1114,DOWN,0
2005-04-06,37.925,38.265,33.5454,37.813,36.1854,UP,1
2005-04-07,38.25,37.945,33.5778,38.02,36.2666,DOWN,0
2005-04-08,37.635,38.075,33.6056,38.02,36.3297,UP,1
2005-04-11,37.75,37.59,33.6339,37.962,36.3981,UP,1
2005-04-12,38.055,37.75,33.6644,37.923,36.4739,DOWN,0
2005-04-13,37.985,38.05,33.6948,37.935,36.5398,DOWN,0
2005-04-14,37.635,37.95,33.7257,37.812,36.603,DOWN,0
2005-04-15,36.79,37.635,33.7519,37.643,36.6478,DOWN,0
2005-04-18,36.775,36.65,33.7802,37.448,36.6951,UP,1
2005-04-19,37.305,36.85,33.8086,37.298,36.7423,DOWN,0
2005-04-20,36.455,37.075,33.8325,36.992,36.7696,UP,1
2005-04-21,37.115,37.05,33.8598,36.888,36.8078,UP,1
2005-04-22,37.125,37.09,33.8883,36.955,36.8453,UP,1
2005-04-25,37.64,37.31,33.9206,37.128,36.8896,DOWN,0
2005-04-26,37.155,37.55,33.9499,37.098,36.9264,UP,1
2005-04-27,37.33,37.1,33.9801,37.273,36.9613,DOWN,0
2005-04-28,37.18,37.2,34.0081,37.286,36.9952,UP,1
2005-04-29,37.7,37.18,34.0377,37.401,37.0323,UP,1
2005-05-02,37.83,37.775,34.0673,37.439,37.0688,DOWN,0
2005-05-03,37.575,37.575,34.0951,37.523,37.1043,DOWN,0
2005-05-04,36.35,37.5,34.1166,37.327,37.1313,DOWN,0
2005-05-05,36.14,36.1,34.1395,37.119,37.1527,DOWN,0
2005-05-06,35.44,36.145,34.1595,36.667,37.1529,UP,1
2005-05-09,35.645,35.45,34.181,36.23,37.1384,DOWN,0
2005-05-10,35.055,35.5,34.1997,35.726,37.1192,UP,1
2005-05-11,35.42,35.175,34.2204,35.54,37.1105,DOWN,0
2005-05-12,35.165,36.13,34.2397,35.345,37.0944,DOWN,0
2005-05-13,34.61,35.425,34.256,35.179,37.0641,UP,1
2005-05-16,34.795,34.65,34.2714,35.009,37.0175,UP,1
2005-05-17,35.515,34.82,34.2902,35.101,36.9768,DOWN,0
2005-05-18,35.505,35.65,34.3091,35.118,36.9354,UP,1
2005-05-19,35.81,35.555,34.3287,35.247,36.9109,DOWN,0
2005-05-20,35.7,35.95,34.3492,35.465,36.8821,DOWN,0
2005-05-23,35.315,35.525,34.3675,35.569,36.8508,UP,1
2005-05-24,35.425,35.33,34.3873,35.551,36.811,DOWN,0
2005-05-25,35.105,35.05,34.4043,35.471,36.77,DOWN,0
2005-05-26,35.01,35.105,34.4202,35.311,36.7278,UP,1
2005-05-27,35.06,35.07,34.4366,35.183,36.6724,UP,1
2005-05-31,35.155,35.02,34.4535,35.151,36.6174,UP,1
2005-06-01,35.535,35.05,34.4702,35.173,36.5726,DOWN,0
2005-06-02,35.46,35.65,34.4864,35.244,36.5379,UP,1
2005-06-03,35.55,35.525,34.5016,35.352,36.5178,DOWN,0
2005-06-06,35.5,35.55,34.5174,35.44,36.4902,UP,1
2005-06-07,35.65,35.625,34.5339,35.539,36.4672,UP,1
2005-06-08,35.7,35.76,34.551,35.572,36.4563,UP,1
2005-06-09,36.005,35.705,34.5694,35.681,36.4394,UP,1
2005-06-10,36.525,36.025,34.5905,35.876,36.4256,DOWN,0
2005-06-13,36.51,36.425,34.6112,36.078,36.4031,UP,1
2005-06-14,36.585,36.5,34.6324,36.265,36.374,DOWN,0
2005-06-15,36.25,36.675,34.6525,36.375,36.334,UP,1
2005-06-16,36.4,36.35,34.6722,36.454,36.3035,DOWN,0
2005-06-17,36.3,36.375,34.6909,36.409,36.2645,UP,1
2005-06-20,36.965,36.265,34.7132,36.5,36.2511,DOWN,0
2005-06-21,36.91,36.89,34.7359,36.565,36.2343,DOWN,0
2005-06-22,36.88,37.05,34.7567,36.691,36.2108,DOWN,0
2005-06-23,36.565,36.875,34.7764,36.724,36.1824,DOWN,0
2005-06-24,36.5,36.455,34.795,36.764,36.1597,UP,1
2005-06-27,36.56,36.5,34.8136,36.683,36.1551,UP,1
2005-06-28,37.14,36.775,34.8362,36.729,36.1624,DOWN,0
2005-06-29,36.925,37.14,34.8583,36.738,36.1548,DOWN,0
2005-06-30,36.695,36.875,34.8791,36.764,36.1596,UP,1
2005-07-01,37.05,36.695,34.9009,36.874,36.1583,UP,1
2005-07-05,37.12,37.055,34.9241,36.986,36.1582,DOWN,0
2005-07-06,36.46,37.075,34.9434,36.85,36.1346,UP,1
2005-07-07,37.0,36.275,34.9643,36.865,36.1315,UP,1
2005-07-08,37.4,36.885,34.9888,37.006,36.1329,UP,1
2005-07-11,37.96,37.525,35.017,37.188,36.1485,DOWN,0
2005-07-12,37.955,37.85,35.0453,37.355,36.1536,DOWN,0
2005-07-13,37.725,37.8,35.0716,37.608,36.1515,DOWN,0
2005-07-14,37.24,37.925,35.0949,37.656,36.1448,UP,1
2005-07-15,37.365,37.24,35.1188,37.649,36.1651,DOWN,0
2005-07-18,37.2,37.365,35.1416,37.497,36.1863,DOWN,0
2005-07-19,37.185,37.22,35.1633,37.343,36.2212,UP,1
2005-07-20,37.305,37.075,35.1858,37.259,36.2544,DOWN,0
2005-07-21,36.59,37.31,35.205,37.129,36.2851,UP,1
2005-07-22,36.94,36.625,35.2246,37.044,36.3155,DOWN,0
2005-07-25,36.885,36.955,35.2453,36.981,36.3499,DOWN,0
2005-07-26,36.825,36.915,35.2645,36.909,36.3942,DOWN,0
2005-07-27,36.775,36.825,35.2838,36.803,36.4338,UP,1
2005-07-28,37.225,36.875,35.3043,36.93,36.468,DOWN,0
2005-07-29,36.93,37.225,35.3258,36.928,36.4965,DOWN,0
2005-08-01,36.665,37.01,35.3465,36.884,36.5136,UP,1
2005-08-02,38.625,37.975,35.3766,37.244,36.5721,UP,1
2005-08-03,38.95,38.1,35.4085,37.679,36.6448,DOWN,0
2005-08-04,38.42,38.95,35.4388,37.918,36.7047,DOWN,0
2005-08-05,37.865,38.425,35.4654,38.105,36.7599,DOWN,0
2005-08-08,37.275,38.075,35.4918,38.227,36.8052,UP,1
2005-08-09,37.555,37.705,35.5203,38.013,36.8551,DOWN,0
2005-08-10,37.24,37.75,35.5477,37.671,36.8968,UP,1
2005-08-11,37.4,37.5,35.5725,37.467,36.9341,DOWN,0
2005-08-12,37.265,37.325,35.5987,37.347,36.9702,UP,1
2005-08-15,37.505,37.265,35.6269,37.393,37.0093,DOWN,0
2005-08-16,37.08,37.505,35.6515,37.298,37.0409,DOWN,0
2005-08-17,36.75,37.0,35.675,37.2,37.0629,UP,1
2005-08-18,37.25,36.65,35.7025,37.17,37.0939,UP,1
2005-08-19,37.535,37.495,35.7296,37.224,37.1245,UP,1
2005-08-22,37.895,38.21,35.7556,37.302,37.1519,UP,1
2005-08-23,38.1,37.895,35.7833,37.506,37.1837,DOWN,0
2005-08-24,37.795,37.74,35.8087,37.715,37.2079,UP,1
2005-08-25,38.1,37.795,35.8346,37.885,37.2449,DOWN,0
2005-08-26,37.93,38.1,35.8596,37.964,37.2755,UP,1
2005-08-29,38.18,37.75,35.8842,38.021,37.3131,DOWN,0
2005-08-30,37.965,38.0,35.9052,37.994,37.3331,UP,1
2005-08-31,38.24,38.09,35.9285,38.083,37.3597,UP,1
2005-09-01,39.515,38.35,35.9591,38.366,37.4124,DOWN,0
2005-09-02,39.095,39.04,35.9883,38.599,37.463,UP,1
2005-09-06,39.945,39.725,36.0219,38.952,37.5319,DOWN,0
2005-09-07,39.9,39.975,36.0562,39.339,37.5987,DOWN,0
2005-09-08,39.88,40.0,36.0881,39.667,37.6535,UP,1
2005-09-09,40.39,39.9,36.1219,39.842,37.7228,DOWN,0
2005-09-12,39.925,40.15,36.1547,40.008,37.7874,DOWN,0
2005-09-13,39.715,39.925,36.1866,39.962,37.8407,UP,1
2005-09-14,40.115,40.0,36.2223,40.005,37.9006,UP,1
2005-09-15,40.77,40.175,36.2625,40.183,37.9868,UP,1
2005-09-16,41.28,40.995,36.3057,40.361,38.0724,UP,1
2005-09-19,41.97,42.0,36.3545,40.77,38.1638,UP,1
2005-09-20,42.38,42.3,36.4051,41.303,38.2522,DOWN,0
2005-09-21,41.935,42.4,36.4493,41.667,38.3318,DOWN,0
2005-09-22,41.895,41.6,36.4925,41.892,38.4152,UP,1
2005-09-23,41.925,41.575,36.534,42.021,38.5089,DOWN,0
2005-09-26,41.85,41.975,36.5748,41.997,38.5986,UP,1
2005-09-27,42.3,41.75,36.6176,41.981,38.7006,UP,1
2005-09-28,42.965,42.275,36.6617,42.187,38.8162,UP,1
2005-09-29,43.135,42.965,36.7071,42.435,38.9328,DOWN,0
2005-09-30,43.07,43.1,36.7513,42.664,39.0624,UP,1
2005-10-03,43.25,43.07,36.7968,42.944,39.1886,DOWN,0
2005-10-04,42.525,43.47,36.8388,42.989,39.3014,DOWN,0
2005-10-05,40.7,42.21,36.8722,42.536,39.3789,DOWN,0
2005-10-06,40.19,40.75,36.9032,41.947,39.4472,UP,1
2005-10-07,40.25,40.075,36.9344,41.383,39.5077,DOWN,0
2005-10-10,39.425,40.325,36.9622,40.618,39.5576,UP,1
2005-10-11,40.04,39.6,36.9941,40.121,39.6251,DOWN,0
2005-10-12,39.88,39.85,37.0239,39.957,39.6502,DOWN,0
2005-10-13,38.815,39.625,37.0485,39.682,39.6475,UP,1
2005-10-14,39.075,38.91,37.0735,39.447,39.6606,UP,1
2005-10-17,39.52,39.375,37.1017,39.466,39.6937,DOWN,0
2005-10-18,38.655,39.5,37.1263,39.189,39.7213,DOWN,0
2005-10-19,38.535,38.25,37.151,38.92,39.7409,DOWN,0
2005-10-20,37.42,38.505,37.1714,38.641,39.7445,UP,1
2005-10-21,37.89,37.5,37.1932,38.404,39.7543,UP,1
2005-10-24,38.645,38.015,37.2191,38.229,39.7819,DOWN,0
2005-10-25,38.625,38.66,37.2425,38.223,39.8043,DOWN,0
2005-10-26,38.0,38.63,37.2635,38.116,39.8227,DOWN,0
2005-10-27,37.165,38.03,37.2789,38.065,39.831,UP,1
2005-10-28,37.67,37.165,37.296,38.021,39.8394,UP,1
2005-10-31,38.04,37.5,37.3135,37.9,39.8495,DOWN,0
2005-11-01,37.5,38.0,37.3269,37.675,39.8416,UP,1
2005-11-02,37.755,37.56,37.3433,37.626,39.8347,DOWN,0
2005-11-03,37.675,37.21,37.3608,37.728,39.8323,DOWN,0
2005-11-04,37.65,37.8,37.3784,37.724,39.8233,DOWN,0
2005-11-07,37.4,37.65,37.3943,37.596,39.8127,UP,1
2005-11-08,37.88,37.4,37.4127,37.672,39.8067,UP,1
2005-11-09,38.38,37.85,37.4322,37.797,39.815,DOWN,0
2005-11-10,38.165,38.44,37.4514,37.895,39.8135,DOWN,0
2005-11-11,37.55,38.225,37.4678,37.875,39.7742,DOWN,0
2005-11-14,37.365,37.55,37.4812,37.868,39.7396,DOWN,0
2005-11-15,37.325,37.375,37.4955,37.757,39.6872,UP,1
2005-11-16,38.085,37.45,37.5131,37.698,39.6509,UP,1
2005-11-17,38.54,38.375,37.5338,37.773,39.6241,UP,1
2005-11-18,38.74,38.94,37.5528,38.011,39.5911,UP,1
2005-11-21,38.79,38.745,37.5713,38.296,39.5684,DOWN,0
2005-11-22,38.725,38.795,37.5889,38.576,39.5486,UP,1
2005-11-23,38.8,38.425,37.6066,38.719,39.5223,UP,1
2005-11-25,39.12,38.92,37.6251,38.835,39.4893,DOWN,0
2005-11-28,38.6,39.075,37.6415,38.807,39.4357,DOWN,0
2005-11-29,38.545,38.845,37.6563,38.758,39.3672,DOWN,0
2005-11-30,37.975,38.545,37.6688,38.608,39.2791,UP,1
2005-12-01,38.155,38.12,37.6803,38.479,39.2035,DOWN,0
2005-12-02,37.99,38.16,37.6902,38.253,39.1254,UP,1
2005-12-05,38.265,37.99,37.7026,38.186,39.0522,DOWN,0
2005-12-06,38.265,38.295,37.7189,38.13,38.9805,DOWN,0
2005-12-07,38.08,38.45,37.7339,38.151,38.8961,UP,1
2005-12-08,38.545,38.195,37.7495,38.229,38.8077,UP,1
2005-12-09,39.53,38.525,37.7653,38.537,38.7356,DOWN,0
2005-12-12,39.475,39.545,37.7826,38.779,38.6637,UP,1
2005-12-13,40.0,39.42,37.8033,39.126,38.5987,UP,1
2005-12-14,40.455,40.125,37.8258,39.601,38.5573,UP,1
2005-12-15,40.545,40.55,37.8479,40.001,38.5542,DOWN,0
2005-12-16,40.435,40.775,37.8644,40.182,38.5591,DOWN,0
2005-12-19,40.25,40.44,37.8779,40.337,38.5591,UP,1
2005-12-20,40.41,40.255,37.8921,40.419,38.5788,DOWN,0
2005-12-21,39.68,40.85,37.9053,40.264,38.5716,DOWN,0
2005-12-22,39.37,39.975,37.9165,40.029,38.5614,UP,1
2005-12-23,39.39,39.425,37.929,39.82,38.5729,DOWN,0
2005-12-27,38.985,39.39,37.9369,39.567,38.5711,DOWN,0
2005-12-28,38.72,39.0,37.9447,39.229,38.5551,DOWN,0
2005-12-29,38.675,38.8,37.9525,39.028,38.5555,DOWN,0
2005-12-30,38.6,38.65,37.9563,38.874,38.5568,UP,1
2006-01-03,39.58,38.805,37.9647,38.912,38.6,UP,1
2006-01-04,39.685,39.5,37.9742,39.052,38.6359,DOWN,0
2006-01-05,38.745,39.55,37.982,39.057,38.6379,UP,1
2006-01-06,39.13,38.975,37.9949,39.148,38.648,DOWN,0
2006-01-09,39.035,39.18,38.0056,39.235,38.6687,UP,1
2006-01-10,39.38,38.73,38.0185,39.195,38.713,DOWN,0
2006-01-11,39.175,39.385,38.0332,39.093,38.7431,DOWN,0
2006-01-12,38.76,39.175,38.0427,39.096,38.7575,UP,1
2006-01-13,39.055,38.76,38.0519,39.081,38.7886,UP,1
2006-01-17,39.7,38.75,38.0623,39.214,38.8275,DOWN,0
2006-01-18,39.455,39.7,38.0693,39.229,38.8631,UP,1
2006-01-19,40.055,39.46,38.0784,39.405,38.9112,DOWN,0
2006-01-20,39.32,39.875,38.0853,39.517,38.9496,DOWN,0
2006-01-23,39.065,39.315,38.0894,39.519,38.9733,UP,1
2006-01-24,39.125,39.0745,38.0969,39.404,38.9882,DOWN,0
2006-01-25,38.54,39.0,38.1008,39.221,38.9957,DOWN,0
2006-01-26,37.75,38.425,38.0993,38.76,38.9997,DOWN,0
2006-01-27,37.63,37.8,38.0975,38.422,39.005,UP,1
2006-01-30,37.82,37.63,38.0984,38.173,39.0149,DOWN,0
2006-01-31,37.765,37.6,38.1033,37.901,39.0085,UP,1
2006-02-01,37.975,37.765,38.1093,37.788,38.9972,DOWN,0
2006-02-02,37.665,37.986,38.1111,37.771,38.9757,DOWN,0
2006-02-03,37.525,37.525,38.1165,37.75,38.9504,UP,1
2006-02-06,37.585,37.525,38.1188,37.703,38.9276,DOWN,0
2006-02-07,37.525,37.605,38.1208,37.655,38.9021,UP,1
2006-02-08,37.64,37.425,38.1208,37.588,38.8725,UP,1
2006-02-09,37.725,37.65,38.1237,37.6,38.855,DOWN,0
2006-02-10,37.22,37.625,38.1231,37.539,38.8285,DOWN,0
2006-02-13,36.95,37.225,38.122,37.412,38.808,DOWN,0
2006-02-14,36.825,36.95,38.1176,37.272,38.7814,UP,1
2006-02-15,36.915,36.825,38.113,37.127,38.7599,UP,1
2006-02-16,37.285,37.05,38.1116,37.039,38.7403,UP,1
2006-02-17,37.375,37.285,38.1167,37.07,38.7225,UP,1
2006-02-21,37.835,37.575,38.1252,37.247,38.7176,DOWN,0
2006-02-22,37.49,37.505,38.1354,37.38,38.6965,DOWN,0
2006-02-23,37.12,37.495,38.1428,37.421,38.6483,UP,1
2006-02-24,37.175,37.225,38.1534,37.399,38.6023,UP,1
2006-02-27,37.665,37.175,38.1646,37.457,38.5556,DOWN,0
2006-02-28,37.55,37.47,38.1765,37.4,38.4975,DOWN,0
2006-03-01,37.335,37.53,38.1902,37.369,38.4333,DOWN,0
2006-03-02,37.165,37.13,38.202,37.378,38.3679,DOWN,0
2006-03-03,36.925,36.825,38.2091,37.328,38.3014,DOWN,0
2006-03-06,36.035,36.7,38.2117,37.002,38.2139,DOWN,0
2006-03-07,35.98,36.3,38.2126,36.688,38.1399,UP,1
2006-03-08,36.095,35.875,38.2145,36.44,38.0744,DOWN,0
2006-03-09,35.825,36.17,38.2171,36.172,38.0031,DOWN,0
2006-03-10,35.705,35.65,38.2185,35.928,37.9375,UP,1
2006-03-13,36.035,35.705,38.2231,35.928,37.8838,UP,1
2006-03-14,36.54,36.125,38.2308,36.04,37.8411,DOWN,0
