ticker,AAL US Equity,AAL US Equity,AAL US Equity,AAL US Equity,AAL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-08-03,41.71,40.24,40.796,41.1172,46.5086,UP,1
2015-08-04,42.74,42.15,41.11,41.1198,46.5575,UP,1
2015-08-05,42.96,42.85,41.556,41.1479,46.6054,DOWN,0
2015-08-06,42.18,43.25,41.938,41.1467,46.6402,DOWN,0
2015-08-07,41.49,42.21,42.216,41.1371,46.6584,UP,1
2015-08-10,41.68,41.75,42.21,41.1233,46.6816,UP,1
2015-08-11,42.7,41.74,42.202,41.0937,46.7027,DOWN,0
2015-08-12,42.52,42.37,42.114,41.0686,46.7162,UP,1
2015-08-13,42.67,42.76,42.212,41.0594,46.73,UP,1
2015-08-14,42.88,42.35,42.49,41.0736,46.7432,UP,1
2015-08-17,43.95,42.96,42.944,41.1182,46.7632,DOWN,0
2015-08-18,43.63,44.06,43.13,41.1936,46.7799,DOWN,0
2015-08-19,43.53,43.53,43.332,41.2577,46.7908,DOWN,0
2015-08-20,41.98,42.84,43.194,41.2887,46.7907,DOWN,0
2015-08-21,39.75,41.4,42.568,41.2833,46.7759,DOWN,0
2015-08-24,37.62,36.0,41.302,41.2216,46.7528,DOWN,0
2015-08-25,37.5,39.39,40.076,41.1702,46.7246,UP,1
2015-08-26,38.85,38.77,39.14,41.1576,46.7028,UP,1
2015-08-27,39.03,39.17,38.55,41.1406,46.6788,DOWN,0
2015-08-28,38.62,38.93,38.324,41.1135,46.6547,UP,1
2015-08-31,38.98,38.63,38.596,41.0619,46.6325,UP,1
2015-09-01,39.2,38.63,38.936,40.9853,46.6079,UP,1
2015-09-02,41.51,39.97,39.468,40.961,46.5954,DOWN,0
2015-09-03,40.89,41.84,39.84,40.934,46.5814,DOWN,0
2015-09-04,40.6,40.4,40.236,40.9012,46.5591,UP,1
2015-09-08,40.8,41.28,40.6,40.8884,46.5426,UP,1
2015-09-09,41.0,41.15,40.96,40.9134,46.5268,UP,1
2015-09-10,41.21,41.39,40.9,40.9389,46.5163,UP,1
2015-09-11,42.15,41.22,41.152,41.0059,46.511,UP,1
2015-09-14,42.29,42.17,41.49,41.0711,46.5017,UP,1
2015-09-15,42.64,42.36,41.858,41.1293,46.4901,UP,1
2015-09-16,43.06,42.4,42.27,41.177,46.4627,UP,1
2015-09-17,43.99,43.11,42.826,41.2706,46.4433,DOWN,0
2015-09-18,43.49,43.43,43.094,41.347,46.4214,DOWN,0
2015-09-21,43.23,43.72,43.282,41.3874,46.3964,DOWN,0
2015-09-22,41.19,42.77,42.992,41.3628,46.3541,UP,1
2015-09-23,41.24,41.32,42.628,41.3464,46.3052,DOWN,0
2015-09-24,40.25,41.15,41.88,41.3206,46.2524,DOWN,0
2015-09-25,40.24,40.93,41.23,41.2976,46.212,DOWN,0
2015-09-28,39.08,39.87,40.4,41.2512,46.1627,UP,1
2015-09-29,39.18,39.05,39.998,41.2238,46.106,DOWN,0
2015-09-30,38.83,39.18,39.516,41.1824,46.0503,UP,1
2015-10-01,39.2,38.5,39.306,41.1378,45.9921,DOWN,0
2015-10-02,38.63,38.75,38.984,41.0582,45.9454,UP,1
2015-10-05,40.19,38.9,39.206,41.0694,45.9024,DOWN,0
2015-10-06,38.13,39.95,38.996,41.0292,45.8423,UP,1
2015-10-07,39.31,38.41,39.092,40.992,45.7853,UP,1
2015-10-08,39.74,39.21,39.2,40.9722,45.7298,UP,1
2015-10-09,42.42,40.27,39.958,41.0152,45.6909,UP,1
2015-10-12,43.84,42.59,40.688,41.09,45.6529,DOWN,0
2015-10-13,43.41,42.7,41.744,41.124,45.6102,UP,1
2015-10-14,43.8,44.0,42.642,41.1452,45.5649,UP,1
2015-10-15,44.46,44.1,43.586,41.1752,45.5201,DOWN,0
2015-10-16,43.71,43.95,43.844,41.2058,45.4705,UP,1
2015-10-19,44.45,43.83,43.966,41.265,45.4232,UP,1
2015-10-20,44.79,44.54,44.242,41.3272,45.3778,DOWN,0
2015-10-21,44.31,44.49,44.344,41.3594,45.3342,UP,1
2015-10-22,45.99,44.89,44.65,41.4288,45.2991,DOWN,0
2015-10-23,45.67,46.37,45.042,41.4888,45.2591,UP,1
2015-10-26,46.47,45.36,45.446,41.5606,45.2314,DOWN,0
2015-10-27,46.46,46.41,45.78,41.6108,45.2158,DOWN,0
2015-10-28,45.86,46.2,46.09,41.6554,45.1931,DOWN,0
2015-10-29,45.86,45.63,46.064,41.702,45.1753,UP,1
2015-10-30,46.22,45.77,46.174,41.7868,45.1594,UP,1
2015-11-02,46.47,46.2,46.174,41.9212,45.1427,UP,1
2015-11-03,46.5,47.02,46.182,42.0988,45.1114,DOWN,0
2015-11-04,45.63,46.42,46.136,42.2614,45.0712,DOWN,0
2015-11-05,45.6,45.7,46.084,42.3964,45.0213,DOWN,0
2015-11-06,45.34,45.51,45.908,42.5226,44.9695,DOWN,0
2015-11-09,44.65,45.17,45.544,42.6432,44.9155,DOWN,0
2015-11-10,44.49,44.66,45.142,42.7534,44.8745,DOWN,0
2015-11-11,44.39,44.76,44.894,42.8572,44.8433,DOWN,0
2015-11-12,43.9,44.29,44.554,42.905,44.8016,DOWN,0
2015-11-13,43.45,43.67,44.176,42.9562,44.7735,DOWN,0
2015-11-16,42.83,42.41,43.812,43.0008,44.744,DOWN,0
2015-11-17,42.3,43.0,43.374,43.0308,44.718,DOWN,0
2015-11-18,41.75,42.32,42.846,43.0458,44.6795,UP,1
2015-11-19,42.3,41.94,42.526,43.0676,44.6469,DOWN,0
2015-11-20,42.2,42.4,42.276,43.0686,44.6172,UP,1
2015-11-23,42.3,42.11,42.17,43.0688,44.5961,DOWN,0
2015-11-24,41.23,41.02,41.956,43.0406,44.562,UP,1
2015-11-25,41.31,41.35,41.868,43.0056,44.5306,UP,1
2015-11-27,41.69,41.38,41.746,42.9596,44.4996,DOWN,0
2015-11-30,41.26,41.75,41.558,42.915,44.464,UP,1
2015-12-01,43.26,41.47,41.75,42.9156,44.4402,UP,1
2015-12-02,43.82,44.09,42.268,42.9682,44.4128,DOWN,0
2015-12-03,43.27,43.65,42.66,43.0088,44.3802,UP,1
2015-12-04,44.97,43.82,43.316,43.1032,44.35,UP,1
2015-12-07,45.78,45.35,44.22,43.214,44.3223,DOWN,0
2015-12-08,44.55,45.1,44.478,43.3234,44.2875,DOWN,0
2015-12-09,43.65,44.3,44.444,43.4128,44.2571,UP,1
2015-12-10,44.09,43.79,44.608,43.518,44.2308,DOWN,0
2015-12-11,42.09,43.28,44.032,43.5758,44.2017,DOWN,0
2015-12-14,41.77,42.26,43.23,43.6386,44.169,UP,1
2015-12-15,42.595,41.97,42.839,43.6867,44.1381,UP,1
2015-12-16,43.2,42.99,42.749,43.7881,44.1094,DOWN,0
2015-12-17,42.46,43.33,42.423,43.8511,44.0797,DOWN,0
2015-12-18,41.09,41.61,42.223,43.8781,44.0452,UP,1
2015-12-21,42.4,41.35,42.349,43.8777,44.0176,UP,1
2015-12-22,42.895,42.56,42.409,43.8588,43.9984,UP,1
2015-12-23,43.29,42.78,42.427,43.8564,43.9779,UP,1
2015-12-24,43.81,43.27,42.697,43.8566,43.9535,DOWN,0
2015-12-28,43.23,43.62,43.125,43.832,43.9236,UP,1
2015-12-29,43.5,43.25,43.345,43.8278,43.89,DOWN,0
2015-12-30,42.8,43.64,43.326,43.7948,43.8355,DOWN,0
2015-12-31,42.35,42.54,43.138,43.746,43.7766,DOWN,0
2016-01-04,40.91,41.29,42.558,43.678,43.7052,DOWN,0
2016-01-05,40.52,41.18,42.016,43.5686,43.629,UP,1
2016-01-06,41.23,40.05,41.562,43.4798,43.5632,DOWN,0
2016-01-07,40.45,40.97,41.092,43.3594,43.4958,DOWN,0
2016-01-08,40.37,40.94,40.696,43.2376,43.4376,UP,1
2016-01-11,41.08,40.56,40.73,43.142,43.3867,UP,1
2016-01-12,42.0,41.15,41.026,43.0648,43.3334,DOWN,0
2016-01-13,40.1,42.17,40.8,42.9424,43.2657,UP,1
2016-01-14,40.55,40.21,40.82,42.824,43.2045,DOWN,0
2016-01-15,38.76,39.04,40.498,42.6692,43.1461,UP,1
2016-01-19,38.86,39.59,40.054,42.5338,43.0946,UP,1
2016-01-20,39.06,38.53,39.466,42.403,43.0495,UP,1
2016-01-21,39.79,38.93,39.404,42.292,43.0109,UP,1
2016-01-22,40.16,40.0,39.326,42.2022,42.968,DOWN,0
2016-01-25,38.88,40.02,39.35,42.09,42.9232,UP,1
2016-01-26,39.64,38.73,39.506,41.995,42.8828,UP,1
2016-01-27,39.69,40.15,39.632,41.9108,42.8423,DOWN,0
2016-01-28,38.14,39.61,39.302,41.8046,42.7959,UP,1
2016-01-29,38.99,37.52,39.068,41.7278,42.7521,UP,1
2016-02-01,39.38,39.0,39.168,41.6694,42.7078,DOWN,0
2016-02-02,37.03,38.83,38.646,41.575,42.652,UP,1
2016-02-03,37.51,37.38,38.21,41.4792,42.5907,UP,1
2016-02-04,38.21,37.34,38.224,41.3994,42.525,DOWN,0
2016-02-05,36.75,37.71,37.776,41.2884,42.4517,DOWN,0
2016-02-08,35.55,36.08,37.01,41.1748,42.3722,UP,1
2016-02-09,36.19,34.93,36.842,41.0724,42.2897,UP,1
2016-02-10,37.12,36.57,36.764,40.981,42.2159,DOWN,0
2016-02-11,36.49,36.47,36.42,40.8856,42.1424,UP,1
2016-02-12,37.82,36.92,36.634,40.7768,42.0871,UP,1
2016-02-16,38.61,38.13,37.246,40.6726,42.0387,UP,1
2016-02-17,39.34,38.95,37.876,40.594,41.9885,UP,1
2016-02-18,39.54,39.36,38.36,40.4854,41.9414,UP,1
2016-02-19,39.76,39.16,39.014,40.365,41.9052,UP,1
2016-02-22,40.84,40.14,39.618,40.2908,41.8742,DOWN,0
2016-02-23,40.38,40.56,39.972,40.2254,41.8308,UP,1
2016-02-24,40.66,40.02,40.236,40.1568,41.7889,UP,1
2016-02-25,41.36,40.76,40.6,40.1422,41.7475,DOWN,0
2016-02-26,40.87,41.5,40.822,40.1242,41.7076,UP,1
2016-02-29,41.0,40.77,40.854,40.0923,41.6701,UP,1
2016-03-01,41.83,41.44,41.144,40.0649,41.6352,DOWN,0
2016-03-02,41.59,41.47,41.33,40.0475,41.5998,UP,1
2016-03-03,41.88,41.52,41.434,40.0633,41.5642,DOWN,0
2016-03-04,41.63,42.17,41.586,40.0479,41.5331,UP,1
2016-03-07,42.13,41.31,41.812,40.0326,41.5285,DOWN,0
2016-03-08,40.77,41.3,41.6,39.9822,41.52,UP,1
2016-03-09,41.65,40.74,41.612,39.939,41.5152,DOWN,0
2016-03-10,41.63,42.11,41.562,39.907,41.5155,UP,1
2016-03-11,42.47,41.89,41.73,39.8864,41.5167,UP,1
2016-03-14,42.59,42.31,41.822,39.8822,41.5198,DOWN,0
2016-03-15,42.11,42.3,42.09,39.8774,41.5185,UP,1
2016-03-16,42.31,41.81,42.222,39.9054,41.5091,DOWN,0
2016-03-17,42.1,42.31,42.316,39.937,41.5007,UP,1
2016-03-18,43.44,42.31,42.51,39.9812,41.5023,UP,1
2016-03-21,43.47,43.32,42.686,40.0416,41.5088,DOWN,0
2016-03-22,42.76,42.0,42.816,40.0894,41.514,DOWN,0
2016-03-23,41.92,42.8,42.738,40.1062,41.5243,DOWN,0
2016-03-24,40.5,41.88,42.418,40.0762,41.5252,UP,1
2016-03-28,40.91,41.0,41.912,40.0924,41.5276,UP,1
2016-03-29,41.35,40.9,41.488,40.1084,41.5342,UP,1
2016-03-30,41.38,41.75,41.212,40.1608,41.5376,DOWN,0
2016-03-31,41.01,41.5,41.03,40.2038,41.5423,DOWN,0
2016-04-01,39.52,40.13,40.834,40.213,41.5425,DOWN,0
2016-04-04,39.37,39.81,40.526,40.2046,41.54,DOWN,0
2016-04-05,38.93,39.13,40.042,40.18,41.5347,DOWN,0
2016-04-06,38.9,39.07,39.546,40.1804,41.5214,DOWN,0
2016-04-07,38.36,38.66,39.016,40.1548,41.4981,UP,1
2016-04-08,38.5,38.7,38.812,40.131,41.477,UP,1
2016-04-11,38.73,38.79,38.684,40.1428,41.4594,UP,1
2016-04-12,39.19,38.82,38.736,40.1468,41.4442,UP,1
2016-04-13,39.94,39.3,38.944,40.158,41.4367,UP,1
2016-04-14,41.17,40.34,39.506,40.2408,41.4438,DOWN,0
2016-04-15,40.91,41.3,39.988,40.3088,41.4486,UP,1
2016-04-18,40.92,41.18,40.426,40.363,41.4592,UP,1
2016-04-19,41.34,40.99,40.856,40.4548,41.4708,DOWN,0
2016-04-20,41.26,41.36,41.12,40.569,41.4784,DOWN,0
2016-04-21,40.01,40.8,40.888,40.6454,41.4751,DOWN,0
2016-04-22,38.21,37.68,40.348,40.6672,41.4696,DOWN,0
2016-04-25,37.0,38.16,39.564,40.6774,41.4563,DOWN,0
2016-04-26,36.92,37.27,38.68,40.6594,41.4348,DOWN,0
2016-04-27,36.71,36.79,37.77,40.6214,41.4063,DOWN,0
2016-04-28,35.97,37.04,36.962,40.554,41.3758,DOWN,0
2016-04-29,34.69,35.81,36.258,40.457,41.3416,DOWN,0
2016-05-02,34.43,34.99,35.744,40.3504,41.3068,UP,1
2016-05-03,34.58,34.76,35.276,40.2252,41.2727,DOWN,0
2016-05-04,33.21,34.17,34.576,40.0818,41.236,DOWN,0
2016-05-05,32.805,33.28,33.943,39.9247,41.1955,UP,1
2016-05-06,33.03,32.67,33.611,39.7581,41.1535,DOWN,0
2016-05-09,32.94,33.03,33.313,39.5995,41.1051,UP,1
2016-05-10,33.77,33.24,33.151,39.4549,41.0758,DOWN,0
2016-05-11,32.86,33.68,33.081,39.2755,41.0394,DOWN,0
2016-05-12,31.33,33.01,32.786,39.0703,40.9902,UP,1
2016-05-13,31.51,31.09,32.482,38.8629,40.9441,UP,1
2016-05-16,32.12,31.81,32.318,38.6727,40.9034,UP,1
2016-05-17,32.64,32.25,32.092,38.4829,40.8661,DOWN,0
2016-05-18,32.61,32.61,32.042,38.3197,40.8206,DOWN,0
2016-05-19,32.15,32.28,32.206,38.1297,40.7676,DOWN,0
2016-05-20,32.01,32.3,32.306,37.9373,40.7129,DOWN,0
2016-05-23,31.73,32.03,32.228,37.7225,40.6606,UP,1
2016-05-24,32.15,31.89,32.13,37.5137,40.6139,UP,1
2016-05-25,32.17,32.39,32.042,37.3149,40.5664,DOWN,0
2016-05-26,31.51,32.13,31.914,37.0989,40.5104,UP,1
2016-05-27,31.65,31.6,31.842,36.8899,40.4561,UP,1
2016-05-31,31.91,31.75,31.878,36.6593,40.4023,UP,1
2016-06-01,31.95,31.94,31.838,36.4289,40.3476,DOWN,0
2016-06-02,31.67,31.67,31.738,36.2071,40.2862,DOWN,0
2016-06-03,30.81,31.59,31.598,35.9849,40.2221,UP,1
2016-06-06,31.26,30.77,31.52,35.8001,40.1608,UP,1
2016-06-07,32.36,31.46,31.61,35.6291,40.1127,UP,1
2016-06-08,32.51,32.63,31.722,35.4523,40.0765,UP,1
2016-06-09,33.4,32.25,32.068,35.2927,40.0554,DOWN,0
2016-06-10,33.14,32.8,32.534,35.1353,40.0336,DOWN,0
2016-06-13,31.8,32.99,32.642,34.9809,39.9983,DOWN,0
2016-06-14,30.36,31.81,32.242,34.8007,39.955,UP,1
2016-06-15,30.49,30.65,31.838,34.6319,39.9143,DOWN,0
2016-06-16,29.14,29.8,30.986,34.4367,39.8651,UP,1
2016-06-17,29.34,29.1,30.226,34.2563,39.8158,UP,1
2016-06-20,29.71,29.75,29.808,34.0805,39.7568,UP,1
2016-06-21,30.02,30.29,29.74,33.9063,39.7025,DOWN,0
2016-06-22,29.89,30.05,29.62,33.7203,39.6489,UP,1
2016-06-23,30.33,30.25,29.858,33.5281,39.5966,DOWN,0
2016-06-24,27.05,28.2,29.4,33.2457,39.5268,DOWN,0
2016-06-27,25.27,26.85,28.512,32.9329,39.4471,UP,1
2016-06-28,26.77,26.12,27.862,32.6499,39.3702,UP,1
2016-06-29,27.7,26.94,27.424,32.3771,39.2973,UP,1
2016-06-30,28.31,27.86,27.02,32.1181,39.2256,UP,1
2016-07-01,29.33,28.26,27.476,31.9045,39.157,DOWN,0
2016-07-05,28.93,29.09,28.208,31.7189,39.0817,DOWN,0
2016-07-06,28.35,27.76,28.524,31.5459,39.006,UP,1
2016-07-07,29.4,28.39,28.864,31.3955,38.9368,UP,1
2016-07-08,30.04,29.8,29.21,31.2621,38.8811,UP,1
2016-07-11,31.16,30.23,29.576,31.1659,38.8307,UP,1
2016-07-12,34.66,32.78,30.722,31.1653,38.8027,DOWN,0
2016-07-13,34.45,35.0,31.942,31.1657,38.7738,UP,1
2016-07-14,35.88,35.11,33.238,31.1917,38.7578,UP,1
2016-07-15,35.89,35.51,34.408,31.2453,38.7413,UP,1
2016-07-18,36.03,36.03,35.382,31.3098,38.7273,DOWN,0
2016-07-19,36.01,35.78,35.652,31.3694,38.7114,DOWN,0
2016-07-20,35.92,36.07,35.946,31.429,38.6978,DOWN,0
2016-07-21,34.96,35.1,35.762,31.4528,38.6717,UP,1
2016-07-22,36.36,36.45,35.856,31.5228,38.6628,DOWN,0
2016-07-25,35.8,36.35,35.81,31.6122,38.6453,UP,1
2016-07-26,36.55,35.91,35.918,31.713,38.6293,DOWN,0
2016-07-27,36.2,36.5,35.974,31.7946,38.5982,UP,1
2016-07-28,36.34,36.07,36.25,31.8686,38.5607,DOWN,0
2016-07-29,35.5,36.26,36.078,31.9264,38.5212,UP,1
2016-08-01,35.6,35.54,36.038,31.9954,38.4802,DOWN,0
2016-08-02,33.51,35.39,35.43,32.0254,38.4254,DOWN,0
2016-08-03,33.48,33.47,34.886,32.0604,38.3743,UP,1
2016-08-04,33.58,33.57,34.334,32.089,38.3199,UP,1
2016-08-05,34.44,33.71,34.122,32.1344,38.2682,DOWN,0
2016-08-08,34.35,34.22,33.872,32.1912,38.2184,UP,1
2016-08-09,34.59,35.21,34.088,32.25,38.1614,DOWN,0
2016-08-10,34.18,34.59,34.228,32.2954,38.1039,UP,1
2016-08-11,34.96,34.25,34.504,32.3556,38.0464,DOWN,0
2016-08-12,34.92,34.74,34.6,32.4206,37.9887,UP,1
2016-08-15,35.87,34.96,34.904,32.5218,37.9387,UP,1
2016-08-16,36.75,35.67,35.336,32.6316,37.8932,DOWN,0
2016-08-17,36.6,36.68,35.82,32.7164,37.8451,UP,1
2016-08-18,36.67,36.43,36.162,32.7996,37.7961,DOWN,0
2016-08-19,36.49,36.44,36.476,32.8614,37.746,DOWN,0
2016-08-22,36.0,36.33,36.502,32.9186,37.6979,UP,1
2016-08-23,36.4,36.32,36.432,33.0106,37.6519,UP,1
2016-08-24,36.65,36.27,36.442,33.1364,37.6084,UP,1
2016-08-25,36.72,36.34,36.452,33.261,37.5688,DOWN,0
2016-08-26,36.23,36.68,36.4,33.4028,37.5275,DOWN,0
2016-08-29,36.17,36.13,36.434,33.5394,37.4864,UP,1
2016-08-30,37.05,35.45,36.564,33.6862,37.4521,DOWN,0
2016-08-31,36.3,36.97,36.494,33.8118,37.4164,DOWN,0
2016-09-01,36.24,36.53,36.398,33.9388,37.3834,UP,1
2016-09-02,36.53,36.0,36.458,34.0628,37.3546,UP,1
2016-09-06,36.96,36.45,36.616,34.261,37.3306,UP,1
2016-09-07,38.75,37.5,36.956,34.5306,37.3129,UP,1
2016-09-08,39.35,38.68,37.566,34.7822,37.2986,DOWN,0
2016-09-09,38.49,39.0,38.016,34.998,37.2796,DOWN,0
2016-09-12,38.34,37.22,38.378,35.1986,37.2651,DOWN,0
2016-09-13,37.37,38.12,38.46,35.3594,37.2454,DOWN,0
2016-09-14,36.39,37.0,37.988,35.5086,37.2189,UP,1
2016-09-15,36.41,36.31,37.4,35.6698,37.1947,DOWN,0
2016-09-16,35.49,36.26,36.8,35.7916,37.1558,DOWN,0
2016-09-19,35.44,35.66,36.22,35.8996,37.1139,DOWN,0
2016-09-20,35.15,35.75,35.776,35.9794,37.0733,DOWN,0
2016-09-21,34.67,35.0,35.432,35.9796,37.0218,UP,1
2016-09-22,35.25,34.96,35.2,35.9956,36.9692,UP,1
2016-09-23,35.55,35.3,35.212,35.989,36.9242,DOWN,0
2016-09-26,34.93,35.19,35.11,35.9698,36.8806,UP,1
2016-09-27,36.0,34.98,35.28,35.9692,36.8401,DOWN,0
2016-09-28,35.84,36.1,35.514,35.9658,36.8089,DOWN,0
2016-09-29,35.82,35.65,35.628,35.9638,36.7791,UP,1
2016-09-30,36.61,35.98,35.84,35.9968,36.7492,UP,1
2016-10-03,37.7,36.46,36.394,36.0236,36.7217,DOWN,0
2016-10-04,37.63,38.39,36.72,36.0602,36.6976,UP,1
2016-10-05,37.87,37.82,37.126,36.0866,36.6815,UP,1
2016-10-06,38.17,37.83,37.596,36.126,36.6603,DOWN,0
2016-10-07,37.73,38.25,37.82,36.1538,36.6345,UP,1
2016-10-10,38.89,37.95,38.058,36.2216,36.6125,DOWN,0
2016-10-11,38.2,39.99,38.172,36.2736,36.5844,DOWN,0
2016-10-12,37.38,38.12,38.074,36.351,36.5552,UP,1
2016-10-13,39.24,36.95,38.288,36.4662,36.5339,DOWN,0
2016-10-14,38.65,39.45,38.472,36.5676,36.5131,DOWN,0
2016-10-17,38.58,38.66,38.41,36.6504,36.4943,UP,1
2016-10-18,39.35,38.84,38.64,36.7504,36.4865,UP,1
2016-10-19,40.63,39.48,39.29,36.8712,36.487,DOWN,0
2016-10-20,40.59,40.93,39.56,36.9994,36.4838,DOWN,0
2016-10-21,39.9,39.97,39.81,37.0982,36.4811,DOWN,0
2016-10-24,39.83,40.25,40.06,37.1964,36.4784,DOWN,0
2016-10-25,39.69,39.66,40.128,37.2728,36.4714,DOWN,0
2016-10-26,39.32,38.57,39.866,37.3242,36.458,UP,1
2016-10-27,39.91,39.45,39.73,37.3904,36.4571,UP,1
2016-10-28,40.06,39.85,39.762,37.4582,36.4546,UP,1
2016-10-31,40.6,40.31,39.916,37.5404,36.4638,DOWN,0
2016-11-01,39.8,40.51,39.938,37.6164,36.4685,DOWN,0
2016-11-02,39.71,39.72,40.016,37.6826,36.4718,DOWN,0
2016-11-03,39.38,39.78,39.91,37.7372,36.4697,UP,1
2016-11-04,39.74,39.27,39.846,37.7976,36.4676,UP,1
2016-11-07,41.49,40.39,40.024,37.9028,36.4807,UP,1
2016-11-08,41.7,41.42,40.404,38.0134,36.491,UP,1
2016-11-09,42.41,40.76,40.944,38.1206,36.5046,DOWN,0
2016-11-10,42.3,42.71,41.528,38.2406,36.5254,UP,1
2016-11-11,42.93,42.07,42.166,38.3744,36.5451,UP,1
2016-11-14,43.4,43.01,42.548,38.5118,36.5652,UP,1
2016-11-15,44.76,45.0,43.16,38.6678,36.6038,DOWN,0
2016-11-16,44.45,44.66,43.568,38.7818,36.6385,UP,1
2016-11-17,45.83,44.39,44.274,38.9114,36.6766,UP,1
2016-11-18,46.26,46.15,44.94,39.0668,36.7242,DOWN,0
2016-11-21,46.08,46.46,45.476,39.2216,36.7768,DOWN,0
2016-11-22,46.08,46.03,45.74,39.3958,36.8263,UP,1
2016-11-23,46.34,46.05,46.118,39.5948,36.8724,UP,1
2016-11-25,46.82,46.34,46.316,39.803,36.924,DOWN,0
2016-11-28,46.5,46.64,46.364,40.0232,36.9674,UP,1
2016-11-29,46.89,46.59,46.526,40.2522,37.0088,DOWN,0
2016-11-30,46.44,46.14,46.598,40.478,37.0443,DOWN,0
2016-12-01,45.75,46.2,46.48,40.6996,37.0754,UP,1
2016-12-02,46.1,46.09,46.336,40.9166,37.1071,DOWN,0
2016-12-05,45.72,46.45,46.18,41.12,37.1315,UP,1
2016-12-06,46.43,46.16,46.088,41.35,37.1617,UP,1
2016-12-07,48.65,46.61,46.53,41.603,37.2017,DOWN,0
2016-12-08,48.05,48.6,46.99,41.8472,37.2351,UP,1
2016-12-09,49.64,49.27,47.698,42.1236,37.279,DOWN,0
2016-12-12,47.59,49.16,48.072,42.3432,37.3119,UP,1
2016-12-13,47.84,47.94,48.354,42.546,37.342,UP,1
2016-12-14,47.92,47.84,48.208,42.7518,37.3736,UP,1
2016-12-15,48.3,48.1,48.258,42.9604,37.4057,DOWN,0
2016-12-16,47.63,48.61,47.856,43.1496,37.4357,UP,1
2016-12-19,48.58,47.89,48.054,43.3666,37.468,UP,1
2016-12-20,49.22,48.5,48.33,43.5732,37.5102,UP,1
2016-12-21,49.47,49.34,48.64,43.7986,37.5493,DOWN,0
2016-12-22,48.69,49.35,48.718,44.0248,37.5846,DOWN,0
2016-12-23,48.48,48.61,48.888,44.2096,37.6147,UP,1
2016-12-27,48.61,48.29,48.894,44.4088,37.6448,DOWN,0
2016-12-28,47.67,48.73,48.584,44.5906,37.6726,DOWN,0
2016-12-29,47.25,47.8,48.14,44.7486,37.6973,DOWN,0
2016-12-30,46.69,47.42,47.74,44.8698,37.7202,DOWN,0
2017-01-03,46.3,47.28,47.304,44.984,37.7345,UP,1
2017-01-04,46.7,46.63,46.922,45.12,37.7507,DOWN,0
2017-01-05,45.89,46.52,46.566,45.2412,37.7663,UP,1
2017-01-06,46.21,45.85,46.358,45.3716,37.7878,UP,1
2017-01-09,47.08,46.01,46.436,45.5268,37.8207,UP,1
2017-01-10,48.48,47.0,46.872,45.6982,37.8585,UP,1
2017-01-11,48.64,49.29,47.26,45.8698,37.895,DOWN,0
2017-01-12,48.1,48.67,47.702,46.0198,37.9286,DOWN,0
2017-01-13,47.65,48.16,47.99,46.1768,37.9618,DOWN,0
2017-01-17,46.75,47.56,47.924,46.3176,37.9979,UP,1
2017-01-18,47.64,46.72,47.756,46.4828,38.0393,DOWN,0
2017-01-19,47.26,47.64,47.48,46.6332,38.0809,UP,1
2017-01-20,48.0,47.54,47.46,46.7634,38.1264,DOWN,0
2017-01-23,46.94,47.9,47.318,46.8682,38.1693,UP,1
2017-01-24,47.54,47.05,47.476,46.9708,38.2145,UP,1
2017-01-25,47.91,47.9,47.53,47.083,38.2604,UP,1
2017-01-26,49.59,48.43,47.996,47.2162,38.3124,DOWN,0
2017-01-27,46.95,50.0,47.786,47.2872,38.3475,DOWN,0
2017-01-30,44.9,45.62,47.378,47.29,38.3661,DOWN,0
2017-01-31,44.25,44.79,46.72,47.286,38.3828,DOWN,0
2017-02-01,44.05,44.75,45.948,47.2504,38.3985,DOWN,0
2017-02-02,44.01,43.61,44.832,47.2054,38.4118,UP,1
2017-02-03,44.2,44.31,44.282,47.1678,38.4265,UP,1
2017-02-06,45.3,44.8,44.362,47.1522,38.453,DOWN,0
2017-02-07,45.17,45.75,44.546,47.1288,38.4878,DOWN,0
2017-02-08,45.06,45.26,44.748,47.0936,38.5281,UP,1
2017-02-09,46.3,45.07,45.206,47.0896,38.575,UP,1
2017-02-10,46.45,46.62,45.656,47.0808,38.6237,UP,1
2017-02-13,47.41,46.56,46.078,47.1002,38.6809,DOWN,0
2017-02-14,46.57,47.26,46.358,47.1166,38.7403,UP,1
2017-02-15,47.54,47.59,46.854,47.1454,38.8058,DOWN,0
2017-02-16,46.97,47.5,46.988,47.1704,38.8678,DOWN,0
2017-02-17,46.91,46.83,47.08,47.18,38.9363,DOWN,0
2017-02-21,46.81,47.01,46.96,47.1432,39.0063,DOWN,0
2017-02-22,46.32,46.5,46.91,47.1086,39.0728,DOWN,0
2017-02-23,46.1,46.42,46.622,47.0378,39.1386,UP,1
2017-02-24,46.28,46.0,46.484,47.0116,39.2011,UP,1
2017-02-27,46.32,46.18,46.366,46.9812,39.2684,UP,1
2017-02-28,46.36,46.32,46.276,46.95,39.3436,UP,1
2017-03-01,47.09,46.79,46.43,46.9258,39.4215,DOWN,0
2017-03-02,45.72,46.67,46.354,46.8876,39.4895,UP,1
