ticker,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-11-28,40.5,40.18,36.0625,40.113,39.5555,UP,1
2003-12-01,41.025,40.855,36.1121,40.394,39.6148,UP,1
2003-12-02,41.205,41.025,36.1574,40.586,39.6795,DOWN,0
2003-12-03,40.995,41.035,36.2015,40.781,39.7344,UP,1
2003-12-04,41.04,41.035,36.2446,40.953,39.7977,DOWN,0
2003-12-05,40.97,41.04,36.2872,41.047,39.8606,UP,1
2003-12-08,41.575,41.025,36.3356,41.157,39.9369,DOWN,0
2003-12-09,41.05,41.65,36.3792,41.126,40.0004,DOWN,0
2003-12-10,40.225,41.05,36.4209,40.972,40.0518,UP,1
2003-12-11,40.67,40.375,36.4613,40.898,40.1171,UP,1
2003-12-12,40.68,40.795,36.5017,40.84,40.1658,UP,1
2003-12-15,40.685,41.05,36.5424,40.662,40.2064,UP,1
2003-12-16,40.71,40.675,36.5837,40.594,40.2526,UP,1
2003-12-17,41.145,40.63,36.6236,40.778,40.3052,UP,1
2003-12-18,41.325,41.145,36.6635,40.909,40.3689,UP,1
2003-12-19,41.66,41.49,36.7048,41.105,40.4395,DOWN,0
2003-12-22,41.385,41.145,36.7482,41.245,40.5005,DOWN,0
2003-12-23,41.2,41.435,36.7919,41.343,40.558,DOWN,0
2003-12-24,41.2,40.775,36.8359,41.354,40.6055,DOWN,0
2003-12-26,41.19,41.19,36.8756,41.327,40.6401,UP,1
2003-12-29,42.105,41.245,36.918,41.416,40.6946,UP,1
2003-12-30,42.4,42.105,36.9543,41.619,40.7528,UP,1
2003-12-31,42.505,42.45,36.9937,41.88,40.7881,DOWN,0
2004-01-02,41.88,42.455,37.0301,42.016,40.8193,UP,1
2004-01-05,42.53,42.18,37.07,42.284,40.8684,DOWN,0
2004-01-06,42.3,42.405,37.1062,42.323,40.905,DOWN,0
2004-01-07,42.07,42.25,37.145,42.257,40.9313,UP,1
2004-01-08,42.15,42.16,37.1821,42.186,40.9652,UP,1
2004-01-09,42.2,42.15,37.2233,42.25,40.9946,UP,1
2004-01-12,42.585,42.075,37.264,42.261,41.0334,DOWN,0
2004-01-13,42.42,42.59,37.3032,42.285,41.0702,UP,1
2004-01-14,42.79,42.425,37.3455,42.429,41.1149,UP,1
2004-01-15,43.14,43.02,37.3875,42.627,41.1559,UP,1
2004-01-16,44.58,43.5,37.4437,43.103,41.2302,DOWN,0
2004-01-20,44.0,44.665,37.4974,43.386,41.2962,UP,1
2004-01-21,44.47,44.07,37.5547,43.796,41.3628,UP,1
2004-01-22,44.72,44.345,37.6167,44.182,41.4422,UP,1
2004-01-23,44.77,44.7,37.6745,44.508,41.5269,UP,1
2004-01-26,45.66,44.875,37.7359,44.724,41.6341,DOWN,0
2004-01-27,45.205,45.275,37.7941,44.965,41.7271,DOWN,0
2004-01-28,44.32,45.3,37.8491,44.935,41.7915,UP,1
2004-01-29,45.44,44.625,37.9087,45.079,41.8873,DOWN,0
2004-01-30,44.37,43.625,37.9643,44.999,41.9682,UP,1
2004-02-02,45.285,44.475,38.0321,44.924,42.0782,DOWN,0
2004-02-03,44.77,45.25,38.09,44.837,42.1733,UP,1
2004-02-04,44.785,44.645,38.1488,44.93,42.279,DOWN,0
2004-02-05,44.065,44.79,38.2014,44.655,42.3679,UP,1
2004-02-06,44.88,44.135,38.258,44.757,42.4606,UP,1
2004-02-09,44.94,44.855,38.3148,44.688,42.559,DOWN,0
2004-02-10,44.66,44.935,38.3721,44.666,42.6486,UP,1
2004-02-11,45.45,44.735,38.432,44.799,42.7476,DOWN,0
2004-02-12,45.155,45.135,38.4917,45.017,42.8302,DOWN,0
2004-02-13,45.095,45.28,38.5496,45.06,42.908,DOWN,0
2004-02-17,45.075,45.34,38.6096,45.087,42.9896,DOWN,0
2004-02-18,45.075,45.085,38.6685,45.17,43.0703,DOWN,0
2004-02-19,44.65,45.27,38.7245,45.01,43.1439,UP,1
2004-02-20,44.965,44.775,38.7826,44.972,43.2117,DOWN,0
2004-02-23,44.675,45.06,38.8424,44.888,43.2842,DOWN,0
2004-02-24,44.67,44.675,38.9035,44.807,43.3731,DOWN,0
2004-02-25,44.56,44.75,38.966,44.704,43.4509,DOWN,0
2004-02-26,44.44,44.51,39.0249,44.662,43.5261,DOWN,0
2004-02-27,44.365,42.5,39.0836,44.542,43.5997,UP,1
2004-03-01,44.62,44.465,39.146,44.531,43.6779,DOWN,0
2004-03-02,44.185,44.62,39.2036,44.434,43.7387,UP,1
2004-03-03,45.15,44.135,39.2666,44.552,43.8152,DOWN,0
2004-03-04,44.94,45.025,39.3303,44.652,43.8808,UP,1
2004-03-05,45.21,44.89,39.3968,44.821,43.9573,UP,1
2004-03-08,46.385,46.69,39.4657,45.174,44.061,DOWN,0
2004-03-09,45.895,46.375,39.53,45.516,44.1549,DOWN,0
2004-03-10,45.37,45.9,39.5906,45.56,44.2385,DOWN,0
2004-03-11,44.3,45.1,39.6456,45.432,44.2824,UP,1
2004-03-12,44.715,44.66,39.7042,45.333,44.3287,DOWN,0
2004-03-15,43.995,44.715,39.7576,44.855,44.3585,UP,1
2004-03-16,44.085,44.1,39.8097,44.493,44.4026,UP,1
2004-03-17,45.6,44.525,39.8686,44.539,44.464,DOWN,0
2004-03-18,45.24,45.325,39.926,44.727,44.5228,DOWN,0
2004-03-19,44.67,44.9,39.9771,44.718,44.5748,DOWN,0
2004-03-22,43.545,44.365,40.0206,44.628,44.6027,UP,1
2004-03-23,43.865,43.725,40.0672,44.584,44.636,DOWN,0
2004-03-24,43.63,43.81,40.1116,44.19,44.6569,DOWN,0
2004-03-25,43.62,43.635,40.1522,43.866,44.6809,UP,1
2004-03-26,43.9,43.65,40.1907,43.712,44.7031,UP,1
2004-03-29,44.22,44.01,40.2327,43.847,44.7247,UP,1
2004-03-30,44.395,44.22,40.2759,43.953,44.721,DOWN,0
2004-03-31,44.265,44.39,40.3162,44.08,44.7263,UP,1
2004-04-01,45.0,44.25,40.3582,44.356,44.7369,UP,1
2004-04-02,46.485,45.315,40.4128,44.873,44.7722,UP,1
2004-04-05,47.15,46.55,40.4748,45.459,44.8198,DOWN,0
2004-04-06,47.075,46.975,40.5352,45.995,44.8481,DOWN,0
2004-04-07,47.035,47.075,40.5977,46.549,44.8847,UP,1
2004-04-08,47.235,47.3,40.6599,46.996,44.943,UP,1
2004-04-12,47.54,47.27,40.725,47.207,44.985,DOWN,0
2004-04-13,47.015,47.775,40.7845,47.18,45.0379,UP,1
2004-04-14,47.26,46.76,40.8459,47.217,45.0774,UP,1
2004-04-15,47.8,47.37,40.9115,47.37,45.138,UP,1
2004-04-16,49.83,49.25,40.9859,47.889,45.2389,DOWN,0
2004-04-19,49.625,49.425,41.059,48.306,45.3501,DOWN,0
2004-04-20,48.705,49.675,41.1288,48.644,45.4266,UP,1
2004-04-21,49.325,48.95,41.2007,49.057,45.5143,UP,1
2004-04-22,50.135,49.37,41.275,49.524,45.6238,DOWN,0
2004-04-23,49.72,50.26,41.3469,49.502,45.7092,UP,1
2004-04-26,50.05,50.01,41.4204,49.587,45.8071,UP,1
2004-04-27,50.415,50.4,41.4945,49.929,45.9135,DOWN,0
2004-04-28,49.48,50.455,41.5619,49.96,46.0016,DOWN,0
2004-04-29,49.425,49.58,41.6316,49.818,46.0886,UP,1
2004-04-30,49.465,49.72,41.6949,49.767,46.1849,UP,1
2004-05-03,49.84,49.62,41.7611,49.725,46.2824,DOWN,0
2004-05-04,49.76,49.9,41.824,49.594,46.3841,UP,1
2004-05-05,50.555,49.965,41.8924,49.809,46.5018,DOWN,0
2004-05-06,50.38,50.55,41.958,50.0,46.6182,UP,1
2004-05-07,50.595,50.38,42.0256,50.226,46.7413,DOWN,0
2004-05-10,49.625,50.405,42.0886,50.183,46.8465,UP,1
2004-05-11,50.015,49.655,42.1507,50.234,46.9544,DOWN,0
2004-05-12,49.995,50.015,42.212,50.122,47.0706,UP,1
2004-05-13,50.475,49.875,42.2685,50.141,47.1771,UP,1
2004-05-14,50.735,50.35,42.3281,50.169,47.293,DOWN,0
2004-05-17,50.39,50.74,42.3888,50.322,47.3966,UP,1
2004-05-18,50.77,50.89,42.4521,50.473,47.4843,DOWN,0
2004-05-19,50.75,51.38,42.5172,50.624,47.5814,DOWN,0
2004-05-20,49.71,50.76,42.58,50.471,47.6682,UP,1
2004-05-21,50.67,50.13,42.6494,50.458,47.7956,DOWN,0
2004-05-24,50.42,51.2,42.717,50.464,47.9097,UP,1
2004-05-25,50.49,50.23,42.784,50.408,48.0396,UP,1
2004-05-26,50.73,50.53,42.8488,50.404,48.1725,UP,1
2004-05-27,51.0,50.76,42.9148,50.662,48.2805,DOWN,0
2004-05-28,50.85,51.0,42.9813,50.698,48.3927,UP,1
2004-06-01,51.87,51.0,43.0507,50.988,48.5367,UP,1
2004-06-02,52.14,52.07,43.1215,51.318,48.7086,UP,1
2004-06-03,52.21,52.17,43.1924,51.614,48.8755,UP,1
2004-06-04,52.69,52.6,43.267,51.952,49.0567,UP,1
2004-06-07,53.59,53.47,43.3461,52.5,49.2561,UP,1
2004-06-08,54.03,53.84,43.4274,52.932,49.4587,DOWN,0
2004-06-09,53.82,54.26,43.5107,53.268,49.6507,UP,1
2004-06-10,54.35,54.45,43.5967,53.696,49.8498,DOWN,0
2004-06-14,54.0,54.36,43.6805,53.958,50.0445,UP,1
2004-06-15,54.18,54.5,43.7656,54.076,50.2281,DOWN,0
2004-06-16,54.09,54.18,43.8468,54.088,50.3802,DOWN,0
2004-06-17,54.07,54.09,43.9277,54.138,50.5186,UP,1
2004-06-18,54.26,53.82,44.0074,54.12,50.6623,UP,1
2004-06-21,54.43,54.49,44.0894,54.206,50.8102,DOWN,0
2004-06-22,54.42,54.55,44.1721,54.254,50.9539,UP,1
2004-06-23,54.58,54.51,44.258,54.352,51.0947,DOWN,0
2004-06-24,54.52,54.6,44.3455,54.442,51.2448,UP,1
2004-06-25,54.93,54.56,44.4353,54.576,51.3982,DOWN,0
2004-06-28,54.37,55.76,44.5222,54.564,51.5296,UP,1
2004-06-29,54.82,54.6,44.6113,54.644,51.6294,UP,1
2004-06-30,55.0,55.15,44.7012,54.728,51.7369,DOWN,0
2004-07-01,55.0,55.49,44.7901,54.824,51.8628,DOWN,0
2004-07-02,54.77,54.9,44.8769,54.792,51.9717,UP,1
2004-07-06,56.16,54.83,44.9693,55.15,52.0922,UP,1
2004-07-07,57.33,56.25,45.0642,55.652,52.2444,DOWN,0
2004-07-08,57.03,57.33,45.159,56.058,52.384,DOWN,0
2004-07-09,55.81,57.04,45.2482,56.22,52.4919,DOWN,0
2004-07-12,54.91,55.67,45.3315,56.248,52.6005,UP,1
2004-07-13,54.98,54.91,45.4171,56.012,52.7116,DOWN,0
2004-07-14,54.28,54.73,45.4993,55.402,52.8079,UP,1
2004-07-15,54.8,54.24,45.5845,54.956,52.9071,DOWN,0
2004-07-16,46.04,52.5,45.6254,53.002,52.8327,UP,1
2004-07-19,47.95,46.97,45.6768,51.61,52.7806,UP,1
2004-07-20,48.7,48.19,45.7333,50.354,52.747,DOWN,0
2004-07-21,48.16,49.2,45.7829,49.13,52.6983,DOWN,0
2004-07-22,47.41,48.15,45.8267,47.652,52.654,DOWN,0
2004-07-23,47.13,47.22,45.8703,47.87,52.5963,UP,1
2004-07-26,47.14,47.38,45.9134,47.708,52.5392,UP,1
2004-07-27,47.8,47.17,45.9617,47.528,52.4857,DOWN,0
2004-07-28,46.88,47.8,46.0055,47.272,52.4086,DOWN,0
2004-07-29,46.18,46.24,46.0447,47.026,52.3244,UP,1
2004-07-30,47.68,46.3,46.0915,47.136,52.2626,UP,1
2004-08-02,48.03,47.36,46.1375,47.314,52.2082,UP,1
2004-08-03,48.16,48.0,46.181,47.386,52.1772,DOWN,0
2004-08-04,47.71,47.7,46.2227,47.552,52.118,DOWN,0
2004-08-05,45.97,47.71,46.2551,47.51,52.029,DOWN,0
2004-08-06,44.24,45.5,46.2726,46.822,51.904,UP,1
2004-08-09,45.01,44.25,46.296,46.218,51.7896,UP,1
2004-08-10,45.83,45.47,46.3248,45.752,51.6862,UP,1
2004-08-11,45.97,45.76,46.3523,45.404,51.5886,DOWN,0
2004-08-12,45.65,45.97,46.3768,45.34,51.4642,DOWN,0
2004-08-13,45.21,45.59,46.4005,45.534,51.3256,UP,1
2004-08-16,45.71,45.21,46.4254,45.674,51.1956,UP,1
2004-08-17,45.74,45.96,46.4509,45.656,51.0566,UP,1
2004-08-18,46.35,45.75,46.4798,45.732,50.9118,DOWN,0
2004-08-19,45.99,46.1,46.5069,45.8,50.751,UP,1
2004-08-20,46.42,46.0,46.5336,46.042,50.603,UP,1
2004-08-23,47.0,46.8,46.5643,46.3,50.456,DOWN,0
2004-08-24,46.95,47.33,46.5955,46.542,50.315,DOWN,0
2004-08-25,46.94,46.95,46.6245,46.66,50.1702,DOWN,0
2004-08-26,45.98,46.94,46.6507,46.658,50.008,UP,1
2004-08-27,46.06,46.2,46.6783,46.586,49.8478,DOWN,0
2004-08-30,45.37,45.9,46.7036,46.26,49.67,DOWN,0
2004-08-31,45.3,45.5,46.7274,45.93,49.4874,UP,1
2004-09-01,46.04,45.41,46.7521,45.75,49.3198,UP,1
2004-09-02,47.52,46.0,46.7864,46.058,49.1786,DOWN,0
2004-09-03,46.98,47.75,46.8197,46.242,49.0278,UP,1
2004-09-07,47.88,47.2,46.8602,46.744,48.8868,DOWN,0
2004-09-08,47.46,47.92,46.8974,47.176,48.7486,DOWN,0
2004-09-09,47.22,47.55,46.936,47.412,48.5966,UP,1
2004-09-10,47.33,47.22,46.9745,47.374,48.4432,DOWN,0
2004-09-13,47.1,47.61,47.0088,47.398,48.2852,UP,1
2004-09-14,47.2,47.1,47.0447,47.262,48.1338,DOWN,0
2004-09-15,46.71,47.45,47.0773,47.112,47.9448,UP,1
2004-09-16,46.88,46.96,47.1092,47.044,47.7358,UP,1
2004-09-17,48.15,47.5,47.1449,47.208,47.5582,DOWN,0
2004-09-20,47.93,47.95,47.1785,47.374,47.4006,UP,1
2004-09-21,48.69,48.12,47.217,47.672,47.2762,DOWN,0
2004-09-22,47.65,48.09,47.25,47.86,47.1296,DOWN,0
2004-09-23,47.62,47.7,47.2833,48.008,46.9964,UP,1
2004-09-24,48.18,47.63,47.3163,48.014,46.864,DOWN,0
2004-09-27,48.0,48.09,47.351,48.028,46.9032,DOWN,0
2004-09-28,47.1,48.0,47.3854,47.71,46.8862,UP,1
2004-09-29,47.78,47.1,47.421,47.736,46.8678,UP,1
2004-09-30,48.08,47.78,47.458,47.828,46.8662,UP,1
2004-10-01,48.4,48.33,47.4966,47.872,46.886,DOWN,0
2004-10-04,48.22,48.5,47.5341,47.916,46.9078,DOWN,0
2004-10-05,47.91,48.35,47.5679,48.078,46.9232,UP,1
2004-10-06,48.16,48.05,47.6021,48.154,46.9304,DOWN,0
2004-10-07,47.24,47.92,47.63,47.986,46.9376,DOWN,0
2004-10-08,45.51,47.24,47.6506,47.408,46.9242,DOWN,0
2004-10-11,44.64,45.5,47.6678,46.692,46.8634,DOWN,0
2004-10-12,44.47,44.64,47.6842,46.004,46.7922,DOWN,0
2004-10-13,44.04,44.37,47.6984,45.18,46.7098,DOWN,0
2004-10-14,43.93,43.83,47.7075,44.518,46.6342,DOWN,0
2004-10-15,42.09,43.7,47.706,43.834,46.5566,UP,1
2004-10-18,44.31,42.05,47.715,43.768,46.558,DOWN,0
2004-10-19,43.34,44.34,47.7223,43.542,46.5246,UP,1
2004-10-20,43.35,43.35,47.7264,43.404,46.475,DOWN,0
2004-10-21,42.9,43.62,47.7294,43.198,46.4136,DOWN,0
2004-10-22,42.3,43.0,47.7306,43.24,46.3466,DOWN,0
2004-10-25,41.75,42.3,47.7286,42.728,46.2774,UP,1
2004-10-26,42.51,42.2,47.7301,42.562,46.2134,UP,1
2004-10-27,43.4,42.58,47.7342,42.572,46.1666,DOWN,0
2004-10-28,43.1,43.15,47.7376,42.612,46.1016,DOWN,0
2004-10-29,43.09,42.9,47.7391,42.77,46.0436,DOWN,0
2004-11-01,42.14,42.65,47.7341,42.848,45.958,UP,1
2004-11-02,42.37,42.6,47.723,42.82,45.8654,UP,1
2004-11-03,43.5,44.0,47.7205,42.84,45.7964,DOWN,0
2004-11-04,43.5,43.6,47.7157,42.92,45.7276,UP,1
2004-11-05,44.32,43.8,47.7137,43.166,45.6944,DOWN,0
2004-11-08,44.3,44.5,47.7113,43.598,45.6592,DOWN,0
2004-11-09,43.71,44.55,47.7016,43.866,45.626,UP,1
2004-11-10,43.79,43.55,47.6945,43.924,45.5958,UP,1
2004-11-11,44.95,44.23,47.6977,44.214,45.574,DOWN,0
2004-11-12,44.48,44.85,47.6929,44.246,45.5132,DOWN,0
2004-11-15,44.35,44.23,47.6928,44.256,45.4606,DOWN,0
2004-11-16,43.9,44.3,47.6858,44.294,45.381,UP,1
2004-11-17,44.0,43.95,47.682,44.336,45.3118,DOWN,0
2004-11-18,43.99,44.0,47.678,44.144,45.2472,DOWN,0
2004-11-19,43.17,44.1,47.6735,43.882,45.164,UP,1
2004-11-22,43.85,42.9,47.6684,43.782,45.099,DOWN,0
2004-11-23,43.51,43.53,47.6612,43.704,45.0252,UP,1
2004-11-24,44.4,43.55,47.6599,43.784,44.979,UP,1
2004-11-26,44.44,44.01,47.6549,43.874,44.9302,DOWN,0
2004-11-29,44.17,44.33,47.65,44.074,44.8506,DOWN,0
2004-11-30,43.99,43.99,47.6444,44.102,44.7718,UP,1
2004-12-01,45.2,44.1,47.6451,44.44,44.702,UP,1
2004-12-02,45.44,45.2,47.6469,44.648,44.6578,DOWN,0
2004-12-03,45.29,45.44,47.6501,44.818,44.6112,DOWN,0
2004-12-06,44.75,45.05,47.649,44.934,44.5426,DOWN,0
2004-12-07,44.18,44.99,47.6466,44.972,44.4662,UP,1
2004-12-08,45.35,44.0,47.6499,45.002,44.4312,UP,1
2004-12-09,46.29,45.15,47.6586,45.172,44.4014,UP,1
2004-12-10,46.55,45.95,47.6692,45.424,44.3708,UP,1
2004-12-13,46.72,46.56,47.6809,45.818,44.3372,UP,1
2004-12-14,47.08,46.52,47.6932,46.398,44.3144,DOWN,0
2004-12-15,45.88,46.88,47.7017,46.504,44.2738,DOWN,0
2004-12-16,45.7,45.83,47.7044,46.386,44.2246,UP,1
2004-12-17,45.96,45.02,47.7095,46.268,44.199,UP,1
2004-12-20,46.27,45.97,47.7149,46.178,44.2142,UP,1
2004-12-21,46.89,46.3,47.7174,46.14,44.2592,UP,1
2004-12-22,47.43,47.25,47.725,46.45,44.3184,DOWN,0
2004-12-23,47.03,47.6,47.7333,46.716,44.3782,UP,1
2004-12-27,47.08,47.13,47.7472,46.94,44.4412,UP,1
2004-12-28,47.66,47.33,47.762,47.218,44.5526,UP,1
2004-12-29,47.86,47.49,47.7813,47.412,44.6236,UP,1
2004-12-30,48.2,47.95,47.8019,47.566,44.7208,UP,1
2004-12-31,48.25,48.1,47.8151,47.81,44.8188,DOWN,0
2005-01-03,48.25,49.95,47.8302,48.044,44.9258,UP,1
2005-01-04,48.89,48.9,47.8513,48.29,45.0576,UP,1
2005-01-05,48.95,49.0,47.8783,48.508,45.2016,DOWN,0
2005-01-06,48.65,49.15,47.9022,48.598,45.3244,DOWN,0
2005-01-07,48.25,48.75,47.9253,48.598,45.4214,UP,1
2005-01-10,49.4,48.3,47.9542,48.828,45.5474,DOWN,0
2005-01-11,49.17,49.4,47.9806,48.884,45.669,UP,1
2005-01-12,49.93,49.26,48.0091,49.08,45.8248,DOWN,0
2005-01-13,48.17,50.0,48.028,48.984,45.9408,UP,1
2005-01-14,48.78,48.42,48.0506,49.09,46.0464,UP,1
2005-01-18,49.94,49.15,48.0753,49.198,46.1752,UP,1
2005-01-19,50.63,50.01,48.096,49.49,46.3014,DOWN,0
2005-01-20,50.18,50.64,48.1112,49.54,46.419,DOWN,0
2005-01-21,49.46,50.18,48.1231,49.798,46.534,DOWN,0
2005-01-24,48.54,49.45,48.1306,49.75,46.629,UP,1
2005-01-25,48.65,48.75,48.1377,49.492,46.703,UP,1
2005-01-26,49.75,48.99,48.1487,49.316,46.8084,DOWN,0
2005-01-27,48.75,49.75,48.1574,49.03,46.8964,DOWN,0
2005-01-28,48.08,48.8,48.1615,48.754,46.98,UP,1
2005-01-31,49.14,48.55,48.1682,48.874,47.0828,UP,1
2005-02-01,51.56,50.0,48.1768,49.456,47.2342,DOWN,0
2005-02-02,51.08,51.74,48.1841,49.722,47.3924,UP,1
2005-02-03,51.39,50.96,48.1975,50.25,47.5432,UP,1
2005-02-04,52.58,51.39,48.2138,51.15,47.7246,DOWN,0
2005-02-07,51.7,52.57,48.2216,51.662,47.8706,DOWN,0
2005-02-08,50.97,51.71,48.2279,51.544,48.0012,DOWN,0
2005-02-09,50.05,51.05,48.2279,51.338,48.1188,UP,1
2005-02-10,50.19,50.1,48.2268,51.098,48.2428,UP,1
2005-02-11,50.95,50.37,48.2341,50.772,48.3578,DOWN,0
2005-02-14,50.29,51.14,48.2385,50.49,48.4548,UP,1
2005-02-15,50.4,50.54,48.2431,50.376,48.557,UP,1
2005-02-16,50.57,50.4,48.2468,50.48,48.6734,DOWN,0
2005-02-17,50.3,50.57,48.2495,50.502,48.7958,UP,1
2005-02-18,50.67,50.5,48.25,50.446,48.9022,DOWN,0
2005-02-22,49.78,50.68,48.2471,50.344,48.972,DOWN,0
2005-02-23,49.7,49.78,48.2426,50.204,49.035,UP,1
2005-02-24,50.04,49.84,48.2447,50.098,49.1014,DOWN,0
2005-02-25,50.03,50.1,48.2447,50.044,49.1604,DOWN,0
2005-02-28,49.66,49.73,48.2431,49.842,49.236,UP,1
2005-03-01,49.67,49.66,48.239,49.82,49.3154,DOWN,0
2005-03-02,49.38,49.67,48.2323,49.756,49.3838,UP,1
2005-03-03,49.4,49.45,48.2273,49.628,49.4464,UP,1
2005-03-04,49.78,49.8,48.2224,49.578,49.5042,UP,1
2005-03-07,49.8,50.0,48.2176,49.606,49.5516,DOWN,0
2005-03-08,48.27,49.89,48.2104,49.326,49.5764,DOWN,0
2005-03-09,47.92,48.27,48.1967,49.034,49.5932,UP,1
2005-03-10,48.72,48.25,48.1882,48.898,49.6144,DOWN,0
2005-03-11,47.43,48.8,48.1729,48.428,49.6058,UP,1
2005-03-14,47.65,47.6,48.1575,47.998,49.5948,DOWN,0
2005-03-15,46.8,47.65,48.1365,47.704,49.5658,DOWN,0
2005-03-16,46.77,46.6,48.1161,47.474,49.5362,UP,1
2005-03-17,47.5,46.78,48.0942,47.23,49.5084,DOWN,0
2005-03-18,47.5,47.5,48.071,47.244,49.4794,UP,1
2005-03-21,47.56,47.3,48.0478,47.226,49.4576,DOWN,0
2005-03-22,46.11,47.45,48.0149,47.088,49.4148,DOWN,0
2005-03-23,45.84,46.17,47.9761,46.902,49.3436,DOWN,0
2005-03-24,45.65,46.29,47.9342,46.532,49.2732,UP,1
2005-03-28,46.82,46.15,47.8992,46.396,49.211,UP,1
2005-03-29,47.18,46.7,47.8633,46.32,49.1912,UP,1
2005-03-30,47.43,47.25,47.8305,46.584,49.1642,DOWN,0
2005-03-31,44.61,44.25,47.7827,46.338,49.0576,DOWN,0
2005-04-01,44.15,44.62,47.733,46.038,48.928,UP,1
2005-04-04,44.19,44.1,47.6836,45.512,48.8082,UP,1
2005-04-05,44.94,44.2,47.637,45.064,48.7178,UP,1
2005-04-06,46.0,45.1,47.5948,44.778,48.667,UP,1
2005-04-07,46.06,45.94,47.553,45.068,48.6152,DOWN,0
2005-04-08,45.57,46.15,47.508,45.352,48.5316,UP,1
2005-04-11,45.63,45.82,47.4635,45.64,48.4692,UP,1
2005-04-12,45.66,45.43,47.4171,45.784,48.4208,DOWN,0
2005-04-13,45.09,45.67,47.3707,45.602,48.3398,UP,1
2005-04-14,45.91,45.22,47.3262,45.572,48.2268,UP,1
2005-04-15,46.28,45.8,47.2826,45.714,48.1308,DOWN,0
2005-04-18,46.23,46.29,47.2387,45.834,48.0276,UP,1
2005-04-19,46.6,47.05,47.1979,46.022,47.908,UP,1
2005-04-20,48.34,47.0,47.1588,46.672,47.8408,UP,1
2005-04-21,48.83,48.9,47.1163,47.256,47.798,DOWN,0
2005-04-22,48.27,48.83,47.0725,47.654,47.7624,UP,1
2005-04-25,48.92,48.48,47.038,48.192,47.737,DOWN,0
2005-04-26,48.9,49.09,47.008,48.652,47.696,UP,1
2005-04-27,49.45,48.88,46.9804,48.874,47.6792,DOWN,0
2005-04-28,48.49,49.13,46.9514,48.806,47.641,UP,1
2005-04-29,48.55,48.6,46.9201,48.862,47.6006,UP,1
2005-05-02,48.78,48.56,46.9338,48.834,47.5702,DOWN,0
2005-05-03,48.28,48.4,46.9355,48.71,47.5224,UP,1
2005-05-04,49.45,48.3,46.9392,48.71,47.5158,DOWN,0
2005-05-05,48.84,49.6,46.9426,48.78,47.4986,DOWN,0
2005-05-06,48.25,48.92,46.9469,48.72,47.4628,DOWN,0
2005-05-09,48.21,48.28,46.9522,48.606,47.4264,DOWN,0
2005-05-10,47.39,48.0,46.9535,48.428,47.381,UP,1
2005-05-11,47.95,47.57,46.9543,48.128,47.3466,DOWN,0
2005-05-12,47.2,47.75,46.9559,47.8,47.303,DOWN,0
2005-05-13,46.62,47.08,46.9581,47.474,47.2474,UP,1
2005-05-16,47.31,46.7,46.9562,47.294,47.198,UP,1
2005-05-17,47.52,47.05,46.9537,47.32,47.1524,UP,1
2005-05-18,48.12,47.97,46.9535,47.354,47.1494,UP,1
2005-05-19,48.23,48.09,46.9561,47.56,47.1556,UP,1
2005-05-20,48.39,48.45,46.9682,47.914,47.149,UP,1
2005-05-23,48.89,48.5,46.9914,48.23,47.1782,UP,1
2005-05-24,49.02,48.89,47.0115,48.53,47.2056,DOWN,0
2005-05-25,49.0,48.85,47.0273,48.706,47.2496,UP,1
2005-05-26,49.31,49.0,47.044,48.922,47.3004,DOWN,0
2005-05-27,48.91,49.18,47.0603,49.026,47.3286,DOWN,0
2005-05-31,48.65,49.0,47.0775,48.978,47.3516,UP,1
2005-06-01,48.88,48.55,47.0934,48.95,47.378,DOWN,0
2005-06-02,48.82,48.85,47.1088,48.914,47.4322,UP,1
2005-06-03,48.92,48.82,47.1216,48.836,47.4938,DOWN,0
2005-06-06,48.6,48.97,47.1347,48.774,47.5528,UP,1
2005-06-07,49.32,48.75,47.1492,48.908,47.6028,DOWN,0
2005-06-08,48.98,49.5,47.1591,48.928,47.6388,UP,1
2005-06-09,49.15,49.0,47.1701,48.994,47.6732,DOWN,0
2005-06-10,48.9,48.3,47.1799,48.99,47.759,UP,1
2005-06-13,49.06,48.65,47.1953,49.082,47.8572,UP,1
2005-06-14,49.96,49.08,47.2148,49.21,47.9726,DOWN,0
2005-06-15,49.31,50.13,47.2344,49.276,48.06,UP,1
2005-06-16,49.44,50.5,47.2552,49.334,48.1288,DOWN,0
2005-06-17,49.36,49.9,47.2718,49.426,48.1948,UP,1
2005-06-20,49.44,49.03,47.2814,49.502,48.2722,DOWN,0
2005-06-21,48.86,49.18,47.2908,49.282,48.3368,DOWN,0
2005-06-22,47.74,47.75,47.2901,48.968,48.3784,DOWN,0
2005-06-23,47.06,47.65,47.2881,48.492,48.4178,UP,1
2005-06-24,47.11,46.99,47.2875,48.042,48.4418,DOWN,0
2005-06-27,46.86,47.18,47.2852,47.526,48.4534,UP,1
2005-06-28,47.88,47.05,47.2891,47.33,48.4864,DOWN,0
2005-06-29,47.8,48.0,47.2921,47.342,48.5104,DOWN,0
2005-06-30,47.56,47.8,47.2963,47.442,48.4948,DOWN,0
