ticker,BA US Equity,BA US Equity,BA US Equity,BA US Equity,BA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-01-26,49.86,49.56,49.8271,50.062,52.5378,UP,1
2005-01-27,50.97,49.54,49.8731,50.076,52.4766,DOWN,0
2005-01-28,49.92,50.97,49.9148,50.046,52.395,UP,1
2005-01-31,50.6,50.25,49.9602,50.238,52.312,UP,1
2005-02-01,51.04,50.6,50.0079,50.478,52.2358,UP,1
2005-02-02,52.23,51.6,50.0616,50.952,52.205,DOWN,0
2005-02-03,52.0,52.95,50.1188,51.158,52.1656,UP,1
2005-02-04,52.58,51.95,50.1775,51.69,52.1306,DOWN,0
2005-02-07,52.5,52.42,50.2286,52.07,52.0982,UP,1
2005-02-08,53.5,52.65,50.2839,52.562,52.0878,UP,1
2005-02-09,54.12,53.5,50.3383,52.94,52.0978,DOWN,0
2005-02-10,53.86,54.12,50.3898,53.312,52.1036,UP,1
2005-02-11,54.14,53.75,50.4404,53.624,52.0924,DOWN,0
2005-02-14,54.04,54.01,50.4943,53.932,52.076,UP,1
2005-02-15,54.43,54.25,50.553,54.118,52.0594,DOWN,0
2005-02-16,53.92,54.15,50.6047,54.078,52.0428,DOWN,0
2005-02-17,53.66,54.2,50.6566,54.038,52.041,DOWN,0
2005-02-18,52.78,53.67,50.7017,53.766,52.0406,DOWN,0
2005-02-22,52.15,52.35,50.7428,53.388,52.028,UP,1
2005-02-23,52.72,52.8,50.7894,53.046,52.034,UP,1
2005-02-24,53.94,53.2,50.8462,53.05,52.0594,UP,1
2005-02-25,54.99,53.6,50.9052,53.316,52.1064,DOWN,0
2005-02-28,54.97,54.9,50.9622,53.754,52.1578,DOWN,0
2005-03-01,54.49,54.98,51.0165,54.222,52.206,UP,1
2005-03-02,55.3,54.45,51.0758,54.738,52.25,UP,1
2005-03-03,57.42,55.45,51.1493,55.434,52.334,UP,1
2005-03-04,58.38,57.63,51.2261,56.112,52.4332,DOWN,0
2005-03-07,58.3,57.52,51.3007,56.778,52.521,DOWN,0
2005-03-08,58.15,58.31,51.3768,57.51,52.6134,DOWN,0
2005-03-09,57.75,57.85,51.4486,58.0,52.7054,UP,1
2005-03-10,57.98,57.76,51.5157,58.112,52.8,DOWN,0
2005-03-11,57.49,57.85,51.5796,57.934,52.9084,UP,1
2005-03-14,57.71,57.5,51.6444,57.816,53.0246,UP,1
2005-03-15,58.48,57.85,51.7058,57.882,53.1588,DOWN,0
2005-03-16,56.77,58.3,51.7606,57.686,53.2748,UP,1
2005-03-17,56.89,56.75,51.8157,57.468,53.413,UP,1
2005-03-18,57.16,57.05,51.8677,57.402,53.54,DOWN,0
2005-03-21,56.84,57.0,51.9214,57.228,53.6672,UP,1
2005-03-22,57.22,57.0,51.973,56.976,53.8054,DOWN,0
2005-03-23,56.85,57.23,52.0166,56.992,53.9228,DOWN,0
2005-03-24,56.8,57.02,52.0602,56.974,54.0424,UP,1
2005-03-28,58.1,57.3,52.1074,57.162,54.1656,DOWN,0
2005-03-29,57.25,57.73,52.1499,57.244,54.298,UP,1
2005-03-30,58.79,57.25,52.1997,57.558,54.4556,DOWN,0
2005-03-31,58.46,58.79,52.2457,57.88,54.5872,UP,1
2005-04-01,58.78,58.55,52.2901,58.276,54.7346,DOWN,0
2005-04-04,58.33,58.6,52.3344,58.322,54.8832,DOWN,0
2005-04-05,58.33,58.32,52.3771,58.538,55.0484,UP,1
2005-04-06,58.43,58.72,52.4217,58.466,55.2242,UP,1
2005-04-07,59.01,58.45,52.4684,58.576,55.4076,DOWN,0
2005-04-08,58.6,59.0,52.5081,58.54,55.5824,UP,1
2005-04-11,59.4,58.75,52.5533,58.754,55.751,DOWN,0
2005-04-12,58.45,59.4,52.5891,58.778,55.9216,UP,1
2005-04-13,58.67,58.65,52.6314,58.826,56.083,DOWN,0
2005-04-14,58.16,59.05,52.6696,58.656,56.2254,DOWN,0
2005-04-15,57.0,58.49,52.6992,58.336,56.3208,DOWN,0
2005-04-18,56.92,56.65,52.7343,57.84,56.4192,UP,1
2005-04-19,58.09,56.93,52.7771,57.768,56.5294,DOWN,0
2005-04-20,57.23,58.1,52.8167,57.48,56.624,UP,1
2005-04-21,59.08,57.85,52.8652,57.664,56.7356,DOWN,0
2005-04-22,57.88,58.55,52.9047,57.84,56.8108,UP,1
2005-04-25,59.58,58.8,52.9524,58.372,56.9252,DOWN,0
2005-04-26,59.0,59.85,52.9964,58.554,57.0224,UP,1
2005-04-27,59.66,58.49,53.0434,59.04,57.1348,DOWN,0
2005-04-28,58.72,60.0,53.0904,58.968,57.2206,UP,1
2005-04-29,59.52,59.03,53.1423,59.296,57.3326,DOWN,0
2005-05-02,59.38,59.52,53.1936,59.256,57.447,UP,1
2005-05-03,59.87,59.65,53.2496,59.43,57.5888,UP,1
2005-05-04,60.28,59.75,53.3072,59.554,57.7514,DOWN,0
2005-05-05,59.74,60.1,53.3673,59.758,57.8918,UP,1
2005-05-06,61.01,60.18,53.4358,60.056,58.0332,DOWN,0
2005-05-09,60.56,60.75,53.5033,60.292,58.1446,UP,1
2005-05-10,61.04,60.56,53.5735,60.526,58.266,DOWN,0
2005-05-11,60.4,61.05,53.6344,60.55,58.3842,UP,1
2005-05-12,60.49,60.53,53.6918,60.7,58.488,DOWN,0
2005-05-13,59.5,60.89,53.7409,60.398,58.5296,UP,1
2005-05-16,60.41,59.7,53.7892,60.368,58.5702,UP,1
2005-05-17,60.91,60.5,53.8392,60.342,58.6224,UP,1
2005-05-18,61.69,61.17,53.8939,60.6,58.6932,DOWN,0
2005-05-19,61.35,62.05,53.9456,60.772,58.7652,UP,1
2005-05-20,61.9,61.75,54.0051,61.252,58.8436,DOWN,0
2005-05-23,61.64,61.95,54.0716,61.498,58.9266,UP,1
2005-05-24,62.25,61.4,54.1391,61.766,59.0174,DOWN,0
2005-05-25,61.45,61.73,54.1983,61.718,59.0768,UP,1
2005-05-26,62.99,62.05,54.2648,62.046,59.2012,UP,1
2005-05-27,63.02,63.0,54.3333,62.27,59.3238,UP,1
2005-05-31,63.9,63.01,54.4042,62.722,59.4586,DOWN,0
2005-06-01,63.8,63.95,54.4684,63.032,59.5978,UP,1
2005-06-02,64.38,63.8,54.5388,63.618,59.741,UP,1
2005-06-03,64.66,64.16,54.6084,63.952,59.8972,UP,1
2005-06-06,65.55,64.88,54.6849,64.458,60.0722,DOWN,0
2005-06-07,65.28,65.55,54.759,64.734,60.2158,DOWN,0
2005-06-08,64.47,65.07,54.8281,64.868,60.3602,UP,1
2005-06-09,65.11,64.48,54.8991,65.014,60.4866,DOWN,0
2005-06-10,64.65,65.05,54.9598,65.012,60.6104,DOWN,0
2005-06-13,64.63,65.05,55.0226,64.828,60.7274,DOWN,0
2005-06-14,62.93,64.68,55.0773,64.358,60.8194,UP,1
2005-06-15,64.41,63.4,55.14,64.346,60.941,DOWN,0
2005-06-16,63.69,64.25,55.1974,64.062,61.0462,UP,1
2005-06-17,64.62,64.15,55.2585,64.056,61.1584,DOWN,0
2005-06-20,63.67,63.9,55.3089,63.864,61.2598,DOWN,0
2005-06-21,62.78,63.4,55.3573,63.834,61.3274,UP,1
2005-06-22,63.13,62.4,55.4031,63.578,61.421,DOWN,0
2005-06-23,61.86,63.14,55.4422,63.212,61.4848,DOWN,0
2005-06-24,60.59,61.6,55.4788,62.406,61.5334,UP,1
2005-06-27,61.76,60.35,55.5169,62.024,61.6286,UP,1
2005-06-28,62.45,62.1,55.5577,61.958,61.7392,DOWN,0
2005-06-29,61.67,62.45,55.5965,61.666,61.8108,UP,1
2005-06-30,66.0,64.5,55.6582,62.494,61.9862,DOWN,0
2005-07-01,64.68,65.78,55.709,63.312,62.0982,UP,1
2005-07-05,65.42,64.3,55.7603,64.044,62.249,DOWN,0
2005-07-06,64.29,65.5,55.8081,64.412,62.3432,UP,1
2005-07-07,65.18,63.98,55.8605,65.114,62.4668,DOWN,0
2005-07-08,65.07,65.07,55.9174,64.928,62.575,DOWN,0
2005-07-11,64.97,65.25,55.9773,64.986,62.7,DOWN,0
2005-07-12,64.3,64.96,56.0331,64.762,62.7956,UP,1
2005-07-13,64.58,64.3,56.0934,64.82,62.8996,DOWN,0
2005-07-14,64.58,64.95,56.1547,64.7,62.9938,UP,1
2005-07-15,64.75,64.58,56.2234,64.636,63.0832,DOWN,0
2005-07-18,64.74,64.75,56.289,64.59,63.1832,UP,1
2005-07-19,64.89,65.0,56.3511,64.708,63.2608,UP,1
2005-07-20,66.08,64.89,56.4199,65.008,63.3712,DOWN,0
2005-07-21,65.71,66.18,56.491,65.234,63.4646,UP,1
2005-07-22,66.2,65.4,56.5602,65.524,63.5806,DOWN,0
2005-07-25,66.05,66.0,56.6338,65.786,63.6918,UP,1
2005-07-26,66.35,66.61,56.7151,66.078,63.8288,UP,1
2005-07-27,66.7,67.7,56.7973,66.202,63.9546,DOWN,0
2005-07-28,66.0,66.71,56.8753,66.26,64.0564,UP,1
2005-07-29,66.01,66.21,56.9542,66.222,64.1428,DOWN,0
2005-08-01,65.75,66.3,57.0317,66.162,64.2308,UP,1
2005-08-02,66.33,65.75,57.1124,66.158,64.3194,UP,1
2005-08-03,66.65,65.98,57.1977,66.148,64.4196,DOWN,0
2005-08-04,66.27,66.64,57.283,66.202,64.5,DOWN,0
2005-08-05,66.19,66.13,57.3691,66.238,64.5948,DOWN,0
2005-08-08,65.99,66.3,57.4513,66.286,64.6548,UP,1
2005-08-09,67.13,66.3,57.5394,66.446,64.737,DOWN,0
2005-08-10,65.96,67.16,57.6242,66.308,64.7782,UP,1
2005-08-11,67.31,66.11,57.7108,66.516,64.8484,DOWN,0
2005-08-12,66.54,67.31,57.793,66.586,64.8916,UP,1
2005-08-15,67.46,66.4,57.881,66.88,64.9476,DOWN,0
2005-08-16,66.27,67.4,57.9628,66.708,64.962,UP,1
2005-08-17,67.02,66.39,58.0482,66.92,64.9968,DOWN,0
2005-08-18,66.63,66.94,58.1319,66.784,65.04,UP,1
2005-08-19,67.15,66.7,58.2119,66.906,65.0808,UP,1
2005-08-22,67.79,67.39,58.2979,66.972,65.1436,DOWN,0
2005-08-23,67.43,67.65,58.3793,67.204,65.1996,DOWN,0
2005-08-24,67.13,67.3,58.4546,67.226,65.2836,UP,1
2005-08-25,67.21,67.13,58.5281,67.342,65.3396,DOWN,0
2005-08-26,66.31,67.15,58.5927,67.174,65.392,UP,1
2005-08-29,67.58,66.1,58.6591,67.132,65.4512,DOWN,0
2005-08-30,66.74,67.3,58.7231,66.994,65.5126,UP,1
2005-08-31,67.02,66.9,58.7881,66.972,65.5974,DOWN,0
2005-09-01,65.99,66.65,58.848,66.728,65.6546,DOWN,0
2005-09-02,64.34,64.87,58.896,66.334,65.7042,UP,1
2005-09-06,65.03,64.37,58.9469,65.824,65.793,DOWN,0
2005-09-07,64.5,64.8,59.0005,65.376,65.8478,UP,1
2005-09-08,64.59,64.8,59.0536,64.89,65.8906,UP,1
2005-09-09,65.4,64.83,59.109,64.772,65.9652,DOWN,0
2005-09-12,65.14,65.15,59.1641,64.932,65.948,UP,1
2005-09-13,65.4,65.14,59.221,65.006,65.9624,DOWN,0
2005-09-14,64.18,65.41,59.2738,64.942,65.9376,UP,1
2005-09-15,65.08,64.19,59.3313,65.04,65.9534,DOWN,0
2005-09-16,64.8,65.45,59.3818,64.92,65.9458,DOWN,0
2005-09-19,64.1,64.5,59.428,64.712,65.9264,DOWN,0
2005-09-20,63.45,63.85,59.469,64.322,65.896,DOWN,0
2005-09-21,62.41,62.47,59.5073,63.968,65.8582,UP,1
2005-09-22,62.51,62.35,59.5511,63.454,65.8168,UP,1
2005-09-23,63.2,62.56,59.6031,63.134,65.7892,UP,1
2005-09-26,64.67,65.5,59.6625,63.248,65.7876,UP,1
2005-09-27,66.55,64.99,59.7332,63.868,65.8238,UP,1
2005-09-28,67.21,66.5,59.8059,64.828,65.8702,UP,1
2005-09-29,67.28,66.95,59.8791,65.782,65.8942,UP,1
2005-09-30,67.95,67.15,59.9568,66.732,65.939,DOWN,0
2005-10-03,67.14,67.92,60.0321,67.226,65.9578,UP,1
2005-10-04,67.95,67.45,60.1064,67.506,65.9958,DOWN,0
2005-10-05,67.05,67.45,60.1755,67.474,66.0098,UP,1
2005-10-06,67.93,67.55,60.2481,67.604,66.0344,DOWN,0
2005-10-07,67.3,67.71,60.315,67.474,66.0604,UP,1
2005-10-10,67.9,67.06,60.3869,67.626,66.0982,DOWN,0
2005-10-11,66.7,67.55,60.4546,67.376,66.1172,UP,1
2005-10-12,67.65,66.8,60.5266,67.496,66.1436,DOWN,0
2005-10-13,66.49,67.27,60.5987,67.208,66.1404,UP,1
2005-10-14,67.5,66.61,60.6767,67.248,66.165,DOWN,0
2005-10-17,67.24,67.15,60.7541,67.116,66.186,DOWN,0
2005-10-18,67.12,67.11,60.8348,67.2,66.2086,UP,1
2005-10-19,68.37,66.87,60.9268,67.344,66.2334,DOWN,0
2005-10-20,67.3,68.5,61.0092,67.506,66.2602,DOWN,0
2005-10-21,66.02,67.28,61.0869,67.21,66.2344,UP,1
2005-10-24,67.32,66.5,61.172,67.226,66.25,DOWN,0
2005-10-25,66.97,67.35,61.2519,67.196,66.2402,DOWN,0
2005-10-26,65.1,65.4,61.3233,66.542,66.2168,DOWN,0
2005-10-27,64.05,65.1,61.3839,65.892,66.1574,UP,1
2005-10-28,65.64,64.25,61.4589,65.816,66.1376,DOWN,0
2005-10-31,64.64,65.8,61.5276,65.28,66.0874,UP,1
2005-11-01,65.05,65.0,61.5934,64.896,66.0326,DOWN,0
2005-11-02,64.7,64.72,61.6599,64.816,65.978,UP,1
2005-11-03,65.5,64.4,61.7329,65.106,65.9454,DOWN,0
2005-11-04,65.28,65.2,61.8089,65.034,65.9068,UP,1
2005-11-07,65.69,65.48,61.8892,65.244,65.8944,DOWN,0
2005-11-08,65.01,65.05,61.965,65.236,65.843,DOWN,0
2005-11-09,64.71,65.1,62.0393,65.238,65.8024,UP,1
2005-11-10,66.1,64.77,62.1149,65.358,65.784,DOWN,0
2005-11-11,65.35,65.8,62.1921,65.372,65.7712,UP,1
2005-11-14,66.23,65.25,62.2702,65.48,65.809,UP,1
2005-11-15,67.0,66.21,62.35,65.878,65.8484,UP,1
2005-11-16,67.44,67.1,62.4261,66.424,65.9072,UP,1
2005-11-17,67.65,67.92,62.5043,66.734,65.9684,DOWN,0
2005-11-18,66.95,67.95,62.5762,67.054,65.9994,UP,1
2005-11-21,69.0,68.13,62.6587,67.608,66.0766,UP,1
2005-11-22,69.1,69.01,62.7367,68.028,66.1506,UP,1
2005-11-23,69.44,68.95,62.8133,68.428,66.2558,DOWN,0
2005-11-25,69.06,69.6,62.8893,68.71,66.3354,DOWN,0
2005-11-28,68.63,69.01,62.9617,69.046,66.412,UP,1
2005-11-29,69.13,69.1,63.0372,69.072,66.5126,DOWN,0
2005-11-30,68.19,69.45,63.106,68.89,66.6074,UP,1
2005-12-01,69.67,68.35,63.1847,68.936,66.7526,DOWN,0
2005-12-02,69.44,69.82,63.2636,69.012,66.8912,DOWN,0
2005-12-05,69.2,69.45,63.3457,69.126,67.0112,UP,1
2005-12-06,69.57,69.65,63.4328,69.214,67.1092,UP,1
2005-12-07,69.65,69.61,63.5175,69.506,67.1712,UP,1
2005-12-08,70.07,69.66,63.5981,69.586,67.2284,DOWN,0
2005-12-09,69.65,70.07,63.6714,69.628,67.2758,UP,1
2005-12-12,70.19,70.0,63.7475,69.826,67.3206,UP,1
2005-12-13,70.59,70.0,63.828,70.03,67.3896,UP,1
2005-12-14,71.45,71.0,63.9088,70.39,67.4596,DOWN,0
2005-12-15,70.79,71.45,63.9756,70.534,67.5344,DOWN,0
2005-12-16,70.75,71.05,64.0375,70.754,67.5908,DOWN,0
2005-12-19,69.97,70.75,64.0958,70.71,67.6442,UP,1
2005-12-20,70.74,70.2,64.1588,70.74,67.701,DOWN,0
2005-12-21,70.39,70.97,64.222,70.528,67.7748,UP,1
2005-12-22,71.32,70.95,64.2887,70.634,67.8482,UP,1
2005-12-23,71.49,71.95,64.3587,70.782,67.9482,DOWN,0
2005-12-27,70.53,71.9,64.4228,70.894,68.0088,UP,1
2005-12-28,70.96,70.86,64.4852,70.938,68.0832,UP,1
2005-12-29,71.18,71.2,64.5572,71.096,68.1644,DOWN,0
2005-12-30,70.24,71.05,64.624,70.88,68.2018,UP,1
2006-01-03,70.44,70.4,64.6904,70.67,68.2646,UP,1
2006-01-04,71.17,70.08,64.762,70.798,68.3676,DOWN,0
2006-01-05,70.33,70.55,64.8276,70.672,68.4278,DOWN,0
2006-01-06,69.35,70.34,64.8901,70.306,68.4754,DOWN,0
2006-01-09,68.77,69.28,64.9499,70.012,68.5488,UP,1
2006-01-10,69.1,68.8,65.0049,69.744,68.6498,UP,1
2006-01-11,70.1,70.113,65.0692,69.53,68.739,DOWN,0
2006-01-12,69.69,70.25,65.1237,69.402,68.84,DOWN,0
2006-01-13,69.48,69.64,65.1788,69.428,68.9286,DOWN,0
2006-01-17,68.69,69.07,65.2283,69.412,69.0084,DOWN,0
2006-01-18,68.33,68.55,65.2783,69.258,69.065,DOWN,0
2006-01-19,68.17,68.16,65.3275,68.872,69.1228,DOWN,0
2006-01-20,66.5,68.1,65.3679,68.234,69.139,UP,1
2006-01-23,67.02,65.9,65.4079,67.742,69.1792,UP,1
2006-01-24,67.66,67.41,65.4532,67.536,69.2382,DOWN,0
2006-01-25,66.91,67.71,65.4908,67.252,69.2544,UP,1
2006-01-26,68.72,67.44,65.5421,67.362,69.3218,DOWN,0
2006-01-27,68.56,68.39,65.5916,67.774,69.3684,UP,1
2006-01-30,69.03,68.52,65.6459,68.176,69.409,DOWN,0
2006-01-31,68.31,69.0,65.7025,68.306,69.4264,UP,1
2006-02-01,71.62,70.0,65.776,69.248,69.5058,UP,1
2006-02-02,71.7,71.35,65.844,69.844,69.6008,DOWN,0
2006-02-03,70.87,71.7,65.9122,70.306,69.6382,UP,1
2006-02-06,71.14,70.65,65.9725,70.728,69.679,UP,1
2006-02-07,71.55,71.3,66.0409,71.376,69.7212,UP,1
2006-02-08,71.76,71.25,66.1018,71.404,69.7752,UP,1
2006-02-09,72.01,71.77,66.1668,71.466,69.8428,UP,1
2006-02-10,72.53,72.1,66.2312,71.798,69.9108,DOWN,0
2006-02-13,72.11,71.95,66.2981,71.992,69.9892,UP,1
2006-02-14,72.71,72.35,66.3641,72.224,70.05,DOWN,0
2006-02-15,72.45,72.37,66.4294,72.362,70.1102,UP,1
2006-02-16,72.55,72.428,66.4928,72.47,70.1772,UP,1
2006-02-17,72.96,72.55,66.5562,72.556,70.245,UP,1
2006-02-21,73.05,73.15,66.6228,72.744,70.313,UP,1
2006-02-22,74.39,73.06,66.6897,73.08,70.3994,DOWN,0
2006-02-23,73.9,73.95,66.7564,73.37,70.4844,UP,1
2006-02-24,74.31,73.65,66.8227,73.722,70.5668,DOWN,0
2006-02-27,74.13,74.05,66.8914,73.956,70.6376,DOWN,0
2006-02-28,72.69,73.9,66.9524,73.884,70.6624,UP,1
2006-03-01,72.95,72.56,67.0196,73.596,70.7056,DOWN,0
2006-03-02,72.8,72.95,67.0816,73.376,70.7466,UP,1
2006-03-03,73.39,72.81,67.144,73.192,70.815,DOWN,0
2006-03-06,72.63,73.7,67.1987,72.892,70.8528,UP,1
2006-03-07,73.16,72.66,67.2577,72.986,70.9082,DOWN,0
2006-03-08,72.82,72.85,67.3123,72.96,70.9382,UP,1
2006-03-09,73.76,72.75,67.3729,73.152,70.9836,UP,1
2006-03-10,74.79,73.77,67.4356,73.432,71.0688,UP,1
2006-03-13,74.84,75.21,67.5026,73.874,71.1464,UP,1
2006-03-14,75.45,74.818,67.5649,74.332,71.2318,UP,1
2006-03-15,76.05,75.4,67.63,74.978,71.348,UP,1
2006-03-16,76.73,76.25,67.6942,75.572,71.4738,UP,1
2006-03-17,77.85,77.2,67.7644,76.184,71.6074,UP,1
2006-03-20,78.18,78.5,67.8334,76.852,71.7644,UP,1
2006-03-21,78.26,78.8,67.9014,77.414,71.9426,UP,1
2006-03-22,78.61,78.6,67.9667,77.926,72.1394,DOWN,0
2006-03-23,77.9,78.61,68.0298,78.16,72.3154,UP,1
2006-03-24,78.73,78.05,68.1011,78.336,72.488,DOWN,0
2006-03-27,78.39,78.73,68.1675,78.378,72.662,DOWN,0
2006-03-28,77.51,78.505,68.2318,78.228,72.8226,UP,1
2006-03-29,79.18,77.95,68.3046,78.342,73.0324,DOWN,0
2006-03-30,78.42,78.95,68.382,78.446,73.2342,DOWN,0
2006-03-31,77.93,78.6,68.4496,78.286,73.4294,UP,1
2006-04-03,78.01,78.25,68.5212,78.21,73.6596,UP,1
2006-04-04,78.6,78.575,68.5911,78.428,73.8912,UP,1
2006-04-05,79.11,78.85,68.6683,78.414,74.1202,UP,1
2006-04-06,79.82,79.22,68.7535,78.694,74.3784,DOWN,0
2006-04-07,79.57,79.99,68.8357,79.022,74.5954,UP,1
2006-04-10,80.79,79.62,68.9304,79.578,74.84,DOWN,0
2006-04-11,80.57,80.63,69.0303,79.972,75.0708,UP,1
2006-04-12,83.21,81.12,69.1375,80.792,75.3688,DOWN,0
2006-04-13,82.93,83.7,69.2399,81.414,75.595,DOWN,0
2006-04-17,82.35,83.2,69.3433,81.97,75.808,UP,1
2006-04-18,83.3,82.42,69.4298,82.472,76.0566,UP,1
2006-04-19,84.96,83.75,69.5312,83.35,76.333,UP,1
2006-04-20,85.5,84.71,69.6316,83.808,76.612,UP,1
2006-04-21,86.46,86.2,69.7425,84.514,76.906,DOWN,0
2006-04-24,86.1,86.66,69.8471,85.264,77.1878,DOWN,0
2006-04-25,85.11,86.35,69.9473,85.626,77.4394,DOWN,0
2006-04-26,84.91,84.16,70.047,85.616,77.6954,DOWN,0
2006-04-27,84.1,84.54,70.146,85.336,77.9232,DOWN,0
2006-04-28,83.45,84.28,70.2403,84.734,78.1432,UP,1
2006-05-01,83.86,83.45,70.3367,84.286,78.3694,UP,1
2006-05-02,85.33,84.26,70.4396,84.33,78.6168,UP,1
2006-05-03,85.87,85.4,70.5453,84.522,78.8732,UP,1
2006-05-04,86.64,85.89,70.654,85.03,79.1182,UP,1
2006-05-05,88.47,87.47,70.766,86.034,79.4096,DOWN,0
2006-05-08,87.59,88.48,70.8754,86.78,79.6752,UP,1
2006-05-09,87.99,87.61,70.9843,87.312,79.9524,UP,1
2006-05-10,88.94,88.0,71.0988,87.926,80.2774,DOWN,0
2006-05-11,88.21,89.45,71.2081,88.24,80.5826,DOWN,0
2006-05-12,87.01,88.21,71.3096,87.948,80.8668,DOWN,0
2006-05-15,85.86,85.76,71.4089,87.602,81.1162,UP,1
2006-05-16,86.4,85.89,71.5109,87.284,81.3916,DOWN,0
2006-05-17,83.77,86.4,71.601,86.25,81.6038,DOWN,0
2006-05-18,82.73,84.25,71.683,85.154,81.802,UP,1
2006-05-19,84.61,83.0,71.7728,84.674,82.019,UP,1
2006-05-22,85.71,84.46,71.87,84.644,82.2374,DOWN,0
2006-05-23,85.15,86.04,71.9648,84.394,82.4436,DOWN,0
2006-05-24,82.38,84.97,72.0467,84.116,82.5822,UP,1
2006-05-25,82.99,82.8,72.126,84.168,82.721,UP,1
2006-05-26,83.5,83.6,72.2137,83.946,82.8564,DOWN,0
2006-05-30,82.13,83.5,72.2878,83.23,82.942,UP,1
2006-05-31,83.25,81.21,72.3714,82.85,83.0434,UP,1
2006-06-01,83.64,83.6,72.4523,83.102,83.151,UP,1
2006-06-02,83.8,84.0,72.5399,83.264,83.2548,DOWN,0
2006-06-05,82.13,83.79,72.6155,82.99,83.3394,DOWN,0
2006-06-06,80.65,82.0,72.6856,82.694,83.3778,UP,1
2006-06-07,81.46,80.83,72.7571,82.336,83.4392,DOWN,0
2006-06-08,81.19,81.46,72.8241,81.846,83.5128,DOWN,0
2006-06-09,80.5,81.95,72.8895,81.186,83.5392,DOWN,0
2006-06-12,77.88,80.6,72.9432,80.336,83.5284,DOWN,0
2006-06-13,76.98,77.77,72.9921,79.602,83.5094,UP,1
2006-06-14,82.01,79.4,73.0706,79.712,83.5894,UP,1
2006-06-15,84.81,82.01,73.1567,80.436,83.7136,UP,1
2006-06-16,85.54,85.1,73.2507,81.444,83.8422,DOWN,0
2006-06-19,84.76,85.65,73.3394,82.82,83.941,UP,1
2006-06-20,84.85,85.25,73.4337,84.394,84.0466,UP,1
2006-06-21,85.85,84.9,73.5413,85.162,84.1478,DOWN,0
2006-06-22,84.06,85.55,73.6364,85.012,84.2176,DOWN,0
2006-06-23,83.39,84.06,73.7309,84.582,84.2212,UP,1
2006-06-26,83.89,83.48,73.8274,84.408,84.2404,DOWN,0
2006-06-27,81.93,83.85,73.91,83.824,84.232,UP,1
2006-06-28,82.64,81.94,73.9975,83.182,84.2188,UP,1
2006-06-29,83.0,82.64,74.0855,82.97,84.1796,DOWN,0
2006-06-30,81.91,82.99,74.1742,82.674,84.1078,DOWN,0
2006-07-03,81.3,81.35,74.2553,82.156,84.0046,DOWN,0
2006-07-05,80.17,81.28,74.3321,81.804,83.886,UP,1
2006-07-06,80.81,80.27,74.4157,81.438,83.8,DOWN,0
2006-07-07,79.99,80.4,74.4984,80.836,83.7016,UP,1
2006-07-10,80.35,80.03,74.5881,80.524,83.6266,UP,1
2006-07-11,81.63,80.1,74.6837,80.59,83.5902,DOWN,0
2006-07-12,80.92,81.45,74.7723,80.74,83.5314,DOWN,0
2006-07-13,79.59,80.7,74.8469,80.496,83.4166,DOWN,0
2006-07-14,77.25,79.59,74.9004,79.948,83.2442,UP,1
2006-07-17,78.95,78.11,74.9591,79.668,83.0904,UP,1
2006-07-18,79.17,79.5,75.0185,79.176,82.9044,UP,1
2006-07-19,82.29,79.32,75.0902,79.45,82.7984,DOWN,0
2006-07-20,80.69,82.9,75.158,79.67,82.6524,DOWN,0
2006-07-21,79.08,80.69,75.2136,80.036,82.4552,UP,1
2006-07-24,81.44,79.45,75.2856,80.534,82.3198,UP,1
2006-07-25,83.75,80.75,75.3647,81.45,82.2546,DOWN,0
2006-07-26,79.9,82.18,75.4277,80.972,82.1354,DOWN,0
2006-07-27,78.71,80.0,75.4817,80.576,81.9816,UP,1
2006-07-28,78.91,79.4,75.5428,80.542,81.8844,DOWN,0
2006-07-31,77.42,78.46,75.5916,79.738,81.7782,UP,1
2006-08-01,78.17,77.42,75.65,78.622,81.6494,UP,1
2006-08-02,78.62,78.7,75.7056,78.366,81.5076,UP,1
2006-08-03,79.4,77.88,75.7664,78.504,81.3926,UP,1
2006-08-04,79.49,80.16,75.8283,78.62,81.3348,UP,1
2006-08-07,79.75,79.1,75.8852,79.086,81.27,DOWN,0
2006-08-08,78.15,79.55,75.9394,79.082,81.163,DOWN,0
2006-08-09,77.16,78.25,75.9951,78.79,81.0636,DOWN,0
2006-08-10,76.2,76.8,76.0395,78.15,80.9226,DOWN,0
2006-08-11,75.96,76.22,76.0845,77.444,80.769,DOWN,0
2006-08-14,75.39,76.65,76.1359,76.572,80.6008,UP,1
2006-08-15,76.58,76.0,76.1986,76.258,80.4898,UP,1
2006-08-16,78.83,77.2,76.2645,76.592,80.4534,DOWN,0
2006-08-17,78.59,78.83,76.3343,77.07,80.396,DOWN,0
2006-08-18,77.62,78.68,76.3971,77.402,80.3246,DOWN,0
2006-08-21,76.63,77.62,76.4568,77.65,80.2472,UP,1
2006-08-22,76.95,77.0,76.514,77.724,80.2286,DOWN,0
2006-08-23,76.36,77.0,76.5694,77.23,80.2162,DOWN,0
2006-08-24,75.24,76.85,76.6172,76.56,80.0808,DOWN,0
2006-08-25,73.93,75.24,76.6618,75.822,79.8632,UP,1
