ticker,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-07-08,33.86,33.82,34.036,33.32,30.6668,DOWN,0
2011-07-11,33.28,33.66,33.892,33.3246,30.696,DOWN,0
2011-07-12,33.27,33.42,33.728,33.3382,30.7212,UP,1
2011-07-13,33.35,33.31,33.578,33.344,30.7417,UP,1
2011-07-14,33.36,33.41,33.424,33.3476,30.7597,DOWN,0
2011-07-15,33.21,33.41,33.294,33.3574,30.7781,DOWN,0
2011-07-18,33.06,33.13,33.25,33.3684,30.7971,UP,1
2011-07-19,33.82,33.15,33.36,33.3858,30.8205,DOWN,0
2011-07-20,33.22,33.8,33.334,33.39,30.8419,UP,1
2011-07-21,33.41,33.44,33.344,33.3964,30.8627,DOWN,0
2011-07-22,33.2,33.48,33.342,33.392,30.8799,DOWN,0
2011-07-25,32.48,33.1,33.226,33.3674,30.8932,UP,1
2011-07-26,32.5,32.67,32.962,33.3496,30.9057,DOWN,0
2011-07-27,31.74,32.46,32.666,33.3146,30.9177,DOWN,0
2011-07-28,31.5,31.74,32.284,33.2722,30.9311,DOWN,0
2011-07-29,31.46,31.25,31.936,33.2202,30.9422,DOWN,0
2011-08-01,31.14,31.71,31.668,33.1708,30.9529,DOWN,0
2011-08-02,30.52,31.15,31.272,33.1086,30.9609,UP,1
2011-08-03,31.05,30.41,31.134,33.0716,30.9694,DOWN,0
2011-08-04,30.4,30.86,30.914,33.0246,30.9809,UP,1
2011-08-05,30.8,30.65,30.782,32.9774,30.9944,DOWN,0
2011-08-08,30.46,29.98,30.646,32.9088,31.0072,UP,1
2011-08-09,31.64,31.12,30.87,32.8484,31.0244,DOWN,0
2011-08-10,30.78,31.37,30.816,32.7626,31.0353,UP,1
2011-08-11,31.62,31.03,31.06,32.7588,31.0518,UP,1
2011-08-12,31.66,31.95,31.232,32.7526,31.0704,UP,1
2011-08-15,32.19,31.87,31.578,32.7596,31.0917,UP,1
2011-08-16,33.79,33.02,32.008,32.7904,31.1197,DOWN,0
2011-08-17,32.77,34.13,32.406,32.7972,31.1438,DOWN,0
2011-08-18,32.55,31.96,32.592,32.802,31.1634,DOWN,0
2011-08-19,32.08,32.24,32.676,32.7896,31.181,DOWN,0
2011-08-22,31.94,32.74,32.626,32.777,31.199,UP,1
2011-08-23,32.4,32.18,32.348,32.7646,31.221,UP,1
2011-08-24,32.84,32.45,32.362,32.7524,31.2433,DOWN,0
2011-08-25,32.23,32.99,32.298,32.7298,31.2615,UP,1
2011-08-26,32.55,32.2,32.392,32.7172,31.279,UP,1
2011-08-29,33.79,32.74,32.762,32.7152,31.2995,UP,1
2011-08-30,35.76,35.16,33.434,32.745,31.3332,UP,1
2011-08-31,36.6,36.41,34.186,32.789,31.3718,DOWN,0
2011-09-01,35.97,36.54,34.934,32.8288,31.4059,UP,1
2011-09-02,36.06,35.63,35.636,32.8786,31.4376,UP,1
2011-09-06,36.45,35.51,36.168,32.9388,31.4695,UP,1
2011-09-07,37.13,36.71,36.442,33.0196,31.5003,DOWN,0
2011-09-08,35.0,35.84,36.122,33.0504,31.5154,DOWN,0
2011-09-09,34.8,34.28,35.888,33.078,31.523,UP,1
2011-09-12,35.74,34.93,35.824,33.115,31.5367,UP,1
2011-09-13,36.05,36.06,35.744,33.156,31.5532,UP,1
2011-09-14,37.01,36.08,35.72,33.2144,31.5744,UP,1
2011-09-15,37.39,37.25,36.198,33.2802,31.5971,UP,1
2011-09-16,38.07,37.56,36.852,33.359,31.6259,DOWN,0
2011-09-19,37.9,37.8,37.284,33.4398,31.6558,DOWN,0
2011-09-20,37.65,37.95,37.604,33.5272,31.6769,DOWN,0
2011-09-21,37.08,37.94,37.618,33.6034,31.7073,DOWN,0
2011-09-22,36.01,36.22,37.342,33.6566,31.7294,UP,1
2011-09-23,36.55,36.0,37.038,33.7204,31.7579,UP,1
2011-09-26,37.08,36.9,36.874,33.7978,31.7892,UP,1
2011-09-27,37.32,37.73,36.808,33.883,31.8204,UP,1
2011-09-28,37.78,37.31,36.948,33.9622,31.8543,DOWN,0
2011-09-29,37.72,38.09,37.29,34.0522,31.8904,UP,1
2011-09-30,37.76,37.34,37.532,34.1392,31.9267,DOWN,0
2011-10-03,36.82,37.71,37.48,34.2116,31.9573,UP,1
2011-10-04,37.22,36.4,37.46,34.3064,31.9901,UP,1
2011-10-05,37.71,37.36,37.446,34.4106,32.0237,UP,1
2011-10-06,37.88,38.0,37.478,34.5334,32.0566,DOWN,0
2011-10-07,37.8,38.03,37.486,34.6594,32.0901,UP,1
2011-10-10,38.45,38.3,37.812,34.7992,32.1283,UP,1
2011-10-11,39.07,38.46,38.182,34.9578,32.1705,DOWN,0
2011-10-12,38.95,39.68,38.43,35.1264,32.2122,DOWN,0
2011-10-13,38.83,38.78,38.62,35.282,32.2524,UP,1
2011-10-14,39.33,39.09,38.926,35.4606,32.2961,DOWN,0
2011-10-17,39.32,39.45,39.1,35.631,32.3394,UP,1
2011-10-18,40.04,39.43,39.294,35.8226,32.3862,DOWN,0
2011-10-19,39.92,40.08,39.488,35.9882,32.4331,DOWN,0
2011-10-20,39.75,39.84,39.672,36.1676,32.4814,UP,1
2011-10-21,40.0,40.11,39.806,36.3352,32.5324,UP,1
2011-10-24,40.01,40.02,39.944,36.5022,32.5833,UP,1
2011-10-25,40.36,40.12,40.008,36.6656,32.6351,DOWN,0
2011-10-26,39.87,40.62,39.998,36.7872,32.6865,DOWN,0
2011-10-27,39.77,40.25,40.002,36.9272,32.738,DOWN,0
2011-10-28,38.97,39.48,39.796,37.0556,32.7894,UP,1
2011-10-31,39.66,38.82,39.726,37.2072,32.8404,DOWN,0
2011-11-01,39.09,38.98,39.472,37.3502,32.8858,UP,1
2011-11-02,39.18,39.39,39.334,37.4858,32.9351,DOWN,0
2011-11-03,38.92,39.13,39.164,37.6074,32.9823,UP,1
2011-11-04,39.26,38.86,39.222,37.748,33.0315,DOWN,0
2011-11-07,39.2,39.27,39.13,37.881,33.0825,UP,1
2011-11-08,39.45,39.31,39.202,37.9942,33.1363,DOWN,0
2011-11-09,38.71,38.9,39.108,38.0532,33.1861,UP,1
2011-11-10,38.96,39.12,39.116,38.1004,33.2375,UP,1
2011-11-11,39.86,39.16,39.236,38.1782,33.2948,DOWN,0
2011-11-14,39.72,39.85,39.34,38.2514,33.3544,UP,1
2011-11-15,40.29,39.82,39.508,38.3282,33.4116,DOWN,0
2011-11-16,39.47,40.26,39.66,38.375,33.4708,DOWN,0
2011-11-17,39.06,39.47,39.68,38.4562,33.5288,UP,1
2011-11-18,39.71,39.02,39.65,38.5544,33.59,DOWN,0
2011-11-21,39.23,39.35,39.552,38.6242,33.6467,UP,1
2011-11-22,39.39,39.09,39.372,38.691,33.7036,DOWN,0
2011-11-23,38.93,39.3,39.264,38.7294,33.7587,DOWN,0
2011-11-25,38.32,38.69,39.116,38.748,33.8121,UP,1
2011-11-28,38.7,38.79,38.914,38.7606,33.8694,UP,1
2011-11-29,39.93,38.62,39.054,38.8012,33.9348,UP,1
2011-11-30,40.57,40.47,39.29,38.8596,34.003,DOWN,0
2011-12-01,40.09,40.55,39.522,38.9198,34.0552,DOWN,0
2011-12-02,39.94,40.79,39.846,38.9984,34.1073,UP,1
2011-12-05,40.58,40.98,40.222,39.079,34.164,DOWN,0
2011-12-06,39.63,40.25,40.162,39.13,34.2197,DOWN,0
2011-12-07,39.47,39.13,39.942,39.173,34.2772,UP,1
2011-12-08,39.99,39.44,39.922,39.2172,34.3354,UP,1
2011-12-09,40.44,40.33,40.022,39.2716,34.3976,UP,1
2011-12-12,41.32,40.39,40.17,39.3428,34.463,UP,1
2011-12-13,41.45,41.87,40.534,39.4354,34.5288,DOWN,0
2011-12-14,40.94,41.34,40.828,39.5098,34.5921,DOWN,0
2011-12-15,40.91,41.1,41.012,39.5738,34.6568,UP,1
2011-12-16,41.02,40.88,41.128,39.6366,34.7196,DOWN,0
2011-12-19,40.47,41.44,40.958,39.69,34.7824,UP,1
2011-12-20,40.86,40.92,40.84,39.7382,34.8466,DOWN,0
2011-12-21,40.72,40.95,40.796,39.7712,34.9102,UP,1
2011-12-22,40.95,40.83,40.804,39.8112,34.9744,UP,1
2011-12-23,41.22,41.09,40.844,39.859,35.0364,UP,1
2011-12-27,41.48,41.26,41.046,39.902,35.1005,DOWN,0
2011-12-28,41.45,41.53,41.164,39.9446,35.1634,DOWN,0
2011-12-29,41.32,41.56,41.284,39.9702,35.2211,DOWN,0
2011-12-30,41.14,41.22,41.322,39.9946,35.278,DOWN,0
2012-01-03,41.08,41.52,41.294,40.0212,35.3342,UP,1
2012-01-04,41.36,40.91,41.27,40.0484,35.3891,DOWN,0
2012-01-05,41.36,41.26,41.252,40.0754,35.4417,DOWN,0
2012-01-06,40.87,41.22,41.162,40.0856,35.493,DOWN,0
2012-01-09,40.85,41.04,41.104,40.1052,35.5411,DOWN,0
2012-01-10,40.5,40.95,40.988,40.1198,35.5858,DOWN,0
2012-01-11,40.41,40.51,40.798,40.1486,35.6304,DOWN,0
2012-01-12,40.37,40.44,40.6,40.1628,35.6797,UP,1
2012-01-13,41.0,40.16,40.626,40.201,35.727,UP,1
2012-01-17,41.38,41.18,40.732,40.245,35.7771,UP,1
2012-01-18,41.43,41.24,40.918,40.2952,35.8265,DOWN,0
2012-01-19,41.22,41.63,41.08,40.3344,35.8746,DOWN,0
2012-01-20,40.96,41.12,41.198,40.3696,35.9183,UP,1
2012-01-23,41.29,41.45,41.256,40.4064,35.963,UP,1
2012-01-24,41.82,41.28,41.344,40.4686,36.0095,UP,1
2012-01-25,42.7,41.87,41.598,40.5434,36.0639,DOWN,0
2012-01-26,42.42,42.95,41.838,40.5946,36.1179,DOWN,0
2012-01-27,42.09,42.29,42.064,40.642,36.1693,UP,1
2012-01-30,42.3,42.11,42.266,40.6822,36.2221,UP,1
2012-01-31,42.61,42.43,42.424,40.745,36.2779,DOWN,0
2012-02-01,42.32,42.79,42.348,40.8102,36.3321,DOWN,0
2012-02-02,42.3,42.51,42.324,40.862,36.3861,DOWN,0
2012-02-03,41.94,42.57,42.294,40.9162,36.439,UP,1
2012-02-06,42.02,42.03,42.238,40.9688,36.4941,UP,1
2012-02-07,42.41,42.11,42.198,41.0384,36.5503,DOWN,0
2012-02-08,42.27,42.44,42.188,41.1174,36.6019,UP,1
2012-02-09,42.67,42.26,42.262,41.1968,36.6542,UP,1
2012-02-10,42.89,42.47,42.452,41.256,36.7043,DOWN,0
2012-02-13,41.76,42.98,42.4,41.2798,36.7478,UP,1
2012-02-14,42.49,41.51,42.416,41.3278,36.7973,DOWN,0
2012-02-15,42.27,42.51,42.416,41.3744,36.8434,DOWN,0
2012-02-16,41.94,42.17,42.27,41.4016,36.8872,UP,1
2012-02-17,42.38,42.05,42.168,41.4566,36.9355,DOWN,0
2012-02-21,42.13,42.56,42.242,41.5098,36.9836,DOWN,0
2012-02-22,41.38,41.94,42.02,41.5376,37.0257,UP,1
2012-02-23,42.14,41.38,41.994,41.5716,37.0714,DOWN,0
2012-02-24,41.67,42.14,41.94,41.5786,37.1143,DOWN,0
2012-02-27,41.64,41.51,41.792,41.5824,37.1554,UP,1
2012-02-28,42.29,41.75,41.824,41.6094,37.1983,DOWN,0
2012-02-29,42.06,42.4,41.96,41.6324,37.2416,UP,1
2012-03-01,43.01,42.11,42.134,41.6722,37.2892,DOWN,0
2012-03-02,42.77,42.99,42.354,41.7182,37.335,UP,1
2012-03-05,43.2,42.85,42.666,41.765,37.3807,DOWN,0
2012-03-06,42.71,43.04,42.75,41.8048,37.4262,DOWN,0
2012-03-07,42.55,42.82,42.848,41.8368,37.4708,UP,1
2012-03-08,43.38,42.6,42.922,41.88,37.5232,UP,1
2012-03-09,44.21,43.41,43.21,41.9346,37.5805,DOWN,0
2012-03-12,43.61,44.18,43.292,41.9778,37.6327,UP,1
2012-03-13,43.86,43.82,43.522,42.0286,37.6826,UP,1
2012-03-14,44.46,43.67,43.904,42.095,37.7316,UP,1
2012-03-15,45.13,44.55,44.254,42.176,37.7819,DOWN,0
2012-03-16,44.69,45.13,44.35,42.2426,37.8463,UP,1
2012-03-19,44.75,44.71,44.578,42.3104,37.9102,UP,1
2012-03-20,45.25,44.5,44.856,42.398,37.9772,DOWN,0
2012-03-21,44.75,45.41,44.914,42.476,38.0397,UP,1
2012-03-22,46.14,45.88,45.116,42.5888,38.1083,UP,1
2012-03-23,47.13,47.42,45.604,42.7232,38.1824,UP,1
2012-03-26,47.26,47.36,46.106,42.861,38.2552,DOWN,0
2012-03-27,45.75,46.48,46.206,42.956,38.3211,UP,1
2012-03-28,46.0,45.29,46.456,43.0484,38.386,UP,1
2012-03-29,46.27,46.21,46.482,43.1452,38.4501,DOWN,0
2012-03-30,46.2,46.5,46.296,43.2448,38.5143,UP,1
2012-04-02,46.76,46.38,46.196,43.3608,38.5822,UP,1
2012-04-03,47.0,46.77,46.446,43.475,38.6477,DOWN,0
2012-04-04,46.84,46.81,46.614,43.5754,38.7106,UP,1
2012-04-05,47.22,46.69,46.804,43.6658,38.7747,DOWN,0
2012-04-09,46.54,46.66,46.872,43.7482,38.8375,DOWN,0
2012-04-10,45.5,46.6,46.62,43.8164,38.8971,UP,1
2012-04-11,45.86,45.69,46.392,43.8876,38.9592,UP,1
2012-04-12,46.63,45.84,46.35,43.968,39.0269,DOWN,0
2012-04-13,46.3,46.52,46.166,44.0476,39.0911,DOWN,0
2012-04-16,45.89,46.32,46.036,44.1194,39.1535,UP,1
2012-04-17,46.55,46.22,46.246,44.2116,39.2168,UP,1
2012-04-18,46.88,46.51,46.45,44.3088,39.2812,DOWN,0
2012-04-19,46.64,46.92,46.452,44.3934,39.3439,UP,1
2012-04-20,46.93,46.88,46.578,44.4866,39.4081,DOWN,0
2012-04-23,46.5,46.7,46.7,44.5632,39.4699,DOWN,0
2012-04-24,45.69,46.35,46.528,44.6192,39.5291,UP,1
2012-04-25,46.3,45.99,46.412,44.71,39.5942,UP,1
2012-04-26,47.41,46.29,46.566,44.8084,39.6649,UP,1
2012-04-27,47.78,47.45,46.736,44.9186,39.737,DOWN,0
2012-04-30,47.46,48.69,46.928,45.029,39.8075,UP,1
2012-05-01,47.8,47.51,47.35,45.1374,39.8805,UP,1
2012-05-02,48.19,47.65,47.728,45.2586,39.9561,DOWN,0
2012-05-03,48.08,48.27,47.862,45.3926,40.0274,DOWN,0
2012-05-04,47.56,48.0,47.818,45.501,40.0991,UP,1
2012-05-07,48.21,47.41,47.968,45.6318,40.1731,DOWN,0
2012-05-08,47.1,47.97,47.828,45.741,40.2426,DOWN,0
2012-05-09,46.84,46.6,47.558,45.832,40.3144,UP,1
2012-05-10,46.95,47.16,47.332,45.9298,40.3867,UP,1
2012-05-11,47.17,46.8,47.254,46.013,40.4638,DOWN,0
2012-05-14,46.82,47.05,46.976,46.094,40.5404,UP,1
2012-05-15,47.0,46.83,46.956,46.17,40.6181,UP,1
2012-05-16,47.61,47.0,47.11,46.268,40.7005,DOWN,0
2012-05-17,45.99,47.0,46.918,46.3368,40.7778,DOWN,0
2012-05-18,45.65,46.09,46.614,46.3822,40.8508,UP,1
2012-05-21,46.35,45.61,46.52,46.425,40.9306,DOWN,0
2012-05-22,45.9,46.4,46.3,46.4708,41.0061,UP,1
2012-05-23,46.9,45.71,46.158,46.5316,41.0883,UP,1
2012-05-24,47.65,47.07,46.49,46.5954,41.1683,DOWN,0
2012-05-25,47.58,47.7,46.876,46.6444,41.2523,UP,1
2012-05-29,48.06,47.95,47.218,46.7118,41.3345,UP,1
2012-05-30,48.56,47.97,47.75,46.788,41.419,UP,1
2012-05-31,48.91,48.46,48.152,46.8612,41.5026,DOWN,0
2012-06-01,48.62,48.42,48.346,46.9386,41.5767,DOWN,0
2012-06-04,48.49,48.87,48.528,46.9856,41.6553,DOWN,0
2012-06-05,46.76,46.6,48.268,46.9782,41.7264,UP,1
2012-06-06,48.7,47.66,48.296,47.007,41.8095,UP,1
2012-06-07,48.98,49.27,48.31,47.0716,41.8947,UP,1
2012-06-08,50.29,48.98,48.644,47.1574,41.9842,DOWN,0
2012-06-11,50.18,50.75,48.982,47.2356,42.0709,UP,1
2012-06-12,50.33,50.37,49.696,47.3182,42.1614,DOWN,0
2012-06-13,50.18,50.42,49.992,47.3866,42.2495,UP,1
2012-06-14,50.55,50.5,50.306,47.4576,42.3333,UP,1
2012-06-15,52.19,50.75,50.686,47.5646,42.4155,DOWN,0
2012-06-18,51.63,52.03,50.976,47.6528,42.4906,UP,1
2012-06-19,52.2,51.67,51.35,47.766,42.5718,UP,1
2012-06-20,52.6,52.33,51.834,47.908,42.6545,DOWN,0
2012-06-21,52.38,52.82,52.2,48.0384,42.7341,UP,1
2012-06-22,52.6,52.45,52.282,48.1578,42.8115,UP,1
2012-06-25,53.19,52.5,52.594,48.2956,42.9024,UP,1
2012-06-26,54.95,53.92,53.144,48.4768,43.0032,DOWN,0
2012-06-27,54.02,55.23,53.428,48.6262,43.0946,DOWN,0
2012-06-28,53.73,52.75,53.698,48.7632,43.183,UP,1
2012-06-29,54.39,54.34,54.056,48.9182,43.2699,UP,1
2012-07-02,54.73,54.61,54.364,49.0742,43.3566,DOWN,0
2012-07-03,53.76,54.73,54.126,49.2194,43.435,UP,1
2012-07-05,54.29,53.75,54.18,49.3914,43.517,UP,1
2012-07-06,54.59,53.99,54.352,49.5572,43.6017,UP,1
2012-07-09,54.86,54.48,54.446,49.7062,43.6906,UP,1
2012-07-10,55.6,55.035,54.62,49.8626,43.7885,DOWN,0
2012-07-11,54.92,55.51,54.852,50.0118,43.8804,DOWN,0
2012-07-12,54.0,54.75,54.794,50.1358,43.965,UP,1
2012-07-13,54.53,54.5,54.782,50.2626,44.051,UP,1
2012-07-16,54.61,54.5,54.732,50.3932,44.1352,UP,1
2012-07-17,55.06,54.81,54.624,50.5432,44.2219,DOWN,0
2012-07-18,53.74,55.0,54.388,50.6538,44.3018,DOWN,0
2012-07-19,52.29,53.87,54.046,50.7576,44.3791,UP,1
2012-07-20,52.34,52.25,53.608,50.8676,44.4547,DOWN,0
2012-07-23,52.32,51.65,53.15,50.975,44.5278,UP,1
2012-07-24,52.48,52.61,52.634,51.0812,44.6008,DOWN,0
2012-07-25,51.29,50.98,52.144,51.1706,44.6682,DOWN,0
2012-07-26,51.28,51.57,51.942,51.2562,44.7324,DOWN,0
2012-07-27,50.99,51.45,51.672,51.3238,44.792,DOWN,0
2012-07-30,50.95,51.47,51.398,51.423,44.852,UP,1
2012-07-31,51.01,51.0,51.104,51.5302,44.9129,UP,1
2012-08-01,51.06,51.38,51.058,51.6244,44.9715,UP,1
2012-08-02,51.47,50.92,51.096,51.7358,45.0323,UP,1
2012-08-03,51.9,52.25,51.278,51.8358,45.0916,DOWN,0
2012-08-06,51.54,51.96,51.396,51.9136,45.1497,UP,1
2012-08-07,52.72,51.7,51.738,52.0164,45.2145,DOWN,0
2012-08-08,52.1,52.54,51.946,52.0972,45.275,DOWN,0
2012-08-09,51.35,52.15,51.922,52.153,45.3317,UP,1
2012-08-10,51.77,51.16,51.896,52.2102,45.3888,UP,1
2012-08-13,52.54,51.79,52.096,52.2886,45.4521,DOWN,0
2012-08-14,52.31,52.62,52.014,52.365,45.5148,DOWN,0
2012-08-15,51.76,52.41,51.946,52.465,45.5788,DOWN,0
2012-08-16,51.22,50.75,51.92,52.5154,45.6366,UP,1
2012-08-17,51.35,51.53,51.836,52.5628,45.6979,DOWN,0
2012-08-20,50.79,51.59,51.486,52.5728,45.7559,DOWN,0
2012-08-21,50.77,50.84,51.178,52.5846,45.8152,DOWN,0
2012-08-22,50.54,50.64,50.934,52.5888,45.8716,DOWN,0
2012-08-23,49.71,49.77,50.632,52.5794,45.9241,DOWN,0
2012-08-24,49.66,49.46,50.294,52.5616,45.9752,DOWN,0
2012-08-27,48.85,49.41,49.906,52.4948,46.0259,DOWN,0
2012-08-28,48.82,48.78,49.516,52.4386,46.0752,DOWN,0
2012-08-29,48.54,48.75,49.116,52.3654,46.1186,UP,1
2012-08-30,50.07,48.33,49.188,52.3148,46.1703,UP,1
2012-08-31,51.07,50.3,49.47,52.2886,46.2242,DOWN,0
2012-09-04,50.66,51.32,49.832,52.2498,46.2802,UP,1
2012-09-05,51.06,51.92,50.28,52.2072,46.3402,DOWN,0
2012-09-06,50.64,51.59,50.7,52.121,46.3948,DOWN,0
2012-09-07,49.85,50.57,50.656,52.0376,46.4479,DOWN,0
2012-09-10,48.97,49.53,50.236,51.9424,46.4958,DOWN,0
2012-09-11,48.83,48.81,49.87,51.8312,46.5453,UP,1
2012-09-12,49.72,49.41,49.602,51.731,46.6023,UP,1
2012-09-13,50.74,49.62,49.622,51.6706,46.6625,DOWN,0
2012-09-14,50.16,50.92,49.684,51.588,46.7137,DOWN,0
2012-09-17,50.11,49.97,49.912,51.4984,46.7614,UP,1
2012-09-18,50.25,50.04,50.196,51.4062,46.8122,UP,1
2012-09-19,51.18,50.24,50.488,51.3178,46.8684,UP,1
2012-09-20,52.45,51.32,50.83,51.2684,46.9277,UP,1
2012-09-21,52.94,52.77,51.386,51.2472,46.9943,DOWN,0
2012-09-24,52.51,52.4,51.866,51.2068,47.0595,UP,1
2012-09-25,52.7,52.52,52.356,51.1686,47.123,UP,1
2012-09-26,52.86,52.5,52.692,51.1246,47.1851,DOWN,0
2012-09-27,52.0,51.0117,52.602,51.0898,47.2385,DOWN,0
2012-09-28,51.54,51.83,52.322,51.0748,47.289,UP,1
2012-10-01,51.61,52.0,52.142,51.0602,47.3423,DOWN,0
2012-10-02,51.55,51.75,51.912,51.0448,47.3955,DOWN,0
2012-10-03,51.55,51.8,51.65,51.0262,47.4482,UP,1
2012-10-04,52.07,51.75,51.664,51.0418,47.5062,DOWN,0
2012-10-05,51.69,52.29,51.694,51.05,47.5603,DOWN,0
2012-10-08,51.05,51.78,51.582,51.0512,47.612,DOWN,0
2012-10-09,50.21,51.05,51.314,51.0364,47.6583,UP,1
2012-10-10,50.46,50.55,51.096,51.0254,47.7045,DOWN,0
2012-10-11,49.57,50.76,50.596,50.9956,47.7449,DOWN,0
2012-10-12,49.25,49.44,50.108,50.9512,47.7839,UP,1
2012-10-15,49.33,49.56,49.764,50.8998,47.824,UP,1
2012-10-16,50.29,49.41,49.78,50.8748,47.8697,DOWN,0
2012-10-17,48.2402,50.34,49.336,50.7852,47.9055,DOWN,0
2012-10-18,47.29,48.58,48.88,50.689,47.9352,DOWN,0
2012-10-19,47.17,47.33,48.464,50.6054,47.9642,DOWN,0
2012-10-22,46.95,47.2,47.988,50.509,47.9946,UP,1
2012-10-23,47.11,46.76,47.352,50.4004,48.0259,UP,1
2012-10-24,47.22,47.36,47.148,50.2986,48.0595,UP,1
2012-10-25,47.3,47.42,47.15,50.2094,48.094,UP,1
2012-10-26,47.63,47.3,47.242,50.1376,48.1303,UP,1
2012-10-31,48.62,48.4,47.576,50.083,48.1684,DOWN,0
2012-11-01,48.5,48.4,47.854,50.0372,48.204,DOWN,0
2012-11-02,47.77,48.46,47.964,49.9772,48.2357,DOWN,0
2012-11-05,47.73,47.5,48.05,49.921,48.2682,UP,1
2012-11-06,48.0,47.89,48.124,49.8868,48.3034,DOWN,0
2012-11-07,47.98,48.01,47.996,49.8532,48.3369,UP,1
2012-11-08,48.12,47.68,47.92,49.8386,48.3684,DOWN,0
2012-11-09,46.99,47.87,47.764,49.802,48.3898,DOWN,0
2012-11-12,46.71,46.83,47.56,49.7654,48.4113,DOWN,0
2012-11-13,46.6,46.73,47.28,49.696,48.4338,UP,1
2012-11-14,47.18,46.93,47.12,49.6182,48.4582,UP,1
2012-11-15,47.96,47.4,47.088,49.5642,48.485,UP,1
2012-11-16,48.7,47.82,47.43,49.517,48.5169,DOWN,0
2012-11-19,48.47,48.7,47.782,49.4736,48.5477,DOWN,0
2012-11-20,47.59,48.43,47.98,49.4284,48.576,UP,1
2012-11-21,48.0,47.47,48.144,49.409,48.6059,UP,1
2012-11-23,49.41,48.1,48.434,49.4206,48.6409,DOWN,0
2012-11-26,49.31,49.31,48.556,49.4124,48.6761,UP,1
2012-11-27,49.51,50.36,48.764,49.3878,48.7103,UP,1
2012-11-28,49.58,49.51,49.162,49.3762,48.7437,UP,1
2012-11-29,49.86,49.71,49.534,49.3712,48.7842,UP,1
2012-11-30,50.0,50.68,49.652,49.3662,48.8218,DOWN,0
2012-12-03,48.76,50.04,49.542,49.3178,48.8542,DOWN,0
2012-12-04,47.94,48.65,49.228,49.2276,48.8842,DOWN,0
2012-12-05,46.6,48.08,48.632,49.1008,48.9053,DOWN,0
2012-12-06,46.43,46.58,47.946,48.9792,48.9268,UP,1
2012-12-07,46.8,46.56,47.306,48.8612,48.9539,DOWN,0
2012-12-10,46.57,46.8,46.868,48.7354,48.9761,DOWN,0
2012-12-11,42.94,45.65,45.868,48.5542,48.9824,UP,1
2012-12-12,44.39,42.75,45.426,48.4112,48.9962,UP,1
2012-12-13,44.95,44.32,45.13,48.278,49.0095,DOWN,0
2012-12-14,43.83,44.9,44.536,48.1236,49.0183,UP,1
2012-12-17,44.13,43.79,44.048,47.9752,49.0239,UP,1
2012-12-18,44.2,44.05,44.3,47.8178,49.0311,DOWN,0
2012-12-19,43.28,44.04,44.078,47.6496,49.0315,UP,1
2012-12-20,43.97,43.22,43.882,47.508,49.0378,DOWN,0
2012-12-21,43.63,43.71,43.842,47.3764,49.0432,DOWN,0
2012-12-24,43.46,43.58,43.708,47.2364,49.0436,DOWN,0
2012-12-26,42.95,43.4,43.458,47.104,49.0373,UP,1
2012-12-27,43.12,42.96,43.426,46.9814,49.0348,DOWN,0
2012-12-28,42.7,43.1,43.172,46.8488,49.029,UP,1
2012-12-31,44.09,42.6,43.264,46.7248,49.0272,DOWN,0
2013-01-02,42.92,44.41,43.156,46.6184,49.0161,DOWN,0
2013-01-03,42.33,40.76,43.032,46.5192,49.0043,UP,1
2013-01-04,44.6,42.41,43.328,46.4678,49.0036,DOWN,0
2013-01-07,43.72,44.44,43.532,46.4032,48.9959,DOWN,0
2013-01-08,43.36,43.63,43.386,46.3282,48.989,DOWN,0
2013-01-09,42.99,43.18,43.4,46.2436,48.9732,UP,1
2013-01-10,43.38,42.99,43.61,46.1652,48.9545,DOWN,0
2013-01-11,43.34,43.31,43.358,46.0794,48.9349,DOWN,0
2013-01-14,43.02,43.24,43.218,45.9674,48.9212,UP,1
2013-01-15,44.64,43.0,43.474,45.8902,48.9144,DOWN,0
2013-01-16,44.63,44.53,43.802,45.8274,48.9062,UP,1
2013-01-17,44.85,44.58,44.096,45.7698,48.8995,DOWN,0
2013-01-18,44.65,44.74,44.358,45.7028,48.8889,UP,1
2013-01-22,44.97,44.83,44.748,45.6426,48.8788,UP,1
2013-01-23,45.06,44.73,44.832,45.5814,48.8699,UP,1
2013-01-24,46.37,45.16,45.18,45.569,48.8656,UP,1
2013-01-25,46.84,46.42,45.578,45.5716,48.8671,UP,1
2013-01-28,47.0,46.77,46.048,45.5796,48.8746,UP,1
2013-01-29,47.16,46.89,46.486,45.5792,48.8811,DOWN,0
2013-01-30,46.77,47.03,46.828,45.5554,48.8818,DOWN,0
2013-01-31,46.22,46.63,46.798,45.5058,48.8814,UP,1
2013-02-01,46.28,46.46,46.686,45.462,48.8834,DOWN,0
2013-02-04,45.52,46.25,46.39,45.4206,48.8782,UP,1
2013-02-05,45.54,45.71,46.066,45.3714,48.8715,UP,1
2013-02-06,46.05,45.58,45.922,45.3042,48.8686,DOWN,0
2013-02-07,45.4,46.14,45.758,45.226,48.8609,UP,1
2013-02-08,46.0,45.49,45.702,45.1558,48.8584,DOWN,0
