ticker,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity,NVR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-12-19,709.0,709.0,786.412,706.7,708.1264,UP,1
2005-12-20,725.0,712.0,786.057,712.3,706.7464,DOWN,0
2005-12-21,720.0,725.0,785.707,716.0,705.4814,DOWN,0
2005-12-22,717.56,716.5,785.3848,716.312,704.7296,DOWN,0
2005-12-23,709.0,719.0,785.0173,716.112,703.509,DOWN,0
2005-12-27,707.5,708.0,784.6208,715.812,701.839,UP,1
2005-12-28,710.0,709.0,784.1945,712.812,700.884,DOWN,0
2005-12-29,706.5,704.48,783.7515,710.112,701.414,DOWN,0
2005-12-30,702.0,704.0,783.3153,707.0,701.533,UP,1
2006-01-03,721.0,680.0,782.9678,709.4,702.583,DOWN,0
2006-01-04,715.0,714.0,782.594,710.9,703.163,UP,1
2006-01-05,734.5,705.5,782.289,715.8,703.373,DOWN,0
2006-01-06,723.0,722.0,781.9115,719.1,704.193,UP,1
2006-01-09,774.5,723.0,781.7778,733.6,706.133,UP,1
2006-01-10,810.0,773.95,781.8378,751.4,709.133,UP,1
2006-01-11,822.88,810.0,782.0246,772.976,712.1806,DOWN,0
2006-01-12,810.0,820.0,782.1234,788.076,714.6706,DOWN,0
2006-01-13,785.25,811.0,782.1246,800.526,716.7706,DOWN,0
2006-01-17,773.61,782.0,782.0202,800.348,717.975,DOWN,0
2006-01-18,764.0,772.0,781.8234,791.148,719.315,UP,1
2006-01-19,765.0,764.0,781.6659,779.572,720.375,DOWN,0
2006-01-20,752.5,767.0,781.4984,768.072,721.135,DOWN,0
2006-01-23,737.0,750.0,781.1984,758.422,722.515,UP,1
2006-01-24,739.0,737.0,780.9097,751.5,723.97,DOWN,0
2006-01-25,730.5,734.5,780.5822,744.8,724.69,UP,1
2006-01-26,773.0,736.39,780.4346,746.4,726.15,DOWN,0
2006-01-27,754.0,771.0,780.2541,746.7,727.25,UP,1
2006-01-30,766.5,750.0,780.2066,752.6,728.98,UP,1
2006-01-31,794.25,763.0,780.4178,763.65,731.265,DOWN,0
2006-02-01,770.0,791.0,780.5223,771.55,732.105,DOWN,0
2006-02-02,759.0,772.0,780.5923,768.75,732.644,UP,1
2006-02-03,770.25,756.0,780.7488,772.0,733.272,DOWN,0
2006-02-06,748.25,770.25,780.7925,768.35,733.136,DOWN,0
2006-02-07,739.85,738.5,780.8443,757.47,733.083,UP,1
2006-02-08,752.0,737.0,780.8643,753.87,733.193,DOWN,0
2006-02-09,735.0,753.0,780.828,749.07,733.653,DOWN,0
2006-02-10,732.0,732.0,780.793,741.42,734.113,DOWN,0
2006-02-13,726.0,726.0,780.7804,736.97,734.888,UP,1
2006-02-14,736.5,720.0,780.8712,736.3,735.738,UP,1
2006-02-15,742.0,738.5,781.0187,734.3,736.338,UP,1
2006-02-16,750.0,750.0,781.1612,737.3,737.578,UP,1
2006-02-17,760.0,749.0,781.2799,742.9,738.918,DOWN,0
2006-02-21,760.0,761.1,781.3736,749.7,740.538,UP,1
2006-02-22,775.5,763.0,781.5086,757.5,742.238,DOWN,0
2006-02-23,767.5,773.5,781.6261,762.6,743.748,UP,1
2006-02-24,777.75,768.0,781.7799,768.15,745.563,DOWN,0
2006-02-27,765.0,771.0,781.8724,769.15,746.923,DOWN,0
2006-02-28,753.0,758.44,781.9424,767.75,747.953,UP,1
2006-03-01,769.5,747.0,782.1349,766.55,749.023,DOWN,0
2006-03-02,765.0,767.5,782.3099,766.05,750.123,DOWN,0
2006-03-03,742.5,762.0,782.3474,759.0,750.793,DOWN,0
2006-03-06,735.25,740.0,782.3431,753.05,750.998,DOWN,0
2006-03-07,724.75,733.25,782.1919,747.4,751.093,UP,1
2006-03-08,725.0,720.0,782.0969,738.5,751.2418,DOWN,0
2006-03-09,706.5,724.0,781.9019,726.8,751.1918,UP,1
2006-03-10,719.99,710.0,781.7593,722.298,751.4416,UP,1
2006-03-13,737.0,720.0,781.7593,722.648,751.9816,UP,1
2006-03-14,775.25,735.0,781.9118,732.748,753.3566,DOWN,0
2006-03-15,775.0,771.0,782.0278,742.748,754.8166,UP,1
2006-03-16,783.0,769.0,782.1478,758.048,756.0566,UP,1
2006-03-17,792.0,780.0,782.2529,772.45,757.5966,DOWN,0
2006-03-20,765.0,788.0,782.1766,778.05,758.2066,DOWN,0
2006-03-21,751.0,765.0,781.9916,773.2,758.7666,UP,1
2006-03-22,751.65,751.0,781.8374,768.53,758.3096,UP,1
2006-03-23,773.0,754.0,781.7474,766.53,757.5696,UP,1
2006-03-24,775.98,770.0,781.6323,763.326,756.6316,UP,1
2006-03-27,781.0,773.5,781.5423,766.526,756.0516,DOWN,0
2006-03-28,762.7,775.0,781.386,768.866,755.6006,DOWN,0
2006-03-29,761.0,760.0,781.252,770.736,755.3484,DOWN,0
2006-03-30,745.75,767.22,781.0455,765.286,754.9834,DOWN,0
2006-03-31,738.95,747.0,780.7728,757.88,754.4624,UP,1
2006-04-03,753.0,725.5,780.5013,752.28,754.4724,UP,1
2006-04-04,759.0,753.0,780.2713,751.54,754.9124,UP,1
2006-04-05,842.98,760.0,780.4662,767.936,756.992,DOWN,0
2006-04-06,815.0,815.0,780.5562,781.786,758.682,DOWN,0
2006-04-07,800.0,811.0,780.5212,793.996,759.222,DOWN,0
2006-04-10,792.0,801.0,780.5187,801.796,759.982,UP,1
2006-04-11,794.0,796.0,780.6237,808.796,760.532,DOWN,0
2006-04-12,760.0,792.0,780.5412,792.2,759.847,DOWN,0
2006-04-13,756.0,757.0,780.3829,780.4,759.567,DOWN,0
2006-04-17,748.0,759.0,780.0879,770.0,759.347,UP,1
2006-04-18,778.5,745.0,779.9304,767.3,759.512,UP,1
2006-04-19,788.0,781.0,779.8577,766.1,760.307,UP,1
2006-04-20,806.5,786.0,779.8914,775.4,761.64,DOWN,0
2006-04-21,783.0,797.0,779.8089,780.8,762.26,DOWN,0
2006-04-24,783.0,786.0,779.7039,787.8,763.22,DOWN,0
2006-04-25,780.0,785.0,779.5927,788.1,764.18,UP,1
2006-04-26,783.0,784.0,779.4277,787.1,765.32,DOWN,0
2006-04-27,763.0,759.0,779.1227,778.4,765.85,DOWN,0
2006-04-28,755.0,762.0,778.7877,772.8,766.11,DOWN,0
2006-05-01,746.0,753.0,778.5027,765.4,766.03,DOWN,0
2006-05-02,734.5,736.0,778.1414,756.3,765.52,UP,1
2006-05-03,738.0,733.0,777.8139,747.3,765.08,DOWN,0
2006-05-04,722.5,739.75,777.2564,739.2,764.02,UP,1
2006-05-05,743.0,734.0,776.5739,736.8,763.53,DOWN,0
2006-05-08,733.0,741.0,775.8352,734.2,762.635,DOWN,0
2006-05-09,725.0,732.75,775.0464,732.3,761.835,UP,1
2006-05-10,744.0,719.0,774.3702,733.5,761.655,DOWN,0
2006-05-11,721.0,740.0,773.5252,733.2,760.685,DOWN,0
2006-05-12,714.0,718.0,772.5564,727.4,759.665,DOWN,0
2006-05-15,694.0,712.0,771.3364,719.6,758.695,DOWN,0
2006-05-16,690.5,690.0,770.0989,712.7,757.8,DOWN,0
2006-05-17,667.0,688.5,768.8027,697.3,756.645,UP,1
2006-05-18,672.25,667.0,767.5464,687.55,755.59,UP,1
2006-05-19,679.0,670.5,766.4552,680.55,755.04,DOWN,0
2006-05-22,651.0,669.5,765.2352,671.95,753.6602,DOWN,0
2006-05-23,650.0,651.0,764.1652,663.85,751.9202,UP,1
2006-05-24,652.5,651.0,763.1777,660.95,749.4652,DOWN,0
2006-05-25,644.0,656.0,762.0902,655.3,746.8452,UP,1
2006-05-26,645.5,644.11,760.9777,648.6,744.0952,DOWN,0
2006-05-30,626.0,643.5,759.7677,643.6,740.7752,DOWN,0
2006-05-31,609.0,627.0,758.4689,635.4,737.6552,UP,1
2006-06-01,620.0,600.5,757.1557,628.9,735.0352,DOWN,0
2006-06-02,612.0,626.0,755.847,622.5,732.2422,DOWN,0
2006-06-05,583.25,610.0,754.433,610.05,728.4472,DOWN,0
2006-06-06,564.0,573.0,752.8842,597.65,724.2076,DOWN,0
2006-06-07,557.0,562.0,751.2992,587.25,719.7276,UP,1
2006-06-08,557.25,552.0,749.7547,574.7,715.6186,DOWN,0
2006-06-09,556.5,560.0,748.2922,563.6,711.5286,DOWN,0
2006-06-12,540.25,556.5,746.741,555.0,707.4186,DOWN,0
2006-06-13,530.0,538.0,745.1672,548.2,703.2396,UP,1
2006-06-14,541.0,537.0,743.691,545.0,698.9996,UP,1
2006-06-15,559.0,538.0,742.2685,545.35,694.9996,DOWN,0
2006-06-16,547.75,555.0,740.7885,543.6,689.095,DOWN,0
2006-06-19,522.0,546.0,738.9735,539.95,683.235,DOWN,0
2006-06-20,508.0,527.0,737.1135,535.55,677.395,UP,1
2006-06-21,514.96,508.75,735.2988,530.342,671.8542,DOWN,0
2006-06-22,507.5,518.0,733.4688,520.042,666.1242,UP,1
2006-06-23,523.0,505.5,731.5588,515.092,661.3842,DOWN,0
2006-06-26,500.0,523.0,729.6488,510.692,656.2642,DOWN,0
2006-06-27,497.0,505.0,727.7238,508.492,651.2442,DOWN,0
2006-06-28,486.0,500.0,725.7075,502.7,645.3942,UP,1
2006-06-29,502.5,490.0,723.73,501.7,639.6842,DOWN,0
2006-06-30,491.25,500.0,721.7963,495.35,633.3792,DOWN,0
2006-07-03,489.06,490.25,719.8071,493.162,627.5004,DOWN,0
2006-07-05,476.5,487.0,717.7721,489.062,621.3704,UP,1
2006-07-06,481.0,474.75,715.8346,488.062,615.3904,DOWN,0
2006-07-07,477.98,479.0,714.0895,483.158,609.29,UP,1
2006-07-10,480.75,478.0,712.3282,481.058,603.645,DOWN,0
2006-07-11,472.0,476.0,710.4656,477.646,597.985,DOWN,0
2006-07-12,455.0,474.0,708.5843,473.346,592.165,DOWN,0
2006-07-13,441.5,450.0,706.5393,465.446,586.305,DOWN,0
2006-07-14,426.1,430.0,704.4348,455.07,580.067,DOWN,0
2006-07-17,410.0,420.0,702.2498,440.92,573.817,DOWN,0
2006-07-18,394.0,406.0,699.8798,425.32,566.837,UP,1
2006-07-19,435.0,396.0,697.6301,421.32,560.877,DOWN,0
2006-07-20,426.25,458.9,695.3313,418.27,554.902,UP,1
2006-07-21,440.57,424.25,693.2679,421.164,548.8334,UP,1
2006-07-24,457.0,450.0,691.4632,430.564,543.5534,UP,1
2006-07-25,470.0,455.0,689.7257,445.764,538.6734,DOWN,0
2006-07-26,470.0,469.0,687.9519,452.764,534.1934,DOWN,0
2006-07-27,464.0,470.0,686.3019,460.314,529.6634,UP,1
2006-07-28,484.49,472.8,684.8081,469.098,526.0132,UP,1
2006-07-31,495.0,486.0,683.5074,476.698,522.4682,DOWN,0
2006-08-01,477.6,489.0,682.0452,478.218,518.4402,UP,1
2006-08-02,480.0,480.0,680.4902,480.218,515.0202,UP,1
2006-08-03,517.12,477.0,679.2871,490.842,512.3626,UP,1
2006-08-04,527.02,520.0,678.5222,499.348,509.853,DOWN,0
2006-08-07,524.38,512.0,677.6638,505.224,507.4606,DOWN,0
2006-08-08,493.75,523.0,676.7901,508.454,504.4256,DOWN,0
2006-08-09,471.7,489.0,675.7186,506.794,501.3396,UP,1
2006-08-10,472.5,471.7,674.4611,497.87,498.6096,DOWN,0
2006-08-11,464.5,471.0,673.3736,485.366,495.4996,DOWN,0
2006-08-14,464.5,462.0,672.3086,473.39,492.5496,UP,1
2006-08-15,469.0,469.0,671.3536,468.44,490.2646,UP,1
2006-08-16,494.5,471.5,670.4736,473.0,488.8746,UP,1
2006-08-17,499.75,487.5,669.5448,478.45,487.7296,UP,1
2006-08-18,504.0,501.0,668.6636,486.35,486.6646,DOWN,0
2006-08-21,489.66,501.0,667.5449,491.382,485.3278,UP,1
2006-08-22,500.0,492.0,666.5599,497.582,484.5228,DOWN,0
2006-08-23,483.25,496.0,665.4162,495.332,483.5878,UP,1
2006-08-24,491.02,483.25,664.2988,493.586,482.5882,UP,1
2006-08-25,493.0,491.25,663.4238,491.386,481.2682,UP,1
2006-08-28,505.0,496.0,662.6175,494.454,480.4132,DOWN,0
2006-08-29,505.0,502.0,661.67,495.454,480.0732,DOWN,0
2006-08-30,501.87,503.0,660.6794,499.178,479.9506,UP,1
2006-08-31,513.65,500.0,659.7526,503.704,479.9244,DOWN,0
2006-09-01,512.4,518.0,658.9146,507.584,480.0224,DOWN,0
2006-09-05,510.0,511.0,658.0646,508.584,479.7624,DOWN,0
2006-09-06,491.48,507.0,656.882,505.88,479.592,UP,1
2006-09-07,505.1,482.0,655.7473,506.526,479.754,UP,1
2006-09-08,512.0,503.5,654.613,506.196,480.274,UP,1
2006-09-11,516.0,508.0,653.4178,506.916,480.544,UP,1
2006-09-12,551.0,518.0,652.4603,515.116,481.739,UP,1
2006-09-13,555.75,554.0,651.5065,527.97,483.0728,UP,1
2006-09-14,566.0,548.0,650.7765,540.15,484.8628,UP,1
2006-09-15,586.0,579.0,650.1615,554.95,486.9628,DOWN,0
2006-09-18,585.5,585.0,649.6528,568.85,489.1132,DOWN,0
2006-09-19,569.5,585.0,649.0303,572.55,490.8882,DOWN,0
2006-09-20,560.0,570.75,648.2703,573.4,492.6482,DOWN,0
2006-09-21,538.0,562.0,647.5203,567.8,494.3082,UP,1
2006-09-22,556.0,535.0,646.8353,561.8,496.5982,UP,1
2006-09-25,575.7,556.0,646.3188,559.84,499.5902,DOWN,0
2006-09-26,575.0,572.0,645.7413,560.94,502.8902,DOWN,0
2006-09-27,558.1,574.0,645.0718,560.56,506.1722,DOWN,0
2006-09-28,553.25,559.0,644.403,563.61,508.5372,DOWN,0
2006-09-29,535.0,554.0,643.593,559.41,510.7122,UP,1
2006-10-02,537.0,530.0,642.7705,551.67,512.6408,DOWN,0
2006-10-03,532.95,535.0,641.8553,543.26,514.1598,DOWN,0
2006-10-04,532.33,529.0,640.9669,538.106,515.4064,UP,1
2006-10-05,536.75,532.05,640.1057,534.806,516.7414,DOWN,0
2006-10-06,533.5,532.0,639.1482,534.506,518.1314,UP,1
2006-10-09,551.15,534.0,638.3039,537.336,519.4646,UP,1
2006-10-10,559.85,559.0,637.5154,542.716,520.7616,DOWN,0
2006-10-11,554.75,556.0,636.7441,547.2,522.3046,UP,1
2006-10-12,571.75,558.0,636.0654,554.2,524.1396,DOWN,0
2006-10-13,559.4,563.0,635.3124,559.38,524.9852,UP,1
2006-10-16,560.75,562.0,634.5836,561.3,525.6598,DOWN,0
2006-10-17,551.5,549.0,633.8311,559.63,526.2022,UP,1
2006-10-18,557.74,553.0,633.0148,560.228,527.482,DOWN,0
2006-10-19,554.0,562.0,632.2098,556.678,529.128,DOWN,0
2006-10-20,554.0,557.0,631.3073,555.598,530.758,DOWN,0
2006-10-23,552.25,552.0,630.4536,553.898,532.513,DOWN,0
2006-10-24,547.3,550.25,629.3176,553.058,534.169,UP,1
2006-10-25,558.75,546.0,628.0613,553.26,535.964,UP,1
2006-10-26,567.5,560.75,626.7844,555.96,537.424,DOWN,0
2006-10-27,566.0,566.5,625.5644,558.36,538.749,DOWN,0
2006-10-30,565.1,563.5,624.4637,560.93,539.971,DOWN,0
2006-10-31,561.5,566.25,623.4031,563.77,541.4078,DOWN,0
2006-11-01,555.0,562.75,622.3581,563.02,542.5078,DOWN,0
2006-11-02,550.0,555.0,621.2831,559.52,543.8428,DOWN,0
2006-11-03,532.0,547.0,620.1806,552.72,544.6624,UP,1
2006-11-06,534.0,532.0,619.1656,546.5,545.4824,DOWN,0
2006-11-07,524.0,530.0,618.0906,539.0,545.8624,DOWN,0
2006-11-08,517.0,520.0,617.0231,531.4,546.1024,UP,1
2006-11-09,518.0,515.0,615.7481,525.0,546.425,UP,1
2006-11-10,534.0,515.0,614.6481,525.4,546.832,DOWN,0
2006-11-13,534.0,538.0,613.4856,525.4,547.264,UP,1
2006-11-14,584.5,542.0,612.4369,537.5,548.754,UP,1
2006-11-15,593.0,585.0,611.5519,552.7,550.7844,UP,1
2006-11-16,595.0,589.0,610.7319,568.1,552.5824,DOWN,0
2006-11-17,587.0,585.0,609.8156,578.7,554.0824,DOWN,0
2006-11-20,585.99,585.0,609.0043,589.098,555.4822,UP,1
2006-11-21,586.0,583.0,608.2351,589.398,556.1822,UP,1
2006-11-22,592.0,585.0,607.4351,589.198,556.9072,DOWN,0
2006-11-24,584.25,588.0,606.6813,587.048,557.2722,DOWN,0
2006-11-27,564.5,581.25,605.8438,582.548,556.8422,UP,1
2006-11-28,570.0,563.5,605.0638,579.35,556.5322,DOWN,0
2006-11-29,565.0,569.0,604.2063,575.15,556.4422,UP,1
2006-11-30,595.0,572.0,603.4713,575.75,557.1422,UP,1
2006-12-01,615.0,598.75,602.7963,581.9,558.6822,UP,1
2006-12-04,628.5,608.0,602.1388,594.7,560.1322,UP,1
2006-12-05,665.07,629.9,601.6642,613.714,561.9196,UP,1
2006-12-06,672.0,657.0,601.1467,635.114,563.8596,DOWN,0
2006-12-07,655.0,664.25,600.5842,647.114,565.7976,DOWN,0
2006-12-08,645.66,654.0,599.9237,653.246,567.6458,UP,1
2006-12-11,650.0,651.0,599.3487,657.546,569.9458,DOWN,0
2006-12-12,641.0,650.0,598.7887,652.732,572.0258,UP,1
2006-12-13,647.0,647.0,598.1762,647.732,574.3068,DOWN,0
2006-12-14,642.0,643.0,597.5612,645.132,576.5002,DOWN,0
2006-12-15,635.5,653.5,597.0262,643.1,578.4752,UP,1
2006-12-18,644.0,635.5,596.57,641.9,580.6852,DOWN,0
2006-12-19,639.8,642.0,596.1452,641.66,582.4582,UP,1
2006-12-20,643.0,641.0,595.7352,640.86,584.1212,DOWN,0
2006-12-21,636.0,641.0,595.3827,639.66,585.7462,DOWN,0
2006-12-22,627.0,637.15,594.9178,637.96,586.8512,DOWN,0
2006-12-26,627.0,628.0,594.3678,634.56,588.2032,UP,1
2006-12-27,639.44,630.0,593.6887,634.488,589.777,UP,1
2006-12-28,646.25,639.44,593.045,635.138,591.672,DOWN,0
2006-12-29,645.0,646.0,592.355,636.938,593.4172,DOWN,0
2007-01-03,606.5,611.4,591.4275,632.838,594.4672,DOWN,0
2007-01-04,603.5,600.0,590.62,628.138,595.4572,UP,1
2007-01-05,616.5,599.0,589.9475,623.55,596.7422,DOWN,0
2007-01-08,601.25,616.5,589.1955,614.55,597.8212,DOWN,0
2007-01-09,600.75,601.25,588.3342,605.7,598.6612,DOWN,0
2007-01-10,599.0,602.0,587.4493,604.2,599.2912,DOWN,0
2007-01-11,592.75,588.0,586.5081,602.05,599.8262,UP,1
2007-01-12,605.0,592.75,585.7196,599.75,600.6242,DOWN,0
2007-01-16,602.0,603.0,584.9246,599.9,601.4342,UP,1
2007-01-17,625.5,606.0,584.3233,604.85,602.8442,DOWN,0
2007-01-18,619.0,636.97,583.7236,608.85,604.2242,UP,1
2007-01-19,635.0,621.0,583.1336,617.3,606.2842,DOWN,0
2007-01-22,630.5,635.0,582.4911,622.4,608.2142,UP,1
2007-01-23,649.25,633.0,581.5224,631.85,610.7192,UP,1
2007-01-24,665.0,650.1,580.7724,639.75,613.6792,DOWN,0
2007-01-25,640.0,664.9,579.9724,643.95,616.1192,UP,1
2007-01-26,645.5,644.0,579.2399,646.05,618.3492,DOWN,0
2007-01-29,645.5,645.0,578.4974,649.05,620.5792,UP,1
2007-01-30,653.0,641.25,577.9624,649.8,621.9492,UP,1
2007-01-31,692.52,655.5,577.645,655.304,623.9396,UP,1
2007-02-01,698.5,685.25,577.3975,667.004,626.0096,UP,1
2007-02-02,720.0,699.9,577.105,681.904,628.6696,UP,1
2007-02-05,724.0,714.0,576.785,697.604,631.4298,UP,1
2007-02-06,731.5,721.05,576.41,713.304,634.3398,UP,1
2007-02-07,732.5,734.6,576.1575,721.3,637.1498,DOWN,0
2007-02-08,729.0,720.0,575.8875,727.4,640.0448,DOWN,0
2007-02-09,720.5,727.05,575.59,727.5,643.1648,DOWN,0
2007-02-12,708.25,724.75,575.2163,724.35,645.9298,UP,1
2007-02-13,712.5,712.75,574.9638,720.55,648.8798,UP,1
2007-02-14,724.99,710.2,574.8137,719.048,651.4796,UP,1
2007-02-15,730.31,726.45,574.7353,719.31,653.7858,DOWN,0
2007-02-16,725.9,725.0,574.6923,720.39,655.7338,UP,1
2007-02-20,732.0,722.75,574.6623,725.14,657.0724,DOWN,0
2007-02-21,730.0,728.0,574.6998,728.64,658.2324,DOWN,0
2007-02-22,722.9,735.0,574.5993,728.222,659.5904,DOWN,0
2007-02-23,687.5,718.25,574.3718,719.66,660.4272,UP,1
2007-02-26,703.5,689.45,574.2643,715.18,661.4972,DOWN,0
2007-02-27,665.25,688.0,573.8705,701.83,661.9822,UP,1
2007-02-28,676.85,670.0,573.6498,691.2,662.5792,UP,1
2007-03-01,689.25,670.0,573.526,684.47,663.5242,DOWN,0
2007-03-02,670.0,688.0,573.406,680.97,664.2142,DOWN,0
2007-03-05,648.5,667.0,573.196,669.97,664.3042,DOWN,0
2007-03-06,646.75,654.5,573.0948,666.27,664.4432,UP,1
2007-03-07,654.1,649.2,573.004,661.72,664.6652,UP,1
2007-03-08,695.0,659.95,573.084,662.87,665.8452,UP,1
2007-03-09,700.0,696.0,573.329,668.87,667.3052,DOWN,0
2007-03-12,675.75,696.55,573.4578,674.32,668.2802,DOWN,0
2007-03-13,632.76,662.55,573.3591,671.522,668.1466,UP,1
2007-03-14,659.5,636.9,573.4366,672.602,668.4116,UP,1
2007-03-15,688.0,651.25,573.6491,671.202,669.2716,DOWN,0
2007-03-16,685.0,688.0,573.9441,668.202,670.8416,UP,1
2007-03-19,704.0,689.99,574.4191,673.852,672.8516,UP,1
2007-03-20,707.0,705.0,574.8541,688.7,674.6616,UP,1
2007-03-21,728.0,715.98,575.4341,702.4,677.1966,DOWN,0
2007-03-22,720.75,730.0,576.1216,708.95,679.5966,UP,1
2007-03-23,722.5,720.75,576.9141,716.45,682.0666,DOWN,0
2007-03-26,712.9,720.01,577.6936,718.23,684.4696,DOWN,0
2007-03-27,698.25,696.35,578.3986,716.48,686.3346,DOWN,0
2007-03-28,688.0,691.99,579.0561,708.48,688.0546,UP,1
2007-03-29,701.0,695.0,579.8598,704.53,689.5646,DOWN,0
2007-03-30,665.0,699.5,580.5348,693.03,690.4846,UP,1
2007-04-02,665.5,673.0,581.1573,683.55,691.0946,UP,1
2007-04-03,685.71,669.5,581.7909,681.042,692.1988,UP,1
2007-04-04,692.0,694.0,582.5121,681.842,693.0538,UP,1
2007-04-05,706.0,690.25,583.4321,682.842,693.8738,DOWN,0
2007-04-09,698.0,700.01,584.3821,689.442,695.0338,DOWN,0
2007-04-10,696.0,694.0,585.2873,695.542,696.0438,DOWN,0
2007-04-11,681.0,696.01,586.1548,694.6,696.7538,UP,1
2007-04-12,695.5,678.99,587.0173,695.3,697.6038,DOWN,0
2007-04-13,692.5,694.0,587.9798,692.6,697.6034,UP,1
2007-04-16,716.0,695.5,589.0748,696.2,697.9534,DOWN,0
2007-04-17,711.5,718.5,590.2023,699.3,697.7834,UP,1
2007-04-18,728.55,705.0,591.3326,708.81,697.8744,DOWN,0
2007-04-19,721.8,722.0,592.4853,714.07,697.6804,UP,1
2007-04-20,797.0,742.97,594.025,734.97,698.9704,DOWN,0
2007-04-23,775.0,794.0,595.5175,746.77,699.8904,UP,1
2007-04-24,785.0,775.09,597.0375,761.47,701.1804,UP,1
2007-04-25,797.25,790.0,598.6339,775.21,702.9604,UP,1
2007-04-26,842.0,804.0,600.4401,799.25,705.5504,DOWN,0
2007-04-27,817.5,835.0,602.1676,803.35,707.4006,UP,1
2007-04-30,824.0,817.75,604.0126,813.15,709.2744,UP,1
2007-05-01,830.0,823.75,605.9551,822.15,711.3564,UP,1
2007-05-02,835.5,825.0,608.0021,829.8,713.4264,DOWN,0
2007-05-03,834.5,838.0,610.1246,828.3,715.5164,DOWN,0
2007-05-04,796.5,828.0,612.1371,824.1,716.9884,DOWN,0
2007-05-07,780.75,794.99,613.8659,815.45,718.8534,UP,1
2007-05-08,793.0,771.0,615.6996,808.05,720.6434,UP,1
2007-05-09,803.0,788.0,617.5118,801.55,723.3984,DOWN,0
2007-05-10,777.5,799.0,619.1143,790.15,725.4114,DOWN,0
2007-05-11,777.5,784.0,620.6518,786.35,727.1764,DOWN,0
2007-05-14,773.28,772.0,622.1682,784.856,729.242,DOWN,0
2007-05-15,759.25,773.95,623.6444,778.106,731.457,UP,1
2007-05-16,786.23,767.69,625.1531,774.752,734.2466,DOWN,0
2007-05-17,781.0,783.0,626.5831,775.452,736.7846,DOWN,0
2007-05-18,779.51,784.0,628.0927,775.854,738.4748,UP,1
2007-05-21,805.75,779.51,629.7214,782.348,740.5898,UP,1
2007-05-22,830.0,803.0,631.2858,796.498,743.6748,DOWN,0
2007-05-23,825.0,831.99,632.7757,804.252,747.5196,DOWN,0
2007-05-24,820.5,830.85,634.2563,812.152,750.7396,DOWN,0
2007-05-25,810.0,824.0,635.8376,818.25,753.1796,DOWN,0
2007-05-29,803.0,789.97,637.4941,817.7,755.5396,UP,1
2007-05-30,807.5,792.0,639.1691,813.2,757.6096,DOWN,0
2007-05-31,797.0,810.9,640.8316,807.6,759.4096,DOWN,0
2007-06-01,780.0,797.0,642.4091,799.5,760.4496,DOWN,0
2007-06-04,761.0,775.0,643.8691,789.7,761.2546,DOWN,0
2007-06-05,755.0,761.0,645.1716,780.1,761.9046,DOWN,0
2007-06-06,732.4,753.0,646.3348,765.08,762.2946,DOWN,0
2007-06-07,710.0,731.0,647.3648,747.68,762.5296,UP,1
2007-06-08,720.99,707.52,648.5215,735.878,763.1894,DOWN,0
2007-06-11,711.0,719.65,649.5765,725.878,763.3894,DOWN,0
2007-06-12,690.55,709.5,650.613,712.988,763.9004,DOWN,0
2007-06-13,688.5,693.0,651.6004,704.208,764.3604,UP,1
2007-06-14,696.44,689.0,652.6176,701.496,764.575,DOWN,0
2007-06-15,695.0,700.0,653.5676,696.298,764.635,DOWN,0
2007-06-18,689.0,703.75,654.4876,691.898,764.295,UP,1
2007-06-19,695.0,689.0,655.4532,692.788,764.235,DOWN,0
2007-06-20,689.01,691.0,656.33,692.89,764.0952,DOWN,0
2007-06-21,681.0,689.43,657.173,689.802,764.0952,UP,1
2007-06-22,681.2,678.1,658.029,687.042,763.8092,DOWN,0
2007-06-25,671.0,681.2,658.9266,683.442,763.3792,DOWN,0
2007-06-26,666.25,669.0,659.7324,677.692,762.3842,UP,1
2007-06-27,687.0,665.0,660.6074,677.29,761.8942,UP,1
2007-06-28,690.0,683.76,661.4774,679.09,761.1232,DOWN,0
2007-06-29,679.75,689.98,662.1211,678.8,760.2822,DOWN,0
2007-07-02,672.0,677.0,662.7024,679.0,757.7822,DOWN,0
2007-07-03,672.0,672.0,663.2324,680.15,755.7222,DOWN,0
2007-07-05,667.0,671.0,663.6374,676.15,753.3622,UP,1
2007-07-06,691.5,670.75,664.1674,676.45,751.2472,DOWN,0
2007-07-09,677.75,691.5,664.7086,676.05,747.9622,DOWN,0
2007-07-10,651.5,677.0,665.1661,671.95,744.6422,UP,1
2007-07-11,667.25,657.4,665.8124,671.0,741.5072,UP,1
2007-07-12,680.25,671.0,666.4336,673.65,738.5122,UP,1
2007-07-13,718.0,681.75,667.1451,678.95,736.1622,DOWN,0
2007-07-16,701.0,728.45,667.7751,683.6,733.4922,DOWN,0
2007-07-17,677.25,701.75,668.3709,688.75,731.1072,DOWN,0
2007-07-18,670.0,672.0,668.9546,689.3,728.8922,DOWN,0
2007-07-19,664.0,675.3,669.5996,686.05,726.3122,DOWN,0
2007-07-20,641.75,644.35,670.1234,670.8,723.0872,DOWN,0
2007-07-23,623.5,640.25,670.5761,655.3,720.0072,DOWN,0
