ticker,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-06-14,13.81,13.7875,13.118,13.7865,12.9311,UP,1
2005-06-15,13.8263,13.8125,13.1337,13.7962,12.9489,DOWN,0
2005-06-16,13.7525,13.7925,13.1484,13.7817,12.9633,DOWN,0
2005-06-17,13.6375,13.96,13.1626,13.7707,12.9836,DOWN,0
2005-06-20,13.6075,13.605,13.1751,13.7267,13.0126,DOWN,0
2005-06-21,13.4675,13.525,13.187,13.6582,13.0444,UP,1
2005-06-22,13.4925,13.5625,13.199,13.5915,13.0745,DOWN,0
2005-06-23,13.3,13.4925,13.2101,13.501,13.105,DOWN,0
2005-06-24,13.11,13.3,13.2199,13.3955,13.1328,DOWN,0
2005-06-27,12.99,13.025,13.2287,13.272,13.1559,UP,1
2005-06-28,13.265,13.025,13.2388,13.2315,13.1862,DOWN,0
2005-06-29,13.0425,13.265,13.2465,13.1415,13.216,DOWN,0
2005-06-30,12.915,13.005,13.2543,13.0645,13.2459,DOWN,0
2005-07-01,12.7625,12.9325,13.2611,12.995,13.2691,UP,1
2005-07-05,12.995,12.89,13.2685,12.996,13.3012,DOWN,0
2005-07-06,12.645,12.975,13.2748,12.872,13.3169,DOWN,0
2005-07-07,12.5475,12.45,13.2803,12.773,13.3348,UP,1
2005-07-08,12.945,12.545,13.2891,12.779,13.3616,UP,1
2005-07-11,13.0075,13.0,13.2983,12.828,13.379,DOWN,0
2005-07-12,12.99,12.935,13.3069,12.827,13.3912,DOWN,0
2005-07-13,12.9275,12.945,13.3161,12.8835,13.4007,UP,1
2005-07-14,13.115,13.085,13.326,12.997,13.4129,UP,1
2005-07-15,13.175,13.1725,13.335,13.043,13.4234,DOWN,0
2005-07-18,13.0875,13.1075,13.3436,13.059,13.4239,DOWN,0
2005-07-19,12.9025,13.0525,13.3491,13.0415,13.4199,UP,1
2005-07-20,13.0075,12.875,13.3553,13.0575,13.4189,DOWN,0
2005-07-21,12.905,12.9625,13.3605,13.0155,13.4175,DOWN,0
2005-07-22,12.83,12.895,13.3647,12.9465,13.4093,DOWN,0
2005-07-25,12.6125,12.7525,13.3689,12.8515,13.3958,DOWN,0
2005-07-26,12.5975,12.625,13.3726,12.7905,13.3778,DOWN,0
2005-07-27,12.5875,12.5975,13.3758,12.7065,13.3606,UP,1
2005-07-28,13.17,13.39,13.3816,12.7595,13.3537,DOWN,0
2005-07-29,13.1375,13.2675,13.3877,12.821,13.3412,DOWN,0
2005-08-01,13.0475,13.1375,13.3932,12.908,13.3268,DOWN,0
2005-08-02,13.0275,13.01,13.3965,12.994,13.3124,DOWN,0
2005-08-03,12.975,12.9575,13.3985,13.0715,13.2973,DOWN,0
2005-08-04,12.745,12.9875,13.3994,12.9865,13.2783,DOWN,0
2005-08-05,12.635,12.7125,13.3997,12.886,13.256,UP,1
2005-08-08,12.7475,12.5975,13.4,12.826,13.235,UP,1
2005-08-09,12.9425,12.7625,13.4021,12.809,13.2157,DOWN,0
2005-08-10,12.8425,13.0,13.4042,12.7825,13.1986,UP,1
2005-08-11,13.095,12.83,13.4065,12.8525,13.1819,DOWN,0
2005-08-12,13.0075,12.925,13.4068,12.927,13.1608,UP,1
2005-08-15,13.06,12.91,13.4061,12.9895,13.1447,DOWN,0
2005-08-16,12.7725,13.0375,13.4038,12.9555,13.1212,UP,1
2005-08-17,12.8325,12.8,13.4014,12.9535,13.1003,DOWN,0
2005-08-18,12.7875,12.75,13.3991,12.892,13.0805,DOWN,0
2005-08-19,12.775,12.7375,13.3961,12.8455,13.0595,DOWN,0
2005-08-22,12.66,12.78,13.3911,12.7655,13.0389,DOWN,0
2005-08-23,12.56,12.655,13.3858,12.723,13.0135,DOWN,0
2005-08-24,12.355,12.5125,13.3795,12.6275,12.9844,UP,1
2005-08-25,12.3575,12.4,13.3728,12.5415,12.955,DOWN,0
2005-08-26,12.355,12.3,13.3655,12.4575,12.9271,DOWN,0
2005-08-29,12.3025,12.2625,13.3577,12.386,12.9004,DOWN,0
2005-08-30,12.1425,12.25,13.3493,12.3025,12.8711,UP,1
2005-08-31,12.2575,12.175,13.3416,12.283,12.8469,DOWN,0
2005-09-01,12.1725,12.45,13.3342,12.246,12.8205,DOWN,0
2005-09-02,12.075,12.2475,13.325,12.19,12.796,UP,1
2005-09-06,12.135,12.0875,13.316,12.1565,12.7765,DOWN,0
2005-09-07,12.0675,12.1075,13.3073,12.1415,12.7581,DOWN,0
2005-09-08,12.0525,12.0125,13.297,12.1005,12.7338,UP,1
2005-09-09,12.0975,12.1175,13.2869,12.0855,12.7149,UP,1
2005-09-12,12.115,12.0525,13.2766,12.0935,12.6989,DOWN,0
2005-09-13,11.99,12.075,13.2658,12.0645,12.6835,DOWN,0
2005-09-14,11.79,11.9925,13.2542,12.009,12.6594,UP,1
2005-09-15,11.8225,11.7875,13.243,11.963,12.6429,DOWN,0
2005-09-16,11.745,11.815,13.2298,11.8925,12.6268,DOWN,0
2005-09-19,11.63,11.75,13.2146,11.7955,12.6005,DOWN,0
2005-09-20,11.54,11.625,13.1991,11.7055,12.5712,UP,1
2005-09-21,11.6675,11.6425,13.184,11.681,12.5447,UP,1
2005-09-22,12.0775,11.7425,13.1728,11.732,12.5277,UP,1
2005-09-23,12.135,12.125,13.1607,11.81,12.5081,UP,1
2005-09-26,12.16,12.25,13.1482,11.916,12.4878,DOWN,0
2005-09-27,12.1375,12.245,13.1363,12.0355,12.4688,DOWN,0
2005-09-28,11.995,12.21,13.1229,12.101,12.4507,UP,1
2005-09-29,12.2825,11.9875,13.1109,12.142,12.4362,UP,1
2005-09-30,12.525,12.3425,13.1002,12.22,12.4286,UP,1
2005-10-03,12.6,12.5775,13.0907,12.308,12.424,UP,1
2005-10-04,12.635,12.6175,13.0811,12.4075,12.4244,DOWN,0
2005-10-05,12.4525,12.615,13.0699,12.499,12.4215,UP,1
2005-10-06,12.9175,12.875,13.0608,12.626,12.4281,DOWN,0
2005-10-07,12.76,12.94,13.0482,12.673,12.4199,UP,1
2005-10-10,12.83,12.755,13.0366,12.719,12.4138,DOWN,0
2005-10-11,12.785,12.8225,13.0237,12.749,12.4085,DOWN,0
2005-10-12,12.68,12.75,13.0083,12.7945,12.4016,UP,1
2005-10-13,13.225,12.72,12.9946,12.856,12.4066,DOWN,0
2005-10-14,13.22,13.1975,12.9824,12.948,12.4161,UP,1
2005-10-17,13.2725,13.15,12.9708,13.0365,12.4288,DOWN,0
2005-10-18,13.15,13.1925,12.9601,13.1095,12.4369,UP,1
2005-10-19,13.685,13.1625,12.9522,13.3105,12.4517,DOWN,0
2005-10-20,13.5475,13.645,12.9429,13.375,12.4658,UP,1
2005-10-21,13.7525,13.7425,12.937,13.4815,12.479,UP,1
2005-10-24,13.945,13.835,12.9321,13.616,12.4977,DOWN,0
2005-10-25,13.945,14.0,12.9296,13.775,12.5155,DOWN,0
2005-10-26,13.835,14.01,12.927,13.805,12.5367,DOWN,0
2005-10-27,13.435,13.79,12.9229,13.7825,12.5488,UP,1
2005-10-28,13.905,13.565,12.9232,13.813,12.5711,UP,1
2005-10-31,14.14,14.0,12.9236,13.852,12.5984,DOWN,0
2005-11-01,14.075,14.15,12.9216,13.878,12.6267,UP,1
2005-11-02,14.415,14.225,12.9215,13.994,12.6638,UP,1
2005-11-03,14.715,14.545,12.9243,14.25,12.711,UP,1
2005-11-04,15.18,15.185,12.9306,14.505,12.7675,UP,1
2005-11-07,15.205,15.37,12.9392,14.718,12.8245,DOWN,0
2005-11-08,14.75,15.2,12.9455,14.853,12.8734,DOWN,0
2005-11-09,14.75,14.75,12.95,14.92,12.9256,UP,1
2005-11-10,14.985,14.41,12.9587,14.974,12.9801,UP,1
2005-11-11,15.075,15.04,12.9669,14.953,13.0382,UP,1
2005-11-14,15.155,15.095,12.9752,14.943,13.0997,DOWN,0
2005-11-15,15.14,15.34,12.983,15.021,13.1599,UP,1
2005-11-16,15.21,15.24,12.9915,15.113,13.2227,UP,1
2005-11-17,15.61,15.38,13.0076,15.238,13.2939,DOWN,0
2005-11-18,15.49,15.745,13.0217,15.321,13.3617,UP,1
2005-11-21,15.95,15.61,13.0377,15.48,13.4384,DOWN,0
2005-11-22,15.775,15.92,13.0521,15.607,13.5141,UP,1
2005-11-23,15.875,15.8,13.0683,15.74,13.5958,DOWN,0
2005-11-25,15.85,15.945,13.0849,15.788,13.6764,DOWN,0
2005-11-28,15.565,15.825,13.1,15.803,13.7528,DOWN,0
2005-11-29,15.42,15.75,13.1147,15.697,13.8286,DOWN,0
2005-11-30,15.225,15.45,13.1277,15.587,13.9023,UP,1
2005-12-01,15.57,15.17,13.1426,15.526,13.9803,UP,1
2005-12-02,15.965,15.97,13.1602,15.549,14.0581,UP,1
2005-12-05,15.98,15.975,13.1777,15.632,14.135,DOWN,0
2005-12-06,15.9,15.91,13.1951,15.728,14.2098,DOWN,0
2005-12-07,15.67,15.975,13.2111,15.817,14.2804,DOWN,0
2005-12-08,15.425,15.6775,13.2243,15.788,14.349,UP,1
2005-12-09,15.555,15.395,13.2381,15.706,14.4145,DOWN,0
2005-12-12,15.445,15.69,13.2506,15.599,14.4729,UP,1
2005-12-13,15.75,15.36,13.2636,15.569,14.5359,UP,1
2005-12-14,15.83,15.7325,13.2767,15.601,14.5998,DOWN,0
2005-12-15,15.81,15.78,13.2888,15.678,14.6669,DOWN,0
2005-12-16,15.595,15.765,13.2987,15.686,14.7205,DOWN,0
2005-12-19,15.325,15.575,13.3064,15.662,14.7718,DOWN,0
2005-12-20,15.08,15.35,13.3136,15.528,14.8168,UP,1
2005-12-21,15.265,15.185,13.3217,15.415,14.8664,UP,1
2005-12-22,15.39,15.305,13.3308,15.331,14.9206,DOWN,0
2005-12-23,15.28,15.54,13.3403,15.268,14.9617,DOWN,0
2005-12-27,15.275,15.32,13.3496,15.258,15.0028,UP,1
2005-12-28,15.28,15.225,13.3593,15.298,15.0429,DOWN,0
2005-12-29,15.255,15.275,13.3705,15.296,15.085,DOWN,0
2005-12-30,15.005,15.1975,13.3803,15.219,15.1114,UP,1
2006-01-03,15.435,15.285,13.3919,15.25,15.1492,UP,1
2006-01-04,15.835,15.59,13.4058,15.362,15.1908,DOWN,0
2006-01-05,15.805,15.85,13.4203,15.467,15.228,UP,1
2006-01-06,15.81,15.83,13.435,15.578,15.2653,DOWN,0
2006-01-09,15.65,15.855,13.4485,15.707,15.3016,DOWN,0
2006-01-10,15.51,15.6,13.4608,15.722,15.3431,UP,1
2006-01-11,15.56,15.45,13.4729,15.667,15.3762,DOWN,0
2006-01-12,15.48,15.51,13.4843,15.602,15.403,UP,1
2006-01-13,15.645,15.57,13.4979,15.569,15.4344,DOWN,0
2006-01-17,15.57,15.54,13.5117,15.553,15.4575,DOWN,0
2006-01-18,15.565,15.505,13.5253,15.564,15.4745,UP,1
2006-01-19,15.675,15.555,13.539,15.587,15.4844,DOWN,0
2006-01-20,15.1545,15.72,13.5496,15.5219,15.4834,DOWN,0
2006-01-23,15.12,15.21,13.562,15.4169,15.4908,UP,1
2006-01-24,15.355,15.12,13.578,15.3739,15.5029,DOWN,0
2006-01-25,15.18,15.34,13.5946,15.2969,15.5068,UP,1
2006-01-26,15.745,15.415,13.6133,15.3109,15.5202,UP,1
2006-01-27,15.975,15.795,13.6343,15.475,15.5366,DOWN,0
2006-01-30,15.935,16.045,13.6554,15.638,15.5525,DOWN,0
2006-01-31,15.85,15.98,13.6755,15.737,15.5653,DOWN,0
2006-02-01,15.68,15.64,13.6951,15.837,15.5667,UP,1
2006-02-02,17.2,16.575,13.7234,16.128,15.6009,DOWN,0
2006-02-03,16.94,17.1,13.751,16.321,15.6207,UP,1
2006-02-06,17.245,16.75,13.7792,16.583,15.6501,DOWN,0
2006-02-07,17.16,17.2,13.808,16.845,15.6758,UP,1
2006-02-08,17.36,17.255,13.8355,17.181,15.706,UP,1
2006-02-09,17.595,17.555,13.8652,17.26,15.7466,UP,1
2006-02-10,17.75,17.6775,13.896,17.422,15.7932,DOWN,0
2006-02-13,17.285,17.18,13.9217,17.43,15.8344,UP,1
2006-02-14,17.335,17.4,13.9465,17.465,15.8697,UP,1
2006-02-15,17.59,17.355,13.9722,17.511,15.9022,UP,1
2006-02-16,17.925,17.66,13.9993,17.577,15.9411,DOWN,0
2006-02-17,17.695,17.78,14.0245,17.566,15.977,DOWN,0
2006-02-21,17.63,17.725,14.0473,17.635,16.0162,UP,1
2006-02-22,18.01,17.7,14.0719,17.77,16.0679,UP,1
2006-02-23,18.084,18.005,14.097,17.8688,16.1185,DOWN,0
2006-02-24,17.96,18.15,14.1219,17.8758,16.1688,UP,1
2006-02-27,18.35,17.935,14.1475,18.0068,16.2208,DOWN,0
2006-02-28,18.16,18.27,14.1718,18.1128,16.2674,DOWN,0
2006-03-01,18.14,18.165,14.195,18.1388,16.314,DOWN,0
2006-03-02,17.725,18.08,14.2164,18.067,16.3566,UP,1
2006-03-03,17.79,18.0175,14.2378,18.033,16.4059,UP,1
2006-03-06,17.955,17.835,14.2588,17.954,16.4634,DOWN,0
2006-03-07,17.775,17.925,14.2788,17.877,16.5136,DOWN,0
2006-03-08,17.675,17.96,14.2984,17.784,16.5593,DOWN,0
2006-03-09,17.46,17.65,14.3171,17.731,16.6029,UP,1
2006-03-10,17.695,17.575,14.3371,17.712,16.6513,DOWN,0
2006-03-13,17.515,17.525,14.3559,17.624,16.696,UP,1
2006-03-14,18.125,17.505,14.3776,17.694,16.7534,UP,1
2006-03-15,18.255,18.125,14.3993,17.81,16.8184,DOWN,0
2006-03-16,18.09,18.305,14.4213,17.936,16.8715,UP,1
2006-03-17,18.305,18.155,14.4431,18.058,16.9209,UP,1
2006-03-20,18.445,18.395,14.4651,18.244,16.9737,DOWN,0
2006-03-21,18.14,18.495,14.4864,18.247,17.0203,UP,1
2006-03-22,18.28,18.17,14.5081,18.252,17.0729,DOWN,0
2006-03-23,18.065,18.15,14.529,18.247,17.124,UP,1
2006-03-24,18.31,18.1375,14.5517,18.248,17.179,DOWN,0
2006-03-27,18.295,18.2975,14.574,18.218,17.2353,UP,1
2006-03-28,18.3,18.3725,14.5971,18.25,17.2884,UP,1
2006-03-29,18.765,18.465,14.6218,18.347,17.3523,DOWN,0
2006-03-30,18.765,18.815,14.6465,18.487,17.4163,UP,1
2006-03-31,18.815,18.76,14.6715,18.588,17.4791,UP,1
2006-04-03,18.995,18.99,14.6977,18.728,17.5559,UP,1
2006-04-04,19.165,19.125,14.7253,18.901,17.6368,DOWN,0
2006-04-05,18.745,19.145,14.751,18.897,17.7046,DOWN,0
2006-04-06,18.725,18.725,14.7773,18.889,17.7755,UP,1
2006-04-07,18.93,19.25,14.8045,18.912,17.8392,UP,1
2006-04-10,18.985,19.055,14.8329,18.91,17.8994,DOWN,0
2006-04-11,18.785,19.125,14.8613,18.834,17.9564,UP,1
2006-04-12,19.005,18.905,14.8914,18.886,18.0195,UP,1
2006-04-13,19.145,19.0925,14.9208,18.97,18.0888,DOWN,0
2006-04-17,18.93,19.34,14.9502,18.97,18.1234,UP,1
2006-04-18,19.285,19.105,14.9821,19.03,18.1703,UP,1
2006-04-19,19.44,19.26,15.0155,19.161,18.2142,DOWN,0
2006-04-20,19.43,19.54,15.0476,19.246,18.2596,DOWN,0
2006-04-21,19.35,19.59,15.0812,19.287,18.2994,DOWN,0
2006-04-24,19.305,19.495,15.1149,19.362,18.3336,DOWN,0
2006-04-25,19.08,19.37,15.1456,19.321,18.3602,DOWN,0
2006-04-26,18.78,19.135,15.1745,19.189,18.3901,DOWN,0
2006-04-27,18.48,18.605,15.2019,18.999,18.413,UP,1
2006-04-28,18.635,18.6,15.2305,18.856,18.4339,DOWN,0
2006-05-01,18.625,18.815,15.258,18.72,18.4479,UP,1
2006-05-02,18.91,18.77,15.2867,18.686,18.4722,DOWN,0
2006-05-03,18.675,18.95,15.3146,18.665,18.4931,UP,1
2006-05-04,19.395,18.645,15.3471,18.848,18.5208,UP,1
2006-05-05,19.815,19.52,15.3811,19.084,18.5554,DOWN,0
2006-05-08,19.63,19.69,15.4148,19.285,18.5888,DOWN,0
2006-05-09,19.225,19.62,15.4467,19.348,18.6063,DOWN,0
2006-05-10,19.1,19.22,15.4792,19.433,18.6251,DOWN,0
2006-05-11,18.27,18.995,15.5075,19.208,18.6277,DOWN,0
2006-05-12,17.825,18.255,15.5337,18.81,18.6297,UP,1
2006-05-15,18.15,17.875,15.5586,18.514,18.6369,UP,1
2006-05-16,18.53,18.19,15.5856,18.375,18.6484,DOWN,0
2006-05-17,18.205,18.4,15.6114,18.196,18.657,DOWN,0
2006-05-18,17.99,18.225,15.6362,18.14,18.6633,UP,1
2006-05-19,18.165,17.955,15.6621,18.208,18.6774,DOWN,0
2006-05-22,18.115,18.38,15.689,18.201,18.6858,DOWN,0
2006-05-23,17.795,18.15,15.7148,18.054,18.6914,DOWN,0
2006-05-24,17.605,17.63,15.7391,17.934,18.681,UP,1
2006-05-25,17.72,17.695,15.763,17.88,18.6703,DOWN,0
2006-05-26,17.715,17.82,15.7873,17.79,18.6628,DOWN,0
2006-05-30,17.465,17.655,15.8092,17.66,18.646,UP,1
2006-05-31,17.825,17.465,15.8333,17.666,18.6336,UP,1
2006-06-01,18.105,17.745,15.8585,17.766,18.6329,DOWN,0
2006-06-02,17.995,18.1,15.8846,17.821,18.6272,DOWN,0
2006-06-05,17.69,17.92,15.9089,17.816,18.6197,DOWN,0
2006-06-06,17.635,17.75,15.9331,17.85,18.6062,UP,1
2006-06-07,17.855,17.655,15.9585,17.856,18.5974,UP,1
2006-06-08,18.12,17.75,15.9858,17.859,18.5938,DOWN,0
2006-06-09,17.945,18.065,16.0127,17.849,18.5774,DOWN,0
2006-06-12,17.71,17.95,16.0395,17.853,18.5563,DOWN,0
2006-06-13,17.575,17.63,16.0656,17.841,18.5315,UP,1
2006-06-14,17.935,17.54,16.0935,17.857,18.5103,UP,1
2006-06-15,18.395,17.96,16.124,17.912,18.4949,DOWN,0
2006-06-16,18.305,18.295,16.1548,17.984,18.4861,DOWN,0
2006-06-19,17.98,18.4,16.1834,18.038,18.4712,DOWN,0
2006-06-20,17.915,17.935,16.2121,18.106,18.4509,UP,1
2006-06-21,18.21,18.0,16.2428,18.161,18.4354,DOWN,0
2006-06-22,18.045,18.25,16.2723,18.091,18.4206,UP,1
2006-06-23,18.25,18.03,16.3032,18.08,18.4055,DOWN,0
2006-06-26,18.245,18.345,16.3342,18.133,18.3875,DOWN,0
2006-06-27,17.87,18.165,16.3631,18.124,18.3663,DOWN,0
2006-06-28,17.865,17.89,16.3918,18.055,18.3379,UP,1
2006-06-29,18.985,18.02,16.4268,18.243,18.3288,DOWN,0
2006-06-30,18.88,18.99,16.4622,18.369,18.3178,UP,1
2006-07-03,19.01,18.98,16.4982,18.522,18.311,DOWN,0
2006-07-05,18.78,18.89,16.5334,18.704,18.3005,UP,1
2006-07-06,18.94,18.855,16.5699,18.919,18.2977,DOWN,0
2006-07-07,18.02,17.96,16.6023,18.726,18.2825,DOWN,0
2006-07-10,17.815,18.05,16.633,18.513,18.2692,UP,1
2006-07-11,17.99,17.735,16.6626,18.309,18.2563,DOWN,0
2006-07-12,17.215,17.995,16.688,17.996,18.2281,DOWN,0
2006-07-13,17.01,17.135,16.7123,17.61,18.1901,DOWN,0
2006-07-14,16.83,16.98,16.7357,17.372,18.1532,UP,1
2006-07-17,17.12,16.73,16.7613,17.233,18.1077,DOWN,0
2006-07-18,16.7,17.055,16.7834,16.975,18.0454,UP,1
2006-07-19,16.92,16.825,16.8054,16.916,17.9912,DOWN,0
2006-07-20,16.705,17.155,16.8259,16.855,17.9408,UP,1
2006-07-21,16.895,16.57,16.8472,16.868,17.8967,UP,1
2006-07-24,17.355,16.945,16.8717,16.915,17.8784,UP,1
2006-07-25,17.7,17.255,16.8957,17.115,17.8759,DOWN,0
2006-07-26,17.01,17.475,16.9169,17.133,17.8531,DOWN,0
2006-07-27,16.79,17.075,16.9367,17.15,17.8183,UP,1
2006-07-28,17.015,16.835,16.9579,17.174,17.7945,UP,1
2006-07-31,17.115,16.965,16.98,17.126,17.777,DOWN,0
2006-08-01,16.48,16.995,16.9963,16.882,17.7433,UP,1
2006-08-02,16.65,16.375,17.0135,16.81,17.714,DOWN,0
2006-08-03,15.32,14.545,17.0237,16.516,17.6645,DOWN,0
2006-08-04,15.305,15.5675,17.0345,16.174,17.6185,UP,1
2006-08-07,15.4,15.25,17.043,15.831,17.5721,DOWN,0
2006-08-08,15.17,15.545,17.0512,15.569,17.5212,DOWN,0
2006-08-09,14.775,15.295,17.0563,15.194,17.4674,UP,1
2006-08-10,14.98,14.75,17.0614,15.126,17.4105,DOWN,0
2006-08-11,14.95,14.925,17.0665,15.055,17.3474,UP,1
2006-08-14,14.98,15.125,17.0722,14.971,17.2871,UP,1
2006-08-15,15.095,15.145,17.0805,14.956,17.2352,UP,1
2006-08-16,15.32,15.185,17.0876,15.065,17.1889,UP,1
2006-08-17,15.645,15.265,17.0951,15.198,17.1447,DOWN,0
2006-08-18,15.56,15.7,17.1025,15.32,17.0935,DOWN,0
2006-08-21,15.34,15.39,17.1071,15.392,17.0414,DOWN,0
2006-08-22,15.085,15.28,17.109,15.39,16.9889,DOWN,0
2006-08-23,14.845,15.015,17.1073,15.295,16.9343,DOWN,0
2006-08-24,14.815,14.9175,17.1054,15.129,16.8719,UP,1
2006-08-25,14.975,14.765,17.1065,15.012,16.8035,UP,1
2006-08-28,15.235,14.945,17.1089,14.991,16.7421,DOWN,0
2006-08-29,15.18,15.255,17.1099,15.01,16.6861,UP,1
2006-08-30,15.37,15.195,17.1114,15.115,16.6352,UP,1
2006-08-31,15.505,15.455,17.1131,15.253,16.5811,UP,1
2006-09-01,15.88,15.805,17.1168,15.434,16.5378,UP,1
2006-09-05,15.995,15.93,17.1207,15.586,16.4927,DOWN,0
2006-09-06,15.75,15.9425,17.1214,15.7,16.4428,DOWN,0
2006-09-07,15.56,15.735,17.1218,15.738,16.3966,UP,1
2006-09-08,15.595,15.625,17.12,15.756,16.3512,UP,1
2006-09-11,15.755,15.545,17.1199,15.731,16.2866,UP,1
2006-09-12,16.22,15.755,17.1216,15.776,16.2334,UP,1
2006-09-13,16.52,16.3,17.125,15.93,16.1836,DOWN,0
2006-09-14,16.515,16.62,17.1297,16.121,16.1383,UP,1
2006-09-15,16.925,16.275,17.1373,16.387,16.098,DOWN,0
2006-09-18,16.82,16.93,17.1452,16.6,16.074,UP,1
2006-09-19,16.84,16.975,17.1516,16.724,16.0545,UP,1
2006-09-20,17.34,17.11,17.1585,16.888,16.0415,DOWN,0
2006-09-21,17.005,17.485,17.1636,16.986,16.0373,DOWN,0
2006-09-22,17.005,17.1125,17.1691,17.002,16.0372,UP,1
2006-09-25,17.225,17.055,17.1769,17.083,16.0451,DOWN,0
2006-09-26,17.135,17.25,17.1854,17.142,16.0454,UP,1
2006-09-27,17.235,17.2,17.1938,17.121,16.0561,DOWN,0
2006-09-28,17.11,17.3,17.2022,17.142,16.0599,DOWN,0
2006-09-29,17.025,17.165,17.2085,17.146,16.0663,DOWN,0
2006-10-02,16.81,17.075,17.2134,17.063,16.0646,UP,1
2006-10-03,17.005,16.865,17.2194,17.037,16.0576,UP,1
2006-10-04,17.98,16.99,17.2313,17.186,16.0632,UP,1
2006-10-05,19.345,19.0,17.2514,17.633,16.1099,DOWN,0
2006-10-06,19.205,19.35,17.2721,18.069,16.1582,DOWN,0
2006-10-09,19.2,19.12,17.2917,18.547,16.2019,DOWN,0
2006-10-10,19.02,19.015,17.3099,18.95,16.24,DOWN,0
2006-10-11,18.71,18.9275,17.327,19.096,16.2846,UP,1
2006-10-12,18.98,18.975,17.3456,19.023,16.3312,DOWN,0
2006-10-13,18.965,18.995,17.364,18.975,16.4041,UP,1
2006-10-16,19.2,19.03,17.3837,18.975,16.482,DOWN,0
2006-10-17,18.93,19.13,17.4033,18.957,16.5526,DOWN,0
2006-10-18,18.895,19.1,17.4206,18.994,16.6271,DOWN,0
2006-10-19,18.89,18.7,17.4359,18.976,16.7094,DOWN,0
2006-10-20,18.72,18.885,17.4505,18.927,16.7842,UP,1
2006-10-23,19.15,18.695,17.4672,18.917,16.8682,DOWN,0
2006-10-24,19.105,19.1,17.4845,18.952,16.9507,UP,1
2006-10-25,19.23,19.005,17.5031,19.019,17.0334,UP,1
2006-10-26,19.435,19.27,17.5224,19.128,17.1157,DOWN,0
2006-10-27,19.01,19.41,17.5401,19.186,17.183,UP,1
2006-10-30,19.07,19.005,17.5572,19.17,17.2532,DOWN,0
2006-10-31,18.875,19.12,17.5737,19.124,17.3239,DOWN,0
2006-11-01,18.8,18.995,17.5899,19.038,17.3982,DOWN,0
2006-11-02,18.66,18.725,17.6048,18.883,17.4745,DOWN,0
2006-11-03,18.235,18.64,17.6202,18.728,17.5429,UP,1
2006-11-06,18.74,18.2775,17.6383,18.662,17.6182,DOWN,0
2006-11-07,18.535,18.775,17.6542,18.594,17.6842,UP,1
2006-11-08,18.665,18.43,17.6717,18.567,17.7539,DOWN,0
2006-11-09,18.46,18.785,17.6852,18.527,17.8157,UP,1
2006-11-10,18.895,18.52,17.6998,18.659,17.8835,UP,1
2006-11-13,19.22,18.9475,17.7163,18.755,17.9503,UP,1
2006-11-14,19.24,19.26,17.7332,18.896,18.0152,UP,1
2006-11-15,19.485,19.33,17.7522,19.06,18.0899,UP,1
2006-11-16,19.715,19.615,17.7648,19.311,18.173,DOWN,0
2006-11-17,18.71,18.51,17.7737,19.274,18.2353,DOWN,0
2006-11-20,18.375,18.5025,17.7793,19.105,18.2877,DOWN,0
2006-11-21,18.285,18.295,17.7849,18.914,18.329,DOWN,0
2006-11-22,18.19,18.28,17.7891,18.655,18.3624,DOWN,0
2006-11-24,18.155,18.035,17.7919,18.343,18.3952,DOWN,0
2006-11-27,17.905,18.105,17.7927,18.182,18.4148,DOWN,0
2006-11-28,17.66,17.79,17.7945,18.039,18.4316,UP,1
2006-11-29,17.85,17.81,17.7971,17.952,18.4518,DOWN,0
2006-11-30,17.6475,17.8,17.7974,17.8435,18.458,DOWN,0
2006-12-01,17.6,17.625,17.7958,17.7325,18.4699,UP,1
2006-12-04,17.875,17.675,17.7967,17.7265,18.4873,UP,1
2006-12-05,18.42,18.33,17.8006,17.8785,18.5112,UP,1
2006-12-06,18.43,18.475,17.8027,17.9945,18.5371,DOWN,0
2006-12-07,18.24,18.4,17.8035,18.113,18.5572,DOWN,0
2006-12-08,18.21,18.23,17.8048,18.235,18.5791,UP,1
2006-12-11,18.315,18.44,17.8046,18.323,18.605,DOWN,0
2006-12-12,18.145,18.265,17.8045,18.268,18.6317,DOWN,0
2006-12-13,18.04,18.25,17.804,18.19,18.6524,UP,1
2006-12-14,18.3,18.135,17.8069,18.202,18.6588,DOWN,0
2006-12-15,18.21,18.33,17.809,18.202,18.6361,DOWN,0
2006-12-18,18.135,18.24,17.8099,18.166,18.6146,UP,1
2006-12-19,18.265,18.0,17.8123,18.19,18.5959,DOWN,0
2006-12-20,18.21,18.245,17.815,18.224,18.5798,DOWN,0
2006-12-21,18.205,18.165,17.8187,18.205,18.5697,DOWN,0
2006-12-22,17.915,18.18,17.8198,18.146,18.5484,DOWN,0
2006-12-26,17.845,17.915,17.8215,18.088,18.5259,UP,1
2006-12-27,17.895,17.825,17.8203,18.014,18.4998,DOWN,0
2006-12-28,17.86,17.945,17.8184,17.944,18.4785,DOWN,0
2006-12-29,17.71,17.845,17.8165,17.845,18.4548,DOWN,0
2007-01-03,17.625,17.8,17.8131,17.787,18.4295,UP,1
