ticker,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-01-12,16.1,16.29,13.6237,16.197,15.8297,UP,1
2011-01-13,16.205,16.055,13.644,16.242,15.865,UP,1
2011-01-14,16.35,16.1,13.6652,16.234,15.901,UP,1
2011-01-18,16.5,16.365,13.6861,16.257,15.9335,UP,1
2011-01-19,16.505,16.24,13.7072,16.332,15.9549,UP,1
2011-01-20,16.59,16.53,13.7278,16.43,15.9804,UP,1
2011-01-21,16.6,16.71,13.7488,16.509,16.0107,UP,1
2011-01-24,16.745,16.58,13.7707,16.588,16.0409,UP,1
2011-01-25,16.825,16.64,13.7936,16.653,16.07,DOWN,0
2011-01-26,16.535,16.805,13.8144,16.659,16.0988,DOWN,0
2011-01-27,16.515,16.16,13.8349,16.644,16.1212,DOWN,0
2011-01-28,15.865,16.53,13.8514,16.497,16.1401,DOWN,0
2011-01-31,15.765,15.77,13.8678,16.301,16.1555,UP,1
2011-02-01,16.125,15.88,13.8862,16.161,16.1722,DOWN,0
2011-02-02,16.1,16.08,13.9036,16.074,16.1866,UP,1
2011-02-03,16.18,16.11,13.921,16.007,16.2015,UP,1
2011-02-04,16.2875,16.16,13.9343,16.0915,16.2233,DOWN,0
2011-02-07,16.175,16.25,13.947,16.1735,16.232,UP,1
2011-02-08,16.56,16.12,13.9613,16.2605,16.2515,DOWN,0
2011-02-09,16.4925,16.5,13.9775,16.339,16.2734,UP,1
2011-02-10,16.58,16.44,13.9948,16.419,16.299,UP,1
2011-02-11,16.675,16.5,14.0117,16.4965,16.3155,UP,1
2011-02-14,16.79,16.705,14.0307,16.6195,16.3237,DOWN,0
2011-02-15,16.59,16.71,14.0457,16.6255,16.3283,UP,1
2011-02-16,16.785,16.645,14.0646,16.684,16.3368,DOWN,0
2011-02-17,16.75,16.73,14.0828,16.718,16.344,UP,1
2011-02-18,17.0013,16.72,14.1037,16.7832,16.3582,DOWN,0
2011-02-22,16.385,16.84,14.122,16.7022,16.3619,DOWN,0
2011-02-23,15.955,16.375,14.1342,16.5752,16.3551,DOWN,0
2011-02-24,15.955,15.9,14.1472,16.4092,16.3543,UP,1
2011-02-25,16.25,16.045,14.1589,16.3092,16.3583,UP,1
2011-02-28,16.49,16.4,14.1727,16.207,16.3694,DOWN,0
2011-03-01,16.195,16.615,14.1874,16.169,16.3674,DOWN,0
2011-03-02,16.11,16.145,14.2007,16.2,16.3617,UP,1
2011-03-03,16.505,16.245,14.2168,16.31,16.3625,UP,1
2011-03-04,16.56,16.45,14.2341,16.372,16.3651,UP,1
2011-03-07,16.8,17.0,14.2553,16.434,16.3718,UP,1
2011-03-08,17.005,16.86,14.2771,16.596,16.3856,UP,1
2011-03-09,17.27,16.975,14.3008,16.828,16.4063,UP,1
2011-03-10,18.985,18.54,14.3334,17.324,16.4621,DOWN,0
2011-03-11,18.28,18.65,14.3631,17.668,16.5026,DOWN,0
2011-03-14,17.865,18.155,14.3873,17.881,16.5358,DOWN,0
2011-03-15,17.86,17.37,14.4119,18.052,16.5717,DOWN,0
2011-03-16,17.5,17.445,14.4352,18.098,16.5892,UP,1
2011-03-17,17.545,17.795,14.4564,17.81,16.6153,DOWN,0
2011-03-18,17.48,17.77,14.4767,17.65,16.6414,UP,1
2011-03-21,17.655,17.725,14.4996,17.608,16.6749,DOWN,0
2011-03-22,17.475,17.625,14.5231,17.531,16.6966,UP,1
2011-03-23,18.345,17.475,14.5502,17.7,16.7358,UP,1
2011-03-24,18.79,18.415,14.5784,17.949,16.789,DOWN,0
2011-03-25,18.45,18.885,14.6032,18.143,16.836,DOWN,0
2011-03-28,18.44,18.49,14.6275,18.3,16.8807,DOWN,0
2011-03-29,18.43,18.325,14.651,18.491,16.9223,DOWN,0
2011-03-30,18.36,18.585,14.673,18.494,16.9595,UP,1
2011-03-31,18.475,18.32,14.6954,18.431,16.9989,UP,1
2011-04-01,18.625,18.625,14.7186,18.466,17.0396,DOWN,0
2011-04-04,18.365,18.685,14.7402,18.451,17.0749,DOWN,0
2011-04-05,18.2,18.305,14.7611,18.405,17.104,DOWN,0
2011-04-06,18.195,18.32,14.784,18.372,17.1314,DOWN,0
2011-04-07,17.95,18.085,14.8055,18.267,17.1597,DOWN,0
2011-04-08,17.885,18.015,14.8282,18.119,17.1871,DOWN,0
2011-04-11,17.745,17.94,14.8499,17.995,17.2247,UP,1
2011-04-12,17.885,17.615,14.8734,17.932,17.2671,UP,1
2011-04-13,17.9038,17.965,14.9003,17.8737,17.3027,UP,1
2011-04-14,17.985,17.715,14.9295,17.8807,17.3404,UP,1
2011-04-15,18.19,17.995,14.9588,17.9417,17.3806,DOWN,0
2011-04-18,17.905,17.91,14.9875,17.9737,17.4129,UP,1
2011-04-19,18.08,17.91,15.0188,18.0127,17.451,UP,1
2011-04-20,18.445,18.275,15.0501,18.121,17.4887,UP,1
2011-04-21,18.5,18.355,15.0805,18.224,17.5289,DOWN,0
2011-04-25,18.435,18.51,15.1094,18.273,17.566,DOWN,0
2011-04-26,18.3,18.56,15.1377,18.352,17.5985,UP,1
2011-04-27,18.595,18.4,15.1658,18.455,17.6346,DOWN,0
2011-04-28,18.44,18.25,15.193,18.454,17.6716,DOWN,0
2011-04-29,18.1,18.425,15.2182,18.374,17.6979,UP,1
2011-05-02,18.34,18.24,15.2465,18.355,17.7297,DOWN,0
2011-05-03,18.15,18.25,15.2736,18.325,17.7527,UP,1
2011-05-04,18.285,18.155,15.3006,18.263,17.7907,DOWN,0
2011-05-05,18.25,18.2,15.3289,18.225,17.8366,UP,1
2011-05-06,18.265,18.485,15.3573,18.258,17.8828,DOWN,0
2011-05-09,18.06,18.255,15.3842,18.202,17.919,UP,1
2011-05-10,18.115,18.175,15.4113,18.195,17.9515,DOWN,0
2011-05-11,17.895,18.08,15.4378,18.117,17.9855,UP,1
2011-05-12,18.225,17.87,15.4665,18.112,18.0278,DOWN,0
2011-05-13,18.075,18.22,15.4948,18.074,18.0592,DOWN,0
2011-05-16,17.58,17.99,15.5206,17.978,18.0796,UP,1
2011-05-17,17.65,17.49,15.5471,17.885,18.0966,UP,1
2011-05-18,18.305,17.735,15.5768,17.967,18.1226,UP,1
2011-05-19,18.57,18.325,15.6067,18.036,18.1486,DOWN,0
2011-05-20,18.305,18.495,15.6353,18.082,18.135,DOWN,0
2011-05-23,18.22,18.0,15.6631,18.21,18.1338,DOWN,0
2011-05-24,18.145,18.17,15.6897,18.309,18.1394,DOWN,0
2011-05-25,18.06,18.165,15.7165,18.26,18.1434,UP,1
2011-05-26,18.22,17.95,15.7459,18.19,18.1578,UP,1
2011-05-27,18.23,18.185,15.7759,18.175,18.1715,UP,1
2011-05-31,18.395,18.38,15.8079,18.21,18.1898,DOWN,0
2011-06-01,17.99,18.27,15.8383,18.179,18.1965,DOWN,0
2011-06-02,17.96,18.01,15.8674,18.159,18.2062,DOWN,0
2011-06-03,17.58,17.7,15.894,18.031,18.1909,UP,1
2011-06-06,17.87,17.81,15.9233,17.959,18.1725,UP,1
2011-06-07,17.965,18.0,15.953,17.873,18.1628,DOWN,0
2011-06-08,17.87,17.91,15.9831,17.849,18.1514,DOWN,0
2011-06-09,17.765,17.88,16.0149,17.81,18.1381,DOWN,0
2011-06-10,17.5575,17.7,16.0443,17.8055,18.122,DOWN,0
2011-06-13,17.45,17.57,16.0734,17.7215,18.1015,UP,1
2011-06-14,17.635,17.565,16.1029,17.6555,18.0817,DOWN,0
2011-06-15,17.43,17.395,16.1314,17.5675,18.063,UP,1
2011-06-16,17.57,17.38,16.1618,17.5285,18.0504,UP,1
2011-06-17,17.72,17.7799,16.1912,17.561,18.0409,UP,1
2011-06-20,17.915,17.675,16.2192,17.654,18.0402,UP,1
2011-06-21,18.365,18.005,16.2483,17.8,18.0498,UP,1
2011-06-22,18.64,18.3,16.2793,18.042,18.0677,UP,1
2011-06-23,18.865,18.435,16.3117,18.301,18.0873,DOWN,0
2011-06-24,18.675,18.835,16.343,18.492,18.1027,UP,1
2011-06-27,18.995,18.61,16.3745,18.708,18.1229,UP,1
2011-06-28,19.625,19.0,16.4082,18.96,18.1516,UP,1
2011-06-29,19.715,19.615,16.4424,19.175,18.1878,UP,1
2011-06-30,19.745,19.845,16.4767,19.351,18.2211,UP,1
2011-07-01,20.095,19.81,16.5129,19.635,18.2541,UP,1
2011-07-05,20.475,20.085,16.5514,19.931,18.2936,DOWN,0
2011-07-06,20.21,20.415,16.5868,20.048,18.3291,DOWN,0
2011-07-07,20.16,19.95,16.6222,20.137,18.3663,UP,1
2011-07-08,20.175,19.93,16.6582,20.223,18.3979,DOWN,0
2011-07-11,19.87,19.99,16.6939,20.178,18.4265,DOWN,0
2011-07-12,19.785,19.895,16.7275,20.04,18.4602,UP,1
2011-07-13,19.79,19.905,16.7611,19.956,18.4892,DOWN,0
2011-07-14,19.565,19.775,16.7936,19.837,18.5175,UP,1
2011-07-15,19.9,19.575,16.8286,19.782,18.5498,DOWN,0
2011-07-18,19.7,19.76,16.8632,19.748,18.5788,UP,1
2011-07-19,20.16,19.905,16.8992,19.823,18.6167,DOWN,0
2011-07-20,19.915,20.105,16.9345,19.848,18.6538,UP,1
2011-07-21,20.19,20.02,16.9698,19.973,18.6953,DOWN,0
2011-07-22,20.175,20.255,17.0055,20.028,18.7409,UP,1
2011-07-25,20.2,20.06,17.0413,20.128,18.7804,DOWN,0
2011-07-26,20.09,20.245,17.0766,20.114,18.8207,DOWN,0
2011-07-27,19.485,20.3,17.109,20.028,18.8588,UP,1
2011-07-28,19.99,19.94,17.1411,19.988,18.9056,UP,1
2011-07-29,20.045,19.945,17.1732,19.962,18.9404,DOWN,0
2011-08-01,19.9,20.22,17.2041,19.902,18.967,DOWN,0
2011-08-02,19.305,19.705,17.2318,19.745,18.987,UP,1
2011-08-03,19.64,19.305,17.2616,19.776,19.0154,DOWN,0
2011-08-04,18.45,19.375,17.2862,19.468,19.0215,DOWN,0
2011-08-05,18.36,18.59,17.3094,19.131,19.0275,DOWN,0
2011-08-08,17.025,18.074,17.3263,18.556,19.0036,UP,1
2011-08-09,18.02,17.175,17.3451,18.299,18.9994,DOWN,0
2011-08-10,17.38,17.66,17.3611,17.847,18.9791,UP,1
2011-08-11,18.555,17.52,17.3825,17.868,18.9904,UP,1
2011-08-12,18.68,18.585,17.4053,17.932,19.0048,UP,1
2011-08-15,19.21,18.76,17.4307,18.369,19.0374,UP,1
2011-08-16,19.445,19.0564,17.4566,18.654,19.0689,DOWN,0
2011-08-17,19.35,19.5,17.4813,19.048,19.0966,DOWN,0
2011-08-18,17.3755,18.645,17.496,18.8121,19.0868,UP,1
2011-08-19,17.55,17.38,17.511,18.5861,19.0825,DOWN,0
2011-08-22,17.445,18.0,17.5238,18.2331,19.0802,UP,1
2011-08-23,18.365,17.59,17.5385,18.0171,19.0985,UP,1
2011-08-24,18.685,18.29,17.5553,17.8841,19.1195,DOWN,0
2011-08-25,18.21,18.685,17.5709,18.051,19.1351,UP,1
2011-08-26,18.695,18.16,17.5882,18.28,19.1576,UP,1
2011-08-29,19.025,18.9,17.6065,18.596,19.1837,UP,1
2011-08-30,19.25,18.975,17.6273,18.773,19.2104,UP,1
2011-08-31,19.31,19.315,17.6469,18.898,19.2293,DOWN,0
2011-09-01,19.095,19.42,17.6677,19.075,19.2384,DOWN,0
2011-09-02,18.745,18.84,17.6865,19.085,19.236,UP,1
2011-09-06,18.875,18.26,17.7044,19.055,19.24,UP,1
2011-09-07,19.59,19.095,17.7255,19.123,19.2519,DOWN,0
2011-09-08,19.46,19.49,17.7456,19.153,19.2486,DOWN,0
2011-09-09,18.655,19.31,17.7629,19.065,19.2274,UP,1
2011-09-12,18.825,18.345,17.7783,19.081,19.209,UP,1
2011-09-13,19.095,18.855,17.7958,19.125,19.189,UP,1
2011-09-14,19.275,19.25,17.8152,19.062,19.165,UP,1
2011-09-15,19.535,19.5,17.8364,19.077,19.1515,UP,1
2011-09-16,19.6,19.61,17.8552,19.266,19.1403,UP,1
2011-09-19,20.58,19.44,17.8762,19.617,19.1484,DOWN,0
2011-09-20,20.54,20.55,17.8971,19.906,19.1618,DOWN,0
2011-09-21,19.95,20.5,17.915,20.041,19.1651,DOWN,0
2011-09-22,19.3025,19.495,17.9296,19.9945,19.1554,UP,1
2011-09-23,19.355,19.115,17.9449,19.9455,19.1512,UP,1
2011-09-26,19.745,19.445,17.9626,19.7785,19.1481,UP,1
2011-09-27,19.925,20.07,17.9808,19.6555,19.1526,DOWN,0
2011-09-28,19.715,20.0,17.9994,19.6085,19.1437,DOWN,0
2011-09-29,19.085,20.105,18.0145,19.565,19.1271,DOWN,0
2011-09-30,18.645,18.82,18.0281,19.423,19.0962,DOWN,0
2011-10-03,18.1,18.4249,18.0371,19.094,19.0547,UP,1
2011-10-04,18.625,17.78,18.0483,18.834,19.0232,UP,1
2011-10-05,19.025,18.72,18.0611,18.696,19.0019,UP,1
2011-10-06,19.25,19.065,18.0752,18.729,18.9972,UP,1
2011-10-07,19.63,19.345,18.091,18.926,18.99,UP,1
2011-10-10,20.46,19.91,18.1117,19.398,18.9983,UP,1
2011-10-11,20.665,20.285,18.1339,19.806,19.0136,UP,1
2011-10-12,20.755,20.785,18.1567,20.152,19.0426,DOWN,0
2011-10-13,20.545,20.6,18.1781,20.411,19.0607,UP,1
2011-10-14,21.11,20.7551,18.2027,20.707,19.1139,DOWN,0
2011-10-17,20.58,20.98,18.2252,20.731,19.1583,UP,1
2011-10-18,21.225,20.63,18.2482,20.843,19.2423,DOWN,0
2011-10-19,20.46,21.0,18.2693,20.784,19.2911,UP,1
2011-10-20,20.495,20.455,18.2909,20.774,19.3534,UP,1
2011-10-21,21.045,20.78,18.3163,20.761,19.4032,UP,1
2011-10-24,21.27,21.105,18.3407,20.899,19.455,DOWN,0
2011-10-25,20.64,21.215,18.3619,20.782,19.4836,UP,1
2011-10-26,20.7,20.865,18.3848,20.83,19.5087,UP,1
2011-10-27,21.535,21.235,18.412,21.038,19.5524,DOWN,0
2011-10-28,21.25,21.485,18.4372,21.079,19.6298,DOWN,0
2011-10-31,21.18,21.135,18.4613,21.061,19.7024,DOWN,0
2011-11-01,20.615,20.665,18.4819,21.056,19.7658,DOWN,0
2011-11-02,20.59,20.875,18.5023,21.034,19.8103,UP,1
2011-11-03,20.7,20.76,18.5229,20.867,19.8506,UP,1
2011-11-04,22.095,21.46,18.5504,21.036,19.9283,UP,1
2011-11-07,22.115,21.975,18.5772,21.223,19.9968,UP,1
2011-11-08,22.18,22.19,18.604,21.536,20.0598,DOWN,0
2011-11-09,21.475,21.685,18.6287,21.713,20.1043,UP,1
2011-11-10,21.76,21.6,18.6549,21.925,20.1534,UP,1
2011-11-11,22.17,21.945,18.6864,21.94,20.2148,DOWN,0
2011-11-14,21.82,22.025,18.7167,21.881,20.2763,UP,1
2011-11-15,22.015,21.67,18.7462,21.848,20.3391,DOWN,0
2011-11-16,21.51,21.74,18.7732,21.855,20.3775,DOWN,0
2011-11-17,21.015,21.385,18.7974,21.706,20.4086,DOWN,0
2011-11-18,21.01,21.015,18.821,21.474,20.4557,DOWN,0
2011-11-21,20.84,20.605,18.8443,21.278,20.496,UP,1
2011-11-22,21.14,20.7749,18.8672,21.103,20.5369,DOWN,0
2011-11-23,20.625,20.98,18.8879,20.926,20.5639,DOWN,0
2011-11-25,20.42,20.525,18.9071,20.807,20.5816,UP,1
2011-11-28,20.925,20.895,18.9283,20.79,20.6081,UP,1
2011-11-29,21.105,21.01,18.9499,20.843,20.6186,UP,1
2011-11-30,21.74,21.61,18.9757,20.963,20.6426,UP,1
2011-12-01,21.795,21.6,19.0007,21.197,20.6795,UP,1
2011-12-02,21.955,21.975,19.0267,21.504,20.7326,UP,1
2011-12-05,22.1,22.125,19.0522,21.739,20.7875,DOWN,0
2011-12-06,21.865,22.145,19.0796,21.891,20.8299,UP,1
2011-12-07,21.94,21.77,19.1095,21.931,20.8702,DOWN,0
2011-12-08,21.43,21.725,19.1369,21.858,20.9045,UP,1
2011-12-09,21.98,21.55,19.1656,21.863,20.9624,UP,1
2011-12-12,22.0,21.745,19.1931,21.843,21.0295,DOWN,0
2011-12-13,21.805,22.275,19.2212,21.831,21.1036,DOWN,0
2011-12-14,21.545,21.695,19.2483,21.752,21.162,UP,1
2011-12-15,21.7,21.68,19.2743,21.806,21.2155,UP,1
2011-12-16,21.74,21.855,19.3002,21.758,21.2653,UP,1
2011-12-19,21.81,21.93,19.3253,21.72,21.3089,UP,1
2011-12-20,22.53,22.065,19.3529,21.865,21.3503,UP,1
2011-12-21,22.62,22.505,19.3796,22.08,21.3894,DOWN,0
2011-12-22,22.5,22.6,19.3972,22.24,21.4243,UP,1
2011-12-23,22.7225,22.545,19.4194,22.4365,21.4678,UP,1
2011-12-27,22.97,22.7,19.445,22.6685,21.505,DOWN,0
2011-12-28,22.89,23.1601,19.4701,22.7405,21.5512,UP,1
2011-12-29,23.225,23.04,19.4987,22.8615,21.5912,DOWN,0
2011-12-30,23.005,23.24,19.526,22.9625,21.6421,DOWN,0
2012-01-03,22.6425,23.425,19.5518,22.9465,21.6851,UP,1
2012-01-04,23.085,22.705,19.579,22.9695,21.7259,UP,1
2012-01-05,23.18,23.095,19.6075,23.0275,21.7641,UP,1
2012-01-06,23.36,23.19,19.6326,23.0545,21.8185,DOWN,0
2012-01-09,23.295,23.365,19.6551,23.1125,21.8704,UP,1
2012-01-10,23.41,23.5251,19.6799,23.266,21.9079,UP,1
2012-01-11,23.56,23.32,19.7055,23.361,21.9541,UP,1
2012-01-12,23.8,23.665,19.7324,23.485,22.0065,DOWN,0
2012-01-13,23.68,23.75,19.759,23.549,22.0678,UP,1
2012-01-17,23.855,23.97,19.7859,23.661,22.1331,UP,1
2012-01-18,24.02,23.93,19.8128,23.783,22.1995,DOWN,0
2012-01-19,24.01,23.99,19.8411,23.873,22.2378,UP,1
2012-01-20,24.075,23.97,19.8704,23.928,22.277,DOWN,0
2012-01-23,23.67,24.075,19.8978,23.926,22.3068,UP,1
2012-01-24,23.825,23.63,19.9272,23.92,22.3538,UP,1
2012-01-25,23.885,24.045,19.9572,23.893,22.3963,UP,1
2012-01-26,24.17,24.03,19.9893,23.925,22.4363,DOWN,0
2012-01-27,23.925,23.945,20.0195,23.895,22.4784,UP,1
2012-01-30,24.24,23.685,20.0512,24.009,22.5229,DOWN,0
2012-01-31,23.96,24.27,20.0811,24.036,22.5719,UP,1
2012-02-01,24.12,24.17,20.1107,24.083,22.634,DOWN,0
2012-02-02,23.83,24.115,20.1404,24.015,22.6904,UP,1
2012-02-03,24.16,23.985,20.1708,24.062,22.7568,DOWN,0
2012-02-06,24.145,24.06,20.1993,24.043,22.8169,UP,1
2012-02-07,24.205,24.125,20.2278,24.092,22.8885,UP,1
2012-02-08,24.36,24.235,20.2574,24.14,22.9673,UP,1
2012-02-09,24.6,24.43,20.2889,24.294,23.0408,DOWN,0
2012-02-10,24.41,24.4,20.318,24.344,23.1069,UP,1
2012-02-13,24.625,24.525,20.3489,24.44,23.1646,DOWN,0
2012-02-14,24.56,24.485,20.3812,24.511,23.2199,DOWN,0
2012-02-15,24.24,24.525,20.4107,24.487,23.2656,UP,1
2012-02-16,24.26,24.18,20.4413,24.419,23.3088,DOWN,0
2012-02-17,24.225,24.335,20.471,24.382,23.356,DOWN,0
2012-02-21,24.13,24.21,20.5004,24.283,23.3998,UP,1
2012-02-22,24.165,24.145,20.5299,24.204,23.4545,UP,1
2012-02-23,24.23,24.17,20.5607,24.202,23.4995,DOWN,0
2012-02-24,24.15,24.2,20.5909,24.18,23.5425,DOWN,0
2012-02-27,24.115,24.065,20.622,24.158,23.5887,UP,1
2012-02-28,24.455,24.115,20.6531,24.223,23.6469,DOWN,0
2012-02-29,24.28,24.43,20.6842,24.246,23.6985,UP,1
2012-03-01,24.355,24.345,20.718,24.271,23.7508,UP,1
2012-03-02,24.445,24.38,20.752,24.33,23.8035,UP,1
2012-03-05,24.52,24.345,20.7831,24.411,23.8433,DOWN,0
2012-03-06,24.165,24.27,20.8111,24.353,23.8742,UP,1
2012-03-07,24.745,24.215,20.8433,24.446,23.9191,UP,1
2012-03-08,25.185,24.825,20.8781,24.612,23.9683,UP,1
2012-03-09,25.92,25.875,20.917,24.907,24.0273,DOWN,0
2012-03-12,25.555,25.98,20.9544,25.114,24.0806,UP,1
2012-03-13,26.17,25.62,20.9942,25.515,24.1395,UP,1
2012-03-14,26.34,26.0,21.0347,25.834,24.2062,UP,1
2012-03-15,26.535,26.425,21.0754,26.104,24.2841,UP,1
2012-03-16,26.605,26.625,21.1185,26.241,24.3545,UP,1
2012-03-19,26.775,26.515,21.1626,26.485,24.4264,UP,1
2012-03-20,26.865,26.76,21.209,26.624,24.4965,UP,1
2012-03-21,26.905,26.965,21.2542,26.737,24.5687,UP,1
2012-03-22,27.6025,26.84,21.3024,26.9505,24.6525,UP,1
2012-03-23,27.6725,27.745,21.3514,27.164,24.7348,UP,1
2012-03-26,27.955,27.76,21.4023,27.4,24.8179,UP,1
2012-03-27,28.13,27.985,21.4552,27.653,24.9069,DOWN,0
2012-03-28,28.015,28.11,21.508,27.875,24.9901,DOWN,0
2012-03-29,27.865,27.8,21.5592,27.9275,25.067,UP,1
2012-03-30,27.945,28.1,21.6117,27.982,25.1457,UP,1
2012-04-02,28.335,28.015,21.6656,28.058,25.2309,UP,1
2012-04-03,28.455,28.345,21.7192,28.123,25.3266,UP,1
2012-04-04,28.48,28.63,21.7721,28.216,25.4197,UP,1
2012-04-05,29.09,28.56,21.8257,28.461,25.5238,DOWN,0
2012-04-09,28.71,28.635,21.876,28.614,25.6146,DOWN,0
2012-04-10,28.39,28.88,21.9237,28.625,25.7039,UP,1
2012-04-11,29.6475,28.68,21.9785,28.8635,25.812,UP,1
2012-04-12,30.3125,29.72,22.0351,29.23,25.9391,UP,1
2012-04-13,30.835,30.14,22.0912,29.579,26.0734,DOWN,0
2012-04-16,29.825,30.965,22.1417,29.802,26.1933,DOWN,0
2012-04-17,29.33,29.97,22.1896,29.99,26.2967,UP,1
2012-04-18,30.165,29.5,22.24,30.0935,26.4171,DOWN,0
2012-04-19,29.405,30.2,22.2846,29.912,26.5211,UP,1
2012-04-20,29.58,29.535,22.3315,29.661,26.6255,DOWN,0
2012-04-23,29.28,29.34,22.3771,29.552,26.7191,DOWN,0
2012-04-24,29.025,29.485,22.4213,29.491,26.8114,UP,1
2012-04-25,29.75,29.355,22.4707,29.408,26.9139,UP,1
2012-04-26,30.33,29.925,22.5235,29.593,27.0293,DOWN,0
2012-04-27,28.715,29.135,22.5681,29.42,27.1188,DOWN,0
2012-04-30,28.685,28.715,22.6137,29.301,27.2073,UP,1
2012-05-01,28.83,28.755,22.6583,29.262,27.2994,UP,1
2012-05-02,28.96,28.765,22.7046,29.104,27.396,DOWN,0
2012-05-03,28.325,28.77,22.7455,28.703,27.4792,DOWN,0
2012-05-04,27.78,28.015,22.7848,28.516,27.5502,DOWN,0
2012-05-07,27.74,27.6,22.8225,28.327,27.622,DOWN,0
2012-05-08,27.095,27.505,22.8571,27.98,27.6816,DOWN,0
2012-05-09,27.05,26.855,22.8914,27.598,27.7335,UP,1
2012-05-10,27.425,27.355,22.9281,27.418,27.7964,UP,1
2012-05-11,27.505,27.295,22.9682,27.363,27.8594,DOWN,0
2012-05-14,26.835,27.255,23.0024,27.182,27.9072,DOWN,0
2012-05-15,26.67,26.9,23.0355,27.097,27.9502,DOWN,0
2012-05-16,26.51,26.795,23.0686,26.989,27.9971,DOWN,0
2012-05-17,25.835,26.595,23.1012,26.671,28.0189,DOWN,0
2012-05-18,25.765,26.01,23.1318,26.323,28.0305,UP,1
2012-05-21,26.85,25.855,23.1738,26.326,28.0491,DOWN,0
2012-05-22,26.685,26.905,23.2155,26.329,28.0717,UP,1
2012-05-23,27.645,26.98,23.2686,26.556,28.1012,DOWN,0
2012-05-24,27.38,27.91,23.3154,26.865,28.122,DOWN,0
2012-05-25,27.28,27.435,23.3649,27.168,28.1369,UP,1
2012-05-29,27.79,27.495,23.411,27.356,28.1606,DOWN,0
2012-05-30,27.365,27.43,23.4545,27.492,28.1724,UP,1
2012-05-31,27.445,27.415,23.4956,27.452,28.184,DOWN,0
2012-06-01,26.075,26.555,23.5288,27.191,28.1674,UP,1
2012-06-04,26.95,26.0,23.5668,27.125,28.1543,DOWN,0
2012-06-05,26.205,26.175,23.6109,26.808,28.125,UP,1
2012-06-06,26.735,26.545,23.6569,26.682,28.1006,DOWN,0
2012-06-07,26.72,27.035,23.7032,26.537,28.0724,UP,1
2012-06-08,26.795,26.42,23.7454,26.681,28.048,DOWN,0
2012-06-11,26.415,27.075,23.784,26.574,28.019,UP,1
2012-06-12,26.52,26.5,23.8256,26.637,27.9905,DOWN,0
2012-06-13,25.635,26.42,23.8603,26.417,27.9365,UP,1
2012-06-14,26.165,25.715,23.896,26.306,27.8907,UP,1
2012-06-15,26.27,25.885,23.9311,26.201,27.8465,UP,1
2012-06-18,27.09,26.17,23.97,26.336,27.8065,UP,1
2012-06-19,27.56,27.355,24.0123,26.544,27.7835,UP,1
2012-06-20,27.82,27.65,24.0577,26.981,27.7721,DOWN,0
2012-06-21,27.035,27.91,24.0985,27.155,27.7198,UP,1
2012-06-22,27.32,27.135,24.1371,27.365,27.66,DOWN,0
2012-06-25,26.6475,27.08,24.1731,27.2765,27.5762,UP,1
2012-06-26,26.975,26.635,24.2147,27.1595,27.5192,DOWN,0
2012-06-27,26.375,26.94,24.2524,26.8705,27.4601,DOWN,0
2012-06-28,26.045,26.265,24.2872,26.6725,27.3777,UP,1
2012-06-29,26.66,26.595,24.3241,26.5405,27.3228,DOWN,0
2012-07-02,26.395,26.72,24.3584,26.49,27.2591,DOWN,0
2012-07-03,25.97,26.235,24.3902,26.289,27.1929,UP,1
2012-07-05,26.2,26.02,24.4183,26.254,27.1364,DOWN,0
2012-07-06,25.985,26.075,24.4456,26.242,27.0611,UP,1
2012-07-09,26.195,25.885,24.4768,26.149,26.9784,DOWN,0
2012-07-10,26.17,26.375,24.5111,26.104,26.9275,DOWN,0
2012-07-11,26.08,26.09,24.5448,26.126,26.8754,UP,1
2012-07-12,26.34,25.8,24.5777,26.154,26.8256,UP,1
2012-07-13,26.805,26.215,24.6121,26.318,26.7825,DOWN,0
2012-07-16,26.45,26.73,24.6458,26.369,26.745,UP,1
2012-07-17,26.865,26.645,24.6847,26.508,26.7267,DOWN,0
2012-07-18,26.65,26.415,24.7247,26.622,26.7049,UP,1
2012-07-19,27.1,26.665,24.7697,26.774,26.705,DOWN,0
2012-07-20,25.98,26.66,24.8065,26.609,26.6836,DOWN,0
2012-07-23,25.3,25.565,24.8379,26.379,26.6411,DOWN,0
2012-07-24,25.24,25.265,24.8678,26.054,26.5958,DOWN,0
2012-07-25,25.205,25.25,24.8957,25.765,26.5632,UP,1
2012-07-26,26.2025,25.855,24.9244,25.5855,26.5539,DOWN,0
2012-07-27,23.735,23.45,24.9398,25.1365,26.4984,DOWN,0
2012-07-30,23.44,23.725,24.9532,24.7645,26.4505,DOWN,0
2012-07-31,22.64,23.485,24.9637,24.2445,26.388,DOWN,0
2012-08-01,21.89,22.735,24.9676,23.5815,26.2888,DOWN,0
2012-08-02,21.58,21.7975,24.9726,22.657,26.1867,UP,1
2012-08-03,21.955,21.915,24.9762,22.301,26.0729,DOWN,0
2012-08-06,21.74,22.095,24.9826,21.961,25.9601,UP,1
2012-08-07,22.655,21.905,24.9934,21.964,25.8676,DOWN,0
2012-08-08,22.645,22.64,25.0014,22.115,25.7647,DOWN,0
