ticker,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-04-09,73.56,71.93,72.624,76.0642,71.3869,DOWN,0
2014-04-10,71.17,73.67,71.952,75.9336,71.4604,DOWN,0
2014-04-11,68.68,70.05,71.252,75.712,71.5188,UP,1
2014-04-14,71.18,69.79,71.222,75.622,71.5894,UP,1
2014-04-15,72.15,72.3,71.348,75.5868,71.6629,UP,1
2014-04-16,73.93,72.88,71.422,75.603,71.7409,UP,1
2014-04-17,74.13,74.07,72.014,75.6288,71.8201,UP,1
2014-04-21,74.31,74.25,73.14,75.617,71.8985,UP,1
2014-04-22,74.53,74.47,73.81,75.5814,71.9737,DOWN,0
2014-04-23,73.36,74.33,74.052,75.5216,72.0458,UP,1
2014-04-24,74.35,73.71,74.136,75.4848,72.1208,DOWN,0
2014-04-25,70.66,72.21,73.442,75.3786,72.1786,UP,1
2014-04-28,71.24,70.8,72.828,75.2728,72.2343,UP,1
2014-04-29,72.03,71.49,72.328,75.1656,72.295,UP,1
2014-04-30,73.55,72.34,72.366,75.0868,72.3648,UP,1
2014-05-01,74.22,75.57,72.34,75.0382,72.441,DOWN,0
2014-05-02,73.78,74.2,72.964,74.9966,72.5133,UP,1
2014-05-05,74.82,73.21,73.68,74.979,72.5889,DOWN,0
2014-05-06,73.81,74.34,74.036,74.936,72.6613,UP,1
2014-05-07,73.87,73.93,74.1,74.8786,72.7293,UP,1
2014-05-08,74.24,73.87,74.104,74.8162,72.8015,UP,1
2014-05-09,74.38,74.01,74.224,74.7486,72.8779,UP,1
2014-05-12,75.02,74.69,74.264,74.6946,72.9536,DOWN,0
2014-05-13,74.83,75.19,74.468,74.6566,73.0286,DOWN,0
2014-05-14,74.1,74.66,74.514,74.5686,73.1006,DOWN,0
2014-05-15,73.08,74.0,74.282,74.4662,73.1653,UP,1
2014-05-16,73.75,73.03,74.156,74.3886,73.2288,UP,1
2014-05-19,73.86,73.47,73.924,74.307,73.2749,DOWN,0
2014-05-20,73.65,73.82,73.688,74.2322,73.3203,UP,1
2014-05-21,75.63,74.2,73.994,74.1868,73.3773,UP,1
2014-05-22,75.75,75.81,74.528,74.135,73.429,UP,1
2014-05-23,76.45,76.0,75.068,74.1316,73.4881,UP,1
2014-05-27,77.03,76.88,75.702,74.1454,73.5503,DOWN,0
2014-05-28,76.93,77.11,76.358,74.1274,73.616,DOWN,0
2014-05-29,76.79,77.05,76.59,74.0848,73.6846,DOWN,0
2014-05-30,76.45,76.8,76.73,74.0476,73.7502,UP,1
2014-06-02,77.05,76.77,76.85,74.0204,73.8204,DOWN,0
2014-06-03,76.35,76.76,76.714,74.0276,73.8928,DOWN,0
2014-06-04,76.32,76.31,76.592,74.0062,73.9653,UP,1
2014-06-05,76.84,76.32,76.602,74.0374,74.0396,UP,1
2014-06-06,77.47,77.0,76.806,74.1126,74.1157,DOWN,0
2014-06-09,76.86,77.32,76.768,74.183,74.1904,UP,1
2014-06-10,77.36,76.74,76.97,74.2658,74.2666,DOWN,0
2014-06-11,76.87,76.96,77.08,74.3092,74.3379,DOWN,0
2014-06-12,75.72,76.98,76.856,74.3274,74.4089,UP,1
2014-06-13,75.94,75.72,76.55,74.3522,74.4847,DOWN,0
2014-06-16,75.11,75.6,76.2,74.3638,74.5549,DOWN,0
2014-06-17,74.98,75.14,75.724,74.4198,74.6235,UP,1
2014-06-18,75.12,74.95,75.374,74.4956,74.6961,DOWN,0
2014-06-19,74.27,75.08,75.084,74.5506,74.7557,DOWN,0
2014-06-20,73.81,74.53,74.658,74.5556,74.8131,UP,1
2014-06-23,74.14,73.59,74.464,74.615,74.8693,DOWN,0
2014-06-24,72.7,74.09,74.008,74.6954,74.9144,UP,1
2014-06-25,73.04,72.56,73.592,74.7326,74.9594,DOWN,0
2014-06-26,72.77,73.26,73.292,74.745,74.9975,UP,1
2014-06-27,73.4,72.52,73.21,74.7344,75.0353,UP,1
2014-06-30,73.47,73.24,73.076,74.7212,75.0689,UP,1
2014-07-01,75.53,74.2,73.642,74.7456,75.1133,UP,1
2014-07-02,76.2,74.86,74.274,74.779,75.1588,UP,1
2014-07-03,76.74,76.6,75.068,74.8466,75.203,DOWN,0
2014-07-07,76.18,76.44,75.624,74.8832,75.24,DOWN,0
2014-07-08,75.69,76.11,76.068,74.9838,75.2753,UP,1
2014-07-09,76.63,75.87,76.288,75.0916,75.3156,DOWN,0
2014-07-10,75.47,75.65,76.142,75.1604,75.3514,UP,1
2014-07-11,75.83,75.54,75.96,75.206,75.3879,UP,1
2014-07-14,77.33,76.44,76.19,75.2682,75.4386,UP,1
2014-07-15,78.32,77.99,76.716,75.359,75.4914,DOWN,0
2014-07-16,78.31,78.65,77.052,75.4288,75.542,DOWN,0
2014-07-17,76.39,77.31,77.236,75.4804,75.5876,UP,1
2014-07-18,77.5,76.75,77.57,75.553,75.6362,DOWN,0
2014-07-21,77.35,77.11,77.574,75.6152,75.6848,UP,1
2014-07-22,78.27,77.52,77.564,75.693,75.7416,DOWN,0
2014-07-23,77.74,78.16,77.45,75.7474,75.7936,DOWN,0
2014-07-24,77.57,77.93,77.686,75.8022,75.8485,DOWN,0
2014-07-25,75.75,75.63,77.336,75.8352,75.9003,UP,1
2014-07-28,76.19,75.7,77.104,75.8974,75.9526,DOWN,0
2014-07-29,75.89,76.31,76.628,75.9402,75.9928,UP,1
2014-07-30,75.91,76.07,76.262,75.9812,76.0302,DOWN,0
2014-07-31,74.15,76.3,75.578,75.9912,76.0564,UP,1
2014-08-01,74.98,73.84,75.424,75.9782,76.0881,UP,1
2014-08-04,75.68,75.39,75.322,75.9768,76.1188,DOWN,0
2014-08-05,75.2,75.31,75.184,75.9518,76.1425,UP,1
2014-08-06,75.36,74.85,75.074,75.9184,76.1617,DOWN,0
2014-08-07,74.06,75.54,75.056,75.861,76.173,UP,1
2014-08-08,75.17,74.0,75.094,75.8286,76.1895,UP,1
2014-08-11,75.63,75.54,75.084,75.8122,76.2122,DOWN,0
2014-08-12,75.63,75.36,75.17,75.7838,76.228,UP,1
2014-08-13,76.3,75.85,75.358,75.7828,76.2476,DOWN,0
2014-08-14,76.05,76.6,75.756,75.7774,76.2629,DOWN,0
2014-08-15,75.21,76.41,75.764,75.7448,76.2727,UP,1
2014-08-18,76.77,75.69,75.992,75.7308,76.2937,DOWN,0
2014-08-19,76.4,76.75,76.146,75.7216,76.3172,DOWN,0
2014-08-20,76.39,75.97,76.164,75.7022,76.3304,UP,1
2014-08-21,76.99,76.51,76.352,75.7046,76.3512,DOWN,0
2014-08-22,76.48,76.75,76.606,75.7198,76.3654,DOWN,0
2014-08-25,76.43,77.11,76.538,75.7296,76.3806,UP,1
2014-08-26,77.0,76.79,76.658,75.7674,76.4049,DOWN,0
2014-08-27,76.64,77.02,76.708,75.8006,76.4209,DOWN,0
2014-08-28,76.16,76.09,76.542,75.8214,76.4311,DOWN,0
2014-08-29,75.81,76.3,76.408,75.8522,76.4413,DOWN,0
2014-09-02,75.58,75.93,76.238,75.8876,76.4515,UP,1
2014-09-03,75.94,76.1,76.026,75.9236,76.4594,UP,1
2014-09-04,76.38,76.03,75.974,75.9972,76.4652,UP,1
2014-09-05,76.86,76.19,76.114,76.0736,76.4722,DOWN,0
2014-09-08,76.23,76.59,76.198,76.1428,76.4799,DOWN,0
2014-09-09,76.07,76.26,76.296,76.1962,76.4873,UP,1
2014-09-10,76.65,76.09,76.438,76.2598,76.497,DOWN,0
2014-09-11,75.62,76.32,76.286,76.2616,76.4979,DOWN,0
2014-09-12,75.47,75.68,76.008,76.247,76.497,DOWN,0
2014-09-15,75.24,75.19,75.81,76.217,76.4947,UP,1
2014-09-16,76.59,75.65,75.914,76.2252,76.4974,DOWN,0
2014-09-17,76.22,76.88,75.828,76.2358,76.4981,UP,1
2014-09-18,77.8,76.64,76.264,76.2592,76.5091,DOWN,0
2014-09-19,77.28,77.94,76.626,76.2954,76.5184,DOWN,0
2014-09-22,76.16,77.26,76.81,76.302,76.5251,DOWN,0
2014-09-23,75.51,75.98,76.594,76.2656,76.5269,UP,1
2014-09-24,77.05,75.7,76.76,76.2402,76.5329,DOWN,0
2014-09-25,74.72,76.54,76.144,76.1684,76.5271,UP,1
2014-09-26,75.06,74.75,75.7,76.1418,76.5206,DOWN,0
2014-09-29,74.52,74.15,75.372,76.0822,76.4979,DOWN,0
2014-09-30,73.92,74.47,75.054,76.0136,76.4762,DOWN,0
2014-10-01,73.32,73.82,74.308,75.9146,76.4489,UP,1
2014-10-02,73.42,72.87,74.048,75.8282,76.4176,UP,1
2014-10-03,74.33,74.05,73.902,75.7634,76.3903,UP,1
2014-10-06,74.51,74.62,73.9,75.7386,76.3618,DOWN,0
2014-10-07,72.94,74.1,73.704,75.6736,76.3238,UP,1
2014-10-08,74.06,72.75,73.852,75.637,76.2856,DOWN,0
2014-10-09,71.83,73.98,73.534,75.5554,76.2372,DOWN,0
2014-10-10,70.5,71.8,72.768,75.4824,76.1831,DOWN,0
2014-10-13,69.78,70.59,71.822,75.3784,76.121,UP,1
2014-10-14,71.0,70.04,71.434,75.2848,76.0621,UP,1
2014-10-15,71.3,69.96,70.882,75.2068,76.0019,DOWN,0
2014-10-16,70.86,70.08,70.688,75.1168,75.9385,UP,1
2014-10-17,71.56,71.7,70.9,75.0668,75.8792,UP,1
2014-10-20,72.04,71.21,71.352,75.0042,75.824,UP,1
2014-10-21,74.16,72.87,71.984,74.9748,75.7815,DOWN,0
2014-10-22,73.22,74.11,72.368,74.9266,75.729,UP,1
2014-10-23,74.09,74.1,73.014,74.8824,75.6811,DOWN,0
2014-10-24,74.0,73.84,73.502,74.8414,75.6293,UP,1
2014-10-27,74.11,74.0,73.916,74.8194,75.5824,UP,1
2014-10-28,76.0,74.54,74.284,74.804,75.5574,DOWN,0
2014-10-29,75.99,76.19,74.838,74.7958,75.5265,UP,1
2014-10-30,83.13,78.35,76.646,74.9306,75.5305,UP,1
2014-10-31,83.75,83.21,78.596,75.0658,75.5365,UP,1
2014-11-03,84.13,83.82,80.6,75.2188,75.5479,DOWN,0
2014-11-04,83.99,83.86,82.198,75.37,75.5586,UP,1
2014-11-05,85.99,84.5,84.198,75.5498,75.5721,DOWN,0
2014-11-06,85.75,86.0,84.722,75.732,75.589,DOWN,0
2014-11-07,84.8,85.94,84.932,75.9048,75.6205,UP,1
2014-11-10,84.85,84.72,85.076,76.0856,75.6645,DOWN,0
2014-11-11,84.59,84.98,85.196,76.2658,75.6933,DOWN,0
2014-11-12,84.35,83.76,84.868,76.434,75.7265,DOWN,0
2014-11-13,84.2,84.54,84.558,76.5904,75.7487,DOWN,0
2014-11-14,84.05,84.32,84.408,76.7342,75.7906,DOWN,0
2014-11-17,83.2,83.8,84.078,76.8736,75.837,UP,1
2014-11-18,83.9,83.25,83.94,77.0302,75.8909,UP,1
2014-11-19,84.28,83.7,83.926,77.1828,75.9481,UP,1
2014-11-20,84.6,83.5,84.006,77.3624,75.9966,UP,1
2014-11-21,84.72,85.74,84.14,77.5474,76.0387,UP,1
2014-11-24,84.99,84.82,84.498,77.7424,76.0819,UP,1
2014-11-25,86.34,85.1,84.986,77.9374,76.1326,UP,1
2014-11-26,86.56,86.26,85.442,78.1442,76.1856,UP,1
2014-11-28,87.29,87.0,85.98,78.334,76.2394,UP,1
2014-12-01,87.46,86.56,86.528,78.5376,76.2897,UP,1
2014-12-02,87.69,87.91,87.068,78.7682,76.3407,UP,1
2014-12-03,88.32,88.21,87.464,79.0244,76.3991,UP,1
2014-12-04,88.77,88.38,87.906,79.2588,76.4636,UP,1
2014-12-05,89.08,89.87,88.264,79.546,76.5305,DOWN,0
2014-12-08,88.04,89.04,88.38,79.8056,76.5909,DOWN,0
2014-12-09,87.84,86.57,88.41,80.072,76.6464,DOWN,0
2014-12-10,86.33,87.53,88.012,80.3202,76.6913,UP,1
2014-12-11,87.69,86.76,87.796,80.6076,76.7409,DOWN,0
2014-12-12,84.13,86.57,86.806,80.8218,76.773,UP,1
2014-12-15,84.61,85.14,86.12,81.0274,76.8124,DOWN,0
2014-12-16,82.64,83.72,85.08,81.19,76.8331,UP,1
2014-12-17,84.73,82.79,84.76,81.4258,76.8657,UP,1
2014-12-18,86.92,86.12,84.606,81.683,76.9122,DOWN,0
2014-12-19,86.44,86.98,85.068,81.9752,76.9547,UP,1
2014-12-22,86.83,86.75,85.512,82.3018,77.0019,UP,1
2014-12-23,87.63,87.46,86.51,82.6588,77.0505,UP,1
2014-12-24,87.77,87.7,87.118,82.9942,77.0977,DOWN,0
2014-12-26,87.77,87.9,87.288,83.3236,77.1534,DOWN,0
2014-12-29,87.68,87.64,87.536,83.66,77.2101,DOWN,0
2014-12-30,86.97,87.35,87.564,83.9682,77.2558,DOWN,0
2014-12-31,86.16,87.18,87.27,84.2506,77.292,DOWN,0
2015-01-02,85.68,86.68,86.852,84.481,77.3289,DOWN,0
2015-01-05,83.27,85.29,85.952,84.682,77.3532,DOWN,0
2015-01-06,83.09,83.66,85.034,84.862,77.3887,UP,1
2015-01-07,84.22,84.1,84.484,85.0664,77.4228,UP,1
2015-01-08,85.53,85.19,84.358,85.2948,77.4741,DOWN,0
2015-01-09,84.44,85.97,84.11,85.4636,77.5277,DOWN,0
2015-01-12,83.36,84.41,84.128,85.611,77.5778,UP,1
2015-01-13,83.55,84.09,84.22,85.6194,77.6295,DOWN,0
2015-01-14,83.46,82.0,84.068,85.6136,77.6733,DOWN,0
2015-01-15,82.25,83.8,83.412,85.576,77.7105,UP,1
2015-01-16,83.8,82.05,83.284,85.5722,77.756,UP,1
2015-01-20,84.26,84.39,83.464,85.5376,77.8046,DOWN,0
2015-01-21,83.72,83.78,83.498,85.497,77.8623,UP,1
2015-01-22,84.38,83.36,83.682,85.4886,77.9276,UP,1
2015-01-23,84.39,84.28,84.11,85.4794,77.9919,DOWN,0
2015-01-26,83.6,84.3,84.07,85.4596,78.0421,DOWN,0
2015-01-27,81.77,82.61,83.572,85.408,78.0951,DOWN,0
2015-01-28,80.74,83.33,82.976,85.3388,78.1554,UP,1
2015-01-29,81.38,80.3,82.376,85.2854,78.2064,UP,1
2015-01-30,82.03,84.03,81.904,85.262,78.2558,UP,1
2015-02-02,82.98,81.71,81.78,85.2436,78.3011,UP,1
2015-02-03,83.81,83.28,82.188,85.2342,78.3495,UP,1
2015-02-04,84.18,83.92,82.876,85.2258,78.3988,UP,1
2015-02-05,85.82,84.58,83.764,85.2478,78.4553,DOWN,0
2015-02-06,84.16,85.62,84.19,85.2312,78.5093,UP,1
2015-02-09,84.59,83.97,84.512,85.1962,78.5605,DOWN,0
2015-02-10,84.23,85.17,84.596,85.1496,78.6283,UP,1
2015-02-11,84.46,84.23,84.652,85.093,78.6944,UP,1
2015-02-12,87.52,85.43,84.992,85.0942,78.7719,DOWN,0
2015-02-13,87.14,87.83,85.588,85.0832,78.8398,UP,1
2015-02-17,87.52,87.93,86.174,85.0672,78.9063,UP,1
2015-02-18,87.73,87.19,86.874,85.0464,78.9761,UP,1
2015-02-19,89.2,87.64,87.822,85.0488,79.048,UP,1
2015-02-20,90.79,89.02,88.476,85.1038,79.1329,UP,1
2015-02-23,91.12,90.92,89.272,85.1694,79.2191,UP,1
2015-02-24,91.32,90.55,90.032,85.2692,79.3045,UP,1
2015-02-25,92.67,92.05,91.02,85.3688,79.396,DOWN,0
2015-02-26,91.26,92.89,91.432,85.5114,79.4772,DOWN,0
2015-02-27,90.13,91.01,91.3,85.6218,79.5537,UP,1
2015-03-02,92.02,89.56,91.48,85.8094,79.6433,DOWN,0
2015-03-03,90.97,91.9,91.41,85.9342,79.7327,UP,1
2015-03-04,91.71,90.64,91.218,86.03,79.8225,UP,1
2015-03-05,92.81,92.0,91.528,86.1574,79.9173,DOWN,0
2015-03-06,90.79,92.51,91.66,86.2366,80.003,UP,1
2015-03-09,91.12,90.52,91.48,86.3064,80.0804,DOWN,0
2015-03-10,88.84,90.18,91.054,86.3278,80.1459,DOWN,0
2015-03-11,86.97,87.59,90.106,86.3118,80.1985,UP,1
2015-03-12,89.25,87.73,89.394,86.3432,80.2596,DOWN,0
2015-03-13,87.75,89.25,88.786,86.3588,80.3137,UP,1
2015-03-16,88.71,88.5,88.304,86.4098,80.3733,DOWN,0
2015-03-17,87.97,88.26,88.13,86.4556,80.4309,UP,1
2015-03-18,88.88,87.72,88.512,86.5678,80.49,UP,1
2015-03-19,89.02,88.85,88.466,86.6864,80.5534,UP,1
2015-03-20,89.82,89.57,88.88,86.7984,80.6209,DOWN,0
2015-03-23,89.33,89.94,89.004,86.8744,80.6833,UP,1
2015-03-24,89.49,89.4,89.308,86.9754,80.7434,DOWN,0
2015-03-25,87.37,89.57,89.006,87.0556,80.796,UP,1
2015-03-26,87.93,86.71,88.788,87.1432,80.8488,DOWN,0
2015-03-27,87.25,87.9,88.274,87.219,80.9007,UP,1
2015-03-30,87.67,87.64,87.942,87.3274,80.9605,DOWN,0
2015-03-31,86.39,87.33,87.322,87.3792,81.0127,UP,1
2015-04-01,86.74,86.73,87.196,87.4288,81.0709,UP,1
2015-04-02,87.03,86.92,87.016,87.495,81.1311,UP,1
2015-04-06,87.34,86.35,87.034,87.5542,81.1922,UP,1
2015-04-07,87.92,87.46,87.084,87.6248,81.2605,UP,1
2015-04-08,89.32,88.4,87.67,87.7392,81.338,DOWN,0
2015-04-09,89.06,89.1,88.134,87.885,81.4126,DOWN,0
2015-04-10,88.57,89.48,88.442,88.0416,81.492,DOWN,0
2015-04-13,88.25,88.63,88.624,88.179,81.568,UP,1
2015-04-14,89.12,88.01,88.864,88.3208,81.6498,UP,1
2015-04-15,89.25,89.15,88.85,88.4462,81.729,DOWN,0
2015-04-16,88.72,88.95,88.782,88.5444,81.8053,DOWN,0
2015-04-17,86.93,87.99,88.454,88.5994,81.8623,UP,1
2015-04-20,87.33,87.22,88.27,88.6296,81.9179,UP,1
2015-04-21,87.77,87.5,88.0,88.7018,81.9731,UP,1
2015-04-22,91.2,88.48,88.39,88.834,82.0482,DOWN,0
2015-04-23,90.88,91.2,88.822,88.967,82.1241,DOWN,0
2015-04-24,90.72,90.72,89.58,89.0922,82.1946,DOWN,0
2015-04-27,89.75,90.93,90.064,89.1368,82.266,UP,1
2015-04-28,90.23,89.65,90.556,89.1986,82.338,UP,1
2015-04-29,90.25,91.13,90.366,89.2532,82.4026,DOWN,0
2015-04-30,90.21,90.25,90.232,89.3028,82.462,UP,1
2015-05-01,91.25,90.36,90.338,89.3438,82.5267,DOWN,0
2015-05-04,91.18,91.49,90.624,89.3516,82.6007,DOWN,0
2015-05-05,90.78,91.14,90.734,89.3448,82.6671,DOWN,0
2015-05-06,90.57,91.05,90.798,89.3298,82.7332,UP,1
2015-05-07,92.05,90.71,91.166,89.3174,82.8021,UP,1
2015-05-08,93.51,92.84,91.618,89.3624,82.8809,DOWN,0
2015-05-11,92.52,93.48,91.886,89.4102,82.9557,DOWN,0
2015-05-12,92.39,91.89,92.208,89.4176,83.0389,UP,1
2015-05-13,92.52,92.75,92.598,89.4486,83.1205,UP,1
2015-05-14,93.84,93.095,92.956,89.4912,83.2103,DOWN,0
2015-05-15,93.22,93.84,92.898,89.4994,83.2968,DOWN,0
2015-05-18,93.08,92.9,93.01,89.5452,83.3915,UP,1
2015-05-19,93.8,93.61,93.292,89.5988,83.4856,DOWN,0
2015-05-20,93.24,94.1,93.436,89.6868,83.5734,DOWN,0
2015-05-21,92.9,93.09,93.248,89.8054,83.6619,DOWN,0
2015-05-22,92.69,92.95,93.142,89.8742,83.7485,DOWN,0
2015-05-26,91.89,92.6,92.904,89.957,83.8377,UP,1
2015-05-27,92.59,92.11,92.662,90.0346,83.9248,UP,1
2015-05-28,92.82,92.6,92.578,90.1316,84.0107,DOWN,0
2015-05-29,92.26,92.81,92.45,90.1992,84.0939,UP,1
2015-06-01,92.56,92.4,92.424,90.27,84.1752,UP,1
2015-06-02,93.17,92.14,92.68,90.337,84.2608,UP,1
2015-06-03,93.5,93.3,92.862,90.4204,84.3522,DOWN,0
2015-06-04,92.57,92.95,92.812,90.482,84.4312,UP,1
2015-06-05,92.62,92.44,92.884,90.587,84.5123,DOWN,0
2015-06-08,91.9,92.39,92.752,90.6664,84.5899,UP,1
2015-06-09,92.09,91.73,92.536,90.7632,84.6654,UP,1
2015-06-10,94.17,92.5,92.67,90.8932,84.7538,UP,1
2015-06-11,94.5,94.35,93.056,91.0554,84.8442,DOWN,0
2015-06-12,93.77,94.05,93.286,91.196,84.928,DOWN,0
2015-06-15,93.3,92.93,93.566,91.3214,85.0113,UP,1
2015-06-16,94.15,93.33,93.978,91.4576,85.1013,UP,1
2015-06-17,94.45,94.35,94.034,91.5882,85.1945,UP,1
2015-06-18,96.05,94.57,94.344,91.7228,85.2968,DOWN,0
2015-06-19,94.81,95.82,94.552,91.8378,85.3912,UP,1
2015-06-22,95.42,95.59,94.976,91.9748,85.4864,UP,1
2015-06-23,95.7,95.67,95.286,92.1238,85.5806,DOWN,0
2015-06-24,95.51,95.38,95.498,92.2516,85.677,DOWN,0
2015-06-25,94.46,95.87,95.18,92.3558,85.7689,UP,1
2015-06-26,94.51,94.8,95.12,92.4716,85.8582,DOWN,0
2015-06-29,92.52,93.68,94.54,92.5834,85.9427,UP,1
2015-06-30,93.48,93.2,94.096,92.7064,86.0328,UP,1
2015-07-01,94.5,94.47,93.894,92.841,86.1291,DOWN,0
2015-07-02,94.24,94.49,93.85,92.9018,86.2173,UP,1
2015-07-06,94.52,93.4,93.852,92.9746,86.3088,DOWN,0
2015-07-07,93.89,94.54,94.126,93.038,86.3893,DOWN,0
2015-07-08,92.49,92.97,93.928,93.0928,86.4653,UP,1
2015-07-09,93.04,93.73,93.636,93.149,86.5497,UP,1
2015-07-10,94.62,94.45,93.712,93.2364,86.6453,UP,1
2015-07-13,95.5,95.37,93.908,93.3422,86.7375,DOWN,0
2015-07-14,95.27,95.7,94.184,93.4226,86.8403,DOWN,0
2015-07-15,95.25,95.51,94.736,93.504,86.9412,UP,1
2015-07-16,95.82,95.75,95.292,93.6048,87.0477,UP,1
2015-07-17,96.08,95.56,95.584,93.715,87.1585,UP,1
2015-07-20,97.26,96.56,95.936,93.8192,87.2782,DOWN,0
2015-07-21,96.71,97.2,96.224,93.8832,87.3947,UP,1
2015-07-22,96.88,96.3,96.55,93.9704,87.5074,DOWN,0
2015-07-23,95.16,96.9,96.418,94.0258,87.6107,UP,1
2015-07-24,95.83,97.3,96.368,94.092,87.7251,DOWN,0
2015-07-27,94.39,95.47,95.794,94.103,87.8268,UP,1
2015-07-28,95.16,95.07,95.484,94.1418,87.9434,UP,1
2015-07-29,96.73,94.4,95.454,94.2148,88.0746,UP,1
2015-07-30,98.41,96.64,96.104,94.307,88.2177,DOWN,0
2015-07-31,97.4,98.65,96.418,94.3902,88.3497,UP,1
2015-08-03,97.44,97.74,97.028,94.481,88.4804,DOWN,0
2015-08-04,97.3,97.45,97.456,94.5732,88.6126,UP,1
2015-08-05,98.27,98.08,97.764,94.7008,88.7462,DOWN,0
2015-08-06,97.16,98.56,97.514,94.7922,88.8718,UP,1
2015-08-07,97.77,97.09,97.588,94.8912,88.9898,UP,1
2015-08-10,98.08,98.37,97.716,95.0076,89.1141,DOWN,0
2015-08-11,97.2,97.2,97.696,95.1004,89.2297,DOWN,0
2015-08-12,97.04,96.56,97.45,95.1778,89.3449,UP,1
2015-08-13,97.23,97.29,97.464,95.2524,89.4605,UP,1
2015-08-14,97.89,97.23,97.488,95.3588,89.5699,DOWN,0
2015-08-17,97.86,97.56,97.444,95.4636,89.6793,DOWN,0
2015-08-18,97.6,97.68,97.524,95.5776,89.7516,DOWN,0
2015-08-19,96.6,97.15,97.436,95.6678,89.8159,DOWN,0
2015-08-20,94.56,95.97,96.902,95.6756,89.868,DOWN,0
2015-08-21,90.68,93.53,95.46,95.5992,89.9015,DOWN,0
2015-08-24,87.83,85.5,93.454,95.4804,89.9107,DOWN,0
2015-08-25,86.82,90.83,91.298,95.3508,89.916,UP,1
2015-08-26,91.71,88.91,90.32,95.302,89.9506,UP,1
2015-08-27,94.05,93.15,90.218,95.294,89.9966,UP,1
2015-08-28,94.08,93.69,90.898,95.2546,90.044,DOWN,0
2015-08-31,92.37,93.42,91.806,95.2058,90.0841,DOWN,0
2015-09-01,89.05,90.06,92.252,95.0784,90.1084,UP,1
2015-09-02,90.43,90.16,91.996,94.973,90.1403,UP,1
2015-09-03,91.65,90.99,91.516,94.8958,90.1825,DOWN,0
2015-09-04,90.53,90.75,90.806,94.8172,90.2157,UP,1
2015-09-08,92.9,92.21,90.912,94.785,90.2588,DOWN,0
2015-09-09,89.97,91.2,91.096,94.734,90.2856,DOWN,0
2015-09-10,89.68,89.8,90.946,94.658,90.3104,UP,1
2015-09-11,91.35,89.51,90.886,94.595,90.3422,DOWN,0
2015-09-14,90.94,91.28,90.968,94.529,90.3652,UP,1
2015-09-15,92.11,91.28,90.81,94.4808,90.393,UP,1
2015-09-16,92.73,92.32,91.362,94.4576,90.4202,UP,1
2015-09-17,93.21,92.65,92.068,94.472,90.4489,DOWN,0
2015-09-18,92.15,92.05,92.228,94.4542,90.4712,UP,1
2015-09-21,93.05,92.87,92.65,94.4228,90.4949,DOWN,0
2015-09-22,92.07,91.73,92.642,94.3542,90.5114,UP,1
2015-09-23,92.14,91.91,92.524,94.2916,90.5267,DOWN,0
2015-09-24,91.12,91.41,92.106,94.209,90.5421,UP,1
2015-09-25,91.3,92.09,91.936,94.1186,90.5594,DOWN,0
2015-09-28,88.35,90.97,90.996,93.964,90.5695,UP,1
2015-09-29,88.76,88.67,90.334,93.794,90.5748,UP,1
2015-09-30,90.12,90.2,89.93,93.6622,90.6048,UP,1
2015-10-01,90.73,90.57,89.852,93.5392,90.6354,UP,1
2015-10-02,92.07,89.27,90.006,93.4774,90.6825,UP,1
2015-10-05,94.33,92.79,91.202,93.4474,90.7305,DOWN,0
2015-10-06,93.92,94.0,92.234,93.438,90.7655,UP,1
2015-10-07,95.18,94.51,93.246,93.4384,90.8092,UP,1
2015-10-08,95.87,94.7,94.274,93.4212,90.8544,DOWN,0
2015-10-09,95.82,95.63,95.024,93.3694,90.8954,UP,1
2015-10-12,96.64,95.83,95.486,93.3542,90.9397,DOWN,0
2015-10-13,95.93,96.32,95.888,93.324,90.9805,DOWN,0
2015-10-14,95.03,95.71,95.858,93.2786,91.0173,UP,1
2015-10-15,97.16,95.96,96.116,93.2564,91.0682,UP,1
2015-10-16,97.64,97.37,96.48,93.266,91.1256,UP,1
2015-10-19,97.74,97.21,96.7,93.2654,91.1859,DOWN,0
2015-10-20,97.67,97.48,97.048,93.2572,91.2579,DOWN,0
2015-10-21,96.6,98.11,97.362,93.2452,91.3255,UP,1
2015-10-22,98.02,97.44,97.534,93.2648,91.3945,UP,1
2015-10-23,99.79,99.25,97.964,93.316,91.4658,DOWN,0
2015-10-26,99.63,98.5,98.342,93.3508,91.5417,DOWN,0
2015-10-27,98.43,99.35,98.494,93.3622,91.6171,UP,1
2015-10-28,100.09,98.73,99.192,93.412,91.6998,UP,1
2015-10-29,100.59,99.88,99.706,93.4918,91.7854,DOWN,0
2015-10-30,98.99,100.77,99.546,93.5804,91.8691,UP,1
2015-11-02,99.38,98.9,99.496,93.7544,91.947,UP,1
2015-11-03,100.12,99.45,99.834,94.0002,92.0263,UP,1
2015-11-04,100.52,100.1,99.92,94.2742,92.1103,UP,1
2015-11-05,100.69,100.0,99.94,94.4538,92.1919,UP,1
2015-11-06,101.5,100.8,100.442,94.6028,92.2774,DOWN,0
2015-11-09,100.47,101.04,100.66,94.7306,92.3618,UP,1
