ticker,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2009-12-28,25.698,25.59,25.574,23.6502,19.6643,UP,1
2009-12-29,25.836,25.77,25.634,23.7192,19.7166,DOWN,0
2009-12-30,25.798,25.839,25.6812,23.7839,19.7644,DOWN,0
2009-12-31,25.598,25.863,25.6944,23.8459,19.8125,UP,1
2010-01-04,25.684,25.799,25.7228,23.9082,19.8639,DOWN,0
2010-01-05,25.608,25.784,25.7048,23.9618,19.9142,DOWN,0
2010-01-06,25.556,25.624,25.6488,24.013,19.9605,DOWN,0
2010-01-07,25.389,25.34,25.567,24.0793,20.006,UP,1
2010-01-08,25.398,25.233,25.527,24.1462,20.0507,DOWN,0
2010-01-11,24.98,25.457,25.3862,24.2048,20.0907,DOWN,0
2010-01-12,24.966,24.959,25.2578,24.2483,20.1318,UP,1
2010-01-13,25.615,25.181,25.2696,24.3225,20.1783,UP,1
2010-01-14,26.048,25.625,25.4014,24.3982,20.2248,UP,1
2010-01-15,26.265,26.181,25.5748,24.4851,20.2761,UP,1
2010-01-19,26.475,26.25,25.8738,24.5646,20.3257,DOWN,0
2010-01-20,26.339,26.301,26.1484,24.6309,20.3703,DOWN,0
2010-01-21,25.851,26.355,26.1956,24.6741,20.4138,DOWN,0
2010-01-22,25.181,25.739,26.0222,24.6934,20.4568,UP,1
2010-01-25,25.245,25.34,25.8182,24.7209,20.4994,DOWN,0
2010-01-26,24.861,25.202,25.4954,24.7423,20.5375,UP,1
2010-01-27,25.633,24.968,25.3542,24.7812,20.5776,DOWN,0
2010-01-28,24.945,25.63,25.173,24.8107,20.6193,UP,1
2010-01-29,24.99,25.116,25.1348,24.8489,20.6615,UP,1
2010-02-01,25.342,25.113,25.1542,24.8937,20.7074,DOWN,0
2010-02-02,25.256,25.62,25.2332,24.9443,20.7521,DOWN,0
2010-02-03,24.758,25.245,25.0582,24.9793,20.8,DOWN,0
2010-02-04,22.211,23.434,24.5114,24.9612,20.8289,DOWN,0
2010-02-05,22.074,22.54,23.9282,24.9303,20.8588,UP,1
2010-02-08,22.64,22.1,23.3878,24.9078,20.8894,DOWN,0
2010-02-09,22.345,22.86,22.8056,24.875,20.9146,UP,1
2010-02-10,22.69,22.17,22.392,24.8576,20.9453,UP,1
2010-02-11,22.9,22.69,22.5298,24.8339,20.976,DOWN,0
2010-02-12,22.548,22.775,22.6246,24.7989,20.9996,DOWN,0
2010-02-16,22.53,22.66,22.6026,24.7646,21.0206,DOWN,0
2010-02-17,22.483,22.56,22.6302,24.742,21.0465,DOWN,0
2010-02-18,22.2,22.43,22.5322,24.7033,21.068,UP,1
2010-02-19,22.263,22.192,22.4048,24.6707,21.0876,UP,1
2010-02-22,22.424,22.284,22.38,24.6419,21.108,DOWN,0
2010-02-23,22.202,22.322,22.3144,24.6001,21.1287,DOWN,0
2010-02-24,22.175,22.202,22.2528,24.5554,21.147,DOWN,0
2010-02-25,22.149,21.955,22.2426,24.5105,21.1673,UP,1
2010-02-26,22.437,22.298,22.2774,24.4642,21.1903,UP,1
2010-03-01,23.274,22.594,22.4474,24.4386,21.2213,DOWN,0
2010-03-02,23.181,23.229,22.6432,24.4094,21.2506,UP,1
2010-03-03,23.215,23.183,22.8512,24.3782,21.2801,UP,1
2010-03-04,23.3,23.173,23.0814,24.3346,21.3099,UP,1
2010-03-05,23.954,23.366,23.3848,24.3029,21.3463,UP,1
2010-03-08,24.561,23.909,23.6422,24.2829,21.3843,UP,1
2010-03-09,24.648,24.505,23.9356,24.2652,21.4217,UP,1
2010-03-10,24.96,24.71,24.2846,24.2536,21.4623,UP,1
2010-03-11,25.019,24.805,24.6284,24.24,21.5031,DOWN,0
2010-03-12,24.997,25.106,24.837,24.2232,21.5444,UP,1
2010-03-15,25.008,25.098,24.9264,24.2074,21.5833,DOWN,0
2010-03-16,24.934,25.025,24.9836,24.1941,21.6199,DOWN,0
2010-03-17,24.865,24.968,24.9646,24.1778,21.6573,DOWN,0
2010-03-18,24.63,24.883,24.8868,24.1582,21.6963,DOWN,0
2010-03-19,24.436,24.755,24.7746,24.1358,21.7347,UP,1
2010-03-22,24.708,24.279,24.7146,24.1222,21.774,DOWN,0
2010-03-23,24.559,24.707,24.6396,24.1054,21.813,DOWN,0
2010-03-24,24.468,24.52,24.5602,24.0952,21.8523,UP,1
2010-03-25,24.609,24.644,24.556,24.088,21.8913,UP,1
2010-03-26,24.624,24.725,24.5936,24.0682,21.9276,UP,1
2010-03-29,24.801,24.693,24.6122,24.0433,21.9666,UP,1
2010-03-30,25.241,24.923,24.7486,24.0228,22.0093,UP,1
2010-03-31,25.4,25.22,24.935,24.0013,22.0531,DOWN,0
2010-04-01,25.394,25.555,25.092,23.9824,22.0983,UP,1
2010-04-05,25.558,25.453,25.2788,23.9765,22.1439,UP,1
2010-04-06,25.875,25.485,25.4936,23.9904,22.1916,DOWN,0
2010-04-07,25.566,25.89,25.5586,23.9968,22.2388,UP,1
2010-04-08,25.688,25.406,25.6162,24.0134,22.2888,UP,1
2010-04-09,25.888,25.875,25.715,24.0185,22.3382,UP,1
2010-04-12,25.957,25.831,25.7948,24.0387,22.3875,DOWN,0
2010-04-13,25.85,25.87,25.7898,24.0559,22.4346,UP,1
2010-04-14,26.313,25.907,25.9392,24.0753,22.4817,DOWN,0
2010-04-15,26.263,26.46,26.0542,24.0955,22.5289,DOWN,0
2010-04-16,25.95,26.103,26.0666,24.1193,22.575,DOWN,0
2010-04-19,25.73,25.883,26.0212,24.1897,22.6207,UP,1
2010-04-20,26.139,25.895,26.079,24.271,22.6683,DOWN,0
2010-04-21,26.059,26.335,26.0282,24.3394,22.7152,UP,1
2010-04-22,26.16,25.88,26.0076,24.4157,22.7655,UP,1
2010-04-23,26.722,26.361,26.162,24.4963,22.8187,DOWN,0
2010-04-26,26.578,26.816,26.3316,24.5699,22.8702,DOWN,0
2010-04-27,25.485,26.579,26.2008,24.6286,22.9174,DOWN,0
2010-04-28,25.3,25.654,26.049,24.684,22.9611,UP,1
2010-04-29,25.538,25.372,25.9246,24.7451,23.0058,DOWN,0
2010-04-30,24.804,25.721,25.541,24.7972,23.0437,UP,1
2010-05-03,25.074,25.119,25.2402,24.8534,23.0799,UP,1
2010-05-04,25.125,25.337,25.1682,24.9074,23.1156,DOWN,0
2010-05-05,23.794,24.8,24.867,24.9393,23.1439,DOWN,0
2010-05-06,23.03,23.541,24.3654,24.9564,23.1686,DOWN,0
2010-05-07,22.309,22.835,23.8664,24.9596,23.1894,UP,1
2010-05-10,23.031,23.399,23.4578,24.9714,23.2116,DOWN,0
2010-05-11,22.324,22.741,22.8976,24.9524,23.2305,UP,1
2010-05-12,23.262,22.5,22.7912,24.9541,23.2522,DOWN,0
2010-05-13,23.231,23.27,22.8314,24.9544,23.2749,DOWN,0
2010-05-14,21.245,21.53,22.6186,24.9133,23.2868,DOWN,0
2010-05-17,21.081,21.524,22.2286,24.8558,23.2952,DOWN,0
2010-05-18,20.281,21.294,21.82,24.7702,23.2996,DOWN,0
2010-05-19,20.245,20.305,21.2166,24.6822,23.3005,UP,1
2010-05-20,20.55,19.666,20.6804,24.594,23.3017,UP,1
2010-05-21,21.385,20.239,20.7084,24.5213,23.3071,DOWN,0
2010-05-24,20.984,21.539,20.689,24.441,23.3113,DOWN,0
2010-05-25,20.687,20.407,20.7702,24.3546,23.3126,DOWN,0
2010-05-26,20.5,21.031,20.8212,24.2659,23.3139,UP,1
2010-05-27,20.78,21.025,20.8672,24.1842,23.3164,DOWN,0
2010-05-28,20.177,20.737,20.6256,24.0952,23.3152,DOWN,0
2010-06-01,20.039,20.1,20.4366,24.0072,23.3134,UP,1
2010-06-02,20.102,20.133,20.3196,23.9151,23.3126,UP,1
2010-06-03,20.2,20.131,20.2596,23.8279,23.3156,DOWN,0
2010-06-04,19.667,19.95,20.037,23.7319,23.3149,UP,1
2010-06-07,20.007,19.729,20.003,23.6399,23.3163,DOWN,0
2010-06-08,19.754,20.112,19.946,23.5425,23.3135,DOWN,0
2010-06-09,19.546,19.8,19.8348,23.4374,23.3076,UP,1
2010-06-10,20.512,19.824,19.8972,23.3428,23.3081,DOWN,0
2010-06-11,20.488,20.4,20.0614,23.2445,23.306,DOWN,0
2010-06-14,20.417,20.684,20.1434,23.145,23.3048,UP,1
2010-06-15,20.957,20.545,20.384,23.053,23.3063,UP,1
2010-06-16,21.062,20.715,20.6872,22.9567,23.3098,UP,1
2010-06-17,21.4,21.215,20.8648,22.8734,23.3155,UP,1
2010-06-18,21.426,21.548,21.0524,22.7882,23.3223,UP,1
2010-06-21,22.334,21.573,21.4358,22.7171,23.3337,DOWN,0
2010-06-22,22.094,22.334,21.6632,22.6398,23.3425,DOWN,0
2010-06-23,21.985,22.176,21.8478,22.5625,23.3494,DOWN,0
2010-06-24,21.489,21.775,21.8656,22.466,23.3531,UP,1
2010-06-25,21.839,21.467,21.9482,22.3776,23.3571,DOWN,0
2010-06-28,21.152,21.8,21.7118,22.2816,23.3571,DOWN,0
2010-06-29,20.299,21.0,21.3528,22.173,23.3542,DOWN,0
2010-06-30,19.953,20.332,20.9464,22.0493,23.35,UP,1
2010-07-01,20.27,19.955,20.7026,21.9335,23.3443,UP,1
2010-07-02,20.277,20.486,20.3902,21.8158,23.3358,DOWN,0
2010-07-06,20.003,20.399,20.1604,21.6814,23.3257,UP,1
2010-07-07,20.757,20.057,20.252,21.565,23.3177,UP,1
2010-07-08,20.967,20.818,20.4548,21.4747,23.3112,UP,1
2010-07-09,21.552,21.078,20.7112,21.3997,23.3067,DOWN,0
2010-07-12,21.367,21.303,20.9292,21.3163,23.3039,UP,1
2010-07-13,21.463,21.64,21.2212,21.2495,23.3037,DOWN,0
2010-07-14,21.317,21.5,21.3332,21.1743,23.3079,DOWN,0
2010-07-15,21.181,21.406,21.376,21.0954,23.3098,DOWN,0
2010-07-16,19.722,20.644,21.01,21.014,23.305,DOWN,0
2010-07-19,19.583,19.766,20.6532,20.9451,23.3018,UP,1
2010-07-20,20.53,19.3,20.4666,20.9095,23.3048,DOWN,0
2010-07-21,20.15,20.698,20.2332,20.8519,23.3057,UP,1
2010-07-22,20.84,20.494,20.165,20.8222,23.3096,UP,1
2010-07-23,21.294,20.82,20.4794,20.7828,23.3157,DOWN,0
2010-07-26,21.283,21.365,20.8194,20.7439,23.3167,UP,1
2010-07-27,21.423,21.455,20.998,20.7474,23.3183,DOWN,0
2010-07-28,21.009,21.273,21.1698,20.746,23.3162,DOWN,0
2010-07-29,20.837,21.012,21.1692,20.7571,23.3123,UP,1
2010-07-30,21.004,20.551,21.1112,20.7723,23.3087,DOWN,0
2010-08-02,20.252,20.748,20.905,20.7663,23.3002,DOWN,0
2010-08-03,20.091,19.857,20.6386,20.7404,23.288,UP,1
2010-08-04,20.53,20.259,20.5428,20.7314,23.2787,DOWN,0
2010-08-05,20.163,20.394,20.408,20.7209,23.2667,UP,1
2010-08-06,20.742,20.0,20.3556,20.7257,23.2579,UP,1
2010-08-09,21.489,20.96,20.603,20.7399,23.2525,UP,1
2010-08-10,21.635,21.375,20.9118,20.7691,23.2461,DOWN,0
2010-08-11,20.966,21.252,20.999,20.7876,23.2359,UP,1
2010-08-12,21.183,20.82,21.203,20.8092,23.2315,DOWN,0
2010-08-13,21.064,21.284,21.2674,20.8265,23.2265,DOWN,0
2010-08-16,21.044,20.919,21.1784,20.854,23.2215,UP,1
2010-08-17,21.403,21.125,21.132,20.882,23.2145,DOWN,0
2010-08-18,21.286,21.5,21.196,20.9126,23.2114,DOWN,0
2010-08-19,20.889,21.274,21.1372,20.9395,23.2046,DOWN,0
2010-08-20,20.637,20.827,21.0518,20.942,23.1981,DOWN,0
2010-08-23,20.519,20.833,20.9468,20.9426,23.1883,DOWN,0
2010-08-24,20.251,20.366,20.7164,20.9393,23.1744,UP,1
2010-08-25,20.611,20.142,20.5814,20.9323,23.159,DOWN,0
2010-08-26,20.317,20.7,20.467,20.9174,23.1395,UP,1
2010-08-27,20.662,20.421,20.472,20.9027,23.1235,DOWN,0
2010-08-30,20.27,20.765,20.4222,20.8796,23.1059,DOWN,0
2010-08-31,19.836,20.2,20.3392,20.8296,23.0866,UP,1
2010-09-01,20.108,20.099,20.2386,20.7899,23.0698,UP,1
2010-09-02,20.473,20.264,20.2698,20.7596,23.0567,UP,1
2010-09-03,20.698,20.65,20.277,20.7438,23.0447,DOWN,0
2010-09-07,20.052,20.465,20.2334,20.7081,23.0313,DOWN,0
2010-09-08,19.44,19.952,20.1542,20.6738,23.0135,DOWN,0
2010-09-09,19.198,19.701,19.9722,20.6518,22.9939,UP,1
2010-09-10,19.814,19.273,19.8404,20.649,22.9749,DOWN,0
2010-09-13,19.303,19.667,19.5614,20.6297,22.9526,UP,1
2010-09-14,19.975,19.336,19.546,20.6237,22.9325,UP,1
2010-09-15,21.018,20.416,19.8616,20.644,22.9198,UP,1
2010-09-16,21.029,21.07,20.2278,20.6494,22.9045,UP,1
2010-09-17,21.367,21.15,20.5384,20.6574,22.8899,UP,1
2010-09-20,21.871,21.4,21.052,20.6638,22.878,DOWN,0
2010-09-21,21.699,21.837,21.3968,20.6704,22.8684,UP,1
2010-09-22,21.903,21.625,21.5738,20.6792,22.8573,UP,1
2010-09-23,21.943,21.745,21.7566,20.6917,22.8475,UP,1
2010-09-24,22.157,22.13,21.9146,20.7113,22.839,UP,1
2010-09-27,22.237,22.1,21.9878,20.7616,22.8287,UP,1
2010-09-28,22.3,22.262,22.108,20.8159,22.8182,DOWN,0
2010-09-29,22.263,22.236,22.18,20.8506,22.8075,UP,1
2010-09-30,22.4,22.381,22.2714,20.8956,22.7958,UP,1
2010-10-01,22.478,22.5,22.3356,20.9283,22.7854,DOWN,0
2010-10-04,22.264,22.558,22.341,20.9477,22.7735,UP,1
2010-10-05,22.59,22.602,22.399,20.9739,22.7626,DOWN,0
2010-10-06,22.33,22.595,22.4124,20.992,22.7468,DOWN,0
2010-10-07,22.086,22.467,22.3496,21.0135,22.7296,UP,1
2010-10-08,22.259,22.111,22.3058,21.042,22.7131,UP,1
2010-10-11,22.286,22.231,22.3102,21.0676,22.6968,DOWN,0
2010-10-12,22.213,22.164,22.2348,21.1068,22.6802,UP,1
2010-10-13,23.089,22.3,22.3866,21.1668,22.6671,UP,1
2010-10-14,23.266,23.082,22.6226,21.2215,22.6543,UP,1
2010-10-15,23.37,23.368,22.8448,21.2857,22.6421,UP,1
2010-10-18,23.545,23.49,23.0966,21.3417,22.6319,UP,1
2010-10-19,23.705,23.361,23.395,21.386,22.622,UP,1
2010-10-20,24.052,23.714,23.5876,21.4344,22.6142,UP,1
2010-10-21,24.319,24.044,23.7982,21.5014,22.608,DOWN,0
2010-10-22,24.264,24.4,23.977,21.5631,22.6024,UP,1
2010-10-25,24.515,24.41,24.171,21.6321,22.598,DOWN,0
2010-10-26,24.352,24.5,24.3004,21.6982,22.5948,UP,1
2010-10-27,24.576,24.259,24.4052,21.7617,22.5929,DOWN,0
2010-10-28,23.952,24.492,24.3318,21.815,22.5846,UP,1
2010-10-29,24.006,23.995,24.2802,21.8774,22.5744,DOWN,0
2010-11-01,23.899,24.261,24.157,21.9426,22.5625,UP,1
2010-11-02,24.598,24.75,24.2062,22.0242,22.5531,UP,1
2010-11-03,25.183,24.67,24.3276,22.1228,22.5474,UP,1
2010-11-04,25.489,25.25,24.635,22.2204,22.5456,UP,1
2010-11-05,25.629,25.649,24.9596,22.3266,22.5478,DOWN,0
2010-11-08,25.276,25.5,25.235,22.4189,22.548,DOWN,0
2010-11-09,25.152,25.312,25.3458,22.5165,22.5494,UP,1
2010-11-10,25.357,25.201,25.3806,22.627,22.548,DOWN,0
2010-11-11,25.207,25.207,25.3242,22.7289,22.5493,DOWN,0
2010-11-12,24.317,25.002,25.0618,22.8058,22.546,DOWN,0
2010-11-15,24.293,24.282,24.8652,22.8777,22.5407,DOWN,0
2010-11-16,23.306,24.07,24.496,22.9428,22.531,UP,1
2010-11-17,23.457,23.374,24.116,23.0231,22.5245,UP,1
2010-11-18,24.249,23.807,23.9244,23.1242,22.5347,UP,1
2010-11-19,24.388,24.423,23.9386,23.2156,22.5462,DOWN,0
2010-11-22,24.341,24.252,23.9482,23.3164,22.5547,DOWN,0
2010-11-23,23.565,24.152,24.0,23.3882,22.5608,UP,1
2010-11-24,23.779,23.65,24.0644,23.4434,22.5663,DOWN,0
2010-11-26,23.515,23.694,23.9176,23.4931,22.5694,UP,1
2010-11-29,23.556,23.49,23.7512,23.5369,22.5744,UP,1
2010-11-30,23.703,23.38,23.6236,23.5736,22.5803,UP,1
2010-12-01,24.819,24.192,23.8744,23.636,22.5919,UP,1
2010-12-02,24.919,24.81,24.1024,23.6963,22.6055,DOWN,0
2010-12-03,24.908,24.799,24.381,23.7556,22.6188,UP,1
2010-12-06,25.316,24.725,24.733,23.8188,22.6332,DOWN,0
2010-12-07,24.678,25.451,24.928,23.8676,22.6456,UP,1
2010-12-08,25.064,24.669,24.977,23.9229,22.66,UP,1
2010-12-09,25.122,25.049,25.0176,23.98,22.6749,UP,1
2010-12-10,25.476,25.153,25.1312,24.0416,22.6901,UP,1
2010-12-13,25.935,25.458,25.255,24.1107,22.7034,DOWN,0
2010-12-14,25.412,25.955,25.4018,24.1737,22.7146,DOWN,0
2010-12-15,24.922,25.497,25.3734,24.2203,22.7231,DOWN,0
2010-12-16,22.349,25.0,24.8188,24.2207,22.7183,DOWN,0
2010-12-17,22.126,22.418,24.1488,24.2215,22.7092,UP,1
2010-12-20,22.354,22.13,23.4326,24.2234,22.6982,DOWN,0
2010-12-21,21.978,22.48,22.7458,24.2172,22.6848,DOWN,0
2010-12-22,21.74,21.96,22.1094,24.2078,22.6687,UP,1
2010-12-23,21.83,21.729,22.0056,24.1826,22.6528,UP,1
2010-12-27,22.465,21.83,22.0734,24.1666,22.6401,DOWN,0
2010-12-28,22.452,22.501,22.093,24.1482,22.6273,UP,1
2010-12-29,22.546,22.44,22.2066,24.1282,22.6154,DOWN,0
2010-12-30,22.372,22.5,22.333,24.1016,22.6029,UP,1
2010-12-31,22.411,22.353,22.4492,24.0687,22.5918,DOWN,0
2011-01-03,22.085,22.644,22.3732,24.0241,22.5801,UP,1
2011-01-04,22.37,22.123,22.3568,23.9862,22.5684,UP,1
2011-01-05,23.029,22.37,22.4534,23.9565,22.5607,UP,1
2011-01-06,23.112,23.159,22.6014,23.9317,22.554,DOWN,0
2011-01-07,23.109,23.114,22.741,23.9023,22.5465,DOWN,0
2011-01-10,23.02,23.135,22.928,23.8837,22.5384,DOWN,0
2011-01-11,22.94,23.12,23.042,23.8624,22.5291,UP,1
2011-01-12,23.283,23.06,23.0928,23.85,22.5193,UP,1
2011-01-13,23.351,23.284,23.1406,23.8251,22.5091,UP,1
2011-01-14,23.691,23.369,23.257,23.7953,22.5006,UP,1
2011-01-18,23.763,23.622,23.4056,23.7607,22.4916,DOWN,0
2011-01-19,23.536,23.672,23.5248,23.7189,22.4799,DOWN,0
2011-01-20,23.51,23.374,23.5702,23.6836,22.4696,DOWN,0
2011-01-21,23.353,23.7,23.5706,23.6476,22.458,UP,1
2011-01-24,23.9,23.354,23.6124,23.6184,22.448,UP,1
2011-01-25,24.154,23.899,23.6906,23.5974,22.439,DOWN,0
2011-01-26,24.018,24.36,23.787,23.5914,22.4298,DOWN,0
2011-01-27,23.911,24.058,23.8672,23.5838,22.4178,DOWN,0
2011-01-28,23.487,23.916,23.894,23.5874,22.404,UP,1
2011-01-31,23.651,23.4,23.8442,23.5913,22.3925,UP,1
2011-02-01,23.815,23.031,23.7764,23.5826,22.3829,UP,1
2011-02-02,23.939,23.846,23.7606,23.5736,22.3719,UP,1
2011-02-03,24.539,23.9,23.8862,23.5776,22.3643,UP,1
2011-02-04,24.724,24.58,24.1336,23.6007,22.3571,UP,1
2011-02-07,24.998,24.727,24.403,23.6251,22.3485,DOWN,0
2011-02-08,24.961,25.199,24.6322,23.654,22.3404,DOWN,0
2011-02-09,24.85,24.854,24.8144,23.6799,22.3372,UP,1
2011-02-10,25.213,24.747,24.9492,23.7101,22.3368,UP,1
2011-02-11,25.349,25.075,25.0742,23.7207,22.3358,UP,1
2011-02-14,25.496,25.254,25.1738,23.7323,22.3393,UP,1
2011-02-15,25.61,25.521,25.3036,23.7463,22.342,DOWN,0
2011-02-16,25.438,25.685,25.4212,23.7487,22.3436,DOWN,0
2011-02-17,25.182,25.036,25.415,23.7588,22.3505,DOWN,0
2011-02-18,25.074,25.2,25.36,23.759,22.3607,DOWN,0
2011-02-22,24.738,24.531,25.2084,23.7513,22.3729,DOWN,0
2011-02-23,24.412,24.738,24.9688,23.7301,22.3798,UP,1
2011-02-24,24.418,24.5,24.7648,23.6997,22.3902,UP,1
2011-02-25,24.671,24.67,24.6626,23.6849,22.3973,DOWN,0
2011-02-28,24.056,24.758,24.459,23.6676,22.4014,DOWN,0
2011-03-01,24.036,24.251,24.3186,23.7013,22.4154,UP,1
2011-03-02,24.618,24.11,24.3598,23.7512,22.433,UP,1
2011-03-03,25.165,24.694,24.5092,23.8074,22.4575,DOWN,0
2011-03-04,24.975,24.99,24.57,23.8673,22.4811,DOWN,0
2011-03-07,24.727,24.991,24.7042,23.9271,22.502,UP,1
2011-03-08,24.9,24.722,24.877,23.9885,22.5196,DOWN,0
2011-03-09,24.798,24.87,24.913,24.0351,22.5386,DOWN,0
2011-03-10,24.356,24.748,24.7512,24.0732,22.557,UP,1
2011-03-11,24.842,24.202,24.7246,24.1191,22.5787,UP,1
2011-03-14,24.884,24.72,24.756,24.1694,22.5992,DOWN,0
2011-03-15,24.465,24.301,24.669,24.2104,22.6207,DOWN,0
2011-03-16,24.43,24.405,24.5954,24.2573,22.6426,DOWN,0
2011-03-17,24.376,24.655,24.5994,24.2975,22.664,DOWN,0
2011-03-18,24.168,24.453,24.4646,24.3202,22.6838,UP,1
2011-03-21,24.796,24.333,24.447,24.3539,22.7095,DOWN,0
2011-03-22,24.676,24.758,24.4892,24.3853,22.7328,UP,1
2011-03-23,24.686,24.663,24.5404,24.4186,22.7575,UP,1
2011-03-24,25.231,24.773,24.7114,24.4644,22.7859,DOWN,0
2011-03-25,24.77,25.202,24.8318,24.4941,22.8072,UP,1
2011-03-28,25.237,25.076,24.92,24.5319,22.8309,DOWN,0
2011-03-29,25.171,25.138,25.019,24.5615,22.8547,UP,1
2011-03-30,25.366,25.655,25.155,24.5935,22.8767,DOWN,0
2011-03-31,25.172,25.308,25.1432,24.6262,22.8973,UP,1
2011-04-01,25.355,25.201,25.2602,24.6631,22.9171,UP,1
2011-04-04,26.125,25.491,25.4378,24.7186,22.9406,UP,1
2011-04-05,26.293,26.003,25.6622,24.7664,22.9604,UP,1
2011-04-06,26.548,26.389,25.8986,24.8143,22.9826,DOWN,0
2011-04-07,26.517,26.55,26.1676,24.8643,23.0053,DOWN,0
2011-04-08,26.306,26.699,26.3578,24.9122,23.0294,UP,1
2011-04-11,26.661,26.288,26.465,24.9757,23.0535,DOWN,0
2011-04-12,26.296,26.055,26.4656,25.0286,23.0792,UP,1
2011-04-13,26.976,26.504,26.5512,25.0918,23.1126,DOWN,0
2011-04-14,26.887,26.803,26.6252,25.1508,23.1473,DOWN,0
2011-04-15,26.758,26.901,26.7156,25.1951,23.1797,DOWN,0
2011-04-18,26.505,26.649,26.6844,25.2308,23.2108,UP,1
2011-04-19,26.706,26.586,26.7664,25.2649,23.2444,UP,1
2011-04-20,27.002,26.93,26.7716,25.3057,23.2756,UP,1
2011-04-21,27.328,27.0,26.8598,25.3553,23.3074,DOWN,0
2011-04-25,27.143,27.328,26.9368,25.3939,23.3353,UP,1
2011-04-26,27.636,27.112,27.163,25.4396,23.3667,DOWN,0
2011-04-27,27.536,27.606,27.329,25.4804,23.3971,DOWN,0
2011-04-28,27.47,27.533,27.4226,25.5176,23.4278,UP,1
2011-04-29,27.589,27.47,27.4748,25.5607,23.4599,DOWN,0
2011-05-02,27.529,27.697,27.552,25.6076,23.4989,UP,1
2011-05-03,28.238,28.2,27.6724,25.6709,23.5422,UP,1
2011-05-04,28.239,27.965,27.813,25.7409,23.5807,DOWN,0
2011-05-05,27.45,28.054,27.809,25.8017,23.6172,DOWN,0
2011-05-06,27.425,27.502,27.7762,25.8618,23.6501,UP,1
2011-05-09,27.877,27.452,27.8458,25.9259,23.6831,UP,1
2011-05-10,28.11,27.999,27.8202,26.007,23.7172,DOWN,0
2011-05-11,27.813,28.1,27.735,26.0825,23.7491,UP,1
2011-05-12,28.21,27.707,27.887,26.1544,23.7851,DOWN,0
2011-05-13,28.0,28.227,28.002,26.2111,23.821,DOWN,0
2011-05-16,27.915,27.821,28.0096,26.2699,23.8555,UP,1
2011-05-17,28.205,28.025,28.0286,26.3394,23.8953,DOWN,0
2011-05-18,28.135,28.002,28.093,26.4041,23.9355,UP,1
2011-05-19,28.406,28.246,28.1322,26.4763,23.9749,DOWN,0
2011-05-20,27.757,28.477,28.0836,26.5443,24.0128,DOWN,0
2011-05-23,27.196,27.45,27.9398,26.5914,24.0451,DOWN,0
2011-05-24,27.009,27.316,27.7006,26.6339,24.0727,UP,1
2011-05-25,27.448,26.805,27.5632,26.6936,24.1018,UP,1
2011-05-26,28.21,27.4,27.524,26.7692,24.138,UP,1
2011-05-27,28.524,28.219,27.6774,26.8521,24.1747,UP,1
2011-05-31,28.705,28.678,27.9792,26.9429,24.2129,DOWN,0
2011-06-01,28.066,28.66,28.1906,27.0083,24.248,UP,1
2011-06-02,28.275,28.069,28.356,27.0802,24.2824,DOWN,0
2011-06-03,27.706,27.901,28.2552,27.1406,24.3145,DOWN,0
2011-06-06,27.192,27.676,27.9888,27.1799,24.346,UP,1
2011-06-07,27.42,27.301,27.7318,27.2329,24.3799,DOWN,0
2011-06-08,27.0,27.257,27.5186,27.2681,24.4123,UP,1
2011-06-09,27.17,26.852,27.2976,27.3081,24.4469,DOWN,0
2011-06-10,26.703,27.039,27.097,27.3348,24.4774,UP,1
2011-06-13,26.742,26.702,27.007,27.3662,24.5095,UP,1
2011-06-14,27.412,26.9,27.0054,27.4074,24.5432,DOWN,0
2011-06-15,27.047,27.108,27.0148,27.4258,24.5771,DOWN,0
2011-06-16,26.668,27.047,26.9144,27.4333,24.6113,DOWN,0
2011-06-17,26.609,26.826,26.8956,27.4345,24.6438,UP,1
2011-06-20,26.995,26.599,26.9462,27.4441,24.6764,UP,1
2011-06-21,27.403,27.108,26.9444,27.466,24.7099,DOWN,0
2011-06-22,27.114,27.307,26.9578,27.4751,24.7452,UP,1
2011-06-23,27.313,26.89,27.0868,27.4954,24.7846,UP,1
2011-06-24,27.42,27.3,27.249,27.5043,24.8257,DOWN,0
2011-06-27,27.26,27.308,27.302,27.5118,24.8629,UP,1
2011-06-28,27.823,27.476,27.386,27.5331,24.9055,UP,1
2011-06-29,30.97,27.885,28.1572,27.6224,24.9605,DOWN,0
2011-06-30,30.134,30.678,28.7214,27.6909,25.0061,UP,1
2011-07-01,31.447,30.048,29.5268,27.7798,25.0582,UP,1
2011-07-05,31.596,31.242,30.394,27.8652,25.1093,DOWN,0
2011-07-06,31.29,31.305,31.0874,27.9481,25.1564,UP,1
2011-07-07,31.902,31.246,31.2738,28.0335,25.2074,DOWN,0
2011-07-08,31.529,31.406,31.5528,28.1133,25.2556,DOWN,0
2011-07-11,30.746,31.319,31.4126,28.1788,25.2996,DOWN,0
2011-07-12,30.391,30.817,31.1716,28.2349,25.3408,UP,1
2011-07-13,30.589,30.595,31.0314,28.2961,25.3825,DOWN,0
2011-07-14,30.568,30.451,30.7646,28.3427,25.4239,UP,1
