ticker,ABBV US Equity,ABBV US Equity,ABBV US Equity,ABBV US Equity,ABBV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-01-15,62.89,64.0,64.304,66.0666,57.4594,UP,1
2015-01-16,64.54,62.95,64.056,66.1042,57.5154,DOWN,0
2015-01-20,63.45,65.06,63.594,66.1224,57.5652,DOWN,0
2015-01-21,62.7,63.1,63.456,66.1222,57.6177,UP,1
2015-01-22,62.98,63.2,63.312,66.1518,57.6795,DOWN,0
2015-01-23,62.43,63.66,63.22,66.1246,57.7461,UP,1
2015-01-26,62.83,62.26,62.878,66.1042,57.8071,UP,1
2015-01-27,63.1,62.33,62.808,66.091,57.8859,DOWN,0
2015-01-28,61.85,63.44,62.638,66.0554,57.9628,UP,1
2015-01-29,63.12,62.12,62.666,66.0378,58.0443,DOWN,0
2015-01-30,60.35,62.09,62.25,65.944,58.1067,UP,1
2015-02-02,60.7,61.49,61.824,65.837,58.1696,UP,1
2015-02-03,61.65,61.6,61.534,65.76,58.2351,DOWN,0
2015-02-04,56.91,58.95,60.546,65.5944,58.2725,UP,1
2015-02-05,57.99,57.545,59.52,65.407,58.3124,DOWN,0
2015-02-06,56.9,57.71,58.83,65.1894,58.3462,DOWN,0
2015-02-09,55.48,55.67,57.786,64.9378,58.377,UP,1
2015-02-10,56.89,55.93,56.834,64.7016,58.4158,DOWN,0
2015-02-11,56.69,57.36,56.79,64.4514,58.4449,UP,1
2015-02-12,57.05,57.4,56.602,64.2102,58.4733,UP,1
2015-02-13,58.05,57.35,56.832,63.9858,58.5031,UP,1
2015-02-17,58.72,58.95,57.48,63.7902,58.5387,UP,1
2015-02-18,59.24,59.15,57.95,63.5836,58.579,DOWN,0
2015-02-19,59.0,58.92,58.412,63.3694,58.6172,UP,1
2015-02-20,61.3,59.61,59.262,63.207,58.6691,DOWN,0
2015-02-23,60.57,61.54,59.766,63.0356,58.708,UP,1
2015-02-24,60.87,60.85,60.196,62.9014,58.7516,DOWN,0
2015-02-25,60.62,61.1,60.472,62.7732,58.7934,DOWN,0
2015-02-26,60.52,60.35,60.776,62.6782,58.8342,DOWN,0
2015-02-27,60.5,60.53,60.616,62.5758,58.8757,DOWN,0
2015-03-02,60.46,60.3,60.594,62.48,58.9136,DOWN,0
2015-03-03,59.62,60.35,60.344,62.341,58.9483,UP,1
2015-03-04,60.27,59.32,60.274,62.188,58.985,DOWN,0
2015-03-05,56.86,57.21,59.542,61.971,58.9987,DOWN,0
2015-03-06,55.64,56.95,58.57,61.7444,59.0092,DOWN,0
2015-03-09,55.54,55.93,57.586,61.5682,59.0206,UP,1
2015-03-10,55.84,55.22,56.83,61.3608,59.0316,UP,1
2015-03-11,56.62,56.19,56.1,61.1536,59.045,UP,1
2015-03-12,58.0,56.78,56.328,60.9708,59.065,DOWN,0
2015-03-13,58.0,58.12,56.8,60.8048,59.0847,UP,1
2015-03-16,59.12,58.46,57.516,60.6784,59.1101,UP,1
2015-03-17,59.73,58.72,58.294,60.5552,59.1371,UP,1
2015-03-18,59.89,59.76,58.948,60.46,59.1658,UP,1
2015-03-19,61.19,60.09,59.586,60.3972,59.1999,DOWN,0
2015-03-20,60.4,61.5,60.066,60.2666,59.229,UP,1
2015-03-23,60.48,60.05,60.338,60.1236,59.2549,DOWN,0
2015-03-24,59.63,60.65,60.318,60.0006,59.2776,DOWN,0
2015-03-25,58.22,60.08,59.984,59.8498,59.2995,DOWN,0
2015-03-26,57.27,57.98,59.2,59.7274,59.316,UP,1
2015-03-27,57.65,57.63,58.65,59.6064,59.3331,UP,1
2015-03-30,58.24,57.93,58.202,59.5134,59.356,UP,1
2015-03-31,58.54,58.01,57.984,59.3934,59.3779,DOWN,0
2015-04-01,57.1,58.48,57.76,59.2664,59.3934,DOWN,0
2015-04-02,57.01,57.44,57.708,59.1526,59.4069,UP,1
2015-04-06,57.61,56.81,57.7,59.0452,59.4221,UP,1
2015-04-07,58.42,58.25,57.736,58.965,59.4433,UP,1
2015-04-08,58.81,58.5,57.79,58.8846,59.4708,UP,1
2015-04-09,60.32,59.2,58.434,58.829,59.5037,UP,1
2015-04-10,62.0,60.5,59.432,58.832,59.5457,DOWN,0
2015-04-13,61.2,61.81,60.15,58.7936,59.5767,UP,1
2015-04-14,61.72,61.4,60.81,58.821,59.6028,UP,1
2015-04-15,62.03,62.1,61.454,58.8476,59.629,UP,1
2015-04-16,62.59,61.8,61.908,58.8664,59.6597,DOWN,0
2015-04-17,62.29,62.12,61.966,58.974,59.6867,UP,1
2015-04-20,63.54,62.91,62.434,59.085,59.7139,UP,1
2015-04-21,63.61,63.89,62.812,59.2192,59.7408,UP,1
2015-04-22,64.52,63.6,63.31,59.4,59.7764,DOWN,0
2015-04-23,64.25,65.26,63.642,59.5472,59.8192,UP,1
2015-04-24,66.07,64.31,64.398,59.7348,59.8745,DOWN,0
2015-04-27,65.02,66.02,64.694,59.8942,59.9207,UP,1
2015-04-28,66.49,64.6,65.27,60.063,59.9783,DOWN,0
2015-04-29,65.63,65.7,65.492,60.2012,60.0322,DOWN,0
2015-04-30,64.66,65.39,65.574,60.3096,60.0883,DOWN,0
2015-05-01,64.32,65.09,65.224,60.416,60.1417,UP,1
2015-05-04,64.68,64.32,65.156,60.4836,60.1975,DOWN,0
2015-05-05,63.86,64.2,64.63,60.5494,60.2422,UP,1
2015-05-06,63.94,64.11,64.292,60.6108,60.2919,UP,1
2015-05-07,64.7,63.59,64.3,60.6924,60.3452,UP,1
2015-05-08,65.24,65.1,64.484,60.7868,60.399,DOWN,0
2015-05-11,65.2,65.19,64.588,60.8808,60.4546,DOWN,0
2015-05-12,64.81,64.75,64.778,60.9678,60.5127,UP,1
2015-05-13,65.3,64.98,65.05,61.0814,60.5705,UP,1
2015-05-14,65.97,65.86,65.304,61.1954,60.6332,UP,1
2015-05-15,65.99,65.93,65.454,61.378,60.6944,DOWN,0
2015-05-18,65.61,65.79,65.536,61.5774,60.7608,UP,1
2015-05-19,65.73,65.71,65.72,61.7812,60.827,UP,1
2015-05-20,65.89,65.92,65.838,61.9822,60.89,DOWN,0
2015-05-21,65.65,65.45,65.774,62.1628,60.9543,DOWN,0
2015-05-22,65.48,65.48,65.672,62.3124,61.0215,UP,1
2015-05-26,66.1,65.72,65.77,62.4744,61.0898,UP,1
2015-05-27,67.38,66.75,66.1,62.6396,61.1626,UP,1
2015-05-28,67.47,67.42,66.416,62.7944,61.2334,DOWN,0
2015-05-29,66.59,67.22,66.604,62.9284,61.3022,UP,1
2015-06-01,66.93,66.8,66.894,63.0432,61.3688,DOWN,0
2015-06-02,66.62,66.7,66.998,63.1676,61.431,UP,1
2015-06-03,67.01,66.9,66.924,63.2982,61.4965,UP,1
2015-06-04,67.42,66.55,66.914,63.454,61.5621,DOWN,0
2015-06-05,67.4,66.98,67.076,63.6376,61.6226,UP,1
2015-06-08,67.79,67.86,67.248,63.848,61.6863,DOWN,0
2015-06-09,67.67,67.52,67.458,64.0484,61.7498,UP,1
2015-06-10,68.24,67.66,67.704,64.2484,61.815,DOWN,0
2015-06-11,68.04,68.67,67.828,64.4384,61.8759,DOWN,0
2015-06-12,67.05,67.89,67.758,64.6374,61.9324,DOWN,0
2015-06-15,66.91,66.66,67.582,64.8354,61.9884,DOWN,0
2015-06-16,66.77,66.72,67.402,65.0186,62.0443,UP,1
2015-06-17,67.77,66.97,67.308,65.2056,62.1067,UP,1
2015-06-18,68.98,67.79,67.496,65.409,62.1763,UP,1
2015-06-19,69.48,68.5,67.982,65.5922,62.2461,UP,1
2015-06-22,70.12,69.85,68.624,65.7546,62.319,DOWN,0
2015-06-23,70.02,70.01,69.274,65.931,62.3894,DOWN,0
2015-06-24,69.22,70.52,69.564,66.081,62.4577,UP,1
2015-06-25,69.82,69.67,69.732,66.2368,62.522,UP,1
2015-06-26,70.46,69.95,69.928,66.3942,62.5884,DOWN,0
2015-06-29,67.18,69.27,69.34,66.492,62.635,UP,1
2015-06-30,67.19,68.0,68.774,66.565,62.6816,UP,1
2015-07-01,68.51,67.9,68.632,66.663,62.7345,DOWN,0
2015-07-02,68.21,68.68,68.31,66.7368,62.7825,UP,1
2015-07-06,68.22,67.53,67.862,66.8162,62.8255,UP,1
2015-07-07,68.56,68.42,68.138,66.866,62.8711,DOWN,0
2015-07-08,67.66,67.79,68.232,66.9188,62.9141,UP,1
2015-07-09,67.97,68.48,68.124,66.9484,62.9604,UP,1
2015-07-10,69.23,68.94,68.328,67.0204,63.0187,UP,1
2015-07-13,69.57,69.42,68.598,67.1186,63.0713,UP,1
2015-07-14,69.8,69.71,68.846,67.2282,63.1303,DOWN,0
2015-07-15,69.75,69.81,69.264,67.3296,63.1831,UP,1
2015-07-16,69.99,70.14,69.668,67.4522,63.2405,DOWN,0
2015-07-17,69.99,69.99,69.82,67.5732,63.3016,UP,1
2015-07-20,70.8,70.0,70.066,67.6952,63.3695,DOWN,0
2015-07-21,70.54,70.81,70.214,67.8012,63.4388,UP,1
2015-07-22,70.56,70.26,70.376,67.9084,63.4982,DOWN,0
2015-07-23,70.52,70.25,70.482,68.0226,63.5617,DOWN,0
2015-07-24,68.08,67.53,70.1,68.0782,63.6189,UP,1
2015-07-27,69.34,68.46,69.808,68.1456,63.6739,UP,1
2015-07-28,71.23,69.5,69.946,68.2504,63.7464,DOWN,0
2015-07-29,70.77,71.29,69.988,68.3536,63.8254,DOWN,0
2015-07-30,70.16,70.86,69.916,68.4422,63.9081,DOWN,0
2015-07-31,70.01,70.38,70.302,68.5246,63.9875,DOWN,0
2015-08-03,69.73,70.19,70.38,68.6062,64.063,UP,1
2015-08-04,69.95,70.04,70.124,68.6956,64.1483,UP,1
2015-08-05,70.3,70.1,70.03,68.7796,64.2329,DOWN,0
2015-08-06,69.24,70.37,69.846,68.8168,64.3071,DOWN,0
2015-08-07,68.62,69.08,69.568,68.8398,64.3687,UP,1
2015-08-10,69.21,68.92,69.464,68.8922,64.4303,DOWN,0
2015-08-11,68.25,68.5,69.124,68.9186,64.4739,UP,1
2015-08-12,68.75,67.83,68.814,68.9612,64.5162,DOWN,0
2015-08-13,68.54,68.68,68.674,68.9918,64.5565,UP,1
2015-08-14,68.65,68.56,68.68,69.0164,64.5951,UP,1
2015-08-17,69.37,68.71,68.712,69.0558,64.642,DOWN,0
2015-08-18,68.86,69.42,68.834,69.0772,64.6804,DOWN,0
2015-08-19,68.59,68.75,68.802,69.0956,64.7061,DOWN,0
2015-08-20,67.48,68.0,68.59,69.0804,64.7272,DOWN,0
2015-08-21,65.9,66.74,68.04,69.0376,64.7434,DOWN,0
2015-08-24,63.45,61.17,66.856,68.9656,64.748,DOWN,0
2015-08-25,60.71,65.11,65.226,68.8416,64.738,UP,1
2015-08-26,63.14,62.47,64.136,68.769,64.7462,UP,1
2015-08-27,64.51,64.03,63.542,68.7038,64.7498,DOWN,0
2015-08-28,63.98,63.91,63.158,68.6038,64.7504,DOWN,0
2015-08-31,62.41,64.14,62.95,68.4624,64.7437,DOWN,0
2015-09-01,60.5,61.0,62.908,68.27,64.728,UP,1
2015-09-02,60.98,61.56,62.476,68.0892,64.7129,UP,1
2015-09-03,61.58,61.45,61.89,67.9364,64.6956,DOWN,0
2015-09-04,59.77,60.65,61.048,67.7354,64.6642,UP,1
2015-09-08,60.57,60.22,60.68,67.5376,64.6396,DOWN,0
2015-09-09,59.26,61.52,60.432,67.3792,64.6099,UP,1
2015-09-10,59.58,59.36,60.152,67.227,64.571,DOWN,0
2015-09-11,59.35,59.62,59.706,67.0438,64.5289,DOWN,0
2015-09-14,58.94,59.43,59.54,66.8584,64.4833,UP,1
2015-09-15,59.2,58.98,59.266,66.678,64.4358,UP,1
2015-09-16,59.51,59.5,59.316,66.497,64.3873,UP,1
2015-09-17,59.86,59.56,59.372,66.341,64.3411,UP,1
2015-09-18,61.22,59.42,59.746,66.206,64.3008,DOWN,0
2015-09-21,59.39,61.24,59.836,66.0092,64.2553,DOWN,0
2015-09-22,57.74,58.17,59.544,65.7726,64.1961,DOWN,0
2015-09-23,57.43,57.9,59.128,65.5252,64.1347,DOWN,0
2015-09-24,56.57,56.93,58.47,65.2616,64.0705,DOWN,0
2015-09-25,55.74,57.84,57.374,64.9766,64.0035,DOWN,0
2015-09-28,52.5,55.39,55.996,64.6268,63.9281,UP,1
2015-09-29,52.79,53.1,55.006,64.2666,63.8569,UP,1
2015-09-30,54.41,53.54,54.402,63.944,63.8026,UP,1
2015-10-01,55.13,54.68,54.114,63.6354,63.7501,UP,1
2015-10-02,55.82,53.87,54.13,63.3414,63.703,UP,1
2015-10-05,56.68,56.39,54.966,63.1134,63.6535,DOWN,0
2015-10-06,55.08,56.26,55.424,62.8282,63.5893,UP,1
2015-10-07,55.63,54.85,55.668,62.5162,63.5289,UP,1
2015-10-08,56.04,55.13,55.85,62.2216,63.4743,DOWN,0
2015-10-09,55.64,56.18,55.814,61.9312,63.4307,UP,1
2015-10-12,55.77,55.8,55.632,61.6464,63.3785,DOWN,0
2015-10-13,53.8,55.17,55.376,61.3278,63.3126,UP,1
2015-10-14,53.94,54.09,55.038,61.0076,63.2466,UP,1
2015-10-15,56.14,54.32,55.058,60.7244,63.1958,UP,1
2015-10-16,56.53,56.29,55.236,60.4702,63.1513,DOWN,0
2015-10-19,56.16,56.29,55.314,60.221,63.1026,DOWN,0
2015-10-20,54.83,56.15,55.52,59.9334,63.0535,DOWN,0
2015-10-21,53.83,55.28,55.498,59.645,63.001,DOWN,0
2015-10-22,48.27,53.88,53.924,59.2354,62.9077,UP,1
2015-10-23,50.34,49.41,52.686,58.8714,62.8213,UP,1
2015-10-26,51.87,50.17,51.828,58.5358,62.7517,UP,1
2015-10-27,52.58,52.01,51.378,58.2,62.6858,UP,1
2015-10-28,53.26,52.82,51.264,57.888,62.6352,UP,1
2015-10-29,54.1,53.2,52.43,57.5982,62.5872,UP,1
2015-10-30,59.55,57.87,54.272,57.4396,62.5705,UP,1
2015-11-02,63.38,61.6,56.574,57.3892,62.5647,DOWN,0
2015-11-03,62.43,63.12,58.544,57.3688,62.5596,UP,1
2015-11-04,63.8,62.43,60.652,57.4306,62.5651,DOWN,0
2015-11-05,62.77,63.7,62.386,57.4232,62.564,UP,1
2015-11-06,64.13,62.25,63.302,57.4156,62.5725,DOWN,0
2015-11-09,63.23,63.62,63.272,57.4006,62.5745,DOWN,0
2015-11-10,62.3,63.33,63.246,57.3984,62.5705,DOWN,0
2015-11-11,60.86,62.2,62.658,57.4056,62.5656,DOWN,0
2015-11-12,60.23,60.79,62.15,57.3906,62.5511,DOWN,0
2015-11-13,59.86,60.01,61.296,57.3562,62.5487,UP,1
2015-11-16,60.01,59.74,60.652,57.361,62.5452,UP,1
2015-11-17,60.38,60.1,60.268,57.3572,62.5389,UP,1
2015-11-18,60.99,60.26,60.294,57.3918,62.5593,DOWN,0
2015-11-19,60.55,61.22,60.358,57.4112,62.5721,UP,1
2015-11-20,61.11,60.94,60.608,57.4464,62.5931,UP,1
2015-11-23,61.15,61.31,60.836,57.4906,62.6215,DOWN,0
2015-11-24,61.13,60.56,60.986,57.5292,62.6427,DOWN,0
2015-11-25,60.29,61.1,60.846,57.5448,62.6607,DOWN,0
2015-11-27,60.0,60.17,60.736,57.5476,62.6754,DOWN,0
2015-11-30,58.15,59.96,60.144,57.4862,62.6759,UP,1
2015-12-01,59.02,58.23,59.718,57.4788,62.6774,DOWN,0
2015-12-02,57.72,59.17,59.036,57.4784,62.6698,DOWN,0
2015-12-03,56.12,57.71,58.202,57.4522,62.6554,UP,1
2015-12-04,57.18,56.5,57.638,57.4644,62.6348,DOWN,0
2015-12-07,56.27,57.9,57.262,57.475,62.6133,UP,1
2015-12-08,56.67,55.56,56.792,57.5584,62.5923,DOWN,0
2015-12-09,56.03,56.28,56.454,57.6232,62.5694,DOWN,0
2015-12-10,55.78,56.0,56.386,57.6506,62.5457,DOWN,0
2015-12-11,54.04,55.17,55.758,57.6288,62.5134,UP,1
2015-12-14,55.44,53.71,55.592,57.6212,62.4883,UP,1
2015-12-15,56.39,56.15,55.536,57.6154,62.4721,UP,1
2015-12-16,57.63,56.67,55.856,57.6664,62.4589,DOWN,0
2015-12-17,56.38,57.66,55.976,57.6814,62.4565,DOWN,0
2015-12-18,55.74,55.9,56.316,57.6754,62.457,UP,1
2015-12-21,56.2,56.0,56.468,57.6866,62.4603,UP,1
2015-12-22,57.59,56.54,56.708,57.723,62.4691,UP,1
2015-12-23,58.58,57.88,56.898,57.8186,62.4789,DOWN,0
2015-12-24,58.46,58.38,57.314,57.909,62.4812,UP,1
2015-12-28,58.75,58.27,57.916,57.9612,62.4849,UP,1
2015-12-29,59.45,59.02,58.566,58.0196,62.4866,UP,1
2015-12-30,59.8,59.4,59.008,58.0924,62.4869,DOWN,0
2015-12-31,59.24,59.5,59.14,58.1806,62.4837,DOWN,0
2016-01-04,57.61,58.06,58.97,58.2562,62.4658,DOWN,0
2016-01-05,57.37,57.99,58.694,58.4382,62.4506,UP,1
2016-01-06,57.38,56.37,58.28,58.579,62.4351,DOWN,0
2016-01-07,57.21,56.52,57.762,58.6858,62.423,DOWN,0
2016-01-08,55.65,57.55,57.044,58.7472,62.4102,DOWN,0
2016-01-11,53.88,55.86,56.298,58.7596,62.3932,UP,1
2016-01-12,54.84,54.47,55.792,58.7744,62.3792,DOWN,0
2016-01-13,51.18,54.55,54.552,58.607,62.3439,UP,1
2016-01-14,54.56,51.32,54.022,58.4306,62.324,UP,1
2016-01-15,57.34,53.01,54.36,58.3288,62.3252,DOWN,0
2016-01-19,54.99,57.53,54.582,58.1526,62.3151,UP,1
2016-01-20,57.15,54.21,55.044,58.0402,62.3128,UP,1
2016-01-21,58.36,57.29,56.48,57.9248,62.3125,UP,1
2016-01-22,58.83,59.1,57.334,57.8368,62.3126,DOWN,0
2016-01-25,58.65,59.03,57.596,57.7638,62.3042,DOWN,0
2016-01-26,58.26,59.01,58.25,57.7118,62.2855,DOWN,0
2016-01-27,57.11,58.36,58.242,57.6494,62.2651,DOWN,0
2016-01-28,55.85,57.23,57.74,57.5692,62.2357,DOWN,0
2016-01-29,54.9,53.42,56.954,57.467,62.2001,DOWN,0
2016-02-01,54.39,54.16,56.102,57.3472,62.1591,DOWN,0
2016-02-02,53.95,53.64,55.24,57.2064,62.1174,UP,1
2016-02-03,56.84,54.53,55.186,57.1322,62.0839,DOWN,0
2016-02-04,56.76,56.74,55.368,57.0452,62.0496,DOWN,0
2016-02-05,53.12,56.25,55.012,56.8846,61.9926,DOWN,0
2016-02-08,52.89,52.58,54.712,56.7198,61.9358,UP,1
2016-02-09,53.48,52.31,54.618,56.5836,61.8729,DOWN,0
2016-02-10,52.72,54.11,53.794,56.438,61.8114,DOWN,0
2016-02-11,52.18,52.3,52.878,56.3186,61.7398,UP,1
2016-02-12,52.58,52.53,52.77,56.1898,61.6746,UP,1
2016-02-16,53.51,53.44,52.894,56.1056,61.6188,UP,1
2016-02-17,55.01,54.34,53.2,56.0834,61.5723,DOWN,0
2016-02-18,54.55,55.53,53.566,56.0308,61.5216,DOWN,0
2016-02-19,54.29,54.5,53.988,55.9912,61.4738,UP,1
2016-02-22,55.28,54.67,54.528,55.9634,61.4305,DOWN,0
2016-02-23,55.07,55.7,54.84,55.9442,61.3823,DOWN,0
2016-02-24,54.89,54.66,54.816,55.9264,61.3306,UP,1
2016-02-25,56.2,55.17,55.146,55.9696,61.2856,DOWN,0
2016-02-26,56.0,56.26,55.488,55.9808,61.2415,DOWN,0
2016-02-29,54.61,55.87,55.354,55.9452,61.1881,UP,1
2016-03-01,56.34,54.78,55.608,55.9194,61.1399,DOWN,0
2016-03-02,55.7,56.17,55.77,55.9058,61.0885,UP,1
2016-03-03,55.93,55.69,55.716,55.9096,61.0401,UP,1
2016-03-04,56.15,56.0,55.746,55.9086,60.9922,UP,1
2016-03-07,56.4,55.7,56.104,55.8848,60.9447,DOWN,0
2016-03-08,55.32,56.18,55.9,55.8196,60.8931,UP,1
2016-03-09,56.39,55.51,56.038,55.7782,60.8476,DOWN,0
2016-03-10,56.23,56.56,56.098,55.7278,60.7983,UP,1
2016-03-11,57.73,56.4,56.414,55.6934,60.75,DOWN,0
2016-03-14,57.21,57.67,56.576,55.6416,60.6987,DOWN,0
2016-03-15,55.62,56.65,56.636,55.5692,60.6439,UP,1
2016-03-16,56.31,55.58,56.62,55.5432,60.5908,DOWN,0
2016-03-17,55.32,56.46,56.438,55.5022,60.5343,UP,1
2016-03-18,56.57,55.59,56.206,55.486,60.4821,DOWN,0
2016-03-21,56.01,56.52,55.966,55.462,60.425,UP,1
2016-03-22,57.5,55.75,56.342,55.499,60.3755,DOWN,0
2016-03-23,56.36,57.16,56.352,55.5486,60.3184,DOWN,0
2016-03-24,56.12,56.14,56.512,55.5742,60.2606,DOWN,0
2016-03-28,56.11,56.35,56.42,55.6728,60.2,UP,1
2016-03-29,57.05,56.1,56.628,55.7226,60.145,DOWN,0
2016-03-30,57.0,57.43,56.528,55.7158,60.0948,UP,1
2016-03-31,57.12,57.02,56.68,55.7584,60.0458,UP,1
2016-04-01,57.42,56.58,56.94,55.7638,59.9991,UP,1
2016-04-04,59.21,57.64,57.56,55.7808,59.9563,DOWN,0
2016-04-05,58.54,58.54,57.858,55.775,59.9041,UP,1
2016-04-06,59.89,58.52,58.436,55.7998,59.8561,DOWN,0
2016-04-07,59.3,59.42,58.872,55.8206,59.802,DOWN,0
2016-04-08,58.47,59.49,59.082,55.8478,59.7443,UP,1
2016-04-11,58.5,58.59,58.94,55.9008,59.6907,UP,1
2016-04-12,59.89,58.98,59.21,56.0006,59.641,DOWN,0
2016-04-13,59.06,59.87,59.044,56.094,59.584,UP,1
2016-04-14,59.28,59.15,59.04,56.2006,59.5445,UP,1
2016-04-15,59.51,59.55,59.248,56.254,59.5061,UP,1
2016-04-18,59.88,59.5,59.524,56.3164,59.463,UP,1
2016-04-19,60.17,60.09,59.58,56.4574,59.4228,UP,1
2016-04-20,60.48,60.17,59.864,56.6092,59.3841,UP,1
2016-04-21,61.37,60.57,60.282,56.767,59.3481,UP,1
2016-04-22,61.42,61.3,60.664,56.941,59.3169,DOWN,0
2016-04-25,60.97,61.13,60.882,57.1168,59.2819,DOWN,0
2016-04-26,60.93,60.96,61.034,57.2838,59.2404,DOWN,0
2016-04-27,60.7,60.93,61.078,57.4276,59.1961,UP,1
2016-04-28,61.2,58.56,61.044,57.5514,59.1531,DOWN,0
2016-04-29,61.0,61.03,60.96,57.6804,59.1093,UP,1
2016-05-02,61.44,60.79,61.054,57.8234,59.0666,UP,1
2016-05-03,61.77,60.99,61.222,57.9532,59.0255,DOWN,0
2016-05-04,61.46,61.3,61.374,58.081,58.9788,UP,1
2016-05-05,62.34,61.41,61.602,58.23,58.9378,UP,1
2016-05-06,62.51,62.0,61.904,58.3562,58.8975,UP,1
2016-05-09,63.7,62.36,62.356,58.5102,58.8634,UP,1
2016-05-10,63.74,63.51,62.75,58.6928,58.8417,DOWN,0
2016-05-11,62.7,63.77,62.998,58.82,58.8085,DOWN,0
2016-05-12,62.49,62.86,63.028,58.9558,58.7648,DOWN,0
2016-05-13,62.0,62.15,62.926,59.0772,58.721,UP,1
2016-05-16,62.45,61.91,62.676,59.2032,58.6824,DOWN,0
2016-05-17,60.25,62.44,61.978,59.2802,58.6336,UP,1
2016-05-18,60.46,59.87,61.53,59.383,58.5873,DOWN,0
2016-05-19,59.28,60.06,60.888,59.4408,58.5339,UP,1
2016-05-20,59.69,59.63,60.426,59.51,58.4809,DOWN,0
2016-05-23,59.3,59.75,59.796,59.5414,58.4312,UP,1
2016-05-24,60.7,59.73,59.886,59.6112,58.3916,UP,1
2016-05-25,61.22,61.08,60.038,59.7232,58.3516,UP,1
2016-05-26,61.9,61.0,60.562,59.835,58.3199,UP,1
2016-05-27,62.71,61.99,61.166,59.9828,58.2897,UP,1
2016-05-31,62.93,62.71,61.892,60.11,58.2616,DOWN,0
2016-06-01,62.83,62.9,62.318,60.2464,58.2325,UP,1
2016-06-02,65.09,62.87,63.092,60.3982,58.2111,DOWN,0
2016-06-03,65.0,64.76,63.712,60.571,58.1918,DOWN,0
2016-06-06,62.82,62.13,63.734,60.705,58.163,UP,1
2016-06-07,63.1,62.59,63.768,60.8448,58.1411,DOWN,0
2016-06-08,61.73,62.21,63.548,60.9384,58.1202,DOWN,0
2016-06-09,60.75,61.5,62.68,61.0134,58.1067,UP,1
2016-06-10,61.0,59.99,61.88,61.091,58.1082,DOWN,0
2016-06-13,59.93,60.46,61.302,61.1412,58.0921,DOWN,0
2016-06-14,59.9,59.46,60.662,61.155,58.0691,UP,1
2016-06-15,60.4,60.29,60.396,61.1922,58.0512,UP,1
2016-06-16,60.9,59.93,60.426,61.2124,58.0436,DOWN,0
2016-06-17,60.01,60.88,60.228,61.2266,58.0412,UP,1
2016-06-20,60.11,60.64,60.264,61.2594,58.0368,DOWN,0
2016-06-21,59.98,60.2,60.28,61.289,58.0288,UP,1
2016-06-22,60.39,60.0,60.278,61.299,58.0319,UP,1
2016-06-23,61.31,60.86,60.36,61.344,58.0356,DOWN,0
2016-06-24,59.86,59.26,60.33,61.3556,58.0386,DOWN,0
2016-06-27,58.68,59.38,60.044,61.339,58.0341,UP,1
2016-06-28,59.99,59.28,60.046,61.3412,58.0373,UP,1
2016-06-29,61.81,60.58,60.33,61.374,58.0517,UP,1
2016-06-30,61.91,61.79,60.45,61.4026,58.0652,UP,1
2016-07-01,62.71,61.98,61.02,61.4294,58.0812,DOWN,0
2016-07-05,61.92,62.5,61.668,61.4394,58.0915,UP,1
2016-07-06,63.37,61.84,62.344,61.4874,58.1023,UP,1
2016-07-07,63.43,63.6,62.668,61.5374,58.1225,UP,1
2016-07-08,64.16,63.48,63.118,61.6066,58.1546,UP,1
2016-07-11,64.35,64.25,63.446,61.6696,58.1892,UP,1
2016-07-12,65.5,64.67,64.162,61.7596,58.2338,DOWN,0
2016-07-13,64.77,64.81,64.442,61.8262,58.279,DOWN,0
2016-07-14,63.62,63.7,64.48,61.8632,58.3346,DOWN,0
2016-07-15,63.32,63.82,64.312,61.9004,58.3872,UP,1
2016-07-18,63.56,63.23,64.154,61.9248,58.433,DOWN,0
2016-07-19,63.32,63.41,63.718,61.941,58.4739,UP,1
2016-07-20,63.41,63.57,63.446,61.9352,58.5119,UP,1
2016-07-21,63.89,63.23,63.5,61.9382,58.5479,DOWN,0
2016-07-22,63.81,64.0,63.598,61.9604,58.5916,UP,1
2016-07-25,64.32,63.91,63.75,61.997,58.635,UP,1
2016-07-26,64.45,64.41,63.976,62.046,58.6771,UP,1
2016-07-27,64.9,64.42,64.274,62.095,58.7234,DOWN,0
2016-07-28,64.72,64.79,64.44,62.1844,58.7681,UP,1
2016-07-29,66.23,65.27,64.924,62.2998,58.8303,UP,1
2016-08-01,66.94,66.23,65.448,62.453,58.8953,DOWN,0
2016-08-02,66.78,66.93,65.914,62.5948,58.9485,DOWN,0
2016-08-03,66.57,66.81,66.248,62.7402,58.9987,DOWN,0
2016-08-04,66.1,66.58,66.524,62.8482,59.0484,UP,1
2016-08-05,66.54,66.15,66.586,62.9546,59.1069,DOWN,0
2016-08-08,66.34,66.38,66.466,63.0434,59.1695,UP,1
2016-08-09,66.76,66.34,66.462,63.1244,59.2619,DOWN,0
2016-08-10,66.43,66.7,66.434,63.1944,59.3424,UP,1
2016-08-11,66.95,66.86,66.604,63.2768,59.4178,UP,1
2016-08-12,67.19,66.86,66.734,63.3188,59.4908,UP,1
2016-08-15,67.39,67.47,66.944,63.3666,59.5615,DOWN,0
2016-08-16,66.74,67.13,66.94,63.445,59.6247,UP,1
