ticker,ODFL US Equity,ODFL US Equity,ODFL US Equity,ODFL US Equity,ODFL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-10-24,6.716,6.5956,6.2541,6.4383,6.329,UP,1
2005-10-25,6.7812,6.7338,6.2545,6.5454,6.3337,DOWN,0
2005-10-26,6.6686,6.8128,6.2542,6.594,6.3401,DOWN,0
2005-10-27,6.4573,6.7121,6.2532,6.6335,6.3419,UP,1
2005-10-28,6.722,6.4474,6.253,6.669,6.3475,UP,1
2005-10-31,6.9906,6.7319,6.2541,6.724,6.358,UP,1
2005-11-01,7.1763,7.0321,6.2561,6.803,6.3718,UP,1
2005-11-02,7.4864,7.3086,6.2598,6.9665,6.3969,DOWN,0
2005-11-03,7.3165,7.4568,6.2635,7.1384,6.4182,DOWN,0
2005-11-04,7.2099,7.5141,6.2669,7.236,6.4375,UP,1
2005-11-07,7.4469,7.2612,6.2713,7.3272,6.4632,UP,1
2005-11-08,7.4667,7.4133,6.2759,7.3853,6.4873,DOWN,0
2005-11-09,7.4548,7.5022,6.2802,7.379,6.5096,UP,1
2005-11-10,7.6286,7.4765,6.2855,7.4414,6.5359,UP,1
2005-11-11,7.7946,7.5615,6.2903,7.5583,6.5638,DOWN,0
2005-11-14,7.7827,7.8795,6.2943,7.6255,6.5937,DOWN,0
2005-11-15,7.7333,7.8479,6.298,7.6788,6.6201,UP,1
2005-11-16,7.8025,7.7432,6.3022,7.7483,6.6477,DOWN,0
2005-11-17,7.4844,7.5062,6.3048,7.7195,6.67,UP,1
2005-11-18,7.5812,7.5378,6.3075,7.6768,6.6992,UP,1
2005-11-21,7.7156,7.5259,6.3109,7.6634,6.7336,DOWN,0
2005-11-22,7.6286,7.6602,6.3127,7.6425,6.7693,UP,1
2005-11-23,7.6444,7.6602,6.3157,7.6109,6.8011,DOWN,0
2005-11-25,7.5911,7.6642,6.3182,7.6322,6.8299,DOWN,0
2005-11-28,7.4351,7.5872,6.3191,7.603,6.8501,UP,1
2005-11-29,7.5733,7.4193,6.3216,7.5745,6.8764,DOWN,0
2005-11-30,7.5279,7.5872,6.324,7.5544,6.9026,DOWN,0
2005-12-01,7.4341,7.7037,6.326,7.5123,6.9321,UP,1
2005-12-02,7.4489,7.4904,6.328,7.4839,6.9614,DOWN,0
2005-12-05,7.4104,7.4074,6.3297,7.4789,6.9887,DOWN,0
2005-12-06,7.3304,7.4341,6.3331,7.4303,7.0054,DOWN,0
2005-12-07,7.2326,7.3333,6.3362,7.3713,7.0224,DOWN,0
2005-12-08,7.117,7.1941,6.3389,7.3079,7.0377,UP,1
2005-12-09,7.2504,7.1111,6.3416,7.2681,7.0508,UP,1
2005-12-12,7.3333,7.2415,6.3436,7.2527,7.0651,UP,1
2005-12-13,7.6296,7.3215,6.3462,7.3126,7.0848,DOWN,0
2005-12-14,7.6178,7.597,6.3485,7.3896,7.1054,UP,1
2005-12-15,7.7837,7.6622,6.3515,7.523,7.1332,UP,1
2005-12-16,7.8904,7.8963,6.3545,7.651,7.1647,DOWN,0
2005-12-19,7.7037,7.9911,6.3557,7.725,7.1897,DOWN,0
2005-12-20,7.6178,7.7333,6.3578,7.7227,7.2134,UP,1
2005-12-21,7.8074,7.6444,6.361,7.7606,7.2416,UP,1
2005-12-22,7.9259,7.7689,6.3653,7.789,7.2751,UP,1
2005-12-23,8.2459,7.9348,6.3708,7.8601,7.3156,DOWN,0
2005-12-27,7.9793,8.3437,6.3753,7.9153,7.3475,UP,1
2005-12-28,8.0504,8.0622,6.3802,8.0018,7.382,UP,1
2005-12-29,8.1096,8.1096,6.3871,8.0622,7.4193,DOWN,0
2005-12-30,7.9881,8.0385,6.3926,8.0747,7.4505,UP,1
2006-01-03,8.0385,8.1067,6.399,8.0332,7.4861,UP,1
2006-01-04,8.1067,8.0,6.4062,8.0587,7.5174,UP,1
2006-01-05,8.16,8.0741,6.4124,8.0806,7.5463,UP,1
2006-01-06,8.2667,8.2637,6.4214,8.112,7.576,UP,1
2006-01-09,8.2874,8.2459,6.4305,8.1719,7.6083,DOWN,0
2006-01-10,8.2044,8.2815,6.4385,8.205,7.6433,DOWN,0
2006-01-11,8.1215,8.2044,6.448,8.208,7.6713,DOWN,0
2006-01-12,8.0563,8.1185,6.4591,8.1873,7.6926,UP,1
2006-01-13,8.1333,8.0119,6.469,8.1606,7.7117,DOWN,0
2006-01-17,7.9259,8.0681,6.4779,8.0883,7.7205,DOWN,0
2006-01-18,7.9022,7.8163,6.4871,8.0279,7.7322,UP,1
2006-01-19,8.0889,7.9289,6.4948,8.0213,7.7498,DOWN,0
2006-01-20,8.0178,8.1393,6.5021,8.0136,7.7612,DOWN,0
2006-01-23,7.8696,7.9881,6.5099,7.9609,7.7693,UP,1
2006-01-24,8.1867,7.8607,6.5218,8.013,7.7839,DOWN,0
2006-01-25,8.0741,8.2222,6.5322,8.0474,7.7928,UP,1
2006-01-26,8.0889,8.0415,6.5421,8.0474,7.7987,UP,1
2006-01-27,8.1244,8.3022,6.5537,8.0687,7.8056,UP,1
2006-01-30,8.3378,8.1481,6.5675,8.1624,7.8176,UP,1
2006-01-31,8.4563,8.3585,6.5825,8.2163,7.8307,DOWN,0
2006-02-01,8.397,8.477,6.5972,8.2809,7.849,DOWN,0
2006-02-02,8.243,8.3704,6.6095,8.3117,7.8622,DOWN,0
2006-02-03,8.1807,8.1985,6.6221,8.323,7.8715,UP,1
2006-02-06,8.2933,8.1926,6.6347,8.3141,7.8848,DOWN,0
2006-02-07,8.1837,8.3052,6.6483,8.2596,7.8956,DOWN,0
2006-02-08,8.1304,8.1867,6.6603,8.2062,7.9064,DOWN,0
2006-02-09,8.0978,8.0919,6.6734,8.1772,7.9196,UP,1
2006-02-10,8.1126,8.0859,6.686,8.1636,7.9304,DOWN,0
2006-02-13,7.9793,8.1096,6.6992,8.1007,7.9394,UP,1
2006-02-14,7.997,7.9852,6.7114,8.0634,7.9507,UP,1
2006-02-15,8.0415,8.0326,6.7243,8.0456,7.9625,UP,1
2006-02-16,8.1778,8.0978,6.7377,8.0616,7.9779,DOWN,0
2006-02-17,8.083,8.2193,6.7503,8.0557,7.9929,DOWN,0
2006-02-21,8.0059,8.0533,6.7628,8.061,8.0084,UP,1
2006-02-22,8.0296,7.9911,6.7748,8.0676,8.0267,UP,1
2006-02-23,8.0948,7.9941,6.7868,8.0782,8.0436,DOWN,0
2006-02-24,7.9615,8.1244,6.7985,8.035,8.0561,UP,1
2006-02-27,7.997,8.0089,6.8109,8.0178,8.0635,DOWN,0
2006-02-28,7.8104,7.9941,6.8235,7.9787,8.0673,UP,1
2006-03-01,7.9793,7.8756,6.8369,7.9686,8.0712,DOWN,0
2006-03-02,7.9496,7.9644,6.8491,7.9396,8.0724,UP,1
2006-03-03,7.9941,7.9289,6.8616,7.9461,8.0782,DOWN,0
2006-03-06,7.9141,8.0059,6.8732,7.9295,8.0841,DOWN,0
2006-03-07,7.7067,7.8933,6.8834,7.9087,8.0821,DOWN,0
2006-03-08,7.4459,7.6622,6.8909,7.8021,8.0725,UP,1
2006-03-09,7.4844,7.4904,6.8983,7.709,8.0573,UP,1
2006-03-10,7.5793,7.4519,6.9058,7.6261,8.0493,DOWN,0
2006-03-13,7.5644,7.6059,6.9139,7.5561,8.0396,UP,1
2006-03-14,7.6296,7.5319,6.9216,7.5407,8.03,UP,1
2006-03-15,7.6889,7.6622,6.9294,7.5893,8.024,UP,1
2006-03-16,7.7452,7.7304,6.938,7.6415,8.0181,DOWN,0
2006-03-17,7.68,7.7452,6.946,7.6616,8.0096,UP,1
2006-03-20,7.7274,7.6978,6.9536,7.6942,8.0009,DOWN,0
2006-03-21,7.6474,7.7333,6.9608,7.6978,7.9886,DOWN,0
2006-03-22,7.5289,7.6385,6.9675,7.6658,7.9734,DOWN,0
2006-03-23,7.5141,7.4607,6.9746,7.6196,7.9596,UP,1
2006-03-24,7.8548,7.5407,6.9858,7.6545,7.9543,UP,1
2006-03-27,8.0326,7.8815,6.9981,7.7156,7.9538,DOWN,0
2006-03-28,7.9526,8.0593,7.0107,7.7766,7.9502,UP,1
2006-03-29,8.0444,8.0059,7.024,7.8797,7.9525,DOWN,0
2006-03-30,7.8933,8.0919,7.0371,7.9556,7.9524,UP,1
2006-03-31,7.9852,7.9259,7.0502,7.9816,7.9503,DOWN,0
2006-04-03,7.8993,8.0237,7.0625,7.955,7.9479,UP,1
2006-04-04,7.9467,7.9141,7.0756,7.9538,7.9495,UP,1
2006-04-05,8.0593,7.9881,7.0891,7.9567,7.9469,UP,1
2006-04-06,8.1037,8.0296,7.1021,7.9988,7.9475,DOWN,0
2006-04-07,8.0711,8.1067,7.1151,8.016,7.9471,DOWN,0
2006-04-10,7.923,8.0741,7.1276,8.0207,7.9431,DOWN,0
2006-04-11,7.6681,7.9111,7.1394,7.965,7.9297,UP,1
2006-04-12,7.6978,7.6948,7.1513,7.8927,7.9145,UP,1
2006-04-13,7.7096,7.6444,7.163,7.8139,7.9008,UP,1
2006-04-17,7.8252,7.6593,7.1753,7.7647,7.8924,UP,1
2006-04-18,8.3022,7.8193,7.1903,7.8406,7.8949,UP,1
2006-04-19,8.4681,8.323,7.2049,8.0006,7.8984,UP,1
2006-04-20,8.9659,8.477,7.2209,8.2542,7.914,DOWN,0
2006-04-21,8.7674,8.9896,7.2361,8.4658,7.9268,DOWN,0
2006-04-24,8.6904,8.7378,7.2507,8.6388,7.9386,UP,1
2006-04-25,8.9778,8.6785,7.2655,8.7739,7.9559,DOWN,0
2006-04-26,8.9659,8.9778,7.2802,8.8735,7.9756,UP,1
2006-04-27,9.2948,9.0696,7.2965,8.9393,8.0016,UP,1
2006-04-28,9.5407,9.3274,7.314,9.0939,8.0316,UP,1
2006-05-01,9.6326,9.6178,7.3314,9.2824,8.0607,DOWN,0
2006-05-02,9.5141,9.7274,7.3488,9.3896,8.0893,UP,1
2006-05-03,9.6296,9.5674,7.3675,9.5224,8.1218,UP,1
2006-05-04,10.0385,9.7274,7.3888,9.6711,8.162,UP,1
2006-05-05,10.1067,10.157,7.4091,9.7843,8.2022,DOWN,0
2006-05-08,9.9081,10.1659,7.4284,9.8394,8.2411,DOWN,0
2006-05-09,9.8281,9.9141,7.4456,9.9022,8.2777,UP,1
2006-05-10,9.917,9.8252,7.4631,9.9597,8.3199,UP,1
2006-05-11,9.9644,9.9911,7.4811,9.9449,8.3596,DOWN,0
2006-05-12,9.4756,9.8933,7.496,9.8187,8.3901,DOWN,0
2006-05-15,9.3985,9.4222,7.5095,9.7167,8.4182,DOWN,0
2006-05-16,9.2148,9.4252,7.5229,9.5941,8.4442,DOWN,0
2006-05-17,9.0756,9.1289,7.5352,9.4258,8.4716,UP,1
2006-05-18,9.1526,9.123,7.5473,9.2634,8.5057,UP,1
2006-05-19,9.3067,9.1111,7.561,9.2296,8.5422,UP,1
2006-05-22,9.6207,9.4578,7.5763,9.2741,8.583,DOWN,0
2006-05-23,9.3926,9.7867,7.591,9.3096,8.6196,DOWN,0
2006-05-24,9.2859,9.36,7.6053,9.3517,8.6527,UP,1
2006-05-25,9.3422,9.3719,7.6204,9.3896,8.6857,UP,1
2006-05-26,9.4785,9.3926,7.6362,9.424,8.7204,DOWN,0
2006-05-30,8.9659,9.5081,7.649,9.293,8.7461,UP,1
2006-05-31,9.1289,9.0281,7.6626,9.2403,8.7742,UP,1
2006-06-01,9.5081,9.1674,7.6774,9.2847,8.8114,UP,1
2006-06-02,9.5793,9.6356,7.6936,9.3321,8.8524,DOWN,0
2006-06-05,9.1526,9.6593,7.7075,9.267,8.8852,DOWN,0
2006-06-06,9.1289,9.2148,7.7209,9.2996,8.9106,UP,1
2006-06-07,9.2385,9.2652,7.7348,9.3215,8.9348,DOWN,0
2006-06-08,8.9867,9.2207,7.7473,9.2172,8.9554,UP,1
2006-06-09,9.1644,9.0696,7.762,9.1342,8.9778,DOWN,0
2006-06-12,8.7585,9.2089,7.7745,9.0554,8.9951,DOWN,0
2006-06-13,8.6637,8.6726,7.7866,8.9624,9.0087,UP,1
2006-06-14,8.7496,8.5985,7.7995,8.8646,9.0257,UP,1
2006-06-15,9.0548,8.7615,7.8135,8.8782,9.0479,UP,1
2006-06-16,9.1259,9.0311,7.8274,8.8705,9.0692,UP,1
2006-06-19,9.2178,9.1111,7.8419,8.9624,9.0915,UP,1
2006-06-20,9.3037,9.2474,7.8564,9.0904,9.1161,UP,1
2006-06-21,9.7393,9.2711,7.8737,9.2883,9.1525,DOWN,0
2006-06-22,9.7067,9.8104,7.8902,9.4187,9.1932,UP,1
2006-06-23,10.4296,10.2252,7.9102,9.6794,9.2479,UP,1
2006-06-26,10.6756,10.5274,7.9317,9.971,9.3072,DOWN,0
2006-06-27,10.1748,10.7319,7.952,10.1452,9.3542,UP,1
2006-06-28,10.3526,10.2519,7.9738,10.2679,9.3952,UP,1
2006-06-29,10.8415,10.403,7.9988,10.4948,9.4427,UP,1
2006-06-30,11.1378,11.0637,8.0242,10.6364,9.4861,UP,1
2006-07-03,11.4815,11.2978,8.0509,10.7976,9.5404,DOWN,0
2006-07-05,11.2089,11.4667,8.0748,11.0044,9.5908,DOWN,0
2006-07-06,11.0341,11.2296,8.0986,11.1407,9.6319,DOWN,0
2006-07-07,10.7585,10.9748,8.1214,11.1241,9.6677,DOWN,0
2006-07-10,10.6756,10.8059,8.1449,11.0317,9.6953,UP,1
2006-07-11,10.7141,10.6044,8.1686,10.8782,9.7188,DOWN,0
2006-07-12,10.5156,10.7407,8.1909,10.7396,9.7365,DOWN,0
2006-07-13,9.9556,10.3881,8.2082,10.5239,9.7453,DOWN,0
2006-07-14,9.7481,9.9022,8.2251,10.3218,9.7477,DOWN,0
2006-07-17,9.7481,9.6652,8.2421,10.1363,9.7419,UP,1
2006-07-18,10.1481,9.837,8.2598,10.0231,9.7427,UP,1
2006-07-19,10.4889,10.1778,8.2792,10.0178,9.7543,DOWN,0
2006-07-20,9.6563,10.563,8.2942,9.9579,9.7509,DOWN,0
2006-07-21,9.4696,9.6089,8.3086,9.9022,9.7419,UP,1
2006-07-24,9.8993,9.5052,8.3262,9.9324,9.7406,DOWN,0
2006-07-25,9.757,9.8667,8.3434,9.8542,9.7463,DOWN,0
2006-07-26,9.12,9.683,8.3567,9.5804,9.7407,DOWN,0
2006-07-27,9.0696,9.4993,8.3699,9.4631,9.7378,UP,1
2006-07-28,9.5822,9.117,8.3858,9.4856,9.7479,UP,1
2006-07-31,9.6533,9.4607,8.4028,9.4364,9.7579,DOWN,0
2006-08-01,9.4756,9.5437,8.4191,9.3801,9.7613,DOWN,0
2006-08-02,9.4667,9.5289,8.4345,9.4495,9.7582,UP,1
2006-08-03,9.7689,9.3274,8.4517,9.5893,9.7657,DOWN,0
2006-08-04,9.6178,9.8844,8.4686,9.5964,9.7724,DOWN,0
2006-08-07,9.3748,9.6,8.4833,9.5407,9.773,DOWN,0
2006-08-08,9.2237,9.4844,8.4982,9.4904,9.7679,DOWN,0
2006-08-09,8.8859,9.3393,8.5099,9.3742,9.7663,UP,1
2006-08-10,9.1378,8.877,8.522,9.248,9.7665,DOWN,0
2006-08-11,8.8385,9.1496,8.5323,9.0921,9.7531,UP,1
2006-08-14,9.0607,8.9659,8.5442,9.0293,9.7428,UP,1
2006-08-15,9.6178,9.2563,8.56,9.1081,9.7521,UP,1
2006-08-16,9.923,9.7156,8.576,9.3156,9.7679,UP,1
2006-08-17,9.9407,9.8726,8.5908,9.4761,9.782,DOWN,0
2006-08-18,9.6622,9.9111,8.6032,9.6409,9.7955,DOWN,0
2006-08-21,9.3333,9.5644,8.6124,9.6954,9.7989,DOWN,0
2006-08-22,9.283,9.3333,8.6223,9.6284,9.8094,DOWN,0
2006-08-23,9.1644,9.2593,8.632,9.4767,9.8194,DOWN,0
2006-08-24,8.9481,9.1644,8.6396,9.2782,9.8233,DOWN,0
2006-08-25,8.8859,8.9363,8.6466,9.123,9.82,UP,1
2006-08-28,9.3511,8.9304,8.6561,9.1265,9.8245,UP,1
2006-08-29,9.5644,9.363,8.6658,9.1828,9.8314,DOWN,0
2006-08-30,9.3244,9.5496,8.6735,9.2148,9.8318,UP,1
2006-08-31,9.4578,9.3837,8.6818,9.3167,9.8262,DOWN,0
2006-09-01,9.3807,9.5852,8.6901,9.4157,9.8197,DOWN,0
2006-09-05,9.2415,9.3481,8.6973,9.3938,9.7959,DOWN,0
2006-09-06,8.8563,9.1822,8.7041,9.2521,9.7595,UP,1
2006-09-07,8.8919,8.8326,8.7107,9.1656,9.7339,DOWN,0
2006-09-08,8.8119,8.9481,8.7162,9.0364,9.7031,UP,1
2006-09-11,9.1407,8.8,8.7237,8.9884,9.669,UP,1
2006-09-12,9.4844,9.12,8.7329,9.037,9.636,UP,1
2006-09-13,9.6741,9.517,8.7433,9.2006,9.5998,DOWN,0
2006-09-14,9.283,9.6622,8.7526,9.2788,9.5613,DOWN,0
2006-09-15,9.0193,9.3748,8.7598,9.3203,9.521,DOWN,0
2006-09-18,8.9956,9.0074,8.7671,9.2913,9.4857,UP,1
2006-09-19,9.197,8.9215,8.776,9.2338,9.4562,UP,1
2006-09-20,9.36,9.3067,8.7855,9.171,9.4291,DOWN,0
2006-09-21,9.1556,9.3807,8.7942,9.1455,9.4019,DOWN,0
