ticker,APTV US Equity,APTV US Equity,APTV US Equity,APTV US Equity,APTV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-06-14,42.9011,42.7587,42.3549,38.8592,32.3526,DOWN,0
2013-06-17,42.8927,43.4706,42.4471,39.0011,32.4433,UP,1
2013-06-18,43.4957,43.4706,42.7871,39.1592,32.5329,UP,1
2013-06-19,43.6298,43.6046,43.1373,39.3199,32.6246,DOWN,0
2013-06-20,42.0886,43.0351,43.0016,39.4306,32.7103,DOWN,0
2013-06-21,41.6195,42.5744,42.7453,39.5217,32.7915,DOWN,0
2013-06-24,40.3464,41.1756,42.236,39.5767,32.8676,UP,1
2013-06-25,41.05,40.782,41.7469,39.6888,32.9472,UP,1
2013-06-26,42.3818,41.4772,41.4973,39.8068,33.0299,UP,1
2013-06-27,42.7168,42.5995,41.6229,39.9598,33.113,DOWN,0
2013-06-28,42.4571,42.7168,41.7904,40.1231,33.196,UP,1
2013-07-01,43.5209,42.8173,42.4253,40.2926,33.2834,DOWN,0
2013-07-02,43.4957,43.68,42.9145,40.4555,33.3711,DOWN,0
2013-07-03,43.2361,43.1607,43.0853,40.6012,33.4585,UP,1
2013-07-05,43.9062,43.7219,43.3232,40.7458,33.5447,UP,1
2013-07-08,44.9196,44.459,43.8157,40.8957,33.6369,UP,1
2013-07-09,45.0453,45.3384,44.1206,41.0478,33.7292,DOWN,0
2013-07-10,45.0453,45.0285,44.4305,41.1894,33.8203,UP,1
2013-07-11,45.8745,45.5478,44.9582,41.3328,33.9156,UP,1
2013-07-12,46.0085,45.6567,45.3786,41.4912,34.0126,UP,1
2013-07-15,46.0671,46.1258,45.6081,41.6504,34.1103,DOWN,0
2013-07-16,45.2295,45.3887,45.645,41.7887,34.2051,UP,1
2013-07-17,45.5981,45.5059,45.7555,41.9256,34.3018,UP,1
2013-07-18,46.1425,45.8577,45.8091,42.0727,34.4016,DOWN,0
2013-07-19,46.0252,46.1928,45.8125,42.2209,34.5019,UP,1
2013-07-22,46.1509,46.2095,45.8292,42.3861,34.6016,DOWN,0
2013-07-23,45.7572,46.3687,45.9348,42.5407,34.6983,UP,1
2013-07-24,46.4775,46.1174,46.1107,42.7071,34.7985,UP,1
2013-07-25,46.511,46.2514,46.1844,42.8612,34.8962,UP,1
2013-07-26,46.6702,46.31,46.3134,43.0151,34.9935,DOWN,0
2013-07-29,46.2346,46.4357,46.3301,43.1525,35.0895,UP,1
2013-07-30,46.3351,46.5362,46.4457,43.2664,35.1877,DOWN,0
2013-07-31,44.995,45.7572,46.1492,43.349,35.2808,UP,1
2013-08-01,46.4273,45.5394,46.1325,43.4559,35.3788,UP,1
2013-08-02,46.7791,46.2765,46.1542,43.5745,35.4783,UP,1
2013-08-05,46.8293,46.6953,46.2732,43.7011,35.5764,DOWN,0
2013-08-06,46.5948,46.7874,46.3251,43.8281,35.6722,DOWN,0
2013-08-07,45.9917,46.444,46.5244,43.9134,35.7661,UP,1
2013-08-08,46.5278,46.2263,46.5445,44.0139,35.8628,UP,1
2013-08-09,46.5362,46.8126,46.496,44.1191,35.9618,UP,1
2013-08-12,46.6367,46.3603,46.4574,44.2342,36.0595,UP,1
2013-08-13,47.5748,46.8042,46.6534,44.3665,36.1659,DOWN,0
2013-08-14,46.5278,47.6837,46.7606,44.4802,36.2673,DOWN,0
2013-08-15,45.3971,46.0001,46.5345,44.5821,36.3627,UP,1
2013-08-16,46.0336,45.1123,46.434,44.6754,36.4651,DOWN,0
2013-08-19,45.8242,46.0252,46.2715,44.7476,36.5626,UP,1
2013-08-20,45.841,45.841,45.9247,44.8158,36.6554,DOWN,0
2013-08-21,45.5897,45.707,45.7371,44.8917,36.7457,UP,1
2013-08-22,45.8326,45.6483,45.8242,44.9707,36.84,UP,1
2013-08-23,46.5362,45.9247,45.9247,45.0461,36.9351,UP,1
2013-08-26,46.6032,46.5445,46.0805,45.1201,37.0338,DOWN,0
2013-08-27,45.1709,46.1006,45.9465,45.1657,37.1269,UP,1
2013-08-28,46.3268,45.0536,46.0939,45.2223,37.2235,UP,1
2013-08-29,46.4943,46.109,46.2263,45.2796,37.32,DOWN,0
2013-08-30,46.0839,46.5027,46.1358,45.3595,37.4156,UP,1
2013-09-03,46.888,46.6953,46.1928,45.4649,37.5164,UP,1
2013-09-04,47.4743,46.9131,46.6534,45.6075,37.621,UP,1
2013-09-05,48.136,47.6083,47.0153,45.7492,37.7271,DOWN,0
2013-09-06,47.3235,48.1611,47.1811,45.848,37.824,UP,1
2013-09-09,47.357,47.3738,47.4357,45.9408,37.9209,UP,1
2013-09-10,48.0773,47.7423,47.6736,46.0532,38.0206,UP,1
2013-09-11,48.2867,48.0689,47.8361,46.1485,38.1194,DOWN,0
2013-09-12,47.3738,48.2113,47.6837,46.2261,38.2166,UP,1
2013-09-13,47.6585,47.3989,47.7507,46.3145,38.3149,UP,1
2013-09-16,47.759,48.4124,47.8311,46.3916,38.4129,UP,1
2013-09-17,47.8093,47.826,47.7775,46.4494,38.5097,UP,1
2013-09-18,48.0438,47.7925,47.7289,46.5094,38.6076,UP,1
2013-09-19,48.672,48.3453,47.9885,46.5819,38.7107,DOWN,0
2013-09-20,48.5799,48.8814,48.1728,46.636,38.8116,DOWN,0
2013-09-23,48.0019,48.337,48.2214,46.6759,38.9098,UP,1
2013-09-24,48.5631,47.9098,48.3722,46.7258,39.0105,DOWN,0
2013-09-25,48.3035,48.6971,48.4241,46.7873,39.1097,UP,1
2013-09-26,48.8898,48.4626,48.4676,46.8531,39.2116,UP,1
2013-09-27,48.9484,48.672,48.5413,46.9092,39.313,DOWN,0
2013-09-30,48.9317,48.538,48.7273,46.9674,39.4136,UP,1
2013-10-01,49.2751,49.1662,48.8697,47.0298,39.5162,DOWN,0
2013-10-02,48.7558,49.0322,48.9601,47.0898,39.6165,DOWN,0
2013-10-03,48.1946,48.4542,48.8211,47.1242,39.7135,UP,1
2013-10-04,48.5882,48.2281,48.7491,47.1657,39.8122,DOWN,0
2013-10-07,48.3872,48.136,48.6402,47.2,39.9048,DOWN,0
2013-10-08,46.8042,48.3705,48.146,47.2114,39.9879,UP,1
2013-10-09,46.8293,46.8712,47.7607,47.2213,40.0707,UP,1
2013-10-10,48.3453,47.0973,47.7909,47.2883,40.1605,DOWN,0
2013-10-11,48.0019,48.27,47.6736,47.3198,40.2447,UP,1
2013-10-14,48.0606,47.5831,47.6083,47.3454,40.3253,DOWN,0
2013-10-15,47.6585,47.8428,47.7791,47.362,40.4056,UP,1
2013-10-16,49.4677,48.27,48.3068,47.4195,40.4927,UP,1
2013-10-17,50.2885,49.3672,48.6955,47.5054,40.5814,DOWN,0
2013-10-18,50.255,50.5063,49.1461,47.58,40.672,DOWN,0
2013-10-21,49.8279,50.4477,49.4995,47.6458,40.7599,DOWN,0
2013-10-22,49.7609,50.1043,49.92,47.7083,40.8488,DOWN,0
2013-10-23,48.4961,49.6771,49.7257,47.7267,40.9313,UP,1
2013-10-24,48.7809,48.6636,49.4242,47.7718,41.0141,DOWN,0
2013-10-25,48.605,49.2667,49.0941,47.8359,41.0946,DOWN,0
2013-10-28,47.759,48.5045,48.6804,47.8704,41.1739,DOWN,0
2013-10-29,47.3989,47.7339,48.208,47.9019,41.2534,DOWN,0
2013-10-30,47.3821,47.6083,47.9852,47.9328,41.3299,UP,1
2013-10-31,47.9098,47.2481,47.811,47.9792,41.409,UP,1
2013-11-01,48.1695,47.9098,47.7239,48.0259,41.4865,UP,1
2013-11-04,48.5799,48.2197,47.888,48.0668,41.5668,DOWN,0
2013-11-05,46.0755,45.5897,47.6234,48.0562,41.6345,UP,1
2013-11-06,46.7874,46.888,47.5044,48.0885,41.7066,DOWN,0
2013-11-07,45.2463,46.8377,46.9717,48.0669,41.77,UP,1
2013-11-08,46.4189,45.2463,46.6216,48.0654,41.8377,DOWN,0
2013-11-11,45.8996,46.1676,46.0855,48.0617,41.9005,UP,1
2013-11-12,46.2095,45.8493,46.1123,48.0482,41.9657,UP,1
2013-11-13,46.7958,45.8158,46.114,48.0346,42.0369,UP,1
2013-11-14,47.7004,46.7623,46.6048,48.0259,42.1135,UP,1
2013-11-15,48.6469,48.0271,47.0504,48.0524,42.1925,DOWN,0
2013-11-18,48.3035,48.6888,47.5312,48.0713,42.2714,DOWN,0
2013-11-19,47.0638,48.404,47.7021,48.051,42.342,UP,1
2013-11-20,47.6585,47.4575,47.8746,48.0385,42.4186,UP,1
2013-11-21,48.4626,47.7925,48.0271,48.0602,42.5005,UP,1
2013-11-22,48.4794,48.5464,47.9936,48.0767,42.5816,DOWN,0
2013-11-25,48.2951,48.7893,47.9919,48.0874,42.6589,UP,1
2013-11-26,48.3286,48.4961,48.2448,48.0978,42.7339,UP,1
2013-11-27,48.605,48.6301,48.4341,48.109,42.8096,UP,1
2013-11-29,49.0405,48.9568,48.5497,48.1164,42.8874,DOWN,0
2013-12-02,48.404,48.9065,48.5346,48.1128,42.962,DOWN,0
2013-12-03,47.9266,48.0187,48.4609,48.1113,43.0351,UP,1
2013-12-04,48.136,47.6167,48.4224,48.1028,43.1133,UP,1
2013-12-05,48.1443,47.9601,48.3303,48.0996,43.1953,UP,1
2013-12-06,48.9484,48.8898,48.3118,48.1008,43.2793,DOWN,0
2013-12-09,48.7809,49.1327,48.3872,48.0974,43.3636,UP,1
2013-12-10,49.518,48.5631,48.7055,48.1091,43.4448,DOWN,0
2013-12-11,48.2867,49.1913,48.7357,48.0894,43.5111,UP,1
2013-12-12,48.471,48.1611,48.801,48.0837,43.5782,UP,1
2013-12-13,49.0824,48.739,48.8278,48.1014,43.6469,UP,1
2013-12-16,49.9451,49.3002,49.0606,48.1286,43.7196,UP,1
2013-12-17,50.0959,49.8698,49.1762,48.1628,43.7921,UP,1
2013-12-18,50.3639,50.0875,49.5917,48.2339,43.8665,DOWN,0
2013-12-19,49.3923,50.3388,49.7759,48.2852,43.9345,DOWN,0
2013-12-20,48.873,49.5096,49.7341,48.2958,43.9988,UP,1
2013-12-23,49.786,49.3672,49.7022,48.3314,44.0668,UP,1
2013-12-24,50.2467,49.9786,49.7324,48.3752,44.1378,UP,1
2013-12-26,50.2969,50.4309,49.719,48.4279,44.2084,DOWN,0
2013-12-27,50.1127,50.4309,49.8631,48.4408,44.2778,UP,1
2013-12-30,50.121,50.0038,50.1127,48.4375,44.3472,UP,1
2013-12-31,50.3639,50.188,50.2282,48.4397,44.4198,DOWN,0
2014-01-02,49.7692,49.9535,50.1328,48.4385,44.4881,DOWN,0
2014-01-03,49.6436,49.8698,50.0021,48.4361,44.5548,UP,1
2014-01-06,49.652,50.0959,49.91,48.4593,44.6214,UP,1
2014-01-07,50.5398,50.0373,49.9937,48.4944,44.6931,UP,1
2014-01-08,50.8916,50.632,50.0992,48.5402,44.7679,DOWN,0
2014-01-09,50.7743,50.9419,50.3003,48.6005,44.8356,UP,1
2014-01-10,51.4863,51.0759,50.6688,48.6822,44.9066,DOWN,0
2014-01-13,50.4226,51.2099,50.8229,48.743,44.9727,UP,1
2014-01-14,51.9135,50.9921,51.0976,48.8231,45.048,UP,1
2014-01-15,52.2736,52.1061,51.3741,48.9052,45.1247,DOWN,0
2014-01-16,52.1145,52.1145,51.6421,48.9759,45.2037,UP,1
2014-01-17,52.5165,52.1815,51.8481,49.1047,45.2851,UP,1
2014-01-21,52.7678,52.8348,52.3172,49.2243,45.3699,UP,1
2014-01-22,52.9772,52.8767,52.5299,49.3789,45.4569,DOWN,0
2014-01-23,52.1815,52.5584,52.5115,49.4942,45.5398,DOWN,0
2014-01-24,50.188,51.9888,52.1262,49.5799,45.608,DOWN,0
2014-01-27,49.9116,50.4142,51.6052,49.654,45.6722,UP,1
2014-01-28,50.2885,50.2048,51.1094,49.7238,45.7356,DOWN,0
2014-01-29,50.1127,49.9954,50.5365,49.7721,45.809,UP,1
2014-01-30,51.0759,50.5566,50.3153,49.8207,45.882,DOWN,0
2014-01-31,51.0005,50.1797,50.4778,49.8746,45.9616,DOWN,0
2014-02-03,49.5263,51.1513,50.4008,49.9239,46.0378,UP,1
2014-02-04,50.2634,49.6269,50.3958,49.976,46.1139,UP,1
2014-02-05,51.0675,49.8865,50.5867,50.0281,46.1925,UP,1
2014-02-06,51.5533,51.2518,50.6822,50.0895,46.2705,UP,1
2014-02-07,52.2736,51.7459,50.9368,50.1691,46.3485,UP,1
2014-02-10,52.416,52.148,51.5148,50.2509,46.4234,UP,1
2014-02-11,52.7427,52.5249,52.0106,50.3336,46.4999,UP,1
2014-02-12,53.6808,53.1531,52.5333,50.4264,46.5785,UP,1
2014-02-13,53.7478,53.2201,52.9722,50.5333,46.6537,DOWN,0
2014-02-14,53.7059,53.597,53.2586,50.6489,46.7318,UP,1
2014-02-18,54.4262,53.9655,53.6607,50.7747,46.8134,UP,1
2014-02-19,54.5686,54.3424,54.0258,50.9032,46.8947,UP,1
2014-02-20,55.0376,54.5602,54.2972,51.0249,46.9761,UP,1
2014-02-21,55.2052,55.2973,54.5887,51.1534,47.0582,UP,1
2014-02-24,55.7077,55.2638,54.9891,51.2772,47.1437,DOWN,0
2014-02-25,55.6491,55.5821,55.2336,51.4245,47.2325,UP,1
2014-02-26,55.9674,55.8333,55.5134,51.5744,47.3222,DOWN,0
2014-02-27,55.7915,55.8836,55.6642,51.7086,47.4103,DOWN,0
2014-02-28,55.758,55.8501,55.7747,51.8248,47.4951,DOWN,0
2014-03-03,55.5067,55.1549,55.7345,51.9331,47.5777,UP,1
2014-03-04,55.9674,56.2856,55.7982,52.0451,47.6607,DOWN,0
2014-03-05,55.1214,56.0511,55.629,52.1597,47.7332,UP,1
2014-03-06,56.0846,55.3978,55.6876,52.3039,47.8093,DOWN,0
2014-03-07,55.8082,56.2103,55.6977,52.4244,47.8829,UP,1
2014-03-10,56.0009,55.7496,55.7965,52.5395,47.9586,UP,1
2014-03-11,56.7631,56.1181,55.9556,52.6688,48.04,DOWN,0
2014-03-12,56.2605,56.5202,56.1835,52.7917,48.12,DOWN,0
2014-03-13,55.0795,56.4197,55.9824,52.8909,48.1868,DOWN,0
2014-03-14,54.4178,55.046,55.7044,52.972,48.2514,UP,1
2014-03-17,55.7161,54.9204,55.6474,53.0909,48.3236,UP,1
2014-03-18,56.5453,55.9422,55.6039,53.229,48.4019,DOWN,0
2014-03-19,56.2438,56.7212,55.6005,53.3608,48.4783,UP,1
2014-03-20,56.5453,56.1014,55.8937,53.4809,48.5568,DOWN,0
2014-03-21,55.8166,57.073,56.1734,53.5794,48.6344,DOWN,0
2014-03-24,55.4899,56.1098,56.1282,53.6737,48.705,DOWN,0
2014-03-25,54.8031,56.0009,55.7797,53.7401,48.768,DOWN,0
2014-03-26,54.7612,55.0711,55.4832,53.8268,48.8296,UP,1
2014-03-27,55.0041,54.7445,55.175,53.8886,48.8956,UP,1
2014-03-28,55.9004,55.113,55.1918,53.9612,48.9657,UP,1
2014-03-31,56.8385,56.3945,55.4615,54.0557,49.0361,UP,1
2014-04-01,58.2121,57.0646,56.1433,54.1696,49.1127,UP,1
2014-04-02,58.723,58.4047,56.9356,54.2887,49.1918,DOWN,0
2014-04-03,58.4047,58.3126,57.6157,54.3972,49.2664,DOWN,0
2014-04-04,56.7966,58.7146,57.795,54.4895,49.3322,DOWN,0
2014-04-07,55.2135,56.6709,57.47,54.59,49.3978,UP,1
2014-04-08,55.3727,55.0544,56.9021,54.6993,49.4666,UP,1
2014-04-09,57.1986,55.6323,56.5972,54.8375,49.5508,DOWN,0
2014-04-10,55.8082,57.0227,56.0779,54.9514,49.6246,DOWN,0
2014-04-11,54.3592,55.5988,55.5905,55.017,49.6845,UP,1
2014-04-14,54.9623,55.0041,55.5402,55.0963,49.7457,UP,1
2014-04-15,54.9958,55.2303,55.4648,55.2057,49.8084,UP,1
2014-04-16,55.1968,55.7161,55.0644,55.3043,49.8668,UP,1
2014-04-17,56.2856,55.1717,55.1599,55.4087,49.9308,UP,1
2014-04-21,56.8217,57.1065,55.6524,55.5141,49.9987,UP,1
2014-04-22,57.6509,57.0143,56.1902,55.6216,50.0674,DOWN,0
2014-04-23,57.5839,57.6258,56.7078,55.725,50.1307,DOWN,0
2014-04-24,57.2405,58.3042,57.1165,55.8149,50.1917,DOWN,0
2014-04-25,55.6826,56.8803,56.9959,55.855,50.2449,DOWN,0
2014-04-28,55.1298,55.8417,56.6575,55.8826,50.2912,UP,1
2014-04-29,55.4732,55.4732,56.222,55.9179,50.3385,UP,1
2014-04-30,55.9841,55.3811,55.902,55.9491,50.3881,UP,1
2014-05-01,56.2019,55.9171,55.6943,55.9818,50.443,UP,1
2014-05-02,56.8552,56.2856,55.9288,56.0181,50.4992,UP,1
2014-05-05,56.8971,56.5788,56.2823,56.052,50.553,DOWN,0
2014-05-06,56.3443,56.8049,56.4565,56.0647,50.6046,UP,1
2014-05-07,56.5537,56.4867,56.5704,56.0828,50.6566,DOWN,0
2014-05-08,55.825,56.5872,56.495,56.0799,50.707,UP,1
2014-05-09,55.9841,55.7915,56.3208,56.0838,50.7545,UP,1
2014-05-12,56.4448,56.0511,56.2304,56.0975,50.8042,UP,1
2014-05-13,56.5034,56.6458,56.2622,56.1175,50.8533,DOWN,0
2014-05-14,56.093,56.4867,56.1701,56.12,50.9026,DOWN,0
2014-05-15,55.247,56.0427,56.0545,56.1225,50.9472,UP,1
2014-05-16,55.2973,54.8953,55.9171,56.1067,50.9987,UP,1
2014-05-19,55.8836,55.624,55.8049,56.1082,51.046,UP,1
2014-05-20,56.0176,55.7077,55.7077,56.1086,51.0922,UP,1
2014-05-21,56.562,56.1768,55.8015,56.1046,51.1408,UP,1
2014-05-22,56.8468,56.6458,56.1215,56.1163,51.1921,UP,1
2014-05-23,58.6309,57.0227,56.7882,56.1873,51.2553,UP,1
2014-05-27,58.9659,59.0329,57.4047,56.2783,51.3175,DOWN,0
2014-05-28,58.1535,58.9575,57.8318,56.327,51.3756,DOWN,0
2014-05-29,57.9692,58.2958,58.1133,56.3555,51.4322,DOWN,0
2014-05-30,57.8436,57.8436,58.3126,56.3875,51.4836,DOWN,0
2014-06-02,57.6593,57.9106,58.1183,56.4098,51.5392,UP,1
2014-06-03,58.3712,57.2237,57.9993,56.4609,51.6041,UP,1
2014-06-04,58.6476,58.0865,58.0982,56.524,51.6672,UP,1
2014-06-05,59.058,58.7481,58.3159,56.6091,51.7333,UP,1
2014-06-06,59.2507,59.5103,58.5974,56.6989,51.8004,DOWN,0
2014-06-09,58.8319,59.1083,58.8319,56.7755,51.8666,DOWN,0
2014-06-10,58.589,58.7063,58.8755,56.8292,51.9304,DOWN,0
2014-06-11,57.9943,58.2288,58.7448,56.8524,51.9877,DOWN,0
2014-06-12,56.4113,57.8268,58.2154,56.8163,52.0367,UP,1
2014-06-13,56.9473,56.5453,57.7548,56.7808,52.0956,DOWN,0
2014-06-16,56.7128,56.6877,57.3309,56.747,52.1475,DOWN,0
2014-06-17,56.6291,56.7798,56.939,56.7436,52.1982,UP,1
2014-06-18,56.9138,56.5956,56.7229,56.7776,52.2523,DOWN,0
2014-06-19,56.4364,57.2991,56.7279,56.7989,52.3001,DOWN,0
2014-06-20,56.4364,56.5704,56.6257,56.7837,52.3449,DOWN,0
2014-06-23,55.9841,56.5872,56.48,56.7872,52.3841,UP,1
2014-06-24,56.5788,56.0176,56.4699,56.8316,52.4304,UP,1
2014-06-25,56.9557,56.3778,56.4783,56.8715,52.4784,UP,1
2014-06-26,57.0897,56.9306,56.609,56.9133,52.5235,UP,1
2014-06-27,57.3745,56.7882,56.7966,56.9569,52.5689,UP,1
2014-06-30,57.5755,57.274,57.1149,56.9827,52.6199,UP,1
2014-07-01,58.4801,57.8519,57.4951,57.0159,52.674,UP,1
2014-07-02,58.522,58.3461,57.8084,57.0333,52.7278,UP,1
2014-07-03,58.8151,58.8654,58.1535,57.0579,52.7829,DOWN,0
2014-07-07,58.2958,58.7063,58.3377,57.079,52.8341,DOWN,0
2014-07-08,58.12,58.1032,58.4466,57.1278,52.8814,UP,1
2014-07-09,58.4215,58.1618,58.4349,57.1936,52.9306,DOWN,0
2014-07-10,58.187,57.5839,58.3679,57.2479,52.9815,UP,1
2014-07-11,58.2623,58.0781,58.2573,57.2934,53.03,UP,1
2014-07-14,58.4215,58.6309,58.2824,57.3378,53.0806,DOWN,0
2014-07-15,58.254,58.3293,58.3092,57.3658,53.1274,DOWN,0
2014-07-16,57.8519,58.522,58.1953,57.3849,53.1719,DOWN,0
2014-07-17,57.0646,57.4918,57.9709,57.3993,53.2126,UP,1
2014-07-18,57.4666,57.2154,57.8117,57.4176,53.2535,DOWN,0
2014-07-21,57.2237,57.3829,57.5722,57.4455,53.2959,UP,1
2014-07-22,57.7514,57.5755,57.4717,57.4809,53.3437,DOWN,0
2014-07-23,57.5839,57.8771,57.4181,57.5037,53.3887,DOWN,0
2014-07-24,57.475,57.6677,57.5001,57.5231,53.4341,UP,1
2014-07-25,57.6174,57.3494,57.5303,57.5536,53.4882,UP,1
2014-07-28,57.7598,57.7347,57.6375,57.6038,53.5428,DOWN,0
2014-07-29,56.9138,57.8519,57.47,57.6362,53.5857,DOWN,0
2014-07-30,56.6039,57.0395,57.274,57.6506,53.6287,DOWN,0
2014-07-31,55.9506,55.3727,56.9691,57.6492,53.6681,UP,1
2014-08-01,56.0176,55.9841,56.6492,57.6383,53.7099,UP,1
2014-08-04,56.8049,56.227,56.4582,57.6375,53.7466,UP,1
2014-08-05,57.3242,57.1567,56.5403,57.6114,53.7818,DOWN,0
2014-08-06,56.9641,56.8301,56.6123,57.5713,53.8153,DOWN,0
2014-08-07,56.3778,57.207,56.6977,57.5358,53.8481,UP,1
2014-08-08,57.3494,56.3694,56.9641,57.5234,53.886,DOWN,0
2014-08-11,56.9725,57.475,56.9976,57.506,53.9284,DOWN,0
2014-08-12,56.7966,56.872,56.8921,57.4888,53.9685,UP,1
2014-08-13,57.1149,57.1902,56.9222,57.4636,54.011,UP,1
2014-08-14,57.8017,57.3745,57.207,57.4467,54.0612,DOWN,0
2014-08-15,57.5001,57.9524,57.2371,57.4155,54.1117,UP,1
2014-08-18,58.0697,57.9357,57.4566,57.3919,54.1652,UP,1
2014-08-19,58.455,58.1953,57.7883,57.3844,54.2179,UP,1
2014-08-20,59.1251,58.1786,58.1903,57.3951,54.2727,UP,1
2014-08-21,59.1753,59.2507,58.465,57.4187,54.3257,DOWN,0
2014-08-22,59.1586,59.0413,58.7967,57.4737,54.3911,UP,1
2014-08-25,59.2507,59.2004,59.0329,57.5197,54.4534,DOWN,0
2014-08-26,58.6393,59.4517,59.0698,57.5583,54.5204,DOWN,0
2014-08-27,58.2121,59.0413,58.8872,57.5899,54.5793,DOWN,0
2014-08-28,58.0697,58.1786,58.6661,57.613,54.6402,UP,1
2014-08-29,58.2791,58.1367,58.4902,57.6499,54.7005,UP,1
2014-09-02,58.8905,58.3796,58.4181,57.699,54.761,DOWN,0
2014-09-03,58.6393,58.656,58.4181,57.7521,54.8157,UP,1
2014-09-04,58.8403,58.6309,58.5438,57.7973,54.8667,UP,1
2014-09-05,59.0329,58.6811,58.7364,57.8389,54.9203,UP,1
2014-09-08,59.8119,59.1167,59.043,57.8933,54.984,DOWN,0
2014-09-09,59.6695,59.5522,59.1988,57.9392,55.0441,DOWN,0
2014-09-10,59.3512,59.5857,59.3412,57.9747,55.0985,DOWN,0
2014-09-11,59.0245,59.0497,59.378,57.9856,55.1513,DOWN,0
2014-09-12,58.7733,58.9408,59.3261,57.9906,55.2037,DOWN,0
2014-09-15,57.8603,58.7063,58.9358,57.9715,55.2513,DOWN,0
2014-09-16,56.3191,57.7598,58.2657,57.932,55.2899,DOWN,0
2014-09-17,55.758,56.4783,57.547,57.8848,55.3235,DOWN,0
2014-09-18,55.1884,55.8669,56.7798,57.8201,55.3574,DOWN,0
2014-09-19,54.8115,55.2805,55.9875,57.7526,55.3918,DOWN,0
2014-09-22,54.4513,55.0711,55.3057,57.6764,55.4234,DOWN,0
2014-09-23,53.865,54.3089,54.8148,57.5852,55.452,UP,1
2014-09-24,54.0744,54.066,54.4781,57.5016,55.4776,DOWN,0
2014-09-25,53.8148,54.0158,54.2034,57.4209,55.5028,DOWN,0
2014-09-26,53.7143,53.8567,53.984,57.3539,55.5238,DOWN,0
2014-09-29,52.6003,53.2536,53.6138,57.2566,55.5453,DOWN,0
2014-09-30,51.3774,52.5919,53.1162,57.1396,55.5599,DOWN,0
2014-10-01,51.2434,51.3439,52.55,57.0095,55.5707,UP,1
2014-10-02,52.3658,51.101,52.2602,56.9051,55.5828,UP,1
2014-10-03,52.9772,52.7762,52.1128,56.8152,55.5972,UP,1
2014-10-06,53.1615,53.1531,52.225,56.726,55.6112,DOWN,0
2014-10-07,52.5249,52.8264,52.4545,56.6213,55.6268,UP,1
2014-10-08,52.8516,52.5081,52.7762,56.5401,55.6467,DOWN,0
2014-10-09,51.7292,53.4714,52.6489,56.4426,55.6565,DOWN,0
2014-10-10,50.5482,51.6622,52.1631,56.3346,55.658,DOWN,0
2014-10-13,48.8311,50.5063,51.297,56.1908,55.6506,UP,1
2014-10-14,51.4863,50.0624,51.0893,56.0845,55.6575,UP,1
2014-10-15,51.5784,50.5984,50.8346,55.9695,55.6648,UP,1
2014-10-16,52.215,50.6906,50.9318,55.8746,55.674,UP,1
2014-10-17,52.8432,52.9018,51.3908,55.8039,55.6894,UP,1
2014-10-20,53.195,52.8934,52.2636,55.7208,55.7072,UP,1
2014-10-21,54.4011,53.5719,52.8465,55.6694,55.7309,DOWN,0
2014-10-22,53.9572,54.3006,53.3223,55.6126,55.748,UP,1
2014-10-23,55.0293,54.6524,53.8851,55.5709,55.7687,UP,1
2014-10-24,55.9339,55.0963,54.5033,55.5335,55.7945,UP,1
2014-10-27,56.0176,56.0344,55.0678,55.5038,55.8171,UP,1
2014-10-28,57.676,56.2856,55.7228,55.496,55.8534,DOWN,0
2014-10-29,56.7212,57.9608,56.2756,55.4613,55.8774,UP,1
2014-10-30,56.7379,56.4197,56.6173,55.4136,55.8998,UP,1
2014-10-31,57.7765,57.5253,56.9859,55.3856,55.9281,UP,1
2014-11-03,57.8687,57.6425,57.3561,55.3598,55.9548,DOWN,0
2014-11-04,57.3242,57.6007,57.2857,55.3213,55.9776,UP,1
2014-11-05,58.5806,57.8687,57.6576,55.3201,56.0056,UP,1
2014-11-06,58.991,58.4969,58.1082,55.3357,56.0397,DOWN,0
2014-11-07,58.2875,58.6895,58.2104,55.34,56.0802,UP,1
2014-11-10,58.522,58.1283,58.3411,55.3449,56.1232,UP,1
2014-11-11,58.8319,58.5974,58.6426,55.3437,56.166,UP,1
2014-11-12,59.0078,58.5806,58.728,55.3511,56.2104,UP,1
2014-11-13,59.2256,59.0664,58.7749,55.3588,56.2512,DOWN,0
2014-11-14,59.2004,59.2172,58.9575,55.3621,56.2922,UP,1
2014-11-17,59.3428,59.1334,59.1217,55.3527,56.3413,UP,1
2014-11-18,60.0883,59.4768,59.373,55.3611,56.3904,DOWN,0
2014-11-19,59.5522,59.7951,59.4819,55.3651,56.4328,UP,1
2014-11-20,59.5857,59.2256,59.5539,55.3764,56.473,UP,1
2014-11-21,60.1972,60.306,59.7532,55.4048,56.5126,UP,1
2014-11-24,60.9845,60.4987,60.0816,55.4673,56.5554,DOWN,0
2014-11-25,60.2055,61.2609,60.105,55.5451,56.5927,DOWN,0
2014-11-26,60.1218,60.3396,60.2189,55.6323,56.625,UP,1
2014-11-28,61.1018,60.5154,60.5221,55.7506,56.6617,DOWN,0
2014-12-01,61.0599,60.9929,60.6947,55.8756,56.6985,UP,1
2014-12-02,61.3195,61.1604,60.7617,56.0129,56.733,UP,1
