ticker,APTV US Equity,APTV US Equity,APTV US Equity,APTV US Equity,APTV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-03-14,26.6184,26.6854,26.6653,23.7189,,DOWN,0
2012-03-15,26.5682,26.7189,26.6687,23.8777,,UP,1
2012-03-16,26.8027,26.5933,26.6972,24.0361,,DOWN,0
2012-03-19,26.4258,26.7441,26.6352,24.1938,,DOWN,0
2012-03-20,26.0824,26.0907,26.4995,24.3377,,UP,1
2012-03-21,26.1829,26.2918,26.4124,24.4809,,DOWN,0
2012-03-22,25.94,26.1075,26.2867,24.6005,,DOWN,0
2012-03-23,25.94,25.9065,26.1142,24.7181,,UP,1
2012-03-26,26.7692,26.2583,26.1829,24.8399,,DOWN,0
2012-03-27,26.7273,26.9953,26.3119,24.959,,DOWN,0
2012-03-28,26.4342,26.6352,26.3621,25.0796,,UP,1
2012-03-29,26.61,27.1377,26.4961,25.2014,,DOWN,0
2012-03-30,26.4677,26.8697,26.6017,25.3108,,DOWN,0
2012-04-02,26.4258,26.5514,26.533,25.4188,,DOWN,0
2012-04-03,26.1913,26.4509,26.4258,25.5158,,UP,1
2012-04-04,26.4928,26.0154,26.4375,25.6133,,UP,1
2012-04-05,26.6017,26.3839,26.4358,25.7138,,DOWN,0
2012-04-09,26.1913,26.1661,26.3805,25.8029,,DOWN,0
2012-04-10,25.8311,26.0824,26.2616,25.8646,,UP,1
2012-04-11,26.3755,26.1075,26.2985,25.9385,,UP,1
2012-04-12,26.61,26.6771,26.3219,26.0212,,UP,1
2012-04-13,26.6771,26.4342,26.337,26.0758,,UP,1
2012-04-16,26.7943,27.0707,26.4576,26.1264,,UP,1
2012-04-17,26.8948,27.0875,26.6703,26.1492,,UP,1
2012-04-18,26.9702,26.8111,26.7893,26.1773,,DOWN,0
2012-04-19,26.6854,27.0205,26.8044,26.2072,,UP,1
2012-04-20,26.6938,26.8529,26.8077,26.2402,,DOWN,0
2012-04-23,26.3839,26.3085,26.7256,26.2686,,DOWN,0
2012-04-24,25.3118,26.1494,26.409,26.2717,,UP,1
2012-04-25,25.8395,25.5463,26.1829,26.2857,,DOWN,0
2012-04-26,25.6468,25.9148,25.9752,26.3119,,UP,1
2012-04-27,26.0572,25.7557,25.8478,26.3408,,DOWN,0
2012-04-30,25.7055,26.0405,25.7122,26.347,,UP,1
2012-05-01,25.8478,25.7892,25.8194,26.3398,,DOWN,0
2012-05-02,25.7473,25.5882,25.8009,26.3367,,DOWN,0
2012-05-03,25.5044,25.7976,25.7725,26.3271,,DOWN,0
2012-05-04,24.5998,25.4458,25.481,26.2998,,UP,1
2012-05-07,24.8344,24.5998,25.3068,26.2707,,DOWN,0
2012-05-08,23.8711,24.5998,24.9114,26.2239,,UP,1
2012-05-09,23.8963,23.6534,24.5412,26.1678,,UP,1
2012-05-10,24.114,24.0387,24.2631,26.114,,DOWN,0
2012-05-11,24.0554,23.8041,24.1542,26.0591,,DOWN,0
2012-05-14,23.4607,23.7204,23.8795,25.9867,,DOWN,0
2012-05-15,23.1257,23.2262,23.7304,25.9192,,UP,1
2012-05-16,23.4356,23.5529,23.6383,25.8857,,DOWN,0
2012-05-17,23.0252,23.5529,23.4205,25.8435,,DOWN,0
2012-05-18,22.8325,23.0252,23.1759,25.7691,,UP,1
2012-05-21,23.4524,22.933,23.1743,25.705,,UP,1
2012-05-22,23.6115,23.5612,23.2714,25.6425,,DOWN,0
2012-05-23,23.4775,23.4524,23.2798,25.5768,,DOWN,0
2012-05-24,23.2011,23.6617,23.315,25.5085,,UP,1
2012-05-25,23.8293,24.2983,23.5143,25.4537,,UP,1
2012-05-29,24.9935,24.0638,23.8226,25.4175,,DOWN,0
2012-05-30,24.1643,24.692,23.9331,25.3723,,UP,1
2012-05-31,24.3151,24.3653,24.1006,25.3369,,DOWN,0
2012-06-01,23.6534,23.7874,24.1911,25.2863,,DOWN,0
2012-06-04,23.2262,23.645,24.0705,25.2321,,UP,1
2012-06-05,23.6785,23.1927,23.8075,25.1868,,UP,1
2012-06-06,24.2899,23.9298,23.8326,25.1372,,DOWN,0
2012-06-07,23.8963,23.9717,23.7489,25.0806,,UP,1
2012-06-08,24.0805,23.7036,23.8343,25.0335,,DOWN,0
2012-06-11,23.8711,24.3737,23.9633,24.9788,,UP,1
2012-06-12,24.1811,23.8125,24.0638,24.933,,DOWN,0
2012-06-13,23.9549,24.1308,23.9968,24.8836,,DOWN,0
2012-06-14,23.8209,23.7288,23.9817,24.8362,,UP,1
2012-06-15,23.9046,23.7874,23.9465,24.7844,,UP,1
2012-06-18,24.2146,23.712,24.0152,24.7367,,UP,1
2012-06-19,24.3737,24.3234,24.0537,24.7004,,DOWN,0
2012-06-20,23.9382,24.4993,24.0504,24.6625,,DOWN,0
2012-06-21,23.0922,23.9214,23.9046,24.5968,,DOWN,0
2012-06-22,22.6315,23.2765,23.65,24.5173,,DOWN,0
2012-06-25,21.5678,23.1173,23.1207,24.4151,,UP,1
2012-06-26,21.7018,21.5678,22.5863,24.3132,,DOWN,0
2012-06-27,21.5594,21.5678,22.1105,24.2065,,DOWN,0
2012-06-28,21.2998,21.3835,21.7521,24.0931,,UP,1
2012-06-29,21.3584,21.618,21.4974,23.9866,,DOWN,0
2012-07-02,21.1825,21.4422,21.4204,23.8763,,UP,1
2012-07-03,22.0368,21.283,21.4874,23.7894,,UP,1
2012-07-05,22.4556,21.9196,21.6666,23.7323,,DOWN,0
2012-07-06,22.1122,22.2127,21.8291,23.6577,,UP,1
2012-07-09,22.33,22.0117,22.0234,23.5914,,DOWN,0
2012-07-10,22.2211,22.33,22.2312,23.5147,,DOWN,0
2012-07-11,21.8861,22.1457,22.201,23.4383,,UP,1
2012-07-12,21.995,21.8107,22.1089,23.3612,,UP,1
2012-07-13,22.5059,21.9698,22.1876,23.2964,,DOWN,0
2012-07-16,22.3049,22.3802,22.1826,23.2324,,UP,1
2012-07-17,22.6148,22.3635,22.2613,23.1927,,UP,1
2012-07-18,22.7907,22.665,22.4422,23.1518,,DOWN,0
2012-07-19,22.7823,22.8995,22.5997,23.13,,DOWN,0
2012-07-20,22.598,22.6148,22.6181,23.1041,,DOWN,0
2012-07-23,22.5226,22.0871,22.6617,23.0723,,DOWN,0
2012-07-24,22.2044,22.6064,22.5796,23.0352,,UP,1
2012-07-25,22.3719,22.3635,22.4958,23.0135,,UP,1
2012-07-26,22.5729,22.6566,22.454,23.0024,,UP,1
2012-07-27,23.2681,22.6148,22.588,22.9991,,UP,1
2012-07-30,23.444,23.2178,22.7722,23.0074,,UP,1
2012-07-31,23.779,23.4524,23.0872,23.0264,,DOWN,0
2012-08-01,23.4356,23.7958,23.2999,23.026,,DOWN,0
2012-08-02,23.0252,23.1843,23.3904,23.0143,,UP,1
2012-08-03,23.7288,23.4272,23.4825,23.0193,,UP,1
2012-08-06,24.3067,23.7623,23.655,23.0414,,UP,1
2012-08-07,24.3234,23.9214,23.7639,23.0513,,DOWN,0
2012-08-08,24.0303,24.1978,23.8829,23.0321,,UP,1
2012-08-09,24.2397,23.9717,24.1258,23.0336,,DOWN,0
2012-08-10,23.9046,24.2648,24.1609,23.0254,,UP,1
2012-08-13,24.047,23.9298,24.109,23.0332,,DOWN,0
2012-08-14,23.98,24.2397,24.0403,23.0483,,DOWN,0
2012-08-15,23.8544,23.9549,24.0052,23.0518,,UP,1
2012-08-16,24.5998,24.0805,24.0772,23.058,,UP,1
2012-08-17,24.7087,24.6417,24.238,23.0743,,DOWN,0
2012-08-20,24.6166,24.7171,24.3519,23.085,,DOWN,0
2012-08-21,24.5412,24.7087,24.4642,23.0984,,DOWN,0
2012-08-22,24.491,24.4239,24.5915,23.1046,,DOWN,0
2012-08-23,24.3988,24.3988,24.5513,23.1135,,UP,1
2012-08-24,24.4407,24.3318,24.4977,23.1259,,UP,1
2012-08-27,24.759,24.4239,24.5261,23.1429,,UP,1
2012-08-28,25.5714,24.6585,24.7322,23.1701,,DOWN,0
2012-08-29,25.295,25.5044,24.893,23.1885,,DOWN,0
2012-08-30,24.9516,25.3369,25.0036,23.2088,,UP,1
2012-08-31,25.3704,25.228,25.1895,23.2543,23.1409,DOWN,0
2012-09-04,25.1275,25.5128,25.2632,23.3043,23.1744,DOWN,0
2012-09-05,25.1275,25.1862,25.1744,23.3755,23.2108,UP,1
2012-09-06,25.8478,25.3704,25.285,23.4584,23.252,UP,1
2012-09-07,26.0907,25.8143,25.5128,23.549,23.2975,DOWN,0
2012-09-10,25.8562,25.9148,25.61,23.6401,23.3434,UP,1
2012-09-11,26.0489,25.8562,25.7942,23.7339,23.3915,DOWN,0
2012-09-12,25.9484,26.0991,25.9584,23.8293,23.4389,DOWN,0
2012-09-13,25.7641,25.8813,25.9417,23.9038,23.4838,UP,1
2012-09-14,26.6519,26.4509,26.0539,23.9877,23.5333,DOWN,0
2012-09-17,26.4844,26.5598,26.1795,24.0752,23.5785,UP,1
2012-09-18,26.5849,26.3839,26.2867,24.1603,23.6243,UP,1
2012-09-19,26.8194,26.4928,26.461,24.2522,23.6689,DOWN,0
2012-09-20,26.8194,26.5347,26.672,24.3509,23.7118,DOWN,0
2012-09-21,26.6184,26.9199,26.6653,24.4434,23.7522,DOWN,0
2012-09-24,26.5179,26.342,26.672,24.5236,23.7927,DOWN,0
2012-09-25,26.275,26.5598,26.61,24.603,23.8332,DOWN,0
2012-09-26,26.2499,26.1913,26.4961,24.6757,23.8734,DOWN,0
2012-09-27,26.1829,26.4006,26.3688,24.7436,23.9142,DOWN,0
2012-09-28,25.9651,26.1829,26.2382,24.8072,23.9548,UP,1
2012-10-01,26.2164,26.1745,26.1779,24.8796,23.9994,UP,1
2012-10-02,26.4174,26.4258,26.2063,24.9575,24.0437,UP,1
2012-10-03,26.4342,26.6184,26.2432,25.0421,24.0881,UP,1
2012-10-04,26.9702,26.6352,26.4006,25.1341,24.135,UP,1
2012-10-05,27.2215,27.1461,26.6519,25.227,24.1811,DOWN,0
2012-10-08,27.0288,27.054,26.8144,25.3022,24.2266,DOWN,0
2012-10-09,26.7022,27.0707,26.8714,25.3674,24.2689,DOWN,0
2012-10-10,26.3755,26.7692,26.8596,25.4193,24.3089,UP,1
2012-10-11,26.8278,26.6352,26.8312,25.4872,24.3523,UP,1
2012-10-12,26.8697,26.7943,26.7608,25.5641,24.3979,UP,1
2012-10-15,27.2047,26.9199,26.796,25.6336,24.4443,UP,1
2012-10-16,27.4393,27.2047,26.9434,25.6962,24.4912,DOWN,0
2012-10-17,27.2215,27.4225,27.1126,25.7542,24.5342,DOWN,0
2012-10-18,27.188,27.2215,27.1846,25.8174,24.5758,DOWN,0
2012-10-19,26.7357,27.0707,27.1578,25.8673,24.6167,UP,1
2012-10-22,27.0875,26.7859,27.1344,25.9309,24.6577,DOWN,0
2012-10-23,26.2918,26.5012,26.9049,25.9758,24.6941,DOWN,0
2012-10-24,26.2499,26.3504,26.7106,26.0212,24.7255,UP,1
2012-10-25,26.3253,26.5682,26.538,26.0706,24.7568,DOWN,0
2012-10-26,25.5463,26.4425,26.3001,26.0896,24.7812,UP,1
2012-10-31,26.3336,25.3118,26.1494,26.1221,24.809,UP,1
2012-11-01,27.2717,26.6017,26.3454,26.1752,24.8433,UP,1
2012-11-02,27.523,27.657,26.6,26.2348,24.8783,DOWN,0
2012-11-05,26.9702,26.9953,26.729,26.2844,24.9082,UP,1
2012-11-06,27.523,27.2299,27.1243,26.3469,24.9407,DOWN,0
2012-11-07,26.8697,27.1712,27.2315,26.3955,24.9683,DOWN,0
2012-11-08,26.543,26.9199,27.0858,26.4311,24.993,UP,1
2012-11-09,27.0121,26.4174,26.9836,26.4599,25.0201,UP,1
2012-11-12,27.188,27.188,27.0272,26.4978,25.0474,DOWN,0
2012-11-13,26.9618,26.9953,26.9149,26.538,25.0685,DOWN,0
2012-11-14,26.7441,27.0958,26.8898,26.5655,25.0888,DOWN,0
2012-11-15,26.5347,26.6268,26.8881,26.5936,25.1091,UP,1
2012-11-16,26.9199,26.6938,26.8697,26.6295,25.124,UP,1
2012-11-19,27.9502,27.1964,27.0221,26.6715,25.1424,UP,1
2012-11-20,27.9753,27.9334,27.2248,26.7092,25.1535,UP,1
2012-11-21,28.1428,28.1009,27.5046,26.7549,25.1664,UP,1
2012-11-23,28.5197,28.3773,27.9016,26.8044,25.183,DOWN,0
2012-11-26,27.9418,28.3941,28.106,26.8442,25.1975,UP,1
2012-11-27,28.0004,27.9502,28.116,26.889,25.2127,UP,1
2012-11-28,28.1428,27.8664,28.1495,26.9188,25.2276,UP,1
2012-11-29,28.4527,28.3271,28.2115,26.9581,25.2442,UP,1
2012-11-30,28.4695,28.503,28.2015,26.9958,25.2648,DOWN,0
2012-12-03,28.0591,28.6789,28.2249,27.0206,25.2821,UP,1
2012-12-04,28.3941,28.302,28.3036,27.0521,25.2971,DOWN,0
2012-12-05,28.369,28.5365,28.3489,27.0871,25.3079,UP,1
2012-12-06,28.4192,28.5365,28.3422,27.1252,25.3205,UP,1
2012-12-07,28.4527,28.4862,28.3388,27.1687,25.3328,UP,1
2012-12-10,28.5197,29.7342,28.431,27.2141,25.3456,UP,1
2012-12-11,28.6705,28.6537,28.4862,27.2639,25.3575,UP,1
2012-12-12,28.8045,28.7375,28.5733,27.3206,25.3705,DOWN,0
2012-12-13,28.7543,28.7459,28.6403,27.3714,25.3807,DOWN,0
2012-12-14,28.6956,28.6705,28.6889,27.417,25.3902,UP,1
2012-12-17,28.7878,28.7459,28.7425,27.464,25.4001,UP,1
2012-12-18,28.8548,28.7794,28.7794,27.5017,25.409,UP,1
2012-12-19,29.8599,29.9688,28.9905,27.5545,25.4258,UP,1
2012-12-20,30.1865,29.6253,29.2769,27.6177,25.4512,UP,1
2012-12-21,30.2703,29.9185,29.5918,27.689,25.4768,UP,1
2012-12-24,30.3875,30.3289,29.9118,27.7693,25.496,UP,1
2012-12-26,31.1749,30.3708,30.3758,27.8562,25.5186,UP,1
2012-12-27,31.9371,31.1246,30.7913,27.9575,25.5446,DOWN,0
2012-12-28,31.5937,31.7696,31.0727,28.0453,25.5688,UP,1
2012-12-31,32.0376,31.535,31.4262,28.1373,25.5959,UP,1
2013-01-02,32.5653,32.6993,31.8617,28.2442,25.6258,DOWN,0
2013-01-03,32.1213,32.0292,32.051,28.3428,25.6524,UP,1
2013-01-04,32.2554,32.2386,32.1146,28.4532,25.6816,DOWN,0
2013-01-07,31.9873,32.0376,32.1934,28.5512,25.7111,DOWN,0
2013-01-08,31.979,31.9706,32.1817,28.665,25.7401,UP,1
2013-01-09,32.2219,32.046,32.113,28.7844,25.7715,UP,1
2013-01-10,32.5066,32.5234,32.19,28.908,25.8043,DOWN,0
2013-01-11,31.9036,32.3559,32.1197,29.0352,25.83,DOWN,0
2013-01-14,31.5099,31.8868,32.0242,29.1387,25.8539,UP,1
2013-01-15,32.0711,31.1916,32.0426,29.2347,25.8821,UP,1
2013-01-16,32.0962,31.9957,32.0175,29.3262,25.9095,UP,1
2013-01-17,32.6658,32.2219,32.0493,29.4401,25.9405,DOWN,0
2013-01-18,32.515,32.6071,32.1716,29.5399,25.971,UP,1
2013-01-22,32.5401,32.4061,32.3776,29.6533,26.0027,DOWN,0
2013-01-23,32.3726,32.4145,32.438,29.7699,26.0321,UP,1
2013-01-24,32.5569,32.3977,32.5301,29.8808,26.0619,UP,1
2013-01-25,32.8919,32.6155,32.5753,29.9949,26.0954,UP,1
2013-01-28,33.3358,32.9757,32.7395,30.1224,26.1329,DOWN,0
2013-01-29,33.16,33.1683,32.8634,30.2507,26.1668,DOWN,0
2013-01-30,32.5653,33.1181,32.902,30.3713,26.1966,DOWN,0
2013-01-31,32.381,32.4564,32.8668,30.4805,26.2251,UP,1
2013-02-01,32.85,32.515,32.8584,30.5785,26.2554,DOWN,0
2013-02-04,32.5066,32.6909,32.6926,30.6691,26.2835,UP,1
2013-02-05,32.9506,32.649,32.6507,30.7653,26.3134,DOWN,0
2013-02-06,32.3307,32.7328,32.6038,30.8415,26.3416,DOWN,0
2013-02-07,32.0878,32.3977,32.5452,30.9244,26.3686,UP,1
2013-02-08,32.2637,32.0795,32.4279,31.0097,26.398,UP,1
2013-02-11,32.8249,32.2637,32.4916,31.1033,26.4355,UP,1
2013-02-12,33.3442,32.8165,32.5703,31.2012,26.4731,UP,1
2013-02-13,33.4615,33.3442,32.7964,31.301,26.5121,UP,1
2013-02-14,33.4782,33.2856,33.0745,31.4094,26.5492,UP,1
2013-02-15,33.4866,33.7714,33.3191,31.5113,26.5881,DOWN,0
2013-02-19,33.3023,33.5704,33.4146,31.6099,26.6254,DOWN,0
2013-02-20,32.4899,33.227,33.2437,31.6913,26.6591,DOWN,0
2013-02-21,31.7528,32.3726,32.902,31.7573,26.6904,UP,1
2013-02-22,32.1381,31.8282,32.6339,31.8297,26.7281,DOWN,0
2013-02-25,31.9371,32.247,32.324,31.895,26.7636,UP,1
2013-02-26,33.2772,32.2721,32.319,31.9845,26.8106,UP,1
2013-02-27,35.011,33.3023,32.8232,32.1096,26.8662,UP,1
2013-02-28,35.0529,35.0361,33.4833,32.2368,26.9209,UP,1
2013-03-01,35.346,34.8184,34.1248,32.3679,26.9773,UP,1
2013-03-04,35.4047,35.346,34.8184,32.4989,27.037,UP,1
2013-03-05,35.5973,35.6476,35.2824,32.6137,27.0994,DOWN,0
2013-03-06,35.4801,35.79,35.3762,32.7195,27.1596,UP,1
2013-03-07,35.7983,35.6057,35.5253,32.8301,27.2235,UP,1
2013-03-08,36.0161,36.0496,35.6593,32.9427,27.2894,UP,1
2013-03-11,36.1836,35.9575,35.8151,33.0429,27.3531,DOWN,0
2013-03-12,36.0412,36.2339,35.9039,33.1249,27.4152,UP,1
2013-03-13,36.1836,35.991,36.0446,33.2167,27.4787,UP,1
2013-03-14,36.2255,36.2674,36.13,33.3005,27.5439,UP,1
2013-03-15,36.2506,36.0831,36.1769,33.3742,27.606,DOWN,0
2013-03-18,35.8402,35.8486,36.1082,33.4486,27.6602,UP,1
2013-03-19,36.1082,36.0412,36.1216,33.5256,27.7199,UP,1
2013-03-20,36.3009,36.3763,36.1451,33.6119,27.7799,UP,1
2013-03-21,36.3344,36.0915,36.1669,33.699,27.8433,DOWN,0
2013-03-22,36.192,36.4098,36.1552,33.7784,27.9081,DOWN,0
2013-03-25,35.9491,36.3176,36.1769,33.8473,27.9694,UP,1
2013-03-26,37.2306,36.3009,36.4014,33.9538,28.0341,UP,1
2013-03-27,37.2892,36.971,36.5991,34.0694,28.1011,DOWN,0
2013-03-28,37.1887,37.2892,36.7699,34.1718,28.1667,DOWN,0
2013-04-01,36.8537,37.172,36.9023,34.2669,28.2316,UP,1
2013-04-02,36.9458,37.0882,37.1016,34.3525,28.2954,DOWN,0
2013-04-03,36.3176,36.904,36.919,34.4286,28.3572,DOWN,0
2013-04-04,36.2339,36.2506,36.708,34.5024,28.4193,DOWN,0
2013-04-05,35.7983,35.6811,36.4299,34.5709,28.4787,DOWN,0
2013-04-08,35.5889,35.6643,36.1769,34.6316,28.5356,UP,1
2013-04-09,35.5973,35.6727,35.9072,34.6857,28.5917,UP,1
2013-04-10,36.5522,35.79,35.9541,34.75,28.6548,UP,1
2013-04-11,37.0631,36.6359,36.12,34.8281,28.7247,UP,1
2013-04-12,37.5991,36.8956,36.4801,34.9288,28.7995,DOWN,0
2013-04-15,35.4466,37.2976,36.4517,34.9901,28.8689,UP,1
2013-04-16,36.4768,35.7816,36.6275,35.0626,28.9428,DOWN,0
2013-04-17,35.0696,36.192,36.331,35.1139,29.0103,DOWN,0
2013-04-18,34.2907,35.0864,35.7766,35.1407,29.0753,UP,1
2013-04-19,35.0445,34.5462,35.2656,35.1949,29.1437,UP,1
2013-04-22,35.3544,35.1785,35.2472,35.2603,29.2146,UP,1
2013-04-23,35.9491,35.6057,35.1417,35.334,29.2841,UP,1
2013-04-24,36.6778,36.0496,35.4633,35.411,29.3552,UP,1
2013-04-25,37.4233,36.9207,36.0898,35.4926,29.4318,UP,1
2013-04-26,37.44,37.4735,36.5689,35.5722,29.5073,UP,1
2013-04-29,37.9677,37.5824,37.0916,35.662,29.5861,UP,1
2013-04-30,38.7048,38.0849,37.6427,35.7663,29.6702,DOWN,0
2013-05-01,38.0849,38.5372,37.9241,35.862,29.7506,UP,1
2013-05-02,38.1101,38.2357,38.0615,35.9744,29.8286,UP,1
2013-05-03,38.3111,38.621,38.2357,36.1056,29.9087,UP,1
2013-05-06,38.755,38.3362,38.3932,36.2379,29.9894,UP,1
2013-05-07,38.7885,38.9477,38.4099,36.3749,30.0693,DOWN,0
2013-05-08,38.6126,38.8639,38.5155,36.4816,30.1485,DOWN,0
2013-05-09,37.8923,38.6629,38.4719,36.5393,30.225,UP,1
2013-05-10,38.0263,38.0179,38.415,36.5987,30.3025,UP,1
2013-05-13,38.1603,37.8923,38.296,36.655,30.3823,UP,1
2013-05-14,38.8053,38.1938,38.2994,36.723,30.4644,UP,1
2013-05-15,38.9728,38.755,38.3714,36.7905,30.5464,UP,1
2013-05-16,39.3664,38.8974,38.6662,36.8683,30.6269,UP,1
2013-05-17,40.6396,39.4335,39.1889,36.9651,30.7129,UP,1
2013-05-20,40.8657,40.6312,39.73,37.0621,30.7983,UP,1
2013-05-21,41.0835,40.8741,40.1856,37.1601,30.8866,DOWN,0
2013-05-22,40.849,41.1673,40.5608,37.2562,30.9757,DOWN,0
2013-05-23,40.4972,40.3883,40.787,37.3425,31.0595,DOWN,0
2013-05-24,40.2459,40.1622,40.7083,37.4229,31.1392,UP,1
2013-05-28,41.7284,40.6815,40.8808,37.5325,31.2263,DOWN,0
2013-05-29,41.5023,41.3013,40.9646,37.6457,31.3136,DOWN,0
2013-05-30,41.2761,41.4939,41.05,37.7491,31.3988,DOWN,0
2013-05-31,40.8825,41.2175,41.127,37.8407,31.4837,UP,1
2013-06-03,40.9579,40.8406,41.2694,37.9332,31.5682,DOWN,0
2013-06-04,40.8406,40.8909,41.0919,38.0261,31.6526,DOWN,0
2013-06-05,40.3045,40.6815,40.8523,38.1133,31.7348,UP,1
2013-06-06,41.3683,40.3715,40.8707,38.196,31.8186,UP,1
2013-06-07,42.2142,41.7787,41.1371,38.2945,31.9062,UP,1
2013-06-10,42.432,42.5828,41.4319,38.3994,31.9952,DOWN,0
2013-06-11,41.7954,41.9713,41.6229,38.4982,32.0815,UP,1
2013-06-12,41.8792,42.1724,41.9378,38.5969,32.1685,UP,1
2013-06-13,42.767,41.896,42.2176,38.7259,32.2603,UP,1
