ticker,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,UNH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-04-03,59.4,59.02,49.8876,58.202,54.5078,DOWN,0
2012-04-04,59.06,59.16,49.9266,58.926,54.6624,DOWN,0
2012-04-05,59.01,58.82,49.9605,59.106,54.8112,DOWN,0
2012-04-09,58.14,58.52,49.9923,58.946,54.967,DOWN,0
2012-04-10,57.56,57.96,50.0244,58.634,55.0978,UP,1
2012-04-11,58.02,58.08,50.0622,58.358,55.2368,UP,1
2012-04-12,58.46,58.03,50.0993,58.238,55.3702,DOWN,0
2012-04-13,58.05,58.39,50.1307,58.046,55.466,DOWN,0
2012-04-16,57.36,58.35,50.1598,57.89,55.5624,UP,1
2012-04-17,58.1,57.61,50.1924,57.998,55.6982,DOWN,0
2012-04-18,57.32,57.7,50.2134,57.858,55.8188,UP,1
2012-04-19,58.71,57.28,50.2427,57.908,55.9524,UP,1
2012-04-20,59.51,59.16,50.2746,58.2,56.0998,DOWN,0
2012-04-23,59.19,59.04,50.3074,58.566,56.2224,DOWN,0
2012-04-24,58.72,59.02,50.3406,58.69,56.3304,UP,1
2012-04-25,58.87,58.79,50.3802,59.0,56.4308,DOWN,0
2012-04-26,58.37,56.94,50.415,58.932,56.509,DOWN,0
2012-04-27,57.91,58.61,50.4459,58.612,56.5748,DOWN,0
2012-04-30,56.15,56.95,50.4653,58.004,56.602,UP,1
2012-05-01,57.13,56.27,50.4911,57.686,56.651,DOWN,0
2012-05-02,56.66,56.77,50.5147,57.244,56.6778,DOWN,0
2012-05-03,55.72,56.52,50.536,56.714,56.6886,DOWN,0
2012-05-04,54.72,55.65,50.5521,56.076,56.6842,UP,1
2012-05-07,55.25,54.35,50.5676,55.896,56.6762,UP,1
2012-05-08,55.82,55.24,50.5829,55.634,56.678,DOWN,0
2012-05-09,55.22,55.37,50.6009,55.346,56.6656,UP,1
2012-05-10,55.29,55.56,50.621,55.26,56.6564,DOWN,0
2012-05-11,55.2,55.2,50.6476,55.356,56.6406,DOWN,0
2012-05-14,55.16,54.82,50.6738,55.338,56.627,DOWN,0
2012-05-15,54.94,55.02,50.7003,55.162,56.625,DOWN,0
2012-05-16,54.9,55.04,50.7347,55.098,56.6338,DOWN,0
2012-05-17,54.88,55.07,50.7742,55.016,56.6436,DOWN,0
2012-05-18,53.99,54.89,50.8083,54.774,56.6112,UP,1
2012-05-21,55.55,54.09,50.8607,54.852,56.6066,UP,1
2012-05-22,55.72,55.76,50.9115,55.008,56.6206,DOWN,0
2012-05-23,55.36,55.45,50.9786,55.1,56.6212,UP,1
2012-05-24,56.22,55.03,51.0361,55.368,56.63,DOWN,0
2012-05-25,56.12,56.17,51.1074,55.794,56.6382,UP,1
2012-05-29,56.15,56.08,51.1685,55.914,56.6494,UP,1
2012-05-30,56.17,56.0,51.2253,56.004,56.6502,DOWN,0
2012-05-31,55.77,56.21,51.2745,56.086,56.67,DOWN,0
2012-06-01,55.04,55.22,51.3222,55.85,56.6914,DOWN,0
2012-06-04,54.91,54.77,51.3691,55.608,56.712,UP,1
2012-06-05,56.04,54.84,51.4298,55.586,56.7596,UP,1
2012-06-06,57.7,56.61,51.5017,55.892,56.8116,DOWN,0
2012-06-07,57.45,57.8,51.5709,56.228,56.852,UP,1
2012-06-08,58.0,56.84,51.6366,56.82,56.9032,DOWN,0
2012-06-11,57.46,58.22,51.6943,57.33,56.8902,UP,1
2012-06-12,57.84,57.47,51.7581,57.69,56.8682,UP,1
2012-06-13,58.01,57.72,51.8195,57.752,56.846,UP,1
2012-06-14,59.25,58.17,51.882,58.112,56.843,DOWN,0
2012-06-15,58.9,59.69,51.9401,58.292,56.8398,UP,1
2012-06-18,59.42,58.79,51.9996,58.684,56.848,UP,1
2012-06-19,60.26,59.58,52.065,59.168,56.8904,DOWN,0
2012-06-20,59.6,59.95,52.1343,59.486,56.9312,DOWN,0
2012-06-21,58.34,59.83,52.1975,59.304,56.9376,UP,1
2012-06-22,59.07,58.5,52.2568,59.338,56.9498,DOWN,0
2012-06-25,57.69,58.59,52.3092,58.992,56.9426,UP,1
2012-06-26,58.8,57.66,52.3756,58.7,56.9714,UP,1
2012-06-27,59.29,59.5,52.4408,58.638,56.9952,UP,1
2012-06-28,59.6,58.87,52.4988,58.89,57.0408,DOWN,0
2012-06-29,58.5,60.34,52.5479,58.776,57.0366,DOWN,0
2012-07-02,56.26,58.89,52.5765,58.49,56.9716,DOWN,0
2012-07-03,54.88,56.39,52.5971,57.706,56.8854,UP,1
2012-07-05,55.81,54.88,52.6264,57.01,56.8272,UP,1
2012-07-06,55.82,55.29,52.6564,56.254,56.7662,UP,1
2012-07-09,56.09,56.29,52.6968,55.772,56.7206,DOWN,0
2012-07-10,55.7,56.27,52.7398,55.66,56.6764,UP,1
2012-07-11,56.04,55.77,52.782,55.892,56.6742,DOWN,0
2012-07-12,54.57,55.88,52.8108,55.644,56.623,UP,1
2012-07-13,55.2,54.61,52.8396,55.52,56.5938,DOWN,0
2012-07-16,55.16,55.18,52.8772,55.334,56.5826,UP,1
2012-07-17,55.9,55.21,52.9238,55.374,56.6062,UP,1
2012-07-18,56.35,55.54,52.9749,55.436,56.6282,DOWN,0
2012-07-19,54.99,57.39,53.0353,55.52,56.6116,UP,1
2012-07-20,55.41,54.87,53.0984,55.562,56.6154,DOWN,0
2012-07-23,54.51,54.37,53.1487,55.432,56.5998,UP,1
2012-07-24,54.9,54.64,53.1985,55.232,56.5938,DOWN,0
2012-07-25,52.48,51.5,53.2365,54.458,56.5402,DOWN,0
2012-07-26,52.01,53.12,53.2639,53.862,56.4816,UP,1
2012-07-27,53.34,51.81,53.2974,53.448,56.4504,DOWN,0
2012-07-30,53.26,53.32,53.3318,53.198,56.418,DOWN,0
2012-07-31,51.09,52.74,53.3546,52.436,56.36,UP,1
2012-08-01,51.21,51.21,53.3746,52.182,56.2732,DOWN,0
2012-08-02,51.1,50.75,53.3971,52.0,56.1808,UP,1
2012-08-03,51.61,51.38,53.4284,51.654,56.1058,DOWN,0
2012-08-06,51.0,51.86,53.4512,51.202,56.0014,UP,1
2012-08-07,52.54,51.38,53.4795,51.492,55.9298,UP,1
2012-08-08,52.73,52.3,53.5035,51.796,55.8614,DOWN,0
2012-08-09,52.02,52.57,53.5185,51.98,55.7784,DOWN,0
2012-08-10,51.9,51.84,53.5342,52.038,55.701,DOWN,0
2012-08-13,51.9,51.64,53.5499,52.218,55.6382,UP,1
2012-08-14,51.97,52.19,53.5638,52.104,55.5794,UP,1
2012-08-15,52.82,51.9,53.5837,52.122,55.515,UP,1
2012-08-16,53.39,52.84,53.6107,52.396,55.4288,DOWN,0
2012-08-17,53.13,53.64,53.6452,52.642,55.3424,UP,1
2012-08-20,53.2,52.97,53.6794,52.902,55.2464,UP,1
2012-08-21,53.42,53.44,53.7156,53.192,55.1656,UP,1
2012-08-22,53.97,53.43,53.7576,53.422,55.0882,DOWN,0
2012-08-23,53.92,53.99,53.8013,53.528,55.0064,UP,1
2012-08-24,54.16,53.87,53.8414,53.734,54.9046,UP,1
2012-08-27,54.61,54.12,53.8867,54.016,54.8188,DOWN,0
2012-08-28,54.33,54.4,53.9277,54.198,54.717,UP,1
2012-08-29,54.64,54.53,53.9653,54.332,54.6046,UP,1
2012-08-30,54.69,54.46,54.004,54.486,54.5064,DOWN,0
2012-08-31,54.3,54.84,54.0428,54.514,54.4256,UP,1
2012-09-04,54.56,54.4,54.091,54.504,54.3354,DOWN,0
2012-09-05,54.28,54.74,54.1398,54.494,54.2672,UP,1
2012-09-06,54.89,54.55,54.1915,54.544,54.189,DOWN,0
2012-09-07,54.88,54.97,54.2437,54.582,54.1008,DOWN,0
2012-09-10,53.74,55.01,54.2903,54.47,53.9836,DOWN,0
2012-09-11,52.8,53.71,54.3365,54.118,53.8696,UP,1
2012-09-12,52.82,52.68,54.3823,53.826,53.8008,UP,1
2012-09-13,53.89,52.64,54.4266,53.626,53.781,UP,1
2012-09-14,54.25,54.7,54.4684,53.5,53.7498,UP,1
2012-09-17,54.48,54.59,54.497,53.648,53.723,UP,1
2012-09-18,55.13,54.33,54.53,54.114,53.7038,DOWN,0
2012-09-19,54.95,55.06,54.5636,54.54,53.6888,DOWN,0
2012-09-20,54.94,54.69,54.597,54.75,53.6668,UP,1
2012-09-21,56.18,55.09,54.6364,55.136,53.699,DOWN,0
2012-09-24,55.98,56.08,54.6696,55.436,53.7146,UP,1
2012-09-25,56.2,56.22,54.7098,55.65,53.7354,DOWN,0
2012-09-26,55.78,56.34,54.7442,55.816,53.733,UP,1
2012-09-27,56.24,56.29,54.7844,56.076,53.7308,DOWN,0
2012-09-28,55.41,55.95,54.8218,55.922,53.7392,UP,1
2012-10-01,56.46,55.72,54.8653,56.018,53.7602,UP,1
2012-10-02,56.8,56.46,54.9067,56.138,53.806,UP,1
2012-10-03,56.86,56.98,54.946,56.354,53.8452,UP,1
2012-10-04,57.97,57.15,54.991,56.7,53.955,DOWN,0
2012-10-05,57.13,58.1,55.0275,57.044,54.0574,UP,1
2012-10-08,57.6,57.59,55.0656,57.272,54.1426,DOWN,0
2012-10-09,57.47,57.6,55.0993,57.406,54.2268,DOWN,0
2012-10-10,57.11,57.42,55.1281,57.456,54.3472,UP,1
2012-10-11,57.66,57.54,55.1596,57.394,54.4762,DOWN,0
2012-10-12,57.07,57.75,55.1914,57.382,54.5956,UP,1
2012-10-15,57.49,57.14,55.223,57.36,54.7132,DOWN,0
2012-10-16,56.88,57.19,55.254,57.242,54.8308,DOWN,0
2012-10-17,55.99,57.58,55.2765,57.018,54.8998,UP,1
2012-10-18,56.01,55.8,55.2953,56.688,54.9654,DOWN,0
2012-10-19,55.66,56.01,55.3107,56.406,55.0382,UP,1
2012-10-22,56.54,55.52,55.3295,56.216,55.131,DOWN,0
2012-10-23,56.18,56.08,55.3468,56.076,55.2166,DOWN,0
2012-10-24,55.92,56.44,55.3633,56.062,55.2956,UP,1
2012-10-25,56.21,55.94,55.3793,56.102,55.3634,DOWN,0
2012-10-26,55.78,56.14,55.3938,56.126,55.4112,UP,1
2012-10-31,56.0,56.14,55.4103,56.018,55.4686,UP,1
2012-11-01,56.95,55.86,55.4272,56.172,55.5436,DOWN,0
2012-11-02,56.05,57.02,55.4378,56.198,55.5962,DOWN,0
2012-11-05,55.28,56.26,55.4526,56.012,55.6224,UP,1
2012-11-06,56.39,55.28,55.4732,56.134,55.6718,DOWN,0
2012-11-07,54.26,55.38,55.4823,55.786,55.6738,DOWN,0
2012-11-08,53.44,54.35,55.4929,55.084,55.6504,DOWN,0
2012-11-09,52.9,53.36,55.4995,54.454,55.6218,DOWN,0
2012-11-12,52.2,53.04,55.5088,53.838,55.573,DOWN,0
2012-11-13,52.19,52.04,55.5146,52.998,55.523,DOWN,0
2012-11-14,51.25,52.39,55.5155,52.396,55.462,DOWN,0
2012-11-15,51.25,51.27,55.5128,51.958,55.3958,UP,1
2012-11-16,51.9,51.25,55.506,51.758,55.3482,UP,1
2012-11-19,52.91,52.23,55.5079,51.9,55.3086,UP,1
2012-11-20,53.14,52.92,55.517,52.09,55.2738,UP,1
2012-11-21,53.53,53.2,55.5282,52.546,55.2696,UP,1
2012-11-23,53.92,53.67,55.5377,53.08,55.292,DOWN,0
2012-11-26,53.53,52.99,55.5446,53.406,55.3062,DOWN,0
2012-11-27,52.59,53.13,55.5423,53.342,55.2802,UP,1
2012-11-28,52.75,52.27,55.5394,53.264,55.2502,UP,1
2012-11-29,54.36,53.26,55.542,53.43,55.2478,UP,1
2012-11-30,54.39,54.18,55.5416,53.524,55.233,DOWN,0
2012-12-03,53.89,54.56,55.538,53.596,55.2118,DOWN,0
2012-12-04,53.54,53.96,55.5317,53.786,55.1838,UP,1
2012-12-05,53.84,53.73,55.5275,54.004,55.137,DOWN,0
2012-12-06,53.65,53.9,55.5192,53.862,55.0904,UP,1
2012-12-07,53.87,53.8,55.5126,53.758,55.0438,UP,1
2012-12-10,54.19,53.87,55.5089,53.818,55.012,UP,1
2012-12-11,54.76,54.25,55.5044,54.062,54.9824,UP,1
2012-12-12,55.25,55.0,55.502,54.344,54.9792,DOWN,0
2012-12-13,54.38,55.22,55.4947,54.49,54.9376,DOWN,0
2012-12-14,54.05,54.17,55.4862,54.526,54.8826,UP,1
2012-12-17,54.36,54.08,55.4781,54.56,54.8326,UP,1
2012-12-18,54.95,54.62,55.4736,54.598,54.7722,DOWN,0
2012-12-19,54.49,55.12,55.4709,54.446,54.7194,UP,1
2012-12-20,55.46,54.48,55.4759,54.662,54.6766,DOWN,0
2012-12-21,55.03,55.38,55.4791,54.858,54.6278,DOWN,0
2012-12-24,54.85,54.8,55.4753,54.956,54.5826,DOWN,0
2012-12-26,54.22,54.8,55.4675,54.81,54.5138,UP,1
2012-12-27,54.44,54.12,55.4646,54.8,54.4612,DOWN,0
2012-12-28,53.86,54.09,55.4572,54.48,54.3886,UP,1
2012-12-31,54.24,53.63,55.4495,54.322,54.3358,UP,1
2013-01-02,54.54,54.88,55.4437,54.26,54.3068,DOWN,0
2013-01-03,51.99,53.44,55.4257,53.814,54.2264,UP,1
2013-01-04,52.09,52.2,55.4055,53.344,54.155,DOWN,0
2013-01-07,52.09,51.884,55.392,52.99,54.066,DOWN,0
2013-01-08,51.4,52.0,55.3792,52.422,53.9704,UP,1
2013-01-09,52.37,51.59,55.3716,51.988,53.8994,UP,1
2013-01-10,53.11,52.52,55.3689,52.212,53.8374,DOWN,0
2013-01-11,52.82,53.4,55.3575,52.358,53.7782,UP,1
2013-01-14,53.36,52.87,55.3471,52.612,53.7254,UP,1
2013-01-15,53.62,53.22,55.338,53.056,53.6588,UP,1
2013-01-16,53.66,53.64,55.3158,53.314,53.611,UP,1
2013-01-17,54.4,53.76,55.2931,53.572,53.5934,UP,1
2013-01-18,54.56,54.4,55.2703,53.92,53.5568,UP,1
2013-01-22,56.02,54.65,55.2534,54.452,53.592,DOWN,0
2013-01-23,55.91,56.11,55.2376,54.91,53.6414,UP,1
2013-01-24,56.22,56.03,55.2237,55.422,53.7078,DOWN,0
2013-01-25,56.04,56.36,55.2132,55.75,53.7846,DOWN,0
2013-01-28,55.81,56.42,55.2044,56.0,53.857,UP,1
2013-01-29,56.28,55.75,55.1957,56.052,53.9576,DOWN,0
2013-01-30,56.08,56.25,55.1838,56.086,54.0542,DOWN,0
2013-01-31,55.21,55.84,55.1696,55.884,54.1204,UP,1
2013-02-01,55.77,55.74,55.1617,55.83,54.1776,DOWN,0
2013-02-04,55.75,55.32,55.1499,55.818,54.2298,UP,1
2013-02-05,57.77,57.07,55.1522,56.116,54.3146,DOWN,0
2013-02-06,57.38,57.44,55.1455,56.376,54.3838,DOWN,0
2013-02-07,57.05,57.36,55.1332,56.744,54.4542,UP,1
2013-02-08,57.74,57.16,55.126,57.138,54.5572,DOWN,0
2013-02-11,57.12,57.56,55.118,57.412,54.6446,DOWN,0
2013-02-12,57.01,57.2,55.1087,57.26,54.6976,UP,1
2013-02-13,57.23,57.01,55.103,57.23,54.7544,DOWN,0
2013-02-14,57.05,57.01,55.0987,57.23,54.8176,UP,1
2013-02-15,57.32,57.06,55.1045,57.146,54.8932,DOWN,0
2013-02-19,56.66,54.2,55.1022,57.054,54.9496,DOWN,0
2013-02-20,55.21,56.51,55.0949,56.694,54.9808,UP,1
2013-02-21,55.24,55.57,55.0925,56.296,55.0082,DOWN,0
2013-02-22,54.47,55.4,55.0913,55.78,55.0138,DOWN,0
2013-02-25,53.3,54.69,55.0815,54.976,54.9846,DOWN,0
2013-02-26,53.05,53.51,55.0677,54.254,54.9406,UP,1
2013-02-27,53.87,52.96,55.0609,53.986,54.9304,DOWN,0
2013-02-28,53.45,53.82,55.0517,53.628,54.9184,UP,1
2013-03-01,53.52,53.34,55.0433,53.438,54.9016,DOWN,0
2013-03-04,53.32,53.31,55.0341,53.442,54.869,UP,1
2013-03-05,53.5,53.43,55.0269,53.532,54.8492,UP,1
2013-03-06,53.61,53.56,55.0205,53.48,54.8122,UP,1
2013-03-07,53.8,53.76,55.0151,53.55,54.7876,UP,1
2013-03-08,53.81,53.97,55.0142,53.608,54.7668,UP,1
2013-03-11,54.21,53.83,55.0075,53.786,54.7666,UP,1
2013-03-12,54.83,54.17,55.003,54.052,54.7744,DOWN,0
2013-03-13,54.48,54.68,54.9986,54.226,54.7868,UP,1
2013-03-14,54.73,54.58,54.9912,54.412,54.7966,DOWN,0
2013-03-15,54.73,54.63,54.9842,54.596,54.8004,UP,1
2013-03-18,55.0,54.3,54.9785,54.754,54.8606,UP,1
2013-03-19,55.17,55.0,54.9735,54.822,54.9222,DOWN,0
2013-03-20,54.88,55.47,54.969,54.902,54.978,UP,1
2013-03-21,55.06,54.69,54.9691,54.968,55.0512,DOWN,0
2013-03-22,54.46,55.14,54.9669,54.914,55.093,UP,1
2013-03-25,54.86,54.65,54.961,54.886,55.128,UP,1
2013-03-26,55.65,55.14,54.9507,54.982,55.1846,UP,1
2013-03-27,56.62,55.55,54.9466,55.33,55.2498,UP,1
2013-03-28,57.21,56.66,54.9426,55.76,55.3216,UP,1
2013-04-01,58.97,57.16,54.9502,56.662,55.4278,UP,1
2013-04-02,61.74,61.63,54.9697,58.038,55.5746,DOWN,0
2013-04-03,61.67,62.41,54.988,59.242,55.7168,UP,1
2013-04-04,62.03,61.75,55.0019,60.324,55.837,UP,1
2013-04-05,62.1,61.92,55.0179,61.302,55.9608,DOWN,0
2013-04-08,61.89,62.07,55.0302,61.886,56.0742,UP,1
2013-04-09,62.18,62.09,55.0398,61.974,56.197,UP,1
2013-04-10,62.41,62.32,55.0539,62.122,56.329,UP,1
2013-04-11,62.98,62.39,55.0771,62.312,56.463,UP,1
2013-04-12,63.03,62.83,55.0969,62.498,56.602,DOWN,0
2013-04-15,61.59,62.72,55.1164,62.438,56.7296,UP,1
2013-04-16,62.81,62.18,55.1364,62.564,56.8704,DOWN,0
2013-04-17,62.03,62.39,55.1501,62.488,56.996,DOWN,0
2013-04-18,59.69,59.39,55.1506,61.83,57.0344,UP,1
2013-04-19,60.04,59.94,55.1583,61.232,57.0876,DOWN,0
2013-04-22,59.22,59.99,55.1731,60.758,57.131,DOWN,0
2013-04-23,58.54,59.47,55.1914,59.904,57.147,UP,1
2013-04-24,58.79,58.9,55.2063,59.256,57.1804,UP,1
2013-04-25,59.34,59.13,55.2239,59.186,57.227,UP,1
2013-04-26,59.48,59.26,55.2408,59.074,57.272,UP,1
2013-04-29,60.01,59.95,55.2624,59.232,57.3312,DOWN,0
2013-04-30,59.93,60.14,55.2818,59.51,57.3834,DOWN,0
2013-05-01,59.72,59.96,55.3076,59.696,57.4446,DOWN,0
2013-05-02,59.48,59.71,55.329,59.724,57.53,DOWN,0
2013-05-03,58.92,59.79,55.3478,59.612,57.6036,UP,1
2013-05-06,60.2,59.38,55.3693,59.65,57.7182,UP,1
2013-05-07,60.5,60.08,55.39,59.764,57.8622,UP,1
2013-05-08,62.51,60.32,55.4276,60.322,58.0514,DOWN,0
2013-05-09,62.01,62.25,55.4606,60.828,58.2142,UP,1
2013-05-10,62.91,62.04,55.5026,61.626,58.4034,DOWN,0
2013-05-13,62.39,62.67,55.5401,62.064,58.5808,DOWN,0
2013-05-14,61.73,62.3,55.5863,62.31,58.749,DOWN,0
2013-05-15,61.61,61.52,55.6343,62.13,58.9112,UP,1
2013-05-16,62.14,61.3,55.6783,62.156,59.0818,UP,1
2013-05-17,62.84,62.25,55.7262,62.142,59.2626,DOWN,0
2013-05-20,62.56,62.73,55.7836,62.176,59.4376,UP,1
2013-05-21,62.87,62.57,55.8419,62.404,59.6108,DOWN,0
2013-05-22,62.28,62.0,55.8978,62.538,59.7598,UP,1
2013-05-23,62.36,62.09,55.9515,62.582,59.9174,DOWN,0
2013-05-24,62.06,62.02,56.0068,62.426,60.064,UP,1
2013-05-28,63.34,62.49,56.0608,62.582,60.2362,UP,1
2013-05-29,63.35,63.32,56.1139,62.678,60.4032,UP,1
2013-05-30,64.66,63.43,56.1771,63.154,60.593,DOWN,0
2013-05-31,62.63,64.45,56.2308,63.208,60.748,UP,1
2013-06-03,62.8,62.89,56.2853,63.356,60.9028,DOWN,0
2013-06-04,62.36,62.6,56.3372,63.16,61.0608,DOWN,0
2013-06-05,61.75,63.01,56.3819,62.84,61.1986,UP,1
2013-06-06,61.92,61.75,56.4245,62.292,61.324,UP,1
2013-06-07,62.57,62.27,56.4717,62.28,61.443,UP,1
2013-06-10,63.68,62.58,56.5241,62.456,61.5724,UP,1
2013-06-11,63.93,63.15,56.5767,62.77,61.6716,DOWN,0
2013-06-12,63.83,64.24,56.626,63.186,61.7134,UP,1
2013-06-13,64.15,63.7,56.6771,63.632,61.763,DOWN,0
2013-06-14,63.8,64.13,56.7253,63.878,61.7984,UP,1
2013-06-17,64.37,64.29,56.7741,64.016,61.8438,UP,1
2013-06-18,65.68,64.9,56.8309,64.366,61.9196,DOWN,0
2013-06-19,65.26,65.7,56.884,64.652,61.9812,DOWN,0
2013-06-20,63.8,64.8,56.9295,64.582,62.009,UP,1
2013-06-21,63.9,64.19,56.9775,64.602,62.0274,UP,1
2013-06-24,64.65,63.49,57.028,64.658,62.0598,DOWN,0
2013-06-25,63.73,65.03,57.0752,64.268,62.1026,UP,1
2013-06-26,64.78,64.03,57.1247,64.172,62.142,UP,1
2013-06-27,66.09,65.06,57.1807,64.63,62.2232,DOWN,0
2013-06-28,65.48,65.62,57.2394,64.946,62.339,UP,1
2013-07-01,65.63,65.89,57.3036,65.142,62.4508,DOWN,0
2013-07-02,65.27,65.43,57.3658,65.45,62.5718,UP,1
2013-07-03,65.54,64.96,57.4241,65.602,62.7118,UP,1
2013-07-05,66.17,65.96,57.4837,65.618,62.8594,UP,1
2013-07-08,67.56,66.95,57.5491,66.034,63.0238,UP,1
2013-07-09,67.97,68.02,57.6133,66.502,63.1936,DOWN,0
2013-07-10,67.69,68.0,57.677,66.986,63.3472,UP,1
2013-07-11,68.36,68.27,57.7441,67.55,63.5158,DOWN,0
2013-07-12,68.0,68.57,57.8032,67.916,63.6814,DOWN,0
2013-07-15,67.62,68.13,57.8614,67.928,63.8442,DOWN,0
2013-07-16,66.91,67.24,57.9149,67.716,64.004,DOWN,0
2013-07-17,66.23,67.01,57.9672,67.424,64.1246,UP,1
2013-07-18,70.55,69.35,58.0387,67.862,64.3256,UP,1
2013-07-19,71.45,70.61,58.1189,68.552,64.5044,UP,1
2013-07-22,72.18,71.56,58.1975,69.464,64.7078,UP,1
2013-07-23,72.69,72.21,58.277,70.62,64.9034,DOWN,0
2013-07-24,72.53,72.81,58.3553,71.88,65.1062,UP,1
2013-07-25,72.62,72.08,58.4286,72.294,65.324,DOWN,0
2013-07-26,72.21,72.13,58.504,72.446,65.536,UP,1
2013-07-29,72.79,72.11,58.5799,72.568,65.749,DOWN,0
2013-07-30,72.27,72.88,58.6539,72.484,65.9376,UP,1
2013-07-31,72.85,72.47,58.7326,72.548,66.1434,UP,1
2013-08-01,73.16,73.23,58.8101,72.656,66.3492,DOWN,0
2013-08-02,72.26,73.03,58.8861,72.666,66.5488,UP,1
2013-08-05,73.34,72.36,58.9653,72.776,66.7684,DOWN,0
2013-08-06,73.24,73.18,59.0471,72.97,66.992,DOWN,0
2013-08-07,72.92,73.18,59.1318,72.984,67.1836,UP,1
2013-08-08,73.18,73.15,59.2176,72.988,67.3802,DOWN,0
2013-08-09,72.93,73.2,59.304,73.122,67.5456,DOWN,0
2013-08-12,72.39,72.41,59.3832,72.932,67.7408,UP,1
2013-08-13,73.35,72.43,59.4691,72.954,67.9518,DOWN,0
2013-08-14,72.49,73.19,59.5519,72.868,68.1544,DOWN,0
2013-08-15,71.4,71.99,59.6279,72.512,68.3474,UP,1
2013-08-16,71.43,71.15,59.7061,72.212,68.5376,UP,1
2013-08-19,71.71,71.53,59.7847,72.076,68.7204,UP,1
2013-08-20,72.46,71.85,59.8622,71.898,68.896,DOWN,0
2013-08-21,71.85,72.18,59.9412,71.77,69.0544,UP,1
2013-08-22,71.97,72.04,60.0247,71.884,69.2172,UP,1
2013-08-23,72.54,72.01,60.1054,72.106,69.385,DOWN,0
2013-08-26,72.38,72.64,60.196,72.24,69.5566,DOWN,0
2013-08-27,71.52,71.95,60.2864,72.052,69.6996,UP,1
2013-08-28,71.54,71.4,60.3796,71.99,69.8168,UP,1
2013-08-29,72.44,71.34,60.4808,72.084,69.9604,DOWN,0
2013-08-30,71.74,72.46,60.5786,71.924,70.1192,UP,1
2013-09-03,72.56,71.81,60.6851,71.96,70.2924,UP,1
2013-09-04,73.35,72.46,60.7956,72.326,70.4664,UP,1
2013-09-05,74.04,73.34,60.9063,72.826,70.6726,UP,1
2013-09-06,74.06,74.24,61.0121,73.15,70.8582,UP,1
2013-09-09,74.25,74.11,61.1176,73.652,71.0214,UP,1
2013-09-10,74.63,74.6,61.2231,74.066,71.2044,UP,1
2013-09-11,75.18,74.58,61.3294,74.432,71.3954,DOWN,0
2013-09-12,74.74,75.32,61.4355,74.572,71.5848,DOWN,0
2013-09-13,74.48,74.92,61.5449,74.656,71.7636,UP,1
2013-09-16,75.12,75.09,61.6568,74.83,71.9426,DOWN,0
2013-09-17,74.31,75.11,61.7565,74.766,72.0776,DOWN,0
2013-09-18,73.04,74.15,61.8498,74.338,72.179,DOWN,0
2013-09-19,70.84,73.09,61.9345,73.558,72.242,DOWN,0
2013-09-20,70.57,70.55,62.0197,72.776,72.2862,UP,1
2013-09-23,71.82,70.8,62.1096,72.116,72.3626,UP,1
2013-09-24,72.32,72.18,62.2029,71.718,72.4566,DOWN,0
2013-09-25,71.98,72.3,62.2935,71.506,72.558,UP,1
2013-09-26,72.16,72.0,62.3833,71.77,72.6766,DOWN,0
2013-09-27,71.99,71.7,62.4695,72.054,72.7054,DOWN,0
2013-09-30,71.61,71.29,62.5513,72.012,72.7086,UP,1
2013-10-01,72.58,71.74,62.6423,72.064,72.7166,DOWN,0
2013-10-02,72.57,72.24,62.7349,72.182,72.7142,DOWN,0
2013-10-03,72.52,72.5,62.8257,72.254,72.714,UP,1
2013-10-04,72.99,72.5,62.9159,72.454,72.7214,DOWN,0
2013-10-07,72.17,72.59,63.0043,72.566,72.7206,DOWN,0
2013-10-08,71.48,72.0,63.0844,72.346,72.6944,DOWN,0
2013-10-09,71.38,71.71,63.1661,72.108,72.6766,UP,1
2013-10-10,73.98,72.13,63.2618,72.4,72.6992,UP,1
2013-10-11,74.27,73.93,63.362,72.656,72.7214,UP,1
2013-10-14,74.72,73.86,63.4634,73.166,72.7706,DOWN,0
2013-10-15,73.87,74.51,63.5635,73.644,72.7812,UP,1
2013-10-16,75.19,74.5,63.6682,74.406,72.8202,DOWN,0
2013-10-17,71.37,71.77,63.7524,73.884,72.7892,DOWN,0
2013-10-18,68.76,71.26,63.8362,72.782,72.7008,DOWN,0
2013-10-21,68.2,68.65,63.9168,71.478,72.6062,UP,1
2013-10-22,68.86,68.22,64.0006,70.476,72.5356,DOWN,0
2013-10-23,68.01,68.51,64.0837,69.04,72.4288,DOWN,0
2013-10-24,67.61,68.01,64.1599,68.288,72.3312,UP,1
2013-10-25,67.62,67.51,64.2324,68.06,72.2556,DOWN,0
2013-10-28,66.94,67.55,64.303,67.808,72.1658,UP,1
2013-10-29,68.08,66.88,64.3766,67.652,72.0932,DOWN,0
2013-10-30,68.01,68.12,64.4486,67.652,72.0042,UP,1
2013-10-31,68.26,68.4,64.5216,67.782,71.9324,UP,1
2013-11-01,68.63,68.27,64.5927,67.984,71.8656,UP,1
2013-11-04,68.95,68.78,64.6647,68.386,71.7938,DOWN,0
