ticker,HII US Equity,HII US Equity,HII US Equity,HII US Equity,HII US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-04-17,50.63,51.12,51.956,49.5416,43.4541,DOWN,0
2013-04-18,50.11,50.87,51.552,49.6604,43.508,UP,1
2013-04-19,50.27,50.23,50.876,49.778,43.5582,DOWN,0
2013-04-22,50.12,50.23,50.526,49.8828,43.6084,UP,1
2013-04-23,50.98,50.28,50.422,49.9946,43.6603,UP,1
2013-04-24,51.28,51.0,50.552,50.1156,43.711,UP,1
2013-04-25,52.48,51.51,51.026,50.2602,43.7662,DOWN,0
2013-04-26,51.88,52.52,51.348,50.3868,43.8204,UP,1
2013-04-29,52.91,52.08,51.906,50.541,43.883,DOWN,0
2013-04-30,52.9,52.91,52.29,50.692,43.9446,DOWN,0
2013-05-01,51.93,52.73,52.42,50.8198,44.006,UP,1
2013-05-02,52.95,52.05,52.514,50.97,44.0716,UP,1
2013-05-03,53.34,53.26,52.806,51.1442,44.1398,UP,1
2013-05-06,53.44,53.23,52.912,51.314,44.2085,UP,1
2013-05-07,54.0,53.57,53.132,51.5082,44.2804,DOWN,0
2013-05-08,53.52,54.0,53.45,51.6692,44.3503,UP,1
2013-05-09,53.66,53.74,53.592,51.8,44.4246,UP,1
2013-05-10,53.81,53.7,53.686,51.9154,44.5007,DOWN,0
2013-05-13,53.51,53.64,53.7,52.0274,44.5759,UP,1
2013-05-14,54.15,53.56,53.73,52.1654,44.6511,UP,1
2013-05-15,54.58,54.0,53.942,52.2956,44.7303,UP,1
2013-05-16,55.17,54.67,54.244,52.4156,44.8115,UP,1
2013-05-17,55.82,55.54,54.646,52.551,44.8956,DOWN,0
2013-05-20,55.26,55.82,54.996,52.645,44.9769,UP,1
2013-05-21,56.0,55.27,55.366,52.747,45.0637,DOWN,0
2013-05-22,55.57,56.15,55.564,52.8316,45.1507,UP,1
2013-05-23,56.0,55.18,55.73,52.8946,45.2348,DOWN,0
2013-05-24,55.34,55.84,55.634,52.9198,45.3169,UP,1
2013-05-28,55.73,55.93,55.728,52.954,45.4024,DOWN,0
2013-05-29,54.83,55.31,55.494,52.9778,45.4754,UP,1
2013-05-30,55.29,54.7,55.438,53.0336,45.5458,DOWN,0
2013-05-31,55.22,55.23,55.282,53.0816,45.6196,DOWN,0
2013-06-03,54.46,55.33,55.106,53.1298,45.6902,UP,1
2013-06-04,54.87,54.43,54.934,53.179,45.7632,DOWN,0
2013-06-05,54.44,54.66,54.856,53.2206,45.8352,UP,1
2013-06-06,55.2,54.48,54.838,53.2606,45.9093,UP,1
2013-06-07,56.02,55.19,54.998,53.3218,45.9883,UP,1
2013-06-10,56.66,56.21,55.438,53.3884,46.0708,DOWN,0
2013-06-11,56.03,56.04,55.67,53.4334,46.15,DOWN,0
2013-06-12,55.27,56.48,55.836,53.4892,46.2245,UP,1
2013-06-13,55.99,55.09,55.994,53.57,46.3046,UP,1
2013-06-14,56.09,55.94,56.008,53.6536,46.3848,UP,1
2013-06-17,56.31,56.49,55.938,53.7482,46.4662,UP,1
2013-06-18,57.64,56.24,56.26,53.875,46.5546,DOWN,0
2013-06-19,56.65,57.64,56.536,53.9864,46.6379,DOWN,0
2013-06-20,55.93,56.0,56.524,54.0678,46.7191,DOWN,0
2013-06-21,55.05,55.95,56.316,54.1262,46.794,DOWN,0
2013-06-24,55.04,54.66,56.062,54.154,46.8672,DOWN,0
2013-06-25,54.68,55.39,55.47,54.2102,46.9377,UP,1
2013-06-26,55.33,55.01,55.206,54.2868,47.0104,UP,1
2013-06-27,56.59,55.7,55.338,54.406,47.0896,DOWN,0
2013-06-28,56.48,56.46,55.624,54.5334,47.1691,UP,1
2013-07-01,56.92,56.82,56.0,54.6664,47.251,DOWN,0
2013-07-02,56.6,56.94,56.384,54.796,47.3291,UP,1
2013-07-03,57.3,56.5,56.778,54.9224,47.4088,UP,1
2013-07-05,58.05,57.36,57.07,55.0578,47.4894,DOWN,0
2013-07-08,57.78,58.31,57.33,55.1638,47.5706,UP,1
2013-07-09,58.27,58.16,57.6,55.2916,47.6591,UP,1
2013-07-10,59.16,58.26,58.112,55.4166,47.7477,UP,1
2013-07-11,60.59,59.85,58.77,55.5704,47.8422,DOWN,0
2013-07-12,60.19,60.64,59.198,55.7356,47.9352,UP,1
2013-07-15,60.87,60.39,59.816,55.894,48.0334,DOWN,0
2013-07-16,60.02,60.82,60.166,56.0276,48.1252,UP,1
2013-07-17,60.5,60.18,60.434,56.1688,48.2203,UP,1
2013-07-18,61.99,60.67,60.714,56.3286,48.3189,UP,1
2013-07-19,62.79,61.76,61.234,56.514,48.4226,UP,1
2013-07-22,62.93,62.93,61.646,56.6994,48.5271,UP,1
2013-07-23,63.26,63.07,62.294,56.8884,48.6298,UP,1
2013-07-24,63.34,63.36,62.862,57.085,48.7396,DOWN,0
2013-07-25,63.09,63.31,63.082,57.2638,48.8441,DOWN,0
2013-07-26,62.51,62.74,63.026,57.4224,48.944,DOWN,0
2013-07-29,62.09,62.27,62.858,57.5608,49.0441,DOWN,0
2013-07-30,61.93,62.45,62.592,57.683,49.1462,UP,1
2013-07-31,62.18,62.15,62.36,57.8214,49.2487,UP,1
2013-08-01,63.2,62.96,62.382,57.9654,49.3514,UP,1
2013-08-02,63.35,62.98,62.55,58.121,49.4617,UP,1
2013-08-05,63.55,63.12,62.842,58.272,49.5759,DOWN,0
2013-08-06,63.19,63.32,63.094,58.429,49.6869,UP,1
2013-08-07,63.33,62.86,63.324,58.581,49.7929,UP,1
2013-08-08,63.53,63.7,63.39,58.755,49.9006,UP,1
2013-08-09,64.11,63.26,63.542,58.9314,50.011,UP,1
2013-08-12,64.4,63.97,63.712,59.115,50.1266,UP,1
2013-08-13,64.8,64.55,64.034,59.3218,50.2415,DOWN,0
2013-08-14,63.92,64.85,64.152,59.5028,50.3543,DOWN,0
2013-08-15,63.24,63.48,64.094,59.6788,50.4581,UP,1
2013-08-16,63.47,63.24,63.966,59.8442,50.566,UP,1
2013-08-19,63.5,63.36,63.786,59.9938,50.6716,UP,1
2013-08-20,63.96,63.5,63.618,60.1398,50.774,DOWN,0
2013-08-21,63.93,63.7,63.62,60.2978,50.8779,UP,1
2013-08-22,65.21,64.13,64.014,60.4966,50.9839,UP,1
2013-08-23,65.35,65.57,64.39,60.6838,51.0858,UP,1
2013-08-26,65.62,65.27,64.814,60.8744,51.1967,DOWN,0
2013-08-27,63.92,65.12,64.806,61.0266,51.3098,UP,1
2013-08-28,64.22,63.95,64.864,61.1582,51.4299,UP,1
2013-08-29,64.61,64.05,64.744,61.3174,51.5536,DOWN,0
2013-08-30,63.32,64.58,64.338,61.4652,51.6682,UP,1
2013-09-03,63.59,64.27,63.932,61.636,51.7864,UP,1
2013-09-04,64.24,63.45,63.996,61.82,51.9066,DOWN,0
2013-09-05,64.13,64.09,63.978,62.009,52.0257,UP,1
2013-09-06,64.77,64.28,64.01,62.1978,52.1466,UP,1
2013-09-09,65.92,64.63,64.53,62.3844,52.2731,UP,1
2013-09-10,66.83,66.14,65.178,62.5914,52.4029,UP,1
2013-09-11,67.56,66.68,65.842,62.8042,52.5357,UP,1
2013-09-12,68.0,67.67,66.616,63.0322,52.6693,DOWN,0
2013-09-13,67.85,68.0,67.232,63.2432,52.803,UP,1
2013-09-16,68.7,68.81,67.788,63.4562,52.9419,UP,1
2013-09-17,69.32,68.73,68.286,63.687,53.0835,UP,1
2013-09-18,69.49,69.15,68.672,63.9114,53.2267,DOWN,0
2013-09-19,69.09,69.52,68.89,64.11,53.3716,DOWN,0
2013-09-20,67.79,69.24,68.878,64.254,53.5092,DOWN,0
2013-09-23,67.62,67.91,68.662,64.4026,53.6461,DOWN,0
2013-09-24,67.47,67.6,68.292,64.5346,53.783,DOWN,0
2013-09-25,67.38,67.51,67.87,64.6818,53.9163,UP,1
2013-09-26,67.41,67.5,67.534,64.82,54.0484,UP,1
2013-09-27,67.42,66.93,67.46,64.9286,54.1803,DOWN,0
2013-09-30,67.4,67.03,67.416,65.0208,54.3077,UP,1
2013-10-01,68.72,67.25,67.666,65.1366,54.444,DOWN,0
2013-10-02,68.07,68.37,67.804,65.2328,54.5769,DOWN,0
2013-10-03,67.63,67.96,67.848,65.3186,54.7069,UP,1
2013-10-04,67.87,67.75,67.938,65.4142,54.8342,DOWN,0
2013-10-07,67.57,67.42,67.972,65.5154,54.9607,DOWN,0
2013-10-08,67.31,67.48,67.69,65.6198,55.0812,UP,1
2013-10-09,67.41,67.53,67.558,65.7294,55.2035,UP,1
2013-10-10,70.35,68.25,68.102,65.8928,55.3413,UP,1
2013-10-11,70.76,69.96,68.68,66.044,55.4815,UP,1
2013-10-14,71.3,70.37,69.426,66.203,55.6258,DOWN,0
2013-10-15,71.19,71.24,70.202,66.3558,55.771,UP,1
2013-10-16,71.53,71.54,71.026,66.5226,55.912,UP,1
2013-10-17,71.95,71.22,71.346,66.695,56.0514,UP,1
2013-10-18,73.03,72.32,71.8,66.885,56.1973,DOWN,0
2013-10-21,72.27,73.03,71.994,67.0482,56.3385,DOWN,0
2013-10-22,72.22,72.43,72.2,67.2046,56.4812,DOWN,0
2013-10-23,72.07,71.94,72.308,67.35,56.625,UP,1
2013-10-24,72.42,72.31,72.402,67.52,56.7711,DOWN,0
2013-10-25,71.94,72.49,72.184,67.694,56.9135,DOWN,0
2013-10-28,71.66,71.77,72.062,67.8578,57.0554,UP,1
2013-10-29,72.0,71.65,72.018,68.0278,57.1986,DOWN,0
2013-10-30,71.62,72.0,71.928,68.181,57.3379,DOWN,0
2013-10-31,71.55,71.87,71.754,68.3334,57.4798,UP,1
2013-11-01,71.83,71.69,71.732,68.4658,57.6176,UP,1
2013-11-04,72.79,71.97,71.958,68.6146,57.7585,DOWN,0
2013-11-05,72.25,72.55,72.008,68.7472,57.8947,UP,1
2013-11-06,72.65,72.41,72.214,68.9218,58.0299,UP,1
2013-11-07,72.96,75.0,72.496,69.0966,58.1669,UP,1
2013-11-08,76.08,73.78,73.346,69.326,58.3199,UP,1
2013-11-11,76.73,76.33,74.134,69.5942,58.4791,UP,1
2013-11-12,77.25,76.75,75.134,69.8674,58.6416,UP,1
2013-11-13,78.44,77.1,76.292,70.1514,58.8119,UP,1
2013-11-14,78.97,78.6,77.494,70.4482,58.9853,UP,1
2013-11-15,79.36,79.0,78.15,70.74,59.1594,DOWN,0
2013-11-18,79.11,79.92,78.626,71.0038,59.3339,UP,1
2013-11-19,79.16,79.0,79.008,71.2504,59.5089,UP,1
2013-11-20,79.45,79.4,79.21,71.4882,59.6842,UP,1
2013-11-21,80.51,79.66,79.518,71.7384,59.8623,DOWN,0
2013-11-22,80.47,80.41,79.74,71.9908,60.0377,UP,1
2013-11-25,80.99,80.5,80.116,72.2366,60.2165,UP,1
2013-11-26,81.86,80.97,80.656,72.4874,60.3996,UP,1
2013-11-27,82.74,81.94,81.314,72.7524,60.5855,DOWN,0
2013-11-29,82.23,82.81,81.658,73.0152,60.7707,UP,1
2013-12-02,82.43,82.56,82.05,73.308,60.9561,UP,1
2013-12-03,83.0,82.38,82.452,73.6156,61.1434,DOWN,0
2013-12-04,82.77,82.73,82.634,73.9216,61.33,DOWN,0
2013-12-05,81.77,82.47,82.44,74.2094,61.5157,UP,1
2013-12-06,82.31,82.26,82.456,74.5074,61.7025,DOWN,0
2013-12-09,81.48,82.31,82.266,74.7886,61.8885,DOWN,0
2013-12-10,80.41,81.12,81.748,75.0488,62.0632,DOWN,0
2013-12-11,79.52,80.64,81.098,75.2648,62.2252,UP,1
2013-12-12,80.24,79.55,80.792,75.5082,62.3862,UP,1
2013-12-13,81.37,80.68,80.604,75.783,62.5535,UP,1
2013-12-16,82.78,81.53,80.864,76.0812,62.7311,UP,1
2013-12-17,84.36,85.5,81.654,76.417,62.9126,UP,1
2013-12-18,84.69,84.83,82.688,76.7646,63.0902,DOWN,0
2013-12-19,84.35,84.65,83.51,77.1034,63.2667,UP,1
2013-12-20,87.04,84.73,84.644,77.4372,63.4491,UP,1
2013-12-23,87.62,88.0,85.612,77.7744,63.6327,UP,1
2013-12-24,87.86,87.53,86.312,78.1056,63.8153,UP,1
2013-12-26,88.23,88.49,87.02,78.4464,63.9922,UP,1
2013-12-27,88.78,90.65,87.906,78.7914,64.1657,UP,1
2013-12-30,88.82,88.77,88.262,79.1288,64.3397,UP,1
2013-12-31,90.01,88.9,88.74,79.4684,64.5215,DOWN,0
2014-01-02,87.91,89.63,88.75,79.7812,64.6986,UP,1
2014-01-03,88.42,87.86,88.788,80.1052,64.8766,UP,1
2014-01-06,90.04,89.1,89.04,80.4646,65.0666,UP,1
2014-01-07,91.19,92.0,89.514,80.84,65.2605,DOWN,0
2014-01-08,90.75,91.19,89.662,81.2162,65.4524,UP,1
2014-01-09,90.87,91.36,90.254,81.6004,65.6408,UP,1
2014-01-10,92.6,90.93,91.09,82.0124,65.839,UP,1
2014-01-13,93.02,92.75,91.686,82.4404,66.0374,UP,1
2014-01-14,94.14,93.11,92.276,82.8922,66.2392,UP,1
2014-01-15,95.3,94.75,93.186,83.3616,66.4533,DOWN,0
2014-01-16,95.22,95.02,94.056,83.8102,66.6697,UP,1
2014-01-17,95.24,95.2,94.584,84.27,66.8863,UP,1
2014-01-21,96.15,96.15,95.21,84.74,67.1092,UP,1
2014-01-22,97.93,96.51,95.968,85.2394,67.3423,DOWN,0
2014-01-23,97.2,97.35,96.348,85.6618,67.5729,DOWN,0
2014-01-24,93.45,96.51,95.994,85.9962,67.7809,DOWN,0
2014-01-27,92.99,93.49,95.544,86.311,67.9852,UP,1
2014-01-28,93.88,92.99,95.09,86.6198,68.1863,DOWN,0
2014-01-29,93.23,93.05,94.15,86.905,68.3931,UP,1
2014-01-30,93.91,93.9,93.492,87.196,68.6052,UP,1
2014-01-31,95.02,92.865,93.806,87.5142,68.8271,DOWN,0
2014-02-03,89.71,95.07,93.15,87.7252,69.0251,UP,1
2014-02-04,90.7,89.92,92.514,87.9502,69.2273,DOWN,0
2014-02-05,90.56,90.7,91.98,88.1512,69.4295,UP,1
2014-02-06,90.82,90.93,91.362,88.3582,69.6286,UP,1
2014-02-07,92.89,91.0,90.936,88.5962,69.8367,DOWN,0
2014-02-10,91.43,92.92,91.28,88.7876,70.0314,UP,1
2014-02-11,92.81,91.66,91.702,88.989,70.2361,UP,1
2014-02-12,93.48,92.99,92.286,89.214,70.4389,UP,1
2014-02-13,95.32,93.08,93.186,89.4718,70.6511,UP,1
2014-02-14,96.01,95.14,93.81,89.732,70.8715,UP,1
2014-02-18,97.17,96.38,94.958,90.02,71.0925,DOWN,0
2014-02-19,96.0,96.78,95.596,90.3046,71.3058,UP,1
2014-02-20,98.01,96.23,96.502,90.6186,71.5287,UP,1
2014-02-21,98.1,98.28,97.058,90.951,71.7492,DOWN,0
2014-02-24,98.09,98.27,97.474,91.3046,71.9721,DOWN,0
2014-02-25,97.0,98.28,97.44,91.6542,72.1887,DOWN,0
2014-02-26,96.9,97.32,97.62,91.9874,72.4042,UP,1
2014-02-27,100.68,100.67,98.154,92.3736,72.64,UP,1
2014-02-28,101.33,101.43,98.8,92.7446,72.8759,UP,1
2014-03-03,103.26,100.17,99.834,93.1226,73.1194,UP,1
2014-03-04,104.55,105.79,101.344,93.5198,73.3662,DOWN,0
2014-03-05,103.89,104.82,102.742,93.9106,73.6066,UP,1
2014-03-06,104.96,104.13,103.598,94.269,73.8551,DOWN,0
2014-03-07,104.81,106.0,104.294,94.6128,74.0991,UP,1
2014-03-10,105.37,104.95,104.716,94.963,74.3481,DOWN,0
2014-03-11,103.63,105.4,104.532,95.271,74.5863,UP,1
2014-03-12,103.86,103.0,104.526,95.5726,74.8289,DOWN,0
2014-03-13,102.3,104.07,103.994,95.8422,75.0617,UP,1
2014-03-14,102.35,102.3,103.502,96.089,75.2993,DOWN,0
2014-03-17,101.89,101.66,102.806,96.3686,75.5323,UP,1
2014-03-18,102.31,101.75,102.542,96.6464,75.7678,DOWN,0
2014-03-19,101.07,102.37,101.984,96.867,76.0008,DOWN,0
2014-03-20,100.69,101.18,101.662,97.057,76.2299,DOWN,0
2014-03-21,99.5,101.37,101.092,97.232,76.4552,UP,1
2014-03-24,99.88,100.45,100.69,97.4122,76.6786,UP,1
2014-03-25,100.36,100.25,100.3,97.5674,76.9003,DOWN,0
2014-03-26,99.4,100.73,99.966,97.695,77.114,UP,1
2014-03-27,99.96,99.49,99.82,97.8114,77.3337,DOWN,0
2014-03-28,99.9,100.21,99.9,97.9034,77.5568,UP,1
2014-03-31,102.26,100.57,100.376,98.0442,77.7882,UP,1
2014-04-01,103.32,102.34,100.968,98.2058,78.0243,UP,1
2014-04-02,104.16,103.65,101.92,98.366,78.2636,UP,1
2014-04-03,104.49,104.61,102.826,98.4972,78.4978,DOWN,0
2014-04-04,100.81,104.36,103.008,98.5694,78.7186,DOWN,0
2014-04-07,99.82,100.84,102.52,98.6968,78.9381,DOWN,0
2014-04-08,98.23,99.83,101.502,98.8016,79.154,UP,1
2014-04-09,100.27,98.98,100.724,98.9294,79.3801,DOWN,0
2014-04-10,99.41,100.35,99.708,99.053,79.6038,DOWN,0
2014-04-11,98.17,99.21,99.18,99.1382,79.818,UP,1
2014-04-14,98.52,98.51,98.92,99.2082,80.0276,UP,1
2014-04-15,99.81,98.52,99.236,99.4102,80.2443,UP,1
2014-04-16,101.36,100.26,99.454,99.6234,80.4665,UP,1
2014-04-17,104.04,101.36,100.38,99.893,80.7037,DOWN,0
2014-04-21,103.95,103.67,101.536,100.1556,80.9369,DOWN,0
2014-04-22,103.63,104.0,102.558,100.3704,81.1648,UP,1
2014-04-23,104.1,103.73,103.416,100.6238,81.3964,DOWN,0
2014-04-24,103.82,104.38,103.908,100.844,81.6242,DOWN,0
2014-04-25,100.56,103.3,103.212,100.9856,81.8312,DOWN,0
2014-04-28,99.08,101.54,102.238,101.0608,82.0236,UP,1
2014-04-29,101.28,99.45,101.768,101.1662,82.2291,UP,1
2014-04-30,103.0,101.26,101.548,101.2828,82.4397,UP,1
2014-05-01,103.22,102.97,101.428,101.4272,82.6557,UP,1
2014-05-02,104.29,102.88,102.174,101.5528,82.8747,DOWN,0
2014-05-05,103.57,103.95,103.072,101.6622,83.0826,DOWN,0
2014-05-06,102.02,102.95,103.22,101.7408,83.2787,UP,1
2014-05-07,103.75,102.12,103.37,101.8758,83.4828,DOWN,0
2014-05-08,100.76,100.08,102.878,101.953,83.6703,DOWN,0
2014-05-09,100.23,100.51,102.066,101.944,83.8548,UP,1
2014-05-12,101.24,100.2,101.6,101.9422,84.0455,UP,1
2014-05-13,101.7,101.45,101.536,101.911,84.2415,DOWN,0
2014-05-14,99.7,101.68,100.726,101.814,84.4295,DOWN,0
2014-05-15,96.45,98.36,99.864,101.6652,84.6021,DOWN,0
2014-05-16,96.15,96.79,99.048,101.489,84.772,DOWN,0
2014-05-19,96.0,95.79,98.0,101.3128,84.936,DOWN,0
2014-05-20,95.22,95.78,96.704,101.1098,85.0954,UP,1
2014-05-21,96.41,95.7,96.046,100.9654,85.2597,UP,1
2014-05-22,97.2,96.26,96.196,100.8322,85.4297,UP,1
2014-05-23,98.62,97.5,96.69,100.7586,85.6062,UP,1
2014-05-27,99.28,98.67,97.346,100.6972,85.7849,UP,1
2014-05-28,99.94,99.11,98.29,100.6582,85.964,DOWN,0
2014-05-29,99.38,100.44,98.884,100.5996,86.1389,UP,1
2014-05-30,99.83,98.94,99.41,100.5748,86.3141,UP,1
2014-06-02,101.01,99.54,99.888,100.5812,86.4996,UP,1
2014-06-03,101.09,100.36,100.25,100.613,86.6888,UP,1
2014-06-04,101.13,100.94,100.488,100.638,86.8771,UP,1
2014-06-05,101.81,101.56,100.974,100.667,87.0686,UP,1
2014-06-06,102.5,102.0,101.508,100.729,87.2614,UP,1
2014-06-09,103.24,102.64,101.954,100.7946,87.4579,DOWN,0
2014-06-10,102.6,102.88,102.256,100.8486,87.6449,DOWN,0
2014-06-11,101.02,102.08,102.234,100.8238,87.8232,DOWN,0
2014-06-12,99.14,100.95,101.7,100.7402,87.9908,DOWN,0
2014-06-13,98.84,99.19,100.968,100.6338,88.1654,DOWN,0
2014-06-16,98.43,98.59,100.006,100.5126,88.3365,UP,1
2014-06-17,98.81,98.4,99.248,100.4726,88.5075,DOWN,0
2014-06-18,97.87,99.06,98.618,100.4336,88.6802,DOWN,0
2014-06-19,97.34,97.85,98.258,100.4158,88.849,DOWN,0
2014-06-20,97.15,97.21,97.92,100.3534,89.0135,DOWN,0
2014-06-23,96.31,97.04,97.496,100.2914,89.1744,DOWN,0
2014-06-24,93.9,96.0,96.514,100.206,89.3201,UP,1
2014-06-25,94.14,94.03,95.768,100.1184,89.4612,DOWN,0
2014-06-26,93.59,94.14,95.018,99.994,89.595,UP,1
2014-06-27,94.23,93.12,94.434,99.8514,89.7283,UP,1
2014-06-30,94.59,94.5,94.09,99.6624,89.8613,UP,1
2014-07-01,95.34,95.01,94.378,99.4902,89.9987,DOWN,0
2014-07-02,94.21,95.0,94.392,99.3018,90.1263,DOWN,0
2014-07-03,94.04,94.68,94.482,99.1006,90.2499,DOWN,0
2014-07-07,93.53,94.0,94.342,98.8948,90.3701,DOWN,0
2014-07-08,92.21,93.5,93.866,98.7278,90.4857,DOWN,0
2014-07-09,92.04,92.78,93.206,98.587,90.6069,UP,1
2014-07-10,92.42,91.05,92.848,98.4098,90.7309,DOWN,0
2014-07-11,92.11,92.47,92.462,98.192,90.8541,UP,1
2014-07-14,92.76,92.86,92.308,97.9828,90.981,UP,1
2014-07-15,92.87,92.72,92.44,97.7544,91.1083,DOWN,0
2014-07-16,91.74,93.53,92.38,97.5178,91.2299,DOWN,0
2014-07-17,90.47,91.71,91.99,97.2868,91.3452,UP,1
2014-07-18,92.05,90.64,91.978,97.0528,91.4619,UP,1
2014-07-21,92.29,91.86,91.884,96.8834,91.583,UP,1
2014-07-22,93.04,93.04,91.918,96.7396,91.7101,UP,1
2014-07-23,93.24,93.15,92.218,96.5796,91.8369,UP,1
2014-07-24,93.4,93.24,92.804,96.4136,91.9661,DOWN,0
2014-07-25,93.4,93.15,93.074,96.2876,92.0965,UP,1
2014-07-28,93.63,93.56,93.342,96.2312,92.2276,DOWN,0
2014-07-29,92.98,93.57,93.33,96.1678,92.3408,UP,1
2014-07-30,93.06,93.22,93.294,96.109,92.4523,DOWN,0
2014-07-31,90.92,92.48,92.798,96.023,92.5504,DOWN,0
2014-08-01,90.41,90.53,92.2,95.903,92.6465,DOWN,0
2014-08-04,89.29,90.13,91.332,95.7448,92.7353,UP,1
2014-08-05,89.96,89.1,90.728,95.5716,92.8253,DOWN,0
2014-08-06,89.4,89.46,89.996,95.374,92.9072,UP,1
2014-08-07,93.16,89.695,90.444,95.2384,93.0116,UP,1
2014-08-08,94.86,93.17,91.334,95.148,93.1248,UP,1
2014-08-11,96.03,96.12,92.682,95.072,93.2446,DOWN,0
2014-08-12,95.87,96.06,93.864,94.9692,93.3619,UP,1
2014-08-13,99.22,96.57,95.828,94.9318,93.4983,UP,1
2014-08-14,100.2,99.3,97.236,94.9132,93.641,DOWN,0
2014-08-15,99.71,100.39,98.206,94.8712,93.7795,UP,1
2014-08-18,101.44,100.2,99.288,94.85,93.9286,UP,1
2014-08-19,102.79,101.68,100.672,94.841,94.0848,UP,1
2014-08-20,102.86,102.66,101.4,94.8462,94.24,UP,1
2014-08-21,103.43,102.82,102.046,94.8944,94.3932,DOWN,0
2014-08-22,102.91,103.56,102.686,94.9698,94.5465,UP,1
2014-08-25,103.17,103.48,103.032,95.0564,94.6991,DOWN,0
2014-08-26,102.51,103.0,102.976,95.138,94.8468,UP,1
2014-08-27,103.0,102.63,103.004,95.2218,94.9814,DOWN,0
2014-08-28,102.08,102.87,102.734,95.306,95.1082,UP,1
2014-08-29,102.11,102.11,102.574,95.4014,95.2325,UP,1
2014-09-02,104.74,102.26,102.888,95.5532,95.364,DOWN,0
2014-09-03,102.35,104.69,102.856,95.674,95.4809,DOWN,0
2014-09-04,101.17,102.48,102.49,95.8194,95.5899,UP,1
2014-09-05,102.61,101.17,102.596,95.9888,95.7074,UP,1
2014-09-08,103.39,102.51,102.852,96.1848,95.8286,UP,1
2014-09-09,104.61,103.41,102.826,96.3924,95.9544,UP,1
2014-09-10,106.25,104.75,103.606,96.6256,96.0831,DOWN,0
2014-09-11,105.63,106.07,104.498,96.8314,96.2089,DOWN,0
2014-09-12,105.17,105.34,105.01,97.0506,96.3298,DOWN,0
2014-09-15,105.06,105.3,105.344,97.271,96.4458,UP,1
2014-09-16,105.78,105.24,105.578,97.516,96.561,UP,1
2014-09-17,107.02,105.78,105.732,97.8122,96.6849,UP,1
2014-09-18,107.59,107.61,106.124,98.1232,96.8107,DOWN,0
2014-09-19,105.88,107.6,106.266,98.3924,96.9251,DOWN,0
2014-09-22,104.36,105.61,106.126,98.6374,97.0331,DOWN,0
2014-09-23,103.56,104.25,105.682,98.8534,97.142,UP,1
2014-09-24,104.41,103.46,105.16,99.0842,97.2525,DOWN,0
2014-09-25,104.1,103.95,104.462,99.3314,97.3656,UP,1
2014-09-26,104.88,104.15,104.262,99.6196,97.488,UP,1
2014-09-29,105.2,103.99,104.43,99.8826,97.6164,DOWN,0
2014-09-30,104.21,105.04,104.56,100.121,97.7362,DOWN,0
2014-10-01,103.04,103.8,104.286,100.321,97.8446,DOWN,0
2014-10-02,102.9,103.0,104.046,100.5142,97.9452,UP,1
2014-10-03,103.93,103.62,103.856,100.7248,98.043,DOWN,0
2014-10-06,101.93,103.84,103.202,100.8954,98.1292,DOWN,0
2014-10-07,98.41,101.57,102.042,100.991,98.1995,UP,1
2014-10-08,99.4,98.53,101.314,101.1194,98.2613,DOWN,0
2014-10-09,97.91,98.95,100.316,101.2164,98.3128,DOWN,0
2014-10-10,95.3,97.49,98.59,101.304,98.35,DOWN,0
2014-10-13,92.37,95.23,96.678,101.3432,98.3707,UP,1
2014-10-14,93.91,92.8,95.778,101.4356,98.3963,DOWN,0
2014-10-15,93.31,92.25,94.56,101.5026,98.4188,DOWN,0
2014-10-16,92.53,91.5,93.484,101.5652,98.4314,UP,1
2014-10-17,94.34,93.85,93.292,101.5888,98.4635,DOWN,0
2014-10-20,93.17,93.78,93.452,101.555,98.4873,UP,1
2014-10-21,96.84,93.27,94.038,101.5712,98.5213,DOWN,0
2014-10-22,96.23,97.0,94.622,101.5784,98.5465,UP,1
2014-10-23,97.73,97.43,95.662,101.5486,98.5814,DOWN,0
2014-10-24,97.65,97.72,96.324,101.4976,98.6153,UP,1
2014-10-27,98.91,97.5,97.472,101.4816,98.6468,UP,1
2014-10-28,102.02,99.24,98.508,101.4932,98.6918,UP,1
2014-10-29,103.31,101.99,99.924,101.5036,98.7377,UP,1
2014-10-30,103.92,103.54,101.162,101.5248,98.7808,UP,1
2014-10-31,105.82,105.0,102.796,101.5726,98.8338,DOWN,0
2014-11-03,105.24,105.35,104.062,101.6192,98.8838,UP,1
2014-11-04,105.49,105.2,104.756,101.6656,98.9305,DOWN,0
2014-11-05,104.96,105.76,105.086,101.7146,98.9656,UP,1
2014-11-06,105.92,100.7,105.486,101.773,99.0092,UP,1
2014-11-07,106.83,106.0,105.688,101.868,99.0761,UP,1
2014-11-10,109.56,107.17,106.552,102.017,99.159,DOWN,0
2014-11-11,108.28,109.84,107.11,102.0878,99.231,UP,1
2014-11-12,108.36,108.15,107.79,102.208,99.3066,DOWN,0
2014-11-13,107.83,108.28,108.172,102.3412,99.3762,UP,1
2014-11-14,107.85,107.58,108.376,102.446,99.4404,UP,1
2014-11-17,108.05,107.67,108.074,102.5392,99.5321,UP,1
2014-11-18,108.69,108.51,108.156,102.6208,99.622,UP,1
