ticker,CL US Equity,CL US Equity,CL US Equity,CL US Equity,CL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-01-24,26.875,26.8245,26.1844,27.09,27.3761,UP,1
2006-01-25,27.825,27.37,26.1893,27.203,27.3961,DOWN,0
2006-01-26,27.305,27.89,26.1909,27.163,27.4059,UP,1
2006-01-27,27.995,28.0,26.1961,27.392,27.4341,DOWN,0
2006-01-30,27.675,28.035,26.2012,27.535,27.4523,DOWN,0
2006-01-31,27.445,27.5,26.2064,27.649,27.4652,UP,1
2006-02-01,27.65,27.4565,26.2137,27.614,27.4762,DOWN,0
2006-02-02,27.42,27.65,26.2205,27.637,27.486,DOWN,0
2006-02-03,27.27,27.225,26.2292,27.492,27.4875,DOWN,0
2006-02-06,27.075,27.1,26.2345,27.372,27.4903,DOWN,0
2006-02-07,26.91,27.0,26.2406,27.265,27.4885,UP,1
2006-02-08,26.94,26.86,26.2462,27.123,27.4868,DOWN,0
2006-02-09,26.88,26.84,26.2539,27.015,27.4813,UP,1
2006-02-10,27.01,26.925,26.2621,26.963,27.4786,UP,1
2006-02-13,27.045,27.0,26.2713,26.957,27.4743,UP,1
2006-02-14,27.125,27.08,26.2824,27.0,27.4649,UP,1
2006-02-15,27.255,27.135,26.2934,27.063,27.4604,UP,1
2006-02-16,27.405,27.25,26.3058,27.168,27.456,DOWN,0
2006-02-17,27.4,27.385,26.3177,27.246,27.4487,DOWN,0
2006-02-21,27.16,27.25,26.3296,27.269,27.4428,UP,1
2006-02-22,27.285,27.085,26.3431,27.301,27.4359,UP,1
2006-02-23,27.325,27.175,26.3572,27.315,27.432,DOWN,0
2006-02-24,27.31,27.4,26.3723,27.296,27.4295,UP,1
2006-02-27,27.715,27.185,26.3876,27.359,27.4273,DOWN,0
2006-02-28,27.24,27.65,26.4007,27.375,27.4096,UP,1
2006-03-01,27.385,27.34,26.4161,27.395,27.3934,DOWN,0
2006-03-02,27.255,27.275,26.4294,27.381,27.3791,UP,1
2006-03-03,27.43,27.18,26.4426,27.405,27.3689,DOWN,0
2006-03-06,27.15,27.365,26.4523,27.292,27.3584,UP,1
2006-03-07,27.32,27.035,26.4622,27.308,27.3523,UP,1
2006-03-08,28.27,27.375,26.4758,27.485,27.3635,UP,1
2006-03-09,28.64,28.2805,26.4922,27.762,27.3813,UP,1
2006-03-10,28.86,28.75,26.5095,28.048,27.4082,UP,1
2006-03-13,28.905,29.0,26.5278,28.399,27.4338,DOWN,0
2006-03-14,28.325,28.66,26.5437,28.6,27.4473,UP,1
2006-03-15,28.335,28.325,26.5602,28.613,27.4655,DOWN,0
2006-03-16,28.325,28.35,26.5769,28.55,27.4829,UP,1
2006-03-17,28.345,28.44,26.5931,28.447,27.4942,UP,1
2006-03-20,28.5,28.47,26.6115,28.366,27.5169,UP,1
2006-03-21,28.79,28.5,26.6328,28.459,27.5445,UP,1
2006-03-22,29.01,28.445,26.6554,28.594,27.57,DOWN,0
2006-03-23,28.67,28.9,26.6746,28.663,27.5943,UP,1
2006-03-24,28.9,28.65,26.6946,28.774,27.6255,DOWN,0
2006-03-27,28.885,28.935,26.7148,28.851,27.6607,DOWN,0
2006-03-28,28.605,29.0,26.7334,28.814,27.6853,UP,1
2006-03-29,28.83,28.73,26.7533,28.778,27.717,UP,1
2006-03-30,29.14,28.705,26.7749,28.872,27.7546,DOWN,0
2006-03-31,28.55,29.01,26.7938,28.802,27.7755,UP,1
2006-04-03,28.915,28.75,26.8161,28.808,27.8168,UP,1
2006-04-04,28.935,29.05,26.8375,28.874,27.8563,UP,1
2006-04-05,28.99,29.0,26.8556,28.906,27.8986,UP,1
2006-04-06,29.015,28.99,26.8735,28.881,27.9224,DOWN,0
2006-04-07,28.775,29.015,26.8894,28.926,27.9518,UP,1
2006-04-10,28.9,28.65,26.9055,28.923,27.9699,DOWN,0
2006-04-11,28.53,28.775,26.9217,28.842,27.987,DOWN,0
2006-04-12,28.44,28.6,26.9385,28.732,28.0069,DOWN,0
2006-04-13,28.3,28.2,26.9534,28.589,28.0199,DOWN,0
2006-04-17,28.13,28.25,26.9669,28.46,28.0341,UP,1
2006-04-18,28.37,28.14,26.984,28.354,28.0561,UP,1
2006-04-19,28.465,28.335,27.0012,28.341,28.0839,UP,1
2006-04-20,28.47,28.305,27.0176,28.347,28.1151,DOWN,0
2006-04-21,28.43,28.65,27.0359,28.373,28.1449,UP,1
2006-04-24,28.67,28.545,27.0542,28.481,28.1807,UP,1
2006-04-25,28.675,28.8,27.0715,28.542,28.214,UP,1
2006-04-26,29.475,29.025,27.0928,28.744,28.2626,UP,1
2006-04-27,29.72,29.87,27.1143,28.994,28.3145,DOWN,0
2006-04-28,29.56,29.525,27.1342,29.22,28.3606,DOWN,0
2006-05-01,29.375,29.625,27.1529,29.361,28.4,UP,1
2006-05-02,29.69,29.475,27.1725,29.564,28.4458,DOWN,0
2006-05-03,29.675,29.47,27.1921,29.604,28.4961,UP,1
2006-05-04,29.895,29.55,27.213,29.639,28.5483,UP,1
2006-05-05,30.165,29.895,27.2353,29.76,28.6051,UP,1
2006-05-08,30.405,30.075,27.2577,29.966,28.667,DOWN,0
2006-05-09,30.035,30.31,27.2779,30.035,28.7134,DOWN,0
2006-05-10,29.745,29.95,27.297,30.049,28.7635,DOWN,0
2006-05-11,29.535,29.735,27.3153,29.977,28.8065,UP,1
2006-05-12,29.62,29.565,27.3334,29.868,28.8538,UP,1
2006-05-15,29.825,29.55,27.3493,29.752,28.9017,UP,1
2006-05-16,30.3,30.11,27.3684,29.805,28.9647,UP,1
2006-05-17,30.49,30.3,27.3882,29.954,29.0281,DOWN,0
2006-05-18,30.05,30.15,27.4061,30.057,29.0637,DOWN,0
2006-05-19,29.735,30.035,27.422,30.08,29.0856,UP,1
2006-05-22,29.995,29.74,27.441,30.114,29.1083,DOWN,0
2006-05-23,29.715,30.01,27.4581,29.997,29.1245,UP,1
2006-05-24,29.895,29.76,27.4761,29.878,29.1559,UP,1
2006-05-25,29.975,29.89,27.4944,29.863,29.1887,UP,1
2006-05-26,30.365,30.05,27.5143,29.989,29.2295,DOWN,0
2006-05-30,30.115,30.1,27.5332,30.013,29.2649,UP,1
2006-05-31,30.17,30.115,27.552,30.104,29.2983,UP,1
2006-06-01,30.385,30.11,27.572,30.202,29.3302,DOWN,0
2006-06-02,30.11,30.5,27.5916,30.229,29.3522,DOWN,0
2006-06-05,29.795,30.0,27.6108,30.115,29.3747,UP,1
2006-06-06,30.105,29.8,27.6295,30.113,29.3988,UP,1
2006-06-07,30.365,30.21,27.651,30.152,29.4284,UP,1
2006-06-08,30.535,30.3,27.6727,30.182,29.467,UP,1
2006-06-09,30.755,30.535,27.6939,30.311,29.5055,DOWN,0
2006-06-12,30.66,30.8,27.7156,30.484,29.5359,UP,1
2006-06-13,30.7,30.625,27.7379,30.603,29.5789,DOWN,0
2006-06-14,30.175,30.65,27.7584,30.565,29.6041,DOWN,0
2006-06-15,30.125,30.055,27.7769,30.483,29.6279,UP,1
2006-06-16,30.345,30.2,27.7976,30.401,29.655,DOWN,0
2006-06-19,30.18,30.345,27.8172,30.305,29.6783,DOWN,0
2006-06-20,30.085,30.165,27.8361,30.182,29.7045,UP,1
2006-06-21,30.17,30.235,27.8557,30.181,29.7299,DOWN,0
2006-06-22,30.15,30.2,27.8727,30.186,29.7623,DOWN,0
2006-06-23,30.035,30.0,27.8877,30.124,29.7942,UP,1
2006-06-26,30.105,30.03,27.9047,30.109,29.8303,DOWN,0
2006-06-27,30.065,30.05,27.9217,30.105,29.869,DOWN,0
2006-06-28,29.67,29.95,27.9373,30.005,29.895,UP,1
2006-06-29,30.075,29.65,27.9558,29.99,29.9272,DOWN,0
2006-06-30,29.95,30.15,27.9741,29.973,29.9568,DOWN,0
2006-07-03,29.94,29.635,27.9913,29.94,29.987,DOWN,0
2006-07-05,29.885,29.91,28.0067,29.904,30.0113,UP,1
2006-07-06,30.515,29.95,28.0273,30.073,30.0481,DOWN,0
2006-07-07,30.44,30.38,28.048,30.146,30.0674,UP,1
2006-07-10,30.81,30.45,28.0721,30.318,30.0892,UP,1
2006-07-11,30.82,30.75,28.0963,30.494,30.1144,DOWN,0
2006-07-12,30.71,30.875,28.1197,30.659,30.1411,UP,1
2006-07-13,30.8,30.47,28.1453,30.716,30.1633,DOWN,0
2006-07-14,30.505,30.66,28.1679,30.729,30.1799,DOWN,0
2006-07-17,30.44,30.475,28.1891,30.655,30.1908,DOWN,0
2006-07-18,30.435,30.54,28.2099,30.578,30.1962,UP,1
2006-07-19,31.135,30.55,28.2336,30.663,30.2108,UP,1
2006-07-20,31.225,31.04,28.2573,30.748,30.2346,DOWN,0
2006-07-21,31.035,31.475,28.2798,30.854,30.2604,UP,1
2006-07-24,31.045,30.995,28.304,30.975,30.2906,DOWN,0
2006-07-25,30.325,30.65,28.3252,30.953,30.3047,DOWN,0
2006-07-26,29.725,29.9,28.3422,30.671,30.3027,DOWN,0
2006-07-27,29.46,29.775,28.3588,30.318,30.2859,UP,1
2006-07-28,29.835,29.6,28.3777,30.078,30.2728,DOWN,0
2006-07-31,29.66,29.71,28.3961,29.801,30.265,DOWN,0
2006-08-01,29.265,29.56,28.413,29.589,30.2556,UP,1
2006-08-02,29.5,29.155,28.4295,29.544,30.2457,DOWN,0
2006-08-03,29.11,29.425,28.444,29.474,30.2336,UP,1
2006-08-04,29.22,29.15,28.4599,29.351,30.2201,UP,1
2006-08-07,29.5,29.345,28.4757,29.319,30.2106,DOWN,0
2006-08-08,29.455,29.56,28.4927,29.357,30.1924,UP,1
2006-08-09,29.495,29.525,28.5101,29.356,30.18,UP,1
2006-08-10,29.895,29.555,28.5283,29.513,30.1745,DOWN,0
2006-08-11,29.755,29.8,28.5461,29.62,30.1619,UP,1
2006-08-14,29.83,30.025,28.5649,29.686,30.1563,UP,1
2006-08-15,30.05,30.15,28.5849,29.805,30.1614,DOWN,0
2006-08-16,29.885,29.95,28.6015,29.883,30.157,DOWN,0
2006-08-17,29.51,29.885,28.6167,29.806,30.1399,DOWN,0
2006-08-18,29.5,29.54,28.6333,29.755,30.1192,UP,1
2006-08-21,29.63,29.61,28.6507,29.715,30.0967,DOWN,0
2006-08-22,29.445,29.7,28.6679,29.594,30.0724,UP,1
2006-08-23,29.61,29.43,28.6863,29.539,30.0506,DOWN,0
2006-08-24,29.58,29.645,28.7043,29.553,30.0387,DOWN,0
2006-08-25,29.395,29.455,28.7196,29.532,30.0241,UP,1
2006-08-28,29.445,29.475,28.734,29.495,30.0061,UP,1
2006-08-29,29.725,29.375,28.7485,29.551,29.997,UP,1
2006-08-30,29.825,29.65,28.7635,29.594,29.9918,UP,1
2006-08-31,29.93,29.765,28.7802,29.664,29.987,UP,1
2006-09-01,30.325,30.16,28.798,29.85,29.9905,UP,1
2006-09-05,30.385,30.375,28.816,30.038,29.9975,UP,1
2006-09-06,30.665,30.325,28.8338,30.226,30.0087,DOWN,0
2006-09-07,30.34,30.635,28.8508,30.329,30.0142,UP,1
2006-09-08,30.38,30.43,28.8668,30.419,30.0284,UP,1
2006-09-11,31.025,30.35,28.8872,30.559,30.0474,UP,1
2006-09-12,31.15,31.05,28.908,30.712,30.0714,DOWN,0
2006-09-13,30.63,30.945,28.926,30.705,30.0852,UP,1
2006-09-14,30.89,30.4,28.9447,30.815,30.1053,UP,1
2006-09-15,31.07,30.95,28.9643,30.953,30.1164,DOWN,0
2006-09-18,30.96,31.175,28.9828,30.94,30.1268,DOWN,0
2006-09-19,30.92,30.875,28.9994,30.894,30.129,UP,1
2006-09-20,30.925,30.9,29.0166,30.953,30.1311,DOWN,0
2006-09-21,30.875,31.07,29.0329,30.95,30.1344,DOWN,0
2006-09-22,30.8,30.85,29.0481,30.896,30.1344,UP,1
2006-09-25,31.105,31.05,29.0663,30.925,30.1464,UP,1
2006-09-26,31.18,31.08,29.0841,30.977,30.1612,DOWN,0
2006-09-27,31.02,31.065,29.1016,30.996,30.1729,UP,1
2006-09-28,31.285,31.05,29.1208,31.078,30.1759,DOWN,0
2006-09-29,31.05,31.21,29.1369,31.128,30.1724,UP,1
2006-10-02,31.205,31.15,29.1523,31.148,30.1758,DOWN,0
2006-10-03,31.03,31.1,29.1665,31.118,30.1755,UP,1
2006-10-04,31.2,30.95,29.1827,31.154,30.193,UP,1
2006-10-05,31.445,31.125,29.2002,31.186,30.2274,DOWN,0
2006-10-06,31.325,31.35,29.2184,31.241,30.2647,DOWN,0
2006-10-09,31.31,31.125,29.2369,31.262,30.2942,DOWN,0
2006-10-10,31.125,31.325,29.2539,31.281,30.3235,DOWN,0
2006-10-11,31.015,31.005,29.2703,31.244,30.3585,DOWN,0
2006-10-12,30.74,31.1,29.2864,31.103,30.3833,DOWN,0
2006-10-13,30.4,30.655,29.3002,30.918,30.4091,DOWN,0
2006-10-16,30.045,30.2,29.3122,30.665,30.4256,DOWN,0
2006-10-17,29.895,29.895,29.3246,30.419,30.4335,UP,1
2006-10-18,30.21,30.0,29.3384,30.258,30.4486,DOWN,0
2006-10-19,30.115,30.175,29.35,30.133,30.461,UP,1
2006-10-20,30.37,30.15,29.3651,30.127,30.4705,DOWN,0
2006-10-23,30.155,30.34,29.3788,30.149,30.4785,UP,1
2006-10-24,30.235,30.075,29.3913,30.217,30.4866,UP,1
2006-10-25,31.085,30.875,29.4094,30.392,30.5073,UP,1
2006-10-26,31.39,31.4,29.4297,30.647,30.5374,UP,1
2006-10-27,31.655,31.39,29.4523,30.904,30.5803,UP,1
2006-10-30,31.9,31.61,29.475,31.253,30.6283,UP,1
2006-10-31,31.985,31.745,29.4987,31.603,30.6754,UP,1
2006-11-01,32.005,32.11,29.5224,31.787,30.7266,DOWN,0
2006-11-02,31.78,31.95,29.5437,31.865,30.77,UP,1
2006-11-03,31.835,31.835,29.5687,31.901,30.8151,UP,1
2006-11-06,32.03,31.9,29.594,31.927,30.8678,UP,1
2006-11-07,32.5,32.1,29.6221,32.03,30.9289,DOWN,0
2006-11-08,32.5,32.5,29.6455,32.129,30.9844,UP,1
2006-11-09,32.525,32.6,29.6716,32.278,31.0384,UP,1
2006-11-10,32.62,32.61,29.6947,32.435,31.0922,DOWN,0
2006-11-13,32.435,32.56,29.7185,32.516,31.1344,DOWN,0
2006-11-14,32.365,32.5,29.7431,32.489,31.174,DOWN,0
2006-11-15,32.16,32.26,29.7657,32.421,31.2039,UP,1
2006-11-16,32.825,32.275,29.7927,32.481,31.2536,UP,1
2006-11-17,33.005,32.735,29.8214,32.558,31.3061,DOWN,0
2006-11-20,32.99,33.41,29.851,32.669,31.3454,UP,1
2006-11-21,33.415,32.925,29.8835,32.879,31.3907,DOWN,0
2006-11-22,33.37,33.12,29.9156,33.121,31.4455,DOWN,0
2006-11-24,32.985,33.15,29.9462,33.153,31.4874,DOWN,0
2006-11-27,32.505,32.815,29.9736,33.053,31.5161,UP,1
2006-11-28,32.54,32.79,30.0011,32.963,31.5477,UP,1
2006-11-29,32.57,32.5,30.0283,32.794,31.5807,DOWN,0
2006-11-30,32.525,32.675,30.0547,32.625,31.6127,UP,1
2006-12-01,32.68,32.6,30.0811,32.564,31.6488,UP,1
2006-12-04,33.12,32.75,30.1097,32.687,31.6952,DOWN,0
2006-12-05,32.79,33.14,30.1378,32.737,31.7289,UP,1
2006-12-06,32.93,32.795,30.166,32.809,31.7639,DOWN,0
2006-12-07,32.815,32.85,30.1935,32.867,31.7998,DOWN,0
2006-12-08,32.8,32.825,30.2209,32.891,31.8301,UP,1
2006-12-11,32.945,32.83,30.2471,32.856,31.868,DOWN,0
2006-12-12,32.845,32.99,30.2751,32.867,31.9008,DOWN,0
2006-12-13,32.78,32.99,30.3021,32.837,31.9358,UP,1
2006-12-14,32.85,32.89,30.3301,32.844,31.9688,DOWN,0
2006-12-15,32.665,32.725,30.3562,32.817,31.9932,DOWN,0
2006-12-18,32.595,32.545,30.3835,32.747,32.0186,DOWN,0
2006-12-19,32.545,32.55,30.4096,32.687,32.0433,UP,1
2006-12-20,32.585,32.595,30.4312,32.648,32.0725,DOWN,0
2006-12-21,32.345,32.575,30.4497,32.547,32.0991,DOWN,0
2006-12-22,32.295,32.26,30.4669,32.473,32.1302,UP,1
2006-12-26,32.5,32.325,30.4848,32.454,32.1722,UP,1
2006-12-27,32.52,32.625,30.5058,32.449,32.2217,UP,1
2006-12-28,32.855,32.615,30.5284,32.503,32.2809,DOWN,0
2006-12-29,32.62,32.86,30.5499,32.558,32.3291,UP,1
2007-01-03,32.84,32.975,30.5724,32.667,32.3836,UP,1
2007-01-04,32.88,32.725,30.5943,32.743,32.4338,DOWN,0
2007-01-05,32.73,32.875,30.614,32.785,32.4853,UP,1
2007-01-08,32.855,32.68,30.6332,32.785,32.5377,DOWN,0
2007-01-09,32.84,33.025,30.654,32.829,32.5728,UP,1
2007-01-10,33.02,32.775,30.6746,32.865,32.6054,UP,1
2007-01-11,33.15,33.02,30.696,32.919,32.6353,UP,1
2007-01-12,33.42,33.145,30.72,33.057,32.6657,UP,1
2007-01-16,33.43,33.87,30.743,33.172,32.6946,DOWN,0
2007-01-17,33.275,33.305,30.7637,33.259,32.72,DOWN,0
2007-01-18,33.24,33.255,30.7872,33.303,32.7492,UP,1
2007-01-19,33.425,33.275,30.8097,33.358,32.781,DOWN,0
2007-01-22,33.26,33.45,30.8313,33.326,32.8056,DOWN,0
2007-01-23,33.16,33.135,30.8522,33.272,32.8188,UP,1
2007-01-24,33.245,33.07,30.8733,33.266,32.8337,DOWN,0
2007-01-25,33.0,33.05,30.8945,33.218,32.8432,UP,1
2007-01-26,33.09,33.025,30.9154,33.151,32.8526,UP,1
2007-01-29,33.355,33.1,30.9395,33.17,32.871,UP,1
2007-01-30,33.71,33.26,30.9659,33.28,32.8979,UP,1
2007-01-31,34.15,33.855,30.9951,33.461,32.9377,DOWN,0
2007-02-01,34.055,34.12,31.0248,33.672,32.9623,DOWN,0
2007-02-02,33.87,33.95,31.0523,33.828,32.9796,DOWN,0
2007-02-05,33.745,33.765,31.0787,33.906,32.9947,DOWN,0
2007-02-06,33.495,33.62,31.1038,33.863,32.9963,UP,1
2007-02-07,33.5,33.575,31.1291,33.733,32.9989,UP,1
2007-02-08,33.515,33.575,31.1534,33.625,33.0095,DOWN,0
2007-02-09,33.46,33.59,31.1773,33.543,33.0286,DOWN,0
2007-02-12,33.455,33.585,31.1972,33.485,33.0469,UP,1
2007-02-13,33.78,33.415,31.2175,33.542,33.0711,UP,1
2007-02-14,33.95,33.755,31.2394,33.632,33.0996,UP,1
2007-02-15,33.955,34.045,31.2623,33.72,33.1251,UP,1
2007-02-16,34.38,34.335,31.2858,33.904,33.1503,UP,1
2007-02-20,34.435,34.225,31.3096,34.1,33.1832,DOWN,0
2007-02-21,34.25,34.285,31.3314,34.194,33.2096,DOWN,0
2007-02-22,34.18,34.1,31.3514,34.24,33.2369,DOWN,0
2007-02-23,34.165,34.095,31.3702,34.282,33.2642,UP,1
2007-02-26,34.235,34.265,31.3912,34.253,33.29,DOWN,0
2007-02-27,33.67,34.19,31.4109,34.1,33.3065,UP,1
2007-02-28,33.705,33.645,31.4317,33.991,33.325,DOWN,0
2007-03-01,33.465,33.18,31.4509,33.848,33.3373,DOWN,0
2007-03-02,33.325,33.435,31.4684,33.68,33.3505,DOWN,0
2007-03-05,33.3,33.2,31.4834,33.493,33.3646,DOWN,0
2007-03-06,33.295,33.405,31.4975,33.418,33.3796,DOWN,0
2007-03-07,32.935,33.31,31.5119,33.264,33.3866,UP,1
2007-03-08,33.115,32.9,31.5288,33.194,33.402,UP,1
2007-03-09,33.315,33.115,31.5454,33.192,33.4224,DOWN,0
2007-03-12,33.3,33.315,31.5633,33.192,33.4384,DOWN,0
2007-03-13,32.935,33.21,31.5785,33.12,33.4467,DOWN,0
2007-03-14,32.665,33.0,31.592,33.066,33.4429,DOWN,0
2007-03-15,32.63,32.69,31.6033,32.969,33.4431,DOWN,0
2007-03-16,32.55,32.71,31.6155,32.816,33.4373,UP,1
2007-03-19,32.69,32.56,31.6281,32.694,33.4335,UP,1
2007-03-20,32.905,32.65,31.6407,32.688,33.437,UP,1
2007-03-21,33.405,32.965,31.6571,32.836,33.448,UP,1
2007-03-22,33.525,33.84,31.6758,33.015,33.4617,UP,1
2007-03-23,33.56,33.525,31.6931,33.217,33.4725,DOWN,0
2007-03-26,33.47,33.595,31.7086,33.373,33.4789,DOWN,0
2007-03-27,33.235,33.36,31.7221,33.439,33.4752,UP,1
2007-03-28,33.44,33.17,31.7355,33.446,33.4754,DOWN,0
2007-03-29,33.42,33.525,31.7493,33.425,33.4783,DOWN,0
2007-03-30,33.395,33.46,31.7628,33.392,33.4814,DOWN,0
2007-04-02,33.03,33.355,31.7771,33.304,33.4735,DOWN,0
2007-04-03,33.01,33.225,31.7915,33.259,33.4685,UP,1
2007-04-04,33.09,33.11,31.8052,33.189,33.4671,UP,1
2007-04-05,33.315,33.12,31.8209,33.168,33.4685,UP,1
2007-04-09,33.355,33.325,31.8372,33.16,33.4756,DOWN,0
2007-04-10,32.985,33.325,31.8513,33.151,33.4735,DOWN,0
2007-04-11,32.945,32.9,31.8653,33.138,33.4653,UP,1
2007-04-12,33.17,32.875,31.881,33.154,33.4545,UP,1
2007-04-13,33.205,33.145,31.8965,33.132,33.4356,DOWN,0
2007-04-16,33.1,33.185,31.9116,33.081,33.4165,UP,1
2007-04-17,33.335,33.055,31.93,33.151,33.4058,UP,1
2007-04-18,33.37,33.5,31.9464,33.236,33.3983,UP,1
2007-04-19,33.5,33.795,31.9642,33.302,33.3984,UP,1
2007-04-20,33.645,33.365,31.9827,33.39,33.4013,DOWN,0
2007-04-23,33.53,33.7,32.0009,33.476,33.4016,UP,1
2007-04-24,33.96,33.95,32.0182,33.601,33.4116,DOWN,0
2007-04-25,33.72,34.3,32.0346,33.671,33.4169,DOWN,0
2007-04-26,33.28,33.595,32.0469,33.627,33.4069,UP,1
2007-04-27,33.52,33.205,32.0604,33.602,33.3983,UP,1
2007-04-30,33.87,33.75,32.0762,33.67,33.3966,UP,1
2007-05-01,34.05,33.925,32.0925,33.688,33.39,DOWN,0
2007-05-02,34.0,34.125,32.1099,33.744,33.3813,DOWN,0
2007-05-03,33.73,34.015,32.1264,33.834,33.3709,UP,1
2007-05-04,34.075,33.75,32.1446,33.945,33.3688,DOWN,0
2007-05-07,33.71,33.96,32.1575,33.913,33.3597,UP,1
2007-05-08,33.75,33.625,32.1701,33.853,33.35,UP,1
2007-05-09,33.92,33.7,32.1845,33.837,33.355,DOWN,0
2007-05-10,33.56,33.9,32.1971,33.803,33.3521,DOWN,0
2007-05-11,33.48,33.655,32.2129,33.684,33.3524,DOWN,0
2007-05-14,33.105,33.505,32.2298,33.563,33.348,UP,1
2007-05-15,33.17,33.2,32.2483,33.447,33.3454,UP,1
2007-05-16,33.76,33.225,32.2679,33.415,33.3547,DOWN,0
2007-05-17,33.705,33.86,32.2882,33.444,33.3701,DOWN,0
2007-05-18,33.65,33.745,32.3101,33.478,33.3808,DOWN,0
2007-05-21,33.515,33.66,32.3302,33.56,33.3848,DOWN,0
2007-05-22,33.475,33.475,32.352,33.621,33.3883,DOWN,0
2007-05-23,33.415,33.485,32.373,33.552,33.3979,DOWN,0
2007-05-24,33.22,33.49,32.3916,33.455,33.409,UP,1
2007-05-25,33.285,33.36,32.4107,33.382,33.4221,UP,1
2007-05-29,33.415,33.225,32.4303,33.362,33.4394,UP,1
2007-05-30,33.46,33.29,32.4481,33.359,33.4548,UP,1
2007-05-31,33.48,33.46,32.4668,33.372,33.4663,UP,1
2007-06-01,33.705,33.475,32.4861,33.469,33.4723,DOWN,0
2007-06-04,33.635,33.55,32.5041,33.539,33.4745,DOWN,0
2007-06-05,33.45,33.74,32.5219,33.546,33.4723,DOWN,0
2007-06-06,33.205,33.325,32.5404,33.495,33.467,DOWN,0
2007-06-07,33.105,33.125,32.5584,33.42,33.4644,UP,1
2007-06-08,33.345,33.11,32.577,33.348,33.4625,UP,1
2007-06-11,33.61,33.26,32.5978,33.343,33.4663,UP,1
2007-06-12,33.745,33.495,32.6185,33.402,33.4733,DOWN,0
2007-06-13,33.73,33.83,32.6392,33.507,33.4873,DOWN,0
2007-06-14,33.425,33.635,32.6594,33.571,33.4956,DOWN,0
2007-06-15,33.315,33.485,32.6787,33.565,33.5001,DOWN,0
2007-06-18,33.19,33.36,32.696,33.481,33.4976,DOWN,0
2007-06-19,32.86,33.09,32.7112,33.304,33.4877,UP,1
2007-06-20,33.2,33.345,32.7276,33.198,33.492,DOWN,0
2007-06-21,33.14,33.15,32.7416,33.141,33.4959,DOWN,0
2007-06-22,32.635,32.99,32.7529,33.005,33.4852,UP,1
2007-06-25,32.705,32.685,32.7631,32.908,33.4752,DOWN,0
2007-06-26,32.325,32.77,32.773,32.801,33.4597,DOWN,0
2007-06-27,32.22,32.335,32.7822,32.605,33.4374,UP,1
2007-06-28,32.68,32.17,32.7905,32.513,33.4236,DOWN,0
2007-06-29,32.425,32.685,32.7969,32.471,33.4021,UP,1
2007-07-02,32.575,32.61,32.8066,32.445,33.3807,UP,1
2007-07-03,32.79,32.7,32.8161,32.538,33.3659,UP,1
2007-07-05,33.025,33.0,32.8259,32.699,33.3472,DOWN,0
2007-07-06,33.005,33.025,32.8361,32.764,33.3329,UP,1
2007-07-09,33.105,33.05,32.847,32.9,33.3294,DOWN,0
2007-07-10,32.885,32.98,32.8568,32.962,33.3167,UP,1
2007-07-11,33.445,32.75,32.8697,33.093,33.3082,UP,1
2007-07-12,34.17,33.5,32.8865,33.322,33.3106,UP,1
2007-07-13,34.225,33.99,32.9021,33.566,33.3151,DOWN,0
2007-07-16,34.095,34.095,32.9167,33.764,33.3224,DOWN,0
2007-07-17,34.035,34.275,32.9318,33.994,33.3216,DOWN,0
2007-07-18,33.875,33.885,32.9447,34.08,33.3249,UP,1
2007-07-19,34.25,33.925,32.9607,34.096,33.3349,DOWN,0
2007-07-20,33.84,34.185,32.9739,34.019,33.3333,UP,1
2007-07-23,34.34,33.955,32.9904,34.068,33.3489,DOWN,0
2007-07-24,34.125,34.175,33.0051,34.086,33.3618,UP,1
2007-07-25,34.83,34.8525,33.022,34.277,33.3963,DOWN,0
2007-07-26,34.395,34.425,33.0373,34.306,33.4208,DOWN,0
2007-07-27,34.225,34.435,33.0519,34.383,33.4301,DOWN,0
2007-07-30,33.7,34.445,33.0648,34.255,33.43,DOWN,0
2007-07-31,33.0,34.37,33.0747,34.03,33.417,UP,1
2007-08-01,33.645,33.38,33.0892,33.793,33.4196,DOWN,0
2007-08-02,33.625,34.005,33.1054,33.639,33.4226,DOWN,0
2007-08-03,33.1,33.95,33.1206,33.414,33.4163,UP,1
2007-08-06,33.925,33.235,33.1408,33.459,33.4304,UP,1
2007-08-07,34.405,34.035,33.1618,33.74,33.4528,DOWN,0
2007-08-08,34.18,34.345,33.1821,33.847,33.4681,DOWN,0
2007-08-09,33.25,33.335,33.1965,33.772,33.4639,UP,1
2007-08-10,33.475,32.95,33.2131,33.847,33.4638,DOWN,0
2007-08-13,33.15,33.65,33.2277,33.692,33.4527,DOWN,0
2007-08-14,32.725,33.05,33.2359,33.356,33.4345,DOWN,0
2007-08-15,32.455,32.655,33.2412,33.011,33.4146,UP,1
2007-08-16,32.72,32.275,33.2465,32.905,33.4049,UP,1
2007-08-17,33.685,33.145,33.2554,32.947,33.4165,DOWN,0
2007-08-20,33.3,33.565,33.262,32.977,33.4156,DOWN,0
2007-08-21,33.19,33.04,33.2679,33.07,33.4072,UP,1
2007-08-22,33.395,33.5,33.276,33.258,33.4002,DOWN,0
2007-08-23,33.34,33.65,33.2835,33.382,33.3924,UP,1
