ticker,WTW US Equity,WTW US Equity,WTW US Equity,WTW US Equity,WTW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2004-10-26,96.9004,97.3507,94.3945,94.7976,95.8261,UP,1
2004-10-27,97.4832,94.9666,96.3335,94.9449,95.8635,DOWN,0
2004-10-28,94.7812,96.1587,96.3229,95.017,95.8872,UP,1
2004-10-29,95.2315,93.7746,96.2117,95.1113,95.913,UP,1
2004-11-01,95.258,95.4964,95.9309,95.195,95.9391,UP,1
2004-11-02,95.364,92.715,95.6236,95.2956,95.9669,DOWN,0
2004-11-03,95.311,95.4964,95.1892,95.3846,95.9913,DOWN,0
2004-11-04,94.9931,95.311,95.2315,95.4774,96.0085,UP,1
2004-11-05,95.5494,94.9666,95.2951,95.578,96.0227,UP,1
2004-11-08,96.556,95.5494,95.5547,95.6903,96.0358,UP,1
2004-11-09,97.9865,96.5825,96.0792,95.8276,96.0473,UP,1
2004-11-10,99.258,97.9865,96.8686,95.96,96.0555,UP,1
2004-11-11,99.6554,98.9931,97.8011,96.0564,96.067,DOWN,0
2004-11-12,98.2779,99.6024,98.3468,96.1084,96.0739,UP,1
2004-11-15,99.9468,98.066,99.0249,96.1963,96.0836,DOWN,0
2004-11-16,98.0395,99.2845,99.0355,96.2413,96.096,DOWN,0
2004-11-17,97.6686,98.0395,98.7176,96.298,96.0956,DOWN,0
2004-11-18,96.2911,97.4832,98.0448,96.3256,96.091,DOWN,0
2004-11-19,95.0991,96.3176,97.409,96.3065,96.0869,UP,1
2004-11-22,95.364,94.8872,96.4925,96.2821,96.073,DOWN,0
2004-11-23,94.8607,95.1256,95.8567,96.2652,96.0559,UP,1
2004-11-24,95.8408,94.9401,95.4911,96.2726,96.0391,UP,1
2004-11-26,95.8938,95.364,95.4117,96.2917,96.0256,UP,1
2004-11-29,99.6024,95.8938,96.3123,96.3526,96.0335,UP,1
2004-11-30,100.2646,99.0726,97.2925,96.4236,96.0486,UP,1
2004-12-01,103.5229,100.662,99.0249,96.555,96.0709,DOWN,0
2004-12-02,102.6487,103.258,100.3865,96.6827,96.0852,DOWN,0
2004-12-03,102.6487,102.6487,101.7375,96.795,96.0915,DOWN,0
2004-12-06,102.5163,102.5163,102.3203,96.8877,96.0972,DOWN,0
2004-12-07,102.3573,102.2514,102.7388,96.9825,96.1019,UP,1
2004-12-08,102.6487,101.8275,102.564,97.0737,96.1109,UP,1
2004-12-09,105.7746,102.4633,103.1891,97.2241,96.1378,UP,1
2004-12-10,109.1388,105.7746,104.4871,97.4254,96.1767,DOWN,0
2004-12-13,107.8408,108.7414,105.552,97.5971,96.208,UP,1
2004-12-14,108.9534,107.8408,106.8712,97.7836,96.2446,UP,1
2004-12-15,109.2712,108.8209,108.1957,97.9754,96.2903,UP,1
2004-12-16,110.5957,110.3308,109.16,98.191,96.3423,UP,1
2004-12-17,112.4765,110.5957,109.8275,98.4638,96.4044,DOWN,0
2004-12-20,109.9335,112.0527,110.2461,98.6864,96.4481,DOWN,0
2004-12-21,108.609,109.801,110.1772,98.8612,96.4891,UP,1
2004-12-22,108.9004,108.2116,110.103,99.0392,96.5372,UP,1
2004-12-23,109.4302,108.9004,109.8699,99.2623,96.5901,DOWN,0
2004-12-27,108.8739,109.2712,109.1494,99.613,96.6462,UP,1
2004-12-28,109.5361,108.7414,109.0699,100.0262,96.7032,DOWN,0
2004-12-29,109.1918,109.1918,109.1865,100.4988,96.7587,UP,1
2004-12-30,109.2977,109.0858,109.2659,101.0143,96.8052,DOWN,0
2004-12-31,109.0593,109.0328,109.1918,101.4397,96.845,UP,1
2005-01-03,109.5891,108.3971,109.3348,101.7348,96.8889,UP,1
2005-01-04,110.3573,109.4832,109.499,102.0262,96.944,DOWN,0
2005-01-05,108.609,110.3573,109.3825,102.2652,96.9939,DOWN,0
2005-01-06,108.1587,108.609,109.1547,102.4903,97.0407,DOWN,0
2005-01-07,106.7812,108.1057,108.699,102.6763,97.0841,DOWN,0
2005-01-10,106.6222,106.3308,108.1057,102.9131,97.1276,DOWN,0
2005-01-11,105.854,106.4898,107.205,103.1256,97.1721,UP,1
2005-01-12,106.1454,106.2249,106.7123,103.3433,97.2134,DOWN,0
2005-01-13,104.7944,106.1719,106.0395,103.5319,97.2461,UP,1
2005-01-14,105.7481,104.7944,105.8328,103.7407,97.2821,UP,1
2005-01-18,106.8871,105.7481,105.8858,103.9785,97.3106,DOWN,0
2005-01-19,105.96,106.9401,105.907,104.1867,97.3339,DOWN,0
2005-01-20,105.4302,105.7746,105.764,104.3642,97.3548,DOWN,0
2005-01-21,104.6355,105.5626,105.7322,104.4972,97.3751,DOWN,0
2005-01-24,101.6421,104.6355,104.911,104.5449,97.3819,DOWN,0
2005-01-25,101.6156,101.5626,103.8567,104.5841,97.3934,UP,1
2005-01-26,102.8607,101.854,103.2368,104.6757,97.407,DOWN,0
2005-01-27,101.0593,102.7812,102.3626,104.698,97.4193,DOWN,0
2005-01-28,100.4501,101.2448,101.5256,104.7462,97.4362,UP,1
2005-01-31,102.4633,100.5295,101.6898,104.8421,97.4676,UP,1
2005-02-01,103.205,102.4633,102.0077,104.9804,97.4861,UP,1
2005-02-02,103.311,103.258,102.0977,105.1446,97.5097,DOWN,0
2005-02-03,102.2249,103.311,102.3309,105.2818,97.5427,UP,1
2005-02-04,102.4633,101.9865,102.7335,105.4339,97.5718,UP,1
2005-02-07,103.1785,102.2514,102.8765,105.5806,97.6009,DOWN,0
2005-02-08,102.6222,105.1653,102.76,105.7152,97.6438,UP,1
2005-02-09,104.4236,103.0991,102.9825,105.8116,97.7057,DOWN,0
2005-02-10,100.5295,100.715,102.6434,105.8169,97.7468,UP,1
2005-02-11,100.6355,100.5295,102.2779,105.7592,97.7877,UP,1
2005-02-14,101.0328,100.6355,101.8487,105.7269,97.8189,DOWN,0
2005-02-15,100.2646,101.0328,101.3772,105.6792,97.8393,UP,1
2005-02-16,100.8739,100.0262,100.6673,105.6463,97.8542,UP,1
2005-02-17,102.0924,100.8739,100.9799,105.641,97.8762,UP,1
2005-02-18,102.7812,101.9865,101.409,105.6437,97.9027,UP,1
2005-02-22,102.9136,102.4898,101.7852,105.5865,97.9325,UP,1
2005-02-23,103.8938,103.311,102.511,105.4816,97.9823,UP,1
2005-02-24,104.6355,103.9203,103.2633,105.4175,98.0461,DOWN,0
2005-02-25,104.556,104.503,103.756,105.3295,98.1056,UP,1
2005-02-28,104.7679,104.4236,104.1534,105.2395,98.1698,UP,1
2005-03-01,107.152,104.7679,105.001,105.1706,98.2407,DOWN,0
2005-03-02,106.8871,106.2779,105.5997,105.0588,98.3082,DOWN,0
2005-03-03,105.907,106.8871,105.854,104.9783,98.3775,UP,1
2005-03-04,106.4633,106.4898,106.2355,104.9354,98.4469,DOWN,0
2005-03-07,106.4633,106.3308,106.5746,104.8866,98.517,DOWN,0
2005-03-08,104.4236,106.2514,106.0289,104.7865,98.5796,DOWN,0
2005-03-09,103.1256,103.364,105.2765,104.6715,98.6339,DOWN,0
2005-03-10,101.6686,102.6487,104.4289,104.5142,98.6811,DOWN,0
2005-03-11,100.715,101.8011,103.2792,104.3446,98.7178,DOWN,0
2005-03-14,100.662,100.556,102.1189,104.1719,98.7493,DOWN,0
2005-03-15,99.311,100.556,101.0964,103.9769,98.7723,DOWN,0
2005-03-16,97.9865,99.1256,100.0686,103.7449,98.7899,UP,1
2005-03-17,98.5428,98.1454,99.4434,103.5086,98.8049,UP,1
2005-03-18,98.6223,98.4898,99.0249,103.3089,98.8225,UP,1
2005-03-21,98.9136,98.6487,98.6752,103.124,98.8389,DOWN,0
2005-03-22,98.1984,98.8077,98.4527,102.9523,98.846,DOWN,0
2005-03-23,96.5295,98.013,98.1613,102.7505,98.8399,DOWN,0
2005-03-24,95.7084,96.556,97.5944,102.5475,98.8276,UP,1
2005-03-28,95.8938,95.8938,97.0487,102.3425,98.8176,DOWN,0
2005-03-29,95.2315,95.364,96.3123,102.1513,98.8102,UP,1
2005-03-30,97.2183,95.2315,96.1163,101.9807,98.8085,UP,1
2005-03-31,97.6686,97.0064,96.3441,101.7963,98.8064,UP,1
2005-04-01,98.0395,97.8805,96.8103,101.6379,98.8168,DOWN,0
2005-04-04,97.6156,98.013,97.1547,101.4816,98.8201,DOWN,0
2005-04-05,97.3242,97.7481,97.5733,101.3354,98.8216,DOWN,0
2005-04-06,96.4236,97.0593,97.4143,101.231,98.8181,DOWN,0
2005-04-07,96.2117,96.4501,97.1229,101.1229,98.8102,UP,1
2005-04-08,98.9401,96.0262,97.3031,101.0445,98.8106,DOWN,0
2005-04-11,97.4832,98.6752,97.2766,100.973,98.8076,DOWN,0
2005-04-12,97.0064,97.4832,97.213,100.9041,98.8005,DOWN,0
2005-04-13,95.5759,96.6885,97.0435,100.7664,98.787,DOWN,0
2005-04-14,94.0395,95.3905,96.609,100.583,98.7656,UP,1
2005-04-15,94.7017,93.5362,95.7613,100.4109,98.743,DOWN,0
2005-04-18,93.5097,94.7017,94.9666,100.2366,98.7118,UP,1
2005-04-19,94.0925,93.5097,94.3839,100.0691,98.6827,DOWN,0
2005-04-20,93.2448,94.1719,93.9176,99.8705,98.6544,DOWN,0
2005-04-21,91.3905,93.6421,93.3878,99.6458,98.6158,DOWN,0
2005-04-22,90.9666,91.4964,92.6408,99.3767,98.5784,UP,1
2005-04-25,91.0991,90.6488,92.1587,99.1881,98.5448,DOWN,0
2005-04-26,91.0461,90.4368,91.5494,98.9963,98.5138,DOWN,0
2005-04-27,89.8806,91.0461,90.8766,98.7732,98.4752,DOWN,0
2005-04-28,86.7018,86.7547,89.9388,98.502,98.4189,UP,1
2005-04-29,88.609,87.417,89.4673,98.2567,98.3738,UP,1
2005-05-02,91.417,88.8474,89.5309,98.0432,98.3372,UP,1
2005-05-03,92.4501,91.417,89.8117,97.8366,98.3082,UP,1
2005-05-04,93.907,92.8474,90.617,97.6564,98.2982,DOWN,0
2005-05-05,93.2183,93.9865,91.9203,97.4429,98.2899,UP,1
2005-05-06,93.3507,92.715,92.8686,97.2172,98.3091,UP,1
2005-05-09,93.9865,93.3507,93.3825,97.0058,98.3375,DOWN,0
2005-05-10,92.5296,93.6421,93.3984,96.7611,98.3534,DOWN,0
2005-05-11,91.3375,92.4501,92.8845,96.4448,98.3636,DOWN,0
2005-05-12,89.8541,90.9137,92.2117,96.1041,98.3637,DOWN,0
2005-05-13,89.4567,89.4567,91.4329,95.7751,98.3607,UP,1
2005-05-16,89.8806,89.4567,90.6117,95.4435,98.3491,DOWN,0
2005-05-17,89.3508,89.3508,89.9759,95.1012,98.3376,UP,1
2005-05-18,89.7216,89.1123,89.6527,94.8072,98.3319,UP,1
2005-05-19,90.0925,89.4567,89.7004,94.5465,98.3314,DOWN,0
2005-05-20,89.8541,89.6686,89.7799,94.3102,98.3352,UP,1
2005-05-23,90.4633,89.8541,89.8965,94.1052,98.3465,UP,1
2005-05-24,90.6488,90.8077,90.1561,93.9049,98.3596,DOWN,0
2005-05-25,89.8011,90.5958,90.1719,93.7147,98.3603,UP,1
2005-05-26,90.066,89.5362,90.1666,93.5563,98.3595,UP,1
2005-05-27,90.7282,89.96,90.3415,93.4,98.3648,UP,1
2005-05-31,90.7812,90.7282,90.4051,93.2432,98.3698,DOWN,0
2005-06-01,90.1984,90.8342,90.315,93.0689,98.3702,DOWN,0
2005-06-02,89.7481,90.2249,90.3044,92.8999,98.3683,DOWN,0
2005-06-03,89.6686,90.013,90.2249,92.7627,98.3608,DOWN,0
2005-06-06,89.2183,89.4037,89.9229,92.6329,98.3543,DOWN,0
2005-06-07,88.8739,89.1918,89.5415,92.4925,98.3433,DOWN,0
2005-06-08,88.2117,88.768,89.1441,92.3521,98.3327,DOWN,0
2005-06-09,87.417,88.1057,88.6779,92.156,98.3155,DOWN,0
2005-06-10,85.2713,87.0991,87.7984,91.9081,98.2901,UP,1
2005-06-13,86.7282,85.2713,87.3004,91.6819,98.2711,DOWN,0
2005-06-14,85.8541,86.4104,86.6965,91.4466,98.2457,DOWN,0
2005-06-15,83.0196,84.768,85.6581,91.1606,98.2052,UP,1
2005-06-16,83.5759,82.7547,84.8898,90.9036,98.1599,UP,1
2005-06-17,84.0792,83.1786,84.6514,90.661,98.1061,DOWN,0
2005-06-20,83.8408,83.8673,84.0739,90.359,98.0469,UP,1
2005-06-21,84.3706,84.2117,83.7773,90.0967,97.991,UP,1
2005-06-22,85.2713,84.3706,84.2276,89.862,97.9384,UP,1
2005-06-23,85.6951,85.3773,84.6514,89.6644,97.8927,DOWN,0
2005-06-24,85.5097,85.5627,84.9375,89.4938,97.8457,DOWN,0
2005-06-27,85.3243,82.9932,85.2342,89.3063,97.7921,UP,1
2005-06-28,85.5892,84.7415,85.4779,89.1478,97.7371,UP,1
2005-06-29,86.2779,85.9335,85.6792,88.9916,97.6899,UP,1
2005-06-30,86.6753,86.2779,85.8753,88.8602,97.646,UP,1
2005-07-01,87.3905,86.5693,86.2514,88.7802,97.6082,DOWN,0
2005-07-05,86.8607,87.1786,86.5587,88.698,97.5597,DOWN,0
2005-07-06,86.3309,86.6488,86.7071,88.6027,97.5078,DOWN,0
2005-07-07,86.1984,85.6951,86.6912,88.5057,97.454,UP,1
2005-07-08,86.5958,86.3309,86.6753,88.44,97.4057,UP,1
2005-07-11,86.7812,86.3309,86.5534,88.4416,97.3544,DOWN,0
2005-07-12,85.8276,86.5693,86.3468,88.386,97.2942,UP,1
2005-07-13,87.0726,85.8276,86.4951,88.2991,97.2415,UP,1
2005-07-14,87.6819,86.6223,86.7918,88.2037,97.1894,DOWN,0
2005-07-15,87.1786,87.7349,86.9084,88.0692,97.134,DOWN,0
2005-07-18,87.0196,86.8342,86.9561,87.9452,97.0738,DOWN,0
2005-07-19,86.7282,87.0196,87.1362,87.8127,97.0111,DOWN,0
2005-07-20,86.172,86.7282,86.9561,87.6565,96.9438,DOWN,0
2005-07-21,85.7481,85.8806,86.5693,87.5208,96.8742,DOWN,0
2005-07-22,85.2183,86.3839,86.1773,87.3984,96.8012,DOWN,0
2005-07-25,85.0329,85.3773,85.7799,87.302,96.7322,DOWN,0
2005-07-26,84.715,85.0064,85.3773,87.2072,96.6617,UP,1
2005-07-27,86.7812,84.5826,85.4991,87.1452,96.5963,UP,1
2005-07-28,90.4368,86.5693,86.4369,87.1669,96.5485,DOWN,0
2005-07-29,87.8408,90.1984,86.9614,87.1293,96.4963,UP,1
2005-08-01,88.3971,87.5759,87.6342,87.0954,96.4816,UP,1
2005-08-02,88.7945,88.0792,88.4501,87.0742,96.4812,DOWN,0
2005-08-03,87.417,88.9534,88.5772,87.0133,96.4905,DOWN,0
2005-08-04,86.5958,86.8872,87.809,86.9322,96.5058,UP,1
2005-08-05,86.8872,86.4104,87.6183,86.8739,96.5013,DOWN,0
2005-08-08,85.4832,86.7547,87.0355,86.7823,96.4546,UP,1
2005-08-09,85.7481,85.5627,86.4263,86.6827,96.4044,DOWN,0
2005-08-10,84.6355,85.96,85.87,86.5598,96.3442,UP,1
2005-08-11,85.0329,84.5031,85.5574,86.4565,96.2849,DOWN,0
2005-08-12,84.821,84.768,85.1441,86.3579,96.2216,UP,1
2005-08-15,85.5627,84.821,85.16,86.2758,96.1755,DOWN,0
2005-08-16,84.715,85.2448,84.9534,86.1857,96.1229,UP,1
2005-08-17,84.7415,84.3441,84.9746,86.1031,96.0703,UP,1
2005-08-18,85.5627,84.7415,85.0806,86.0501,96.0213,DOWN,0
2005-08-19,85.4832,85.5362,85.213,86.0114,95.9722,UP,1
2005-08-22,86.5693,85.4302,85.4143,86.0374,95.9301,UP,1
2005-08-23,87.5229,86.3044,85.9759,86.0533,95.8899,UP,1
2005-08-24,87.7614,87.417,86.5799,86.0914,95.846,UP,1
2005-08-25,88.2382,87.8938,87.115,86.1958,95.7972,DOWN,0
2005-08-26,88.2382,88.1587,87.666,86.289,95.7421,UP,1
2005-08-29,90.2514,88.2382,88.4024,86.4125,95.6951,UP,1
2005-08-30,90.8872,90.1984,89.0753,86.5534,95.6582,UP,1
2005-08-31,92.715,90.7017,90.066,86.7203,95.622,UP,1
2005-09-01,95.3905,92.715,91.4964,86.9227,95.6088,UP,1
2005-09-02,96.6885,95.3905,93.1865,87.1426,95.6039,UP,1
2005-09-06,97.8276,98.2779,94.7017,87.3889,95.6115,DOWN,0
2005-09-07,95.8408,97.5627,95.6925,87.5992,95.6152,DOWN,0
2005-09-08,94.3309,95.4435,96.0156,87.7741,95.6101,UP,1
2005-09-09,98.5428,94.3309,96.6461,88.0194,95.6285,UP,1
2005-09-12,99.9468,98.8077,97.2978,88.2848,95.649,DOWN,0
2005-09-13,99.3905,98.9401,97.6103,88.5248,95.6665,DOWN,0
2005-09-14,97.4832,99.205,97.9388,88.7372,95.6559,UP,1
2005-09-15,98.1719,97.5097,98.707,88.9741,95.6454,DOWN,0
2005-09-16,97.9865,98.066,98.5958,89.2098,95.6178,UP,1
2005-09-19,99.5229,97.8805,98.511,89.4684,95.6021,DOWN,0
2005-09-20,98.6752,99.4964,98.368,89.7063,95.5823,UP,1
2005-09-21,101.9335,98.6752,99.258,90.0284,95.5793,DOWN,0
2005-09-22,101.854,101.5891,99.9944,90.324,95.5768,DOWN,0
2005-09-23,98.9136,101.9865,100.1799,90.5486,95.5582,DOWN,0
2005-09-26,98.013,99.0726,99.8779,90.7653,95.5193,UP,1
2005-09-27,99.4434,98.013,100.0315,91.0138,95.4709,UP,1
2005-09-28,99.8143,99.417,99.6077,91.2755,95.4307,DOWN,0
2005-09-29,99.7083,99.9468,99.1785,91.5462,95.3845,DOWN,0
2005-09-30,99.4699,99.6024,99.2898,91.8207,95.3355,DOWN,0
2005-10-03,98.3044,99.258,99.3481,92.0824,95.2741,UP,1
2005-10-04,100.2646,99.7348,99.5123,92.387,95.213,DOWN,0
2005-10-05,99.5229,100.5295,99.454,92.6832,95.1609,DOWN,0
2005-10-06,97.8805,99.5229,99.0885,92.9052,95.1073,DOWN,0
2005-10-07,97.3772,97.907,98.6699,93.044,95.0497,DOWN,0
2005-10-10,97.0064,97.3507,98.4103,93.2273,94.9876,DOWN,0
2005-10-11,96.5825,97.2183,97.6739,93.391,94.9261,DOWN,0
2005-10-12,96.1587,96.4236,97.0011,93.5383,94.8592,DOWN,0
2005-10-13,95.3375,96.1587,96.4925,93.6967,94.7899,UP,1
2005-10-14,95.5494,95.1786,96.1269,93.8758,94.7212,DOWN,0
2005-10-17,95.1521,95.364,95.756,94.0411,94.6517,UP,1
2005-10-18,95.364,94.9666,95.5123,94.2387,94.5805,UP,1
2005-10-19,96.2911,95.1786,95.5388,94.4496,94.5102,DOWN,0
2005-10-20,94.4898,96.2911,95.3693,94.6466,94.4396,UP,1
2005-10-21,95.6289,94.5693,95.3852,94.8586,94.377,UP,1
2005-10-24,98.6752,95.7613,96.0898,95.1356,94.3364,DOWN,0
2005-10-25,97.7481,98.7812,96.5666,95.3793,94.2921,UP,1
2005-10-26,98.1984,97.907,96.9481,95.649,94.2538,DOWN,0
2005-10-27,97.9865,98.2779,97.6474,95.9139,94.213,UP,1
2005-10-28,98.2249,98.013,98.1666,96.1672,94.1801,UP,1
2005-10-31,98.3838,98.2779,98.1083,96.4252,94.1433,UP,1
2005-11-01,98.7812,98.4368,98.315,96.6694,94.1028,DOWN,0
2005-11-02,98.5693,98.7812,98.3891,96.8903,94.0658,DOWN,0
2005-11-03,96.9269,98.013,98.1772,97.0737,94.0233,UP,1
2005-11-04,97.3242,96.9004,97.9971,97.2554,93.9868,UP,1
2005-11-07,97.8805,97.0064,97.8964,97.4482,93.968,UP,1
2005-11-08,98.013,97.5627,97.7428,97.6035,93.9499,DOWN,0
2005-11-09,96.4501,95.417,97.3189,97.7147,93.9179,UP,1
2005-11-10,97.9335,96.6355,97.5203,97.8191,93.9023,UP,1
2005-11-11,99.7878,98.0925,98.013,97.907,93.899,DOWN,0
2005-11-14,99.3905,99.7613,98.315,97.9611,93.8836,DOWN,0
2005-11-15,99.205,99.417,98.5534,97.9886,93.8636,UP,1
2005-11-16,99.7348,99.4699,99.2103,98.0665,93.8457,UP,1
2005-11-17,100.5825,99.7348,99.7401,98.1915,93.8375,UP,1
2005-11-18,101.9865,100.8209,100.1799,98.2604,93.8351,UP,1
2005-11-21,102.9666,101.7746,100.8951,98.3208,93.8341,DOWN,0
2005-11-22,101.7746,102.6487,101.409,98.3685,93.8298,DOWN,0
2005-11-23,101.4832,101.96,101.7587,98.4485,93.8151,UP,1
2005-11-25,101.5891,100.5295,101.96,98.5168,93.8204,DOWN,0
2005-11-28,99.6289,102.2514,101.4885,98.5497,93.8154,DOWN,0
2005-11-29,98.0925,99.6819,100.5136,98.5211,93.8007,UP,1
2005-11-30,98.7812,98.2249,99.915,98.5232,93.7933,UP,1
2005-12-01,99.4434,99.205,99.507,98.4734,93.7861,DOWN,0
2005-12-02,99.3375,98.8077,99.0567,98.4231,93.7723,UP,1
2005-12-05,99.8673,99.3375,99.1044,98.4421,93.7578,UP,1
2005-12-06,100.3706,99.8938,99.56,98.4893,93.745,DOWN,0
2005-12-07,100.1852,100.3176,99.8408,98.5041,93.7265,DOWN,0
2005-12-08,99.9203,100.3176,99.9362,98.5062,93.7029,DOWN,0
2005-12-09,98.5958,99.8673,99.7878,98.484,93.6731,DOWN,0
2005-12-12,98.013,98.6752,99.417,98.4548,93.6394,UP,1
2005-12-13,98.5693,97.9865,99.0567,98.4601,93.5964,UP,1
2005-12-14,99.6289,98.5428,98.9454,98.4474,93.5601,DOWN,0
2005-12-15,98.4103,99.4699,98.6434,98.4252,93.5227,UP,1
2005-12-16,98.6752,98.6752,98.6593,98.4411,93.4837,DOWN,0
2005-12-19,98.6487,98.4898,98.7865,98.4665,93.4447,DOWN,0
2005-12-20,97.5891,98.5428,98.5905,98.4781,93.4105,UP,1
2005-12-21,98.3044,97.8011,98.3256,98.5126,93.3864,DOWN,0
2005-12-22,97.8011,98.4898,98.2037,98.5454,93.367,UP,1
2005-12-23,98.3574,97.7216,98.1401,98.6058,93.3552,DOWN,0
2005-12-27,98.2514,98.066,98.0607,98.6599,93.3432,UP,1
2005-12-28,98.5428,97.854,98.2514,98.7277,93.3394,DOWN,0
2005-12-29,98.2779,98.5428,98.2461,98.786,93.3408,DOWN,0
2005-12-30,97.854,97.8805,98.2567,98.8172,93.3374,DOWN,0
2006-01-03,96.9269,98.1454,97.9706,98.866,93.3289,UP,1
2006-01-04,97.9335,96.9269,97.907,98.9121,93.324,DOWN,0
2006-01-05,96.4501,97.5891,97.4885,98.8676,93.3152,DOWN,0
2006-01-06,95.2845,96.715,96.8898,98.8183,93.309,UP,1
2006-01-09,99.1521,95.2845,97.1494,98.8374,93.3262,DOWN,0
2006-01-10,98.1454,99.0726,97.3931,98.8405,93.3375,DOWN,0
2006-01-11,97.6951,98.1454,97.3454,98.8299,93.3498,UP,1
2006-01-12,99.417,98.8077,97.9388,98.8506,93.3608,DOWN,0
2006-01-13,98.9401,99.2315,98.6699,98.8538,93.3672,DOWN,0
2006-01-17,97.5097,98.6223,98.3415,98.8326,93.3645,DOWN,0
2006-01-18,96.3441,97.5097,97.9812,98.8209,93.3582,DOWN,0
2006-01-19,93.8276,96.3971,97.2077,98.751,93.3407,DOWN,0
2006-01-20,92.1057,93.9865,95.7454,98.6355,93.3191,DOWN,0
2006-01-23,91.7878,92.5031,94.315,98.511,93.297,UP,1
2006-01-24,93.3772,92.0262,93.4885,98.4495,93.2692,UP,1
2006-01-25,94.066,93.8276,93.0329,98.3722,93.2521,DOWN,0
2006-01-26,94.0395,94.3044,93.0753,98.2572,93.2372,UP,1
2006-01-27,94.1719,94.119,93.4885,98.1529,93.2302,UP,1
2006-01-30,94.4898,94.4368,94.0289,98.0585,93.2325,DOWN,0
2006-01-31,91.9468,94.4898,93.7428,97.9028,93.2187,DOWN,0
2006-02-01,91.6554,91.9733,93.2607,97.7242,93.2094,DOWN,0
2006-02-02,91.1256,91.6554,92.6779,97.507,93.1946,DOWN,0
2006-02-03,91.0991,91.1256,92.0633,97.2697,93.1839,UP,1
2006-02-06,91.4964,91.4964,91.4647,97.0641,93.1844,UP,1
2006-02-07,92.6885,91.6554,91.613,96.8882,93.193,UP,1
2006-02-08,94.4103,93.2183,92.164,96.7446,93.2096,DOWN,0
2006-02-09,92.1322,94.9401,92.3653,96.5947,93.215,UP,1
2006-02-10,92.2382,92.2911,92.5931,96.4776,93.2268,DOWN,0
2006-02-13,90.8077,92.2382,92.4554,96.3182,93.2473,DOWN,0
2006-02-14,90.0925,90.7017,91.9362,96.1311,93.2547,UP,1
2006-02-15,92.3706,90.066,91.5282,95.9918,93.2595,UP,1
2006-02-16,92.715,92.2911,91.6448,95.8488,93.2608,UP,1
2006-02-17,93.3772,92.715,91.8726,95.7089,93.2582,DOWN,0
2006-02-21,92.6885,93.3507,92.2488,95.559,93.2555,DOWN,0
2006-02-22,92.6885,93.0594,92.768,95.4143,93.2522,DOWN,0
2006-02-23,92.662,92.7945,92.8262,95.2956,93.2456,DOWN,0
2006-02-24,92.3441,92.715,92.7521,95.1823,93.2447,UP,1
2006-02-27,92.662,92.2647,92.609,95.0641,93.2513,DOWN,0
2006-02-28,91.2315,92.715,92.3176,94.8962,93.2582,UP,1
2006-03-01,92.715,91.4964,92.3229,94.7823,93.2745,DOWN,0
2006-03-02,92.6885,92.7415,92.3282,94.6625,93.2885,DOWN,0
2006-03-03,92.4501,92.2647,92.3494,94.5386,93.304,DOWN,0
2006-03-06,90.8872,92.2647,91.9945,94.4045,93.3098,DOWN,0
2006-03-07,89.96,90.8872,91.7402,94.2376,93.3092,DOWN,0
2006-03-08,89.2713,89.7746,91.0514,94.067,93.3062,DOWN,0
2006-03-09,88.768,89.1918,90.2673,93.8752,93.2978,UP,1
2006-03-10,89.4037,88.9004,89.658,93.6983,93.2915,UP,1
2006-03-13,89.96,89.6421,89.4726,93.5266,93.2923,UP,1
2006-03-14,90.2249,89.7746,89.5256,93.3656,93.2931,UP,1
2006-03-15,90.8872,90.2514,89.8488,93.2262,93.2939,DOWN,0
2006-03-16,90.2514,91.1256,90.1455,93.0927,93.2913,DOWN,0
2006-03-17,89.1388,90.3839,90.0925,92.9168,93.286,DOWN,0
2006-03-20,88.9799,89.4302,89.8965,92.7674,93.2821,DOWN,0
2006-03-21,88.2382,88.7415,89.4991,92.6265,93.275,DOWN,0
2006-03-22,87.311,88.1057,88.7839,92.3897,93.2654,UP,1
2006-03-23,87.9203,87.1256,88.3176,92.1852,93.2607,UP,1
2006-03-24,89.6157,88.1322,88.413,92.0236,93.2677,UP,1
2006-03-27,90.2249,89.5362,88.662,91.8398,93.2817,DOWN,0
2006-03-28,89.8011,90.119,88.9746,91.657,93.3044,UP,1
2006-03-29,90.0925,89.3508,89.5309,91.5086,93.3212,UP,1
2006-03-30,90.3839,89.9335,90.0236,91.3894,93.3439,UP,1
2006-03-31,90.7547,90.1719,90.2514,91.328,93.3825,UP,1
2006-04-03,91.9203,90.7547,90.5905,91.3243,93.4243,UP,1
2006-04-04,92.8474,92.0527,91.1998,91.3455,93.4681,UP,1
2006-04-05,93.2183,93.6156,91.8249,91.3423,93.515,DOWN,0
2006-04-06,93.0064,93.2448,92.3494,91.3211,93.5582,DOWN,0
2006-04-07,92.4236,93.0329,92.6832,91.2888,93.5939,DOWN,0
2006-04-10,91.7084,92.5031,92.6408,91.2395,93.624,DOWN,0
2006-04-11,90.9931,91.2845,92.27,91.1696,93.6514,DOWN,0
2006-04-12,90.5428,90.9137,91.7349,91.1415,93.6775,UP,1
2006-04-13,90.5958,90.7547,91.2527,91.1203,93.7025,UP,1
2006-04-17,92.2382,93.7746,91.2157,91.1425,93.7323,UP,1
