ticker,WTW US Equity,WTW US Equity,WTW US Equity,WTW US Equity,WTW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2001-10-08,61.2449,62.1455,61.229,51.157,,DOWN,0
2001-10-09,60.927,61.2714,61.3879,51.5066,,UP,1
2001-10-10,62.4104,61.1919,61.5733,51.8939,,DOWN,0
2001-10-11,62.225,63.0462,61.7853,52.2664,,DOWN,0
2001-10-12,61.9866,61.9866,61.7588,52.5948,,DOWN,0
2001-10-15,60.3972,61.3243,61.5892,52.9021,,DOWN,0
2001-10-16,59.47,60.4237,61.2979,53.1776,,UP,1
2001-10-17,59.576,58.278,60.731,53.4542,,UP,1
2001-10-18,61.3508,59.0992,60.5561,53.7938,,UP,1
2001-10-19,61.7217,61.3508,60.5032,54.0931,,UP,1
2001-10-22,65.6952,62.3839,61.5628,54.4534,,DOWN,0
2001-10-23,65.5627,66.7548,62.7813,54.8375,,DOWN,0
2001-10-24,63.0727,65.5627,63.4806,55.1691,,UP,1
2001-10-25,64.2118,63.0992,64.0528,55.531,,UP,1
2001-10-26,66.278,65.1654,64.9641,55.9188,,DOWN,0
2001-10-29,66.225,67.5495,65.07,56.2944,,DOWN,0
2001-10-30,61.5628,62.9137,64.27,56.5641,,UP,1
2001-10-31,61.6952,61.9866,63.9945,56.8311,,UP,1
2001-11-01,61.7217,61.7217,63.4965,57.0902,,UP,1
2001-11-02,63.576,62.2515,62.9561,57.3763,,UP,1
2001-11-05,64.9005,63.8409,62.6912,57.6412,,UP,1
2001-11-06,65.9336,64.9005,63.5654,57.9506,,UP,1
2001-11-07,66.2515,66.225,64.4767,58.2187,,DOWN,0
2001-11-08,65.2449,66.4899,65.1813,58.4798,,DOWN,0
2001-11-09,60.927,63.576,64.6515,58.6812,,UP,1
2001-11-12,61.3243,61.0594,63.9363,58.901,,UP,1
2001-11-13,62.2515,61.5892,63.1998,59.1394,,DOWN,0
2001-11-14,61.0859,62.5164,62.1667,59.3545,,DOWN,0
2001-11-15,60.927,61.1919,61.3031,59.5787,,DOWN,0
2001-11-16,59.9998,60.927,61.1177,59.7821,,DOWN,0
2001-11-19,58.8078,60.2647,60.6144,59.9702,,DOWN,0
2001-11-20,58.8078,58.8078,59.9257,60.1741,,UP,1
2001-11-21,59.2051,58.8078,59.5495,60.4067,,UP,1
2001-11-23,61.5628,59.6025,59.6767,60.6971,,UP,1
2001-11-26,61.9866,62.119,60.074,61.0043,,UP,1
2001-11-27,62.7813,61.9866,60.8687,61.2401,,DOWN,0
2001-11-28,61.7747,62.7813,61.4621,61.4372,,UP,1
2001-11-29,63.2051,61.5628,62.2621,61.6284,,DOWN,0
2001-11-30,62.7283,63.3111,62.4952,61.7492,,DOWN,0
2001-12-03,62.3839,62.2515,62.5747,61.8949,,UP,1
2001-12-04,62.8873,62.5164,62.5959,62.0401,,DOWN,0
2001-12-05,62.4369,63.523,62.7283,62.1736,,UP,1
2001-12-06,63.0462,62.4104,62.6965,62.2563,,DOWN,0
2001-12-07,62.119,63.576,62.5747,62.2298,,DOWN,0
2001-12-10,61.1919,61.0594,62.3363,62.2144,,UP,1
2001-12-11,61.8541,60.927,62.1296,62.2287,,DOWN,0
2001-12-12,61.7217,61.8541,61.9866,62.2605,,UP,1
2001-12-13,61.9601,61.4833,61.7694,62.27,,DOWN,0
2001-12-14,61.5892,61.9601,61.6634,62.2785,,DOWN,0
2001-12-17,61.1919,61.0594,61.6634,62.26,,DOWN,0
2001-12-18,61.0594,60.6621,61.5045,62.2563,,UP,1
2001-12-19,62.1985,60.98,61.5998,62.2817,,UP,1
2001-12-20,62.3575,61.9866,61.6793,62.2806,,DOWN,0
2001-12-21,61.0594,62.2515,61.5733,62.2573,,UP,1
2001-12-24,61.1654,60.3972,61.568,62.2409,,DOWN,0
2001-12-26,60.927,60.6621,61.5416,62.2515,,UP,1
2001-12-27,61.3243,61.1919,61.3667,62.2886,,UP,1
2001-12-28,61.9866,60.927,61.2926,62.3368,,UP,1
2001-12-31,62.3839,62.119,61.5575,62.3575,,DOWN,0
2002-01-02,62.2515,62.3839,61.7747,62.368,,UP,1
2002-01-03,63.0462,62.2515,62.1985,62.3151,,DOWN,0
2002-01-04,62.9137,63.0462,62.5164,62.2621,,DOWN,0
2002-01-07,61.3243,62.2515,62.3839,62.2271,,DOWN,0
2002-01-08,57.4833,60.927,61.4038,62.0926,,UP,1
2002-01-09,58.9667,57.6157,60.7469,61.9463,,UP,1
2002-01-10,61.0594,59.3376,60.3495,61.843,,UP,1
2002-01-11,62.7813,61.7217,60.323,61.8674,,UP,1
2002-01-14,63.3641,62.7018,60.731,61.9008,,UP,1
2002-01-15,64.0528,63.2846,62.0449,61.9474,,DOWN,0
2002-01-16,63.9733,63.8409,63.0462,61.9553,,DOWN,0
2002-01-17,63.6025,64.6091,63.5548,61.9294,,DOWN,0
2002-01-18,63.576,63.6025,63.7137,61.8822,,UP,1
2002-01-22,63.8144,63.5495,63.8038,61.8335,,UP,1
2002-01-23,63.9733,63.4435,63.7879,61.808,,UP,1
2002-01-24,64.1853,63.7084,63.8303,61.8732,,UP,1
2002-01-25,65.6952,64.3442,64.2488,61.9606,,DOWN,0
2002-01-28,65.4833,66.3574,64.6303,62.0253,,DOWN,0
2002-01-29,65.1919,65.1919,64.9058,62.1074,,UP,1
2002-01-30,67.9203,66.172,65.6952,62.2473,,UP,1
2002-01-31,70.9402,67.47,67.0462,62.4661,,UP,1
2002-02-01,72.6621,71.7879,68.4396,62.7431,,DOWN,0
2002-02-04,72.4766,72.4501,69.8382,63.0165,,UP,1
2002-02-05,74.119,72.4766,71.6237,63.3148,,DOWN,0
2002-02-06,73.0594,74.0395,72.6515,63.5447,,DOWN,0
2002-02-07,71.6554,73.5097,72.7945,63.7381,,UP,1
2002-02-08,73.0859,71.9203,72.8793,63.9442,,DOWN,0
2002-02-11,72.9799,73.1124,72.9799,64.1683,,UP,1
2002-02-12,73.5097,73.1124,72.8581,64.3744,,UP,1
2002-02-13,73.9071,73.7746,73.0276,64.598,,UP,1
2002-02-14,75.2316,73.9071,73.7429,64.8549,,DOWN,0
2002-02-15,73.2183,75.4965,73.7693,65.0615,,DOWN,0
2002-02-19,71.7879,73.1124,73.5309,65.2486,,DOWN,0
2002-02-20,71.523,72.3177,73.1336,65.4181,,UP,1
2002-02-21,71.8409,71.2581,72.7203,65.6125,,DOWN,0
2002-02-22,70.4634,71.7879,71.7667,65.798,,UP,1
2002-02-25,71.364,71.3905,71.3958,65.9882,,DOWN,0
2002-02-26,70.3309,71.523,71.1044,66.1604,,UP,1
2002-02-27,70.7018,70.8607,70.9402,66.3352,,UP,1
2002-02-28,71.4965,70.9932,70.8713,66.5333,,DOWN,0
2002-03-01,71.2581,71.523,71.0303,66.7347,,DOWN,0
2002-03-04,71.1256,70.5958,70.9826,66.936,,DOWN,0
2002-03-05,70.9932,71.3905,71.115,67.1119,,DOWN,0
2002-03-06,69.6422,70.9932,70.9031,67.2576,,DOWN,0
2002-03-07,67.9733,70.066,70.1985,67.3958,,DOWN,0
2002-03-08,67.9733,67.576,69.5415,67.532,,DOWN,0
2002-03-11,66.8872,67.9733,68.6939,67.6512,,UP,1
2002-03-12,68.6356,66.7548,68.2223,67.7974,,DOWN,0
2002-03-13,67.9468,68.4766,67.8833,67.9166,,UP,1
2002-03-14,68.2117,68.0793,67.9309,68.0332,,DOWN,0
2002-03-15,66.8872,68.0793,67.7137,68.1259,,DOWN,0
2002-03-18,65.9601,67.2581,67.5283,68.1842,,UP,1
2002-03-19,66.5694,66.0925,67.1151,68.2573,,DOWN,0
2002-03-20,66.119,66.9932,66.7495,68.3532,,UP,1
2002-03-21,67.9468,66.225,66.6965,68.5625,,DOWN,0
2002-03-22,67.4965,68.2382,66.8184,68.7331,,DOWN,0
2002-03-25,66.4899,67.7879,66.9243,68.8417,,DOWN,0
2002-03-26,65.7217,65.2714,66.7548,68.9005,,DOWN,0
2002-03-27,65.4303,65.7217,66.617,68.9418,,DOWN,0
2002-03-28,65.4303,65.2978,66.1137,68.9694,,DOWN,0
2002-04-01,65.2978,65.4038,65.674,68.9958,,UP,1
2002-04-02,67.0197,65.2978,65.78,69.0642,58.5984,DOWN,0
2002-04-03,66.4899,67.1521,65.9336,69.1225,58.752,UP,1
2002-04-04,68.7945,66.3574,66.6064,69.2221,58.8761,UP,1
2002-04-05,69.9336,68.874,67.5071,69.3413,59.0066,DOWN,0
2002-04-08,69.3243,70.1455,68.3124,69.4441,59.1387,UP,1
2002-04-09,72.6091,69.5362,69.4303,69.5823,59.2838,UP,1
2002-04-10,73.5097,72.6091,70.8342,69.7429,59.4257,DOWN,0
2002-04-11,73.3773,73.3773,71.7508,69.9066,59.5628,UP,1
2002-04-12,74.1455,73.9071,72.5932,70.0311,59.6977,DOWN,0
2002-04-15,74.0395,74.172,73.5362,70.0931,59.8322,UP,1
2002-04-16,74.172,74.172,73.8488,70.1233,59.9715,UP,1
2002-04-17,75.4965,74.172,74.2462,70.1837,60.1152,DOWN,0
2002-04-18,75.1256,75.364,74.5958,70.2038,60.2657,DOWN,0
2002-04-19,74.8342,75.0991,74.7336,70.2393,60.4107,DOWN,0
2002-04-22,72.874,74.3044,74.5005,70.2637,60.5433,DOWN,0
2002-04-23,72.874,73.2448,74.2409,70.2594,60.6726,DOWN,0
2002-04-24,71.6554,72.874,73.4727,70.2329,60.799,DOWN,0
2002-04-25,70.3044,70.9932,72.5084,70.1688,60.9201,UP,1
2002-04-26,72.1852,70.4634,71.9786,70.1344,61.0457,DOWN,0
2002-04-29,71.6289,72.8475,71.7296,70.0623,61.169,UP,1
2002-04-30,77.4832,73.6422,72.6515,70.1476,61.3299,UP,1
2002-05-01,77.7481,77.6157,73.87,70.2668,61.4948,UP,1
2002-05-02,80.7945,78.0925,75.968,70.4523,61.6703,DOWN,0
2002-05-03,79.47,80.715,77.425,70.6048,61.8442,UP,1
2002-05-06,80.7945,79.8408,79.2581,70.8115,62.0197,DOWN,0
2002-05-07,74.7018,80.1322,78.7018,70.8782,62.1634,DOWN,0
2002-05-08,74.119,74.4369,77.976,70.954,62.3042,DOWN,0
2002-05-09,73.8011,74.0395,76.5773,71.016,62.4461,UP,1
2002-05-10,75.2316,73.7746,75.7296,71.0907,62.5971,DOWN,0
2002-05-13,75.2316,74.5693,74.617,71.1701,62.7487,UP,1
2002-05-14,77.8276,75.7614,75.2422,71.3042,62.9133,DOWN,0
2002-05-15,76.1852,77.4832,75.6554,71.408,63.0771,UP,1
2002-05-16,82.119,75.9998,77.319,71.6576,63.2724,DOWN,0
2002-05-17,81.9865,81.8541,78.67,71.9378,63.4643,DOWN,0
2002-05-20,80.9534,81.7746,79.8144,72.1974,63.6413,DOWN,0
2002-05-21,79.8673,80.7945,80.2223,72.457,63.8155,DOWN,0
2002-05-22,79.8408,79.7614,80.9534,72.6811,63.9862,UP,1
2002-05-23,80.9269,79.9998,80.715,72.9407,64.1621,UP,1
2002-05-24,82.119,80.662,80.7415,73.2189,64.3508,UP,1
2002-05-28,85.5097,82.3839,81.6528,73.5913,64.5446,UP,1
2002-05-29,85.6951,85.2978,82.8183,73.986,64.7347,DOWN,0
2002-05-30,82.7018,84.768,83.3905,74.3087,64.9164,UP,1
2002-05-31,86.172,83.311,84.4395,74.7097,65.1148,DOWN,0
2002-06-03,85.1918,86.172,85.0541,75.0546,65.3102,DOWN,0
2002-06-04,83.0726,85.1918,84.5667,75.3662,65.4911,UP,1
2002-06-05,83.5759,83.3375,84.1428,75.7079,65.6717,UP,1
2002-06-06,84.2382,84.2382,84.4501,76.0782,65.8525,UP,1
2002-06-07,86.7812,81.1918,84.572,76.5052,66.0447,DOWN,0
2002-06-10,85.96,86.7282,84.7256,76.9158,66.2307,UP,1
2002-06-11,87.417,86.2249,85.5945,77.3582,66.4214,UP,1
2002-06-12,89.6951,87.2845,86.8183,77.8117,66.6116,DOWN,0
2002-06-13,84.2912,89.5362,86.8289,78.1677,66.7808,UP,1
2002-06-14,84.7945,84.2912,86.4316,78.4877,66.9405,DOWN,0
2002-06-17,83.8408,84.768,86.0077,78.7659,67.0988,UP,1
2002-06-18,84.9004,83.7614,85.5044,79.0774,67.269,UP,1
2002-06-19,87.0196,84.5031,84.9693,79.3656,67.4524,UP,1
2002-06-20,87.7349,86.8872,85.6581,79.6501,67.6394,UP,1
2002-06-21,87.7878,87.1521,86.2567,79.9383,67.8267,DOWN,0
2002-06-24,87.2845,87.6024,86.9455,80.2011,68.0145,DOWN,0
2002-06-25,86.9402,87.2316,87.3534,80.4591,68.2001,DOWN,0
2002-06-26,85.1388,84.5561,86.9773,80.6785,68.3788,UP,1
2002-06-27,88.4766,84.768,87.1256,80.9381,68.5781,DOWN,0
2002-06-28,87.1786,87.417,87.0037,81.1791,68.7761,DOWN,0
2002-07-01,84.1057,87.417,86.368,81.3646,68.9614,DOWN,0
2002-07-02,81.1918,83.4435,85.2183,81.5309,69.1343,DOWN,0
2002-07-03,80.5296,81.4567,84.2965,81.684,69.2819,UP,1
2002-07-05,81.6157,80.5296,82.9243,81.8832,69.4304,UP,1
2002-07-08,81.8541,81.4567,81.8594,82.1142,69.5715,DOWN,0
2002-07-09,81.0329,81.8541,81.2448,82.2912,69.6932,DOWN,0
2002-07-10,78.9402,80.9269,80.7945,82.4374,69.8124,DOWN,0
2002-07-11,78.4104,78.4104,80.3706,82.4559,69.9263,DOWN,0
2002-07-12,76.821,78.4369,79.4117,82.4374,70.0316,DOWN,0
2002-07-15,74.2779,77.2183,77.8965,82.3071,70.1084,UP,1
2002-07-16,74.5428,74.172,76.5985,82.2085,70.1639,UP,1
2002-07-17,74.8607,75.2051,75.7826,82.0898,70.2284,DOWN,0
2002-07-18,73.2713,74.8607,74.7548,82.0612,70.2891,DOWN,0
2002-07-19,71.4965,73.2713,73.6899,82.0088,70.3459,DOWN,0
2002-07-22,66.7548,71.4965,72.1852,81.8679,70.3723,UP,1
2002-07-23,69.9601,66.7548,71.2687,81.7624,70.4162,UP,1
2002-07-24,72.715,67.8144,70.8395,81.7121,70.4692,DOWN,0
2002-07-25,72.715,72.5826,70.7283,81.6099,70.5266,UP,1
2002-07-26,76.9534,72.8475,71.8197,81.6252,70.6067,UP,1
2002-07-29,79.9998,78.8077,74.4687,81.5828,70.6946,UP,1
2002-07-30,86.013,82.6488,77.6793,81.6634,70.8136,DOWN,0
2002-07-31,83.8143,84.768,79.8991,81.7206,70.9227,DOWN,0
2002-08-01,79.417,83.7084,81.2395,81.7116,71.0178,DOWN,0
2002-08-02,76.821,78.2779,81.213,81.6512,71.1046,DOWN,0
2002-08-05,75.0991,76.1587,80.2329,81.5346,71.1822,UP,1
2002-08-06,77.4832,76.9534,78.5269,81.4419,71.2629,DOWN,0
2002-08-07,75.7879,77.6157,76.9217,81.2475,71.3332,UP,1
2002-08-08,82.5428,76.1852,77.5468,81.1844,71.4174,UP,1
2002-08-09,84.8475,82.5428,79.1521,81.2273,71.5139,UP,1
2002-08-12,85.4567,84.768,81.2236,81.213,71.6258,UP,1
2002-08-13,85.5362,85.4567,82.8342,81.2199,71.7324,DOWN,0
2002-08-14,85.1653,85.4302,84.7097,81.2618,71.8268,UP,1
2002-08-15,86.3044,85.0329,85.462,81.3163,71.9272,DOWN,0
2002-08-16,84.5031,86.066,85.3932,81.3216,72.0419,DOWN,0
2002-08-19,81.8276,84.4766,84.6673,81.2226,72.1426,DOWN,0
2002-08-20,80.7945,81.8276,83.719,81.1193,72.238,DOWN,0
2002-08-21,80.6091,81.0594,82.8077,80.9831,72.3231,UP,1
2002-08-22,80.9004,81.0594,81.7269,80.8072,72.4031,DOWN,0
2002-08-23,80.2647,80.7945,80.8793,80.7267,72.4748,DOWN,0
2002-08-26,79.7349,80.3177,80.4607,80.6255,72.5422,DOWN,0
2002-08-27,79.1521,79.4965,80.1322,80.5317,72.6117,DOWN,0
2002-08-28,78.9667,79.1521,79.8038,80.413,72.7019,UP,1
2002-08-29,82.4369,78.8077,80.111,80.3214,72.8075,UP,1
2002-08-30,83.417,82.119,80.7415,80.235,72.9133,DOWN,0
2002-09-03,80.1322,83.417,80.821,80.0819,73.0085,UP,1
2002-09-04,82.5163,80.1322,81.4938,79.9865,73.1165,DOWN,0
2002-09-05,82.172,81.9865,82.1349,79.8912,73.2274,UP,1
2002-09-06,86.0925,83.4965,82.866,79.9103,73.3638,UP,1
2002-09-09,87.417,85.8806,83.666,79.8891,73.5068,DOWN,0
2002-09-10,86.8872,87.417,85.017,79.8832,73.6452,DOWN,0
2002-09-11,86.2514,87.1521,85.764,79.9261,73.7687,DOWN,0
2002-09-12,84.9534,86.0925,86.3203,80.0014,73.8835,UP,1
2002-09-13,85.0329,84.8739,86.1084,80.0914,73.9948,UP,1
2002-09-16,85.8276,85.4302,85.7905,80.1757,74.115,DOWN,0
2002-09-17,83.9733,85.1653,85.2077,80.2181,74.2189,DOWN,0
2002-09-18,82.9667,82.9137,84.5508,80.2567,74.3201,DOWN,0
2002-09-19,82.4898,82.9402,84.0581,80.3277,74.4206,UP,1
2002-09-20,83.3905,82.6488,83.7296,80.4273,74.5231,UP,1
2002-09-23,83.4435,83.1786,83.2528,80.5598,74.6281,DOWN,0
2002-09-24,81.4567,82.9667,82.7494,80.7034,74.7202,UP,1
2002-09-25,83.4965,81.9071,82.8554,80.8824,74.8271,UP,1
2002-09-26,87.1521,83.6289,83.7879,81.1283,74.9569,UP,1
2002-09-27,87.4965,87.1521,84.609,81.4128,75.0851,UP,1
2002-09-30,88.715,87.2845,85.6633,81.7571,75.2201,UP,1
2002-10-01,91.258,88.7415,87.6236,82.2472,75.3666,DOWN,0
2002-10-02,89.5627,90.7282,88.8369,82.6393,75.5064,UP,1
2002-10-03,91.0196,89.3772,89.6104,83.0053,75.6556,DOWN,0
2002-10-04,87.1786,91.0461,89.5468,83.2946,75.7862,DOWN,0
2002-10-07,85.4037,87.0991,88.8845,83.4636,75.9022,UP,1
2002-10-08,87.1256,85.6686,88.058,83.6061,76.026,DOWN,0
2002-10-09,84.9004,86.7547,87.1256,83.5839,76.1452,UP,1
2002-10-10,89.7481,85.1653,86.8713,83.7026,76.2881,UP,1
2002-10-11,92.4501,89.9335,87.9256,83.9632,76.4458,UP,1
2002-10-14,94.7017,90.7282,89.7852,84.3208,76.6126,DOWN,0
2002-10-15,92.9799,96.0262,90.9561,84.6785,76.7676,DOWN,0
2002-10-16,91.6289,91.258,92.3017,84.9614,76.9138,DOWN,0
2002-10-17,90.6223,92.715,92.4766,85.2581,77.0557,DOWN,0
2002-10-18,90.6223,90.5428,92.111,85.4196,77.1936,UP,1
2002-10-21,90.6488,90.4633,91.3004,85.5357,77.3322,DOWN,0
2002-10-22,90.5428,90.2779,90.813,85.6374,77.4783,DOWN,0
2002-10-23,90.066,90.066,90.5004,85.728,77.6413,DOWN,0
2002-10-24,89.7481,90.3309,90.3256,85.8196,77.7952,DOWN,0
2002-10-25,86.8607,89.9335,89.5733,85.8308,77.9242,UP,1
2002-10-28,87.364,87.9468,88.9163,85.888,78.0471,DOWN,0
2002-10-29,80.9269,87.364,86.9931,85.87,78.1349,DOWN,0
2002-10-30,80.821,80.768,85.1441,85.8705,78.2187,UP,1
2002-10-31,81.0594,81.0859,83.4064,85.8795,78.3042,UP,1
2002-11-01,81.3243,80.8475,82.2991,85.888,78.3928,DOWN,0
2002-11-04,80.4501,82.3839,80.9163,85.8917,78.4771,UP,1
2002-11-05,83.0461,80.4501,81.3402,85.9579,78.5733,UP,1
2002-11-06,83.1256,83.1786,81.8011,86.0374,78.6691,DOWN,0
2002-11-07,80.6355,82.5958,81.7163,86.0708,78.7513,DOWN,0
2002-11-08,79.5759,80.5296,81.3667,86.0135,78.8207,DOWN,0
2002-11-11,78.4899,79.3375,80.9746,85.915,78.8858,UP,1
2002-11-12,78.8342,78.6753,80.1322,85.889,78.954,UP,1
2002-11-13,80.1322,78.6753,79.5336,85.8414,79.015,UP,1
2002-11-14,81.4567,80.5826,79.6978,85.8271,79.0676,UP,1
2002-11-15,82.119,81.4567,80.2064,85.7476,79.1149,UP,1
2002-11-18,83.5494,82.2514,81.2183,85.6702,79.1703,DOWN,0
2002-11-19,82.9137,83.4435,82.0342,85.5908,79.2142,DOWN,0
2002-11-20,81.4832,82.3839,82.3044,85.4954,79.2563,DOWN,0
2002-11-21,78.7283,81.5627,81.7587,85.3709,79.2917,UP,1
2002-11-22,79.0726,78.4104,81.1495,85.2517,79.3216,DOWN,0
2002-11-25,75.1256,78.8077,79.4647,85.0377,79.3324,DOWN,0
2002-11-26,73.6422,74.8607,77.6104,84.831,79.333,DOWN,0
2002-11-27,73.5097,73.2448,76.0157,84.6419,79.331,DOWN,0
2002-11-29,73.1389,74.0395,74.8978,84.4549,79.3206,UP,1
2002-12-02,75.8144,73.7746,74.2462,84.3034,79.3336,UP,1
2002-12-03,77.6157,75.417,74.7442,84.1868,79.3627,DOWN,0
2002-12-04,76.7415,76.9534,75.364,84.0925,79.3888,UP,1
2002-12-05,78.5958,76.821,76.3813,83.9945,79.4226,UP,1
2002-12-06,80.9534,78.4104,77.9442,83.8705,79.475,DOWN,0
2002-12-09,80.3971,80.7945,78.8607,83.7285,79.5202,UP,1
2002-12-10,81.1918,79.7349,79.5759,83.5781,79.5745,UP,1
2002-12-11,81.8541,81.1389,80.5985,83.39,79.6303,UP,1
2002-12-12,82.7812,82.119,81.4355,83.2543,79.6867,DOWN,0
2002-12-13,80.3706,82.3839,81.319,83.0414,79.7322,DOWN,0
2002-12-16,77.8806,79.9998,80.8157,82.8554,79.766,UP,1
2002-12-17,78.013,77.2183,80.1799,82.7076,79.8011,UP,1
2002-12-18,78.4634,77.9601,79.5018,82.5344,79.8452,DOWN,0
2002-12-19,76.4236,78.4104,78.2303,82.3648,79.8875,UP,1
2002-12-20,77.1654,76.6885,77.5892,82.1132,79.9334,DOWN,0
2002-12-23,76.4766,76.9534,77.3084,81.7937,79.9814,DOWN,0
2002-12-24,76.3177,76.1587,76.9693,81.426,80.0198,DOWN,0
2002-12-26,75.523,76.3177,76.3813,81.0769,80.0577,DOWN,0
2002-12-27,75.2316,75.4965,76.1428,80.7489,80.0928,UP,1
2002-12-30,75.2581,75.1786,75.7614,80.4416,80.1346,UP,1
2002-12-31,75.9468,74.9667,75.6554,80.1481,80.1846,UP,1
2003-01-02,76.9534,76.0263,75.7826,79.8742,80.2365,DOWN,0
2003-01-03,76.1852,76.768,75.915,79.5871,80.2868,UP,1
2003-01-06,77.2183,76.3707,76.3124,79.3301,80.3332,DOWN,0
