ticker,MCK US Equity,MCK US Equity,MCK US Equity,MCK US Equity,MCK US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-02-26,27.88,27.72,31.9933,27.872,29.7536,DOWN,0
2004-02-27,27.31,27.83,31.9847,27.694,29.682,UP,1
2004-03-01,27.82,27.47,31.9796,27.718,29.6134,DOWN,0
2004-03-02,27.71,27.7,31.9716,27.69,29.542,UP,1
2004-03-03,27.75,27.7,31.9633,27.694,29.466,DOWN,0
2004-03-04,27.4,27.7,31.9595,27.598,29.3862,UP,1
2004-03-05,28.43,27.48,31.9606,27.822,29.3214,DOWN,0
2004-03-08,28.43,28.43,31.9604,27.944,29.265,DOWN,0
2004-03-09,27.91,28.26,31.9535,27.984,29.2014,UP,1
2004-03-10,28.22,27.82,31.9477,28.078,29.1456,DOWN,0
2004-03-11,27.96,28.0,31.9369,28.19,29.0818,UP,1
2004-03-12,28.05,27.94,31.9265,28.114,29.0208,DOWN,0
2004-03-15,27.8,27.95,31.9147,27.988,28.9336,UP,1
2004-03-16,28.05,27.87,31.9034,28.016,28.8774,UP,1
2004-03-17,28.25,28.15,31.8909,28.022,28.838,UP,1
2004-03-18,28.27,28.18,31.8774,28.084,28.8036,DOWN,0
2004-03-19,27.76,28.17,31.8572,28.026,28.7556,DOWN,0
2004-03-22,27.71,27.77,31.8341,28.008,28.7114,UP,1
2004-03-23,27.73,27.85,31.8078,27.944,28.6716,DOWN,0
2004-03-24,27.57,27.6,31.7843,27.808,28.6334,UP,1
2004-03-25,28.26,27.59,31.7644,27.806,28.62,UP,1
2004-03-26,29.4,29.0,31.7448,28.134,28.6142,UP,1
2004-03-29,29.92,29.45,31.7243,28.576,28.6092,DOWN,0
2004-03-30,29.75,29.84,31.7003,28.98,28.6018,UP,1
2004-03-31,30.09,29.62,31.6703,29.484,28.599,DOWN,0
2004-04-01,29.8,30.02,31.6346,29.792,28.577,UP,1
2004-04-02,30.38,30.0,31.607,29.988,28.555,UP,1
2004-04-05,30.8,30.38,31.582,30.164,28.585,DOWN,0
2004-04-06,30.64,30.76,31.5553,30.342,28.6098,UP,1
2004-04-07,30.9,30.55,31.535,30.504,28.6476,UP,1
2004-04-08,31.14,31.05,31.514,30.772,28.6904,UP,1
2004-04-12,31.34,31.14,31.4966,30.964,28.7302,DOWN,0
2004-04-13,30.78,31.34,31.4711,30.96,28.7582,DOWN,0
2004-04-14,30.65,30.55,31.4451,30.962,28.785,UP,1
2004-04-15,31.35,30.8,31.4231,31.052,28.8192,UP,1
2004-04-16,31.88,31.75,31.4055,31.2,28.8748,UP,1
2004-04-19,31.92,31.95,31.3888,31.316,28.9334,DOWN,0
2004-04-20,30.94,31.92,31.3685,31.348,28.9636,UP,1
2004-04-21,32.5,30.8,31.3527,31.718,29.0376,DOWN,0
2004-04-22,31.88,32.45,31.3321,31.824,29.106,UP,1
2004-04-23,31.92,31.78,31.3093,31.832,29.1744,DOWN,0
2004-04-26,31.32,31.92,31.2867,31.712,29.2284,DOWN,0
2004-04-27,30.8,31.12,31.2601,31.684,29.2722,DOWN,0
2004-04-28,30.24,30.72,31.2307,31.232,29.305,DOWN,0
2004-04-29,30.09,30.1,31.2012,30.874,29.3322,UP,1
2004-04-30,32.86,31.0,31.1848,31.062,29.4208,UP,1
2004-05-03,33.45,32.65,31.1719,31.488,29.5258,UP,1
2004-05-04,33.92,33.55,31.162,32.112,29.6502,DOWN,0
2004-05-05,33.76,33.4,31.1541,32.816,29.7684,UP,1
2004-05-06,33.95,33.05,31.1474,33.588,29.8928,DOWN,0
2004-05-07,33.2,33.38,31.1386,33.656,29.9992,DOWN,0
2004-05-10,32.46,32.9,31.1279,33.458,30.1022,DOWN,0
2004-05-11,32.4,32.4,31.1152,33.154,30.1938,UP,1
2004-05-12,32.86,32.6,31.1065,32.974,30.2968,UP,1
2004-05-13,33.5,32.75,31.1015,32.884,30.4118,UP,1
2004-05-14,33.95,33.35,31.0994,33.034,30.5428,DOWN,0
2004-05-17,33.74,33.5,31.1068,33.29,30.649,DOWN,0
2004-05-18,33.61,33.76,31.1102,33.532,30.7526,UP,1
2004-05-19,33.9,33.68,31.1147,33.74,30.8724,DOWN,0
2004-05-20,33.36,33.7,31.1187,33.712,30.9752,UP,1
2004-05-21,33.61,33.6,31.1258,33.644,31.0882,DOWN,0
2004-05-24,33.46,33.86,31.1288,33.588,31.1964,UP,1
2004-05-25,34.94,33.45,31.1386,33.854,31.3392,DOWN,0
2004-05-26,34.85,34.82,31.147,34.044,31.4752,DOWN,0
2004-05-27,34.27,34.84,31.1509,34.226,31.5956,UP,1
2004-05-28,34.4,34.3,31.1556,34.384,31.7182,UP,1
2004-06-01,34.41,34.3,31.1591,34.574,31.8512,DOWN,0
2004-06-02,34.3,34.43,31.1621,34.446,31.983,DOWN,0
2004-06-03,33.87,34.1,31.1614,34.25,32.1058,UP,1
2004-06-04,33.99,33.88,31.1612,34.194,32.2342,UP,1
2004-06-07,34.74,33.93,31.1684,34.262,32.3638,DOWN,0
2004-06-08,34.72,34.58,31.1726,34.324,32.4702,UP,1
2004-06-09,34.84,34.72,31.1778,34.432,32.5686,UP,1
2004-06-10,34.95,34.88,31.1848,34.648,32.6726,DOWN,0
2004-06-14,34.78,34.75,31.1916,34.806,32.7664,UP,1
2004-06-15,35.13,34.88,31.2031,34.884,32.873,UP,1
2004-06-16,35.27,34.95,31.2157,34.994,32.9708,UP,1
2004-06-17,35.8,35.25,31.231,35.186,33.0708,DOWN,0
2004-06-18,35.16,35.35,31.2387,35.228,33.1612,DOWN,0
2004-06-21,35.0,35.17,31.2405,35.272,33.2432,DOWN,0
2004-06-22,34.46,34.5,31.2391,35.138,33.3096,UP,1
2004-06-23,34.49,34.38,31.2401,34.982,33.3726,DOWN,0
2004-06-24,34.22,34.45,31.2364,34.666,33.4414,DOWN,0
2004-06-25,33.92,34.16,31.2349,34.418,33.5068,DOWN,0
2004-06-28,33.5,33.92,31.2303,34.118,33.5498,UP,1
2004-06-29,34.25,33.55,31.2295,34.076,33.5972,UP,1
2004-06-30,34.33,34.25,31.229,34.044,33.6454,DOWN,0
2004-07-01,30.96,32.51,31.2112,33.392,33.6458,DOWN,0
2004-07-02,30.49,30.98,31.1885,32.706,33.6056,DOWN,0
2004-07-06,30.27,30.35,31.1626,32.06,33.5734,UP,1
2004-07-07,30.64,30.4,31.1349,31.338,33.5478,DOWN,0
2004-07-08,30.11,30.54,31.1086,30.494,33.5236,DOWN,0
2004-07-09,29.65,30.11,31.0832,30.232,33.5006,DOWN,0
2004-07-12,29.58,29.65,31.0577,30.05,33.4874,UP,1
2004-07-13,29.76,29.58,31.0385,29.948,33.4808,UP,1
2004-07-14,29.79,29.7,31.0197,29.778,33.4194,UP,1
2004-07-15,30.04,29.8,31.0019,29.764,33.3512,UP,1
2004-07-16,30.41,30.29,30.9849,29.916,33.281,UP,1
2004-07-19,30.45,30.4,30.9707,30.09,33.2148,UP,1
2004-07-20,31.99,30.52,30.9585,30.536,33.1756,DOWN,0
2004-07-21,31.9,32.0,30.9469,30.958,33.1496,UP,1
2004-07-22,32.25,31.8,30.9374,31.4,33.1454,DOWN,0
2004-07-23,32.1,32.24,30.9308,31.738,33.1394,DOWN,0
2004-07-26,31.78,32.13,30.9247,32.004,33.1178,DOWN,0
2004-07-27,31.38,31.73,30.9169,31.882,33.0754,DOWN,0
2004-07-28,31.38,31.39,30.9083,31.778,33.024,UP,1
2004-07-29,31.88,31.55,30.9019,31.704,32.9868,UP,1
2004-07-30,32.17,31.89,30.8964,31.718,32.958,DOWN,0
2004-08-02,32.08,32.17,30.8894,31.778,32.9216,DOWN,0
2004-08-03,31.34,32.05,30.8781,31.77,32.8812,UP,1
2004-08-04,31.37,31.34,30.8646,31.768,32.8364,DOWN,0
2004-08-05,30.6,31.3,30.8495,31.512,32.7792,DOWN,0
2004-08-06,30.18,30.35,30.8339,31.114,32.684,DOWN,0
2004-08-09,29.95,30.3,30.8154,30.688,32.586,UP,1
2004-08-10,30.0,30.0,30.8018,30.42,32.5006,UP,1
2004-08-11,30.45,29.93,30.785,30.236,32.4216,DOWN,0
2004-08-12,30.04,30.46,30.7749,30.124,32.3342,DOWN,0
2004-08-13,29.22,29.45,30.764,29.932,32.2326,UP,1
2004-08-16,29.97,29.45,30.7596,29.936,32.1546,UP,1
2004-08-17,30.1,30.05,30.7598,29.956,32.0768,UP,1
2004-08-18,30.74,30.11,30.7634,30.014,31.9968,DOWN,0
2004-08-19,30.49,30.7,30.7645,30.104,31.9122,UP,1
2004-08-20,30.73,30.38,30.768,30.406,31.83,DOWN,0
2004-08-23,30.67,30.83,30.7757,30.546,31.7444,UP,1
2004-08-24,30.86,30.67,30.7835,30.698,31.666,UP,1
2004-08-25,31.64,30.81,30.7962,30.878,31.5962,DOWN,0
2004-08-26,31.4,31.64,30.8105,31.06,31.5188,UP,1
2004-08-27,31.53,31.35,30.8244,31.22,31.4334,DOWN,0
2004-08-30,31.0,31.4,30.8357,31.286,31.3502,DOWN,0
2004-08-31,30.95,30.99,30.8459,31.304,31.2692,DOWN,0
2004-09-01,30.74,31.0,30.8506,31.124,31.1948,UP,1
2004-09-02,31.43,30.89,30.858,31.13,31.1336,UP,1
2004-09-03,31.45,31.58,30.8662,31.114,31.0782,UP,1
2004-09-07,31.83,31.62,30.8801,31.28,31.0364,DOWN,0
2004-09-08,26.98,29.25,30.868,30.486,30.906,UP,1
2004-09-09,27.38,27.02,30.8611,29.814,30.7686,DOWN,0
2004-09-10,27.29,27.38,30.8562,28.986,30.6278,UP,1
2004-09-13,27.68,27.25,30.8504,28.232,30.5622,UP,1
2004-09-14,28.31,27.74,30.8482,27.528,30.5186,DOWN,0
2004-09-15,27.6,28.35,30.8414,27.652,30.4652,UP,1
2004-09-16,27.82,27.5,30.8345,27.74,30.4088,DOWN,0
2004-09-17,27.6,27.81,30.8234,27.802,30.3586,DOWN,0
2004-09-20,27.45,27.61,30.8076,27.756,30.3146,UP,1
2004-09-21,27.73,27.45,30.7955,27.64,30.2776,DOWN,0
2004-09-22,26.9,27.6,30.7782,27.5,30.2204,UP,1
2004-09-23,27.24,27.04,30.7626,27.384,30.1694,UP,1
2004-09-24,27.39,27.34,30.7464,27.342,30.1164,DOWN,0
2004-09-27,26.89,27.2,30.7268,27.23,30.046,DOWN,0
2004-09-28,26.89,26.9,30.7078,27.062,29.9748,DOWN,0
2004-09-29,26.38,26.89,30.6866,26.958,29.8626,DOWN,0
2004-09-30,25.65,26.38,30.66,26.64,29.7376,UP,1
2004-10-01,26.0,26.0,30.6355,26.362,29.6126,DOWN,0
2004-10-04,25.48,25.88,30.6067,26.08,29.4802,DOWN,0
2004-10-05,25.45,25.55,30.5775,25.792,29.3536,UP,1
2004-10-06,25.58,25.46,30.5477,25.632,29.2376,DOWN,0
2004-10-07,24.66,25.58,30.514,25.434,29.1032,DOWN,0
2004-10-08,24.44,24.67,30.4779,25.122,28.9544,UP,1
2004-10-11,24.82,24.6,30.4457,24.99,28.8074,UP,1
2004-10-12,24.9,24.7,30.4148,24.88,28.6638,DOWN,0
2004-10-13,24.8,25.0,30.3837,24.724,28.533,DOWN,0
2004-10-14,24.4,24.7,30.35,24.672,28.3936,DOWN,0
2004-10-15,24.34,24.59,30.3162,24.652,28.2684,UP,1
2004-10-18,24.58,24.45,30.2783,24.604,28.1564,DOWN,0
2004-10-19,24.02,24.5,30.2441,24.428,28.0378,DOWN,0
2004-10-20,23.66,24.02,30.2113,24.2,27.911,DOWN,0
2004-10-21,22.98,23.66,30.1762,23.916,27.7616,UP,1
2004-10-22,24.98,24.39,30.1503,24.044,27.6604,DOWN,0
2004-10-25,24.8,26.0,30.1247,24.088,27.572,UP,1
2004-10-26,25.38,24.75,30.103,24.36,27.4802,UP,1
2004-10-27,26.94,25.75,30.0903,25.016,27.417,DOWN,0
2004-10-28,26.85,26.91,30.0799,25.79,27.3392,DOWN,0
2004-10-29,26.66,26.85,30.0648,26.126,27.2626,UP,1
2004-11-01,26.72,26.75,30.0475,26.51,27.1824,UP,1
2004-11-02,27.01,27.0,30.032,26.836,27.1092,UP,1
2004-11-03,27.54,27.4,30.0185,26.956,27.0428,UP,1
2004-11-04,27.78,27.54,30.0029,27.142,26.9656,UP,1
2004-11-05,27.98,28.03,29.9854,27.406,26.8972,UP,1
2004-11-08,28.49,28.24,29.9814,27.76,26.8364,UP,1
2004-11-09,28.95,28.4,29.9791,28.148,26.7954,UP,1
2004-11-10,29.52,29.2,29.9817,28.544,26.7668,UP,1
2004-11-11,29.7,29.75,29.9852,28.928,26.746,DOWN,0
2004-11-12,29.6,29.59,29.9864,29.252,26.7094,UP,1
2004-11-15,29.77,29.65,29.9884,29.508,26.6758,DOWN,0
2004-11-16,29.4,29.61,29.9888,29.598,26.6272,DOWN,0
2004-11-17,29.07,29.37,29.986,29.508,26.669,DOWN,0
2004-11-18,28.88,29.24,29.9849,29.344,26.699,DOWN,0
2004-11-19,28.44,28.86,29.9821,29.112,26.722,UP,1
2004-11-22,28.87,28.44,29.9793,28.932,26.7458,UP,1
2004-11-23,28.95,28.87,29.9801,28.842,26.7586,UP,1
2004-11-24,28.99,29.15,29.9827,28.826,26.7864,UP,1
2004-11-26,29.17,29.09,29.9861,28.884,26.8134,UP,1
2004-11-29,29.2,29.11,29.989,29.036,26.8454,UP,1
2004-11-30,29.55,29.0,29.9937,29.172,26.8874,UP,1
2004-12-01,29.88,29.65,30.0001,29.358,26.9304,UP,1
2004-12-02,30.4,29.88,30.0084,29.64,27.0004,DOWN,0
2004-12-03,30.32,30.4,30.0179,29.87,27.062,UP,1
2004-12-06,31.16,30.16,30.0327,30.262,27.1374,DOWN,0
2004-12-07,31.04,31.15,30.0494,30.56,27.2204,UP,1
2004-12-08,31.88,31.3,30.0695,30.96,27.3202,DOWN,0
2004-12-09,31.8,31.89,30.0899,31.24,27.4286,UP,1
2004-12-10,32.0,32.38,30.1105,31.576,27.5556,UP,1
2004-12-13,32.47,31.96,30.1363,31.838,27.685,DOWN,0
2004-12-14,32.46,32.3,30.1595,32.122,27.8246,UP,1
2004-12-15,32.51,32.47,30.1835,32.248,27.9658,DOWN,0
2004-12-16,32.39,32.51,30.2067,32.366,28.102,DOWN,0
2004-12-17,31.9,31.9,30.2292,32.346,28.2468,UP,1
2004-12-20,32.13,31.95,30.2477,32.278,28.4006,UP,1
2004-12-21,32.55,32.25,30.2683,32.296,28.5552,DOWN,0
2004-12-22,31.0,31.62,30.2837,31.994,28.6772,DOWN,0
2004-12-23,30.55,30.6,30.2954,31.626,28.7922,UP,1
2004-12-27,30.91,30.7,30.3101,31.428,28.9224,UP,1
2004-12-28,31.25,30.85,30.3261,31.252,29.0606,UP,1
2004-12-29,31.4,31.25,30.3441,31.022,29.197,UP,1
2004-12-30,31.62,31.32,30.362,31.146,29.349,DOWN,0
2004-12-31,31.46,31.6,30.378,31.328,29.505,DOWN,0
2005-01-03,31.07,31.41,30.392,31.36,29.6668,DOWN,0
2005-01-04,30.67,31.07,30.4066,31.244,29.7806,DOWN,0
2005-01-05,30.66,30.57,30.4213,31.096,29.8978,UP,1
2005-01-06,31.17,30.57,30.4385,31.006,30.0136,DOWN,0
2005-01-07,30.88,31.07,30.4551,30.89,30.0924,UP,1
2005-01-10,31.3,30.66,30.4703,30.936,30.1814,DOWN,0
2005-01-11,31.23,31.2,30.4794,31.048,30.2728,UP,1
2005-01-12,31.24,31.1,30.486,31.164,30.3632,UP,1
2005-01-13,31.53,31.98,30.4949,31.236,30.4536,DOWN,0
2005-01-14,31.01,31.54,30.4995,31.262,30.523,UP,1
2005-01-18,31.25,31.0,30.5068,31.252,30.5924,DOWN,0
2005-01-19,30.36,31.09,30.5067,31.078,30.64,UP,1
2005-01-20,31.0,30.36,30.5077,31.03,30.6902,DOWN,0
2005-01-21,30.85,30.94,30.5087,30.894,30.7282,DOWN,0
2005-01-24,30.85,30.81,30.5085,30.862,30.7548,DOWN,0
2005-01-25,30.26,30.95,30.5041,30.664,30.766,UP,1
2005-01-26,30.4,30.45,30.4994,30.672,30.782,DOWN,0
2005-01-27,30.34,30.18,30.4972,30.54,30.7934,UP,1
2005-01-28,33.54,32.4,30.5116,31.078,30.8762,UP,1
2005-01-31,34.49,33.54,30.5273,31.806,30.9846,UP,1
2005-02-01,35.53,34.49,30.5456,32.86,31.1176,UP,1
2005-02-02,35.92,35.62,30.5656,33.964,31.2672,UP,1
2005-02-03,36.6,35.92,30.5939,35.216,31.4218,DOWN,0
2005-02-04,36.3,35.75,30.6129,35.768,31.5688,UP,1
2005-02-07,36.38,36.11,30.6354,36.146,31.7166,UP,1
2005-02-08,36.91,36.25,30.6603,36.422,31.8714,DOWN,0
2005-02-09,36.28,36.76,30.6851,36.494,32.013,DOWN,0
2005-02-10,36.12,36.24,30.7117,36.398,32.1444,UP,1
2005-02-11,36.34,36.0,30.7422,36.406,32.2736,UP,1
2005-02-14,36.39,36.2,30.7737,36.408,32.3934,DOWN,0
2005-02-15,36.11,36.29,30.79,36.248,32.5092,UP,1
2005-02-16,36.58,35.9,30.8056,36.308,32.6176,UP,1
2005-02-17,36.71,36.43,30.8196,36.426,32.731,UP,1
2005-02-18,36.77,36.71,30.8346,36.512,32.8288,DOWN,0
2005-02-22,36.41,36.5,30.8469,36.516,32.921,UP,1
2005-02-23,36.97,36.4,30.8658,36.688,33.0204,UP,1
2005-02-24,37.36,36.95,30.8903,36.844,33.1182,UP,1
2005-02-25,37.79,37.3,30.9172,37.06,33.2248,DOWN,0
2005-02-28,37.34,37.58,30.9396,37.174,33.3214,UP,1
2005-03-01,37.9,37.3,30.9616,37.472,33.4316,DOWN,0
2005-03-02,37.25,37.9,30.9781,37.528,33.5386,DOWN,0
2005-03-03,37.18,37.21,30.9953,37.492,33.6396,UP,1
2005-03-04,38.2,37.43,31.0183,37.574,33.7526,UP,1
2005-03-07,38.41,38.1,31.0408,37.788,33.9008,DOWN,0
2005-03-08,38.25,38.25,31.0653,37.858,34.0548,DOWN,0
2005-03-09,37.96,38.25,31.087,38.0,34.1958,DOWN,0
2005-03-10,37.83,38.0,31.1089,38.13,34.3274,DOWN,0
2005-03-11,37.6,37.75,31.1222,38.01,34.4514,UP,1
2005-03-14,37.99,37.65,31.1379,37.926,34.5788,DOWN,0
2005-03-15,36.96,37.93,31.1513,37.668,34.6888,DOWN,0
2005-03-16,36.83,36.9,31.1635,37.442,34.804,UP,1
2005-03-17,37.23,36.99,31.1776,37.322,34.9352,DOWN,0
2005-03-18,37.06,37.24,31.1914,37.214,35.0632,UP,1
2005-03-21,37.15,37.34,31.2078,37.046,35.1828,UP,1
2005-03-22,37.4,37.05,31.2248,37.134,35.3132,UP,1
2005-03-23,38.15,37.46,31.2419,37.398,35.4502,DOWN,0
2005-03-24,38.05,38.04,31.2585,37.562,35.5866,DOWN,0
2005-03-28,36.16,35.55,31.2651,37.382,35.685,UP,1
2005-03-29,36.28,36.22,31.2718,37.208,35.78,UP,1
2005-03-30,37.62,36.43,31.286,37.252,35.9122,UP,1
2005-03-31,37.75,37.72,31.2991,37.172,36.0422,UP,1
2005-04-01,37.86,37.76,31.312,37.134,36.1922,UP,1
2005-04-04,39.39,37.98,31.33,37.78,36.36,DOWN,0
2005-04-05,38.77,38.65,31.348,38.278,36.5184,UP,1
2005-04-06,38.99,38.79,31.368,38.552,36.6812,DOWN,0
2005-04-07,38.96,38.95,31.3905,38.794,36.8552,DOWN,0
2005-04-08,38.15,38.9,31.4088,38.852,37.0102,UP,1
2005-04-11,38.54,38.12,31.4304,38.682,37.1742,UP,1
2005-04-12,38.75,38.26,31.4545,38.678,37.2784,DOWN,0
2005-04-13,37.9,38.61,31.4765,38.46,37.3466,DOWN,0
2005-04-14,37.89,37.9,31.4947,38.246,37.3938,DOWN,0
2005-04-15,37.3,37.71,31.5096,38.076,37.4214,DOWN,0
2005-04-18,35.9,37.25,31.5343,37.548,37.4074,UP,1
2005-04-19,36.16,35.93,31.5626,37.03,37.4046,DOWN,0
2005-04-20,35.37,36.05,31.5881,36.524,37.3844,UP,1
2005-04-21,35.7,35.53,31.6134,36.086,37.3602,DOWN,0
2005-04-22,35.08,35.7,31.6383,35.642,37.3362,UP,1
2005-04-25,35.65,35.17,31.6683,35.592,37.3268,UP,1
2005-04-26,36.05,35.52,31.7006,35.57,37.321,UP,1
2005-04-27,36.35,36.05,31.7336,35.766,37.3202,DOWN,0
2005-04-28,36.0,36.3,31.7646,35.826,37.318,UP,1
2005-04-29,37.0,36.25,31.7994,36.21,37.3264,DOWN,0
2005-05-02,37.0,36.93,31.8324,36.48,37.3322,DOWN,0
2005-05-03,36.54,36.85,31.8628,36.578,37.3276,UP,1
2005-05-04,36.78,37.13,31.8868,36.664,37.335,UP,1
2005-05-05,37.8,36.85,31.9163,37.024,37.3516,UP,1
2005-05-06,38.04,38.45,31.9452,37.232,37.3652,UP,1
2005-05-09,38.37,38.1,31.9766,37.506,37.3768,UP,1
2005-05-10,38.5,38.15,32.0102,37.898,37.4,UP,1
2005-05-11,38.51,38.4,32.0458,38.244,37.4122,DOWN,0
2005-05-12,37.87,38.45,32.0783,38.258,37.4246,DOWN,0
2005-05-13,37.68,37.99,32.1073,38.186,37.4346,UP,1
2005-05-16,38.19,37.64,32.1374,38.15,37.4344,UP,1
2005-05-17,38.84,37.96,32.1712,38.218,37.443,UP,1
2005-05-18,39.35,38.93,32.2112,38.386,37.465,UP,1
2005-05-19,39.41,39.27,32.2514,38.694,37.494,DOWN,0
2005-05-20,38.94,39.2,32.2931,38.946,37.5162,UP,1
2005-05-23,39.39,38.93,32.3392,39.186,37.552,UP,1
2005-05-24,39.4,39.35,32.3864,39.298,37.5802,UP,1
2005-05-25,39.45,39.3,32.4337,39.318,37.63,UP,1
2005-05-26,40.02,39.45,32.4815,39.44,37.6938,UP,1
2005-05-27,40.25,39.85,32.5326,39.702,37.7542,UP,1
2005-05-31,40.27,40.12,32.5878,39.878,37.8184,DOWN,0
2005-06-01,40.24,40.15,32.6392,40.046,37.8802,DOWN,0
2005-06-02,40.17,40.04,32.6895,40.19,37.9356,UP,1
2005-06-03,40.2,40.1,32.7368,40.226,37.9766,UP,1
2005-06-06,40.61,40.2,32.7874,40.298,38.0278,UP,1
2005-06-07,40.86,40.65,32.8381,40.416,38.1218,DOWN,0
2005-06-08,40.51,40.98,32.8873,40.47,38.2064,UP,1
2005-06-09,40.65,40.45,32.9362,40.566,38.267,DOWN,0
2005-06-10,40.25,41.65,32.9793,40.576,38.317,UP,1
2005-06-13,42.8,40.31,33.0363,41.014,38.4158,UP,1
2005-06-14,43.03,42.5,33.0938,41.448,38.4886,DOWN,0
2005-06-15,42.7,43.0,33.1523,41.886,38.5672,UP,1
2005-06-16,42.93,42.4,33.2122,42.342,38.646,DOWN,0
2005-06-17,42.8,43.15,33.2725,42.852,38.7228,UP,1
2005-06-20,43.44,42.6,33.3325,42.98,38.8286,UP,1
2005-06-21,43.79,43.44,33.3942,43.132,38.9336,DOWN,0
2005-06-22,43.59,43.95,33.453,43.31,39.0304,DOWN,0
2005-06-23,43.47,43.69,33.5355,43.418,39.1418,DOWN,0
2005-06-24,43.29,43.27,33.615,43.516,39.2498,DOWN,0
2005-06-27,42.39,43.0,33.6905,43.306,39.3516,UP,1
2005-06-28,43.26,42.64,33.7684,43.2,39.4988,UP,1
2005-06-29,44.48,43.42,33.8493,43.378,39.6652,UP,1
2005-06-30,44.79,44.25,33.9352,43.642,39.8536,UP,1
2005-07-01,44.9,44.95,34.0206,43.964,40.0376,DOWN,0
2005-07-05,44.86,44.9,34.1069,44.458,40.2332,DOWN,0
2005-07-06,44.3,44.86,34.1912,44.666,40.4062,DOWN,0
2005-07-07,44.07,43.9,34.2729,44.584,40.5666,UP,1
2005-07-08,44.55,44.02,34.3611,44.536,40.7306,UP,1
2005-07-11,45.21,45.0,34.451,44.598,40.9148,DOWN,0
2005-07-12,44.8,45.1,34.538,44.586,41.0708,UP,1
2005-07-13,45.02,44.68,34.6287,44.73,41.2312,UP,1
2005-07-14,45.34,45.65,34.7209,44.984,41.4072,DOWN,0
2005-07-15,45.22,45.34,34.8151,45.118,41.576,UP,1
2005-07-18,45.75,45.24,34.9156,45.226,41.735,DOWN,0
2005-07-19,45.55,45.71,35.0134,45.376,41.8852,UP,1
2005-07-20,46.0,45.55,35.116,45.572,42.0378,DOWN,0
2005-07-21,45.05,46.0,35.214,45.514,42.1688,DOWN,0
2005-07-22,44.57,45.22,35.3089,45.384,42.29,DOWN,0
2005-07-25,44.11,44.44,35.4062,45.056,42.4148,UP,1
2005-07-26,44.82,44.36,35.5081,44.91,42.5576,UP,1
2005-07-27,45.02,44.82,35.6091,44.714,42.6942,UP,1
2005-07-28,45.4,45.5,35.7116,44.784,42.8254,DOWN,0
2005-07-29,45.0,45.35,35.8126,44.87,42.9384,UP,1
2005-08-01,45.01,45.05,35.9156,45.05,43.0504,UP,1
2005-08-02,46.41,45.1,36.026,45.368,43.1998,DOWN,0
2005-08-03,46.4,45.9,36.1351,45.644,43.34,UP,1
2005-08-04,46.56,46.35,36.2478,45.876,43.4832,UP,1
2005-08-05,46.6,46.45,36.3625,46.196,43.6262,DOWN,0
2005-08-08,46.56,46.55,36.4804,46.506,43.757,UP,1
2005-08-09,47.05,46.66,36.5907,46.634,43.893,UP,1
2005-08-10,47.51,47.02,36.7043,46.856,44.0378,DOWN,0
2005-08-11,47.5,47.35,36.8149,47.044,44.183,DOWN,0
2005-08-12,46.97,47.28,36.915,47.118,44.319,DOWN,0
2005-08-15,46.81,46.86,37.0148,47.168,44.4512,DOWN,0
2005-08-16,46.53,46.67,37.1142,47.064,44.5696,UP,1
2005-08-17,46.85,46.7,37.2148,46.932,44.6894,DOWN,0
2005-08-18,46.32,46.63,37.3114,46.696,44.8056,DOWN,0
2005-08-19,46.05,46.32,37.4039,46.512,44.9136,UP,1
2005-08-22,46.18,46.0,37.4959,46.386,45.0322,DOWN,0
2005-08-23,45.93,46.25,37.5857,46.266,45.0948,DOWN,0
2005-08-24,45.47,45.79,37.6706,45.99,45.1436,UP,1
2005-08-25,45.53,45.53,37.7535,45.832,45.2002,UP,1
2005-08-26,45.62,45.4,37.834,45.746,45.254,DOWN,0
2005-08-29,45.5,45.42,37.913,45.61,45.308,UP,1
2005-08-30,45.79,45.45,37.9939,45.582,45.355,UP,1
2005-08-31,46.67,45.73,38.0784,45.822,45.4126,DOWN,0
2005-09-01,46.45,46.5,38.1637,46.006,45.4698,DOWN,0
2005-09-02,46.27,46.42,38.2497,46.136,45.5258,DOWN,0
2005-09-06,46.26,46.4,38.3366,46.288,45.5852,DOWN,0
2005-09-07,46.0,46.16,38.4244,46.33,45.6574,UP,1
2005-09-08,46.02,46.0,38.5101,46.2,45.7126,DOWN,0
2005-09-09,45.0,45.0,38.5904,45.91,45.723,UP,1
2005-09-12,45.17,45.03,38.6713,45.69,45.7306,UP,1
2005-09-13,45.28,45.17,38.7519,45.494,45.7382,UP,1
2005-09-14,45.52,45.5,38.8335,45.398,45.7514,UP,1
2005-09-15,46.22,45.6,38.9168,45.438,45.7898,UP,1
2005-09-16,46.47,46.2,38.9998,45.732,45.8378,DOWN,0
2005-09-19,46.16,46.47,39.0786,45.93,45.87,DOWN,0
2005-09-20,45.69,46.16,39.1554,46.012,45.8796,DOWN,0
2005-09-21,45.61,45.94,39.2277,46.03,45.8958,UP,1
2005-09-22,45.75,45.61,39.3012,45.936,45.9104,UP,1
2005-09-23,45.79,45.86,39.3708,45.8,45.9194,UP,1
2005-09-26,45.92,46.0,39.4414,45.752,45.9334,UP,1
