ticker,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-01-17,58.35,58.7,57.0225,58.692,55.7246,UP,1
2006-01-18,58.42,58.38,56.9992,58.566,55.803,UP,1
2006-01-19,58.98,58.67,56.9768,58.544,55.9004,DOWN,0
2006-01-20,58.0,58.98,56.9447,58.488,55.9734,UP,1
2006-01-23,58.24,58.0,56.9133,58.398,56.058,DOWN,0
2006-01-24,58.14,58.27,56.8845,58.356,56.1402,UP,1
2006-01-25,58.21,58.05,56.8565,58.314,56.214,UP,1
2006-01-26,58.48,58.31,56.8254,58.214,56.2916,UP,1
2006-01-27,58.92,58.73,56.7937,58.398,56.3952,DOWN,0
2006-01-30,58.13,58.92,56.7608,58.376,56.4824,UP,1
2006-01-31,59.85,58.13,56.7411,58.718,56.6028,UP,1
2006-02-01,59.96,59.85,56.721,59.068,56.717,UP,1
2006-02-02,63.08,59.982,56.7124,59.988,56.8838,DOWN,0
2006-02-03,61.75,61.95,56.7047,60.554,57.026,DOWN,0
2006-02-06,61.67,61.49,56.6951,61.262,57.1686,DOWN,0
2006-02-07,60.53,61.5,56.6827,61.398,57.3,UP,1
2006-02-08,60.89,60.53,56.6646,61.584,57.4324,DOWN,0
2006-02-09,60.86,59.99,56.6482,61.14,57.5734,UP,1
2006-02-10,60.88,60.85,56.6362,60.966,57.7016,DOWN,0
2006-02-13,60.31,60.75,56.6234,60.694,57.8222,UP,1
2006-02-14,60.36,60.63,56.6087,60.66,57.9374,UP,1
2006-02-15,61.27,60.41,56.5982,60.736,58.0632,UP,1
2006-02-16,61.56,61.28,56.5879,60.876,58.2028,UP,1
2006-02-17,62.2,61.8,56.5805,61.14,58.3516,DOWN,0
2006-02-21,61.84,62.45,56.5971,61.446,58.5064,DOWN,0
2006-02-22,61.45,62.09,56.6164,61.664,58.6512,DOWN,0
2006-02-23,60.77,61.35,56.6378,61.564,58.7796,UP,1
2006-02-24,61.56,60.64,56.6607,61.564,58.9264,UP,1
2006-02-27,61.73,62.25,56.6831,61.47,59.0518,DOWN,0
2006-02-28,60.95,61.48,56.6991,61.292,59.1618,UP,1
2006-03-01,61.49,61.19,56.7192,61.3,59.2874,UP,1
2006-03-02,61.51,61.0,56.7355,61.448,59.4024,DOWN,0
2006-03-03,60.91,61.26,56.7444,61.318,59.4656,UP,1
2006-03-06,60.93,61.0,56.7485,61.158,59.5422,UP,1
2006-03-07,61.34,61.0,56.7566,61.236,59.6274,UP,1
2006-03-08,61.75,61.09,56.768,61.288,59.7146,UP,1
2006-03-09,62.07,61.95,56.7812,61.4,59.8162,DOWN,0
2006-03-10,61.81,62.26,56.7951,61.58,59.92,UP,1
2006-03-13,62.1,62.06,56.8136,61.814,60.0194,DOWN,0
2006-03-14,61.11,61.69,56.8259,61.768,60.0946,UP,1
2006-03-15,61.47,61.15,56.8408,61.712,60.1862,UP,1
2006-03-16,61.88,60.24,56.8581,61.674,60.2808,UP,1
2006-03-17,62.32,62.34,56.8767,61.776,60.3766,DOWN,0
2006-03-20,61.95,62.08,56.8938,61.746,60.4594,DOWN,0
2006-03-21,61.86,61.96,56.912,61.896,60.5222,UP,1
2006-03-22,62.15,62.04,56.9329,62.032,60.582,DOWN,0
2006-03-23,61.92,62.04,56.9532,62.04,60.6394,DOWN,0
2006-03-24,61.86,61.93,56.9719,61.948,60.6948,UP,1
2006-03-27,61.95,61.9,56.9948,61.948,60.7682,DOWN,0
2006-03-28,60.95,61.96,57.014,61.766,60.8134,DOWN,0
2006-03-29,60.36,61.0,57.0309,61.408,60.8536,UP,1
2006-03-30,60.63,60.25,57.0485,61.15,60.8978,DOWN,0
2006-03-31,59.85,60.5,57.0623,60.748,60.9152,UP,1
2006-04-03,60.84,59.88,57.0808,60.526,60.972,UP,1
2006-04-04,61.13,61.04,57.1014,60.562,61.0298,DOWN,0
2006-04-05,60.87,61.3,57.1184,60.664,61.0844,DOWN,0
2006-04-06,59.51,61.03,57.1314,60.44,61.1104,DOWN,0
2006-04-07,58.85,59.52,57.1429,60.24,61.1178,UP,1
2006-04-10,59.37,58.95,57.161,59.946,61.1268,DOWN,0
2006-04-11,59.04,59.37,57.1784,59.528,61.145,UP,1
2006-04-12,59.59,59.08,57.2,59.272,61.1398,DOWN,0
2006-04-13,59.45,59.66,57.2163,59.26,61.1296,DOWN,0
2006-04-17,59.41,59.4,57.2333,59.372,61.0562,UP,1
2006-04-18,60.1,59.53,57.2552,59.518,61.0232,UP,1
2006-04-19,60.93,60.3,57.2812,59.896,61.0084,UP,1
2006-04-20,61.77,60.99,57.3113,60.332,61.0332,UP,1
2006-04-21,62.13,62.23,57.3472,60.868,61.058,UP,1
2006-04-24,62.33,61.95,57.3839,61.452,61.0874,UP,1
2006-04-25,62.93,62.49,57.4205,62.018,61.1284,UP,1
2006-04-26,64.76,62.84,57.468,62.784,61.2174,DOWN,0
2006-04-27,64.65,64.77,57.5137,63.36,61.3032,DOWN,0
2006-04-28,64.18,64.6,57.5554,63.77,61.3614,DOWN,0
2006-05-01,63.65,64.03,57.5922,64.034,61.4032,UP,1
2006-05-02,64.42,63.65,57.6322,64.332,61.4476,DOWN,0
2006-05-03,61.5,62.5,57.6593,63.68,61.4408,UP,1
2006-05-04,62.0,62.39,57.6909,63.15,61.4518,DOWN,0
2006-05-05,61.88,62.15,57.7217,62.69,61.474,UP,1
2006-05-08,62.37,61.75,57.7583,62.434,61.4902,DOWN,0
2006-05-09,62.0,62.5,57.7932,61.95,61.4956,DOWN,0
2006-05-10,61.7,61.8,57.8252,61.99,61.5106,DOWN,0
2006-05-11,61.2,61.65,57.8563,61.83,61.5048,DOWN,0
2006-05-12,60.76,61.2,57.8859,61.606,61.4898,UP,1
2006-05-15,61.78,60.8,57.9169,61.488,61.5072,DOWN,0
2006-05-16,61.56,61.7,57.9454,61.4,61.5198,DOWN,0
2006-05-17,60.35,62.79,57.9688,61.13,61.5,UP,1
2006-05-18,60.48,60.35,57.9927,60.986,61.4746,DOWN,0
2006-05-19,60.45,60.48,58.0155,60.924,61.4422,UP,1
2006-05-22,60.5,60.25,58.0339,60.668,61.416,DOWN,0
2006-05-23,60.46,60.56,58.0547,60.448,61.3832,UP,1
2006-05-24,61.02,60.46,58.0769,60.582,61.3814,UP,1
2006-05-25,62.27,61.22,58.1051,60.94,61.3974,UP,1
2006-05-26,62.7,62.5,58.1359,61.39,61.4138,UP,1
2006-05-30,62.73,62.5,58.1641,61.836,61.422,UP,1
2006-05-31,63.19,62.9,58.1938,62.382,61.4468,UP,1
2006-06-01,63.36,63.18,58.2225,62.85,61.4768,DOWN,0
2006-06-02,63.08,63.24,58.2521,63.012,61.4954,DOWN,0
2006-06-05,61.79,62.83,58.2779,62.83,61.4928,DOWN,0
2006-06-06,61.4,62.0,58.2984,62.564,61.4836,UP,1
2006-06-07,61.47,61.5,58.3187,62.22,61.474,UP,1
2006-06-08,61.71,61.4,58.3392,61.89,61.4892,DOWN,0
2006-06-09,61.61,61.36,58.3598,61.596,61.5142,DOWN,0
2006-06-12,61.42,61.75,58.3833,61.522,61.53,UP,1
2006-06-13,61.51,61.43,58.4055,61.544,61.5632,DOWN,0
2006-06-14,60.87,61.28,58.4253,61.424,61.5638,UP,1
2006-06-15,61.19,60.87,58.4454,61.32,61.565,UP,1
2006-06-16,61.22,61.05,58.4659,61.242,61.572,DOWN,0
2006-06-19,60.69,61.35,58.4815,61.096,61.5956,DOWN,0
2006-06-20,60.21,60.55,58.4963,60.836,61.6228,DOWN,0
2006-06-21,59.9,59.9,58.5089,60.642,61.6334,UP,1
2006-06-22,60.44,59.8,58.5222,60.492,61.6614,UP,1
2006-06-23,60.69,60.3,58.5376,60.386,61.6834,UP,1
2006-06-26,60.91,60.68,58.5582,60.43,61.7126,UP,1
2006-06-27,61.01,60.88,58.5784,60.59,61.7446,DOWN,0
2006-06-28,60.78,61.0,58.5982,60.766,61.7582,UP,1
2006-06-29,61.45,61.0,58.6241,60.968,61.7686,DOWN,0
2006-06-30,60.97,61.45,58.6497,61.024,61.7526,UP,1
2006-07-03,61.11,61.0,58.6698,61.064,61.7322,DOWN,0
2006-07-05,60.66,60.5,58.6836,60.994,61.6988,UP,1
2006-07-06,60.94,60.56,58.7021,61.026,61.659,DOWN,0
2006-07-07,60.87,60.74,58.7215,60.91,61.5812,UP,1
2006-07-10,61.16,60.92,58.7483,60.948,61.5114,UP,1
2006-07-11,61.48,61.07,58.7796,61.022,61.4574,DOWN,0
2006-07-12,60.98,61.48,58.8099,61.086,61.404,DOWN,0
2006-07-13,60.16,60.9,58.8353,60.93,61.3188,DOWN,0
2006-07-14,59.14,60.0,58.8551,60.584,61.2716,UP,1
2006-07-17,59.74,59.18,58.8776,60.3,61.2264,DOWN,0
2006-07-18,59.49,59.52,58.8982,59.902,61.1786,UP,1
2006-07-19,60.4,59.7,58.9225,59.786,61.1392,DOWN,0
2006-07-20,59.65,60.4,58.9478,59.684,61.0922,DOWN,0
2006-07-21,58.82,59.73,58.9729,59.62,61.0346,UP,1
2006-07-24,59.27,58.8,59.0002,59.526,60.996,UP,1
2006-07-25,60.4,59.34,59.0342,59.708,60.9888,DOWN,0
2006-07-26,59.52,60.15,59.0633,59.532,60.9436,UP,1
2006-07-27,60.02,59.48,59.0932,59.606,60.9128,UP,1
2006-07-28,60.26,60.54,59.1259,59.894,60.911,DOWN,0
2006-07-31,59.94,60.08,59.1578,60.028,60.9002,DOWN,0
2006-08-01,58.66,59.98,59.1825,59.68,60.8644,UP,1
2006-08-02,59.69,57.97,59.2091,59.714,60.8482,DOWN,0
2006-08-03,59.5,59.25,59.2342,59.61,60.829,DOWN,0
2006-08-04,59.11,59.73,59.2583,59.38,60.7908,DOWN,0
2006-08-07,58.69,59.18,59.2794,59.13,60.7192,UP,1
2006-08-08,59.07,58.84,59.3066,59.212,60.6466,UP,1
2006-08-09,59.09,59.09,59.3338,59.092,60.5738,DOWN,0
2006-08-10,59.05,59.1,59.3586,59.002,60.491,DOWN,0
2006-08-11,58.35,59.06,59.3801,58.85,60.3908,UP,1
2006-08-14,58.53,58.73,59.4044,58.818,60.2998,UP,1
2006-08-15,60.01,59.1,59.4378,59.006,60.2642,UP,1
2006-08-16,60.59,60.35,59.4713,59.306,60.248,UP,1
2006-08-17,61.03,60.52,59.5058,59.702,60.2392,DOWN,0
2006-08-18,60.57,61.03,59.5396,60.146,60.2164,DOWN,0
2006-08-21,59.83,60.33,59.5683,60.406,60.1808,DOWN,0
2006-08-22,59.61,59.74,59.5939,60.326,60.1446,UP,1
2006-08-23,59.64,59.75,59.6215,60.136,60.1072,UP,1
2006-08-24,59.78,59.89,59.6487,59.886,60.0854,DOWN,0
2006-08-25,59.74,59.58,59.6773,59.72,60.0564,UP,1
2006-08-28,60.14,59.74,59.7079,59.782,60.0348,DOWN,0
2006-08-29,59.99,60.15,59.7352,59.858,60.0208,UP,1
2006-08-30,60.22,60.1,59.7633,59.974,60.021,DOWN,0
2006-08-31,59.81,60.6,59.7937,59.98,60.0192,UP,1
2006-09-01,60.04,59.99,59.825,60.04,60.0112,UP,1
2006-09-05,60.19,60.38,59.8568,60.05,60.0012,DOWN,0
2006-09-06,59.81,59.87,59.8846,60.014,59.9792,DOWN,0
2006-09-07,59.36,59.61,59.9077,59.842,59.9462,DOWN,0
2006-09-08,59.14,59.45,59.9302,59.708,59.9134,UP,1
2006-09-11,60.0,59.14,59.9575,59.7,59.8844,UP,1
2006-09-12,60.55,59.83,59.9905,59.772,59.876,DOWN,0
2006-09-13,60.32,60.37,60.0207,59.874,59.8602,DOWN,0
2006-09-14,60.27,60.35,60.053,60.056,59.8524,UP,1
2006-09-15,62.54,60.85,60.0934,60.736,59.8844,DOWN,0
2006-09-18,61.71,62.42,60.1305,61.078,59.9012,DOWN,0
2006-09-19,61.51,61.54,60.1651,61.27,59.9082,UP,1
2006-09-20,62.13,61.61,60.2008,61.632,59.9212,UP,1
2006-09-21,63.5,63.0,60.2454,62.278,59.9716,DOWN,0
2006-09-22,63.5,63.6,60.2891,62.47,60.0384,UP,1
2006-09-25,63.6,63.77,60.3366,62.848,60.1276,UP,1
2006-09-26,63.94,63.65,60.3853,63.334,60.2116,DOWN,0
2006-09-27,63.54,63.73,60.4312,63.616,60.2926,UP,1
2006-09-28,63.62,63.55,60.4782,63.64,60.357,DOWN,0
2006-09-29,63.0,63.6,60.5159,63.54,60.424,UP,1
2006-10-02,63.21,63.13,60.5547,63.462,60.5118,UP,1
2006-10-03,63.32,63.11,60.5953,63.338,60.5928,UP,1
2006-10-04,64.17,63.13,60.6373,63.464,60.6682,UP,1
2006-10-05,64.51,63.85,60.6711,63.642,60.768,DOWN,0
2006-10-06,64.44,64.06,60.7078,63.93,60.8564,UP,1
2006-10-09,65.03,64.24,60.7476,64.294,60.9518,UP,1
2006-10-10,65.9,65.02,60.7901,64.81,61.071,DOWN,0
2006-10-11,65.06,65.7,60.8305,64.988,61.199,UP,1
2006-10-12,65.28,65.06,60.8738,65.142,61.3108,DOWN,0
2006-10-13,64.99,65.19,60.9131,65.252,61.4206,UP,1
2006-10-16,65.34,64.74,60.953,65.314,61.5452,DOWN,0
2006-10-17,65.02,65.3,60.9937,65.138,61.6718,UP,1
2006-10-18,65.33,65.15,61.0346,65.192,61.797,DOWN,0
2006-10-19,65.21,65.13,61.073,65.178,61.9194,UP,1
2006-10-20,65.44,65.38,61.1111,65.268,62.0472,DOWN,0
2006-10-23,65.06,65.44,61.1428,65.212,62.1814,DOWN,0
2006-10-24,64.77,64.8,61.1709,65.162,62.3062,UP,1
2006-10-25,64.95,64.88,61.2004,65.086,62.405,UP,1
2006-10-26,65.26,64.74,61.2312,65.096,62.4984,DOWN,0
2006-10-27,64.28,64.72,61.2612,64.864,62.5634,DOWN,0
2006-10-30,64.28,64.29,61.2892,64.708,62.6376,UP,1
2006-10-31,64.56,63.95,61.3202,64.666,62.7322,DOWN,0
2006-11-01,64.21,64.15,61.3492,64.518,62.8242,UP,1
2006-11-02,64.39,64.0,61.3762,64.344,62.9192,DOWN,0
2006-11-03,63.43,64.59,61.4034,64.174,62.9922,UP,1
2006-11-06,63.91,63.6,61.4317,64.1,63.0756,DOWN,0
2006-11-07,63.73,63.91,61.4597,63.934,63.1474,UP,1
2006-11-08,64.44,63.48,61.4908,63.98,63.2364,DOWN,0
2006-11-09,64.18,64.39,61.5193,63.938,63.3156,DOWN,0
2006-11-10,64.11,64.25,61.5453,64.074,63.4016,DOWN,0
2006-11-13,64.01,64.02,61.5747,64.094,63.481,UP,1
2006-11-14,64.28,64.16,61.5968,64.204,63.5628,UP,1
2006-11-15,64.9,64.29,61.6215,64.296,63.6646,UP,1
2006-11-16,65.33,64.9,61.6328,64.526,63.784,UP,1
2006-11-17,65.41,65.14,61.6511,64.786,63.9094,DOWN,0
2006-11-20,65.06,65.38,61.668,64.996,64.0106,DOWN,0
2006-11-21,64.77,64.8,61.6892,65.094,64.095,DOWN,0
2006-11-22,64.57,64.77,61.7076,65.028,64.18,DOWN,0
2006-11-24,64.5,64.35,61.7258,64.862,64.2646,DOWN,0
2006-11-27,64.32,64.56,61.743,64.644,64.3002,DOWN,0
2006-11-28,63.99,64.13,61.7614,64.43,64.3458,DOWN,0
2006-11-29,63.8,63.95,61.7786,64.236,64.3916,UP,1
2006-11-30,64.0,63.71,61.7923,64.122,64.429,DOWN,0
2006-12-01,63.76,63.8,61.8033,63.974,64.4342,UP,1
2006-12-04,64.44,64.0,61.8145,63.998,64.453,UP,1
2006-12-05,64.52,64.44,61.8279,64.104,64.4714,DOWN,0
2006-12-06,64.5,64.55,61.8431,64.244,64.4826,DOWN,0
2006-12-07,64.33,64.51,61.8609,64.31,64.4984,DOWN,0
2006-12-08,64.04,64.33,61.8733,64.366,64.5068,DOWN,0
2006-12-11,63.97,64.04,61.8845,64.272,64.5262,UP,1
2006-12-12,63.98,63.85,61.8997,64.164,64.5416,DOWN,0
2006-12-13,63.57,64.23,61.9101,63.978,64.5466,DOWN,0
2006-12-14,63.48,63.39,61.9199,63.808,64.5328,UP,1
2006-12-15,63.72,63.52,61.934,63.744,64.517,DOWN,0
2006-12-18,63.59,63.72,61.9473,63.668,64.5,UP,1
2006-12-19,63.61,63.49,61.9586,63.594,64.4716,UP,1
2006-12-20,64.16,63.65,61.9707,63.712,64.4368,UP,1
2006-12-21,64.28,64.17,61.9817,63.872,64.4212,DOWN,0
2006-12-22,64.14,64.35,61.9934,63.956,64.3984,UP,1
2006-12-26,64.3,64.09,62.0044,64.098,64.3846,UP,1
2006-12-27,64.45,64.53,62.0211,64.266,64.3668,UP,1
2006-12-28,64.61,64.55,62.0368,64.356,64.3586,DOWN,0
2006-12-29,64.15,64.61,62.0481,64.33,64.335,DOWN,0
2007-01-03,64.08,64.3,62.0569,64.318,64.3124,DOWN,0
2007-01-04,64.04,64.2,62.0674,64.266,64.2844,DOWN,0
2007-01-05,63.89,63.79,62.0775,64.154,64.261,DOWN,0
2007-01-08,63.3,63.7,62.0833,63.892,64.2316,UP,1
2007-01-09,63.38,63.31,62.0906,63.738,64.2002,UP,1
2007-01-10,63.64,63.37,62.0995,63.65,64.1678,UP,1
2007-01-11,64.0,63.89,62.1097,63.642,64.1622,UP,1
2007-01-12,64.35,64.04,62.1267,63.734,64.1636,DOWN,0
2007-01-16,64.25,64.55,62.1462,63.924,64.1574,DOWN,0
2007-01-17,63.98,64.16,62.1629,64.044,64.1528,DOWN,0
2007-01-18,63.97,63.85,62.1835,64.11,64.1444,UP,1
2007-01-19,64.42,64.31,62.2014,64.194,64.1642,UP,1
2007-01-22,65.48,65.72,62.2232,64.42,64.1956,UP,1
2007-01-23,65.59,65.59,62.2468,64.688,64.2328,DOWN,0
2007-01-24,65.54,65.56,62.2769,65.0,64.2548,DOWN,0
2007-01-25,64.84,65.39,62.3069,65.174,64.268,UP,1
2007-01-26,64.95,64.77,62.3348,65.28,64.2848,DOWN,0
2007-01-29,64.89,64.72,62.364,65.162,64.3024,DOWN,0
2007-01-30,64.62,64.8,62.3892,64.968,64.3092,UP,1
2007-01-31,65.42,64.49,62.419,64.944,64.3196,UP,1
2007-02-01,66.82,66.07,62.4561,65.34,64.3494,UP,1
2007-02-02,67.34,66.83,62.4923,65.818,64.388,DOWN,0
2007-02-05,66.64,67.14,62.5208,66.168,64.4196,DOWN,0
2007-02-06,66.37,66.55,62.5438,66.518,64.4516,DOWN,0
2007-02-07,65.5,66.23,62.5607,66.534,64.4702,UP,1
2007-02-08,65.52,65.54,62.5766,66.274,64.4906,DOWN,0
2007-02-09,65.01,65.69,62.587,65.808,64.5044,UP,1
2007-02-12,65.35,65.1,62.59,65.55,64.5316,UP,1
2007-02-13,65.89,65.58,62.5962,65.454,64.5734,UP,1
2007-02-14,66.45,65.9,62.6075,65.644,64.6224,UP,1
2007-02-15,66.59,66.25,62.6222,65.858,64.679,DOWN,0
2007-02-16,66.16,66.51,62.6309,66.088,64.7134,UP,1
2007-02-20,66.66,66.38,62.6567,66.35,64.7562,DOWN,0
2007-02-21,65.84,66.66,62.6759,66.34,64.783,DOWN,0
2007-02-22,65.5,66.0,62.694,66.15,64.8064,DOWN,0
2007-02-23,65.11,65.35,62.7077,65.854,64.8278,UP,1
2007-02-26,65.18,65.2,62.7236,65.658,64.852,DOWN,0
2007-02-27,63.6,65.05,62.7331,65.046,64.8444,DOWN,0
2007-02-28,63.39,63.7,62.7441,64.556,64.8408,UP,1
2007-03-01,63.51,63.0,62.7578,64.158,64.8414,DOWN,0
2007-03-02,62.9,63.45,62.7634,63.716,64.825,DOWN,0
2007-03-05,62.32,62.5,62.7672,63.144,64.7996,UP,1
2007-03-06,63.05,62.52,62.7807,63.034,64.7884,DOWN,0
2007-03-07,62.66,62.98,62.7916,62.888,64.7584,UP,1
2007-03-08,62.91,62.89,62.8039,62.768,64.731,UP,1
2007-03-09,62.94,63.13,62.8161,62.776,64.707,UP,1
2007-03-12,63.0,62.9,62.8288,62.912,64.681,DOWN,0
2007-03-13,61.81,63.0,62.8328,62.664,64.6282,DOWN,0
2007-03-14,61.71,62.66,62.83,62.474,64.5702,UP,1
2007-03-15,62.55,61.8,62.8292,62.402,64.5382,DOWN,0
2007-03-16,62.23,62.76,62.8267,62.26,64.5012,UP,1
2007-03-19,62.39,62.35,62.8227,62.138,64.4682,UP,1
2007-03-20,62.89,62.36,62.8204,62.354,64.4482,UP,1
2007-03-21,64.68,63.8,62.8284,62.948,64.4758,DOWN,0
2007-03-22,64.35,64.55,62.8412,63.308,64.4952,DOWN,0
2007-03-23,64.24,64.35,62.8554,63.71,64.5072,DOWN,0
2007-03-26,64.05,64.2,62.8683,64.042,64.5082,UP,1
2007-03-27,64.18,63.95,62.8806,64.3,64.5048,DOWN,0
2007-03-28,63.66,63.78,62.8909,64.096,64.493,UP,1
2007-03-29,64.06,64.25,62.9041,64.038,64.4946,DOWN,0
2007-03-30,63.69,64.16,62.915,63.928,64.489,UP,1
2007-04-02,63.84,63.68,62.9298,63.886,64.4774,UP,1
2007-04-03,63.91,63.98,62.9434,63.832,64.446,DOWN,0
2007-04-04,63.73,64.0,62.956,63.846,64.4088,DOWN,0
2007-04-05,63.73,63.6,62.9712,63.78,64.3726,UP,1
2007-04-09,64.28,63.73,62.9915,63.898,64.3614,DOWN,0
2007-04-10,64.1,64.32,63.0125,63.95,64.3444,DOWN,0
2007-04-11,64.08,64.0,63.0307,63.984,64.3282,UP,1
2007-04-12,64.41,64.01,63.0493,64.12,64.324,UP,1
2007-04-13,64.42,64.4,63.0669,64.258,64.304,UP,1
2007-04-16,64.67,64.9,63.0852,64.336,64.261,UP,1
2007-04-17,64.9,64.64,63.1058,64.496,64.2122,UP,1
2007-04-18,65.25,64.9,63.1247,64.73,64.1844,UP,1
2007-04-19,65.93,65.25,63.1496,65.034,64.1756,UP,1
2007-04-20,66.45,66.6,63.1763,65.44,64.1946,UP,1
2007-04-23,66.64,66.6,63.2062,65.834,64.217,UP,1
2007-04-24,67.09,66.74,63.2369,66.272,64.2586,DOWN,0
2007-04-25,66.56,67.0,63.2653,66.534,64.2828,DOWN,0
2007-04-26,66.42,66.46,63.2916,66.632,64.2934,UP,1
2007-04-27,66.52,66.42,63.3169,66.646,64.2948,UP,1
2007-04-30,67.08,66.72,63.3474,66.734,64.3046,UP,1
2007-05-01,67.76,67.2,63.3854,66.868,64.3366,UP,1
2007-05-02,68.5,67.6,63.4322,67.256,64.3734,DOWN,0
2007-05-03,67.78,68.51,63.4724,67.528,64.4122,DOWN,0
2007-05-04,67.68,67.85,63.5133,67.76,64.4558,DOWN,0
2007-05-07,67.6,67.8,63.5493,67.864,64.5056,DOWN,0
2007-05-08,67.18,67.2,63.587,67.748,64.5456,UP,1
2007-05-09,67.2,67.0,63.6289,67.488,64.6176,DOWN,0
2007-05-10,66.57,67.1,63.6654,67.246,64.6812,DOWN,0
2007-05-11,66.44,66.65,63.6956,66.998,64.7398,DOWN,0
2007-05-14,66.25,66.6,63.7292,66.728,64.8068,DOWN,0
2007-05-15,65.75,66.3,63.7579,66.442,64.8754,UP,1
2007-05-16,67.38,65.97,63.7935,66.478,64.962,DOWN,0
2007-05-17,67.08,67.05,63.8292,66.58,65.0504,DOWN,0
2007-05-18,67.07,67.1,63.8712,66.706,65.1336,UP,1
2007-05-21,67.54,67.71,63.9105,66.964,65.2256,DOWN,0
2007-05-22,67.07,67.54,63.9483,67.228,65.307,DOWN,0
2007-05-23,66.86,67.15,63.9871,67.124,65.408,DOWN,0
2007-05-24,65.98,67.03,64.0235,66.904,65.4934,UP,1
2007-05-25,66.57,66.0,64.061,66.804,65.5738,UP,1
2007-05-29,66.88,66.82,64.0999,66.672,65.6668,UP,1
2007-05-30,66.98,66.73,64.1396,66.654,65.7586,UP,1
2007-05-31,67.14,66.98,64.1836,66.71,65.8436,DOWN,0
2007-06-01,66.94,67.36,64.2256,66.902,65.8888,DOWN,0
2007-06-04,66.7,66.7,64.2591,66.928,65.9358,DOWN,0
2007-06-05,66.39,66.64,64.2881,66.83,65.9788,DOWN,0
2007-06-06,65.39,66.34,64.3098,66.512,66.0056,DOWN,0
2007-06-07,64.5,65.34,64.3295,65.984,66.012,UP,1
2007-06-08,65.12,64.5,64.3559,65.62,66.0412,DOWN,0
2007-06-11,64.75,65.05,64.3816,65.23,66.055,DOWN,0
2007-06-12,63.96,64.65,64.4032,64.744,66.0604,UP,1
2007-06-13,65.29,64.1,64.4308,64.724,66.0894,DOWN,0
2007-06-14,64.89,65.29,64.4565,64.802,66.109,DOWN,0
2007-06-15,64.39,65.0,64.4778,64.656,66.1222,UP,1
2007-06-18,64.59,64.4,64.5008,64.624,66.1394,DOWN,0
2007-06-19,64.18,64.5,64.5206,64.668,66.1374,DOWN,0
2007-06-20,63.6,64.43,64.5396,64.33,66.1274,DOWN,0
2007-06-21,63.5,63.54,64.5569,64.052,66.1158,DOWN,0
2007-06-22,62.34,63.3,64.5676,63.642,66.0744,UP,1
2007-06-25,62.37,62.35,64.5804,63.198,66.0334,UP,1
2007-06-26,62.5,62.51,64.5961,62.862,65.99,DOWN,0
2007-06-27,61.94,62.5,64.6101,62.53,65.9308,DOWN,0
2007-06-28,61.44,61.72,64.6173,62.118,65.8546,UP,1
2007-06-29,62.1,61.75,64.6251,62.07,65.778,UP,1
2007-07-02,62.19,62.35,64.6344,62.034,65.6928,DOWN,0
2007-07-03,62.08,62.19,64.6435,61.95,65.6016,UP,1
2007-07-05,62.44,62.2,64.643,62.05,65.5086,DOWN,0
2007-07-06,62.37,62.45,64.6463,62.236,65.4248,UP,1
2007-07-09,62.61,62.4,64.6518,62.338,65.3486,DOWN,0
2007-07-10,62.51,63.0,64.6537,62.402,65.2684,UP,1
2007-07-11,63.0,62.48,64.6512,62.586,65.1868,UP,1
2007-07-12,63.05,63.09,64.6489,62.708,65.0926,DOWN,0
2007-07-13,62.95,63.1,64.6457,62.824,64.9816,UP,1
2007-07-16,63.01,62.55,64.641,62.904,64.8862,DOWN,0
2007-07-17,62.77,63.17,64.6372,62.956,64.788,DOWN,0
2007-07-18,62.52,62.63,64.6317,62.86,64.6864,UP,1
2007-07-19,62.62,62.99,64.6298,62.774,64.5952,UP,1
2007-07-20,63.9,62.62,64.6332,62.964,64.5292,UP,1
2007-07-23,64.87,64.4,64.641,63.336,64.4952,UP,1
2007-07-24,65.4,64.35,64.6471,63.862,64.4744,DOWN,0
2007-07-25,64.59,65.35,64.6475,64.276,64.4412,DOWN,0
2007-07-26,63.16,64.46,64.6411,64.384,64.3894,DOWN,0
2007-07-27,62.01,62.96,64.626,64.006,64.282,DOWN,0
2007-07-30,61.8,62.01,64.6055,63.392,64.1764,DOWN,0
2007-07-31,60.46,61.75,64.5825,62.404,64.0442,UP,1
2007-08-01,61.63,60.06,64.5643,61.812,63.926,DOWN,0
2007-08-02,57.14,59.2,64.525,60.608,63.7274,UP,1
2007-08-03,57.17,57.0,64.4842,59.64,63.5336,UP,1
2007-08-06,58.96,57.7,64.4539,59.072,63.3932,UP,1
2007-08-07,59.23,58.7,64.4234,58.826,63.2464,UP,1
2007-08-08,59.71,59.7,64.3959,58.442,63.103,DOWN,0
2007-08-09,58.9,59.29,64.3631,58.794,62.9414,UP,1
2007-08-10,59.59,58.5,64.3358,59.278,62.7904,DOWN,0
2007-08-13,59.39,59.36,64.3089,59.364,62.6394,DOWN,0
2007-08-14,59.02,59.26,64.2792,59.322,62.4858,DOWN,0
2007-08-15,57.62,58.81,64.2411,58.904,62.3104,UP,1
2007-08-16,58.85,57.15,64.2139,58.894,62.1796,UP,1
