ticker,DD US Equity,DD US Equity,DD US Equity,DD US Equity,DD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-02-10,59.7721,59.1176,63.8934,58.5826,61.8226,UP,1
2006-02-13,59.8717,59.9286,63.8746,58.8785,61.7324,UP,1
2006-02-14,60.9245,59.7009,63.8525,59.4676,61.6721,UP,1
2006-02-15,61.764,60.6827,63.8268,60.2473,61.6399,UP,1
2006-02-16,62.575,62.0059,63.8023,60.9814,61.6294,DOWN,0
2006-02-17,62.3189,62.5323,63.7664,61.4908,61.5947,DOWN,0
2006-02-21,61.892,62.575,63.7272,61.8949,61.5597,DOWN,0
2006-02-22,61.4367,61.949,63.6871,61.9973,61.5193,UP,1
2006-02-23,61.5933,61.3229,63.6484,61.9632,61.4811,UP,1
2006-02-24,61.7924,61.5648,63.6155,61.8067,61.4439,UP,1
2006-02-27,61.9916,61.892,63.5848,61.7412,61.4003,DOWN,0
2006-02-28,61.2233,61.9916,63.5626,61.6075,61.3434,UP,1
2006-03-01,62.5465,61.3941,63.5547,61.8294,61.3258,DOWN,0
2006-03-02,62.1624,62.3331,63.553,61.9433,61.3249,DOWN,0
2006-03-03,62.1339,61.8351,63.5436,62.0116,61.3261,DOWN,0
2006-03-06,61.266,62.1339,63.522,61.8664,61.3206,DOWN,0
2006-03-07,60.8961,61.3514,63.4963,61.801,61.2945,DOWN,0
2006-03-08,60.5688,60.9103,63.4721,61.4054,61.2506,DOWN,0
2006-03-09,60.5688,60.7538,63.446,61.0867,61.1929,UP,1
2006-03-10,60.8819,59.829,63.42,60.8363,61.1528,DOWN,0
2006-03-13,60.5973,61.2091,63.3969,60.7026,61.1064,UP,1
2006-03-14,61.3656,60.7253,63.3765,60.7965,61.0768,UP,1
2006-03-15,62.077,62.4754,63.3605,61.0981,61.0714,UP,1
2006-03-16,62.39,62.0457,63.3503,61.4624,61.0691,DOWN,0
2006-03-17,62.1481,62.39,63.3335,61.7156,61.0762,DOWN,0
2006-03-20,61.3371,62.0343,63.3166,61.8636,61.0347,DOWN,0
2006-03-21,60.6542,61.1237,63.2976,61.7213,60.9692,UP,1
2006-03-22,60.8392,59.8432,63.2815,61.4737,60.9183,DOWN,0
2006-03-23,60.4266,60.8249,63.2592,61.081,60.8582,DOWN,0
2006-03-24,60.1135,60.4408,63.2359,60.6741,60.8042,DOWN,0
2006-03-27,60.0851,60.3696,63.2148,60.4237,60.772,DOWN,0
2006-03-28,59.3025,60.1135,63.1882,60.1534,60.7296,DOWN,0
2006-03-29,58.6054,59.8717,63.1553,59.7066,60.6892,DOWN,0
2006-03-30,58.4773,58.7903,63.1173,59.3168,60.6556,DOWN,0
2006-03-31,57.7659,57.894,63.0716,58.8472,60.6016,UP,1
2006-04-03,57.8228,58.4773,63.0205,58.3948,60.5666,UP,1
2006-04-04,57.9366,57.9793,62.9752,58.1216,60.5179,UP,1
2006-04-05,58.2923,58.1785,62.9386,58.059,60.4732,DOWN,0
2006-04-06,58.0932,58.3635,62.9074,57.9822,60.4026,DOWN,0
2006-04-07,57.1399,58.2639,62.8703,57.857,60.3196,DOWN,0
2006-04-10,56.7699,57.4956,62.8381,57.6464,60.2547,DOWN,0
2006-04-11,56.1581,56.9834,62.8082,57.2907,60.169,UP,1
2006-04-12,56.4142,56.0016,62.7781,56.9151,60.0936,UP,1
2006-04-13,56.9265,56.4854,62.7454,56.6817,60.0279,DOWN,0
2006-04-17,56.7415,56.8411,62.7075,56.6021,59.9713,DOWN,0
2006-04-18,56.6988,56.8411,62.6742,56.5878,59.93,UP,1
2006-04-19,57.709,56.7699,62.6448,56.898,59.9163,UP,1
2006-04-20,58.207,58.0647,62.6183,57.2565,59.9209,UP,1
2006-04-21,58.4915,58.7619,62.5936,57.5696,59.9334,UP,1
2006-04-24,58.5769,58.335,62.5694,57.9366,59.9269,UP,1
2006-04-25,58.6196,59.0464,62.5371,58.3208,59.9038,UP,1
2006-04-26,59.1887,58.9468,62.503,58.6167,59.8902,DOWN,0
2006-04-27,58.9042,58.4773,62.4659,58.7562,59.8497,DOWN,0
2006-04-28,57.7801,58.7619,62.4248,58.6139,59.7701,UP,1
2006-05-01,59.3025,58.5484,62.3845,58.759,59.7046,UP,1
2006-05-02,59.4733,59.3025,62.3438,58.9298,59.6477,UP,1
2006-05-03,60.0424,59.7578,62.3084,59.1005,59.6107,UP,1
2006-05-04,60.3981,60.2985,62.2684,59.3993,59.5899,UP,1
2006-05-05,60.4266,60.6969,62.2231,59.9286,59.5666,UP,1
2006-05-08,60.9814,60.5546,62.1836,60.2644,59.5504,UP,1
2006-05-09,61.1095,60.7538,62.1434,60.5916,59.5327,DOWN,0
2006-05-10,60.1278,60.8676,62.1032,60.6087,59.5108,DOWN,0
2006-05-11,59.2741,59.8717,62.0651,60.3839,59.4454,DOWN,0
2006-05-12,58.5058,59.4021,62.0189,59.9997,59.3723,DOWN,0
2006-05-15,58.2212,58.52,61.9655,59.4477,59.294,UP,1
2006-05-16,58.8615,59.2599,61.9186,58.9981,59.2459,DOWN,0
2006-05-17,58.1358,58.6907,61.8708,58.5997,59.1907,DOWN,0
2006-05-18,57.709,58.5484,61.8182,58.2867,59.1335,UP,1
2006-05-19,58.3919,58.0647,61.7689,58.2639,59.09,DOWN,0
2006-05-22,57.083,57.9082,61.7188,58.0362,59.014,DOWN,0
2006-05-23,56.6561,57.9082,61.6662,57.5952,58.9352,DOWN,0
2006-05-24,56.0585,56.6561,61.6081,57.1797,58.829,UP,1
2006-05-25,56.5138,56.5992,61.5482,56.9407,58.7178,UP,1
2006-05-26,57.2537,57.3106,61.4919,56.713,58.615,DOWN,0
2006-05-30,56.2435,57.0545,61.4236,56.5451,58.4969,UP,1
2006-05-31,56.7273,56.6277,61.3633,56.5594,58.4047,UP,1
2006-06-01,57.1826,56.7699,61.3048,56.7842,58.3353,UP,1
2006-06-02,58.1074,57.7659,61.2587,57.1029,58.2807,DOWN,0
2006-06-05,57.083,58.1216,61.2063,57.0687,58.2138,DOWN,0
2006-06-06,56.3146,57.1399,61.1535,57.083,58.1378,DOWN,0
2006-06-07,55.6032,55.8451,61.0966,56.8582,58.0482,DOWN,0
2006-06-08,55.0199,55.4894,61.0389,56.4256,57.9625,DOWN,0
2006-06-09,54.3939,54.9203,60.9829,55.6829,57.8783,DOWN,0
2006-06-12,53.9101,54.5646,60.9278,55.0483,57.787,DOWN,0
2006-06-13,52.843,53.9243,60.8742,54.354,57.6885,UP,1
2006-06-14,53.3979,52.843,60.8293,53.9129,57.6,UP,1
2006-06-15,54.4365,53.7109,60.7874,53.7963,57.53,DOWN,0
2006-06-16,54.0666,54.1662,60.7475,53.7308,57.4455,DOWN,0
2006-06-19,53.5686,54.28,60.7081,53.6625,57.355,UP,1
2006-06-20,53.7678,53.4833,60.6706,53.8475,57.2876,UP,1
2006-06-21,54.3939,53.9243,60.6352,54.0467,57.24,DOWN,0
2006-06-22,53.839,54.2516,60.5971,53.9272,57.1937,UP,1
2006-06-23,54.3512,53.7109,60.5516,53.9841,57.1524,UP,1
2006-06-26,54.9488,54.3654,60.5086,54.2601,57.1128,DOWN,0
2006-06-27,54.1378,54.7922,60.46,54.3341,57.0608,DOWN,0
2006-06-28,53.7109,53.8959,60.4086,54.1975,57.001,UP,1
2006-06-29,55.1053,54.1378,60.3694,54.4508,56.9489,UP,1
2006-06-30,55.5321,55.5606,60.3323,54.687,56.8954,UP,1
2006-07-03,56.1581,55.8878,60.3035,54.9288,56.8488,DOWN,0
2006-07-05,55.1053,56.1581,60.2673,55.1223,56.7793,DOWN,0
2006-07-06,54.593,55.1053,60.2334,55.2988,56.6988,DOWN,0
2006-07-07,53.8674,53.6398,60.2021,55.0512,56.5924,UP,1
2006-07-10,54.1235,54.28,60.1837,54.7695,56.4968,UP,1
2006-07-11,54.4223,54.0666,60.1613,54.4223,56.4296,DOWN,0
2006-07-12,53.5402,54.4223,60.1317,54.1093,56.3144,DOWN,0
2006-07-13,52.345,53.3552,60.0946,53.6597,56.1718,UP,1
2006-07-14,52.5158,52.1458,60.061,53.3894,56.0213,DOWN,0
2006-07-17,52.0178,52.5158,60.0262,52.9682,55.8537,DOWN,0
2006-07-18,51.5909,51.9039,59.9927,52.4019,55.6769,UP,1
2006-07-19,52.9284,51.9466,59.9609,52.2796,55.5159,DOWN,0
2006-07-20,52.6438,52.9995,59.9242,52.3393,55.3466,DOWN,0
2006-07-21,51.9609,52.9711,59.8851,52.2283,55.1832,UP,1
2006-07-24,53.2414,52.3877,59.8572,52.4731,55.0626,UP,1
2006-07-25,53.4833,53.5686,59.8316,52.8515,54.9621,DOWN,0
2006-07-26,53.0422,53.6113,59.798,52.8743,54.8585,DOWN,0
2006-07-27,47.7209,49.7982,59.736,51.8897,54.6357,UP,1
2006-07-28,48.4181,47.8063,59.6761,51.1812,54.4414,UP,1
2006-07-31,49.2006,48.5177,59.6205,50.373,54.2712,DOWN,0
2006-08-01,48.7595,49.2006,59.5618,49.4283,54.0786,UP,1
2006-08-02,49.8124,49.1152,59.5048,48.7823,53.9332,UP,1
2006-08-03,50.9507,49.8124,59.4521,49.4283,53.819,UP,1
2006-08-04,51.1499,51.6478,59.405,49.9746,53.7209,UP,1
2006-08-07,51.2779,51.1499,59.3585,50.3901,53.6162,DOWN,0
2006-08-08,51.036,51.4913,59.3109,50.8454,53.4918,UP,1
2006-08-09,51.4344,51.5909,59.2594,51.1698,53.3956,UP,1
2006-08-10,51.6621,51.4629,59.2025,51.3121,53.2943,DOWN,0
2006-08-11,51.2495,51.719,59.1465,51.332,53.1757,UP,1
2006-08-14,51.6194,51.4344,59.0856,51.4003,53.0459,UP,1
2006-08-15,52.5158,52.0747,59.0266,51.6962,52.9545,UP,1
2006-08-16,53.654,52.9284,58.9687,52.1401,52.9013,DOWN,0
2006-08-17,53.5829,53.654,58.9104,52.5243,52.8609,UP,1
2006-08-18,53.6113,53.5829,58.8556,52.9967,52.8328,DOWN,0
2006-08-21,52.7434,53.5971,58.7968,53.2215,52.7997,UP,1
2006-08-22,53.1987,52.7861,58.741,53.3581,52.7855,DOWN,0
2006-08-23,52.843,53.1987,58.6813,53.1959,52.7855,DOWN,0
2006-08-24,52.2596,53.0706,58.6199,52.9312,52.7628,UP,1
2006-08-25,52.4588,52.4304,58.5585,52.7007,52.7232,DOWN,0
2006-08-28,52.3166,52.4873,58.4962,52.6154,52.6882,UP,1
2006-08-29,53.4406,52.4588,58.4298,52.6637,52.6856,UP,1
2006-08-30,53.9243,53.5829,58.3636,52.88,52.6888,UP,1
2006-08-31,54.2516,54.0382,58.3034,53.2784,52.6859,UP,1
2006-09-01,54.6073,54.6642,58.2474,53.7081,52.7013,DOWN,0
2006-09-05,54.1947,54.5077,58.1992,54.0837,52.6982,DOWN,0
2006-09-06,53.156,54.0666,58.1392,54.0268,52.6623,DOWN,0
2006-09-07,52.5158,53.0564,58.072,53.7451,52.6299,UP,1
2006-09-08,53.2983,52.8715,58.0137,53.5544,52.6216,DOWN,0
2006-09-11,52.4873,53.156,57.9472,53.1304,52.5693,UP,1
2006-09-12,53.5544,52.2596,57.8887,53.0024,52.5297,UP,1
2006-09-13,54.2658,53.7109,57.8338,53.2243,52.4919,UP,1
2006-09-14,55.0483,54.28,57.785,53.7308,52.4907,DOWN,0
2006-09-15,54.8776,55.3471,57.7304,54.0467,52.4964,UP,1
2006-09-18,55.1337,54.9914,57.6842,54.576,52.5217,DOWN,0
2006-09-19,54.7638,55.1337,57.6383,54.8179,52.5345,UP,1
2006-09-20,55.3471,55.276,57.5982,55.0341,52.553,DOWN,0
2006-09-21,54.465,55.5036,57.555,54.9174,52.5715,UP,1
2006-09-22,54.8065,54.28,57.5087,54.9032,52.6208,UP,1
2006-09-25,55.6175,55.2333,57.4686,55.0,52.6828,UP,1
2006-09-26,56.4854,55.774,57.4338,55.3443,52.7721,DOWN,0
2006-09-27,55.774,55.8451,57.3951,55.4297,52.8558,UP,1
2006-09-28,55.7882,55.8309,57.3558,55.6943,52.913,DOWN,0
2006-09-29,55.461,56.0443,57.3122,55.8252,52.9693,DOWN,0
2006-10-02,55.1764,55.461,57.2678,55.737,53.0337,DOWN,0
2006-10-03,54.9345,54.6357,57.2253,55.4268,53.0675,DOWN,0
2006-10-04,54.7211,54.7211,57.1879,55.2162,53.0923,UP,1
2006-10-05,54.9772,54.4935,57.1524,55.054,53.131,UP,1
2006-10-06,55.3898,54.6357,57.1217,55.0398,53.2844,UP,1
2006-10-09,56.0443,55.404,57.0909,55.2134,53.4369,DOWN,0
2006-10-10,55.8878,56.2435,57.0565,55.404,53.5706,DOWN,0
2006-10-11,55.4894,55.7598,57.0167,55.5577,53.7052,UP,1
2006-10-12,55.9874,55.8736,56.9822,55.7598,53.8287,UP,1
2006-10-13,56.2008,55.8593,56.9486,55.922,53.9337,UP,1
2006-10-16,56.3716,56.3716,56.9162,55.9874,54.0382,DOWN,0
2006-10-17,55.8024,55.2475,56.8835,55.9703,54.1286,UP,1
2006-10-18,56.2293,56.3004,56.8521,56.1183,54.2325,UP,1
2006-10-19,56.4285,56.087,56.8253,56.2065,54.3324,UP,1
2006-10-20,56.6277,56.4712,56.7914,56.2919,54.4317,UP,1
2006-10-23,56.713,56.3858,56.7553,56.3602,54.541,UP,1
2006-10-24,58.2354,57.0545,56.7295,56.8468,54.6733,DOWN,0
2006-10-25,57.1256,58.3066,56.698,57.026,54.7655,UP,1
2006-10-26,57.9366,58.6907,56.6736,57.3277,54.8511,UP,1
2006-10-27,58.2781,57.837,56.6565,57.6578,54.9451,UP,1
2006-10-30,58.6054,58.4204,56.6425,58.0362,55.0449,DOWN,0
2006-10-31,58.0362,58.7619,56.6295,57.9964,55.1508,DOWN,0
2006-11-01,57.8228,58.0647,56.6178,58.1358,55.2433,UP,1
2006-11-02,58.1074,57.4956,56.606,58.17,55.3486,DOWN,0
2006-11-03,57.7801,58.0932,56.5971,58.0704,55.459,UP,1
2006-11-06,58.648,57.8228,56.5885,58.0789,55.5828,DOWN,0
2006-11-07,58.0932,58.5911,56.5763,58.0903,55.6983,UP,1
2006-11-08,58.1927,57.9082,56.5592,58.1643,55.7933,DOWN,0
2006-11-09,57.9509,57.9936,56.5424,58.133,55.8739,UP,1
2006-11-10,58.0647,58.2212,56.5327,58.1899,55.9501,UP,1
2006-11-13,58.335,58.3635,56.5222,58.1273,56.0247,UP,1
2006-11-14,58.6338,58.335,56.5144,58.2354,56.1135,UP,1
2006-11-15,58.833,58.4489,56.5075,58.3635,56.227,UP,1
2006-11-16,58.9753,58.8472,56.5045,58.5684,56.3562,DOWN,0
2006-11-17,58.5911,58.4631,56.5037,58.6737,56.462,DOWN,0
2006-11-20,58.3777,58.2923,56.5036,58.6822,56.5799,DOWN,0
2006-11-21,57.026,57.7517,56.4988,58.3606,56.6493,UP,1
2006-11-22,57.0403,56.8695,56.4947,58.0021,56.7048,DOWN,0
2006-11-24,57.0118,56.7984,56.4852,57.6094,56.744,DOWN,0
2006-11-27,55.9874,56.9407,56.4663,57.0887,56.7662,UP,1
2006-11-28,56.4142,55.6459,56.449,56.696,56.7919,UP,1
2006-11-29,57.1968,56.7984,56.4304,56.7301,56.8405,DOWN,0
2006-11-30,56.9265,56.9834,56.4062,56.7073,56.8721,DOWN,0
2006-12-01,56.4854,56.6419,56.3758,56.6021,56.9125,UP,1
2006-12-04,56.6277,56.7699,56.3473,56.7301,56.9489,UP,1
2006-12-05,56.7415,56.5707,56.3215,56.7956,56.9714,UP,1
2006-12-06,57.2537,56.7557,56.3006,56.8069,56.9868,DOWN,0
2006-12-07,56.898,57.4387,56.2772,56.8012,57.0093,DOWN,0
2006-12-08,56.7842,56.6277,56.2521,56.861,57.0292,UP,1
2006-12-11,57.0687,56.7842,56.2275,56.9492,57.0613,DOWN,0
2006-12-12,56.5992,56.8838,56.2044,56.9208,57.0898,UP,1
2006-12-13,56.6277,56.6703,56.1748,56.7956,57.1237,UP,1
2006-12-14,56.9407,56.6277,56.1487,56.8041,57.168,UP,1
2006-12-15,57.0972,57.1826,56.1235,56.8667,57.2104,DOWN,0
2006-12-18,57.026,57.5525,56.1023,56.8582,57.2432,UP,1
2006-12-19,57.2679,56.8695,56.0842,56.9919,57.2676,UP,1
2006-12-20,57.5098,56.9976,56.0689,57.1683,57.3001,DOWN,0
2006-12-21,56.9976,57.4102,56.051,57.1797,57.3302,DOWN,0
2006-12-22,56.9122,56.9122,56.0312,57.1427,57.3487,UP,1
2006-12-26,57.2822,56.9122,56.0146,57.1939,57.3704,DOWN,0
2006-12-27,57.1114,57.1683,55.9933,57.1626,57.3852,DOWN,0
2006-12-28,56.9407,56.9122,55.9676,57.0488,57.4079,DOWN,0
2006-12-29,56.7699,56.8269,55.9395,57.0033,57.4187,UP,1
2007-01-03,57.2964,56.9122,55.9153,57.0801,57.4361,DOWN,0
2007-01-04,57.0403,57.2964,55.8938,57.0317,57.4444,DOWN,0
2007-01-05,56.4996,56.8695,55.873,56.9094,57.4401,DOWN,0
2007-01-08,56.1866,56.5138,55.8497,56.7586,57.3991,DOWN,0
2007-01-09,56.0443,56.215,55.8278,56.6134,57.3775,UP,1
2007-01-10,56.1297,55.8451,55.8079,56.3801,57.3413,UP,1
2007-01-11,56.9549,56.4854,55.7923,56.363,57.3149,UP,1
2007-01-12,57.5383,56.9549,55.7834,56.5707,57.2935,UP,1
2007-01-16,57.7375,57.4529,55.7791,56.8809,57.2876,UP,1
2007-01-17,57.9793,57.7517,55.7766,57.2679,57.2907,UP,1
2007-01-18,58.2497,57.9793,55.779,57.6919,57.2935,UP,1
2007-01-19,59.8717,58.5058,55.7893,58.2753,57.3354,DOWN,0
2007-01-22,59.3594,60.6115,55.7964,58.6395,57.3496,DOWN,0
2007-01-23,58.833,59.0322,55.7991,58.8586,57.3644,UP,1
2007-01-24,59.8432,58.9184,55.8078,59.2314,57.3974,DOWN,0
2007-01-25,59.6725,60.0993,55.8205,59.516,57.4318,DOWN,0
2007-01-26,59.331,59.4306,55.8333,59.4078,57.4572,DOWN,0
2007-01-29,58.8757,59.2029,55.8469,59.3111,57.468,DOWN,0
2007-01-30,58.6765,58.9184,55.8582,59.2798,57.4688,UP,1
2007-01-31,59.1033,58.4489,55.8691,59.1318,57.4742,UP,1
2007-02-01,59.2314,59.0464,55.8815,59.0436,57.4794,DOWN,0
2007-02-02,59.0322,59.2029,55.8932,58.9838,57.4882,DOWN,0
2007-02-05,58.6907,59.146,55.8981,58.9468,57.4944,UP,1
2007-02-06,59.4164,58.5484,55.9042,59.0948,57.5422,UP,1
2007-02-07,59.5302,59.4021,55.9094,59.1802,57.592,DOWN,0
2007-02-08,59.2172,59.3025,55.9126,59.1773,57.6361,UP,1
2007-02-09,59.7863,59.1603,55.9184,59.3281,57.7121,UP,1
2007-02-12,60.1847,59.644,55.9234,59.6269,57.7875,UP,1
2007-02-13,60.7538,60.4692,55.9326,59.8944,57.8587,UP,1
2007-02-14,61.138,60.8249,55.9494,60.216,57.9429,UP,1
2007-02-15,61.949,61.1806,55.9626,60.7623,58.0522,DOWN,0
2007-02-16,61.8067,61.892,55.9743,61.1664,58.1558,DOWN,0
2007-02-20,61.7213,61.5506,55.9827,61.4737,58.2554,DOWN,0
2007-02-21,61.1949,61.3656,55.9867,61.562,58.3342,DOWN,0
2007-02-22,61.1806,61.3229,55.9905,61.5705,58.4198,UP,1
2007-02-23,61.8209,60.953,55.9947,61.5449,58.5206,UP,1
2007-02-26,64.012,66.0466,56.0092,61.9859,58.6594,DOWN,0
2007-02-27,62.1197,62.6177,56.0191,62.0656,58.7698,UP,1
2007-02-28,62.2904,62.2762,56.0342,62.2847,58.8831,DOWN,0
2007-03-01,61.3941,61.5221,56.0487,62.3274,58.9722,DOWN,0
2007-03-02,60.27,61.1949,56.0589,62.0172,59.0356,DOWN,0
2007-03-05,59.4164,59.2599,56.0617,61.0981,59.0834,UP,1
2007-03-06,60.3554,60.0139,56.0728,60.7453,59.1452,DOWN,0
2007-03-07,59.8859,60.3696,56.0837,60.2644,59.1927,UP,1
2007-03-08,60.7538,60.4408,56.0955,60.1363,59.2678,UP,1
2007-03-09,61.1806,61.0526,56.1159,60.3184,59.3532,UP,1
2007-03-12,62.4469,62.0628,56.1449,60.9245,59.4565,DOWN,0
2007-03-13,61.0953,61.9632,56.1701,61.0725,59.5362,UP,1
2007-03-14,61.7213,61.9632,56.1961,61.4396,59.6318,UP,1
2007-03-15,65.1645,64.4246,56.2357,62.3217,59.7997,DOWN,0
2007-03-16,64.382,65.2641,56.2764,62.962,59.9414,DOWN,0
2007-03-19,64.3677,64.5385,56.3146,63.3461,60.0879,UP,1
2007-03-20,64.8799,64.5954,56.3531,64.1031,60.2555,UP,1
2007-03-21,64.9368,64.5954,56.3872,64.7462,60.4305,DOWN,0
2007-03-22,64.5811,64.695,56.4247,64.6295,60.6013,UP,1
2007-03-23,65.0222,64.2254,56.4682,64.7576,60.7791,UP,1
2007-03-26,66.9857,64.9226,56.5251,65.2812,60.9797,DOWN,0
2007-03-27,66.4592,66.8719,56.5823,65.597,61.1582,DOWN,0
2007-03-28,65.947,66.3312,56.6401,65.7991,61.3224,DOWN,0
2007-03-29,65.506,65.947,56.6981,65.984,61.4729,DOWN,0
2007-03-30,65.2499,64.382,56.7601,66.0296,61.6129,DOWN,0
2007-04-02,64.8799,65.1218,56.8175,65.6084,61.7131,DOWN,0
2007-04-03,64.823,65.0934,56.8695,65.2812,61.8223,DOWN,0
2007-04-04,63.7701,64.9368,56.918,64.8458,61.9211,DOWN,0
2007-04-05,63.2722,63.4571,56.9665,64.399,61.9896,UP,1
2007-04-09,66.3454,66.9999,57.0294,64.6181,62.1231,DOWN,0
2007-04-10,64.7519,65.7905,57.0812,64.5925,62.2315,DOWN,0
2007-04-11,64.1543,65.0507,57.1328,64.4588,62.3371,UP,1
2007-04-12,65.4491,65.5913,57.1882,64.7946,62.4725,DOWN,0
2007-04-13,65.2783,65.8617,57.2399,65.1958,62.596,UP,1
2007-04-16,65.3637,65.2925,57.296,64.9994,62.7187,DOWN,0
2007-04-17,64.7661,65.1645,57.3513,65.0023,62.8334,DOWN,0
2007-04-18,64.4531,64.4389,57.398,65.0621,62.9486,DOWN,0
2007-04-19,63.9693,64.3108,57.4402,64.7661,63.0397,UP,1
2007-04-20,64.325,64.3677,57.4811,64.5755,63.1356,DOWN,0
2007-04-23,64.197,64.1685,57.5265,64.3421,63.2352,UP,1
2007-04-24,64.6096,64.3962,57.5766,64.3108,63.3316,UP,1
2007-04-25,65.5487,65.008,57.635,64.5299,63.4389,DOWN,0
2007-04-26,64.8799,64.9511,57.6888,64.712,63.5214,DOWN,0
2007-04-27,64.6238,64.3677,57.7398,64.7718,63.5912,DOWN,0
2007-04-30,63.4714,64.7377,57.7895,64.6267,63.6216,DOWN,0
2007-05-01,62.6461,63.5283,57.841,64.234,63.6384,UP,1
2007-05-02,63.0018,62.6319,57.8934,63.7246,63.664,UP,1
2007-05-03,63.5994,63.3291,57.9513,63.4685,63.7121,UP,1
2007-05-04,63.9124,63.8697,58.0129,63.3262,63.7667,UP,1
2007-05-07,64.5669,63.8697,58.0711,63.5453,63.8217,UP,1
2007-05-08,64.6523,64.3535,58.1311,63.9466,63.8345,UP,1
2007-05-09,64.8942,64.2966,58.1958,64.325,63.8899,DOWN,0
2007-05-10,64.5954,64.7377,58.2526,64.5242,63.936,UP,1
2007-05-11,65.1503,65.0507,58.3109,64.7718,64.0112,DOWN,0
2007-05-14,64.7661,65.321,58.3695,64.8116,64.1011,UP,1
2007-05-15,65.4633,64.9938,58.4582,64.9738,64.222,UP,1
2007-05-16,65.8617,65.4491,58.5455,65.1673,64.3322,DOWN,0
2007-05-17,65.5344,65.5771,58.6271,65.3552,64.4451,DOWN,0
2007-05-18,65.4348,65.8048,58.7105,65.4121,64.5387,DOWN,0
2007-05-21,65.3352,65.321,58.7881,65.5259,64.6218,DOWN,0
2007-05-22,65.1218,65.3068,58.859,65.4576,64.6753,DOWN,0
2007-05-23,64.5669,65.0222,58.9261,65.1986,64.7448,DOWN,0
2007-05-24,63.8271,64.7377,58.9888,64.8572,64.7869,UP,1
2007-05-25,64.3108,63.8128,59.0552,64.6324,64.7698,DOWN,0
2007-05-29,64.0689,64.5242,59.1184,64.3791,64.7635,UP,1
2007-05-30,64.6665,63.6563,59.1834,64.288,64.7695,DOWN,0
2007-05-31,64.5669,64.4958,59.25,64.288,64.7633,UP,1
2007-06-01,65.3495,64.8799,59.3186,64.5925,64.7715,DOWN,0
2007-06-04,65.2783,64.9368,59.3824,64.786,64.7855,UP,1
2007-06-05,66.1747,65.8048,59.445,65.2072,64.8085,DOWN,0
2007-06-06,65.2783,66.0466,59.5035,65.3295,64.7744,DOWN,0
2007-06-07,63.9836,64.9226,59.5554,65.2129,64.7248,UP,1
2007-06-08,64.6381,63.884,59.6148,65.0706,64.6987,DOWN,0
2007-06-11,64.5669,64.7661,59.6717,64.9283,64.6799,DOWN,0
2007-06-12,63.4144,64.1828,59.7245,64.3763,64.6432,UP,1
2007-06-13,64.012,63.7275,59.7833,64.123,64.6258,UP,1
2007-06-14,64.1543,64.1258,59.8418,64.1571,64.6124,UP,1
2007-06-15,64.5527,63.8271,59.903,64.1401,64.6281,DOWN,0
2007-06-18,64.1116,64.8799,59.9563,64.049,64.6449,UP,1
2007-06-19,64.7519,64.0263,60.0105,64.3165,64.613,DOWN,0
2007-06-20,64.2397,64.7661,60.0604,64.362,64.6028,UP,1
2007-06-21,64.8515,64.6096,60.1116,64.5015,64.6167,DOWN,0
2007-06-22,64.1401,64.3535,60.1613,64.4189,64.5905,DOWN,0
2007-06-25,64.1258,64.2539,60.2162,64.4218,64.5675,DOWN,0
2007-06-26,64.0974,64.4389,60.2741,64.2909,64.5422,DOWN,0
2007-06-27,63.4002,63.386,60.3246,64.123,64.5148,DOWN,0
2007-06-28,63.201,63.8697,60.3782,63.7929,64.4898,DOWN,0
2007-06-29,62.9165,63.4856,60.425,63.5482,64.4687,UP,1
2007-07-02,64.1401,63.2437,60.4744,63.551,64.465,UP,1
2007-07-03,64.3962,64.1116,60.5211,63.6108,64.469,UP,1
2007-07-05,65.1503,64.1258,60.5725,63.9608,64.4798,UP,1
2007-07-06,65.193,64.9938,60.6228,64.3592,64.4727,UP,1
2007-07-09,66.0324,65.0934,60.6791,64.9824,64.4958,DOWN,0
2007-07-10,64.1258,65.4491,60.723,64.9795,64.4858,UP,1
2007-07-11,64.6665,63.9409,60.774,65.0336,64.5097,UP,1
2007-07-12,65.634,64.6665,60.8281,65.1303,64.5695,UP,1
2007-07-13,65.9186,65.6482,60.8796,65.2755,64.6278,DOWN,0
2007-07-16,65.7052,65.9186,60.9257,65.21,64.6699,UP,1
2007-07-17,66.7438,66.8007,60.9806,65.7336,64.7266,UP,1
2007-07-18,67.0995,66.0466,61.0371,66.2202,64.7772,UP,1
2007-07-19,67.8251,67.2418,61.099,66.6584,64.8407,DOWN,0
2007-07-20,67.1849,67.9817,61.159,66.9117,64.8865,DOWN,0
2007-07-23,66.9715,67.2702,61.2192,67.165,64.934,DOWN,0
2007-07-24,65.6056,66.3881,61.2736,66.9373,64.9431,DOWN,0
2007-07-25,64.9795,65.8474,61.3236,66.5133,64.9474,DOWN,0
2007-07-26,61.8209,63.7701,61.3558,65.3125,64.8745,DOWN,0
2007-07-27,60.3981,61.4652,61.3776,63.9551,64.7653,UP,1
2007-07-30,62.262,61.1806,61.4094,63.0132,64.6998,DOWN,0
2007-07-31,61.8636,63.0303,61.4413,62.2648,64.6284,UP,1
2007-08-01,62.8311,61.5506,61.4755,61.8351,64.5783,UP,1
