ticker,DD US Equity,DD US Equity,DD US Equity,DD US Equity,DD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,52.9106,53.8295,58.3416,53.6279,59.1712,DOWN,0
2000-02-09,51.3692,53.1181,58.3187,52.9817,59.0864,DOWN,0
2000-02-10,50.2428,51.4878,58.2699,52.1221,58.9803,DOWN,0
2000-02-11,50.1539,50.1835,58.2146,51.5115,58.8541,UP,1
2000-02-14,50.1835,50.0353,58.1544,50.972,58.7229,UP,1
2000-02-15,51.6656,50.2428,58.0929,50.723,58.6085,DOWN,0
2000-02-16,50.8653,51.636,58.0322,50.6222,58.481,UP,1
2000-02-17,51.0728,51.221,57.9674,50.7882,58.3832,DOWN,0
2000-02-18,49.6796,51.0728,57.8949,50.6934,58.2439,UP,1
2000-02-22,54.1259,49.6796,57.8488,51.4818,58.1876,DOWN,0
2000-02-23,52.5252,53.6516,57.7867,51.6538,58.0892,DOWN,0
2000-02-24,51.0728,52.1695,57.7279,51.6953,57.9526,DOWN,0
2000-02-25,50.1835,51.0728,57.668,51.5174,57.7866,UP,1
2000-02-28,51.0135,49.3832,57.6077,51.7842,57.5934,UP,1
2000-02-29,51.4581,51.0135,57.5441,51.2506,57.4665,DOWN,0
2000-03-01,49.0275,51.5174,57.4758,50.5511,57.2732,DOWN,0
2000-03-02,47.1897,48.3754,57.4044,49.7745,57.0581,UP,1
2000-03-03,52.051,48.8497,57.3634,50.148,56.9211,DOWN,0
2000-03-06,49.4129,52.5252,57.3163,49.8278,56.7196,DOWN,0
2000-03-07,45.5298,47.9011,57.2447,48.6422,56.448,UP,1
2000-03-08,46.5376,46.1523,57.1727,48.1442,56.1516,DOWN,0
2000-03-09,45.4705,45.2926,57.1059,47.8003,55.8131,UP,1
2000-03-10,46.4783,45.6187,57.0424,46.6858,55.4693,UP,1
2000-03-13,47.3083,45.1444,56.991,46.2649,55.1705,DOWN,0
2000-03-14,46.1226,47.3676,56.9335,46.3835,54.8254,UP,1
2000-03-15,50.5096,46.3597,56.8862,47.1779,54.5776,UP,1
2000-03-16,53.0884,50.391,56.8477,48.7014,54.4158,DOWN,0
2000-03-17,50.5096,53.0884,56.8014,49.5077,54.1627,UP,1
2000-03-20,51.221,51.221,56.7588,50.2902,53.8882,UP,1
2000-03-21,51.9028,50.3021,56.7218,51.4463,53.5983,DOWN,0
2000-03-22,49.65,51.9028,56.6723,51.2744,53.2971,UP,1
2000-03-23,50.2725,49.5611,56.6343,50.7112,53.0208,UP,1
2000-03-24,51.3989,50.2725,56.6005,50.889,52.7422,UP,1
2000-03-27,51.7249,50.2725,56.5674,50.9898,52.4677,DOWN,0
2000-03-28,51.4581,51.3692,56.5206,50.9009,52.1784,UP,1
2000-03-29,51.8731,51.0431,56.4792,51.3455,51.9798,UP,1
2000-03-30,55.2523,51.8138,56.4543,52.3415,51.8595,DOWN,0
2000-03-31,54.0666,55.4894,56.4195,52.875,51.7605,UP,1
2000-04-03,56.8529,55.4894,56.3961,53.9006,51.7391,DOWN,0
2000-04-04,56.349,56.438,56.3746,54.8788,51.668,DOWN,0
2000-04-05,54.8669,56.349,56.343,55.4776,51.6075,UP,1
2000-04-06,55.9637,54.8669,56.3132,55.6198,51.5767,DOWN,0
2000-04-07,54.778,55.9637,56.2846,55.7621,51.5429,UP,1
2000-04-10,54.9262,54.5409,56.2542,55.3768,51.553,UP,1
2000-04-11,55.8155,54.0666,56.2319,55.2701,51.5643,UP,1
2000-04-12,56.8233,55.8155,56.2114,55.6613,51.5637,DOWN,0
2000-04-13,54.6891,56.9122,56.184,55.4064,51.5654,DOWN,0
2000-04-14,50.806,53.8295,56.1301,54.612,51.4907,UP,1
2000-04-17,51.0728,50.5096,56.0709,53.8413,51.4481,DOWN,0
2000-04-18,49.3239,50.4207,56.0042,52.543,51.3769,DOWN,0
2000-04-19,48.3754,50.1539,55.9286,50.8534,51.2862,UP,1
2000-04-20,49.976,47.9011,55.8667,49.9108,51.2583,UP,1
2000-04-24,51.6953,50.2132,55.8104,50.0887,51.2874,DOWN,0
2000-04-25,51.221,51.6953,55.7566,50.1183,51.3087,DOWN,0
2000-04-26,50.065,50.5096,55.7028,50.2665,51.3064,UP,1
2000-04-27,51.6953,50.065,55.6632,50.9305,51.307,UP,1
2000-04-28,53.5923,51.6953,55.6344,51.6538,51.3615,UP,1
2000-05-01,55.0151,53.6813,55.6103,52.3177,51.4403,UP,1
2000-05-02,56.8233,55.0151,55.5977,53.4382,51.5832,DOWN,0
2000-05-03,54.1852,56.4083,55.574,54.2622,51.5844,UP,1
2000-05-04,55.1134,54.8966,55.5531,54.9459,51.6362,UP,1
2000-05-05,56.0656,55.2226,55.5323,55.4405,51.736,DOWN,0
2000-05-08,54.8077,55.2523,55.5123,55.399,51.8285,UP,1
2000-05-09,55.4061,54.7484,55.5024,55.1156,51.9164,DOWN,0
2000-05-10,54.3334,55.0151,55.4769,55.1452,51.9739,UP,1
2000-05-11,55.6969,54.6002,55.4538,55.2619,52.1073,DOWN,0
2000-05-12,54.6409,55.0151,55.4383,54.977,52.2563,UP,1
2000-05-15,56.2897,54.778,55.4257,55.2734,52.3411,DOWN,0
2000-05-16,54.363,55.9637,55.3979,55.0648,52.4401,DOWN,0
2000-05-17,53.1774,54.4816,55.3682,54.8336,52.593,UP,1
2000-05-18,53.5331,53.2366,55.3545,54.4008,52.7329,DOWN,0
2000-05-19,53.5034,51.9324,55.3272,54.1733,52.8936,UP,1
2000-05-22,54.0963,54.0666,55.3037,53.7346,53.0459,UP,1
2000-05-23,54.452,54.2148,55.2777,53.7524,53.1888,DOWN,0
2000-05-24,53.2366,54.452,55.2469,53.7643,53.3311,DOWN,0
2000-05-25,49.9168,52.4067,55.1953,53.041,53.3192,DOWN,0
2000-05-26,48.8793,50.2725,55.1371,52.1162,53.235,UP,1
2000-05-30,50.5985,49.2943,55.0852,51.4166,53.2368,UP,1
2000-05-31,50.7764,50.5985,55.0356,50.6815,53.2279,DOWN,0
2000-06-01,50.3614,50.7467,54.9816,50.1065,53.1971,UP,1
2000-06-02,51.1914,50.8653,54.9361,50.3614,53.2279,UP,1
2000-06-05,51.2803,51.221,54.8912,50.8416,53.2481,DOWN,0
2000-06-06,50.1835,51.2803,54.8407,50.7586,53.2238,DOWN,0
2000-06-07,49.6203,50.2132,54.7841,50.5274,53.1817,DOWN,0
2000-06-08,49.0868,49.5611,54.7312,50.2725,53.1343,UP,1
2000-06-09,49.1757,49.2054,54.6929,49.8693,53.0803,UP,1
2000-06-12,49.8871,48.8497,54.6622,49.5907,52.973,DOWN,0
2000-06-13,49.235,51.1321,54.6243,49.401,52.8764,UP,1
2000-06-14,50.9839,49.2943,54.5998,49.6737,52.759,UP,1
2000-06-15,51.4581,50.5096,54.5877,50.148,52.6612,DOWN,0
2000-06-16,51.2506,51.4581,54.5736,50.563,52.5889,DOWN,0
2000-06-19,48.3754,50.8653,54.5422,50.2606,52.4371,DOWN,0
2000-06-20,47.3083,47.664,54.5051,49.8753,52.2877,UP,1
2000-06-21,48.0197,46.2412,54.4731,49.2824,52.1496,DOWN,0
2000-06-22,47.0415,47.3083,54.4374,48.3991,51.9741,DOWN,0
2000-06-23,46.1523,46.9526,54.3971,47.3794,51.7607,DOWN,0
2000-06-26,43.7513,45.5298,54.3476,46.4546,51.5419,UP,1
2000-06-27,45.8855,44.018,54.3011,46.17,51.4435,DOWN,0
2000-06-28,44.8573,44.6405,54.2549,45.5376,51.3192,DOWN,0
2000-06-29,44.5516,44.8184,54.204,45.0396,51.2237,DOWN,0
2000-06-30,42.9509,43.3956,54.148,44.3993,51.1153,UP,1
2000-07-03,45.5298,43.5734,54.1015,44.755,51.0263,UP,1
2000-07-05,46.7747,45.8855,54.0626,44.9329,50.9279,DOWN,0
2000-07-06,44.107,47.4861,54.014,44.7828,50.7856,DOWN,0
2000-07-07,42.6842,44.107,53.9678,44.4093,50.638,UP,1
2000-07-10,44.0625,43.3956,53.9253,44.6316,50.4854,UP,1
2000-07-11,47.5306,43.7513,53.9095,45.0318,50.3641,DOWN,0
2000-07-12,46.5524,47.1304,53.8846,44.9873,50.1949,UP,1
2000-07-13,47.6195,46.9526,53.8649,45.6898,50.0108,DOWN,0
2000-07-14,45.1741,47.664,53.8296,46.1878,49.8306,DOWN,0
2000-07-17,44.0625,44.9073,53.7805,46.1878,49.6096,DOWN,0
2000-07-18,43.8847,44.5516,53.7352,45.4586,49.3659,DOWN,0
2000-07-19,43.7957,44.018,53.6863,44.9073,49.1457,DOWN,0
2000-07-20,42.3285,43.9291,53.632,43.8491,48.8842,UP,1
2000-07-21,42.6842,42.3285,53.5781,43.3511,48.6512,DOWN,0
2000-07-24,42.0172,42.9509,53.5159,42.9421,48.3776,DOWN,0
2000-07-25,41.9728,42.6842,53.4513,42.5597,48.1242,DOWN,0
2000-07-26,40.0164,41.7949,53.3795,41.8038,47.7987,DOWN,0
2000-07-27,40.0164,41.2614,53.3149,41.3414,47.5118,UP,1
2000-07-28,40.6389,40.1053,53.2488,40.9323,47.261,UP,1
2000-07-31,40.9057,40.9946,53.1852,40.71,47.0085,DOWN,0
2000-08-01,40.1943,41.1724,53.1369,40.3543,46.7423,DOWN,0
2000-08-02,39.9275,40.1053,53.0828,40.3365,46.4589,DOWN,0
2000-08-03,39.6607,40.1943,53.0195,40.2654,46.1631,DOWN,0
2000-08-04,39.5718,40.1943,52.9543,40.052,45.8898,UP,1
2000-08-07,40.7278,39.5718,52.8821,40.0164,45.706,UP,1
2000-08-08,40.9057,40.8167,52.8104,40.1587,45.5466,UP,1
2000-08-09,41.706,41.2614,52.7437,40.5144,45.3687,DOWN,0
2000-08-10,40.55,41.706,52.6729,40.6922,45.1642,UP,1
2000-08-11,41.5281,40.9057,52.606,41.0835,44.9875,DOWN,0
2000-08-14,40.6389,41.6171,52.5328,41.0657,44.7765,UP,1
2000-08-15,40.7278,40.7278,52.456,41.0302,44.5654,DOWN,0
2000-08-16,39.8386,40.8167,52.3781,40.6567,44.3585,UP,1
2000-08-17,40.1943,39.4829,52.2912,40.5855,44.17,DOWN,0
2000-08-18,39.4829,39.7496,52.198,40.1765,43.9779,DOWN,0
2000-08-21,38.5936,39.7496,52.0999,39.7674,43.7663,DOWN,0
2000-08-22,38.5936,38.9493,52.0125,39.3406,43.5404,DOWN,0
2000-08-23,37.7043,38.5936,51.9244,38.9137,43.3098,DOWN,0
2000-08-24,37.7043,38.2379,51.8269,38.4158,43.0442,DOWN,0
2000-08-25,37.7043,38.06,51.7264,38.06,42.7691,UP,1
2000-08-28,38.149,38.4158,51.6347,37.9711,42.5071,DOWN,0
2000-08-29,37.7043,37.7933,51.542,37.7933,42.2937,DOWN,0
2000-08-30,37.2597,37.7043,51.4387,37.7043,42.0927,UP,1
2000-08-31,37.2876,37.0819,51.3256,37.621,41.8781,DOWN,0
2000-09-01,37.1708,37.1708,51.221,37.5143,41.6806,UP,1
2000-09-05,38.6825,37.0819,51.1236,37.621,41.5313,UP,1
2000-09-06,39.0382,38.6825,51.027,37.8878,41.437,DOWN,0
2000-09-07,36.3705,37.3486,50.9196,37.7099,41.2467,DOWN,0
2000-09-08,35.9258,36.2815,50.8057,37.4376,41.0681,UP,1
2000-09-11,36.5483,36.1926,50.6941,37.3131,40.908,DOWN,0
2000-09-12,36.1037,36.5483,50.5859,36.7973,40.7711,DOWN,0
2000-09-13,35.9258,36.2815,50.4875,36.1748,40.579,DOWN,0
2000-09-14,35.748,36.1037,50.3885,36.0503,40.3584,DOWN,0
2000-09-15,34.8587,35.4812,50.2805,35.8369,40.1735,DOWN,0
2000-09-18,34.7698,34.8587,50.1706,35.4812,40.0152,DOWN,0
2000-09-19,34.3252,34.8587,50.0553,35.1255,39.8204,DOWN,0
2000-09-20,34.1473,34.4141,49.9399,34.7698,39.5528,UP,1
2000-09-21,35.0366,34.2363,49.8352,34.6275,39.3225,UP,1
2000-09-22,35.4812,34.8587,49.7294,34.752,39.0797,DOWN,0
2000-09-25,35.2144,35.6591,49.6208,34.841,38.8805,DOWN,0
2000-09-26,35.17,35.3923,49.5094,35.0099,38.7026,DOWN,0
2000-09-27,34.592,35.0366,49.3928,35.0988,38.5168,DOWN,0
2000-09-28,34.503,34.2363,49.2729,34.9921,38.3309,UP,1
2000-09-29,35.4812,34.503,49.147,34.9921,38.194,DOWN,0
2000-10-02,35.4812,36.1037,49.0354,35.0455,38.0499,UP,1
2000-10-03,38.3268,35.4812,48.9335,35.6768,37.9761,UP,1
2000-10-04,38.7715,38.06,48.8377,36.5127,37.9121,DOWN,0
2000-10-05,38.149,38.6825,48.7339,37.2419,37.8748,DOWN,0
2000-10-06,37.5265,38.6825,48.6241,37.651,37.825,UP,1
2000-10-09,37.7043,37.8822,48.5171,38.0956,37.7663,DOWN,0
2000-10-10,36.904,37.7933,48.3948,37.8111,37.6862,DOWN,0
2000-10-11,35.9258,36.6372,48.2625,37.2419,37.6009,DOWN,0
2000-10-12,34.9477,36.8151,48.1188,36.6017,37.5013,DOWN,0
2000-10-13,34.2363,33.347,47.9788,35.9436,37.3928,DOWN,0
2000-10-16,33.7027,33.8806,47.8304,35.1433,37.2754,DOWN,0
2000-10-17,33.2581,33.7916,47.6822,34.4141,37.126,DOWN,0
2000-10-18,33.2581,32.9024,47.5426,33.8806,36.973,UP,1
2000-10-19,33.4359,33.2581,47.394,33.5782,36.8076,UP,1
2000-10-20,34.2363,33.4359,47.2404,33.5782,36.6814,UP,1
2000-10-23,34.7698,34.2363,47.0823,33.7916,36.5462,UP,1
2000-10-24,37.8822,34.8587,46.9481,34.7165,36.4911,DOWN,0
2000-10-25,36.904,37.9711,46.8122,35.4456,36.4146,UP,1
2000-10-26,37.9711,38.5047,46.6754,36.3527,36.3772,UP,1
2000-10-27,39.0382,38.4158,46.5434,37.3131,36.3541,UP,1
2000-10-30,43.4845,39.2161,46.4312,39.056,36.4342,UP,1
2000-10-31,43.5734,43.7513,46.34,40.1943,36.5338,DOWN,0
2000-11-01,43.4845,43.4845,46.2511,41.5104,36.6316,DOWN,0
2000-11-02,43.3956,43.8402,46.173,42.5952,36.7454,UP,1
2000-11-03,44.7295,43.7513,46.1071,43.7335,36.8859,DOWN,0
2000-11-06,44.4627,44.6405,46.0298,43.9291,37.0211,UP,1
2000-11-07,44.8184,44.4627,45.9645,44.1781,37.1545,UP,1
2000-11-08,45.8855,44.8184,45.9064,44.6583,37.3181,DOWN,0
2000-11-09,44.5516,44.107,45.8468,44.8895,37.4639,DOWN,0
2000-11-10,43.9291,44.107,45.7943,44.7295,37.5967,UP,1
2000-11-13,44.5516,43.5734,45.7408,44.7472,37.7444,UP,1
2000-11-14,44.6405,45.5298,45.6798,44.7117,37.8635,UP,1
2000-11-15,45.3519,44.4627,45.6335,44.605,37.9898,DOWN,0
2000-11-16,44.107,44.9962,45.5814,44.516,38.1445,UP,1
2000-11-17,44.9962,44.107,45.5403,44.7295,38.3259,DOWN,0
2000-11-20,44.7295,44.9962,45.4996,44.765,38.4896,DOWN,0
2000-11-21,44.107,44.7295,45.4555,44.6583,38.6496,DOWN,0
2000-11-22,44.018,44.107,45.4188,44.3915,38.8115,DOWN,0
2000-11-24,44.018,43.9291,45.3877,44.3737,38.9769,DOWN,0
2000-11-27,42.9509,43.7513,45.3516,43.9647,39.1387,DOWN,0
2000-11-28,42.3285,43.0399,45.3124,43.4845,39.2899,UP,1
2000-11-29,44.4627,42.6842,45.2764,43.5556,39.4926,DOWN,0
2000-11-30,43.4845,44.4627,45.2394,43.4489,39.6794,UP,1
2000-12-01,46.508,44.1959,45.2166,43.9469,39.9088,UP,1
2000-12-04,50.9542,46.3301,45.223,45.5476,40.2183,UP,1
2000-12-05,51.9324,50.9542,45.212,47.4684,40.5526,DOWN,0
2000-12-06,49.7982,51.221,45.1984,48.5355,40.8452,DOWN,0
2000-12-07,47.1304,47.8418,45.1787,49.2646,41.096,UP,1
2000-12-08,48.1086,47.7529,45.1683,49.5848,41.3681,DOWN,0
2000-12-11,47.4861,48.4643,45.1507,48.8912,41.6082,DOWN,0
2000-12-12,47.4861,47.7529,45.1308,48.0019,41.8483,DOWN,0
2000-12-13,46.419,47.3083,45.1178,47.3261,42.0101,DOWN,0
2000-12-14,45.8855,46.5969,45.1112,47.0771,42.1524,DOWN,0
2000-12-15,43.5734,43.5734,45.0689,46.17,42.2609,UP,1
2000-12-18,45.263,44.107,45.0481,45.7254,42.4156,UP,1
2000-12-19,48.1975,45.6187,45.0614,45.8677,42.6255,DOWN,0
2000-12-20,47.1304,48.5532,45.0644,46.01,42.83,UP,1
2000-12-21,49.8871,46.508,45.0865,46.8103,43.1092,UP,1
2000-12-22,52.9995,49.8871,45.1191,48.6955,43.4703,DOWN,0
2000-12-26,52.7327,53.7109,45.1462,50.1895,43.8402,UP,1
2000-12-27,54.3334,51.221,45.1873,51.4166,44.2528,DOWN,0
2000-12-28,53.7998,52.9995,45.2037,52.7505,44.6636,DOWN,0
2000-12-29,52.1103,54.1555,45.1988,53.1951,45.0407,DOWN,0
2001-01-02,49.5314,49.8871,45.1939,52.5015,45.3626,UP,1
2001-01-03,50.065,50.4207,45.1882,51.968,45.6792,UP,1
2001-01-04,52.377,50.1539,45.1905,51.5767,46.0313,DOWN,0
2001-01-05,49.4425,49.4425,45.1895,50.7052,46.2625,UP,1
2001-01-08,49.976,49.0868,45.188,50.2784,46.524,DOWN,0
2001-01-09,46.7747,49.3536,45.1649,49.7271,46.7,DOWN,0
2001-01-10,45.7076,46.8637,45.1348,48.8556,46.8334,DOWN,0
2001-01-11,44.6405,45.8855,45.1007,47.3083,46.8565,DOWN,0
2001-01-12,44.3737,44.6405,45.0632,46.2945,46.8726,UP,1
2001-01-16,45.7966,44.107,45.0159,45.4586,46.9188,DOWN,0
2001-01-17,45.4409,45.9744,44.9728,45.1919,46.9597,UP,1
2001-01-18,45.6187,45.4409,44.9166,45.1741,46.9775,DOWN,0
2001-01-19,44.3737,44.107,44.8568,45.1207,46.9757,DOWN,0
2001-01-22,44.018,44.3737,44.8025,45.0496,46.9597,UP,1
2001-01-23,44.9962,44.018,44.7477,44.8895,46.9419,UP,1
2001-01-24,45.5298,43.4845,44.7014,44.9073,46.9615,UP,1
2001-01-25,46.0633,45.1741,44.6571,44.9962,47.0042,UP,1
2001-01-26,46.3301,47.3972,44.6097,45.3875,47.0397,DOWN,0
2001-01-29,45.729,46.6823,44.5542,45.7297,47.0615,UP,1
2001-01-30,47.3794,45.9282,44.5177,46.2063,47.102,UP,1
2001-01-31,48.8022,47.664,44.5077,46.8608,47.196,DOWN,0
2001-02-01,48.5319,48.8022,44.495,47.3545,47.2667,DOWN,0
2001-02-02,48.0766,48.5319,44.4887,47.7038,47.3336,DOWN,0
2001-02-05,47.5075,48.0197,44.4844,48.0595,47.4016,DOWN,0
2001-02-06,46.3835,47.3794,44.4664,47.8603,47.4489,UP,1
2001-02-07,47.8774,47.3083,44.4473,47.6754,47.5261,DOWN,0
2001-02-08,45.6863,47.664,44.4197,47.1062,47.5808,UP,1
2001-02-09,45.8286,45.5298,44.3985,46.6566,47.6508,DOWN,0
2001-02-12,44.8184,45.9566,44.3641,46.1188,47.6579,DOWN,0
2001-02-13,44.733,44.8184,44.3198,45.7887,47.6829,DOWN,0
2001-02-14,44.6761,45.2452,44.2681,45.1485,47.6463,UP,1
2001-02-15,46.2981,44.107,44.2155,45.2708,47.5532,DOWN,0
2001-02-16,44.8326,45.7432,44.1687,45.0716,47.4112,DOWN,0
2001-02-20,44.0927,45.2452,44.1136,44.9265,47.297,DOWN,0
2001-02-21,44.0074,44.2493,44.0533,44.7814,47.2346,DOWN,0
2001-02-22,43.2106,43.2106,43.9953,44.4883,47.1366,DOWN,0
2001-02-23,41.9016,43.111,43.9278,43.609,47.0249,UP,1
2001-02-26,44.733,42.613,43.8798,43.5891,46.9699,UP,1
2001-02-27,45.8855,43.7513,43.8308,43.9476,46.9592,UP,1
2001-02-28,46.6823,46.9099,43.791,44.4826,46.9751,UP,1
2001-03-01,47.351,46.6823,43.7463,45.3107,47.0507,UP,1
2001-03-02,48.5461,47.351,43.7172,46.6396,47.1163,DOWN,0
2001-03-05,48.3042,48.5888,43.6928,47.3538,47.1185,DOWN,0
2001-03-06,47.664,47.5217,43.6635,47.7095,47.1292,UP,1
2001-03-07,49.2291,46.9668,43.6421,48.2189,47.116,UP,1
2001-03-08,51.0787,49.5136,43.627,48.9644,47.0776,DOWN,0
2001-03-09,50.723,50.9934,43.6084,49.3998,47.0374,DOWN,0
2001-03-12,48.1762,49.7982,43.5831,49.3742,46.9142,DOWN,0
2001-03-13,46.4546,48.3754,43.5658,49.1323,46.7673,DOWN,0
2001-03-14,45.3164,45.2452,43.5479,48.3498,46.6315,DOWN,0
2001-03-15,44.5338,45.9851,43.5176,47.0408,46.5315,UP,1
2001-03-16,45.1598,43.3956,43.4895,45.9282,46.4334,UP,1
2001-03-19,46.6111,45.5156,43.4708,45.6151,46.3181,DOWN,0
2001-03-20,44.733,46.668,43.4385,45.2708,46.2239,DOWN,0
2001-03-21,43.7513,44.733,43.4008,44.9578,46.0994,DOWN,0
2001-03-22,42.8407,43.3956,43.3641,44.6192,46.0207,UP,1
2001-03-23,44.2066,43.111,43.3371,44.4285,45.9907,UP,1
2001-03-26,44.8895,45.1741,43.3161,44.0842,45.9957,UP,1
2001-03-27,45.7432,45.2452,43.2989,44.2862,46.0231,UP,1
2001-03-28,45.8855,45.5013,43.2789,44.7131,46.0248,DOWN,0
2001-03-29,45.0033,44.8611,43.2577,45.1456,46.0161,DOWN,0
2001-03-30,44.918,45.0033,43.2274,45.2879,46.0021,UP,1
2001-04-02,45.6151,44.918,43.1982,45.433,46.0269,DOWN,0
2001-04-03,44.5623,45.6151,43.1648,45.1968,46.0378,UP,1
2001-04-04,45.4871,44.5338,43.1503,45.1172,46.0476,UP,1
2001-04-05,47.7636,46.9241,43.1526,45.6692,46.0923,DOWN,0
2001-04-06,46.8103,48.0197,43.1465,46.0477,46.1072,UP,1
2001-04-09,47.0237,46.8245,43.1465,46.3294,46.1211,UP,1
2001-04-10,48.7026,47.0237,43.1592,47.1575,46.1806,DOWN,0
2001-04-11,47.4079,49.7271,43.1775,47.5416,46.1811,UP,1
2001-04-12,47.5644,47.3083,43.1859,47.5018,46.1564,UP,1
2001-04-16,47.8632,47.6213,43.2009,47.7124,46.143,UP,1
2001-04-17,48.2473,46.9953,43.2194,47.9571,46.1464,UP,1
2001-04-18,50.7515,48.5888,43.2584,48.3669,46.2113,DOWN,0
2001-04-19,49.4425,50.5096,43.278,48.7738,46.2725,DOWN,0
2001-04-20,49.0868,50.2962,43.2895,49.0783,46.2967,DOWN,0
2001-04-23,48.6173,48.3754,43.3121,49.2291,46.3553,DOWN,0
2001-04-24,48.0766,48.3754,43.339,49.1949,46.4003,DOWN,0
2001-04-25,47.0522,47.2514,43.354,48.4551,46.4449,UP,1
2001-04-26,48.66,47.0949,43.3596,48.2986,46.5235,UP,1
2001-04-27,48.7738,48.9445,43.3707,48.236,46.6054,DOWN,0
2001-04-30,47.5928,48.8449,43.3706,48.0311,46.6313,UP,1
2001-05-01,48.3754,47.6071,43.3866,48.0908,46.7022,UP,1
2001-05-02,50.2108,48.7311,43.4174,48.7226,46.8245,UP,1
2001-05-03,50.3673,50.2108,43.4498,49.064,46.9517,UP,1
2001-05-04,52.0889,50.3815,43.4912,49.7271,47.1293,DOWN,0
2001-05-07,51.5056,52.6438,43.5371,50.5096,47.3214,UP,1
2001-05-08,52.9995,51.7901,43.5887,51.4344,47.4867,UP,1
2001-05-09,53.0991,52.9995,43.6441,52.0121,47.631,UP,1
2001-05-10,53.8105,53.3552,43.7033,52.7007,47.7735,DOWN,0
2001-05-11,53.1418,53.4548,43.7689,52.9113,47.8894,UP,1
2001-05-14,53.4121,53.1418,43.8359,53.2926,47.9867,DOWN,0
2001-05-15,53.3268,52.6438,43.8993,53.3581,48.0871,UP,1
2001-05-16,56.3146,52.4731,43.9764,54.0012,48.2601,DOWN,0
2001-05-17,55.8593,55.4183,44.0547,54.4109,48.3927,DOWN,0
2001-05-18,54.9203,55.3471,44.1297,54.7666,48.4696,UP,1
2001-05-21,54.9345,54.0666,44.206,55.0711,48.5538,DOWN,0
2001-05-22,54.0382,54.1378,44.2784,55.2134,48.671,DOWN,0
2001-05-23,53.1845,53.6682,44.3407,54.5874,48.8056,DOWN,0
2001-05-24,51.5056,52.7149,44.3937,53.7166,48.9294,DOWN,0
2001-05-25,51.1356,51.5056,44.4408,52.9597,49.0615,UP,1
2001-05-29,51.534,51.719,44.4957,52.2796,49.1889,DOWN,0
2001-05-30,50.3531,50.6519,44.5398,51.5426,49.2638,UP,1
2001-05-31,50.9507,50.3531,44.5914,51.0958,49.3881,DOWN,0
2001-06-01,50.723,50.9507,44.6414,50.9393,49.5276,UP,1
2001-06-04,51.8897,50.9364,44.7016,51.0901,49.7086,DOWN,0
2001-06-05,51.5056,51.534,44.7582,51.0844,49.8545,UP,1
2001-06-06,51.5198,51.719,44.8184,51.3178,49.9871,UP,1
2001-06-07,52.3735,51.3064,44.8873,51.6023,50.1197,DOWN,0
2001-06-08,51.6052,51.221,44.9523,51.7787,50.2341,DOWN,0
2001-06-11,50.7372,51.221,45.0175,51.5482,50.3488,DOWN,0
2001-06-12,50.5096,50.0116,45.0815,51.3491,50.4607,UP,1
2001-06-13,50.8084,50.5096,45.147,51.2068,50.5645,DOWN,0
2001-06-14,48.8876,50.225,45.2007,50.5096,50.651,DOWN,0
