ticker,DOW US Equity,DOW US Equity,DOW US Equity,DOW US Equity,DOW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-06-23,51.06,52.25,53.708,65.419,60.4747,UP,1
2022-06-24,53.14,51.51,53.252,65.2166,60.437,DOWN,0
2022-06-27,52.22,52.9,52.742,64.9778,60.3967,UP,1
2022-06-28,52.53,52.8,52.258,64.7186,60.3573,DOWN,0
2022-06-29,51.98,52.71,52.186,64.4406,60.3136,DOWN,0
2022-06-30,51.61,51.16,52.296,64.1318,60.2734,UP,1
2022-07-01,51.69,50.91,52.006,63.8148,60.2308,DOWN,0
2022-07-05,50.73,50.77,51.708,63.4392,60.1871,UP,1
2022-07-06,51.18,50.62,51.438,63.0928,60.1543,UP,1
2022-07-07,52.28,52.14,51.498,62.777,60.1348,DOWN,0
2022-07-08,51.38,52.43,51.452,62.4572,60.114,DOWN,0
2022-07-11,51.01,50.74,51.316,62.1284,60.0876,DOWN,0
2022-07-12,50.42,50.89,51.254,61.7806,60.0525,DOWN,0
2022-07-13,49.67,50.0,50.952,61.444,60.0168,DOWN,0
2022-07-14,48.9,48.74,50.276,61.0808,59.9629,UP,1
2022-07-15,49.55,49.73,49.91,60.7088,59.9133,UP,1
2022-07-18,50.47,50.42,49.802,60.306,59.8716,UP,1
2022-07-19,52.45,51.15,50.208,59.9856,59.846,UP,1
2022-07-20,52.55,52.45,50.784,59.678,59.8159,DOWN,0
2022-07-21,51.4,50.57,51.284,59.3734,59.7817,DOWN,0
2022-07-22,50.85,51.5,51.544,59.0742,59.7404,UP,1
2022-07-25,51.58,51.17,51.766,58.77,59.7125,DOWN,0
2022-07-26,51.3,51.17,51.536,58.4552,59.6765,UP,1
2022-07-27,52.24,51.44,51.474,58.1488,59.6441,UP,1
2022-07-28,52.3,52.45,51.654,57.8352,59.6145,UP,1
2022-07-29,53.21,52.76,52.126,57.5,59.5918,DOWN,0
2022-08-01,52.46,52.58,52.302,57.171,59.5696,DOWN,0
2022-08-02,51.55,52.3,52.352,56.8268,59.5336,DOWN,0
2022-08-03,51.49,52.0,52.202,56.4944,59.4963,DOWN,0
2022-08-04,50.99,51.31,51.94,56.1644,59.4565,UP,1
2022-08-05,51.49,50.77,51.596,55.8528,59.418,UP,1
2022-08-08,52.15,51.88,51.534,55.5498,59.3793,UP,1
2022-08-09,52.72,52.15,51.768,55.2474,59.3466,UP,1
2022-08-10,54.04,53.85,52.278,54.947,59.3248,UP,1
2022-08-11,55.26,54.76,53.132,54.6926,59.3075,UP,1
2022-08-12,55.93,55.33,54.02,54.449,59.2936,DOWN,0
2022-08-15,55.34,55.48,54.658,54.1938,59.2903,UP,1
2022-08-16,56.11,55.36,55.336,53.9754,59.288,DOWN,0
2022-08-17,55.46,55.52,55.62,53.7432,59.2855,UP,1
2022-08-18,56.02,55.72,55.772,53.5162,59.2784,DOWN,0
2022-08-19,55.49,55.68,55.684,53.2812,59.2635,DOWN,0
2022-08-22,54.41,54.49,55.498,53.0522,59.2403,UP,1
2022-08-23,55.62,54.66,55.4,52.9272,59.2325,DOWN,0
2022-08-24,54.24,55.5,55.156,52.8384,59.2122,UP,1
2022-08-25,55.76,54.83,55.104,52.7824,59.1981,DOWN,0
2022-08-26,54.46,55.98,54.898,52.7234,59.1765,DOWN,0
2022-08-29,53.57,53.0,54.73,52.6864,59.1505,DOWN,0
2022-08-30,51.38,52.83,53.882,52.6186,59.109,DOWN,0
2022-08-31,51.0,51.24,53.234,52.5396,59.0637,DOWN,0
2022-09-01,49.96,50.46,52.074,52.492,59.0139,DOWN,0
2022-09-02,49.31,50.53,51.044,52.457,58.9662,DOWN,0
2022-09-06,48.59,49.9,50.048,52.366,58.9174,UP,1
2022-09-07,48.97,48.34,49.566,52.301,58.8724,UP,1
2022-09-08,49.4,48.49,49.246,52.2384,58.8327,UP,1
2022-09-09,50.51,50.23,49.356,52.209,58.7913,UP,1
2022-09-12,50.93,51.29,49.68,52.1954,58.75,DOWN,0
2022-09-13,47.87,48.75,49.536,52.119,58.6962,DOWN,0
2022-09-14,47.07,47.61,49.156,52.0458,58.6436,DOWN,0
2022-09-15,46.91,47.1,48.658,51.9604,58.5938,DOWN,0
2022-09-16,46.42,46.01,47.84,51.8432,58.5513,UP,1
2022-09-19,46.74,45.64,47.002,51.7504,58.5212,DOWN,0
2022-09-20,46.09,45.95,46.646,51.652,58.4857,DOWN,0
2022-09-21,44.98,46.42,46.228,51.5432,58.4453,DOWN,0
2022-09-22,44.77,45.28,45.8,51.4452,58.3997,DOWN,0
2022-09-23,43.9,44.0,45.296,51.3452,58.3449,DOWN,0
2022-09-26,43.39,43.52,44.626,51.222,58.2873,UP,1
2022-09-27,43.79,43.94,44.166,51.0884,58.2343,UP,1
2022-09-28,45.05,44.08,44.18,50.9404,58.1862,DOWN,0
2022-09-29,44.16,44.5,44.058,50.7726,58.1404,DOWN,0
2022-09-30,43.93,44.17,44.064,50.6232,58.0906,UP,1
2022-10-03,45.28,44.94,44.442,50.5118,58.0468,UP,1
2022-10-04,46.62,45.8,45.008,50.4126,58.0069,DOWN,0
2022-10-05,46.06,45.92,45.21,50.3078,57.9667,DOWN,0
2022-10-06,45.52,45.7,45.482,50.1734,57.9268,DOWN,0
2022-10-07,44.41,45.05,45.578,50.0156,57.8778,UP,1
2022-10-10,44.88,44.98,45.498,49.849,57.8311,DOWN,0
2022-10-11,43.95,44.28,44.964,49.6788,57.7751,DOWN,0
2022-10-12,43.81,43.94,44.514,49.524,57.7148,UP,1
2022-10-13,45.92,43.0,44.594,49.4126,57.6613,DOWN,0
2022-10-14,45.12,46.29,44.736,49.2952,57.6016,UP,1
2022-10-17,45.26,45.91,44.812,49.1706,57.544,UP,1
2022-10-18,46.38,46.28,45.298,49.0552,57.4923,DOWN,0
2022-10-19,45.13,46.24,45.562,48.9034,57.4336,DOWN,0
2022-10-20,44.93,45.39,45.364,48.7212,57.3662,UP,1
2022-10-21,46.87,45.02,45.714,48.5534,57.3088,UP,1
2022-10-24,47.04,46.89,46.07,48.3756,57.2528,UP,1
2022-10-25,47.85,46.71,46.364,48.2258,57.1965,UP,1
2022-10-26,47.99,48.0,46.936,48.0634,57.1445,DOWN,0
2022-10-27,47.62,48.12,47.474,47.9066,57.0867,DOWN,0
2022-10-28,47.48,47.2,47.596,47.7358,57.0278,DOWN,0
2022-10-31,46.74,47.48,47.536,47.5608,56.9618,UP,1
2022-11-01,46.93,47.42,47.352,47.4112,56.8927,DOWN,0
2022-11-02,46.93,46.86,47.14,47.2374,56.8264,DOWN,0
2022-11-03,46.49,46.27,46.914,47.0824,56.7596,UP,1
2022-11-04,49.03,48.27,47.224,46.9478,56.7157,UP,1
2022-11-07,49.5,48.99,47.776,46.8486,56.6796,UP,1
2022-11-08,49.65,49.89,48.32,46.7702,56.6448,DOWN,0
2022-11-09,47.68,49.35,48.47,46.6962,56.5973,UP,1
2022-11-10,49.96,49.45,49.164,46.6754,56.561,UP,1
2022-11-11,53.14,51.0,49.986,46.739,56.5258,DOWN,0
2022-11-14,51.95,52.47,50.476,46.7918,56.4853,DOWN,0
2022-11-15,51.6,52.41,50.866,46.852,56.4447,DOWN,0
2022-11-16,50.51,51.15,51.432,46.8828,56.3882,DOWN,0
2022-11-17,50.13,49.65,51.466,46.8974,56.3305,DOWN,0
2022-11-18,50.07,50.49,50.852,46.8886,56.2748,UP,1
2022-11-21,50.17,49.44,50.496,46.8734,56.2227,UP,1
2022-11-22,51.57,50.99,50.49,46.9474,56.181,DOWN,0
2022-11-23,51.55,51.29,50.698,47.037,56.1333,UP,1
2022-11-25,51.56,51.5,50.984,47.13,56.0811,DOWN,0
2022-11-28,50.2,50.85,51.01,47.2056,56.0274,UP,1
2022-11-29,50.65,50.25,51.106,47.2838,55.9752,UP,1
2022-11-30,50.97,50.52,50.986,47.3814,55.9259,X,X
