ticker,DOW US Equity,DOW US Equity,DOW US Equity,DOW US Equity,DOW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2020-11-18,55.3,54.65,53.344,48.934,41.605,UP,1
2020-11-19,55.34,54.91,54.204,49.0668,41.6357,DOWN,0
2020-11-20,54.73,55.07,54.756,49.1644,41.6692,UP,1
2020-11-23,55.94,55.28,55.158,49.2814,41.7079,UP,1
2020-11-24,57.73,57.0,55.808,49.4146,41.7526,DOWN,0
2020-11-25,56.43,57.45,56.034,49.5492,41.7879,DOWN,0
2020-11-27,55.4,55.91,56.046,49.6378,41.8234,DOWN,0
2020-11-30,53.01,54.89,55.702,49.6906,41.8453,UP,1
2020-12-01,53.53,54.43,55.22,49.803,41.8742,DOWN,0
2020-12-02,53.2,53.32,54.314,49.911,41.9024,UP,1
2020-12-03,53.6,52.99,53.748,50.0482,41.9266,UP,1
2020-12-04,55.05,53.81,53.678,50.221,41.9604,DOWN,0
2020-12-07,53.21,54.93,53.718,50.3644,41.9952,UP,1
2020-12-08,54.55,52.9,53.922,50.5058,42.0482,UP,1
2020-12-09,54.66,54.94,54.214,50.6676,42.1063,DOWN,0
2020-12-10,54.43,54.66,54.38,50.8152,42.1807,DOWN,0
2020-12-11,54.0,54.29,54.17,50.973,42.2486,DOWN,0
2020-12-14,53.06,54.6,54.14,51.088,42.3068,UP,1
2020-12-15,54.13,53.85,54.056,51.199,42.3747,DOWN,0
2020-12-16,53.83,54.03,53.89,51.318,42.4343,DOWN,0
2020-12-17,53.83,54.2,53.77,51.4286,42.5029,UP,1
2020-12-18,55.66,55.11,54.102,51.5542,42.5864,DOWN,0
2020-12-21,55.08,54.05,54.506,51.6686,42.7091,DOWN,0
2020-12-22,54.67,55.01,54.614,51.7904,42.8255,UP,1
2020-12-23,54.75,55.02,54.798,51.9278,42.9593,UP,1
2020-12-24,54.79,54.92,54.99,52.047,43.1149,DOWN,0
2020-12-28,54.29,55.27,54.716,52.1526,43.2579,UP,1
2020-12-29,54.33,54.5,54.566,52.2532,43.4195,UP,1
2020-12-30,55.47,54.35,54.726,52.3858,43.5639,UP,1
2020-12-31,55.5,55.47,54.876,52.509,43.7092,DOWN,0
2021-01-04,54.04,55.82,54.726,52.6188,43.8388,UP,1
2021-01-05,55.8,54.14,55.028,52.7584,43.9806,UP,1
2021-01-06,58.43,56.95,55.848,52.9564,44.1398,UP,1
2021-01-07,58.51,59.0,56.456,53.1836,44.29,DOWN,0
2021-01-08,58.21,58.37,56.998,53.4164,44.4292,UP,1
2021-01-11,58.86,57.7,57.962,53.69,44.5751,UP,1
2021-01-12,61.04,59.32,59.01,53.9858,44.7375,DOWN,0
2021-01-13,60.03,60.75,59.33,54.2766,44.8944,DOWN,0
2021-01-14,59.65,60.21,59.558,54.5132,45.0464,DOWN,0
2021-01-15,57.31,58.62,59.378,54.6848,45.1978,UP,1
2021-01-19,57.55,57.76,59.116,54.9068,45.3454,UP,1
2021-01-20,58.57,57.87,58.622,55.0988,45.4984,DOWN,0
2021-01-21,57.56,58.51,58.128,55.2854,45.6335,DOWN,0
2021-01-22,57.5,56.99,57.698,55.393,45.7593,DOWN,0
2021-01-25,57.23,56.86,57.682,55.4684,45.8715,DOWN,0
2021-01-26,55.74,57.89,57.32,55.539,45.9674,DOWN,0
2021-01-27,54.39,54.64,56.484,55.606,46.0632,DOWN,0
2021-01-28,54.38,54.14,55.848,55.6542,46.1583,DOWN,0
2021-01-29,51.9,53.85,54.728,55.6136,46.2566,UP,1
2021-02-01,52.75,52.39,53.832,55.579,46.3622,UP,1
2021-02-02,54.61,53.56,53.606,55.5652,46.4682,UP,1
2021-02-03,55.35,54.31,53.798,55.5654,46.5873,UP,1
2021-02-04,56.34,55.47,54.19,55.5976,46.7146,UP,1
2021-02-05,57.24,56.74,55.258,55.6236,46.8416,UP,1
2021-02-08,57.35,57.75,56.178,55.616,46.9655,DOWN,0
2021-02-09,56.6,57.5,56.576,55.6194,47.0829,UP,1
2021-02-10,57.67,57.0,57.04,55.6648,47.1991,DOWN,0
2021-02-11,57.67,57.81,57.306,55.758,47.3081,UP,1
2021-02-12,58.15,57.56,57.488,55.8504,47.4115,UP,1
2021-02-16,58.75,58.9,57.768,55.9614,47.5218,DOWN,0
2021-02-17,58.54,58.58,58.156,56.0602,47.6448,DOWN,0
2021-02-18,57.56,58.3,58.134,56.1104,47.7673,UP,1
2021-02-19,60.39,57.75,58.678,56.254,47.9024,UP,1
2021-02-22,62.48,60.62,59.544,56.4126,48.055,DOWN,0
2021-02-23,62.12,62.94,60.218,56.5618,48.2014,UP,1
2021-02-24,63.69,62.0,61.248,56.747,48.3482,DOWN,0
2021-02-25,61.35,62.48,62.006,56.894,48.4854,DOWN,0
2021-02-26,59.31,60.85,61.79,57.019,48.613,UP,1
2021-03-01,61.54,61.15,61.602,57.1672,48.759,UP,1
2021-03-02,62.73,62.21,61.724,57.3452,48.9051,DOWN,0
2021-03-03,62.25,62.5,61.436,57.5136,49.0485,DOWN,0
2021-03-04,61.2,62.06,61.406,57.6244,49.1708,UP,1
2021-03-05,62.91,62.12,62.126,57.781,49.3072,UP,1
2021-03-08,63.44,63.17,62.506,57.9564,49.4435,DOWN,0
2021-03-09,62.26,63.67,62.412,58.1066,49.5757,UP,1
2021-03-10,64.09,62.62,62.78,58.2926,49.7155,UP,1
2021-03-11,64.32,64.33,63.404,58.4932,49.8432,UP,1
2021-03-12,64.34,64.68,63.69,58.6934,49.9658,DOWN,0
2021-03-15,62.9,64.07,63.582,58.842,50.0867,UP,1
2021-03-16,63.18,62.69,63.766,58.9956,50.2096,UP,1
2021-03-17,66.01,63.48,64.15,59.235,50.3466,DOWN,0
2021-03-18,64.72,66.06,64.23,59.4134,50.4672,DOWN,0
2021-03-19,63.91,64.72,64.144,59.523,50.5786,DOWN,0
2021-03-22,63.51,63.8,64.266,59.623,50.6826,DOWN,0
2021-03-23,60.75,62.67,63.78,59.6738,50.7665,UP,1
2021-03-24,62.04,61.6,62.986,59.7374,50.8472,UP,1
2021-03-25,63.24,61.47,62.69,59.7814,50.9414,UP,1
2021-03-26,63.99,63.39,62.706,59.8606,51.0434,DOWN,0
2021-03-29,63.9,63.62,62.784,59.9456,51.1666,UP,1
2021-03-30,64.61,63.72,63.556,60.0916,51.2835,DOWN,0
2021-03-31,63.94,64.27,63.936,60.2194,51.3933,UP,1
2021-04-01,64.6,63.95,64.208,60.34,51.5051,DOWN,0
2021-04-05,64.59,65.0,64.328,60.4806,51.6222,UP,1
2021-04-06,64.6,64.24,64.468,60.6226,51.7373,DOWN,0
2021-04-07,63.99,64.49,64.344,60.7578,51.849,DOWN,0
2021-04-08,63.19,63.86,64.194,60.9068,51.9562,DOWN,0
2021-04-09,63.14,63.19,63.902,61.0818,52.0652,UP,1
2021-04-12,63.79,63.6,63.742,61.27,52.1919,DOWN,0
2021-04-13,63.31,63.59,63.484,61.4982,52.3085,UP,1
2021-04-14,64.24,63.59,63.534,61.728,52.4307,UP,1
2021-04-15,64.57,64.88,63.81,61.9272,52.5487,UP,1
2021-04-16,64.68,65.27,64.118,62.1138,52.6683,DOWN,0
2021-04-19,64.55,64.8,64.27,62.278,52.7873,DOWN,0
2021-04-20,62.48,64.0,64.104,62.3828,52.8917,UP,1
2021-04-21,64.82,62.46,64.22,62.5322,53.0036,DOWN,0
2021-04-22,60.93,64.0,63.492,62.6188,53.0998,UP,1
2021-04-23,62.11,61.1,62.978,62.7076,53.2086,UP,1
2021-04-26,62.2,62.36,62.508,62.7982,53.3224,UP,1
2021-04-27,62.65,62.27,62.542,62.8882,53.4318,UP,1
2021-04-28,63.31,63.03,62.24,62.9794,53.5422,UP,1
2021-04-29,64.06,63.82,62.866,63.0898,53.6503,DOWN,0
2021-04-30,62.5,63.45,62.944,63.1886,53.7461,UP,1
2021-05-03,64.55,63.18,63.414,63.2718,53.8497,UP,1
2021-05-04,66.22,64.25,64.128,63.3466,53.9625,UP,1
2021-05-05,68.07,66.49,65.08,63.4656,54.0913,UP,1
2021-05-06,69.04,68.02,66.076,63.5726,54.2213,DOWN,0
2021-05-07,69.04,68.35,67.384,63.7264,54.3448,DOWN,0
2021-05-10,68.73,69.75,68.22,63.9148,54.4744,DOWN,0
2021-05-11,68.57,67.84,68.69,64.0554,54.6042,DOWN,0
2021-05-12,67.6,68.75,68.596,64.1528,54.7222,UP,1
2021-05-13,68.08,67.46,68.404,64.2694,54.8495,UP,1
2021-05-14,69.83,68.5,68.562,64.442,54.981,UP,1
2021-05-17,70.91,69.58,68.998,64.602,55.1269,DOWN,0
2021-05-18,69.53,71.0,69.19,64.7238,55.2693,DOWN,0
2021-05-19,68.55,68.5,69.38,64.8496,55.4116,DOWN,0
2021-05-20,68.26,68.46,69.416,64.933,55.5463,UP,1
2021-05-21,68.83,68.68,69.216,65.0232,55.6805,UP,1
2021-05-24,69.55,69.59,68.944,65.1274,55.818,DOWN,0
2021-05-25,69.04,69.46,68.846,65.2502,55.95,UP,1
2021-05-26,69.57,68.83,69.05,65.378,56.0739,DOWN,0
2021-05-27,68.66,69.32,69.13,65.431,56.1947,DOWN,0
2021-05-28,68.42,69.08,69.048,65.505,56.3154,UP,1
2021-06-01,70.41,69.17,69.22,65.635,56.4453,DOWN,0
2021-06-02,68.95,70.32,69.202,65.7438,56.5657,UP,1
2021-06-03,70.61,69.35,69.41,65.941,56.6964,DOWN,0
2021-06-04,70.37,71.0,69.752,66.1076,56.8247,DOWN,0
2021-06-07,69.24,70.37,69.916,66.2276,56.9477,UP,1
2021-06-08,69.38,69.02,69.71,66.3354,57.0762,DOWN,0
2021-06-09,68.84,69.25,69.688,66.4342,57.2024,DOWN,0
2021-06-10,67.99,69.99,69.164,66.5018,57.3118,UP,1
2021-06-11,68.0,68.47,68.69,66.583,57.4238,DOWN,0
2021-06-14,66.96,67.83,68.234,66.6302,57.5269,UP,1
2021-06-15,67.22,66.91,67.802,66.6828,57.6322,DOWN,0
2021-06-16,65.59,67.01,67.152,66.7026,57.7299,DOWN,0
2021-06-17,63.54,65.77,66.262,66.6936,57.822,DOWN,0
2021-06-18,61.98,62.55,65.058,66.6694,57.8956,UP,1
2021-06-21,63.11,63.14,64.288,66.6688,57.965,UP,1
2021-06-22,63.5,63.46,63.544,66.663,58.0406,DOWN,0
2021-06-23,63.15,64.0,63.056,66.6598,58.1133,DOWN,0
2021-06-24,63.11,63.78,62.97,66.6372,58.1892,UP,1
2021-06-25,63.29,63.25,63.232,66.6116,58.2595,DOWN,0
2021-06-28,62.9,63.3,63.19,66.576,58.3305,UP,1
2021-06-29,62.98,63.28,63.086,66.5446,58.3962,UP,1
2021-06-30,63.28,62.85,63.112,66.5606,58.4621,UP,1
2021-07-01,63.5,64.22,63.19,66.5342,58.5243,UP,1
2021-07-02,63.51,63.33,63.234,66.5858,58.5933,DOWN,0
2021-07-06,61.93,63.4,63.04,66.5822,58.6481,UP,1
2021-07-07,62.25,61.7,62.894,66.5832,58.7075,DOWN,0
2021-07-08,61.41,61.0,62.52,66.5584,58.775,UP,1
2021-07-09,63.08,62.23,62.436,66.5538,58.8514,UP,1
2021-07-12,63.22,62.56,62.378,66.537,58.9338,DOWN,0
2021-07-13,62.7,63.42,62.532,66.541,59.0153,DOWN,0
2021-07-14,62.32,62.94,62.546,66.4964,59.0967,DOWN,0
2021-07-15,61.91,61.8,62.646,66.4102,59.1688,DOWN,0
2021-07-16,60.01,61.3,62.032,66.249,59.236,DOWN,0
2021-07-19,57.79,58.14,60.946,66.024,59.2897,UP,1
2021-07-20,58.62,58.14,60.13,65.8156,59.3523,UP,1
2021-07-21,59.73,59.52,59.612,65.6356,59.4144,UP,1
2021-07-22,60.48,58.56,59.326,65.4738,59.4739,DOWN,0
2021-07-23,60.11,60.84,59.346,65.324,59.535,UP,1
2021-07-26,62.01,60.2,60.19,65.2026,59.6036,DOWN,0
2021-07-27,61.95,61.51,60.856,65.045,59.6664,DOWN,0
2021-07-28,61.87,61.83,61.284,64.8642,59.729,UP,1
2021-07-29,62.6,62.44,61.708,64.7256,59.7991,DOWN,0
2021-07-30,62.16,62.49,62.118,64.5978,59.8705,DOWN,0
2021-08-02,61.22,62.3,61.96,64.457,59.9324,UP,1
2021-08-03,62.23,61.15,62.016,64.325,59.9985,DOWN,0
2021-08-04,60.99,61.74,61.84,64.1538,60.057,UP,1
2021-08-05,61.0,61.29,61.52,63.993,60.1178,UP,1
2021-08-06,62.0,61.61,61.488,63.8416,60.1811,DOWN,0
2021-08-09,61.82,61.72,61.608,63.7048,60.2474,UP,1
2021-08-10,63.12,62.02,61.786,63.5988,60.3189,UP,1
2021-08-11,64.24,63.42,62.436,63.4754,60.3975,DOWN,0
2021-08-12,64.01,64.36,63.038,63.3766,60.4818,DOWN,0
2021-08-13,63.69,63.97,63.376,63.2382,60.5674,DOWN,0
2021-08-16,63.32,63.2,63.676,63.0972,60.6581,DOWN,0
2021-08-17,62.31,62.69,63.514,62.9586,60.7384,DOWN,0
2021-08-18,61.88,61.91,63.042,62.8086,60.8203,DOWN,0
2021-08-19,60.55,61.04,62.35,62.6428,60.884,UP,1
2021-08-20,60.89,60.41,61.79,62.5008,60.9448,UP,1
2021-08-23,62.06,61.5,61.538,62.382,61.0228,UP,1
2021-08-24,63.26,62.46,61.728,62.308,61.0943,UP,1
2021-08-25,63.87,63.3,62.126,62.241,61.1725,DOWN,0
2021-08-26,63.65,63.84,62.746,62.2022,61.2301,UP,1
2021-08-27,65.38,64.19,63.644,62.239,61.2897,DOWN,0
2021-08-30,63.98,65.0,64.028,62.279,61.3486,DOWN,0
2021-08-31,62.9,63.7,63.956,62.2748,61.4079,DOWN,0
2021-09-01,62.54,62.83,63.69,62.2556,61.4607,UP,1
2021-09-02,62.62,62.76,63.484,62.245,61.5042,DOWN,0
2021-09-03,62.12,62.45,62.832,62.2252,61.5424,DOWN,0
2021-09-07,61.87,61.98,62.41,62.1968,61.5752,DOWN,0
2021-09-08,60.69,61.83,61.968,62.1526,61.602,DOWN,0
2021-09-09,60.28,60.25,61.516,62.0986,61.6297,UP,1
2021-09-10,60.41,60.85,61.074,62.0412,61.6521,UP,1
2021-09-13,60.72,61.27,60.794,61.9856,61.667,DOWN,0
2021-09-14,59.65,61.24,60.35,61.9084,61.6831,UP,1
2021-09-15,60.2,59.75,60.252,61.8738,61.7071,DOWN,0
2021-09-16,59.47,60.14,60.09,61.8182,61.7394,DOWN,0
2021-09-17,57.75,58.8,59.558,61.745,61.7605,DOWN,0
2021-09-20,56.18,56.26,58.65,61.607,61.7754,DOWN,0
2021-09-21,55.53,56.59,57.826,61.4532,61.7851,UP,1
2021-09-22,56.3,56.26,57.046,61.3252,61.7913,UP,1
2021-09-23,57.43,56.77,56.638,61.2274,61.8124,DOWN,0
2021-09-24,56.81,57.2,56.45,61.1254,61.8237,UP,1
2021-09-27,59.69,56.88,57.152,61.119,61.8489,DOWN,0
2021-09-28,59.46,60.15,57.938,61.1524,61.874,DOWN,0
2021-09-29,58.82,59.46,58.442,61.1564,61.8981,DOWN,0
2021-09-30,57.56,58.92,58.468,61.113,61.9206,UP,1
2021-10-01,58.58,57.67,58.822,61.075,61.9429,DOWN,0
2021-10-04,58.24,58.58,58.532,61.0376,61.9649,UP,1
2021-10-05,59.1,58.26,58.46,60.9794,61.9913,DOWN,0
2021-10-06,57.16,58.36,58.128,60.8836,61.9988,UP,1
2021-10-07,58.51,57.89,58.318,60.8164,62.0159,UP,1
2021-10-08,58.71,58.81,58.344,60.7386,62.0361,DOWN,0
2021-10-11,58.23,59.25,58.342,60.66,62.0535,DOWN,0
2021-10-12,57.74,58.02,58.07,60.5904,62.0683,DOWN,0
2021-10-13,56.91,57.92,58.02,60.484,62.0814,UP,1
2021-10-14,58.74,57.43,58.066,60.439,62.1034,UP,1
2021-10-15,58.96,59.47,58.116,60.3982,62.1209,DOWN,0
2021-10-18,58.95,57.7,58.26,60.3372,62.1381,UP,1
2021-10-19,59.19,59.09,58.55,60.2846,62.1639,UP,1
2021-10-20,59.89,59.16,59.146,60.22,62.1843,DOWN,0
2021-10-21,59.26,60.07,59.25,60.1204,62.1885,DOWN,0
2021-10-22,58.4,59.64,59.138,60.0082,62.1879,UP,1
2021-10-25,58.71,59.24,59.09,59.9086,62.1904,DOWN,0
2021-10-26,58.71,58.71,58.994,59.8164,62.1897,DOWN,0
2021-10-27,56.0,58.58,58.216,59.6902,62.1645,UP,1
2021-10-28,56.57,56.25,57.678,59.584,62.1472,DOWN,0
2021-10-29,55.97,56.13,57.192,59.4924,62.1288,UP,1
2021-11-01,57.44,56.01,56.938,59.4234,62.1294,UP,1
2021-11-02,58.47,57.64,56.89,59.3516,62.134,UP,1
2021-11-03,59.05,58.49,57.5,59.2674,62.1364,DOWN,0
2021-11-04,57.17,59.0,57.62,59.1334,62.1345,UP,1
2021-11-05,58.31,57.24,58.088,59.0266,62.1385,UP,1
2021-11-08,58.57,58.93,58.314,58.8904,62.1452,UP,1
2021-11-09,58.79,58.54,58.378,58.7866,62.1605,DOWN,0
2021-11-10,58.76,58.84,58.32,58.7038,62.1823,UP,1
2021-11-11,59.68,59.08,58.822,58.6466,62.2088,UP,1
2021-11-12,60.06,59.79,59.172,58.5954,62.2496,DOWN,0
2021-11-15,59.92,60.5,59.442,58.5514,62.2855,DOWN,0
2021-11-16,58.86,59.97,59.456,58.4912,62.3067,DOWN,0
2021-11-17,58.34,58.68,59.372,58.4442,62.3217,DOWN,0
2021-11-18,57.98,58.35,59.032,58.3982,62.3299,DOWN,0
2021-11-19,57.34,57.45,58.488,58.3368,62.3304,UP,1
2021-11-22,58.79,57.56,58.262,58.2982,62.3376,UP,1
2021-11-23,59.18,59.34,58.326,58.2888,62.3505,DOWN,0
2021-11-24,58.63,58.9,58.384,58.2574,62.3553,DOWN,0
2021-11-26,57.6,56.64,58.308,58.22,62.3549,DOWN,0
2021-11-29,56.86,57.9,58.212,58.2022,62.3485,DOWN,0
2021-11-30,54.93,56.26,57.44,58.1772,62.3294,DOWN,0
2021-12-01,52.76,55.49,56.156,58.1218,62.3005,UP,1
2021-12-02,53.18,52.5,55.066,58.0594,62.2786,DOWN,0
2021-12-03,53.07,53.0,54.16,57.9722,62.242,UP,1
2021-12-06,53.88,54.36,53.564,57.9136,62.199,UP,1
2021-12-07,54.86,54.45,53.55,57.817,62.1627,UP,1
2021-12-08,54.91,55.31,53.98,57.726,62.1188,DOWN,0
2021-12-09,54.39,54.24,54.222,57.6374,62.084,UP,1
2021-12-10,54.68,55.15,54.544,57.5798,62.0608,DOWN,0
2021-12-13,53.32,54.46,54.432,57.4746,62.0197,UP,1
2021-12-14,53.88,53.25,54.236,57.3874,61.9755,UP,1
2021-12-15,54.04,53.79,54.062,57.2862,61.9344,UP,1
2021-12-16,54.6,54.43,54.104,57.235,61.9014,DOWN,0
2021-12-17,54.1,54.53,53.988,57.1468,61.8574,DOWN,0
2021-12-20,53.51,53.1,54.026,57.0428,61.8077,UP,1
2021-12-21,54.2,54.17,54.09,56.9622,61.7674,UP,1
2021-12-22,54.23,54.12,54.128,56.892,61.7181,UP,1
2021-12-23,55.14,54.5,54.236,56.8566,61.6722,UP,1
2021-12-27,55.87,55.31,54.59,56.7992,61.6299,UP,1
2021-12-28,56.63,56.01,55.214,56.7526,61.5985,UP,1
2021-12-29,57.06,56.67,55.786,56.7148,61.5679,DOWN,0
2021-12-30,56.78,57.2,56.296,56.6666,61.5218,DOWN,0
2021-12-31,56.72,56.84,56.612,56.6032,61.4818,UP,1
2022-01-03,56.87,57.2,56.812,56.5554,61.4466,UP,1
2022-01-04,58.41,57.25,57.168,56.5556,61.4211,DOWN,0
2022-01-05,58.35,58.79,57.426,56.5484,61.4091,DOWN,0
2022-01-06,58.24,58.49,57.718,56.539,61.3901,UP,1
2022-01-07,59.1,58.63,58.194,56.601,61.3694,DOWN,0
2022-01-10,58.4,58.84,58.5,56.6376,61.3414,UP,1
2022-01-11,59.18,59.05,58.654,56.7018,61.3178,UP,1
2022-01-12,59.26,59.515,58.836,56.7382,61.2911,UP,1
2022-01-13,59.94,59.3,59.176,56.7676,61.2711,UP,1
2022-01-14,60.74,59.71,59.504,56.8014,61.2518,DOWN,0
2022-01-18,60.2,60.76,59.864,56.862,61.2298,DOWN,0
2022-01-19,59.84,60.76,59.996,56.8926,61.206,DOWN,0
2022-01-20,57.81,59.9,59.706,56.8774,61.1751,DOWN,0
2022-01-21,56.72,57.68,59.062,56.836,61.1428,DOWN,0
2022-01-24,56.62,55.7,58.238,56.7932,61.1102,UP,1
2022-01-25,57.18,55.89,57.634,56.7432,61.0771,UP,1
2022-01-26,57.22,57.43,57.11,56.6864,61.0467,UP,1
2022-01-27,60.18,58.74,57.584,56.6916,61.0264,DOWN,0
2022-01-28,60.04,60.71,58.248,56.7152,61.0037,DOWN,0
2022-01-31,59.73,59.5,58.87,56.743,60.979,UP,1
2022-02-01,61.81,59.8,59.796,56.8196,60.9653,DOWN,0
2022-02-02,61.66,61.71,60.684,56.906,60.9612,DOWN,0
2022-02-03,61.21,61.5,60.89,56.9544,60.9431,DOWN,0
2022-02-04,60.6,61.2,61.002,56.9828,60.9415,DOWN,0
2022-02-07,59.91,60.93,61.038,57.0084,60.9305,UP,1
2022-02-08,61.09,60.38,60.894,57.0782,60.9249,UP,1
2022-02-09,61.99,61.49,60.96,57.1808,60.9216,DOWN,0
2022-02-10,60.95,61.89,60.908,57.3012,60.9098,UP,1
2022-02-11,61.09,60.8,61.006,57.4678,60.895,DOWN,0
2022-02-14,60.83,61.1,61.19,57.6208,60.8866,UP,1
2022-02-15,61.86,60.82,61.344,57.7966,60.8732,UP,1
2022-02-16,62.08,61.65,61.362,57.9606,60.8525,DOWN,0
2022-02-17,61.17,61.36,61.406,58.0868,60.818,DOWN,0
2022-02-18,60.59,60.75,61.306,58.2004,60.7757,DOWN,0
2022-02-22,60.3,60.92,61.2,58.3186,60.732,DOWN,0
2022-02-23,59.97,60.87,60.822,58.4244,60.6882,DOWN,0
2022-02-24,58.72,58.89,60.15,58.5324,60.639,UP,1
2022-02-25,59.65,58.42,59.846,58.6478,60.5992,DOWN,0
2022-02-28,58.96,58.32,59.52,58.7462,60.5536,DOWN,0
2022-03-01,57.13,59.12,58.886,58.7968,60.4901,UP,1
2022-03-02,59.2,57.55,58.732,58.8988,60.4316,UP,1
2022-03-03,59.67,59.29,58.922,59.022,60.3823,DOWN,0
2022-03-04,58.83,58.4,58.758,59.1146,60.3337,DOWN,0
2022-03-07,57.98,58.75,58.562,59.1896,60.2823,DOWN,0
2022-03-08,57.84,58.11,58.704,59.2436,60.2273,UP,1
2022-03-09,59.8,59.25,58.824,59.3222,60.1786,UP,1
2022-03-10,60.63,59.24,59.016,59.4022,60.1365,UP,1
2022-03-11,60.91,61.06,59.432,59.4792,60.0932,DOWN,0
2022-03-14,60.28,61.37,59.892,59.5492,60.0513,DOWN,0
2022-03-15,58.87,59.87,60.098,59.5922,60.0036,UP,1
2022-03-16,59.64,59.16,60.066,59.6476,59.9497,UP,1
2022-03-17,62.84,59.38,60.508,59.7362,59.9192,DOWN,0
2022-03-18,62.39,62.23,60.804,59.817,59.8781,UP,1
2022-03-21,63.34,63.12,61.416,59.919,59.8429,UP,1
2022-03-22,63.55,64.0,62.352,60.008,59.8145,DOWN,0
2022-03-23,63.3,63.4,63.084,60.106,59.7841,UP,1
2022-03-24,64.09,63.76,63.334,60.2042,59.7603,UP,1
2022-03-25,64.7,64.09,63.796,60.313,59.7439,DOWN,0
2022-03-28,64.11,64.3,63.95,60.3964,59.7244,UP,1
2022-03-29,64.19,63.95,64.078,60.4654,59.7106,UP,1
2022-03-30,64.26,64.48,64.27,60.5466,59.6958,DOWN,0
2022-03-31,63.72,64.15,64.196,60.6242,59.6864,UP,1
2022-04-01,64.18,64.29,64.092,60.7516,59.6896,DOWN,0
2022-04-04,64.01,64.51,64.072,60.8974,59.6998,DOWN,0
2022-04-05,63.49,64.0,63.932,61.0348,59.7017,DOWN,0
2022-04-06,61.67,63.21,63.414,61.1246,59.6925,DOWN,0
2022-04-07,61.25,61.8,62.92,61.2052,59.683,UP,1
2022-04-08,61.68,61.77,62.42,61.2352,59.6759,UP,1
2022-04-11,61.95,61.35,62.008,61.2734,59.6692,UP,1
2022-04-12,63.26,62.51,61.962,61.344,59.671,UP,1
2022-04-13,64.16,63.49,62.46,61.391,59.6769,UP,1
2022-04-14,65.49,64.49,63.308,61.4676,59.6879,UP,1
2022-04-18,65.88,65.49,64.148,61.561,59.6998,UP,1
2022-04-19,67.05,66.03,65.168,61.69,59.7175,UP,1
2022-04-20,67.54,67.07,66.024,61.8426,59.7456,UP,1
2022-04-21,69.51,69.0,67.094,62.011,59.7819,DOWN,0
2022-04-22,68.5,70.07,67.696,62.1412,59.8173,DOWN,0
2022-04-25,68.07,67.41,68.134,62.2836,59.8423,DOWN,0
2022-04-26,67.37,68.24,68.198,62.4092,59.863,UP,1
2022-04-27,67.45,68.12,68.18,62.5416,59.8868,UP,1
2022-04-28,67.81,68.04,67.84,62.6606,59.9142,DOWN,0
2022-04-29,66.5,68.12,67.44,62.749,59.9372,UP,1
2022-05-02,67.06,67.15,67.238,62.8668,59.9724,UP,1
2022-05-03,68.15,67.12,67.394,63.018,60.0242,UP,1
2022-05-04,70.61,68.82,68.026,63.2242,60.0842,DOWN,0
2022-05-05,68.47,70.26,68.158,63.3942,60.1279,DOWN,0
2022-05-06,67.93,68.07,68.444,63.5784,60.1651,DOWN,0
2022-05-09,66.63,66.84,68.358,63.718,60.1977,DOWN,0
2022-05-10,65.81,67.43,67.89,63.855,60.2167,UP,1
2022-05-11,66.79,66.4,67.126,64.0482,60.2409,UP,1
2022-05-12,67.04,66.53,66.84,64.205,60.2668,UP,1
2022-05-13,67.56,67.5,66.766,64.3628,60.2916,UP,1
2022-05-16,67.98,67.31,67.036,64.5458,60.3207,UP,1
2022-05-17,69.97,69.61,67.868,64.7856,60.3644,DOWN,0
2022-05-18,68.91,69.41,68.292,65.007,60.3978,DOWN,0
2022-05-19,68.76,68.31,68.636,65.1862,60.4367,DOWN,0
2022-05-20,68.11,68.88,68.746,65.3358,60.4722,DOWN,0
2022-05-23,67.49,67.8,68.648,65.4674,60.4997,DOWN,0
2022-05-24,67.07,67.2,68.068,65.6032,60.5259,UP,1
2022-05-25,67.3,66.71,67.746,65.7718,60.5468,UP,1
2022-05-26,67.84,67.17,67.562,65.9358,60.5648,UP,1
2022-05-27,69.06,67.59,67.752,66.0602,60.5901,DOWN,0
2022-05-31,67.98,68.64,67.85,66.172,60.6115,UP,1
2022-06-01,68.11,68.65,68.058,66.2674,60.6355,DOWN,0
2022-06-02,68.1,68.43,68.218,66.3584,60.6644,DOWN,0
2022-06-03,67.03,67.59,68.056,66.433,60.6902,UP,1
2022-06-06,67.07,67.04,67.658,66.4926,60.7228,UP,1
2022-06-07,67.37,66.76,67.536,66.546,60.7552,DOWN,0
2022-06-08,67.24,67.06,67.362,66.6086,60.7811,DOWN,0
2022-06-09,65.86,66.9,66.914,66.642,60.7941,DOWN,0
2022-06-10,61.87,65.01,65.882,66.5942,60.7841,DOWN,0
2022-06-13,58.68,60.49,64.204,66.4934,60.7592,DOWN,0
2022-06-14,58.56,58.28,62.442,66.381,60.7251,DOWN,0
2022-06-15,57.41,59.02,60.476,66.249,60.6923,DOWN,0
2022-06-16,55.42,55.67,58.388,66.0876,60.6549,DOWN,0
2022-06-17,54.77,55.16,56.968,65.9496,60.616,UP,1
2022-06-21,54.95,56.34,56.222,65.8236,60.5777,DOWN,0
2022-06-22,52.34,52.3,54.978,65.6368,60.5288,DOWN,0
