ticker,URI US Equity,URI US Equity,URI US Equity,URI US Equity,URI US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,17.0625,17.75,23.0425,18.2875,18.42,DOWN,0
2000-02-10,16.875,16.9375,22.9731,17.8125,18.4125,DOWN,0
2000-02-11,16.3125,16.8125,22.9013,17.2875,18.3625,DOWN,0
2000-02-14,15.75,16.5625,22.8309,16.7375,18.2963,UP,1
2000-02-15,17.25,15.9375,22.7722,16.65,18.2513,DOWN,0
2000-02-16,16.9375,17.375,22.7081,16.625,18.2075,DOWN,0
2000-02-17,16.8125,16.75,22.6416,16.6125,18.1638,DOWN,0
2000-02-18,16.375,16.75,22.5741,16.625,18.1112,DOWN,0
2000-02-22,16.0625,15.0,22.5019,16.6875,18.0688,UP,1
2000-02-23,16.375,15.8125,22.4334,16.5125,18.015,UP,1
2000-02-24,16.5625,16.125,22.3678,16.4375,17.9725,DOWN,0
2000-02-25,16.4375,16.8125,22.3056,16.3625,17.9338,DOWN,0
2000-02-28,15.875,16.4375,22.2416,16.2625,17.8838,DOWN,0
2000-02-29,15.625,15.75,22.1769,16.175,17.8425,DOWN,0
2000-03-01,15.5,15.5625,22.1116,16.0,17.8138,DOWN,0
2000-03-02,15.0,15.125,22.0416,15.6875,17.7838,DOWN,0
2000-03-03,14.9375,15.0,21.9703,15.3875,17.7638,UP,1
2000-03-06,15.0,14.9375,21.9022,15.2125,17.7225,DOWN,0
2000-03-07,14.5,15.0,21.8244,14.9875,17.6525,DOWN,0
2000-03-08,13.9375,14.25,21.7425,14.675,17.5713,UP,1
2000-03-09,14.5,13.9375,21.6638,14.575,17.5188,UP,1
2000-03-10,14.5625,14.625,21.5894,14.5,17.4675,DOWN,0
2000-03-13,14.5,14.4375,21.5094,14.4,17.4175,DOWN,0
2000-03-14,13.8125,14.5,21.4284,14.2625,17.3513,DOWN,0
2000-03-15,13.75,13.875,21.3478,14.225,17.2925,UP,1
2000-03-16,14.375,13.875,21.2809,14.2,17.25,DOWN,0
2000-03-17,13.75,14.375,21.2094,14.0375,17.1963,UP,1
2000-03-20,14.125,14.0,21.14,13.9625,17.1313,UP,1
2000-03-21,14.875,14.625,21.0791,14.175,17.07,DOWN,0
2000-03-22,14.8125,15.0,21.0219,14.3875,17.01,DOWN,0
2000-03-23,14.8125,14.6875,20.9669,14.475,16.95,UP,1
2000-03-24,15.125,14.75,20.9128,14.75,16.8962,UP,1
2000-03-27,15.1875,15.125,20.8597,14.9625,16.8288,DOWN,0
2000-03-28,14.9375,15.375,20.8069,14.975,16.7525,DOWN,0
2000-03-29,14.75,15.0,20.7519,14.9625,16.6675,UP,1
2000-03-30,15.75,14.625,20.6956,15.15,16.5675,UP,1
2000-03-31,17.25,15.75,20.6475,15.575,16.51,DOWN,0
2000-04-03,16.375,17.0,20.595,15.8125,16.425,DOWN,0
2000-04-04,15.9375,16.5,20.5397,16.0125,16.32,DOWN,0
2000-04-05,15.6875,15.75,20.4822,16.2,16.2275,DOWN,0
2000-04-06,15.25,15.6875,20.4244,16.1,16.1075,DOWN,0
2000-04-07,15.0,15.3125,20.3681,15.65,16.0013,DOWN,0
2000-04-10,14.5625,14.9375,20.3103,15.2875,15.9088,DOWN,0
2000-04-11,14.5,14.6875,20.2475,15.0,15.8163,DOWN,0
2000-04-12,14.0625,14.6875,20.1719,14.675,15.7025,UP,1
2000-04-13,14.875,14.5,20.0988,14.6,15.6138,DOWN,0
2000-04-14,14.375,14.25,20.0253,14.475,15.5163,UP,1
2000-04-17,14.8125,14.5,19.95,14.525,15.4338,DOWN,0
2000-04-18,14.75,14.5,19.8763,14.575,15.3588,DOWN,0
2000-04-19,14.5,14.75,19.8013,14.6625,15.295,UP,1
2000-04-20,14.625,14.5,19.7297,14.6125,15.2463,DOWN,0
2000-04-24,13.875,14.875,19.6513,14.5125,15.1863,UP,1
2000-04-25,14.125,14.125,19.5766,14.375,15.1425,DOWN,0
2000-04-26,13.75,14.0625,19.4972,14.175,15.1025,UP,1
2000-04-27,13.8125,13.75,19.42,14.0375,15.0338,DOWN,0
2000-04-28,13.5,13.9375,19.3419,13.8125,14.965,UP,1
2000-05-01,14.0,13.625,19.2609,13.8375,14.9088,DOWN,0
2000-05-02,13.5625,14.0,19.1753,13.725,14.8525,DOWN,0
2000-05-03,13.25,13.5625,19.0894,13.625,14.7963,UP,1
2000-05-04,13.375,13.4375,19.0066,13.5375,14.7363,UP,1
2000-05-05,13.4375,13.5,18.9206,13.525,14.6738,UP,1
2000-05-08,13.8125,13.3125,18.8366,13.4875,14.6213,UP,1
2000-05-09,14.0,13.6875,18.7594,13.575,14.5838,DOWN,0
2000-05-10,13.9375,13.9375,18.6797,13.7125,14.55,DOWN,0
2000-05-11,13.875,13.9375,18.5988,13.8125,14.5175,UP,1
2000-05-12,13.9375,13.875,18.5241,13.9125,14.4963,UP,1
2000-05-15,14.1875,13.8125,18.4503,13.9875,14.4813,UP,1
2000-05-16,14.5625,14.1875,18.3869,14.1,14.4725,UP,1
2000-05-17,14.875,14.6875,18.325,14.2875,14.48,DOWN,0
2000-05-18,14.5625,15.0,18.2644,14.425,14.4925,DOWN,0
2000-05-19,14.4375,14.625,18.2066,14.525,14.4913,DOWN,0
2000-05-22,14.0625,14.5,18.1556,14.5,14.4813,UP,1
2000-05-23,15.0625,14.1875,18.1063,14.6,14.4925,UP,1
2000-05-24,16.0625,15.3125,18.0638,14.8375,14.5375,UP,1
2000-05-25,16.6875,16.375,18.0284,15.2625,14.5963,DOWN,0
2000-05-26,16.6875,16.625,17.9903,15.7125,14.6425,DOWN,0
2000-05-30,16.4375,16.6875,17.9481,16.1875,14.6963,DOWN,0
2000-05-31,16.25,16.3125,17.9069,16.425,14.7388,DOWN,0
2000-06-01,16.0625,16.125,17.8666,16.425,14.7625,DOWN,0
2000-06-02,16.0625,16.25,17.8238,16.3,14.7875,DOWN,0
2000-06-05,16.0,15.875,17.7856,16.1625,14.8113,UP,1
2000-06-06,16.375,16.0,17.7472,16.15,14.8363,UP,1
2000-06-07,17.0,16.4375,17.7009,16.3,14.8725,UP,1
2000-06-08,17.0625,16.5625,17.6466,16.5,14.915,UP,1
2000-06-09,17.625,17.0625,17.5944,16.8125,14.9725,UP,1
2000-06-12,18.0625,17.5625,17.5469,17.225,15.0188,UP,1
2000-06-13,19.0625,18.0625,17.5088,17.7625,15.055,UP,1
2000-06-14,19.6875,19.0625,17.4819,18.3,15.1213,DOWN,0
2000-06-15,18.1875,19.5625,17.4506,18.525,15.1663,UP,1
2000-06-16,18.3125,18.125,17.4206,18.6625,15.2188,UP,1
2000-06-19,18.8125,18.5,17.3909,18.8125,15.29,UP,1
2000-06-20,19.0625,18.875,17.3644,18.8125,15.3713,UP,1
2000-06-21,19.125,19.0625,17.3341,18.7,15.4625,DOWN,0
2000-06-22,18.5,19.125,17.3016,18.7625,15.5425,DOWN,0
2000-06-23,18.5,18.5,17.2728,18.8,15.6313,DOWN,0
2000-06-26,18.375,18.4375,17.2422,18.7125,15.7013,DOWN,0
2000-06-27,18.0,18.25,17.2066,18.5,15.7738,UP,1
2000-06-28,18.4375,18.0,17.1713,18.3625,15.8463,DOWN,0
2000-06-29,18.4375,18.0,17.1372,18.35,15.92,DOWN,0
2000-06-30,17.125,18.5625,17.1003,18.075,15.9725,UP,1
2000-07-03,18.625,17.375,17.0703,18.125,16.0525,DOWN,0
2000-07-05,17.8125,18.5625,17.0406,18.0875,16.1313,DOWN,0
2000-07-06,17.375,17.8125,17.0122,17.875,16.1963,UP,1
2000-07-07,18.0,17.375,16.9894,17.7875,16.2813,UP,1
2000-07-10,18.1875,18.0625,16.9684,18.0,16.3688,DOWN,0
2000-07-11,18.0,18.0625,16.9472,17.875,16.4587,UP,1
2000-07-12,18.6875,18.1875,16.9256,18.05,16.5525,UP,1
2000-07-13,19.375,18.6875,16.9078,18.45,16.6688,UP,1
2000-07-14,19.6875,19.4375,16.8938,18.7875,16.7975,DOWN,0
2000-07-17,19.6875,19.8125,16.8834,19.0875,16.9237,DOWN,0
2000-07-18,19.25,19.4375,16.8706,19.3375,17.04,DOWN,0
2000-07-19,19.0,19.25,16.8584,19.4,17.1438,UP,1
2000-07-20,19.8125,19.0,16.85,19.4875,17.26,DOWN,0
2000-07-21,19.5625,19.8125,16.8416,19.4625,17.3725,DOWN,0
2000-07-24,19.375,19.5625,16.8419,19.4,17.4825,DOWN,0
2000-07-25,19.0,19.375,16.8378,19.35,17.5837,UP,1
2000-07-26,19.0625,19.0,16.8328,19.3625,17.6813,UP,1
2000-07-27,19.125,19.625,16.8347,19.225,17.7725,UP,1
2000-07-28,19.875,19.125,16.8406,19.2875,17.8725,UP,1
2000-07-31,20.625,20.0,16.8531,19.5375,17.9938,UP,1
2000-08-01,20.75,20.625,16.8747,19.8875,18.12,UP,1
2000-08-02,21.0625,21.0,16.9,20.2875,18.26,UP,1
2000-08-03,21.1875,21.0625,16.9256,20.7,18.3825,UP,1
2000-08-04,21.5625,21.25,16.9428,21.0375,18.4925,UP,1
2000-08-07,22.25,21.75,16.9663,21.3625,18.6038,UP,1
2000-08-08,22.5625,22.1875,16.9884,21.725,18.7213,DOWN,0
2000-08-09,22.5625,22.5625,17.0106,22.025,18.8438,DOWN,0
2000-08-10,21.5,22.5,17.0284,22.0875,18.9488,DOWN,0
2000-08-11,20.5625,21.25,17.0441,21.8875,19.0388,DOWN,0
2000-08-14,20.5625,20.625,17.0544,21.55,19.1288,DOWN,0
2000-08-15,20.5625,20.6875,17.0641,21.15,19.22,DOWN,0
2000-08-16,20.5,20.4375,17.0678,20.7375,19.3025,DOWN,0
2000-08-17,20.0625,20.3125,17.0753,20.45,19.3638,DOWN,0
2000-08-18,20.0,20.0625,17.0834,20.3375,19.4225,UP,1
2000-08-21,20.3125,20.0,17.0944,20.2875,19.4763,UP,1
2000-08-22,20.375,20.0625,17.1084,20.25,19.5225,DOWN,0
2000-08-23,20.0,20.125,17.1238,20.15,19.5413,DOWN,0
2000-08-24,18.8125,19.75,17.1353,19.9,19.5238,UP,1
2000-08-25,19.0625,18.625,17.1472,19.7125,19.5413,UP,1
2000-08-28,19.4375,19.125,17.1619,19.5375,19.5638,DOWN,0
2000-08-29,19.25,19.5,17.1769,19.3125,19.5725,UP,1
2000-08-30,20.625,19.375,17.2,19.4375,19.6038,UP,1
2000-08-31,20.75,20.5,17.2281,19.825,19.6363,DOWN,0
2000-09-01,20.4375,20.625,17.255,20.1,19.675,UP,1
2000-09-05,21.125,21.0625,17.2825,20.4375,19.7275,DOWN,0
2000-09-06,20.75,21.0625,17.3084,20.7375,19.775,DOWN,0
2000-09-07,20.5313,20.75,17.3348,20.7188,19.8256,DOWN,0
2000-09-08,20.4063,20.6875,17.3634,20.65,19.865,UP,1
2000-09-11,20.75,20.4375,17.3881,20.7125,19.9113,DOWN,0
2000-09-12,20.125,20.5,17.4103,20.5125,19.9713,UP,1
2000-09-13,20.9375,20.0625,17.4341,20.55,20.0175,UP,1
2000-09-14,21.75,20.8125,17.4566,20.7938,20.0963,DOWN,0
2000-09-15,21.6875,21.5,17.4709,21.05,20.1825,DOWN,0
2000-09-18,20.6875,21.375,17.4791,21.0375,20.2362,UP,1
2000-09-19,20.8125,20.8125,17.4856,21.175,20.2888,DOWN,0
2000-09-20,20.75,21.0,17.4938,21.1375,20.3438,DOWN,0
2000-09-21,20.3125,20.8125,17.5003,20.85,20.3763,DOWN,0
2000-09-22,20.0,20.0625,17.5053,20.5125,20.3888,UP,1
2000-09-25,22.4375,21.25,17.5266,20.8625,20.4438,DOWN,0
2000-09-26,22.25,22.4375,17.5425,21.15,20.495,UP,1
2000-09-27,23.0,22.5,17.5641,21.6,20.57,UP,1
2000-09-28,23.625,23.25,17.5903,22.2625,20.6625,UP,1
2000-09-29,24.125,23.625,17.6191,23.0875,20.7488,DOWN,0
2000-10-02,23.6875,23.75,17.6491,23.3375,20.8313,UP,1
2000-10-03,24.3125,23.875,17.6859,23.75,20.93,DOWN,0
2000-10-04,23.625,24.0625,17.7216,23.875,21.0225,UP,1
2000-10-05,23.9375,23.625,17.7616,23.9375,21.12,DOWN,0
2000-10-06,23.5625,23.9375,17.7941,23.825,21.2087,DOWN,0
2000-10-09,23.375,23.3125,17.8209,23.7625,21.2788,UP,1
2000-10-10,23.5,23.375,17.8484,23.6,21.3363,DOWN,0
2000-10-11,22.6875,23.25,17.8763,23.4125,21.375,DOWN,0
2000-10-12,21.5625,22.6875,17.8984,22.9375,21.385,UP,1
2000-10-13,21.75,21.5625,17.9222,22.575,21.3962,DOWN,0
2000-10-16,21.75,21.625,17.9453,22.25,21.4,DOWN,0
2000-10-17,19.75,21.5,17.9606,21.5,21.35,DOWN,0
2000-10-18,19.6875,19.375,17.9766,20.9,21.2925,UP,1
2000-10-19,20.1875,19.75,17.9953,20.625,21.245,UP,1
2000-10-20,20.375,20.1875,18.0103,20.35,21.2225,DOWN,0
2000-10-23,20.3125,20.4375,18.0222,20.0625,21.2175,DOWN,0
2000-10-24,20.125,20.1875,18.0338,20.1375,21.2087,DOWN,0
2000-10-25,19.8125,20.125,18.0438,20.1625,21.1938,DOWN,0
2000-10-26,18.8125,19.75,18.0487,19.8875,21.16,DOWN,0
2000-10-27,18.5625,18.5625,18.0487,19.525,21.13,UP,1
2000-10-30,19.375,18.3125,18.0519,19.3375,21.1175,UP,1
2000-10-31,21.5,19.3125,18.0644,19.6125,21.1413,DOWN,0
2000-11-01,20.375,20.875,18.0625,19.725,21.1413,DOWN,0
2000-11-02,20.375,20.4375,18.0638,20.0375,21.1488,DOWN,0
2000-11-03,19.0,20.125,18.0556,20.125,21.1525,DOWN,0
2000-11-06,18.9375,19.0,18.0444,20.0375,21.15,DOWN,0
2000-11-07,18.625,18.9375,18.0359,19.4625,21.1338,UP,1
2000-11-08,19.5625,18.6875,18.0275,19.3,21.14,DOWN,0
2000-11-09,18.4375,19.375,18.0181,18.9125,21.0963,DOWN,0
2000-11-10,18.3125,18.4375,18.0138,18.775,21.0475,DOWN,0
2000-11-13,17.9375,18.125,18.0078,18.575,20.9975,DOWN,0
2000-11-14,17.875,18.0,17.9984,18.425,20.9325,UP,1
2000-11-15,18.5625,17.9375,17.9947,18.225,20.8888,DOWN,0
2000-11-16,17.6875,18.625,17.9869,18.075,20.8319,UP,1
2000-11-17,17.9375,17.875,17.9819,18.0,20.7825,DOWN,0
2000-11-20,17.0625,17.9375,17.9747,17.825,20.7087,DOWN,0
2000-11-21,16.625,17.0625,17.9694,17.575,20.6388,DOWN,0
2000-11-22,15.8125,16.625,17.9631,17.025,20.5363,UP,1
2000-11-24,16.3125,15.8125,17.9603,16.75,20.4275,UP,1
2000-11-27,16.375,16.5,17.9606,16.4375,20.3213,DOWN,0
2000-11-28,15.9375,16.375,17.9616,16.2125,20.2263,DOWN,0
2000-11-29,15.375,15.6875,17.9522,15.9625,20.1175,UP,1
2000-11-30,15.5625,15.375,17.9453,15.9125,20.0138,UP,1
2000-12-01,16.5625,15.75,17.9441,15.9625,19.9388,DOWN,0
2000-12-04,15.625,16.5625,17.9403,15.8125,19.8513,UP,1
2000-12-05,17.0625,15.6875,17.9453,16.0375,19.7438,DOWN,0
2000-12-06,16.5,17.0625,17.9459,16.2625,19.6288,UP,1
2000-12-07,16.5625,16.5625,17.9459,16.4625,19.5,UP,1
2000-12-08,18.0,16.6875,17.9538,16.75,19.3875,DOWN,0
2000-12-11,17.8125,18.0,17.9634,17.1875,19.2613,UP,1
2000-12-12,18.25,17.875,17.9766,17.425,19.1525,DOWN,0
2000-12-13,17.125,18.25,17.9847,17.55,19.0088,DOWN,0
2000-12-14,16.5625,17.3125,17.9925,17.55,18.8675,DOWN,0
2000-12-15,16.25,16.125,17.9991,17.2,18.7138,DOWN,0
2000-12-18,12.75,14.75,17.9878,16.1875,18.4975,UP,1
2000-12-19,12.875,12.75,17.9797,15.1125,18.2875,DOWN,0
2000-12-20,12.1875,12.75,17.9709,14.125,18.0613,DOWN,0
2000-12-21,12.0,12.3125,17.9584,13.2125,17.8475,UP,1
2000-12-22,12.4375,12.125,17.9478,12.45,17.665,UP,1
2000-12-26,12.5,12.5625,17.9378,12.4,17.48,UP,1
2000-12-27,13.5,12.5625,17.9363,12.525,17.315,UP,1
2000-12-28,14.3125,13.3125,17.9391,12.95,17.2063,DOWN,0
2000-12-29,13.4375,14.25,17.9344,13.2375,17.0813,DOWN,0
2001-01-02,13.1875,13.3125,17.9316,13.3875,16.9413,UP,1
2001-01-03,14.3125,13.375,17.9325,13.75,16.82,UP,1
2001-01-04,14.875,14.5,17.9325,14.025,16.7113,DOWN,0
2001-01-05,14.75,14.8125,17.9322,14.1125,16.6038,UP,1
2001-01-08,14.9375,14.75,17.9328,14.4125,16.5063,DOWN,0
2001-01-09,14.6875,14.9375,17.9306,14.7125,16.4237,UP,1
2001-01-10,15.1875,14.75,17.9306,14.8875,16.3563,DOWN,0
2001-01-11,14.8125,15.1875,17.93,14.875,16.265,UP,1
2001-01-12,14.875,14.8125,17.9306,14.9,16.1325,UP,1
2001-01-16,16.0,15.0625,17.9319,15.1125,16.045,DOWN,0
2001-01-17,15.8125,15.875,17.9247,15.3375,15.9538,DOWN,0
2001-01-18,15.1875,15.5625,17.9188,15.3375,15.8775,UP,1
2001-01-19,15.3125,15.25,17.9156,15.4375,15.805,UP,1
2001-01-22,15.5625,15.1875,17.915,15.575,15.7438,UP,1
2001-01-23,16.125,15.3125,17.9194,15.6,15.675,DOWN,0
2001-01-24,15.9375,16.375,17.9241,15.625,15.625,UP,1
2001-01-25,16.5625,15.8125,17.9341,15.9,15.59,UP,1
2001-01-26,16.9375,16.4375,17.9463,16.225,15.57,UP,1
2001-01-29,17.47,16.7,17.9633,16.6065,15.5619,UP,1
2001-01-30,18.18,17.47,17.9798,17.0175,15.5543,DOWN,0
2001-01-31,17.29,18.01,17.9944,17.288,15.5463,DOWN,0
2001-02-01,17.29,17.49,18.0068,17.4335,15.5334,DOWN,0
2001-02-02,16.81,17.54,18.0171,17.408,15.5283,UP,1
2001-02-05,17.0,16.7,18.0296,17.314,15.5358,UP,1
2001-02-06,17.05,16.9,18.0417,17.088,15.5605,UP,1
2001-02-07,17.16,16.9,18.0581,17.062,15.5775,UP,1
2001-02-08,17.39,17.17,18.0745,17.082,15.5978,DOWN,0
2001-02-09,17.34,17.3,18.0924,17.188,15.6258,UP,1
2001-02-12,17.88,17.39,18.1127,17.364,15.6759,UP,1
2001-02-13,18.66,17.7,18.1385,17.686,15.7379,DOWN,0
2001-02-14,16.93,18.66,18.1532,17.64,15.7452,UP,1
2001-02-15,17.89,16.9,18.1748,17.74,15.7905,DOWN,0
2001-02-16,17.26,17.4,18.1949,17.724,15.7945,DOWN,0
2001-02-20,16.95,17.21,18.2127,17.538,15.8035,UP,1
2001-02-21,16.98,17.2,18.2305,17.202,15.8118,DOWN,0
2001-02-22,16.82,16.91,18.2455,17.18,15.7882,UP,1
2001-02-23,17.0,16.8,18.2605,17.002,15.772,DOWN,0
2001-02-26,16.99,17.0,18.2758,16.948,15.7468,DOWN,0
2001-02-27,16.28,16.99,18.2878,16.814,15.7299,UP,1
2001-02-28,17.11,16.43,18.3036,16.84,15.7408,DOWN,0
2001-03-01,17.09,17.06,18.3182,16.894,15.7576,UP,1
2001-03-02,17.9,17.05,18.3349,17.074,15.8606,DOWN,0
2001-03-05,17.2,17.75,18.3465,17.116,15.9471,UP,1
2001-03-06,17.37,17.38,18.3605,17.334,16.0508,UP,1
2001-03-07,17.49,18.0,18.3758,17.41,16.1606,UP,1
2001-03-08,18.28,17.8,18.3969,17.648,16.2774,UP,1
2001-03-09,19.44,17.75,18.4188,17.956,16.4162,DOWN,0
2001-03-12,18.67,19.19,18.4318,18.25,16.5197,UP,1
2001-03-13,19.43,18.42,18.4455,18.662,16.622,DOWN,0
2001-03-14,18.45,19.15,18.4543,18.854,16.7222,DOWN,0
2001-03-15,18.0,18.67,18.4621,18.798,16.8185,DOWN,0
2001-03-16,17.54,18.25,18.4686,18.418,16.883,DOWN,0
2001-03-19,17.25,17.7,18.4745,18.134,16.9305,DOWN,0
2001-03-20,17.01,17.4,18.4792,17.65,16.9757,DOWN,0
2001-03-21,16.18,16.8,18.4801,17.196,17.0006,DOWN,0
2001-03-22,16.02,16.4,18.4784,16.8,17.0272,UP,1
2001-03-23,16.49,16.03,18.4758,16.59,17.0533,DOWN,0
2001-03-26,16.22,16.25,18.4716,16.384,17.0814,UP,1
2001-03-27,17.0,16.47,18.4685,16.382,17.1239,DOWN,0
2001-03-28,16.35,16.6,18.4599,16.416,17.1309,DOWN,0
2001-03-29,15.98,16.55,18.4445,16.408,17.1343,UP,1
2001-03-30,16.33,15.95,18.4277,16.376,17.1571,DOWN,0
2001-04-02,15.78,16.33,18.4157,16.288,17.1665,DOWN,0
2001-04-03,15.26,16.0,18.4004,15.94,17.1604,DOWN,0
2001-04-04,15.19,15.26,18.3823,15.708,17.1417,UP,1
2001-04-05,16.94,15.45,18.3717,15.9,17.1618,DOWN,0
2001-04-06,16.48,16.5,18.3585,15.93,17.1601,UP,1
2001-04-09,16.99,16.48,18.3509,16.172,17.1612,UP,1
2001-04-10,17.69,17.08,18.3469,16.658,17.1656,UP,1
2001-04-11,17.92,17.6,18.3446,17.204,17.1604,DOWN,0
2001-04-12,17.64,17.7,18.3428,17.344,17.1674,DOWN,0
2001-04-16,17.22,17.7,18.3367,17.492,17.166,UP,1
2001-04-17,17.89,17.35,18.334,17.672,17.1876,UP,1
2001-04-18,19.01,17.64,18.3434,17.936,17.2278,DOWN,0
2001-04-19,18.53,19.0,18.3429,18.058,17.2574,DOWN,0
2001-04-20,18.25,18.53,18.3451,18.18,17.2792,DOWN,0
2001-04-23,18.06,18.25,18.3485,18.348,17.2926,DOWN,0
2001-04-24,17.7,18.08,18.347,18.31,17.2998,UP,1
2001-04-25,18.47,17.9,18.3484,18.202,17.3116,UP,1
2001-04-26,19.0,18.47,18.3534,18.296,17.3184,UP,1
2001-04-27,19.79,19.01,18.359,18.604,17.3756,UP,1
2001-04-30,20.02,19.65,18.3622,18.996,17.4182,UP,1
2001-05-01,21.7,19.9,18.3722,19.796,17.507,UP,1
2001-05-02,22.26,21.7,18.3851,20.554,17.6132,DOWN,0
2001-05-03,22.22,22.0,18.4,21.198,17.718,UP,1
2001-05-04,22.4,22.0,18.417,21.72,17.8296,DOWN,0
2001-05-07,22.1,22.4,18.4284,22.136,17.9316,DOWN,0
2001-05-08,21.4,21.4,18.4376,22.076,18.0198,UP,1
2001-05-09,21.5,21.75,18.4482,21.924,18.1242,UP,1
2001-05-10,21.81,21.75,18.4623,21.842,18.2182,DOWN,0
2001-05-11,21.45,21.85,18.4742,21.652,18.3054,DOWN,0
2001-05-14,21.28,21.49,18.485,21.488,18.373,DOWN,0
2001-05-15,20.69,21.25,18.489,21.346,18.4428,UP,1
2001-05-16,20.7,20.68,18.4894,21.186,18.5094,UP,1
2001-05-17,20.8,20.75,18.4897,20.984,18.5756,UP,1
2001-05-18,20.85,20.0,18.4886,20.864,18.627,UP,1
2001-05-21,21.24,20.9,18.4889,20.856,18.663,UP,1
2001-05-22,22.29,21.38,18.4925,21.176,18.7354,UP,1
2001-05-23,22.85,22.3,18.4955,21.606,18.8038,DOWN,0
2001-05-24,22.43,22.86,18.4948,21.932,18.8834,DOWN,0
2001-05-25,22.26,22.44,18.4933,22.214,18.9686,DOWN,0
2001-05-29,22.17,22.2,18.4967,22.4,19.0612,UP,1
2001-05-30,22.97,22.1,18.5087,22.536,19.1756,UP,1
2001-05-31,23.07,22.97,18.5213,22.58,19.2968,UP,1
2001-06-01,23.1,23.07,18.5339,22.714,19.4352,UP,1
2001-06-04,23.8,23.15,18.5504,23.022,19.5908,UP,1
2001-06-05,24.67,23.65,18.5735,23.522,19.7544,DOWN,0
2001-06-06,24.23,25.05,18.5946,23.774,19.9146,UP,1
2001-06-07,25.25,24.1,18.6193,24.21,20.0796,UP,1
2001-06-08,25.98,25.25,18.6473,24.786,20.2722,DOWN,0
2001-06-11,25.47,25.85,18.6747,25.12,20.462,UP,1
2001-06-12,26.25,25.27,18.7119,25.436,20.6604,DOWN,0
2001-06-13,25.42,26.3,18.7437,25.674,20.8532,DOWN,0
2001-06-14,25.4,25.0,18.7735,25.704,21.056,DOWN,0
2001-06-15,24.7,25.06,18.8007,25.448,21.2462,DOWN,0
2001-06-18,24.41,24.8,18.8197,25.236,21.3956,UP,1
2001-06-19,24.54,24.95,18.8386,24.894,21.5568,UP,1
2001-06-20,24.55,24.3,18.8592,24.72,21.708,DOWN,0
2001-06-21,24.43,24.4,18.8757,24.526,21.8428,DOWN,0
2001-06-22,23.7,24.42,18.8904,24.326,21.9584,DOWN,0
2001-06-25,23.39,23.8,18.9047,24.122,22.0734,UP,1
2001-06-26,23.61,23.49,18.9208,23.936,22.2012,UP,1
2001-06-27,24.85,23.62,18.9413,23.996,22.3404,UP,1
2001-06-28,25.13,24.85,18.9663,24.136,22.4628,UP,1
2001-06-29,25.95,25.2,18.9913,24.586,22.6112,DOWN,0
2001-07-02,25.48,25.85,19.01,25.004,22.7558,DOWN,0
2001-07-03,25.27,25.48,19.0279,25.336,22.9,UP,1
2001-07-05,25.28,25.3,19.0509,25.422,23.0516,DOWN,0
2001-07-06,23.9,24.45,19.0663,25.176,23.1602,UP,1
2001-07-09,24.25,24.0,19.0838,24.836,23.2652,DOWN,0
2001-07-10,24.05,24.25,19.1025,24.55,23.3504,DOWN,0
2001-07-11,23.25,24.05,19.1187,24.146,23.415,UP,1
