ticker,URI US Equity,URI US Equity,URI US Equity,URI US Equity,URI US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-07-19,17.72,18.0,18.2573,17.992,17.1032,UP,1
2004-07-20,18.99,17.87,18.2696,18.156,17.1268,UP,1
2004-07-21,19.45,20.0,18.2848,18.42,17.1698,UP,1
2004-07-22,19.72,19.51,18.2995,18.764,17.2242,DOWN,0
2004-07-23,19.33,19.67,18.3106,19.042,17.2708,UP,1
2004-07-26,19.54,19.43,18.3236,19.406,17.3274,UP,1
2004-07-27,19.74,19.56,18.3391,19.556,17.3926,DOWN,0
2004-07-28,19.64,19.78,18.354,19.594,17.4638,UP,1
2004-07-29,19.92,19.67,18.3686,19.634,17.5416,DOWN,0
2004-07-30,19.84,19.92,18.3821,19.736,17.6174,UP,1
2004-08-02,20.0,19.44,18.3961,19.828,17.6938,DOWN,0
2004-08-03,20.0,20.0,18.413,19.88,17.7736,DOWN,0
2004-08-04,19.8,19.75,18.4283,19.912,17.8518,DOWN,0
2004-08-05,19.34,19.74,18.4408,19.796,17.9132,DOWN,0
2004-08-06,19.04,19.25,18.4537,19.636,17.966,DOWN,0
2004-08-09,18.93,18.99,18.4656,19.422,18.0128,UP,1
2004-08-10,19.2,19.1,18.4832,19.262,18.0562,UP,1
2004-08-11,19.25,19.2,18.4965,19.152,18.0992,DOWN,0
2004-08-12,18.85,19.05,18.5075,19.054,18.1332,DOWN,0
2004-08-13,18.7,18.82,18.5148,18.986,18.1656,UP,1
2004-08-16,19.3,18.73,18.5261,19.06,18.2196,DOWN,0
2004-08-17,19.26,19.55,18.5372,19.072,18.2678,UP,1
2004-08-18,19.89,19.17,18.5504,19.2,18.3242,DOWN,0
2004-08-19,19.51,19.7,18.5608,19.332,18.3666,UP,1
2004-08-20,20.18,19.61,18.5725,19.628,18.4404,DOWN,0
2004-08-23,19.95,20.19,18.5823,19.758,18.4996,UP,1
2004-08-24,20.02,20.1,18.5919,19.91,18.5642,UP,1
2004-08-25,20.07,20.02,18.6005,19.946,18.628,UP,1
2004-08-26,20.4,20.17,18.61,20.124,18.701,DOWN,0
2004-08-27,20.39,20.47,18.6219,20.166,18.7692,DOWN,0
2004-08-30,16.0,20.3,18.6131,19.376,18.7508,DOWN,0
2004-08-31,14.69,15.95,18.5953,18.31,18.7022,DOWN,0
2004-09-01,14.51,15.0,18.575,17.198,18.6492,UP,1
2004-09-02,14.67,14.52,18.5577,16.052,18.5966,UP,1
2004-09-03,15.03,14.57,18.5424,14.98,18.5542,DOWN,0
2004-09-07,14.95,15.07,18.5277,14.77,18.4992,UP,1
2004-09-08,15.2,14.97,18.5142,14.872,18.4474,DOWN,0
2004-09-09,15.11,15.2,18.5025,14.992,18.3896,UP,1
2004-09-10,15.16,15.15,18.4901,15.09,18.335,UP,1
2004-09-13,15.28,15.23,18.4765,15.14,18.2882,DOWN,0
2004-09-14,15.25,15.31,18.4593,15.2,18.2426,UP,1
2004-09-15,15.6,15.3,18.4437,15.28,18.2106,UP,1
2004-09-16,15.9,15.45,18.4306,15.438,18.1784,DOWN,0
2004-09-17,15.61,16.0,18.4141,15.528,18.137,UP,1
2004-09-20,15.73,15.6,18.3977,15.618,18.099,UP,1
2004-09-21,16.17,15.85,18.3847,15.802,18.0614,DOWN,0
2004-09-22,15.9,16.1,18.3694,15.862,18.016,UP,1
2004-09-23,16.02,15.91,18.3558,15.886,17.9738,UP,1
2004-09-24,16.1,16.06,18.3415,15.984,17.9358,DOWN,0
2004-09-27,15.74,16.0,18.3288,15.986,17.8918,DOWN,0
2004-09-28,14.3,15.66,18.3077,15.612,17.8234,UP,1
2004-09-29,15.4,14.4,18.2892,15.512,17.7516,UP,1
2004-09-30,15.89,15.44,18.2734,15.486,17.6804,DOWN,0
2004-10-01,15.2,15.89,18.2573,15.306,17.59,UP,1
2004-10-04,15.87,15.5,18.2431,15.332,17.5208,UP,1
2004-10-05,16.17,15.8,18.23,15.706,17.4534,UP,1
2004-10-06,16.3,16.1,18.2161,15.886,17.3846,DOWN,0
2004-10-07,16.2,16.15,18.2006,15.948,17.3158,DOWN,0
2004-10-08,15.88,16.1,18.1826,16.084,17.235,DOWN,0
2004-10-11,15.65,15.88,18.1635,16.04,17.1512,DOWN,0
2004-10-12,15.6,15.65,18.1445,15.926,17.0632,DOWN,0
2004-10-13,15.58,15.66,18.125,15.782,16.9748,DOWN,0
2004-10-14,15.44,15.54,18.1035,15.63,16.8876,UP,1
2004-10-15,15.69,15.45,18.0827,15.592,16.8146,UP,1
2004-10-18,16.15,15.59,18.0672,15.692,16.7568,DOWN,0
2004-10-19,15.52,16.15,18.045,15.676,16.6886,UP,1
2004-10-20,15.96,15.5,18.0258,15.752,16.6238,DOWN,0
2004-10-21,15.83,15.9,18.0047,15.83,16.5554,DOWN,0
2004-10-22,15.62,15.92,17.9816,15.816,16.4908,DOWN,0
2004-10-25,15.47,15.48,17.956,15.68,16.4262,UP,1
2004-10-26,15.85,15.6,17.934,15.746,16.3572,UP,1
2004-10-27,15.86,15.8,17.9112,15.726,16.2892,DOWN,0
2004-10-28,15.61,15.8,17.8867,15.682,16.2036,DOWN,0
2004-10-29,15.45,15.5,17.86,15.648,16.1224,UP,1
2004-11-01,15.85,15.51,17.8362,15.724,16.0358,DOWN,0
2004-11-02,15.7,16.0,17.8108,15.694,15.9508,UP,1
2004-11-03,16.4,15.85,17.7879,15.802,15.8784,UP,1
2004-11-04,16.54,16.3,17.7574,15.988,15.8078,UP,1
2004-11-05,16.67,16.7,17.7267,16.232,15.7332,UP,1
2004-11-08,16.83,16.57,17.6958,16.428,15.662,DOWN,0
2004-11-09,16.8,16.9,17.6638,16.648,15.678,DOWN,0
2004-11-10,16.7,16.8,17.6315,16.708,15.7182,DOWN,0
2004-11-11,16.58,16.68,17.5995,16.716,15.7596,DOWN,0
2004-11-12,16.5,16.58,17.5713,16.682,15.7962,UP,1
2004-11-15,16.87,16.51,17.5437,16.69,15.833,UP,1
2004-11-16,16.93,16.77,17.5163,16.716,15.8726,UP,1
2004-11-17,16.99,17.11,17.4952,16.774,15.9084,UP,1
2004-11-18,17.1,17.0,17.4764,16.878,15.9482,DOWN,0
2004-11-19,16.6,17.11,17.4529,16.898,15.977,UP,1
2004-11-22,16.94,16.7,17.4285,16.912,16.0102,UP,1
2004-11-23,17.42,17.04,17.4051,17.01,16.0536,UP,1
2004-11-24,18.17,17.42,17.3871,17.246,16.105,DOWN,0
2004-11-26,17.88,18.27,17.3667,17.402,16.1446,DOWN,0
2004-11-29,17.62,18.1,17.3449,17.606,16.1848,UP,1
2004-11-30,17.87,17.72,17.3269,17.792,16.2276,UP,1
2004-12-01,18.22,17.87,17.3067,17.952,16.2686,DOWN,0
2004-12-02,18.12,18.22,17.2873,17.942,16.313,UP,1
2004-12-03,18.14,18.25,17.27,17.994,16.3554,DOWN,0
2004-12-06,17.75,18.08,17.2523,18.02,16.3884,DOWN,0
2004-12-07,17.68,17.9,17.2376,17.982,16.4272,UP,1
2004-12-08,18.0,17.77,17.2273,17.938,16.5012,DOWN,0
2004-12-09,17.81,18.01,17.2344,17.876,16.5494,UP,1
2004-12-10,18.25,17.75,17.2387,17.898,16.5966,DOWN,0
2004-12-13,18.08,18.25,17.2414,17.964,16.6542,UP,1
2004-12-14,18.5,18.11,17.2454,18.128,16.7068,DOWN,0
2004-12-15,18.43,18.5,17.2515,18.214,16.752,DOWN,0
2004-12-16,18.43,18.51,17.2578,18.338,16.7946,DOWN,0
2004-12-17,18.1,18.33,17.2648,18.308,16.8326,DOWN,0
2004-12-20,18.03,18.1,17.2699,18.298,16.8756,UP,1
2004-12-21,18.61,18.23,17.2784,18.32,16.9348,UP,1
2004-12-22,18.7,18.62,17.2866,18.374,16.9968,UP,1
2004-12-23,18.9,18.75,17.2961,18.468,17.0632,DOWN,0
2004-12-27,18.78,19.0,17.3057,18.604,17.13,UP,1
2004-12-28,18.85,18.82,17.3131,18.768,17.1932,UP,1
2004-12-29,18.96,18.85,17.3228,18.838,17.2494,DOWN,0
2004-12-30,18.87,19.0,17.3321,18.872,17.3164,UP,1
2004-12-31,18.9,18.89,17.3397,18.872,17.3752,UP,1
2005-01-03,19.0,18.98,17.3472,18.916,17.4386,DOWN,0
2005-01-04,18.6,19.12,17.3535,18.866,17.4982,DOWN,0
2005-01-05,18.22,18.61,17.3614,18.718,17.5532,UP,1
2005-01-06,18.35,18.25,17.3691,18.614,17.6032,DOWN,0
2005-01-07,18.03,18.4,17.3754,18.44,17.6466,DOWN,0
2005-01-10,18.02,17.9,17.3792,18.244,17.6948,DOWN,0
2005-01-11,17.66,17.9,17.3818,18.056,17.739,DOWN,0
2005-01-12,17.41,17.66,17.3823,17.894,17.7702,DOWN,0
2005-01-13,17.07,17.39,17.3788,17.638,17.7976,UP,1
2005-01-14,17.3,17.15,17.3764,17.492,17.8156,UP,1
2005-01-18,17.59,17.31,17.3734,17.406,17.8366,DOWN,0
2005-01-19,17.31,17.68,17.3648,17.336,17.8494,DOWN,0
2005-01-20,16.95,17.25,17.3598,17.244,17.8518,DOWN,0
2005-01-21,16.57,17.05,17.3541,17.144,17.8472,DOWN,0
2005-01-24,16.23,16.5,17.3466,16.93,17.8378,UP,1
2005-01-25,16.52,16.4,17.3427,16.716,17.8366,DOWN,0
2005-01-26,16.27,16.67,17.3358,16.508,17.832,DOWN,0
2005-01-27,16.22,16.27,17.3303,16.362,17.819,UP,1
2005-01-28,16.63,16.32,17.3279,16.374,17.813,UP,1
2005-01-31,17.01,16.73,17.328,16.53,17.8134,UP,1
2005-02-01,17.03,17.05,17.3272,16.632,17.812,UP,1
2005-02-02,17.21,17.21,17.329,16.82,17.8242,DOWN,0
2005-02-03,17.05,17.22,17.3304,16.986,17.8264,UP,1
2005-02-04,17.63,17.0,17.3343,17.186,17.8306,UP,1
2005-02-07,18.15,17.64,17.3257,17.414,17.8302,UP,1
2005-02-08,18.3,18.2,17.3209,17.668,17.8386,DOWN,0
2005-02-09,17.92,18.35,17.3157,17.81,17.8446,DOWN,0
2005-02-10,17.86,17.96,17.312,17.972,17.8444,UP,1
2005-02-11,17.9,17.86,17.311,18.026,17.838,DOWN,0
2005-02-14,17.75,17.85,17.311,17.946,17.8306,DOWN,0
2005-02-15,17.62,17.75,17.3131,17.81,17.8202,UP,1
2005-02-16,17.77,17.62,17.3133,17.78,17.8206,DOWN,0
2005-02-17,17.46,17.78,17.3111,17.7,17.8162,UP,1
2005-02-18,17.64,17.48,17.3092,17.648,17.809,DOWN,0
2005-02-22,17.51,17.64,17.3077,17.6,17.803,UP,1
2005-02-23,17.63,17.61,17.3093,17.602,17.7906,UP,1
2005-02-24,17.68,17.64,17.3127,17.584,17.7826,UP,1
2005-02-25,19.0,17.66,17.3227,17.892,17.7926,DOWN,0
2005-02-28,18.92,19.0,17.3338,18.148,17.8024,UP,1
2005-03-01,19.76,18.98,17.3502,18.598,17.829,UP,1
2005-03-02,19.93,19.67,17.3694,19.058,17.8656,DOWN,0
2005-03-03,19.88,19.93,17.3887,19.498,17.9026,UP,1
2005-03-04,20.03,19.95,17.4086,19.704,17.931,DOWN,0
2005-03-07,19.99,20.03,17.4276,19.918,17.9568,DOWN,0
2005-03-08,19.83,20.0,17.4467,19.932,17.9754,UP,1
2005-03-09,20.42,20.5,17.4694,20.03,18.0082,UP,1
2005-03-10,20.69,20.43,17.4915,20.192,18.045,DOWN,0
2005-03-11,20.48,20.88,17.5119,20.282,18.0754,UP,1
2005-03-14,21.55,20.49,17.5367,20.594,18.129,DOWN,0
2005-03-15,21.26,21.56,17.5578,20.88,18.1762,UP,1
2005-03-16,21.3,21.26,17.5788,21.056,18.2222,DOWN,0
2005-03-17,21.08,21.3,17.5985,21.134,18.2718,DOWN,0
2005-03-18,20.95,21.0,17.6178,21.228,18.3264,DOWN,0
2005-03-21,20.75,21.01,17.6386,21.068,18.3744,UP,1
2005-03-22,20.84,20.76,17.6585,20.984,18.4306,DOWN,0
2005-03-23,20.75,20.85,17.6769,20.874,18.4852,DOWN,0
2005-03-24,20.6,20.79,17.693,20.778,18.544,UP,1
2005-03-28,20.75,20.67,17.7143,20.738,18.6108,DOWN,0
2005-03-29,20.62,20.76,17.7324,20.712,18.6818,DOWN,0
2005-03-30,20.47,20.65,17.7508,20.638,18.7452,DOWN,0
2005-03-31,20.21,20.52,17.7675,20.53,18.7976,DOWN,0
2005-04-01,19.86,20.33,17.783,20.382,18.8486,UP,1
2005-04-04,20.0,19.88,17.7981,20.232,18.9096,DOWN,0
2005-04-05,19.9,19.96,17.813,20.088,18.9762,DOWN,0
2005-04-06,19.87,19.98,17.8268,19.968,19.049,UP,1
2005-04-07,19.9,19.89,17.8405,19.906,19.1166,DOWN,0
2005-04-08,19.82,19.95,17.8531,19.898,19.1876,DOWN,0
2005-04-11,19.7,19.79,17.8658,19.838,19.2572,UP,1
2005-04-12,19.82,19.7,17.8764,19.822,19.321,DOWN,0
2005-04-13,19.73,19.87,17.8861,19.794,19.3754,DOWN,0
2005-04-14,18.6,19.73,17.8891,19.534,19.4068,DOWN,0
2005-04-15,18.3,18.6,17.8912,19.23,19.4286,DOWN,0
2005-04-18,18.2,18.3,17.8941,18.93,19.4516,UP,1
2005-04-19,18.59,18.26,17.8994,18.684,19.4708,DOWN,0
2005-04-20,18.13,18.54,17.904,18.364,19.4704,UP,1
2005-04-21,18.57,18.38,17.9093,18.358,19.4758,DOWN,0
2005-04-22,18.25,18.6,17.9122,18.348,19.4824,UP,1
2005-04-25,18.62,18.32,17.9171,18.432,19.4976,UP,1
2005-04-26,18.8,18.62,17.9209,18.474,19.5156,DOWN,0
2005-04-27,18.62,18.75,17.9231,18.572,19.533,DOWN,0
2005-04-28,18.47,18.6,17.9248,18.552,19.55,DOWN,0
2005-04-29,18.39,18.51,17.9268,18.58,19.5624,UP,1
2005-05-02,18.88,18.5,17.9315,18.632,19.5908,DOWN,0
2005-05-03,18.66,18.81,17.9362,18.604,19.6112,DOWN,0
2005-05-04,18.0,19.1,17.9312,18.48,19.621,DOWN,0
2005-05-05,17.71,17.95,17.9225,18.328,19.6226,UP,1
2005-05-06,17.82,17.8,17.913,18.214,19.6254,UP,1
2005-05-09,18.23,17.87,17.9075,18.084,19.61,UP,1
2005-05-10,18.3,18.19,17.9013,18.012,19.5976,DOWN,0
2005-05-11,18.27,18.3,17.894,18.066,19.5678,DOWN,0
2005-05-12,18.0,18.28,17.8858,18.124,19.5292,DOWN,0
2005-05-13,17.83,18.04,17.8753,18.126,19.4882,UP,1
2005-05-16,18.19,17.77,17.8671,18.118,19.4514,UP,1
2005-05-17,18.25,18.09,17.8583,18.108,19.4166,UP,1
2005-05-18,18.95,18.35,17.8531,18.244,19.399,DOWN,0
2005-05-19,18.83,18.96,17.8482,18.41,19.3672,UP,1
2005-05-20,18.89,18.85,17.846,18.622,19.3312,UP,1
2005-05-23,18.96,18.91,17.8456,18.776,19.3008,DOWN,0
2005-05-24,18.93,18.92,17.8456,18.912,19.2484,DOWN,0
2005-05-25,18.48,18.82,17.842,18.818,19.1928,UP,1
2005-05-26,18.6,18.5,17.8387,18.772,19.1388,UP,1
2005-05-27,19.32,18.6,17.8411,18.858,19.1036,UP,1
2005-05-31,20.08,19.4,17.848,19.082,19.0862,DOWN,0
2005-06-01,19.71,20.13,17.85,19.238,19.0654,UP,1
2005-06-02,19.9,19.5,17.8532,19.522,19.0466,DOWN,0
2005-06-03,19.81,19.9,17.8528,19.764,19.0278,DOWN,0
2005-06-06,19.38,19.5,17.8522,19.776,19.0034,UP,1
2005-06-07,19.88,19.45,17.8507,19.736,18.986,UP,1
2005-06-08,19.92,19.98,17.8505,19.778,18.972,DOWN,0
2005-06-09,19.69,19.94,17.8489,19.736,18.9564,UP,1
2005-06-10,19.77,19.69,17.8474,19.728,18.9476,UP,1
2005-06-13,20.5,19.77,17.8479,19.952,18.9604,UP,1
2005-06-14,21.05,20.45,17.8512,20.186,18.9814,UP,1
2005-06-15,21.15,21.14,17.8769,20.432,19.0064,DOWN,0
2005-06-16,21.1,21.2,17.909,20.714,19.031,UP,1
2005-06-17,21.23,21.18,17.9426,21.006,19.0576,DOWN,0
2005-06-20,21.05,21.12,17.9745,21.116,19.0822,DOWN,0
2005-06-21,20.66,21.11,18.0026,21.038,19.1014,DOWN,0
2005-06-22,20.5,20.69,18.0304,20.908,19.115,DOWN,0
2005-06-23,20.13,20.51,18.055,20.714,19.123,DOWN,0
2005-06-24,19.94,20.21,18.0792,20.456,19.1498,DOWN,0
2005-06-27,19.94,19.94,18.1031,20.234,19.1826,UP,1
2005-06-28,20.35,20.19,18.1284,20.172,19.2256,DOWN,0
2005-06-29,20.3,20.5,18.1537,20.132,19.2598,DOWN,0
2005-06-30,20.21,20.4,18.1767,20.148,19.3014,DOWN,0
2005-07-01,20.1,20.39,18.1977,20.18,19.332,UP,1
2005-07-05,20.24,20.11,18.2209,20.24,19.3718,DOWN,0
2005-07-06,20.11,20.32,18.2428,20.192,19.4016,DOWN,0
2005-07-07,19.98,20.03,18.2618,20.128,19.4252,UP,1
2005-07-08,20.06,19.94,18.2826,20.098,19.454,UP,1
2005-07-11,20.26,20.1,18.3038,20.13,19.4898,DOWN,0
2005-07-12,20.25,20.24,18.3246,20.132,19.527,DOWN,0
2005-07-13,20.21,20.29,18.3469,20.152,19.5536,DOWN,0
2005-07-14,17.3,19.3,18.3619,19.616,19.5264,UP,1
2005-07-15,17.54,17.3,18.3726,19.112,19.5172,UP,1
2005-07-18,17.65,17.49,18.3814,18.59,19.516,UP,1
2005-07-19,18.42,17.65,18.3975,18.224,19.528,UP,1
2005-07-20,18.75,18.32,18.4119,17.932,19.5384,DOWN,0
2005-07-21,18.2,18.69,18.4221,18.112,19.5364,UP,1
2005-07-22,18.67,18.15,18.4339,18.338,19.5444,DOWN,0
2005-07-25,18.38,18.63,18.4448,18.484,19.552,UP,1
2005-07-26,18.4,18.43,18.4574,18.48,19.5634,UP,1
2005-07-27,18.47,18.48,18.4715,18.424,19.569,UP,1
2005-07-28,18.8,18.57,18.4875,18.544,19.58,DOWN,0
2005-07-29,18.6,18.75,18.5026,18.53,19.573,UP,1
2005-08-01,18.75,18.64,18.5192,18.604,19.5714,UP,1
2005-08-02,18.76,18.8,18.5345,18.676,19.5688,DOWN,0
2005-08-03,18.49,18.74,18.5462,18.68,19.5594,DOWN,0
2005-08-04,18.15,18.58,18.5594,18.55,19.5438,DOWN,0
2005-08-05,17.8,18.15,18.5686,18.39,19.5302,UP,1
2005-08-08,17.95,17.89,18.5792,18.23,19.5172,DOWN,0
2005-08-09,17.9,17.95,18.5906,18.058,19.4888,DOWN,0
2005-08-10,17.68,17.82,18.6016,17.896,19.4408,UP,1
2005-08-11,18.0,17.68,18.6124,17.866,19.4066,UP,1
2005-08-12,18.57,18.0,18.6259,18.02,19.38,DOWN,0
2005-08-15,18.49,18.59,18.6403,18.128,19.3536,DOWN,0
2005-08-16,17.79,18.34,18.652,18.106,19.3218,UP,1
2005-08-17,17.99,17.79,18.6627,18.168,19.284,DOWN,0
2005-08-18,17.9,17.8,18.6737,18.148,19.2436,UP,1
2005-08-19,18.0,17.88,18.6817,18.034,19.2098,DOWN,0
2005-08-22,18.0,18.0,18.689,17.936,19.1744,DOWN,0
2005-08-23,17.9,18.07,18.6952,17.958,19.1224,DOWN,0
2005-08-24,17.89,17.89,18.7005,17.938,19.0592,UP,1
2005-08-25,17.95,17.9,18.7062,17.948,18.9952,DOWN,0
2005-08-26,17.41,17.99,18.7098,17.83,18.9214,UP,1
2005-08-29,17.65,17.53,18.7151,17.76,18.8498,DOWN,0
2005-08-30,17.39,17.66,18.7196,17.658,18.7766,UP,1
2005-08-31,18.05,17.46,18.7255,17.69,18.7244,UP,1
2005-09-01,19.9,18.05,18.7403,18.08,18.7124,DOWN,0
2005-09-02,19.34,20.0,18.7521,18.466,18.6966,UP,1
2005-09-06,20.26,19.47,18.7679,18.988,18.703,UP,1
2005-09-07,20.84,20.21,18.7891,19.678,18.721,DOWN,0
2005-09-08,20.3,20.7,18.8059,20.128,18.72,DOWN,0
2005-09-09,20.29,20.41,18.8202,20.206,18.7198,DOWN,0
2005-09-12,20.18,20.35,18.8303,20.374,18.7192,DOWN,0
2005-09-13,19.8,20.2,18.8399,20.282,18.7132,DOWN,0
2005-09-14,19.57,19.97,18.8496,20.028,18.6998,UP,1
2005-09-15,19.76,19.72,18.8591,19.92,18.6928,DOWN,0
2005-09-16,19.64,19.87,18.8662,19.79,18.686,DOWN,0
2005-09-19,19.44,19.65,18.8728,19.642,18.6736,DOWN,0
2005-09-20,19.35,19.49,18.8789,19.552,18.6554,DOWN,0
2005-09-21,19.22,19.35,18.8862,19.482,18.6348,UP,1
2005-09-22,19.34,19.17,18.8945,19.398,18.6174,UP,1
2005-09-23,19.97,19.46,18.9044,19.464,18.6708,DOWN,0
2005-09-26,19.72,20.04,18.9139,19.52,18.7144,DOWN,0
2005-09-27,19.63,19.63,18.9208,19.576,18.754,DOWN,0
2005-09-28,19.09,19.7,18.9259,19.55,18.7674,UP,1
2005-09-29,19.59,19.12,18.9313,19.6,18.7842,UP,1
2005-09-30,19.71,19.49,18.9377,19.548,18.8144,UP,1
2005-10-03,19.85,19.73,18.9448,19.574,18.838,DOWN,0
2005-10-04,19.16,19.85,18.9501,19.48,18.8536,DOWN,0
2005-10-05,18.23,19.17,18.9511,19.308,18.8502,DOWN,0
2005-10-06,18.16,18.29,18.9489,19.022,18.844,UP,1
2005-10-07,18.39,18.16,18.9473,18.758,18.8358,DOWN,0
2005-10-10,18.29,18.5,18.9443,18.446,18.8296,DOWN,0
2005-10-11,17.83,18.39,18.9395,18.18,18.8112,DOWN,0
2005-10-12,17.69,17.8,18.9337,18.072,18.7898,UP,1
2005-10-13,17.76,17.7,18.9277,17.992,18.7752,UP,1
2005-10-14,17.88,17.97,18.9228,17.89,18.7698,DOWN,0
2005-10-17,17.8,17.83,18.9173,17.792,18.7698,DOWN,0
2005-10-18,17.61,17.84,18.9103,17.748,18.763,UP,1
2005-10-19,18.12,17.36,18.9079,17.834,18.7674,DOWN,0
2005-10-20,17.94,18.26,18.9065,17.87,18.7726,UP,1
2005-10-21,18.01,17.95,18.9048,17.896,18.7728,UP,1
2005-10-24,18.55,18.01,18.9074,18.046,18.7724,DOWN,0
2005-10-25,18.48,18.48,18.9097,18.22,18.7722,DOWN,0
2005-10-26,18.31,18.48,18.913,18.258,18.7826,DOWN,0
2005-10-27,18.01,18.27,18.916,18.272,18.783,UP,1
2005-10-28,18.86,18.05,18.9249,18.442,18.8022,UP,1
2005-10-31,19.57,18.96,18.9363,18.646,18.8336,UP,1
2005-11-01,19.64,19.56,18.9465,18.878,18.8664,UP,1
2005-11-02,19.9,19.64,18.9595,19.196,18.9064,UP,1
2005-11-03,20.15,20.0,18.9755,19.624,18.9516,DOWN,0
2005-11-04,20.13,20.15,18.9933,19.878,18.9952,UP,1
2005-11-07,20.27,20.09,19.0135,20.018,19.0524,DOWN,0
2005-11-08,19.91,20.09,19.0304,20.072,19.0976,DOWN,0
2005-11-09,19.91,19.93,19.0486,20.074,19.148,UP,1
2005-11-10,20.47,19.95,19.0699,20.138,19.1964,DOWN,0
2005-11-11,20.47,20.47,19.0891,20.206,19.2078,DOWN,0
2005-11-14,20.37,20.47,19.1059,20.226,19.2284,DOWN,0
2005-11-15,20.31,20.41,19.1223,20.306,19.2294,DOWN,0
2005-11-16,19.8,20.3,19.1352,20.284,19.2086,UP,1
2005-11-17,20.77,20.0,19.1538,20.344,19.218,UP,1
2005-11-18,21.05,20.98,19.1709,20.46,19.2332,UP,1
2005-11-21,21.41,21.1,19.1872,20.668,19.2578,DOWN,0
2005-11-22,21.12,21.28,19.2013,20.83,19.2842,DOWN,0
2005-11-23,20.94,21.0,19.2164,21.058,19.3116,UP,1
2005-11-25,21.07,20.95,19.2325,21.118,19.3378,DOWN,0
2005-11-28,20.71,21.11,19.2465,21.05,19.3592,UP,1
2005-11-29,21.24,20.9,19.2639,21.016,19.3952,DOWN,0
2005-11-30,21.16,21.25,19.2817,21.024,19.4314,UP,1
2005-12-01,21.85,21.25,19.302,21.206,19.484,DOWN,0
2005-12-02,21.63,21.88,19.3229,21.318,19.5298,UP,1
2005-12-05,21.93,21.7,19.3444,21.562,19.569,UP,1
2005-12-06,23.65,21.96,19.375,22.044,19.6476,UP,1
2005-12-07,23.7,23.6,19.4054,22.552,19.729,UP,1
2005-12-08,24.0,23.77,19.437,22.982,19.8272,UP,1
2005-12-09,24.03,23.99,19.4621,23.462,19.916,UP,1
2005-12-12,24.42,24.1,19.4896,23.96,20.0102,DOWN,0
2005-12-13,24.0,24.37,19.5108,24.03,20.0932,UP,1
2005-12-14,24.04,24.06,19.5314,24.098,20.1908,UP,1
2005-12-15,24.09,24.05,19.5524,24.116,20.308,DOWN,0
2005-12-16,24.04,24.2,19.5725,24.118,20.4256,DOWN,0
2005-12-19,23.59,24.0,19.5905,23.952,20.5296,UP,1
2005-12-20,23.76,23.66,19.6101,23.904,20.639,UP,1
2005-12-21,24.01,23.85,19.6281,23.898,20.7626,DOWN,0
2005-12-22,23.96,24.03,19.6445,23.872,20.888,DOWN,0
2005-12-23,23.94,24.0,19.6617,23.852,21.0116,DOWN,0
2005-12-27,23.86,23.94,19.6733,23.906,21.1312,UP,1
2005-12-28,23.97,23.88,19.6868,23.948,21.2546,DOWN,0
2005-12-29,23.78,23.87,19.6992,23.902,21.378,DOWN,0
2005-12-30,23.39,23.79,19.7108,23.788,21.4834,UP,1
2006-01-03,23.82,23.59,19.7252,23.764,21.601,DOWN,0
2006-01-04,23.74,23.82,19.7401,23.74,21.7156,UP,1
2006-01-05,23.84,23.67,19.7551,23.714,21.8214,DOWN,0
2006-01-06,23.8,23.99,19.7703,23.718,21.9278,UP,1
2006-01-09,24.11,23.809,19.7879,23.862,22.0438,UP,1
2006-01-10,24.98,24.12,19.8091,24.094,22.1832,DOWN,0
2006-01-11,24.94,25.0,19.8307,24.334,22.3048,UP,1
2006-01-12,25.0,24.95,19.8533,24.566,22.4134,UP,1
2006-01-13,25.02,25.05,19.8774,24.81,22.521,DOWN,0
2006-01-17,24.95,24.95,19.9028,24.978,22.622,DOWN,0
2006-01-18,24.9,24.89,19.9273,24.962,22.717,UP,1
2006-01-19,25.64,24.93,19.956,25.102,22.8272,DOWN,0
2006-01-20,25.0,25.76,19.9816,25.102,22.9218,UP,1
2006-01-23,25.11,25.05,20.0077,25.12,23.0258,DOWN,0
2006-01-24,25.1,25.14,20.0341,25.15,23.1296,UP,1
2006-01-25,25.3,25.11,20.0621,25.23,23.2262,UP,1
2006-01-26,28.8,26.05,20.107,25.862,23.3928,UP,1
2006-01-27,29.04,28.55,20.1536,26.67,23.5662,UP,1
2006-01-30,29.23,28.85,20.2067,27.494,23.7446,UP,1
2006-01-31,29.31,29.24,20.2618,28.336,23.9348,UP,1
2006-02-01,29.71,29.287,20.3193,29.218,24.1136,UP,1
2006-02-02,29.97,29.8,20.3762,29.452,24.292,DOWN,0
2006-02-03,29.85,29.77,20.4348,29.614,24.4608,DOWN,0
2006-02-06,29.65,29.95,20.4902,29.698,24.6314,DOWN,0
2006-02-07,29.28,29.9,20.5453,29.692,24.7982,UP,1
2006-02-08,29.91,29.51,20.6018,29.732,24.975,DOWN,0
2006-02-09,29.89,29.95,20.6572,29.716,25.1586,UP,1
2006-02-10,29.95,29.94,20.7139,29.736,25.3328,DOWN,0
2006-02-13,29.75,29.95,20.7703,29.756,25.5046,UP,1
2006-02-14,30.58,29.8,20.8312,30.016,25.6792,UP,1
