ticker,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-06-28,22.3,22.23,22.788,23.6252,20.0722,UP,1
2006-06-29,23.66,22.5,22.918,23.6236,20.1143,UP,1
2006-06-30,26.14,23.8,23.512,23.6714,20.1716,DOWN,0
2006-07-03,25.13,25.79,23.898,23.7088,20.2226,DOWN,0
2006-07-05,24.98,24.9,24.442,23.7338,20.2724,UP,1
2006-07-06,25.15,24.98,25.012,23.7552,20.3228,DOWN,0
2006-07-07,24.92,24.69,25.264,23.74,20.3746,DOWN,0
2006-07-10,24.77,24.92,24.99,23.7288,20.4271,DOWN,0
2006-07-11,24.58,24.64,24.88,23.718,20.4773,UP,1
2006-07-12,24.77,24.55,24.838,23.708,20.529,DOWN,0
2006-07-13,24.16,24.5,24.64,23.6662,20.5771,DOWN,0
2006-07-14,22.74,24.11,24.204,23.5934,20.6157,DOWN,0
2006-07-17,22.66,22.7,23.782,23.5194,20.6547,DOWN,0
2006-07-18,21.95,22.6,23.256,23.4278,20.6874,UP,1
2006-07-19,22.83,21.79,22.868,23.3494,20.7244,DOWN,0
2006-07-20,22.82,22.8,22.6,23.274,20.7603,DOWN,0
2006-07-21,22.13,22.7,22.478,23.2016,20.7952,UP,1
2006-07-24,22.61,22.25,22.468,23.1688,20.8324,UP,1
2006-07-25,22.92,22.7,22.662,23.1424,20.8704,DOWN,0
2006-07-26,22.87,22.82,22.67,23.11,20.9079,DOWN,0
2006-07-27,22.86,23.06,22.678,23.0806,20.9459,UP,1
2006-07-28,23.61,22.96,22.974,23.0982,20.9895,UP,1
2006-07-31,23.88,23.53,23.228,23.1324,21.0366,DOWN,0
2006-08-01,23.46,23.68,23.336,23.1556,21.0811,UP,1
2006-08-02,24.01,23.38,23.564,23.2238,21.126,UP,1
2006-08-03,24.35,24.01,23.862,23.2882,21.172,DOWN,0
2006-08-04,23.53,24.66,23.846,23.3188,21.2142,UP,1
2006-08-07,23.96,23.48,23.862,23.3284,21.2575,UP,1
2006-08-08,24.66,24.15,24.102,23.3454,21.3059,DOWN,0
2006-08-09,23.82,24.9,24.064,23.363,21.3476,DOWN,0
2006-08-10,23.64,23.73,23.922,23.378,21.386,DOWN,0
2006-08-11,23.53,23.53,23.922,23.3696,21.4257,UP,1
2006-08-14,23.58,23.63,23.846,23.363,21.4689,UP,1
2006-08-15,24.6,23.75,23.834,23.3998,21.5187,UP,1
2006-08-16,24.82,24.95,24.034,23.4384,21.5695,DOWN,0
2006-08-17,24.41,24.94,24.188,23.4698,21.6177,DOWN,0
2006-08-18,24.36,24.4,24.354,23.4908,21.6662,UP,1
2006-08-21,24.41,24.24,24.52,23.5232,21.7151,UP,1
2006-08-22,24.65,24.35,24.53,23.583,21.7638,UP,1
2006-08-23,24.77,24.84,24.52,23.6592,21.8108,UP,1
2006-08-24,24.93,24.75,24.624,23.7256,21.8587,DOWN,0
2006-08-25,24.66,24.84,24.684,23.7486,21.8999,DOWN,0
2006-08-28,24.35,24.59,24.672,23.778,21.9365,UP,1
2006-08-29,24.77,24.39,24.696,23.8288,21.9748,UP,1
2006-08-30,25.9,24.9,24.922,23.8932,22.0187,DOWN,0
2006-08-31,25.74,25.9,25.084,23.9398,22.0625,DOWN,0
2006-09-01,25.45,25.87,25.242,23.9886,22.1054,DOWN,0
2006-09-05,25.42,25.52,25.456,24.0336,22.149,DOWN,0
2006-09-06,24.16,25.27,25.334,24.0528,22.1828,UP,1
2006-09-07,24.21,24.03,24.996,24.0918,22.2156,UP,1
2006-09-08,24.88,24.4,24.824,24.1434,22.2484,UP,1
2006-09-11,25.02,25.04,24.738,24.1706,22.2801,UP,1
2006-09-12,25.21,25.01,24.696,24.152,22.313,DOWN,0
2006-09-13,25.02,25.28,24.868,24.1498,22.3479,UP,1
2006-09-14,25.15,24.9,25.056,24.1532,22.3837,DOWN,0
2006-09-15,24.81,25.28,25.042,24.1464,22.4193,DOWN,0
2006-09-18,24.7,24.8,24.978,24.142,22.4506,DOWN,0
2006-09-19,24.0,24.63,24.736,24.1266,22.4747,UP,1
2006-09-20,24.66,24.25,24.664,24.1282,22.5021,DOWN,0
2006-09-21,24.64,24.8,24.562,24.1256,22.5306,UP,1
2006-09-22,25.07,24.54,24.614,24.1438,22.5612,UP,1
2006-09-25,25.65,25.19,24.804,24.202,22.5962,DOWN,0
2006-09-26,25.16,25.65,25.036,24.252,22.6286,DOWN,0
2006-09-27,24.77,25.01,25.058,24.3084,22.6583,DOWN,0
2006-09-28,24.49,24.84,25.028,24.3416,22.6883,DOWN,0
2006-09-29,24.33,24.41,24.88,24.3718,22.7216,DOWN,0
2006-10-02,23.97,24.39,24.544,24.4086,22.7514,UP,1
2006-10-03,24.21,23.79,24.354,24.4406,22.783,UP,1
2006-10-04,25.03,24.22,24.406,24.4828,22.8184,UP,1
2006-10-05,25.06,25.1,24.52,24.5266,22.8569,UP,1
2006-10-06,25.91,25.95,24.836,24.5876,22.8991,UP,1
2006-10-09,26.2,25.96,25.282,24.6394,22.9411,DOWN,0
2006-10-10,26.18,26.33,25.676,24.6854,22.983,UP,1
2006-10-11,27.12,26.19,26.094,24.7586,23.0282,UP,1
2006-10-12,27.58,27.21,26.598,24.83,23.0761,UP,1
2006-10-13,27.77,27.54,26.97,24.8984,23.1254,DOWN,0
2006-10-16,27.28,27.75,27.186,24.9734,23.172,DOWN,0
2006-10-17,26.87,27.05,27.324,25.0316,23.2168,DOWN,0
2006-10-18,26.53,26.99,27.206,25.069,23.2574,DOWN,0
2006-10-19,26.39,26.45,26.968,25.1204,23.2957,DOWN,0
2006-10-20,26.15,26.5,26.644,25.1706,23.3329,DOWN,0
2006-10-23,25.91,26.2,26.37,25.2182,23.3688,DOWN,0
2006-10-24,25.65,25.78,26.126,25.2596,23.4028,UP,1
2006-10-25,26.45,25.61,26.11,25.2966,23.4413,UP,1
2006-10-26,27.02,26.75,26.236,25.3406,23.4828,UP,1
2006-10-27,27.03,27.0,26.412,25.393,23.5254,DOWN,0
2006-10-30,26.5,27.0,26.53,25.4358,23.5651,UP,1
2006-10-31,26.71,26.69,26.742,25.4818,23.6072,DOWN,0
2006-11-01,26.24,26.73,26.7,25.5136,23.6454,UP,1
2006-11-02,26.3,26.37,26.556,25.5442,23.6814,UP,1
2006-11-03,26.9,26.3,26.53,25.5836,23.7215,UP,1
2006-11-06,27.52,26.99,26.734,25.6408,23.7646,UP,1
2006-11-07,27.74,26.86,26.94,25.7086,23.8042,DOWN,0
2006-11-08,26.88,27.6,27.068,25.7508,23.8381,UP,1
2006-11-09,27.24,26.9,27.256,25.7776,23.8719,DOWN,0
2006-11-10,26.61,27.21,27.198,25.795,23.9006,UP,1
2006-11-13,27.6,27.2,27.214,25.838,23.9356,UP,1
2006-11-14,28.05,27.75,27.276,25.8906,23.9666,DOWN,0
2006-11-15,27.66,28.01,27.432,25.9606,23.9991,UP,1
2006-11-16,28.01,27.92,27.586,26.0366,24.0356,DOWN,0
2006-11-17,28.0,27.96,27.864,26.099,24.0729,UP,1
2006-11-20,28.11,28.02,27.966,26.1608,24.1086,UP,1
2006-11-21,28.67,28.26,28.09,26.23,24.1498,UP,1
2006-11-22,28.69,28.77,28.296,26.3034,24.1904,DOWN,0
2006-11-24,28.44,28.38,28.382,26.3692,24.2306,UP,1
2006-11-27,28.46,28.41,28.474,26.4422,24.2689,DOWN,0
2006-11-28,28.21,28.33,28.494,26.5124,24.3085,UP,1
2006-11-29,28.52,28.73,28.464,26.6028,24.3462,DOWN,0
2006-11-30,28.37,28.52,28.4,26.677,24.3793,DOWN,0
2006-12-01,27.58,28.429,28.228,26.7358,24.4071,UP,1
2006-12-04,28.21,27.57,28.178,26.7986,24.4382,UP,1
2006-12-05,28.61,28.44,28.258,26.8578,24.4714,UP,1
2006-12-06,28.7,28.7,28.294,26.9286,24.5031,UP,1
2006-12-07,28.81,28.57,28.382,27.0094,24.5366,DOWN,0
2006-12-08,28.4,28.83,28.546,27.0876,24.5647,UP,1
2006-12-11,28.87,28.32,28.678,27.1784,24.5958,DOWN,0
2006-12-12,28.68,28.89,28.692,27.2726,24.6267,UP,1
2006-12-13,28.89,28.85,28.73,27.3662,24.658,DOWN,0
2006-12-14,28.62,29.0,28.692,27.438,24.6865,DOWN,0
2006-12-15,28.36,28.46,28.684,27.504,24.7176,DOWN,0
2006-12-18,28.29,28.36,28.568,27.5516,24.7494,DOWN,0
2006-12-19,28.02,28.05,28.436,27.588,24.7827,DOWN,0
2006-12-20,28.01,27.9,28.26,27.6246,24.8172,DOWN,0
2006-12-21,27.99,27.99,28.134,27.642,24.851,DOWN,0
2006-12-22,27.4,27.9,27.942,27.6384,24.8794,DOWN,0
2006-12-26,27.34,27.32,27.752,27.6298,24.9091,DOWN,0
2006-12-27,26.99,27.47,27.546,27.624,24.9353,UP,1
2006-12-28,27.33,26.91,27.41,27.6332,24.9629,UP,1
2006-12-29,27.5,27.3,27.312,27.6526,24.9925,UP,1
2007-01-03,27.55,27.59,27.342,27.6758,25.011,UP,1
2007-01-04,28.08,27.68,27.49,27.7144,25.0309,DOWN,0
2007-01-05,27.33,27.87,27.558,27.7428,25.0488,DOWN,0
2007-01-08,27.27,27.3,27.546,27.7752,25.0659,UP,1
2007-01-09,28.05,27.4,27.656,27.8072,25.0875,UP,1
2007-01-10,28.55,27.86,27.856,27.8378,25.1097,UP,1
2007-01-11,28.7,28.5,27.98,27.8712,25.1323,UP,1
2007-01-12,29.23,28.74,28.36,27.9258,25.1618,DOWN,0
2007-01-16,28.61,29.16,28.628,27.9638,25.189,DOWN,0
2007-01-17,28.25,28.5,28.668,28.004,25.2144,UP,1
2007-01-18,28.41,28.21,28.64,28.0462,25.2394,UP,1
2007-01-19,29.05,28.3,28.71,28.0892,25.2671,DOWN,0
2007-01-22,28.68,29.2,28.6,28.1124,25.2948,UP,1
2007-01-23,28.78,28.66,28.634,28.1332,25.325,UP,1
2007-01-24,28.88,28.9,28.76,28.1732,25.352,UP,1
2007-01-25,29.23,28.86,28.924,28.213,25.3815,UP,1
2007-01-26,29.8,29.39,29.074,28.2768,25.4154,UP,1
2007-01-29,30.0,29.81,29.338,28.3248,25.4514,DOWN,0
2007-01-30,30.0,30.13,29.582,28.3638,25.4856,DOWN,0
2007-01-31,29.71,29.92,29.748,28.4048,25.5187,DOWN,0
2007-02-01,29.32,29.9,29.766,28.431,25.5509,DOWN,0
2007-02-02,29.17,29.5,29.64,28.4544,25.5805,UP,1
2007-02-05,29.44,29.26,29.528,28.481,25.609,DOWN,0
2007-02-06,28.98,29.4,29.324,28.4872,25.6351,UP,1
2007-02-07,29.25,29.01,29.232,28.4984,25.6651,UP,1
2007-02-08,29.76,29.14,29.32,28.5248,25.6952,DOWN,0
2007-02-09,29.05,29.68,29.296,28.5366,25.7201,DOWN,0
2007-02-12,28.65,28.91,29.138,28.5454,25.7349,DOWN,0
2007-02-13,28.33,28.67,29.008,28.5416,25.7499,UP,1
2007-02-14,28.76,28.35,28.91,28.5494,25.7681,UP,1
2007-02-15,28.79,28.71,28.716,28.5736,25.7857,DOWN,0
2007-02-16,28.66,28.81,28.638,28.5826,25.7978,UP,1
2007-02-20,29.7,28.7,28.848,28.6044,25.8144,DOWN,0
2007-02-21,29.7,29.58,29.122,28.6244,25.8311,UP,1
2007-02-22,29.95,29.69,29.36,28.6472,25.8482,DOWN,0
2007-02-23,28.93,29.8,29.388,28.6578,25.8591,DOWN,0
2007-02-26,28.54,29.03,29.364,28.6512,25.8688,DOWN,0
2007-02-27,27.66,28.25,28.956,28.6308,25.8784,DOWN,0
2007-02-28,26.97,27.62,28.41,28.5924,25.892,DOWN,0
2007-03-01,26.51,26.48,27.722,28.5502,25.9033,DOWN,0
2007-03-02,26.23,26.55,27.182,28.5076,25.912,DOWN,0
2007-03-05,26.0,26.23,26.674,28.4618,25.9204,UP,1
2007-03-06,27.01,26.3,26.544,28.4416,25.9418,UP,1
2007-03-07,27.1,26.9,26.57,28.4234,25.9664,DOWN,0
2007-03-08,27.1,27.5,26.688,28.4056,25.9904,UP,1
2007-03-09,27.18,27.2,26.878,28.4012,26.0233,UP,1
2007-03-12,27.61,27.24,27.2,28.4066,26.0557,DOWN,0
2007-03-13,27.03,27.61,27.204,28.4074,26.0809,UP,1
2007-03-14,27.13,27.1,27.21,28.4034,26.0991,DOWN,0
2007-03-15,27.13,27.04,27.216,28.396,26.1157,UP,1
2007-03-16,27.27,27.12,27.234,28.3904,26.1374,DOWN,0
2007-03-19,27.27,27.28,27.166,28.3742,26.1593,UP,1
2007-03-20,28.2,27.4,27.4,28.3916,26.1805,UP,1
2007-03-21,29.18,28.66,27.81,28.4298,26.2069,UP,1
2007-03-22,29.83,29.06,28.35,28.4654,26.2422,DOWN,0
2007-03-23,29.76,30.04,28.848,28.4896,26.2766,DOWN,0
2007-03-26,29.62,29.89,29.318,28.508,26.3105,DOWN,0
2007-03-27,29.29,29.41,29.536,28.5092,26.3404,UP,1
2007-03-28,29.34,29.33,29.568,28.5238,26.3731,UP,1
2007-03-29,29.51,29.4,29.504,28.549,26.4124,UP,1
2007-03-30,29.55,29.6,29.462,28.5718,26.4553,DOWN,0
2007-04-02,29.49,29.52,29.436,28.5806,26.4947,UP,1
2007-04-03,29.87,29.6,29.552,28.6044,26.5265,DOWN,0
2007-04-04,29.78,29.95,29.64,28.6244,26.561,DOWN,0
2007-04-05,29.5,29.82,29.638,28.6368,26.5974,UP,1
2007-04-09,29.98,29.64,29.724,28.6518,26.6339,UP,1
2007-04-10,30.65,30.02,29.956,28.6688,26.6701,DOWN,0
2007-04-11,29.82,30.65,29.946,28.6652,26.7041,UP,1
2007-04-12,30.51,29.69,30.092,28.6754,26.7408,DOWN,0
2007-04-13,30.17,30.43,30.226,28.6846,26.7757,UP,1
2007-04-16,30.76,30.37,30.382,28.7134,26.8182,DOWN,0
2007-04-17,30.58,30.92,30.368,28.7416,26.8596,DOWN,0
2007-04-18,30.1,30.47,30.424,28.7548,26.8918,UP,1
2007-04-19,30.2,30.04,30.362,28.7792,26.9121,UP,1
2007-04-20,30.36,30.3,30.4,28.8014,26.9382,DOWN,0
2007-04-23,30.24,30.39,30.296,28.811,26.9645,UP,1
2007-04-24,30.53,30.43,30.286,28.8406,26.9914,DOWN,0
2007-04-25,30.45,30.54,30.356,28.8766,27.0191,DOWN,0
2007-04-26,29.99,30.54,30.314,28.9098,27.0452,DOWN,0
2007-04-27,29.93,30.0,30.228,28.9332,27.0719,DOWN,0
2007-04-30,29.42,30.05,30.064,28.9458,27.0952,UP,1
2007-05-01,29.54,29.48,29.866,28.9634,27.1221,UP,1
2007-05-02,30.38,29.54,29.852,28.977,27.1603,DOWN,0
2007-05-03,30.04,30.25,29.862,28.9838,27.1972,UP,1
2007-05-04,30.15,30.03,29.906,28.9878,27.2382,UP,1
2007-05-07,30.64,30.24,30.15,29.022,27.2772,DOWN,0
2007-05-08,30.12,30.4,30.266,29.0536,27.3137,UP,1
2007-05-09,31.17,29.99,30.424,29.1238,27.3589,DOWN,0
2007-05-10,30.6,31.2,30.536,29.1964,27.3989,UP,1
2007-05-11,30.98,30.72,30.702,29.2858,27.4392,DOWN,0
2007-05-14,30.52,30.92,30.678,29.3716,27.4774,DOWN,0
2007-05-15,30.05,30.41,30.664,29.4526,27.5134,UP,1
2007-05-16,30.16,30.05,30.462,29.5156,27.5461,DOWN,0
2007-05-17,30.07,30.04,30.356,29.575,27.5771,UP,1
2007-05-18,30.6,30.1,30.28,29.645,27.6128,UP,1
2007-05-21,30.77,30.55,30.33,29.7168,27.6466,DOWN,0
2007-05-22,30.7,30.92,30.46,29.7786,27.6783,UP,1
2007-05-23,31.17,30.72,30.662,29.8614,27.7165,DOWN,0
2007-05-24,30.42,31.24,30.732,29.9272,27.7488,UP,1
2007-05-25,30.82,30.46,30.776,30.001,27.7796,UP,1
2007-05-29,31.0,30.91,30.822,30.0756,27.8155,UP,1
2007-05-30,31.88,30.9,31.058,30.1678,27.8567,UP,1
2007-05-31,32.13,32.0,31.25,30.2464,27.8997,UP,1
2007-06-01,32.43,32.2,31.652,30.3114,27.944,UP,1
2007-06-04,32.6,32.36,32.008,30.3668,27.984,UP,1
2007-06-05,32.63,32.56,32.334,30.4242,28.023,DOWN,0
2007-06-06,32.14,32.57,32.386,30.4746,28.0617,DOWN,0
2007-06-07,31.45,31.93,32.25,30.5178,28.0971,UP,1
2007-06-08,31.76,31.35,32.116,30.5662,28.1339,DOWN,0
2007-06-11,31.65,31.93,31.926,30.609,28.1689,UP,1
2007-06-12,31.92,31.69,31.784,30.6564,28.2046,UP,1
2007-06-13,32.32,32.09,31.82,30.713,28.2416,UP,1
2007-06-14,32.38,32.39,32.006,30.7632,28.2802,UP,1
2007-06-15,33.2,32.6,32.294,30.8316,28.3244,UP,1
2007-06-18,33.32,33.38,32.628,30.908,28.3672,UP,1
2007-06-19,33.71,33.21,32.986,30.9826,28.4062,DOWN,0
2007-06-20,33.65,33.75,33.252,31.0426,28.4458,DOWN,0
2007-06-21,33.04,33.6,33.384,31.107,28.4837,DOWN,0
2007-06-22,32.82,33.09,33.308,31.1532,28.5207,DOWN,0
2007-06-25,32.55,32.83,33.154,31.2008,28.5627,DOWN,0
2007-06-26,32.3,32.51,32.872,31.2316,28.6031,UP,1
2007-06-27,33.2,32.37,32.782,31.284,28.6447,UP,1
2007-06-28,33.23,33.28,32.82,31.3466,28.6858,UP,1
2007-06-29,33.59,33.35,32.974,31.4144,28.7277,UP,1
2007-07-02,34.68,33.7,33.4,31.5008,28.776,UP,1
2007-07-03,34.99,34.79,33.938,31.5958,28.8252,DOWN,0
2007-07-05,34.97,34.84,34.292,31.6846,28.876,DOWN,0
2007-07-06,34.93,34.91,34.632,31.7742,28.9271,UP,1
2007-07-09,34.96,34.95,34.906,31.8736,28.9819,DOWN,0
2007-07-10,34.3,35.03,34.83,31.961,29.0301,UP,1
2007-07-11,34.59,34.34,34.75,32.0644,29.0799,UP,1
2007-07-12,35.92,34.8,34.94,32.192,29.1341,UP,1
2007-07-13,36.0,35.97,35.154,32.3044,29.1859,DOWN,0
2007-07-16,35.67,35.94,35.296,32.417,29.2384,DOWN,0
2007-07-17,35.36,35.77,35.508,32.5212,29.2914,DOWN,0
2007-07-18,35.15,35.1,35.62,32.6114,29.3447,UP,1
2007-07-19,36.47,35.29,35.73,32.7384,29.4054,DOWN,0
2007-07-20,36.08,36.5,35.746,32.8366,29.4659,UP,1
2007-07-23,36.265,36.17,35.865,32.9499,29.5262,DOWN,0
2007-07-24,35.49,36.11,35.891,33.0401,29.5785,DOWN,0
2007-07-25,35.16,35.59,35.893,33.1329,29.629,DOWN,0
2007-07-26,34.54,34.99,35.507,33.2227,29.6722,DOWN,0
2007-07-27,33.42,34.35,34.975,33.2879,29.7083,UP,1
2007-07-30,33.44,33.48,34.41,33.3553,29.7446,DOWN,0
2007-07-31,33.32,33.6,33.976,33.4097,29.7756,DOWN,0
2007-08-01,32.38,33.15,33.42,33.4419,29.7996,UP,1
2007-08-02,33.98,32.75,33.308,33.5075,29.8306,DOWN,0
2007-08-03,32.0,33.43,33.024,33.5241,29.8542,UP,1
2007-08-06,32.05,32.29,32.746,33.5567,29.8801,UP,1
2007-08-07,32.65,32.0,32.612,33.5933,29.9107,UP,1
2007-08-08,34.05,32.96,32.946,33.6543,29.949,DOWN,0
2007-08-09,32.94,32.8,32.738,33.6755,29.983,UP,1
2007-08-10,33.25,32.34,32.988,33.6979,30.0197,UP,1
2007-08-13,33.39,33.29,33.256,33.7171,30.0584,DOWN,0
2007-08-14,31.14,33.56,32.954,33.6879,30.0818,DOWN,0
2007-08-15,30.44,31.25,32.232,33.6441,30.0989,DOWN,0
2007-08-16,29.56,30.06,31.556,33.5925,30.1116,UP,1
2007-08-17,30.97,30.28,31.1,33.5829,30.1339,DOWN,0
2007-08-20,30.7,31.1,30.562,33.5617,30.1539,UP,1
2007-08-21,30.9,30.56,30.514,33.5467,30.1772,UP,1
2007-08-22,31.28,31.27,30.682,33.5339,30.2021,UP,1
2007-08-23,31.68,31.6,31.106,33.5211,30.226,UP,1
2007-08-24,32.59,31.71,31.43,33.5253,30.2513,UP,1
2007-08-27,32.74,32.42,31.838,33.5161,30.2763,DOWN,0
2007-08-28,31.67,32.49,31.992,33.4831,30.3003,UP,1
2007-08-29,31.69,31.84,32.074,33.4427,30.3225,UP,1
2007-08-30,31.86,31.6,32.11,33.4069,30.3488,UP,1
2007-08-31,32.57,32.29,32.106,33.3975,30.3736,UP,1
2007-09-04,33.82,32.46,32.322,33.4175,30.4025,DOWN,0
2007-09-05,33.11,33.5,32.61,33.4287,30.4297,DOWN,0
2007-09-06,33.01,33.16,32.874,33.4429,30.4547,DOWN,0
2007-09-07,32.43,32.7,32.988,33.4275,30.4769,DOWN,0
2007-09-10,32.33,32.65,32.94,33.4095,30.498,UP,1
2007-09-11,33.16,32.53,32.808,33.4009,30.5204,DOWN,0
2007-09-12,32.86,33.1,32.758,33.3645,30.5413,UP,1
2007-09-13,33.61,33.13,32.878,33.3369,30.5671,DOWN,0
2007-09-14,33.17,33.26,33.026,33.3009,30.5907,DOWN,0
2007-09-17,32.77,33.07,33.114,33.2577,30.6135,UP,1
2007-09-18,33.09,32.84,33.1,33.2203,30.6363,UP,1
2007-09-19,34.04,33.2,33.336,33.2151,30.6647,UP,1
2007-09-20,34.39,34.05,33.492,33.2111,30.6987,UP,1
2007-09-21,35.03,34.56,33.864,33.1933,30.7328,UP,1
2007-09-24,35.42,34.94,34.394,33.1817,30.7669,UP,1
2007-09-25,35.86,35.41,34.948,33.1855,30.8027,DOWN,0
2007-09-26,35.27,35.88,35.194,33.1837,30.835,UP,1
2007-09-27,35.6,35.26,35.436,33.1927,30.871,DOWN,0
2007-09-28,35.28,35.73,35.486,33.1689,30.903,UP,1
2007-10-01,35.86,35.35,35.574,33.1645,30.9389,DOWN,0
2007-10-02,35.28,35.69,35.458,33.1448,30.9709,DOWN,0
2007-10-03,35.27,35.08,35.458,33.1404,31.0041,UP,1
2007-10-04,35.55,35.39,35.448,33.1482,31.0401,UP,1
2007-10-05,35.75,35.7,35.542,33.1724,31.0774,DOWN,0
2007-10-08,35.17,35.56,35.404,33.2074,31.1131,UP,1
2007-10-09,35.66,35.36,35.48,33.2518,31.1514,DOWN,0
2007-10-10,35.0,35.66,35.426,33.2854,31.1864,DOWN,0
2007-10-11,34.65,35.25,35.246,33.3308,31.2227,DOWN,0
2007-10-12,34.57,34.65,35.01,33.3426,31.2588,DOWN,0
2007-10-15,34.5,34.45,34.876,33.3926,31.2964,DOWN,0
2007-10-16,34.08,34.45,34.56,33.4332,31.3301,UP,1
2007-10-17,34.9,34.68,34.54,33.4782,31.3671,DOWN,0
2007-10-18,34.73,34.85,34.556,33.4918,31.403,DOWN,0
2007-10-19,34.01,34.68,34.444,33.5132,31.4327,UP,1
2007-10-22,35.01,34.14,34.546,33.5484,31.4711,UP,1
2007-10-23,35.4,35.12,34.81,33.5886,31.5117,UP,1
2007-10-24,35.57,35.22,34.944,33.6772,31.5493,UP,1
2007-10-25,35.8,35.6,35.158,33.7844,31.5856,UP,1
2007-10-26,36.38,36.04,35.632,33.9208,31.624,UP,1
2007-10-29,36.43,36.49,35.916,34.03,31.66,DOWN,0
2007-10-30,36.23,36.19,36.082,34.1406,31.6981,DOWN,0
2007-10-31,35.6,35.95,36.088,34.2346,31.7348,DOWN,0
2007-11-01,34.69,35.34,35.866,34.3028,31.7662,UP,1
2007-11-02,37.22,35.1,36.034,34.4136,31.8071,UP,1
2007-11-05,38.3,37.15,36.408,34.5278,31.8552,DOWN,0
2007-11-06,38.03,38.45,36.768,34.6336,31.9014,DOWN,0
2007-11-07,36.99,38.03,37.046,34.74,31.942,DOWN,0
2007-11-08,36.77,37.17,37.462,34.8416,31.9797,DOWN,0
2007-11-09,32.65,36.15,36.548,34.8574,31.9939,DOWN,0
2007-11-12,31.01,32.14,35.09,34.8262,31.999,UP,1
2007-11-13,33.67,31.53,34.218,34.8232,32.0173,DOWN,0
2007-11-14,33.02,33.7,33.424,34.8214,32.0339,UP,1
2007-11-15,33.37,32.85,32.744,34.8286,32.0541,UP,1
2007-11-16,34.35,33.6,33.084,34.867,32.08,DOWN,0
2007-11-19,33.8,34.08,33.642,34.8964,32.1018,UP,1
2007-11-20,34.07,33.9,33.722,34.9146,32.1273,DOWN,0
2007-11-21,33.66,33.84,33.85,34.9306,32.1493,UP,1
2007-11-23,34.4,33.94,34.056,34.9464,32.1725,UP,1
2007-11-26,34.69,34.33,34.124,34.9768,32.2007,UP,1
2007-11-27,34.73,34.9,34.31,35.016,32.2311,UP,1
2007-11-28,35.75,35.1,34.646,35.0692,32.2682,UP,1
2007-11-29,36.93,35.55,35.3,35.127,32.3091,UP,1
2007-11-30,37.44,37.5,35.908,35.188,32.3523,DOWN,0
2007-12-03,36.66,37.29,36.302,35.2206,32.3923,DOWN,0
2007-12-04,34.75,36.16,36.306,35.2072,32.4176,UP,1
2007-12-05,35.31,35.1,36.218,35.1962,32.4456,UP,1
2007-12-06,35.65,35.31,35.962,35.2038,32.4741,UP,1
2007-12-07,36.58,35.9,35.79,35.2234,32.5124,DOWN,0
2007-12-10,36.38,36.79,35.734,35.2454,32.5516,DOWN,0
2007-12-11,35.18,36.3,35.82,35.2318,32.5892,DOWN,0
2007-12-12,34.18,35.5,35.594,35.2098,32.6252,DOWN,0
2007-12-13,33.71,33.94,35.206,35.1786,32.6612,DOWN,0
2007-12-14,33.62,33.5,34.614,35.14,32.6982,DOWN,0
2007-12-17,31.65,33.471,33.668,35.058,32.7264,UP,1
2007-12-18,32.76,32.14,33.184,35.0098,32.7552,UP,1
2007-12-19,32.82,32.6,32.912,34.953,32.7838,UP,1
2007-12-20,32.94,33.1,32.758,34.9118,32.813,UP,1
2007-12-21,34.39,33.4,32.912,34.9066,32.849,DOWN,0
2007-12-24,33.89,34.4,33.36,34.893,32.8804,UP,1
2007-12-26,34.42,33.85,33.692,34.8914,32.9174,DOWN,0
2007-12-27,33.75,34.39,33.878,34.8848,32.9505,DOWN,0
2007-12-28,33.58,33.99,34.006,34.8584,32.9827,UP,1
2007-12-31,33.84,33.45,33.896,34.8406,33.0156,DOWN,0
2008-01-02,33.14,33.77,33.746,34.8232,33.0449,DOWN,0
2008-01-03,32.29,33.01,33.32,34.7688,33.0654,DOWN,0
2008-01-04,31.17,31.95,32.804,34.6842,33.0753,DOWN,0
2008-01-07,30.33,31.37,32.154,34.5794,33.0778,DOWN,0
2008-01-08,29.56,30.5,31.298,34.4546,33.0768,DOWN,0
2008-01-09,28.5,29.33,30.37,34.297,33.0712,UP,1
2008-01-10,28.59,28.28,29.63,34.1402,33.0677,DOWN,0
2008-01-11,28.27,28.46,29.05,33.981,33.0624,UP,1
2008-01-14,29.49,28.7,28.882,33.8588,33.0623,DOWN,0
2008-01-15,28.98,29.01,28.766,33.7446,33.0594,DOWN,0
2008-01-16,27.77,28.83,28.62,33.5556,33.0508,DOWN,0
2008-01-17,26.65,27.98,28.232,33.3226,33.0347,DOWN,0
2008-01-18,26.17,26.83,27.812,33.0854,33.0167,DOWN,0
2008-01-22,25.73,25.42,27.06,32.8602,32.9978,DOWN,0
2008-01-23,25.5,25.05,26.364,32.6348,32.9754,UP,1
2008-01-24,27.5,25.56,26.31,32.5318,32.9597,DOWN,0
2008-01-25,26.37,27.56,26.254,32.439,32.9424,UP,1
2008-01-28,26.77,26.34,26.374,32.301,32.9237,UP,1
2008-01-29,29.22,26.97,27.072,32.225,32.919,DOWN,0
