ticker,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-01-14,15.9625,15.905,14.2013,16.024,15.9994,DOWN,0
2011-01-18,15.945,15.965,14.2124,15.9995,16.0001,UP,1
2011-01-19,16.185,15.9125,14.2249,16.012,16.0026,UP,1
2011-01-20,16.265,16.14,14.2386,16.0615,16.0087,DOWN,0
2011-01-21,16.23,16.2925,14.2496,16.1175,16.0188,UP,1
2011-01-24,16.3825,16.245,14.2617,16.2015,16.026,UP,1
2011-01-25,16.515,16.3325,14.2742,16.3155,16.0334,UP,1
2011-01-26,16.63,16.5875,14.2867,16.4045,16.0465,UP,1
2011-01-27,16.7475,16.645,14.2999,16.501,16.0633,DOWN,0
2011-01-28,16.365,16.77,14.311,16.528,16.0728,DOWN,0
2011-01-31,16.3,16.355,14.3219,16.5115,16.0718,UP,1
2011-02-01,16.4,16.36,14.3339,16.4885,16.0825,DOWN,0
2011-02-02,16.2125,16.3775,14.344,16.405,16.0865,UP,1
2011-02-03,17.1525,16.8525,14.3584,16.486,16.1055,UP,1
2011-02-04,17.4725,17.0425,14.3728,16.7075,16.1343,DOWN,0
2011-02-07,17.36,17.4175,14.3864,16.9195,16.1536,UP,1
2011-02-08,17.48,17.38,14.4008,17.1355,16.1749,DOWN,0
2011-02-09,17.3825,17.4075,14.4163,17.3695,16.2014,UP,1
2011-02-10,17.7275,17.2575,14.4346,17.4845,16.2315,UP,1
2011-02-11,17.9425,17.6725,14.4527,17.5785,16.2624,DOWN,0
2011-02-14,17.68,17.895,14.4711,17.6425,16.288,DOWN,0
2011-02-15,17.665,17.655,14.4882,17.6795,16.3157,UP,1
2011-02-16,17.79,17.685,14.5083,17.761,16.3478,DOWN,0
2011-02-17,17.785,17.765,14.5285,17.7725,16.3791,UP,1
2011-02-18,17.955,17.76,14.5521,17.775,16.4165,DOWN,0
2011-02-22,17.6775,17.885,14.5762,17.7745,16.4422,DOWN,0
2011-02-23,17.565,17.5875,14.5967,17.7545,16.4679,UP,1
2011-02-24,17.715,17.56,14.6176,17.7395,16.5057,UP,1
2011-02-25,17.9175,17.785,14.6394,17.766,16.5484,UP,1
2011-02-28,18.01,17.92,14.6635,17.777,16.5969,DOWN,0
2011-03-01,17.8775,18.1375,14.6875,17.817,16.6344,UP,1
2011-03-02,18.0075,17.8175,14.7113,17.9055,16.6798,UP,1
2011-03-03,18.1025,18.1525,14.7371,17.983,16.728,DOWN,0
2011-03-04,17.9775,18.0425,14.7623,17.995,16.772,DOWN,0
2011-03-07,17.6675,18.0525,14.7853,17.9265,16.8086,UP,1
2011-03-08,17.8325,17.635,14.8088,17.9175,16.8484,DOWN,0
2011-03-09,17.8225,17.765,14.8325,17.8805,16.889,DOWN,0
2011-03-10,17.64,17.6625,14.8546,17.788,16.9254,UP,1
2011-03-11,17.925,17.575,14.8792,17.7775,16.9663,DOWN,0
2011-03-14,17.615,17.8175,14.9008,17.767,16.9994,DOWN,0
2011-03-15,17.46,17.3,14.9226,17.6925,17.0323,DOWN,0
2011-03-16,17.2875,17.33,14.9432,17.5855,17.0587,UP,1
2011-03-17,17.45,17.4025,14.9624,17.5475,17.0967,DOWN,0
2011-03-18,17.4,17.565,14.9792,17.4425,17.1314,DOWN,0
2011-03-21,17.1513,17.51,14.9967,17.3497,17.1556,DOWN,0
2011-03-22,16.9975,17.15,15.0153,17.2572,17.1758,UP,1
2011-03-23,17.23,16.925,15.0332,17.2457,17.199,UP,1
2011-03-24,17.4325,17.31,15.0508,17.2422,17.2252,UP,1
2011-03-25,17.5575,17.4975,15.0668,17.2737,17.256,DOWN,0
2011-03-28,17.5225,17.5575,15.0827,17.348,17.2875,UP,1
2011-03-29,17.545,17.4775,15.0992,17.4575,17.3191,UP,1
2011-03-30,17.9275,17.65,15.1169,17.597,17.3588,DOWN,0
2011-03-31,17.78,17.89,15.134,17.6665,17.3907,UP,1
2011-04-01,17.8875,17.835,15.1513,17.7325,17.4231,DOWN,0
2011-04-04,17.8325,17.8625,15.1688,17.7945,17.4552,UP,1
2011-04-05,18.105,17.7975,15.1889,17.9065,17.4896,DOWN,0
2011-04-06,17.95,18.1875,15.2095,17.911,17.5183,DOWN,0
2011-04-07,17.725,17.8625,15.2289,17.9,17.5402,DOWN,0
2011-04-08,17.65,17.765,15.2483,17.8525,17.5583,UP,1
2011-04-11,17.8125,17.6675,15.2692,17.8485,17.5872,DOWN,0
2011-04-12,17.805,17.68,15.2899,17.7885,17.6173,UP,1
2011-04-13,17.87,17.84,15.3125,17.7725,17.6467,DOWN,0
2011-04-14,17.6875,17.7375,15.3344,17.765,17.6762,UP,1
2011-04-15,17.8025,17.7,15.3549,17.7955,17.6892,DOWN,0
2011-04-18,17.685,17.5975,15.3755,17.77,17.6935,DOWN,0
2011-04-19,17.6425,17.685,15.3954,17.7375,17.6991,UP,1
2011-04-20,18.115,17.825,15.4168,17.7865,17.7118,DOWN,0
2011-04-21,18.065,18.1125,15.4396,17.862,17.7255,UP,1
2011-04-25,18.115,18.0275,15.4626,17.9245,17.7332,UP,1
2011-04-26,18.125,18.1775,15.486,18.0125,17.7369,UP,1
2011-04-27,18.24,18.19,15.5093,18.132,17.7481,UP,1
2011-04-28,18.505,18.255,15.5341,18.21,17.7649,DOWN,0
2011-04-29,18.4225,18.5025,15.5577,18.2815,17.7775,DOWN,0
2011-05-02,18.35,18.5425,15.5832,18.3285,17.7888,DOWN,0
2011-05-03,18.3375,18.3475,15.6081,18.371,17.7965,UP,1
2011-05-04,18.3625,18.3075,15.6319,18.3955,17.8102,UP,1
2011-05-05,19.6375,18.77,15.6633,18.622,17.8516,DOWN,0
2011-05-06,19.5475,19.7775,15.6924,18.847,17.8883,UP,1
2011-05-09,19.645,19.62,15.7211,19.106,17.9228,UP,1
2011-05-10,19.94,19.745,15.751,19.4265,17.9614,UP,1
2011-05-11,20.27,19.9,15.7846,19.808,18.0093,UP,1
2011-05-12,20.61,20.3325,15.8211,20.0025,18.0613,UP,1
2011-05-13,20.66,20.675,15.859,20.225,18.1125,DOWN,0
2011-05-16,20.44,20.615,15.8954,20.384,18.1617,DOWN,0
2011-05-17,20.25,20.41,15.9308,20.446,18.2134,UP,1
2011-05-18,20.465,20.1825,15.9682,20.485,18.266,DOWN,0
2011-05-19,20.195,20.165,16.0031,20.402,18.3135,UP,1
2011-05-20,20.1975,20.09,16.0408,20.3095,18.3646,DOWN,0
2011-05-23,20.1,20.0175,16.0785,20.2415,18.4081,DOWN,0
2011-05-24,19.9,20.1875,16.1138,20.1715,18.4538,UP,1
2011-05-25,20.29,19.905,16.1515,20.1365,18.5104,UP,1
2011-05-26,20.5525,20.19,16.192,20.208,18.5757,DOWN,0
2011-05-27,20.4275,20.505,16.2321,20.254,18.6353,UP,1
2011-05-31,20.49,20.505,16.2733,20.332,18.6971,DOWN,0
2011-06-01,20.18,20.485,16.3124,20.388,18.7577,DOWN,0
2011-06-02,20.025,20.075,16.3505,20.335,18.8182,DOWN,0
2011-06-03,19.7775,19.8025,16.3857,20.18,18.8692,DOWN,0
2011-06-06,19.4825,19.785,16.4203,19.991,18.9102,UP,1
2011-06-07,19.555,19.475,16.4558,19.804,18.9501,DOWN,0
2011-06-08,19.405,19.4475,16.4896,19.649,18.9878,UP,1
2011-06-09,19.42,19.3425,16.5247,19.528,19.0253,DOWN,0
2011-06-10,19.0575,19.315,16.5565,19.384,19.0479,UP,1
2011-06-13,19.1125,19.0625,16.5893,19.31,19.0745,UP,1
2011-06-14,19.1925,19.2725,16.6216,19.2375,19.1006,DOWN,0
2011-06-15,18.8975,19.0025,16.6531,19.136,19.1219,DOWN,0
2011-06-16,18.7725,18.9,16.685,19.0065,19.1353,UP,1
2011-06-17,18.7963,18.9725,16.7151,18.9542,19.1522,UP,1
2011-06-20,19.0275,18.7475,16.7449,18.9373,19.1782,UP,1
2011-06-21,19.56,19.0775,16.777,19.0108,19.2164,UP,1
2011-06-22,19.5638,19.4525,16.8103,19.144,19.2515,UP,1
2011-06-23,19.7725,19.3525,16.8445,19.344,19.2908,DOWN,0
2011-06-24,19.4,19.7425,16.8768,19.4648,19.3214,UP,1
2011-06-27,19.545,19.3775,16.9093,19.5683,19.3586,UP,1
2011-06-28,20.0775,19.5975,16.9436,19.6717,19.4041,DOWN,0
2011-06-29,19.835,20.08,16.9757,19.726,19.4471,UP,1
2011-06-30,20.03,19.9425,17.0082,19.7775,19.4948,UP,1
2011-07-01,20.3175,20.0925,17.0423,19.961,19.5389,DOWN,0
2011-07-05,20.3,20.3125,17.0765,20.112,19.5836,DOWN,0
2011-07-06,20.2675,20.2775,17.1096,20.15,19.6266,UP,1
2011-07-07,20.3175,20.3,17.1439,20.2465,19.6705,DOWN,0
2011-07-08,20.02,20.175,17.1754,20.2445,19.7061,DOWN,0
2011-07-11,19.7425,19.9,17.2042,20.1295,19.7308,DOWN,0
2011-07-12,19.705,19.795,17.2322,20.0105,19.7565,DOWN,0
2011-07-13,19.63,19.8475,17.2611,19.883,19.782,DOWN,0
2011-07-14,19.4425,19.69,17.2881,19.708,19.8042,DOWN,0
2011-07-15,19.4175,19.47,17.3156,19.5875,19.8253,DOWN,0
2011-07-18,19.3,19.335,17.3438,19.499,19.8185,UP,1
2011-07-19,19.4325,19.45,17.3722,19.4445,19.8162,DOWN,0
2011-07-20,19.3075,19.385,17.4006,19.38,19.8094,UP,1
2011-07-21,19.455,19.41,17.4301,19.3825,19.7998,UP,1
2011-07-22,19.54,19.405,17.4599,19.407,19.7851,DOWN,0
2011-07-25,19.17,19.3875,17.4865,19.381,19.7563,UP,1
2011-07-26,19.3975,19.29,17.5138,19.374,19.7311,DOWN,0
2011-07-27,18.835,19.355,17.5378,19.2795,19.699,UP,1
2011-07-28,19.035,18.9175,17.5628,19.1955,19.6747,DOWN,0
2011-07-29,18.9425,18.845,17.5878,19.076,19.6442,UP,1
2011-08-01,19.0775,19.025,17.6132,19.0575,19.6219,DOWN,0
2011-08-02,18.515,18.9125,17.6348,18.881,19.5882,UP,1
2011-08-03,19.0525,18.53,17.6587,18.9245,19.5673,DOWN,0
2011-08-04,18.6175,18.965,17.6811,18.841,19.5416,DOWN,0
2011-08-05,18.39,18.85,17.7016,18.7305,19.5036,DOWN,0
2011-08-08,17.435,18.1,17.7169,18.402,19.4413,UP,1
2011-08-09,17.7475,17.65,17.7336,18.2485,19.3877,DOWN,0
2011-08-10,17.1225,17.325,17.7462,17.8625,19.3203,UP,1
2011-08-11,17.7675,17.4025,17.7619,17.6925,19.2721,UP,1
2011-08-12,17.92,17.8725,17.7783,17.5985,19.23,UP,1
2011-08-15,18.0075,17.9625,17.7953,17.713,19.1946,UP,1
2011-08-16,18.2475,17.8625,17.8128,17.813,19.1699,DOWN,0
2011-08-17,17.95,18.23,17.8281,17.9785,19.1378,DOWN,0
2011-08-18,17.71,16.8875,17.8404,17.967,19.1039,DOWN,0
2011-08-19,17.5075,17.51,17.8523,17.8845,19.0656,UP,1
2011-08-22,17.7225,17.8975,17.8614,17.8275,19.0389,UP,1
2011-08-23,18.4125,17.7575,17.8732,17.8605,19.025,UP,1
2011-08-24,18.48,18.425,17.8858,17.9665,19.0107,DOWN,0
2011-08-25,17.94,18.5325,17.8969,18.0125,18.9916,UP,1
2011-08-26,18.4125,17.8125,17.9088,18.1935,18.9844,UP,1
2011-08-29,18.8775,18.525,17.9225,18.4245,18.986,UP,1
2011-08-30,19.11,18.79,17.9381,18.564,18.9876,UP,1
2011-08-31,19.1375,19.1325,17.9543,18.6955,18.9792,DOWN,0
2011-09-01,18.6925,19.19,17.9683,18.846,18.9618,DOWN,0
2011-09-02,18.4,18.445,17.9785,18.8435,18.9343,UP,1
2011-09-06,18.4825,18.005,17.9916,18.7645,18.916,UP,1
2011-09-07,18.9,18.65,18.0061,18.7225,18.9031,DOWN,0
2011-09-08,18.7375,18.85,18.0187,18.6425,18.8763,DOWN,0
2011-09-09,18.5225,18.55,18.0312,18.6085,18.85,UP,1
2011-09-12,18.9475,18.255,18.044,18.718,18.8284,UP,1
2011-09-13,19.245,18.9375,18.0581,18.8705,18.8069,DOWN,0
2011-09-14,19.24,19.2925,18.074,18.9385,18.7857,UP,1
2011-09-15,19.745,19.39,18.0916,19.14,18.7753,UP,1
2011-09-16,20.1675,19.86,18.1105,19.469,18.7723,UP,1
2011-09-19,20.31,19.8825,18.13,19.7415,18.7781,DOWN,0
2011-09-20,20.285,20.3275,18.1501,19.9495,18.7889,DOWN,0
2011-09-21,19.9325,20.275,18.1688,20.088,18.7935,DOWN,0
2011-09-22,19.595,19.5,18.1857,20.058,18.7928,UP,1
2011-09-23,19.8825,19.49,18.2047,20.001,18.8016,UP,1
2011-09-26,20.2375,19.9525,18.2239,19.9865,18.818,DOWN,0
2011-09-27,20.14,20.525,18.2432,19.9575,18.8348,DOWN,0
2011-09-28,19.8475,20.24,18.2633,19.9405,18.8431,DOWN,0
2011-09-29,19.5975,20.15,18.2824,19.941,18.8489,UP,1
2011-09-30,19.6725,19.4425,18.3028,19.899,18.8532,DOWN,0
2011-10-03,19.1025,19.685,18.3183,19.672,18.8444,UP,1
2011-10-04,19.285,18.9525,18.336,19.501,18.8468,UP,1
2011-10-05,19.56,19.3825,18.3554,19.4435,18.85,UP,1
2011-10-06,20.19,19.65,18.3775,19.562,18.8771,UP,1
2011-10-07,20.4975,20.29,18.4007,19.727,18.9063,UP,1
2011-10-10,21.0675,20.75,18.4269,20.12,18.9488,UP,1
2011-10-11,21.2375,21.09,18.4541,20.5105,18.992,DOWN,0
2011-10-12,20.8675,21.355,18.4793,20.772,19.0391,DOWN,0
2011-10-13,20.8375,20.815,18.5041,20.9015,19.0748,UP,1
2011-10-14,21.25,21.0475,18.5306,21.052,19.1274,DOWN,0
2011-10-17,20.89,21.0625,18.556,21.0165,19.1774,UP,1
2011-10-18,21.2125,20.87,18.5822,21.0115,19.253,UP,1
2011-10-19,21.335,21.395,18.6111,21.105,19.3247,DOWN,0
2011-10-20,21.2625,21.3375,18.6391,21.19,19.4076,UP,1
2011-10-21,21.8025,21.515,18.6684,21.3005,19.4883,UP,1
2011-10-24,21.96,21.8,18.6983,21.5145,19.5691,DOWN,0
2011-10-25,21.9125,21.9075,18.7275,21.6545,19.6472,DOWN,0
2011-10-26,21.495,22.125,18.7543,21.6865,19.7121,UP,1
2011-10-27,22.0975,22.0225,18.7847,21.8535,19.7951,DOWN,0
2011-10-28,21.8925,22.055,18.8145,21.8715,19.8787,UP,1
2011-10-31,21.9325,21.95,18.8443,21.866,19.9672,DOWN,0
2011-11-01,21.755,21.655,18.8734,21.8345,20.0479,DOWN,0
2011-11-02,21.6575,21.9275,18.9007,21.867,20.1128,UP,1
2011-11-03,22.2975,21.7925,18.9309,21.907,20.1891,UP,1
2011-11-04,22.3525,22.27,18.9615,21.999,20.2773,UP,1
2011-11-07,22.405,22.2875,18.9916,22.0935,20.3572,UP,1
2011-11-08,22.58,22.4975,19.0219,22.2585,20.4313,DOWN,0
2011-11-09,21.655,22.2375,19.0471,22.258,20.4821,UP,1
2011-11-10,22.0175,21.9,19.0734,22.202,20.5397,UP,1
2011-11-11,22.4425,22.1925,19.1038,22.22,20.6147,DOWN,0
2011-11-14,22.2475,22.46,19.1335,22.1885,20.6917,UP,1
2011-11-15,22.465,22.1325,19.1639,22.1655,20.7713,DOWN,0
2011-11-16,21.9725,22.23,19.1927,22.229,20.8328,DOWN,0
2011-11-17,21.7375,21.82,19.2156,22.173,20.8928,DOWN,0
2011-11-18,21.525,21.73,19.2358,21.9895,20.9528,UP,1
2011-11-21,21.7275,21.315,19.2577,21.8855,21.0084,DOWN,0
2011-11-22,21.6025,21.7375,19.2783,21.713,21.0556,DOWN,0
2011-11-23,21.335,21.4625,19.2981,21.5855,21.0975,UP,1
2011-11-25,21.3575,21.13,19.3162,21.5095,21.1298,UP,1
2011-11-28,21.8775,21.7675,19.3359,21.58,21.164,UP,1
2011-11-29,22.35,21.985,19.3592,21.7045,21.2048,DOWN,0
2011-11-30,22.2725,22.8,19.3823,21.8385,21.2445,UP,1
2011-12-01,23.07,22.3225,19.4087,22.1855,21.3073,UP,1
2011-12-02,23.105,23.29,19.4353,22.535,21.3775,UP,1
2011-12-05,23.33,23.4325,19.4621,22.8255,21.4464,DOWN,0
2011-12-06,23.2475,23.3675,19.49,23.005,21.5066,UP,1
2011-12-07,23.2725,23.225,19.5185,23.205,21.5693,DOWN,0
2011-12-08,23.0775,23.1825,19.5453,23.2065,21.6339,UP,1
2011-12-09,23.395,23.16,19.5727,23.2645,21.7098,DOWN,0
2011-12-12,23.375,23.2875,19.5996,23.2735,21.7839,DOWN,0
2011-12-13,23.225,23.57,19.6263,23.269,21.8663,DOWN,0
2011-12-14,23.2075,23.15,19.6523,23.256,21.9448,DOWN,0
2011-12-15,23.205,23.3925,19.6778,23.2815,22.0177,UP,1
2011-12-16,23.5,23.375,19.7054,23.3025,22.0838,DOWN,0
2011-12-19,23.125,23.67,19.7327,23.2525,22.1364,UP,1
2011-12-20,23.93,23.51,19.7632,23.3935,22.1936,DOWN,0
2011-12-21,23.905,23.955,19.7936,23.533,22.247,DOWN,0
2011-12-22,23.83,23.92,19.8246,23.658,22.3062,UP,1
2011-12-23,24.12,23.875,19.8555,23.782,22.3719,UP,1
2011-12-27,24.485,24.125,19.8899,24.054,22.4366,DOWN,0
2011-12-28,24.24,24.565,19.9238,24.116,22.5036,UP,1
2011-12-29,24.28,24.27,19.9587,24.191,22.5649,DOWN,0
2011-12-30,23.765,24.265,19.9903,24.178,22.6135,DOWN,0
2012-01-03,23.645,24.2351,20.0215,24.083,22.6612,UP,1
2012-01-04,23.81,23.645,20.0548,23.948,22.7013,UP,1
2012-01-05,25.21,24.025,20.0959,24.142,22.7663,UP,1
2012-01-06,25.37,25.235,20.1366,24.36,22.8355,DOWN,0
2012-01-09,25.19,25.415,20.1754,24.645,22.9094,DOWN,0
2012-01-10,25.155,25.39,20.2134,24.947,22.9705,UP,1
2012-01-11,25.35,25.185,20.2525,25.255,23.0397,UP,1
2012-01-12,25.575,25.405,20.2927,25.328,23.1125,DOWN,0
2012-01-13,25.575,25.49,20.3309,25.369,23.1889,UP,1
2012-01-17,25.83,25.805,20.3711,25.497,23.2724,DOWN,0
2012-01-18,25.745,25.8,20.4104,25.615,23.3413,DOWN,0
2012-01-19,25.565,25.82,20.4491,25.658,23.4056,UP,1
2012-01-20,25.765,25.51,20.4874,25.696,23.4728,UP,1
2012-01-23,25.855,25.82,20.5269,25.752,23.5383,UP,1
2012-01-24,26.01,25.785,20.5683,25.788,23.6254,UP,1
2012-01-25,26.19,25.92,20.611,25.877,23.7088,DOWN,0
2012-01-26,25.815,26.355,20.6511,25.927,23.7763,DOWN,0
2012-01-27,25.545,25.81,20.6898,25.883,23.8422,DOWN,0
2012-01-30,25.35,25.42,20.7272,25.782,23.8999,UP,1
2012-01-31,25.41,25.45,20.7658,25.662,23.9687,UP,1
2012-02-01,25.615,25.505,20.8048,25.547,24.0462,DOWN,0
2012-02-02,25.595,26.02,20.8444,25.503,24.1276,UP,1
2012-02-03,25.88,25.945,20.8856,25.57,24.2107,DOWN,0
2012-02-06,25.66,25.82,20.9233,25.632,24.2919,UP,1
2012-02-07,25.985,25.62,20.9629,25.747,24.3848,DOWN,0
2012-02-08,25.82,25.975,21.0014,25.788,24.4741,UP,1
2012-02-09,25.93,25.805,21.0404,25.855,24.5551,UP,1
2012-02-10,25.975,25.7,21.0791,25.874,24.6276,DOWN,0
2012-02-13,25.97,26.0751,21.1164,25.936,24.7016,DOWN,0
2012-02-14,25.95,25.835,21.1541,25.929,24.7592,DOWN,0
2012-02-15,25.615,25.95,21.1904,25.888,24.8094,UP,1
2012-02-16,25.79,25.7299,21.2277,25.86,24.8586,UP,1
2012-02-17,25.915,25.75,21.2654,25.848,24.9119,UP,1
2012-02-21,26.025,25.96,21.2974,25.859,24.967,UP,1
2012-02-22,26.47,26.08,21.332,25.963,25.0348,DOWN,0
2012-02-23,26.345,26.52,21.3655,26.109,25.0938,UP,1
2012-02-24,26.395,26.34,21.3978,26.23,25.1542,UP,1
2012-02-27,26.545,26.3,21.4291,26.356,25.2207,UP,1
2012-02-28,26.795,26.51,21.4601,26.51,25.2924,DOWN,0
2012-02-29,26.665,26.72,21.4901,26.549,25.3616,UP,1
2012-03-01,27.125,27.11,21.5235,26.705,25.4341,DOWN,0
2012-03-02,26.95,27.11,21.557,26.816,25.5106,UP,1
2012-03-05,27.465,26.84,21.592,27.0,25.5813,DOWN,0
2012-03-06,27.365,27.32,21.6279,27.114,25.6505,UP,1
2012-03-07,27.465,27.355,21.6642,27.274,25.7232,UP,1
2012-03-08,27.68,27.61,21.7021,27.385,25.7944,UP,1
2012-03-09,27.99,27.795,21.7425,27.593,25.8645,UP,1
2012-03-12,28.305,28.2,21.7826,27.761,25.9458,UP,1
2012-03-13,28.475,28.46,21.8222,27.983,26.0297,DOWN,0
2012-03-14,28.285,28.575,21.8615,28.147,26.1201,DOWN,0
2012-03-15,28.175,28.1,21.9,28.246,26.2107,DOWN,0
2012-03-16,27.895,28.085,21.9385,28.227,26.2924,DOWN,0
2012-03-19,27.855,27.805,21.9777,28.137,26.3453,UP,1
2012-03-20,28.415,27.83,22.0209,28.125,26.4062,UP,1
2012-03-21,28.69,28.5,22.0669,28.206,26.4762,DOWN,0
2012-03-22,28.615,28.435,22.1122,28.294,26.5454,DOWN,0
2012-03-23,28.555,28.5,22.158,28.426,26.6095,UP,1
2012-03-26,29.38,28.77,22.2078,28.731,26.6856,UP,1
2012-03-27,29.5,29.445,22.26,28.948,26.7641,UP,1
2012-03-28,29.67,29.495,22.3128,29.144,26.8409,DOWN,0
2012-03-29,29.375,29.655,22.3637,29.296,26.9135,DOWN,0
