ticker,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-12-05,37.43,37.64,30.4009,37.942,34.2968,UP,1
2005-12-06,38.1,37.75,30.4423,37.996,34.4792,DOWN,0
2005-12-07,37.38,38.15,30.4818,37.962,34.6468,DOWN,0
2005-12-08,36.43,37.65,30.5075,37.418,34.796,DOWN,0
2005-12-09,36.3,36.3,30.5291,37.128,34.9288,UP,1
2005-12-12,36.99,36.5,30.5569,37.04,35.0592,UP,1
2005-12-13,37.04,37.0,30.5827,36.828,35.1798,DOWN,0
2005-12-14,36.78,37.0,30.6095,36.708,35.2974,DOWN,0
2005-12-15,36.64,36.73,30.643,36.75,35.4164,DOWN,0
2005-12-16,36.03,36.6,30.675,36.696,35.5318,DOWN,0
2005-12-19,34.7,36.0,30.6991,36.238,35.6194,UP,1
2005-12-20,35.16,34.66,30.7273,35.862,35.7168,DOWN,0
2005-12-21,34.89,35.18,30.7557,35.484,35.8134,UP,1
2005-12-22,36.77,35.05,30.7939,35.51,35.9448,DOWN,0
2005-12-23,36.53,36.98,30.8335,35.61,36.0004,DOWN,0
2005-12-27,35.9,36.76,30.8696,35.85,36.0496,UP,1
2005-12-28,36.47,36.09,30.9124,36.112,36.1182,UP,1
2005-12-29,36.49,36.45,30.9584,36.432,36.1858,DOWN,0
2005-12-30,35.68,36.42,30.9983,36.214,36.2318,UP,1
2006-01-03,36.69,36.09,31.0442,36.246,36.2918,UP,1
2006-01-04,37.05,36.91,31.09,36.476,36.344,UP,1
2006-01-05,37.74,37.27,31.1398,36.73,36.4122,UP,1
2006-01-06,39.07,38.0,31.1954,37.246,36.513,UP,1
2006-01-09,39.46,38.99,31.2513,38.002,36.6362,DOWN,0
2006-01-10,38.76,39.35,31.3056,38.416,36.7596,UP,1
2006-01-11,39.65,38.56,31.3647,38.936,36.8934,DOWN,0
2006-01-12,39.4,39.75,31.419,39.268,37.0066,DOWN,0
2006-01-13,38.29,38.75,31.4662,39.112,37.0984,DOWN,0
2006-01-17,37.619,37.64,31.512,38.7438,37.154,UP,1
2006-01-18,38.32,37.44,31.5634,38.6558,37.2124,UP,1
2006-01-19,43.85,42.15,31.6455,39.4958,37.388,DOWN,0
2006-01-20,42.02,43.35,31.7181,40.0198,37.512,UP,1
2006-01-23,42.46,42.41,31.7913,40.8538,37.6444,UP,1
2006-01-24,44.21,42.87,31.8724,42.172,37.7778,DOWN,0
2006-01-25,43.82,44.3,31.9534,43.272,37.899,UP,1
2006-01-26,45.45,44.35,32.0418,43.592,38.0646,UP,1
2006-01-27,46.32,45.56,32.1429,44.452,38.2428,UP,1
2006-01-30,46.86,46.55,32.2453,45.332,38.4234,DOWN,0
2006-01-31,46.43,46.96,32.3481,45.776,38.6038,UP,1
2006-02-01,46.89,46.23,32.4507,46.39,38.7902,DOWN,0
2006-02-02,46.01,46.85,32.5457,46.502,38.9606,UP,1
2006-02-03,46.23,46.06,32.6457,46.484,39.1452,UP,1
2006-02-06,46.85,46.38,32.7429,46.482,39.3288,DOWN,0
2006-02-07,46.35,47.02,32.8402,46.466,39.5058,UP,1
2006-02-08,47.41,46.82,32.941,46.57,39.6852,DOWN,0
2006-02-09,47.08,47.84,33.0425,46.784,39.8856,UP,1
2006-02-10,48.03,47.02,33.1477,47.144,40.0896,DOWN,0
2006-02-13,46.45,47.95,33.2488,47.064,40.2676,UP,1
2006-02-14,46.86,46.66,33.3549,47.166,40.4218,UP,1
2006-02-15,47.74,46.67,33.4637,47.232,40.6216,DOWN,0
2006-02-16,46.19,48.2,33.564,47.054,40.7968,DOWN,0
2006-02-17,44.62,46.12,33.6537,46.372,40.9272,DOWN,0
2006-02-21,44.58,44.56,33.7436,45.998,41.0712,DOWN,0
2006-02-22,44.13,44.81,33.8313,45.452,41.2252,DOWN,0
2006-02-23,43.4,44.04,33.9153,44.584,41.3672,UP,1
2006-02-24,43.75,43.46,34.0016,44.096,41.5024,DOWN,0
2006-02-27,42.39,42.49,34.0806,43.65,41.6094,UP,1
2006-02-28,43.1,42.27,34.1637,43.354,41.7358,UP,1
2006-03-01,44.67,43.0,34.2508,43.462,41.8964,UP,1
2006-03-02,44.99,44.64,34.3384,43.78,42.0756,DOWN,0
2006-03-03,43.83,44.25,34.4177,43.796,42.2582,DOWN,0
2006-03-06,43.13,43.88,34.4914,43.944,42.4176,DOWN,0
2006-03-07,42.2,43.25,34.5602,43.764,42.5638,DOWN,0
2006-03-08,41.8,42.17,34.6245,43.19,42.6644,DOWN,0
2006-03-09,41.44,42.0,34.6881,42.48,42.7626,DOWN,0
2006-03-10,40.96,41.54,34.7452,41.906,42.8638,UP,1
2006-03-13,41.71,40.94,34.8078,41.622,42.9686,UP,1
2006-03-14,43.64,41.64,34.8766,41.91,43.1116,UP,1
2006-03-15,45.4,43.7,34.9548,42.63,43.306,DOWN,0
2006-03-16,42.9,45.45,35.0161,42.922,43.4302,UP,1
2006-03-17,42.92,42.97,35.076,43.314,43.5476,UP,1
2006-03-20,43.09,43.05,35.1325,43.59,43.6546,DOWN,0
2006-03-21,42.2,43.09,35.1863,43.302,43.7172,DOWN,0
2006-03-22,42.13,41.55,35.241,42.648,43.7706,UP,1
2006-03-23,42.63,42.15,35.3022,42.594,43.848,UP,1
2006-03-24,43.67,42.81,35.3668,42.744,43.9284,DOWN,0
2006-03-27,43.17,43.62,35.4262,42.76,44.0038,DOWN,0
2006-03-28,42.02,43.09,35.4828,42.724,44.0784,UP,1
2006-03-29,43.05,42.09,35.545,42.908,44.187,UP,1
2006-03-30,43.13,43.09,35.6095,43.008,44.2832,DOWN,0
2006-03-31,43.0,43.24,35.6731,42.874,44.2662,UP,1
2006-04-03,43.29,43.13,35.738,42.898,44.2916,DOWN,0
2006-04-04,42.39,43.49,35.7968,42.972,44.2902,UP,1
2006-04-05,43.98,42.61,35.8657,43.158,44.2856,UP,1
2006-04-06,45.57,44.1,35.9404,43.646,44.3206,DOWN,0
2006-04-07,45.28,45.5,36.0124,44.102,44.3172,DOWN,0
2006-04-10,44.64,44.6,36.0844,44.372,44.2836,UP,1
2006-04-11,44.79,44.67,36.1639,44.852,44.2422,DOWN,0
2006-04-12,44.71,43.89,36.2455,44.998,44.2078,UP,1
2006-04-13,46.77,46.3,36.3353,45.238,44.2054,DOWN,0
2006-04-17,45.13,46.87,36.4162,45.208,44.1878,UP,1
2006-04-18,46.75,45.34,36.5052,45.63,44.1982,UP,1
2006-04-19,47.66,46.69,36.5983,46.204,44.2144,UP,1
2006-04-20,47.78,47.1,36.6922,46.818,44.243,DOWN,0
2006-04-21,46.32,47.75,36.7797,46.728,44.2212,UP,1
2006-04-24,47.13,46.41,36.8703,47.128,44.2222,UP,1
2006-04-25,47.43,47.38,36.9625,47.264,44.2102,UP,1
2006-04-26,47.73,47.47,37.0535,47.278,44.2358,UP,1
2006-04-27,48.88,47.54,37.1451,47.498,44.2762,DOWN,0
2006-04-28,48.88,48.75,37.2356,48.01,44.299,DOWN,0
2006-05-01,48.34,48.93,37.3227,48.252,44.342,UP,1
2006-05-02,48.54,48.46,37.4128,48.474,44.4204,UP,1
2006-05-03,51.89,48.69,37.5192,49.306,44.5666,UP,1
2006-05-04,52.97,51.84,37.6286,50.124,44.7434,UP,1
2006-05-05,53.49,53.01,37.7333,51.046,44.9452,DOWN,0
2006-05-08,51.96,53.17,37.8445,51.77,45.1094,UP,1
2006-05-09,53.31,51.76,37.9662,52.724,45.3278,DOWN,0
2006-05-10,51.83,53.3,38.082,52.712,45.5024,DOWN,0
2006-05-11,48.93,50.25,38.1845,51.904,45.5876,DOWN,0
2006-05-12,48.84,48.6,38.288,50.974,45.6646,DOWN,0
2006-05-15,47.6,48.52,38.3846,50.102,45.74,UP,1
2006-05-16,48.48,47.55,38.4847,49.136,45.847,DOWN,0
2006-05-17,47.45,47.34,38.581,48.26,45.952,DOWN,0
2006-05-18,46.64,47.51,38.6687,47.802,46.0488,UP,1
2006-05-19,47.61,46.61,38.762,47.556,46.1722,DOWN,0
2006-05-22,46.77,47.192,38.851,47.39,46.2884,DOWN,0
2006-05-23,44.56,47.26,38.9273,46.606,46.3454,UP,1
2006-05-24,45.77,44.52,39.0106,46.27,46.388,DOWN,0
2006-05-25,45.19,46.25,39.0906,45.98,46.3838,DOWN,0
2006-05-26,45.14,45.25,39.1739,45.486,46.4286,DOWN,0
2006-05-30,43.5,43.75,39.2465,44.832,46.4402,UP,1
2006-05-31,44.79,44.17,39.3269,44.878,46.4742,UP,1
2006-06-01,46.39,44.8,39.413,45.002,46.558,DOWN,0
2006-06-02,45.19,46.65,39.4968,45.002,46.6192,DOWN,0
2006-06-05,44.76,45.1,39.5739,44.926,46.6618,UP,1
2006-06-06,44.94,44.64,39.652,45.214,46.6872,DOWN,0
2006-06-07,44.4,44.875,39.727,45.136,46.7118,DOWN,0
2006-06-08,43.39,44.24,39.7935,44.536,46.7392,UP,1
2006-06-09,43.54,43.45,39.8616,44.206,46.749,DOWN,0
2006-06-12,41.67,43.37,39.9211,43.588,46.7198,UP,1
2006-06-13,41.74,41.64,39.9794,42.948,46.6946,UP,1
2006-06-14,43.23,41.81,40.0463,42.714,46.6934,UP,1
2006-06-15,46.18,43.55,40.1212,43.272,46.7692,DOWN,0
2006-06-16,45.05,45.92,40.1895,43.574,46.7906,DOWN,0
2006-06-19,44.59,45.09,40.2539,44.158,46.771,DOWN,0
2006-06-20,44.37,44.65,40.324,44.684,46.7528,UP,1
2006-06-21,45.67,44.55,40.4017,45.172,46.7734,DOWN,0
2006-06-22,45.11,45.56,40.475,44.958,46.7798,DOWN,0
2006-06-23,42.99,44.83,40.5347,44.546,46.7454,UP,1
2006-06-26,43.84,43.09,40.5991,44.396,46.6868,UP,1
2006-06-27,44.56,44.75,40.6666,44.434,46.6754,UP,1
2006-06-28,45.15,44.9,40.7355,44.33,46.6434,UP,1
2006-06-29,46.82,44.99,40.8103,44.672,46.6266,DOWN,0
2006-06-30,46.72,47.01,40.8882,45.418,46.6054,UP,1
2006-07-03,47.26,47.09,40.9693,46.102,46.6242,DOWN,0
2006-07-05,46.02,47.16,41.0462,46.394,46.602,DOWN,0
2006-07-06,45.61,46.19,41.123,46.486,46.5656,DOWN,0
2006-07-07,44.54,45.13,41.1962,46.03,46.5018,DOWN,0
2006-07-10,42.5,44.79,41.2615,45.186,46.3742,UP,1
2006-07-11,44.6,41.95,41.3363,44.654,46.2886,DOWN,0
2006-07-12,42.69,44.54,41.4028,43.988,46.1756,DOWN,0
2006-07-13,42.55,42.77,41.4706,43.376,46.0558,UP,1
2006-07-14,42.68,42.65,41.539,43.004,45.8716,DOWN,0
2006-07-17,42.25,42.59,41.6054,42.954,45.6572,UP,1
2006-07-18,42.45,42.1,41.6694,42.524,45.4364,UP,1
2006-07-19,44.94,42.505,41.7417,42.974,45.296,DOWN,0
2006-07-20,39.34,43.21,41.7834,42.332,45.0166,DOWN,0
2006-07-21,37.7,38.91,41.8174,41.336,44.734,UP,1
2006-07-24,38.97,37.86,41.8588,40.68,44.5348,UP,1
2006-07-25,39.11,39.26,41.903,40.012,44.3402,DOWN,0
2006-07-26,38.4,39.1395,41.9434,38.704,44.1562,UP,1
2006-07-27,39.62,38.47,41.9901,38.76,43.979,UP,1
2006-07-28,41.08,39.89,42.0452,39.436,43.8516,UP,1
2006-07-31,41.6,40.7,42.1022,39.962,43.7508,DOWN,0
2006-08-01,39.5,41.09,42.1309,40.04,43.5886,UP,1
2006-08-02,40.55,39.72,42.1665,40.47,43.4642,UP,1
2006-08-03,41.36,40.2,42.2081,40.818,43.4002,DOWN,0
2006-08-04,39.5,41.9,42.24,40.502,43.2748,UP,1
2006-08-07,39.53,39.59,42.2708,40.088,43.1616,DOWN,0
2006-08-08,39.03,39.57,42.2975,39.994,43.0394,UP,1
2006-08-09,39.78,39.5,42.3242,39.84,42.965,UP,1
2006-08-10,40.28,39.59,42.3539,39.624,42.8748,DOWN,0
2006-08-11,39.04,39.99,42.379,39.532,42.7278,UP,1
2006-08-14,39.64,39.4,42.4107,39.554,42.6168,UP,1
2006-08-15,41.17,40.38,42.4536,39.982,42.545,UP,1
2006-08-16,41.94,41.27,42.4985,40.414,42.485,DOWN,0
2006-08-17,41.19,41.7,42.5357,40.596,42.4208,UP,1
2006-08-18,41.65,41.08,42.5755,41.118,42.386,DOWN,0
2006-08-21,40.73,41.25,42.6049,41.336,42.3298,DOWN,0
2006-08-22,40.18,40.67,42.6288,41.138,42.3,UP,1
2006-08-23,40.6,40.35,42.6565,40.87,42.2772,UP,1
2006-08-24,40.63,40.68,42.6805,40.758,42.2252,DOWN,0
2006-08-25,39.8,40.35,42.7003,40.388,42.0976,UP,1
2006-08-28,39.96,39.72,42.7124,40.234,41.9958,UP,1
2006-08-29,40.17,40.16,42.7245,40.232,41.9074,UP,1
2006-08-30,43.12,40.43,42.7542,40.736,41.8824,DOWN,0
2006-08-31,42.73,43.1,42.7808,41.156,41.8236,DOWN,0
2006-09-01,42.03,43.1,42.8018,41.602,41.762,UP,1
2006-09-05,42.1,42.16,42.8253,42.03,41.7442,DOWN,0
2006-09-06,40.27,42.05,42.8388,42.05,41.6728,DOWN,0
2006-09-07,39.7,40.26,42.8498,41.366,41.5756,DOWN,0
2006-09-08,39.44,39.7,42.862,40.708,41.4614,DOWN,0
2006-09-11,39.35,39.04,42.8704,40.172,41.312,UP,1
2006-09-12,42.65,39.74,42.8962,40.282,41.2306,DOWN,0
2006-09-13,42.37,42.4,42.9158,40.702,41.1328,DOWN,0
2006-09-14,41.97,42.06,42.9404,41.156,41.0518,DOWN,0
2006-09-15,41.57,42.3,42.9591,41.582,40.971,UP,1
2006-09-18,41.58,41.54,42.9792,42.028,40.9118,DOWN,0
2006-09-19,41.38,41.785,42.9904,41.774,40.8894,UP,1
2006-09-20,42.54,41.88,43.0143,41.808,40.8482,DOWN,0
2006-09-21,41.14,42.79,43.0329,41.642,40.8172,UP,1
2006-09-22,41.36,41.29,43.0492,41.6,40.7934,UP,1
2006-09-25,45.04,42.72,43.0875,42.292,40.8406,UP,1
2006-09-26,45.74,45.0,43.134,43.164,40.9104,DOWN,0
2006-09-27,45.31,45.46,43.1791,43.718,40.9676,UP,1
2006-09-28,45.89,45.41,43.2236,44.668,40.9866,DOWN,0
2006-09-29,45.33,45.9,43.265,45.462,41.1064,DOWN,0
2006-10-02,44.53,45.58,43.3038,45.36,41.243,UP,1
2006-10-03,44.89,44.31,43.345,45.19,41.3614,UP,1
2006-10-04,46.98,44.65,43.3998,45.524,41.5188,UP,1
2006-10-05,46.99,46.98,43.4612,45.744,41.6906,UP,1
2006-10-06,47.69,46.84,43.5239,46.216,41.852,DOWN,0
2006-10-09,47.6,47.845,43.5874,46.83,41.9824,DOWN,0
2006-10-10,47.01,47.725,43.6386,47.254,42.0906,UP,1
2006-10-11,48.12,46.77,43.6966,47.482,42.263,UP,1
2006-10-12,48.39,48.44,43.759,47.762,42.4198,UP,1
2006-10-13,51.66,47.9,43.835,48.556,42.6258,UP,1
2006-10-16,52.08,51.74,43.9129,49.452,42.8774,DOWN,0
2006-10-17,50.94,51.19,43.9892,50.238,43.1056,DOWN,0
2006-10-18,49.03,50.2,44.0509,50.42,43.3056,UP,1
2006-10-19,49.78,48.79,44.1146,50.698,43.5056,DOWN,0
2006-10-20,48.43,49.58,44.168,50.052,43.6686,UP,1
2006-10-23,49.82,48.5,44.2218,49.6,43.8842,DOWN,0
2006-10-24,49.55,49.75,44.2722,49.322,44.0824,UP,1
2006-10-25,51.01,49.72,44.3335,49.718,44.2792,UP,1
2006-10-26,51.25,51.43,44.3915,50.012,44.4654,DOWN,0
2006-10-27,48.74,51.2,44.4382,50.074,44.6164,UP,1
2006-10-30,49.92,48.55,44.4963,50.094,44.7818,DOWN,0
2006-10-31,49.45,50.28,44.5555,50.074,44.9562,DOWN,0
2006-11-01,48.48,49.78,44.6063,49.568,45.1222,DOWN,0
2006-11-02,48.29,48.06,44.6285,48.976,45.276,UP,1
2006-11-03,48.99,48.95,44.6634,49.026,45.4432,UP,1
2006-11-06,49.64,49.01,44.6993,48.97,45.64,UP,1
2006-11-07,50.68,49.52,44.7316,49.216,45.8544,DOWN,0
2006-11-08,50.14,50.36,44.7632,49.548,46.0538,DOWN,0
2006-11-09,49.15,50.55,44.7817,49.72,46.1744,UP,1
2006-11-10,50.1,49.25,44.8006,49.942,46.3218,UP,1
2006-11-13,53.25,50.13,44.8326,50.664,46.5462,UP,1
2006-11-14,55.04,52.81,44.8756,51.536,46.805,DOWN,0
2006-11-15,54.65,55.0,44.9144,52.438,47.0926,DOWN,0
2006-11-16,54.43,54.67,44.9565,53.494,47.3872,DOWN,0
2006-11-17,54.34,54.19,44.9971,54.342,47.6852,UP,1
2006-11-20,56.6,54.43,45.0458,55.012,48.0302,DOWN,0
2006-11-21,55.21,55.67,45.0901,55.046,48.2814,UP,1
2006-11-22,55.75,55.51,45.1318,55.266,48.549,DOWN,0
2006-11-24,55.64,55.22,45.1746,55.508,48.8224,DOWN,0
2006-11-27,53.08,55.33,45.1999,55.256,49.0526,UP,1
2006-11-28,53.25,52.74,45.2338,54.586,49.286,DOWN,0
2006-11-29,52.66,53.989,45.2628,54.076,49.5116,DOWN,0
2006-11-30,52.6,52.38,45.2871,53.446,49.7128,DOWN,0
2006-12-01,51.59,52.19,45.3141,52.636,49.9218,UP,1
2006-12-04,53.78,51.38,45.3599,52.776,50.1702,DOWN,0
2006-12-05,53.78,53.92,45.4059,52.882,50.345,DOWN,0
2006-12-06,53.6,53.58,45.4533,53.07,50.5022,DOWN,0
2006-12-07,53.13,53.67,45.5019,53.176,50.6586,DOWN,0
2006-12-08,52.96,52.79,45.548,53.45,50.8,UP,1
2006-12-11,53.1,53.08,45.6015,53.314,50.9554,DOWN,0
2006-12-12,52.96,53.0,45.6508,53.15,51.124,DOWN,0
2006-12-13,51.77,53.34,45.6863,52.784,51.2616,UP,1
2006-12-14,53.33,52.06,45.728,52.824,51.3886,UP,1
2006-12-15,53.34,53.58,45.7756,52.9,51.5156,UP,1
2006-12-18,53.45,53.8,45.8272,52.97,51.6308,DOWN,0
2006-12-19,51.29,52.94,45.8727,52.636,51.7046,DOWN,0
2006-12-20,50.55,51.43,45.9164,52.392,51.7754,DOWN,0
2006-12-21,50.05,50.6,45.9594,51.736,51.814,DOWN,0
2006-12-22,49.8,49.75,46.0037,51.028,51.8422,UP,1
2006-12-26,50.14,49.68,46.0458,50.366,51.8118,UP,1
2006-12-27,50.71,49.465,46.0812,50.25,51.7844,UP,1
2006-12-28,51.22,50.84,46.1102,50.384,51.79,DOWN,0
2006-12-29,50.62,51.33,46.1489,50.498,51.8218,DOWN,0
2007-01-03,49.46,50.95,46.1815,50.43,51.8154,UP,1
2007-01-04,51.92,50.1,46.2257,50.786,51.8852,DOWN,0
2007-01-05,51.85,51.57,46.2739,51.014,51.9258,DOWN,0
2007-01-08,51.28,51.88,46.3197,51.026,51.9604,DOWN,0
2007-01-09,51.18,51.85,46.3625,51.138,51.9638,UP,1
2007-01-10,52.7,50.81,46.4076,51.786,51.9928,UP,1
2007-01-11,53.5,52.6,46.4593,52.102,52.088,UP,1
2007-01-12,54.54,53.14,46.5219,52.64,52.1804,DOWN,0
2007-01-16,53.25,53.82,46.5729,53.034,52.2564,UP,1
2007-01-17,54.13,52.72,46.6279,53.624,52.3694,DOWN,0
2007-01-18,46.22,48.55,46.644,52.328,52.328,UP,1
2007-01-19,47.28,46.25,46.6639,51.084,52.2938,DOWN,0
2007-01-22,46.9,47.68,46.6865,49.556,52.239,DOWN,0
2007-01-23,46.59,46.55,46.6995,48.224,52.1572,UP,1
2007-01-24,48.02,46.8,46.7118,47.002,52.1148,DOWN,0
2007-01-25,47.17,47.63,46.7212,47.192,52.0752,UP,1
2007-01-26,47.39,47.24,46.735,47.214,52.021,DOWN,0
2007-01-29,47.02,47.12,46.7461,47.238,51.8964,DOWN,0
2007-01-30,46.37,47.0,46.7544,47.194,51.723,DOWN,0
2007-01-31,45.81,46.0,46.7496,46.752,51.5462,DOWN,0
2007-02-01,45.3,45.84,46.7505,46.378,51.3636,UP,1
2007-02-02,45.73,45.78,46.7454,46.046,51.1914,UP,1
2007-02-05,46.4,46.17,46.7391,45.922,50.9874,DOWN,0
2007-02-06,45.7,46.16,46.7287,45.788,50.7972,UP,1
2007-02-07,46.25,46.25,46.7283,45.876,50.6072,DOWN,0
2007-02-08,45.7,46.32,46.7212,45.956,50.4084,DOWN,0
2007-02-09,44.01,45.85,46.7041,45.612,50.227,DOWN,0
2007-02-12,43.43,43.92,46.6826,45.018,50.0306,UP,1
2007-02-13,44.05,43.75,46.6584,44.688,49.8584,UP,1
2007-02-14,44.75,44.41,46.6378,44.388,49.7014,UP,1
2007-02-15,45.14,44.61,46.6218,44.276,49.5724,UP,1
2007-02-16,45.23,45.09,46.6052,44.52,49.4014,DOWN,0
2007-02-20,44.12,44.29,46.5664,44.658,49.2082,UP,1
2007-02-21,44.63,43.945,46.5247,44.774,49.0288,UP,1
2007-02-22,44.96,45.0,46.482,44.816,48.8654,UP,1
2007-02-23,45.79,45.45,46.4512,44.946,48.722,UP,1
2007-02-26,46.53,47.38,46.4173,45.206,48.5906,DOWN,0
2007-02-27,44.68,45.21,46.3815,45.318,48.425,DOWN,0
2007-02-28,44.66,44.99,46.3602,45.324,48.2828,DOWN,0
2007-03-01,44.29,43.7,46.3374,45.19,48.102,DOWN,0
2007-03-02,43.5,44.15,46.3169,44.732,47.9052,DOWN,0
2007-03-05,43.488,43.25,46.2919,44.1236,47.706,UP,1
2007-03-06,43.75,43.8,46.2734,43.9376,47.5552,UP,1
2007-03-07,44.32,43.84,46.2618,43.8696,47.4306,UP,1
2007-03-08,45.19,45.3,46.2497,44.0496,47.3334,UP,1
2007-03-09,45.51,45.84,46.2434,44.4516,47.2476,UP,1
2007-03-12,46.27,45.55,46.252,45.008,47.1702,DOWN,0
2007-03-13,44.8,46.19,46.2471,45.218,47.052,UP,1
2007-03-14,45.45,44.75,46.2484,45.444,46.9366,UP,1
2007-03-15,45.6,45.37,46.2507,45.526,46.8362,DOWN,0
2007-03-16,45.54,45.42,46.2609,45.532,46.7578,DOWN,0
2007-03-19,45.05,45.99,46.2622,45.288,46.6204,UP,1
2007-03-20,45.68,45.06,46.2587,45.464,46.497,UP,1
2007-03-21,46.83,45.87,46.2669,45.74,46.408,DOWN,0
2007-03-22,46.69,46.99,46.2765,45.958,46.3182,UP,1
2007-03-23,47.32,46.53,46.2884,46.314,46.2106,UP,1
2007-03-26,48.08,47.53,46.3068,46.92,46.1022,UP,1
2007-03-27,48.39,47.65,46.3318,47.462,45.9792,DOWN,0
2007-03-28,48.18,48.08,46.355,47.732,45.8778,DOWN,0
2007-03-29,47.15,48.55,46.3824,47.824,45.7382,UP,1
2007-03-30,47.34,47.35,46.4104,47.828,45.7606,UP,1
2007-04-02,47.49,47.395,46.4317,47.71,45.7648,UP,1
2007-04-03,47.93,47.69,46.4405,47.618,45.7854,UP,1
2007-04-04,49.06,48.47,46.4605,47.794,45.8348,UP,1
2007-04-05,49.4,49.05,46.4846,48.244,45.8624,DOWN,0
2007-04-09,49.33,49.51,46.5094,48.642,45.9056,UP,1
2007-04-10,50.51,49.3,46.5336,49.246,45.968,DOWN,0
2007-04-11,50.24,50.57,46.5592,49.708,46.0324,UP,1
2007-04-12,50.98,50.98,46.5992,50.092,46.1246,UP,1
2007-04-13,51.86,50.22,46.6393,50.584,46.2456,UP,1
2007-04-16,52.39,52.35,46.6784,51.196,46.3874,DOWN,0
2007-04-17,51.88,52.25,46.7121,51.47,46.5104,UP,1
2007-04-18,52.68,51.81,46.7414,51.958,46.636,UP,1
2007-04-19,52.89,52.0,46.7722,52.34,46.7798,DOWN,0
2007-04-20,52.77,53.46,46.7998,52.522,46.9102,UP,1
2007-04-23,52.97,52.81,46.8345,52.638,47.0556,UP,1
2007-04-24,53.41,53.34,46.8735,52.944,47.2436,UP,1
2007-04-25,54.01,53.58,46.9209,53.21,47.4552,UP,1
2007-04-26,54.91,53.77,46.9829,53.614,47.6724,DOWN,0
2007-04-27,54.46,54.43,47.0322,53.952,47.8666,DOWN,0
2007-04-30,53.78,54.3,47.0877,54.114,48.0394,UP,1
2007-05-01,54.65,54.03,47.1482,54.362,48.2278,DOWN,0
2007-05-02,54.41,54.6,47.2068,54.442,48.4336,UP,1
2007-05-03,54.92,54.42,47.2702,54.444,48.6394,UP,1
2007-05-04,55.7,54.93,47.3364,54.692,48.8542,DOWN,0
2007-05-07,55.12,55.46,47.3873,54.96,49.0408,DOWN,0
2007-05-08,54.12,54.75,47.4612,54.854,49.1926,UP,1
2007-05-09,54.73,54.09,47.5464,54.918,49.3936,DOWN,0
2007-05-10,52.97,54.35,47.6164,54.528,49.5598,UP,1
2007-05-11,53.93,53.1,47.6905,54.174,49.7526,DOWN,0
2007-05-14,53.68,54.18,47.7669,53.886,49.9562,DOWN,0
2007-05-15,53.19,53.48,47.8347,53.7,50.1502,DOWN,0
2007-05-16,51.68,51.9,47.8877,53.09,50.3088,DOWN,0
2007-05-17,51.45,51.76,47.937,52.786,50.4514,UP,1
2007-05-18,51.67,51.56,47.9978,52.334,50.581,UP,1
2007-05-21,51.87,51.56,48.0544,51.972,50.7082,DOWN,0
2007-05-22,51.35,51.76,48.1044,51.604,50.8098,DOWN,0
2007-05-23,50.82,51.64,48.161,51.432,50.9302,UP,1
2007-05-24,52.44,50.71,48.2255,51.63,51.07,UP,1
2007-05-25,52.99,52.49,48.2953,51.894,51.2178,UP,1
2007-05-29,53.26,52.99,48.3627,52.172,51.3722,UP,1
2007-05-30,53.29,52.87,48.4278,52.56,51.537,UP,1
2007-05-31,53.72,53.24,48.5012,53.14,51.6978,UP,1
2007-06-01,54.04,53.82,48.5732,53.46,51.842,UP,1
2007-06-04,54.65,53.9,48.6406,53.792,52.0012,DOWN,0
2007-06-05,53.8,54.57,48.6999,53.9,52.1308,DOWN,0
2007-06-06,52.59,53.45,48.7569,53.76,52.221,DOWN,0
2007-06-07,51.11,52.32,48.8042,53.238,52.2754,UP,1
2007-06-08,52.18,51.04,48.8614,52.866,52.3554,DOWN,0
2007-06-11,51.53,52.08,48.9182,52.242,52.443,UP,1
2007-06-12,51.98,51.21,48.9751,51.878,52.5358,UP,1
2007-06-13,52.31,52.24,49.0335,51.822,52.6322,UP,1
2007-06-14,53.35,52.5,49.1012,52.27,52.7406,UP,1
2007-06-15,53.91,53.88,49.171,52.616,52.8376,DOWN,0
2007-06-18,53.62,54.0,49.2382,53.034,52.922,DOWN,0
2007-06-19,53.32,53.62,49.2892,53.302,53.0018,DOWN,0
2007-06-20,52.85,53.28,49.3398,53.41,53.0486,UP,1
2007-06-21,54.0,52.8,49.3997,53.54,53.1238,DOWN,0
2007-06-22,53.11,53.94,49.4547,53.38,53.1664,DOWN,0
2007-06-25,52.4,53.16,49.5154,53.136,53.1772,DOWN,0
2007-06-26,51.3,52.7,49.5734,52.732,53.1554,UP,1
2007-06-27,51.88,51.045,49.6356,52.538,53.1554,DOWN,0
2007-06-28,51.08,51.065,49.6942,51.954,53.1234,UP,1
2007-06-29,51.4,51.36,49.738,51.612,53.0936,UP,1
2007-07-02,51.67,51.7,49.7845,51.466,53.0716,UP,1
2007-07-03,51.69,51.93,49.8331,51.544,53.046,UP,1
2007-07-05,51.79,51.66,49.8842,51.526,53.0136,UP,1
2007-07-06,51.95,52.0,49.936,51.7,52.9724,UP,1
2007-07-09,52.07,52.18,49.9895,51.834,52.9156,DOWN,0
