ticker,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,LRCX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,46.2917,46.8333,22.8447,46.1583,36.9308,DOWN,0
2000-02-09,45.6042,45.5833,23.0182,46.1292,37.3367,UP,1
2000-02-10,47.9792,45.5625,23.2035,46.3792,37.7788,DOWN,0
2000-02-11,46.7292,47.4583,23.3849,46.5875,38.1475,UP,1
2000-02-14,48.125,47.0417,23.573,46.9458,38.5258,DOWN,0
2000-02-15,47.6667,48.125,23.7592,47.2208,38.8975,DOWN,0
2000-02-16,47.375,47.8125,23.9449,47.575,39.2158,UP,1
2000-02-17,48.6667,47.5,24.1322,47.7125,39.5617,DOWN,0
2000-02-18,46.1458,48.8542,24.3079,47.5958,39.8821,UP,1
2000-02-22,46.3125,45.7292,24.4855,47.2333,40.2179,UP,1
2000-02-23,48.875,46.9375,24.6797,47.475,40.6129,DOWN,0
2000-02-24,47.6667,49.2292,24.8696,47.5333,40.9675,DOWN,0
2000-02-25,45.8333,47.7083,25.0478,46.9667,41.3233,UP,1
2000-02-28,46.0208,45.5208,25.225,46.9417,41.6758,UP,1
2000-02-29,52.0417,46.5625,25.4339,48.0875,42.1292,DOWN,0
2000-03-01,50.25,52.3333,25.6349,48.3625,42.5371,DOWN,0
2000-03-02,50.1042,50.5,25.8347,48.85,42.8292,UP,1
2000-03-03,50.6042,50.6667,26.034,49.8042,43.1146,DOWN,0
2000-03-06,50.4583,50.7083,26.2333,50.6917,43.3896,UP,1
2000-03-07,50.6667,51.8542,26.4357,50.4167,43.6813,DOWN,0
2000-03-08,48.9583,51.3958,26.6331,50.1583,43.9371,UP,1
2000-03-09,53.0417,48.6875,26.8517,50.7458,44.2967,UP,1
2000-03-10,54.1458,52.3333,27.0772,51.4542,44.6938,DOWN,0
2000-03-13,51.5,53.8958,27.2888,51.6625,45.0379,DOWN,0
2000-03-14,47.75,51.9167,27.4813,51.0792,45.2492,DOWN,0
2000-03-15,44.375,47.9792,27.656,50.1625,45.3875,UP,1
2000-03-16,44.7083,45.6458,27.8306,48.4958,45.565,UP,1
2000-03-17,49.0,42.875,28.0277,47.4667,45.8388,DOWN,0
2000-03-20,48.8125,48.75,28.2211,46.9292,46.1138,DOWN,0
2000-03-21,48.5,48.75,28.4131,47.0792,46.3721,UP,1
2000-03-22,50.8125,48.625,28.6141,48.3667,46.64,UP,1
2000-03-23,52.1875,52.1094,28.8169,49.8625,46.9446,UP,1
2000-03-24,54.25,54.375,29.029,50.9125,47.2696,DOWN,0
2000-03-27,53.0,55.8125,29.2353,51.75,47.5713,DOWN,0
2000-03-28,49.875,53.5,29.425,52.025,47.7038,DOWN,0
2000-03-29,45.3125,50.0,29.5941,50.925,47.7454,UP,1
2000-03-30,45.5625,44.375,29.7619,49.6,47.7475,DOWN,0
2000-03-31,45.0625,48.5625,29.922,47.7625,47.695,DOWN,0
2000-04-03,39.0,45.1875,30.0495,44.9625,47.5488,UP,1
2000-04-04,40.9375,39.1875,30.1835,43.175,47.4708,UP,1
2000-04-05,46.25,39.625,30.3456,43.3625,47.4767,UP,1
2000-04-06,49.75,48.9375,30.5243,44.2,47.6117,UP,1
2000-04-07,55.5625,50.0,30.7342,46.3,47.8596,DOWN,0
2000-04-10,49.25,56.8125,30.9115,48.35,48.0188,UP,1
2000-04-11,49.5,47.9375,31.0876,50.0625,48.1763,DOWN,0
2000-04-12,47.5,51.4063,31.2501,50.3125,48.2504,DOWN,0
2000-04-13,42.9375,48.8125,31.387,48.95,48.1942,DOWN,0
2000-04-14,36.5,42.5,31.4961,45.1375,47.9896,UP,1
2000-04-17,42.875,36.375,31.6363,43.8625,47.9333,UP,1
2000-04-18,48.875,44.25,31.806,43.7375,47.9842,DOWN,0
2000-04-19,42.5625,48.125,31.9475,42.75,47.9096,UP,1
2000-04-20,42.8125,43.0,32.0855,42.725,47.8538,DOWN,0
2000-04-24,40.0,38.75,32.2105,43.425,47.6942,UP,1
2000-04-25,41.5,42.0625,32.3426,43.15,47.5896,DOWN,0
2000-04-26,39.0625,41.75,32.4633,41.1875,47.4083,UP,1
2000-04-27,44.75,37.5,32.604,41.625,47.35,UP,1
2000-04-28,45.875,45.25,32.751,42.2375,47.32,DOWN,0
2000-05-01,44.125,46.625,32.8864,43.0625,47.2292,DOWN,0
2000-05-02,42.3125,43.625,33.0161,43.225,47.1525,DOWN,0
2000-05-03,39.0,42.125,33.1301,43.2125,47.0063,DOWN,0
2000-05-04,38.375,39.9375,33.2422,41.9375,46.7963,UP,1
2000-05-05,40.0,39.0625,33.3659,40.7625,46.6429,DOWN,0
2000-05-08,36.1875,39.3125,33.468,39.175,46.45,DOWN,0
2000-05-09,33.4375,38.125,33.5605,37.4,46.1983,DOWN,0
2000-05-10,32.4375,32.8125,33.645,36.0875,45.8063,UP,1
2000-05-11,32.75,33.5,33.7283,34.9625,45.4563,UP,1
2000-05-12,33.375,33.9688,33.8179,33.6375,45.1217,UP,1
2000-05-15,34.1875,34.375,33.8966,33.2375,44.7933,UP,1
2000-05-16,35.0,36.125,33.9793,33.55,44.4842,DOWN,0
2000-05-17,34.3125,34.0,34.0575,33.925,44.1571,DOWN,0
2000-05-18,33.625,35.0,34.1353,34.1,43.8504,DOWN,0
2000-05-19,30.375,33.25,34.1968,33.5,43.3971,DOWN,0
2000-05-22,29.4375,30.625,34.2514,32.55,42.9029,DOWN,0
2000-05-23,26.4375,28.3125,34.2906,30.8375,42.4017,UP,1
2000-05-24,27.125,26.25,34.3329,29.4,41.9892,UP,1
2000-05-25,27.625,27.75,34.374,28.2,41.6542,UP,1
2000-05-26,27.875,28.2188,34.4214,27.7,41.3175,UP,1
2000-05-30,32.0625,29.0,34.4824,28.225,40.9788,UP,1
2000-05-31,32.125,31.8594,34.5468,29.3625,40.645,UP,1
2000-06-01,36.0625,33.625,34.6335,31.15,40.3963,UP,1
2000-06-02,40.5625,39.75,34.7521,33.7375,40.1913,DOWN,0
2000-06-05,38.9375,40.25,34.8632,35.95,39.9263,DOWN,0
2000-06-06,37.1875,38.5938,34.966,36.975,39.585,UP,1
2000-06-07,38.8125,37.875,35.0705,38.3125,39.3013,UP,1
2000-06-08,39.9375,39.0,35.177,39.0875,39.1025,UP,1
2000-06-09,41.6875,41.8125,35.2935,39.3125,39.03,DOWN,0
2000-06-12,39.6875,42.5625,35.4002,39.4625,38.9125,UP,1
2000-06-13,40.4375,39.625,35.5095,40.1125,38.82,DOWN,0
2000-06-14,38.625,40.8438,35.6121,40.075,38.8125,DOWN,0
2000-06-15,38.1875,39.0625,35.709,39.725,38.7575,UP,1
2000-06-16,39.5625,38.4375,35.8108,39.3,38.6238,UP,1
2000-06-19,44.0,39.5,35.9351,40.1625,38.5088,DOWN,0
2000-06-20,42.9375,44.5,36.0492,40.6625,38.2563,UP,1
2000-06-21,43.4844,42.0625,36.1598,41.6344,38.1409,DOWN,0
2000-06-22,42.0,43.375,36.2627,42.3969,37.9909,DOWN,0
2000-06-23,40.625,42.4688,36.3602,42.6094,37.8534,DOWN,0
2000-06-26,40.25,41.25,36.4578,41.8594,37.7997,DOWN,0
2000-06-27,38.75,40.1875,36.5552,41.0219,37.8447,UP,1
2000-06-28,40.1875,39.625,36.6473,40.3625,37.7909,DOWN,0
2000-06-29,37.625,39.625,36.7328,39.4875,37.5659,DOWN,0
2000-06-30,37.5,38.75,36.8187,38.8625,37.4647,UP,1
2000-07-03,39.1875,37.75,36.9083,38.65,37.3922,DOWN,0
2000-07-05,32.375,37.0625,36.9622,37.375,37.2397,UP,1
2000-07-06,35.125,33.4375,37.0342,36.3625,37.1122,UP,1
2000-07-07,36.625,37.125,37.1113,36.1625,37.0634,UP,1
2000-07-10,36.875,36.5625,37.1941,36.0375,36.9059,DOWN,0
2000-07-11,35.625,37.0,37.276,35.325,36.7009,UP,1
2000-07-12,36.0,37.0,37.357,36.05,36.5384,UP,1
2000-07-13,36.25,36.875,37.4367,36.275,36.4172,UP,1
2000-07-14,37.9375,37.0,37.5205,36.5375,36.3959,UP,1
2000-07-17,39.625,37.9688,37.617,37.0875,36.4209,DOWN,0
2000-07-18,35.375,39.0625,37.6859,37.0375,36.3284,DOWN,0
2000-07-19,31.25,35.125,37.7303,36.0875,36.2297,DOWN,0
2000-07-20,28.9375,32.125,37.7619,34.625,36.1397,DOWN,0
2000-07-21,26.25,28.875,37.7771,32.2875,36.0159,UP,1
2000-07-24,28.0625,27.4375,37.806,29.975,35.9222,UP,1
2000-07-25,29.75,29.375,37.8421,28.85,35.8497,DOWN,0
2000-07-26,28.75,29.6875,37.87,28.35,35.7409,DOWN,0
2000-07-27,27.125,27.3125,37.8869,27.9875,35.5834,UP,1
2000-07-28,28.0,27.75,37.9069,28.3375,35.4572,UP,1
2000-07-31,29.25,29.3125,37.9301,28.575,35.3697,DOWN,0
2000-08-01,27.6094,29.5625,37.9449,28.1469,35.3144,UP,1
2000-08-02,27.625,27.6875,37.9654,27.9219,35.2781,DOWN,0
2000-08-03,23.0,25.0625,37.961,27.0969,35.2094,UP,1
2000-08-04,23.75,23.9375,37.9561,26.2469,35.1419,DOWN,0
2000-08-07,23.1094,23.625,37.9432,25.0188,35.0516,DOWN,0
2000-08-08,22.75,23.0,37.9317,24.0469,34.9491,UP,1
2000-08-09,23.1875,23.5,37.9238,23.1594,34.7716,DOWN,0
2000-08-10,21.625,22.9375,37.9018,22.8844,34.5616,UP,1
2000-08-11,21.9375,21.125,37.8842,22.5219,34.2791,UP,1
2000-08-14,23.9375,22.25,37.8702,22.6875,33.9466,UP,1
2000-08-15,26.0,24.5,37.8595,23.3375,33.6878,UP,1
2000-08-16,26.625,26.9375,37.8555,24.025,33.4766,UP,1
2000-08-17,27.875,26.5938,37.8587,25.275,33.2578,UP,1
2000-08-18,29.3125,28.4375,37.8613,26.75,33.0453,DOWN,0
2000-08-21,28.5625,29.75,37.8622,27.675,32.7828,DOWN,0
2000-08-22,27.75,28.75,37.8529,28.025,32.5441,UP,1
2000-08-23,30.25,27.5,37.8562,28.75,32.3403,DOWN,0
2000-08-24,29.625,30.8125,37.8589,29.1,32.1603,UP,1
2000-08-25,29.8125,29.5,37.8586,29.2,31.9928,UP,1
2000-08-28,30.25,30.0,37.8557,29.5375,31.8066,UP,1
2000-08-29,31.625,30.5938,37.8595,30.3125,31.5591,DOWN,0
2000-08-30,29.375,31.5,37.8628,30.1375,31.2878,UP,1
2000-08-31,30.125,29.625,37.8673,30.2375,31.0206,UP,1
2000-09-01,31.125,30.6875,37.8812,30.5,30.8031,DOWN,0
2000-09-05,29.0625,31.0625,37.8885,30.2625,30.5719,DOWN,0
2000-09-06,27.125,28.0,37.8937,29.3625,30.3094,UP,1
2000-09-07,28.625,27.125,37.9027,29.2125,30.1069,DOWN,0
2000-09-08,26.875,27.8125,37.9141,28.5625,29.8406,DOWN,0
2000-09-11,26.0,26.9375,37.9181,27.5375,29.6081,DOWN,0
2000-09-12,24.875,25.75,37.9152,26.7,29.3556,UP,1
2000-09-13,25.25,24.125,37.9149,26.325,29.0769,DOWN,0
2000-09-14,25.0,26.3125,37.9105,25.6,28.9294,DOWN,0
2000-09-15,23.9375,24.625,37.8887,25.0125,28.7056,DOWN,0
2000-09-18,23.5625,24.5,37.8605,24.525,28.4444,UP,1
2000-09-19,25.625,24.1875,37.8432,24.675,28.2194,DOWN,0
2000-09-20,25.625,25.8125,37.814,24.75,28.0194,DOWN,0
2000-09-21,23.9375,25.4375,37.7768,24.5375,27.7781,DOWN,0
2000-09-22,23.3125,21.9375,37.7428,24.4125,27.5194,DOWN,0
2000-09-25,21.625,24.0,37.7033,24.025,27.1931,UP,1
2000-09-26,22.25,23.5,37.6689,23.35,26.8456,UP,1
2000-09-27,22.3125,23.0,37.6308,22.6875,26.5844,DOWN,0
2000-09-28,21.9375,22.0,37.6003,22.2875,26.3981,DOWN,0
2000-09-29,20.9375,21.6875,37.563,21.8125,26.2381,UP,1
2000-10-02,22.75,21.625,37.5299,22.0375,26.1681,DOWN,0
2000-10-03,22.0625,22.875,37.4909,22.0,26.0481,UP,1
2000-10-04,23.6875,22.125,37.4318,22.275,25.9269,DOWN,0
2000-10-05,21.9375,23.5625,37.3599,22.275,25.7906,DOWN,0
2000-10-06,20.9375,21.7188,37.281,22.275,25.6669,UP,1
2000-10-09,21.625,20.9688,37.2087,22.05,25.5394,DOWN,0
2000-10-10,19.1875,20.9375,37.1238,21.475,25.3381,DOWN,0
2000-10-11,18.625,19.0,37.0416,20.4625,25.1584,DOWN,0
2000-10-12,18.0,20.0,36.9602,19.675,24.9659,UP,1
2000-10-13,19.4375,18.25,36.8859,19.375,24.8947,DOWN,0
2000-10-16,18.75,19.75,36.7937,18.8,24.7947,DOWN,0
2000-10-17,15.875,18.875,36.6858,18.1375,24.65,DOWN,0
2000-10-18,15.5625,15.0,36.5845,17.525,24.5063,UP,1
2000-10-19,17.875,17.0,36.4973,17.5,24.4,UP,1
2000-10-20,19.25,17.875,36.4182,17.4625,24.3525,UP,1
2000-10-23,19.5,19.25,36.3378,17.6125,24.3038,DOWN,0
2000-10-24,18.0,19.0625,36.2407,18.0375,24.185,DOWN,0
2000-10-25,16.875,17.125,36.1403,18.3,24.0025,UP,1
2000-10-26,17.6875,16.9375,36.0387,18.2625,23.8238,DOWN,0
2000-10-27,17.25,18.25,35.9354,17.8625,23.6113,UP,1
2000-10-30,17.8125,17.25,35.8082,17.525,23.3813,UP,1
2000-10-31,19.375,18.5,35.6889,17.8,23.1975,DOWN,0
2000-11-01,18.625,18.25,35.5548,18.15,23.015,UP,1
2000-11-02,19.125,19.0,35.412,18.4375,22.7925,UP,1
2000-11-03,19.25,18.875,35.2766,18.8375,22.585,DOWN,0
2000-11-06,18.6875,19.4375,35.1459,19.0125,22.3625,DOWN,0
2000-11-07,18.0625,18.3125,35.0064,18.75,22.1188,DOWN,0
2000-11-08,17.375,18.0938,34.8783,18.5,21.8338,DOWN,0
2000-11-09,17.25,16.8125,34.7487,18.125,21.5913,DOWN,0
2000-11-10,16.1875,17.0,34.6232,17.5125,21.3125,UP,1
2000-11-13,16.875,15.8125,34.4995,17.15,21.0275,UP,1
2000-11-14,17.4375,17.4375,34.3677,17.025,20.795,UP,1
2000-11-15,18.5625,17.7813,34.2317,17.2625,20.6238,DOWN,0
2000-11-16,17.875,18.5,34.0875,17.3875,20.4088,DOWN,0
2000-11-17,17.6875,18.1875,33.9475,17.6875,20.225,DOWN,0
2000-11-20,17.5,17.5,33.8033,17.8125,20.055,DOWN,0
2000-11-21,16.625,17.625,33.655,17.65,19.89,DOWN,0
2000-11-22,16.25,16.375,33.5082,17.1875,19.71,UP,1
2000-11-24,17.75,17.1875,33.3571,17.1625,19.565,UP,1
2000-11-27,18.0,18.0625,33.2134,17.225,19.4463,DOWN,0
2000-11-28,15.7344,17.6875,33.0515,16.8719,19.2897,DOWN,0
2000-11-29,15.5,16.0,32.8906,16.6469,19.0872,DOWN,0
2000-11-30,15.0,14.5625,32.7288,16.3969,18.8747,DOWN,0
2000-12-01,14.8125,15.0,32.5595,15.8094,18.6922,DOWN,0
2000-12-04,14.8125,14.875,32.4028,15.1719,18.5222,UP,1
2000-12-05,16.5,15.3125,32.2538,15.325,18.4197,UP,1
2000-12-06,16.625,16.75,32.0925,15.55,18.3072,DOWN,0
2000-12-07,16.1875,16.5625,31.9351,15.7875,18.1847,UP,1
2000-12-08,19.125,16.6875,31.8016,16.65,18.1284,UP,1
2000-12-11,20.0,19.375,31.6715,17.6875,18.1097,DOWN,0
2000-12-12,18.0625,19.1875,31.5016,18.0,18.0159,DOWN,0
2000-12-13,16.5625,17.125,31.3331,17.9875,17.9059,DOWN,0
2000-12-14,15.6875,16.5,31.161,17.8875,17.7459,DOWN,0
2000-12-15,14.7344,15.875,30.9817,17.0094,17.6019,DOWN,0
2000-12-18,14.5,15.0625,30.8019,15.9094,17.4731,UP,1
2000-12-19,14.875,14.625,30.6229,15.2719,17.3381,DOWN,0
2000-12-20,13.9375,14.125,30.4478,14.7469,17.2331,DOWN,0
2000-12-21,13.6875,13.9375,30.2511,14.3469,17.1344,UP,1
2000-12-22,15.25,13.75,30.0566,14.45,17.0794,DOWN,0
2000-12-26,14.5,15.375,29.8716,14.45,16.9806,DOWN,0
2000-12-27,14.5,14.5,29.7053,14.375,16.8956,UP,1
2000-12-28,15.1875,14.5313,29.5594,14.625,16.8819,DOWN,0
2000-12-29,14.5,14.875,29.4084,14.7875,16.8606,DOWN,0
2001-01-02,14.375,14.9375,29.2352,14.6125,16.7906,UP,1
2001-01-03,17.25,14.3125,29.0774,15.1625,16.7506,UP,1
2001-01-04,18.1875,17.0,28.9259,15.9,16.7244,UP,1
2001-01-05,18.3125,18.25,28.7634,16.525,16.7306,UP,1
2001-01-08,19.2656,18.25,28.5988,17.4781,16.7784,DOWN,0
2001-01-09,18.9375,19.5313,28.4222,18.3906,16.8034,UP,1
2001-01-10,19.9375,17.75,28.2569,18.9281,16.8572,UP,1
2001-01-11,21.9375,19.6563,28.1172,19.6781,16.9397,DOWN,0
2001-01-12,20.6875,21.9375,27.9941,20.1531,16.9659,DOWN,0
2001-01-16,20.1875,20.625,27.8672,20.3375,16.9972,UP,1
2001-01-17,22.5625,22.5625,27.7547,21.0625,17.0659,UP,1
2001-01-18,23.0625,22.6875,27.675,21.6875,17.1422,DOWN,0
2001-01-19,22.75,23.625,27.5841,21.85,17.2234,DOWN,0
2001-01-22,21.75,22.375,27.4616,22.0625,17.2972,UP,1
2001-01-23,22.125,21.3125,27.3234,22.45,17.3922,UP,1
2001-01-24,24.8125,23.875,27.1697,22.9,17.5434,DOWN,0
2001-01-25,23.6875,24.5625,27.0419,23.025,17.6934,DOWN,0
2001-01-26,23.25,22.6875,26.9106,23.125,17.8209,UP,1
2001-01-29,24.625,23.125,26.7963,23.7,17.9647,UP,1
2001-01-30,25.5625,24.3125,26.7094,24.3875,18.1047,UP,1
2001-01-31,26.4375,25.5,26.6591,24.7125,18.2759,UP,1
2001-02-01,26.5625,26.0625,26.5775,25.2875,18.4534,DOWN,0
2001-02-02,24.875,26.5,26.4575,25.6125,18.6009,DOWN,0
2001-02-05,23.3125,24.125,26.3613,25.35,18.7347,DOWN,0
2001-02-06,23.0625,23.3125,26.2625,24.85,18.8709,DOWN,0
2001-02-07,22.3125,22.75,26.1741,24.025,18.9622,DOWN,0
2001-02-08,22.1875,22.375,26.0775,23.15,19.0459,DOWN,0
2001-02-09,21.9375,22.0,25.9919,22.5625,19.17,UP,1
2001-02-12,22.75,22.125,25.8819,22.45,19.315,DOWN,0
2001-02-13,21.75,22.875,25.7613,22.1875,19.45,UP,1
2001-02-14,24.375,21.9375,25.6625,22.6,19.6413,UP,1
2001-02-15,26.125,25.0625,25.5816,23.3875,19.8675,DOWN,0
2001-02-16,25.3125,24.8125,25.5131,24.0625,20.0438,DOWN,0
2001-02-20,24.3125,25.3125,25.4428,24.375,20.1975,DOWN,0
2001-02-21,23.625,23.3125,25.3609,24.75,20.3463,UP,1
2001-02-22,24.5,23.5625,25.3025,24.775,20.4538,UP,1
2001-02-23,24.625,24.375,25.2584,24.475,20.5463,DOWN,0
2001-02-26,24.0,24.6875,25.2163,24.2125,20.665,DOWN,0
2001-02-27,23.0,23.4375,25.1675,23.95,20.7938,DOWN,0
2001-02-28,21.5,23.0,25.1081,23.525,20.91,UP,1
2001-03-01,22.5,19.8125,25.0497,23.125,21.0653,UP,1
2001-03-02,22.75,21.625,24.9884,22.75,21.2303,UP,1
2001-03-05,24.6875,23.125,24.9403,22.8875,21.4266,UP,1
2001-03-06,26.5,25.0,24.9047,23.5875,21.6778,UP,1
2001-03-07,26.8125,26.5,24.8869,24.65,21.9403,UP,1
2001-03-08,26.9375,26.75,24.8744,25.5375,22.1741,DOWN,0
2001-03-09,24.6875,25.9375,24.8656,25.925,22.3778,DOWN,0
2001-03-12,24.25,23.75,24.8513,25.8375,22.5728,UP,1
2001-03-13,25.6094,24.4375,24.8412,25.6594,22.7813,UP,1
2001-03-14,25.8125,24.75,24.8309,25.4594,23.0075,DOWN,0
2001-03-15,24.4375,26.8906,24.7927,24.9594,23.2088,DOWN,0
2001-03-16,22.9375,23.875,24.7468,24.6094,23.3225,UP,1
2001-03-19,24.25,23.0,24.6877,24.6094,23.4438,DOWN,0
2001-03-20,23.75,24.125,24.6037,24.2375,23.5525,UP,1
2001-03-21,24.5,23.8125,24.5315,23.975,23.6572,UP,1
2001-03-22,27.9219,25.3125,24.4852,24.6719,23.8369,UP,1
2001-03-23,29.4375,29.5625,24.4383,25.9719,24.0269,DOWN,0
2001-03-26,27.9375,29.5,24.3783,26.7094,24.1469,UP,1
2001-03-27,28.125,27.375,24.3105,27.5844,24.2956,DOWN,0
2001-03-28,26.625,27.625,24.2452,28.0094,24.4244,DOWN,0
2001-03-29,25.75,26.3125,24.1717,27.575,24.4881,DOWN,0
2001-03-30,23.75,25.25,24.0973,26.4375,24.5019,DOWN,0
2001-04-02,21.6875,23.375,24.0148,25.1875,24.4806,DOWN,0
2001-04-03,21.125,21.5,23.9227,23.7875,24.4681,DOWN,0
2001-04-04,19.625,21.125,23.8008,22.3875,24.4181,UP,1
2001-04-05,23.375,20.875,23.703,21.9125,24.3894,DOWN,0
2001-04-06,22.0625,22.75,23.5959,21.575,24.3569,DOWN,0
2001-04-09,21.06,22.1,23.4912,21.4495,24.3131,UP,1
2001-04-10,23.0,21.21,23.403,21.8245,24.2806,UP,1
2001-04-11,24.57,25.8,23.3246,22.8135,24.2607,UP,1
2001-04-12,28.0,23.87,23.2709,23.7385,24.292,DOWN,0
2001-04-16,27.44,26.99,23.2071,24.814,24.3095,UP,1
2001-04-17,27.45,26.65,23.1563,26.092,24.361,UP,1
2001-04-18,29.77,28.93,23.1176,27.446,24.4902,UP,1
2001-04-19,31.4,30.01,23.0787,28.812,24.6569,DOWN,0
2001-04-20,29.7,31.24,23.0653,29.152,24.8047,DOWN,0
2001-04-23,27.5,28.39,23.0272,29.164,24.9109,UP,1
2001-04-24,28.23,27.88,22.9852,29.32,25.0368,UP,1
2001-04-25,28.5,28.06,22.9433,29.066,25.1518,DOWN,0
2001-04-26,28.0,29.24,22.9052,28.386,25.2768,UP,1
2001-04-27,29.03,29.05,22.8704,28.252,25.3699,UP,1
2001-04-30,29.6,29.28,22.8371,28.672,25.4394,UP,1
2001-05-01,29.66,29.6,22.7957,28.958,25.5263,DOWN,0
2001-05-02,29.49,29.81,22.745,29.156,25.6299,DOWN,0
2001-05-03,27.25,28.13,22.7044,29.006,25.7024,UP,1
2001-05-04,27.48,26.085,22.6856,28.696,25.762,DOWN,0
2001-05-07,26.89,27.39,22.6753,28.154,25.8073,UP,1
2001-05-08,28.68,27.56,22.6875,27.958,25.9009,DOWN,0
2001-05-09,27.98,27.95,22.6871,27.656,26.0005,UP,1
2001-05-10,29.94,31.1,22.688,28.194,26.1693,DOWN,0
2001-05-11,29.94,29.961,22.694,28.686,26.3181,DOWN,0
2001-05-14,28.94,29.785,22.703,29.096,26.4419,UP,1
2001-05-15,29.4,28.92,22.71,29.24,26.5361,UP,1
2001-05-16,31.65,28.87,22.722,29.974,26.6391,DOWN,0
2001-05-17,31.24,30.44,22.7402,30.234,26.7277,DOWN,0
2001-05-18,31.1,31.02,22.7576,30.466,26.8109,UP,1
2001-05-21,33.5,31.11,22.8101,31.378,26.9872,DOWN,0
2001-05-22,32.7,33.49,22.8548,32.038,27.1562,DOWN,0
2001-05-23,30.65,32.02,22.8925,31.838,27.257,UP,1
2001-05-24,30.7,30.64,22.9323,31.73,27.3547,DOWN,0
2001-05-25,30.4,31.15,22.9683,31.59,27.474,DOWN,0
2001-05-29,28.51,30.08,23.0028,30.592,27.5854,DOWN,0
2001-05-30,26.45,28.02,23.0253,29.342,27.6294,UP,1
2001-05-31,27.62,26.37,23.0437,28.736,27.7068,UP,1
2001-06-01,28.45,28.03,23.056,28.286,27.7858,DOWN,0
2001-06-04,27.96,28.54,23.0627,27.798,27.7866,UP,1
2001-06-05,29.54,28.07,23.071,28.004,27.7887,UP,1
2001-06-06,30.06,29.57,23.0747,28.726,27.8311,UP,1
2001-06-07,32.0,29.9,23.0919,29.602,27.9086,UP,1
2001-06-08,32.07,31.78,23.1135,30.326,28.0175,DOWN,0
2001-06-11,30.4,31.8,23.1143,30.814,28.1105,DOWN,0
2001-06-12,30.39,29.47,23.1181,30.984,28.2433,DOWN,0
2001-06-13,29.5,30.45,23.1165,30.872,28.3996,DOWN,0
2001-06-14,28.28,29.06,23.1067,30.128,28.5427,UP,1
2001-06-15,28.44,27.45,23.0908,29.402,28.719,UP,1
2001-06-18,29.1,29.72,23.0894,29.142,28.8335,UP,1
2001-06-19,29.38,29.99,23.0857,28.94,28.9798,DOWN,0
2001-06-20,27.1,28.42,23.0655,28.46,29.1006,UP,1
2001-06-21,28.3,27.0,23.0617,28.464,29.2066,UP,1
2001-06-22,28.5,28.05,23.0686,28.476,29.2852,UP,1
2001-06-25,28.52,28.55,23.0681,28.36,29.2956,DOWN,0
2001-06-26,27.99,27.68,23.0736,28.082,29.3066,DOWN,0
2001-06-27,27.85,27.85,23.0829,28.232,29.3146,UP,1
2001-06-28,28.78,28.04,23.1024,28.328,29.2948,UP,1
2001-06-29,29.65,29.16,23.1244,28.558,29.2598,DOWN,0
2001-07-02,29.34,29.86,23.1461,28.722,29.2526,UP,1
2001-07-03,29.53,29.2,23.1741,29.03,29.2932,DOWN,0
2001-07-05,28.69,28.94,23.1997,29.198,29.3024,DOWN,0
