ticker,EL US Equity,EL US Equity,EL US Equity,EL US Equity,EL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-08-01,18.37,18.54,15.1199,18.487,17.2361,DOWN,0
2003-08-04,18.25,18.25,15.1426,18.522,17.2591,DOWN,0
2003-08-05,18.0,18.245,15.1612,18.422,17.2714,UP,1
2003-08-06,18.025,18.0,15.18,18.262,17.2886,UP,1
2003-08-07,18.385,17.92,15.201,18.206,17.3159,UP,1
2003-08-08,18.94,18.685,15.2262,18.32,17.3625,DOWN,0
2003-08-11,18.925,18.945,15.2522,18.455,17.4078,DOWN,0
2003-08-12,18.885,18.935,15.2798,18.632,17.455,DOWN,0
2003-08-13,18.58,18.85,15.305,18.743,17.4913,DOWN,0
2003-08-14,17.725,17.875,15.3252,18.611,17.5093,DOWN,0
2003-08-15,17.725,17.865,15.3412,18.368,17.5261,DOWN,0
2003-08-18,17.165,17.7,15.3537,18.016,17.5333,DOWN,0
2003-08-19,16.95,17.15,15.3657,17.629,17.5368,DOWN,0
2003-08-20,16.72,16.85,15.3776,17.257,17.5384,DOWN,0
2003-08-21,16.44,16.625,15.3892,17.0,17.5271,UP,1
2003-08-22,16.565,16.485,15.4016,16.768,17.5106,UP,1
2003-08-25,16.87,16.525,15.4149,16.709,17.5,DOWN,0
2003-08-26,16.87,16.9,15.4265,16.693,17.4836,UP,1
2003-08-27,16.975,17.345,15.4405,16.744,17.4637,UP,1
2003-08-28,17.17,17.0,15.4562,16.89,17.45,UP,1
2003-08-29,17.245,17.205,15.4721,17.026,17.4461,UP,1
2003-09-02,17.49,17.325,15.4914,17.15,17.4494,UP,1
2003-09-03,17.64,17.75,15.5105,17.304,17.4647,UP,1
2003-09-04,17.735,17.6,15.5274,17.456,17.4793,DOWN,0
2003-09-05,17.695,17.735,15.5449,17.561,17.4932,UP,1
2003-09-08,17.7,17.975,15.5617,17.652,17.5078,DOWN,0
2003-09-09,17.46,17.725,15.5795,17.646,17.5208,DOWN,0
2003-09-10,17.24,17.41,15.5971,17.566,17.5303,DOWN,0
2003-09-11,17.185,17.24,15.6153,17.456,17.5417,UP,1
2003-09-12,17.26,17.225,15.635,17.369,17.5489,DOWN,0
2003-09-15,17.24,17.26,15.6563,17.277,17.5542,UP,1
2003-09-16,17.26,17.175,15.6744,17.237,17.5579,UP,1
2003-09-17,17.29,17.225,15.6926,17.247,17.5619,DOWN,0
2003-09-18,17.25,17.35,15.7092,17.26,17.5707,UP,1
2003-09-19,17.55,17.375,15.7272,17.318,17.5857,DOWN,0
2003-09-22,17.465,17.375,15.7454,17.363,17.5975,DOWN,0
2003-09-23,17.15,17.4,15.7622,17.341,17.5997,DOWN,0
2003-09-24,17.08,17.25,15.7784,17.299,17.5998,DOWN,0
2003-09-25,16.85,17.025,15.7944,17.219,17.594,DOWN,0
2003-09-26,16.57,16.85,15.8085,17.023,17.5831,UP,1
2003-09-29,16.895,16.55,15.8241,16.909,17.5742,UP,1
2003-09-30,17.05,16.925,15.8401,16.889,17.5666,UP,1
2003-10-01,17.475,17.105,15.8583,16.968,17.5631,UP,1
2003-10-02,17.63,17.5,15.8786,17.124,17.5642,UP,1
2003-10-03,17.71,17.63,15.8998,17.352,17.5654,UP,1
2003-10-06,17.745,17.71,15.9215,17.522,17.5692,UP,1
2003-10-07,18.075,17.745,15.9449,17.727,17.5692,UP,1
2003-10-08,18.105,18.1,15.9691,17.853,17.5613,UP,1
2003-10-09,18.115,18.175,15.9935,17.95,17.5471,UP,1
2003-10-10,18.38,18.2,16.0198,18.084,17.5414,DOWN,0
2003-10-13,18.2,18.325,16.0454,18.175,17.538,UP,1
2003-10-14,18.495,18.075,16.0735,18.259,17.5429,DOWN,0
2003-10-15,18.335,18.525,16.0997,18.305,17.5496,UP,1
2003-10-16,18.435,18.35,16.1259,18.369,17.5578,DOWN,0
2003-10-17,18.325,18.45,16.1505,18.358,17.5566,DOWN,0
2003-10-20,18.1,18.325,16.1731,18.338,17.5398,UP,1
2003-10-21,18.25,18.175,16.1955,18.289,17.5263,DOWN,0
2003-10-22,18.025,18.255,16.2185,18.227,17.5091,UP,1
2003-10-23,18.145,18.045,16.2428,18.169,17.5004,DOWN,0
2003-10-24,18.14,18.045,16.2668,18.132,17.5087,UP,1
2003-10-27,18.38,18.225,16.2928,18.188,17.5218,UP,1
2003-10-28,18.91,18.85,16.3224,18.32,17.5567,UP,1
2003-10-29,19.3,18.975,16.3539,18.575,17.6037,DOWN,0
2003-10-30,18.9,19.3,16.3835,18.726,17.6473,DOWN,0
2003-10-31,18.695,18.75,16.4108,18.837,17.6924,UP,1
2003-11-03,18.705,18.75,16.4384,18.902,17.7352,DOWN,0
2003-11-04,18.575,18.65,16.465,18.835,17.7693,DOWN,0
2003-11-05,18.5,18.555,16.4919,18.675,17.8019,UP,1
2003-11-06,18.53,18.495,16.5169,18.601,17.833,UP,1
2003-11-07,18.625,18.55,16.5439,18.587,17.8621,DOWN,0
2003-11-10,18.235,18.625,16.5696,18.493,17.8819,DOWN,0
2003-11-11,18.15,18.235,16.5941,18.408,17.8951,UP,1
2003-11-12,18.75,18.275,16.6218,18.458,17.9173,UP,1
2003-11-13,18.875,18.825,16.6414,18.527,17.9401,DOWN,0
2003-11-14,18.82,18.85,16.6601,18.566,17.9626,UP,1
2003-11-17,18.85,18.82,16.679,18.689,17.9856,DOWN,0
2003-11-18,18.435,18.835,16.6964,18.746,18.0051,UP,1
2003-11-19,18.535,18.75,16.7146,18.703,18.031,DOWN,0
2003-11-20,18.505,18.56,16.7334,18.629,18.0574,UP,1
2003-11-21,18.7,18.5,16.7534,18.605,18.0862,UP,1
2003-11-24,18.855,18.675,16.7743,18.606,18.1185,DOWN,0
2003-11-25,18.825,18.775,16.7957,18.684,18.1498,UP,1
2003-11-26,19.0,18.925,16.8178,18.777,18.184,DOWN,0
2003-11-28,19.0,18.95,16.84,18.876,18.219,UP,1
2003-12-01,19.19,19.0,16.8632,18.974,18.2518,UP,1
2003-12-02,19.855,19.05,16.8897,19.174,18.2996,UP,1
2003-12-03,19.87,20.0,16.917,19.383,18.354,DOWN,0
2003-12-04,19.58,19.87,16.9431,19.499,18.404,DOWN,0
2003-12-05,19.47,19.6,16.9687,19.593,18.4564,DOWN,0
2003-12-08,19.4,19.37,16.9935,19.635,18.513,UP,1
2003-12-09,19.555,19.475,17.0197,19.575,18.5662,DOWN,0
2003-12-10,19.1,19.7,17.0436,19.421,18.6072,DOWN,0
2003-12-11,19.015,19.05,17.067,19.308,18.638,UP,1
2003-12-12,19.025,18.89,17.092,19.219,18.6659,DOWN,0
2003-12-15,18.885,19.25,17.1146,19.116,18.6894,DOWN,0
2003-12-16,18.515,18.73,17.1367,18.908,18.7048,UP,1
2003-12-17,18.635,18.51,17.1596,18.815,18.716,UP,1
2003-12-18,18.95,18.775,17.1851,18.802,18.7329,DOWN,0
2003-12-19,18.8,18.875,17.2092,18.757,18.7466,UP,1
2003-12-22,19.06,18.805,17.2356,18.792,18.7602,UP,1
2003-12-23,19.64,19.225,17.2663,19.017,18.789,UP,1
2003-12-24,19.715,19.75,17.2961,19.233,18.8134,DOWN,0
2003-12-26,19.7,19.8,17.3243,19.383,18.8407,UP,1
2003-12-29,19.84,19.575,17.3524,19.591,18.8688,DOWN,0
2003-12-30,19.835,19.79,17.3776,19.746,18.899,DOWN,0
2003-12-31,19.63,19.835,17.4017,19.744,18.9296,DOWN,0
2004-01-02,19.285,19.505,17.4232,19.658,18.9503,UP,1
2004-01-05,19.315,19.35,17.4443,19.581,18.9761,DOWN,0
2004-01-06,19.11,19.315,17.4626,19.435,18.9954,UP,1
2004-01-07,19.21,19.2,17.4835,19.31,19.0168,DOWN,0
2004-01-08,19.15,19.25,17.5041,19.214,19.0322,DOWN,0
2004-01-09,19.085,19.135,17.5237,19.174,19.0357,UP,1
2004-01-12,19.095,19.09,17.5431,19.13,19.0316,UP,1
2004-01-13,19.165,19.175,17.5614,19.141,19.0369,UP,1
2004-01-14,19.435,19.29,17.5827,19.186,19.0517,DOWN,0
2004-01-15,19.34,19.435,17.6056,19.224,19.0644,UP,1
2004-01-16,20.335,20.25,17.6324,19.474,19.0996,DOWN,0
2004-01-20,20.19,20.375,17.6596,19.693,19.1334,UP,1
2004-01-21,20.54,20.315,17.6875,19.968,19.1736,DOWN,0
2004-01-22,20.2,20.45,17.7146,20.121,19.2051,DOWN,0
2004-01-23,20.06,20.35,17.7411,20.265,19.2416,UP,1
2004-01-26,20.385,20.1,17.7701,20.275,19.2863,DOWN,0
2004-01-27,20.34,20.4,17.7986,20.305,19.3181,DOWN,0
2004-01-28,19.955,20.3,17.8245,20.188,19.3397,UP,1
2004-01-29,20.95,20.575,17.8543,20.338,19.3823,DOWN,0
2004-01-30,20.485,20.7,17.882,20.423,19.415,DOWN,0
2004-02-02,20.31,20.45,17.9073,20.408,19.4525,DOWN,0
2004-02-03,20.23,20.275,17.9322,20.386,19.4864,UP,1
2004-02-04,20.7,20.15,17.9598,20.535,19.5303,DOWN,0
2004-02-05,20.49,20.625,17.9854,20.443,19.5661,UP,1
2004-02-06,20.735,20.55,18.0118,20.493,19.6037,UP,1
2004-02-09,20.855,20.86,18.0401,20.602,19.6443,UP,1
2004-02-10,20.875,20.775,18.0687,20.731,19.6818,DOWN,0
2004-02-11,20.85,20.75,18.0982,20.761,19.7188,DOWN,0
2004-02-12,20.835,20.75,18.1267,20.83,19.7517,DOWN,0
2004-02-13,20.71,20.835,18.149,20.825,19.7688,UP,1
2004-02-17,20.865,20.875,18.1724,20.827,19.7887,DOWN,0
2004-02-18,20.785,20.8,18.1919,20.809,19.8128,UP,1
2004-02-19,20.865,20.91,18.2127,20.812,19.8407,DOWN,0
2004-02-20,20.425,20.765,18.2307,20.73,19.8612,UP,1
2004-02-23,20.57,20.465,18.2503,20.702,19.8815,UP,1
2004-02-24,20.645,20.55,18.2707,20.658,19.9124,UP,1
2004-02-25,20.775,20.65,18.2918,20.656,19.9476,UP,1
2004-02-26,20.865,20.775,18.3133,20.656,19.9844,UP,1
2004-02-27,21.3,21.075,18.336,20.831,20.0327,UP,1
2004-03-01,21.595,21.35,18.3604,21.036,20.0943,DOWN,0
2004-03-02,21.385,21.55,18.3836,21.184,20.1493,DOWN,0
2004-03-03,21.295,21.385,18.4057,21.288,20.1962,UP,1
2004-03-04,21.325,21.295,18.4279,21.38,20.2467,UP,1
2004-03-05,21.785,21.325,18.4518,21.477,20.3012,DOWN,0
2004-03-08,21.68,21.95,18.4763,21.494,20.342,DOWN,0
2004-03-09,21.48,21.69,18.4982,21.513,20.3773,UP,1
2004-03-10,21.7,21.5,18.5197,21.594,20.4173,DOWN,0
2004-03-11,21.62,21.7,18.542,21.653,20.4529,DOWN,0
2004-03-12,21.275,21.585,18.5633,21.551,20.4817,DOWN,0
2004-03-15,21.19,21.3,18.5862,21.453,20.5129,UP,1
2004-03-16,21.295,21.25,18.6094,21.416,20.5531,UP,1
2004-03-17,21.36,21.295,18.6335,21.348,20.594,UP,1
2004-03-18,21.615,21.36,18.6578,21.347,20.6441,DOWN,0
2004-03-19,21.55,21.575,18.6814,21.402,20.6909,DOWN,0
2004-03-22,21.505,21.475,18.7045,21.465,20.738,DOWN,0
2004-03-23,21.095,21.6,18.726,21.425,20.7782,DOWN,0
2004-03-24,20.98,21.11,18.747,21.349,20.8159,UP,1
2004-03-25,21.62,21.3,18.7719,21.35,20.865,DOWN,0
2004-03-26,21.535,21.6,18.7945,21.347,20.907,DOWN,0
2004-03-29,21.53,21.51,18.8152,21.352,20.9508,DOWN,0
2004-03-30,21.41,21.53,18.8353,21.415,20.9723,UP,1
2004-03-31,22.17,21.45,18.8577,21.653,21.0119,DOWN,0
2004-04-01,22.1,22.295,18.8783,21.749,21.0431,DOWN,0
2004-04-02,21.93,22.2,18.8987,21.828,21.0777,DOWN,0
2004-04-05,21.75,21.725,18.9203,21.872,21.1115,UP,1
2004-04-06,22.26,21.75,18.9449,22.042,21.149,UP,1
2004-04-07,22.27,22.2,18.9719,22.062,21.1876,DOWN,0
2004-04-08,21.89,22.27,18.9963,22.02,21.2263,DOWN,0
2004-04-12,21.79,21.94,19.0203,21.992,21.2431,UP,1
2004-04-13,21.875,21.915,19.0448,22.017,21.2709,DOWN,0
2004-04-14,21.825,21.625,19.0699,21.93,21.3012,UP,1
2004-04-15,21.865,21.825,19.0954,21.849,21.3339,UP,1
2004-04-16,22.125,21.99,19.1229,21.896,21.3624,DOWN,0
2004-04-19,22.0,22.2,19.1484,21.938,21.3926,DOWN,0
2004-04-20,21.68,21.925,19.172,21.899,21.4115,UP,1
2004-04-21,21.8,21.55,19.1956,21.894,21.4304,UP,1
2004-04-22,22.22,21.725,19.2212,21.965,21.4573,DOWN,0
2004-04-23,21.86,22.3,19.2465,21.912,21.4775,UP,1
2004-04-26,22.0,21.925,19.2725,21.912,21.5008,DOWN,0
2004-04-27,22.0,22.06,19.2981,21.976,21.5266,UP,1
2004-04-28,22.21,22.375,19.324,22.058,21.5535,UP,1
2004-04-29,23.0,22.7,19.3536,22.214,21.5978,DOWN,0
2004-04-30,22.855,23.0,19.3822,22.413,21.6376,UP,1
2004-05-03,23.045,22.855,19.4118,22.622,21.69,UP,1
2004-05-04,23.13,22.975,19.4408,22.848,21.7412,UP,1
2004-05-05,23.49,23.13,19.4711,23.104,21.7981,DOWN,0
2004-05-06,23.46,23.44,19.5001,23.196,21.8518,DOWN,0
2004-05-07,23.225,23.475,19.5284,23.27,21.899,DOWN,0
2004-05-10,22.575,22.925,19.553,23.176,21.9245,UP,1
2004-05-11,22.625,22.45,19.5783,23.075,21.9451,UP,1
2004-05-12,22.975,22.675,19.6028,22.972,21.9769,DOWN,0
2004-05-13,22.49,22.925,19.6228,22.778,22.0008,UP,1
2004-05-14,22.575,22.4,19.6415,22.648,22.0258,DOWN,0
2004-05-17,22.415,22.35,19.6603,22.616,22.0384,DOWN,0
2004-05-18,21.87,22.15,19.6778,22.465,22.0422,UP,1
2004-05-19,21.98,21.875,19.6964,22.266,22.0522,UP,1
2004-05-20,21.985,22.0,19.7164,22.165,22.0579,UP,1
2004-05-21,22.17,22.25,19.7371,22.084,22.0689,UP,1
2004-05-24,22.275,22.17,19.7565,22.056,22.0889,UP,1
2004-05-25,22.795,22.35,19.7758,22.241,22.121,UP,1
2004-05-26,22.875,22.8,19.7956,22.42,22.1526,DOWN,0
2004-05-27,22.75,22.88,19.8149,22.573,22.1804,UP,1
2004-05-28,22.895,22.825,19.8365,22.718,22.206,DOWN,0
2004-06-01,22.66,22.895,19.8611,22.795,22.2282,UP,1
2004-06-02,22.69,22.66,19.886,22.774,22.2519,DOWN,0
2004-06-03,22.4,22.69,19.9121,22.679,22.278,DOWN,0
2004-06-04,22.24,22.45,19.9386,22.577,22.3032,UP,1
2004-06-07,22.35,22.24,19.9667,22.468,22.3178,DOWN,0
2004-06-08,22.32,22.35,19.9961,22.4,22.3335,UP,1
2004-06-09,23.155,22.255,20.0291,22.493,22.366,UP,1
2004-06-10,23.28,23.275,20.0611,22.669,22.4034,UP,1
2004-06-14,23.555,23.3,20.0946,22.932,22.4311,UP,1
2004-06-15,23.89,23.635,20.1291,23.24,22.4669,UP,1
2004-06-16,23.895,24.075,20.1628,23.555,22.5062,DOWN,0
2004-06-17,23.835,23.895,20.1957,23.691,22.5479,DOWN,0
2004-06-18,23.57,23.69,20.2261,23.749,22.5741,DOWN,0
2004-06-21,23.525,23.675,20.2555,23.743,22.5992,UP,1
2004-06-22,23.645,23.525,20.2851,23.694,22.6343,DOWN,0
2004-06-23,23.64,23.575,20.3148,23.643,22.6713,DOWN,0
2004-06-24,23.53,23.64,20.344,23.582,22.7044,UP,1
2004-06-25,23.55,23.615,20.3744,23.578,22.7389,UP,1
2004-06-28,23.935,23.55,20.4079,23.66,22.7803,UP,1
2004-06-29,24.07,23.935,20.4423,23.745,22.8192,UP,1
2004-06-30,24.39,24.15,20.478,23.895,22.867,DOWN,0
2004-07-01,24.215,24.375,20.5128,24.032,22.9177,DOWN,0
2004-07-02,24.175,24.09,20.5474,24.157,22.9652,UP,1
2004-07-06,24.38,24.1,20.5829,24.246,23.0084,UP,1
2004-07-07,24.4,24.35,20.6186,24.312,23.0592,DOWN,0
2004-07-08,24.38,24.3,20.6528,24.31,23.1068,DOWN,0
2004-07-09,24.255,24.475,20.6867,24.318,23.1519,DOWN,0
2004-07-12,24.085,24.27,20.7214,24.3,23.1894,DOWN,0
2004-07-13,23.91,23.975,20.7555,24.206,23.2076,DOWN,0
2004-07-14,23.405,23.8,20.7883,24.007,23.2186,DOWN,0
2004-07-15,23.115,23.15,20.821,23.754,23.22,UP,1
2004-07-16,23.32,23.24,20.8532,23.567,23.2238,DOWN,0
2004-07-19,23.26,23.35,20.8842,23.402,23.2192,DOWN,0
2004-07-20,23.25,23.225,20.9131,23.27,23.215,DOWN,0
2004-07-21,22.78,23.315,20.9388,23.145,23.2061,DOWN,0
2004-07-22,22.51,22.775,20.9628,23.024,23.2048,DOWN,0
2004-07-23,22.125,22.475,20.9847,22.785,23.1948,DOWN,0
2004-07-26,22.075,22.25,21.0047,22.548,23.1768,UP,1
2004-07-27,22.19,21.975,21.0252,22.336,23.1708,DOWN,0
2004-07-28,21.955,22.1,21.0444,22.171,23.1584,DOWN,0
2004-07-29,21.84,22.025,21.0617,22.037,23.1469,UP,1
2004-07-30,21.95,21.79,21.0804,22.002,23.1485,UP,1
2004-08-02,22.055,21.76,21.0982,21.998,23.15,DOWN,0
2004-08-03,22.0,22.125,21.1165,21.96,23.1503,DOWN,0
2004-08-04,21.965,22.0,21.1342,21.962,23.1462,DOWN,0
2004-08-05,21.65,21.915,21.1508,21.924,23.1337,DOWN,0
2004-08-06,21.47,21.205,21.1677,21.828,23.1072,UP,1
2004-08-09,21.85,21.595,21.1857,21.787,23.0867,UP,1
2004-08-10,21.9,21.845,21.205,21.767,23.0697,UP,1
2004-08-11,22.01,21.85,21.2244,21.776,23.052,DOWN,0
2004-08-12,21.87,21.95,21.243,21.82,23.0362,DOWN,0
2004-08-13,21.65,21.865,21.2594,21.856,23.0154,UP,1
2004-08-16,21.75,22.075,21.2736,21.836,23.0024,DOWN,0
2004-08-17,20.0,20.005,21.2771,21.456,22.9576,UP,1
2004-08-18,21.14,20.25,21.2883,21.282,22.9334,UP,1
2004-08-19,21.25,21.14,21.301,21.158,22.912,UP,1
2004-08-20,21.375,21.2,21.3144,21.103,22.8764,UP,1
2004-08-23,21.56,21.3,21.3293,21.065,22.842,DOWN,0
2004-08-24,21.55,21.685,21.3446,21.375,22.8019,UP,1
2004-08-25,21.725,21.525,21.3605,21.492,22.7586,UP,1
2004-08-26,21.955,21.675,21.3772,21.633,22.7198,UP,1
2004-08-27,22.01,21.905,21.3961,21.76,22.6833,DOWN,0
2004-08-30,21.77,22.06,21.4142,21.802,22.6473,UP,1
2004-08-31,21.975,21.825,21.4303,21.887,22.6163,DOWN,0
2004-09-01,21.955,21.925,21.4457,21.933,22.5825,UP,1
2004-09-02,22.33,21.875,21.4632,22.008,22.5563,UP,1
2004-09-03,22.35,22.205,21.4807,22.076,22.5327,UP,1
2004-09-07,22.705,22.38,21.5021,22.263,22.5158,DOWN,0
2004-09-08,22.56,22.6,21.5222,22.38,22.4883,DOWN,0
2004-09-09,22.225,22.56,21.5408,22.434,22.4514,UP,1
2004-09-10,22.24,22.24,21.5585,22.416,22.4084,DOWN,0
2004-09-13,22.085,22.2,21.5747,22.363,22.3658,DOWN,0
2004-09-14,22.045,22.05,21.5908,22.231,22.3232,DOWN,0
2004-09-15,21.925,21.975,21.6054,22.104,22.2741,DOWN,0
2004-09-16,21.82,21.925,21.6195,22.023,22.2225,UP,1
2004-09-17,22.0,21.775,21.6335,21.975,22.1749,DOWN,0
2004-09-20,21.365,21.8,21.6411,21.831,22.1171,UP,1
2004-09-21,21.42,21.355,21.6488,21.706,22.0638,DOWN,0
2004-09-22,21.02,21.42,21.656,21.525,22.006,UP,1
2004-09-23,21.05,21.1,21.6639,21.371,21.9589,UP,1
2004-09-24,21.135,21.05,21.6726,21.198,21.9193,DOWN,0
2004-09-27,20.83,20.95,21.679,21.091,21.8695,DOWN,0
2004-09-28,20.725,20.725,21.6871,20.952,21.8188,UP,1
2004-09-29,21.0,20.625,21.697,20.948,21.7738,DOWN,0
2004-09-30,20.9,21.125,21.7064,20.918,21.7362,UP,1
2004-10-01,21.065,20.925,21.7173,20.904,21.7073,DOWN,0
2004-10-04,20.91,20.59,21.7293,20.92,21.683,DOWN,0
2004-10-05,20.91,20.97,21.7407,20.957,21.6597,UP,1
2004-10-06,21.025,20.91,21.751,20.962,21.6364,DOWN,0
2004-10-07,20.99,20.925,21.762,20.98,21.6171,DOWN,0
2004-10-08,20.63,20.99,21.7698,20.893,21.5929,DOWN,0
2004-10-11,20.235,20.525,21.7728,20.758,21.5586,DOWN,0
2004-10-12,20.2,20.11,21.7752,20.616,21.5215,UP,1
2004-10-13,20.41,20.175,21.7788,20.493,21.4897,DOWN,0
2004-10-14,20.23,20.425,21.7807,20.341,21.455,UP,1
2004-10-15,20.725,20.355,21.7852,20.36,21.4365,UP,1
2004-10-18,21.125,20.775,21.7927,20.538,21.4296,UP,1
2004-10-19,21.29,21.13,21.8027,20.756,21.4184,DOWN,0
2004-10-20,21.135,21.3,21.8118,20.901,21.4031,UP,1
2004-10-21,21.41,21.135,21.8233,21.137,21.3911,DOWN,0
2004-10-22,21.39,21.415,21.8342,21.27,21.3815,DOWN,0
2004-10-25,21.225,21.35,21.8446,21.29,21.373,UP,1
2004-10-26,21.59,21.2,21.8571,21.35,21.3698,UP,1
2004-10-27,21.775,21.575,21.8705,21.478,21.4053,UP,1
2004-10-28,22.065,21.78,21.885,21.609,21.4238,DOWN,0
2004-10-29,21.475,21.94,21.8952,21.626,21.4283,DOWN,0
2004-11-01,20.825,20.75,21.9026,21.546,21.4173,UP,1
2004-11-02,21.175,20.7,21.9068,21.463,21.4096,UP,1
2004-11-03,21.635,22.0,21.914,21.435,21.4113,UP,1
2004-11-04,21.8,21.5,21.9203,21.382,21.4128,UP,1
2004-11-05,22.16,22.0,21.9301,21.519,21.4169,DOWN,0
2004-11-08,22.055,22.21,21.9401,21.765,21.4178,UP,1
2004-11-09,22.085,22.15,21.9486,21.947,21.4241,DOWN,0
2004-11-10,21.91,22.01,21.9565,22.002,21.4228,UP,1
2004-11-11,21.95,21.96,21.9664,22.032,21.4227,UP,1
2004-11-12,22.3,21.925,21.9732,22.06,21.4221,UP,1
2004-11-15,22.475,22.225,21.9831,22.144,21.4246,DOWN,0
2004-11-16,22.35,22.45,21.9933,22.197,21.4175,UP,1
2004-11-17,22.505,22.325,22.0047,22.316,21.4164,DOWN,0
2004-11-18,22.47,22.45,22.0136,22.42,21.4213,DOWN,0
2004-11-19,22.445,22.47,22.0233,22.449,21.4254,UP,1
2004-11-22,22.585,22.45,22.0326,22.471,21.4354,DOWN,0
2004-11-23,22.225,22.525,22.0395,22.446,21.439,DOWN,0
2004-11-24,22.15,22.325,22.0458,22.375,21.4435,UP,1
2004-11-26,22.2,22.3,22.0526,22.321,21.4511,DOWN,0
2004-11-29,22.08,22.175,22.0588,22.248,21.4527,DOWN,0
2004-11-30,21.82,22.055,22.0643,22.095,21.4618,UP,1
2004-12-01,21.97,21.795,22.0699,22.044,21.4728,UP,1
2004-12-02,22.375,22.0,22.0778,22.089,21.4999,UP,1
2004-12-03,22.555,22.375,22.0863,22.16,21.53,DOWN,0
2004-12-06,22.43,22.615,22.0963,22.23,21.5559,UP,1
2004-12-07,22.455,22.48,22.1057,22.357,21.5884,DOWN,0
2004-12-08,22.28,22.19,22.1139,22.419,21.6195,UP,1
2004-12-09,22.69,22.285,22.1235,22.482,21.6533,UP,1
2004-12-10,22.985,23.1,22.1341,22.568,21.695,UP,1
2004-12-13,23.25,22.985,22.1438,22.732,21.7387,UP,1
2004-12-14,23.275,23.125,22.1522,22.896,21.786,DOWN,0
2004-12-15,23.125,23.275,22.1609,23.065,21.8303,UP,1
2004-12-16,23.39,23.225,22.1714,23.205,21.8776,DOWN,0
2004-12-17,23.265,23.38,22.1811,23.261,21.9231,DOWN,0
2004-12-20,23.125,23.25,22.1878,23.236,21.973,DOWN,0
2004-12-21,23.055,23.1,22.1947,23.192,22.0294,UP,1
2004-12-22,23.215,23.13,22.2033,23.21,22.0897,DOWN,0
2004-12-23,22.975,23.15,22.2097,23.127,22.141,DOWN,0
2004-12-27,22.85,22.985,22.2159,23.044,22.1934,DOWN,0
2004-12-28,22.85,22.8,22.2238,22.989,22.2359,UP,1
2004-12-29,22.86,22.75,22.2321,22.95,22.2706,DOWN,0
2004-12-30,22.845,22.825,22.2399,22.876,22.3017,UP,1
2004-12-31,22.885,22.7,22.2475,22.858,22.3367,DOWN,0
2005-01-03,22.795,22.895,22.2534,22.847,22.3644,DOWN,0
2005-01-04,22.335,22.745,22.2573,22.744,22.3833,DOWN,0
2005-01-05,21.91,22.25,22.2593,22.554,22.397,UP,1
2005-01-06,22.2,22.0,22.2649,22.425,22.4092,UP,1
2005-01-07,22.395,22.175,22.2719,22.327,22.4216,UP,1
2005-01-10,22.505,22.36,22.2764,22.269,22.4304,UP,1
2005-01-11,22.51,22.475,22.2812,22.304,22.4511,UP,1
2005-01-12,22.635,22.46,22.2868,22.449,22.4873,DOWN,0
2005-01-13,22.625,22.635,22.2928,22.534,22.5163,UP,1
2005-01-14,22.805,22.62,22.296,22.616,22.5397,UP,1
2005-01-18,23.19,22.76,22.3015,22.753,22.5675,DOWN,0
2005-01-19,23.125,23.175,22.3074,22.876,22.5868,UP,1
2005-01-20,23.16,23.13,22.3145,22.981,22.6089,DOWN,0
2005-01-21,22.925,23.21,22.3178,23.041,22.6257,DOWN,0
2005-01-24,22.815,22.93,22.3205,23.043,22.6438,DOWN,0
2005-01-25,22.695,22.8,22.3246,22.944,22.6587,DOWN,0
2005-01-26,22.675,22.72,22.329,22.854,22.6662,UP,1
2005-01-27,22.685,22.72,22.333,22.759,22.6704,UP,1
2005-01-28,23.405,23.025,22.3409,22.855,22.6915,DOWN,0
2005-01-31,22.57,23.5,22.3445,22.806,22.6928,DOWN,0
2005-02-01,22.55,22.57,22.3466,22.777,22.6944,UP,1
2005-02-02,22.83,22.5,22.3507,22.808,22.7021,DOWN,0
2005-02-03,22.495,22.705,22.3548,22.77,22.7003,UP,1
2005-02-04,22.695,22.495,22.3593,22.628,22.7097,DOWN,0
2005-02-07,22.255,22.65,22.3595,22.565,22.7118,DOWN,0
2005-02-08,21.85,22.0,22.3594,22.425,22.7048,DOWN,0
2005-02-09,21.85,22.05,22.3587,22.229,22.7002,DOWN,0
2005-02-10,21.61,21.75,22.3567,22.052,22.696,DOWN,0
2005-02-11,21.515,21.525,22.3532,21.816,22.6869,UP,1
2005-02-14,21.95,21.975,22.348,21.755,22.6784,UP,1
2005-02-15,22.35,22.075,22.3455,21.855,22.6743,DOWN,0
2005-02-16,22.24,22.25,22.3414,21.933,22.6705,UP,1
2005-02-17,22.35,22.5,22.3375,22.081,22.6684,DOWN,0
2005-02-18,22.19,22.3,22.331,22.216,22.6666,DOWN,0
2005-02-22,21.785,22.195,22.3227,22.183,22.6485,UP,1
2005-02-23,21.995,22.175,22.3165,22.112,22.6287,UP,1
2005-02-24,22.19,22.045,22.3146,22.102,22.6075,DOWN,0
2005-02-25,22.075,22.195,22.3118,22.047,22.5835,DOWN,0
2005-02-28,21.99,22.075,22.3069,22.007,22.5608,DOWN,0
2005-03-01,21.97,22.015,22.3043,22.044,22.5324,DOWN,0
2005-03-02,21.365,21.9,22.2983,21.918,22.4944,UP,1
