ticker,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2000-04-27,65.938,65.5,64.9375,57.9248,,UP,1
2000-04-28,66.5,66.688,65.5375,58.1348,,DOWN,0
2000-05-01,64.25,66.625,65.8625,58.2598,,DOWN,0
2000-05-02,63.813,64.063,65.3375,58.3973,,DOWN,0
2000-05-03,62.375,64.063,64.575,58.5448,,DOWN,0
2000-05-04,60.938,62.125,63.575,58.6648,,DOWN,0
2000-05-05,59.875,59.75,62.25,58.781,,UP,1
2000-05-08,61.063,59.0,61.6125,58.8923,,UP,1
2000-05-09,62.5,61.5,61.35,59.0423,,DOWN,0
2000-05-10,60.813,62.0,61.0375,59.166,,UP,1
2000-05-11,61.25,60.875,61.1,59.341,,UP,1
2000-05-12,61.563,61.5,61.4375,59.506,,UP,1
2000-05-15,63.313,61.563,61.8875,59.7185,,DOWN,0
2000-05-16,62.0,64.0,61.7875,59.9035,,UP,1
2000-05-17,62.313,61.75,62.0875,60.1373,,DOWN,0
2000-05-18,62.125,62.25,62.2625,60.2935,,DOWN,0
2000-05-19,61.875,61.875,62.325,60.471,,DOWN,0
2000-05-22,61.438,61.625,61.95,60.631,,UP,1
2000-05-23,61.875,61.188,61.925,60.8135,,DOWN,0
2000-05-24,59.625,61.0,61.3875,60.9548,,DOWN,0
2000-05-25,58.875,59.438,60.7375,61.0335,,DOWN,0
2000-05-26,57.188,59.0,59.8,61.0523,,UP,1
2000-05-30,59.063,57.0,59.325,61.1235,,UP,1
2000-05-31,59.875,59.938,58.925,61.1898,,UP,1
2000-06-01,61.5,60.813,59.3,61.256,,DOWN,0
2000-06-02,61.0,62.188,59.725,61.3385,,UP,1
2000-06-05,61.563,60.875,60.6,61.3773,,UP,1
2000-06-06,61.75,61.563,61.1375,61.3373,,UP,1
2000-06-07,62.063,61.75,61.575,61.3148,,DOWN,0
2000-06-08,60.25,62.0,61.325,61.3148,,DOWN,0
2000-06-09,59.313,60.25,60.9875,61.3198,,UP,1
2000-06-12,59.336,59.0,60.5422,61.3352,,UP,1
2000-06-13,61.313,59.5,60.4547,61.3017,,DOWN,0
2000-06-14,61.25,61.188,60.2922,61.3392,,UP,1
2000-06-15,62.375,61.5,60.7172,61.4305,,DOWN,0
2000-06-16,61.75,62.438,61.2047,61.5017,,UP,1
2000-06-19,62.125,61.75,61.7625,61.5467,,DOWN,0
2000-06-20,61.438,61.875,61.7875,61.558,,UP,1
2000-06-21,61.75,60.938,61.8875,61.513,,UP,1
2000-06-22,62.938,61.563,62.0,61.508,,DOWN,0
2000-06-23,61.438,62.813,61.9375,61.5067,,DOWN,0
2000-06-26,60.75,60.75,61.6625,61.5167,,DOWN,0
2000-06-27,60.125,60.75,61.4,61.6192,,DOWN,0
2000-06-28,59.625,60.188,60.975,61.6517,,UP,1
2000-06-29,60.25,59.625,60.4375,61.643,,DOWN,0
2000-06-30,58.898,60.313,59.9297,61.6397,,UP,1
2000-07-03,59.438,59.5,59.6672,61.5584,,UP,1
2000-07-05,61.0,59.625,59.8422,61.5259,,UP,1
2000-07-06,61.313,61.0,60.1797,61.4234,,DOWN,0
2000-07-07,60.688,60.375,60.2672,61.3134,,UP,1
2000-07-10,61.0,60.0,60.6875,61.2147,,DOWN,0
2000-07-11,60.813,60.313,60.9625,61.1009,,DOWN,0
2000-07-12,60.688,60.5,60.9,61.0297,,DOWN,0
2000-07-13,60.313,60.563,60.7,60.9597,,UP,1
2000-07-14,60.875,60.688,60.7375,60.9297,,DOWN,0
2000-07-17,60.438,60.938,60.625,60.9197,,UP,1
2000-07-18,60.75,60.188,60.6125,60.9372,,UP,1
2000-07-19,61.25,60.75,60.725,60.9409,,DOWN,0
2000-07-20,59.563,60.875,60.575,60.8822,,DOWN,0
2000-07-21,59.5,59.313,60.3,60.8559,,DOWN,0
2000-07-24,59.0,58.75,60.0125,60.8109,,DOWN,0
2000-07-25,58.688,58.563,59.6,60.7534,,DOWN,0
2000-07-26,58.125,58.625,58.975,60.6497,,DOWN,0
2000-07-27,58.125,58.0,58.6875,60.5722,,DOWN,0
2000-07-28,57.375,58.688,58.2625,60.4734,,UP,1
2000-07-31,58.75,57.375,58.2125,60.4059,,DOWN,0
2000-08-01,58.313,58.563,58.1375,60.3347,,DOWN,0
2000-08-02,58.188,58.375,58.15,60.2697,,DOWN,0
2000-08-03,57.938,57.625,58.1125,60.1909,,DOWN,0
2000-08-04,57.688,57.438,58.175,60.1522,,DOWN,0
2000-08-07,57.375,57.813,57.9,60.1222,,DOWN,0
2000-08-08,56.875,57.125,57.6125,60.1159,,DOWN,0
2000-08-09,55.75,56.875,57.125,60.0497,,UP,1
2000-08-10,58.5,55.438,57.2375,60.0222,,UP,1
2000-08-11,59.0,58.0,57.5,59.9722,,DOWN,0
2000-08-14,58.625,58.75,57.75,59.9247,,DOWN,0
2000-08-15,57.875,58.375,57.95,59.8509,,DOWN,0
2000-08-16,57.313,57.625,58.2625,59.7622,,DOWN,0
2000-08-17,56.75,57.313,57.9125,59.6559,,DOWN,0
2000-08-18,56.188,56.75,57.35,59.5747,,DOWN,0
2000-08-21,55.813,56.25,56.7875,59.5047,,UP,1
2000-08-22,56.25,55.813,56.4625,59.443,,DOWN,0
2000-08-23,55.75,56.0,56.15,59.3317,61.2927,UP,1
2000-08-24,56.438,55.563,56.0875,59.2355,61.3249,UP,1
2000-08-25,57.625,56.438,56.375,59.1405,61.2717,DOWN,0
2000-08-28,56.75,57.625,56.5625,59.0405,61.1805,DOWN,0
2000-08-29,56.25,56.5,56.5625,58.923,61.1092,DOWN,0
2000-08-30,55.125,55.25,56.4375,58.7967,61.0399,UP,1
2000-08-31,55.438,55.438,56.2375,58.6705,60.9871,UP,1
2000-09-01,55.875,55.625,55.8875,58.5292,60.928,DOWN,0
2000-09-05,55.563,55.25,55.65,58.4117,60.8742,UP,1
2000-09-06,55.813,55.313,55.5625,58.313,60.8283,DOWN,0
2000-09-07,54.563,55.125,55.45,58.2017,60.7855,DOWN,0
2000-09-08,53.313,54.438,55.025,58.0755,60.7211,DOWN,0
2000-09-11,52.375,53.563,54.325,57.918,60.6446,UP,1
2000-09-12,53.563,52.938,53.925,57.8113,60.5667,UP,1
2000-09-13,55.0,53.75,53.7625,57.7225,60.5011,UP,1
2000-09-14,55.438,56.5,53.9375,57.6113,60.448,DOWN,0
2000-09-15,55.375,55.5,54.35,57.4925,60.3955,DOWN,0
2000-09-18,53.0,55.063,54.475,57.3388,60.3252,DOWN,0
2000-09-19,52.5,52.375,54.2625,57.1688,60.2555,UP,1
2000-09-20,54.0,52.5,54.0625,57.0325,60.1942,UP,1
2000-09-21,55.25,55.5,54.025,56.9238,60.1305,UP,1
2000-09-22,56.0,55.5,54.15,56.8375,60.0686,UP,1
2000-09-25,56.75,56.438,54.9,56.755,60.0149,UP,1
2000-09-26,56.938,56.875,55.7875,56.685,59.9689,DOWN,0
2000-09-27,56.625,56.813,56.3125,56.6025,59.9221,UP,1
2000-09-28,57.313,56.5,56.725,56.5238,59.8836,DOWN,0
2000-09-29,56.375,56.313,56.8,56.46,59.8467,UP,1
2000-10-02,56.688,56.0,56.7875,56.4038,59.8102,DOWN,0
2000-10-03,56.625,56.625,56.725,56.3563,59.7602,UP,1
2000-10-04,58.75,56.625,57.15,56.3575,59.7114,DOWN,0
2000-10-05,58.5,59.0,57.3875,56.365,59.6589,DOWN,0
2000-10-06,58.063,58.375,57.725,56.3638,59.6142,DOWN,0
2000-10-09,56.875,58.313,57.7625,56.3538,59.5599,UP,1
2000-10-10,58.875,56.875,58.2125,56.3563,59.5058,DOWN,0
2000-10-11,57.5,59.0,57.9625,56.34,59.4483,DOWN,0
2000-10-12,54.75,57.0,57.2125,56.2713,59.3821,UP,1
2000-10-13,56.625,54.813,56.925,56.245,59.3252,DOWN,0
2000-10-16,55.938,56.5,56.7375,56.21,59.2599,DOWN,0
2000-10-17,55.125,55.813,55.9875,56.165,59.2002,DOWN,0
2000-10-18,53.063,52.5,55.1,56.0888,59.1408,UP,1
2000-10-19,60.0,57.75,56.15,56.1738,59.1008,UP,1
2000-10-20,62.0,59.938,57.225,56.2438,59.0708,DOWN,0
2000-10-23,60.813,61.438,58.2,56.28,59.043,DOWN,0
2000-10-24,59.75,59.5,59.125,56.3025,59.0064,DOWN,0
2000-10-25,59.625,59.875,60.4375,56.3375,58.9783,UP,1
2000-10-26,59.75,59.188,60.3875,56.3863,58.9402,DOWN,0
2000-10-27,59.313,59.75,59.85,56.4375,58.8952,UP,1
2000-10-30,61.125,59.0,59.9125,56.5363,58.8555,DOWN,0
2000-10-31,60.75,61.875,60.1125,56.635,58.8242,DOWN,0
2000-11-01,59.625,60.625,60.1125,56.7025,58.7811,UP,1
2000-11-02,61.375,59.5,60.4375,56.815,58.7436,DOWN,0
2000-11-03,60.563,60.5,60.6875,56.8975,58.7102,DOWN,0
2000-11-06,60.0,60.438,60.4625,56.945,58.6802,DOWN,0
2000-11-07,59.938,60.0,60.3,57.0088,58.6505,DOWN,0
2000-11-08,59.75,60.0,60.325,57.0788,58.6236,DOWN,0
2000-11-09,58.625,59.375,59.775,57.1488,58.5911,DOWN,0
2000-11-10,58.313,58.375,59.325,57.2063,58.558,UP,1
2000-11-13,59.0,57.75,59.125,57.2688,58.553,UP,1
2000-11-14,59.75,58.25,59.0875,57.3525,58.5449,DOWN,0
2000-11-15,59.0,58.75,58.9375,57.4163,58.5486,DOWN,0
2000-11-16,58.438,58.5,58.9,57.4938,58.5527,UP,1
2000-11-17,59.25,58.5,59.0875,57.6125,58.5671,UP,1
2000-11-20,59.313,59.0,59.15,57.7513,58.5849,UP,1
2000-11-21,60.313,58.75,59.2625,57.8863,58.5896,DOWN,0
2000-11-22,60.188,60.188,59.5,57.99,58.6005,UP,1
2000-11-24,60.875,60.0,59.9875,58.0988,58.6196,UP,1
2000-11-27,61.125,60.875,60.3625,58.2138,58.6496,DOWN,0
2000-11-28,61.063,60.75,60.7125,58.375,58.683,DOWN,0
2000-11-29,60.375,61.0,60.725,58.5325,58.7102,UP,1
2000-11-30,60.688,60.125,60.825,58.6663,58.7336,UP,1
2000-12-01,60.875,60.0,60.825,58.7788,58.748,DOWN,0
2000-12-04,60.313,60.0,60.6625,58.865,58.7649,UP,1
2000-12-05,61.0,60.75,60.65,58.95,58.7949,UP,1
2000-12-06,62.313,61.438,61.0375,59.0575,58.8317,DOWN,0
2000-12-07,61.688,61.5,61.2375,59.1588,58.8699,UP,1
2000-12-08,63.688,61.563,61.8,59.2863,58.9108,UP,1
2000-12-11,64.0,63.75,62.5375,59.4388,58.9558,DOWN,0
2000-12-12,63.563,63.188,63.05,59.5763,59.0005,DOWN,0
2000-12-13,62.625,63.063,63.1125,59.6963,59.0511,DOWN,0
2000-12-14,58.688,58.0,62.5125,59.695,59.078,DOWN,0
2000-12-15,57.438,57.5,61.2625,59.6738,59.1017,DOWN,0
2000-12-18,56.875,56.813,59.8375,59.65,59.1224,DOWN,0
2000-12-19,55.75,55.938,58.275,59.6275,59.148,DOWN,0
2000-12-20,54.438,54.125,56.6375,59.5388,59.1486,DOWN,0
2000-12-21,53.5,54.063,55.6,59.4588,59.1511,UP,1
2000-12-22,56.5,53.5,55.4125,59.4938,59.1664,UP,1
2000-12-26,57.438,56.063,55.525,59.51,59.1899,DOWN,0
2000-12-27,57.313,57.0,55.8375,59.5375,59.2136,UP,1
2000-12-28,59.188,57.0,56.7875,59.6188,59.2349,DOWN,0
2000-12-29,58.75,58.313,57.8375,59.7325,59.2474,DOWN,0
2001-01-02,56.375,58.0,57.8125,59.66,59.2517,UP,1
2001-01-03,60.563,56.188,58.4375,59.6313,59.2717,UP,1
2001-01-04,61.063,60.0,59.1875,59.6363,59.2861,DOWN,0
2001-01-05,60.625,61.0,59.475,59.6538,59.3049,UP,1
2001-01-08,61.063,60.563,59.9375,59.6825,59.3121,DOWN,0
2001-01-09,61.0,60.875,60.8625,59.7075,59.2983,DOWN,0
2001-01-10,58.5,60.0,60.45,59.6913,59.2749,UP,1
2001-01-11,59.25,58.25,60.0875,59.6538,59.2699,DOWN,0
2001-01-12,58.938,59.125,59.75,59.6175,59.2692,UP,1
2001-01-16,59.438,58.875,59.425,59.6138,59.2736,DOWN,0
2001-01-17,59.375,59.375,59.1,59.5738,59.2555,UP,1
2001-01-18,60.25,59.625,59.45,59.5675,59.2599,DOWN,0
2001-01-19,60.0,60.25,59.6,59.5675,59.2709,UP,1
2001-01-22,60.313,60.0,59.875,59.575,59.2815,UP,1
2001-01-23,60.938,60.375,60.175,59.5988,59.2868,DOWN,0
2001-01-24,60.25,60.938,60.35,59.6313,59.2837,UP,1
2001-01-25,60.375,60.25,60.375,59.6725,59.2655,DOWN,0
2001-01-26,60.375,60.25,60.45,59.7,59.2515,UP,1
2001-01-29,60.8,60.6,60.5475,59.721,59.248,UP,1
2001-01-30,61.6,61.05,60.68,59.773,59.2547,UP,1
2001-01-31,61.9,61.64,61.01,59.8423,59.2892,DOWN,0
2001-02-01,61.57,61.9,61.249,59.8887,59.3071,DOWN,0
2001-02-02,61.1,61.5,61.394,59.9244,59.3091,DOWN,0
2001-02-05,60.24,61.0,61.282,59.923,59.315,DOWN,0
2001-02-06,59.61,60.01,60.884,59.9114,59.2956,UP,1
2001-02-07,59.68,59.01,60.44,59.8875,59.2809,UP,1
2001-02-08,59.96,59.05,60.118,59.8642,59.2485,DOWN,0
2001-02-09,59.82,59.75,59.862,59.8394,59.2166,UP,1
2001-02-12,60.2,59.65,59.854,59.8359,59.1879,DOWN,0
2001-02-13,60.03,60.0,59.938,59.8227,59.1556,UP,1
2001-02-14,60.09,60.0,60.02,59.807,59.1348,UP,1
2001-02-15,60.14,60.01,60.056,59.8036,59.1164,DOWN,0
2001-02-16,60.03,59.36,60.098,59.7842,59.1047,UP,1
2001-02-20,60.1,60.03,60.078,59.7399,59.1005,DOWN,0
2001-02-21,58.9,59.8,59.852,59.6842,59.0956,DOWN,0
2001-02-22,58.29,58.4,59.492,59.5762,59.0818,DOWN,0
2001-02-23,57.6,57.8,58.984,59.4482,59.0573,UP,1
2001-02-26,57.65,57.65,58.508,59.33,59.0415,UP,1
2001-02-27,58.11,57.25,58.11,59.2397,59.0258,DOWN,0
2001-02-28,56.53,58.06,57.636,59.1965,59.0006,DOWN,0
2001-03-01,56.0,56.54,57.178,59.1678,58.964,UP,1
2001-03-02,56.94,56.0,57.046,59.1691,58.9387,UP,1
2001-03-05,57.75,56.5,57.066,59.2091,58.9159,DOWN,0
2001-03-06,57.37,57.99,56.918,59.2677,58.8922,UP,1
2001-03-07,58.35,57.59,57.282,59.3647,58.8745,UP,1
2001-03-08,59.2,58.98,57.922,59.4187,58.8633,DOWN,0
2001-03-09,58.83,59.0,58.3,59.4466,58.8481,DOWN,0
2001-03-12,57.36,58.8,58.222,59.4475,58.8368,UP,1
2001-03-13,57.4,56.91,58.228,59.4118,58.8294,DOWN,0
2001-03-14,56.85,57.0,57.928,59.3738,58.8277,DOWN,0
2001-03-15,56.65,56.77,57.418,59.3793,58.8157,DOWN,0
2001-03-16,55.75,56.55,56.802,59.283,58.795,UP,1
2001-03-19,56.01,55.9,56.532,59.182,58.7676,DOWN,0
2001-03-20,55.52,56.01,56.156,59.0799,58.7402,UP,1
2001-03-21,57.7,55.52,56.326,59.0126,58.7209,DOWN,0
2001-03-22,55.89,54.6,56.174,58.9104,58.6916,DOWN,0
2001-03-23,55.25,55.76,56.074,58.8454,58.6575,UP,1
2001-03-26,56.15,55.25,56.102,58.7834,58.637,UP,1
2001-03-27,56.44,56.21,56.286,58.7335,58.6227,DOWN,0
2001-03-28,56.3,56.08,56.006,58.6707,58.6075,DOWN,0
2001-03-29,56.14,56.0,56.056,58.606,58.5816,UP,1
2001-03-30,56.9,56.15,56.386,58.539,58.5599,DOWN,0
2001-04-02,55.58,56.65,56.272,58.4506,58.5259,DOWN,0
2001-04-03,53.21,55.07,55.626,58.3086,58.4832,DOWN,0
2001-04-04,52.96,53.01,54.958,58.149,58.4374,UP,1
2001-04-05,53.32,53.49,54.394,58.0104,58.3968,UP,1
2001-04-06,54.18,53.32,53.85,57.8865,58.3589,DOWN,0
2001-04-09,53.65,54.18,53.464,57.752,58.3125,UP,1
2001-04-10,54.61,53.65,53.744,57.6282,58.2784,DOWN,0
2001-04-11,54.46,54.02,54.044,57.4854,58.2469,DOWN,0
2001-04-12,54.21,54.21,54.222,57.3316,58.2173,DOWN,0
2001-04-16,53.7,54.0,54.126,57.1742,58.1877,UP,1
2001-04-17,53.89,53.2,54.174,57.03,58.1559,UP,1
2001-04-18,54.45,53.25,54.142,56.9142,58.1337,UP,1
2001-04-19,57.07,54.45,54.664,56.8634,58.1218,UP,1
2001-04-20,58.23,56.75,55.468,56.8344,58.108,DOWN,0
2001-04-23,56.25,57.9,55.978,56.7602,58.0827,UP,1
2001-04-24,56.44,55.27,56.488,56.6926,58.0614,UP,1
2001-04-25,56.92,56.25,56.982,56.627,58.041,DOWN,0
2001-04-26,56.6,56.7,56.888,56.5584,58.02,UP,1
2001-04-27,57.19,56.9,56.68,56.5004,58.0025,UP,1
2001-04-30,57.45,57.44,56.92,56.4466,57.9882,UP,1
2001-05-01,57.9,57.2,57.212,56.404,57.9733,UP,1
2001-05-02,58.18,57.75,57.464,56.3656,57.962,DOWN,0
2001-05-03,58.07,57.75,57.758,56.349,57.9486,UP,1
2001-05-04,58.08,57.9,57.936,56.3448,57.9328,DOWN,0
2001-05-07,57.9,57.0,58.026,56.3508,57.9244,DOWN,0
2001-05-08,57.65,57.7,57.976,56.3508,57.9152,DOWN,0
2001-05-09,57.63,57.6,57.866,56.3412,57.9083,UP,1
2001-05-10,57.7,57.88,57.792,56.3646,57.9034,UP,1
2001-05-11,57.99,57.95,57.774,56.4044,57.9027,DOWN,0
2001-05-14,57.6,57.75,57.714,56.4176,57.9001,UP,1
2001-05-15,57.7,57.35,57.724,56.4166,57.9017,UP,1
2001-05-16,58.07,57.55,57.812,56.4306,57.8983,UP,1
2001-05-17,59.63,58.5,58.198,56.4562,57.9049,UP,1
2001-05-18,59.85,59.2,58.57,56.4692,57.9132,UP,1
2001-05-21,59.91,59.8,59.032,56.4908,57.9231,DOWN,0
2001-05-22,59.76,59.95,59.444,56.5388,57.9335,DOWN,0
2001-05-23,59.23,59.72,59.676,56.5754,57.9427,DOWN,0
2001-05-24,59.2,58.63,59.59,56.6224,57.9544,DOWN,0
2001-05-25,58.83,58.9,59.386,56.666,57.9698,DOWN,0
2001-05-29,58.8,58.65,59.164,56.727,57.9713,DOWN,0
2001-05-30,58.8,58.8,58.972,56.7828,57.9703,UP,1
2001-05-31,59.45,58.52,59.016,56.8614,57.9744,DOWN,0
2001-06-01,58.55,59.0,58.886,56.8784,57.9778,DOWN,0
2001-06-04,58.3,58.1,58.78,56.9266,57.9827,DOWN,0
2001-06-05,58.29,58.3,58.678,56.9874,57.9904,DOWN,0
2001-06-06,58.07,58.8,58.532,57.0258,57.9998,UP,1
2001-06-07,58.43,58.0,58.328,57.0656,58.0129,DOWN,0
2001-06-08,58.09,58.23,58.236,57.1014,58.0221,DOWN,0
2001-06-11,57.62,58.0,58.1,57.131,58.0314,UP,1
2001-06-12,57.66,57.4,57.974,57.1462,58.0376,DOWN,0
2001-06-13,57.24,57.45,57.808,57.1794,58.0356,DOWN,0
2001-06-14,56.78,56.85,57.478,57.2508,58.0358,DOWN,0
2001-06-15,56.7,56.43,57.2,57.3256,58.038,DOWN,0
2001-06-18,56.55,56.25,56.986,57.3902,58.0452,DOWN,0
2001-06-19,55.98,56.55,56.65,57.4262,58.0479,UP,1
2001-06-20,56.33,55.48,56.468,57.4798,58.0501,UP,1
2001-06-21,57.29,56.2,56.57,57.5334,58.0588,DOWN,0
2001-06-22,56.98,57.04,56.626,57.5838,58.0646,DOWN,0
2001-06-25,56.03,56.5,56.522,57.6202,58.072,DOWN,0
2001-06-26,55.8,55.68,56.486,57.6622,58.0844,UP,1
2001-06-27,56.24,55.65,56.468,57.7092,58.1037,UP,1
2001-06-28,57.1,56.0,56.43,57.7622,58.1214,UP,1
2001-06-29,57.8,57.35,56.594,57.7768,58.1354,UP,1
2001-07-02,58.11,57.8,57.01,57.7744,58.1488,UP,1
2001-07-03,58.56,58.05,57.562,57.8206,58.1647,DOWN,0
2001-07-05,58.56,58.48,58.026,57.863,58.1925,DOWN,0
2001-07-06,57.73,58.41,58.152,57.8792,58.2186,UP,1
2001-07-09,57.9,57.97,58.172,57.9052,58.2381,DOWN,0
2001-07-10,57.59,58.0,58.068,57.9132,58.2498,DOWN,0
2001-07-11,57.47,57.44,57.85,57.9136,58.2572,UP,1
2001-07-12,57.8,57.47,57.698,57.9116,58.2624,UP,1
2001-07-13,58.34,57.8,57.82,57.9148,58.2695,DOWN,0
2001-07-16,58.2,58.59,57.88,57.9174,58.2773,UP,1
2001-07-17,58.28,58.1,58.018,57.9214,58.2822,DOWN,0
2001-07-18,58.03,57.9,58.13,57.924,58.2904,UP,1
2001-07-19,58.19,58.04,58.208,57.9348,58.298,DOWN,0
2001-07-20,57.6,57.62,58.06,57.9342,58.3028,DOWN,0
2001-07-23,56.97,57.7,57.814,57.9196,58.2939,DOWN,0
2001-07-24,56.65,57.2,57.488,57.8928,58.2847,UP,1
2001-07-25,57.0,56.6,57.282,57.8808,58.2794,DOWN,0
2001-07-26,56.95,56.7,57.034,57.8658,58.2797,DOWN,0
2001-07-27,56.4,56.87,56.794,57.8324,58.2674,UP,1
2001-07-30,56.63,56.5,56.726,57.7724,58.263,UP,1
2001-07-31,56.83,56.63,56.762,57.712,58.2734,UP,1
2001-08-01,56.95,57.0,56.752,57.6528,58.275,DOWN,0
2001-08-02,56.65,56.78,56.692,57.5906,58.2786,DOWN,0
2001-08-03,56.42,56.7,56.696,57.5344,58.2851,DOWN,0
2001-08-06,56.34,56.3,56.638,57.4772,58.3015,DOWN,0
2001-08-07,56.12,56.09,56.496,57.423,58.2821,DOWN,0
2001-08-08,56.05,55.95,56.316,57.368,58.2523,DOWN,0
2001-08-09,55.84,56.05,56.154,57.3088,58.2275,UP,1
2001-08-10,56.08,55.8,56.086,57.2414,58.2091,DOWN,0
2001-08-13,55.97,56.1,56.012,57.1898,58.1908,DOWN,0
2001-08-14,55.93,56.1,55.974,57.1424,58.1717,DOWN,0
2001-08-15,55.84,55.98,55.932,57.0934,58.1544,DOWN,0
2001-08-16,55.75,55.55,55.914,57.047,58.1275,DOWN,0
