ticker,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2005-08-30,70.42,70.95,71.362,71.3882,75.3486,UP,1
2005-08-31,70.89,70.42,71.15,71.3948,75.2843,DOWN,0
2005-09-01,69.65,70.52,70.698,71.3832,75.2188,DOWN,0
2005-09-02,68.98,69.9,70.228,71.3846,75.147,UP,1
2005-09-06,70.05,69.7,69.998,71.4136,75.0794,DOWN,0
2005-09-07,69.73,70.0,69.86,71.4402,75.0126,DOWN,0
2005-09-08,68.83,70.15,69.448,71.4204,74.9373,DOWN,0
2005-09-09,68.5,68.99,69.218,71.4028,74.8608,UP,1
2005-09-12,68.51,68.32,69.124,71.3898,74.7858,DOWN,0
2005-09-13,68.43,68.7,68.8,71.3742,74.7097,DOWN,0
2005-09-14,68.3,68.75,68.514,71.3618,74.6312,UP,1
2005-09-15,68.46,68.48,68.44,71.3768,74.5527,UP,1
2005-09-16,68.98,68.5,68.536,71.3824,74.4709,DOWN,0
2005-09-19,67.26,68.5,68.286,71.3286,74.3792,DOWN,0
2005-09-20,66.86,67.47,67.972,71.27,74.2854,UP,1
2005-09-21,67.92,68.35,67.896,71.2326,74.1955,UP,1
2005-09-22,68.6,67.7,67.924,71.2054,74.1091,DOWN,0
2005-09-23,68.37,68.6,67.802,71.1594,74.0158,DOWN,0
2005-09-26,68.28,68.7,68.006,71.122,73.9195,UP,1
2005-09-27,68.5,68.56,68.334,71.0926,73.829,UP,1
2005-09-28,68.94,68.9,68.538,71.0684,73.7369,UP,1
2005-09-29,70.37,68.74,68.892,71.0194,73.655,DOWN,0
2005-09-30,69.13,69.99,69.044,70.9552,73.5694,UP,1
2005-10-03,69.32,69.3,69.252,70.8832,73.4865,DOWN,0
2005-10-04,68.35,69.55,69.222,70.7962,73.3987,DOWN,0
2005-10-05,66.9,68.03,68.814,70.6658,73.3053,UP,1
2005-10-06,68.3,67.15,68.4,70.5678,73.2144,UP,1
2005-10-07,68.44,68.55,68.262,70.462,73.1231,UP,1
2005-10-10,68.83,68.67,68.164,70.3792,73.0339,UP,1
2005-10-11,69.46,68.83,68.386,70.3078,72.9548,DOWN,0
2005-10-12,68.72,69.05,68.75,70.2138,72.869,DOWN,0
2005-10-13,68.13,68.25,68.716,70.0938,72.7811,UP,1
2005-10-14,70.01,68.96,69.03,70.0194,72.7035,UP,1
2005-10-17,70.4,70.4,69.344,69.9586,72.6282,DOWN,0
2005-10-18,69.48,70.58,69.348,69.8872,72.5506,UP,1
2005-10-19,70.83,69.35,69.77,69.8406,72.4852,UP,1
2005-10-20,72.44,72.0,70.632,69.8282,72.4286,DOWN,0
2005-10-21,71.68,73.0,70.966,69.7974,72.3687,UP,1
2005-10-24,73.89,72.27,71.664,69.814,72.3207,DOWN,0
2005-10-25,73.52,73.7,72.472,69.8244,72.2702,DOWN,0
2005-10-26,72.8,73.53,72.866,69.8376,72.2177,DOWN,0
2005-10-27,71.97,72.84,72.772,69.8308,72.1916,UP,1
2005-10-28,72.82,72.58,73.0,69.8516,72.1752,UP,1
2005-10-31,72.94,73.5,72.81,69.8808,72.1602,DOWN,0
2005-11-01,72.8,72.98,72.666,69.8898,72.1477,UP,1
2005-11-02,73.88,72.8,72.882,69.9252,72.1392,UP,1
2005-11-03,74.26,74.0,73.34,69.9714,72.1344,DOWN,0
2005-11-04,74.1,74.26,73.596,70.0152,72.13,UP,1
2005-11-07,74.81,74.3,73.97,70.0848,72.127,DOWN,0
2005-11-08,74.69,74.3,74.348,70.1546,72.12,UP,1
2005-11-09,74.7,74.71,74.512,70.2402,72.116,UP,1
2005-11-10,75.69,74.94,74.798,70.3362,72.1244,UP,1
2005-11-11,76.26,75.73,75.23,70.4684,72.1352,UP,1
2005-11-14,77.18,76.74,75.704,70.6324,72.1477,DOWN,0
2005-11-15,75.56,77.18,75.878,70.7426,72.1494,DOWN,0
2005-11-16,75.44,75.81,76.026,70.8568,72.1506,UP,1
2005-11-17,76.82,75.81,76.252,71.0166,72.1606,UP,1
2005-11-18,78.15,77.95,76.63,71.2096,72.1808,UP,1
2005-11-21,78.19,78.23,76.832,71.4032,72.2011,UP,1
2005-11-22,79.78,78.9,77.676,71.6302,72.2296,DOWN,0
2005-11-23,79.22,79.7,78.432,71.8486,72.2567,UP,1
2005-11-25,79.54,79.65,78.976,72.0702,72.2818,DOWN,0
2005-11-28,78.77,79.79,79.1,72.266,72.2997,DOWN,0
2005-11-29,78.49,79.4,79.16,72.4906,72.3171,DOWN,0
2005-11-30,77.9,78.7,78.784,72.7114,72.3215,UP,1
2005-12-01,78.07,78.25,78.554,72.9144,72.3175,DOWN,0
2005-12-02,77.45,77.7,78.136,73.0914,72.3164,DOWN,0
2005-12-05,76.04,76.96,77.59,73.2448,72.3105,UP,1
2005-12-06,77.16,76.5,77.324,73.4224,72.3152,UP,1
2005-12-07,77.2,77.25,77.184,73.5964,72.3179,DOWN,0
2005-12-08,75.02,76.85,76.574,73.718,72.306,UP,1
2005-12-09,75.79,75.37,76.242,73.8264,72.299,DOWN,0
2005-12-12,75.59,76.08,76.152,73.9556,72.2895,DOWN,0
2005-12-13,75.4,76.4,75.8,74.0772,72.2794,UP,1
2005-12-14,76.13,75.5,75.586,74.2328,72.2755,UP,1
2005-12-15,76.27,76.1,75.836,74.4202,72.2706,DOWN,0
2005-12-16,76.02,76.62,75.882,74.5746,72.2612,DOWN,0
2005-12-19,75.07,76.2,75.778,74.7072,72.2446,UP,1
2005-12-20,75.23,75.4,75.744,74.8352,72.2281,UP,1
2005-12-21,76.62,76.19,75.842,74.9784,72.2256,UP,1
2005-12-22,76.84,77.0,75.956,75.1408,72.225,UP,1
2005-12-23,77.14,76.98,76.18,75.321,72.2304,DOWN,0
2005-12-27,76.6,77.35,76.486,75.4528,72.2307,DOWN,0
2005-12-28,76.4,76.69,76.72,75.5728,72.2358,DOWN,0
2005-12-29,75.86,76.35,76.568,75.7004,72.2431,DOWN,0
2005-12-30,75.15,74.8,76.23,75.7868,72.2462,UP,1
2006-01-03,75.55,76.14,75.912,75.849,72.2564,UP,1
2006-01-04,75.65,75.65,75.722,75.9284,72.2672,UP,1
2006-01-05,75.68,75.65,75.578,75.9642,72.2807,DOWN,0
2006-01-06,75.23,75.93,75.452,75.9984,72.2955,UP,1
2006-01-09,76.15,75.21,75.652,76.0654,72.3152,DOWN,0
2006-01-10,75.74,76.15,75.69,76.1408,72.3318,DOWN,0
2006-01-11,75.35,75.96,75.63,76.1914,72.3493,DOWN,0
2006-01-12,74.67,74.93,75.428,76.226,72.3558,DOWN,0
2006-01-13,74.5,74.98,75.282,76.26,72.3646,UP,1
2006-01-17,74.92,75.0,75.036,76.2808,72.3797,UP,1
2006-01-18,75.59,74.93,75.006,76.3074,72.3959,UP,1
2006-01-19,76.58,75.79,75.252,76.357,72.4138,DOWN,0
2006-01-20,75.24,76.69,75.366,76.3656,72.4248,DOWN,0
2006-01-23,75.21,75.68,75.508,76.376,72.4363,UP,1
2006-01-24,76.15,75.49,75.754,76.405,72.4585,UP,1
2006-01-25,76.76,76.55,75.988,76.4264,72.4823,DOWN,0
2006-01-26,75.55,76.7,75.782,76.4122,72.4968,DOWN,0
2006-01-27,75.4,75.8,75.814,76.3766,72.5187,DOWN,0
2006-01-30,74.9,75.55,75.752,76.3634,72.5436,UP,1
2006-01-31,74.91,74.91,75.504,76.3528,72.5744,DOWN,0
2006-02-01,74.76,74.93,75.104,76.3116,72.6038,DOWN,0
2006-02-02,73.71,74.74,74.736,76.2228,72.6315,DOWN,0
2006-02-03,73.06,73.0,74.268,76.1202,72.6605,UP,1
2006-02-06,73.49,73.06,73.986,75.9944,72.6752,DOWN,0
2006-02-07,72.79,73.62,73.562,75.8658,72.6996,UP,1
2006-02-08,73.88,72.8,73.386,75.7526,72.724,DOWN,0
2006-02-09,73.77,73.9,73.398,75.6526,72.7504,UP,1
2006-02-10,74.78,73.9,73.742,75.5784,72.7748,UP,1
2006-02-13,75.03,74.4,74.05,75.521,72.8011,UP,1
2006-02-14,75.92,75.25,74.676,75.478,72.8241,UP,1
2006-02-15,76.3,75.93,75.16,75.455,72.8457,DOWN,0
2006-02-16,76.1,75.9,75.626,75.4562,72.868,UP,1
2006-02-17,76.25,76.3,75.92,75.438,72.8912,DOWN,0
2006-02-21,75.25,76.16,75.964,75.399,72.9092,UP,1
2006-02-22,75.87,75.73,75.954,75.416,72.9309,DOWN,0
2006-02-23,75.27,75.35,75.748,75.4056,72.9469,UP,1
2006-02-24,75.32,75.38,75.592,75.4002,72.9654,UP,1
2006-02-27,75.95,75.32,75.532,75.4112,72.9759,DOWN,0
2006-02-28,74.71,75.8,75.424,75.3828,72.9867,UP,1
2006-03-01,75.32,75.1,75.314,75.3638,73.0026,DOWN,0
2006-03-02,74.95,75.07,75.25,75.3424,73.0114,UP,1
2006-03-03,75.51,74.43,75.288,75.3512,73.0194,UP,1
2006-03-06,76.1,75.4,75.318,75.3686,73.0254,UP,1
2006-03-07,76.9,76.17,75.756,75.3742,73.0341,UP,1
2006-03-08,77.0,76.75,76.092,75.3774,73.0441,DOWN,0
2006-03-09,76.7,76.9,76.442,75.3686,73.0511,UP,1
2006-03-10,77.36,76.7,76.812,75.3838,73.0608,DOWN,0
2006-03-13,76.89,77.69,76.97,75.3936,73.0708,UP,1
2006-03-14,78.1,76.868,77.21,75.4384,73.0865,UP,1
2006-03-15,78.23,77.94,77.456,75.5,73.1042,DOWN,0
2006-03-16,78.0,78.0,77.716,75.549,73.126,UP,1
2006-03-17,78.14,78.3,77.872,75.5988,73.1484,UP,1
2006-03-20,78.22,78.1,78.138,75.6496,73.1713,DOWN,0
2006-03-21,78.04,78.47,78.126,75.7058,73.1974,UP,1
2006-03-22,78.85,78.04,78.25,75.7598,73.2274,UP,1
2006-03-23,78.86,78.86,78.422,75.8222,73.2566,DOWN,0
2006-03-24,78.82,78.08,78.558,75.8916,73.2889,UP,1
2006-03-27,78.89,78.82,78.692,75.976,73.3273,DOWN,0
2006-03-28,78.87,78.07,78.858,76.0634,73.3669,UP,1
2006-03-29,79.6,79.12,79.008,76.157,73.414,DOWN,0
2006-03-30,79.52,79.45,79.14,76.2356,73.4614,DOWN,0
2006-03-31,79.38,79.67,79.252,76.2916,73.5091,UP,1
2006-04-03,79.58,79.8,79.39,76.3784,73.5545,UP,1
2006-04-04,80.65,79.8,79.746,76.4872,73.6029,UP,1
2006-04-05,80.91,80.64,80.008,76.5824,73.6539,UP,1
2006-04-06,81.35,80.84,80.374,76.6742,73.7079,UP,1
2006-04-07,81.74,81.35,80.846,76.798,73.7654,DOWN,0
2006-04-10,81.57,81.8,81.244,76.9214,73.8287,DOWN,0
2006-04-11,81.27,81.7,81.368,77.0488,73.8921,UP,1
2006-04-12,81.46,81.6,81.478,77.1798,73.9574,UP,1
2006-04-13,81.6,81.47,81.528,77.3166,74.0163,DOWN,0
2006-04-17,81.04,81.48,81.388,77.4632,74.0746,UP,1
2006-04-18,82.4,81.84,81.554,77.65,74.1408,UP,1
2006-04-19,82.52,82.85,81.804,77.8306,74.2073,DOWN,0
2006-04-20,82.05,81.5,81.922,78.0158,74.273,DOWN,0
2006-04-21,82.03,82.46,82.008,78.1788,74.3446,DOWN,0
2006-04-24,81.99,82.03,82.198,78.3432,74.411,DOWN,0
2006-04-25,80.9,82.0,81.898,78.4656,74.4658,UP,1
2006-04-26,80.98,80.93,81.59,78.5846,74.5217,UP,1
2006-04-27,81.45,80.91,81.47,78.6952,74.58,DOWN,0
2006-04-28,81.07,81.39,81.278,78.7906,74.6356,DOWN,0
2006-05-01,80.88,81.32,81.056,78.8862,74.6866,UP,1
2006-05-02,81.63,81.42,81.202,78.9938,74.744,UP,1
2006-05-03,81.65,81.63,81.336,79.1218,74.8024,UP,1
2006-05-04,82.4,82.0,81.526,79.2524,74.8637,UP,1
2006-05-05,83.35,83.0,81.982,79.414,74.9163,DOWN,0
2006-05-08,83.11,83.98,82.428,79.5698,74.9702,DOWN,0
2006-05-09,83.1,83.12,82.722,79.7128,75.0211,DOWN,0
2006-05-10,82.85,82.75,82.962,79.8756,75.0718,DOWN,0
2006-05-11,81.83,82.47,82.848,80.0058,75.1139,DOWN,0
2006-05-12,80.86,81.83,82.35,80.124,75.1522,UP,1
2006-05-15,81.32,80.5,81.992,80.2402,75.1901,DOWN,0
2006-05-16,80.76,81.32,81.524,80.3334,75.2291,DOWN,0
2006-05-17,79.73,80.26,80.9,80.39,75.2626,DOWN,0
2006-05-18,79.5,80.0,80.434,80.44,75.293,UP,1
2006-05-19,79.94,79.6,80.25,80.5048,75.322,UP,1
2006-05-22,80.3,80.3,80.046,80.5636,75.3549,UP,1
2006-05-23,80.5,80.55,79.994,80.6358,75.3902,DOWN,0
2006-05-24,80.0,80.2,80.048,80.6738,75.4249,UP,1
2006-05-25,80.55,80.6,80.258,80.7202,75.4619,UP,1
2006-05-26,81.03,80.88,80.476,80.7808,75.5017,DOWN,0
2006-05-30,79.8,80.78,80.376,80.814,75.5346,UP,1
2006-05-31,80.55,80.05,80.386,80.8606,75.5721,UP,1
2006-06-01,81.01,80.87,80.588,80.92,75.6121,UP,1
2006-06-02,81.05,81.01,80.688,80.964,75.6567,DOWN,0
2006-06-05,79.61,81.02,80.404,80.979,75.6932,UP,1
2006-06-06,80.04,79.75,80.452,81.0034,75.7345,DOWN,0
2006-06-07,79.63,80.1,80.268,81.0182,75.7752,DOWN,0
2006-06-08,79.58,79.66,79.982,81.0324,75.8114,DOWN,0
2006-06-09,78.99,79.58,79.57,81.0202,75.8458,DOWN,0
2006-06-12,78.66,79.2,79.38,81.003,75.8793,UP,1
2006-06-13,78.72,78.8,79.116,80.9898,75.9134,DOWN,0
2006-06-14,78.2,78.47,78.83,80.9622,75.9477,UP,1
2006-06-15,79.56,78.18,78.826,80.9404,75.9895,DOWN,0
2006-06-16,79.28,79.56,78.884,80.9078,76.0338,UP,1
2006-06-19,79.29,79.85,79.01,80.8666,76.0758,UP,1
2006-06-20,79.71,79.4,79.208,80.826,76.1261,UP,1
2006-06-21,80.3,80.26,79.628,80.8006,76.1827,UP,1
2006-06-22,80.5,80.25,79.816,80.7852,76.235,DOWN,0
2006-06-23,80.4,80.04,80.04,80.764,76.2883,UP,1
2006-06-26,80.68,80.12,80.318,80.7456,76.3476,DOWN,0
2006-06-27,80.5,80.55,80.476,80.7348,76.4076,UP,1
2006-06-28,81.2,80.57,80.656,80.7108,76.471,UP,1
2006-06-29,82.77,81.85,81.11,80.7158,76.5427,DOWN,0
2006-06-30,82.33,82.96,81.496,80.7214,76.6129,UP,1
2006-07-03,82.93,82.98,81.946,80.7394,76.6853,DOWN,0
2006-07-05,82.47,82.94,82.34,80.749,76.7527,DOWN,0
2006-07-06,81.96,82.47,82.492,80.7702,76.8262,DOWN,0
2006-07-07,81.09,81.86,82.156,80.7724,76.8973,UP,1
2006-07-10,81.38,81.14,81.966,80.771,76.9646,UP,1
2006-07-11,81.65,81.23,81.71,80.7826,77.0299,DOWN,0
2006-07-12,80.69,81.85,81.354,80.7788,77.0915,DOWN,0
2006-07-13,79.33,80.35,80.828,80.7328,77.1467,DOWN,0
2006-07-14,78.57,79.33,80.324,80.6712,77.1971,UP,1
2006-07-17,78.58,78.59,79.764,80.5948,77.2453,UP,1
2006-07-18,78.97,78.36,79.228,80.5072,77.2883,UP,1
2006-07-19,80.45,79.54,79.18,80.454,77.3449,DOWN,0
2006-07-20,78.97,80.27,79.108,80.3714,77.3931,DOWN,0
2006-07-21,78.73,79.45,79.14,80.289,77.445,UP,1
2006-07-24,80.0,78.8,79.424,80.2524,77.5105,DOWN,0
2006-07-25,71.8,71.85,77.99,80.0712,77.528,DOWN,0
2006-07-26,67.83,71.1,75.466,79.8014,77.525,UP,1
2006-07-27,68.45,67.59,73.362,79.5552,77.5231,UP,1
2006-07-28,70.01,68.5,71.618,79.3608,77.5258,DOWN,0
2006-07-31,68.91,69.6,69.4,79.149,77.5268,DOWN,0
2006-08-01,68.81,68.66,68.802,78.9264,77.5302,DOWN,0
2006-08-02,68.09,68.76,68.854,78.6822,77.5206,UP,1
2006-08-03,68.6,67.84,68.884,78.4442,77.5116,DOWN,0
2006-08-04,67.74,69.98,68.43,78.199,77.5029,DOWN,0
2006-08-07,66.51,68.55,67.95,77.9182,77.4813,DOWN,0
2006-08-08,66.19,66.76,67.426,77.6214,77.45,DOWN,0
2006-08-09,65.92,66.66,66.992,77.3438,77.4212,UP,1
2006-08-10,66.48,65.5,66.568,77.0624,77.3842,UP,1
2006-08-11,66.51,66.72,66.322,76.7724,77.3491,UP,1
2006-08-14,67.3,67.19,66.48,76.4974,77.3216,UP,1
2006-08-15,69.0,68.19,67.042,76.2852,77.3068,UP,1
2006-08-16,72.13,69.72,68.284,76.127,77.3033,DOWN,0
2006-08-17,71.65,71.5,69.318,75.9674,77.2969,DOWN,0
2006-08-18,71.08,71.65,70.232,75.7974,77.2883,DOWN,0
2006-08-21,69.97,70.88,70.766,75.617,77.2687,UP,1
2006-08-22,70.94,70.22,71.154,75.4626,77.2521,DOWN,0
2006-08-23,70.52,71.19,70.832,75.2986,77.2342,DOWN,0
2006-08-24,70.0,71.1,70.502,75.1346,77.2102,UP,1
2006-08-25,70.57,70.0,70.4,74.9548,77.1896,DOWN,0
2006-08-28,70.53,70.92,70.512,74.7798,77.1687,DOWN,0
2006-08-29,70.34,70.98,70.392,74.6008,77.142,UP,1
2006-08-30,70.54,70.6,70.396,74.4174,77.1134,DOWN,0
2006-08-31,70.05,70.9,70.406,74.2124,77.0777,UP,1
2006-09-01,71.08,70.9,70.508,74.024,77.0553,DOWN,0
2006-09-05,71.06,71.47,70.614,73.8372,77.0334,DOWN,0
2006-09-06,70.3,71.03,70.606,73.6296,77.0008,DOWN,0
2006-09-07,69.72,70.1,70.442,73.414,76.9587,DOWN,0
2006-09-08,69.56,69.79,70.344,73.1812,76.9155,UP,1
2006-09-11,70.95,69.21,70.318,72.9448,76.8714,UP,1
2006-09-12,72.56,71.25,70.618,72.7494,76.8381,UP,1
2006-09-13,72.99,72.48,71.156,72.5506,76.8053,DOWN,0
2006-09-14,71.75,72.79,71.562,72.3362,76.7702,UP,1
2006-09-15,72.51,71.75,72.152,72.1472,76.7403,UP,1
2006-09-18,72.62,72.54,72.486,71.9778,76.7139,DOWN,0
2006-09-19,72.2,72.93,72.414,71.7942,76.6846,UP,1
2006-09-20,72.61,72.79,72.338,71.6134,76.6604,DOWN,0
2006-09-21,71.01,72.79,72.19,71.4198,76.6352,DOWN,0
2006-09-22,70.89,71.02,71.866,71.251,76.6039,UP,1
2006-09-25,71.81,71.99,71.704,71.1158,76.5769,UP,1
2006-09-26,72.71,72.06,71.806,70.9984,76.5654,DOWN,0
2006-09-27,72.4,72.38,71.764,70.867,76.5484,UP,1
2006-09-28,72.53,72.4,72.068,70.7086,76.5331,DOWN,0
2006-09-29,71.94,72.66,72.278,70.568,76.5158,UP,1
2006-10-02,72.4,72.44,72.396,70.4414,76.4972,UP,1
2006-10-03,73.61,72.49,72.576,70.3136,76.4839,UP,1
2006-10-04,74.49,73.5,72.994,70.3674,76.4762,UP,1
2006-10-05,75.43,74.29,73.574,70.5194,76.478,DOWN,0
2006-10-06,74.27,74.95,74.04,70.6358,76.4732,DOWN,0
2006-10-09,74.0,73.87,74.36,70.7156,76.4601,DOWN,0
2006-10-10,73.88,74.0,74.414,70.815,76.4453,DOWN,0
2006-10-11,73.71,73.4,74.258,70.913,76.4282,UP,1
2006-10-12,73.77,74.14,73.926,71.0266,76.414,DOWN,0
2006-10-13,73.4,73.74,73.752,71.1226,76.399,UP,1
2006-10-16,74.12,73.08,73.776,71.2502,76.3903,DOWN,0
2006-10-17,73.7,73.63,73.74,71.394,76.3831,DOWN,0
2006-10-18,72.41,74.0,73.48,71.5184,76.3674,UP,1
2006-10-19,75.25,73.98,73.776,71.705,76.3654,UP,1
2006-10-20,76.1,75.17,74.316,71.8974,76.3675,DOWN,0
2006-10-23,76.05,76.0,74.702,72.0882,76.3716,UP,1
2006-10-24,76.06,75.8,75.174,72.2634,76.3711,DOWN,0
2006-10-25,75.68,75.94,75.828,72.397,76.3708,DOWN,0
2006-10-26,75.45,75.61,75.868,72.4634,76.3713,DOWN,0
2006-10-27,74.87,75.38,75.622,72.5278,76.3723,UP,1
2006-10-30,75.9,74.88,75.592,72.6242,76.3793,DOWN,0
2006-10-31,75.35,76.0,75.45,72.7318,76.3815,DOWN,0
2006-11-01,74.2,75.89,75.154,72.797,76.3745,DOWN,0
2006-11-02,74.0,74.13,74.864,72.8666,76.3616,DOWN,0
2006-11-03,73.2,74.37,74.53,72.9306,76.3514,UP,1
2006-11-06,74.6,73.74,74.27,73.0112,76.3484,UP,1
2006-11-07,75.31,74.6,74.262,73.1068,76.3442,DOWN,0
2006-11-08,74.93,75.19,74.408,73.1986,76.335,DOWN,0
2006-11-09,74.39,74.78,74.486,73.2756,76.3292,UP,1
2006-11-10,75.56,74.74,74.958,73.3858,76.33,UP,1
2006-11-13,76.26,75.56,75.29,73.4894,76.3368,UP,1
2006-11-14,77.61,76.39,75.75,73.6204,76.3503,UP,1
2006-11-15,77.91,77.5,76.346,73.7726,76.3661,UP,1
2006-11-16,78.58,77.92,77.184,73.9498,76.3904,UP,1
2006-11-17,79.13,79.0,77.898,74.1412,76.4208,UP,1
2006-11-20,79.28,79.13,78.502,74.3078,76.4498,UP,1
2006-11-21,79.52,79.28,78.884,74.447,76.4834,DOWN,0
2006-11-22,79.02,79.2,79.106,74.5676,76.5091,DOWN,0
2006-11-24,78.84,79.12,79.158,74.7094,76.5344,DOWN,0
2006-11-27,78.27,78.76,78.986,74.8246,76.5519,DOWN,0
2006-11-28,78.13,78.15,78.756,74.9348,76.5674,UP,1
2006-11-29,78.58,78.24,78.568,75.0624,76.5807,DOWN,0
2006-11-30,77.92,78.12,78.348,75.1686,76.5888,DOWN,0
2006-12-01,77.31,77.92,78.042,75.2946,76.5948,UP,1
2006-12-04,78.03,77.44,77.994,75.4374,76.6037,UP,1
2006-12-05,78.19,78.25,78.006,75.565,76.6185,DOWN,0
2006-12-06,78.04,78.19,77.898,75.6716,76.6293,DOWN,0
2006-12-07,78.01,78.49,77.916,75.7838,76.643,UP,1
2006-12-08,78.11,77.81,78.076,75.8954,76.657,DOWN,0
2006-12-11,77.77,78.05,78.024,76.012,76.6661,DOWN,0
2006-12-12,76.9,77.55,77.766,76.102,76.677,DOWN,0
2006-12-13,76.51,77.3,77.46,76.16,76.683,UP,1
2006-12-14,76.84,76.25,77.226,76.207,76.6924,DOWN,0
2006-12-15,76.67,76.84,76.938,76.2318,76.6982,UP,1
2006-12-18,76.7,76.92,76.724,76.2804,76.7012,DOWN,0
2006-12-19,75.75,76.36,76.494,76.3154,76.6954,DOWN,0
2006-12-20,74.77,74.9,76.146,76.3332,76.6843,DOWN,0
2006-12-21,74.55,74.98,75.688,76.35,76.6735,DOWN,0
2006-12-22,73.87,74.4,75.128,76.352,76.6561,UP,1
2006-12-26,74.22,73.62,74.632,76.3684,76.6427,UP,1
2006-12-27,75.12,74.75,74.506,76.3884,76.6279,DOWN,0
2006-12-28,74.96,75.1,74.544,76.4136,76.6115,UP,1
2006-12-29,74.98,74.77,74.63,76.465,76.5964,DOWN,0
2007-01-03,74.97,75.45,74.85,76.4594,76.5805,UP,1
2007-01-04,75.09,75.25,75.024,76.4392,76.5649,DOWN,0
2007-01-05,74.15,75.04,74.83,76.4012,76.5454,UP,1
2007-01-08,74.38,74.16,74.714,76.3676,76.5231,DOWN,0
2007-01-09,74.08,74.98,74.534,76.3356,76.4992,DOWN,0
2007-01-10,73.63,73.75,74.266,76.2992,76.4732,UP,1
2007-01-11,73.65,73.63,73.978,76.2748,76.447,UP,1
2007-01-12,74.44,73.65,74.036,76.2456,76.4249,UP,1
2007-01-16,74.88,74.8,74.136,76.2362,76.4013,UP,1
2007-01-17,75.0,74.95,74.32,76.2522,76.3787,DOWN,0
2007-01-18,74.81,75.12,74.556,76.2684,76.3558,UP,1
2007-01-19,75.02,75.3,74.83,76.3048,76.333,DOWN,0
2007-01-22,74.28,75.05,74.798,76.2984,76.3012,DOWN,0
2007-01-23,73.62,74.29,74.546,76.2646,76.2647,UP,1
2007-01-24,74.45,73.9,74.436,76.255,76.2302,DOWN,0
2007-01-25,73.61,74.44,74.196,76.2394,76.1896,DOWN,0
2007-01-26,72.49,73.8,73.69,76.178,76.1442,UP,1
2007-01-29,73.65,72.5,73.564,76.1258,76.1061,DOWN,0
2007-01-30,72.7,71.17,73.38,76.0276,76.0623,DOWN,0
2007-01-31,72.28,72.3,72.946,75.915,76.0157,UP,1
2007-02-01,73.64,72.85,72.952,75.8162,75.9787,UP,1
2007-02-02,74.17,73.57,73.288,75.717,75.9375,DOWN,0
2007-02-05,73.68,74.18,73.294,75.605,75.8934,UP,1
2007-02-06,73.93,73.7,73.54,75.4932,75.8528,DOWN,0
2007-02-07,73.92,74.16,73.868,75.3912,75.8122,DOWN,0
2007-02-08,73.33,73.92,73.806,75.281,75.7689,UP,1
2007-02-09,73.56,74.12,73.684,75.1868,75.7322,UP,1
2007-02-12,73.87,73.95,73.722,75.1016,75.6967,UP,1
2007-02-13,74.39,73.9,73.814,75.0178,75.6614,UP,1
2007-02-14,75.02,74.51,74.034,74.9598,75.6311,DOWN,0
2007-02-15,74.48,75.0,74.264,74.9032,75.5991,DOWN,0
2007-02-16,74.04,74.2,74.36,74.8234,75.5612,DOWN,0
2007-02-20,73.9,74.0,74.366,74.7376,75.5224,DOWN,0
2007-02-21,73.8,73.77,74.248,74.6528,75.4794,DOWN,0
2007-02-22,73.4,73.77,73.924,74.5606,75.4297,DOWN,0
2007-02-23,73.34,73.4,73.696,74.4652,75.3808,DOWN,0
2007-02-26,72.79,73.48,73.446,74.3656,75.3293,DOWN,0
2007-02-27,70.23,72.6,72.712,74.2322,75.2662,DOWN,0
2007-02-28,70.19,70.4,71.99,74.1058,75.208,DOWN,0
2007-03-01,70.12,69.4,71.334,73.9714,75.1543,DOWN,0
2007-03-02,69.47,69.95,70.56,73.8274,75.095,UP,1
2007-03-05,69.7,69.27,69.942,73.6874,75.0397,UP,1
2007-03-06,69.91,70.0,69.878,73.5706,74.9906,UP,1
2007-03-07,70.0,69.91,69.84,73.4752,74.9431,DOWN,0
2007-03-08,69.87,70.09,69.79,73.3816,74.8928,UP,1
2007-03-09,70.63,70.95,70.022,73.3168,74.8444,UP,1
2007-03-12,71.15,70.88,70.312,73.2554,74.7977,DOWN,0
2007-03-13,69.91,70.5,70.312,73.1512,74.7472,UP,1
2007-03-14,70.23,70.12,70.358,73.0566,74.6956,DOWN,0
2007-03-15,69.41,70.3,70.266,72.9452,74.6375,DOWN,0
2007-03-16,69.26,69.7,69.992,72.831,74.5848,UP,1
2007-03-19,69.48,69.65,69.658,72.7188,74.5295,UP,1
2007-03-20,70.25,69.28,69.726,72.6408,74.4757,UP,1
2007-03-21,71.28,69.7,69.936,72.5788,74.4268,DOWN,0
2007-03-22,71.09,70.71,70.272,72.519,74.3842,UP,1
2007-03-23,71.47,71.09,70.714,72.4758,74.3414,DOWN,0
2007-03-26,71.31,71.25,71.08,72.429,74.2998,DOWN,0
2007-03-27,70.9,71.03,71.21,72.3582,74.2564,DOWN,0
2007-03-28,70.4,70.6,71.034,72.2686,74.2134,DOWN,0
2007-03-29,70.16,71.49,70.848,72.1718,74.1709,DOWN,0
2007-03-30,70.1,70.16,70.574,72.0776,74.1278,DOWN,0
2007-04-02,69.86,70.09,70.284,71.9744,74.0861,UP,1
