ticker,ADBE US Equity,ADBE US Equity,ADBE US Equity,ADBE US Equity,ADBE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-08-03,28.1,28.59,30.3903,29.186,30.2942,DOWN,0
2005-08-04,27.03,27.88,30.3915,28.57,30.1864,UP,1
2005-08-05,27.1,26.89,30.3929,28.062,30.0732,DOWN,0
2005-08-08,26.74,27.21,30.3903,27.518,29.946,DOWN,0
2005-08-09,26.57,26.95,30.3888,27.108,29.814,DOWN,0
2005-08-10,25.91,26.62,30.3839,26.67,29.6698,UP,1
2005-08-11,26.69,25.97,30.3831,26.602,29.54,UP,1
2005-08-12,26.84,26.57,30.3773,26.55,29.415,UP,1
2005-08-15,26.85,26.88,30.3729,26.572,29.3012,DOWN,0
2005-08-16,26.18,26.84,30.3637,26.494,29.1758,UP,1
2005-08-17,26.83,26.18,30.357,26.678,29.0672,DOWN,0
2005-08-18,26.6,26.83,30.3474,26.66,28.954,DOWN,0
2005-08-19,26.16,26.58,30.3353,26.524,28.8274,UP,1
2005-08-22,26.18,26.2,30.3209,26.39,28.7284,UP,1
2005-08-23,27.05,26.19,30.31,26.564,28.6364,UP,1
2005-08-24,28.03,26.98,30.3055,26.804,28.5574,DOWN,0
2005-08-25,27.59,27.92,30.3,27.002,28.4692,DOWN,0
2005-08-26,27.53,27.48,30.2936,27.276,28.3716,DOWN,0
2005-08-29,27.3,27.27,30.2841,27.5,28.2908,DOWN,0
2005-08-30,27.12,27.24,30.2722,27.514,28.2114,DOWN,0
2005-08-31,27.04,27.22,30.2611,27.316,28.1364,DOWN,0
2005-09-01,26.83,26.92,30.2498,27.164,28.0618,DOWN,0
2005-09-02,26.64,26.87,30.2365,26.986,27.9936,UP,1
2005-09-06,27.35,26.75,30.2253,26.996,27.9558,DOWN,0
2005-09-07,27.19,27.35,30.2167,27.01,27.9228,UP,1
2005-09-08,27.61,28.0,30.2061,27.124,27.901,DOWN,0
2005-09-09,27.3,27.6,30.191,27.218,27.865,DOWN,0
2005-09-12,27.25,27.4,30.175,27.34,27.8378,DOWN,0
2005-09-13,26.82,26.97,30.1575,27.234,27.8052,UP,1
2005-09-14,27.19,27.0,30.1416,27.234,27.7894,DOWN,0
2005-09-15,26.9,27.16,30.1247,27.092,27.789,UP,1
2005-09-16,29.43,27.81,30.1179,27.518,27.8274,DOWN,0
2005-09-19,28.72,29.27,30.1057,27.812,27.8432,DOWN,0
2005-09-20,27.74,28.69,30.087,27.996,27.8382,UP,1
2005-09-21,27.87,27.77,30.0714,28.132,27.8266,UP,1
2005-09-22,27.88,27.69,30.0601,28.328,27.8032,UP,1
2005-09-23,28.08,27.78,30.0497,28.058,27.7822,UP,1
2005-09-26,28.15,28.22,30.0384,27.944,27.7672,UP,1
2005-09-27,28.4,28.07,30.0279,28.076,27.7584,UP,1
2005-09-28,29.02,28.53,30.0161,28.306,27.7526,UP,1
2005-09-29,29.76,28.88,30.0045,28.682,27.7586,UP,1
2005-09-30,29.85,29.55,29.9971,29.036,27.765,UP,1
2005-10-03,30.6,29.55,29.9973,29.526,27.7814,DOWN,0
2005-10-04,29.94,29.84,29.9959,29.834,27.7872,DOWN,0
2005-10-05,29.28,29.76,29.9904,29.886,27.7778,DOWN,0
2005-10-06,28.94,29.28,29.9825,29.722,27.7602,UP,1
2005-10-07,29.15,29.02,29.9731,29.582,27.741,DOWN,0
2005-10-10,29.09,29.04,29.962,29.28,27.73,DOWN,0
2005-10-11,28.59,29.01,29.9492,29.01,27.7126,DOWN,0
2005-10-12,28.29,28.47,29.9314,28.812,27.706,UP,1
2005-10-13,28.3,28.2,29.9148,28.684,27.71,UP,1
2005-10-14,29.94,28.61,29.9065,28.842,27.7682,UP,1
2005-10-17,30.39,29.94,29.9016,29.102,27.834,DOWN,0
2005-10-18,30.36,30.37,29.8992,29.456,27.9064,UP,1
2005-10-19,30.96,30.32,29.9038,29.99,27.9942,DOWN,0
2005-10-20,30.48,30.96,29.9069,30.426,28.0856,UP,1
2005-10-21,31.21,30.8,29.9161,30.68,28.176,UP,1
2005-10-24,32.35,31.01,29.9309,31.072,28.2862,DOWN,0
2005-10-25,31.99,32.19,29.9438,31.398,28.389,UP,1
2005-10-26,32.88,32.21,29.9629,31.782,28.523,DOWN,0
2005-10-27,31.79,32.3,29.9744,32.044,28.6222,UP,1
2005-10-28,32.31,32.2,29.9904,32.264,28.7364,DOWN,0
2005-10-31,32.25,32.17,30.0061,32.244,28.8582,UP,1
2005-11-01,32.8,31.83,30.0241,32.406,28.9906,UP,1
2005-11-02,32.87,32.8,30.0438,32.404,29.107,DOWN,0
2005-11-03,32.68,32.98,30.062,32.582,29.2,DOWN,0
2005-11-04,32.45,32.61,30.0816,32.61,29.2972,UP,1
2005-11-07,32.49,32.59,30.1056,32.658,29.3964,DOWN,0
2005-11-08,32.27,32.26,30.128,32.552,29.4958,UP,1
2005-11-09,32.43,32.33,30.1501,32.464,29.602,UP,1
2005-11-10,32.66,32.3,30.173,32.46,29.7144,UP,1
2005-11-11,32.91,32.54,30.1988,32.552,29.836,UP,1
2005-11-14,33.03,32.81,30.2217,32.66,29.9638,DOWN,0
2005-11-15,32.85,32.81,30.2412,32.776,30.0738,UP,1
2005-11-16,33.3,32.74,30.252,32.95,30.196,UP,1
2005-11-17,33.8,33.05,30.2624,33.178,30.3198,DOWN,0
2005-11-18,33.5,34.15,30.27,33.296,30.4438,DOWN,0
2005-11-21,33.33,33.64,30.2778,33.356,30.5654,UP,1
2005-11-22,33.46,33.2,30.2859,33.478,30.6982,UP,1
2005-11-23,33.86,33.43,30.2987,33.59,30.8316,UP,1
2005-11-25,33.91,33.82,30.3115,33.612,30.9718,DOWN,0
2005-11-28,33.21,33.73,30.3183,33.554,31.0474,DOWN,0
2005-11-29,32.4,33.19,30.3217,33.368,31.121,UP,1
2005-11-30,32.61,32.3,30.3224,33.198,31.2184,UP,1
2005-12-01,33.88,32.76,30.3303,33.202,31.3386,UP,1
2005-12-02,34.97,33.98,30.3475,33.414,31.4804,UP,1
2005-12-05,35.25,34.6,30.3667,33.822,31.6238,UP,1
2005-12-06,36.99,35.7,30.3979,34.74,31.8006,DOWN,0
2005-12-07,36.47,36.9,30.4258,35.512,31.962,DOWN,0
2005-12-08,36.13,36.74,30.453,35.962,32.1042,DOWN,0
2005-12-09,35.6,36.2,30.4774,36.088,32.221,DOWN,0
2005-12-12,35.26,35.69,30.4994,36.09,32.3292,DOWN,0
2005-12-13,34.54,35.22,30.5162,35.6,32.408,DOWN,0
2005-12-14,34.52,34.44,30.5329,35.21,32.4996,UP,1
2005-12-15,34.93,34.87,30.5517,34.97,32.6126,UP,1
2005-12-16,38.48,36.98,30.5847,35.546,32.8034,DOWN,0
2005-12-19,38.45,38.51,30.6143,36.184,32.9894,DOWN,0
2005-12-20,38.07,38.12,30.6422,36.89,33.169,DOWN,0
2005-12-21,37.45,37.96,30.6682,37.476,33.3462,DOWN,0
2005-12-22,37.45,37.45,30.6922,37.98,33.5294,DOWN,0
2005-12-23,37.11,37.7,30.7167,37.706,33.7056,DOWN,0
2005-12-27,36.94,37.45,30.738,37.404,33.8456,DOWN,0
2005-12-28,36.87,36.98,30.761,37.164,33.9752,UP,1
2005-12-29,36.92,36.95,30.7877,37.058,34.1064,UP,1
2005-12-30,36.96,36.76,30.8127,36.96,34.2264,UP,1
2006-01-03,38.52,37.2,30.8358,37.242,34.3872,DOWN,0
2006-01-04,38.42,38.7,30.8612,37.538,34.5314,DOWN,0
2006-01-05,38.07,38.26,30.8856,37.778,34.6458,UP,1
2006-01-06,39.0,38.5,30.9149,38.194,34.786,DOWN,0
2006-01-09,38.38,39.05,30.9405,38.478,34.896,UP,1
2006-01-10,38.61,38.1,30.9658,38.496,35.0324,UP,1
2006-01-11,39.33,39.14,30.9969,38.678,35.1728,UP,1
2006-01-12,39.49,39.37,31.025,38.962,35.3176,DOWN,0
2006-01-13,38.84,39.64,31.0513,38.93,35.4384,UP,1
2006-01-17,39.44,38.7,31.0816,39.142,35.5698,UP,1
2006-01-18,39.73,38.95,31.1138,39.366,35.7108,UP,1
2006-01-19,40.46,39.71,31.1489,39.592,35.871,DOWN,0
2006-01-20,38.43,40.54,31.1708,39.38,35.9898,DOWN,0
2006-01-23,37.79,38.63,31.1888,39.17,36.1002,UP,1
2006-01-24,39.13,37.95,31.2163,39.108,36.2342,DOWN,0
2006-01-25,38.96,38.57,31.2441,38.954,36.3602,DOWN,0
2006-01-26,38.77,39.15,31.2707,38.616,36.4774,UP,1
2006-01-27,40.08,38.84,31.3084,38.946,36.6184,DOWN,0
2006-01-30,39.35,39.91,31.3465,39.258,36.7484,UP,1
2006-01-31,39.73,39.29,31.3935,39.378,36.877,UP,1
2006-02-01,40.51,39.32,31.4591,39.688,37.0112,DOWN,0
2006-02-02,39.39,40.02,31.5108,39.812,37.129,DOWN,0
2006-02-03,39.2,39.15,31.5637,39.636,37.2464,UP,1
2006-02-06,39.52,38.93,31.6124,39.67,37.3676,DOWN,0
2006-02-07,39.26,39.29,31.658,39.576,37.4756,DOWN,0
2006-02-08,38.8,39.43,31.7019,39.234,37.5734,DOWN,0
2006-02-09,38.12,38.8,31.7447,38.98,37.6716,UP,1
2006-02-10,38.69,37.98,31.792,38.878,37.7974,DOWN,0
2006-02-13,38.19,38.35,31.8368,38.612,37.909,DOWN,0
2006-02-14,38.13,38.25,31.8788,38.386,37.994,DOWN,0
2006-02-15,37.65,37.97,31.9242,38.156,38.0476,UP,1
2006-02-16,38.58,37.71,31.9738,38.248,38.1142,DOWN,0
2006-02-17,37.8,38.4,32.019,38.07,38.1304,UP,1
2006-02-21,38.1,37.71,32.0672,38.052,38.163,UP,1
2006-02-22,38.76,38.26,32.1167,38.178,38.2156,UP,1
2006-02-23,38.77,38.57,32.1639,38.402,38.279,DOWN,0
2006-02-24,38.34,38.76,32.2118,38.354,38.3406,UP,1
2006-02-27,39.19,38.49,32.2629,38.632,38.4336,DOWN,0
2006-02-28,38.55,38.93,32.3112,38.722,38.5142,UP,1
2006-03-01,39.04,38.52,32.3612,38.778,38.5964,DOWN,0
2006-03-02,38.81,38.8,32.4054,38.786,38.603,UP,1
2006-03-03,39.05,38.5,32.4512,38.928,38.615,DOWN,0
2006-03-06,38.43,39.05,32.4906,38.776,38.6222,DOWN,0
2006-03-07,38.11,38.36,32.5259,38.688,38.6354,DOWN,0
2006-03-08,37.78,37.99,32.5592,38.436,38.642,DOWN,0
2006-03-09,37.44,38.01,32.5896,38.162,38.6486,DOWN,0
2006-03-10,37.21,37.2,32.6136,37.794,38.654,DOWN,0
2006-03-13,37.14,37.11,32.6355,37.536,38.6594,UP,1
2006-03-14,37.4,37.1,32.657,37.394,38.669,DOWN,0
2006-03-15,37.08,37.64,32.6765,37.254,38.6714,DOWN,0
2006-03-16,35.93,37.0,32.6906,36.952,38.6196,UP,1
2006-03-17,35.98,36.0,32.7046,36.706,38.5708,UP,1
2006-03-20,36.55,36.03,32.7219,36.588,38.5404,DOWN,0
2006-03-21,36.35,36.42,32.7409,36.378,38.4874,UP,1
2006-03-22,36.62,36.7,32.7618,36.286,38.4522,DOWN,0
2006-03-23,36.33,35.58,32.7821,36.366,38.4066,UP,1
2006-03-24,36.49,36.33,32.8033,36.468,38.3498,DOWN,0
2006-03-27,35.79,36.25,32.8198,36.316,38.2758,DOWN,0
2006-03-28,35.52,35.81,32.8417,36.15,38.2094,UP,1
2006-03-29,35.95,35.56,32.8632,36.016,38.1396,DOWN,0
2006-03-30,35.31,36.37,32.8799,35.812,38.0512,DOWN,0
2006-03-31,34.95,35.31,32.8946,35.504,37.941,UP,1
2006-04-03,35.7,35.18,32.9111,35.486,37.8864,UP,1
2006-04-04,36.21,35.87,32.9354,35.624,37.8548,DOWN,0
2006-04-05,35.99,36.14,32.9599,35.632,37.792,UP,1
2006-04-06,36.1,35.94,32.9865,35.79,37.7348,UP,1
2006-04-07,36.95,36.1,33.0184,36.19,37.6984,UP,1
2006-04-10,37.5,36.89,33.0557,36.55,37.6468,DOWN,0
2006-04-11,37.28,37.35,33.0959,36.764,37.6054,DOWN,0
2006-04-12,36.97,37.0,33.1365,36.96,37.5502,DOWN,0
2006-04-13,36.83,36.88,33.1772,37.106,37.4766,UP,1
2006-04-17,36.89,36.57,33.2161,37.094,37.4266,UP,1
2006-04-18,37.35,36.94,33.2598,37.064,37.3896,UP,1
2006-04-19,37.57,37.35,33.3054,37.122,37.3506,UP,1
2006-04-20,37.68,37.79,33.3539,37.264,37.319,DOWN,0
2006-04-21,37.46,38.0,33.4066,37.39,37.2922,DOWN,0
2006-04-24,37.2,37.43,33.4551,37.452,37.2738,UP,1
2006-04-25,37.66,37.56,33.5037,37.514,37.2532,UP,1
2006-04-26,38.15,37.81,33.5545,37.63,37.2524,UP,1
2006-04-27,39.45,37.83,33.6095,37.984,37.2788,DOWN,0
2006-04-28,39.2,39.47,33.6603,38.332,37.3098,DOWN,0
2006-05-01,38.17,39.15,33.7055,38.526,37.3016,UP,1
2006-05-02,38.35,38.35,33.7527,38.664,37.3126,DOWN,0
2006-05-03,35.06,35.98,33.7838,38.046,37.2518,DOWN,0
2006-05-04,34.32,34.95,33.8089,37.02,37.163,DOWN,0
2006-05-05,34.18,34.69,33.8325,36.016,37.0712,DOWN,0
2006-05-08,33.69,34.18,33.8533,35.12,36.9782,DOWN,0
2006-05-09,33.24,33.75,33.8706,34.098,36.8592,UP,1
2006-05-10,33.38,33.16,33.8892,33.762,36.7558,DOWN,0
2006-05-11,32.63,33.3,33.9036,33.424,36.6276,DOWN,0
2006-05-12,31.92,32.26,33.9141,32.972,36.4898,UP,1
2006-05-15,32.19,31.86,33.9245,32.672,36.3526,UP,1
2006-05-16,32.3,32.7,33.9378,32.484,36.23,DOWN,0
2006-05-17,31.2,32.01,33.9465,32.048,36.0918,DOWN,0
2006-05-18,30.17,31.35,33.9543,31.556,35.9396,UP,1
2006-05-19,30.31,30.25,33.9653,31.234,35.797,DOWN,0
2006-05-22,29.91,30.1,33.9797,30.778,35.651,DOWN,0
2006-05-23,29.02,30.03,33.9893,30.122,35.4886,UP,1
2006-05-24,29.27,29.01,34.002,29.736,35.326,DOWN,0
2006-05-25,29.14,29.58,34.0148,29.53,35.1672,DOWN,0
2006-05-26,28.98,29.32,34.0302,29.264,35.0282,DOWN,0
2006-05-30,28.35,28.78,34.0385,28.952,34.8756,UP,1
2006-05-31,28.63,28.47,34.0474,28.874,34.7172,UP,1
2006-06-01,28.72,28.68,34.0568,28.764,34.5646,UP,1
2006-06-02,29.0,28.97,34.0709,28.736,34.4122,UP,1
2006-06-05,29.47,28.98,34.0841,28.834,34.275,UP,1
2006-06-06,29.84,29.5,34.1003,29.132,34.142,DOWN,0
2006-06-07,28.82,29.99,34.1136,29.17,34.0026,DOWN,0
2006-06-08,27.85,28.47,34.1219,28.996,33.8492,UP,1
2006-06-09,27.99,28.03,34.1266,28.794,33.69,UP,1
2006-06-12,28.84,28.69,34.1307,28.668,33.5606,UP,1
2006-06-13,28.98,29.14,34.1376,28.496,33.4412,DOWN,0
2006-06-14,28.57,29.1,34.1428,28.446,33.2986,UP,1
2006-06-15,28.96,28.88,34.1511,28.668,33.1536,UP,1
2006-06-16,29.12,28.67,34.1611,28.894,33.0162,DOWN,0
2006-06-19,28.78,29.13,34.1698,28.882,32.8698,UP,1
2006-06-20,29.53,28.77,34.1833,28.992,32.7214,UP,1
2006-06-21,29.88,29.64,34.1995,29.254,32.569,UP,1
2006-06-22,30.79,30.5,34.2167,29.62,32.4392,DOWN,0
2006-06-23,30.6,30.71,34.2338,29.916,32.3118,UP,1
2006-06-26,30.69,30.57,34.2492,30.298,32.189,DOWN,0
2006-06-27,29.94,30.79,34.2624,30.38,32.05,UP,1
2006-06-28,30.06,30.2,34.2764,30.416,31.9042,UP,1
2006-06-29,30.4,30.35,34.2943,30.338,31.7608,DOWN,0
2006-06-30,30.36,30.82,34.3102,30.29,31.6144,UP,1
2006-07-03,30.64,30.61,34.3289,30.28,31.478,DOWN,0
2006-07-05,29.86,30.31,34.331,30.264,31.3312,DOWN,0
2006-07-06,29.59,29.81,34.3354,30.17,31.1698,DOWN,0
2006-07-07,29.42,29.42,34.3438,29.974,30.9952,DOWN,0
2006-07-10,29.26,29.54,34.3507,29.754,30.7914,UP,1
2006-07-11,29.55,28.98,34.3591,29.536,30.5984,DOWN,0
2006-07-12,28.56,29.59,34.3615,29.276,30.4062,DOWN,0
2006-07-13,28.1,28.25,34.3612,28.978,30.2012,DOWN,0
2006-07-14,28.01,27.95,34.3593,28.696,30.0602,DOWN,0
2006-07-17,27.59,27.85,34.3521,28.362,29.9256,UP,1
2006-07-18,27.69,27.52,34.3418,27.99,29.7958,UP,1
2006-07-19,28.41,27.62,34.3346,27.96,29.6902,DOWN,0
2006-07-20,28.02,28.25,34.3217,27.944,29.5858,DOWN,0
2006-07-21,27.65,27.83,34.3102,27.872,29.4712,DOWN,0
2006-07-24,27.38,27.67,34.3007,27.83,29.3662,DOWN,0
2006-07-25,27.22,27.33,34.2921,27.736,29.2722,DOWN,0
2006-07-26,26.89,26.7,34.2808,27.432,29.1662,DOWN,0
2006-07-27,26.47,26.93,34.2677,27.122,29.0496,UP,1
2006-07-28,27.63,26.87,34.2629,27.118,28.9782,UP,1
2006-07-31,28.51,27.53,34.264,27.344,28.945,DOWN,0
2006-08-01,28.34,28.4,34.2642,27.568,28.9056,UP,1
2006-08-02,32.28,30.0,34.2759,28.646,28.953,UP,1
2006-08-03,32.53,31.55,34.2866,29.858,29.0232,DOWN,0
2006-08-04,31.72,32.6,34.2934,30.676,29.0722,UP,1
2006-08-07,31.79,31.63,34.2976,31.332,29.1252,UP,1
2006-08-08,31.95,32.01,34.3049,32.054,29.1846,DOWN,0
2006-08-09,31.45,32.14,34.3061,31.888,29.2466,UP,1
2006-08-10,32.2,31.53,34.3054,31.822,29.318,DOWN,0
2006-08-11,31.85,32.07,34.3047,31.848,29.3806,UP,1
2006-08-14,32.51,32.19,34.3028,31.992,29.4508,UP,1
2006-08-15,33.954,32.7,34.3136,32.3928,29.5405,UP,1
2006-08-16,33.99,34.0,34.322,32.9008,29.6235,UP,1
2006-08-17,34.01,33.75,34.3308,33.2628,29.7273,UP,1
2006-08-18,34.07,34.0,34.3372,33.7068,29.8517,DOWN,0
2006-08-21,33.18,33.8,34.3387,33.8408,29.9555,DOWN,0
2006-08-22,32.78,33.17,34.3392,33.606,30.0343,DOWN,0
2006-08-23,32.41,32.91,34.339,33.29,30.1029,UP,1
2006-08-24,32.63,32.73,34.3397,33.014,30.1841,DOWN,0
2006-08-25,32.53,32.41,34.341,32.706,30.2555,UP,1
2006-08-28,32.86,32.43,34.3432,32.642,30.3303,DOWN,0
2006-08-29,31.86,32.92,34.3392,32.458,30.3919,UP,1
2006-08-30,32.05,31.81,34.3349,32.386,30.4423,UP,1
2006-08-31,32.44,32.23,34.3319,32.348,30.4935,DOWN,0
2006-09-01,32.33,32.44,34.3293,32.308,30.5243,UP,1
2006-09-05,32.67,32.15,34.3262,32.27,30.5657,UP,1
2006-09-06,32.719,32.4,34.3208,32.4418,30.6063,DOWN,0
2006-09-07,31.5,32.49,34.3108,32.3318,30.6375,UP,1
2006-09-08,31.81,31.6,34.3032,32.2058,30.6725,UP,1
2006-09-11,31.84,31.42,34.2951,32.1078,30.7013,UP,1
2006-09-12,32.77,31.79,34.2896,32.1278,30.7495,UP,1
2006-09-13,33.53,32.67,34.2877,32.29,30.8073,UP,1
2006-09-14,33.65,33.54,34.2899,32.72,30.8831,UP,1
2006-09-15,37.0,36.62,34.3129,33.758,31.0313,UP,1
2006-09-18,37.51,36.23,34.3374,34.892,31.1931,DOWN,0
2006-09-19,37.34,37.33,34.3547,35.806,31.3547,UP,1
2006-09-20,37.7,37.33,34.3684,36.64,31.5177,DOWN,0
2006-09-21,37.4,37.83,34.3791,37.39,31.6945,DOWN,0
2006-09-22,37.06,37.4,34.3795,37.402,31.8737,UP,1
2006-09-25,38.19,37.14,34.3881,37.538,32.0773,DOWN,0
2006-09-26,37.67,38.19,34.3958,37.604,32.2789,UP,1
2006-09-27,38.06,37.7,34.4081,37.676,32.4863,UP,1
2006-09-28,38.33,38.22,34.4234,37.862,32.6847,DOWN,0
2006-09-29,37.46,38.15,34.438,37.942,32.8735,DOWN,0
2006-10-02,37.0,37.54,34.4504,37.704,33.0605,DOWN,0
2006-10-03,36.75,36.88,34.4595,37.52,33.2479,UP,1
2006-10-04,37.76,36.75,34.4559,37.46,33.4587,UP,1
2006-10-05,38.18,37.56,34.4546,37.43,33.6845,DOWN,0
2006-10-06,38.15,38.25,34.455,37.568,33.9181,DOWN,0
2006-10-09,37.39,38.08,34.4547,37.646,34.1133,UP,1
2006-10-10,37.77,37.43,34.4563,37.85,34.2985,DOWN,0
2006-10-11,37.12,37.55,34.4563,37.722,34.4741,UP,1
2006-10-12,38.21,37.25,34.4627,37.728,34.5927,UP,1
2006-10-13,39.07,38.05,34.4737,37.912,34.7235,DOWN,0
2006-10-16,38.25,38.75,34.4803,38.084,34.8541,DOWN,0
2006-10-17,38.12,37.91,34.4861,38.154,34.9807,UP,1
2006-10-18,38.53,38.47,34.4862,38.436,35.1123,DOWN,0
2006-10-19,38.49,38.45,34.4865,38.492,35.2531,DOWN,0
2006-10-20,38.2,38.52,34.4872,38.318,35.3731,UP,1
2006-10-23,38.58,38.07,34.4851,38.384,35.5077,DOWN,0
2006-10-24,38.09,38.5,34.4836,38.378,35.6193,UP,1
2006-10-25,38.94,39.33,34.4853,38.46,35.719,UP,1
2006-10-26,39.36,39.2,34.4854,38.634,35.8264,DOWN,0
2006-10-27,38.57,39.35,34.4808,38.708,35.9176,DOWN,0
2006-10-30,38.03,38.54,34.4768,38.598,35.9968,UP,1
2006-10-31,38.25,38.11,34.4708,38.63,36.0982,DOWN,0
2006-11-01,37.76,38.4,34.461,38.394,36.1978,DOWN,0
2006-11-02,37.66,37.55,34.447,38.054,36.3028,UP,1
2006-11-03,37.75,37.64,34.4436,37.89,36.4052,UP,1
2006-11-06,38.54,37.89,34.4473,37.992,36.5254,UP,1
2006-11-07,39.61,38.96,34.4497,38.264,36.6604,UP,1
2006-11-08,39.81,39.43,34.454,38.674,36.8194,DOWN,0
2006-11-09,39.69,39.81,34.4586,39.08,36.9722,DOWN,0
2006-11-10,39.41,39.43,34.4552,39.412,37.1116,UP,1
2006-11-13,40.09,39.2,34.4589,39.722,37.2668,UP,1
2006-11-14,40.51,40.14,34.4628,39.902,37.4236,UP,1
2006-11-15,41.39,40.67,34.4672,40.218,37.597,UP,1
2006-11-16,41.85,41.34,34.4795,40.65,37.804,DOWN,0
2006-11-17,41.45,41.495,34.4908,41.058,37.9968,DOWN,0
2006-11-20,41.31,41.18,34.4997,41.302,38.1862,UP,1
2006-11-21,42.55,41.96,34.5162,41.71,38.3818,DOWN,0
2006-11-22,41.81,42.5,34.5312,41.794,38.5474,DOWN,0
2006-11-24,41.54,41.47,34.5483,41.732,38.7052,DOWN,0
2006-11-27,40.22,41.32,34.556,41.486,38.7696,DOWN,0
2006-11-28,39.91,39.93,34.5646,41.206,38.8176,UP,1
2006-11-29,40.0,40.08,34.5739,40.696,38.8708,UP,1
2006-11-30,40.16,39.7,34.5865,40.366,38.92,DOWN,0
2006-12-01,39.35,40.16,34.5903,39.928,38.959,DOWN,0
2006-12-04,39.29,39.54,34.5978,39.742,39.0036,DOWN,0
2006-12-05,39.15,39.62,34.603,39.59,39.0228,DOWN,0
2006-12-06,38.54,39.15,34.6019,39.298,39.0402,DOWN,0
2006-12-07,37.75,38.76,34.5968,38.816,39.034,UP,1
2006-12-08,38.88,38.15,34.5995,38.722,39.045,UP,1
2006-12-11,39.98,39.69,34.6035,38.86,39.0954,DOWN,0
2006-12-12,39.97,39.95,34.6106,39.024,39.1548,UP,1
2006-12-13,40.3,40.595,34.6169,39.376,39.2258,UP,1
2006-12-14,40.81,40.46,34.6269,39.988,39.2868,UP,1
2006-12-15,42.81,43.15,34.6457,40.774,39.3794,DOWN,0
2006-12-18,41.29,42.445,34.66,41.036,39.4422,UP,1
2006-12-19,41.45,40.77,34.6767,41.332,39.5234,UP,1
2006-12-20,41.87,42.29,34.6971,41.646,39.6054,DOWN,0
2006-12-21,41.38,42.01,34.7168,41.76,39.6906,DOWN,0
2006-12-22,40.75,41.32,34.7345,41.348,39.7414,UP,1
2006-12-26,41.44,40.75,34.756,41.378,39.7888,UP,1
2006-12-27,41.79,41.76,34.778,41.446,39.8596,DOWN,0
2006-12-28,41.53,41.78,34.8002,41.378,39.9278,DOWN,0
2006-12-29,41.12,41.36,34.8262,41.326,39.9796,DOWN,0
2007-01-03,39.92,40.72,34.8459,41.16,40.0082,UP,1
2007-01-04,40.82,39.88,34.8672,41.036,40.0606,DOWN,0
2007-01-05,40.62,40.78,34.8886,40.802,40.1014,DOWN,0
2007-01-08,40.45,40.41,34.9077,40.586,40.1486,DOWN,0
2007-01-09,39.63,40.5,34.9242,40.288,40.1624,DOWN,0
2007-01-10,39.22,39.15,34.9379,40.148,40.1596,UP,1
2007-01-11,39.88,39.4,34.9583,39.96,40.1858,UP,1
2007-01-12,39.96,39.65,34.9805,39.828,40.2244,UP,1
2007-01-16,40.05,40.25,35.001,39.748,40.2604,UP,1
2007-01-17,40.2,40.03,35.0255,39.862,40.3092,DOWN,0
2007-01-18,38.57,40.1,35.0436,39.732,40.3274,DOWN,0
2007-01-19,38.4,38.32,35.0571,39.436,40.3404,DOWN,0
2007-01-22,37.83,38.44,35.0652,39.01,40.3262,DOWN,0
2007-01-23,37.52,37.65,35.0728,38.504,40.2844,UP,1
2007-01-24,39.69,38.0,35.0908,38.402,40.282,DOWN,0
2007-01-25,39.13,39.72,35.1017,38.514,40.2708,UP,1
2007-01-26,39.26,39.17,35.1105,38.686,40.2678,UP,1
2007-01-29,39.35,39.399,35.1208,38.99,40.253,DOWN,0
2007-01-30,39.01,39.55,35.131,39.288,40.223,DOWN,0
2007-01-31,38.87,38.88,35.1412,39.124,40.1726,DOWN,0
2007-02-01,38.76,38.91,35.1506,39.05,40.1108,UP,1
2007-02-02,38.97,39.05,35.1587,38.992,40.0612,DOWN,0
2007-02-05,38.44,39.04,35.163,38.81,40.0038,UP,1
2007-02-06,38.46,39.08,35.1669,38.7,39.922,DOWN,0
2007-02-07,38.15,38.65,35.1704,38.556,39.8488,DOWN,0
2007-02-08,38.05,38.18,35.1746,38.414,39.779,DOWN,0
2007-02-09,37.68,38.2,35.1747,38.156,39.7282,UP,1
2007-02-12,38.09,37.99,35.1744,38.086,39.6918,UP,1
2007-02-13,38.43,38.59,35.1693,38.08,39.6604,UP,1
2007-02-14,38.6,38.44,35.1663,38.17,39.6292,UP,1
2007-02-15,39.25,38.72,35.1717,38.41,39.6272,UP,1
2007-02-16,40.27,39.48,35.1813,38.928,39.6468,UP,1
2007-02-20,40.74,40.09,35.2097,39.458,39.6786,UP,1
2007-02-21,40.95,40.52,35.2429,39.962,39.7268,DOWN,0
2007-02-22,40.81,40.97,35.276,40.404,39.788,DOWN,0
2007-02-23,40.63,40.9,35.3107,40.68,39.823,UP,1
2007-02-26,40.87,40.65,35.3489,40.8,39.8408,DOWN,0
2007-02-27,38.92,40.16,35.3766,40.436,39.8198,UP,1
2007-02-28,39.25,38.21,35.4097,40.096,39.7988,UP,1
2007-03-01,39.26,38.5,35.4464,39.786,39.7678,DOWN,0
2007-03-02,38.66,38.8,35.4787,39.392,39.6848,DOWN,0
2007-03-05,38.522,38.4,35.5098,38.9224,39.6294,UP,1
2007-03-06,39.04,39.05,35.549,38.9464,39.5812,DOWN,0
