ticker,ADBE US Equity,ADBE US Equity,ADBE US Equity,ADBE US Equity,ADBE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,21.891,20.969,13.3767,19.5719,16.2834,UP,1
2000-02-10,22.813,21.641,13.4503,20.6813,16.3962,DOWN,0
2000-02-11,22.609,22.5,13.5238,21.5031,16.5156,DOWN,0
2000-02-14,22.406,22.031,13.5963,22.1313,16.6206,DOWN,0
2000-02-15,22.219,22.102,13.667,22.3875,16.7316,UP,1
2000-02-16,24.547,22.0,13.7503,22.9188,16.9069,UP,1
2000-02-17,25.391,24.75,13.8377,23.4344,17.1116,DOWN,0
2000-02-18,24.563,25.656,13.9199,23.825,17.2641,UP,1
2000-02-22,24.57,24.453,14.0003,24.2578,17.428,UP,1
2000-02-23,24.906,24.375,14.0796,24.7953,17.613,UP,1
2000-02-24,26.594,25.281,14.1674,25.2047,17.8439,DOWN,0
2000-02-25,24.625,25.875,14.2445,25.0516,18.0333,DOWN,0
2000-02-28,24.453,24.383,14.3208,25.0297,18.213,UP,1
2000-02-29,25.5,25.0,14.4031,25.2156,18.4042,DOWN,0
2000-03-01,25.094,25.555,14.4826,25.2531,18.5686,DOWN,0
2000-03-02,20.156,24.063,14.5368,23.9656,18.6455,UP,1
2000-03-03,22.656,21.047,14.6014,23.5719,18.7817,DOWN,0
2000-03-06,21.453,22.313,14.6586,22.9719,18.8764,DOWN,0
2000-03-07,20.297,21.953,14.7105,21.9313,18.9473,DOWN,0
2000-03-08,19.766,20.391,14.7601,20.8656,19.0189,DOWN,0
2000-03-09,19.531,19.906,14.81,20.7406,19.0789,UP,1
2000-03-10,20.813,19.875,14.8681,20.3719,19.1655,DOWN,0
2000-03-13,20.531,20.188,14.9242,20.1875,19.2461,DOWN,0
2000-03-14,20.359,21.875,14.9796,20.2,19.317,UP,1
2000-03-15,20.891,20.75,15.0388,20.425,19.407,UP,1
2000-03-16,23.609,21.141,15.1099,21.2406,19.5789,DOWN,0
2000-03-17,21.922,22.25,15.1736,21.4625,19.7111,DOWN,0
2000-03-20,21.859,22.047,15.2375,21.7281,19.8395,UP,1
2000-03-21,22.922,21.891,15.3084,22.2406,19.9742,UP,1
2000-03-22,25.5,23.695,15.3935,23.1625,20.148,UP,1
2000-03-23,26.641,25.141,15.4822,23.7688,20.3677,UP,1
2000-03-24,27.047,26.406,15.5736,24.7938,20.597,UP,1
2000-03-27,28.406,27.219,15.6732,26.1031,20.837,DOWN,0
2000-03-28,27.781,28.188,15.7689,27.075,21.0611,UP,1
2000-03-29,27.844,27.75,15.8638,27.5438,21.298,DOWN,0
2000-03-30,26.797,27.375,15.9515,27.575,21.5183,UP,1
2000-03-31,27.828,27.063,16.0445,27.7313,21.7558,DOWN,0
2000-04-03,26.391,28.273,16.1248,27.3281,21.9692,DOWN,0
2000-04-04,25.438,27.109,16.2002,26.8594,22.1752,UP,1
2000-04-05,26.797,25.25,16.28,26.65,22.3961,UP,1
2000-04-06,28.656,27.344,16.3684,27.0219,22.6633,UP,1
2000-04-07,31.25,28.984,16.4717,27.7063,22.9748,DOWN,0
2000-04-10,29.297,30.711,16.5661,28.2875,23.273,UP,1
2000-04-11,29.875,28.688,16.662,29.175,23.5952,DOWN,0
2000-04-12,28.016,30.0,16.7473,29.4188,23.8761,UP,1
2000-04-13,28.391,28.332,16.8379,29.3656,24.1373,DOWN,0
2000-04-14,24.453,27.719,16.9069,28.0063,24.2811,UP,1
2000-04-17,28.328,24.531,16.9954,27.8125,24.4777,UP,1
2000-04-18,29.25,28.891,17.0885,27.6875,24.6773,DOWN,0
2000-04-19,28.156,28.938,17.1762,27.7156,24.8217,DOWN,0
2000-04-20,28.156,28.203,17.264,27.6688,24.947,DOWN,0
2000-04-24,26.188,26.922,17.3411,28.0156,25.0145,UP,1
2000-04-25,30.0,26.703,17.4362,28.35,25.1623,DOWN,0
2000-04-26,28.719,29.641,17.5251,28.2438,25.2886,UP,1
2000-04-27,30.859,27.016,17.6231,28.7844,25.4614,DOWN,0
2000-04-28,30.234,31.203,17.718,29.2,25.5752,UP,1
2000-05-01,32.672,30.547,17.8251,30.4969,25.7208,DOWN,0
2000-05-02,28.875,32.156,17.9122,30.2719,25.807,DOWN,0
2000-05-03,28.188,28.938,17.9972,30.1656,25.8794,UP,1
2000-05-04,28.484,28.375,18.0833,29.6906,25.9509,UP,1
2000-05-05,29.922,27.938,18.1795,29.6281,26.0175,DOWN,0
2000-05-08,27.344,29.063,18.2621,28.5625,26.0719,UP,1
2000-05-09,28.078,27.875,18.3489,28.4031,26.1444,DOWN,0
2000-05-10,26.547,27.313,18.427,28.075,26.1653,UP,1
2000-05-11,27.094,27.328,18.5083,27.7969,26.2053,DOWN,0
2000-05-12,27.047,27.234,18.5906,27.2219,26.3431,UP,1
2000-05-15,27.5,27.344,18.6745,27.2531,26.44,UP,1
2000-05-16,30.969,28.117,18.776,27.8313,26.6303,DOWN,0
2000-05-17,30.078,29.781,18.8721,28.5375,26.8259,DOWN,0
2000-05-18,28.75,30.016,18.9638,28.8688,27.0056,DOWN,0
2000-05-19,27.391,28.5,19.046,28.9375,27.1628,UP,1
2000-05-22,27.422,27.531,19.1287,28.9219,27.295,DOWN,0
2000-05-23,27.234,27.359,19.2104,28.175,27.4291,DOWN,0
2000-05-24,26.531,26.875,19.2889,27.4656,27.5525,DOWN,0
2000-05-25,26.125,26.953,19.3651,26.9406,27.6572,DOWN,0
2000-05-26,25.703,26.219,19.4399,26.6031,27.6991,UP,1
2000-05-30,29.141,26.656,19.53,26.9469,27.8434,DOWN,0
2000-05-31,28.141,28.563,19.6132,27.1281,27.9691,UP,1
2000-06-01,29.625,28.961,19.7013,27.7469,28.1031,UP,1
2000-06-02,31.25,30.391,19.7981,28.7719,28.2181,UP,1
2000-06-05,32.172,31.25,19.899,30.0656,28.3288,DOWN,0
2000-06-06,28.922,31.828,19.9818,30.0219,28.3663,DOWN,0
2000-06-07,28.578,29.75,20.059,30.1094,28.3697,UP,1
2000-06-08,29.594,29.375,20.1426,30.1031,28.4059,UP,1
2000-06-09,30.172,30.234,20.231,29.8875,28.4525,UP,1
2000-06-12,30.313,31.219,20.3214,29.5156,28.5228,UP,1
2000-06-13,31.797,30.789,20.4186,30.0906,28.6022,DOWN,0
2000-06-14,30.469,32.227,20.5101,30.4688,28.6838,UP,1
2000-06-15,31.188,30.75,20.6038,30.7875,28.7988,DOWN,0
2000-06-16,30.063,30.031,20.6926,30.7656,28.8641,UP,1
2000-06-19,31.844,29.68,20.7901,31.0719,28.9278,UP,1
2000-06-20,32.813,31.563,20.8885,31.275,28.9591,DOWN,0
2000-06-21,32.203,32.094,20.9842,31.6219,29.0172,DOWN,0
2000-06-22,30.266,32.008,21.0717,31.4375,29.025,DOWN,0
2000-06-23,29.438,30.531,21.1542,31.3125,29.0534,UP,1
2000-06-26,31.172,29.836,21.2456,31.1781,29.1091,DOWN,0
2000-06-27,29.516,30.633,21.3292,30.5188,29.2103,UP,1
2000-06-28,31.203,30.109,21.4192,30.3188,29.2678,DOWN,0
2000-06-29,31.063,30.961,21.5149,30.4781,29.3041,UP,1
2000-06-30,32.5,31.492,21.6163,31.0906,29.3909,DOWN,0
2000-07-03,31.969,32.25,21.7105,31.25,29.4672,DOWN,0
2000-07-05,31.922,31.434,21.8023,31.7313,29.5819,UP,1
2000-07-06,33.734,32.141,21.9046,32.2375,29.6566,UP,1
2000-07-07,34.344,33.406,22.0094,32.8938,29.7691,DOWN,0
2000-07-10,33.844,33.984,22.111,33.1625,29.8288,UP,1
2000-07-11,34.563,33.859,22.2147,33.6813,29.9153,UP,1
2000-07-12,35.125,35.148,22.3192,34.3219,29.9644,DOWN,0
2000-07-13,34.469,35.25,22.4224,34.4688,30.0763,DOWN,0
2000-07-14,34.047,34.938,22.5238,34.4094,30.1934,DOWN,0
2000-07-17,33.766,34.406,22.6217,34.3938,30.2991,DOWN,0
2000-07-18,32.734,33.781,22.7146,34.0281,30.3553,DOWN,0
2000-07-19,32.484,33.055,22.8034,33.5,30.4581,UP,1
2000-07-20,34.313,33.156,22.9033,33.4688,30.5828,DOWN,0
2000-07-21,33.672,34.047,22.9988,33.3938,30.7253,DOWN,0
2000-07-24,31.297,33.289,23.0832,32.9,30.8094,UP,1
2000-07-25,31.719,31.758,23.1702,32.6969,30.9028,DOWN,0
2000-07-26,30.984,31.367,23.2501,32.3969,30.9725,DOWN,0
2000-07-27,28.375,30.758,23.3182,31.2094,30.9206,DOWN,0
2000-07-28,27.844,28.508,23.3843,30.0438,30.8759,UP,1
2000-07-31,28.625,28.023,23.4536,29.5094,30.8734,DOWN,0
2000-08-01,28.609,29.375,23.5232,28.8875,30.8978,UP,1
2000-08-02,29.078,28.766,23.5951,28.5063,30.9309,DOWN,0
2000-08-03,28.438,27.578,23.6617,28.5188,30.955,UP,1
2000-08-04,29.188,29.031,23.7291,28.7875,31.0081,UP,1
2000-08-07,30.516,29.328,23.8018,29.1656,31.0959,DOWN,0
2000-08-08,30.359,30.406,23.873,29.5156,31.1891,DOWN,0
2000-08-09,29.078,30.813,23.9392,29.5156,31.1878,DOWN,0
2000-08-10,28.203,29.188,24.0016,29.4688,31.1891,UP,1
2000-08-11,28.891,28.063,24.0677,29.4094,31.1744,UP,1
2000-08-14,30.406,29.188,24.1366,29.3875,31.1575,DOWN,0
2000-08-15,30.031,30.375,24.1993,29.3219,31.1147,DOWN,0
2000-08-16,28.984,29.938,24.2586,29.3031,31.1159,UP,1
2000-08-17,31.219,28.891,24.3296,29.9063,31.1688,DOWN,0
2000-08-18,30.641,30.828,24.3968,30.2563,31.1897,DOWN,0
2000-08-21,29.969,30.898,24.4605,30.1688,31.1856,UP,1
2000-08-22,30.563,30.125,24.525,30.275,31.1906,UP,1
2000-08-23,31.516,30.078,24.5933,30.7813,31.185,UP,1
2000-08-24,32.375,31.555,24.6652,31.0125,31.2231,DOWN,0
2000-08-25,32.219,32.219,24.735,31.3281,31.2438,UP,1
2000-08-28,32.594,32.594,24.8075,31.8531,31.2944,UP,1
2000-08-29,32.906,32.906,24.8781,32.3219,31.3156,DOWN,0
2000-08-30,32.391,32.656,24.9478,32.4969,31.3072,UP,1
2000-08-31,32.5,32.5,25.0146,32.5219,31.3131,UP,1
2000-09-01,33.828,33.234,25.09,32.8438,31.3844,DOWN,0
2000-09-05,33.313,34.0,25.1614,32.9875,31.4619,DOWN,0
2000-09-06,31.875,33.266,25.2262,32.7813,31.4759,UP,1
2000-09-07,34.234,32.375,25.3023,33.15,31.5703,DOWN,0
2000-09-08,33.469,33.906,25.3762,33.3438,31.6156,DOWN,0
2000-09-11,31.813,33.188,25.4414,32.9406,31.6306,DOWN,0
2000-09-12,30.703,31.5,25.5027,32.4188,31.5947,UP,1
2000-09-13,31.484,30.453,25.5707,32.3406,31.585,DOWN,0
2000-09-14,31.344,31.781,25.6415,31.7625,31.5734,UP,1
2000-09-15,33.156,32.766,25.7241,31.7,31.5619,UP,1
2000-09-18,35.5,33.578,25.8158,32.4375,31.585,UP,1
2000-09-19,38.219,35.844,25.9236,33.9406,31.6725,UP,1
2000-09-20,39.438,37.523,26.0418,35.5313,31.77,DOWN,0
2000-09-21,39.25,38.906,26.1623,37.1125,31.8525,DOWN,0
2000-09-22,37.391,37.688,26.2646,37.9594,31.9109,DOWN,0
2000-09-25,36.906,38.109,26.3672,38.2406,31.9681,UP,1
2000-09-26,37.828,36.719,26.4781,38.1625,32.0494,DOWN,0
2000-09-27,37.094,38.0,26.5883,37.6938,32.1366,UP,1
2000-09-28,40.125,37.344,26.7132,37.8688,32.2894,DOWN,0
2000-09-29,38.813,38.977,26.8299,38.1531,32.3794,UP,1
2000-10-02,40.75,39.336,26.9539,38.9219,32.5209,UP,1
2000-10-03,40.859,41.125,27.0739,39.5281,32.7122,DOWN,0
2000-10-04,39.5,40.633,27.1898,40.0094,32.8678,DOWN,0
2000-10-05,37.125,39.063,27.2962,39.4094,32.9906,DOWN,0
2000-10-06,36.906,37.0,27.3971,39.0281,33.1613,UP,1
2000-10-09,37.422,37.031,27.5005,38.3625,33.3528,DOWN,0
2000-10-10,35.922,36.422,27.5992,37.375,33.4988,UP,1
2000-10-11,37.672,35.0,27.7049,37.0094,33.68,DOWN,0
2000-10-12,32.703,37.844,27.786,36.125,33.7525,UP,1
2000-10-13,36.281,32.781,27.8849,36.0,33.9094,DOWN,0
2000-10-16,35.453,36.188,27.9781,35.6063,34.0347,DOWN,0
2000-10-17,33.234,34.0,28.0623,35.0688,34.0891,DOWN,0
2000-10-18,32.266,32.063,28.1486,33.9875,34.1272,UP,1
2000-10-19,34.391,33.313,28.2439,34.325,34.2334,UP,1
2000-10-20,35.016,34.0,28.3418,34.0719,34.3697,UP,1
2000-10-23,35.141,34.813,28.4366,34.0094,34.4947,DOWN,0
2000-10-24,33.797,35.75,28.5215,34.1219,34.5625,DOWN,0
2000-10-25,33.75,33.203,28.612,34.4188,34.6369,UP,1
2000-10-26,36.219,34.016,28.7152,34.7844,34.7816,UP,1
2000-10-27,37.406,36.453,28.8202,35.2625,34.9053,DOWN,0
2000-10-30,34.813,37.281,28.9114,35.1969,34.9888,UP,1
2000-10-31,38.031,35.234,29.0215,36.0438,35.15,UP,1
2000-11-01,38.625,37.625,29.1357,37.0188,35.3113,UP,1
2000-11-02,40.406,39.25,29.258,37.8563,35.4891,DOWN,0
2000-11-03,40.344,41.203,29.3811,38.4438,35.6484,UP,1
2000-11-06,41.625,42.406,29.5136,39.8063,35.8366,DOWN,0
2000-11-07,41.125,39.906,29.6404,40.425,36.0072,DOWN,0
2000-11-08,40.125,42.133,29.7646,40.725,36.1516,UP,1
2000-11-09,41.594,39.094,29.8942,40.9625,36.3356,DOWN,0
2000-11-10,38.719,40.25,30.0158,40.6375,36.46,DOWN,0
2000-11-13,36.031,37.188,30.1271,39.5188,36.5041,UP,1
2000-11-14,40.813,38.0,30.2614,39.4563,36.6541,DOWN,0
2000-11-15,40.594,40.125,30.3877,39.55,36.8284,UP,1
2000-11-16,40.75,39.938,30.5051,39.3813,36.9588,UP,1
2000-11-17,41.375,39.438,30.6195,39.9125,37.1169,DOWN,0
2000-11-20,38.0,39.406,30.7132,40.3063,37.2406,UP,1
2000-11-21,40.0,37.813,30.8085,40.1438,37.4266,DOWN,0
2000-11-22,36.156,39.344,30.8798,39.2563,37.52,UP,1
2000-11-24,37.938,37.313,30.9554,38.6938,37.6519,DOWN,0
2000-11-27,34.406,36.313,31.0144,37.3,37.6769,DOWN,0
2000-11-28,32.391,34.156,31.0643,36.1781,37.6147,DOWN,0
2000-11-29,32.156,31.195,31.114,34.6094,37.4934,DOWN,0
2000-11-30,31.688,31.344,31.1497,33.7156,37.3384,UP,1
2000-12-01,33.656,33.0,31.1911,32.8594,37.2266,UP,1
2000-12-04,34.031,33.75,31.2384,32.7844,37.1594,UP,1
2000-12-05,38.344,35.281,31.3073,33.975,37.1881,DOWN,0
2000-12-06,33.594,36.813,31.3507,34.2625,37.1034,DOWN,0
2000-12-07,31.5,32.922,31.3752,34.225,36.9916,UP,1
2000-12-08,34.188,33.344,31.423,34.3313,36.8728,UP,1
2000-12-11,37.063,35.0,31.4861,34.9375,36.8378,DOWN,0
2000-12-12,35.344,36.563,31.5353,34.3375,36.7297,DOWN,0
2000-12-13,33.094,36.031,31.5753,34.2375,36.5744,DOWN,0
2000-12-14,28.656,29.25,31.6178,33.6688,36.3575,UP,1
2000-12-15,31.219,29.5,31.6606,33.075,36.2394,UP,1
2000-12-18,31.781,31.75,31.7123,32.0188,36.1369,UP,1
2000-12-19,32.0,32.688,31.7708,31.35,36.0284,DOWN,0
2000-12-20,28.625,30.492,31.8151,30.4563,35.8825,UP,1
2000-12-21,29.906,28.875,31.867,30.7063,35.7272,UP,1
2000-12-22,32.844,31.0,31.9271,31.0313,35.73,UP,1
2000-12-26,32.969,32.688,31.9893,31.2688,35.6638,DOWN,0
2000-12-27,32.75,33.672,32.0513,31.4188,35.6097,DOWN,0
2000-12-28,30.813,32.219,32.1009,31.8563,35.5613,DOWN,0
2000-12-29,29.094,30.844,32.1283,31.6938,35.4978,DOWN,0
2001-01-02,23.367,29.188,32.1355,29.7984,35.2773,UP,1
2001-01-03,28.969,23.219,32.1711,28.9984,35.1564,DOWN,0
2001-01-04,26.875,28.5,32.1908,27.8234,34.9911,DOWN,0
2001-01-05,25.75,26.75,32.1921,26.8109,34.8302,DOWN,0
2001-01-08,24.781,24.969,32.1828,25.9484,34.6508,UP,1
2001-01-09,24.906,24.844,32.1721,26.2563,34.4245,DOWN,0
2001-01-10,22.875,24.531,32.1444,25.0375,34.1339,UP,1
2001-01-11,24.031,22.594,32.1257,24.4688,33.9183,UP,1
2001-01-12,25.219,25.0,32.1125,24.3625,33.662,UP,1
2001-01-16,25.438,25.313,32.1057,24.4938,33.3983,UP,1
2001-01-17,26.75,26.406,32.1004,24.8625,33.1252,UP,1
2001-01-18,28.0,26.844,32.1084,25.8875,32.8783,UP,1
2001-01-19,29.125,29.406,32.1268,26.9063,32.6283,UP,1
2001-01-22,29.969,28.781,32.1427,27.8563,32.4052,DOWN,0
2001-01-23,29.719,29.844,32.148,28.7125,32.197,UP,1
2001-01-24,30.063,30.125,32.1421,29.375,31.9664,DOWN,0
2001-01-25,28.531,29.813,32.1382,29.4813,31.7627,UP,1
2001-01-26,29.031,28.625,32.134,29.4625,31.6227,DOWN,0
2001-01-29,27.0,29.156,32.1289,28.8688,31.3464,DOWN,0
2001-01-30,26.375,27.031,32.1189,28.2,31.062,DOWN,0
2001-01-31,21.844,23.656,32.1058,26.5563,30.6839,UP,1
2001-02-01,22.719,22.219,32.0778,25.3938,30.3108,DOWN,0
2001-02-02,21.781,23.125,32.0404,23.9438,29.9864,UP,1
2001-02-05,22.688,21.969,32.0131,23.0813,29.6402,DOWN,0
2001-02-06,22.0,22.188,31.9823,22.2063,29.357,DOWN,0
2001-02-07,20.156,21.547,31.9521,21.8688,29.0014,DOWN,0
2001-02-08,17.969,20.438,31.892,20.9188,28.6727,DOWN,0
2001-02-09,17.688,18.313,31.8368,20.1,28.3786,UP,1
2001-02-12,18.938,17.844,31.7772,19.35,28.1142,DOWN,0
2001-02-13,18.594,19.094,31.719,18.6688,27.8523,UP,1
2001-02-14,20.031,18.5,31.6558,18.6438,27.5798,DOWN,0
2001-02-15,19.469,20.5,31.6088,18.9438,27.2886,DOWN,0
2001-02-16,18.156,18.781,31.5586,19.0375,26.8848,DOWN,0
2001-02-20,17.125,17.938,31.5018,18.675,26.5555,DOWN,0
2001-02-21,15.031,16.906,31.4274,17.9625,26.2261,UP,1
2001-02-22,15.219,15.344,31.3668,17.0,25.8467,UP,1
2001-02-23,16.313,15.5,31.3079,16.3688,25.4317,DOWN,0
2001-02-26,15.844,16.75,31.2544,15.9063,25.0417,DOWN,0
2001-02-27,15.25,15.75,31.1952,15.5313,24.6848,DOWN,0
2001-02-28,14.531,15.719,31.1326,15.4313,24.4023,DOWN,0
2001-03-01,14.031,14.438,31.0653,15.1938,24.0586,DOWN,0
2001-03-02,13.844,13.656,30.9796,14.7,23.6998,DOWN,0
2001-03-05,13.531,14.094,30.8969,14.2375,23.3305,UP,1
2001-03-06,14.25,13.844,30.8244,14.0375,23.043,UP,1
2001-03-07,14.344,14.422,30.7592,14.0,22.7317,DOWN,0
2001-03-08,13.563,14.484,30.6899,13.9063,22.3461,DOWN,0
2001-03-09,13.469,13.469,30.6211,13.8313,21.9561,DOWN,0
2001-03-12,13.0,12.906,30.5534,13.725,21.5611,UP,1
2001-03-13,13.688,13.375,30.4912,13.6125,21.2186,DOWN,0
2001-03-14,13.063,12.969,30.428,13.3563,20.898,DOWN,0
2001-03-15,12.5,13.625,30.3448,13.1438,20.6806,UP,1
2001-03-16,14.313,13.719,30.2757,13.3125,20.3875,UP,1
2001-03-19,15.875,14.594,30.2069,13.8875,20.1675,UP,1
2001-03-20,16.406,16.313,30.1327,14.4313,19.9806,DOWN,0
2001-03-21,16.281,16.469,30.0532,15.075,19.8106,UP,1
2001-03-22,18.0,16.188,29.9986,16.175,19.6725,DOWN,0
2001-03-23,17.844,18.781,29.945,16.8813,19.5719,DOWN,0
2001-03-26,16.795,18.35,29.881,17.0653,19.4271,UP,1
2001-03-27,18.3,16.85,29.8216,17.444,19.2888,DOWN,0
2001-03-28,16.985,17.65,29.755,17.5848,19.1197,DOWN,0
2001-03-29,16.25,16.5,29.6772,17.2347,18.9097,UP,1
2001-03-30,17.45,16.505,29.6121,17.156,18.6987,DOWN,0
2001-04-02,17.0,17.56,29.5412,17.197,18.4562,DOWN,0
2001-04-03,15.44,16.6,29.4681,16.625,18.1657,DOWN,0
2001-04-04,14.76,15.145,29.3827,16.18,17.8665,UP,1
2001-04-05,17.45,15.675,29.3059,16.42,17.6142,DOWN,0
2001-04-06,17.025,16.9,29.23,16.335,17.3841,UP,1
2001-04-09,17.915,17.095,29.1682,16.518,17.1618,UP,1
2001-04-10,20.68,19.0,29.1244,17.566,17.0354,DOWN,0
2001-04-11,20.365,20.325,29.0704,18.687,16.9152,UP,1
2001-04-12,20.53,19.825,29.0255,19.303,16.8889,DOWN,0
2001-04-16,20.415,20.3,28.9715,19.981,16.8428,UP,1
2001-04-17,20.575,19.73,28.9191,20.513,16.8187,UP,1
2001-04-18,22.97,21.075,28.8714,20.971,16.8244,UP,1
2001-04-19,24.025,22.535,28.8317,21.703,16.8649,DOWN,0
2001-04-20,22.98,23.505,28.787,22.193,16.9213,DOWN,0
2001-04-23,21.49,22.535,28.7258,22.408,16.9918,DOWN,0
2001-04-24,21.365,21.68,28.6609,22.566,17.0653,UP,1
2001-04-25,22.335,21.475,28.6034,22.439,17.1333,DOWN,0
2001-04-26,22.335,23.345,28.5422,22.101,17.2081,UP,1
2001-04-27,22.81,23.245,28.4806,22.067,17.2636,DOWN,0
2001-04-30,22.46,23.0,28.4206,22.261,17.3235,DOWN,0
2001-05-01,22.025,21.83,28.3605,22.393,17.4009,DOWN,0
2001-05-02,21.415,22.125,28.2987,22.209,17.4867,DOWN,0
2001-05-03,20.315,20.625,28.2366,21.805,17.5923,UP,1
2001-05-04,20.68,19.81,28.1776,21.379,17.7016,DOWN,0
2001-05-07,20.59,20.53,28.109,21.005,17.7871,UP,1
2001-05-08,21.03,21.125,28.0458,20.806,17.8908,DOWN,0
2001-05-09,20.76,20.525,27.9931,20.675,18.001,DOWN,0
2001-05-10,20.14,21.4,27.9352,20.64,18.1132,DOWN,0
2001-05-11,19.93,20.12,27.8799,20.49,18.2312,DOWN,0
2001-05-14,19.575,19.825,27.8359,20.287,18.3458,DOWN,0
2001-05-15,19.395,19.5,27.7937,19.96,18.4631,UP,1
2001-05-16,20.545,19.05,27.7533,19.917,18.589,UP,1
2001-05-17,21.8,20.63,27.7193,20.249,18.7381,DOWN,0
2001-05-18,21.255,21.26,27.6801,20.514,18.8919,UP,1
2001-05-21,22.745,21.505,27.6517,21.148,19.0775,UP,1
2001-05-22,23.14,22.905,27.6214,21.897,19.2803,DOWN,0
2001-05-23,22.235,22.905,27.58,22.235,19.4512,UP,1
2001-05-24,22.725,22.25,27.5419,22.42,19.6445,DOWN,0
2001-05-25,22.35,22.585,27.5082,22.639,19.8415,DOWN,0
2001-05-29,20.84,22.095,27.4714,22.258,19.972,DOWN,0
2001-05-30,20.06,20.305,27.4273,21.642,20.0557,DOWN,0
2001-05-31,19.885,20.07,27.3746,21.172,20.1253,UP,1
2001-06-01,20.29,20.1,27.3259,20.685,20.2055,DOWN,0
2001-06-04,20.165,20.325,27.2818,20.248,20.2488,UP,1
2001-06-05,20.84,20.155,27.2299,20.248,20.3087,DOWN,0
2001-06-06,20.435,20.955,27.1789,20.323,20.3815,UP,1
2001-06-07,21.425,20.335,27.1362,20.631,20.444,DOWN,0
2001-06-08,21.015,21.325,27.0885,20.776,20.5246,UP,1
2001-06-11,21.145,21.375,27.0366,20.972,20.6225,DOWN,0
2001-06-12,20.59,20.665,26.9777,20.922,20.6853,DOWN,0
2001-06-13,20.09,20.685,26.917,20.853,20.7471,DOWN,0
2001-06-14,19.505,19.855,26.8516,20.469,20.8284,UP,1
2001-06-15,19.78,19.295,26.786,20.222,20.9288,UP,1
2001-06-18,20.27,19.63,26.7254,20.047,20.9852,UP,1
2001-06-19,21.375,21.005,26.6697,20.204,21.0722,UP,1
2001-06-20,22.65,21.0,26.6138,20.716,21.1669,UP,1
2001-06-21,22.655,22.511,26.5606,21.346,21.2064,DOWN,0
2001-06-22,21.79,22.795,26.5101,21.748,21.2349,UP,1
2001-06-25,22.26,21.99,26.4503,22.146,21.2695,UP,1
2001-06-26,22.325,21.85,26.3945,22.336,21.3077,DOWN,0
2001-06-27,22.175,22.275,26.3464,22.241,21.3397,UP,1
2001-06-28,23.43,22.425,26.31,22.396,21.3489,UP,1
2001-06-29,23.5,23.665,26.2701,22.738,21.3384,DOWN,0
2001-07-02,23.475,23.45,26.2307,22.981,21.3483,DOWN,0
2001-07-03,22.65,23.05,26.1782,23.046,21.3715,DOWN,0
2001-07-05,22.33,22.395,26.1123,23.077,21.3908,DOWN,0
2001-07-06,21.68,22.07,26.0297,22.727,21.3777,UP,1
2001-07-09,21.99,21.51,25.9424,22.425,21.3708,DOWN,0
2001-07-10,21.475,22.15,25.8535,22.025,21.3441,DOWN,0
2001-07-11,20.72,21.31,25.7702,21.639,21.3093,UP,1
2001-07-12,21.47,21.625,25.693,21.467,21.2982,DOWN,0
2001-07-13,20.185,21.475,25.6048,21.168,21.2736,DOWN,0
