ticker,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2017-12-11,61.0485,61.7341,61.2977,60.7513,54.9121,DOWN,0
2017-12-12,60.6388,60.9983,61.2257,60.7675,54.9742,DOWN,0
2017-12-13,60.5468,60.597,61.0786,60.7831,55.0307,DOWN,0
2017-12-14,59.7023,60.7307,60.7107,60.7746,55.0841,UP,1
2017-12-15,60.2541,60.0618,60.4381,60.7827,55.1398,UP,1
2017-12-18,60.8144,60.5217,60.3913,60.8025,55.2,DOWN,0
2017-12-19,60.8144,60.9816,60.4264,60.8164,55.2607,UP,1
2017-12-20,61.0318,61.2324,60.5234,60.8343,55.3227,DOWN,0
2017-12-21,60.8729,61.2659,60.7575,60.8418,55.3845,DOWN,0
2017-12-22,60.597,60.9063,60.8261,60.8348,55.4437,UP,1
2017-12-26,60.7224,60.7809,60.8077,60.8393,55.5016,DOWN,0
2017-12-27,60.5133,60.6471,60.7475,60.8451,55.5594,UP,1
2017-12-28,60.622,60.622,60.6655,60.862,55.6129,DOWN,0
2017-12-29,60.4966,60.8478,60.5903,60.8742,55.6666,UP,1
2018-01-02,60.5217,61.0318,60.5752,60.8956,55.7201,UP,1
2018-01-03,60.5551,60.4046,60.5418,60.9025,55.7762,UP,1
2018-01-04,62.0853,60.806,60.8562,60.9386,55.842,DOWN,0
2018-01-05,61.3746,62.2275,61.0067,60.9401,55.9043,DOWN,0
2018-01-08,61.2492,61.1739,61.1572,60.9532,55.9659,UP,1
2018-01-09,61.6923,61.2241,61.3913,60.9583,56.0264,DOWN,0
2018-01-10,61.0568,61.3829,61.4916,60.9403,56.0847,UP,1
2018-01-11,61.6338,61.1488,61.4013,60.9612,56.1437,UP,1
2018-01-12,62.2693,61.8261,61.5803,60.9981,56.2057,DOWN,0
2018-01-16,61.8679,62.5619,61.704,61.017,56.2657,UP,1
2018-01-17,62.495,62.2693,61.8646,61.041,56.3264,DOWN,0
2018-01-18,62.2609,62.5954,62.1054,61.0547,56.3864,UP,1
2018-01-19,62.3445,62.4031,62.2475,61.0831,56.4471,DOWN,0
2018-01-22,62.0435,62.3362,62.2024,61.0953,56.5055,UP,1
2018-01-23,62.7626,62.2442,62.3813,61.1336,56.566,UP,1
2018-01-24,63.0135,63.1138,62.485,61.1793,56.6283,DOWN,0
2018-01-25,62.5536,63.373,62.5435,61.2154,56.686,UP,1
2018-01-26,64.0252,62.888,62.8797,61.2818,56.7521,DOWN,0
2018-01-29,63.8664,63.7158,63.2443,61.3438,56.8185,DOWN,0
2018-01-30,63.5737,63.465,63.4065,61.4137,56.8841,DOWN,0
2018-01-31,63.5653,63.8246,63.5168,61.4736,56.9491,DOWN,0
2018-02-01,63.1723,63.1473,63.6406,61.5288,57.013,DOWN,0
2018-02-02,63.0051,62.9967,63.4366,61.5713,57.0771,DOWN,0
2018-02-05,59.9197,62.7459,62.6472,61.558,57.1233,UP,1
2018-02-06,60.2959,58.8076,61.9917,61.5599,57.1739,DOWN,0
2018-02-07,59.9447,60.1371,61.2676,61.5525,57.2168,DOWN,0
2018-02-08,57.8125,59.9615,60.1956,61.492,57.2453,UP,1
2018-02-09,60.5802,63.3897,59.7106,61.4779,57.2879,UP,1
2018-02-12,62.1271,60.8729,60.1521,61.4927,57.338,DOWN,0
2018-02-13,61.9933,61.9515,60.4916,61.4841,57.3835,UP,1
2018-02-14,62.0352,61.6672,60.9097,61.4776,57.433,UP,1
2018-02-15,62.7793,62.5954,61.903,61.4918,57.487,UP,1
2018-02-16,63.256,62.7793,62.4382,61.537,57.5412,UP,1
2018-02-20,63.4232,62.9967,62.6974,61.5798,57.5957,UP,1
2018-02-21,63.557,63.6406,63.0101,61.6201,57.6495,UP,1
2018-02-22,64.1172,63.8329,63.4265,61.6701,57.7072,UP,1
2018-02-23,64.5018,64.5102,63.771,61.7392,57.7675,UP,1
2018-02-26,65.1875,64.6273,64.1573,61.8301,57.8319,DOWN,0
2018-02-27,65.0203,65.2878,64.4768,61.9196,57.8952,DOWN,0
2018-02-28,64.2175,65.2544,64.6089,62.0099,57.9563,DOWN,0
2018-03-01,62.4616,64.435,64.2778,62.0541,58.0085,DOWN,0
2018-03-02,61.8679,61.8846,63.751,62.0751,58.0572,UP,1
2018-03-05,62.0937,61.4833,63.1322,62.1007,58.1118,UP,1
2018-03-06,62.8128,62.4365,62.6907,62.1363,58.1702,UP,1
2018-03-07,65.1875,62.6288,62.8847,62.2226,58.2376,UP,1
2018-03-08,65.522,65.4133,63.4968,62.3211,58.3043,UP,1
2018-03-09,67.119,65.9066,64.547,62.4491,58.3781,DOWN,0
2018-03-12,65.6641,67.0605,65.2611,62.5521,58.4427,DOWN,0
2018-03-13,65.2126,65.8397,65.741,62.6439,58.5027,DOWN,0
2018-03-14,64.8948,65.5972,65.6825,62.7318,58.5617,UP,1
2018-03-15,65.3046,65.0286,65.639,62.8275,58.6233,UP,1
2018-03-16,65.4133,65.2377,65.2979,62.9247,58.6893,DOWN,0
2018-03-19,65.037,65.3798,65.1725,62.9837,58.7512,UP,1
2018-03-20,65.3547,65.3046,65.2009,63.0633,58.8128,UP,1
2018-03-21,65.5136,65.3965,65.3246,63.1486,58.8757,DOWN,0
2018-03-22,64.1256,64.853,65.0888,63.1973,58.9321,DOWN,0
2018-03-23,63.5653,64.1757,64.7192,63.2474,58.985,UP,1
2018-03-26,65.2962,64.644,64.7711,63.3207,59.0452,DOWN,0
2018-03-27,64.2175,65.3213,64.5437,63.3596,59.1025,DOWN,0
2018-03-28,64.0921,64.3764,64.2594,63.4041,59.1618,UP,1
2018-03-29,64.8196,64.4015,64.3982,63.4506,59.2214,DOWN,0
2018-04-02,63.0804,64.5437,64.3012,63.467,59.2736,UP,1
2018-04-03,63.7995,63.2727,64.0018,63.4961,59.329,UP,1
2018-04-04,64.0754,62.7208,63.9734,63.5367,59.3816,UP,1
2018-04-05,64.736,64.6607,64.1022,63.5762,59.4344,DOWN,0
2018-04-06,62.4783,64.1256,63.6339,63.5655,59.4773,DOWN,0
2018-04-09,61.9683,62.6623,63.4115,63.5538,59.518,UP,1
2018-04-10,63.3814,62.8295,63.3279,63.5409,59.5669,DOWN,0
2018-04-11,62.2526,62.8212,62.9633,63.5086,59.6102,UP,1
2018-04-12,62.5034,62.7125,62.5168,63.4872,59.6547,DOWN,0
2018-04-13,62.4616,63.0135,62.5134,63.4652,59.702,UP,1
2018-04-16,62.9299,63.0469,62.7058,63.4603,59.7474,UP,1
2018-04-17,64.159,63.3897,62.8613,63.4834,59.8054,UP,1
2018-04-18,64.5018,64.5771,63.3111,63.575,59.863,DOWN,0
2018-04-19,64.1925,64.4851,63.649,63.653,59.9192,DOWN,0
2018-04-20,64.1674,64.343,63.9901,63.7374,59.9741,DOWN,0
2018-04-23,63.7995,64.343,64.164,63.8572,60.0284,DOWN,0
2018-04-24,61.0819,64.1088,63.5486,63.8672,60.0668,DOWN,0
2018-04-25,60.3712,60.8896,62.7225,63.8321,60.0986,UP,1
2018-04-26,60.4297,60.5802,61.9699,63.8008,60.1333,DOWN,0
2018-04-27,59.627,59.9113,61.0619,63.7526,60.1609,DOWN,0
2018-04-30,58.7908,59.9113,60.0601,63.6729,60.1857,UP,1
2018-05-01,60.2374,58.8076,59.8912,63.6125,60.217,DOWN,0
2018-05-02,59.8026,60.204,59.7775,63.5401,60.2478,UP,1
2018-05-03,60.6304,59.2758,59.8176,63.4816,60.2844,UP,1
2018-05-04,61.2826,60.1956,60.1488,63.4249,60.3234,UP,1
2018-05-07,61.4916,61.3662,60.6889,63.3647,60.3654,UP,1
2018-05-08,62.0853,61.4916,61.0585,63.3026,60.4114,UP,1
2018-05-09,62.8964,62.0937,61.6773,63.2601,60.4612,UP,1
2018-05-10,63.164,63.1222,62.184,63.2391,60.5134,UP,1
2018-05-11,63.2309,63.2309,62.5736,63.2545,60.5696,UP,1
2018-05-14,63.7995,63.3396,63.0352,63.2931,60.6269,DOWN,0
2018-05-15,63.7577,63.5653,63.3697,63.3264,60.6762,UP,1
2018-05-16,64.2008,63.6824,63.6306,63.3541,60.7265,UP,1
2018-05-17,64.6774,64.1507,63.9333,63.3439,60.7773,UP,1
2018-05-18,65.1122,64.6691,64.3095,63.3357,60.8258,DOWN,0
2018-05-21,64.8948,65.338,64.5286,63.2912,60.8721,DOWN,0
2018-05-22,63.6406,64.8948,64.5052,63.2508,60.9095,UP,1
2018-05-23,63.6991,63.3312,64.4048,63.2205,60.9469,DOWN,0
2018-05-24,63.6824,63.3145,64.2058,63.1963,60.9856,DOWN,0
2018-05-25,63.1389,63.5653,63.8112,63.1529,61.0219,DOWN,0
2018-05-29,61.893,62.6456,63.2108,63.0825,61.0574,UP,1
2018-05-30,62.0352,61.9014,62.8897,63.0225,61.0933,DOWN,0
2018-05-31,60.7809,61.9933,62.3061,62.931,61.1202,UP,1
2018-06-01,61.7174,61.3913,61.9131,62.8551,61.1524,UP,1
2018-06-04,62.0853,62.0686,61.7024,62.8143,61.1862,UP,1
2018-06-05,62.1271,62.2693,61.7492,62.7855,61.2245,UP,1
2018-06-06,62.679,62.2609,61.878,62.7332,61.266,UP,1
2018-06-07,65.2042,64.6524,62.7626,62.7529,61.3185,UP,1
2018-06-08,65.3882,65.1875,63.4968,62.7788,61.3701,UP,1
2018-06-11,65.5303,65.3882,64.1858,62.7931,61.4258,DOWN,0
2018-06-12,65.4634,65.5387,64.853,62.8407,61.4819,DOWN,0
2018-06-13,65.2962,65.5889,65.3765,62.8707,61.5379,UP,1
2018-06-14,67.002,65.4718,65.736,62.9292,61.6033,UP,1
2018-06-15,67.788,66.6006,66.216,62.9902,61.6728,DOWN,0
2018-06-18,67.2027,67.211,66.5505,63.0847,61.7379,DOWN,0
2018-06-19,66.0655,66.4668,66.6709,63.1667,61.7966,DOWN,0
2018-06-20,65.8899,66.1407,66.7896,63.2168,61.8538,DOWN,0
2018-06-21,65.3046,65.6474,66.4501,63.2779,61.9082,DOWN,0
2018-06-22,65.0872,65.915,65.9099,63.3295,61.963,DOWN,0
2018-06-25,64.9116,64.7443,65.4517,63.3785,62.0135,DOWN,0
2018-06-26,62.8797,64.5938,64.8146,63.3775,62.0499,DOWN,0
2018-06-27,62.5369,63.1305,64.144,63.3451,62.0803,UP,1
2018-06-28,63.3814,62.771,63.7593,63.3227,62.1135,UP,1
2018-06-29,64.4768,63.7326,63.6372,63.3284,62.1487,DOWN,0
2018-07-02,64.1841,63.9751,63.4918,63.3287,62.1803,DOWN,0
2018-07-03,64.0001,64.4768,63.7158,63.3327,62.2103,UP,1
2018-07-05,64.5018,64.4182,64.1088,63.4011,62.2389,UP,1
2018-07-06,64.5687,64.552,64.3463,63.4851,62.2687,UP,1
2018-07-09,65.1373,64.5102,64.4784,63.5792,62.3011,DOWN,0
2018-07-10,64.435,65.0454,64.5286,63.6754,62.3309,DOWN,0
2018-07-11,63.7493,64.2259,64.4784,63.7745,62.3568,UP,1
2018-07-12,64.343,64.042,64.4467,63.8567,62.3858,UP,1
2018-07-13,64.5687,64.435,64.4467,63.952,62.4166,DOWN,0
2018-07-16,63.9333,64.4099,64.2058,64.018,62.4427,UP,1
2018-07-17,64.8614,64.0252,64.2911,64.0896,62.4747,DOWN,0
2018-07-18,64.8196,65.2209,64.5052,64.1562,62.5028,UP,1
2018-07-19,64.9032,64.7945,64.6172,64.2125,62.5282,UP,1
2018-07-20,64.9199,64.4851,64.6875,64.253,62.554,DOWN,0
2018-07-23,63.6991,64.7443,64.6406,64.2637,62.5718,UP,1
2018-07-24,64.7276,63.9667,64.6139,64.2936,62.5962,UP,1
2018-07-25,66.0822,64.7945,64.8664,64.3393,62.6275,UP,1
2018-07-26,67.905,66.4752,65.4668,64.4222,62.6664,DOWN,0
2018-07-27,66.7344,67.5204,65.8297,64.4729,62.6994,DOWN,0
2018-07-30,66.6842,66.8933,66.4267,64.513,62.7303,UP,1
2018-07-31,68.6325,67.3364,67.2077,64.5835,62.7688,DOWN,0
2018-08-01,67.6793,68.7997,67.5271,64.6391,62.8047,DOWN,0
2018-08-02,67.6709,67.3114,67.4803,64.7198,62.8419,UP,1
2018-08-03,67.905,68.0472,67.7144,64.8039,62.8826,DOWN,0
2018-08-06,67.696,67.7963,67.9167,64.8841,62.9216,UP,1
2018-08-07,67.9636,67.8716,67.783,64.9806,62.9642,DOWN,0
2018-08-08,67.5455,67.8716,67.7562,65.0937,63.0008,DOWN,0
2018-08-09,67.094,67.4953,67.6408,65.1949,63.0349,DOWN,0
2018-08-10,66.6424,66.9267,67.3883,65.3121,63.0616,DOWN,0
2018-08-13,66.3163,66.5672,67.1124,65.4041,63.0902,UP,1
2018-08-14,66.5254,66.2076,66.8247,65.4929,63.1157,UP,1
2018-08-15,66.6341,66.3749,66.6424,65.583,63.1391,UP,1
2018-08-16,67.1776,67.0271,66.6592,65.673,63.172,DOWN,0
2018-08-17,67.1023,67.3783,66.7511,65.7109,63.2054,UP,1
2018-08-20,67.395,67.3866,66.9669,65.7511,63.2378,DOWN,0
2018-08-21,67.2194,67.4451,67.1057,65.7849,63.2674,DOWN,0
2018-08-22,66.8264,67.2194,67.1441,65.8121,63.2936,UP,1
2018-08-23,66.91,66.9434,67.0906,65.8444,63.3236,UP,1
2018-08-24,67.002,67.0772,67.0705,65.8444,63.3514,UP,1
2018-08-27,68.298,67.3364,67.2512,65.8546,63.3887,UP,1
2018-08-28,68.6241,68.5656,67.5321,65.883,63.4281,UP,1
2018-08-29,70.1376,68.7328,68.1944,65.9645,63.4751,DOWN,0
2018-08-30,70.0205,70.2379,68.8165,66.0471,63.5216,UP,1
2018-08-31,70.2212,69.8533,69.4603,66.1454,63.5689,DOWN,0
2018-09-04,69.7864,69.8199,69.758,66.2394,63.6175,UP,1
2018-09-05,70.5222,69.5356,70.1376,66.3516,63.6672,DOWN,0
2018-09-06,70.3717,70.539,70.1844,66.5015,63.717,UP,1
2018-09-07,70.7313,70.2714,70.3266,66.6653,63.7663,UP,1
2018-09-10,70.8149,71.0741,70.4453,66.814,63.8174,UP,1
2018-09-11,71.0908,70.8902,70.7062,66.9463,63.8719,UP,1
2018-09-12,71.3333,71.141,70.8684,67.0893,63.927,UP,1
2018-09-13,72.3284,71.7765,71.2597,67.2558,63.9844,UP,1
2018-09-14,72.7297,72.2197,71.6594,67.4204,64.0417,UP,1
2018-09-17,72.8468,72.7464,72.0658,67.586,64.0989,UP,1
2018-09-18,73.0642,72.8468,72.4605,67.7445,64.1522,DOWN,0
2018-09-19,71.9019,73.2231,72.5742,67.8938,64.1999,UP,1
2018-09-20,73.0558,72.529,72.7197,68.08,64.2548,DOWN,0
2018-09-21,72.7297,73.5408,72.7197,68.2477,64.3135,DOWN,0
2018-09-24,72.1862,72.5708,72.5876,68.4001,64.368,DOWN,0
2018-09-25,71.9103,72.3033,72.3568,68.5596,64.4198,DOWN,0
2018-09-26,71.0992,71.7681,72.1962,68.6843,64.4672,DOWN,0
2018-09-27,70.7731,71.3333,71.7397,68.8034,64.5159,DOWN,0
2018-09-28,70.4052,70.7898,71.2748,68.9135,64.5647,UP,1
2018-10-01,70.5975,70.84,70.957,69.027,64.6149,DOWN,0
2018-10-02,69.9202,70.5139,70.559,69.1514,64.666,UP,1
2018-10-03,70.0205,70.4135,70.3433,69.2573,64.7149,UP,1
2018-10-04,70.1961,70.0122,70.2279,69.3396,64.7618,UP,1
2018-10-05,70.2212,70.0791,70.1911,69.3859,64.8088,DOWN,0
2018-10-08,69.9453,69.9787,70.0607,69.4501,64.8534,DOWN,0
2018-10-09,68.7328,69.6192,69.8232,69.4911,64.8927,DOWN,0
2018-10-10,67.0772,68.4318,69.2345,69.46,64.9251,DOWN,0
2018-10-11,65.7059,66.9184,68.3365,69.4205,64.95,UP,1
2018-10-12,66.2243,66.7511,67.5371,69.3916,64.9785,DOWN,0
2018-10-15,66.0069,66.0404,66.7495,69.3536,65.0055,UP,1
2018-10-16,66.7093,66.5086,66.3448,69.3339,65.0365,UP,1
2018-10-17,67.0772,66.6173,66.3448,69.3162,65.0693,DOWN,0
2018-10-18,66.9184,66.8264,66.5872,69.3036,65.1011,DOWN,0
2018-10-19,66.7177,66.9351,66.6859,69.2961,65.1243,DOWN,0
2018-10-22,64.9617,66.9518,66.4769,69.2625,65.1422,DOWN,0
2018-10-23,64.4266,63.8246,66.0203,69.2247,65.1581,DOWN,0
2018-10-24,61.9432,64.5604,64.9935,69.133,65.1594,UP,1
2018-10-25,63.8246,62.3111,64.3747,69.0768,65.1732,DOWN,0
2018-10-26,61.0903,61.2241,63.2493,68.9551,65.1705,DOWN,0
2018-10-29,60.3712,61.7509,62.3312,68.8205,65.161,DOWN,0
2018-10-30,59.9364,60.3712,61.4331,68.6713,65.1513,UP,1
2018-10-31,62.0853,60.7224,61.4615,68.5686,65.1493,UP,1
2018-11-01,62.5536,62.3278,61.2074,68.4832,65.1508,UP,1
2018-11-02,62.5954,63.1807,61.5084,68.3969,65.152,UP,1
2018-11-05,62.7961,62.6957,61.9933,68.3128,65.1558,UP,1
2018-11-06,63.4483,62.7877,62.6957,68.2158,65.1592,UP,1
2018-11-07,63.6573,64.0587,63.0101,68.1164,65.1624,UP,1
2018-11-08,64.2928,63.6406,63.358,67.9995,65.1711,DOWN,0
2018-11-09,62.8964,63.9416,63.4182,67.857,65.1655,DOWN,0
2018-11-12,62.679,62.8713,63.3948,67.7062,65.1595,UP,1
2018-11-13,62.888,62.6205,63.2827,67.5682,65.1561,DOWN,0
2018-11-14,61.5418,63.0218,62.8596,67.3886,65.146,UP,1
2018-11-15,63.3229,61.1906,62.6656,67.2476,65.1467,DOWN,0
2018-11-16,63.0887,62.9299,62.7041,67.0948,65.1472,DOWN,0
2018-11-19,61.6756,63.1389,62.5034,66.912,65.1559,DOWN,0
2018-11-20,60.6973,61.0986,62.0653,66.7041,65.1579,UP,1
2018-11-21,61.7592,61.1572,62.1087,66.5127,65.167,DOWN,0
2018-11-23,60.8729,61.1405,61.6187,66.2835,65.1823,UP,1
2018-11-26,61.2074,61.4331,61.2425,66.0531,65.1855,UP,1
2018-11-27,61.6756,60.8227,61.2425,65.8297,65.1832,UP,1
2018-11-28,62.7041,61.8763,61.6438,65.6225,65.1867,DOWN,0
2018-11-29,61.985,62.5787,61.689,65.4241,65.1865,UP,1
2018-11-30,63.6071,61.8596,62.2358,65.2352,65.1906,DOWN,0
2018-12-03,63.5152,64.46,62.6974,65.0509,65.1919,DOWN,0
2018-12-04,60.9147,63.5068,62.5452,64.8254,65.1794,DOWN,0
2018-12-06,60.321,59.9698,62.0686,64.5937,65.1632,DOWN,0
2018-12-07,58.4815,60.3461,61.3679,64.3413,65.135,UP,1
2018-12-10,59.1337,58.2975,60.4732,64.1085,65.1082,DOWN,0
2018-12-11,58.5818,60.0033,59.4865,63.872,65.0752,UP,1
2018-12-12,59.1755,59.5099,59.1387,63.6436,65.0459,DOWN,0
2018-12-13,58.4898,59.3427,58.7724,63.415,65.0173,DOWN,0
2018-12-14,57.5784,58.0216,58.5918,63.1662,64.9929,DOWN,0
2018-12-17,56.8175,57.177,58.1286,62.8986,64.9676,UP,1
2018-12-18,56.9429,57.4864,57.8008,62.633,64.9419,DOWN,0
2018-12-19,55.6719,56.8593,57.1001,62.3475,64.9062,DOWN,0
2018-12-20,54.4846,55.1451,56.2991,62.0626,64.8527,UP,1
2018-12-21,54.7689,54.4846,55.7372,61.8164,64.7989,DOWN,0
2018-12-24,53.2136,54.2086,55.0164,61.5666,64.7294,UP,1
2018-12-26,54.9361,53.3808,54.615,61.3408,64.6757,UP,1
2018-12-27,55.9311,54.2672,54.6669,61.1393,64.6293,DOWN,0
2018-12-28,55.7723,56.182,54.9244,60.9205,64.5837,UP,1
2018-12-31,56.575,55.9479,55.2856,60.7105,64.5401,DOWN,0
2019-01-02,56.3158,55.7054,55.9061,60.4984,64.4946,DOWN,0
2019-01-03,54.0414,55.3876,55.7271,60.2449,64.4396,UP,1
2019-01-04,56.4078,54.9696,55.8224,60.0738,64.3949,UP,1
2019-01-07,56.6921,56.3158,56.0064,59.9192,64.3508,UP,1
2019-01-08,56.9513,57.4195,56.0817,59.8193,64.3149,UP,1
2019-01-09,57.8878,56.9513,56.3961,59.7006,64.2865,UP,1
2019-01-10,58.4313,57.4864,57.274,59.6474,64.2522,DOWN,0
2019-01-11,58.1219,57.8878,57.6169,59.6024,64.2217,UP,1
2019-01-14,58.2222,57.7791,57.9229,59.5681,64.1923,UP,1
2019-01-15,58.5233,58.2975,58.2373,59.4969,64.1609,UP,1
2019-01-16,58.5483,58.4229,58.3694,59.4168,64.1382,UP,1
2019-01-17,59.6855,58.2473,58.6203,59.3586,64.1176,UP,1
2019-01-18,61.0652,60.0367,59.2089,59.324,64.1026,DOWN,0
2019-01-22,59.928,60.5719,59.5501,59.2536,64.0785,DOWN,0
2019-01-23,59.4848,60.1705,59.7424,59.1701,64.0636,DOWN,0
2019-01-24,59.3594,59.5099,59.9046,59.0714,64.0505,UP,1
2019-01-25,60.413,60.02,60.0501,59.0218,64.0357,DOWN,0
2019-01-28,60.112,59.5434,59.8595,58.9704,64.025,UP,1
2019-01-29,61.6171,60.2625,60.1973,58.945,64.0205,UP,1
2019-01-30,62.4867,62.0352,60.7976,58.9639,64.0207,UP,1
2019-01-31,62.7041,62.47,61.4666,58.9515,64.0195,DOWN,0
2019-02-01,62.1522,62.8044,61.8144,58.9328,64.0095,DOWN,0
2019-02-04,62.1271,62.3362,62.2174,58.9418,63.9976,UP,1
2019-02-05,62.3195,62.2693,62.3579,58.9743,63.9883,UP,1
2019-02-06,62.6706,62.0853,62.3947,58.9925,63.9808,DOWN,0
2019-02-07,62.2275,62.0435,62.2994,59.0196,63.9729,UP,1
2019-02-08,64.2343,63.0469,62.7158,59.0801,63.9887,UP,1
2019-02-11,64.5186,64.1841,63.1941,59.137,64.0094,UP,1
2019-02-12,65.9066,64.9617,63.9115,59.2011,64.0368,UP,1
2019-02-13,67.2612,66.1407,64.8296,59.3066,64.075,UP,1
2019-02-14,67.2696,67.0438,65.838,59.3798,64.1174,UP,1
2019-02-15,68.3984,67.9803,66.6709,59.4775,64.1582,DOWN,0
2019-02-19,67.2946,67.8716,67.2261,59.6051,64.1956,UP,1
2019-02-20,67.7796,67.4451,67.6007,59.7543,64.2314,DOWN,0
2019-02-21,67.4033,67.604,67.6291,59.9327,64.262,UP,1
2019-02-22,68.0388,67.7796,67.783,60.1108,64.2947,UP,1
2019-02-25,68.2311,68.4569,67.7495,60.3038,64.3255,UP,1
2019-02-26,68.3482,68.0472,67.9602,60.4872,64.3527,DOWN,0
2019-02-27,68.3231,68.2646,68.0689,60.6839,64.3785,DOWN,0
2019-02-28,68.2061,68.2228,68.2295,60.8965,64.4034,UP,1
2019-03-01,69.0339,68.6158,68.4285,61.1408,64.4296,UP,1
2019-03-04,69.0506,69.3098,68.5924,61.3829,64.456,DOWN,0
2019-03-05,68.7747,69.1593,68.6777,61.645,64.4789,DOWN,0
2019-03-06,68.5991,68.8081,68.7328,61.9273,64.4985,DOWN,0
2019-03-07,67.7796,68.5573,68.6476,62.1875,64.5118,DOWN,0
2019-03-08,67.2277,67.094,68.2863,62.4678,64.5235,UP,1
2019-03-11,68.7161,67.3364,68.2194,62.7434,64.5489,DOWN,0
2019-03-12,68.666,68.8499,68.1977,62.9981,64.5737,UP,1
2019-03-13,69.5523,69.084,68.3883,63.2737,64.6031,DOWN,0
2019-03-14,69.1008,69.3098,68.6526,63.5242,64.6329,DOWN,0
2019-03-15,69.0171,69.0506,69.0105,63.7782,64.6685,UP,1
2019-03-18,69.7446,69.0757,69.2161,64.0923,64.707,DOWN,0
2019-03-19,69.4436,69.8784,69.3717,64.353,64.7504,DOWN,0
2019-03-20,69.3934,69.5439,69.3399,64.607,64.7887,UP,1
2019-03-21,70.4219,69.2931,69.6041,64.8764,64.8304,DOWN,0
2019-03-22,68.7579,70.0707,69.5523,65.0939,64.8636,UP,1
2019-03-25,69.0673,68.7579,69.4168,65.3066,64.8955,UP,1
2019-03-26,69.8868,69.4101,69.5055,65.5419,64.9189,DOWN,0
2019-03-27,68.8499,70.1042,69.3968,65.7544,64.9362,UP,1
2019-03-28,69.3516,69.0339,69.1827,65.971,64.9553,UP,1
2019-03-29,70.146,69.9035,69.4603,66.2029,64.9788,UP,1
2019-04-01,71.1326,70.7731,69.8734,66.4319,65.0079,UP,1
2019-04-02,71.6427,71.4002,70.2246,66.6434,65.0311,UP,1
2019-04-03,72.3451,72.1444,70.9236,66.8918,65.0539,DOWN,0
2019-04-04,72.1611,72.4538,71.4855,67.1453,65.0787,UP,1
2019-04-05,72.5207,72.4287,71.9604,67.4085,65.111,UP,1
2019-04-08,72.6879,72.32,72.2715,67.654,65.145,DOWN,0
2019-04-09,72.0106,72.1946,72.3451,67.892,65.1785,DOWN,0
2019-04-10,71.9354,72.1193,72.2631,68.0984,65.2128,UP,1
2019-04-11,72.621,72.1528,72.3551,68.301,65.2513,UP,1
2019-04-12,73.2983,73.014,72.5106,68.5129,65.3034,UP,1
2019-04-15,73.4321,73.4488,72.6595,68.7385,65.3579,DOWN,0
2019-04-16,73.2816,73.5826,72.9137,68.9616,65.4074,DOWN,0
2019-04-17,73.2565,73.892,73.1779,69.1804,65.4513,UP,1
2019-04-18,74.0007,73.6161,73.4538,69.407,65.5004,DOWN,0
2019-04-22,73.8836,73.5241,73.5709,69.6401,65.5498,UP,1
2019-04-23,74.3853,73.892,73.7615,69.8431,65.5992,UP,1
2019-04-24,74.4689,74.6278,73.999,70.0421,65.6487,DOWN,0
2019-04-25,73.407,73.9589,74.0291,70.1921,65.69,DOWN,0
2019-04-26,71.2664,68.0305,73.4823,70.2722,65.7242,UP,1
2019-04-29,71.7849,71.5591,73.0625,70.3625,65.7644,UP,1
2019-04-30,72.1946,71.8099,72.6244,70.4385,65.8036,DOWN,0
2019-05-01,71.3919,72.2615,72.0089,70.5204,65.8377,UP,1
2019-05-02,71.7681,71.3751,71.6812,70.6002,65.8769,UP,1
2019-05-03,72.3869,72.0357,71.9053,70.6998,65.9145,DOWN,0
2019-05-06,71.0239,71.1577,71.7531,70.7595,65.9456,DOWN,0
2019-05-07,69.8031,70.1292,71.2748,70.791,65.9701,DOWN,0
2019-05-08,68.967,69.0589,70.7898,70.8034,65.9903,DOWN,0
2019-05-09,68.783,68.2813,70.1928,70.8126,66.0157,UP,1
2019-05-10,69.0924,68.3566,69.5339,70.8303,66.0375,DOWN,0
2019-05-13,67.3114,67.5371,68.7914,70.7958,66.0437,UP,1
2019-05-14,67.3197,67.512,68.2947,70.7612,66.0408,UP,1
2019-05-15,68.0305,67.0605,68.1074,70.7463,66.0472,DOWN,0
2019-05-16,68.0221,68.691,67.9552,70.7348,66.0539,DOWN,0
2019-05-17,67.3281,67.3532,67.6023,70.7258,66.0474,DOWN,0
2019-05-20,66.3414,66.6926,67.4084,70.708,66.0407,UP,1
2019-05-21,66.8097,66.818,67.3063,70.6699,66.0364,DOWN,0
2019-05-22,66.5505,66.7428,67.0103,70.6276,66.0296,DOWN,0
2019-05-23,65.639,65.8648,66.5337,70.5493,66.0194,DOWN,0
2019-05-24,65.2544,66.032,66.119,70.4724,66.0058,DOWN,0
2019-05-28,64.2175,65.3464,65.6942,70.3764,65.9892,DOWN,0
2019-05-29,64.0503,63.6824,65.1423,70.2625,65.974,UP,1
2019-05-30,64.251,64.1172,64.6825,70.1587,65.962,DOWN,0
2019-05-31,63.674,63.5737,64.2895,70.0443,65.9488,DOWN,0
2019-06-03,63.3479,62.4282,63.9082,69.9028,65.9329,UP,1
