ticker,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2017-11-24,60.3127,60.2625,60.4782,60.1026,54.1749,UP,1
2017-11-27,60.8394,60.4799,60.5635,60.1595,54.2402,UP,1
2017-11-28,61.2826,61.0903,60.6438,60.2093,54.3061,UP,1
2017-11-29,61.3913,61.3579,60.806,60.2652,54.3735,UP,1
2017-11-30,62.4198,61.4498,61.2492,60.3401,54.4449,DOWN,0
2017-12-01,62.3613,63.1723,61.6589,60.4178,54.5167,DOWN,0
2017-12-04,62.0686,62.771,61.9047,60.4881,54.5859,DOWN,0
2017-12-05,60.9983,62.2358,61.8479,60.5369,54.6478,UP,1
2017-12-06,61.2826,61.0318,61.8261,60.5944,54.7131,UP,1
2017-12-07,61.5418,61.5,61.6505,60.6511,54.7814,UP,1
2017-12-08,61.6171,61.8428,61.5017,60.7142,54.8478,DOWN,0
