ticker,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,ABC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-03-28,39.08,39.47,38.5935,39.082,38.2596,UP,1
2012-03-29,39.2,38.84,38.5833,39.264,38.2628,UP,1
2012-03-30,39.66,39.49,38.5764,39.404,38.268,DOWN,0
2012-04-02,39.19,39.7,38.567,39.322,38.25,DOWN,0
2012-04-03,38.68,39.13,38.5554,39.162,38.2276,DOWN,0
2012-04-04,38.48,38.4,38.5409,39.042,38.2062,DOWN,0
2012-04-05,38.22,38.28,38.5241,38.846,38.1762,UP,1
2012-04-09,38.44,38.1,38.5101,38.602,38.165,DOWN,0
2012-04-10,38.39,38.46,38.4955,38.442,38.1532,UP,1
2012-04-11,38.78,38.72,38.4887,38.462,38.1524,UP,1
2012-04-12,38.81,39.0,38.4795,38.528,38.1492,DOWN,0
2012-04-13,37.53,38.03,38.4602,38.39,38.1036,DOWN,0
2012-04-16,37.48,37.62,38.4421,38.198,38.0664,UP,1
2012-04-17,38.22,37.7,38.4262,38.164,38.0462,DOWN,0
2012-04-18,37.45,38.11,38.4029,37.898,38.0156,UP,1
2012-04-19,37.48,37.54,38.3789,37.632,37.9878,UP,1
2012-04-20,37.75,37.71,38.3522,37.676,37.9558,DOWN,0
2012-04-23,37.49,36.8,38.3244,37.678,37.9262,UP,1
2012-04-24,37.5,37.42,38.2986,37.534,37.9042,UP,1
2012-04-25,37.85,37.7,38.2763,37.614,37.917,DOWN,0
2012-04-26,36.97,37.87,38.2498,37.512,37.9054,DOWN,0
2012-04-27,36.9,37.1501,38.2227,37.342,37.9092,UP,1
2012-04-30,37.21,36.85,38.1976,37.286,37.9142,UP,1
2012-05-01,37.3,37.06,38.1742,37.246,37.9266,DOWN,0
2012-05-02,37.21,37.25,38.1542,37.118,37.947,DOWN,0
2012-05-03,36.55,37.16,38.1277,37.034,37.942,DOWN,0
2012-05-04,36.17,36.54,38.0998,36.888,37.9166,DOWN,0
2012-05-07,35.95,36.11,38.0833,36.636,37.8816,UP,1
2012-05-08,36.16,35.68,38.0615,36.408,37.8508,DOWN,0
2012-05-09,36.01,35.92,38.0398,36.168,37.817,UP,1
2012-05-10,36.58,36.36,38.023,36.174,37.8012,UP,1
2012-05-11,36.62,36.45,38.0111,36.264,37.7876,UP,1
2012-05-14,36.65,36.36,38.0007,36.404,37.7888,DOWN,0
2012-05-15,36.4,36.54,37.9912,36.452,37.7858,UP,1
2012-05-16,36.7,36.54,37.986,36.59,37.7942,DOWN,0
2012-05-17,36.44,36.52,37.9796,36.562,37.786,DOWN,0
2012-05-18,35.99,36.45,37.9687,36.436,37.7568,UP,1
2012-05-21,36.08,35.98,37.9678,36.322,37.7212,UP,1
2012-05-22,36.25,36.68,37.965,36.292,37.6914,UP,1
2012-05-23,36.31,36.14,37.9734,36.214,37.6572,UP,1
2012-05-24,36.46,36.31,37.9726,36.218,37.6216,UP,1
2012-05-25,36.9,36.53,37.9809,36.4,37.6014,DOWN,0
2012-05-29,36.51,37.0,37.9762,36.486,37.5652,UP,1
2012-05-30,36.85,36.36,37.969,36.606,37.531,UP,1
2012-05-31,36.99,36.8,37.9595,36.742,37.4946,DOWN,0
2012-06-01,36.28,36.65,37.9484,36.706,37.449,UP,1
2012-06-04,36.41,36.24,37.937,36.608,37.4114,UP,1
2012-06-05,36.75,36.28,37.9323,36.656,37.3672,UP,1
2012-06-06,37.295,36.91,37.9311,36.745,37.3211,DOWN,0
2012-06-07,36.98,37.53,37.929,36.743,37.2711,UP,1
2012-06-08,37.06,36.89,37.923,36.899,37.2307,DOWN,0
2012-06-11,36.46,37.29,37.9144,36.909,37.1759,UP,1
2012-06-12,37.0,36.47,37.9115,36.959,37.1227,DOWN,0
2012-06-13,36.45,36.9,37.9013,36.79,37.0679,UP,1
2012-06-14,36.96,36.76,37.89,36.786,37.0335,UP,1
2012-06-15,37.29,37.15,37.8801,36.832,37.0097,UP,1
2012-06-18,37.81,37.19,37.8712,37.102,37.0015,UP,1
2012-06-19,38.04,37.86,37.864,37.31,36.9935,DOWN,0
2012-06-20,37.96,37.92,37.8598,37.612,36.9849,DOWN,0
2012-06-21,37.69,38.05,37.8529,37.758,36.9631,UP,1
2012-06-22,37.93,37.91,37.8427,37.886,36.9455,DOWN,0
2012-06-25,37.75,37.58,37.8327,37.874,36.9499,DOWN,0
2012-06-26,37.71,37.81,37.8293,37.808,36.9545,UP,1
2012-06-27,38.13,37.66,37.8295,37.842,36.9527,UP,1
2012-06-28,38.74,37.95,37.8306,38.052,36.9785,UP,1
2012-06-29,39.35,39.08,37.8315,38.336,37.0159,UP,1
2012-07-02,39.85,39.53,37.8379,38.756,37.0579,DOWN,0
2012-07-03,39.78,39.85,37.8402,39.17,37.1037,DOWN,0
2012-07-05,39.46,39.55,37.8405,39.436,37.1429,DOWN,0
2012-07-06,38.76,39.13,37.8358,39.44,37.1611,UP,1
2012-07-09,38.9,38.63,37.8385,39.35,37.1997,UP,1
2012-07-10,38.94,39.06,37.8432,39.168,37.2405,UP,1
2012-07-11,39.29,38.92,37.8508,39.07,37.2821,DOWN,0
2012-07-12,39.16,39.26,37.8521,39.01,37.3193,UP,1
2012-07-13,39.64,39.22,37.8545,39.186,37.3679,DOWN,0
2012-07-16,39.41,39.55,37.8585,39.288,37.4251,UP,1
2012-07-17,39.79,39.51,37.8689,39.458,37.4975,DOWN,0
2012-07-18,39.75,39.79,37.8813,39.55,37.5735,DOWN,0
2012-07-19,39.73,39.73,37.9012,39.664,37.6449,DOWN,0
2012-07-20,39.21,39.4,37.9177,39.578,37.7089,DOWN,0
2012-07-23,38.65,38.95,37.929,39.426,37.7503,DOWN,0
2012-07-24,38.2,38.78,37.9395,39.108,37.7819,DOWN,0
2012-07-25,37.95,38.38,37.9504,38.748,37.8079,UP,1
2012-07-26,37.96,38.18,37.9548,38.394,37.8391,UP,1
2012-07-27,38.66,38.0,37.963,38.284,37.8783,DOWN,0
2012-07-30,38.53,38.72,37.9676,38.26,37.9201,UP,1
2012-07-31,39.7,39.48,37.9764,38.56,37.9943,DOWN,0
2012-08-01,39.34,39.89,37.9822,38.838,38.0595,DOWN,0
2012-08-02,38.87,39.07,37.9871,39.02,38.1119,UP,1
2012-08-03,39.39,39.3,37.9922,39.166,38.1735,DOWN,0
2012-08-06,39.22,39.4,37.9974,39.304,38.2287,UP,1
2012-08-07,39.34,39.25,38.0003,39.232,38.2775,DOWN,0
2012-08-08,38.7,39.18,37.9953,39.104,38.3213,DOWN,0
2012-08-09,38.69,38.45,37.9855,39.068,38.3581,DOWN,0
2012-08-10,38.69,38.7,37.9809,38.928,38.3921,DOWN,0
2012-08-13,38.59,38.59,37.9694,38.802,38.4383,DOWN,0
2012-08-14,38.29,38.69,37.9509,38.592,38.4759,DOWN,0
2012-08-15,38.02,38.36,37.9306,38.456,38.5013,DOWN,0
2012-08-16,37.58,37.51,37.9145,38.234,38.507,DOWN,0
2012-08-17,37.54,37.23,37.902,38.004,38.5182,UP,1
2012-08-20,37.71,37.4,37.8912,37.828,38.5312,DOWN,0
2012-08-21,37.56,37.68,37.8794,37.682,38.5532,UP,1
2012-08-22,37.92,37.58,37.8729,37.662,38.5716,UP,1
2012-08-23,37.98,37.82,37.8642,37.742,38.6022,UP,1
2012-08-24,38.1,37.89,37.8568,37.854,38.625,DOWN,0
2012-08-27,37.94,38.11,37.8554,37.9,38.638,DOWN,0
2012-08-28,37.5,37.77,37.8492,37.888,38.6318,UP,1
2012-08-29,37.65,37.63,37.8391,37.834,38.624,UP,1
2012-08-30,38.1,37.58,37.8337,37.858,38.6268,UP,1
2012-08-31,38.52,38.18,37.8295,37.942,38.6434,UP,1
2012-09-04,38.78,38.52,37.833,38.11,38.6604,DOWN,0
2012-09-05,38.18,38.7,37.8363,38.246,38.669,UP,1
2012-09-06,38.64,38.33,37.8431,38.444,38.6876,DOWN,0
2012-09-07,38.18,38.66,37.8504,38.46,38.6886,DOWN,0
2012-09-10,38.03,38.37,37.8574,38.362,38.6744,DOWN,0
2012-09-11,37.77,37.52,37.8644,38.16,38.6428,UP,1
2012-09-12,37.9,37.74,37.874,38.104,38.6038,UP,1
2012-09-13,38.06,37.84,37.8821,37.988,38.5694,DOWN,0
2012-09-14,37.36,38.03,37.887,37.824,38.5274,UP,1
2012-09-17,38.02,37.47,37.8914,37.822,38.5126,UP,1
2012-09-18,38.31,37.85,37.8967,37.93,38.5008,DOWN,0
2012-09-19,38.17,38.26,37.9025,37.984,38.4854,UP,1
2012-09-20,38.33,38.0,37.9111,38.038,38.4662,UP,1
2012-09-21,38.97,38.46,37.9238,38.36,38.4624,UP,1
2012-09-24,39.36,38.86,37.9376,38.628,38.4568,DOWN,0
2012-09-25,38.85,39.36,37.9505,38.736,38.4456,DOWN,0
2012-09-26,38.65,38.9,37.9619,38.832,38.4228,UP,1
2012-09-27,39.02,38.7,37.9778,38.97,38.4082,DOWN,0
2012-09-28,38.71,38.95,37.992,38.918,38.3878,UP,1
2012-10-01,38.99,38.79,38.0091,38.844,38.3834,UP,1
2012-10-02,39.03,39.03,38.0253,38.88,38.391,UP,1
2012-10-03,39.06,39.05,38.0368,38.962,38.4082,UP,1
2012-10-04,39.36,39.23,38.0513,39.03,38.4364,UP,1
2012-10-05,39.52,39.44,38.0634,39.192,38.4676,UP,1
2012-10-08,39.78,39.47,38.0771,39.35,38.49,DOWN,0
2012-10-09,39.68,39.72,38.0901,39.48,38.513,DOWN,0
2012-10-10,39.39,39.56,38.0999,39.546,38.5068,UP,1
2012-10-11,39.47,39.51,38.1087,39.568,38.5094,UP,1
2012-10-12,39.5,39.51,38.1221,39.564,38.522,UP,1
2012-10-15,39.91,39.5,38.135,39.59,38.5324,UP,1
2012-10-16,40.75,40.0,38.1528,39.804,38.563,DOWN,0
2012-10-17,40.53,40.83,38.1651,40.032,38.5868,UP,1
2012-10-18,40.68,40.43,38.1775,40.274,38.6264,DOWN,0
2012-10-19,40.28,40.61,38.1864,40.43,38.6582,UP,1
2012-10-22,40.43,40.19,38.1956,40.534,38.693,DOWN,0
2012-10-23,39.93,40.0,38.2024,40.37,38.7198,DOWN,0
2012-10-24,39.66,39.97,38.2057,40.196,38.7472,UP,1
2012-10-25,39.76,39.98,38.2114,40.012,38.782,DOWN,0
2012-10-26,39.34,39.79,38.2139,39.824,38.8172,UP,1
2012-10-31,39.44,39.62,38.2221,39.626,38.8552,UP,1
2012-11-01,40.92,39.55,38.2352,39.824,38.9194,DOWN,0
2012-11-02,40.5,41.0,38.2425,39.992,38.9782,DOWN,0
2012-11-05,40.26,40.28,38.2468,40.092,39.025,UP,1
2012-11-06,40.36,40.25,38.2482,40.296,39.0726,UP,1
2012-11-07,40.76,40.13,38.253,40.56,39.1258,DOWN,0
2012-11-08,40.33,40.65,38.2569,40.442,39.1736,UP,1
2012-11-09,40.47,40.25,38.2606,40.436,39.233,DOWN,0
2012-11-12,40.06,40.6,38.2659,40.396,39.2812,UP,1
2012-11-13,40.71,40.0,38.2746,40.466,39.3334,DOWN,0
2012-11-14,40.21,40.34,38.2815,40.356,39.3672,DOWN,0
2012-11-15,40.16,40.15,38.2875,40.322,39.3948,UP,1
2012-11-16,40.26,40.23,38.2897,40.28,39.4364,UP,1
2012-11-19,40.69,40.48,38.2965,40.406,39.4774,UP,1
2012-11-20,40.8,40.62,38.3043,40.424,39.5298,UP,1
2012-11-21,40.85,40.78,38.3137,40.552,39.5862,UP,1
2012-11-23,41.38,40.85,38.3262,40.796,39.6584,UP,1
2012-11-26,41.45,41.35,38.3367,41.034,39.7294,DOWN,0
2012-11-27,41.22,41.18,38.348,41.14,39.7926,DOWN,0
2012-11-28,41.2,41.16,38.361,41.22,39.8694,UP,1
2012-11-29,41.52,41.49,38.3825,41.354,39.9394,UP,1
2012-11-30,42.22,41.56,38.4059,41.522,40.0176,UP,1
2012-12-03,42.41,42.26,38.4344,41.714,40.1024,UP,1
2012-12-04,42.75,42.33,38.4633,42.02,40.1908,DOWN,0
2012-12-05,42.26,42.75,38.4912,42.232,40.2566,UP,1
2012-12-06,42.56,42.33,38.5231,42.44,40.3206,DOWN,0
2012-12-07,42.27,42.78,38.5504,42.45,40.389,DOWN,0
2012-12-10,42.23,42.31,38.5744,42.414,40.4606,UP,1
2012-12-11,43.12,42.46,38.6015,42.488,40.5426,DOWN,0
2012-12-12,42.71,43.2,38.6265,42.578,40.6226,UP,1
2012-12-13,42.85,42.78,38.6523,42.636,40.6998,UP,1
2012-12-14,43.36,42.71,38.6822,42.854,40.7864,UP,1
2012-12-17,43.78,43.36,38.7146,43.164,40.8808,UP,1
2012-12-18,43.91,43.76,38.7512,43.322,40.9718,DOWN,0
2012-12-19,43.65,43.9,38.7867,43.51,41.0544,UP,1
2012-12-20,43.8,43.75,38.8243,43.7,41.1348,DOWN,0
2012-12-21,43.64,43.44,38.8583,43.756,41.214,DOWN,0
2012-12-24,43.46,43.52,38.8883,43.692,41.2954,DOWN,0
2012-12-26,43.12,43.5,38.9146,43.534,41.3684,UP,1
2012-12-27,43.23,43.18,38.9421,43.45,41.443,DOWN,0
2012-12-28,42.82,43.12,38.9661,43.254,41.5012,UP,1
2012-12-31,43.18,42.74,38.9908,43.162,41.5498,UP,1
2013-01-02,43.49,43.59,39.0187,43.168,41.609,DOWN,0
2013-01-03,43.4,43.54,39.0441,43.224,41.6634,UP,1
2013-01-04,43.69,43.22,39.0697,43.316,41.7316,UP,1
2013-01-07,43.83,43.7,39.0948,43.518,41.7996,DOWN,0
2013-01-08,43.77,43.76,39.1209,43.636,41.8764,DOWN,0
2013-01-09,43.77,43.81,39.1483,43.692,41.9586,UP,1
2013-01-10,43.89,43.95,39.1729,43.79,42.0412,DOWN,0
2013-01-11,43.84,43.92,39.1941,43.82,42.1312,UP,1
2013-01-14,44.29,43.99,39.2182,43.912,42.2282,UP,1
2013-01-15,45.07,44.28,39.2481,44.172,42.3112,DOWN,0
2013-01-16,45.02,45.11,39.2772,44.422,42.4016,UP,1
2013-01-17,45.52,45.27,39.3065,44.748,42.5068,UP,1
2013-01-18,45.85,45.47,39.3398,45.15,42.6166,DOWN,0
2013-01-22,45.62,45.9,39.3745,45.416,42.7138,UP,1
2013-01-23,46.18,45.67,39.413,45.638,42.8308,DOWN,0
2013-01-24,45.72,45.92,39.4505,45.778,42.9358,DOWN,0
2013-01-25,45.03,45.78,39.4835,45.68,43.0352,UP,1
2013-01-28,45.11,45.06,39.5171,45.532,43.1232,UP,1
2013-01-29,45.54,45.13,39.5509,45.516,43.2298,UP,1
2013-01-30,45.58,45.62,39.5847,45.396,43.3382,DOWN,0
2013-01-31,45.37,45.52,39.6239,45.326,43.4404,UP,1
2013-02-01,46.53,45.4,39.6692,45.626,43.5572,DOWN,0
2013-02-04,46.04,46.35,39.7083,45.812,43.662,UP,1
2013-02-05,46.28,46.19,39.7524,45.96,43.7706,UP,1
2013-02-06,46.47,46.18,39.7974,46.138,43.8724,DOWN,0
2013-02-07,46.4,46.48,39.8406,46.344,43.9714,UP,1
2013-02-08,46.89,46.52,39.8876,46.416,44.0848,DOWN,0
2013-02-11,46.76,46.85,39.9339,46.56,44.196,UP,1
2013-02-12,46.96,46.7,39.9795,46.696,44.3048,DOWN,0
2013-02-13,46.64,46.74,40.0278,46.73,44.3932,UP,1
2013-02-14,46.77,46.67,40.0772,46.804,44.4804,DOWN,0
2013-02-15,46.6,46.77,40.1241,46.746,44.5574,UP,1
2013-02-19,47.22,46.67,40.1737,46.838,44.6566,DOWN,0
2013-02-20,46.61,47.22,40.2207,46.768,44.7376,DOWN,0
2013-02-21,46.48,46.48,40.2704,46.736,44.8218,UP,1
2013-02-22,46.95,46.48,40.3243,46.772,44.9162,DOWN,0
2013-02-25,46.18,47.1,40.3754,46.688,44.9774,UP,1
2013-02-26,46.57,46.38,40.4275,46.558,45.0546,UP,1
2013-02-27,47.03,46.66,40.4826,46.642,45.1382,UP,1
2013-02-28,47.2,46.96,40.5357,46.786,45.215,UP,1
2013-03-01,47.98,47.22,40.5925,46.992,45.299,UP,1
2013-03-04,48.25,47.83,40.6505,47.406,45.3858,UP,1
2013-03-05,48.27,48.04,40.7098,47.746,45.4782,UP,1
2013-03-06,48.48,48.44,40.7687,48.036,45.5718,DOWN,0
2013-03-07,48.08,48.44,40.8269,48.212,45.6606,UP,1
2013-03-08,48.48,48.27,40.8894,48.312,45.761,UP,1
2013-03-11,48.55,48.36,40.9517,48.372,45.8696,UP,1
2013-03-12,48.65,48.52,41.0137,48.448,45.978,UP,1
2013-03-13,48.86,48.71,41.0765,48.524,46.0988,UP,1
2013-03-14,49.29,49.0,41.1406,48.766,46.221,DOWN,0
2013-03-15,48.89,49.14,41.2006,48.848,46.329,DOWN,0
2013-03-18,48.3,48.32,41.2595,48.798,46.427,UP,1
2013-03-19,50.06,51.39,41.3256,49.08,46.5544,UP,1
2013-03-20,50.24,50.31,41.3918,49.356,46.6826,DOWN,0
2013-03-21,49.79,50.11,41.4594,49.456,46.803,UP,1
2013-03-22,49.82,49.8,41.5264,49.642,46.924,UP,1
2013-03-25,50.59,49.95,41.5956,50.1,47.058,UP,1
2013-03-26,50.72,50.86,41.6627,50.232,47.1956,DOWN,0
2013-03-27,50.71,50.51,41.7314,50.326,47.324,UP,1
2013-03-28,51.45,50.96,41.8033,50.658,47.4516,UP,1
2013-04-01,51.64,51.38,41.8792,51.022,47.584,UP,1
2013-04-02,52.41,51.92,41.9563,51.386,47.7218,DOWN,0
2013-04-03,51.69,52.57,42.0325,51.58,47.8386,UP,1
2013-04-04,51.82,51.69,42.1068,51.802,47.9626,UP,1
2013-04-05,52.08,51.43,42.1807,51.928,48.0806,UP,1
2013-04-08,52.63,52.18,42.2548,52.126,48.2188,UP,1
2013-04-09,52.92,52.75,42.3292,52.228,48.3766,UP,1
2013-04-10,53.3,53.93,42.4059,52.55,48.5404,UP,1
2013-04-11,53.81,53.28,42.4865,52.948,48.7058,UP,1
2013-04-12,54.18,53.78,42.5678,53.368,48.8778,DOWN,0
2013-04-15,54.04,54.14,42.6492,53.65,49.0512,UP,1
2013-04-16,54.95,54.48,42.7354,54.056,49.2196,UP,1
2013-04-17,55.06,54.78,42.8201,54.408,49.4,UP,1
2013-04-18,55.44,55.06,42.9036,54.734,49.5832,UP,1
2013-04-19,55.92,55.61,42.9864,55.082,49.7722,UP,1
2013-04-22,56.2,56.42,43.0682,55.514,49.9682,UP,1
2013-04-23,56.3,56.39,43.1508,55.784,50.1564,DOWN,0
2013-04-24,55.82,56.33,43.2326,55.936,50.3376,DOWN,0
2013-04-25,53.41,55.82,43.3058,55.53,50.4666,DOWN,0
2013-04-26,53.26,53.0,43.3776,54.998,50.599,UP,1
2013-04-29,54.06,53.33,43.4532,54.57,50.7448,UP,1
2013-04-30,54.12,54.07,43.5274,54.134,50.8952,DOWN,0
2013-05-01,53.84,54.06,43.6008,53.738,51.0276,UP,1
2013-05-02,54.85,53.85,43.6768,54.026,51.1924,DOWN,0
2013-05-03,54.57,55.01,43.7526,54.288,51.3542,DOWN,0
2013-05-06,54.4,54.49,43.8257,54.356,51.5032,UP,1
2013-05-07,54.98,54.59,43.9018,54.528,51.6792,UP,1
2013-05-08,55.1,55.03,43.9787,54.78,51.8498,DOWN,0
2013-05-09,54.81,54.91,44.0567,54.772,52.0054,UP,1
2013-05-10,54.84,54.98,44.1376,54.826,52.1582,DOWN,0
2013-05-13,54.48,54.68,44.219,54.842,52.2882,UP,1
2013-05-14,54.96,54.47,44.3041,54.838,52.4224,UP,1
2013-05-15,55.01,55.0,44.3893,54.82,52.5572,DOWN,0
2013-05-16,54.4,54.64,44.468,54.738,52.6756,UP,1
2013-05-17,54.99,54.44,44.5503,54.768,52.8138,DOWN,0
2013-05-20,54.82,55.01,44.6259,54.836,52.9406,DOWN,0
2013-05-21,54.65,54.77,44.7025,54.774,53.0626,DOWN,0
2013-05-22,54.46,54.72,44.7804,54.664,53.1788,UP,1
2013-05-23,54.58,54.32,44.8564,54.7,53.2932,DOWN,0
2013-05-24,54.44,54.36,44.9325,54.59,53.3962,DOWN,0
2013-05-28,54.37,54.77,45.0076,54.5,53.5058,DOWN,0
2013-05-29,53.9,54.17,45.0836,54.35,53.6178,UP,1
2013-05-30,54.72,54.0,45.1638,54.402,53.711,DOWN,0
2013-05-31,54.08,54.49,45.2407,54.302,53.7878,DOWN,0
2013-06-03,52.68,54.01,45.3112,53.95,53.8456,UP,1
2013-06-04,53.26,52.73,45.386,53.728,53.9144,DOWN,0
2013-06-05,52.9,53.04,45.4604,53.528,53.9606,DOWN,0
2013-06-06,52.55,52.81,45.5353,53.094,53.9972,UP,1
2013-06-07,52.94,52.7,45.6123,52.866,54.0418,UP,1
2013-06-10,53.71,53.13,45.6923,53.072,54.087,UP,1
2013-06-11,54.81,53.96,45.7785,53.382,54.1504,DOWN,0
2013-06-12,54.75,55.02,45.8627,53.752,54.1972,DOWN,0
2013-06-13,54.56,54.61,45.9456,54.154,54.2546,UP,1
2013-06-14,54.93,54.44,46.0297,54.552,54.3168,UP,1
2013-06-17,55.66,55.13,46.1183,54.942,54.3884,UP,1
2013-06-18,55.86,55.68,46.2101,55.152,54.453,DOWN,0
2013-06-19,55.56,55.78,46.2997,55.314,54.5058,DOWN,0
2013-06-20,54.14,55.47,46.3799,55.23,54.5226,UP,1
2013-06-21,54.34,54.24,46.459,55.112,54.5332,DOWN,0
2013-06-24,53.61,54.02,46.5331,54.702,54.5218,DOWN,0
2013-06-25,53.55,53.74,46.61,54.24,54.512,UP,1
2013-06-26,55.04,53.78,46.692,54.136,54.5138,UP,1
2013-06-27,55.31,55.37,46.7776,54.37,54.5188,UP,1
2013-06-28,55.83,55.5,46.8666,54.668,54.5266,DOWN,0
2013-07-01,55.01,56.11,46.9528,54.948,54.5084,DOWN,0
2013-07-02,54.83,55.04,47.0375,55.204,54.481,UP,1
2013-07-03,55.09,54.5,47.1226,55.214,54.4568,UP,1
2013-07-05,55.56,55.51,47.2136,55.264,54.4516,UP,1
2013-07-08,56.28,55.83,47.3049,55.354,54.509,DOWN,0
2013-07-09,55.91,56.47,47.3929,55.534,54.562,UP,1
2013-07-10,56.55,55.95,47.4848,55.878,54.6118,UP,1
2013-07-11,58.1,57.08,47.5837,56.48,54.6914,UP,1
2013-07-12,58.39,58.02,47.6808,57.046,54.7824,DOWN,0
2013-07-15,58.24,58.57,47.7752,57.438,54.8502,UP,1
2013-07-16,58.28,58.33,47.8723,57.912,54.9244,UP,1
2013-07-17,58.47,58.38,47.9714,58.296,55.0058,DOWN,0
2013-07-18,58.31,58.58,48.0679,58.338,55.0724,UP,1
2013-07-19,58.81,58.25,48.1684,58.422,55.1466,UP,1
2013-07-22,58.99,58.74,48.2684,58.572,55.2302,DOWN,0
2013-07-23,57.63,58.97,48.3614,58.442,55.286,DOWN,0
2013-07-24,56.77,58.32,48.4499,58.102,55.3318,UP,1
2013-07-25,57.61,56.2,48.5412,57.962,55.3848,UP,1
2013-07-26,58.47,57.41,48.6359,57.894,55.454,DOWN,0
2013-07-29,58.39,58.37,48.729,57.774,55.5338,DOWN,0
2013-07-30,58.23,58.84,48.8217,57.894,55.5986,UP,1
2013-07-31,58.27,58.54,48.9161,58.194,55.6676,UP,1
2013-08-01,58.8,58.39,49.0128,58.432,55.7506,DOWN,0
2013-08-02,58.48,58.75,49.1077,58.434,55.831,UP,1
2013-08-05,59.03,58.38,49.2033,58.562,55.92,DOWN,0
2013-08-06,58.66,59.03,49.2928,58.648,56.0044,UP,1
2013-08-07,58.74,58.31,49.3839,58.742,56.0918,UP,1
2013-08-08,59.61,59.36,49.4785,58.904,56.206,DOWN,0
2013-08-09,59.49,59.46,49.5746,59.106,56.3014,DOWN,0
2013-08-12,58.67,58.9,49.6658,59.034,56.3932,DOWN,0
2013-08-13,58.14,58.7,49.7568,58.93,56.5024,DOWN,0
2013-08-14,58.03,58.14,49.8487,58.788,56.5978,DOWN,0
2013-08-15,57.27,57.71,49.9362,58.32,56.6852,DOWN,0
2013-08-16,56.53,57.0,50.0222,57.728,56.7648,UP,1
2013-08-19,56.85,56.54,50.1092,57.364,56.843,UP,1
2013-08-20,57.45,56.92,50.1919,57.226,56.9178,DOWN,0
2013-08-21,57.07,57.26,50.2747,57.034,56.963,UP,1
2013-08-22,57.43,57.22,50.3606,57.066,57.0166,UP,1
2013-08-23,57.45,57.41,50.446,57.25,57.0744,DOWN,0
2013-08-26,57.44,57.41,50.5294,57.368,57.1246,DOWN,0
2013-08-27,56.87,57.04,50.6121,57.252,57.1488,UP,1
2013-08-28,56.96,56.82,50.6946,57.23,57.1708,UP,1
2013-08-29,57.15,56.87,50.78,57.174,57.2026,DOWN,0
2013-08-30,56.92,57.19,50.8611,57.068,57.2582,UP,1
2013-09-03,57.39,57.46,50.947,57.058,57.3192,UP,1
2013-09-04,58.13,57.63,51.0368,57.31,57.4096,UP,1
2013-09-05,58.15,58.0,51.1263,57.548,57.5016,UP,1
2013-09-06,58.24,58.2,51.214,57.766,57.5656,UP,1
2013-09-09,58.66,58.31,51.3033,58.114,57.6326,UP,1
2013-09-10,59.37,59.0,51.3959,58.51,57.7034,UP,1
2013-09-11,60.49,59.43,51.4915,58.982,57.813,DOWN,0
2013-09-12,60.46,60.42,51.5865,59.444,57.9256,DOWN,0
2013-09-13,60.28,60.63,51.6818,59.852,58.0294,UP,1
2013-09-16,60.95,60.8,51.7806,60.31,58.1372,UP,1
2013-09-17,61.59,61.0,51.8809,60.754,58.2434,DOWN,0
2013-09-18,61.49,61.63,51.9773,60.954,58.355,UP,1
2013-09-19,62.23,61.85,52.0764,61.308,58.4686,DOWN,0
2013-09-20,61.65,62.23,52.1709,61.582,58.5396,DOWN,0
2013-09-23,61.57,61.68,52.2674,61.706,58.6032,DOWN,0
2013-09-24,60.91,61.73,52.3592,61.57,58.6566,UP,1
2013-09-25,61.01,60.83,52.4529,61.474,58.7112,UP,1
2013-09-26,61.16,60.97,52.5475,61.26,58.765,UP,1
2013-09-27,61.28,60.91,52.6383,61.186,58.8244,DOWN,0
2013-09-30,61.1,60.9,52.7303,61.092,58.8702,UP,1
2013-10-01,62.48,61.18,52.8284,61.406,58.94,DOWN,0
2013-10-02,62.2,62.18,52.9226,61.644,59.0314,DOWN,0
2013-10-03,61.42,62.06,53.0108,61.696,59.1244,UP,1
2013-10-04,62.47,61.59,53.1036,61.934,59.2216,DOWN,0
2013-10-07,61.97,62.27,53.1952,62.108,59.2916,DOWN,0
2013-10-08,61.19,61.98,53.2822,61.85,59.3476,UP,1
2013-10-09,61.27,61.29,53.3703,61.664,59.4084,UP,1
2013-10-10,62.43,61.8,53.4652,61.866,59.4916,UP,1
2013-10-11,62.65,62.48,53.5628,61.902,59.5686,UP,1
2013-10-14,63.11,62.46,53.6622,62.13,59.6612,DOWN,0
2013-10-15,62.81,63.05,53.7622,62.454,59.7368,UP,1
2013-10-16,63.75,63.03,53.865,62.95,59.8386,UP,1
2013-10-17,64.62,63.77,53.9707,63.388,59.9562,DOWN,0
2013-10-18,64.61,64.98,54.0767,63.78,60.0562,DOWN,0
2013-10-21,63.87,64.57,54.1776,63.932,60.1438,DOWN,0
2013-10-22,63.76,64.18,54.2773,64.122,60.2456,UP,1
2013-10-23,63.83,63.63,54.3776,64.138,60.3594,UP,1
2013-10-24,64.64,64.2,54.4819,64.142,60.4916,UP,1
2013-10-25,65.24,64.84,54.5887,64.268,60.651,DOWN,0
2013-10-28,65.2,65.16,54.6955,64.534,60.8244,UP,1
2013-10-29,65.8,65.38,54.803,64.942,61.0034,DOWN,0
