ticker,MU US Equity,MU US Equity,MU US Equity,MU US Equity,MU US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-04-11,10.22,10.25,11.7787,10.154,10.801,DOWN,0
2005-04-12,10.19,10.2,11.7558,10.176,10.7976,DOWN,0
2005-04-13,9.99,10.14,11.7333,10.16,10.7892,DOWN,0
2005-04-14,9.77,10.03,11.706,10.074,10.7706,DOWN,0
2005-04-15,9.52,9.75,11.677,9.938,10.7446,UP,1
2005-04-18,9.62,9.57,11.6503,9.818,10.72,UP,1
2005-04-19,9.64,9.7,11.6251,9.708,10.6908,DOWN,0
2005-04-20,9.44,9.64,11.6017,9.598,10.6532,UP,1
2005-04-21,9.72,9.51,11.5785,9.588,10.621,DOWN,0
2005-04-22,9.41,9.6,11.5549,9.566,10.5846,UP,1
2005-04-25,9.58,9.75,11.5308,9.558,10.5508,DOWN,0
2005-04-26,9.55,9.67,11.5088,9.54,10.5072,DOWN,0
2005-04-27,9.49,9.54,11.4858,9.55,10.4608,UP,1
2005-04-28,9.57,9.48,11.4666,9.52,10.4138,UP,1
2005-04-29,9.71,9.65,11.4477,9.58,10.372,DOWN,0
2005-05-02,9.66,9.72,11.4298,9.596,10.3352,UP,1
2005-05-03,9.7,9.51,11.4125,9.626,10.2992,UP,1
2005-05-04,10.08,9.72,11.3949,9.744,10.2716,DOWN,0
2005-05-05,10.04,10.08,11.3799,9.838,10.2452,UP,1
2005-05-06,10.13,10.2,11.363,9.922,10.2164,DOWN,0
2005-05-09,10.11,10.08,11.3486,10.012,10.185,DOWN,0
2005-05-10,10.0,10.11,11.3344,10.072,10.155,DOWN,0
2005-05-11,10.0,10.01,11.3195,10.056,10.1254,UP,1
2005-05-12,10.16,10.03,11.3059,10.08,10.1002,UP,1
2005-05-13,10.57,10.32,11.2912,10.168,10.0878,DOWN,0
2005-05-16,10.41,10.61,11.2756,10.228,10.0808,UP,1
2005-05-17,10.6,10.34,11.2618,10.348,10.0742,DOWN,0
2005-05-18,10.54,10.6,11.2497,10.456,10.0734,DOWN,0
2005-05-19,10.45,10.59,11.2373,10.514,10.0704,UP,1
2005-05-20,10.54,10.48,11.2263,10.508,10.0674,UP,1
2005-05-23,10.69,10.57,11.2176,10.564,10.0728,UP,1
2005-05-24,10.84,10.6,11.2108,10.612,10.0818,DOWN,0
2005-05-25,10.73,10.83,11.2028,10.65,10.0914,UP,1
2005-05-26,11.03,10.73,11.1992,10.766,10.1044,UP,1
2005-05-27,11.07,11.0,11.1992,10.872,10.1168,DOWN,0
2005-05-31,10.98,11.1,11.1986,10.93,10.1306,DOWN,0
2005-06-01,10.84,10.99,11.197,10.93,10.143,UP,1
2005-06-02,11.05,10.84,11.1966,10.994,10.162,DOWN,0
2005-06-03,10.82,11.05,11.1923,10.952,10.174,DOWN,0
2005-06-06,10.6,10.61,11.1879,10.858,10.1814,DOWN,0
2005-06-07,10.49,10.55,11.1806,10.76,10.1878,UP,1
2005-06-08,10.68,10.68,11.1732,10.728,10.199,UP,1
2005-06-09,10.97,10.61,11.1685,10.712,10.2088,DOWN,0
2005-06-10,10.9,10.99,11.1629,10.728,10.22,DOWN,0
2005-06-13,10.85,10.87,11.158,10.778,10.2318,DOWN,0
2005-06-14,10.76,10.86,11.1524,10.832,10.2452,UP,1
2005-06-15,10.93,10.9,11.1496,10.882,10.2622,UP,1
2005-06-16,10.95,10.96,11.1468,10.878,10.2798,DOWN,0
2005-06-17,10.83,10.95,11.1428,10.864,10.2924,DOWN,0
2005-06-20,10.66,10.83,11.1378,10.826,10.3016,DOWN,0
2005-06-21,10.61,10.64,11.1347,10.796,10.3094,DOWN,0
2005-06-22,10.6,10.62,11.1321,10.73,10.3176,UP,1
2005-06-23,10.83,10.62,11.1305,10.706,10.3344,DOWN,0
2005-06-24,10.58,10.6,11.1258,10.656,10.3506,DOWN,0
2005-06-27,10.17,10.54,11.1153,10.558,10.3636,UP,1
2005-06-28,10.25,10.18,11.105,10.486,10.3762,UP,1
2005-06-29,10.45,10.53,11.0949,10.456,10.3924,DOWN,0
2005-06-30,10.21,10.38,11.0855,10.332,10.4078,DOWN,0
2005-07-01,10.2,10.16,11.0752,10.256,10.4174,UP,1
2005-07-05,10.5,10.21,11.0639,10.322,10.4392,UP,1
2005-07-06,10.88,10.6,11.0546,10.448,10.4652,DOWN,0
2005-07-07,10.85,10.84,11.0451,10.528,10.4912,UP,1
2005-07-08,11.42,11.0,11.0405,10.77,10.5298,UP,1
2005-07-11,11.73,11.52,11.0367,11.076,10.573,UP,1
2005-07-12,11.82,11.76,11.0338,11.34,10.6152,DOWN,0
2005-07-13,11.81,11.84,11.0313,11.526,10.6582,UP,1
2005-07-14,11.9,11.89,11.0301,11.736,10.7022,UP,1
2005-07-15,11.92,11.99,11.0292,11.836,10.739,DOWN,0
2005-07-18,11.91,11.84,11.0286,11.872,10.7764,UP,1
2005-07-19,12.17,11.96,11.0276,11.942,10.8172,UP,1
2005-07-20,12.22,12.04,11.0264,12.024,10.8594,DOWN,0
2005-07-21,12.12,12.2,11.0248,12.068,10.9018,DOWN,0
2005-07-22,11.93,12.08,11.0212,12.07,10.9404,DOWN,0
2005-07-25,11.72,11.95,11.0177,12.032,10.9716,UP,1
2005-07-26,11.9,11.75,11.0171,11.978,10.9982,UP,1
2005-07-27,11.91,11.94,11.0172,11.916,11.0282,UP,1
2005-07-28,12.0,11.95,11.0192,11.892,11.0562,DOWN,0
2005-07-29,11.88,11.94,11.0204,11.882,11.083,UP,1
2005-08-01,12.18,12.1,11.0246,11.974,11.1176,UP,1
2005-08-02,12.21,12.22,11.0287,12.036,11.151,DOWN,0
2005-08-03,12.16,12.22,11.0327,12.086,11.1804,DOWN,0
2005-08-04,11.9,12.02,11.0346,12.066,11.2016,DOWN,0
2005-08-05,11.86,11.9,11.0355,12.062,11.2242,DOWN,0
2005-08-08,11.56,11.89,11.034,11.938,11.2348,DOWN,0
2005-08-09,11.54,11.68,11.0341,11.804,11.2442,DOWN,0
2005-08-10,11.25,11.61,11.0318,11.622,11.2496,UP,1
2005-08-11,11.3,11.28,11.0298,11.502,11.2588,DOWN,0
2005-08-12,11.11,11.29,11.0247,11.352,11.26,UP,1
2005-08-15,11.35,11.06,11.0202,11.31,11.2706,DOWN,0
2005-08-16,11.09,11.33,11.0147,11.22,11.2804,UP,1
2005-08-17,11.23,11.14,11.0109,11.216,11.2952,DOWN,0
2005-08-18,11.1,11.15,11.0073,11.176,11.3036,UP,1
2005-08-19,11.15,11.2,11.0047,11.184,11.3072,UP,1
2005-08-22,11.25,11.2,11.0022,11.164,11.3142,DOWN,0
2005-08-23,11.1,11.24,10.9983,11.166,11.3192,UP,1
2005-08-24,11.16,11.1,10.9944,11.152,11.3272,UP,1
2005-08-25,11.35,11.2,10.9919,11.202,11.3356,DOWN,0
2005-08-26,11.18,11.3,10.9903,11.208,11.3402,DOWN,0
2005-08-29,11.16,11.13,10.9878,11.19,11.3468,UP,1
2005-08-30,11.31,11.15,10.9843,11.232,11.3598,UP,1
2005-08-31,11.91,11.3,10.9833,11.382,11.3858,DOWN,0
2005-09-01,11.62,11.9,10.9816,11.436,11.4062,UP,1
2005-09-02,11.67,11.68,10.9773,11.534,11.423,UP,1
2005-09-06,12.2,11.74,10.9775,11.742,11.4554,DOWN,0
2005-09-07,12.16,12.22,10.9798,11.912,11.4952,UP,1
2005-09-08,12.4,12.19,10.9847,12.01,11.5382,UP,1
2005-09-09,12.49,12.5,10.99,12.184,11.579,UP,1
2005-09-12,12.59,12.41,10.9956,12.368,11.6266,UP,1
2005-09-13,12.68,12.62,11.002,12.464,11.6762,UP,1
2005-09-14,13.23,12.66,11.0122,12.678,11.7308,DOWN,0
2005-09-15,12.87,13.18,11.0211,12.772,11.7706,DOWN,0
2005-09-16,12.81,12.89,11.028,12.836,11.8098,DOWN,0
2005-09-19,12.46,12.71,11.0333,12.81,11.8306,DOWN,0
2005-09-20,12.32,12.48,11.0372,12.738,11.8424,DOWN,0
2005-09-21,12.24,12.32,11.0399,12.54,11.8508,DOWN,0
2005-09-22,12.06,12.34,11.0432,12.378,11.8558,UP,1
2005-09-23,12.15,12.04,11.048,12.246,11.8608,DOWN,0
2005-09-26,12.1,12.44,11.0527,12.174,11.8644,DOWN,0
2005-09-27,11.74,12.08,11.0549,12.058,11.861,DOWN,0
2005-09-28,11.74,11.9,11.0559,11.958,11.8524,UP,1
2005-09-29,12.19,11.76,11.0586,11.984,11.8518,UP,1
2005-09-30,13.3,12.91,11.0659,12.214,11.8754,UP,1
2005-10-03,13.64,13.37,11.076,12.522,11.9096,DOWN,0
2005-10-04,13.33,13.55,11.0861,12.84,11.9418,DOWN,0
2005-10-05,12.8,13.33,11.0933,13.052,11.9598,UP,1
2005-10-06,12.95,12.88,11.1004,13.204,11.9806,UP,1
2005-10-07,13.18,13.05,11.1069,13.18,12.0042,DOWN,0
2005-10-10,12.77,13.26,11.1117,13.006,12.022,DOWN,0
2005-10-11,12.54,12.8,11.1154,12.848,12.0292,UP,1
2005-10-12,12.74,12.55,11.1193,12.836,12.0398,UP,1
2005-10-13,13.11,12.64,11.1235,12.868,12.0588,DOWN,0
2005-10-14,12.87,13.02,11.1264,12.806,12.0782,UP,1
2005-10-17,13.01,12.97,11.1297,12.854,12.1012,UP,1
2005-10-18,13.07,12.95,11.1351,12.96,12.1314,DOWN,0
2005-10-19,12.88,12.72,11.1412,12.988,12.1582,DOWN,0
2005-10-20,12.81,12.92,11.1476,12.928,12.1894,DOWN,0
2005-10-21,12.67,12.9,11.1539,12.888,12.2168,DOWN,0
2005-10-24,12.51,12.67,11.1591,12.788,12.2448,UP,1
2005-10-25,12.65,12.51,11.1652,12.704,12.2708,UP,1
2005-10-26,12.75,12.94,11.1735,12.678,12.304,DOWN,0
2005-10-27,12.62,12.75,11.18,12.64,12.3318,UP,1
2005-10-28,12.67,12.7,11.1875,12.64,12.3632,UP,1
2005-10-31,12.99,12.94,11.1964,12.736,12.4,UP,1
2005-11-01,13.0,12.99,11.2054,12.806,12.435,UP,1
2005-11-02,13.27,13.15,11.2167,12.91,12.4784,UP,1
2005-11-03,13.87,13.4,11.2309,13.16,12.5326,UP,1
2005-11-04,13.92,13.96,11.2485,13.41,12.584,DOWN,0
2005-11-07,13.88,14.09,11.2676,13.588,12.638,DOWN,0
2005-11-08,13.71,13.69,11.2849,13.73,12.689,UP,1
2005-11-09,13.8,13.71,11.3023,13.836,12.7388,DOWN,0
2005-11-10,13.78,13.84,11.3181,13.818,12.7762,DOWN,0
2005-11-11,13.65,13.78,11.3345,13.764,12.8168,DOWN,0
2005-11-14,13.33,13.36,11.3491,13.654,12.85,UP,1
2005-11-15,13.36,13.34,11.3624,13.584,12.8732,UP,1
2005-11-16,13.43,13.35,11.3755,13.51,12.8986,UP,1
2005-11-17,13.76,13.5,11.39,13.506,12.9258,UP,1
2005-11-18,14.18,13.8,11.4054,13.612,12.9596,UP,1
2005-11-21,14.2,14.54,11.4198,13.786,12.9918,UP,1
2005-11-22,14.67,14.51,11.4365,14.048,13.0316,DOWN,0
2005-11-23,14.49,14.77,11.4528,14.26,13.0568,UP,1
2005-11-25,14.59,14.64,11.4694,14.426,13.0912,DOWN,0
2005-11-28,14.38,14.6,11.4827,14.466,13.1226,DOWN,0
2005-11-29,13.92,14.44,11.4932,14.41,13.1518,UP,1
2005-11-30,14.26,14.0,11.5049,14.328,13.1906,UP,1
2005-12-01,14.49,14.44,11.5184,14.328,13.2356,DOWN,0
2005-12-02,14.37,14.5,11.5327,14.284,13.2818,DOWN,0
2005-12-05,14.3,14.4,11.5467,14.268,13.3248,DOWN,0
2005-12-06,13.99,14.14,11.5594,14.282,13.3626,DOWN,0
2005-12-07,13.66,13.94,11.5709,14.162,13.401,DOWN,0
2005-12-08,13.13,13.65,11.5787,13.89,13.4288,UP,1
2005-12-09,13.41,13.13,11.5873,13.698,13.4532,UP,1
2005-12-12,13.8,13.53,11.5988,13.598,13.4632,UP,1
2005-12-13,13.84,13.71,11.6106,13.568,13.4672,DOWN,0
2005-12-14,13.53,13.78,11.6212,13.542,13.4712,UP,1
2005-12-15,13.55,13.46,11.633,13.626,13.4862,UP,1
2005-12-16,13.67,13.62,11.6475,13.678,13.5006,DOWN,0
2005-12-19,13.65,13.64,11.6611,13.648,13.51,UP,1
2005-12-20,13.71,13.59,11.6768,13.622,13.5288,UP,1
2005-12-21,14.14,13.88,11.6945,13.744,13.5608,DOWN,0
2005-12-22,13.64,13.57,11.7092,13.762,13.5788,UP,1
2005-12-23,13.65,13.55,11.7254,13.758,13.5896,DOWN,0
2005-12-27,13.47,13.65,11.7408,13.722,13.6016,DOWN,0
2005-12-28,13.45,13.46,11.7568,13.67,13.6104,DOWN,0
2005-12-29,13.27,13.32,11.7712,13.496,13.6144,UP,1
2005-12-30,13.31,13.2,11.7855,13.43,13.623,UP,1
2006-01-03,13.51,13.48,11.8016,13.402,13.637,UP,1
2006-01-04,14.05,13.75,11.8208,13.518,13.6646,UP,1
2006-01-05,14.18,14.02,11.8412,13.664,13.698,UP,1
2006-01-06,14.47,14.41,11.8624,13.904,13.7344,UP,1
2006-01-09,14.7,14.45,11.8848,14.182,13.7734,DOWN,0
2006-01-10,14.57,14.5,11.9068,14.394,13.8124,UP,1
2006-01-11,14.75,14.69,11.9299,14.534,13.854,DOWN,0
2006-01-12,14.57,14.8,11.9504,14.612,13.8856,DOWN,0
2006-01-13,14.51,14.541,11.9712,14.62,13.9158,DOWN,0
2006-01-17,13.97,14.15,11.9898,14.474,13.9298,UP,1
2006-01-18,14.06,13.73,12.0096,14.372,13.9336,UP,1
2006-01-19,14.33,14.21,12.0309,14.288,13.9418,DOWN,0
2006-01-20,14.01,14.34,12.0506,14.176,13.9444,UP,1
2006-01-23,14.18,14.04,12.0705,14.11,13.9538,DOWN,0
2006-01-24,14.1,14.18,12.09,14.136,13.9598,UP,1
2006-01-25,14.11,14.13,12.1094,14.146,13.9664,UP,1
2006-01-26,14.35,14.23,12.1302,14.15,13.9804,UP,1
2006-01-27,14.7,14.4,12.1538,14.288,14.0078,UP,1
2006-01-30,14.93,14.67,12.1796,14.438,14.0392,DOWN,0
2006-01-31,14.68,14.83,12.2054,14.554,14.0642,UP,1
2006-02-01,15.02,14.58,12.2324,14.736,14.0894,DOWN,0
2006-02-02,14.95,15.0,12.2589,14.856,14.1048,DOWN,0
2006-02-03,14.89,14.76,12.2862,14.894,14.1186,UP,1
2006-02-06,16.01,15.36,12.3176,15.11,14.1454,UP,1
2006-02-07,16.36,16.01,12.3524,15.446,14.1828,DOWN,0
2006-02-08,16.35,16.39,12.3862,15.712,14.218,DOWN,0
2006-02-09,16.26,16.25,12.4198,15.974,14.2556,UP,1
2006-02-10,16.4,16.26,12.4543,16.276,14.3052,DOWN,0
2006-02-13,16.19,16.35,12.4874,16.312,14.3438,UP,1
2006-02-14,16.63,16.19,12.522,16.366,14.3866,UP,1
2006-02-15,16.78,16.55,12.5576,16.452,14.4348,UP,1
2006-02-16,16.99,16.85,12.5941,16.598,14.4886,DOWN,0
2006-02-17,16.65,17.15,12.6269,16.648,14.5418,DOWN,0
2006-02-21,16.08,16.58,12.6571,16.626,14.5902,UP,1
2006-02-22,16.31,16.08,12.688,16.562,14.6538,DOWN,0
2006-02-23,15.75,16.32,12.7162,16.356,14.7006,UP,1
2006-02-24,15.88,15.75,12.7456,16.134,14.7422,DOWN,0
2006-02-27,15.65,15.82,12.7739,15.934,14.7784,DOWN,0
2006-02-28,15.51,15.65,12.8006,15.82,14.818,UP,1
2006-03-01,15.95,15.61,12.8275,15.748,14.866,DOWN,0
2006-03-02,15.85,15.77,12.8547,15.768,14.9096,UP,1
2006-03-03,15.89,15.76,12.8812,15.77,14.9544,DOWN,0
2006-03-06,15.6,16.08,12.9065,15.76,14.9922,DOWN,0
2006-03-07,14.98,15.6,12.9291,15.654,15.009,DOWN,0
2006-03-08,14.87,14.56,12.9508,15.438,15.0336,DOWN,0
2006-03-09,14.52,14.86,12.9699,15.172,15.051,DOWN,0
2006-03-10,14.47,14.8,12.9881,14.888,15.071,UP,1
2006-03-13,14.78,14.6,13.0083,14.724,15.0976,UP,1
2006-03-14,15.08,14.65,13.0286,14.744,15.1338,DOWN,0
2006-03-15,15.01,15.14,13.0483,14.772,15.1678,DOWN,0
2006-03-16,14.59,15.02,13.0663,14.786,15.1894,UP,1
2006-03-17,14.77,14.59,13.086,14.846,15.2038,UP,1
2006-03-20,14.82,14.8,13.1048,14.854,15.2166,UP,1
2006-03-21,15.0,14.81,13.1257,14.838,15.2272,DOWN,0
2006-03-22,14.55,14.55,13.1455,14.746,15.2242,DOWN,0
2006-03-23,14.43,14.45,13.1652,14.714,15.2214,UP,1
2006-03-24,14.47,14.5,13.1841,14.654,15.2158,UP,1
2006-03-27,14.77,14.47,13.2031,14.644,15.2198,DOWN,0
2006-03-28,14.43,14.75,13.2208,14.53,15.2182,UP,1
2006-03-29,14.89,14.46,13.241,14.598,15.2366,DOWN,0
2006-03-30,14.82,14.99,13.2613,14.676,15.2518,DOWN,0
2006-03-31,14.72,14.82,13.2802,14.726,15.2596,UP,1
2006-04-03,15.45,14.94,13.3027,14.862,15.2884,UP,1
2006-04-04,15.64,15.5,13.3268,15.104,15.3176,DOWN,0
2006-04-05,15.56,15.58,13.3513,15.238,15.3468,UP,1
2006-04-06,15.58,15.8,13.3761,15.39,15.3762,DOWN,0
2006-04-07,15.25,15.68,13.3994,15.496,15.3942,DOWN,0
2006-04-10,14.91,15.32,13.4198,15.388,15.3984,UP,1
2006-04-11,15.1,15.14,13.4424,15.28,15.4018,UP,1
2006-04-12,15.32,15.25,13.4681,15.232,15.4146,DOWN,0
2006-04-13,15.04,15.26,13.4921,15.124,15.415,UP,1
2006-04-17,15.12,15.13,13.5154,15.098,15.4184,UP,1
2006-04-18,16.03,15.64,13.5445,15.322,15.4412,UP,1
2006-04-19,16.5,16.08,13.576,15.602,15.451,UP,1
2006-04-20,16.8,16.55,13.6075,15.898,15.4598,DOWN,0
2006-04-21,16.4,16.85,13.6351,16.17,15.4608,DOWN,0
2006-04-24,16.4,16.39,13.6629,16.426,15.4636,UP,1
2006-04-25,16.47,16.41,13.6881,16.514,15.465,UP,1
2006-04-26,16.8,16.47,13.7135,16.574,15.4772,UP,1
2006-04-27,17.4,16.65,13.7414,16.694,15.4926,DOWN,0
2006-04-28,16.97,17.02,13.7672,16.808,15.4964,DOWN,0
2006-05-01,16.74,16.97,13.7914,16.876,15.4914,UP,1
2006-05-02,16.75,16.83,13.8155,16.932,15.4934,DOWN,0
2006-05-03,16.73,16.75,13.8396,16.918,15.5064,UP,1
2006-05-04,16.96,16.85,13.8636,16.83,15.5194,UP,1
2006-05-05,17.05,17.04,13.8877,16.846,15.5454,UP,1
2006-05-08,17.24,17.15,13.9133,16.946,15.5726,UP,1
2006-05-09,17.25,17.2,13.9399,17.046,15.6046,DOWN,0
2006-05-10,16.61,17.18,13.9644,17.022,15.6266,DOWN,0
2006-05-11,16.11,16.61,13.9854,16.852,15.6298,DOWN,0
2006-05-12,15.81,15.97,14.0049,16.604,15.629,UP,1
2006-05-15,15.83,15.72,14.0241,16.322,15.6278,UP,1
2006-05-16,15.97,15.91,14.0445,16.066,15.6352,DOWN,0
2006-05-17,15.63,15.92,14.0618,15.87,15.6482,DOWN,0
2006-05-18,15.36,15.64,14.0775,15.72,15.658,UP,1
2006-05-19,15.77,15.7,14.0956,15.712,15.683,DOWN,0
2006-05-22,15.56,15.58,14.1139,15.658,15.7048,DOWN,0
2006-05-23,15.24,15.7,14.1308,15.512,15.714,UP,1
2006-05-24,15.46,15.25,14.1503,15.478,15.7216,UP,1
2006-05-25,16.17,15.71,14.1734,15.64,15.7448,UP,1
2006-05-26,16.37,16.17,14.199,15.76,15.7804,DOWN,0
2006-05-30,16.06,16.3,14.2228,15.86,15.8062,UP,1
2006-05-31,16.56,16.18,14.2501,16.124,15.841,UP,1
2006-06-01,16.87,16.39,14.2777,16.406,15.8784,DOWN,0
2006-06-02,16.46,16.87,14.3045,16.464,15.9166,DOWN,0
2006-06-05,16.03,16.55,14.3285,16.396,15.9486,UP,1
2006-06-06,16.26,16.03,14.3543,16.436,15.9844,DOWN,0
2006-06-07,15.82,16.4,14.3777,16.288,16.0054,DOWN,0
2006-06-08,15.53,15.93,14.3991,16.02,16.0274,DOWN,0
2006-06-09,15.53,15.68,14.4212,15.834,16.0402,DOWN,0
2006-06-12,15.14,15.53,14.4411,15.656,16.0466,DOWN,0
2006-06-13,14.85,15.1,14.4586,15.374,16.0492,UP,1
2006-06-14,15.26,15.0,14.479,15.262,16.0454,UP,1
2006-06-15,16.04,15.31,14.5034,15.364,16.0534,UP,1
2006-06-16,16.35,16.07,14.5286,15.528,16.0692,DOWN,0
2006-06-19,15.89,16.44,14.5485,15.678,16.0754,UP,1
2006-06-20,15.97,15.88,14.5703,15.902,16.0898,DOWN,0
2006-06-21,15.95,15.93,14.5917,16.04,16.1106,UP,1
2006-06-22,16.18,16.13,14.6116,16.068,16.1322,UP,1
2006-06-23,16.42,16.1,14.6329,16.082,16.1542,UP,1
2006-06-26,16.68,16.46,14.6543,16.24,16.187,DOWN,0
2006-06-27,16.03,16.73,14.672,16.252,16.2052,DOWN,0
2006-06-28,15.96,16.04,14.6888,16.254,16.2038,DOWN,0
2006-06-29,15.12,15.65,14.701,16.042,16.1762,DOWN,0
2006-06-30,15.06,15.01,14.7102,15.77,16.1414,UP,1
2006-07-03,15.4,15.06,14.7228,15.514,16.1214,DOWN,0
2006-07-05,15.0,15.4,14.7338,15.308,16.0934,UP,1
2006-07-06,15.31,15.04,14.748,15.178,16.0702,DOWN,0
2006-07-07,14.86,15.16,14.7607,15.126,16.0314,DOWN,0
2006-07-10,14.53,14.88,14.7722,15.02,15.974,UP,1
2006-07-11,15.07,14.47,14.7872,14.954,15.936,DOWN,0
2006-07-12,14.81,15.11,14.8005,14.916,15.8974,DOWN,0
2006-07-13,14.32,14.69,14.8116,14.718,15.8488,UP,1
2006-07-14,14.4,14.4,14.8249,14.626,15.8022,DOWN,0
2006-07-17,14.21,14.36,14.8373,14.562,15.7472,UP,1
2006-07-18,14.55,14.23,14.8491,14.458,15.6972,UP,1
2006-07-19,14.97,14.65,14.8574,14.49,15.6518,DOWN,0
2006-07-20,14.53,15.25,14.8619,14.532,15.5974,DOWN,0
2006-07-21,14.15,14.0,14.866,14.482,15.5482,UP,1
2006-07-24,14.35,14.22,14.8737,14.51,15.513,UP,1
2006-07-25,15.04,14.44,14.8842,14.608,15.4976,UP,1
2006-07-26,15.33,15.0,14.8949,14.68,15.4876,UP,1
2006-07-27,15.49,15.59,14.9085,14.872,15.478,UP,1
2006-07-28,15.82,15.47,14.9249,15.206,15.4818,DOWN,0
2006-07-31,15.59,15.61,14.9392,15.454,15.4864,DOWN,0
2006-08-01,15.38,15.51,14.9505,15.522,15.4786,UP,1
2006-08-02,15.67,15.45,14.9645,15.59,15.4808,UP,1
2006-08-03,15.8,15.67,14.9785,15.652,15.492,DOWN,0
2006-08-04,15.74,16.0,14.9918,15.636,15.4976,DOWN,0
2006-08-07,15.51,15.6,15.005,15.62,15.4844,DOWN,0
2006-08-08,15.45,15.49,15.0182,15.634,15.466,UP,1
2006-08-09,15.57,15.84,15.0327,15.614,15.4562,UP,1
2006-08-10,16.0,15.59,15.0501,15.654,15.445,DOWN,0
2006-08-11,15.74,15.87,15.0656,15.654,15.4224,UP,1
2006-08-14,15.79,15.86,15.0808,15.71,15.409,UP,1
2006-08-15,16.42,16.03,15.0998,15.904,15.4168,UP,1
2006-08-16,16.7,16.45,15.1199,16.13,15.4256,DOWN,0
2006-08-17,16.61,16.4,15.138,16.252,15.4414,DOWN,0
2006-08-18,16.55,16.57,15.1558,16.414,15.4618,DOWN,0
2006-08-21,16.32,16.45,15.171,16.52,15.4776,DOWN,0
2006-08-22,16.18,16.32,15.1826,16.472,15.4984,DOWN,0
2006-08-23,16.0,16.07,15.193,16.332,15.5214,UP,1
2006-08-24,16.02,16.18,15.2037,16.214,15.5366,UP,1
2006-08-25,16.26,16.03,15.2164,16.156,15.541,UP,1
2006-08-28,16.55,16.34,15.2302,16.202,15.545,UP,1
2006-08-29,17.24,16.55,15.2475,16.414,15.572,UP,1
2006-08-30,17.52,17.24,15.2668,16.718,15.603,DOWN,0
2006-08-31,17.28,17.47,15.2866,16.97,15.6296,UP,1
2006-09-01,17.32,17.38,15.3064,17.182,15.6524,UP,1
2006-09-05,17.37,17.31,15.3261,17.346,15.6714,DOWN,0
2006-09-06,16.9,17.35,15.3418,17.278,15.6758,UP,1
2006-09-07,16.94,16.89,15.3556,17.162,15.694,UP,1
2006-09-08,17.88,17.45,15.374,17.282,15.7324,UP,1
2006-09-11,18.57,18.08,15.3935,17.532,15.8014,DOWN,0
2006-09-12,18.47,18.6,15.4134,17.752,15.8696,DOWN,0
2006-09-13,18.0,18.39,15.4304,17.972,15.9216,DOWN,0
2006-09-14,17.77,18.03,15.4474,18.138,15.977,UP,1
2006-09-15,18.07,18.08,15.4681,18.176,16.0322,UP,1
2006-09-18,18.13,18.14,15.4875,18.088,16.0976,DOWN,0
2006-09-19,17.74,17.71,15.5037,17.942,16.1618,DOWN,0
2006-09-20,17.56,17.9,15.5197,17.854,16.2116,UP,1
2006-09-21,17.74,17.64,15.5369,17.848,16.2702,DOWN,0
2006-09-22,17.46,17.63,15.5542,17.726,16.333,UP,1
2006-09-25,17.88,17.51,15.5753,17.676,16.4026,DOWN,0
2006-09-26,17.73,17.7,15.5983,17.674,16.473,DOWN,0
2006-09-27,17.6,17.74,15.6193,17.682,16.534,DOWN,0
2006-09-28,17.44,17.6,15.6375,17.622,16.5834,DOWN,0
2006-09-29,17.4,17.63,15.6553,17.61,16.6408,UP,1
2006-10-02,17.5,17.51,15.6751,17.534,16.7078,DOWN,0
2006-10-03,17.48,17.46,15.6948,17.484,16.7704,UP,1
2006-10-04,18.08,17.52,15.7168,17.58,16.8312,DOWN,0
2006-10-05,17.54,17.99,15.7363,17.6,16.8754,DOWN,0
2006-10-06,15.14,16.01,15.7434,17.148,16.8684,UP,1
2006-10-09,15.32,15.18,15.7493,16.712,16.8584,DOWN,0
2006-10-10,15.15,15.51,15.7569,16.246,16.8496,UP,1
2006-10-11,15.17,15.2,15.7645,15.664,16.8454,DOWN,0
2006-10-12,15.13,15.38,15.7728,15.182,16.8346,DOWN,0
2006-10-13,15.06,15.19,15.7808,15.166,16.8198,UP,1
2006-10-16,15.28,15.13,15.7909,15.158,16.8106,DOWN,0
2006-10-17,14.56,15.11,15.7971,15.04,16.7916,DOWN,0
2006-10-18,14.48,14.73,15.802,14.902,16.7722,DOWN,0
2006-10-19,14.47,14.49,15.8041,14.77,16.7502,DOWN,0
2006-10-20,14.27,14.49,15.8045,14.612,16.7156,UP,1
2006-10-23,14.41,14.29,15.8042,14.438,16.689,DOWN,0
2006-10-24,14.29,14.41,15.8022,14.384,16.659,UP,1
2006-10-25,14.52,14.39,15.8019,14.392,16.621,UP,1
2006-10-26,14.74,14.51,15.8019,14.446,16.5818,DOWN,0
2006-10-27,14.17,14.7,15.7999,14.426,16.533,UP,1
2006-10-30,14.4,14.24,15.7993,14.424,16.49,UP,1
2006-10-31,14.45,14.41,15.8017,14.456,16.4526,DOWN,0
2006-11-01,14.18,14.41,15.8023,14.388,16.4126,DOWN,0
2006-11-02,13.89,14.24,15.8001,14.218,16.3704,UP,1
2006-11-03,13.98,13.98,15.8,14.18,16.3296,UP,1
2006-11-06,14.32,14.0,15.8007,14.164,16.2908,DOWN,0
